Orthogroup	N_naja.pep	X_tropicalis.pep
OG0009826	Nana14937-RB	ENSXETG00000011337.1
OG0009827	Nana20264-RA	ENSXETG00000012299.1
OG0009828	Nana22294-RA	ENSXETG00000000523.1
OG0009829	Nana20262-RA	ENSXETG00000003239.1
OG0009830	Nana27396-RA	ENSXETG00000008874.1
OG0009831	Nana20258-RA	ENSXETG00000000713.1
OG0009832	Nana20252-RA	ENSXETG00000000695.1
OG0009833	Nana27392-RA	ENSXETG00000009368.1
OG0009834	Nana27391-RA	ENSXETG00000009386.1
OG0009835	Nana20251-RA	ENSXETG00000000141.1
OG0009837	Nana27389-RA	ENSXETG00000005084.1
OG0009838	Nana20248-RA	ENSXETG00000010585.1
OG0009839	Nana14927-RA	ENSXETG00000020582.1
OG0009840	Nana14926-RA	ENSXETG00000018382.1
OG0009841	Nana27386-RA	ENSXETG00000003988.1
OG0009842	Nana14925-RA	ENSXETG00000018168.1
OG0009843	Nana22364-RA	ENSXETG00000000874.1
OG0009844	Nana22374-RA	ENSXETG00000000780.1
OG0009845	Nana14922-RA	ENSXETG00000019461.1
OG0009846	Nana22386-RA	ENSXETG00000003357.1
OG0009847	Nana22403-RA	ENSXETG00000010058.1
OG0009848	Nana20216-RA	ENSXETG00000006409.1
OG0009849	Nana20209-RA	ENSXETG00000003534.1
OG0009850	Nana14917-RA	ENSXETG00000019051.1
OG0009851	Nana22412-RA	ENSXETG00000007151.1
OG0009852	Nana27381-RA	ENSXETG00000012388.1
OG0009853	Nana20205-RA	ENSXETG00000009827.1
OG0009854	Nana22415-RA	ENSXETG00000006957.1
OG0009855	Nana27380-RA	ENSXETG00000012428.1
OG0009857	Nana27375-RA	ENSXETG00000001257.1
OG0009858	Nana14916-RA	ENSXETG00000012053.1
OG0009859	Nana22430-RA	ENSXETG00000011440.1
OG0009860	Nana27373-RA	ENSXETG00000001811.1
OG0009861	Nana22434-RA	ENSXETG00000011429.1
OG0009862	Nana22443-RA	ENSXETG00000017185.1
OG0009863	Nana27370-RA	ENSXETG00000003002.1
OG0009864	Nana14914-RA	ENSXETG00000017675.1
OG0009865	Nana22444-RA	ENSXETG00000002169.1
OG0009866	Nana20166-RA	ENSXETG00000007566.1
OG0009867	Nana14912-RA	ENSXETG00000017776.1
OG0009868	Nana27367-RA	ENSXETG00000007744.1
OG0009869	Nana20165-RA	ENSXETG00000007516.1
OG0009870	Nana14911-RA	ENSXETG00000020485.1
OG0009872	Nana27363-RA	ENSXETG00000009757.1
OG0009873	Nana14908-RA	ENSXETG00000018109.1
OG0009874	Nana27362-RA	ENSXETG00000009978.1
OG0009875	Nana22483-RA	ENSXETG00000003792.1
OG0009876	Nana03089-RA	ENSXETG00000011489.1
OG0009877	Nana27361-RA	ENSXETG00000003339.1
OG0009878	Nana22494-RA	ENSXETG00000003748.1
OG0009879	Nana27359-RA	ENSXETG00000003483.1
OG0009880	Nana22513-RA	ENSXETG00000003739.1
OG0009881	Nana02962-RA	ENSXETG00000000993.1
OG0009882	Nana27354-RA	ENSXETG00000018610.1
OG0009883	Nana14894-RA	ENSXETG00000020404.1
OG0009884	Nana22522-RA	ENSXETG00000004593.1, ENSXETG00000008812.1
OG0009885	Nana22527-RA	ENSXETG00000002779.1
OG0009886	Nana22528-RA	ENSXETG00000008769.1
OG0009887	Nana14877-RA	ENSXETG00000020028.1
OG0009888	Nana27349-RA	ENSXETG00000020268.1
OG0009890	Nana14872-RA	ENSXETG00000020936.1
OG0009891	Nana27338-RA	ENSXETG00000007370.1
OG0009892	Nana20147-RA	ENSXETG00000018635.1
OG0009893	Nana27337-RA	ENSXETG00000011381.1
OG0009894	Nana20143-RA	ENSXETG00000002151.1
OG0009895	Nana20141-RA	ENSXETG00000019030.1
OG0009897	Nana14867-RA	ENSXETG00000018298.1
OG0009898	Nana22584-RA	ENSXETG00000018310.1
OG0009899	Nana20136-RA	ENSXETG00000001690.1
OG0009900	Nana14865-RA	ENSXETG00000019137.1
OG0009901	Nana20133-RA	ENSXETG00000002013.1
OG0009902	Nana20132-RA	ENSXETG00000001992.1
OG0009903	Nana20131-RA	ENSXETG00000001986.1
OG0009904	Nana20130-RA	ENSXETG00000005870.1
OG0009905	Nana14860-RA	ENSXETG00000020529.1
OG0009906	Nana14858-RA	ENSXETG00000020800.1
OG0009907	Nana22644-RA	ENSXETG00000002738.1
OG0009908	Nana14856-RA	ENSXETG00000020093.1
OG0009909	Nana14850-RA	ENSXETG00000020238.1
OG0009910	Nana22649-RA	ENSXETG00000002758.1
OG0009911	Nana14848-RA	ENSXETG00000012005.1, ENSXETG00000019490.1
OG0009912	Nana14845-RA	ENSXETG00000017775.1
OG0009913	Nana14842-RA	ENSXETG00000019802.1
OG0009914	Nana20120-RA	ENSXETG00000000618.1
OG0009915	Nana20118-RA	ENSXETG00000013388.1
OG0009916	Nana22660-RA	ENSXETG00000003164.1
OG0009917	Nana20103-RA	ENSXETG00000014202.1
OG0009918	Nana27325-RA	ENSXETG00000011504.1
OG0009919	Nana14831-RA	ENSXETG00000013425.1
OG0009920	Nana20102-RA	ENSXETG00000014227.1
OG0009922	Nana20090-RA	ENSXETG00000007905.1
OG0009923	Nana22668-RA	ENSXETG00000004127.1
OG0009924	Nana22671-RA	ENSXETG00000004142.1
OG0009925	Nana22672-RA	ENSXETG00000004164.1
OG0009927	Nana22675-RA	ENSXETG00000020544.1
OG0009928	Nana27312-RA	ENSXETG00000010998.1
OG0009929	Nana20082-RA	ENSXETG00000001977.1
OG0009931	Nana22685-RA	ENSXETG00000009295.1
OG0009933	Nana14666-RA	ENSXETG00000017262.1
OG0009934	Nana27274-RA	ENSXETG00000006141.1
OG0009935	Nana27271-RA	ENSXETG00000006091.1
OG0009936	Nana22693-RA	ENSXETG00000002149.1
OG0009937	Nana27270-RA	ENSXETG00000005624.1
OG0009938	Nana14662-RA	ENSXETG00000017142.1
OG0009939	Nana22692-RA	ENSXETG00000018810.1
OG0009940	Nana22690-RA	ENSXETG00000017199.1
OG0009941	Nana20062-RA	ENSXETG00000004382.1
OG0009942	Nana20061-RA	ENSXETG00000004478.1
OG0009943	Nana14659-RA	ENSXETG00000002225.1
OG0009944	Nana20058-RA	ENSXETG00000004707.1
OG0009945	Nana27264-RA	ENSXETG00000001315.1
OG0009946	Nana14656-RA	ENSXETG00000002190.1
OG0009947	Nana14655-RA	ENSXETG00000020766.1
OG0009948	Nana27263-RA	ENSXETG00000001339.1
OG0009949	Nana20056-RA	ENSXETG00000014260.1
OG0009950	Nana20054-RA	ENSXETG00000008579.1
OG0009951	Nana22687-RA	ENSXETG00000020220.1
OG0009952	Nana27257-RA	ENSXETG00000001799.1
OG0009953	Nana27256-RA	ENSXETG00000001803.1
OG0009954	Nana22720-RA	ENSXETG00000006602.1
OG0009955	Nana22722-RA	ENSXETG00000003964.1
OG0009956	Nana27250-RA	ENSXETG00000001928.1
OG0009957	Nana27245-RA	ENSXETG00000000164.1
OG0009958	Nana14625-RA	ENSXETG00000002377.1
OG0009959	Nana14622-RA	ENSXETG00000010864.1
OG0009960	Nana14620-RA	ENSXETG00000009643.1
OG0009961	Nana14616-RA	ENSXETG00000008477.1
OG0009962	Nana27239-RA	ENSXETG00000001069.1
OG0009963	Nana22763-RA	ENSXETG00000012955.1
OG0009964	Nana22764-RA	ENSXETG00000012967.1
OG0009965	Nana20030-RA	ENSXETG00000020098.1
OG0009966	Nana14593-RA	ENSXETG00000007028.1
OG0009967	Nana27232-RA	ENSXETG00000004855.1
OG0009968	Nana14589-RA	ENSXETG00000006657.1
OG0009969	Nana14580-RA	ENSXETG00000011587.1
OG0009970	Nana22770-RA	ENSXETG00000013332.1
OG0009971	Nana14572-RA	ENSXETG00000016695.1
OG0009972	Nana27227-RA	ENSXETG00000004901.1
OG0009973	Nana14570-RA	ENSXETG00000017207.1
OG0009974	Nana22778-RA	ENSXETG00000016541.1
OG0009975	Nana20021-RA	ENSXETG00000010976.1
OG0009976	Nana14567-RA	ENSXETG00000017911.1
OG0009977	Nana14566-RA	ENSXETG00000017996.1
OG0009978	Nana20015-RA	ENSXETG00000011005.1
OG0009979	Nana22788-RA	ENSXETG00000012607.1
OG0009980	Nana27220-RA	ENSXETG00000005565.1
OG0009981	Nana14562-RA	ENSXETG00000018760.1
OG0009982	Nana22790-RA	ENSXETG00000006095.1
OG0009983	Nana14557-RA	ENSXETG00000010180.1
OG0009984	Nana27218-RA	ENSXETG00000016752.1
OG0009985	Nana27217-RA	ENSXETG00000016697.1
OG0009986	Nana12085-RA	ENSXETG00000011751.1
OG0009987	Nana14553-RA	ENSXETG00000010157.1
OG0009988	Nana22804-RA	ENSXETG00000011488.1
OG0009989	Nana27209-RA	ENSXETG00000004930.1
OG0009990	Nana22807-RA	ENSXETG00000011464.1
OG0009991	Nana22811-RA	ENSXETG00000011458.1
OG0009992	Nana22814-RA	ENSXETG00000002897.1
OG0009994	Nana22818-RA	ENSXETG00000002012.1
OG0009995	Nana22821-RA	ENSXETG00000016910.1
OG0009996	Nana14541-RA	ENSXETG00000002202.1
OG0009997	Nana22823-RA	ENSXETG00000001663.1
OG0009998	Nana14538-RA	ENSXETG00000002186.1
OG0009999	Nana22824-RA	ENSXETG00000016873.1
OG0010000	Nana27160-RA	ENSXETG00000005137.1
OG0010001	Nana20000-RA	ENSXETG00000019222.1
OG0010002	Nana19996-RA	ENSXETG00000021250.1
OG0010003	Nana27156-RA	ENSXETG00000005185.1
OG0010004	Nana14304-RA	ENSXETG00000013155.1
OG0010005	Nana19995-RA	ENSXETG00000000733.1
OG0010007	Nana19993-RA	ENSXETG00000000829.1
OG0010009	Nana22831-RA	ENSXETG00000009864.1
OG0010010	Nana27142-RA	ENSXETG00000000869.1
OG0010011	Nana22833-RA	ENSXETG00000000076.1
OG0010012	Nana19984-RA	ENSXETG00000011977.1
OG0010013	Nana14315-RA	ENSXETG00000013546.1
OG0010014	Nana27133-RA	ENSXETG00000020180.1
OG0010015	Nana19977-RA	ENSXETG00000007257.1
OG0010016	Nana19976-RA	ENSXETG00000007270.1
OG0010017	Nana22838-RA	ENSXETG00000005515.1
OG0010018	Nana27118-RA	ENSXETG00000000529.1
OG0010019	Nana19972-RA	ENSXETG00000007503.1
OG0010020	Nana22848-RA	ENSXETG00000010078.1
OG0010021	Nana19969-RA	ENSXETG00000001970.1
OG0010022	Nana14318-RA	ENSXETG00000014457.1
OG0010023	Nana14319-RA	ENSXETG00000014472.1
OG0010024	Nana22850-RA	ENSXETG00000002942.1
OG0010025	Nana19967-RA	ENSXETG00000017144.1
OG0010026	Nana19964-RA	ENSXETG00000018304.1
OG0010027	Nana19963-RD	ENSXETG00000003758.1
OG0010028	Nana27112-RA	ENSXETG00000016461.1
OG0010029	Nana19959-RA	ENSXETG00000008956.1
OG0010030	Nana19958-RA	ENSXETG00000008883.1
OG0010031	Nana27109-RA	ENSXETG00000017848.1
OG0010032	Nana22857-RA	ENSXETG00000004551.1
OG0010033	Nana14322-RA	ENSXETG00000010794.1
OG0010034	Nana27107-RA	ENSXETG00000018265.1
OG0010035	Nana19956-RA	ENSXETG00000008251.1
OG0010036	Nana22859-RA	ENSXETG00000011769.1
OG0010037	Nana14324-RA	ENSXETG00000010807.1
OG0010038	Nana19955-RA	ENSXETG00000008084.1
OG0010039	Nana27106-RA	ENSXETG00000018438.1
OG0010040	Nana19952-RA	ENSXETG00000008051.1
OG0010041	Nana22860-RA	ENSXETG00000011034.1
OG0010042	Nana27103-RA	ENSXETG00000008026.1
OG0010043	Nana14331-RA	ENSXETG00000007435.1
OG0010044	Nana22875-RA	ENSXETG00000010927.1
OG0010045	Nana19946-RA	ENSXETG00000007844.1
OG0010046	Nana19944-RA	ENSXETG00000007139.1
OG0010047	Nana27093-RA	ENSXETG00000021308.1
OG0010048	Nana14340-RA	ENSXETG00000018302.1
OG0010050	Nana19939-RA	ENSXETG00000006749.1
OG0010051	Nana19937-RA	ENSXETG00000006651.1
OG0010052	Nana27086-RA	ENSXETG00000020873.1
OG0010053	Nana19842-RA	ENSXETG00000005386.1
OG0010054	Nana19841-RA	ENSXETG00000005371.1
OG0010055	Nana19840-RB	ENSXETG00000004991.1
OG0010056	Nana22887-RA	ENSXETG00000007207.1
OG0010057	Nana14347-RA	ENSXETG00000018362.1
OG0010058	Nana22890-RA	ENSXETG00000007197.1
OG0010059	Nana22891-RA	ENSXETG00000007176.1
OG0010060	Nana22896-RA	ENSXETG00000007146.1
OG0010061	Nana19830-RA	ENSXETG00000004650.1
OG0010062	Nana27080-RA	ENSXETG00000013035.1
OG0010063	Nana19821-RA	ENSXETG00000004491.1
OG0010065	Nana27079-RA	ENSXETG00000012993.1
OG0010066	Nana27072-RA	ENSXETG00000012910.1
OG0010068	Nana19807-RA	ENSXETG00000010030.1
OG0010069	Nana19805-RA	ENSXETG00000009858.1
OG0010070	Nana27070-RB	ENSXETG00000012688.1
OG0010071	Nana14363-RB	ENSXETG00000005584.1
OG0010072	Nana19791-RA	ENSXETG00000009793.1
OG0010073	Nana19786-RA	ENSXETG00000009563.1
OG0010074	Nana19785-RA	ENSXETG00000007348.1
OG0010075	Nana27065-RA	ENSXETG00000016887.1
OG0010076	Nana14370-RA	ENSXETG00000003982.1
OG0010077	Nana19783-RA	ENSXETG00000006784.1
OG0010078	Nana27063-RA	ENSXETG00000016878.1
OG0010079	Nana22923-RA	ENSXETG00000008569.1
OG0010080	Nana14372-RA	ENSXETG00000019439.1
OG0010081	Nana14376-RA	ENSXETG00000020483.1
OG0010082	Nana27059-RA	ENSXETG00000020587.1
OG0010083	Nana19781-RA	ENSXETG00000013782.1
OG0010084	Nana14381-RA	ENSXETG00000018038.1
OG0010085	Nana27054-RA	ENSXETG00000017160.1
OG0010086	Nana27053-RA	ENSXETG00000017917.1
OG0010087	Nana19778-RA	ENSXETG00000010085.1
OG0010088	Nana19777-RA	ENSXETG00000010088.1
OG0010089	Nana14392-RA	ENSXETG00000020235.1
OG0010090	Nana14393-RA	ENSXETG00000020236.1
OG0010091	Nana22935-RA	ENSXETG00000018156.1
OG0010092	Nana14395-RA	ENSXETG00000003816.1, ENSXETG00000011249.1
OG0010093	Nana27039-RA	ENSXETG00000020258.1
OG0010094	Nana19742-RA	ENSXETG00000005251.1
OG0010095	Nana14408-RA	ENSXETG00000003628.1
OG0010096	Nana22943-RA	ENSXETG00000007056.1
OG0010097	Nana22947-RA	ENSXETG00000011334.1
OG0010098	Nana27019-RA	ENSXETG00000002195.1
OG0010099	Nana27015-RA	ENSXETG00000002179.1
OG0010100	Nana27011-RA	ENSXETG00000010494.1
OG0010101	Nana27007-RA	ENSXETG00000010468.1
OG0010102	Nana14413-RA	ENSXETG00000007045.1
OG0010103	Nana27003-RA	ENSXETG00000021332.1
OG0010104	Nana14418-RA	ENSXETG00000011968.1
OG0010105	Nana14421-RA	ENSXETG00000011248.1
OG0010106	Nana22959-RA	ENSXETG00000011611.1
OG0010107	Nana19726-RA	ENSXETG00000001558.1
OG0010108	Nana22960-RA	ENSXETG00000011806.1
OG0010109	Nana26998-RA	ENSXETG00000018711.1
OG0010110	Nana26996-RA	ENSXETG00000019847.1
OG0010111	Nana26994-RA	ENSXETG00000019913.1
OG0010112	Nana14425-RA	ENSXETG00000003846.1
OG0010113	Nana26992-RA	ENSXETG00000010455.1
OG0010114	Nana14427-RA	ENSXETG00000003880.1
OG0010116	Nana26985-RA	ENSXETG00000003105.1
OG0010117	Nana19182-RA	ENSXETG00000004469.1
OG0010118	Nana19180-RA	ENSXETG00000004477.1
OG0010119	Nana26982-RA, Nana26984-RA	ENSXETG00000003098.1
OG0010120	Nana14440-RA	ENSXETG00000018401.1
OG0010121	Nana19179-RA	ENSXETG00000004502.1
OG0010122	Nana14443-RA	ENSXETG00000018976.1
OG0010123	Nana19177-RA	ENSXETG00000004560.1
OG0010125	Nana26925-RA	ENSXETG00000007993.1
OG0010126	Nana22981-RA	ENSXETG00000019469.1
OG0010127	Nana22982-RA	ENSXETG00000003278.1
OG0010128	Nana19204-RA	ENSXETG00000006734.1
OG0010129	Nana26926-RA	ENSXETG00000008028.1
OG0010130	Nana19205-RA	ENSXETG00000011010.1
OG0010131	Nana26928-RA	ENSXETG00000008052.1
OG0010132	Nana22985-RA	ENSXETG00000005672.1
OG0010133	Nana22987-RA	ENSXETG00000005629.1
OG0010134	Nana19214-RA	ENSXETG00000000122.1
OG0010135	Nana19215-RA	ENSXETG00000000102.1
OG0010137	Nana26933-RA	ENSXETG00000009269.1
OG0010138	Nana23001-RA	ENSXETG00000005080.1
OG0010139	Nana23003-RA	ENSXETG00000003361.1
OG0010140	Nana23005-RA, Nana23005-RB	ENSXETG00000003390.1
OG0010141	Nana19225-RA	ENSXETG00000002473.1
OG0010142	Nana19228-RA	ENSXETG00000019366.1
OG0010143	Nana19230-RA	ENSXETG00000002498.1
OG0010144	Nana19238-RA	ENSXETG00000019842.1
OG0010145	Nana26956-RA	ENSXETG00000003378.1
OG0010146	Nana14507-RA	ENSXETG00000001612.1
OG0010147	Nana26961-RA	ENSXETG00000005869.1
OG0010148	Nana26970-RA	ENSXETG00000006144.1
OG0010149	Nana14511-RA	ENSXETG00000003084.1
OG0010150	Nana17640-RA	ENSXETG00000012888.1
OG0010151	Nana19501-RA	ENSXETG00000018411.1
OG0010152	Nana17641-RA	ENSXETG00000012892.1
OG0010153	Nana19495-RA	ENSXETG00000018316.1
OG0010154	Nana19493-RA	ENSXETG00000019371.1
OG0010155	Nana14515-RA	ENSXETG00000000583.1
OG0010156	Nana14516-RA	ENSXETG00000000596.1
OG0010158	Nana14519-RA	ENSXETG00000020920.1
OG0010159	Nana23031-RA	ENSXETG00000020675.1
OG0010160	Nana14520-RA	ENSXETG00000020151.1
OG0010161	Nana14521-RA	ENSXETG00000017585.1
OG0010162	Nana17658-RA	ENSXETG00000012215.1
OG0010163	Nana23038-RA	ENSXETG00000019532.1
OG0010164	Nana17664-RA	ENSXETG00000003762.1
OG0010165	Nana23041-RA	ENSXETG00000019766.1
OG0010166	Nana17665-RA	ENSXETG00000008417.1
OG0010167	Nana14526-RA	ENSXETG00000000011.1
OG0010168	Nana23044-RA	ENSXETG00000020741.1
OG0010169	Nana17670-RA	ENSXETG00000011386.1
OG0010170	Nana23045-RA	ENSXETG00000017373.1
OG0010171	Nana14537-RA	ENSXETG00000002182.1
OG0010172	Nana14138-RA	ENSXETG00000007836.1
OG0010173	Nana14139-RA	ENSXETG00000007816.1
OG0010174	Nana17676-RA	ENSXETG00000011533.1
OG0010175	Nana23047-RA, Nana23047-RB	ENSXETG00000001106.1
OG0010176	Nana14143-RA	ENSXETG00000007803.1
OG0010177	Nana14147-RA	ENSXETG00000011629.1
OG0010178	Nana17677-RA	ENSXETG00000011823.1
OG0010179	Nana19428-RA	ENSXETG00000006684.1
OG0010180	Nana23058-RA	ENSXETG00000009929.1
OG0010181	Nana23059-RA	ENSXETG00000003708.1
OG0010182	Nana14149-RA	ENSXETG00000019057.1
OG0010183	Nana23060-RA	ENSXETG00000002259.1
OG0010184	Nana19572-RA	ENSXETG00000002482.1
OG0010185	Nana14151-RA	ENSXETG00000018922.1
OG0010186	Nana17693-RA	ENSXETG00000007848.1
OG0010187	Nana23063-RA	ENSXETG00000004076.1
OG0010188	Nana19553-RA	ENSXETG00000016970.1
OG0010189	Nana17696-RA	ENSXETG00000007049.1
OG0010190	Nana23065-RA	ENSXETG00000004143.1
OG0010191	Nana23068-RA	ENSXETG00000004307.1
OG0010192	Nana17697-RA	ENSXETG00000006960.1
OG0010193	Nana19542-RA, Nana19541-RA	ENSXETG00000001125.1
OG0010194	Nana14163-RA	ENSXETG00000019517.1
OG0010195	Nana19536-RA	ENSXETG00000010420.1
OG0010196	Nana19535-RA	ENSXETG00000010415.1
OG0010197	Nana14166-RA	ENSXETG00000020370.1
OG0010198	Nana19530-RA	ENSXETG00000010395.1
OG0010199	Nana14169-RA	ENSXETG00000021311.1
OG0010200	Nana17712-RA	ENSXETG00000013271.1
OG0010201	Nana19524-RA	ENSXETG00000002562.1
OG0010202	Nana23080-RA	ENSXETG00000005314.1
OG0010203	Nana23082-RA	ENSXETG00000005322.1
OG0010204	Nana19515-RA	ENSXETG00000018575.1
OG0010205	Nana19513-RA	ENSXETG00000019299.1
OG0010206	Nana17720-RA	ENSXETG00000012931.1
OG0010207	Nana14179-RA	ENSXETG00000012934.1
OG0010209	Nana17725-RA	ENSXETG00000003482.1
OG0010210	Nana17731-RA	ENSXETG00000012510.1
OG0010211	Nana17738-RA, Nana17735-RA	ENSXETG00000012497.1
OG0010212	Nana17740-RA	ENSXETG00000012491.1
OG0010213	Nana19591-RB	ENSXETG00000007545.1
OG0010214	Nana14184-RB	ENSXETG00000012999.1
OG0010215	Nana14186-RA	ENSXETG00000013007.1
OG0010216	Nana19599-RA	ENSXETG00000003453.1
OG0010217	Nana17766-RA	ENSXETG00000019480.1
OG0010218	Nana23124-RA	ENSXETG00000000725.1
OG0010219	Nana23125-RB	ENSXETG00000002479.1
OG0010220	Nana23126-RA	ENSXETG00000020207.1
OG0010221	Nana26790-RA	ENSXETG00000014112.1
OG0010222	Nana26792-RA	ENSXETG00000014137.1
OG0010223	Nana26795-RA	ENSXETG00000014204.1
OG0010224	Nana19604-RA	ENSXETG00000008973.1
OG0010225	Nana23129-RA	ENSXETG00000000363.1
OG0010226	Nana14210-RA	ENSXETG00000016943.1
OG0010227	Nana26630-RA	ENSXETG00000000156.1
OG0010228	Nana26801-RA	ENSXETG00000015559.1
OG0010229	Nana26767-RA	ENSXETG00000012235.1
OG0010230	Nana14220-RA	ENSXETG00000021140.1
OG0010231	Nana26807-RA	ENSXETG00000013975.1
OG0010233	Nana26808-RA	ENSXETG00000013301.1
OG0010234	Nana26617-RA	ENSXETG00000004911.1
OG0010235	Nana23149-RA	ENSXETG00000014445.1
OG0010236	Nana14228-RA	ENSXETG00000018879.1
OG0010237	Nana26812-RA	ENSXETG00000016977.1
OG0010238	Nana14230-RA	ENSXETG00000017479.1
OG0010241	Nana26577-RA	ENSXETG00000004808.1
OG0010242	Nana23152-RA	ENSXETG00000010682.1
OG0010244	Nana26818-RA	ENSXETG00000010734.1
OG0010246	Nana14244-RA, Nana14244-RC	ENSXETG00000018074.1
OG0010247	Nana26557-RA	ENSXETG00000004133.1
OG0010248	Nana23166-RA	ENSXETG00000018891.1
OG0010249	Nana26844-RB, Nana26844-RA	ENSXETG00000008077.1
OG0010250	Nana26853-RA	ENSXETG00000008247.1
OG0010251	Nana26860-RA	ENSXETG00000008313.1
OG0010253	Nana26361-RA	ENSXETG00000011765.1
OG0010254	Nana26870-RA	ENSXETG00000008791.1
OG0010255	Nana26357-RA	ENSXETG00000011308.1
OG0010256	Nana23183-RA	ENSXETG00000019904.1
OG0010257	Nana14254-RA	ENSXETG00000003858.1
OG0010259	Nana26876-RA	ENSXETG00000003841.1
OG0010260	Nana14259-RA	ENSXETG00000015856.1
OG0010262	Nana23187-RA	ENSXETG00000018441.1
OG0010263	Nana18739-RA	ENSXETG00000008085.1
OG0010264	Nana23188-RA	ENSXETG00000017992.1
OG0010265	Nana23192-RA	ENSXETG00000019408.1
OG0010266	Nana23193-RA	ENSXETG00000017514.1
OG0010267	Nana26332-RA	ENSXETG00000019181.1
OG0010268	Nana23205-RA	ENSXETG00000016955.1
OG0010269	Nana23206-RA	ENSXETG00000018603.1
OG0010270	Nana23211-RA	ENSXETG00000017959.1
OG0010271	Nana26894-RA	ENSXETG00000006226.1
OG0010272	Nana26437-RA	ENSXETG00000007462.1
OG0010273	Nana23226-RB	ENSXETG00000021216.1
OG0010274	Nana26900-RA	ENSXETG00000006406.1
OG0010275	Nana26447-RA	ENSXETG00000008800.1
OG0010276	Nana29696-RA	ENSXETG00000006601.1
OG0010277	Nana14287-RA	ENSXETG00000013729.1
OG0010278	Nana26461-RA	ENSXETG00000009105.1
OG0010279	Nana39435-RA	ENSXETG00000020686.1
OG0010280	Nana26477-RA	ENSXETG00000003369.1
OG0010281	Nana23240-RA	ENSXETG00000017785.1
OG0010282	Nana26478-RA	ENSXETG00000003494.1
OG0010283	Nana23244-RA	ENSXETG00000018621.1
OG0010285	Nana29701-RA	ENSXETG00000000696.1
OG0010287	Nana14291-RA, Nana14291-RB	ENSXETG00000008207.1
OG0010288	Nana26390-RA, Nana26389-RA	ENSXETG00000011831.1
OG0010289	Nana26397-RA	ENSXETG00000011835.1
OG0010290	Nana26404-RA	ENSXETG00000011841.1
OG0010291	Nana08425-RA	ENSXETG00000005571.1
OG0010292	Nana14294-RA	ENSXETG00000007498.1
OG0010293	Nana26421-RA	ENSXETG00000011849.1
OG0010294	Nana29706-RA	ENSXETG00000000019.1
OG0010295	Nana26426-RA	ENSXETG00000012017.1
OG0010296	Nana26431-RA	ENSXETG00000006886.1
OG0010297	Nana23258-RA	ENSXETG00000009277.1
OG0010298	Nana18310-RA	ENSXETG00000007318.1
OG0010299	Nana14042-RA	ENSXETG00000013217.1
OG0010300	Nana29713-RA	ENSXETG00000018912.1
OG0010301	Nana14041-RA	ENSXETG00000013199.1
OG0010302	Nana14040-RA	ENSXETG00000013196.1
OG0010303	Nana29718-RA	ENSXETG00000018443.1
OG0010304	Nana29719-RA	ENSXETG00000017573.1
OG0010305	Nana26280-RA	ENSXETG00000020367.1
OG0010306	Nana23266-RA	ENSXETG00000008723.1
OG0010307	Nana29681-RA	ENSXETG00000021386.1
OG0010308	Nana29663-RA	ENSXETG00000019974.1
OG0010309	Nana23274-RA	ENSXETG00000004505.1
OG0010310	Nana14035-RA	ENSXETG00000013160.1
OG0010311	Nana29659-RA	ENSXETG00000020212.1
OG0010312	Nana14034-RA	ENSXETG00000020535.1
OG0010313	Nana29658-RA	ENSXETG00000018943.1
OG0010314	Nana14033-RA	ENSXETG00000019495.1
OG0010315	Nana23284-RA	ENSXETG00000009508.1
OG0010316	Nana14029-RA	ENSXETG00000020782.1
OG0010317	Nana29655-RA	ENSXETG00000020057.1
OG0010318	Nana14021-RA	ENSXETG00000018225.1
OG0010319	Nana23287-RA	ENSXETG00000008815.1
OG0010321	Nana29645-RA	ENSXETG00000018089.1
OG0010322	Nana23291-RA	ENSXETG00000018657.1
OG0010323	Nana29621-RA	ENSXETG00000018222.1
OG0010325	Nana26298-RA	ENSXETG00000002962.1
OG0010326	Nana23363-RA, Nana38578-RA	ENSXETG00000011057.1
OG0010327	Nana26301-RA	ENSXETG00000002915.1
OG0010328	Nana13992-RA	ENSXETG00000018932.1
OG0010329	Nana29553-RA	ENSXETG00000011509.1
OG0010330	Nana29554-RA	ENSXETG00000011180.1
OG0010331	Nana23343-RA	ENSXETG00000013929.1
OG0010332	Nana29555-RA	ENSXETG00000011086.1
OG0010333	Nana26307-RA	ENSXETG00000002582.1
OG0010334	Nana13966-RA	ENSXETG00000003367.1
OG0010335	Nana29558-RA	ENSXETG00000010958.1
OG0010337	Nana29559-RD	ENSXETG00000016793.1
OG0010338	Nana29561-RA	ENSXETG00000016661.1
OG0010339	Nana13961-RA	ENSXETG00000008391.1
OG0010340	Nana26258-RA, Nana26258-RB	ENSXETG00000001867.1
OG0010341	Nana13960-RA	ENSXETG00000011215.1
OG0010342	Nana23334-RA	ENSXETG00000014768.1
OG0010343	Nana26238-RA	ENSXETG00000012459.1
OG0010344	Nana26229-RA	ENSXETG00000012159.1
OG0010345	Nana29566-RA	ENSXETG00000018669.1
OG0010346	Nana23330-RA	ENSXETG00000006562.1
OG0010347	Nana29576-RA	ENSXETG00000017406.1
OG0010348	Nana29588-RA	ENSXETG00000020948.1
OG0010349	Nana13952-RA	ENSXETG00000016092.1
OG0010350	Nana29590-RA, Nana29590-RB	ENSXETG00000018513.1
OG0010352	Nana26203-RA	ENSXETG00000004996.1
