Orthogroup	N_naja.pep	C_familiaris.pep
OG0009002	Nana39563-RA, Nana24239-RA	ENSCAFG00000011433.4
OG0009004	Nana26656-RA	ENSCAFG00000004540.4
OG0009005	Nana26655-RA	ENSCAFG00000004547.3
OG0009006	Nana34842-RA	ENSCAFG00000007764.3
OG0009007	Nana19690-RA	ENSCAFG00000011298.5
OG0009008	Nana26664-RA	ENSCAFG00000007653.4
OG0009009	Nana13522-RA	ENSCAFG00000012242.5
OG0009010	Nana19699-RA	ENSCAFG00000011239.5
OG0009011	Nana03746-RA	ENSCAFG00000012401.4
OG0009012	Nana17496-RA	ENSCAFG00000006651.4
OG0009013	Nana29818-RA, Nana29818-RB	ENSCAFG00000010413.4
OG0009014	Nana15085-RA	ENSCAFG00000013778.4
OG0009015	Nana34607-RA	ENSCAFG00000015760.4
OG0009016	Nana05958-RA	ENSCAFG00000014177.5
OG0009017	Nana28268-RA	ENSCAFG00000005970.4
OG0009019	Nana16197-RA	ENSCAFG00000018201.5
OG0009020	Nana34838-RB	ENSCAFG00000008470.4
OG0009021	Nana19704-RA	ENSCAFG00000011186.4
OG0009022	Nana29828-RA	ENSCAFG00000044849.1
OG0009023	Nana16196-RA	ENSCAFG00000018205.5
OG0009024	Nana15087-RA	ENSCAFG00000013762.5
OG0009025	Nana16194-RA	ENSCAFG00000018207.5
OG0009026	Nana19706-RA	ENSCAFG00000011157.4
OG0009027	Nana28104-RA	ENSCAFG00000006959.4
OG0009028	Nana31062-RA	ENSCAFG00000024101.3
OG0009029	Nana15088-RA	ENSCAFG00000013751.5
OG0009030	Nana31072-RA	ENSCAFG00000007377.4
OG0009031	Nana05954-RA	ENSCAFG00000014209.4
OG0009032	Nana19707-RA	ENSCAFG00000011103.6
OG0009033	Nana33374-RA	ENSCAFG00000010564.3
OG0009034	Nana28806-RA	ENSCAFG00000031210.2
OG0009035	Nana16174-RA	ENSCAFG00000018239.5
OG0009036	Nana15090-RA	ENSCAFG00000013717.4
OG0009037	Nana33375-RA	ENSCAFG00000010575.5
OG0009038	Nana34830-RA	ENSCAFG00000008428.5
OG0009039	Nana33824-RC	ENSCAFG00000019404.4
OG0009040	Nana19708-RA	ENSCAFG00000011016.5
OG0009041	Nana31621-RA	ENSCAFG00000028891.2
OG0009042	Nana30870-RA	ENSCAFG00000005521.5
OG0009043	Nana16170-RA	ENSCAFG00000018254.6
OG0009044	Nana31653-RA	ENSCAFG00000032529.2
OG0009045	Nana28192-RA, Nana28191-RA	ENSCAFG00000005748.4
OG0009046	Nana30915-RA	ENSCAFG00000004534.4
OG0009047	Nana28194-RA	ENSCAFG00000005747.3
OG0009048	Nana03717-RA	ENSCAFG00000004880.5
OG0009049	Nana15097-RA	ENSCAFG00000013655.4
OG0009050	Nana03715-RA	ENSCAFG00000004893.4
OG0009051	Nana17217-RA	ENSCAFG00000042650.1
OG0009052	Nana36697-RA	ENSCAFG00000003344.5
OG0009053	Nana01396-RA	ENSCAFG00000001928.5
OG0009054	Nana05063-RA	ENSCAFG00000009401.3
OG0009055	Nana36700-RA	ENSCAFG00000003340.6
OG0009056	Nana05065-RA	ENSCAFG00000009383.4
OG0009057	Nana03521-RA	ENSCAFG00000009877.4
OG0009058	Nana03712-RA	ENSCAFG00000004901.4
OG0009059	Nana05068-RA	ENSCAFG00000009365.4
OG0009060	Nana31651-RA	ENSCAFG00000019956.4
OG0009061	Nana15101-RA	ENSCAFG00000013589.4
OG0009062	Nana31649-RA	ENSCAFG00000019957.4
OG0009063	Nana28783-RE	ENSCAFG00000011858.4
OG0009065	Nana15102-RA, Nana15102-RB	ENSCAFG00000013543.5
OG0009066	Nana28779-RA	ENSCAFG00000011819.3
OG0009068	Nana21169-RA	ENSCAFG00000004948.4
OG0009069	Nana16162-RA	ENSCAFG00000018309.4
OG0009070	Nana06108-RA	ENSCAFG00000019679.5
OG0009071	Nana15104-RA	ENSCAFG00000013499.4
OG0009072	Nana19719-RA	ENSCAFG00000010904.3
OG0009073	Nana35088-RA	ENSCAFG00000009303.4
OG0009074	Nana05071-RA	ENSCAFG00000029586.2
OG0009075	Nana35091-RA	ENSCAFG00000009820.5
OG0009076	Nana16160-RA	ENSCAFG00000018331.5
OG0009077	Nana05073-RA	ENSCAFG00000009237.4
OG0009078	Nana15107-RB	ENSCAFG00000013478.5
OG0009079	Nana25131-RA	ENSCAFG00000007083.4
OG0009080	Nana16157-RA	ENSCAFG00000018341.5
OG0009081	Nana28760-RA	ENSCAFG00000011705.4
OG0009082	Nana19122-RA	ENSCAFG00000032538.2
OG0009083	Nana05076-RA	ENSCAFG00000009202.4
OG0009084	Nana28754-RA	ENSCAFG00000011686.1
OG0009085	Nana25127-RA	ENSCAFG00000030320.2
OG0009086	Nana35117-RA	ENSCAFG00000009906.6
OG0009088	Nana12022-RA	ENSCAFG00000024608.3
OG0009089	Nana12018-RA	ENSCAFG00000024995.4
OG0009090	Nana13280-RA	ENSCAFG00000006834.4
OG0009091	Nana35066-RC	ENSCAFG00000009257.6
OG0009092	Nana28739-RA	ENSCAFG00000011584.5
OG0009093	Nana13279-RA	ENSCAFG00000006829.3
OG0009094	Nana16152-RA	ENSCAFG00000047172.1
OG0009095	Nana34629-RA	ENSCAFG00000019715.4
OG0009096	Nana05080-RA	ENSCAFG00000009132.4
OG0009097	Nana30260-RA	ENSCAFG00000002576.5
OG0009098	Nana18987-RC	ENSCAFG00000015546.5
OG0009099	Nana16141-RA	ENSCAFG00000018387.5
OG0009101	Nana18905-RA	ENSCAFG00000013039.4
OG0009102	Nana29206-RA	ENSCAFG00000004839.5
OG0009103	Nana16140-RA	ENSCAFG00000018395.4
OG0009104	Nana28374-RA	ENSCAFG00000008149.4
OG0009105	Nana18906-RA	ENSCAFG00000013018.5
OG0009106	Nana05084-RA	ENSCAFG00000009098.5
OG0009107	Nana29097-RA	ENSCAFG00000011421.5
OG0009108	Nana25102-RA	ENSCAFG00000006798.4
OG0009109	Nana12012-RA	ENSCAFG00000007519.5
OG0009110	Nana18825-RB	ENSCAFG00000012991.5
OG0009111	Nana25094-RA	ENSCAFG00000006782.4
OG0009112	Nana36779-RA	ENSCAFG00000030171.2
OG0009113	Nana36954-RA	ENSCAFG00000019396.3
OG0009115	Nana21996-RA	ENSCAFG00000005671.3
OG0009116	Nana25083-RA	ENSCAFG00000006746.5
OG0009117	Nana38804-RA	ENSCAFG00000043280.1
OG0009118	Nana21985-RA	ENSCAFG00000005674.4
OG0009119	Nana15122-RA	ENSCAFG00000013252.5
OG0009121	Nana21984-RA	ENSCAFG00000005682.5
OG0009122	Nana25576-RA	ENSCAFG00000005788.4
OG0009123	Nana05093-RA	ENSCAFG00000009036.5
OG0009124	Nana13272-RA	ENSCAFG00000030816.2
OG0009126	Nana11990-RA	ENSCAFG00000007448.4
OG0009127	Nana28719-RA	ENSCAFG00000009677.5
OG0009128	Nana05096-RA	ENSCAFG00000008972.4
OG0009129	Nana13264-RA	ENSCAFG00000006974.3
OG0009130	Nana11974-RA	ENSCAFG00000007417.5
OG0009131	Nana15126-RA	ENSCAFG00000013234.4
OG0009132	Nana16125-RA	ENSCAFG00000018575.5
OG0009133	Nana39498-RA, Nana39498-RB	ENSCAFG00000011651.3
OG0009134	Nana00683-RA	ENSCAFG00000004818.4
OG0009135	Nana28716-RA	ENSCAFG00000009772.4
OG0009136	Nana14133-RA	ENSCAFG00000010082.4
OG0009137	Nana11972-RA	ENSCAFG00000007396.5
OG0009138	Nana11970-RB	ENSCAFG00000007387.4
OG0009139	Nana30128-RA	ENSCAFG00000012214.4
OG0009140	Nana05100-RA	ENSCAFG00000029558.2
OG0009141	Nana28715-RB	ENSCAFG00000029822.2
OG0009142	Nana15130-RA	ENSCAFG00000013205.5
OG0009143	Nana16130-RA	ENSCAFG00000018531.5
OG0009144	Nana14132-RA	ENSCAFG00000010137.4
OG0009145	Nana15131-RA	ENSCAFG00000013160.4
OG0009147	Nana05104-RA	ENSCAFG00000008742.4
OG0009148	Nana16134-RA	ENSCAFG00000018478.5
OG0009149	Nana05105-RA	ENSCAFG00000008736.4
OG0009150	Nana30132-RA	ENSCAFG00000012207.4
OG0009151	Nana14124-RA	ENSCAFG00000010186.4
OG0009152	Nana28712-RC	ENSCAFG00000009799.5
OG0009153	Nana11961-RA	ENSCAFG00000007343.4
OG0009154	Nana31580-RA	ENSCAFG00000009463.4
OG0009156	Nana14119-RA	ENSCAFG00000010191.4
OG0009157	Nana28709-RA	ENSCAFG00000009810.4
OG0009158	Nana25504-RA	ENSCAFG00000005619.6
OG0009159	Nana13132-RA	ENSCAFG00000009430.5
OG0009160	Nana00746-RA	ENSCAFG00000008499.5
OG0009161	Nana31616-RA	ENSCAFG00000009421.5
OG0009162	Nana14114-RA	ENSCAFG00000010198.3
OG0009163	Nana16135-RA	ENSCAFG00000018442.5
OG0009164	Nana25490-RA	ENSCAFG00000005633.4
OG0009165	Nana14110-RA	ENSCAFG00000010206.4
OG0009166	Nana11957-RA	ENSCAFG00000016257.4
OG0009167	Nana29975-RA	ENSCAFG00000042615.1
OG0009168	Nana29976-RA	ENSCAFG00000030689.2
OG0009169	Nana25485-RA	ENSCAFG00000005386.4
OG0009170	Nana16076-RA	ENSCAFG00000018855.4
OG0009171	Nana16075-RA	ENSCAFG00000018862.5
OG0009172	Nana39040-RA	ENSCAFG00000005381.6
OG0009173	Nana34818-RA	ENSCAFG00000008233.5
OG0009174	Nana25521-RA	ENSCAFG00000005539.5
OG0009175	Nana34817-RA	ENSCAFG00000008227.4
OG0009177	Nana14097-RA	ENSCAFG00000010261.5
OG0009178	Nana31111-RA	ENSCAFG00000008709.6
OG0009179	Nana11951-RA	ENSCAFG00000000219.4
OG0009180	Nana15778-RA	ENSCAFG00000009435.4
OG0009182	Nana03465-RA, Nana03465-RB	ENSCAFG00000011682.6
OG0009183	Nana36916-RA	ENSCAFG00000002403.5
OG0009184	Nana36933-RA	ENSCAFG00000003224.4
OG0009185	Nana16070-RA	ENSCAFG00000018880.5
OG0009186	Nana33966-RA	ENSCAFG00000015849.4
OG0009187	Nana11948-RA	ENSCAFG00000000210.4
OG0009188	Nana11947-RA	ENSCAFG00000047110.1
OG0009189	Nana32401-RA	ENSCAFG00000018461.5
OG0009190	Nana14092-RA	ENSCAFG00000011443.3
OG0009191	Nana06012-RA	ENSCAFG00000015651.4
OG0009192	Nana11946-RA	ENSCAFG00000000209.6
OG0009193	Nana36935-RA	ENSCAFG00000031020.2
OG0009194	Nana11944-RA	ENSCAFG00000000206.4
OG0009195	Nana36938-RA	ENSCAFG00000003215.5
OG0009196	Nana32405-RA	ENSCAFG00000034388.2
OG0009197	Nana16057-RA	ENSCAFG00000000170.4
OG0009198	Nana08214-RA	ENSCAFG00000005570.4
OG0009199	Nana34810-RA	ENSCAFG00000008038.5
OG0009200	Nana14086-RA	ENSCAFG00000011496.4
OG0009201	Nana31828-RA	ENSCAFG00000032208.2
OG0009202	Nana21128-RA	ENSCAFG00000001167.4
OG0009203	Nana21126-RA	ENSCAFG00000001170.5
OG0009204	Nana21123-RA	ENSCAFG00000001176.4
OG0009205	Nana11937-RA	ENSCAFG00000000197.4
OG0009206	Nana21122-RA	ENSCAFG00000001177.4
OG0009207	Nana11933-RA	ENSCAFG00000000192.4
OG0009208	Nana33700-RA	ENSCAFG00000019456.4
OG0009209	Nana24256-RA	ENSCAFG00000011905.4
OG0009210	Nana17138-RA	ENSCAFG00000001669.4
OG0009211	Nana16051-RA	ENSCAFG00000000056.4
OG0009212	Nana33696-RA	ENSCAFG00000019461.5
OG0009213	Nana34801-RA	ENSCAFG00000024648.3
OG0009214	Nana21207-RA	ENSCAFG00000005028.4
OG0009215	Nana03534-RA	ENSCAFG00000009370.4
OG0009216	Nana36477-RC	ENSCAFG00000020140.4
OG0009217	Nana26779-RA	ENSCAFG00000000370.4
OG0009218	Nana08874-RA	ENSCAFG00000044648.1
OG0009219	Nana31142-RB	ENSCAFG00000008980.5
OG0009220	Nana03477-RC	ENSCAFG00000011592.4
OG0009221	Nana31429-RA	ENSCAFG00000007631.4
OG0009222	Nana00616-RA	ENSCAFG00000014480.5, ENSCAFG00000018773.5
OG0009223	Nana31469-RA	ENSCAFG00000010234.4
OG0009224	Nana26771-RA	ENSCAFG00000000407.3
OG0009225	Nana25587-RB	ENSCAFG00000005871.4
OG0009226	Nana26904-RA	ENSCAFG00000000412.5
OG0009228	Nana04944-RA	ENSCAFG00000016552.4
OG0009229	Nana11913-RA	ENSCAFG00000000158.5
OG0009230	Nana13519-RA, Nana03681-RA	ENSCAFG00000005884.4
OG0009231	Nana26906-RA	ENSCAFG00000000417.4
OG0009232	Nana18423-RA	ENSCAFG00000016452.4
OG0009233	Nana34074-RA	ENSCAFG00000019540.4
OG0009234	Nana35319-RA	ENSCAFG00000006625.5
OG0009235	Nana16037-RA	ENSCAFG00000000043.4
OG0009236	Nana11909-RA	ENSCAFG00000000510.4
OG0009237	Nana34085-RA	ENSCAFG00000018827.4
OG0009238	Nana04936-RA	ENSCAFG00000016485.4
OG0009239	Nana34087-RA	ENSCAFG00000018810.5
OG0009240	Nana26911-RA	ENSCAFG00000000424.6
OG0009241	Nana34090-RA	ENSCAFG00000019493.4
OG0009242	Nana11899-RA	ENSCAFG00000000522.4
OG0009243	Nana02399-RA	ENSCAFG00000002328.1
OG0009244	Nana31453-RA	ENSCAFG00000003683.4
OG0009245	Nana04934-RA	ENSCAFG00000016423.4
OG0009246	Nana11897-RA	ENSCAFG00000000530.4
OG0009247	Nana04933-RA	ENSCAFG00000016428.5
OG0009248	Nana31452-RA	ENSCAFG00000003688.4
OG0009249	Nana26914-RA	ENSCAFG00000000431.4
OG0009250	Nana27847-RA	ENSCAFG00000001497.4
OG0009251	Nana02395-RA	ENSCAFG00000002345.4
OG0009252	Nana02391-RA	ENSCAFG00000002348.5
OG0009253	Nana16001-RA	ENSCAFG00000000029.5
OG0009254	Nana31449-RA	ENSCAFG00000003704.3
OG0009255	Nana35300-RA	ENSCAFG00000006429.5
OG0009256	Nana08779-RA	ENSCAFG00000017639.5
OG0009257	Nana16000-RA	ENSCAFG00000000028.4
OG0009258	Nana11890-RA	ENSCAFG00000023666.4
OG0009259	Nana31275-RA	ENSCAFG00000020027.5
OG0009260	Nana18563-RA	ENSCAFG00000016362.4
OG0009261	Nana11888-RA	ENSCAFG00000000543.4
OG0009262	Nana31262-RA	ENSCAFG00000020020.4
OG0009264	Nana04928-RA	ENSCAFG00000016394.4
OG0009265	Nana15997-RA	ENSCAFG00000000025.4
OG0009266	Nana26916-RA	ENSCAFG00000000434.2
OG0009267	Nana31260-RA	ENSCAFG00000020017.4
OG0009268	Nana08777-RA	ENSCAFG00000017614.5
OG0009269	Nana04927-RA	ENSCAFG00000016386.4
OG0009270	Nana11884-RA	ENSCAFG00000000569.5
OG0009271	Nana15993-RA	ENSCAFG00000000024.4
OG0009272	Nana03494-RA	ENSCAFG00000010526.4
OG0009273	Nana35273-RA	ENSCAFG00000023460.5
OG0009274	Nana04926-RA	ENSCAFG00000016369.4
OG0009275	Nana15978-RA	ENSCAFG00000000020.4
OG0009276	Nana35271-RA	ENSCAFG00000006074.4
OG0009277	Nana15970-RA	ENSCAFG00000000019.5
OG0009278	Nana30848-RA	ENSCAFG00000006591.4
OG0009279	Nana15969-RA	ENSCAFG00000000017.4
OG0009280	Nana04925-RA	ENSCAFG00000016353.4
OG0009281	Nana30842-RA	ENSCAFG00000004190.5
OG0009282	Nana21255-RA	ENSCAFG00000005116.4
OG0009283	Nana30839-RA	ENSCAFG00000004193.4
OG0009284	Nana31252-RA	ENSCAFG00000019999.4
OG0009285	Nana04922-RA	ENSCAFG00000016305.5
OG0009286	Nana30837-RA	ENSCAFG00000004201.3
OG0009287	Nana15966-RA	ENSCAFG00000000015.4
OG0009288	Nana08766-RA	ENSCAFG00000017565.4
OG0009289	Nana35260-RA	ENSCAFG00000006123.4
OG0009290	Nana31239-RA	ENSCAFG00000019989.4
OG0009291	Nana21260-RA	ENSCAFG00000005158.5
OG0009293	Nana08763-RA	ENSCAFG00000017367.4
OG0009294	Nana21269-RA	ENSCAFG00000005217.4
OG0009295	Nana08762-RA	ENSCAFG00000017357.4
OG0009296	Nana15938-RA	ENSCAFG00000000007.4
OG0009297	Nana31232-RA	ENSCAFG00000020326.2
OG0009298	Nana15937-RA	ENSCAFG00000014337.4
OG0009299	Nana15936-RA	ENSCAFG00000000005.4
OG0009300	Nana15930-RA	ENSCAFG00000010559.4
OG0009301	Nana08757-RA	ENSCAFG00000045584.1
OG0009302	Nana31227-RB	ENSCAFG00000020324.5
OG0009303	Nana08756-RA	ENSCAFG00000017344.5
OG0009304	Nana15928-RA	ENSCAFG00000010536.5
OG0009305	Nana00118-RA	ENSCAFG00000018842.6
OG0009306	Nana31213-RA	ENSCAFG00000020310.4
OG0009307	Nana31207-RA	ENSCAFG00000020314.5
OG0009308	Nana08748-RA	ENSCAFG00000017291.4
OG0009309	Nana15922-RA	ENSCAFG00000010457.4
OG0009310	Nana15919-RA	ENSCAFG00000010417.5
OG0009311	Nana33985-RA	ENSCAFG00000019190.4
OG0009312	Nana23541-RA	ENSCAFG00000017313.4
OG0009314	Nana31317-RA	ENSCAFG00000020413.6
OG0009315	Nana15916-RA	ENSCAFG00000010366.4
OG0009316	Nana21286-RA	ENSCAFG00000005519.4
OG0009317	Nana15914-RA	ENSCAFG00000010268.4
OG0009318	Nana15912-RA	ENSCAFG00000010260.4
OG0009319	Nana15911-RA	ENSCAFG00000028566.2
OG0009320	Nana11197-RA	ENSCAFG00000002818.4
OG0009321	Nana15895-RA	ENSCAFG00000024883.4
OG0009322	Nana15880-RA	ENSCAFG00000010211.4
OG0009324	Nana15869-RA	ENSCAFG00000010177.5
OG0009325	Nana15867-RA	ENSCAFG00000010151.4
OG0009326	Nana23517-RA	ENSCAFG00000017127.4
OG0009327	Nana34732-RA	ENSCAFG00000011185.4
OG0009328	Nana11188-RA	ENSCAFG00000006478.4
OG0009329	Nana00680-RA	ENSCAFG00000004767.5
OG0009330	Nana21324-RA	ENSCAFG00000003737.4
OG0009331	Nana11185-RA	ENSCAFG00000006442.5
OG0009333	Nana30984-RA	ENSCAFG00000008426.5
OG0009334	Nana11184-RA	ENSCAFG00000006410.5
OG0009335	Nana23509-RA	ENSCAFG00000019338.4
OG0009336	Nana15856-RA	ENSCAFG00000028456.2
OG0009338	Nana30875-RA	ENSCAFG00000005550.5
OG0009339	Nana27555-RA	ENSCAFG00000012724.5
OG0009340	Nana11118-RA	ENSCAFG00000028852.2
OG0009341	Nana13706-RB	ENSCAFG00000009082.3
OG0009342	Nana05883-RA	ENSCAFG00000015026.5
OG0009343	Nana11179-RA	ENSCAFG00000006518.5
OG0009344	Nana05876-RA	ENSCAFG00000015040.4
OG0009345	Nana15848-RA	ENSCAFG00000009903.4
OG0009346	Nana05875-RA	ENSCAFG00000015046.4
OG0009347	Nana03822-RA	ENSCAFG00000030972.3
OG0009348	Nana11112-RA	ENSCAFG00000015196.5
OG0009349	Nana15846-RA	ENSCAFG00000009934.5
OG0009350	Nana13705-RA	ENSCAFG00000009101.4
OG0009351	Nana11178-RA	ENSCAFG00000006745.5
OG0009353	Nana11172-RA	ENSCAFG00000006686.5
OG0009354	Nana03826-RA	ENSCAFG00000004497.4
OG0009355	Nana15841-RA	ENSCAFG00000009977.5
OG0009356	Nana11171-RA	ENSCAFG00000006678.2
OG0009357	Nana05866-RA	ENSCAFG00000015253.5
OG0009358	Nana11109-RA	ENSCAFG00000015124.4
OG0009359	Nana21346-RA	ENSCAFG00000004100.5
OG0009360	Nana11161-RA	ENSCAFG00000030240.2
OG0009361	Nana11159-RA	ENSCAFG00000029782.2
OG0009362	Nana11156-RA	ENSCAFG00000031330.2
OG0009363	Nana03829-RA	ENSCAFG00000028851.2
OG0009364	Nana03831-RA	ENSCAFG00000014390.5
OG0009365	Nana11155-RA	ENSCAFG00000032239.3
OG0009366	Nana13702-RA	ENSCAFG00000009178.6
OG0009367	Nana11154-RA	ENSCAFG00000002248.5
OG0009368	Nana21353-RA	ENSCAFG00000004045.5
OG0009369	Nana15833-RA	ENSCAFG00000009832.1
OG0009371	Nana09783-RA	ENSCAFG00000010736.4
OG0009372	Nana11105-RA	ENSCAFG00000015034.4
OG0009373	Nana09785-RA	ENSCAFG00000010741.3
OG0009375	Nana11149-RA	ENSCAFG00000031381.2
OG0009376	Nana13700-RA	ENSCAFG00000008743.4
OG0009377	Nana11147-RA	ENSCAFG00000002256.5
OG0009378	Nana13697-RA	ENSCAFG00000008755.4
OG0009379	Nana21361-RA	ENSCAFG00000003987.4
OG0009380	Nana21365-RA	ENSCAFG00000003980.3
OG0009381	Nana21369-RA	ENSCAFG00000030262.2
OG0009382	Nana15622-RA	ENSCAFG00000019105.4
OG0009383	Nana15621-RA	ENSCAFG00000031644.2
OG0009384	Nana06103-RA	ENSCAFG00000019698.4
OG0009385	Nana15618-RA	ENSCAFG00000014290.4
OG0009386	Nana36642-RA	ENSCAFG00000003518.4
OG0009387	Nana11098-RA	ENSCAFG00000014717.3
OG0009388	Nana30877-RB, Nana30877-RA	ENSCAFG00000005568.5
OG0009389	Nana34726-RA	ENSCAFG00000010915.4
OG0009390	Nana36342-RA	ENSCAFG00000016737.5
OG0009391	Nana37155-RA	ENSCAFG00000019489.4
OG0009392	Nana33692-RA	ENSCAFG00000019418.4
OG0009393	Nana26075-RA	ENSCAFG00000002297.2
OG0009394	Nana17512-RA	ENSCAFG00000008503.6
OG0009395	Nana26076-RA	ENSCAFG00000002294.3
OG0009397	Nana32415-RA	ENSCAFG00000018411.4
OG0009398	Nana32625-RA	ENSCAFG00000018332.4
OG0009399	Nana31088-RA	ENSCAFG00000020107.5
OG0009400	Nana10756-RA	ENSCAFG00000017908.4
OG0009401	Nana29871-RA	ENSCAFG00000003302.4
OG0009402	Nana39445-RA	ENSCAFG00000013838.5
OG0009403	Nana21396-RA	ENSCAFG00000004382.5
OG0009404	Nana37577-RA	ENSCAFG00000001899.4
OG0009405	Nana18611-RA	ENSCAFG00000001907.5
OG0009406	Nana29874-RA	ENSCAFG00000003289.4
OG0009407	Nana36541-RA	ENSCAFG00000020086.6
OG0009408	Nana01507-RA	ENSCAFG00000015810.4
OG0009409	Nana29730-RA	ENSCAFG00000032511.2
OG0009410	Nana29730-RB	ENSCAFG00000003253.4
OG0009411	Nana15595-RA	ENSCAFG00000009574.4
OG0009413	Nana21409-RA	ENSCAFG00000004299.4
OG0009414	Nana35616-RA	ENSCAFG00000013615.4
OG0009415	Nana30744-RA	ENSCAFG00000005919.4
OG0009416	Nana32463-RA	ENSCAFG00000019136.5
OG0009417	Nana30746-RA	ENSCAFG00000005909.4
OG0009418	Nana01497-RA	ENSCAFG00000029154.2
OG0009419	Nana21420-RA	ENSCAFG00000004265.4
OG0009420	Nana15589-RA	ENSCAFG00000002494.4
OG0009421	Nana32498-RA	ENSCAFG00000019094.5
OG0009422	Nana32640-RA	ENSCAFG00000018264.3
OG0009423	Nana05989-RA	ENSCAFG00000013943.5
OG0009424	Nana29737-RA	ENSCAFG00000003210.3
OG0009425	Nana29738-RA	ENSCAFG00000003202.4
OG0009426	Nana15585-RA	ENSCAFG00000002487.4
OG0009427	Nana36797-RA	ENSCAFG00000019712.3
OG0009428	Nana31017-RA	ENSCAFG00000020362.4
OG0009429	Nana31426-RA	ENSCAFG00000007630.4
OG0009430	Nana08740-RA	ENSCAFG00000016718.4
OG0009431	Nana15583-RA	ENSCAFG00000017840.4
OG0009432	Nana28365-RA	ENSCAFG00000008725.4
OG0009434	Nana11216-RA	ENSCAFG00000002439.4
OG0009435	Nana18595-RA	ENSCAFG00000031331.2
OG0009436	Nana25021-RA	ENSCAFG00000006322.4
OG0009437	Nana30282-RA	ENSCAFG00000002592.4
OG0009438	Nana14678-RA	ENSCAFG00000028904.2
OG0009439	Nana25515-RA	ENSCAFG00000005569.4
OG0009440	Nana18593-RA	ENSCAFG00000002001.5
OG0009441	Nana14676-RA	ENSCAFG00000018549.7
OG0009442	Nana16340-RA	ENSCAFG00000007051.4
OG0009443	Nana14675-RA	ENSCAFG00000018556.4
OG0009444	Nana15579-RA	ENSCAFG00000028510.2
OG0009445	Nana18589-RA	ENSCAFG00000002019.5
OG0009446	Nana21540-RA	ENSCAFG00000004152.4
OG0009447	Nana14672-RA	ENSCAFG00000018570.4
OG0009448	Nana11204-RA	ENSCAFG00000002477.4
OG0009450	Nana19322-RA	ENSCAFG00000007224.6
OG0009451	Nana30905-RA, Nana30905-RB	ENSCAFG00000004459.6
OG0009452	Nana16319-RA	ENSCAFG00000025327.4
OG0009453	Nana19337-RA	ENSCAFG00000007266.4
OG0009454	Nana34126-RA	ENSCAFG00000018092.5
OG0009455	Nana19338-RA	ENSCAFG00000029146.2
OG0009456	Nana04571-RA	ENSCAFG00000008082.5
OG0009457	Nana16313-RA	ENSCAFG00000006947.4
OG0009459	Nana04577-RA	ENSCAFG00000008095.5
OG0009460	Nana16312-RA	ENSCAFG00000032542.2
OG0009461	Nana04579-RA	ENSCAFG00000008177.3
OG0009462	Nana19346-RA	ENSCAFG00000008068.5
OG0009463	Nana16307-RA	ENSCAFG00000006762.4
OG0009464	Nana19347-RA	ENSCAFG00000008033.4
OG0009465	Nana27717-RA	ENSCAFG00000005022.5
OG0009466	Nana15569-RA	ENSCAFG00000010726.4
OG0009467	Nana27723-RA	ENSCAFG00000005034.5
OG0009468	Nana19349-RA	ENSCAFG00000007985.5
OG0009469	Nana03546-RA	ENSCAFG00000009258.3
OG0009470	Nana21485-RA	ENSCAFG00000032700.2
OG0009471	Nana03548-RA	ENSCAFG00000009254.4
OG0009472	Nana15567-RA	ENSCAFG00000030152.2
OG0009473	Nana19359-RA	ENSCAFG00000007949.4
OG0009474	Nana15566-RA	ENSCAFG00000010441.4
OG0009475	Nana19362-RA	ENSCAFG00000007929.4
OG0009476	Nana21482-RA	ENSCAFG00000004545.4
OG0009477	Nana27727-RA	ENSCAFG00000005096.5
OG0009478	Nana19363-RA	ENSCAFG00000007908.4
OG0009479	Nana33061-RB, Nana33061-RE	ENSCAFG00000012927.5
OG0009480	Nana33064-RA	ENSCAFG00000012909.5
OG0009481	Nana19367-RA	ENSCAFG00000007888.4
OG0009482	Nana21473-RA	ENSCAFG00000004656.5
OG0009483	Nana15194-RA	ENSCAFG00000012717.4
OG0009484	Nana21471-RA	ENSCAFG00000004682.5
OG0009485	Nana35692-RA	ENSCAFG00000024440.3
OG0009486	Nana19374-RA	ENSCAFG00000007574.4
OG0009487	Nana02202-RA	ENSCAFG00000003430.4
OG0009488	Nana15207-RA	ENSCAFG00000013822.4
OG0009489	Nana17852-RA	ENSCAFG00000011252.4
OG0009490	Nana28852-RA	ENSCAFG00000028507.3
OG0009491	Nana21044-RA	ENSCAFG00000013358.4
OG0009492	Nana02204-RA	ENSCAFG00000003421.3
OG0009493	Nana15275-RA	ENSCAFG00000013079.4
OG0009494	Nana28854-RA	ENSCAFG00000012187.4
OG0009496	Nana01648-RA	ENSCAFG00000004065.3
OG0009497	Nana16109-RA	ENSCAFG00000018697.4
OG0009498	Nana33079-RA	ENSCAFG00000013629.4
OG0009499	Nana06128-RA	ENSCAFG00000019208.4
OG0009500	Nana17843-RA	ENSCAFG00000011087.4
OG0009501	Nana31658-RA	ENSCAFG00000019943.4
OG0009502	Nana20695-RA	ENSCAFG00000011824.3
OG0009503	Nana20691-RA	ENSCAFG00000047343.1
OG0009504	Nana04464-RA	ENSCAFG00000008420.4
OG0009505	Nana37564-RA	ENSCAFG00000015939.4
OG0009506	Nana33754-RA	ENSCAFG00000017694.5
OG0009507	Nana27775-RA	ENSCAFG00000001403.5
OG0009508	Nana34723-RA	ENSCAFG00000010870.4
