Orthogroup	N_naja.pep	M_musculus.pep
OG0011584	Nana02270-RA	ENSMUSG00000033419.16
OG0011585	Nana08071-RA	ENSMUSG00000035245.12
OG0011586	Nana02271-RA	ENSMUSG00000033491.13
OG0011587	Nana08060-RA	ENSMUSG00000030031.14
OG0011588	Nana02277-RA	ENSMUSG00000032415.14
OG0011589	Nana07992-RA	ENSMUSG00000021751.13
OG0011590	Nana02285-RA	ENSMUSG00000032263.14
OG0011591	Nana02286-RA	ENSMUSG00000038379.15
OG0011592	Nana02290-RA	ENSMUSG00000032262.13
OG0011595	Nana02299-RA	ENSMUSG00000032251.12
OG0011596	Nana02302-RA	ENSMUSG00000043289.12
OG0011597	Nana07980-RA	ENSMUSG00000032602.6
OG0011598	Nana07979-RA	ENSMUSG00000064145.12
OG0011599	Nana07977-RA	ENSMUSG00000006675.10
OG0011600	Nana07976-RA	ENSMUSG00000066357.6
OG0011601	Nana07975-RA	ENSMUSG00000019039.14
OG0011602	Nana02315-RA	ENSMUSG00000032332.17
OG0011603	Nana07970-RA	ENSMUSG00000006673.14
OG0011604	Nana01868-RA	ENSMUSG00000019868.16
OG0011605	Nana01867-RA	ENSMUSG00000039116.7
OG0011606	Nana01864-RA	ENSMUSG00000015501.10
OG0011607	Nana01853-RA	ENSMUSG00000019808.8
OG0011608	Nana01852-RA	ENSMUSG00000019809.16
OG0011609	Nana01972-RA	ENSMUSG00000019984.16
OG0011610	Nana07949-RA	ENSMUSG00000049305.6
OG0011611	Nana10622-RA	ENSMUSG00000025261.18
OG0011612	Nana07902-RA	ENSMUSG00000091537.2
OG0011613	Nana07913-RA	ENSMUSG00000034269.12
OG0011614	Nana07915-RA	ENSMUSG00000030269.14
OG0011615	Nana07919-RA	ENSMUSG00000030271.14
OG0011616	Nana01843-RA	ENSMUSG00000039232.12
OG0011617	Nana01842-RA	ENSMUSG00000019820.11
OG0011618	Nana07923-RA	ENSMUSG00000079426.13
OG0011619	Nana07926-RA	ENSMUSG00000051256.10
OG0011620	Nana07928-RA	ENSMUSG00000043088.16
OG0011621	Nana07934-RD, Nana07934-RC	ENSMUSG00000030284.11
OG0011622	Nana01835-RA	ENSMUSG00000055493.4
OG0011623	Nana01833-RB	ENSMUSG00000090112.8
OG0011624	Nana01822-RA	ENSMUSG00000015305.6
OG0011625	Nana01694-RA	ENSMUSG00000037196.6
OG0011626	Nana01709-RA	ENSMUSG00000057388.9
OG0011627	Nana01715-RA	ENSMUSG00000071984.10
OG0011628	Nana01722-RA	ENSMUSG00000038141.11
OG0011629	Nana01723-RA	ENSMUSG00000034377.10
OG0011630	Nana01726-RA	ENSMUSG00000015659.12
OG0011631	Nana01727-RA	ENSMUSG00000023805.17
OG0011632	Nana01728-RA	ENSMUSG00000002365.10
OG0011633	Nana01731-RA	ENSMUSG00000069729.14
OG0011634	Nana01740-RA	ENSMUSG00000023802.4
OG0011635	Nana01741-RA	ENSMUSG00000036983.7
OG0011636	Nana01752-RA	ENSMUSG00000000766.18
OG0011637	Nana01764-RA	ENSMUSG00000019773.7
OG0011638	Nana01765-RA	ENSMUSG00000019772.5
OG0011639	Nana01522-RA	ENSMUSG00000026523.14
OG0011640	Nana01524-RA	ENSMUSG00000026525.9
OG0011641	Nana17165-RC, Nana17165-RB, Nana17165-RA	ENSMUSG00000050229.3
OG0011642	Nana01535-RA	ENSMUSG00000050069.3
OG0011643	Nana01556-RA	ENSMUSG00000021311.9
OG0011644	Nana01565-RA	ENSMUSG00000095105.2
OG0011645	Nana01567-RA	ENSMUSG00000057069.7
OG0011646	Nana01569-RA	ENSMUSG00000005397.8
OG0011647	Nana01586-RA	ENSMUSG00000090290.2
OG0011648	Nana01592-RA	ENSMUSG00000033998.9
OG0011649	Nana01596-RA	ENSMUSG00000031851.14
OG0011650	Nana01601-RA	ENSMUSG00000001995.9
OG0011651	Nana01605-RA, Nana01606-RA	ENSMUSG00000043051.17
OG0011652	Nana01607-RA	ENSMUSG00000056820.7
OG0011653	Nana01609-RA	ENSMUSG00000031986.6
OG0011654	Nana01610-RA	ENSMUSG00000074030.3
OG0011655	Nana01617-RA	ENSMUSG00000039509.8
OG0011656	Nana01618-RA, Nana01618-RB	ENSMUSG00000031974.8
OG0011657	Nana01620-RA	ENSMUSG00000031976.14
OG0011658	Nana01625-RA	ENSMUSG00000031979.17
OG0011659	Nana01626-RA	ENSMUSG00000031980.10
OG0011660	Nana01628-RA	ENSMUSG00000031981.7
OG0011661	Nana01631-RA	ENSMUSG00000031982.5
OG0011662	Nana01635-RA	ENSMUSG00000031984.8
OG0011663	Nana01639-RA	ENSMUSG00000014769.10
OG0011664	Nana07501-RA	ENSMUSG00000029177.9
OG0011665	Nana12286-RA	ENSMUSG00000021719.9
OG0011666	Nana01389-RA	ENSMUSG00000023939.7
OG0011667	Nana01372-RA	ENSMUSG00000023949.7
OG0011668	Nana01368-RA	ENSMUSG00000090083.11, ENSMUSG00000098374.1
OG0011669	Nana01367-RA	ENSMUSG00000024019.18
OG0011670	Nana01351-RA	ENSMUSG00000062202.14
OG0011671	Nana01350-RA	ENSMUSG00000024026.13
OG0011672	Nana01400-RA	ENSMUSG00000034509.9
OG0011673	Nana01404-RA	ENSMUSG00000067148.15
OG0011674	Nana01420-RA	ENSMUSG00000001870.16
OG0011675	Nana01431-RA	ENSMUSG00000036533.9
OG0011676	Nana01434-RA	ENSMUSG00000036368.8
OG0011677	Nana01446-RA	ENSMUSG00000039414.10
OG0011678	Nana01448-RA	ENSMUSG00000024076.10
OG0011679	Nana01477-RA	ENSMUSG00000024082.5
OG0011680	Nana01479-RA	ENSMUSG00000024084.8
OG0011681	Nana01480-RA	ENSMUSG00000024069.14
OG0011682	Nana01480-RB	ENSMUSG00000024068.8
OG0011683	Nana01483-RA	ENSMUSG00000038541.8
OG0011684	Nana01053-RA	ENSMUSG00000024247.14
OG0011685	Nana01062-RA	ENSMUSG00000023978.5
OG0011686	Nana01065-RA	ENSMUSG00000116235.1
OG0011687	Nana01069-RA	ENSMUSG00000016200.14
OG0011688	Nana01101-RA	ENSMUSG00000037461.10
OG0011689	Nana01104-RA	ENSMUSG00000037474.13
OG0011690	Nana01107-RA	ENSMUSG00000026627.7
OG0011691	Nana01108-RA	ENSMUSG00000037499.9
OG0011692	Nana01112-RA	ENSMUSG00000062510.12
OG0011693	Nana01116-RA	ENSMUSG00000026634.16
OG0011694	Nana01125-RA	ENSMUSG00000010175.13
OG0011695	Nana01128-RA	ENSMUSG00000026604.17
OG0011696	Nana00318-RA	ENSMUSG00000001305.5
OG0011697	Nana01164-RA	ENSMUSG00000039239.14
OG0011698	Nana01176-RA	ENSMUSG00000026614.7
OG0011699	Nana01218-RA	ENSMUSG00000046836.13
OG0011700	Nana01226-RA	ENSMUSG00000030768.12
OG0011701	Nana01231-RA	ENSMUSG00000038576.15
OG0011702	Nana01234-RA	ENSMUSG00000026510.10
OG0011703	Nana03456-RA	ENSMUSG00000034738.8
OG0011704	Nana03462-RA	ENSMUSG00000034780.6
OG0011705	Nana01347-RA	ENSMUSG00000045107.5
OG0011706	Nana01346-RA	ENSMUSG00000023243.9
OG0011707	Nana01343-RA	ENSMUSG00000023387.8
OG0011708	Nana01341-RA	ENSMUSG00000023999.14
OG0011709	Nana01330-RA	ENSMUSG00000040490.4
OG0011710	Nana01309-RA	ENSMUSG00000045761.16
OG0011711	Nana01308-RA	ENSMUSG00000044375.8
OG0011712	Nana01307-RA	ENSMUSG00000024059.10
OG0011713	Nana01298-RA	ENSMUSG00000024063.13
OG0011714	Nana01285-RA	ENSMUSG00000024066.9
OG0011715	Nana01273-RA	ENSMUSG00000058729.13
OG0011716	Nana01272-RA	ENSMUSG00000026499.5
OG0011717	Nana01268-RA	ENSMUSG00000038806.7
OG0011718	Nana01259-RA	ENSMUSG00000004880.11
OG0011719	Nana01246-RA	ENSMUSG00000062169.13
OG0011720	Nana01243-RA	ENSMUSG00000026516.8
OG0011721	Nana00926-RA	ENSMUSG00000024245.4
OG0011722	Nana00925-RA	ENSMUSG00000024242.15
OG0011723	Nana00924-RA	ENSMUSG00000024241.7
OG0011724	Nana00921-RA	ENSMUSG00000035051.15
OG0011725	Nana00920-RA	ENSMUSG00000055760.12
OG0011726	Nana00917-RA	ENSMUSG00000024095.15
OG0011727	Nana00916-RA	ENSMUSG00000059811.13
OG0011728	Nana00913-RA	ENSMUSG00000027454.10
OG0011729	Nana00912-RA	ENSMUSG00000032046.15
OG0011730	Nana00909-RA	ENSMUSG00000033080.9
OG0011731	Nana00906-RA	ENSMUSG00000033096.7
OG0011732	Nana00903-RA	ENSMUSG00000024151.13
OG0011733	Nana00902-RA	ENSMUSG00000050138.8
OG0011734	Nana00900-RA	ENSMUSG00000005370.4
OG0011735	Nana00858-RA	ENSMUSG00000020459.14
OG0011736	Nana00856-RA	ENSMUSG00000032740.16
OG0011737	Nana00851-RA	ENSMUSG00000020467.15
OG0011738	Nana00849-RA	ENSMUSG00000032878.16
OG0011739	Nana00843-RA	ENSMUSG00000004018.9
OG0011740	Nana00839-RA	ENSMUSG00000000861.15
OG0011741	Nana00835-RA	ENSMUSG00000020273.13
OG0011742	Nana17194-RA	ENSMUSG00000022555.12
OG0011743	Nana00892-RA	ENSMUSG00000024154.11
OG0011744	Nana00891-RA	ENSMUSG00000032937.5
OG0011745	Nana00877-RA	ENSMUSG00000020309.6
OG0011746	Nana00874-RA	ENSMUSG00000040850.17
OG0011748	Nana18904-RA	ENSMUSG00000057134.6, ENSMUSG00000116486.2
OG0011749	Nana24258-RA	ENSMUSG00000022217.14
OG0011750	Nana24053-RA	ENSMUSG00000059518.14
OG0011751	Nana14575-RA, Nana14574-RA	ENSMUSG00000028519.16
OG0011752	Nana36071-RB, Nana36071-RA	ENSMUSG00000027936.18
OG0011753	Nana10771-RA	ENSMUSG00000111692.1, ENSMUSG00000079677.2
OG0011754	Nana00129-RA	ENSMUSG00000014245.8
OG0011755	Nana00378-RA	ENSMUSG00000001105.15
OG0011756	Nana22957-RA, Nana22956-RA, Nana22751-RA	ENSMUSG00000040592.11
OG0011757	Nana14993-RA	ENSMUSG00000026394.5
OG0011758	Nana14594-RA, Nana14594-RB	ENSMUSG00000078639.1
OG0011759	Nana37043-RA	ENSMUSG00000026831.16
OG0011760	Nana33245-RA, Nana33245-RB	ENSMUSG00000030638.13
OG0011761	Nana00474-RA	ENSMUSG00000039737.11
OG0011762	Nana32520-RA	ENSMUSG00000036790.5
OG0011763	Nana10319-RA	ENSMUSG00000001289.12
OG0011764	Nana00471-RA	ENSMUSG00000039754.10
OG0011765	Nana08967-RA	ENSMUSG00000044352.6
OG0011766	Nana00468-RA	ENSMUSG00000029703.10
OG0011767	Nana28035-RB	ENSMUSG00000031226.13
OG0011768	Nana34474-RA	ENSMUSG00000036718.17
OG0011770	Nana35493-RA	ENSMUSG00000020457.13
OG0011771	Nana00522-RA	ENSMUSG00000004951.10
OG0011772	Nana35490-RB, Nana35490-RA	ENSMUSG00000020453.17
OG0011773	Nana04014-RA	ENSMUSG00000059436.13
OG0011774	Nana37512-RB	ENSMUSG00000028992.13
OG0011775	Nana34576-RA	ENSMUSG00000038055.12
OG0011776	Nana08439-RA	ENSMUSG00000030057.15
OG0011777	Nana35488-RA	ENSMUSG00000034614.14
OG0011778	Nana35485-RA	ENSMUSG00000020451.17
OG0011780	Nana00282-RA	ENSMUSG00000034449.7
OG0011781	Nana00279-RA	ENSMUSG00000045140.8
OG0011782	Nana06015-RA	ENSMUSG00000031791.8
OG0011783	Nana32299-RA	ENSMUSG00000067377.12
OG0011784	Nana36780-RA	ENSMUSG00000026894.4
OG0011785	Nana20760-RA, Nana37629-RA	ENSMUSG00000028753.12
OG0011786	Nana24347-RB, Nana24347-RA	ENSMUSG00000001583.13
OG0011787	Nana29067-RA	ENSMUSG00000070305.10
OG0011789	Nana36784-RA, Nana36784-RB	ENSMUSG00000026889.12
OG0011790	Nana33779-RA	ENSMUSG00000030762.11
OG0011791	Nana35610-RB, Nana35610-RA	ENSMUSG00000028099.8
OG0011792	Nana34618-RA	ENSMUSG00000014303.13
OG0011794	Nana22022-RA, Nana22021-RA	ENSMUSG00000032443.17
OG0011795	Nana35840-RB	ENSMUSG00000041355.13
OG0011796	Nana29053-RB, Nana29053-RA, Nana29053-RC	ENSMUSG00000002032.17
OG0011797	Nana35686-RA	ENSMUSG00000028062.15
OG0011800	Nana35700-RA	ENSMUSG00000050144.13
OG0011801	Nana39266-RA	ENSMUSG00000006342.15
OG0011802	Nana21861-RA	ENSMUSG00000038203.18
OG0011803	Nana18026-RA	ENSMUSG00000037152.11
OG0011804	Nana23090-RA	ENSMUSG00000035775.2
OG0011806	Nana39176-RA	ENSMUSG00000036980.13
OG0011807	Nana27266-RA	ENSMUSG00000089837.9, ENSMUSG00000022421.19
OG0011809	Nana01629-RA	ENSMUSG00000031983.7
OG0011810	Nana34611-RA	ENSMUSG00000004071.13
OG0011811	Nana39180-RB, Nana39123-RA, Nana39180-RA, Nana39180-RC	ENSMUSG00000050552.8
OG0011812	Nana06525-RB, Nana06525-RA	ENSMUSG00000059208.15
OG0011813	Nana06089-RB, Nana06089-RA	ENSMUSG00000034863.9
OG0011814	Nana34143-RA	ENSMUSG00000030657.11
OG0011815	Nana06238-RA	ENSMUSG00000036180.15
OG0011817	Nana00562-RA	ENSMUSG00000034118.15
OG0011821	Nana36565-RA	ENSMUSG00000009563.16
OG0011822	Nana38736-RA	ENSMUSG00000020831.18
OG0011823	Nana38735-RA	ENSMUSG00000040904.10, ENSMUSG00000093989.1
OG0011824	Nana36584-RA	ENSMUSG00000039164.2
OG0011828	Nana35574-RC	ENSMUSG00000029504.5
OG0011829	Nana06521-RA	ENSMUSG00000002289.16
OG0011830	Nana36355-RA	ENSMUSG00000013698.12
OG0011831	Nana33624-RF	ENSMUSG00000050973.11
OG0011832	Nana06608-RA	ENSMUSG00000067288.13
OG0011834	Nana18201-RA	ENSMUSG00000031628.9
OG0011837	Nana17975-RA	ENSMUSG00000031688.4
OG0011839	Nana27936-RA	ENSMUSG00000039742.15, ENSMUSG00000079652.8
OG0011840	Nana32949-RA	ENSMUSG00000032301.13
OG0011841	Nana00570-RA	ENSMUSG00000025538.15
OG0011843	Nana05415-RA	ENSMUSG00000021040.15
OG0011845	Nana35663-RA	ENSMUSG00000004894.10
OG0011847	Nana17538-RA	ENSMUSG00000022603.9, ENSMUSG00000072487.11
OG0011848	Nana39293-RA, Nana39293-RB	ENSMUSG00000040712.16
OG0011849	Nana37186-RA, Nana37188-RA	ENSMUSG00000041616.9
OG0011850	Nana30596-RA	ENSMUSG00000005447.12
OG0011852	Nana15285-RC, Nana15285-RB	ENSMUSG00000026697.10
OG0011854	Nana35779-RB	ENSMUSG00000048865.16
OG0011858	Nana35749-RB, Nana35749-RA	ENSMUSG00000013997.10
OG0011859	Nana06054-RA	ENSMUSG00000002379.7
OG0011860	Nana00634-RA, Nana00634-RB	ENSMUSG00000040543.16
OG0011861	Nana37194-RC, Nana37194-RB, Nana37194-RA	ENSMUSG00000029022.18
OG0011862	Nana12610-RA	ENSMUSG00000117732.1
OG0011863	Nana04963-RA	ENSMUSG00000091803.7
OG0011864	Nana16723-RA	ENSMUSG00000022296.9, ENSMUSG00000107249.3
OG0011865	Nana00723-RA	ENSMUSG00000022044.14
OG0011867	Nana34707-RD, Nana34707-RA	ENSMUSG00000042240.14
OG0011868	Nana30082-RA	ENSMUSG00000050989.9
OG0011869	Nana36824-RA	ENSMUSG00000089762.3
OG0011871	Nana14325-RC, Nana14325-RB	ENSMUSG00000048109.10
OG0011872	Nana06347-RA	ENSMUSG00000020308.6
OG0011873	Nana00139-RA	ENSMUSG00000005950.14
OG0011874	Nana22783-RA	ENSMUSG00000082361.6
OG0011876	Nana01997-RA	ENSMUSG00000075266.5
OG0011877	Nana37636-RA, Nana37636-RB	ENSMUSG00000040697.10
OG0011878	Nana32429-RA	ENSMUSG00000055041.8
OG0011879	Nana35909-RA	ENSMUSG00000024914.16
OG0011880	Nana06041-RA	ENSMUSG00000004568.13
OG0011882	Nana22530-RA	ENSMUSG00000037788.14
OG0011883	Nana21106-RB, Nana21106-RA	ENSMUSG00000056724.15
OG0011884	Nana36858-RA	ENSMUSG00000026843.15
OG0011885	Nana37270-RC, Nana37270-RA, Nana37270-RB	ENSMUSG00000006215.12
OG0011886	Nana29836-RA	ENSMUSG00000048485.12
OG0011887	Nana09717-RA, Nana09717-RB	ENSMUSG00000078572.3
OG0011889	Nana11428-RA, Nana11428-RC, Nana11428-RB	ENSMUSG00000028407.4
OG0011890	Nana24266-RA	ENSMUSG00000010376.15
OG0011891	Nana32972-RA	ENSMUSG00000032323.13
OG0011892	Nana04172-RA	ENSMUSG00000024668.8
OG0011893	Nana16661-RA	ENSMUSG00000022330.5
OG0011895	Nana20210-RA	ENSMUSG00000032456.13
OG0011897	Nana35890-RB, Nana35890-RA	ENSMUSG00000024902.5
OG0011898	Nana00676-RB, Nana00676-RA	ENSMUSG00000062077.14
OG0011899	Nana14401-RA	ENSMUSG00000043155.4
OG0011900	Nana00682-RB, Nana00682-RA	ENSMUSG00000013622.15
OG0011901	Nana22426-RA, Nana20057-RA	ENSMUSG00000046242.8
OG0011902	Nana12454-RA	ENSMUSG00000060735.4
OG0011903	Nana26194-RA	ENSMUSG00000031449.10
OG0011904	Nana17819-RA	ENSMUSG00000028172.5
OG0011905	Nana10811-RA	ENSMUSG00000074217.8
OG0011907	Nana34715-RA, Nana34715-RB	ENSMUSG00000002486.15
OG0011908	Nana30172-RA	ENSMUSG00000066042.4
OG0011909	Nana12143-RA	ENSMUSG00000021636.15
OG0011910	Nana06308-RA, Nana06308-RB	ENSMUSG00000020153.14
OG0011911	Nana06272-RA	ENSMUSG00000030117.5
OG0011912	Nana30188-RA	ENSMUSG00000007872.3
OG0011913	Nana08615-RA	ENSMUSG00000029561.17, ENSMUSG00000041827.15
OG0011914	Nana29016-RA	ENSMUSG00000032083.8
OG0011916	Nana17324-RA	ENSMUSG00000027327.16
OG0011917	Nana38777-RA	ENSMUSG00000028953.10
OG0011918	Nana16468-RA	ENSMUSG00000025939.18
OG0011920	Nana17308-RA, Nana17309-RA	ENSMUSG00000071341.4
OG0011921	Nana06204-RA, Nana06204-RB	ENSMUSG00000035242.15
OG0011922	Nana19523-RA	ENSMUSG00000030970.16
OG0011923	Nana06734-RA	ENSMUSG00000046822.13
OG0011925	Nana06280-RA, Nana06279-RA	ENSMUSG00000003575.13
OG0011926	Nana06273-RA, Nana06273-RB	ENSMUSG00000058301.8
OG0011929	Nana36371-RA, Nana36371-RB	ENSMUSG00000015943.11
OG0011930	Nana06267-RB, Nana06267-RA	ENSMUSG00000057788.13
OG0011931	Nana03671-RA	ENSMUSG00000051590.10
OG0011932	Nana06259-RA, Nana06259-RB	ENSMUSG00000002346.16
OG0011933	Nana06258-RB, Nana06258-RA	ENSMUSG00000002342.17
OG0011934	Nana06251-RB, Nana06251-RA	ENSMUSG00000036120.10
OG0011935	Nana35765-RB, Nana35765-RA	ENSMUSG00000028104.14
OG0011936	Nana06142-RA	ENSMUSG00000078440.10
OG0011938	Nana30289-RB, Nana30289-RA	ENSMUSG00000070803.6
OG0011939	Nana00560-RA, Nana00560-RB	ENSMUSG00000034110.8
OG0011940	Nana00564-RA	ENSMUSG00000025533.15
OG0011941	Nana34677-RB, Nana34677-RA	ENSMUSG00000029521.7
OG0011942	Nana38282-RA	ENSMUSG00000096140.2
OG0011943	Nana28845-RA	ENSMUSG00000053128.15, ENSMUSG00000072476.6, ENSMUSG00000111409.1
OG0011944	Nana35703-RA	ENSMUSG00000028066.15
OG0011985	Nana06211-RA	ENSMUSG00000092519.2
OG0011986	Nana36969-RA	ENSMUSG00000059555.6
OG0011987	Nana05901-RA	ENSMUSG00000037628.10
OG0011988	Nana32057-RA	ENSMUSG00000031204.3
OG0011989	Nana03367-RA	ENSMUSG00000001819.4
OG0011991	Nana03369-RA	ENSMUSG00000001815.15
OG0011992	Nana29014-RA	ENSMUSG00000032080.6
OG0011993	Nana24340-RA	ENSMUSG00000018476.7
OG0011994	Nana13256-RA	ENSMUSG00000007659.18
OG0011995	Nana05905-RA	ENSMUSG00000022155.9
OG0011996	Nana38726-RA	ENSMUSG00000040829.14
OG0012000	Nana36732-RA	ENSMUSG00000028356.4
OG0012001	Nana36079-RA	ENSMUSG00000071652.8
OG0012003	Nana32720-RA	ENSMUSG00000031433.15
OG0012005	Nana03225-RA	ENSMUSG00000025983.11
OG0012006	Nana34056-RA	ENSMUSG00000024121.13
OG0012007	Nana03228-RA	ENSMUSG00000042807.15
OG0012008	Nana03229-RA	ENSMUSG00000026094.14
OG0012012	Nana29839-RA	ENSMUSG00000000411.7
OG0012013	Nana39370-RA	ENSMUSG00000022204.9
OG0012015	Nana35923-RA	ENSMUSG00000045664.5
OG0012017	Nana12884-RA	ENSMUSG00000028467.15
OG0012018	Nana03213-RA	ENSMUSG00000025977.15
OG0012020	Nana30799-RA	ENSMUSG00000040891.6
OG0012021	Nana24246-RA	ENSMUSG00000072494.7
OG0012022	Nana31819-RA	ENSMUSG00000031970.16
OG0012023	Nana12554-RA	ENSMUSG00000060534.16
OG0012024	Nana33603-RA	ENSMUSG00000032359.14
OG0012025	Nana30671-RA	ENSMUSG00000040525.13
OG0012027	Nana17524-RA	ENSMUSG00000069678.10
OG0012028	Nana29758-RA	ENSMUSG00000050212.4
OG0012029	Nana22172-RA	ENSMUSG00000032556.11
OG0012035	Nana34359-RA	ENSMUSG00000039477.16
OG0012036	Nana30857-RA	ENSMUSG00000014353.15
OG0012038	Nana31763-RA	ENSMUSG00000046108.3
OG0012039	Nana31766-RA	ENSMUSG00000006587.6
OG0012041	Nana25630-RA	ENSMUSG00000030897.5
OG0012042	Nana38615-RA	ENSMUSG00000005237.14
OG0012043	Nana30514-RA	ENSMUSG00000002210.11
OG0012044	Nana15635-RA	ENSMUSG00000045763.8
OG0012045	Nana34408-RA	ENSMUSG00000050022.16
OG0012046	Nana30552-RA	ENSMUSG00000057454.5
OG0012047	Nana30558-RA	ENSMUSG00000074277.4
OG0012048	Nana30560-RA	ENSMUSG00000064254.6
OG0012051	Nana30952-RA	ENSMUSG00000046410.10
OG0012053	Nana31378-RA	ENSMUSG00000001802.16
OG0012054	Nana19304-RA	ENSMUSG00000050370.5
OG0012055	Nana19301-RA	ENSMUSG00000024778.13
OG0012056	Nana30723-RA	ENSMUSG00000070808.4
OG0012059	Nana30947-RA	ENSMUSG00000008384.8
OG0012060	Nana30019-RA	ENSMUSG00000028669.15
OG0012061	Nana28843-RA	ENSMUSG00000079592.9
OG0012063	Nana04760-RC	ENSMUSG00000031077.7
OG0012064	Nana37504-RA	ENSMUSG00000044700.15
OG0012066	Nana32654-RA	ENSMUSG00000042903.8
OG0012067	Nana30931-RA	ENSMUSG00000063160.12
OG0012069	Nana03172-RA	ENSMUSG00000047361.16
OG0012070	Nana37243-RA	ENSMUSG00000041000.8
OG0012072	Nana29928-RA	ENSMUSG00000028626.5
OG0012073	Nana19154-RA	ENSMUSG00000036923.12
OG0012077	Nana31786-RA	ENSMUSG00000015016.8
OG0012078	Nana34541-RA	ENSMUSG00000042377.8
OG0012079	Nana36721-RB	ENSMUSG00000048707.9
OG0012080	Nana37015-RA	ENSMUSG00000026788.13
OG0012084	Nana04780-RA	ENSMUSG00000032724.5
OG0012085	Nana34598-RA	ENSMUSG00000044172.7
OG0012088	Nana31811-RE	ENSMUSG00000033594.11
OG0012089	Nana22708-RA	ENSMUSG00000048834.16
OG0012091	Nana22709-RA	ENSMUSG00000049537.10
OG0012092	Nana06008-RA	ENSMUSG00000019732.14
OG0012093	Nana00796-RA	ENSMUSG00000021953.14
OG0012096	Nana03186-RA	ENSMUSG00000047528.13
OG0012098	Nana03189-RA	ENSMUSG00000038174.14
OG0012099	Nana24214-RA	ENSMUSG00000076617.9
OG0012100	Nana36142-RA	ENSMUSG00000028053.13
OG0012102	Nana27943-RA	ENSMUSG00000029701.15
OG0012103	Nana30688-RC	ENSMUSG00000002983.17
OG0012105	Nana24224-RA	ENSMUSG00000000957.11
OG0012106	Nana10570-RA	ENSMUSG00000031150.13
OG0012107	Nana10572-RA	ENSMUSG00000000134.17
OG0012110	Nana06198-RA	ENSMUSG00000035278.9
OG0012111	Nana30852-RA	ENSMUSG00000037020.16
OG0012112	Nana23835-RC	ENSMUSG00000030816.8
OG0012114	Nana23579-RA	ENSMUSG00000038292.14
OG0012115	Nana10585-RA	ENSMUSG00000031157.10
OG0012117	Nana23584-RA	ENSMUSG00000089989.10, ENSMUSG00000110206.1
OG0012118	Nana12445-RA	ENSMUSG00000022249.14
OG0012120	Nana25508-RA	ENSMUSG00000030701.17
OG0012121	Nana39262-RA	ENSMUSG00000029722.15
OG0012122	Nana23597-RA	ENSMUSG00000030827.5
OG0012123	Nana16847-RA	ENSMUSG00000071757.10
OG0012126	Nana12878-RB, Nana12878-RC, Nana12878-RA	ENSMUSG00000028470.10
OG0012127	Nana23437-RA	ENSMUSG00000004562.16
OG0012130	Nana23448-RA	ENSMUSG00000044664.7, ENSMUSG00000058398.6, ENSMUSG00000032493.8
OG0012132	Nana25561-RA	ENSMUSG00000001829.17
OG0012133	Nana33434-RA	ENSMUSG00000032392.11
OG0012136	Nana04666-RA	ENSMUSG00000074971.4
OG0012137	Nana31075-RA	ENSMUSG00000034957.10
OG0012138	Nana28215-RA	ENSMUSG00000031546.6
OG0012139	Nana30734-RA	ENSMUSG00000041420.18
OG0012141	Nana06307-RA	ENSMUSG00000020150.13
OG0012142	Nana25536-RA	ENSMUSG00000030737.17
OG0012144	Nana25531-RA	ENSMUSG00000047767.17
OG0012146	Nana12839-RA	ENSMUSG00000036062.13
OG0012147	Nana32157-RA	ENSMUSG00000031239.5
OG0012149	Nana32156-RA	ENSMUSG00000073008.11
OG0012150	Nana33015-RB, Nana33015-RA	ENSMUSG00000036244.5
OG0012152	Nana32235-RA	ENSMUSG00000031196.13
OG0012153	Nana27183-RA	ENSMUSG00000030214.7
OG0012154	Nana25446-RA	ENSMUSG00000018995.12
OG0012156	Nana19423-RA	ENSMUSG00000066129.15
OG0012157	Nana20133-RB	ENSMUSG00000046345.5
OG0012158	Nana24058-RA, Nana24056-RA	ENSMUSG00000052921.13
OG0012160	Nana24063-RA	ENSMUSG00000032892.14
OG0012161	Nana09807-RA	ENSMUSG00000041895.15
OG0012162	Nana24077-RA	ENSMUSG00000057132.16
OG0012163	Nana35899-RA	ENSMUSG00000024912.6
OG0012164	Nana30344-RA	ENSMUSG00000006649.17
OG0012166	Nana39367-RA	ENSMUSG00000042631.7
OG0012167	Nana08030-RA	ENSMUSG00000021737.4
OG0012169	Nana08418-RA	ENSMUSG00000037816.10
OG0012171	Nana30327-RA	ENSMUSG00000036835.7
OG0012172	Nana30324-RA	ENSMUSG00000006307.16
OG0012173	Nana34232-RB, Nana34232-RA	ENSMUSG00000030877.11
OG0012174	Nana08403-RA	ENSMUSG00000037933.16
OG0012175	Nana23953-RA	ENSMUSG00000022223.9
OG0012176	Nana37118-RA	ENSMUSG00000009214.9
OG0012177	Nana00738-RA	ENSMUSG00000049265.7
OG0012179	Nana00736-RA	ENSMUSG00000029182.10
OG0012180	Nana23947-RA	ENSMUSG00000027134.4
OG0012181	Nana26093-RA	ENSMUSG00000026077.15
OG0012182	Nana24227-RA	ENSMUSG00000022175.9
OG0012183	Nana30804-RA, Nana30804-RB	ENSMUSG00000030410.16
OG0012184	Nana35887-RA	ENSMUSG00000024853.10
OG0012185	Nana35799-RA	ENSMUSG00000024787.14
OG0012186	Nana30805-RA	ENSMUSG00000030409.16
OG0012189	Nana35884-RA	ENSMUSG00000006463.13
OG0012191	Nana24233-RA	ENSMUSG00000022179.5
