Orthogroup	N_naja.pep	G_gallus.pep
OG0010951	Nana10307-RA	ENSGALG00000033246.3
OG0010952	Nana10306-RA	ENSGALG00000035850.2
OG0010953	Nana05566-RA	ENSGALG00000054735.1
OG0010956	Nana05557-RA	ENSGALG00000010813.7
OG0010957	Nana10290-RA	ENSGALG00000046448.2
OG0010958	Nana05550-RA	ENSGALG00000010783.4
OG0010959	Nana10282-RA	ENSGALG00000051041.1
OG0010960	Nana10280-RA	ENSGALG00000036856.2
OG0010961	Nana05542-RA	ENSGALG00000010747.7
OG0010962	Nana10267-RA	ENSGALG00000035539.2
OG0010963	Nana10265-RA	ENSGALG00000030416.2
OG0010964	Nana10260-RA	ENSGALG00000029393.3
OG0010965	Nana10258-RA	ENSGALG00000050755.1
OG0010966	Nana10256-RA	ENSGALG00000033272.2
OG0010968	Nana05521-RA	ENSGALG00000030580.2
OG0010969	Nana10231-RA	ENSGALG00000033791.3
OG0010970	Nana10225-RA	ENSGALG00000035487.3
OG0010971	Nana10224-RA	ENSGALG00000050811.1
OG0010972	Nana11312-RA	ENSGALG00000015422.7
OG0010973	Nana05505-RA	ENSGALG00000010672.6
OG0010974	Nana05503-RA	ENSGALG00000020402.5
OG0010975	Nana05490-RA	ENSGALG00000010663.7
OG0010976	Nana05484-RA	ENSGALG00000010622.6
OG0010977	Nana05481-RA	ENSGALG00000010616.6
OG0010978	Nana05479-RA	ENSGALG00000010607.8
OG0010979	Nana05474-RA	ENSGALG00000010598.5
OG0010980	Nana05464-RA	ENSGALG00000010589.6
OG0010981	Nana05445-RA	ENSGALG00000010581.6
OG0010982	Nana05442-RA	ENSGALG00000010579.6
OG0010983	Nana05440-RA	ENSGALG00000010572.4
OG0010984	Nana05416-RA	ENSGALG00000010501.6
OG0010985	Nana05414-RA	ENSGALG00000010485.4
OG0010986	Nana05410-RA	ENSGALG00000010468.7
OG0010987	Nana05406-RA	ENSGALG00000010457.6
OG0010988	Nana05405-RA	ENSGALG00000020410.5
OG0010989	Nana05402-RA	ENSGALG00000041962.2
OG0010990	Nana05401-RA	ENSGALG00000010413.4
OG0010991	Nana05396-RA	ENSGALG00000023099.4
OG0010992	Nana05394-RA	ENSGALG00000048497.1
OG0010993	Nana05392-RC, Nana05392-RB	ENSGALG00000010372.6
OG0010994	Nana05391-RA	ENSGALG00000043036.2
OG0010995	Nana05369-RA	ENSGALG00000020415.5
OG0010996	Nana05350-RA	ENSGALG00000028037.3
OG0010997	Nana05344-RA	ENSGALG00000010309.6
OG0010998	Nana10851-RA	ENSGALG00000040258.3
OG0010999	Nana05341-RA	ENSGALG00000010301.6
OG0011000	Nana05334-RA	ENSGALG00000010294.6
OG0011001	Nana05328-RA	ENSGALG00000010270.6
OG0011002	Nana10870-RA	ENSGALG00000032854.2
OG0011003	Nana10872-RA	ENSGALG00000041266.2
OG0011004	Nana05308-RA	ENSGALG00000010229.6
OG0011006	Nana05303-RA	ENSGALG00000020419.4
OG0011007	Nana05302-RA	ENSGALG00000010211.6
OG0011008	Nana05300-RC	ENSGALG00000010202.7
OG0011010	Nana05299-RA	ENSGALG00000010197.6
OG0011011	Nana05263-RA	ENSGALG00000010093.7
OG0011012	Nana10911-RA	ENSGALG00000029971.3
OG0011013	Nana05270-RA	ENSGALG00000010114.6
OG0011014	Nana05271-RA	ENSGALG00000010117.7
OG0011015	Nana05273-RA	ENSGALG00000010118.6
OG0011016	Nana05275-RA	ENSGALG00000032713.2
OG0011017	Nana05277-RA	ENSGALG00000010137.7
OG0011018	Nana05209-RA	ENSGALG00000009907.9
OG0011019	Nana05204-RA	ENSGALG00000009900.7
OG0011020	Nana05173-RA	ENSGALG00000009847.6
OG0011021	Nana05167-RA	ENSGALG00000009838.6
OG0011022	Nana05164-RA	ENSGALG00000020438.5
OG0011023	Nana10919-RB, Nana10919-RA	ENSGALG00000050416.1
OG0011024	Nana05154-RA	ENSGALG00000009801.7
OG0011025	Nana10922-RA	ENSGALG00000050586.1
OG0011026	Nana05133-RA	ENSGALG00000028203.3
OG0011027	Nana05126-RA	ENSGALG00000009744.7
OG0011028	Nana05125-RA	ENSGALG00000009740.7
OG0011030	Nana10951-RA	ENSGALG00000047320.1
OG0011031	Nana10955-RA	ENSGALG00000031681.3
OG0011032	Nana05113-RA	ENSGALG00000009642.4
OG0011033	Nana05111-RA	ENSGALG00000009640.4
OG0011034	Nana05110-RA	ENSGALG00000009637.6
OG0011035	Nana12618-RA	ENSGALG00000035927.2
OG0011036	Nana10956-RA	ENSGALG00000034698.2
OG0011037	Nana12626-RA	ENSGALG00000031018.2
OG0011038	Nana10973-RA	ENSGALG00000017046.6
OG0011039	Nana10981-RA	ENSGALG00000017048.6
OG0011041	Nana10982-RA	ENSGALG00000015073.6
OG0011042	Nana12665-RA	ENSGALG00000042626.3
OG0011043	Nana04970-RB	ENSGALG00000037326.2
OG0011044	Nana04971-RA	ENSGALG00000000296.6
OG0011045	Nana10996-RA	ENSGALG00000015016.6
OG0011047	Nana04984-RA	ENSGALG00000009338.5
OG0011048	Nana04996-RA	ENSGALG00000009282.6
OG0011049	Nana05012-RA	ENSGALG00000009036.6
OG0011051	Nana10672-RA	ENSGALG00000052816.1
OG0011052	Nana05014-RA	ENSGALG00000008991.6
OG0011055	Nana05059-RA	ENSGALG00000008569.5
OG0011056	Nana05060-RA	ENSGALG00000041449.2
OG0011057	Nana04869-RA	ENSGALG00000008393.4
OG0011058	Nana04873-RA	ENSGALG00000008367.7
OG0011059	Nana04881-RA	ENSGALG00000008332.6
OG0011060	Nana10735-RA	ENSGALG00000040068.2
OG0011062	Nana04883-RA	ENSGALG00000032181.2
OG0011063	Nana04893-RA	ENSGALG00000008218.5
OG0011064	Nana04896-RA	ENSGALG00000008181.6
OG0011065	Nana04898-RA	ENSGALG00000008148.6
OG0011066	Nana04918-RA	ENSGALG00000036443.3
OG0011067	Nana10023-RA	ENSGALG00000034742.2
OG0011068	Nana04835-RA	ENSGALG00000041309.2
OG0011069	Nana10029-RA	ENSGALG00000029247.2
OG0011070	Nana04845-RA	ENSGALG00000032584.2
OG0011071	Nana04855-RA	ENSGALG00000008055.6
OG0011072	Nana04864-RA	ENSGALG00000030732.2
OG0011073	Nana04865-RA	ENSGALG00000008421.7
OG0011074	Nana04867-RA	ENSGALG00000008403.7
OG0011075	Nana04821-RA	ENSGALG00000007948.5
OG0011076	Nana04833-RA	ENSGALG00000039558.2
OG0011077	Nana04813-RA	ENSGALG00000046408.2
OG0011078	Nana04812-RA	ENSGALG00000007938.6
OG0011079	Nana04808-RA	ENSGALG00000007920.7
OG0011080	Nana10078-RA	ENSGALG00000042119.2
OG0011081	Nana04807-RA	ENSGALG00000034859.2
OG0011082	Nana10079-RA	ENSGALG00000034688.2
OG0011083	Nana04792-RA	ENSGALG00000037556.2
OG0011084	Nana10081-RB, Nana10081-RA	ENSGALG00000050440.1
OG0011085	Nana04754-RA	ENSGALG00000026853.3
OG0011086	Nana04751-RA	ENSGALG00000007562.6
OG0011087	Nana04749-RA	ENSGALG00000007556.6
OG0011088	Nana10084-RA	ENSGALG00000031512.2
OG0011089	Nana04732-RA	ENSGALG00000004153.5
OG0011091	Nana04727-RA	ENSGALG00000004044.6
OG0011092	Nana04726-RA	ENSGALG00000041299.2
OG0011093	Nana04705-RA	ENSGALG00000003965.5
OG0011094	Nana04700-RA	ENSGALG00000003958.6
OG0011095	Nana04696-RA	ENSGALG00000003908.6
OG0011096	Nana04687-RA	ENSGALG00000003748.6
OG0011097	Nana10093-RA	ENSGALG00000032819.3
OG0011098	Nana04641-RA	ENSGALG00000012140.2
OG0011099	Nana04627-RA	ENSGALG00000012127.7
OG0011100	Nana10101-RA	ENSGALG00000053250.1
OG0011101	Nana04617-RA	ENSGALG00000012115.6
OG0011102	Nana04612-RA	ENSGALG00000012030.6
OG0011103	Nana04611-RA	ENSGALG00000011681.7
OG0011104	Nana04610-RA	ENSGALG00000011688.6
OG0011105	Nana10178-RA	ENSGALG00000043009.2
OG0011107	Nana10171-RA	ENSGALG00000030917.2
OG0011108	Nana10170-RA	ENSGALG00000037925.2
OG0011109	Nana10168-RA	ENSGALG00000050887.1
OG0011110	Nana04545-RA	ENSGALG00000005618.6
OG0011111	Nana04541-RA	ENSGALG00000029586.3
OG0011112	Nana10162-RA	ENSGALG00000047646.1
OG0011114	Nana10148-RA	ENSGALG00000041973.3
OG0011115	Nana04462-RA	ENSGALG00000006035.6
OG0011116	Nana04445-RA	ENSGALG00000006074.6
OG0011117	Nana04437-RA	ENSGALG00000029679.3
OG0011118	Nana04434-RA	ENSGALG00000006096.7
OG0011119	Nana10113-RA	ENSGALG00000043400.3
OG0011120	Nana10112-RA	ENSGALG00000031615.3
OG0011121	Nana04413-RA	ENSGALG00000006231.6
OG0011122	Nana09760-RA	ENSGALG00000031895.3
OG0011123	Nana09744-RA	ENSGALG00000026940.3
OG0011124	Nana09740-RA	ENSGALG00000023359.4
OG0011125	Nana09738-RA	ENSGALG00000021362.5
OG0011126	Nana04395-RA	ENSGALG00000047827.1
OG0011127	Nana09736-RA	ENSGALG00000039263.2
OG0011128	Nana09733-RA	ENSGALG00000004583.7
OG0011129	Nana09731-RA	ENSGALG00000042215.2
OG0011130	Nana09720-RA	ENSGALG00000006880.6
OG0011131	Nana09716-RA	ENSGALG00000044464.2
OG0011132	Nana09711-RA	ENSGALG00000006901.6
OG0011133	Nana09710-RA	ENSGALG00000042538.2
OG0011134	Nana04371-RA	ENSGALG00000006521.7
OG0011135	Nana09698-RA	ENSGALG00000017418.6
OG0011136	Nana04369-RA	ENSGALG00000006546.6
OG0011137	Nana04362-RB	ENSGALG00000029648.3
OG0011138	Nana04360-RA	ENSGALG00000035282.2
OG0011139	Nana09689-RA	ENSGALG00000007027.6
OG0011140	Nana09685-RA	ENSGALG00000007155.5
OG0011141	Nana09680-RA	ENSGALG00000007054.6
OG0011142	Nana09676-RA	ENSGALG00000035911.2
OG0011143	Nana09672-RA	ENSGALG00000050692.1
OG0011144	Nana09670-RA	ENSGALG00000023338.5
OG0011145	Nana04338-RA	ENSGALG00000006697.5
OG0011146	Nana09656-RA	ENSGALG00000011816.6
OG0011147	Nana09651-RA	ENSGALG00000027070.2
OG0011148	Nana09643-RA	ENSGALG00000007181.4
OG0011149	Nana09634-RA	ENSGALG00000007191.6
OG0011150	Nana04331-RA	ENSGALG00000006830.6
OG0011151	Nana09632-RA	ENSGALG00000038875.2
OG0011152	Nana04324-RA	ENSGALG00000006856.6
OG0011153	Nana09631-RA	ENSGALG00000052581.1
OG0011154	Nana04323-RA	ENSGALG00000006868.7
OG0011155	Nana04321-RA	ENSGALG00000014569.5
OG0011156	Nana04315-RA	ENSGALG00000032320.2
OG0011157	Nana04314-RA	ENSGALG00000035676.3
OG0011158	Nana04310-RA	ENSGALG00000034225.3
OG0011159	Nana09295-RA	ENSGALG00000051280.1
OG0011160	Nana04309-RA	ENSGALG00000040761.2
OG0011161	Nana09297-RA	ENSGALG00000038714.2
OG0011162	Nana09300-RA, Nana09300-RB	ENSGALG00000039088.3
OG0011163	Nana04295-RA	ENSGALG00000014152.6
OG0011164	Nana04292-RA	ENSGALG00000020488.5
OG0011166	Nana04278-RA, Nana04277-RA	ENSGALG00000041774.3
OG0011167	Nana09317-RE, Nana09317-RI	ENSGALG00000039974.2
OG0011168	Nana04272-RA	ENSGALG00000004362.6
OG0011169	Nana04270-RA	ENSGALG00000004328.7
OG0011170	Nana09321-RA	ENSGALG00000001577.7
OG0011171	Nana09322-RA	ENSGALG00000001563.3
OG0011172	Nana04269-RA	ENSGALG00000004306.6
OG0011173	Nana04266-RA	ENSGALG00000004267.6
OG0011174	Nana09326-RA	ENSGALG00000001036.7
OG0011175	Nana04210-RA	ENSGALG00000004191.5
OG0011176	Nana03721-RA	ENSGALG00000045511.2
OG0011177	Nana03729-RA	ENSGALG00000012059.7
OG0011178	Nana03732-RA	ENSGALG00000012049.6
OG0011180	Nana03753-RA	ENSGALG00000044814.2
OG0011181	Nana09348-RB	ENSGALG00000042351.2
OG0011182	Nana09349-RB	ENSGALG00000026167.3
OG0011183	Nana03760-RA	ENSGALG00000011704.6
OG0011185	Nana03768-RA, Nana03767-RA	ENSGALG00000011689.6
OG0011186	Nana09366-RA	ENSGALG00000001311.6
OG0011187	Nana09379-RA	ENSGALG00000001348.5
OG0011188	Nana03775-RA	ENSGALG00000032632.3
OG0011189	Nana03782-RA	ENSGALG00000011671.6
OG0011190	Nana09403-RA	ENSGALG00000001518.5
OG0011191	Nana09408-RA	ENSGALG00000001021.6
OG0011192	Nana03790-RA	ENSGALG00000011652.7
OG0011193	Nana03798-RA	ENSGALG00000011630.7
OG0011194	Nana03802-RA	ENSGALG00000028770.3
OG0011196	Nana03808-RA	ENSGALG00000011593.6
OG0011197	Nana03809-RA	ENSGALG00000011592.7
OG0011198	Nana03903-RA	ENSGALG00000011354.4
OG0011199	Nana03897-RA	ENSGALG00000034212.2
OG0011200	Nana03878-RA	ENSGALG00000054909.1
OG0011201	Nana03877-RA	ENSGALG00000011375.5
OG0011202	Nana03875-RA	ENSGALG00000011386.7
OG0011203	Nana03873-RA	ENSGALG00000011393.6
OG0011204	Nana03871-RA	ENSGALG00000011402.7
OG0011205	Nana09415-RA	ENSGALG00000032452.2
OG0011206	Nana09416-RA	ENSGALG00000041800.3
OG0011208	Nana03862-RA	ENSGALG00000022166.4
OG0011209	Nana09425-RA	ENSGALG00000001618.6
OG0011210	Nana09429-RA	ENSGALG00000001626.5
OG0011211	Nana09444-RA	ENSGALG00000001725.6
OG0011212	Nana09454-RA	ENSGALG00000001777.7
OG0011213	Nana09456-RA	ENSGALG00000001790.6
OG0011214	Nana04119-RA	ENSGALG00000030511.3
OG0011215	Nana09461-RA	ENSGALG00000001862.4
OG0011216	Nana09463-RA	ENSGALG00000001883.6
OG0011217	Nana09467-RA	ENSGALG00000001955.4
OG0011218	Nana09468-RA	ENSGALG00000001971.6
OG0011220	Nana04101-RA	ENSGALG00000035153.2
OG0011221	Nana09477-RA	ENSGALG00000002008.7
OG0011222	Nana04097-RA	ENSGALG00000030548.2
OG0011223	Nana09478-RA	ENSGALG00000041025.3
OG0011226	Nana09483-RA	ENSGALG00000002062.7
OG0011227	Nana04083-RA	ENSGALG00000007350.7
OG0011228	Nana04081-RA	ENSGALG00000007362.7
OG0011229	Nana04080-RA	ENSGALG00000007370.3
OG0011231	Nana04067-RA	ENSGALG00000032903.3
OG0011232	Nana04065-RA	ENSGALG00000020479.5
OG0011233	Nana09489-RA	ENSGALG00000002194.5
OG0011234	Nana09494-RA	ENSGALG00000002278.6
OG0011235	Nana09502-RA	ENSGALG00000002415.6
OG0011236	Nana04033-RA	ENSGALG00000041522.2
OG0011237	Nana09520-RA	ENSGALG00000007999.6
OG0011239	Nana09526-RA	ENSGALG00000007955.6
OG0011240	Nana09530-RA	ENSGALG00000007822.6
OG0011241	Nana09531-RA	ENSGALG00000026295.3
OG0011242	Nana09532-RA	ENSGALG00000007808.5
OG0011243	Nana04016-RA	ENSGALG00000039347.3
OG0011244	Nana09533-RA	ENSGALG00000038769.3
OG0011245	Nana09537-RA	ENSGALG00000029445.2
OG0011246	Nana09539-RA	ENSGALG00000035816.2
OG0011247	Nana04011-RA	ENSGALG00000045529.2
OG0011249	Nana09543-RA	ENSGALG00000007747.6
OG0011250	Nana09544-RA	ENSGALG00000007723.6
OG0011251	Nana09553-RA	ENSGALG00000007702.7
OG0011252	Nana09556-RA	ENSGALG00000038812.3
OG0011253	Nana09557-RA	ENSGALG00000007676.7
OG0011254	Nana09560-RA	ENSGALG00000019761.5
OG0011256	Nana09563-RA	ENSGALG00000007661.6
OG0011257	Nana09566-RA	ENSGALG00000006857.6
OG0011258	Nana03996-RA	ENSGALG00000011224.6
OG0011259	Nana09571-RA	ENSGALG00000007623.6
OG0011260	Nana03992-RA	ENSGALG00000033515.2
OG0011261	Nana03987-RB	ENSGALG00000054770.1
OG0011262	Nana03973-RA	ENSGALG00000032915.3
OG0011263	Nana03952-RA	ENSGALG00000052741.1
OG0011264	Nana03948-RA	ENSGALG00000011306.6
OG0011265	Nana03943-RA	ENSGALG00000011318.7
OG0011266	Nana03941-RA	ENSGALG00000033811.2
OG0011267	Nana09575-RA	ENSGALG00000007386.6
OG0011268	Nana09578-RA	ENSGALG00000007367.6
OG0011269	Nana09577-RA	ENSGALG00000007364.7
OG0011270	Nana03921-RE, Nana03921-RD	ENSGALG00000027991.3
OG0011271	Nana09585-RA	ENSGALG00000002954.6
OG0011272	Nana03679-RA	ENSGALG00000012187.6
OG0011273	Nana03678-RA	ENSGALG00000012190.6
OG0011274	Nana09594-RA	ENSGALG00000040896.3
OG0011275	Nana03670-RA	ENSGALG00000012214.5
OG0011276	Nana03665-RA	ENSGALG00000012259.7
OG0011277	Nana09597-RA	ENSGALG00000002841.5
OG0011278	Nana03661-RA	ENSGALG00000012355.6
OG0011279	Nana09606-RA	ENSGALG00000002900.6
OG0011280	Nana03643-RA	ENSGALG00000029083.3
OG0011281	Nana09620-RA	ENSGALG00000038290.3
OG0011283	Nana03616-RA	ENSGALG00000012418.6
OG0011284	Nana03613-RA	ENSGALG00000012424.6
OG0011285	Nana03611-RA	ENSGALG00000040465.2
OG0011286	Nana09205-RA	ENSGALG00000001726.6
OG0011287	Nana09203-RA	ENSGALG00000001750.6
OG0011288	Nana09160-RA	ENSGALG00000001826.7
OG0011289	Nana09146-RA	ENSGALG00000027809.4
OG0011290	Nana09159-RA	ENSGALG00000001850.7
OG0011291	Nana09142-RA	ENSGALG00000002113.6
OG0011292	Nana09116-RA	ENSGALG00000038627.2
OG0011293	Nana09111-RA	ENSGALG00000001383.6
OG0011294	Nana09092-RA	ENSGALG00000039652.2
OG0011295	Nana03075-RA	ENSGALG00000002866.6
OG0011296	Nana03074-RA	ENSGALG00000002891.7
OG0011297	Nana09075-RA	ENSGALG00000039628.2
OG0011298	Nana09074-RA	ENSGALG00000002790.6
OG0011299	Nana03069-RA	ENSGALG00000002944.5
OG0011300	Nana09067-RA	ENSGALG00000040035.3
OG0011301	Nana09061-RA	ENSGALG00000037395.2
OG0011302	Nana09055-RA	ENSGALG00000002831.6
OG0011303	Nana09051-RA	ENSGALG00000040360.2
OG0011304	Nana09050-RA	ENSGALG00000002863.6
OG0011305	Nana09046-RA	ENSGALG00000002878.7
OG0011306	Nana03049-RA	ENSGALG00000003136.6
OG0011307	Nana03048-RA	ENSGALG00000003148.6
OG0011308	Nana09043-RA	ENSGALG00000002886.4
OG0011309	Nana03041-RA	ENSGALG00000003553.6
OG0011310	Nana09038-RA	ENSGALG00000002893.6
OG0011311	Nana01324-RA	ENSGALG00000010047.6
OG0011312	Nana01317-RA	ENSGALG00000010036.6
OG0011313	Nana03038-RA	ENSGALG00000003578.6
OG0011314	Nana08980-RA	ENSGALG00000031255.2
OG0011315	Nana08978-RA	ENSGALG00000033012.2
OG0011316	Nana08977-RA	ENSGALG00000043744.3
OG0011317	Nana03199-RA	ENSGALG00000008145.5
OG0011318	Nana03196-RA	ENSGALG00000008155.6
OG0011320	Nana08972-RA	ENSGALG00000036666.2
OG0011321	Nana08941-RA	ENSGALG00000031487.3
OG0011322	Nana03024-RA	ENSGALG00000004288.6
OG0011324	Nana03018-RA	ENSGALG00000004236.7
OG0011325	Nana03268-RA	ENSGALG00000030419.2
OG0011326	Nana02998-RA	ENSGALG00000021031.5
OG0011327	Nana03272-RA	ENSGALG00000040817.2
OG0011328	Nana03273-RA	ENSGALG00000041884.2
OG0011329	Nana02841-RA	ENSGALG00000008847.6
OG0011330	Nana03278-RA	ENSGALG00000039458.2
OG0011331	Nana03281-RA	ENSGALG00000034011.2
OG0011332	Nana02843-RA	ENSGALG00000008858.7
OG0011333	Nana03284-RA	ENSGALG00000037727.2
OG0011334	Nana02845-RA	ENSGALG00000008866.7
OG0011335	Nana09032-RA	ENSGALG00000033512.2
OG0011337	Nana02852-RA	ENSGALG00000040348.2
OG0011338	Nana02857-RA	ENSGALG00000008930.4
OG0011339	Nana02860-RA	ENSGALG00000008810.6
OG0011340	Nana09012-RA	ENSGALG00000029195.2
OG0011341	Nana08807-RA	ENSGALG00000004320.6
OG0011342	Nana02873-RA	ENSGALG00000019842.5
OG0011343	Nana02887-RA	ENSGALG00000016674.6
OG0011344	Nana02888-RA	ENSGALG00000016673.6
OG0011345	Nana02984-RC	ENSGALG00000047621.1
OG0011346	Nana02985-RA	ENSGALG00000004363.6
OG0011348	Nana08817-RA	ENSGALG00000004555.5
OG0011349	Nana08820-RA	ENSGALG00000027330.3
OG0011350	Nana08829-RA	ENSGALG00000005616.7
OG0011351	Nana02994-RA	ENSGALG00000003904.7
OG0011352	Nana08832-RA	ENSGALG00000005672.6
OG0011353	Nana08835-RA	ENSGALG00000030613.2
OG0011354	Nana02837-RA	ENSGALG00000027096.3
OG0011355	Nana08837-RA	ENSGALG00000005725.7
OG0011356	Nana02832-RA	ENSGALG00000008811.6
OG0011357	Nana02828-RA	ENSGALG00000008778.6
OG0011358	Nana02813-RA	ENSGALG00000008760.7
OG0011359	Nana08845-RA	ENSGALG00000005802.6
OG0011360	Nana02810-RA	ENSGALG00000008757.5
OG0011361	Nana02809-RA	ENSGALG00000008756.4
OG0011362	Nana02804-RA	ENSGALG00000008734.6
OG0011363	Nana02776-RA	ENSGALG00000009042.6
OG0011364	Nana02732-RA	ENSGALG00000009169.6
OG0011365	Nana02718-RA	ENSGALG00000002191.5
OG0011366	Nana08873-RA	ENSGALG00000014381.7
OG0011367	Nana02714-RA	ENSGALG00000002203.6
OG0011368	Nana08875-RA	ENSGALG00000037494.2
OG0011369	Nana08882-RA	ENSGALG00000006160.6
OG0011370	Nana02700-RA	ENSGALG00000002457.6
OG0011371	Nana00991-RA	ENSGALG00000010014.4
OG0011372	Nana02696-RA	ENSGALG00000016985.6
OG0011373	Nana02694-RA	ENSGALG00000002528.6
OG0011374	Nana00982-RA	ENSGALG00000008627.5
OG0011375	Nana02686-RA	ENSGALG00000017035.6
OG0011376	Nana02685-RA	ENSGALG00000017034.6
OG0011377	Nana02682-RA	ENSGALG00000017033.6
OG0011378	Nana00978-RA	ENSGALG00000032029.3
OG0011379	Nana02677-RA	ENSGALG00000017026.5
OG0011380	Nana02675-RA	ENSGALG00000017025.4
OG0011381	Nana02673-RA	ENSGALG00000017023.7
OG0011382	Nana02672-RA	ENSGALG00000017022.6
OG0011383	Nana02788-RA	ENSGALG00000008716.5
OG0011384	Nana37617-RA	ENSGALG00000033138.2
OG0011385	Nana02763-RA	ENSGALG00000009020.7
OG0011386	Nana00963-RA	ENSGALG00000045514.2
OG0011387	Nana02759-RA	ENSGALG00000008996.7
OG0011388	Nana00962-RA	ENSGALG00000043290.2
OG0011389	Nana02756-RA	ENSGALG00000008947.6
OG0011390	Nana00958-RA	ENSGALG00000032273.2
OG0011391	Nana02755-RA	ENSGALG00000008918.5
OG0011392	Nana02754-RA	ENSGALG00000008907.6
OG0011393	Nana02742-RA	ENSGALG00000008845.6
OG0011394	Nana02975-RA	ENSGALG00000016996.7
OG0011395	Nana08693-RA	ENSGALG00000033405.2
OG0011396	Nana08691-RA, Nana08691-RB	ENSGALG00000041981.2
OG0011397	Nana02979-RA	ENSGALG00000016992.6
OG0011398	Nana08680-RA	ENSGALG00000033232.3
OG0011399	Nana08671-RA	ENSGALG00000007610.7
OG0011401	Nana08663-RA	ENSGALG00000007663.6
OG0011402	Nana08662-RA	ENSGALG00000017365.6
OG0011403	Nana08661-RA	ENSGALG00000007669.6
OG0011404	Nana08658-RA	ENSGALG00000037784.2
OG0011405	Nana08657-RA	ENSGALG00000002510.6
OG0011407	Nana08645-RA	ENSGALG00000002486.6
OG0011408	Nana08646-RA	ENSGALG00000049511.1
OG0011409	Nana02937-RA	ENSGALG00000016725.6
OG0011410	Nana08640-RA	ENSGALG00000003738.7
OG0011411	Nana08638-RA	ENSGALG00000003799.5
OG0011412	Nana02924-RA	ENSGALG00000016713.6
OG0011413	Nana02923-RA	ENSGALG00000044279.2
OG0011414	Nana08632-RA	ENSGALG00000003103.7
OG0011415	Nana08630-RA	ENSGALG00000002919.7
OG0011416	Nana02889-RA	ENSGALG00000016684.6
OG0011417	Nana02666-RA	ENSGALG00000017017.6
OG0011418	Nana02670-RA	ENSGALG00000017019.5
OG0011419	Nana02664-RA	ENSGALG00000017015.7
OG0011420	Nana02663-RA	ENSGALG00000016501.5
OG0011421	Nana08620-RA	ENSGALG00000028871.3
OG0011422	Nana02656-RA	ENSGALG00000016497.4
OG0011423	Nana02655-RA	ENSGALG00000037872.2
OG0011424	Nana08613-RA	ENSGALG00000001849.5
OG0011425	Nana02609-RA	ENSGALG00000016470.6
OG0011426	Nana02608-RA	ENSGALG00000016469.4
OG0011427	Nana02607-RA	ENSGALG00000016468.6
OG0011428	Nana02597-RA	ENSGALG00000016463.7
OG0011429	Nana08604-RB	ENSGALG00000000785.7
OG0011430	Nana08602-RA	ENSGALG00000041338.2
OG0011432	Nana08600-RA	ENSGALG00000035883.2
OG0011433	Nana08599-RA	ENSGALG00000002131.6
OG0011434	Nana02585-RA	ENSGALG00000042614.2
OG0011435	Nana08598-RA	ENSGALG00000050390.1
OG0011436	Nana08583-RA	ENSGALG00000002253.7
OG0011437	Nana02584-RA	ENSGALG00000016459.6
OG0011438	Nana02577-RA	ENSGALG00000016457.7
OG0011439	Nana02572-RA	ENSGALG00000016455.7
OG0011440	Nana08570-RA	ENSGALG00000050969.1
OG0011442	Nana02563-RA	ENSGALG00000016448.6
OG0011443	Nana02562-RA	ENSGALG00000016447.7
OG0011444	Nana08557-RA	ENSGALG00000003832.6
OG0011445	Nana08553-RA	ENSGALG00000003839.6
OG0011446	Nana02560-RA	ENSGALG00000016445.5
OG0011447	Nana08551-RA	ENSGALG00000004517.6
OG0011448	Nana02556-RA	ENSGALG00000016444.7
OG0011449	Nana08547-RA, Nana08547-RB	ENSGALG00000027695.3
OG0011451	Nana08524-RA	ENSGALG00000054430.1
OG0011452	Nana02538-RA	ENSGALG00000016424.6
OG0011453	Nana08517-RA	ENSGALG00000003948.7
OG0011454	Nana08511-RA	ENSGALG00000001459.6
OG0011455	Nana02530-RA	ENSGALG00000016412.4
OG0011456	Nana08510-RA	ENSGALG00000043825.2
OG0011457	Nana02519-RA	ENSGALG00000028709.3
OG0011458	Nana02515-RA	ENSGALG00000016400.5
OG0011459	Nana08509-RB, Nana08509-RA	ENSGALG00000043672.2
OG0011460	Nana02409-RA	ENSGALG00000016309.6
OG0011461	Nana02411-RB	ENSGALG00000016313.6
OG0011462	Nana08507-RA	ENSGALG00000042863.3
OG0011463	Nana02413-RA	ENSGALG00000016316.5
OG0011464	Nana08504-RA, Nana08504-RB	ENSGALG00000001642.6
OG0011465	Nana08503-RA	ENSGALG00000001655.7
OG0011466	Nana02425-RA	ENSGALG00000036189.2
OG0011467	Nana02610-RA	ENSGALG00000016477.6
OG0011468	Nana08494-RA	ENSGALG00000001709.6
OG0011469	Nana08491-RA	ENSGALG00000001753.6
OG0011470	Nana02624-RA	ENSGALG00000016476.7
OG0011471	Nana02625-RA	ENSGALG00000016479.5
OG0011472	Nana08488-RA	ENSGALG00000001945.6
OG0011473	Nana02628-RA	ENSGALG00000016481.7
OG0011474	Nana08487-RA	ENSGALG00000002016.6
OG0011475	Nana02634-RA	ENSGALG00000016486.6
OG0011476	Nana08482-RA, Nana08482-RB	ENSGALG00000004661.6
OG0011477	Nana02639-RA	ENSGALG00000016491.6
OG0011478	Nana08476-RA	ENSGALG00000004695.7
OG0011479	Nana08475-RA	ENSGALG00000004722.7
OG0011480	Nana08474-RA	ENSGALG00000026080.3
OG0011481	Nana08467-RA	ENSGALG00000004813.5
