Orthogroup	N_naja.pep	P_troglodytes.pep
OG0008998	Nana36573-RA, Nana36573-RB	ENSPTRG00000021402.7
OG0008999	Nana26645-RA	ENSPTRG00000005833.4
OG0009000	Nana37251-RA	ENSPTRG00000000302.4
OG0009001	Nana26649-RA	ENSPTRG00000005837.5
OG0009002	Nana39563-RA, Nana24239-RA	ENSPTRG00000006162.4
OG0009004	Nana26656-RA	ENSPTRG00000005840.6
OG0009005	Nana26655-RA	ENSPTRG00000047173.1
OG0009006	Nana34842-RA	ENSPTRG00000005586.6
OG0009007	Nana19690-RA	ENSPTRG00000002959.7
OG0009008	Nana26664-RA	ENSPTRG00000012146.6
OG0009009	Nana13522-RA	ENSPTRG00000013683.5
OG0009010	Nana19699-RA	ENSPTRG00000002957.5
OG0009011	Nana03746-RA	ENSPTRG00000015312.5
OG0009012	Nana17496-RA	ENSPTRG00000013179.6
OG0009013	Nana29818-RA, Nana29818-RB	ENSPTRG00000000495.7
OG0009014	Nana15085-RA	ENSPTRG00000001787.6
OG0009015	Nana34607-RA	ENSPTRG00000018917.5
OG0009016	Nana05958-RA	ENSPTRG00000006313.5
OG0009017	Nana28268-RA	ENSPTRG00000020176.7
OG0009018	Nana05956-RA	ENSPTRG00000030748.4
OG0009019	Nana16197-RA	ENSPTRG00000009918.5
OG0009020	Nana34838-RB	ENSPTRG00000005440.4
OG0009021	Nana19704-RA	ENSPTRG00000022767.3
OG0009022	Nana29828-RA	ENSPTRG00000000490.5
OG0009023	Nana16196-RA	ENSPTRG00000009917.6
OG0009024	Nana15087-RA	ENSPTRG00000001786.3
OG0009025	Nana16194-RA	ENSPTRG00000009916.6
OG0009026	Nana19706-RA	ENSPTRG00000002952.7
OG0009027	Nana28104-RA	ENSPTRG00000012212.5
OG0009028	Nana31062-RA	ENSPTRG00000010810.6
OG0009029	Nana15088-RA	ENSPTRG00000001785.6
OG0009030	Nana31072-RA	ENSPTRG00000010809.6
OG0009031	Nana05954-RA	ENSPTRG00000006320.5
OG0009032	Nana19707-RA	ENSPTRG00000002951.7
OG0009033	Nana33374-RA	ENSPTRG00000007513.6
OG0009034	Nana28806-RA	ENSPTRG00000004390.3
OG0009035	Nana16174-RA	ENSPTRG00000009912.6
OG0009036	Nana15090-RA	ENSPTRG00000001783.7
OG0009037	Nana33375-RA	ENSPTRG00000007512.5
OG0009038	Nana34830-RA	ENSPTRG00000005436.6
OG0009039	Nana33824-RC	ENSPTRG00000007638.4
OG0009040	Nana19708-RA	ENSPTRG00000002950.6
OG0009041	Nana31621-RA	ENSPTRG00000008396.5
OG0009042	Nana30870-RA	ENSPTRG00000010969.6
OG0009043	Nana16170-RA	ENSPTRG00000009906.6
OG0009044	Nana31653-RA	ENSPTRG00000008419.5
OG0009045	Nana28192-RA, Nana28191-RA	ENSPTRG00000020188.6
OG0009046	Nana30915-RA	ENSPTRG00000011144.7
OG0009047	Nana28194-RA	ENSPTRG00000044702.1
OG0009048	Nana03717-RA	ENSPTRG00000012404.5
OG0009049	Nana15097-RA	ENSPTRG00000001780.7
OG0009050	Nana03715-RA	ENSPTRG00000042156.2
OG0009051	Nana17217-RA	ENSPTRG00000020681.5
OG0009052	Nana36697-RA	ENSPTRG00000021289.5
OG0009053	Nana01396-RA	ENSPTRG00000044573.1, ENSPTRG00000018209.5
OG0009054	Nana05063-RA	ENSPTRG00000006937.5
OG0009055	Nana36700-RA	ENSPTRG00000021288.6
OG0009056	Nana05065-RA	ENSPTRG00000006936.5
OG0009057	Nana03521-RA	ENSPTRG00000012571.3
OG0009058	Nana03712-RA	ENSPTRG00000012399.6
OG0009059	Nana05068-RA	ENSPTRG00000006933.4
OG0009060	Nana31651-RA	ENSPTRG00000008415.5
OG0009061	Nana15101-RA	ENSPTRG00000001779.7
OG0009062	Nana31649-RA	ENSPTRG00000008414.4
OG0009063	Nana28783-RE	ENSPTRG00000004395.6
OG0009065	Nana15102-RA, Nana15102-RB	ENSPTRG00000001777.4
OG0009066	Nana28779-RA	ENSPTRG00000004396.3
OG0009067	Nana00435-RA	ENSPTRG00000019294.4, ENSPTRG00000044867.1
OG0009068	Nana21169-RA	ENSPTRG00000014752.6
OG0009069	Nana16162-RA	ENSPTRG00000009815.7
OG0009070	Nana06108-RA	ENSPTRG00000010166.5
OG0009071	Nana15104-RA	ENSPTRG00000001775.6
OG0009072	Nana19719-RA	ENSPTRG00000002944.4
OG0009073	Nana35088-RA	ENSPTRG00000005505.6
OG0009074	Nana05071-RA	ENSPTRG00000006928.3
OG0009075	Nana35091-RA	ENSPTRG00000005506.7
OG0009076	Nana16160-RA	ENSPTRG00000009818.5
OG0009077	Nana05073-RA	ENSPTRG00000006927.6
OG0009078	Nana15107-RB	ENSPTRG00000001773.6
OG0009079	Nana25131-RA	ENSPTRG00000005718.7
OG0009080	Nana16157-RA	ENSPTRG00000009822.5
OG0009081	Nana28760-RA	ENSPTRG00000004401.5
OG0009082	Nana19122-RA	ENSPTRG00000002543.6
OG0009083	Nana05076-RA	ENSPTRG00000006925.6
OG0009084	Nana28754-RA	ENSPTRG00000004403.3
OG0009085	Nana25127-RA	ENSPTRG00000047295.1
OG0009086	Nana35117-RA	ENSPTRG00000005510.4
OG0009087	Nana34668-RA, Nana35118-RA	ENSPTRG00000005511.6
OG0009088	Nana12022-RA	ENSPTRG00000017105.3
OG0009089	Nana12018-RA	ENSPTRG00000017107.6
OG0009090	Nana13280-RA	ENSPTRG00000013155.6
OG0009091	Nana35066-RC	ENSPTRG00000005499.5
OG0009092	Nana28739-RA	ENSPTRG00000004406.7
OG0009093	Nana13279-RA	ENSPTRG00000013156.3
OG0009094	Nana16152-RA	ENSPTRG00000009825.6
OG0009095	Nana34629-RA	ENSPTRG00000007525.3
OG0009096	Nana05080-RA	ENSPTRG00000023028.5
OG0009097	Nana30260-RA	ENSPTRG00000000603.6
OG0009098	Nana18987-RC	ENSPTRG00000002664.4
OG0009099	Nana16141-RA	ENSPTRG00000009828.5
OG0009100	Nana30275-RA	ENSPTRG00000047442.1
OG0009101	Nana18905-RA	ENSPTRG00000002537.7
OG0009102	Nana29206-RA	ENSPTRG00000002291.7
OG0009103	Nana16140-RA	ENSPTRG00000009829.5
OG0009104	Nana28374-RA	ENSPTRG00000012111.4
OG0009105	Nana18906-RA	ENSPTRG00000002536.6
OG0009106	Nana05084-RA	ENSPTRG00000006919.6
OG0009107	Nana29097-RA	ENSPTRG00000004776.5
OG0009108	Nana25102-RA	ENSPTRG00000005729.5
OG0009109	Nana12012-RA	ENSPTRG00000017112.6
OG0009110	Nana18825-RB	ENSPTRG00000002534.7
OG0009111	Nana25094-RA	ENSPTRG00000005733.5
OG0009112	Nana36779-RA	ENSPTRG00000021319.2
OG0009113	Nana36954-RA	ENSPTRG00000021604.4
OG0009114	Nana12011-RA	ENSPTRG00000045376.1
OG0009115	Nana21996-RA	ENSPTRG00000014702.3
OG0009116	Nana25083-RA	ENSPTRG00000005736.5
OG0009118	Nana21985-RA	ENSPTRG00000014701.6
OG0009119	Nana15122-RA	ENSPTRG00000001763.4
OG0009121	Nana21984-RA	ENSPTRG00000014700.6
OG0009122	Nana25576-RA	ENSPTRG00000004024.5
OG0009123	Nana05093-RA	ENSPTRG00000006916.6
OG0009124	Nana13272-RA	ENSPTRG00000013145.6
OG0009126	Nana11990-RA	ENSPTRG00000017115.3
OG0009127	Nana28719-RA	ENSPTRG00000004501.6
OG0009128	Nana05096-RA	ENSPTRG00000010952.5
OG0009129	Nana13264-RA	ENSPTRG00000023071.6
OG0009130	Nana11974-RA	ENSPTRG00000017122.4
OG0009131	Nana15126-RA	ENSPTRG00000001761.5
OG0009132	Nana16125-RA	ENSPTRG00000009844.6
OG0009133	Nana39498-RA, Nana39498-RB	ENSPTRG00000006180.5
OG0009134	Nana00683-RA	ENSPTRG00000011754.4
OG0009135	Nana28716-RA	ENSPTRG00000004495.6
OG0009136	Nana14133-RA	ENSPTRG00000044522.1
OG0009137	Nana11972-RA	ENSPTRG00000017126.6
OG0009138	Nana11970-RB	ENSPTRG00000017128.4
OG0009139	Nana30128-RA	ENSPTRG00000000396.5
OG0009140	Nana05100-RA	ENSPTRG00000006912.7
OG0009141	Nana28715-RB	ENSPTRG00000050904.1
OG0009142	Nana15130-RA	ENSPTRG00000001759.6, ENSPTRG00000049775.1
OG0009143	Nana16130-RA	ENSPTRG00000009839.6
OG0009144	Nana14132-RA	ENSPTRG00000001901.5
OG0009145	Nana15131-RA	ENSPTRG00000001758.7
OG0009147	Nana05104-RA	ENSPTRG00000006909.4
OG0009148	Nana16134-RA	ENSPTRG00000009834.6
OG0009149	Nana05105-RA	ENSPTRG00000006908.4
OG0009150	Nana30132-RA	ENSPTRG00000051037.1
OG0009151	Nana14124-RA	ENSPTRG00000001905.6
OG0009152	Nana28712-RC	ENSPTRG00000004493.6
OG0009153	Nana11961-RA	ENSPTRG00000017135.6
OG0009154	Nana31580-RA	ENSPTRG00000008118.7
OG0009156	Nana14119-RA	ENSPTRG00000001908.6
OG0009157	Nana28709-RA	ENSPTRG00000004492.5
OG0009158	Nana25504-RA	ENSPTRG00000049905.1
OG0009159	Nana13132-RA	ENSPTRG00000008122.5
OG0009160	Nana00746-RA	ENSPTRG00000020105.4
OG0009161	Nana31616-RA	ENSPTRG00000008123.6
OG0009162	Nana14114-RA	ENSPTRG00000048926.1
OG0009163	Nana16135-RA	ENSPTRG00000009833.3
OG0009164	Nana25490-RA	ENSPTRG00000004040.5
OG0009165	Nana14110-RA	ENSPTRG00000022821.5
OG0009166	Nana11957-RA	ENSPTRG00000017140.6
OG0009167	Nana29975-RA	ENSPTRG00000024371.4
OG0009168	Nana29976-RA	ENSPTRG00000000531.6
OG0009169	Nana25485-RA	ENSPTRG00000004083.6
OG0009170	Nana16076-RA	ENSPTRG00000009883.6
OG0009171	Nana16075-RA	ENSPTRG00000009884.6
OG0009172	Nana39040-RA	ENSPTRG00000004085.5
OG0009173	Nana34818-RA	ENSPTRG00000005561.5
OG0009174	Nana25521-RA	ENSPTRG00000004061.6
OG0009175	Nana34817-RA	ENSPTRG00000005563.6
OG0009176	Nana16072-RA	ENSPTRG00000009885.6
OG0009177	Nana14097-RA	ENSPTRG00000001913.7
OG0009178	Nana31111-RA	ENSPTRG00000008159.5
OG0009179	Nana11951-RA	ENSPTRG00000017145.5
OG0009180	Nana15778-RA	ENSPTRG00000017690.6
OG0009181	Nana11950-RA	ENSPTRG00000017146.6
OG0009182	Nana03465-RA, Nana03465-RB	ENSPTRG00000012600.6
OG0009183	Nana36916-RA	ENSPTRG00000021162.6
OG0009184	Nana36933-RA	ENSPTRG00000021274.5
OG0009185	Nana16070-RA	ENSPTRG00000009886.6
OG0009186	Nana33966-RA	ENSPTRG00000009182.6
OG0009187	Nana11948-RA	ENSPTRG00000017150.3
OG0009188	Nana11947-RA	ENSPTRG00000049062.1
OG0009189	Nana32401-RA	ENSPTRG00000044206.1
OG0009190	Nana14092-RA	ENSPTRG00000001916.2
OG0009191	Nana06012-RA	ENSPTRG00000010648.5
OG0009192	Nana11946-RA	ENSPTRG00000017152.5
OG0009193	Nana36935-RA	ENSPTRG00000021273.2
OG0009194	Nana11944-RA	ENSPTRG00000017153.4
OG0009195	Nana36938-RA	ENSPTRG00000048665.1, ENSPTRG00000021272.7
OG0009196	Nana32405-RA	ENSPTRG00000022232.7
OG0009197	Nana16057-RA	ENSPTRG00000047238.1
OG0009198	Nana08214-RA	ENSPTRG00000014579.6
OG0009199	Nana34810-RA	ENSPTRG00000005569.5
OG0009200	Nana14086-RA	ENSPTRG00000001921.4
OG0009201	Nana31828-RA	ENSPTRG00000008274.5
OG0009202	Nana21128-RA	ENSPTRG00000002072.3
OG0009203	Nana21126-RA	ENSPTRG00000002070.4
OG0009204	Nana21123-RA	ENSPTRG00000002068.6
OG0009205	Nana11937-RA	ENSPTRG00000017159.4
OG0009206	Nana21122-RA	ENSPTRG00000002067.6
OG0009207	Nana11933-RA	ENSPTRG00000017162.7
OG0009208	Nana33700-RA	ENSPTRG00000007625.5
OG0009209	Nana24256-RA	ENSPTRG00000006193.5
OG0009210	Nana17138-RA	ENSPTRG00000020714.5
OG0009211	Nana16051-RA	ENSPTRG00000010094.5
OG0009212	Nana33696-RA	ENSPTRG00000045515.1
OG0009213	Nana34801-RA	ENSPTRG00000005574.6
OG0009214	Nana21207-RA	ENSPTRG00000014758.3
OG0009215	Nana03534-RA	ENSPTRG00000012561.7
OG0009216	Nana36477-RC	ENSPTRG00000021387.7
OG0009217	Nana26779-RA	ENSPTRG00000005186.7
OG0009218	Nana08874-RA	ENSPTRG00000017279.2
OG0009219	Nana31142-RB	ENSPTRG00000008144.6
OG0009220	Nana03477-RC	ENSPTRG00000012594.6
OG0009221	Nana31429-RA	ENSPTRG00000010778.4
OG0009222	Nana00616-RA	ENSPTRG00000039357.2
OG0009223	Nana31469-RA	ENSPTRG00000008089.5
OG0009224	Nana26771-RA	ENSPTRG00000042857.1
OG0009225	Nana25587-RB	ENSPTRG00000003200.6
OG0009226	Nana26904-RA	ENSPTRG00000005196.6
OG0009227	Nana16043-RA	ENSPTRG00000029284.5
OG0009228	Nana04944-RA	ENSPTRG00000006478.6
OG0009229	Nana11913-RA	ENSPTRG00000017168.5
OG0009230	Nana13519-RA, Nana03681-RA	ENSPTRG00000003202.6
OG0009231	Nana26906-RA	ENSPTRG00000005200.6
OG0009232	Nana18423-RA	ENSPTRG00000015960.6
OG0009233	Nana34074-RA	ENSPTRG00000034459.3
OG0009234	Nana35319-RA	ENSPTRG00000005640.3
OG0009235	Nana16037-RA	ENSPTRG00000010099.3
OG0009236	Nana11909-RA	ENSPTRG00000017170.5
OG0009237	Nana34085-RA	ENSPTRG00000007789.7
OG0009238	Nana04936-RA	ENSPTRG00000006472.7
OG0009239	Nana34087-RA	ENSPTRG00000007791.6
OG0009240	Nana26911-RA	ENSPTRG00000005205.6
OG0009241	Nana34090-RA	ENSPTRG00000007610.4
OG0009242	Nana11899-RA	ENSPTRG00000017175.6
OG0009243	Nana02399-RA	ENSPTRG00000018297.4
OG0009244	Nana31453-RA	ENSPTRG00000008080.4
OG0009245	Nana04934-RA	ENSPTRG00000006466.3
OG0009246	Nana11897-RA	ENSPTRG00000028644.5
OG0009247	Nana04933-RA	ENSPTRG00000006467.3
OG0009248	Nana31452-RA	ENSPTRG00000008079.5
OG0009249	Nana26914-RA	ENSPTRG00000005207.5
OG0009250	Nana27847-RA	ENSPTRG00000019687.6
OG0009251	Nana02395-RA	ENSPTRG00000018300.2
OG0009252	Nana02391-RA	ENSPTRG00000018302.6
OG0009253	Nana16001-RA	ENSPTRG00000010109.4
OG0009254	Nana31449-RA	ENSPTRG00000008078.3
OG0009255	Nana35300-RA	ENSPTRG00000005643.6
OG0009256	Nana08779-RA	ENSPTRG00000017447.6
OG0009257	Nana16000-RA	ENSPTRG00000010110.5
OG0009258	Nana11890-RA	ENSPTRG00000017180.6
OG0009259	Nana31275-RA	ENSPTRG00000045874.1
OG0009260	Nana18563-RA	ENSPTRG00000015970.5
OG0009261	Nana11888-RA	ENSPTRG00000017181.6
OG0009262	Nana31262-RA	ENSPTRG00000008380.5
OG0009264	Nana04928-RA	ENSPTRG00000006463.4
OG0009265	Nana15997-RA	ENSPTRG00000010113.6
OG0009266	Nana26916-RA	ENSPTRG00000022651.3
OG0009267	Nana31260-RA	ENSPTRG00000008383.6
OG0009268	Nana08777-RA	ENSPTRG00000017452.5
OG0009269	Nana04927-RA	ENSPTRG00000006462.3
OG0009270	Nana11884-RA	ENSPTRG00000017183.6
OG0009271	Nana15993-RA	ENSPTRG00000010115.6
OG0009272	Nana03494-RA	ENSPTRG00000012586.6
OG0009273	Nana35273-RA	ENSPTRG00000005650.5
OG0009274	Nana04926-RA	ENSPTRG00000006461.4
OG0009275	Nana15978-RA	ENSPTRG00000010120.5
OG0009276	Nana35271-RA	ENSPTRG00000005661.6
OG0009277	Nana15970-RA	ENSPTRG00000010121.5
OG0009278	Nana30848-RA	ENSPTRG00000010886.3
OG0009279	Nana15969-RA	ENSPTRG00000010123.6
OG0009280	Nana04925-RA	ENSPTRG00000006460.5
OG0009281	Nana30842-RA	ENSPTRG00000011198.5
OG0009282	Nana21255-RA	ENSPTRG00000019914.6
OG0009283	Nana30839-RA	ENSPTRG00000011197.5
OG0009284	Nana31252-RA	ENSPTRG00000008391.4
OG0009285	Nana04922-RA	ENSPTRG00000006457.5
OG0009286	Nana30837-RA	ENSPTRG00000011194.4
OG0009287	Nana15966-RA	ENSPTRG00000010125.4
OG0009288	Nana08766-RA	ENSPTRG00000017464.4
OG0009289	Nana35260-RA	ENSPTRG00000005657.4
OG0009290	Nana31239-RA	ENSPTRG00000008395.5
OG0009291	Nana21260-RA	ENSPTRG00000019919.6
OG0009293	Nana08763-RA	ENSPTRG00000017469.7
OG0009294	Nana21269-RA	ENSPTRG00000047803.1
OG0009295	Nana08762-RA	ENSPTRG00000017470.6
OG0009296	Nana15938-RA	ENSPTRG00000010138.3
OG0009297	Nana31232-RA	ENSPTRG00000008259.5
OG0009298	Nana15937-RA	ENSPTRG00000051001.1
OG0009299	Nana15936-RA	ENSPTRG00000010139.6
OG0009300	Nana15930-RA	ENSPTRG00000017788.6
OG0009301	Nana08757-RA	ENSPTRG00000017474.5
OG0009302	Nana31227-RB	ENSPTRG00000008260.6
OG0009303	Nana08756-RA	ENSPTRG00000052146.1
OG0009304	Nana15928-RA	ENSPTRG00000017787.6
OG0009305	Nana00118-RA	ENSPTRG00000008941.6
OG0009306	Nana31213-RA	ENSPTRG00000008267.5
OG0009307	Nana31207-RA	ENSPTRG00000008264.6
OG0009308	Nana08748-RA	ENSPTRG00000017480.5
OG0009309	Nana15922-RA	ENSPTRG00000017782.6
OG0009310	Nana15919-RA	ENSPTRG00000017780.6
OG0009311	Nana33985-RA	ENSPTRG00000007725.5
OG0009312	Nana23541-RA	ENSPTRG00000048927.1
OG0009314	Nana31317-RA	ENSPTRG00000008190.5
OG0009315	Nana15916-RA	ENSPTRG00000017776.7
OG0009316	Nana21286-RA	ENSPTRG00000002240.5
OG0009317	Nana15914-RA	ENSPTRG00000017774.7
OG0009318	Nana15912-RA	ENSPTRG00000017772.5
OG0009319	Nana15911-RA	ENSPTRG00000017770.5
OG0009320	Nana11197-RA	ENSPTRG00000021233.7
OG0009321	Nana15895-RA	ENSPTRG00000029832.4
OG0009322	Nana15880-RA	ENSPTRG00000017761.5
OG0009324	Nana15869-RA	ENSPTRG00000017757.7
OG0009325	Nana15867-RA	ENSPTRG00000017755.4
OG0009326	Nana23517-RA	ENSPTRG00000007925.4
OG0009327	Nana34732-RA	ENSPTRG00000005416.5
OG0009328	Nana11188-RA	ENSPTRG00000020138.6
OG0009329	Nana00680-RA	ENSPTRG00000011756.6
OG0009330	Nana21324-RA	ENSPTRG00000002415.7
OG0009331	Nana11185-RA	ENSPTRG00000020143.5
OG0009332	Nana15862-RA	ENSPTRG00000049899.1, ENSPTRG00000017737.5
OG0009333	Nana30984-RA	ENSPTRG00000008183.6
OG0009334	Nana11184-RA	ENSPTRG00000020145.5
OG0009335	Nana23509-RA	ENSPTRG00000007674.6
OG0009336	Nana15856-RA	ENSPTRG00000017742.6
OG0009338	Nana30875-RA	ENSPTRG00000010964.3
OG0009339	Nana27555-RA	ENSPTRG00000004733.5
OG0009340	Nana11118-RA	ENSPTRG00000043949.1, ENSPTRG00000019804.5
OG0009341	Nana13706-RB	ENSPTRG00000013500.6
OG0009342	Nana05883-RA	ENSPTRG00000006371.5
OG0009343	Nana11179-RA	ENSPTRG00000020134.5
OG0009344	Nana05876-RA	ENSPTRG00000006373.5
OG0009345	Nana15848-RA	ENSPTRG00000023743.5
OG0009346	Nana05875-RA	ENSPTRG00000006375.5
OG0009347	Nana03822-RA	ENSPTRG00000012422.6
OG0009348	Nana11112-RA	ENSPTRG00000004571.6
OG0009349	Nana15846-RA	ENSPTRG00000039250.2
OG0009350	Nana13705-RA	ENSPTRG00000013501.6
OG0009351	Nana11178-RA	ENSPTRG00000019968.5
OG0009353	Nana11172-RA	ENSPTRG00000019969.6
OG0009354	Nana03826-RA	ENSPTRG00000046940.1
OG0009355	Nana15841-RA	ENSPTRG00000017750.5
OG0009356	Nana11171-RA	ENSPTRG00000050102.1
OG0009357	Nana05866-RA	ENSPTRG00000048155.1, ENSPTRG00000006386.4
OG0009358	Nana11109-RA	ENSPTRG00000004576.6
OG0009359	Nana21346-RA	ENSPTRG00000002410.7
OG0009360	Nana11161-RA	ENSPTRG00000020129.6
OG0009361	Nana11159-RA	ENSPTRG00000016673.4
OG0009362	Nana11156-RA	ENSPTRG00000016084.6
OG0009363	Nana03829-RA	ENSPTRG00000012895.5
OG0009364	Nana03831-RA	ENSPTRG00000012896.5
OG0009365	Nana11155-RA	ENSPTRG00000049168.1
OG0009366	Nana13702-RA	ENSPTRG00000013503.5
OG0009367	Nana11154-RA	ENSPTRG00000023347.2
OG0009368	Nana21353-RA	ENSPTRG00000002406.7
OG0009369	Nana15833-RA	ENSPTRG00000051423.1
OG0009370	Nana09773-RA	ENSPTRG00000009592.3
OG0009371	Nana09783-RA	ENSPTRG00000009590.6
OG0009372	Nana11105-RA	ENSPTRG00000004579.7
OG0009373	Nana09785-RA	ENSPTRG00000009589.6
OG0009375	Nana11149-RA	ENSPTRG00000020131.6
OG0009376	Nana13700-RA	ENSPTRG00000013472.3
OG0009377	Nana11147-RA	ENSPTRG00000016088.5
OG0009378	Nana13697-RA	ENSPTRG00000013474.5
OG0009379	Nana21361-RA	ENSPTRG00000002395.6
OG0009380	Nana21365-RA	ENSPTRG00000002400.3
OG0009381	Nana21369-RA	ENSPTRG00000002389.4
OG0009382	Nana15622-RA	ENSPTRG00000016742.5
OG0009383	Nana15621-RA	ENSPTRG00000016741.4
OG0009384	Nana06103-RA	ENSPTRG00000010163.5
OG0009385	Nana15618-RA	ENSPTRG00000016739.4
OG0009386	Nana36642-RA	ENSPTRG00000021299.7
OG0009387	Nana11098-RA	ENSPTRG00000004585.6
OG0009388	Nana30877-RB, Nana30877-RA	ENSPTRG00000010961.6
OG0009389	Nana34726-RA	ENSPTRG00000005421.6
OG0009390	Nana36342-RA	ENSPTRG00000001475.6
OG0009391	Nana37155-RA	ENSPTRG00000000062.5
OG0009392	Nana33692-RA	ENSPTRG00000007621.6
OG0009393	Nana26075-RA	ENSPTRG00000012273.5
OG0009394	Nana17512-RA	ENSPTRG00000042535.2
OG0009395	Nana26076-RA	ENSPTRG00000012274.3
OG0009397	Nana32415-RA	ENSPTRG00000022226.5
OG0009398	Nana32625-RA	ENSPTRG00000022212.6
OG0009399	Nana31088-RA	ENSPTRG00000008350.4
OG0009400	Nana10756-RA	ENSPTRG00000010460.4
OG0009401	Nana29871-RA	ENSPTRG00000047980.1
OG0009402	Nana39445-RA	ENSPTRG00000015725.6
OG0009403	Nana21396-RA	ENSPTRG00000002379.7
OG0009404	Nana37577-RA	ENSPTRG00000016031.6
OG0009405	Nana18611-RA	ENSPTRG00000016034.3
OG0009406	Nana29874-RA	ENSPTRG00000000549.4
OG0009407	Nana36541-RA	ENSPTRG00000045021.1, ENSPTRG00000051341.1
OG0009408	Nana01507-RA	ENSPTRG00000002175.5
OG0009409	Nana29730-RA	ENSPTRG00000000551.5
OG0009410	Nana29730-RB	ENSPTRG00000000557.5
OG0009411	Nana15595-RA	ENSPTRG00000017703.6
OG0009413	Nana21409-RA	ENSPTRG00000002372.7
OG0009414	Nana35616-RA	ENSPTRG00000047745.1, ENSPTRG00000044235.1
OG0009415	Nana30744-RA	ENSPTRG00000049914.1, ENSPTRG00000010929.6
OG0009416	Nana32463-RA	ENSPTRG00000022369.6
OG0009417	Nana30746-RA	ENSPTRG00000010930.6, ENSPTRG00000048885.1
OG0009418	Nana01497-RA	ENSPTRG00000030083.4
OG0009419	Nana21420-RA	ENSPTRG00000002368.4
OG0009420	Nana15589-RA	ENSPTRG00000021180.6
OG0009421	Nana32498-RA	ENSPTRG00000022353.7
OG0009422	Nana32640-RA	ENSPTRG00000052314.1
OG0009423	Nana05989-RA	ENSPTRG00000006300.6
OG0009424	Nana29737-RA	ENSPTRG00000000560.4
OG0009425	Nana29738-RA	ENSPTRG00000000561.3
OG0009426	Nana15585-RA	ENSPTRG00000021177.6
OG0009427	Nana36797-RA	ENSPTRG00000021543.4
OG0009428	Nana31017-RA	ENSPTRG00000008230.4
OG0009429	Nana31426-RA	ENSPTRG00000010779.4
OG0009430	Nana08740-RA	ENSPTRG00000017551.6
OG0009431	Nana15583-RA	ENSPTRG00000009977.6
OG0009432	Nana28365-RA	ENSPTRG00000020100.6
OG0009434	Nana11216-RA	ENSPTRG00000021166.7
OG0009435	Nana18595-RA	ENSPTRG00000016048.5
OG0009436	Nana25021-RA	ENSPTRG00000005772.4
OG0009437	Nana30282-RA	ENSPTRG00000000601.7
OG0009438	Nana14678-RA	ENSPTRG00000000838.5
OG0009439	Nana25515-RA	ENSPTRG00000047842.1
OG0009440	Nana18593-RA	ENSPTRG00000016053.5
OG0009441	Nana14676-RA	ENSPTRG00000000837.7
OG0009442	Nana16340-RA	ENSPTRG00000051855.1
OG0009443	Nana14675-RA	ENSPTRG00000043837.1
OG0009444	Nana15579-RA	ENSPTRG00000021234.6
OG0009445	Nana18589-RA	ENSPTRG00000016058.4
OG0009446	Nana21540-RA	ENSPTRG00000002349.6
OG0009447	Nana14672-RA	ENSPTRG00000000832.6
OG0009448	Nana11204-RA	ENSPTRG00000021175.5
OG0009450	Nana19322-RA	ENSPTRG00000002741.6
OG0009451	Nana30905-RA, Nana30905-RB	ENSPTRG00000011150.6
OG0009452	Nana16319-RA	ENSPTRG00000020254.5
OG0009453	Nana19337-RA	ENSPTRG00000002747.5
OG0009454	Nana34126-RA	ENSPTRG00000007831.6
OG0009455	Nana19338-RA	ENSPTRG00000041574.2
OG0009456	Nana04571-RA	ENSPTRG00000047122.1
OG0009457	Nana16313-RA	ENSPTRG00000020249.5
OG0009458	Nana34169-RB, Nana34169-RA	ENSPTRG00000007834.6
OG0009459	Nana04577-RA	ENSPTRG00000003376.6
OG0009460	Nana16312-RA	ENSPTRG00000038846.2
OG0009461	Nana04579-RA	ENSPTRG00000003379.2
OG0009462	Nana19346-RA	ENSPTRG00000002777.6
OG0009463	Nana16307-RA	ENSPTRG00000020245.4
OG0009464	Nana19347-RA	ENSPTRG00000002776.5
OG0009465	Nana27717-RA	ENSPTRG00000002278.6
OG0009467	Nana27723-RA	ENSPTRG00000002276.5
OG0009468	Nana19349-RA	ENSPTRG00000002775.7
OG0009469	Nana03546-RA	ENSPTRG00000012553.3
OG0009470	Nana21485-RA	ENSPTRG00000002330.5
OG0009471	Nana03548-RA	ENSPTRG00000012550.3
OG0009472	Nana15567-RA	ENSPTRG00000016706.7
OG0009473	Nana19359-RA	ENSPTRG00000002771.4
OG0009474	Nana15566-RA	ENSPTRG00000046893.1
OG0009475	Nana19362-RA	ENSPTRG00000002770.6
OG0009476	Nana21482-RA	ENSPTRG00000002327.7
OG0009477	Nana27727-RA	ENSPTRG00000002273.6
OG0009478	Nana19363-RA	ENSPTRG00000002769.7
OG0009479	Nana33061-RB, Nana33061-RE	ENSPTRG00000007406.5
OG0009480	Nana33064-RA	ENSPTRG00000007405.5
OG0009481	Nana19367-RA	ENSPTRG00000002767.5
OG0009482	Nana21473-RA	ENSPTRG00000002321.2
OG0009483	Nana15194-RA	ENSPTRG00000001739.6
OG0009484	Nana21471-RA	ENSPTRG00000002320.6
OG0009485	Nana35692-RA	ENSPTRG00000030373.3
OG0009486	Nana19374-RA	ENSPTRG00000002763.5
OG0009487	Nana02202-RA	ENSPTRG00000018432.6
OG0009488	Nana15207-RA	ENSPTRG00000001732.7
