Orthogroup	N_naja.pep	P_Mucros.pep
OG0009501	Nana31658-RA	XP_015666034.1
OG0009502	Nana20695-RA	XP_015684778.1
OG0009503	Nana20691-RA	XP_015677890.2
OG0009504	Nana04464-RA	XP_015679800.1
OG0009505	Nana37564-RA	XP_015681835.1
OG0009506	Nana33754-RA	XP_015687207.1
OG0009507	Nana27775-RA	XP_029141439.1
OG0009508	Nana34723-RA	XP_015671279.1
OG0009509	Nana15265-RA	XP_015687523.1
OG0009510	Nana04472-RA	XP_029141371.1
OG0009511	Nana21452-RA	XP_029139145.1
OG0009512	Nana15262-RA	XP_015687522.1
OG0009513	Nana04496-RA	"XP_015667904.1, XP_015667830.1"
OG0009514	Nana06627-RA	XP_015685881.1
OG0009515	Nana15261-RA	XP_015687488.1
OG0009516	Nana09963-RA	XP_015672712.1
OG0009518	Nana36740-RA	XP_015687145.1
OG0009519	"Nana35958-RB, Nana35958-RA"	XP_015678309.1
OG0009520	Nana09959-RA	XP_015670900.1
OG0009521	Nana29069-RA	XP_015668426.1
OG0009522	Nana27822-RB	XP_015683525.1
OG0009523	Nana02731-RA	XP_015682214.1
OG0009524	Nana36043-RA	XP_015681550.1
OG0009526	Nana05922-RA	XP_015673261.1
OG0009528	Nana04142-RA	XP_015677259.1
OG0009529	Nana01048-RA	XP_015668593.1
OG0009530	Nana36977-RA	XP_015681608.1
OG0009531	Nana35820-RA	XP_029141788.1
OG0009532	Nana05925-RA	XP_029140306.1
OG0009533	Nana22212-RA	XP_029141357.1
OG0009534	Nana22215-RA	XP_015678397.1
OG0009535	Nana35813-RA	XP_015680821.1
OG0009536	Nana06152-RA	XP_015665421.1
OG0009537	Nana33959-RA	XP_029140573.1
OG0009538	Nana33048-RA	XP_015682537.1
OG0009539	Nana09000-RA	XP_015676496.1
OG0009540	Nana33958-RA	XP_015674763.1
OG0009541	Nana15255-RA	XP_015671299.1
OG0009542	"Nana33050-RC, Nana33050-RB"	XP_015682538.1
OG0009543	Nana20664-RA	XP_015677001.1
OG0009544	Nana15253-RA	XP_015671298.1
OG0009545	"Nana11430-RB, Nana11430-RA"	XP_015681774.1
OG0009546	Nana27449-RA	XP_015678873.1
OG0009547	Nana20663-RA	XP_015676951.1
OG0009548	"Nana30641-RA, Nana30641-RB"	XP_015674002.2
OG0009549	Nana21437-RA	XP_029138914.1
OG0009550	Nana34176-RA	XP_015681885.1
OG0009551	Nana11427-RA	XP_015680927.1
OG0009552	Nana09932-RA	XP_015679680.1
OG0009553	Nana34030-RA	XP_015674679.1
OG0009554	Nana05724-RA	XP_015668725.1
OG0009555	Nana11423-RA	XP_015686550.1
OG0009556	Nana32585-RA	XP_015687913.1
OG0009557	Nana15249-RA	XP_029140434.1
OG0009558	Nana16297-RA	XP_015673422.1
OG0009559	Nana00230-RA	XP_015681453.1
OG0009560	Nana00529-RC	XP_015674358.1
OG0009561	Nana04945-RA	XP_015669572.1
OG0009562	Nana14981-RA	XP_015679429.1
OG0009563	Nana08998-RA	XP_015674150.1
OG0009564	Nana08994-RA	XP_015674153.1
OG0009565	Nana16289-RA	XP_015673544.1
OG0009566	"Nana00484-RA, Nana00482-RA"	XP_015676902.1
OG0009567	Nana23653-RA	"XP_015665732.1, XP_029138968.1"
OG0009568	"Nana08992-RB, Nana08992-RA"	XP_015674152.1
OG0009569	Nana09922-RA	XP_015678278.1
OG0009570	Nana28226-RA	XP_015673449.1
OG0009571	Nana09920-RA	XP_015678279.1
OG0009572	Nana23651-RA	"XP_015665733.1, XP_029138970.1"
OG0009573	Nana05916-RA	XP_015686636.1
OG0009574	Nana04951-RA	XP_015675507.1
OG0009575	Nana09913-RA	XP_015670237.1
OG0009576	Nana32167-RA	XP_015674278.1
OG0009577	Nana15766-RA	XP_015671357.1
OG0009578	Nana00612-RA	XP_015668298.1
OG0009579	Nana16287-RA	XP_015671105.1
OG0009580	Nana04952-RA	XP_015675508.1
OG0009582	"Nana05720-RB, Nana05720-RA"	XP_015668717.1
OG0009583	Nana14974-RA	XP_015679478.1
OG0009584	Nana04955-RA	XP_015675509.1
OG0009585	Nana08534-RA	XP_015675493.1
OG0009586	Nana15364-RA	XP_015679924.1
OG0009587	Nana16680-RA	XP_029139486.1
OG0009588	Nana21595-RA	XP_029139099.1
OG0009589	Nana33733-RA	XP_015687224.1
OG0009590	"Nana14972-RB, Nana14972-RA"	XP_015679489.1
OG0009591	Nana16286-RA	XP_029139900.1
OG0009592	Nana33728-RA	XP_029143089.1
OG0009593	Nana31775-RB	XP_015666919.1
OG0009594	Nana08532-RA	XP_029140730.1
OG0009595	Nana21596-RA	XP_015667057.1
OG0009596	Nana31774-RA	XP_029139061.1
OG0009597	Nana00495-RA	XP_015673352.1
OG0009598	Nana33725-RA	XP_029143090.1
OG0009599	Nana16677-RA	XP_015668805.1
OG0009600	Nana34753-RA	XP_015670927.2
OG0009601	Nana15224-RA	XP_015666744.1
OG0009602	Nana05708-RA	XP_015671143.1
OG0009603	Nana09905-RA	XP_015670235.1
OG0009604	Nana20651-RA	XP_015669414.1
OG0009605	Nana04165-RA	XP_015677263.1
OG0009607	Nana00119-RA	XP_015683854.2
OG0009608	Nana15551-RA	XP_015674305.1
OG0009609	Nana15218-RA	XP_015666745.1
OG0009610	Nana15552-RA	XP_015674306.1
OG0009611	Nana00497-RA	XP_015673348.1
OG0009613	Nana04168-RA	XP_015677262.1
OG0009614	Nana33722-RA	XP_029143086.1
OG0009615	Nana20617-RA	XP_015670422.1
OG0009616	Nana39364-RA	XP_015683305.1
OG0009617	Nana15217-RA	XP_015666747.1
OG0009618	"Nana23744-RB, Nana23744-RA"	XP_015665998.1
OG0009619	Nana15371-RA	XP_015685916.1
OG0009620	Nana05706-RA	XP_015671145.1
OG0009621	Nana23743-RA	"XP_015666022.1, XP_015684397.1"
OG0009622	Nana15215-RA	XP_015666739.1
OG0009623	Nana04174-RA	XP_015672031.1
OG0009624	"Nana27641-RA, Nana27641-RB"	XP_015684253.1
OG0009625	Nana32701-RA	XP_029138768.1
OG0009626	Nana23630-RA	"XP_015676700.1, XP_015665710.1"
OG0009627	Nana04176-RA	XP_015671952.1
OG0009628	Nana16270-RA	XP_015675613.1
OG0009629	Nana15214-RA	XP_015666748.2
OG0009630	Nana05697-RA	XP_015683768.1
OG0009631	Nana20614-RA	XP_015670419.1
OG0009632	Nana16264-RA	XP_029140725.1
OG0009633	Nana15210-RA	XP_015666750.1
OG0009634	Nana20610-RA	XP_015670421.2
OG0009635	Nana05696-RA	XP_029142264.1
OG0009636	Nana15209-RA	XP_029139030.1
OG0009637	Nana15370-RA	XP_015685974.1
OG0009638	Nana09897-RA	XP_029139758.1
OG0009639	Nana15208-RA	XP_015666740.1
OG0009640	Nana16256-RA	XP_015677413.1
OG0009641	Nana34746-RA	XP_029139934.1
OG0009642	Nana34336-RA	XP_015683555.1
OG0009643	Nana15372-RA	XP_015685906.1
OG0009644	Nana20609-RA	XP_015670418.1
OG0009645	Nana09892-RA	XP_015670223.1
OG0009646	Nana04181-RA	XP_029140065.1
OG0009647	"Nana27602-RA, Nana27602-RB"	XP_015682645.2
OG0009648	Nana34334-RA	XP_015683558.1
OG0009649	Nana09890-RA	XP_015670239.1
OG0009650	Nana20601-RA	XP_015670416.1
OG0009651	Nana09888-RA	XP_015671806.1
OG0009652	Nana38394-RA	XP_029142543.1
OG0009653	Nana15284-RA	XP_015687506.1
OG0009654	Nana16249-RA	XP_029141052.1
OG0009655	Nana38467-RA	XP_015683850.1
OG0009656	Nana23624-RA	"XP_015665741.1, XP_029142647.1"
OG0009657	Nana16247-RA	XP_015677415.2
OG0009658	"Nana23719-RA, Nana23719-RC"	XP_015678120.1
OG0009659	Nana16245-RA	XP_029141051.1
OG0009660	Nana09884-RA	XP_015671810.1
OG0009661	Nana09882-RA	XP_015671798.1
OG0009662	Nana21611-RA	XP_015667062.1
OG0009663	Nana00122-RA	XP_029142317.1
OG0009664	Nana15301-RA	XP_015687518.1
OG0009665	Nana20589-RA	XP_015674613.1
OG0009666	Nana21612-RA	XP_029139093.1
OG0009667	Nana09875-RA	XP_015668460.1
OG0009668	Nana21619-RA	XP_029139106.1
OG0009669	Nana04200-RA	XP_015684924.1
OG0009670	Nana21625-RA	XP_015667065.1
OG0009671	Nana20578-RA	XP_029140545.1
OG0009672	Nana04203-RA	XP_015678954.1
OG0009673	Nana20574-RB	XP_015674605.1
OG0009675	Nana15399-RA	XP_015684319.1
OG0009676	Nana20571-RA	XP_029140548.1
OG0009677	Nana20569-RA	XP_029140547.1
OG0009678	Nana20568-RA	XP_015684712.1
OG0009679	Nana10460-RA	XP_015671207.1
OG0009680	"Nana10458-RB, Nana10458-RC"	XP_015671206.1
OG0009681	Nana10458-RA	XP_015671204.1
OG0009682	Nana15386-RA	XP_015672907.2
OG0009683	Nana21643-RA	XP_015667099.1
OG0009684	"Nana27594-RB, Nana27594-RA"	XP_029140591.1
OG0009685	Nana10457-RA	XP_015671202.1
OG0009686	Nana10455-RA	XP_029139924.1
OG0009687	Nana35177-RA	XP_015677961.1
OG0009688	Nana15408-RA	XP_029142567.1
OG0009689	Nana35188-RA	XP_015678059.1
OG0009690	Nana35193-RA	XP_015678053.1
OG0009691	Nana20536-RA	XP_015677649.1
OG0009692	Nana15405-RA	XP_015684009.1
OG0009693	Nana21663-RA	XP_015667079.1
OG0009694	Nana35194-RA	XP_029141233.1
OG0009695	Nana21667-RA	XP_015667080.1
OG0009696	Nana21668-RA	XP_015667081.2
OG0009697	Nana21669-RA	XP_015667083.1
OG0009698	Nana35201-RA	XP_015678051.1
OG0009699	Nana20529-RA	XP_015677646.2
OG0009700	Nana27463-RA	XP_015671165.1
OG0009701	Nana20523-RA	XP_015677100.1
OG0009702	Nana06284-RA	XP_015666170.1
OG0009703	Nana30621-RA	XP_029141062.1
OG0009704	Nana23700-RA	"XP_015682733.2, XP_015666425.1"
OG0009705	Nana35207-RA	XP_015678048.1
OG0009706	Nana27465-RA	XP_015671156.1
OG0009707	Nana27466-RA	XP_015671160.1
OG0009708	Nana20515-RA	XP_015686120.1
OG0009709	Nana27475-RA	XP_015671164.1
OG0009711	Nana35216-RA	XP_015682457.1
OG0009712	Nana23681-RA	XP_015666428.1
OG0009713	Nana20506-RA	XP_015687324.1
OG0009714	Nana27478-RA	XP_029139910.1
OG0009715	Nana20505-RA	XP_015687328.1
OG0009716	Nana23677-RA	"XP_029142012.1, XP_029138973.1"
OG0009717	"Nana23675-RA, Nana23674-RA"	XP_015666417.1
OG0009718	Nana35934-RA	XP_029141410.1
OG0009719	Nana21694-RA	XP_015672259.1
OG0009720	Nana20502-RA	XP_015687321.1
OG0009721	Nana27481-RA	XP_015680490.1
OG0009722	Nana20501-RA	XP_015687320.1
OG0009723	Nana21709-RA	XP_015666285.1
OG0009724	Nana23656-RA	"XP_015666446.1, XP_015665811.1"
OG0009725	Nana21712-RA	XP_015666287.1
OG0009726	Nana20480-RA	XP_015687314.1
OG0009727	Nana21713-RA	XP_015666288.1
OG0009728	Nana20478-RA	XP_015687312.1
OG0009729	Nana20475-RA	XP_015687310.1
OG0009730	Nana20476-RA	XP_015687311.1
OG0009731	Nana21721-RA	XP_029138946.1
OG0009732	Nana20471-RA	XP_015687304.1
OG0009733	Nana20458-RA	XP_015670883.1
OG0009734	Nana20452-RA	XP_015670882.1
OG0009735	Nana20444-RA	XP_015670878.1
OG0009736	Nana20438-RA	XP_015670877.1
OG0009737	Nana27497-RA	XP_015669657.2
OG0009738	Nana21740-RA	XP_015666277.1
OG0009739	Nana21742-RA	XP_015666291.1
OG0009740	Nana21743-RA	XP_015666278.1
OG0009741	Nana15463-RA	XP_015667089.1
OG0009742	Nana20432-RA	XP_015672106.1
OG0009743	Nana20429-RA	XP_029140094.1
OG0009744	Nana20425-RA	XP_015672111.2
OG0009745	Nana15472-RA	XP_015667085.1
OG0009746	Nana27511-RA	XP_015679223.1
OG0009747	Nana15474-RA	XP_015667636.1
OG0009748	Nana21760-RA	XP_015666280.1
OG0009749	Nana15475-RA	XP_015667647.1
OG0009750	Nana20419-RA	XP_015668508.1
OG0009751	Nana20417-RA	XP_015668502.1
OG0009752	Nana21771-RA	XP_015666095.1
OG0009753	Nana20409-RA	XP_015668509.1
OG0009754	Nana21773-RA	XP_015666058.1
OG0009755	Nana20404-RA	XP_015669807.1
OG0009756	Nana15503-RA	XP_015668014.1
OG0009757	Nana20395-RA	XP_015669817.1
OG0009758	Nana21788-RA	XP_015666063.1
OG0009759	Nana15506-RA	XP_015668013.1
OG0009760	Nana15507-RA	XP_015668012.1
OG0009761	Nana21789-RA	XP_015666066.1
OG0009762	Nana15509-RA	XP_029139280.1
OG0009763	Nana21792-RB	XP_015666067.1
OG0009764	Nana21795-RA	XP_029138911.1
OG0009765	Nana21810-RA	XP_029138912.1
OG0009766	Nana15511-RA	XP_015668010.1
OG0009767	Nana21815-RA	XP_015666077.1
OG0009768	Nana20379-RA	XP_015673240.1
OG0009769	Nana21941-RA	XP_015666222.1
OG0009770	Nana20376-RA	XP_015678823.1
OG0009772	Nana21936-RA	XP_015666219.1
OG0009773	Nana27525-RA	XP_029140159.1
OG0009774	Nana15521-RA	XP_015682658.1
OG0009775	Nana21933-RA	XP_015666226.1
OG0009776	Nana21930-RA	XP_015666220.1
OG0009777	Nana27530-RA	XP_015676839.1
OG0009778	Nana15525-RA	XP_029142262.1
OG0009779	Nana15527-RA	XP_015682623.1
OG0009780	Nana27534-RA	XP_015676843.1
OG0009781	Nana21907-RA	XP_015666231.1
OG0009783	Nana20323-RA	XP_015677799.1
OG0009784	Nana21905-RA	XP_029138932.1
OG0009785	Nana27538-RA	XP_015676841.1
OG0009786	Nana15531-RA	XP_015682488.1
OG0009787	Nana15537-RA	XP_015682718.1
OG0009788	Nana21904-RA	XP_015666234.1
OG0009789	Nana20316-RA	XP_015677361.1
OG0009790	Nana21899-RA	"XP_015666091.1, XP_015666089.1"
OG0009791	Nana21898-RA	XP_015666088.1
OG0009792	Nana15543-RA	XP_015682551.1
OG0009793	Nana21897-RA	XP_029138913.1
OG0009794	Nana22084-RA	XP_015678915.1
OG0009795	Nana22088-RA	XP_015678179.2
OG0009796	Nana27547-RA	XP_015679073.1
OG0009797	Nana20314-RC	XP_015676585.1
OG0009798	Nana22091-RA	XP_015678748.1
OG0009799	Nana15544-RA	XP_015682541.1
OG0009800	Nana22095-RA	XP_015678703.1
OG0009801	Nana22102-RA	XP_015678652.1
OG0009802	Nana27552-RA	XP_015676569.1
OG0009803	Nana22106-RA	XP_015678629.1
OG0009804	Nana15550-RA	XP_015674304.1
OG0009805	Nana20306-RA	XP_015671776.1
OG0009806	Nana20305-RA	XP_015671795.1
OG0009807	Nana20303-RA	XP_015671796.1
OG0009808	Nana22122-RA	XP_015669846.1
OG0009809	Nana20297-RA	XP_015671779.1
OG0009810	Nana20294-RA	XP_029140038.1
OG0009811	Nana27420-RA	XP_015675804.1
OG0009812	Nana20293-RA	XP_015671780.1
OG0009813	Nana20290-RA	XP_015671797.1
OG0009814	Nana27425-RA	XP_015684145.1
OG0009815	Nana22127-RA	XP_015669845.1
OG0009816	Nana22150-RA	XP_015678596.1
OG0009817	Nana22153-RA	XP_029141392.1
OG0009818	Nana20285-RA	XP_015670549.1
OG0009819	Nana27408-RA	XP_015673630.1
OG0009820	Nana14943-RA	XP_015687091.1
OG0009821	Nana27402-RA	XP_029140360.1
OG0009822	Nana14942-RA	XP_015687090.1
OG0009823	Nana14940-RA	XP_015687086.1
OG0009824	Nana14938-RA	XP_015687099.1
OG0009825	Nana22293-RA	XP_015667223.1
OG0009826	Nana14937-RB	XP_015687087.1
OG0009827	Nana20264-RA	XP_015678257.1
OG0009828	Nana22294-RA	XP_015667224.1
OG0009829	Nana20262-RA	XP_015678256.1
OG0009830	Nana27396-RA	XP_015673724.1
OG0009831	Nana20258-RA	XP_015674503.1
OG0009832	Nana20252-RA	XP_015673347.1
OG0009833	Nana27392-RA	XP_015673714.1
OG0009834	Nana27391-RA	XP_015673715.1
OG0009835	Nana20251-RA	XP_015673345.1
OG0009837	Nana27389-RA	XP_015673721.1
OG0009838	Nana20248-RA	XP_015673344.1
OG0009839	Nana14927-RA	XP_015675735.1
OG0009840	Nana14926-RA	XP_015675726.1
OG0009841	Nana27386-RA	XP_029141158.1
OG0009842	Nana14925-RA	XP_015675725.1
OG0009843	Nana22364-RA	XP_015667215.1
OG0009844	Nana22374-RA	XP_015667242.1
OG0009845	Nana14922-RA	XP_015680542.1
OG0009846	Nana22386-RA	XP_015667263.1
OG0009847	Nana22403-RA	XP_015667244.1
OG0009848	Nana20216-RA	XP_015670565.1
OG0009849	Nana20209-RA	XP_015676783.1
OG0009850	Nana14917-RA	XP_029142750.1
OG0009851	Nana22412-RA	XP_015667252.1
OG0009852	Nana27381-RA	XP_015679351.1
OG0009853	Nana20205-RA	XP_015676813.1
OG0009854	Nana22415-RA	XP_015667253.1
OG0009855	Nana27380-RA	XP_029141489.1
OG0009857	Nana27375-RA	XP_015670561.1
OG0009858	Nana14916-RA	XP_015684754.1
OG0009859	Nana22430-RA	XP_015666654.1
OG0009860	Nana27373-RA	XP_015670557.1
OG0009861	Nana22434-RA	XP_015666657.1
OG0009862	Nana22443-RA	XP_029139012.1
OG0009863	Nana27370-RA	XP_015670554.1
OG0009864	Nana14914-RA	XP_015684777.1
OG0009865	Nana22444-RA	XP_015666660.1
OG0009866	Nana20166-RA	XP_015672221.1
OG0009867	Nana14912-RA	XP_015684820.1
OG0009868	Nana27367-RA	XP_015673850.1
OG0009869	Nana20165-RA	XP_029140112.1
OG0009870	Nana14911-RA	XP_015684830.1
OG0009871	Nana20163-RA	XP_015672219.1
OG0009872	Nana27363-RA	XP_015673845.1
OG0009873	Nana14908-RA	XP_015684858.1
OG0009874	Nana27362-RA	XP_015668332.1
OG0009875	Nana22483-RA	XP_015668552.1
OG0009876	Nana03089-RA	XP_015669944.1
OG0009877	Nana27361-RA	XP_015668329.1
OG0009878	Nana22494-RA	XP_015668553.1
OG0009879	Nana27359-RA	XP_015668331.1
OG0009880	Nana22513-RA	XP_015674843.1
OG0009881	Nana02962-RA	XP_029139240.1
OG0009882	Nana27354-RA	XP_015668319.1
OG0009883	Nana14894-RA	XP_015668055.1
OG0009884	Nana22522-RA	XP_015669739.1
OG0009885	Nana22527-RA	"XP_015669737.1, XP_015669738.1"
OG0009886	Nana22528-RA	XP_015669736.1
OG0009887	Nana14877-RA	XP_015677607.1
OG0009888	Nana27349-RA	XP_015668317.1
OG0009889	"Nana20151-RA, Nana20151-RB"	XP_015680017.1
OG0009890	Nana14872-RA	XP_015674540.1
OG0009891	Nana27338-RA	XP_015687244.1
OG0009892	Nana20147-RA	XP_015679996.1
OG0009893	Nana27337-RA	XP_015687451.1
OG0009894	Nana20143-RA	XP_015679948.1
OG0009895	Nana20141-RA	XP_015679722.1
OG0009896	Nana20137-RA	XP_015679727.1
OG0009897	Nana14867-RA	XP_015674537.1
OG0009898	Nana22584-RA	XP_015677066.1
OG0009899	Nana20136-RA	XP_015679714.1
OG0009900	Nana14865-RA	XP_015674538.1
OG0009901	Nana20133-RA	"XP_015679730.1, XP_015679731.1"
OG0009902	Nana20132-RA	XP_015679715.1
OG0009903	Nana20131-RA	XP_015679719.1
OG0009904	Nana20130-RA	XP_015679720.1
OG0009905	Nana14860-RA	XP_029139752.1
OG0009906	Nana14858-RA	XP_029141554.1
OG0009907	Nana22644-RA	XP_015681511.1
OG0009908	Nana14856-RA	XP_015679483.1
OG0009909	Nana14850-RA	XP_029141656.1
OG0009910	Nana22649-RA	XP_015671656.1
OG0009911	Nana14848-RA	XP_015680113.1
OG0009912	Nana14845-RA	XP_015683360.1
OG0009913	Nana14842-RA	XP_015683053.1
OG0009914	Nana20120-RA	XP_015684303.1
OG0009915	Nana20118-RA	XP_015671088.1
OG0009916	Nana22660-RA	XP_015676618.1
OG0009917	Nana20103-RA	XP_029139606.1
OG0009918	Nana27325-RA	XP_015687375.1
OG0009919	Nana14831-RA	XP_015684067.1
OG0009920	Nana20102-RA	XP_015669650.1
OG0009921	Nana20092-RA	"XP_015669652.1, XP_029139610.1"
OG0009922	Nana20090-RA	XP_015669619.1
OG0009923	Nana22668-RA	XP_015667557.1
OG0009924	Nana22671-RA	XP_015676180.1
OG0009925	Nana22672-RA	XP_015676181.1
OG0009926	"Nana27318-RA, Nana27318-RB"	XP_015687194.1
OG0009927	Nana22675-RA	XP_029142429.1
OG0009928	Nana27312-RA	XP_015687515.1
OG0009929	Nana20082-RA	XP_015669625.1
OG0009932	Nana20073-RA	XP_015669629.1
OG0009933	Nana14666-RA	XP_015679053.1
OG0009934	Nana27274-RA	"XP_015685217.1, XP_029142236.1"
OG0009935	Nana27271-RA	XP_015682722.1
OG0009936	Nana22693-RA	XP_015673654.1
OG0009937	Nana27270-RA	XP_015682724.2
OG0009938	Nana14662-RA	XP_015679055.1
OG0009939	Nana22692-RA	XP_015673666.1
OG0009940	Nana22690-RA	XP_015673706.1
OG0009941	Nana20062-RA	XP_015669645.1
OG0009942	Nana20061-RA	XP_015669638.1
OG0009943	Nana14659-RA	XP_015679051.2
OG0009944	Nana20058-RA	XP_015669639.1
OG0009945	Nana27264-RA	XP_015677031.1
OG0009946	Nana14656-RA	"XP_015685840.1, XP_015671030.1"
OG0009947	Nana14655-RA	XP_015671023.1
OG0009948	Nana27263-RA	XP_015672210.1
OG0009949	Nana20056-RA	XP_015669641.1
OG0009950	Nana20054-RA	XP_015669640.1
OG0009951	Nana22687-RA	XP_015673623.1
OG0009952	Nana27257-RA	XP_015672212.1
OG0009953	Nana27256-RA	XP_015672203.1
OG0009954	Nana22720-RA	XP_015670649.1
OG0009955	Nana22722-RA	XP_015670648.1
OG0009956	Nana27250-RA	XP_015677684.1
OG0009957	Nana27245-RA	XP_015669071.1
OG0009958	Nana14625-RA	XP_015671016.1
OG0009959	Nana14622-RA	XP_015671028.1
OG0009960	Nana14620-RA	XP_029139889.1
OG0009961	Nana14616-RA	XP_029139888.1
OG0009962	Nana27239-RA	XP_015669074.1
OG0009963	Nana22763-RA	XP_029143053.1
OG0009964	Nana22764-RA	XP_015686937.1
OG0009965	Nana20030-RA	XP_015669206.1
OG0009966	Nana14593-RA	XP_015677110.1
OG0009967	Nana27232-RA	XP_015669082.1
OG0009968	Nana14589-RA	XP_015677109.1
OG0009969	Nana14580-RA	XP_015687050.1
OG0009970	Nana22770-RA	XP_015686963.1
OG0009971	Nana14572-RA	XP_015670523.2
OG0009972	Nana27227-RA	XP_015669084.2
OG0009973	Nana14570-RA	XP_015670522.2
OG0009974	Nana22778-RA	XP_015686969.1
OG0009975	Nana20021-RA	XP_015669201.1
OG0009976	Nana14567-RA	XP_015670513.1
OG0009977	Nana14566-RA	XP_015670521.1
OG0009978	Nana20015-RA	XP_029139523.1
OG0009979	Nana22788-RA	XP_015686971.1
OG0009980	Nana27220-RA	XP_015669089.1
OG0009981	Nana14562-RA	XP_015670517.1
OG0009982	Nana22790-RA	XP_015686973.1
OG0009983	Nana14557-RA	XP_015679135.1
OG0009984	Nana27218-RA	XP_015669091.1
OG0009985	Nana27217-RA	XP_015669096.1
OG0009986	Nana12085-RA	XP_015679963.1
OG0009987	Nana14553-RA	XP_015679132.1
OG0009988	Nana22804-RA	XP_015686975.1
OG0009989	Nana27209-RA	XP_015668999.1
OG0009990	Nana22807-RA	XP_015687012.2
OG0009991	Nana22811-RA	XP_015686976.1
OG0009992	Nana22814-RA	XP_015686978.1
OG0009993	"Nana38037-RA, Nana39132-RA"	XP_015666357.1
OG0009994	Nana22818-RA	XP_015686984.2
OG0009995	Nana22821-RA	XP_015686985.1
OG0009996	Nana14541-RA	XP_015666358.1
OG0009997	Nana22823-RA	XP_029143060.1
OG0009998	Nana14538-RA	XP_015666362.1
OG0009999	Nana22824-RA	XP_015686989.1
OG0010000	Nana27160-RA	XP_015673152.1
OG0010001	Nana20000-RA	XP_015680102.1
OG0010002	Nana19996-RA	XP_015671685.1
OG0010003	Nana27156-RA	XP_015673150.1
OG0010004	Nana14304-RA	XP_029143076.1
OG0010005	Nana19995-RA	XP_015671683.1
OG0010007	Nana19993-RA	XP_015671681.1
OG0010009	Nana22831-RA	XP_029143061.1
OG0010010	Nana27142-RA	XP_015669934.1
OG0010011	Nana22833-RA	XP_029143062.1
OG0010012	Nana19984-RA	XP_015673990.1
OG0010013	Nana14315-RA	XP_015677210.1
OG0010014	Nana27133-RA	XP_029139690.1
OG0010015	Nana19977-RA	XP_015671773.1
OG0010016	Nana19976-RA	XP_015671740.1
OG0010017	Nana22838-RA	XP_015686996.1
OG0010018	Nana27118-RA	XP_029140863.1
OG0010019	Nana19972-RA	XP_015671774.1
OG0010020	Nana22848-RA	XP_015686998.1
OG0010021	Nana19969-RA	XP_015671746.1
OG0010022	Nana14318-RA	XP_015677207.1
OG0010023	Nana14319-RA	XP_015670100.1
OG0010024	Nana22850-RA	XP_015686999.1
OG0010025	Nana19967-RA	XP_015671763.1
OG0010026	Nana19964-RA	XP_015671748.1
OG0010027	Nana19963-RD	XP_029140029.1
OG0010028	Nana27112-RA	XP_015673647.1
OG0010029	Nana19959-RA	XP_015671752.1
OG0010030	Nana19958-RA	XP_015671754.1
OG0010031	Nana27109-RA	XP_029140362.1
OG0010032	Nana22857-RA	XP_015687014.2
OG0010033	Nana14322-RA	XP_015670099.1
OG0010034	Nana27107-RA	XP_015673650.1
OG0010035	Nana19956-RA	XP_015671755.1
OG0010036	Nana22859-RA	XP_015687015.1
OG0010037	Nana14324-RA	XP_015670097.1
OG0010038	Nana19955-RA	XP_029140033.1
OG0010039	Nana27106-RA	XP_015673645.1
OG0010040	Nana19952-RA	XP_015671767.1
OG0010041	Nana22860-RA	XP_029143056.1
OG0010042	Nana27103-RA	XP_015673636.1
OG0010043	Nana14331-RA	XP_015670094.1
OG0010044	Nana22875-RA	XP_015669667.1
OG0010045	Nana19946-RA	XP_015671757.1
OG0010046	Nana19944-RA	XP_029140034.1
OG0010047	Nana27093-RA	XP_015674923.1
OG0010048	Nana14340-RA	XP_015666861.1
OG0010049	Nana14342-RA	"XP_015666858.1, XP_015666859.1"
OG0010050	Nana19939-RA	"XP_015680011.1, XP_015680010.1"
OG0010051	Nana19937-RA	XP_029141628.1
OG0010052	Nana27086-RA	XP_015668126.1
OG0010053	Nana19842-RA	XP_029139465.1
OG0010054	Nana19841-RA	XP_015668930.1
OG0010055	Nana19840-RB	XP_015668912.1
OG0010056	Nana22887-RA	XP_015669678.1
OG0010057	Nana14347-RA	XP_015666851.1
OG0010058	Nana22890-RA	XP_015669698.1
OG0010059	Nana22891-RA	XP_015669681.1
OG0010060	Nana22896-RA	XP_029139617.1
OG0010061	Nana19830-RA	XP_015675256.1
OG0010062	Nana27080-RA	XP_015668128.1
OG0010063	Nana19821-RA	XP_015675259.1
OG0010065	Nana27079-RA	XP_015668127.1
OG0010066	Nana27072-RA	XP_015668112.1
OG0010068	Nana19807-RA	XP_015675268.1
OG0010069	Nana19805-RA	XP_015668266.1
OG0010070	Nana27070-RB	XP_015668247.1
OG0010071	Nana14363-RB	XP_015666848.1
OG0010072	Nana19791-RA	XP_015668279.1
OG0010073	Nana19786-RA	XP_015668275.1
OG0010074	Nana19785-RA	XP_015668274.1
OG0010075	Nana27065-RA	XP_029139311.1
OG0010076	Nana14370-RA	XP_015666839.1
OG0010077	Nana19783-RA	XP_015668273.1
OG0010078	Nana27063-RA	XP_015668409.1
OG0010079	Nana22923-RA	XP_029143051.1
OG0010080	Nana14372-RA	XP_015666873.1
OG0010081	Nana14376-RA	XP_015666836.1
OG0010082	Nana27059-RA	XP_015668154.1
OG0010083	Nana19781-RA	XP_029139331.1
OG0010084	Nana14381-RA	XP_015666834.1
