Orthogroup	N_naja.pep	H_sapiens.pep
OG0010355	Nana13940-RA	ENSG00000159166.15
OG0010356	Nana13939-RA	ENSG00000159173.19
OG0010357	Nana26199-RA	ENSG00000185896.11
OG0010358	Nana26198-RA	ENSG00000139835.14
OG0010359	Nana13930-RB	ENSG00000134369.15
OG0010360	Nana26191-RA	ENSG00000184497.13
OG0010361	Nana23303-RA	ENSG00000142552.8
OG0010362	Nana23300-RA, Nana23299-RA	ENSG00000126460.11
OG0010363	Nana13923-RA	ENSG00000176393.11
OG0010364	Nana29614-RA	ENSG00000106278.12
OG0010365	Nana23294-RA	ENSG00000126456.16
OG0010366	Nana23293-RB	ENSG00000002834.18
OG0010367	Nana13920-RA	ENSG00000170075.9
OG0010368	Nana29616-RA	ENSG00000196937.11
OG0010369	Nana23292-RA	ENSG00000204952.3
OG0010370	Nana26187-RA	ENSG00000283361.2
OG0010371	Nana26184-RA	ENSG00000130177.16
OG0010372	Nana29526-RA	ENSG00000100422.14
OG0010373	Nana29525-RA	ENSG00000075240.17
OG0010374	Nana13910-RA	ENSG00000121931.16
OG0010375	Nana26182-RA	ENSG00000198824.7
OG0010376	Nana13899-RA	ENSG00000122180.5
OG0010377	Nana26174-RA	ENSG00000135960.10
OG0010378	Nana18416-RA	ENSG00000181982.18
OG0010379	Nana18412-RA	ENSG00000109606.13
OG0010380	Nana13891-RA	ENSG00000134375.11
OG0010381	Nana18383-RA	ENSG00000109819.9
OG0010382	Nana13890-RA, Nana13890-RB	ENSG00000163431.13
OG0010383	Nana13888-RA	ENSG00000198892.6
OG0010384	Nana26165-RA	ENSG00000115665.9
OG0010385	Nana13884-RA	ENSG00000183155.5
OG0010386	Nana26161-RA	ENSG00000115652.14
OG0010387	Nana26160-RA	ENSG00000119147.10
OG0010388	Nana26151-RA	ENSG00000135966.13
OG0010389	Nana26066-RA	ENSG00000075568.17
OG0010390	Nana13875-RA	ENSG00000125998.8
OG0010391	Nana18305-RA	ENSG00000109805.10
OG0010392	Nana13872-RA	ENSG00000125965.9
OG0010393	Nana13871-RA	ENSG00000126001.16
OG0010394	Nana18306-RA, Nana39853-RA	ENSG00000047662.5
OG0010395	Nana26059-RA	ENSG00000206190.12
OG0010396	Nana26053-RA	ENSG00000186297.12
OG0010397	Nana13863-RA	ENSG00000214078.12
OG0010400	Nana13849-RA	ENSG00000170471.15
OG0010401	Nana26036-RA	ENSG00000102218.6
OG0010402	Nana18454-RA	ENSG00000111203.13
OG0010403	Nana13844-RB, Nana13844-RA	ENSG00000124177.15
OG0010404	Nana26033-RA	ENSG00000182378.14
OG0010405	Nana26032-RA	ENSG00000178605.13
OG0010406	Nana29380-RA	ENSG00000111206.12
OG0010407	Nana13840-RA	ENSG00000101342.10
OG0010408	Nana13837-RC	ENSG00000149639.15
OG0010409	Nana26028-RA	ENSG00000185960.14
OG0010410	Nana08307-RA	ENSG00000047621.12
OG0010411	Nana23357-RA	ENSG00000214717.12
OG0010412	Nana26013-RA	ENSG00000002586.20
OG0010413	Nana29377-RA	ENSG00000011105.14
OG0010414	Nana29394-RA	ENSG00000185652.12
OG0010415	Nana25972-RA	ENSG00000011201.12
OG0010417	Nana25959-RA	ENSG00000101850.13
OG0010418	Nana25736-RA, Nana25948-RA	ENSG00000047644.18
OG0010419	Nana25935-RA	ENSG00000047648.23
OG0010420	Nana25915-RA	ENSG00000169933.15
OG0010421	Nana29449-RA	ENSG00000139083.11
OG0010422	Nana13831-RA	ENSG00000100991.12
OG0010423	Nana25900-RA	ENSG00000046647.13
OG0010424	Nana25895-RA	ENSG00000181544.15
OG0010425	Nana25894-RA	ENSG00000130150.12
OG0010426	Nana13819-RA	ENSG00000101400.6
OG0010427	Nana29457-RA	ENSG00000186951.16
OG0010428	Nana29468-RA	ENSG00000130638.17
OG0010429	Nana27890-RA	ENSG00000173230.15
OG0010430	Nana29469-RA	ENSG00000077942.19
OG0010431	Nana29474-RA	ENSG00000128408.9
OG0010432	Nana29475-RA	ENSG00000077935.17
OG0010433	Nana29484-RA	ENSG00000056487.16
OG0010434	Nana25892-RA	ENSG00000130234.11
OG0010435	Nana29487-RA	ENSG00000186654.21
OG0010436	Nana13787-RA	ENSG00000101464.10
OG0010437	Nana13781-RA	ENSG00000198646.14
OG0010438	Nana13779-RA	ENSG00000131067.17
OG0010439	Nana13776-RA	ENSG00000118707.10
OG0010440	Nana25883-RA	ENSG00000169895.6
OG0010441	Nana11035-RA	ENSG00000217442.4
OG0010442	Nana29504-RA	ENSG00000159307.19
OG0010443	Nana25876-RA	ENSG00000188158.15
OG0010444	Nana25867-RA	ENSG00000008086.13
OG0010445	Nana25866-RA	ENSG00000102104.9
OG0010446	Nana13980-RA	ENSG00000081026.19
OG0010447	Nana13718-RA	ENSG00000101452.15
OG0010448	Nana25862-RA	ENSG00000173698.18
OG0010449	Nana13723-RA	ENSG00000101445.10
OG0010450	Nana29102-RA	ENSG00000186472.20
OG0010451	Nana13731-RA	ENSG00000101438.4
OG0010452	Nana29111-RA	ENSG00000170381.14
OG0010453	Nana25856-RA	ENSG00000147010.18
OG0010454	Nana29122-RB	ENSG00000075213.11
OG0010455	Nana13688-RA, Nana13688-RB	ENSG00000124145.6
OG0010456	Nana13687-RA	ENSG00000124232.11
OG0010457	Nana13686-RA	ENSG00000124159.15
OG0010458	Nana13682-RA	ENSG00000124134.9
OG0010459	Nana25839-RA	ENSG00000185915.5
OG0010461	Nana25838-RA	ENSG00000012174.12
OG0010462	Nana29194-RA	ENSG00000065328.16
OG0010463	Nana25836-RA	ENSG00000102174.9
OG0010464	Nana25830-RA	ENSG00000123131.13
OG0010465	Nana13673-RA	ENSG00000064205.10
OG0010466	Nana25824-RA	ENSG00000174010.9
OG0010467	Nana13670-RA	ENSG00000132824.14
OG0010468	Nana13669-RA	ENSG00000124120.11
OG0010469	Nana13667-RA	ENSG00000101074.4
OG0010470	Nana13666-RA	ENSG00000197296.6
OG0010471	Nana13655-RA	ENSG00000149635.3
OG0010472	Nana13654-RA	ENSG00000158296.14
OG0010473	Nana29216-RA	ENSG00000064102.15
OG0010474	Nana13652-RA	ENSG00000197496.6
OG0010475	Nana29217-RA	ENSG00000111790.14
OG0010476	Nana13649-RA	ENSG00000064655.19
OG0010477	Nana25804-RA	ENSG00000004848.8
OG0010478	Nana29220-RA	ENSG00000152944.9
OG0010479	Nana25746-RA	ENSG00000198947.15
OG0010480	Nana25761-RA	ENSG00000157625.15
OG0010481	Nana13645-RA	ENSG00000124151.19
OG0010482	Nana25764-RA	ENSG00000120280.6
OG0010483	Nana25766-RA	ENSG00000169297.8
OG0010484	Nana13644-RA	ENSG00000196562.14
OG0010485	Nana24399-RA	ENSG00000047597.7
OG0010486	Nana24401-RA	ENSG00000165168.8
OG0010487	Nana24408-RA, Nana24406-RA	ENSG00000101955.15
OG0010488	Nana24429-RA	ENSG00000182220.15
OG0010489	Nana13636-RA	ENSG00000124207.17
OG0010490	Nana24433-RA	ENSG00000180182.11
OG0010491	Nana13631-RA	ENSG00000158470.5
OG0010492	Nana29265-RA	ENSG00000187391.21
OG0010493	Nana13628-RA	ENSG00000158480.11
OG0010494	Nana29270-RA	ENSG00000006576.16
OG0010495	Nana13627-RA	ENSG00000124226.11
OG0010496	Nana24446-RA	ENSG00000188937.5
OG0010497	Nana29271-RA	ENSG00000135211.6
OG0010498	Nana29273-RA	ENSG00000127947.16
OG0010499	Nana13621-RA	ENSG00000240849.11
OG0010500	Nana13518-RA	ENSG00000087495.17
OG0010501	Nana13512-RA	ENSG00000132825.7
OG0010502	Nana13510-RA	ENSG00000196227.11
OG0010503	Nana13507-RA	ENSG00000124215.17
OG0010504	Nana13482-RA	ENSG00000149657.20
OG0010505	Nana13480-RA	ENSG00000184402.15
OG0010506	Nana13476-RA	ENSG00000130706.13
OG0010507	Nana24510-RA	ENSG00000277117.5, ENSG00000160223.17
OG0010508	Nana24514-RA	ENSG00000160218.13
OG0010509	Nana24519-RA	ENSG00000160216.20
OG0010510	Nana24528-RA	ENSG00000160207.9
OG0010511	Nana24531-RA	ENSG00000275993.3, ENSG00000142178.9
OG0010512	Nana13470-RA	ENSG00000149679.11
OG0010513	Nana13469-RA	ENSG00000130701.4
OG0010514	Nana13459-RA	ENSG00000101187.16
OG0010515	Nana38529-RA, Nana38532-RA	ENSG00000101189.7
OG0010516	Nana24540-RA	ENSG00000160193.12
OG0010517	Nana24542-RA	ENSG00000160191.18
OG0010518	Nana24544-RA	ENSG00000160188.10
OG0010519	Nana24546-RA	ENSG00000160183.16
OG0010520	Nana24549-RA	ENSG00000160179.18
OG0010521	Nana13451-RA	ENSG00000101191.17
OG0010522	Nana24553-RA	ENSG00000173276.14
OG0010523	Nana13447-RA	ENSG00000101194.18
OG0010524	Nana13438-RA	ENSG00000101197.13
OG0010525	Nana24556-RA	ENSG00000183421.12
OG0010526	Nana13434-RA	ENSG00000101199.13
OG0010528	Nana24559-RA	ENSG00000183844.17
OG0010529	Nana24560-RA	ENSG00000182240.16
OG0010530	Nana29289-RA	ENSG00000105879.12
OG0010531	Nana24570-RA, Nana24569-RA, Nana24568-RA, Nana24571-RA	ENSG00000157578.13
OG0010532	Nana24572-RA	ENSG00000182093.16, ENSG00000285815.1
OG0010533	Nana29287-RA	ENSG00000091140.14
OG0010534	Nana24576-RA	ENSG00000157557.13
OG0010535	Nana13355-RA	ENSG00000203883.7
OG0010537	Nana24577-RA, Nana24577-RB	ENSG00000157554.19
OG0010538	Nana24578-RA	ENSG00000157551.19
OG0010539	Nana24582-RA	ENSG00000157542.11
OG0010540	Nana24583-RA	ENSG00000157540.21
OG0010541	Nana24589-RA	ENSG00000157538.14
OG0010542	Nana24592-RB, Nana24592-RA	ENSG00000185808.13
OG0010543	Nana24594-RA	ENSG00000159267.14
OG0010544	Nana24595-RA	ENSG00000159263.16
OG0010545	Nana24605-RA	ENSG00000159259.8
OG0010546	Nana13333-RA	ENSG00000101150.17
OG0010547	Nana29512-RA	ENSG00000139116.18
OG0010548	Nana24606-RA	ENSG00000159256.13
OG0010549	Nana24629-RA	ENSG00000159200.18
OG0010550	Nana24630-RA	ENSG00000276289.4, ENSG00000180509.12
OG0010551	Nana24632-RA	ENSG00000277277.3, ENSG00000222018.2
OG0010552	Nana24633-RA	ENSG00000159197.3
OG0010554	Nana29520-RA	ENSG00000100416.15
OG0010555	Nana18499-RA	ENSG00000078140.14
OG0010556	Nana18268-RA	ENSG00000150625.16
OG0010557	Nana18494-RA	ENSG00000078177.14
OG0010558	Nana18492-RA	ENSG00000168421.13
OG0010560	Nana18274-RB	ENSG00000164107.8
OG0010562	Nana24667-RA	ENSG00000159079.19
OG0010563	Nana00095-RA	ENSG00000132581.10
OG0010564	Nana24668-RA	ENSG00000166979.13
OG0010565	Nana24672-RA	ENSG00000159055.4
OG0010567	Nana39400-RA	ENSG00000109132.7
OG0010568	Nana24677-RA	ENSG00000156304.15
OG0010569	Nana18472-RA	ENSG00000109133.13
OG0010570	Nana24678-RA	ENSG00000142168.14
OG0010571	Nana18470-RA	ENSG00000188848.16
OG0010572	Nana24686-RA	ENSG00000156265.16
OG0010574	Nana18460-RA	ENSG00000183783.7
OG0010575	Nana24690-RB	ENSG00000198862.14
OG0010576	Nana18582-RA	ENSG00000072201.14
OG0010577	Nana24693-RA	ENSG00000154736.6
OG0010578	Nana24694-RA	ENSG00000154734.15
OG0010579	Nana18575-RA	ENSG00000134853.12
OG0010580	Nana18573-RA	ENSG00000157404.15
OG0010581	Nana18571-RA	ENSG00000128052.10
OG0010582	Nana24710-RA	ENSG00000154646.9
OG0010583	Nana24711-RA	ENSG00000154645.14
OG0010584	Nana24731-RA	ENSG00000169855.20
OG0010585	Nana24737-RA	ENSG00000114480.13
OG0010586	Nana24764-RA	ENSG00000206538.9
OG0010587	Nana24765-RA	ENSG00000083937.9
OG0010588	Nana24766-RA	ENSG00000064835.11
OG0010589	Nana24767-RA	ENSG00000179097.5
OG0010590	Nana18137-RA	ENSG00000104723.21
OG0010591	Nana18140-RA	ENSG00000155970.12
OG0010592	Nana24770-RA	ENSG00000121634.5
OG0010593	Nana24771-RA	ENSG00000265107.3
OG0010594	Nana18144-RA	ENSG00000003987.14
OG0010595	Nana24775-RB, Nana24775-RA	ENSG00000113845.10
OG0010596	Nana31157-RA	ENSG00000103160.12
OG0010597	Nana31158-RA	ENSG00000154099.18
OG0010598	Nana31159-RA	ENSG00000102878.16
OG0010599	Nana31163-RA	ENSG00000102871.16
OG0010600	Nana24795-RA	ENSG00000143167.12
OG0010601	Nana31165-RA	ENSG00000237172.4
OG0010602	Nana24796-RA	ENSG00000198842.10
OG0010603	Nana24797-RA	ENSG00000143190.23
OG0010604	Nana24798-RA	ENSG00000198821.10
OG0010605	Nana24804-RA	ENSG00000143158.11
OG0010606	Nana18154-RA	ENSG00000104760.17
OG0010607	Nana24808-RA	ENSG00000080200.10
OG0010608	Nana24811-RA	ENSG00000113966.10
OG0010609	Nana24832-RA	ENSG00000178750.3
OG0010610	Nana24842-RA	ENSG00000179021.10
OG0010611	Nana18175-RA	ENSG00000145476.16
OG0010612	Nana24849-RA	ENSG00000176040.13
OG0010613	Nana18178-RA	ENSG00000164342.12
OG0010614	Nana24851-RA	ENSG00000144827.9
OG0010615	Nana24853-RA	ENSG00000240891.8
OG0010616	Nana24856-RA	ENSG00000177707.11
OG0010617	Nana24862-RA	ENSG00000163507.14
OG0010618	Nana18192-RA	ENSG00000109762.16
OG0010619	Nana18193-RA	ENSG00000164323.14
OG0010620	Nana18198-RE	ENSG00000151725.12
OG0010621	Nana18203-RA	ENSG00000164303.11
OG0010622	Nana18204-RA	ENSG00000173320.12
OG0010623	Nana18213-RA	ENSG00000168564.6
OG0010624	Nana24865-RA	ENSG00000114446.5
OG0010625	Nana18215-RA	ENSG00000151718.16
OG0010626	Nana24867-RA	ENSG00000114439.19
OG0010627	Nana24870-RA	ENSG00000114423.22
OG0010628	Nana18251-RA	ENSG00000109674.4
OG0010629	Nana18254-RA	ENSG00000150630.4
OG0010630	Nana18261-RA	ENSG00000150627.15
OG0010631	Nana24882-RA	ENSG00000170044.8
OG0010632	Nana24883-RA	ENSG00000144802.11
OG0010633	Nana17997-RA	ENSG00000164161.10
OG0010634	Nana24904-RA	ENSG00000154174.8
OG0010635	Nana24905-RA	ENSG00000114021.12
OG0010636	Nana18005-RA	ENSG00000170185.10
OG0010637	Nana24909-RA	ENSG00000057019.16
OG0010639	Nana24911-RA	ENSG00000144810.16
OG0010640	Nana24912-RA	ENSG00000064225.12
OG0010641	Nana24915-RA	ENSG00000116830.12
OG0010642	Nana18013-RA	ENSG00000170153.11
OG0010643	Nana24917-RA	ENSG00000143155.13
OG0010644	Nana18014-RA	ENSG00000109436.8
OG0010645	Nana24921-RA	ENSG00000143196.5
OG0010646	Nana24922-RA	ENSG00000143153.13
OG0010647	Nana24923-RA	ENSG00000143156.14
OG0010648	Nana18020-RA	ENSG00000196782.12
OG0010649	Nana24924-RA	ENSG00000117475.14
OG0010650	Nana18022-RA	ENSG00000145391.13
OG0010651	Nana18024-RA	ENSG00000172007.7
OG0010652	Nana24927-RA	ENSG00000198734.12
OG0010653	Nana18033-RA	ENSG00000189184.11
OG0010654	Nana24928-RA	ENSG00000144848.11
OG0010655	Nana24930-RA	ENSG00000091986.15
OG0010656	Nana24933-RA	ENSG00000197780.10
OG0010657	Nana18771-RA	ENSG00000164128.7
OG0010658	Nana24936-RA	ENSG00000144857.14
OG0010659	Nana24938-RA	ENSG00000145103.15
OG0010660	Nana24945-RA	ENSG00000178075.20
OG0010661	Nana24948-RA	ENSG00000151576.10
OG0010662	Nana18756-RA	ENSG00000171497.5
OG0010663	Nana24946-RA	ENSG00000184307.15
OG0010664	Nana24954-RA	ENSG00000181722.16
OG0010665	Nana24959-RA	ENSG00000172020.12
OG0010666	Nana24995-RA	ENSG00000114638.8
OG0010667	Nana24996-RA	ENSG00000031081.11
OG0010668	Nana24999-RA	ENSG00000121578.13
OG0010669	Nana25002-RA	ENSG00000133111.3
OG0010670	Nana25003-RA	ENSG00000133101.10
OG0010671	Nana25004-RA	ENSG00000133104.14
OG0010672	Nana18747-RA	ENSG00000109738.11
OG0010673	Nana18743-RA	ENSG00000145431.11
OG0010674	Nana25017-RA	ENSG00000133119.13
OG0010675	Nana18669-RA	ENSG00000164116.16
OG0010676	Nana25022-RA	ENSG00000083642.19
OG0010677	Nana18673-RA	ENSG00000121207.12
OG0010678	Nana18655-RA	ENSG00000171557.17
OG0010679	Nana18654-RA	ENSG00000171560.16
OG0010680	Nana25024-RA	ENSG00000139618.15
OG0010681	Nana18653-RA	ENSG00000171564.11
OG0010682	Nana18652-RA	ENSG00000171566.12
OG0010683	Nana18651-RA	ENSG00000284227.3, ENSG00000197410.14
OG0010684	Nana18647-RA	ENSG00000145423.5
OG0010685	Nana25027-RA	ENSG00000187676.8
OG0010686	Nana25037-RA	ENSG00000132965.9
OG0010687	Nana17936-RA	ENSG00000059691.12
OG0010688	Nana17937-RA	ENSG00000164142.16
OG0010689	Nana17939-RA	ENSG00000109686.18
OG0010690	Nana25052-RA	ENSG00000122042.10
OG0010691	Nana25054-RA	ENSG00000139514.13
OG0010693	Nana17960-RA	ENSG00000071205.12
OG0010694	Nana17963-RA	ENSG00000164169.13
OG0010695	Nana25182-RA	ENSG00000149289.11
OG0010696	Nana17964-RA	ENSG00000164168.8
OG0010697	Nana17971-RA	ENSG00000137473.17
OG0010698	Nana25175-RA	ENSG00000132972.19
OG0010699	Nana18069-RB, Nana18069-RA	ENSG00000138709.19
OG0010700	Nana18068-RA	ENSG00000164040.18
OG0010701	Nana25170-RD	ENSG00000196199.14
OG0010702	Nana25168-RA	ENSG00000121390.19
OG0010703	Nana18073-RA	ENSG00000164070.12
OG0010704	Nana25165-RA	ENSG00000121741.16
OG0010705	Nana25162-RA	ENSG00000165475.15
OG0010706	Nana18084-RA	ENSG00000196159.11
OG0010707	Nana25160-RA	ENSG00000172458.4
OG0010708	Nana18087-RA	ENSG00000151458.12
OG0010709	Nana18091-RA	ENSG00000145375.8
OG0010710	Nana18095-RA	ENSG00000181004.10
OG0010711	Nana18099-RA	ENSG00000164113.11
OG0010712	Nana25152-RA	ENSG00000165480.16
OG0010713	Nana25150-RA	ENSG00000180776.15
OG0010714	Nana25149-RA	ENSG00000165487.14
OG0010715	Nana25142-RA	ENSG00000151835.16
OG0010716	Nana25140-RA	ENSG00000127863.15
OG0010717	Nana18106-RA	ENSG00000138686.10
OG0010718	Nana25138-RA	ENSG00000027001.10
OG0010719	Nana25133-RA	ENSG00000165566.12
OG0010720	Nana25225-RA	ENSG00000149313.11
OG0010721	Nana18115-RA	ENSG00000173376.14
OG0010722	Nana25226-RA	ENSG00000182359.15
OG0010723	Nana25227-RA	ENSG00000170903.11
OG0010724	Nana18116-RA	ENSG00000138738.10
OG0010725	Nana18121-RA	ENSG00000183324.11
OG0010726	Nana25237-RA	ENSG00000187240.16
OG0010727	Nana18127-RA	ENSG00000145390.11
OG0010728	Nana18129-RA	ENSG00000172403.11
OG0010729	Nana18131-RA	ENSG00000150961.15
OG0010730	Nana18132-RA	ENSG00000145388.15
OG0010731	Nana17912-RA	ENSG00000145362.20
OG0010732	Nana25268-RA	ENSG00000149972.11
OG0010733	Nana17905-RB	ENSG00000073331.18
OG0010734	Nana17903-RA	ENSG00000138660.12
OG0010735	Nana17901-RA	ENSG00000174749.6
OG0010736	Nana25288-RA	ENSG00000087053.18
OG0010737	Nana17882-RA	ENSG00000138792.10
OG0010738	Nana25295-RA	ENSG00000166025.18
OG0010739	Nana25296-RA, Nana25296-RB	ENSG00000134627.12
OG0010740	Nana17875-RA	ENSG00000183423.12
OG0010741	Nana25297-RA	ENSG00000196371.3
OG0010742	Nana25298-RA	ENSG00000257057.3
OG0010743	Nana17870-RA	ENSG00000123739.11
OG0010744	Nana17869-RA	ENSG00000138794.10
OG0010745	Nana25301-RA	ENSG00000110218.9
OG0010746	Nana17868-RA	ENSG00000005059.16
OG0010747	Nana17866-RA	ENSG00000138802.11
OG0010749	Nana25314-RA	ENSG00000165325.13
OG0010750	Nana25316-RA	ENSG00000180773.15
OG0010751	Nana17619-RA	ENSG00000138759.19
OG0010752	Nana17609-RA	ENSG00000138764.15
OG0010753	Nana17597-RA	ENSG00000138771.16
OG0010754	Nana17592-RA	ENSG00000118804.8
OG0010755	Nana25350-RA	ENSG00000077498.9
OG0010756	Nana25359-RA	ENSG00000109861.16
OG0010757	Nana17584-RA	ENSG00000138750.15
OG0010758	Nana25362-RA	ENSG00000166575.17
OG0010759	Nana25367-RA	ENSG00000174804.4
OG0010760	Nana17581-RB, Nana17581-RA	ENSG00000138744.16
OG0010762	Nana25377-RA	ENSG00000149196.16
OG0010763	Nana17576-RA	ENSG00000132465.11
OG0010764	Nana25378-RA	ENSG00000074266.21
OG0010765	Nana17569-RA	ENSG00000132463.14
OG0010767	Nana17557-RA	ENSG00000145321.13
OG0010768	Nana25413-RA	ENSG00000165490.13
OG0010769	Nana25415-RA	ENSG00000137509.11
OG0010770	Nana17540-RA	ENSG00000163541.12
OG0010771	Nana17364-RA	ENSG00000162951.11
OG0010772	Nana12584-RA	ENSG00000167315.18
OG0010773	Nana12588-RA	ENSG00000177576.11
OG0010774	Nana12333-RA	ENSG00000095015.6
OG0010775	Nana12338-RA	ENSG00000164512.18
OG0010776	Nana12340-RA, Nana12340-RB	ENSG00000164509.15
OG0010777	Nana12341-RA	ENSG00000152670.19
OG0010778	Nana12344-RA	ENSG00000039123.16
OG0010779	Nana12345-RA	ENSG00000067248.10
OG0010780	Nana12346-RA	ENSG00000152669.9
OG0010781	Nana12351-RA	ENSG00000164283.13
OG0010783	Nana12356-RA	ENSG00000178996.14
OG0010784	Nana12357-RA	ENSG00000169271.3
OG0010785	Nana12358-RA	ENSG00000185305.11
OG0010786	Nana12360-RA	ENSG00000164258.12
OG0010787	Nana12364-RA	ENSG00000164171.11
OG0010788	Nana12374-RA	ENSG00000151883.18
OG0010789	Nana12378-RA	ENSG00000170571.12
OG0010790	Nana12388-RA	ENSG00000172239.14
OG0010791	Nana12389-RA	ENSG00000172244.9
OG0010792	Nana12390-RA	ENSG00000151881.14
OG0010793	Nana12392-RA	ENSG00000177453.7
OG0010794	Nana12396-RA	ENSG00000112964.14
OG0010795	Nana12399-RA	ENSG00000151876.13
OG0010796	Nana12400-RA	ENSG00000205765.9
OG0010797	Nana12403-RA	ENSG00000182836.10
OG0010798	Nana12408-RA	ENSG00000132356.11
OG0010799	Nana12407-RA	ENSG00000171522.6
OG0010800	Nana12415-RA	ENSG00000082074.18
OG0010801	Nana12299-RC	ENSG00000086200.16
OG0010802	Nana12315-RA	ENSG00000035499.13
OG0010803	Nana12327-RA	ENSG00000145632.15
OG0010804	Nana12275-RA	ENSG00000123219.13
OG0010805	Nana12273-RA	ENSG00000113593.12
OG0010807	Nana12254-RA	ENSG00000153044.10
OG0010808	Nana12251-RA	ENSG00000164300.17
OG0010809	Nana12250-RA	ENSG00000113296.14
OG0010810	Nana12245-RA	ENSG00000152413.15
OG0010811	Nana12243-RA	ENSG00000152409.9
OG0010812	Nana12238-RA	ENSG00000113273.17
OG0010813	Nana12235-RA	ENSG00000085365.18
OG0010814	Nana12230-RA	ENSG00000171540.7
OG0010815	Nana12229-RA	ENSG00000164253.14
OG0010816	Nana12222-RA	ENSG00000145708.11
OG0010817	Nana12218-RA	ENSG00000181104.7
OG0010818	Nana12217-RB	ENSG00000145703.16
OG0010821	Nana12215-RA	ENSG00000152359.15
OG0010822	Nana12205-RA	ENSG00000176928.7
OG0010823	Nana12200-RA	ENSG00000198780.12
OG0010824	Nana12187-RA	ENSG00000214944.9
OG0010825	Nana12185-RA	ENSG00000164338.10
OG0010826	Nana12184-RA	ENSG00000164331.10
OG0010827	Nana12168-RA	ENSG00000157111.13
OG0010828	Nana12161-RA	ENSG00000178175.12
OG0010829	Nana12157-RA	ENSG00000113048.16
OG0010830	Nana12156-RA	ENSG00000131711.15
OG0010831	Nana12150-RA	ENSG00000131844.16
OG0010832	Nana12139-RA	ENSG00000039319.17
OG0010833	Nana12125-RA	ENSG00000172497.9
OG0010834	Nana12116-RA	ENSG00000205464.12
OG0010835	Nana12111-RA	ENSG00000145681.11
OG0010836	Nana12092-RA	ENSG00000164180.13
OG0010837	Nana12084-RB	ENSG00000176055.10
OG0010838	Nana12084-RA	ENSG00000176018.13
OG0010839	Nana12080-RA	ENSG00000164199.18
OG0010840	Nana12063-RA	ENSG00000133302.13
OG0010841	Nana12058-RA	ENSG00000164291.17
OG0010842	Nana12056-RA	ENSG00000175449.14
OG0010843	Nana12053-RA	ENSG00000164292.13
OG0010844	Nana12049-RA	ENSG00000175426.11
OG0010845	Nana12042-RA	ENSG00000164307.13
OG0010846	Nana12040-RA	ENSG00000113441.16
OG0010847	Nana12038-RA	ENSG00000145721.12
OG0010848	Nana12027-RA	ENSG00000174136.13
OG0010849	Nana10848-RA	ENSG00000105607.13
OG0010850	Nana10785-RA	ENSG00000079999.14
OG0010851	Nana10786-RA	ENSG00000161888.11
OG0010852	Nana36311-RA	ENSG00000205279.8
OG0010853	Nana11853-RA	ENSG00000145808.10
OG0010854	Nana11852-RA	ENSG00000186367.7
OG0010855	Nana11843-RA	ENSG00000169567.12
OG0010856	Nana11836-RA	ENSG00000090054.15
OG0010857	Nana11833-RA	ENSG00000169071.15
OG0010858	Nana11829-RA	ENSG00000165025.15
OG0010859	Nana11516-RA	ENSG00000175893.11
OG0010860	Nana11515-RA	ENSG00000147869.5
OG0010861	Nana11512-RA	ENSG00000164946.19
OG0010862	Nana11509-RA	ENSG00000155158.20
OG0010863	Nana11508-RA	ENSG00000164975.15
OG0010864	Nana11506-RA	ENSG00000164989.17
OG0010865	Nana11500-RA	ENSG00000044459.15
OG0010866	Nana11820-RA	ENSG00000187764.11
OG0010867	Nana11814-RA	ENSG00000213694.5
OG0010868	Nana11795-RA	ENSG00000163827.13
OG0010869	Nana11785-RA	ENSG00000130956.14
OG0010870	Nana11781-RA	ENSG00000165244.7
OG0010871	Nana11769-RA	ENSG00000182150.16
OG0010872	Nana11756-RA	ENSG00000185920.16
OG0010873	Nana11750-RA	ENSG00000158169.13
OG0010874	Nana11746-RA	ENSG00000148120.16
OG0010875	Nana11734-RA	ENSG00000180447.7
OG0010876	Nana11727-RA	ENSG00000135052.16
OG0010877	Nana11726-RA	ENSG00000135040.16
OG0010878	Nana11716-RA	ENSG00000197506.8
OG0010879	Nana11715-RA	ENSG00000178966.16
OG0010880	Nana11709-RA	ENSG00000165113.13
OG0010881	Nana11706-RA	ENSG00000148057.16
OG0010882	Nana11661-RA	ENSG00000134996.12
OG0010883	Nana11660-RA	ENSG00000106733.21
OG0010884	Nana11657-RA	ENSG00000119121.22
OG0010885	Nana11650-RA	ENSG00000135046.14
OG0010886	Nana11642-RA	ENSG00000119125.16
OG0010887	Nana11635-RA	ENSG00000119138.4
OG0010888	Nana11631-RA	ENSG00000204711.9
OG0010889	Nana11630-RA	ENSG00000188647.13
OG0010890	Nana11617-RB	ENSG00000107099.15
OG0010891	Nana11614-RA	ENSG00000137090.12
OG0010892	Nana11612-RA	ENSG00000064218.5
OG0010893	Nana11610-RA	ENSG00000173253.15
OG0010894	Nana11597-RA	ENSG00000147852.16
OG0010895	Nana11595-RA	ENSG00000168263.9
OG0010896	Nana11584-RA	ENSG00000106688.12
OG0010897	Nana11582-RA	ENSG00000106993.12
OG0010898	Nana11575-RA	ENSG00000107036.12
OG0010899	Nana11572-RA	ENSG00000120215.10
OG0010900	Nana05257-RA	ENSG00000100906.10
OG0010901	Nana05253-RA	ENSG00000092020.10
OG0010902	Nana05247-RB	ENSG00000129518.9
