Orthogroup	N_naja.pep	A_carolinensis.pep
OG0011599	Nana07977-RA	ENSACAG00000012274.3
OG0011600	Nana07976-RA	ENSACAG00000012328.3
OG0011601	Nana07975-RA	ENSACAG00000012386.2
OG0011602	Nana02315-RA	ENSACAG00000005078.3
OG0011603	Nana07970-RA	ENSACAG00000012576.2
OG0011604	Nana01868-RA	ENSACAG00000008420.3
OG0011605	Nana01867-RA	ENSACAG00000008206.3
OG0011606	Nana01864-RA	ENSACAG00000008187.2
OG0011607	Nana01853-RA	ENSACAG00000028361.1
OG0011608	Nana01852-RA	ENSACAG00000008093.3
OG0011609	Nana01972-RA	ENSACAG00000001630.3
OG0011610	Nana07949-RA	ENSACAG00000027709.1
OG0011611	Nana10622-RA	ENSACAG00000004234.3
OG0011612	Nana07902-RA	ENSACAG00000023361.1
OG0011613	Nana07913-RA	ENSACAG00000010368.3
OG0011614	Nana07915-RA	ENSACAG00000010288.3
OG0011615	Nana07919-RA	ENSACAG00000009992.3
OG0011616	Nana01843-RA	ENSACAG00000007944.2
OG0011617	Nana01842-RA	ENSACAG00000007441.3
OG0011618	Nana07923-RA	ENSACAG00000009874.2
OG0011619	Nana07926-RA	ENSACAG00000009823.2
OG0011620	Nana07928-RA	ENSACAG00000008673.3
OG0011621	Nana07934-RD, Nana07934-RC	ENSACAG00000008512.3
OG0011622	Nana01835-RA	ENSACAG00000007406.3
OG0011623	Nana01833-RB	ENSACAG00000007386.3
OG0011624	Nana01822-RA	ENSACAG00000007050.3
OG0011625	Nana01694-RA	ENSACAG00000003319.3
OG0011626	Nana01709-RA	ENSACAG00000004244.2
OG0011627	Nana01715-RA	ENSACAG00000004553.3
OG0011628	Nana01722-RA	ENSACAG00000004823.3
OG0011629	Nana01723-RA	ENSACAG00000004831.3
OG0011630	Nana01726-RA	ENSACAG00000004912.3
OG0011631	Nana01727-RA	ENSACAG00000004945.3
OG0011632	Nana01728-RA	ENSACAG00000005018.3
OG0011633	Nana01731-RA	ENSACAG00000005132.3
OG0011634	Nana01740-RA	ENSACAG00000005196.3
OG0011635	Nana01741-RA	ENSACAG00000005244.3
OG0011636	Nana01752-RA	ENSACAG00000005494.3
OG0011637	Nana01764-RA	ENSACAG00000005635.3
OG0011638	Nana01765-RA	ENSACAG00000005619.3
OG0011639	Nana01522-RA	ENSACAG00000003461.2
OG0011640	Nana01524-RA	ENSACAG00000003462.3
OG0011641	Nana17165-RC, Nana17165-RB, Nana17165-RA	ENSACAG00000003466.2
OG0011642	Nana01535-RA	ENSACAG00000003705.2
OG0011643	Nana01556-RA	ENSACAG00000002970.3
OG0011644	Nana01565-RA	ENSACAG00000002393.3
OG0011645	Nana01567-RA	ENSACAG00000002379.3
OG0011646	Nana01569-RA	ENSACAG00000002089.3
OG0011647	Nana01586-RA	ENSACAG00000001142.3
OG0011648	Nana01592-RA	ENSACAG00000001105.3
OG0011649	Nana01596-RA	ENSACAG00000000731.3
OG0011650	Nana01601-RA	ENSACAG00000000406.3
OG0011651	Nana01605-RA, Nana01606-RA	ENSACAG00000002728.3
OG0011652	Nana01607-RA	ENSACAG00000002787.3
OG0011653	Nana01609-RA	ENSACAG00000002853.3
OG0011654	Nana01610-RA	ENSACAG00000002867.3
OG0011655	Nana01617-RA	ENSACAG00000000896.3
OG0011656	Nana01618-RA, Nana01618-RB	ENSACAG00000001130.3
OG0011657	Nana01620-RA	ENSACAG00000001285.3
OG0011658	Nana01625-RA	ENSACAG00000001542.3
OG0011659	Nana01626-RA	ENSACAG00000001740.3
OG0011660	Nana01628-RA	ENSACAG00000001768.3
OG0011661	Nana01631-RA	ENSACAG00000002299.3
OG0011662	Nana01635-RA	ENSACAG00000029153.1
OG0011663	Nana01639-RA	ENSACAG00000002641.3
OG0011664	Nana07501-RA	ENSACAG00000013835.3
OG0011665	Nana12286-RA	ENSACAG00000015618.3
OG0011666	Nana01389-RA	ENSACAG00000001610.2
OG0011667	Nana01372-RA	ENSACAG00000014685.3
OG0011668	Nana01368-RA	ENSACAG00000001771.2
OG0011669	Nana01367-RA	ENSACAG00000014369.2
OG0011670	Nana01351-RA	ENSACAG00000014225.3
OG0011671	Nana01350-RA	ENSACAG00000014303.3
OG0011672	Nana01400-RA	ENSACAG00000010099.2
OG0011673	Nana01404-RA	ENSACAG00000009764.3
OG0011674	Nana01420-RA	ENSACAG00000009007.3
OG0011675	Nana01431-RA	ENSACAG00000008527.2
OG0011676	Nana01434-RA	ENSACAG00000008473.3
OG0011677	Nana01446-RA	ENSACAG00000008250.3
OG0011678	Nana01448-RA	ENSACAG00000008116.3
OG0011679	Nana01477-RA	ENSACAG00000001371.3
OG0011680	Nana01479-RA	ENSACAG00000001067.3
OG0011681	Nana01480-RA	ENSACAG00000000973.2
OG0011682	Nana01480-RB	ENSACAG00000000780.3
OG0011683	Nana01483-RA	ENSACAG00000029621.1
OG0011684	Nana01053-RA	ENSACAG00000008810.3
OG0011685	Nana01062-RA	ENSACAG00000000732.2
OG0011686	Nana01065-RA	ENSACAG00000001080.3
OG0011687	Nana01069-RA	ENSACAG00000001401.3
OG0011688	Nana01101-RA	ENSACAG00000006668.3
OG0011689	Nana01104-RA	ENSACAG00000006628.3
OG0011690	Nana01107-RA	ENSACAG00000006381.3
OG0011691	Nana01108-RA	ENSACAG00000006366.3
OG0011692	Nana01112-RA	ENSACAG00000006336.3
OG0011693	Nana01116-RA	ENSACAG00000006224.3
OG0011694	Nana01125-RA	ENSACAG00000006174.3
OG0011695	Nana01128-RA	ENSACAG00000005904.3
OG0011696	Nana00318-RA	ENSACAG00000014906.3
OG0011697	Nana01164-RA	ENSACAG00000001183.3
OG0011698	Nana01176-RA	ENSACAG00000001203.2
OG0011699	Nana01218-RA	ENSACAG00000002384.3
OG0011700	Nana01226-RA	ENSACAG00000002459.3
OG0011701	Nana01231-RA	ENSACAG00000002487.3
OG0011702	Nana01234-RA	ENSACAG00000003652.3
OG0011703	Nana03456-RA	ENSACAG00000001196.3
OG0011704	Nana03462-RA	ENSACAG00000001588.1
OG0011705	Nana01347-RA	ENSACAG00000002015.3
OG0011706	Nana01346-RA	ENSACAG00000002017.3
OG0011707	Nana01343-RA	ENSACAG00000002094.3
OG0011708	Nana01341-RA	ENSACAG00000002125.3
OG0011709	Nana01330-RA	ENSACAG00000002530.3
OG0011710	Nana01309-RA	ENSACAG00000009228.2
OG0011711	Nana01308-RA	ENSACAG00000009227.2
OG0011712	Nana01307-RA	ENSACAG00000009120.3
OG0011713	Nana01298-RA	ENSACAG00000007437.3
OG0011714	Nana01285-RA	ENSACAG00000006868.3
OG0011715	Nana01273-RA	ENSACAG00000006122.3
OG0011716	Nana01272-RA	ENSACAG00000006052.3
OG0011717	Nana01268-RA	ENSACAG00000006012.3
OG0011718	Nana01259-RA	ENSACAG00000005649.3
OG0011719	Nana01246-RA	ENSACAG00000005510.3
OG0011720	Nana01243-RA	ENSACAG00000005476.3
OG0011721	Nana00926-RA	ENSACAG00000000527.3
OG0011722	Nana00925-RA	ENSACAG00000006417.3
OG0011723	Nana00924-RA	ENSACAG00000006237.2
OG0011724	Nana00921-RA	ENSACAG00000006143.3
OG0011725	Nana00920-RA	ENSACAG00000006134.1
OG0011726	Nana00917-RA	ENSACAG00000005880.3
OG0011727	Nana00916-RA	ENSACAG00000014506.3
OG0011728	Nana00913-RA	ENSACAG00000014276.3
OG0011729	Nana00912-RA	ENSACAG00000014187.2
OG0011730	Nana00909-RA	ENSACAG00000013710.3
OG0011731	Nana00906-RA	ENSACAG00000013867.3
OG0011732	Nana00903-RA	ENSACAG00000013917.3
OG0011733	Nana00902-RA	ENSACAG00000014075.2
OG0011734	Nana00900-RA	ENSACAG00000014084.3
OG0011735	Nana00858-RA	ENSACAG00000003328.2
OG0011736	Nana00856-RA	ENSACAG00000003420.3
OG0011737	Nana00851-RA	ENSACAG00000003850.3
OG0011738	Nana00849-RA	ENSACAG00000003992.3
OG0011739	Nana00843-RA	ENSACAG00000004033.3
OG0011740	Nana00839-RA	ENSACAG00000015159.2
OG0011741	Nana00835-RA	ENSACAG00000015048.3
OG0011742	Nana17194-RA	ENSACAG00000013487.3
OG0011743	Nana00892-RA	ENSACAG00000016383.3
OG0011744	Nana00891-RA	ENSACAG00000016258.2
OG0011745	Nana00877-RA	ENSACAG00000012529.3
OG0011746	Nana00874-RA	ENSACAG00000012331.3
OG0011985	Nana06211-RA	ENSACAG00000002747.2
OG0011986	Nana36969-RA	ENSACAG00000004064.3
OG0011987	Nana05901-RA	ENSACAG00000016565.2
OG0011988	Nana32057-RA	ENSACAG00000003014.2
OG0011989	Nana03367-RA	ENSACAG00000017915.3
OG0011991	Nana03369-RA	ENSACAG00000017916.2
OG0011992	Nana29014-RA	ENSACAG00000001641.2
OG0011993	Nana24340-RA	ENSACAG00000004490.2
OG0011994	Nana13256-RA	ENSACAG00000011424.3
OG0011995	Nana05905-RA	ENSACAG00000017895.3
OG0011996	Nana38726-RA	ENSACAG00000008560.3
OG0012000	Nana36732-RA	ENSACAG00000023100.1
OG0012001	Nana36079-RA	ENSACAG00000015359.3
OG0012003	Nana32720-RA	ENSACAG00000014146.3
OG0012005	Nana03225-RA	ENSACAG00000014000.3
OG0012006	Nana34056-RA	ENSACAG00000001666.3
OG0012007	Nana03228-RA	ENSACAG00000014066.3
OG0012008	Nana03229-RA	ENSACAG00000012665.2
OG0012009	Nana29876-RA, Nana29876-RC, Nana29876-RB	ENSACAG00000004340.2
OG0012012	Nana29839-RA	ENSACAG00000004783.1
OG0012013	Nana39370-RA	ENSACAG00000007340.3
OG0012015	Nana35923-RA	ENSACAG00000022046.1
OG0012017	Nana12884-RA	ENSACAG00000011497.3
OG0012018	Nana03213-RA	ENSACAG00000009285.3
OG0012020	Nana30799-RA	ENSACAG00000007869.3
OG0012021	Nana24246-RA	ENSACAG00000006182.2
OG0012022	Nana31819-RA	ENSACAG00000009696.2
OG0012023	Nana12554-RA	ENSACAG00000008602.3
OG0012024	Nana33603-RA	ENSACAG00000015663.3
OG0012025	Nana30671-RA	ENSACAG00000009161.3
OG0012027	Nana17524-RA	ENSACAG00000000029.2
OG0012028	Nana29758-RA	ENSACAG00000002145.3
OG0012029	Nana22172-RA	ENSACAG00000004403.3
OG0012035	Nana34359-RA	ENSACAG00000014631.3
OG0012036	Nana30857-RA	ENSACAG00000027559.2
OG0012038	Nana31763-RA	ENSACAG00000006597.2
OG0012039	Nana31766-RA	ENSACAG00000006701.2
OG0012041	Nana25630-RA	ENSACAG00000011215.3
OG0012042	Nana38615-RA	ENSACAG00000009725.3
OG0012043	Nana30514-RA	ENSACAG00000004462.2
OG0012044	Nana15635-RA	ENSACAG00000001000.2
OG0012045	Nana34408-RA	ENSACAG00000008628.2
OG0012046	Nana30552-RA	ENSACAG00000004379.3
OG0012047	Nana30558-RA	ENSACAG00000004358.3
OG0012048	Nana30560-RA	ENSACAG00000004321.2
OG0012051	Nana30952-RA	ENSACAG00000003911.3
OG0012053	Nana31378-RA	ENSACAG00000006002.3
OG0012054	Nana19304-RA	ENSACAG00000000471.2
OG0012055	Nana19301-RA	ENSACAG00000000472.2
OG0012056	Nana30723-RA	ENSACAG00000013591.3
OG0012059	Nana30947-RA	ENSACAG00000003099.2
OG0012060	Nana30019-RA	ENSACAG00000005152.3
OG0012061	Nana28843-RA	ENSACAG00000002007.3
OG0012063	Nana04760-RC	ENSACAG00000003709.2
OG0012064	Nana37504-RA	ENSACAG00000017949.3
OG0012066	Nana32654-RA	ENSACAG00000015254.3
OG0012067	Nana30931-RA	ENSACAG00000013403.3
OG0012069	Nana03172-RA	ENSACAG00000024914.2
OG0012070	Nana37243-RA	ENSACAG00000012575.2
OG0012072	Nana29928-RA	ENSACAG00000025682.2, ENSACAG00000004683.3
OG0012073	Nana19154-RA	ENSACAG00000009924.3
OG0012077	Nana31786-RA	ENSACAG00000013110.3
OG0012078	Nana34541-RA	ENSACAG00000008950.3
OG0012079	Nana36721-RB	ENSACAG00000012919.3
OG0012080	Nana37015-RA	ENSACAG00000004731.1
OG0012083	Nana31793-RA	ENSACAG00000017006.2
OG0012084	Nana04780-RA	ENSACAG00000013318.3
OG0012085	Nana34598-RA	ENSACAG00000027048.1
OG0012088	Nana31811-RE	ENSACAG00000022713.1
OG0012089	Nana22708-RA	ENSACAG00000012608.3
OG0012091	Nana22709-RA	ENSACAG00000012618.2
OG0012092	Nana06008-RA	ENSACAG00000009292.2
OG0012093	Nana00796-RA	ENSACAG00000010947.3
OG0012096	Nana03186-RA	ENSACAG00000001656.2
OG0012098	Nana03189-RA	ENSACAG00000001779.3
OG0012099	Nana24214-RA	ENSACAG00000000812.3
OG0012100	Nana36142-RA	ENSACAG00000003417.3
OG0012102	Nana27943-RA	ENSACAG00000013153.3
OG0012103	Nana30688-RC	ENSACAG00000004079.2
OG0012105	Nana24224-RA	ENSACAG00000001287.3
OG0012106	Nana10570-RA	ENSACAG00000016561.2
OG0012107	Nana10572-RA	ENSACAG00000022140.2
OG0012110	Nana06198-RA	ENSACAG00000000027.2
OG0012111	Nana30852-RA	ENSACAG00000002481.2
OG0012112	Nana23835-RC	ENSACAG00000011688.3
OG0012114	Nana23579-RA	ENSACAG00000017411.3
OG0012115	Nana10585-RA	ENSACAG00000007728.3
OG0012116	Nana07737-RA	ENSACAG00000017196.2, ENSACAG00000023215.1
OG0012116	Nana07723-RB, Nana07723-RA	ENSACAG00000017194.3
OG0012117	Nana23584-RA	ENSACAG00000017350.3
OG0012118	Nana12445-RA	ENSACAG00000008497.3
OG0012120	Nana25508-RA	ENSACAG00000000516.2
OG0012121	Nana39262-RA	ENSACAG00000001977.3
OG0012122	Nana23597-RA	ENSACAG00000017175.3
OG0012123	Nana16847-RA	ENSACAG00000009402.2
OG0012125	Nana23803-RC, Nana23803-RB, Nana23803-RA, Nana23806-RA, Nana23806-RB	ENSACAG00000028325.1
OG0012126	Nana12878-RB, Nana12878-RC, Nana12878-RA	ENSACAG00000003036.2
OG0012127	Nana23437-RA	ENSACAG00000011378.3
OG0012130	Nana23448-RA	ENSACAG00000025402.2, ENSACAG00000007928.2
OG0012132	Nana25561-RA	ENSACAG00000008072.3
OG0012133	Nana33434-RA	ENSACAG00000004437.2
OG0012136	Nana04666-RA	ENSACAG00000004747.2
OG0012137	Nana31075-RA	ENSACAG00000022442.1
OG0012138	Nana28215-RA	ENSACAG00000000651.2
OG0012139	Nana30734-RA	ENSACAG00000001251.2
OG0012141	Nana06307-RA	ENSACAG00000005392.2
OG0012142	Nana25536-RA	ENSACAG00000013596.2
OG0012144	Nana25531-RA	ENSACAG00000002488.3
OG0012146	Nana12839-RA	ENSACAG00000016949.3
OG0012147	Nana32157-RA	ENSACAG00000000952.3
OG0012149	Nana32156-RA	ENSACAG00000000912.3
OG0012150	Nana33015-RB, Nana33015-RA	ENSACAG00000017187.2
OG0012152	Nana32235-RA	ENSACAG00000000601.3
OG0012153	Nana27183-RA	ENSACAG00000010378.3
OG0012154	Nana25446-RA	ENSACAG00000012231.3
OG0012156	Nana19423-RA	ENSACAG00000005992.3
OG0012157	Nana20133-RB	ENSACAG00000029499.1
OG0012158	Nana24058-RA, Nana24056-RA	ENSACAG00000003870.3
OG0012160	Nana24063-RA	ENSACAG00000003563.3
OG0012161	Nana09807-RA	ENSACAG00000013268.3
OG0012162	Nana24077-RA	ENSACAG00000003274.2
OG0012163	Nana35899-RA	ENSACAG00000010103.2
OG0012164	Nana30344-RA	ENSACAG00000016398.3
OG0012166	Nana39367-RA	ENSACAG00000017051.2
OG0012167	Nana08030-RA	ENSACAG00000001021.3
OG0012169	Nana08418-RA	ENSACAG00000012461.3
OG0012171	Nana30327-RA	ENSACAG00000016664.3
OG0012172	Nana30324-RA	ENSACAG00000016679.3
OG0012173	Nana34232-RB, Nana34232-RA	ENSACAG00000012686.3
OG0012174	Nana08403-RA	ENSACAG00000001554.3
OG0012175	Nana23953-RA	ENSACAG00000009077.3
OG0012176	Nana37118-RA	ENSACAG00000006509.3
OG0012177	Nana00738-RA	ENSACAG00000006591.2
OG0012179	Nana00736-RA	ENSACAG00000015998.3
OG0012180	Nana23947-RA	ENSACAG00000008720.3
OG0012181	Nana26093-RA	ENSACAG00000007946.3
OG0012182	Nana24227-RA	ENSACAG00000001476.3
OG0012183	Nana30804-RA, Nana30804-RB	ENSACAG00000004089.3
OG0012184	Nana35887-RA	ENSACAG00000008615.2
OG0012185	Nana35799-RA	ENSACAG00000003518.3
OG0012186	Nana30805-RA	ENSACAG00000004019.3
OG0012189	Nana35884-RA	ENSACAG00000008589.2
OG0012191	Nana24233-RA	ENSACAG00000001898.3
OG0012192	Nana28529-RA	ENSACAG00000000227.3
OG0012193	Nana26697-RA	ENSACAG00000024251.2
OG0012194	Nana35878-RA	ENSACAG00000008405.3
OG0012195	Nana23938-RA	ENSACAG00000008387.2
OG0012196	Nana23934-RA	ENSACAG00000008301.3
OG0012200	Nana26683-RA	ENSACAG00000010309.3
OG0012201	Nana23931-RA	ENSACAG00000027766.2
OG0012202	Nana28510-RA	ENSACAG00000028790.1
OG0012204	Nana28126-RA	ENSACAG00000006638.2
OG0012206	Nana23314-RA	ENSACAG00000013392.3, ENSACAG00000028153.1
OG0012207	Nana36068-RA	ENSACAG00000011637.2
OG0012208	Nana01818-RA	ENSACAG00000006984.3
OG0012209	Nana23908-RA	ENSACAG00000007848.3
OG0012210	Nana01914-RA	ENSACAG00000016855.3
OG0012211	Nana23891-RA	ENSACAG00000007736.3
OG0012213	Nana36713-RA	ENSACAG00000001684.2
OG0012216	Nana23876-RA	ENSACAG00000007559.3
OG0012219	Nana15358-RA	ENSACAG00000009863.3
OG0012222	Nana30831-RA	ENSACAG00000024863.2
OG0012224	Nana23873-RA	ENSACAG00000007287.3
OG0012227	Nana35968-RA	ENSACAG00000012368.3
OG0012228	Nana12571-RA	ENSACAG00000010066.3
OG0012229	Nana23871-RA, Nana38761-RA	ENSACAG00000022789.2
OG0012230	Nana12567-RA	ENSACAG00000010265.2
OG0012231	Nana24327-RA	ENSACAG00000005613.2
OG0012232	Nana23867-RA	ENSACAG00000007085.3
OG0012235	Nana39004-RA	ENSACAG00000007516.3
OG0012236	Nana09843-RA	ENSACAG00000011340.3
OG0012237	Nana23854-RA	ENSACAG00000006748.3
OG0012238	Nana09849-RA	ENSACAG00000000210.3
OG0012239	Nana01965-RA	ENSACAG00000010574.2
OG0012240	Nana22954-RA	ENSACAG00000008752.2
OG0012241	Nana25685-RA	ENSACAG00000014286.2
OG0012242	Nana37258-RI	ENSACAG00000017748.3
OG0012244	Nana20837-RA	ENSACAG00000011112.3
OG0012245	Nana30207-RA, Nana30209-RA	ENSACAG00000003887.2
OG0012246	Nana33232-RA	ENSACAG00000004761.3
OG0012247	Nana12904-RA	ENSACAG00000012625.3
OG0012248	Nana30143-RA	ENSACAG00000017835.3
OG0012249	Nana30164-RA, Nana30167-RA, Nana30165-RA	ENSACAG00000001138.3
OG0012250	Nana33627-RA, Nana33627-RB	ENSACAG00000004250.3
OG0012251	Nana13546-RA	ENSACAG00000014504.2
OG0012252	Nana30657-RB, Nana30657-RA	ENSACAG00000007170.3
OG0012254	Nana00071-RA	ENSACAG00000026829.1
OG0012255	Nana10333-RA	ENSACAG00000000291.3
OG0012256	Nana10343-RA	ENSACAG00000007136.2
OG0012257	Nana00501-RB	ENSACAG00000015095.2
OG0012258	Nana36260-RA	ENSACAG00000004098.3
OG0012260	Nana12896-RA	ENSACAG00000009514.3
OG0012261	Nana10366-RA	ENSACAG00000006283.3
OG0012262	Nana36327-RB	ENSACAG00000001783.3
OG0012265	Nana38226-RA	ENSACAG00000014927.3
OG0012267	Nana22268-RA	ENSACAG00000013565.2
OG0012268	Nana12817-RA	ENSACAG00000022301.1
OG0012270	Nana20330-RA, Nana20330-RB, Nana20332-RB, Nana20332-RA, Nana20332-RC	ENSACAG00000006823.3
OG0012273	Nana12796-RA, Nana12795-RA	ENSACAG00000005962.3
OG0012274	Nana31288-RA	ENSACAG00000010283.2
OG0012275	Nana36442-RA	ENSACAG00000010802.2
OG0012277	Nana03415-RA	ENSACAG00000016175.3
OG0012279	Nana29073-RA	ENSACAG00000007471.3
OG0012280	Nana31884-RA	ENSACAG00000007708.2
OG0012282	Nana36095-RA	ENSACAG00000000637.3
OG0012283	Nana35746-RA	ENSACAG00000027397.2
OG0012284	Nana31038-RA	ENSACAG00000008350.2
OG0012286	Nana17096-RA	ENSACAG00000016209.3
OG0012287	Nana17102-RA	ENSACAG00000001272.3
OG0012288	Nana34515-RA	ENSACAG00000001421.3
OG0012289	Nana31141-RA	ENSACAG00000015592.3
OG0012291	Nana16880-RA	ENSACAG00000010363.2
OG0012295	Nana25642-RA	ENSACAG00000012505.1
OG0012296	Nana36909-RA	ENSACAG00000000004.2
OG0012297	Nana06060-RB, Nana06060-RN, Nana06060-RL, Nana06060-RJ, Nana06060-RA, Nana06060-RM, Nana06060-RK	ENSACAG00000028085.2
OG0012299	Nana33053-RA	ENSACAG00000010826.2
OG0012301	Nana31831-RA	ENSACAG00000003436.2
OG0012302	Nana14801-RA	ENSACAG00000005810.3
OG0012303	Nana16761-RA	ENSACAG00000010417.2
OG0012304	Nana25197-RA	ENSACAG00000006020.3
OG0012305	Nana31515-RC, Nana31515-RB, Nana31515-RA	ENSACAG00000013833.3
OG0012308	Nana19064-RA	ENSACAG00000005816.3
OG0012309	Nana29955-RA	ENSACAG00000013378.2
OG0012312	Nana09255-RA	ENSACAG00000003808.3
OG0012313	Nana30394-RA	ENSACAG00000005495.3
OG0012314	Nana09251-RA	ENSACAG00000003794.3
OG0012315	Nana09250-RA	ENSACAG00000003772.3
OG0012317	Nana16741-RA	ENSACAG00000009840.2
OG0012318	Nana16740-RA	ENSACAG00000009666.3
OG0012319	Nana09243-RA	ENSACAG00000003499.3
OG0012321	Nana36659-RA	ENSACAG00000017954.1
OG0012323	Nana06200-RA	ENSACAG00000015562.3
OG0012325	Nana30087-RA	ENSACAG00000017818.2
OG0012328	Nana34928-RA	ENSACAG00000025000.1
OG0012329	Nana01287-RA	ENSACAG00000024322.1, ENSACAG00000007149.2
OG0012330	Nana30095-RA	ENSACAG00000017801.3
OG0012333	Nana34922-RA	ENSACAG00000009503.3
OG0012335	Nana16714-RA	ENSACAG00000009176.3
OG0012336	Nana39173-RA, Nana39173-RB	ENSACAG00000011062.3
OG0012337	Nana37609-RA	ENSACAG00000008161.2
OG0012338	Nana34316-RA	ENSACAG00000001475.2
OG0012339	Nana13180-RA	ENSACAG00000000322.2
OG0012340	Nana14272-RA	ENSACAG00000017100.3
OG0012342	Nana32792-RA	ENSACAG00000015330.2
OG0012343	Nana33258-RA	ENSACAG00000011072.2
OG0012344	Nana13307-RA	ENSACAG00000011613.3
OG0012345	Nana34457-RA	ENSACAG00000011549.3
OG0012346	Nana37432-RA	ENSACAG00000029577.1
OG0012349	Nana34656-RA	ENSACAG00000010190.3
OG0012350	Nana01020-RA	ENSACAG00000015526.3
OG0012351	Nana11408-RA	ENSACAG00000012617.3
OG0012352	Nana03307-RA	ENSACAG00000001262.3
OG0012353	Nana03306-RA	ENSACAG00000001225.3
OG0012355	Nana30678-RA	ENSACAG00000024271.2
OG0012356	Nana38845-RA	ENSACAG00000007545.2
OG0012358	Nana19615-RA	ENSACAG00000027867.1
OG0012359	Nana17172-RC	ENSACAG00000010582.3
OG0012360	Nana17171-RA	ENSACAG00000010589.3
OG0012361	Nana30409-RA	ENSACAG00000010132.3
OG0012365	Nana17170-RA	ENSACAG00000010645.3
OG0012366	Nana37337-RA	ENSACAG00000001785.3
OG0012367	Nana17168-RA	ENSACAG00000010667.3
OG0012369	Nana17220-RE	ENSACAG00000004017.2
OG0012372	Nana24330-RA	ENSACAG00000026280.1
OG0012375	Nana36149-RA, Nana36149-RB	ENSACAG00000002283.3
OG0012376	Nana08723-RA	ENSACAG00000006085.3
OG0012377	Nana36005-RA	ENSACAG00000023873.2
OG0012378	Nana37503-RA	ENSACAG00000009183.2
OG0012379	Nana03591-RA	ENSACAG00000003555.3
OG0012382	Nana28028-RA	ENSACAG00000000599.3
OG0012384	Nana36010-RA	ENSACAG00000015731.3
OG0012385	Nana13613-RA	ENSACAG00000003905.3
OG0012386	Nana33582-RA	ENSACAG00000001801.2
OG0012387	Nana28343-RA	ENSACAG00000028695.1
OG0012388	Nana33942-RA	ENSACAG00000006239.2
OG0012389	Nana28314-RA	ENSACAG00000026683.1
OG0012390	Nana16649-RA	ENSACAG00000016083.2
OG0012391	Nana35456-RA	ENSACAG00000002877.3
OG0012393	Nana16551-RA, Nana16550-RA	ENSACAG00000020960.2
OG0012395	Nana36063-RA	ENSACAG00000016004.3
OG0012396	Nana35020-RA	ENSACAG00000004792.3
OG0012398	Nana35025-RA	ENSACAG00000004900.3
OG0012400	Nana06361-RA	ENSACAG00000017485.2
OG0012401	Nana28873-RA	ENSACAG00000006586.3
OG0012402	Nana28862-RA	ENSACAG00000006641.3
OG0012403	Nana26763-RA	ENSACAG00000007731.3
OG0012404	Nana16499-RA	ENSACAG00000013356.1
OG0012405	Nana36728-RA	ENSACAG00000014448.3
OG0012406	Nana35905-RA	ENSACAG00000004159.3
OG0012407	Nana26738-RA	ENSACAG00000011765.2
OG0012410	Nana16392-RA	ENSACAG00000016865.3
OG0012411	Nana06314-RA	ENSACAG00000009395.2
OG0012413	Nana32715-RA	ENSACAG00000014314.3
OG0012414	Nana15129-RA	ENSACAG00000027775.1, ENSACAG00000005110.3
OG0012415	Nana03837-RA	ENSACAG00000004588.2
OG0012416	Nana30818-RA	ENSACAG00000016766.2
OG0012418	Nana31348-RA	ENSACAG00000001520.3
OG0012419	Nana31351-RB	ENSACAG00000001464.2
OG0012420	Nana30829-RA	ENSACAG00000008563.3
OG0012421	Nana30042-RA	ENSACAG00000017255.3
OG0012422	Nana31362-RA	ENSACAG00000001298.3
OG0012424	Nana12541-RA	ENSACAG00000008796.3
OG0012425	Nana05807-RA	ENSACAG00000006533.3
OG0012426	Nana12539-RA	ENSACAG00000008812.2
OG0012427	Nana12536-RA	ENSACAG00000008824.2
OG0012428	Nana12534-RA	ENSACAG00000008853.3
OG0012429	Nana12531-RA	ENSACAG00000008863.3
OG0012431	Nana05822-RA	ENSACAG00000028331.1
OG0012433	Nana28533-RA	ENSACAG00000000205.3
OG0012434	Nana12502-RB, Nana12502-RA	ENSACAG00000010018.3
OG0012437	Nana19032-RA	ENSACAG00000004849.3
OG0012439	Nana36388-RA	ENSACAG00000008087.3
OG0012440	Nana36765-RA	ENSACAG00000013185.3
OG0012441	Nana36602-RA	ENSACAG00000013773.3
OG0012442	Nana11262-RA	ENSACAG00000002054.2
OG0012443	Nana35389-RA	ENSACAG00000014638.3
OG0012444	Nana30035-RA	ENSACAG00000005646.3
OG0012445	Nana32032-RA	ENSACAG00000013812.2
OG0012446	Nana34572-RA	ENSACAG00000014675.2
OG0012447	Nana17779-RA	ENSACAG00000013966.3
OG0012448	Nana33129-RA	ENSACAG00000029269.1
OG0012450	Nana16226-RA	ENSACAG00000002223.3
OG0012453	Nana33117-RA	ENSACAG00000011536.3
OG0012455	Nana18815-RA	ENSACAG00000009690.2
OG0012456	Nana33113-RA	ENSACAG00000011910.2
OG0012458	Nana06301-RA	ENSACAG00000017659.3
OG0012459	Nana18907-RA	ENSACAG00000009046.3
OG0012460	Nana15780-RA	ENSACAG00000014955.2
OG0012461	Nana30294-RA	ENSACAG00000017644.2
OG0012465	Nana30299-RA	ENSACAG00000017623.3
OG0012466	Nana30499-RA	ENSACAG00000004680.2
OG0012466	Nana34536-RE	ENSACAG00000004686.3
OG0012467	Nana17506-RA	ENSACAG00000005570.2
OG0012468	Nana24244-RA	ENSACAG00000007379.3
OG0012470	Nana35978-RA	ENSACAG00000000240.3
