Orthogroup	A_carolinensis.pep	N_naja.pep
OG0012179	ENSACAG00000015998.3	Nana00736-RA
OG0012180	ENSACAG00000008720.3	Nana23947-RA
OG0012181	ENSACAG00000007946.3	Nana26093-RA
OG0012182	ENSACAG00000001476.3	Nana24227-RA
OG0012183	ENSACAG00000004089.3	Nana30804-RA, Nana30804-RB
OG0012184	ENSACAG00000008615.2	Nana35887-RA
OG0012185	ENSACAG00000003518.3	Nana35799-RA
OG0012186	ENSACAG00000004019.3	Nana30805-RA
OG0012189	ENSACAG00000008589.2	Nana35884-RA
OG0012191	ENSACAG00000001898.3	Nana24233-RA
OG0012192	ENSACAG00000000227.3	Nana28529-RA
OG0012193	ENSACAG00000024251.2	Nana26697-RA
OG0012194	ENSACAG00000008405.3	Nana35878-RA
OG0012195	ENSACAG00000008387.2	Nana23938-RA
OG0012196	ENSACAG00000008301.3	Nana23934-RA
OG0012200	ENSACAG00000010309.3	Nana26683-RA
OG0012201	ENSACAG00000027766.2	Nana23931-RA
OG0012202	ENSACAG00000028790.1	Nana28510-RA
OG0012204	ENSACAG00000006638.2	Nana28126-RA
OG0012206	ENSACAG00000013392.3, ENSACAG00000028153.1	Nana23314-RA
OG0012207	ENSACAG00000011637.2	Nana36068-RA
OG0012208	ENSACAG00000006984.3	Nana01818-RA
OG0012209	ENSACAG00000007848.3	Nana23908-RA
OG0012210	ENSACAG00000016855.3	Nana01914-RA
OG0012211	ENSACAG00000007736.3	Nana23891-RA
OG0012213	ENSACAG00000001684.2	Nana36713-RA
OG0012216	ENSACAG00000007559.3	Nana23876-RA
OG0012219	ENSACAG00000009863.3	Nana15358-RA
OG0012222	ENSACAG00000024863.2	Nana30831-RA
OG0012224	ENSACAG00000007287.3	Nana23873-RA
OG0012227	ENSACAG00000012368.3	Nana35968-RA
OG0012228	ENSACAG00000010066.3	Nana12571-RA
OG0012229	ENSACAG00000022789.2	Nana23871-RA, Nana38761-RA
OG0012230	ENSACAG00000010265.2	Nana12567-RA
OG0012231	ENSACAG00000005613.2	Nana24327-RA
OG0012232	ENSACAG00000007085.3	Nana23867-RA
OG0012235	ENSACAG00000007516.3	Nana39004-RA
OG0012236	ENSACAG00000011340.3	Nana09843-RA
OG0012237	ENSACAG00000006748.3	Nana23854-RA
OG0012238	ENSACAG00000000210.3	Nana09849-RA
OG0012239	ENSACAG00000010574.2	Nana01965-RA
OG0012240	ENSACAG00000008752.2	Nana22954-RA
OG0012241	ENSACAG00000014286.2	Nana25685-RA
OG0012242	ENSACAG00000017748.3	Nana37258-RI
OG0012244	ENSACAG00000011112.3	Nana20837-RA
OG0012245	ENSACAG00000003887.2	Nana30207-RA, Nana30209-RA
OG0012246	ENSACAG00000004761.3	Nana33232-RA
OG0012247	ENSACAG00000012625.3	Nana12904-RA
OG0012248	ENSACAG00000017835.3	Nana30143-RA
OG0012249	ENSACAG00000001138.3	Nana30164-RA, Nana30167-RA, Nana30165-RA
OG0012250	ENSACAG00000004250.3	Nana33627-RA, Nana33627-RB
OG0012251	ENSACAG00000014504.2	Nana13546-RA
OG0012252	ENSACAG00000007170.3	Nana30657-RB, Nana30657-RA
OG0012254	ENSACAG00000026829.1	Nana00071-RA
OG0012255	ENSACAG00000000291.3	Nana10333-RA
OG0012256	ENSACAG00000007136.2	Nana10343-RA
OG0012257	ENSACAG00000015095.2	Nana00501-RB
OG0012258	ENSACAG00000004098.3	Nana36260-RA
OG0012260	ENSACAG00000009514.3	Nana12896-RA
OG0012261	ENSACAG00000006283.3	Nana10366-RA
OG0012262	ENSACAG00000001783.3	Nana36327-RB
OG0012265	ENSACAG00000014927.3	Nana38226-RA
OG0012267	ENSACAG00000013565.2	Nana22268-RA
OG0012268	ENSACAG00000022301.1	Nana12817-RA
OG0012270	ENSACAG00000006823.3	Nana20330-RA, Nana20330-RB, Nana20332-RB, Nana20332-RA, Nana20332-RC
OG0012273	ENSACAG00000005962.3	Nana12796-RA, Nana12795-RA
OG0012274	ENSACAG00000010283.2	Nana31288-RA
OG0012275	ENSACAG00000010802.2	Nana36442-RA
OG0012277	ENSACAG00000016175.3	Nana03415-RA
OG0012279	ENSACAG00000007471.3	Nana29073-RA
OG0012280	ENSACAG00000007708.2	Nana31884-RA
OG0012282	ENSACAG00000000637.3	Nana36095-RA
OG0012283	ENSACAG00000027397.2	Nana35746-RA
OG0012284	ENSACAG00000008350.2	Nana31038-RA
OG0012286	ENSACAG00000016209.3	Nana17096-RA
OG0012287	ENSACAG00000001272.3	Nana17102-RA
OG0012288	ENSACAG00000001421.3	Nana34515-RA
OG0012289	ENSACAG00000015592.3	Nana31141-RA
OG0012291	ENSACAG00000010363.2	Nana16880-RA
OG0012295	ENSACAG00000012505.1	Nana25642-RA
OG0012296	ENSACAG00000000004.2	Nana36909-RA
OG0012297	ENSACAG00000028085.2	Nana06060-RB, Nana06060-RN, Nana06060-RL, Nana06060-RJ, Nana06060-RA, Nana06060-RM, Nana06060-RK
OG0012299	ENSACAG00000010826.2	Nana33053-RA
OG0012301	ENSACAG00000003436.2	Nana31831-RA
OG0012302	ENSACAG00000005810.3	Nana14801-RA
OG0012303	ENSACAG00000010417.2	Nana16761-RA
OG0012304	ENSACAG00000006020.3	Nana25197-RA
OG0012305	ENSACAG00000013833.3	Nana31515-RC, Nana31515-RB, Nana31515-RA
OG0012308	ENSACAG00000005816.3	Nana19064-RA
OG0012309	ENSACAG00000013378.2	Nana29955-RA
OG0012312	ENSACAG00000003808.3	Nana09255-RA
OG0012313	ENSACAG00000005495.3	Nana30394-RA
OG0012314	ENSACAG00000003794.3	Nana09251-RA
OG0012315	ENSACAG00000003772.3	Nana09250-RA
OG0012317	ENSACAG00000009840.2	Nana16741-RA
OG0012318	ENSACAG00000009666.3	Nana16740-RA
OG0012319	ENSACAG00000003499.3	Nana09243-RA
OG0012321	ENSACAG00000017954.1	Nana36659-RA
OG0012323	ENSACAG00000015562.3	Nana06200-RA
OG0012325	ENSACAG00000017818.2	Nana30087-RA
OG0012328	ENSACAG00000025000.1	Nana34928-RA
OG0012329	ENSACAG00000024322.1, ENSACAG00000007149.2	Nana01287-RA
OG0012330	ENSACAG00000017801.3	Nana30095-RA
OG0012333	ENSACAG00000009503.3	Nana34922-RA
OG0012335	ENSACAG00000009176.3	Nana16714-RA
OG0012336	ENSACAG00000011062.3	Nana39173-RA, Nana39173-RB
OG0012337	ENSACAG00000008161.2	Nana37609-RA
OG0012338	ENSACAG00000001475.2	Nana34316-RA
OG0012339	ENSACAG00000000322.2	Nana13180-RA
OG0012340	ENSACAG00000017100.3	Nana14272-RA
OG0012342	ENSACAG00000015330.2	Nana32792-RA
OG0012343	ENSACAG00000011072.2	Nana33258-RA
OG0012344	ENSACAG00000011613.3	Nana13307-RA
OG0012345	ENSACAG00000011549.3	Nana34457-RA
OG0012346	ENSACAG00000029577.1	Nana37432-RA
OG0012349	ENSACAG00000010190.3	Nana34656-RA
OG0012350	ENSACAG00000015526.3	Nana01020-RA
OG0012351	ENSACAG00000012617.3	Nana11408-RA
OG0012352	ENSACAG00000001262.3	Nana03307-RA
OG0012353	ENSACAG00000001225.3	Nana03306-RA
OG0012355	ENSACAG00000024271.2	Nana30678-RA
OG0012356	ENSACAG00000007545.2	Nana38845-RA
OG0012358	ENSACAG00000027867.1	Nana19615-RA
OG0012359	ENSACAG00000010582.3	Nana17172-RC
OG0012360	ENSACAG00000010589.3	Nana17171-RA
OG0012361	ENSACAG00000010132.3	Nana30409-RA
OG0012365	ENSACAG00000010645.3	Nana17170-RA
OG0012366	ENSACAG00000001785.3	Nana37337-RA
OG0012367	ENSACAG00000010667.3	Nana17168-RA
OG0012369	ENSACAG00000004017.2	Nana17220-RE
OG0012372	ENSACAG00000026280.1	Nana24330-RA
OG0012375	ENSACAG00000002283.3	Nana36149-RA, Nana36149-RB
OG0012376	ENSACAG00000006085.3	Nana08723-RA
OG0012377	ENSACAG00000023873.2	Nana36005-RA
OG0012378	ENSACAG00000009183.2	Nana37503-RA
OG0012379	ENSACAG00000003555.3	Nana03591-RA
OG0012382	ENSACAG00000000599.3	Nana28028-RA
OG0012384	ENSACAG00000015731.3	Nana36010-RA
OG0012385	ENSACAG00000003905.3	Nana13613-RA
OG0012386	ENSACAG00000001801.2	Nana33582-RA
OG0012387	ENSACAG00000028695.1	Nana28343-RA
OG0012388	ENSACAG00000006239.2	Nana33942-RA
OG0012389	ENSACAG00000026683.1	Nana28314-RA
OG0012390	ENSACAG00000016083.2	Nana16649-RA
OG0012391	ENSACAG00000002877.3	Nana35456-RA
OG0012393	ENSACAG00000020960.2	Nana16551-RA, Nana16550-RA
OG0012395	ENSACAG00000016004.3	Nana36063-RA
OG0012396	ENSACAG00000004792.3	Nana35020-RA
OG0012398	ENSACAG00000004900.3	Nana35025-RA
OG0012400	ENSACAG00000017485.2	Nana06361-RA
OG0012401	ENSACAG00000006586.3	Nana28873-RA
OG0012402	ENSACAG00000006641.3	Nana28862-RA
OG0012403	ENSACAG00000007731.3	Nana26763-RA
OG0012404	ENSACAG00000013356.1	Nana16499-RA
OG0012405	ENSACAG00000014448.3	Nana36728-RA
OG0012406	ENSACAG00000004159.3	Nana35905-RA
OG0012407	ENSACAG00000011765.2	Nana26738-RA
OG0012410	ENSACAG00000016865.3	Nana16392-RA
OG0012411	ENSACAG00000009395.2	Nana06314-RA
OG0012413	ENSACAG00000014314.3	Nana32715-RA
OG0012414	ENSACAG00000027775.1, ENSACAG00000005110.3	Nana15129-RA
OG0012415	ENSACAG00000004588.2	Nana03837-RA
OG0012416	ENSACAG00000016766.2	Nana30818-RA
OG0012418	ENSACAG00000001520.3	Nana31348-RA
OG0012419	ENSACAG00000001464.2	Nana31351-RB
OG0012420	ENSACAG00000008563.3	Nana30829-RA
OG0012421	ENSACAG00000017255.3	Nana30042-RA
OG0012422	ENSACAG00000001298.3	Nana31362-RA
OG0012424	ENSACAG00000008796.3	Nana12541-RA
OG0012425	ENSACAG00000006533.3	Nana05807-RA
OG0012426	ENSACAG00000008812.2	Nana12539-RA
OG0012427	ENSACAG00000008824.2	Nana12536-RA
OG0012428	ENSACAG00000008853.3	Nana12534-RA
OG0012429	ENSACAG00000008863.3	Nana12531-RA
OG0012431	ENSACAG00000028331.1	Nana05822-RA
OG0012433	ENSACAG00000000205.3	Nana28533-RA
OG0012434	ENSACAG00000010018.3	Nana12502-RB, Nana12502-RA
OG0012437	ENSACAG00000004849.3	Nana19032-RA
OG0012439	ENSACAG00000008087.3	Nana36388-RA
OG0012440	ENSACAG00000013185.3	Nana36765-RA
OG0012441	ENSACAG00000013773.3	Nana36602-RA
OG0012442	ENSACAG00000002054.2	Nana11262-RA
OG0012443	ENSACAG00000014638.3	Nana35389-RA
OG0012444	ENSACAG00000005646.3	Nana30035-RA
OG0012445	ENSACAG00000013812.2	Nana32032-RA
OG0012446	ENSACAG00000014675.2	Nana34572-RA
OG0012447	ENSACAG00000013966.3	Nana17779-RA
OG0012448	ENSACAG00000029269.1	Nana33129-RA
OG0012450	ENSACAG00000002223.3	Nana16226-RA
OG0012453	ENSACAG00000011536.3	Nana33117-RA
OG0012455	ENSACAG00000009690.2	Nana18815-RA
OG0012456	ENSACAG00000011910.2	Nana33113-RA
OG0012458	ENSACAG00000017659.3	Nana06301-RA
OG0012459	ENSACAG00000009046.3	Nana18907-RA
OG0012460	ENSACAG00000014955.2	Nana15780-RA
OG0012461	ENSACAG00000017644.2	Nana30294-RA
OG0012465	ENSACAG00000017623.3	Nana30299-RA
OG0012466	ENSACAG00000004680.2	Nana30499-RA
OG0012466	ENSACAG00000004686.3	Nana34536-RE
OG0012467	ENSACAG00000005570.2	Nana17506-RA
OG0012468	ENSACAG00000007379.3	Nana24244-RA
OG0012470	ENSACAG00000000240.3	Nana35978-RA
OG0012471	ENSACAG00000006693.2	Nana26666-RA
OG0012472	ENSACAG00000008521.3	Nana18928-RA
OG0012473	ENSACAG00000000727.3	Nana35988-RA
OG0012474	ENSACAG00000029518.1	Nana35989-RA
OG0012476	ENSACAG00000009991.2	Nana19700-RA
OG0012478	ENSACAG00000009574.3	Nana21189-RA
OG0012481	ENSACAG00000007226.3	Nana17220-RA
OG0012483	ENSACAG00000009489.2	Nana19717-RA
OG0012484	ENSACAG00000005363.3	Nana17227-RA
OG0012486	ENSACAG00000000957.3	Nana30231-RA
OG0012488	ENSACAG00000012794.2	Nana03528-RA
OG0012491	ENSACAG00000011109.2	Nana13288-RA
OG0012492	ENSACAG00000004934.3	Nana28757-RA
OG0012493	ENSACAG00000013901.3	Nana05077-RB
OG0012496	ENSACAG00000000261.2	Nana30266-RA
OG0012497	ENSACAG00000003127.1	Nana25110-RA
OG0012498	ENSACAG00000014059.3	Nana05085-RA
OG0012499	ENSACAG00000029470.1	Nana05088-RA
OG0012500	ENSACAG00000005260.3	Nana15123-RA
OG0012501	ENSACAG00000027747.1	Nana00785-RA
OG0012502	ENSACAG00000015570.3	Nana25565-RA
OG0012503	ENSACAG00000008188.3	Nana13269-RA
OG0012504	ENSACAG00000010061.3	Nana00786-RA
OG0012505	ENSACAG00000009890.3	Nana16122-RA
OG0012506	ENSACAG00000008177.2	Nana13265-RA
OG0012508	ENSACAG00000016687.1	Nana30124-RA
OG0012509	ENSACAG00000015049.2, ENSACAG00000012680.2	Nana10716-RA
OG0012510	ENSACAG00000007083.3	Nana11973-RA
OG0012511	ENSACAG00000014244.2	Nana14131-RA
OG0012512	ENSACAG00000010267.2	Nana25500-RA
OG0012515	ENSACAG00000006760.3	Nana21142-RA
OG0012516	ENSACAG00000011642.2	Nana37034-RA
OG0012518	ENSACAG00000008012.3	Nana11949-RA
OG0012519	ENSACAG00000028480.1	Nana23798-RA
OG0012520	ENSACAG00000003737.3	Nana32402-RA
OG0012521	ENSACAG00000007947.2	Nana14088-RA, Nana14087-RA
OG0012524	ENSACAG00000025892.1	Nana14084-RA
OG0012525	ENSACAG00000010176.3	Nana23787-RA
OG0012528	ENSACAG00000008953.3	Nana33678-RA
OG0012530	ENSACAG00000012834.3	Nana00390-RA
OG0012532	ENSACAG00000016710.3	Nana02403-RA
OG0012533	ENSACAG00000004335.3	Nana26909-RA
OG0012535	ENSACAG00000016719.3	Nana02402-RA
OG0012537	ENSACAG00000016788.3	Nana02397-RA
OG0012538	ENSACAG00000003727.2	Nana15998-RA
OG0012539	ENSACAG00000008955.3	Nana31255-RA
OG0012540	ENSACAG00000011000.3	Nana21245-RA
OG0012541	ENSACAG00000024463.2	Nana26923-RA
OG0012542	ENSACAG00000011805.2	Nana30835-RA
OG0012543	ENSACAG00000011808.2	Nana30833-RA
OG0012545	ENSACAG00000001221.3	Nana15951-RA
OG0012546	ENSACAG00000009755.2	Nana31233-RA
OG0012547	ENSACAG00000003369.3	Nana08759-RA
OG0012548	ENSACAG00000000715.2	Nana31679-RA
OG0012549	ENSACAG00000000499.2	Nana30303-RA
OG0012550	ENSACAG00000010470.3	Nana31146-RB
OG0012551	ENSACAG00000000883.3	Nana31151-RA
OG0012552	ENSACAG00000005762.2	Nana23542-RA
OG0012553	ENSACAG00000003231.3	Nana21292-RA
OG0012554	ENSACAG00000025639.2	Nana23529-RA, Nana23528-RA
OG0012556	ENSACAG00000000947.3	Nana21316-RA
OG0012558	ENSACAG00000014435.2	Nana27559-RA, Nana27558-RA
OG0012559	ENSACAG00000004957.3	Nana00976-RA, Nana00976-RB
OG0012560	ENSACAG00000016300.1	Nana05889-RA
OG0012561	ENSACAG00000003668.2	Nana15858-RA
OG0012563	ENSACAG00000009826.2	Nana03827-RA
OG0012564	ENSACAG00000003503.3	Nana11000-RA
OG0012565	ENSACAG00000012126.3	Nana13693-RA
OG0012567	ENSACAG00000003734.3	Nana10749-RA
OG0012568	ENSACAG00000014367.2	Nana25522-RA
OG0012569	ENSACAG00000005337.2	Nana36340-RA, Nana36340-RD, Nana36340-RB
OG0012570	ENSACAG00000002116.3	Nana31034-RA
OG0012571	ENSACAG00000006757.3	Nana31097-RA
OG0012573	ENSACAG00000028164.1	Nana10753-RA
OG0012574	ENSACAG00000006649.3	Nana31087-RA
OG0012575	ENSACAG00000004199.3	Nana17325-RA
OG0012576	ENSACAG00000007549.2	Nana35751-RA
OG0012577	ENSACAG00000000557.2	Nana34015-RA
OG0012578	ENSACAG00000002340.3	Nana30739-RA
OG0012580	ENSACAG00000026255.2, ENSACAG00000012960.2	Nana35888-RA
OG0012582	ENSACAG00000008581.3	Nana21423-RA
OG0012583	ENSACAG00000009527.3	Nana17311-RA
OG0012585	ENSACAG00000017993.2	Nana16339-RA
OG0012586	ENSACAG00000011308.3	Nana14673-RA
OG0012587	ENSACAG00000025586.1	Nana12870-RA
OG0012588	ENSACAG00000004008.3	Nana11203-RA
OG0012592	ENSACAG00000007760.2	Nana19341-RA
OG0012593	ENSACAG00000007779.2	Nana03547-RA
OG0012594	ENSACAG00000007395.2	Nana19356-RA
OG0012596	ENSACAG00000005948.3	Nana04589-RA
OG0012601	ENSACAG00000005689.3	Nana24844-RA
OG0012602	ENSACAG00000016115.3	Nana21463-RA
OG0012603	ENSACAG00000015479.3	Nana15268-RA
OG0012605	ENSACAG00000023953.1	Nana36096-RA
OG0012606	ENSACAG00000014252.2	Nana09005-RA
OG0012607	ENSACAG00000008344.3	Nana15147-RA
OG0012608	ENSACAG00000007194.3	Nana10332-RA
OG0012609	ENSACAG00000009118.2	Nana09965-RA
OG0012612	ENSACAG00000011611.3	Nana24357-RA
OG0012613	ENSACAG00000007156.3	Nana36741-RA
OG0012614	ENSACAG00000008419.2	Nana37182-RA
OG0012617	ENSACAG00000009413.3	Nana09953-RA
OG0012620	ENSACAG00000010808.1	Nana35810-RA
OG0012621	ENSACAG00000028326.1	Nana27758-RA
OG0012622	ENSACAG00000026199.2	Nana22209-RA
OG0012623	ENSACAG00000007232.3	Nana36756-RB
OG0012624	ENSACAG00000005975.3	Nana13539-RA
OG0012625	ENSACAG00000009633.2	Nana09941-RA
OG0012626	ENSACAG00000010869.2	Nana35814-RA
OG0012628	ENSACAG00000010572.2	Nana28257-RA
OG0012629	ENSACAG00000010657.3	Nana28253-RA
OG0012630	ENSACAG00000017785.3	Nana04147-RA
OG0012631	ENSACAG00000014338.3	Nana23781-RA
OG0012632	ENSACAG00000006286.2	Nana14987-RA
OG0012633	ENSACAG00000012409.2	Nana12966-RA
OG0012634	ENSACAG00000013716.3	Nana30186-RA
OG0012635	ENSACAG00000028471.1	Nana04153-RA
OG0012637	ENSACAG00000016972.3	Nana27668-RA
OG0012639	ENSACAG00000002637.3	Nana09924-RA
OG0012640	ENSACAG00000000578.3	Nana37551-RA
OG0012641	ENSACAG00000028372.1	Nana23654-RA
OG0012643	ENSACAG00000012079.3	Nana08536-RA
OG0012645	ENSACAG00000017811.3	Nana30911-RA
OG0012647	ENSACAG00000017132.2	Nana27660-RA
OG0012648	ENSACAG00000003587.2	Nana33731-RA
OG0012649	ENSACAG00000026577.1	Nana33727-RA
OG0012650	ENSACAG00000015505.3	Nana09903-RA
OG0012651	ENSACAG00000017240.3	Nana27655-RA
OG0012652	ENSACAG00000017264.3	Nana27653-RA
OG0012653	ENSACAG00000017746.3	Nana04166-RA
OG0012654	ENSACAG00000016524.3	Nana20620-RA
OG0012655	ENSACAG00000017741.2	Nana04169-RA
OG0012656	ENSACAG00000016576.3	Nana23637-RA
OG0012658	ENSACAG00000000207.3	Nana05707-RA
OG0012659	ENSACAG00000017727.3	Nana04173-RA
OG0012660	ENSACAG00000002887.3	Nana34748-RA
OG0012661	ENSACAG00000017863.3	Nana16254-RA
OG0012662	ENSACAG00000024666.1	Nana23721-RA
OG0012665	ENSACAG00000028696.1	Nana23611-RA
OG0012666	ENSACAG00000002596.3	Nana35165-RA
OG0012667	ENSACAG00000024450.1	Nana35831-RA, Nana35832-RA
OG0012668	ENSACAG00000015040.3	Nana00719-RA
OG0012670	ENSACAG00000005020.2	Nana09871-RA
OG0012673	ENSACAG00000017560.3	Nana27578-RA
OG0012675	ENSACAG00000011971.3	Nana15411-RA
OG0012676	ENSACAG00000015681.3	Nana23704-RA
OG0012677	ENSACAG00000015711.3	Nana23703-RA
OG0012678	ENSACAG00000012271.3	Nana15417-RA
OG0012679	ENSACAG00000003465.2	Nana30626-RB, Nana30626-RA
OG0012680	ENSACAG00000012780.3	Nana27474-RA
OG0012681	ENSACAG00000012959.3	Nana27479-RA
OG0012682	ENSACAG00000012882.3	Nana21696-RA
OG0012683	ENSACAG00000016193.3	Nana23660-RA
OG0012684	ENSACAG00000012579.2	Nana21714-RA
OG0012686	ENSACAG00000002438.3	Nana15496-RA
OG0012687	ENSACAG00000002197.3	Nana15498-RA
OG0012688	ENSACAG00000002186.3	Nana15499-RA
OG0012692	ENSACAG00000002076.3	Nana15505-RA
OG0012693	ENSACAG00000007789.2	Nana20394-RA
OG0012694	ENSACAG00000007755.3	Nana20392-RA
OG0012695	ENSACAG00000013069.3	Nana21800-RA
OG0012696	ENSACAG00000007568.3	Nana20380-RA
OG0012697	ENSACAG00000000013.3	Nana21944-RA
OG0012698	ENSACAG00000007503.3	Nana20370-RA
OG0012699	ENSACAG00000012247.3	Nana27528-RA
OG0012700	ENSACAG00000007116.3	Nana20368-RA
OG0012703	ENSACAG00000009603.2	Nana20319-RA
OG0012704	ENSACAG00000012449.2	Nana27541-RA
OG0012705	ENSACAG00000002275.3	Nana21901-RA
OG0012706	ENSACAG00000021000.3	Nana15545-RA
OG0012707	ENSACAG00000000497.3	Nana15548-RA
OG0012712	ENSACAG00000003851.3	Nana20269-RA
OG0012718	ENSACAG00000004959.2	Nana20247-RA
OG0012720	ENSACAG00000017678.2	Nana22428-RA
OG0012721	ENSACAG00000028166.2	Nana20189-RA
OG0012722	ENSACAG00000002586.3	Nana20183-RA
OG0012723	ENSACAG00000002469.3	Nana20178-RA
OG0012726	ENSACAG00000016595.2	Nana27335-RA
OG0012727	ENSACAG00000004498.3	Nana14869-RA
OG0012728	ENSACAG00000026629.1	Nana22585-RA
OG0012729	ENSACAG00000008063.3	Nana22613-RA
OG0012730	ENSACAG00000008077.3	Nana22615-RA
OG0012732	ENSACAG00000009038.3	Nana20089-RB
OG0012733	ENSACAG00000008680.3	Nana20086-RB
OG0012734	ENSACAG00000016104.3	Nana27316-RA
OG0012735	ENSACAG00000015922.3	Nana27314-RA
OG0012736	ENSACAG00000015824.3	Nana27311-RA
OG0012738	ENSACAG00000008325.2	Nana20083-RA
OG0012739	ENSACAG00000029204.1	Nana22682-RA
OG0012740	ENSACAG00000015492.3	Nana27301-RA
OG0012741	ENSACAG00000007811.2	Nana27265-RA
OG0012742	ENSACAG00000006774.3	Nana22701-RA
OG0012743	ENSACAG00000007206.2	Nana27240-RA
OG0012745	ENSACAG00000024982.1	Nana20026-RA
OG0012746	ENSACAG00000004943.3	Nana27224-RB
OG0012747	ENSACAG00000006295.3	Nana20016-RA
OG0012748	ENSACAG00000004782.2	Nana27221-RA
OG0012749	ENSACAG00000000146.3	Nana14563-RA
OG0012750	ENSACAG00000000145.2	Nana14561-RA
OG0012751	ENSACAG00000000129.3	Nana14556-RA
OG0012752	ENSACAG00000000124.3	Nana14555-RA
OG0012753	ENSACAG00000014534.3	Nana14551-RA
OG0012754	ENSACAG00000010960.2	Nana14308-RA
OG0012757	ENSACAG00000021005.2	Nana14332-RA
OG0012760	ENSACAG00000027052.2	Nana14344-RA
OG0012761	ENSACAG00000002776.3	Nana19935-RA
OG0012762	ENSACAG00000013416.3	Nana22894-RA
OG0012764	ENSACAG00000004916.1	Nana19804-RA
OG0012765	ENSACAG00000028642.1	Nana14374-RA
OG0012767	ENSACAG00000006287.3	Nana19755-RA
OG0012768	ENSACAG00000011252.3	Nana27028-RA
OG0012769	ENSACAG00000011191.3	Nana27027-RA
OG0012770	ENSACAG00000015654.3	Nana14423-RA
OG0012771	ENSACAG00000016392.3	Nana19188-RA
OG0012773	ENSACAG00000007289.2	Nana14491-RA
OG0012774	ENSACAG00000007432.2	Nana26931-RA
OG0012775	ENSACAG00000001462.3	Nana19220-RA
OG0012778	ENSACAG00000008300.3	Nana14513-RA
OG0012780	ENSACAG00000029439.1	Nana19496-RA
OG0012781	ENSACAG00000008311.3	Nana14514-RA
OG0012782	ENSACAG00000017469.3	Nana23024-RA
OG0012784	ENSACAG00000005748.3	Nana19434-RA
OG0012787	ENSACAG00000017452.3	Nana19574-RB, Nana19574-RC, Nana19574-RD, Nana19574-RA
OG0012788	ENSACAG00000007344.3	Nana14156-RA
OG0012790	ENSACAG00000007419.3	Nana14160-RA
OG0012791	ENSACAG00000014398.3	Nana19533-RA
OG0012792	ENSACAG00000016132.3	Nana23081-RA
OG0012793	ENSACAG00000001232.3	Nana19516-RA
OG0012794	ENSACAG00000000847.3	Nana19512-RA
OG0012795	ENSACAG00000009974.3	Nana14180-RA
OG0012796	ENSACAG00000023125.1	Nana17756-RA
OG0012797	ENSACAG00000002022.3	Nana26635-RA
OG0012798	ENSACAG00000002228.3	Nana14212-RA
OG0012800	ENSACAG00000001947.3	Nana14216-RA
OG0012802	ENSACAG00000016147.3	Nana14242-RA
OG0012804	ENSACAG00000002466.3	Nana26880-RA
OG0012806	ENSACAG00000025764.2	Nana26885-RA
OG0012808	ENSACAG00000009308.3	Nana14282-RA
OG0012809	ENSACAG00000006408.2	Nana23217-RA
OG0012813	ENSACAG00000010089.2	Nana14289-RA
OG0012816	ENSACAG00000024778.2	Nana23254-RA
OG0012817	ENSACAG00000024181.1	Nana23259-RA
OG0012818	ENSACAG00000007005.1	Nana29721-RA
OG0012820	ENSACAG00000004827.3	Nana23267-RA
OG0012821	ENSACAG00000004805.3	Nana23269-RA
OG0012822	ENSACAG00000004803.3	Nana23272-RA
OG0012823	ENSACAG00000004771.3	Nana23276-RA
OG0012825	ENSACAG00000006229.3	Nana14030-RA
OG0012828	ENSACAG00000012109.3	Nana23356-RA
OG0012829	ENSACAG00000012232.3	Nana23345-RA
OG0012830	ENSACAG00000002291.3	Nana13973-RA
OG0012831	ENSACAG00000012342.3	Nana23341-RA
OG0012833	ENSACAG00000002751.2	Nana26274-RA
OG0012835	ENSACAG00000023481.2	Nana23338-RA
OG0012837	ENSACAG00000013088.3	Nana23326-RA
OG0012838	ENSACAG00000013323.2	Nana23318-RA
OG0012839	ENSACAG00000003745.3	Nana13935-RA
OG0012840	ENSACAG00000000689.2	Nana26190-RA
OG0012841	ENSACAG00000004209.3	Nana13917-RA
OG0012842	ENSACAG00000028388.1	Nana13911-RA
OG0012843	ENSACAG00000029049.1	Nana13908-RA
OG0012844	ENSACAG00000002034.3	Nana26173-RA
OG0012846	ENSACAG00000011405.3	Nana26031-RD, Nana26031-RC, Nana26031-RA, Nana26031-RB, Nana26031-RE
OG0012847	ENSACAG00000005977.3	Nana26023-RA
OG0012849	ENSACAG00000007388.3	Nana13834-RA
OG0012850	ENSACAG00000005917.3	Nana26017-RA
OG0012851	ENSACAG00000002147.3	Nana29405-RA
OG0012852	ENSACAG00000002407.3	Nana29423-RA
OG0012853	ENSACAG00000001680.3	Nana25905-RA
OG0012854	ENSACAG00000001831.3	Nana25901-RA
OG0012855	ENSACAG00000015829.3	Nana29492-RA
OG0012856	ENSACAG00000017031.3	Nana25890-RA
OG0012857	ENSACAG00000011590.3	Nana25881-RA
OG0012858	ENSACAG00000000141.3	Nana13977-RA
OG0012859	ENSACAG00000011680.3	Nana25869-RA
OG0012860	ENSACAG00000000153.3	Nana13979-RA
OG0012861	ENSACAG00000014095.3	Nana13728-RA
OG0012862	ENSACAG00000012037.3	Nana13680-RA
OG0012863	ENSACAG00000016909.3	Nana13677-RA
OG0012864	ENSACAG00000007416.2	Nana25825-RA
OG0012865	ENSACAG00000016871.2	Nana13671-RA
OG0012866	ENSACAG00000011674.3	Nana29211-RA
