Orthogroup	A_carolinensis.pep	M_musculus.pep
OG0009719	ENSACAG00000024920.2	ENSMUSG00000050103.18
OG0009720	ENSACAG00000007216.3	ENSMUSG00000034317.14
OG0009721	ENSACAG00000013056.3	ENSMUSG00000030306.14
OG0009722	ENSACAG00000007074.2	ENSMUSG00000034349.14
OG0009723	ENSACAG00000012646.3	ENSMUSG00000020547.5
OG0009724	ENSACAG00000016220.3	ENSMUSG00000002771.12
OG0009725	ENSACAG00000012640.3	ENSMUSG00000020577.17
OG0009726	ENSACAG00000006932.3	ENSMUSG00000027775.9
OG0009727	ENSACAG00000012587.3	ENSMUSG00000020581.11
OG0009728	ENSACAG00000026823.2	ENSMUSG00000049404.7
OG0009729	ENSACAG00000006829.3	ENSMUSG00000027774.16
OG0009730	ENSACAG00000006914.2	ENSMUSG00000047557.2
OG0009731	ENSACAG00000012199.3	ENSMUSG00000020590.16
OG0009732	ENSACAG00000006806.3	ENSMUSG00000034544.17
OG0009733	ENSACAG00000006780.3	ENSMUSG00000027832.5
OG0009734	ENSACAG00000001547.3	ENSMUSG00000027829.15
OG0009735	ENSACAG00000001488.3	ENSMUSG00000034640.9
OG0009736	ENSACAG00000001453.3	ENSMUSG00000027828.12
OG0009737	ENSACAG00000000034.2	ENSMUSG00000030180.15
OG0009738	ENSACAG00000011821.2	ENSMUSG00000046518.3
OG0009739	ENSACAG00000011817.3	ENSMUSG00000020561.8
OG0009740	ENSACAG00000011804.3	ENSMUSG00000048004.15
OG0009741	ENSACAG00000012747.3	ENSMUSG00000001383.9
OG0009742	ENSACAG00000000556.3	ENSMUSG00000027823.9
OG0009743	ENSACAG00000000431.3	ENSMUSG00000048581.12
OG0009744	ENSACAG00000004239.3	ENSMUSG00000036834.16
OG0009745	ENSACAG00000012987.3	ENSMUSG00000006850.8
OG0009746	ENSACAG00000026772.1	ENSMUSG00000030019.6
OG0009747	ENSACAG00000013016.2	ENSMUSG00000117679.1
OG0009748	ENSACAG00000014127.3	ENSMUSG00000021175.15
OG0009749	ENSACAG00000013148.3	ENSMUSG00000006050.12
OG0009750	ENSACAG00000006974.3	ENSMUSG00000043441.5
OG0009751	ENSACAG00000006905.2	ENSMUSG00000027770.5
OG0009752	ENSACAG00000013755.3	ENSMUSG00000028986.12
OG0009753	ENSACAG00000011271.1	ENSMUSG00000027765.6
OG0009754	ENSACAG00000013625.3	ENSMUSG00000029816.10
OG0009755	ENSACAG00000008002.3	ENSMUSG00000027761.4
OG0009756	ENSACAG00000002090.3	ENSMUSG00000029190.19
OG0009757	ENSACAG00000007794.2	ENSMUSG00000043850.15
OG0009758	ENSACAG00000013302.3	ENSMUSG00000038388.14
OG0009759	ENSACAG00000002074.2	ENSMUSG00000029196.9
OG0009760	ENSACAG00000002048.3	ENSMUSG00000029198.3
OG0009761	ENSACAG00000013246.3	ENSMUSG00000029821.15
OG0009762	ENSACAG00000001646.3	ENSMUSG00000029093.14
OG0009763	ENSACAG00000013080.3	ENSMUSG00000029822.15
OG0009764	ENSACAG00000027782.2	ENSMUSG00000029828.4
OG0009765	ENSACAG00000013068.2	ENSMUSG00000029832.16
OG0009766	ENSACAG00000001510.2	ENSMUSG00000074736.10
OG0009767	ENSACAG00000012971.3	ENSMUSG00000038301.15
OG0009768	ENSACAG00000007548.3	ENSMUSG00000036513.15
OG0009769	ENSACAG00000000014.3	ENSMUSG00000023940.14
OG0009770	ENSACAG00000007527.3	ENSMUSG00000027803.14
OG0009771	ENSACAG00000005272.2	ENSMUSG00000002728.14
OG0009772	ENSACAG00000000016.3	ENSMUSG00000044957.3
OG0009773	ENSACAG00000012196.3	ENSMUSG00000002897.5
OG0009774	ENSACAG00000005284.3	ENSMUSG00000001767.5
OG0009775	ENSACAG00000000018.3	ENSMUSG00000023931.5
OG0009776	ENSACAG00000000019.3	ENSMUSG00000035580.10
OG0009777	ENSACAG00000012297.3	ENSMUSG00000071226.11
OG0009778	ENSACAG00000005439.3	ENSMUSG00000037110.20
OG0009779	ENSACAG00000028994.1	ENSMUSG00000074749.10
OG0009780	ENSACAG00000012487.3	ENSMUSG00000009112.4
OG0009781	ENSACAG00000007757.3	ENSMUSG00000021906.14
OG0009782	ENSACAG00000007752.2	ENSMUSG00000021905.14
OG0009783	ENSACAG00000009738.2	ENSMUSG00000045414.7
OG0009784	ENSACAG00000002496.2	ENSMUSG00000014496.8
OG0009785	ENSACAG00000012542.3	ENSMUSG00000051586.17
OG0009786	ENSACAG00000010563.3	ENSMUSG00000037034.16
OG0009787	ENSACAG00000023847.1	ENSMUSG00000027435.8
OG0009788	ENSACAG00000002449.2	ENSMUSG00000021900.10
OG0009789	ENSACAG00000004684.3	ENSMUSG00000015354.8
OG0009790	ENSACAG00000000953.3	ENSMUSG00000038074.16
OG0009791	ENSACAG00000000877.3	ENSMUSG00000019124.10
OG0009792	ENSACAG00000010211.3	ENSMUSG00000034617.7
OG0009793	ENSACAG00000000853.3	ENSMUSG00000086040.8
OG0009794	ENSACAG00000003118.1	ENSMUSG00000066235.7
OG0009795	ENSACAG00000003100.3	ENSMUSG00000038233.10
OG0009796	ENSACAG00000011974.3	ENSMUSG00000038871.5
OG0009797	ENSACAG00000004915.3	ENSMUSG00000032409.15
OG0009798	ENSACAG00000002991.3	ENSMUSG00000041608.8
OG0009799	ENSACAG00000010201.3	ENSMUSG00000021532.11
OG0009800	ENSACAG00000002919.3	ENSMUSG00000038058.14
OG0009801	ENSACAG00000002806.3	ENSMUSG00000021891.8
OG0009802	ENSACAG00000011754.2	ENSMUSG00000030222.13
OG0009803	ENSACAG00000002737.3	ENSMUSG00000021892.14
OG0009804	ENSACAG00000000677.3	ENSMUSG00000021595.18
OG0009805	ENSACAG00000005140.3	ENSMUSG00000032413.12
OG0009806	ENSACAG00000005397.2	ENSMUSG00000040433.16
OG0009807	ENSACAG00000005398.3	ENSMUSG00000026220.6
OG0009808	ENSACAG00000002333.3	ENSMUSG00000032571.14
OG0009809	ENSACAG00000005749.3	ENSMUSG00000045658.16
OG0009810	ENSACAG00000014852.3	ENSMUSG00000026163.17
OG0009811	ENSACAG00000012823.3	ENSMUSG00000042599.8
OG0009812	ENSACAG00000014780.3	ENSMUSG00000053161.16
OG0009813	ENSACAG00000004173.3	ENSMUSG00000026248.9
OG0009814	ENSACAG00000011024.3	ENSMUSG00000038456.9
OG0009815	ENSACAG00000001748.3	ENSMUSG00000032567.16
OG0009816	ENSACAG00000000712.3	ENSMUSG00000090150.10
OG0009817	ENSACAG00000000484.3	ENSMUSG00000032557.13
OG0009818	ENSACAG00000003827.3	ENSMUSG00000026142.15
OG0009819	ENSACAG00000016940.3	ENSMUSG00000061436.15
OG0009820	ENSACAG00000003124.3	ENSMUSG00000054414.4
OG0009821	ENSACAG00000016841.3	ENSMUSG00000029925.13
OG0009822	ENSACAG00000003137.2	ENSMUSG00000027963.14
OG0009823	ENSACAG00000003261.2	ENSMUSG00000068696.6
OG0009824	ENSACAG00000003290.3	ENSMUSG00000000339.14
OG0009825	ENSACAG00000010048.3	ENSMUSG00000032498.9
OG0009826	ENSACAG00000003456.2	ENSMUSG00000027961.7
OG0009827	ENSACAG00000004212.3	ENSMUSG00000004364.14
OG0009828	ENSACAG00000009967.3	ENSMUSG00000032497.19
OG0009829	ENSACAG00000004322.2	ENSMUSG00000043230.2
OG0009830	ENSACAG00000016592.3	ENSMUSG00000035311.16
OG0009831	ENSACAG00000004456.3	ENSMUSG00000073643.11
OG0009832	ENSACAG00000004626.3	ENSMUSG00000047330.8
OG0009833	ENSACAG00000029455.1	ENSMUSG00000035365.15
OG0009834	ENSACAG00000016532.2	ENSMUSG00000035383.7
OG0009835	ENSACAG00000004628.3	ENSMUSG00000032883.15
OG0009836	ENSACAG00000004749.3	ENSMUSG00000012187.13
OG0009837	ENSACAG00000016374.3	ENSMUSG00000020051.17
OG0009838	ENSACAG00000004769.3	ENSMUSG00000026245.16
OG0009839	ENSACAG00000005685.3	ENSMUSG00000063406.11
OG0009840	ENSACAG00000005571.3	ENSMUSG00000056531.11
OG0009841	ENSACAG00000016328.3	ENSMUSG00000035459.18
OG0009842	ENSACAG00000005545.2	ENSMUSG00000029265.4
OG0009843	ENSACAG00000009261.3	ENSMUSG00000035919.16
OG0009844	ENSACAG00000009181.3	ENSMUSG00000031963.8
OG0009845	ENSACAG00000005406.3	ENSMUSG00000028121.8
OG0009846	ENSACAG00000007473.2	ENSMUSG00000031965.15
OG0009847	ENSACAG00000007436.3	ENSMUSG00000008429.8
OG0009848	ENSACAG00000003514.3	ENSMUSG00000032452.12
OG0009849	ENSACAG00000003511.3	ENSMUSG00000046402.10
OG0009850	ENSACAG00000005200.3	ENSMUSG00000028125.14
OG0009851	ENSACAG00000007307.3	ENSMUSG00000036411.10
OG0009852	ENSACAG00000016095.3	ENSMUSG00000020251.13
OG0009853	ENSACAG00000003341.3	ENSMUSG00000032458.6
OG0009854	ENSACAG00000003566.3	ENSMUSG00000036777.8
OG0009855	ENSACAG00000016051.3	ENSMUSG00000020246.13
OG0009856	ENSACAG00000021042.2	ENSMUSG00000021322.8
OG0009857	ENSACAG00000015912.3	ENSMUSG00000034612.7
OG0009858	ENSACAG00000005112.3	ENSMUSG00000039831.16
OG0009859	ENSACAG00000017668.2	ENSMUSG00000021319.7
OG0009860	ENSACAG00000028553.1	ENSMUSG00000020255.8
OG0009861	ENSACAG00000017665.2	ENSMUSG00000002808.7
OG0009862	ENSACAG00000017651.3	ENSMUSG00000021314.13
OG0009863	ENSACAG00000015569.3	ENSMUSG00000020263.14
OG0009864	ENSACAG00000004924.3	ENSMUSG00000028128.13
OG0009865	ENSACAG00000017617.3	ENSMUSG00000041236.8
OG0009866	ENSACAG00000002329.3	ENSMUSG00000034220.7
OG0009867	ENSACAG00000004856.2	ENSMUSG00000053931.11
OG0009868	ENSACAG00000015528.3	ENSMUSG00000046841.5
OG0009869	ENSACAG00000002282.3	ENSMUSG00000034212.14
OG0009870	ENSACAG00000004845.3	ENSMUSG00000039887.11
OG0009871	ENSACAG00000002269.3	ENSMUSG00000034159.12
OG0009872	ENSACAG00000015400.3	ENSMUSG00000034453.8
OG0009873	ENSACAG00000004789.3	ENSMUSG00000028133.17
OG0009874	ENSACAG00000015355.2	ENSMUSG00000020037.15
OG0009875	ENSACAG00000017576.3	ENSMUSG00000041324.14
OG0009876	ENSACAG00000009917.3	ENSMUSG00000025949.16
OG0009877	ENSACAG00000015295.3	ENSMUSG00000035620.15
OG0009878	ENSACAG00000017547.3	ENSMUSG00000021318.15
OG0009879	ENSACAG00000015290.3	ENSMUSG00000049038.3
OG0009880	ENSACAG00000017546.2	ENSMUSG00000039182.6
OG0009881	ENSACAG00000009710.3	ENSMUSG00000020262.15
OG0009882	ENSACAG00000014907.3	ENSMUSG00000035529.10
OG0009883	ENSACAG00000005513.3	ENSMUSG00000033308.16
OG0009885	ENSACAG00000026371.1	ENSMUSG00000035455.12
OG0009886	ENSACAG00000017470.3	ENSMUSG00000001999.15
OG0009887	ENSACAG00000003883.3	ENSMUSG00000044667.12
OG0009888	ENSACAG00000014762.2	ENSMUSG00000001786.14
OG0009889	ENSACAG00000001192.3	ENSMUSG00000034066.13
OG0009890	ENSACAG00000004232.3	ENSMUSG00000029270.10
OG0009891	ENSACAG00000016609.2	ENSMUSG00000005410.6
OG0009892	ENSACAG00000000919.3	ENSMUSG00000026278.14
OG0009893	ENSACAG00000016603.3	ENSMUSG00000034472.13
OG0009894	ENSACAG00000000739.3	ENSMUSG00000026281.15
OG0009895	ENSACAG00000000533.3	ENSMUSG00000073609.9
OG0009896	ENSACAG00000000433.2	ENSMUSG00000079625.2
OG0009897	ENSACAG00000004573.3	ENSMUSG00000029276.13
OG0009898	ENSACAG00000014188.3	ENSMUSG00000021102.4
OG0009899	ENSACAG00000016312.2	ENSMUSG00000053774.9
OG0009900	ENSACAG00000004656.2	ENSMUSG00000089798.10
OG0009901	ENSACAG00000016299.3	ENSMUSG00000022787.10
OG0009902	ENSACAG00000016292.2	ENSMUSG00000035764.5
OG0009903	ENSACAG00000016291.3	ENSMUSG00000052384.14
OG0009904	ENSACAG00000016288.3	ENSMUSG00000035790.15
OG0009905	ENSACAG00000001384.3	ENSMUSG00000029287.14
OG0009906	ENSACAG00000021072.3	ENSMUSG00000043410.16
OG0009907	ENSACAG00000008190.2	ENSMUSG00000050830.17
OG0009908	ENSACAG00000001608.3	ENSMUSG00000049606.16
OG0009909	ENSACAG00000001151.3	ENSMUSG00000029290.12
OG0009910	ENSACAG00000008236.3	ENSMUSG00000018654.17
OG0009911	ENSACAG00000021120.2	ENSMUSG00000046079.16
OG0009912	ENSACAG00000001238.3	ENSMUSG00000054720.12
OG0009913	ENSACAG00000001362.3	ENSMUSG00000028271.9
OG0009914	ENSACAG00000009662.3	ENSMUSG00000032547.12
OG0009915	ENSACAG00000009605.3	ENSMUSG00000032531.15
OG0009916	ENSACAG00000008565.3	ENSMUSG00000034152.6
OG0009917	ENSACAG00000009191.3	ENSMUSG00000037784.14
OG0009918	ENSACAG00000016262.3	ENSMUSG00000016637.7
OG0009919	ENSACAG00000001709.3	ENSMUSG00000037062.13
OG0009920	ENSACAG00000009163.3	ENSMUSG00000032473.13
OG0009921	ENSACAG00000009129.3	ENSMUSG00000033501.5
OG0009922	ENSACAG00000009045.3	ENSMUSG00000004460.17
OG0009923	ENSACAG00000008917.3	ENSMUSG00000028343.10
OG0009924	ENSACAG00000009059.2	ENSMUSG00000092116.1
OG0009925	ENSACAG00000009062.2	ENSMUSG00000039740.6
OG0009926	ENSACAG00000016114.3	ENSMUSG00000068227.9
OG0009927	ENSACAG00000009097.3	ENSMUSG00000028476.13
OG0009928	ENSACAG00000015920.1	ENSMUSG00000043460.7
OG0009929	ENSACAG00000008283.1	ENSMUSG00000009293.17
OG0009930	ENSACAG00000015666.3	ENSMUSG00000116069.1, ENSMUSG00000022436.16
OG0009931	ENSACAG00000009460.2	ENSMUSG00000036123.8
OG0009932	ENSACAG00000008128.3	ENSMUSG00000013089.15
OG0009933	ENSACAG00000008831.3	ENSMUSG00000028528.17
OG0009934	ENSACAG00000028833.1	ENSMUSG00000042564.13
OG0009935	ENSACAG00000008117.3	ENSMUSG00000022426.6
OG0009936	ENSACAG00000009712.3	ENSMUSG00000026526.14
OG0009937	ENSACAG00000008070.3	ENSMUSG00000042535.9
OG0009938	ENSACAG00000008478.3	ENSMUSG00000028530.14
OG0009939	ENSACAG00000029148.1	ENSMUSG00000028419.5
OG0009940	ENSACAG00000009799.3	ENSMUSG00000046010.7
OG0009941	ENSACAG00000007817.3	ENSMUSG00000033618.7
OG0009942	ENSACAG00000007778.3	ENSMUSG00000022853.7
OG0009943	ENSACAG00000008354.3	ENSMUSG00000028532.14
OG0009944	ENSACAG00000007715.3	ENSMUSG00000033653.18
OG0009945	ENSACAG00000007796.3	ENSMUSG00000053411.16
OG0009946	ENSACAG00000029076.1	ENSMUSG00000069733.11
OG0009947	ENSACAG00000008290.3	ENSMUSG00000035305.5
OG0009948	ENSACAG00000028762.1	ENSMUSG00000000489.7
OG0009949	ENSACAG00000007713.1	ENSMUSG00000070287.3
OG0009950	ENSACAG00000007593.3	ENSMUSG00000032527.13
OG0009951	ENSACAG00000006933.3	ENSMUSG00000045589.7
OG0009952	ENSACAG00000007610.3	ENSMUSG00000042428.6
OG0009953	ENSACAG00000007591.2	ENSMUSG00000022412.14
OG0009954	ENSACAG00000013023.2	ENSMUSG00000029253.12
OG0009955	ENSACAG00000013037.3	ENSMUSG00000035898.13
OG0009956	ENSACAG00000007474.3	ENSMUSG00000022416.15
OG0009957	ENSACAG00000007387.3	ENSMUSG00000022408.7
OG0009958	ENSACAG00000022908.2	ENSMUSG00000028553.12
OG0009959	ENSACAG00000007833.3	ENSMUSG00000028560.11
OG0009960	ENSACAG00000007807.2	ENSMUSG00000035407.8
OG0009961	ENSACAG00000007792.3	ENSMUSG00000061859.17
OG0009962	ENSACAG00000005430.3	ENSMUSG00000042303.19
OG0009963	ENSACAG00000009079.3	ENSMUSG00000031864.16
OG0009964	ENSACAG00000009025.3	ENSMUSG00000036356.15
OG0009965	ENSACAG00000006547.3	ENSMUSG00000026308.8
OG0009966	ENSACAG00000007111.3	ENSMUSG00000028572.13
OG0009967	ENSACAG00000005208.3	ENSMUSG00000022400.9
OG0009968	ENSACAG00000007068.3	ENSMUSG00000028573.18
OG0009969	ENSACAG00000007036.3	ENSMUSG00000035069.3
OG0009970	ENSACAG00000008695.3	ENSMUSG00000029405.16
OG0009971	ENSACAG00000006902.3	ENSMUSG00000029656.13
OG0009972	ENSACAG00000005056.2	ENSMUSG00000022394.14
OG0009973	ENSACAG00000006854.3	ENSMUSG00000035031.15
OG0009974	ENSACAG00000029131.1	ENSMUSG00000034981.9
OG0009975	ENSACAG00000006439.1	ENSMUSG00000079436.3
OG0009976	ENSACAG00000006771.3	ENSMUSG00000028518.8
OG0009977	ENSACAG00000000178.3	ENSMUSG00000028517.8
OG0009978	ENSACAG00000006218.3	ENSMUSG00000026259.14
OG0009979	ENSACAG00000002119.3	ENSMUSG00000031668.14
OG0009980	ENSACAG00000004775.3	ENSMUSG00000061360.8
OG0009981	ENSACAG00000025387.2	ENSMUSG00000025418.7
OG0009982	ENSACAG00000011114.3	ENSMUSG00000035505.14
OG0009983	ENSACAG00000000130.2	ENSMUSG00000034926.3
OG0009984	ENSACAG00000004668.3	ENSMUSG00000042109.8
OG0009985	ENSACAG00000004619.3	ENSMUSG00000022474.15
OG0009986	ENSACAG00000000119.3	ENSMUSG00000021537.9
OG0009987	ENSACAG00000000115.2	ENSMUSG00000043572.7
OG0009988	ENSACAG00000011391.3	ENSMUSG00000029376.8
OG0009989	ENSACAG00000004146.3	ENSMUSG00000022463.8
OG0009990	ENSACAG00000011452.3	ENSMUSG00000029377.5
OG0009991	ENSACAG00000029391.1	ENSMUSG00000029378.5
OG0009992	ENSACAG00000011511.2	ENSMUSG00000002222.14
OG0009993	ENSACAG00000022374.1	ENSMUSG00000028621.17
OG0009994	ENSACAG00000011691.3	ENSMUSG00000052852.8
OG0009995	ENSACAG00000025298.2	ENSMUSG00000052962.3
OG0009996	ENSACAG00000014158.2	ENSMUSG00000028619.15
OG0009997	ENSACAG00000011938.3	ENSMUSG00000063884.6
OG0009998	ENSACAG00000014079.2	ENSMUSG00000028617.10
OG0009999	ENSACAG00000012141.3	ENSMUSG00000049553.11
OG0010000	ENSACAG00000010626.3	ENSMUSG00000042770.8
OG0010001	ENSACAG00000005436.3	ENSMUSG00000052229.5
OG0010002	ENSACAG00000005263.3	ENSMUSG00000024400.16
OG0010003	ENSACAG00000010648.3	ENSMUSG00000030204.10
OG0010004	ENSACAG00000010776.3	ENSMUSG00000068747.14
OG0010005	ENSACAG00000005255.3	ENSMUSG00000024258.4
OG0010006	ENSACAG00000010710.2	ENSMUSG00000090698.2
OG0010007	ENSACAG00000005182.3	ENSMUSG00000024260.14
OG0010008	ENSACAG00000028686.1	ENSMUSG00000048796.7
OG0010009	ENSACAG00000012612.3	ENSMUSG00000020700.11
OG0010010	ENSACAG00000010795.3	ENSMUSG00000030219.13
OG0010011	ENSACAG00000012786.3	ENSMUSG00000001901.15
OG0010012	ENSACAG00000004927.3	ENSMUSG00000037503.12
OG0010013	ENSACAG00000011567.3	ENSMUSG00000027889.17
OG0010014	ENSACAG00000011014.3	ENSMUSG00000029848.11
OG0010015	ENSACAG00000004814.3	ENSMUSG00000043008.9
OG0010016	ENSACAG00000004768.1	ENSMUSG00000062901.3
OG0010017	ENSACAG00000013237.3	ENSMUSG00000053580.16
OG0010018	ENSACAG00000011264.3	ENSMUSG00000038759.15
OG0010019	ENSACAG00000029660.1	ENSMUSG00000047067.7
OG0010020	ENSACAG00000013359.3	ENSMUSG00000020695.14
OG0010021	ENSACAG00000004453.3	ENSMUSG00000025008.15
OG0010022	ENSACAG00000011982.3	ENSMUSG00000040600.9
OG0010023	ENSACAG00000012025.2	ENSMUSG00000014599.10
OG0010024	ENSACAG00000013509.3	ENSMUSG00000034931.15
OG0010025	ENSACAG00000004193.3	ENSMUSG00000025196.4
OG0010026	ENSACAG00000004166.3	ENSMUSG00000025195.9
OG0010027	ENSACAG00000003972.3	ENSMUSG00000025194.5
OG0010028	ENSACAG00000012017.3	ENSMUSG00000035189.17
OG0010029	ENSACAG00000003702.3	ENSMUSG00000025192.13
OG0010030	ENSACAG00000003687.2	ENSMUSG00000040414.8
OG0010031	ENSACAG00000012282.3	ENSMUSG00000074802.11
OG0010032	ENSACAG00000013855.3	ENSMUSG00000044052.3
OG0010033	ENSACAG00000012493.3	ENSMUSG00000027894.14
OG0010034	ENSACAG00000012333.3	ENSMUSG00000047638.15
OG0010035	ENSACAG00000003583.3	ENSMUSG00000025190.13
OG0010036	ENSACAG00000013861.3	ENSMUSG00000017167.6
OG0010037	ENSACAG00000012721.3	ENSMUSG00000027895.10
OG0010038	ENSACAG00000003524.3	ENSMUSG00000025189.9
OG0010039	ENSACAG00000012416.3	ENSMUSG00000019935.16
OG0010040	ENSACAG00000003429.3	ENSMUSG00000074852.4
OG0010041	ENSACAG00000014235.3	ENSMUSG00000006920.14
OG0010042	ENSACAG00000012716.3	ENSMUSG00000019951.10
OG0010043	ENSACAG00000015995.2	ENSMUSG00000042861.7
OG0010044	ENSACAG00000028401.1	ENSMUSG00000078656.11
OG0010045	ENSACAG00000003217.2	ENSMUSG00000025184.10
OG0010046	ENSACAG00000003141.3	ENSMUSG00000042401.8
OG0010047	ENSACAG00000013012.3	ENSMUSG00000019979.12
OG0010048	ENSACAG00000013236.3	ENSMUSG00000028730.14
OG0010049	ENSACAG00000022808.2	ENSMUSG00000028536.12
OG0010050	ENSACAG00000027657.2	ENSMUSG00000018821.3
OG0010051	ENSACAG00000002933.3	ENSMUSG00000049670.9
OG0010052	ENSACAG00000013337.3	ENSMUSG00000019988.7
OG0010053	ENSACAG00000003783.3	ENSMUSG00000025209.5
OG0010054	ENSACAG00000003798.3	ENSMUSG00000025208.9
OG0010055	ENSACAG00000003815.3	ENSMUSG00000025207.16
OG0010056	ENSACAG00000013545.3	ENSMUSG00000035007.5
OG0010057	ENSACAG00000013435.3	ENSMUSG00000006392.16
OG0010058	ENSACAG00000013511.3	ENSMUSG00000010358.13
OG0010059	ENSACAG00000013472.3	ENSMUSG00000034993.7
OG0010060	ENSACAG00000013415.3	ENSMUSG00000017146.12
OG0010061	ENSACAG00000004102.3	ENSMUSG00000025231.17
OG0010062	ENSACAG00000013885.3	ENSMUSG00000020017.14
OG0010063	ENSACAG00000004270.3	ENSMUSG00000025036.7
OG0010064	ENSACAG00000029427.1	ENSMUSG00000003559.8
OG0010065	ENSACAG00000014029.2	ENSMUSG00000015890.2
OG0010066	ENSACAG00000014159.3	ENSMUSG00000036112.15
OG0010067	ENSACAG00000013113.2	ENSMUSG00000071415.6
OG0010068	ENSACAG00000004756.2	ENSMUSG00000025049.6
OG0010069	ENSACAG00000004796.3	ENSMUSG00000025047.9
OG0010070	ENSACAG00000012771.3	ENSMUSG00000005897.14
OG0010071	ENSACAG00000014203.3	ENSMUSG00000033326.15
OG0010072	ENSACAG00000004920.3	ENSMUSG00000006435.16
OG0010073	ENSACAG00000004954.3	ENSMUSG00000042694.17
OG0010074	ENSACAG00000004988.3	ENSMUSG00000025060.15
OG0010075	ENSACAG00000012631.3	ENSMUSG00000074785.5
OG0010076	ENSACAG00000014312.3	ENSMUSG00000028540.6
OG0010077	ENSACAG00000005136.2	ENSMUSG00000025064.15
OG0010078	ENSACAG00000012616.3	ENSMUSG00000020027.18
OG0010079	ENSACAG00000012582.3	ENSMUSG00000020926.16
OG0010080	ENSACAG00000014406.3	ENSMUSG00000028541.14
OG0010081	ENSACAG00000014488.3	ENSMUSG00000028542.17
OG0010082	ENSACAG00000012450.3	ENSMUSG00000036499.9
OG0010083	ENSACAG00000005165.3	ENSMUSG00000044948.17
OG0010084	ENSACAG00000014681.3	ENSMUSG00000009640.11
OG0010085	ENSACAG00000012367.3	ENSMUSG00000019929.16
OG0010086	ENSACAG00000012359.3	ENSMUSG00000036446.5
OG0010087	ENSACAG00000005224.3	ENSMUSG00000117975.1
OG0010088	ENSACAG00000005225.3	ENSMUSG00000046585.9
OG0010089	ENSACAG00000014822.3	ENSMUSG00000048772.15
OG0010090	ENSACAG00000014830.3	ENSMUSG00000060268.12
OG0010091	ENSACAG00000012203.2	ENSMUSG00000034685.4
OG0010092	ENSACAG00000014925.3	ENSMUSG00000034035.18
OG0010093	ENSACAG00000011871.3	ENSMUSG00000019960.8
OG0010094	ENSACAG00000005951.3	ENSMUSG00000034765.6
OG0010095	ENSACAG00000015193.3	ENSMUSG00000028690.4
OG0010096	ENSACAG00000007486.3	ENSMUSG00000051378.10
OG0010097	ENSACAG00000007476.3	ENSMUSG00000020935.8
OG0010098	ENSACAG00000011140.3	ENSMUSG00000044921.5
OG0010099	ENSACAG00000011108.2	ENSMUSG00000036602.14
OG0010100	ENSACAG00000010944.2	ENSMUSG00000019894.14
OG0010101	ENSACAG00000014731.3	ENSMUSG00000036019.8
OG0010102	ENSACAG00000015383.3	ENSMUSG00000028681.11
OG0010103	ENSACAG00000014713.3	ENSMUSG00000036009.16
OG0010104	ENSACAG00000025484.2	ENSMUSG00000073771.11
OG0010105	ENSACAG00000015556.3	ENSMUSG00000028680.14
OG0010106	ENSACAG00000016433.3	ENSMUSG00000020941.7
OG0010107	ENSACAG00000015815.2	ENSMUSG00000024976.14
OG0010108	ENSACAG00000016489.3	ENSMUSG00000055805.15
OG0010109	ENSACAG00000014473.3	ENSMUSG00000035948.13
OG0010110	ENSACAG00000014431.3	ENSMUSG00000000435.1
OG0010111	ENSACAG00000022851.2	ENSMUSG00000035923.4
OG0010112	ENSACAG00000015710.3	ENSMUSG00000034042.16
OG0010113	ENSACAG00000014272.3	ENSMUSG00000035916.8
OG0010114	ENSACAG00000015733.2	ENSMUSG00000028696.12
OG0010115	ENSACAG00000016741.2	ENSMUSG00000046215.3
OG0010116	ENSACAG00000014016.3	ENSMUSG00000019907.10
OG0010117	ENSACAG00000017793.2	ENSMUSG00000057337.13
OG0010118	ENSACAG00000017786.3	ENSMUSG00000020085.15
OG0010119	ENSACAG00000014001.2	ENSMUSG00000035873.8
OG0010120	ENSACAG00000002422.3	ENSMUSG00000028701.4
OG0010121	ENSACAG00000017782.3	ENSMUSG00000020086.6
OG0010122	ENSACAG00000002210.3	ENSMUSG00000028703.14
OG0010123	ENSACAG00000017768.3	ENSMUSG00000058806.15
OG0010124	ENSACAG00000016868.3	ENSMUSG00000020694.17
OG0010125	ENSACAG00000021144.3	ENSMUSG00000020151.16
OG0010126	ENSACAG00000016895.2	ENSMUSG00000010554.14
OG0010127	ENSACAG00000016919.3	ENSMUSG00000014198.15
OG0010128	ENSACAG00000008843.3	ENSMUSG00000020098.7
OG0010129	ENSACAG00000007164.3	ENSMUSG00000034127.15
OG0010130	ENSACAG00000008740.2	ENSMUSG00000020097.14
OG0010131	ENSACAG00000007193.3	ENSMUSG00000020140.15
OG0010132	ENSACAG00000016984.2	ENSMUSG00000006782.16
OG0010133	ENSACAG00000016998.3	ENSMUSG00000006784.14
OG0010134	ENSACAG00000008406.3	ENSMUSG00000020092.9
OG0010135	ENSACAG00000008388.3	ENSMUSG00000020091.15
OG0010136	ENSACAG00000008384.3	ENSMUSG00000037151.8
OG0010137	ENSACAG00000007531.3	ENSMUSG00000006764.8
OG0010138	ENSACAG00000017097.3	ENSMUSG00000017176.17
OG0010139	ENSACAG00000017163.3	ENSMUSG00000034773.16
OG0010140	ENSACAG00000017177.3	ENSMUSG00000034757.15
OG0010141	ENSACAG00000001244.3	ENSMUSG00000044475.14
OG0010142	ENSACAG00000001222.2	ENSMUSG00000020107.10
