Orthogroup	A_carolinensis.pep	P_Mucros.pep
OG0011385	ENSACAG00000001567.3	XP_015670155.1
OG0011386	ENSACAG00000005472.3	XP_015682041.1
OG0011387	ENSACAG00000001973.3	XP_015679016.1
OG0011388	ENSACAG00000005587.3	XP_015682047.1
OG0011389	ENSACAG00000002086.2	XP_015669033.1
OG0011390	ENSACAG00000007117.3	XP_015681143.1
OG0011391	ENSACAG00000002255.3	XP_015669028.1
OG0011392	ENSACAG00000002271.3	XP_015669032.1
OG0011393	ENSACAG00000003084.3	XP_015669027.1
OG0011394	ENSACAG00000014770.2	XP_015667822.1
OG0011395	ENSACAG00000006017.3	XP_029140764.1
OG0011396	ENSACAG00000006124.2	XP_015675880.1
OG0011397	ENSACAG00000014570.2	XP_029139247.1
OG0011398	ENSACAG00000006510.2	XP_015679982.1
OG0011399	ENSACAG00000006880.3	XP_029141509.1
OG0011400	ENSACAG00000006957.3	XP_029142666.1, XP_029140324.1
OG0011401	ENSACAG00000007076.3	XP_015673373.1
OG0011402	ENSACAG00000007202.3	XP_015673383.1
OG0011403	ENSACAG00000022061.2	XP_015673384.1
OG0011404	ENSACAG00000007264.3	XP_015673375.1
OG0011405	ENSACAG00000007267.3	XP_015673376.1
OG0011406	ENSACAG00000029071.1	XP_015673379.1, XP_015673378.1
OG0011407	ENSACAG00000007557.3	XP_029140249.1
OG0011408	ENSACAG00000007744.3	XP_015672804.1
OG0011409	ENSACAG00000013496.3	XP_015667837.1
OG0011410	ENSACAG00000007967.3	XP_029140250.1
OG0011411	ENSACAG00000008007.3	XP_015672811.1
OG0011412	ENSACAG00000013175.3	XP_015667778.1
OG0011413	ENSACAG00000013170.2	XP_029139241.1
OG0011414	ENSACAG00000008410.3	XP_015674908.1
OG0011415	ENSACAG00000008460.3	XP_015674907.1
OG0011416	ENSACAG00000012398.2	XP_015669246.1
OG0011417	ENSACAG00000012150.3	XP_029141231.1
OG0011418	ENSACAG00000011999.3	XP_015681915.1
OG0011419	ENSACAG00000011679.3	XP_015678038.1
OG0011420	ENSACAG00000011677.3	XP_015678039.1
OG0011421	ENSACAG00000009348.3	XP_015678075.1
OG0011422	ENSACAG00000011587.2	XP_015678041.1, XP_015678042.1
OG0011423	ENSACAG00000011448.3	XP_015678043.1
OG0011424	ENSACAG00000009108.3	XP_029140257.1
OG0011425	ENSACAG00000001600.2	XP_015668545.1
OG0011426	ENSACAG00000001604.2	XP_015668539.1
OG0011427	ENSACAG00000001607.3	XP_029139389.1
OG0011428	ENSACAG00000000956.3	XP_015671842.1
OG0011429	ENSACAG00000021969.2	XP_015672860.1, XP_015672858.1
OG0011430	ENSACAG00000008693.3	XP_015672846.1, XP_015672848.1
OG0011431	ENSACAG00000008638.3	XP_015672844.1, XP_015672845.1
OG0011432	ENSACAG00000006892.3	XP_015672843.1
OG0011433	ENSACAG00000006950.3	XP_015672841.1
OG0011434	ENSACAG00000010861.3	XP_015671844.1
OG0011435	ENSACAG00000006995.3	XP_015672842.1
OG0011436	ENSACAG00000028931.1	XP_015672668.2
OG0011437	ENSACAG00000000402.3	XP_015675366.1
OG0011438	ENSACAG00000000384.3	XP_015677118.1
OG0011439	ENSACAG00000000267.3	XP_029141495.1
OG0011440	ENSACAG00000007689.2	XP_015668063.1
OG0011441	ENSACAG00000000194.1	XP_015684857.1, XP_029142756.1
OG0011442	ENSACAG00000013086.2	XP_015679521.1
OG0011443	ENSACAG00000012985.3	XP_015679526.1
OG0011444	ENSACAG00000011356.3	XP_015684431.1
OG0011445	ENSACAG00000011406.3	XP_015675589.2
OG0011446	ENSACAG00000012738.3	XP_015679522.1
OG0011447	ENSACAG00000011554.3	XP_015675482.1
OG0011448	ENSACAG00000012600.3	XP_015678772.1
OG0011449	ENSACAG00000011701.3	XP_029140727.1
OG0011450	ENSACAG00000000152.3	XP_015675742.1
OG0011451	ENSACAG00000006619.2	XP_015679512.1
OG0011452	ENSACAG00000001759.3	XP_015671639.1
OG0011453	ENSACAG00000006743.3	XP_015684675.1
OG0011454	ENSACAG00000006898.3	XP_015671352.1
OG0011455	ENSACAG00000002267.3	XP_015671642.1
OG0011456	ENSACAG00000006939.3	XP_015671337.1
OG0011457	ENSACAG00000007048.2	XP_015682941.1
OG0011458	ENSACAG00000007061.3	XP_015682939.1
OG0011459	ENSACAG00000006988.3	XP_029139953.1
OG0011460	ENSACAG00000008404.2	XP_015676705.1
OG0011461	ENSACAG00000008412.3	XP_015676706.1
OG0011462	ENSACAG00000007129.2	XP_015671340.1, XP_015671341.1
OG0011463	ENSACAG00000008561.3	XP_015676714.1
OG0011464	ENSACAG00000007417.3	XP_015671344.1
OG0011465	ENSACAG00000007470.2	XP_015671346.2
OG0011466	ENSACAG00000009115.3	XP_015672659.1
OG0011467	ENSACAG00000007095.3	XP_015668542.1
OG0011468	ENSACAG00000008198.3	XP_015675175.1
OG0011469	ENSACAG00000008228.3	XP_015675176.1
OG0011470	ENSACAG00000014548.3	XP_015674731.1
OG0011471	ENSACAG00000014474.3	XP_015674730.1
OG0011472	ENSACAG00000008376.3	XP_015677826.1
OG0011473	ENSACAG00000010491.3	XP_015679487.1
OG0011474	ENSACAG00000008408.3	XP_015677825.1
OG0011475	ENSACAG00000010669.3	XP_015676470.1
OG0011476	ENSACAG00000008923.3	XP_015677823.1
OG0011477	ENSACAG00000010692.3	XP_029140879.1
OG0011478	ENSACAG00000009093.3	XP_015677819.1
OG0011479	ENSACAG00000009126.3	XP_015677818.1
OG0011480	ENSACAG00000009166.3	XP_015677817.2
OG0011481	ENSACAG00000009212.3	XP_015676821.1
OG0011482	ENSACAG00000005105.2	XP_015674635.1
OG0011483	ENSACAG00000005283.3	XP_015668143.1
OG0011484	ENSACAG00000010219.2	XP_015672312.1
OG0011485	ENSACAG00000029169.1	XP_015678229.1
OG0011486	ENSACAG00000005554.3	XP_015672361.1
OG0011487	ENSACAG00000010299.3	XP_015672302.2
OG0011488	ENSACAG00000013360.3	XP_015678918.1
OG0011489	ENSACAG00000005804.3	XP_015678784.1
OG0011490	ENSACAG00000029532.1	XP_015680372.1, XP_015685914.1
OG0011491	ENSACAG00000013119.3	XP_029140062.1
OG0011492	ENSACAG00000012998.3	XP_015671908.1
OG0011493	ENSACAG00000006590.3	XP_029141695.1
OG0011495	ENSACAG00000008167.3	XP_015675232.1
OG0011496	ENSACAG00000005894.3	XP_029140295.1
OG0011497	ENSACAG00000008477.3	XP_015681048.1
OG0011498	ENSACAG00000005826.3	XP_015682340.1
OG0011499	ENSACAG00000008491.3	XP_015681047.1
OG0011500	ENSACAG00000005759.3	XP_015681333.1
OG0011501	ENSACAG00000008532.3	XP_029140110.1
OG0011502	ENSACAG00000005729.2	XP_029142521.1
OG0011503	ENSACAG00000005724.3	XP_015684345.1
OG0011504	ENSACAG00000010080.3	XP_015673491.1
OG0011505	ENSACAG00000010256.3	XP_015673493.1
OG0011506	ENSACAG00000005604.3	XP_015682032.1
OG0011507	ENSACAG00000010511.3	XP_015680864.1
OG0011508	ENSACAG00000010524.2	XP_015684500.1
OG0011509	ENSACAG00000002122.3	XP_015673225.2
OG0011510	ENSACAG00000002117.2	XP_015682060.1
OG0011511	ENSACAG00000008524.3	XP_015687450.1
OG0011512	ENSACAG00000014366.3	XP_015672871.1
OG0011513	ENSACAG00000014451.3	XP_015672865.1
OG0011514	ENSACAG00000014701.3	XP_015681598.1
OG0011515	ENSACAG00000014837.3	XP_015668336.1
OG0011516	ENSACAG00000001921.3	XP_015671818.1
OG0011517	ENSACAG00000001874.3	XP_015671819.1
OG0011518	ENSACAG00000015094.3	XP_015668339.1
OG0011519	ENSACAG00000015127.3	XP_015668340.1
OG0011520	ENSACAG00000015199.2	XP_015668344.1
OG0011521	ENSACAG00000015229.2	XP_015668352.1
OG0011522	ENSACAG00000002330.3	XP_015679258.1
OG0011523	ENSACAG00000023781.1	XP_015686522.1, XP_015673557.1
OG0011524	ENSACAG00000001865.2	XP_029140347.1
OG0011525	ENSACAG00000001787.3	XP_015669653.1
OG0011526	ENSACAG00000001694.3	XP_015677114.1
OG0011527	ENSACAG00000001363.3	XP_015674893.1
OG0011528	ENSACAG00000001260.3	XP_015674894.1
OG0011529	ENSACAG00000007625.2	XP_015683189.1
OG0011530	ENSACAG00000007537.3	XP_015675392.1
OG0011531	ENSACAG00000006015.3	XP_015677616.1
OG0011532	ENSACAG00000005839.2	XP_015677586.1
OG0011533	ENSACAG00000017700.3	XP_015684566.1
OG0011534	ENSACAG00000017676.3	XP_015684607.1
OG0011535	ENSACAG00000014255.3	XP_015680538.1
OG0011536	ENSACAG00000014238.3	XP_015680536.1
OG0011537	ENSACAG00000014185.3	XP_029142510.1
OG0011538	ENSACAG00000007321.2	XP_015687039.1
OG0011539	ENSACAG00000007334.3	XP_015687038.1
OG0011540	ENSACAG00000007369.2	XP_015687042.1
OG0011541	ENSACAG00000007455.3	XP_015687040.1
OG0011542	ENSACAG00000012316.3	XP_015677057.1
OG0011543	ENSACAG00000007501.3	XP_015687036.1
OG0011544	ENSACAG00000012310.3	XP_015682557.1
OG0011545	ENSACAG00000012165.3	XP_015678376.1
OG0011546	ENSACAG00000005496.3	XP_015677884.1
OG0011547	ENSACAG00000013807.3	XP_015678579.2
OG0011548	ENSACAG00000013744.3	XP_015680449.1
OG0011549	ENSACAG00000005763.3	XP_015672374.1
OG0011550	ENSACAG00000005829.3	XP_015676608.1
OG0011551	ENSACAG00000013659.2	XP_015680451.1
OG0011552	ENSACAG00000029292.1	XP_015676606.1
OG0011553	ENSACAG00000013515.3	XP_015680448.1
OG0011554	ENSACAG00000006072.3	XP_015676803.1
OG0011555	ENSACAG00000006083.3	XP_015676804.1
OG0011556	ENSACAG00000012082.3	XP_015679581.1
OG0011557	ENSACAG00000006338.3	XP_015687595.1
OG0011558	ENSACAG00000012285.2	XP_015684947.1
OG0011559	ENSACAG00000010686.3	XP_015682667.1
OG0011560	ENSACAG00000010739.2	XP_015682822.1
OG0011561	ENSACAG00000012377.3	XP_015683762.1
OG0011562	ENSACAG00000010896.3	XP_015674480.1
OG0011563	ENSACAG00000010941.3	XP_015674481.1
OG0011564	ENSACAG00000011354.3	XP_015671121.1
OG0011565	ENSACAG00000026715.2	XP_015676393.1
OG0011566	ENSACAG00000005657.3	XP_015675347.1
OG0011567	ENSACAG00000011793.2	XP_029139904.1
OG0011568	ENSACAG00000014950.3	XP_015678799.1
OG0011569	ENSACAG00000014946.3	XP_015667260.1
OG0011570	ENSACAG00000014913.3	XP_015667488.1
OG0011571	ENSACAG00000014882.3	XP_015668016.1
OG0011572	ENSACAG00000014782.3	XP_015667600.1
OG0011573	ENSACAG00000014679.2	XP_015667907.1
OG0011574	ENSACAG00000029558.1	XP_015667912.1
OG0011575	ENSACAG00000014540.3	XP_029139263.1
OG0011576	ENSACAG00000014845.3	XP_029141651.1
OG0011577	ENSACAG00000014301.3	XP_015667908.1
OG0011578	ENSACAG00000014247.3	XP_015667198.1
OG0011579	ENSACAG00000014201.3	XP_015667180.1
OG0011580	ENSACAG00000015389.3	XP_015677217.1
OG0011581	ENSACAG00000015376.3	XP_015687249.1
OG0011582	ENSACAG00000015244.3	XP_029143098.1
OG0011583	ENSACAG00000003956.2	XP_015680702.1
OG0011584	ENSACAG00000003998.3	XP_015680703.1
OG0011585	ENSACAG00000015231.3	XP_029143095.1
OG0011586	ENSACAG00000004285.2	XP_015679819.1
OG0011587	ENSACAG00000015104.3	XP_015680866.1
OG0011588	ENSACAG00000023044.2	XP_015687569.1
OG0011589	ENSACAG00000011418.3	XP_029141935.1
OG0011590	ENSACAG00000017347.3	XP_015672296.1
OG0011591	ENSACAG00000017368.3	XP_015672295.1
OG0011592	ENSACAG00000017409.3	XP_015672297.1
OG0011593	ENSACAG00000004584.3	XP_015677221.1, XP_015677220.1
OG0011594	ENSACAG00000011880.2	XP_015683753.1
OG0011595	ENSACAG00000004784.3	XP_015677223.1
OG0011596	ENSACAG00000029103.1	XP_029141017.1
OG0011597	ENSACAG00000012132.3	XP_015677385.1
OG0011598	ENSACAG00000012184.3	XP_015677384.1
OG0011599	ENSACAG00000012274.3	XP_015677372.1
OG0011600	ENSACAG00000012328.3	XP_015677371.1
OG0011601	ENSACAG00000012386.2	XP_015677377.1
OG0011602	ENSACAG00000005078.3	XP_029140273.1
OG0011603	ENSACAG00000012576.2	XP_015677381.1
OG0011604	ENSACAG00000008420.3	XP_015670788.1
OG0011605	ENSACAG00000008206.3	XP_015670796.1
OG0011606	ENSACAG00000008187.2	XP_015670789.1
OG0011607	ENSACAG00000028361.1	XP_015670797.1
OG0011608	ENSACAG00000008093.3	XP_015670792.1
OG0011609	ENSACAG00000001630.3	XP_015675288.1
OG0011610	ENSACAG00000027709.1	XP_015683325.1
OG0011611	ENSACAG00000004234.3	XP_029140353.1, XP_015685606.1
OG0011613	ENSACAG00000010368.3	XP_015675351.1
OG0011614	ENSACAG00000010288.3	XP_015675353.1
OG0011615	ENSACAG00000009992.3	XP_015683033.1, XP_015685549.1
OG0011616	ENSACAG00000007944.2	XP_015674851.1
OG0011617	ENSACAG00000007441.3	XP_015674850.1
OG0011618	ENSACAG00000009874.2	XP_015683036.1, XP_015683037.1
OG0011619	ENSACAG00000009823.2	XP_015681925.1
OG0011620	ENSACAG00000008673.3	XP_029140703.1
OG0011621	ENSACAG00000008512.3	XP_029140660.1
OG0011622	ENSACAG00000007406.3	XP_015677853.1
OG0011623	ENSACAG00000007386.3	XP_015677850.1
OG0011624	ENSACAG00000007050.3	XP_015681474.1
OG0011625	ENSACAG00000003319.3	XP_015670087.1
OG0011626	ENSACAG00000004244.2	XP_015682449.1
OG0011627	ENSACAG00000004553.3	XP_029141181.1
OG0011628	ENSACAG00000004823.3	XP_015672335.1
OG0011629	ENSACAG00000004831.3	XP_015672336.1
OG0011630	ENSACAG00000004912.3	XP_015682187.1
OG0011631	ENSACAG00000004945.3	XP_029142122.1
OG0011632	ENSACAG00000005018.3	XP_029140931.1
OG0011633	ENSACAG00000005132.3	XP_029140930.1
OG0011634	ENSACAG00000005196.3	XP_015678633.1, XP_015678632.1
OG0011635	ENSACAG00000005244.3	XP_015678634.1
OG0011636	ENSACAG00000005494.3	XP_015680614.1
OG0011637	ENSACAG00000005635.3	XP_015677491.1
OG0011638	ENSACAG00000005619.3	XP_029141029.1
OG0011639	ENSACAG00000003461.2	XP_029140104.1
OG0011640	ENSACAG00000003462.3	XP_015672176.1
OG0011641	ENSACAG00000003466.2	XP_015683622.2
OG0011642	ENSACAG00000003705.2	XP_015672171.1, XP_015672172.1
OG0011643	ENSACAG00000002970.3	XP_015674513.1
OG0011644	ENSACAG00000002393.3	XP_015678293.1
OG0011645	ENSACAG00000002379.3	XP_015682696.1
OG0011646	ENSACAG00000002089.3	XP_015682698.1
OG0011647	ENSACAG00000001142.3	XP_015672407.1
OG0011648	ENSACAG00000001105.3	XP_015676099.1
OG0011649	ENSACAG00000000731.3	XP_015675595.1
OG0011650	ENSACAG00000000406.3	XP_029140721.1
OG0011651	ENSACAG00000002728.3	XP_015675373.1
OG0011652	ENSACAG00000002787.3	XP_015675371.1
OG0011653	ENSACAG00000002853.3	XP_015675367.1
OG0011654	ENSACAG00000002867.3	XP_015675372.1
OG0011655	ENSACAG00000000896.3	XP_015679887.2
OG0011656	ENSACAG00000001130.3	XP_029141604.1
OG0011657	ENSACAG00000001285.3	XP_015679884.1
OG0011658	ENSACAG00000001542.3	XP_015680395.1
OG0011659	ENSACAG00000001740.3	XP_015680393.1
OG0011660	ENSACAG00000001768.3	XP_015680391.1
OG0011661	ENSACAG00000002299.3	XP_015674526.1
OG0011662	ENSACAG00000029153.1	XP_015674527.1
OG0011663	ENSACAG00000002641.3	XP_015674531.1
OG0011664	ENSACAG00000013835.3	XP_029141172.1
OG0011665	ENSACAG00000015618.3	XP_015668134.1
OG0011666	ENSACAG00000001610.2	XP_015680692.1
OG0011667	ENSACAG00000014685.3	XP_015680798.1
OG0011668	ENSACAG00000001771.2	XP_015679403.1
OG0011669	ENSACAG00000014369.2	XP_015679404.1
OG0011670	ENSACAG00000014225.3	XP_015676544.1
OG0011671	ENSACAG00000014303.3	XP_015676543.1
OG0011672	ENSACAG00000010099.2	XP_015673503.1
OG0011673	ENSACAG00000009764.3	XP_015673538.1
OG0011674	ENSACAG00000009007.3	XP_015677508.1
OG0011675	ENSACAG00000008527.2	XP_015671486.1
OG0011676	ENSACAG00000008473.3	XP_029139975.1
OG0011677	ENSACAG00000008250.3	XP_015671481.1
OG0011678	ENSACAG00000008116.3	XP_015671490.1
OG0011679	ENSACAG00000001371.3	XP_015671981.1
OG0011680	ENSACAG00000001067.3	NP_001310179.1
OG0011681	ENSACAG00000000973.2	XP_015671983.1
OG0011682	ENSACAG00000000780.3	XP_015671991.1
OG0011683	ENSACAG00000029621.1	XP_015687076.1
OG0011684	ENSACAG00000008810.3	XP_015670269.1
OG0011685	ENSACAG00000000732.2	XP_015670260.1
OG0011686	ENSACAG00000001080.3	XP_029139759.1
OG0011687	ENSACAG00000001401.3	XP_029139761.1
OG0011688	ENSACAG00000006668.3	XP_015670142.1
OG0011689	ENSACAG00000006628.3	XP_029139735.1
OG0011690	ENSACAG00000006381.3	XP_015670163.1
OG0011691	ENSACAG00000006366.3	XP_015670150.1
OG0011692	ENSACAG00000006336.3	XP_029139971.1
OG0011693	ENSACAG00000006224.3	XP_015671433.1
OG0011694	ENSACAG00000006174.3	XP_015673510.1
OG0011695	ENSACAG00000005904.3	XP_015673502.1
OG0011696	ENSACAG00000014906.3	XP_015678791.1
OG0011697	ENSACAG00000001183.3	XP_015678318.1
OG0011698	ENSACAG00000001203.2	XP_029140958.1
OG0011699	ENSACAG00000002384.3	XP_015687411.1
OG0011700	ENSACAG00000002459.3	XP_015687412.1
OG0011701	ENSACAG00000002487.3	XP_015687405.1
OG0011702	ENSACAG00000003652.3	XP_015674734.1
OG0011703	ENSACAG00000001196.3	XP_015671882.1
OG0011704	ENSACAG00000001588.1	XP_015671885.1
OG0011705	ENSACAG00000002015.3	XP_015675117.1
OG0011706	ENSACAG00000002017.3	XP_015675118.1
OG0011707	ENSACAG00000002094.3	XP_015675116.1
OG0011708	ENSACAG00000002125.3	XP_029140636.1
OG0011709	ENSACAG00000002530.3	XP_015677624.1
OG0011710	ENSACAG00000009228.2	XP_015681071.1
OG0011711	ENSACAG00000009227.2	XP_029141844.1
OG0011712	ENSACAG00000009120.3	XP_015681072.1
OG0011713	ENSACAG00000007437.3	XP_015676436.1
OG0011714	ENSACAG00000006868.3	XP_029142121.1
OG0011715	ENSACAG00000006122.3	XP_015675667.1
OG0011716	ENSACAG00000006052.3	XP_015675668.1
OG0011717	ENSACAG00000006012.3	XP_015675670.1
OG0011718	ENSACAG00000005649.3	XP_015683337.1, XP_015682634.1
OG0011719	ENSACAG00000005510.3	XP_015680546.1
OG0011720	ENSACAG00000005476.3	XP_015679465.1
OG0011721	ENSACAG00000000527.3	XP_015673425.1, XP_015673426.1
OG0011722	ENSACAG00000006417.3	XP_015673424.1
OG0011723	ENSACAG00000006237.2	XP_015676445.1
OG0011724	ENSACAG00000006143.3	XP_015676444.1
OG0011725	ENSACAG00000006134.1	XP_015676443.1
OG0011726	ENSACAG00000005880.3	XP_015667563.1
OG0011727	ENSACAG00000014506.3	XP_029139224.1
OG0011728	ENSACAG00000014276.3	XP_015667651.1
OG0011729	ENSACAG00000014187.2	XP_015667585.1
OG0011730	ENSACAG00000013710.3	XP_015667528.1
OG0011731	ENSACAG00000013867.3	XP_015667628.1
OG0011732	ENSACAG00000013917.3	XP_015667552.1
OG0011733	ENSACAG00000014075.2	XP_015667662.1
OG0011734	ENSACAG00000014084.3	XP_015674460.1
OG0011735	ENSACAG00000003328.2	XP_015686884.1
OG0011736	ENSACAG00000003420.3	XP_029143029.1
OG0011737	ENSACAG00000003850.3	XP_015686848.1
OG0011738	ENSACAG00000003992.3	XP_015686838.1
OG0011739	ENSACAG00000004033.3	XP_015686830.1
OG0011740	ENSACAG00000015159.2	XP_015667996.1
OG0011741	ENSACAG00000015048.3	XP_029139278.1
OG0011742	ENSACAG00000013487.3	XP_015684884.1
OG0011743	ENSACAG00000016383.3	XP_015674462.1
OG0011744	ENSACAG00000016258.2	XP_015669179.2
OG0011745	ENSACAG00000012529.3	XP_015669173.1
OG0011746	ENSACAG00000012331.3	XP_015669161.1
OG0011747	ENSACAG00000028241.1	YP_008081110.1, XP_015686872.1
OG0011985	ENSACAG00000002747.2	XP_029138814.1, XP_015665430.1
OG0011986	ENSACAG00000004064.3	XP_029141973.1
OG0011987	ENSACAG00000016565.2	XP_015678797.1
OG0011988	ENSACAG00000003014.2	XP_015666255.1
OG0011989	ENSACAG00000017915.3	XP_015670463.1
OG0011990	ENSACAG00000016355.3	XP_015678796.1
OG0011991	ENSACAG00000017916.2	XP_015670466.1
OG0011992	ENSACAG00000001641.2	XP_015668390.1
OG0011993	ENSACAG00000004490.2	XP_015684305.1
OG0011995	ENSACAG00000017895.3	XP_029141202.1, XP_029140818.1
OG0011996	ENSACAG00000008560.3	XP_029139415.1
OG0011997	ENSACAG00000009466.2	XP_015676175.1
OG0011998	ENSACAG00000004036.3	XP_015676243.1
OG0011999	ENSACAG00000006827.3	XP_015682897.1
OG0012000	ENSACAG00000023100.1	XP_015687114.1
OG0012001	ENSACAG00000015359.3	XP_015676972.1
OG0012002	ENSACAG00000011692.2	XP_015673478.1
OG0012003	ENSACAG00000014146.3	XP_015687883.1
OG0012004	ENSACAG00000001335.1	XP_015683090.1
OG0012005	ENSACAG00000014000.3	XP_015668531.1
OG0012006	ENSACAG00000001666.3	XP_015676788.1
OG0012007	ENSACAG00000014066.3	XP_015668511.1
OG0012008	ENSACAG00000012665.2	XP_029139387.1
OG0012009	ENSACAG00000004340.2	XP_015669190.1, XP_015667119.1
OG0012010	ENSACAG00000004576.2	XP_015667146.1
OG0012011	ENSACAG00000015408.2	XP_015683064.1
OG0012012	ENSACAG00000004783.1	XP_015667157.1
OG0012013	ENSACAG00000007340.3	XP_015677727.1
OG0012014	ENSACAG00000003914.3	XP_029141306.1
OG0012015	ENSACAG00000022046.1	XP_015679095.1
OG0012016	ENSACAG00000009268.3	XP_015668517.1
OG0012017	ENSACAG00000011497.3	XP_015671331.1
OG0012018	ENSACAG00000009285.3	XP_029139388.1
OG0012019	ENSACAG00000001061.3	XP_029139113.1
OG0012020	ENSACAG00000007869.3	XP_015676509.1
OG0012021	ENSACAG00000006182.2	XP_029141544.1
OG0012022	ENSACAG00000009696.2	XP_029139067.1
OG0012023	ENSACAG00000008602.3	XP_015682565.1
OG0012024	ENSACAG00000015663.3	XP_015667373.1
OG0012025	ENSACAG00000009161.3	XP_029142270.1
OG0012027	ENSACAG00000000029.2	XP_015677088.1
OG0012028	ENSACAG00000002145.3	XP_015667174.1
OG0012029	ENSACAG00000004403.3	XP_015678135.1
OG0012030	ENSACAG00000028234.1	YP_008081107.1
OG0012031	ENSACAG00000028228.1	YP_008081103.1
OG0012032	ENSACAG00000028225.1	YP_008081102.1
OG0012033	ENSACAG00000028219.1	YP_008081101.1
OG0012034	ENSACAG00000028215.1	YP_008081100.1
OG0012036	ENSACAG00000027559.2	XP_015676500.2
OG0012037	ENSACAG00000010072.3	XP_015667380.1
OG0012039	ENSACAG00000006701.2	XP_029139058.1
OG0012040	ENSACAG00000010259.2	XP_029139167.1
OG0012041	ENSACAG00000011215.3	XP_015672778.1
OG0012042	ENSACAG00000009725.3	XP_015680028.1
OG0012043	ENSACAG00000004462.2	XP_015682317.1
OG0012044	ENSACAG00000001000.2	XP_015668485.1
OG0012045	ENSACAG00000008628.2	XP_015675018.1
OG0012046	ENSACAG00000004379.3	XP_015684517.1, XP_015685161.1
OG0012047	ENSACAG00000004358.3	XP_015684527.2
OG0012048	ENSACAG00000004321.2	XP_015677862.1
OG0012049	ENSACAG00000000343.3	XP_015683179.1
OG0012050	ENSACAG00000004107.2	XP_015669396.1
OG0012051	ENSACAG00000003911.3	XP_015669354.2
OG0012052	ENSACAG00000003678.3	XP_015669376.1
OG0012053	ENSACAG00000006002.3	XP_015677158.1
OG0012054	ENSACAG00000000471.2	XP_015678512.1
OG0012056	ENSACAG00000013591.3	XP_029141314.1
OG0012057	ENSACAG00000009821.2	XP_015668516.1
OG0012058	ENSACAG00000000553.3	XP_015676975.1, XP_015676974.1
OG0012059	ENSACAG00000003099.2	XP_015669393.1
OG0012060	ENSACAG00000005152.3	XP_015675133.1
OG0012061	ENSACAG00000002007.3	XP_015669057.1
OG0012062	ENSACAG00000010441.1	XP_015672156.1
OG0012063	ENSACAG00000003709.2	XP_015671491.1
OG0012064	ENSACAG00000017949.3	XP_029140963.1
OG0012065	ENSACAG00000010345.3	XP_029142139.1
OG0012066	ENSACAG00000015254.3	XP_029138775.1
OG0012067	ENSACAG00000013403.3	XP_015669348.1
OG0012068	ENSACAG00000027200.2, ENSACAG00000016980.3	XP_015678026.1
OG0012069	ENSACAG00000024914.2	XP_015675095.1
OG0012070	ENSACAG00000012575.2	XP_015683642.1
OG0012071	ENSACAG00000004874.2	XP_015667460.1
OG0012073	ENSACAG00000009924.3	XP_015672150.1
OG0012074	ENSACAG00000009834.2	XP_029139144.1
OG0012075	ENSACAG00000013704.2	XP_015669344.1
OG0012076	ENSACAG00000008610.2	XP_029140311.1
OG0012077	ENSACAG00000013110.3	XP_015666925.1
OG0012079	ENSACAG00000012919.3	XP_015687120.1
OG0012080	ENSACAG00000004731.1	XP_015678342.1
OG0012081	ENSACAG00000013621.3	XP_015671506.1
OG0012082	ENSACAG00000001433.1	XP_015679792.1
OG0012083	ENSACAG00000017006.2	XP_029139063.1
OG0012084	ENSACAG00000013318.3	XP_029139983.1
OG0012085	ENSACAG00000027048.1	XP_029139177.1
OG0012086	ENSACAG00000006319.2	XP_015683364.1
OG0012087	ENSACAG00000005509.3	XP_015667466.1
OG0012088	ENSACAG00000022713.1	XP_029139064.1
OG0012089	ENSACAG00000012608.3	XP_015677754.1
OG0012090	ENSACAG00000011848.3	XP_015676164.1
OG0012091	ENSACAG00000012618.2	XP_015677753.1
OG0012092	ENSACAG00000009292.2	XP_015665401.1
OG0012093	ENSACAG00000010947.3	XP_015673536.1
OG0012094	ENSACAG00000015962.3	XP_015681848.2
OG0012096	ENSACAG00000001656.2	XP_029142017.1
OG0012097	ENSACAG00000001777.2	XP_015676278.1
OG0012098	ENSACAG00000001779.3	XP_015676279.1
OG0012100	ENSACAG00000003417.3	XP_029142031.1
OG0012101	ENSACAG00000004151.3	XP_015684750.1
OG0012102	ENSACAG00000013153.3	XP_029140327.1
OG0012103	ENSACAG00000004079.2	XP_029141874.1
OG0012104	ENSACAG00000011731.3	XP_015670787.1
OG0012105	ENSACAG00000001287.3	XP_029141600.1
OG0012106	ENSACAG00000016561.2	XP_029140883.1
OG0012107	ENSACAG00000022140.2	XP_015676607.1
OG0012108	ENSACAG00000003849.3	XP_015680059.1
OG0012109	ENSACAG00000016180.3	XP_029140209.1
OG0012110	ENSACAG00000000027.2	XP_015665516.1
OG0012111	ENSACAG00000002481.2	XP_029140894.1
OG0012112	ENSACAG00000011688.3	XP_015684080.1
OG0012113	ENSACAG00000003693.3	XP_015680065.1
OG0012114	ENSACAG00000017411.3	XP_029141853.1, XP_029138856.1
OG0012115	ENSACAG00000007728.3	XP_015670439.1, XP_015670438.1
OG0012116	ENSACAG00000017194.3	XP_029140939.1, XP_029140940.1
OG0012117	ENSACAG00000017350.3	XP_029138848.1
OG0012118	ENSACAG00000008497.3	XP_029142013.1
OG0012119	ENSACAG00000027525.1	XP_015669861.1, XP_029139673.1, XP_015669866.1, XP_015669865.1, XP_015669870.1, XP_015669867.1, XP_015669868.1
