Orthogroup	A_carolinensis.pep	G_gallus.pep
OG0011535	ENSACAG00000014255.3	ENSGALG00000014907.6
OG0011536	ENSACAG00000014238.3	ENSGALG00000014917.6
OG0011537	ENSACAG00000014185.3	ENSGALG00000014918.7
OG0011538	ENSACAG00000007321.2	ENSGALG00000005972.6
OG0011539	ENSACAG00000007334.3	ENSGALG00000032736.2
OG0011540	ENSACAG00000007369.2	ENSGALG00000005999.5
OG0011541	ENSACAG00000007455.3	ENSGALG00000006037.6
OG0011542	ENSACAG00000012316.3	ENSGALG00000014979.6
OG0011543	ENSACAG00000007501.3	ENSGALG00000006047.5
OG0011544	ENSACAG00000012310.3	ENSGALG00000026594.3
OG0011545	ENSACAG00000012165.3	ENSGALG00000037726.2
OG0011546	ENSACAG00000005496.3	ENSGALG00000015388.6
OG0011547	ENSACAG00000013807.3	ENSGALG00000030487.2
OG0011548	ENSACAG00000013744.3	ENSGALG00000006306.6
OG0011549	ENSACAG00000005763.3	ENSGALG00000015314.6
OG0011550	ENSACAG00000005829.3	ENSGALG00000015308.6
OG0011551	ENSACAG00000013659.2	ENSGALG00000006328.5
OG0011552	ENSACAG00000029292.1	ENSGALG00000015306.3
OG0011553	ENSACAG00000013515.3	ENSGALG00000006357.6
OG0011554	ENSACAG00000006072.3	ENSGALG00000015289.7
OG0011555	ENSACAG00000006083.3	ENSGALG00000015286.6
OG0011556	ENSACAG00000012082.3	ENSGALG00000008519.6
OG0011557	ENSACAG00000006338.3	ENSGALG00000015070.6
OG0011558	ENSACAG00000012285.2	ENSGALG00000008506.6
OG0011559	ENSACAG00000010686.3	ENSGALG00000015066.6
OG0011560	ENSACAG00000010739.2	ENSGALG00000015061.6
OG0011561	ENSACAG00000012377.3	ENSGALG00000008320.5
OG0011562	ENSACAG00000010896.3	ENSGALG00000015057.6
OG0011563	ENSACAG00000010941.3	ENSGALG00000015055.6
OG0011564	ENSACAG00000011354.3	ENSGALG00000015040.7
OG0011565	ENSACAG00000026715.2	ENSGALG00000035099.2
OG0011566	ENSACAG00000005657.3	ENSGALG00000017368.6
OG0011567	ENSACAG00000011793.2	ENSGALG00000019934.5
OG0011568	ENSACAG00000014950.3	ENSGALG00000040363.3
OG0011569	ENSACAG00000014946.3	ENSGALG00000054787.1
OG0011570	ENSACAG00000014913.3	ENSGALG00000011498.5
OG0011571	ENSACAG00000014882.3	ENSGALG00000019622.5
OG0011572	ENSACAG00000014782.3	ENSGALG00000011494.6
OG0011573	ENSACAG00000014679.2	ENSGALG00000011490.6
OG0011574	ENSACAG00000029558.1	ENSGALG00000011484.6
OG0011575	ENSACAG00000014540.3	ENSGALG00000050427.1
OG0011576	ENSACAG00000014845.3	ENSGALG00000007804.5
OG0011577	ENSACAG00000014301.3	ENSGALG00000011442.6
OG0011578	ENSACAG00000014247.3	ENSGALG00000011428.6
OG0011579	ENSACAG00000014201.3	ENSGALG00000027247.4
OG0011580	ENSACAG00000015389.3	ENSGALG00000037791.2
OG0011581	ENSACAG00000015376.3	ENSGALG00000038904.2
OG0011582	ENSACAG00000015244.3	ENSGALG00000013408.6
OG0011583	ENSACAG00000003956.2	ENSGALG00000015838.6
OG0011584	ENSACAG00000003998.3	ENSGALG00000015846.6
OG0011585	ENSACAG00000015231.3	ENSGALG00000013406.6
OG0011586	ENSACAG00000004285.2	ENSGALG00000055053.1
OG0011587	ENSACAG00000015104.3	ENSGALG00000007569.7
OG0011588	ENSACAG00000023044.2	ENSGALG00000015860.6
OG0011589	ENSACAG00000011418.3	ENSGALG00000007132.6
OG0011590	ENSACAG00000017347.3	ENSGALG00000040702.2
OG0011591	ENSACAG00000017368.3	ENSGALG00000015874.6
OG0011592	ENSACAG00000017409.3	ENSGALG00000015876.6
OG0011594	ENSACAG00000011880.2	ENSGALG00000048543.1
OG0011595	ENSACAG00000004784.3	ENSGALG00000015892.5
OG0011596	ENSACAG00000029103.1	ENSGALG00000041938.2
OG0011597	ENSACAG00000012132.3	ENSGALG00000028227.4
OG0011598	ENSACAG00000012184.3	ENSGALG00000006956.6
OG0011599	ENSACAG00000012274.3	ENSGALG00000006937.5
OG0011600	ENSACAG00000012328.3	ENSGALG00000006936.6
OG0011601	ENSACAG00000012386.2	ENSGALG00000036976.2
OG0011602	ENSACAG00000005078.3	ENSGALG00000015908.7
OG0011603	ENSACAG00000012576.2	ENSGALG00000006867.7
OG0011604	ENSACAG00000008420.3	ENSGALG00000013810.7
OG0011605	ENSACAG00000008206.3	ENSGALG00000013803.7
OG0011606	ENSACAG00000008187.2	ENSGALG00000013795.7
OG0011607	ENSACAG00000028361.1	ENSGALG00000019976.5
OG0011608	ENSACAG00000008093.3	ENSGALG00000013777.6
OG0011609	ENSACAG00000001630.3	ENSGALG00000040607.2
OG0011610	ENSACAG00000027709.1	ENSGALG00000006787.7
OG0011611	ENSACAG00000004234.3	ENSGALG00000032644.2
OG0011613	ENSACAG00000010368.3	ENSGALG00000006571.6
OG0011614	ENSACAG00000010288.3	ENSGALG00000006601.6
OG0011616	ENSACAG00000007944.2	ENSGALG00000011673.5
OG0011617	ENSACAG00000007441.3	ENSGALG00000012256.5
OG0011618	ENSACAG00000009874.2	ENSGALG00000006691.6
OG0011619	ENSACAG00000009823.2	ENSGALG00000031797.2
OG0011620	ENSACAG00000008673.3	ENSGALG00000054572.1
OG0011621	ENSACAG00000008512.3	ENSGALG00000042387.2
OG0011622	ENSACAG00000007406.3	ENSGALG00000012275.6
OG0011623	ENSACAG00000007386.3	ENSGALG00000012289.6
OG0011624	ENSACAG00000007050.3	ENSGALG00000012342.6
OG0011625	ENSACAG00000003319.3	ENSGALG00000011560.7
OG0011626	ENSACAG00000004244.2	ENSGALG00000011625.7
OG0011627	ENSACAG00000004553.3	ENSGALG00000011663.6
OG0011628	ENSACAG00000004823.3	ENSGALG00000013737.5
OG0011629	ENSACAG00000004831.3	ENSGALG00000037377.2
OG0011630	ENSACAG00000004912.3	ENSGALG00000013732.7
OG0011631	ENSACAG00000004945.3	ENSGALG00000013727.6
OG0011632	ENSACAG00000005018.3	ENSGALG00000013710.6
OG0011633	ENSACAG00000005132.3	ENSGALG00000013683.7
OG0011634	ENSACAG00000005196.3	ENSGALG00000013659.5
OG0011635	ENSACAG00000005244.3	ENSGALG00000013647.7
OG0011636	ENSACAG00000005494.3	ENSGALG00000013616.6
OG0011637	ENSACAG00000005635.3	ENSGALG00000013607.6
OG0011638	ENSACAG00000005619.3	ENSGALG00000013604.7
OG0011639	ENSACAG00000003461.2	ENSGALG00000010760.7
OG0011640	ENSACAG00000003462.3	ENSGALG00000010762.3
OG0011641	ENSACAG00000003466.2	ENSGALG00000010768.6
OG0011642	ENSACAG00000003705.2	ENSGALG00000055021.1
OG0011643	ENSACAG00000002970.3	ENSGALG00000014464.6
OG0011644	ENSACAG00000002393.3	ENSGALG00000031763.2
OG0011645	ENSACAG00000002379.3	ENSGALG00000040000.2
OG0011646	ENSACAG00000002089.3	ENSGALG00000042079.3
OG0011647	ENSACAG00000001142.3	ENSGALG00000011000.6
OG0011648	ENSACAG00000001105.3	ENSGALG00000011005.5
OG0011649	ENSACAG00000000731.3	ENSGALG00000053073.1
OG0011650	ENSACAG00000000406.3	ENSGALG00000037506.2
OG0011651	ENSACAG00000002728.3	ENSGALG00000039349.2
OG0011652	ENSACAG00000002787.3	ENSGALG00000037177.3
OG0011653	ENSACAG00000002853.3	ENSGALG00000011065.6
OG0011654	ENSACAG00000002867.3	ENSGALG00000043280.2
OG0011655	ENSACAG00000000896.3	ENSGALG00000011091.6
OG0011656	ENSACAG00000001130.3	ENSGALG00000011096.6
OG0011657	ENSACAG00000001285.3	ENSGALG00000011101.6
OG0011658	ENSACAG00000001542.3	ENSGALG00000011114.6
OG0011659	ENSACAG00000001740.3	ENSGALG00000011117.6
OG0011660	ENSACAG00000001768.3	ENSGALG00000011136.6
OG0011661	ENSACAG00000002299.3	ENSGALG00000011155.6
OG0011662	ENSACAG00000029153.1	ENSGALG00000044278.2
OG0011663	ENSACAG00000002641.3	ENSGALG00000011174.6
OG0011664	ENSACAG00000013835.3	ENSGALG00000037735.2
OG0011665	ENSACAG00000015618.3	ENSGALG00000027389.3
OG0011666	ENSACAG00000001610.2	ENSGALG00000010285.6
OG0011667	ENSACAG00000014685.3	ENSGALG00000010165.6
OG0011668	ENSACAG00000001771.2	ENSGALG00000023256.4
OG0011669	ENSACAG00000014369.2	ENSGALG00000010149.6
OG0011670	ENSACAG00000014225.3	ENSGALG00000010131.6
OG0011671	ENSACAG00000014303.3	ENSGALG00000010127.7
OG0011672	ENSACAG00000010099.2	ENSGALG00000027871.4
OG0011673	ENSACAG00000009764.3	ENSGALG00000010349.7
OG0011674	ENSACAG00000009007.3	ENSGALG00000010448.7
OG0011675	ENSACAG00000008527.2	ENSGALG00000010551.6
OG0011676	ENSACAG00000008473.3	ENSGALG00000010554.6
OG0011677	ENSACAG00000008250.3	ENSGALG00000010571.6
OG0011678	ENSACAG00000008116.3	ENSGALG00000010583.6
OG0011679	ENSACAG00000001371.3	ENSGALG00000010609.7
OG0011680	ENSACAG00000001067.3	ENSGALG00000032440.3
OG0011681	ENSACAG00000000973.2	ENSGALG00000010618.4
OG0011682	ENSACAG00000000780.3	ENSGALG00000010620.7
OG0011683	ENSACAG00000029621.1	ENSGALG00000010625.6
OG0011684	ENSACAG00000008810.3	ENSGALG00000042511.3
OG0011685	ENSACAG00000000732.2	ENSGALG00000009909.3
OG0011686	ENSACAG00000001080.3	ENSGALG00000009896.6
OG0011687	ENSACAG00000001401.3	ENSGALG00000009884.6
OG0011688	ENSACAG00000006668.3	ENSGALG00000009843.6
OG0011689	ENSACAG00000006628.3	ENSGALG00000009837.5
OG0011690	ENSACAG00000006381.3	ENSGALG00000009822.7
OG0011691	ENSACAG00000006366.3	ENSGALG00000009821.6
OG0011692	ENSACAG00000006336.3	ENSGALG00000009814.5
OG0011693	ENSACAG00000006224.3	ENSGALG00000009802.7
OG0011694	ENSACAG00000006174.3	ENSGALG00000009791.6
OG0011695	ENSACAG00000005904.3	ENSGALG00000009784.6
OG0011696	ENSACAG00000014906.3	ENSGALG00000009615.7
OG0011697	ENSACAG00000001183.3	ENSGALG00000009612.6
OG0011698	ENSACAG00000001203.2	ENSGALG00000026727.4
OG0011699	ENSACAG00000002384.3	ENSGALG00000009413.6
OG0011700	ENSACAG00000002459.3	ENSGALG00000054469.1
OG0011701	ENSACAG00000002487.3	ENSGALG00000009388.7
OG0011702	ENSACAG00000003652.3	ENSGALG00000042816.2
OG0011704	ENSACAG00000001588.1	ENSGALG00000010931.2
OG0011705	ENSACAG00000002015.3	ENSGALG00000028573.3
OG0011706	ENSACAG00000002017.3	ENSGALG00000034077.2
OG0011707	ENSACAG00000002094.3	ENSGALG00000020049.5
OG0011708	ENSACAG00000002125.3	ENSGALG00000010057.6
OG0011709	ENSACAG00000002530.3	ENSGALG00000010050.6
OG0011710	ENSACAG00000009228.2	ENSGALG00000008998.6
OG0011711	ENSACAG00000009227.2	ENSGALG00000009007.7
OG0011712	ENSACAG00000009120.3	ENSGALG00000009024.6
OG0011713	ENSACAG00000007437.3	ENSGALG00000009052.3
OG0011714	ENSACAG00000006868.3	ENSGALG00000008701.5
OG0011715	ENSACAG00000006122.3	ENSGALG00000009233.6
OG0011716	ENSACAG00000006052.3	ENSGALG00000009246.4
OG0011717	ENSACAG00000006012.3	ENSGALG00000009253.6
OG0011718	ENSACAG00000005649.3	ENSGALG00000009305.6
OG0011719	ENSACAG00000005510.3	ENSGALG00000030269.3
OG0011720	ENSACAG00000005476.3	ENSGALG00000009322.6
OG0011722	ENSACAG00000006417.3	ENSGALG00000039720.2
OG0011723	ENSACAG00000006237.2	ENSGALG00000039450.2
OG0011724	ENSACAG00000006143.3	ENSGALG00000041558.3
OG0011725	ENSACAG00000006134.1	ENSGALG00000013821.5
OG0011726	ENSACAG00000005880.3	ENSGALG00000008504.7
OG0011727	ENSACAG00000014506.3	ENSGALG00000037289.2
OG0011728	ENSACAG00000014276.3	ENSGALG00000008538.7
OG0011729	ENSACAG00000014187.2	ENSGALG00000008525.6
OG0011730	ENSACAG00000013710.3	ENSGALG00000037576.2
OG0011731	ENSACAG00000013867.3	ENSGALG00000008651.7
OG0011732	ENSACAG00000013917.3	ENSGALG00000008962.6
OG0011733	ENSACAG00000014075.2	ENSGALG00000008960.6
OG0011734	ENSACAG00000014084.3	ENSGALG00000008957.6
OG0011735	ENSACAG00000003328.2	ENSGALG00000031265.2
OG0011736	ENSACAG00000003420.3	ENSGALG00000043587.2
OG0011737	ENSACAG00000003850.3	ENSGALG00000037901.3
OG0011738	ENSACAG00000003992.3	ENSGALG00000043080.3
OG0011739	ENSACAG00000004033.3	ENSGALG00000030022.3
OG0011740	ENSACAG00000015159.2	ENSGALG00000034048.2
OG0011741	ENSACAG00000015048.3	ENSGALG00000007853.6
OG0011743	ENSACAG00000016383.3	ENSGALG00000026747.3
OG0011744	ENSACAG00000016258.2	ENSGALG00000009100.4
OG0011745	ENSACAG00000012529.3	ENSGALG00000008182.7
OG0011746	ENSACAG00000012331.3	ENSGALG00000008163.6
OG0011747	ENSACAG00000028241.1	ENSGALG00000029500.1
OG0011986	ENSACAG00000004064.3	ENSGALG00000008623.7
OG0011987	ENSACAG00000016565.2	ENSGALG00000012220.6
OG0011988	ENSACAG00000003014.2	ENSGALG00000007594.5
OG0011989	ENSACAG00000017915.3	ENSGALG00000032039.3
OG0011990	ENSACAG00000016355.3	ENSGALG00000041790.2
OG0011994	ENSACAG00000011424.3	ENSGALG00000006211.6
OG0011997	ENSACAG00000009466.2	ENSGALG00000007242.6
OG0011998	ENSACAG00000004036.3	ENSGALG00000029537.3
OG0011999	ENSACAG00000006827.3	ENSGALG00000035576.2
OG0012000	ENSACAG00000023100.1	ENSGALG00000030255.2
OG0012001	ENSACAG00000015359.3	ENSGALG00000054017.1
OG0012002	ENSACAG00000011692.2	ENSGALG00000039284.3
OG0012003	ENSACAG00000014146.3	ENSGALG00000004832.6
OG0012004	ENSACAG00000001335.1	ENSGALG00000026944.3
OG0012006	ENSACAG00000001666.3	ENSGALG00000009229.6
OG0012007	ENSACAG00000014066.3	ENSGALG00000007944.5
OG0012008	ENSACAG00000012665.2	ENSGALG00000007924.2
OG0012009	ENSACAG00000004340.2	ENSGALG00000003313.6
OG0012010	ENSACAG00000004576.2	ENSGALG00000037052.2
OG0012011	ENSACAG00000015408.2	ENSGALG00000030994.2
OG0012012	ENSACAG00000004783.1	ENSGALG00000053648.1
OG0012014	ENSACAG00000003914.3	ENSGALG00000016003.6
OG0012016	ENSACAG00000009268.3	ENSGALG00000008113.6
OG0012017	ENSACAG00000011497.3	ENSGALG00000002412.6
OG0012018	ENSACAG00000009285.3	ENSGALG00000036160.2
OG0012019	ENSACAG00000001061.3	ENSGALG00000044433.2
OG0012022	ENSACAG00000009696.2	ENSGALG00000000528.6
OG0012024	ENSACAG00000015663.3	ENSGALG00000033557.2
OG0012026	ENSACAG00000004317.3	ENSGALG00000036645.2
OG0012027	ENSACAG00000000029.2	ENSGALG00000030118.2
OG0012028	ENSACAG00000002145.3	ENSGALG00000022440.4
OG0012029	ENSACAG00000004403.3	ENSGALG00000034585.3
OG0012030	ENSACAG00000028234.1	ENSGALG00000030436.1
OG0012031	ENSACAG00000028228.1	ENSGALG00000032456.1
OG0012032	ENSACAG00000028225.1	ENSGALG00000032142.1
OG0012033	ENSACAG00000028219.1	ENSGALG00000043768.2
OG0012034	ENSACAG00000028215.1	ENSGALG00000042750.1
OG0012035	ENSACAG00000014631.3	ENSGALG00000040770.2
OG0012037	ENSACAG00000010072.3	ENSGALG00000007930.7
OG0012038	ENSACAG00000006597.2	ENSGALG00000028465.3
OG0012040	ENSACAG00000010259.2	ENSGALG00000007979.6
OG0012044	ENSACAG00000001000.2	ENSGALG00000012952.4
OG0012045	ENSACAG00000008628.2	ENSGALG00000004358.7
OG0012049	ENSACAG00000000343.3	ENSGALG00000001608.7
OG0012050	ENSACAG00000004107.2	ENSGALG00000050637.1
OG0012052	ENSACAG00000003678.3	ENSGALG00000041384.2
OG0012053	ENSACAG00000006002.3	ENSGALG00000004853.6
OG0012054	ENSACAG00000000471.2	ENSGALG00000006352.6
OG0012055	ENSACAG00000000472.2	ENSGALG00000006351.5
OG0012057	ENSACAG00000009821.2	ENSGALG00000008135.6
OG0012060	ENSACAG00000005152.3	ENSGALG00000003986.6
OG0012061	ENSACAG00000002007.3	ENSGALG00000006758.7
OG0012062	ENSACAG00000010441.1	ENSGALG00000052760.1
OG0012063	ENSACAG00000003709.2	ENSGALG00000007625.6
OG0012064	ENSACAG00000017949.3	ENSGALG00000002527.5
OG0012065	ENSACAG00000010345.3	ENSGALG00000032642.2
OG0012070	ENSACAG00000012575.2	ENSGALG00000028437.4
OG0012071	ENSACAG00000004874.2	ENSGALG00000042322.2
OG0012074	ENSACAG00000009834.2	ENSGALG00000038688.2
OG0012076	ENSACAG00000008610.2	ENSGALG00000005083.7
OG0012078	ENSACAG00000008950.3	ENSGALG00000005087.7
OG0012079	ENSACAG00000012919.3	ENSGALG00000048159.1
OG0012080	ENSACAG00000004731.1	ENSGALG00000000934.6
OG0012081	ENSACAG00000013621.3	ENSGALG00000013532.7
OG0012082	ENSACAG00000001433.1	ENSGALG00000006371.7
OG0012083	ENSACAG00000017006.2	ENSGALG00000054988.1
OG0012087	ENSACAG00000005509.3	ENSGALG00000003154.7
OG0012089	ENSACAG00000012608.3	ENSGALG00000041764.2
OG0012090	ENSACAG00000011848.3	ENSGALG00000031328.2
OG0012091	ENSACAG00000012618.2	ENSGALG00000038771.3
OG0012092	ENSACAG00000009292.2	ENSGALG00000003914.6
OG0012093	ENSACAG00000010947.3	ENSGALG00000016651.7
OG0012094	ENSACAG00000015962.3	ENSGALG00000053132.1
OG0012097	ENSACAG00000001777.2	ENSGALG00000008239.7
OG0012100	ENSACAG00000003417.3	ENSGALG00000014638.6
OG0012104	ENSACAG00000011731.3	ENSGALG00000006445.6
OG0012106	ENSACAG00000016561.2	ENSGALG00000047515.1
OG0012108	ENSACAG00000003849.3	ENSGALG00000032223.2
OG0012109	ENSACAG00000016180.3	ENSGALG00000029760.3
OG0012110	ENSACAG00000000027.2	ENSGALG00000000835.5
OG0012120	ENSACAG00000000516.2	ENSGALG00000017321.5
OG0012123	ENSACAG00000009402.2	ENSGALG00000043827.2
OG0012124	ENSACAG00000009582.2	ENSGALG00000041748.2
OG0012128	ENSACAG00000000796.3	ENSGALG00000008070.6
OG0012129	ENSACAG00000003829.2	ENSGALG00000038667.2
OG0012131	ENSACAG00000003754.3	ENSGALG00000031243.2
OG0012133	ENSACAG00000004437.2	ENSGALG00000007365.8
OG0012134	ENSACAG00000006609.3	ENSGALG00000045606.2
OG0012135	ENSACAG00000004493.2	ENSGALG00000007358.5
OG0012136	ENSACAG00000004747.2	ENSGALG00000023904.4
OG0012137	ENSACAG00000022442.1	ENSGALG00000047514.1
OG0012140	ENSACAG00000008005.3	ENSGALG00000013768.6
OG0012141	ENSACAG00000005392.2	ENSGALG00000040182.3
OG0012142	ENSACAG00000013596.2	ENSGALG00000017302.6
OG0012143	ENSACAG00000000012.3	ENSGALG00000001048.6
OG0012145	ENSACAG00000028627.1	ENSGALG00000053332.1
OG0012146	ENSACAG00000016949.3	ENSGALG00000001900.6
OG0012147	ENSACAG00000000952.3	ENSGALG00000004107.6
OG0012148	ENSACAG00000029672.1, ENSACAG00000017114.3	ENSGALG00000009202.5
OG0012149	ENSACAG00000000912.3	ENSGALG00000004111.2
OG0012151	ENSACAG00000017180.3	ENSGALG00000038458.2
OG0012152	ENSACAG00000000601.3	ENSGALG00000005077.6
OG0012153	ENSACAG00000010378.3	ENSGALG00000029583.2
OG0012154	ENSACAG00000012231.3	ENSGALG00000017262.7
OG0012155	ENSACAG00000017007.3	ENSGALG00000001689.6
OG0012156	ENSACAG00000005992.3	ENSGALG00000007007.7
OG0012159	ENSACAG00000008840.3, ENSACAG00000025491.1	ENSGALG00000054900.1
OG0012161	ENSACAG00000013268.3	ENSGALG00000004215.7
OG0012165	ENSACAG00000017019.3	ENSGALG00000006460.6
OG0012166	ENSACAG00000017051.2	ENSGALG00000006467.7
OG0012167	ENSACAG00000001021.3	ENSGALG00000007315.6
OG0012168	ENSACAG00000008743.3	ENSGALG00000006586.6
OG0012170	ENSACAG00000002663.3	ENSGALG00000007681.6
OG0012173	ENSACAG00000012686.3	ENSGALG00000007030.6
OG0012174	ENSACAG00000001554.3	ENSGALG00000005249.6
OG0012176	ENSACAG00000006509.3	ENSGALG00000021520.5
OG0012177	ENSACAG00000006591.2	ENSGALG00000042705.2
OG0012181	ENSACAG00000007946.3	ENSGALG00000016774.6
OG0012188	ENSACAG00000011538.3	ENSGALG00000002069.6
OG0012190	ENSACAG00000008400.2	ENSGALG00000026674.3
OG0012193	ENSACAG00000024251.2	ENSGALG00000035650.3
OG0012197	ENSACAG00000014857.3	ENSGALG00000029383.3
OG0012198	ENSACAG00000012220.3	ENSGALG00000026836.3, ENSGALG00000054999.1
OG0012200	ENSACAG00000010309.3	ENSGALG00000038433.2
OG0012201	ENSACAG00000027766.2	ENSGALG00000027742.3
OG0012203	ENSACAG00000006084.2	ENSGALG00000035211.2
OG0012204	ENSACAG00000006638.2	ENSGALG00000039206.2
OG0012205	ENSACAG00000012499.2	ENSGALG00000006326.7
OG0012207	ENSACAG00000011637.2	ENSGALG00000041435.2
OG0012208	ENSACAG00000006984.3	ENSGALG00000038782.2
OG0012210	ENSACAG00000016855.3	ENSGALG00000013861.6
OG0012212	ENSACAG00000008895.3	ENSGALG00000028294.4
OG0012213	ENSACAG00000001684.2	ENSGALG00000045901.2
OG0012214	ENSACAG00000006702.3	ENSGALG00000012392.6
OG0012215	ENSACAG00000006340.3	ENSGALG00000012412.6
OG0012217	ENSACAG00000011509.3	ENSGALG00000051947.1
OG0012218	ENSACAG00000003268.3	ENSGALG00000054251.1
OG0012219	ENSACAG00000009863.3	ENSGALG00000002960.7
OG0012220	ENSACAG00000017376.1	ENSGALG00000000535.6
OG0012221	ENSACAG00000014051.3	ENSGALG00000038758.2
OG0012225	ENSACAG00000007852.3	ENSGALG00000001081.7
OG0012233	ENSACAG00000001068.3	ENSGALG00000005132.6
OG0012234	ENSACAG00000009683.2	ENSGALG00000004101.5
OG0012235	ENSACAG00000007516.3	ENSGALG00000053914.1
OG0012236	ENSACAG00000011340.3	ENSGALG00000003911.5
OG0012238	ENSACAG00000000210.3	ENSGALG00000026225.4
OG0012239	ENSACAG00000010574.2	ENSGALG00000013995.5
OG0012241	ENSACAG00000014286.2	ENSGALG00000029731.2
OG0012242	ENSACAG00000017748.3	ENSGALG00000010079.6
OG0012243	ENSACAG00000009002.3	ENSGALG00000043799.2
OG0012245	ENSACAG00000003887.2	ENSGALG00000024318.4
OG0012246	ENSACAG00000004761.3	ENSGALG00000006008.6
OG0012247	ENSACAG00000012625.3	ENSGALG00000002452.6
OG0012248	ENSACAG00000017835.3	ENSGALG00000030706.2
OG0012249	ENSACAG00000001138.3	ENSGALG00000013409.6, ENSGALG00000047941.1
OG0012251	ENSACAG00000014504.2	ENSGALG00000007624.6
OG0012253	ENSACAG00000028452.1	ENSGALG00000030095.2
OG0012259	ENSACAG00000007805.3	ENSGALG00000048002.1
OG0012260	ENSACAG00000009514.3	ENSGALG00000021340.6
OG0012263	ENSACAG00000014552.3	ENSGALG00000035623.2
OG0012264	ENSACAG00000012717.3	ENSGALG00000000044.7
OG0012265	ENSACAG00000014927.3	ENSGALG00000004416.6
OG0012266	ENSACAG00000008754.2	ENSGALG00000040687.3
OG0012267	ENSACAG00000013565.2	ENSGALG00000035630.3
OG0012268	ENSACAG00000022301.1	ENSGALG00000021365.6
OG0012269	ENSACAG00000011494.3	ENSGALG00000036365.2
OG0012271	ENSACAG00000010783.3	ENSGALG00000030128.3
OG0012272	ENSACAG00000010807.2	ENSGALG00000039224.3
OG0012274	ENSACAG00000010283.2	ENSGALG00000005377.6
OG0012275	ENSACAG00000010802.2	ENSGALG00000021553.5
OG0012276	ENSACAG00000006925.2	ENSGALG00000007430.7
OG0012277	ENSACAG00000016175.3	ENSGALG00000018439.6
OG0012278	ENSACAG00000000429.2	ENSGALG00000003242.5
OG0012279	ENSACAG00000007471.3	ENSGALG00000021273.6
OG0012280	ENSACAG00000007708.2	ENSGALG00000000903.7
OG0012281	ENSACAG00000007709.3	ENSGALG00000000901.5
OG0012284	ENSACAG00000008350.2	ENSGALG00000032634.3
OG0012285	ENSACAG00000003957.3	ENSGALG00000026761.3
OG0012286	ENSACAG00000016209.3	ENSGALG00000016154.3
OG0012287	ENSACAG00000001272.3	ENSGALG00000045875.2
OG0012289	ENSACAG00000015592.3	ENSGALG00000001256.6
OG0012290	ENSACAG00000004505.2	ENSGALG00000031214.2
OG0012292	ENSACAG00000010328.3	ENSGALG00000043439.2
OG0012293	ENSACAG00000016268.2	ENSGALG00000001167.5
OG0012294	ENSACAG00000016270.3	ENSGALG00000001161.6
OG0012295	ENSACAG00000012505.1	ENSGALG00000046164.2
OG0012296	ENSACAG00000000004.2	ENSGALG00000003441.5
OG0012299	ENSACAG00000010826.2	ENSGALG00000038930.3
OG0012300	ENSACAG00000009608.2	ENSGALG00000034999.2
OG0012301	ENSACAG00000003436.2	ENSGALG00000049153.1
OG0012302	ENSACAG00000005810.3	ENSGALG00000008834.6
OG0012306	ENSACAG00000013074.3	ENSGALG00000001037.6
OG0012307	ENSACAG00000012898.3	ENSGALG00000008733.6
OG0012309	ENSACAG00000013378.2	ENSGALG00000002517.5
OG0012310	ENSACAG00000015403.3	ENSGALG00000002307.7
OG0012311	ENSACAG00000015397.3	ENSGALG00000002303.5
OG0012317	ENSACAG00000009840.2	ENSGALG00000033630.3
OG0012318	ENSACAG00000009666.3	ENSGALG00000039011.3
OG0012320	ENSACAG00000000868.2	ENSGALG00000006780.7
OG0012322	ENSACAG00000002822.2	ENSGALG00000003478.4
OG0012323	ENSACAG00000015562.3	ENSGALG00000036346.2
OG0012325	ENSACAG00000017818.2	ENSGALG00000009680.6
OG0012326	ENSACAG00000003238.2	ENSGALG00000027232.3
OG0012327	ENSACAG00000017129.3	ENSGALG00000054015.1
OG0012329	ENSACAG00000024322.1, ENSACAG00000007149.2	ENSGALG00000009069.6
OG0012330	ENSACAG00000017801.3	ENSGALG00000010375.6
OG0012331	ENSACAG00000013650.3	ENSGALG00000040297.3
OG0012332	ENSACAG00000001548.3	ENSGALG00000041473.2
OG0012333	ENSACAG00000009503.3	ENSGALG00000040925.3
OG0012334	ENSACAG00000000880.3	ENSGALG00000019554.5, ENSGALG00000019553.4
OG0012335	ENSACAG00000009176.3	ENSGALG00000035199.3
OG0012337	ENSACAG00000008161.2	ENSGALG00000000975.6
OG0012338	ENSACAG00000001475.2	ENSGALG00000024122.4
OG0012340	ENSACAG00000017100.3	ENSGALG00000039170.2
OG0012341	ENSACAG00000000748.3	ENSGALG00000041730.2
OG0012342	ENSACAG00000015330.2	ENSGALG00000004103.6
OG0012343	ENSACAG00000011072.2	ENSGALG00000032984.3
OG0012344	ENSACAG00000011613.3	ENSGALG00000039685.2
OG0012345	ENSACAG00000011549.3	ENSGALG00000004209.6
OG0012346	ENSACAG00000029577.1	ENSGALG00000050503.1
OG0012347	ENSACAG00000011457.2	ENSGALG00000004189.6
OG0012348	ENSACAG00000010041.3	ENSGALG00000011865.6
OG0012350	ENSACAG00000015526.3	ENSGALG00000009973.6
OG0012351	ENSACAG00000012617.3	ENSGALG00000035136.3
OG0012352	ENSACAG00000001262.3	ENSGALG00000002646.6
OG0012358	ENSACAG00000027867.1	ENSGALG00000027980.4
OG0012360	ENSACAG00000010589.3	ENSGALG00000042375.2
