Orthogroup	A_carolinensis.pep	P_troglodytes.pep
OG0009318	ENSACAG00000002911.3	ENSPTRG00000017772.5
OG0009319	ENSACAG00000002931.2	ENSPTRG00000017770.5
OG0009320	ENSACAG00000003603.3	ENSPTRG00000021233.7
OG0009321	ENSACAG00000003013.2	ENSPTRG00000029832.4
OG0009322	ENSACAG00000003095.3	ENSPTRG00000017761.5
OG0009323	ENSACAG00000003203.3	ENSPTRG00000017759.6
OG0009324	ENSACAG00000003284.3	ENSPTRG00000017757.7
OG0009325	ENSACAG00000003390.2	ENSPTRG00000017755.4
OG0009326	ENSACAG00000006595.2	ENSPTRG00000007925.4
OG0009327	ENSACAG00000015370.3	ENSPTRG00000005416.5
OG0009328	ENSACAG00000003289.3	ENSPTRG00000020138.6
OG0009329	ENSACAG00000000002.3	ENSPTRG00000011756.6
OG0009330	ENSACAG00000000686.3	ENSPTRG00000002415.7
OG0009331	ENSACAG00000003215.2	ENSPTRG00000020143.5
OG0009332	ENSACAG00000028554.1	ENSPTRG00000049899.1, ENSPTRG00000017737.5
OG0009333	ENSACAG00000001602.3	ENSPTRG00000008183.6
OG0009334	ENSACAG00000003109.3	ENSPTRG00000020145.5
OG0009335	ENSACAG00000006893.3	ENSPTRG00000007674.6
OG0009336	ENSACAG00000028956.1	ENSPTRG00000017742.6
OG0009337	ENSACAG00000016274.3	ENSPTRG00000006370.6
OG0009338	ENSACAG00000009047.2	ENSPTRG00000010964.3
OG0009339	ENSACAG00000014207.2	ENSPTRG00000004733.5
OG0009340	ENSACAG00000020945.3	ENSPTRG00000043949.1, ENSPTRG00000019804.5
OG0009341	ENSACAG00000011128.3	ENSPTRG00000013500.6
OG0009342	ENSACAG00000016265.3	ENSPTRG00000006371.5
OG0009343	ENSACAG00000002976.3	ENSPTRG00000020134.5
OG0009344	ENSACAG00000016254.3	ENSPTRG00000006373.5
OG0009345	ENSACAG00000003816.3	ENSPTRG00000023743.5
OG0009346	ENSACAG00000016240.2	ENSPTRG00000006375.5
OG0009347	ENSACAG00000023178.2	ENSPTRG00000012422.6
OG0009348	ENSACAG00000006704.3	ENSPTRG00000004571.6
OG0009349	ENSACAG00000003919.2	ENSPTRG00000039250.2
OG0009350	ENSACAG00000011460.3	ENSPTRG00000013501.6
OG0009351	ENSACAG00000002960.3	ENSPTRG00000019968.5
OG0009352	ENSACAG00000023382.1	ENSPTRG00000040603.2
OG0009353	ENSACAG00000002928.2	ENSPTRG00000019969.6
OG0009354	ENSACAG00000009919.3	ENSPTRG00000046940.1
OG0009355	ENSACAG00000003976.2	ENSPTRG00000017750.5
OG0009356	ENSACAG00000002863.3	ENSPTRG00000050102.1
OG0009357	ENSACAG00000025643.1	ENSPTRG00000048155.1, ENSPTRG00000006386.4
OG0009358	ENSACAG00000006580.3	ENSPTRG00000004576.6
OG0009359	ENSACAG00000007015.3	ENSPTRG00000002410.7
OG0009360	ENSACAG00000002613.3	ENSPTRG00000020129.6
OG0009361	ENSACAG00000002603.3	ENSPTRG00000016673.4
OG0009362	ENSACAG00000002598.2	ENSPTRG00000016084.6
OG0009363	ENSACAG00000009776.2	ENSPTRG00000012895.5
OG0009364	ENSACAG00000009597.3	ENSPTRG00000012896.5
OG0009365	ENSACAG00000002594.3	ENSPTRG00000049168.1
OG0009366	ENSACAG00000011588.3	ENSPTRG00000013503.5
OG0009367	ENSACAG00000002578.2	ENSPTRG00000023347.2
OG0009368	ENSACAG00000007253.3	ENSPTRG00000002406.7
OG0009369	ENSACAG00000004320.2	ENSPTRG00000051423.1
OG0009370	ENSACAG00000008719.3	ENSPTRG00000009592.3
OG0009371	ENSACAG00000012127.1	ENSPTRG00000009590.6
OG0009372	ENSACAG00000006397.3	ENSPTRG00000004579.7
OG0009373	ENSACAG00000012133.2	ENSPTRG00000009589.6
OG0009374	ENSACAG00000004337.3	ENSPTRG00000046942.1
OG0009375	ENSACAG00000002375.3	ENSPTRG00000020131.6
OG0009376	ENSACAG00000011836.3	ENSPTRG00000013472.3
OG0009377	ENSACAG00000002327.3	ENSPTRG00000016088.5
OG0009378	ENSACAG00000011859.3	ENSPTRG00000013474.5
OG0009379	ENSACAG00000007512.3	ENSPTRG00000002395.6
OG0009380	ENSACAG00000007522.3	ENSPTRG00000002400.3
OG0009381	ENSACAG00000007580.2	ENSPTRG00000002389.4
OG0009382	ENSACAG00000000305.3	ENSPTRG00000016742.5
OG0009383	ENSACAG00000000302.3	ENSPTRG00000016741.4
OG0009384	ENSACAG00000011427.3	ENSPTRG00000010163.5
OG0009385	ENSACAG00000005537.3	ENSPTRG00000016739.4
OG0009386	ENSACAG00000013911.3	ENSPTRG00000021299.7
OG0009387	ENSACAG00000006078.3	ENSPTRG00000004585.6
OG0009388	ENSACAG00000008965.2	ENSPTRG00000010961.6
OG0009389	ENSACAG00000011719.3	ENSPTRG00000005421.6
OG0009390	ENSACAG00000009320.3	ENSPTRG00000001475.6
OG0009391	ENSACAG00000001622.3	ENSPTRG00000000062.5
OG0009392	ENSACAG00000002451.3	ENSPTRG00000007621.6
OG0009393	ENSACAG00000000976.1	ENSPTRG00000012273.5
OG0009394	ENSACAG00000000678.3	ENSPTRG00000042535.2
OG0009395	ENSACAG00000000942.2	ENSPTRG00000012274.3
OG0009396	ENSACAG00000000211.3	ENSPTRG00000007811.6
OG0009397	ENSACAG00000012140.2	ENSPTRG00000022226.5
OG0009398	ENSACAG00000005007.3	ENSPTRG00000022212.6
OG0009399	ENSACAG00000006659.3	ENSPTRG00000008350.4
OG0009400	ENSACAG00000003880.3	ENSPTRG00000010460.4
OG0009401	ENSACAG00000017271.3	ENSPTRG00000047980.1
OG0009402	ENSACAG00000006732.3	ENSPTRG00000015725.6
OG0009403	ENSACAG00000008039.3	ENSPTRG00000002379.7
OG0009404	ENSACAG00000006763.3	ENSPTRG00000016031.6
OG0009405	ENSACAG00000006661.3	ENSPTRG00000016034.3
OG0009406	ENSACAG00000017224.3	ENSPTRG00000000549.4
OG0009407	ENSACAG00000006948.3	ENSPTRG00000045021.1, ENSPTRG00000051341.1
OG0009408	ENSACAG00000004296.1	ENSPTRG00000002175.5
OG0009409	ENSACAG00000017213.2	ENSPTRG00000000551.5
OG0009410	ENSACAG00000017203.2	ENSPTRG00000000557.5
OG0009411	ENSACAG00000002811.3	ENSPTRG00000017703.6
OG0009413	ENSACAG00000008193.3	ENSPTRG00000002372.7
OG0009414	ENSACAG00000012883.3	ENSPTRG00000047745.1, ENSPTRG00000044235.1
OG0009415	ENSACAG00000002418.3	ENSPTRG00000049914.1, ENSPTRG00000010929.6
OG0009416	ENSACAG00000008440.3	ENSPTRG00000022369.6
OG0009417	ENSACAG00000002462.2	ENSPTRG00000010930.6, ENSPTRG00000048885.1
OG0009418	ENSACAG00000004523.3	ENSPTRG00000030083.4
OG0009419	ENSACAG00000008536.3	ENSPTRG00000002368.4
OG0009420	ENSACAG00000002302.3	ENSPTRG00000021180.6
OG0009421	ENSACAG00000010688.3	ENSPTRG00000022353.7
OG0009422	ENSACAG00000004826.3	ENSPTRG00000052314.1
OG0009423	ENSACAG00000009977.3	ENSPTRG00000006300.6
OG0009424	ENSACAG00000017037.2	ENSPTRG00000000560.4
OG0009425	ENSACAG00000017024.3	ENSPTRG00000000561.3
OG0009426	ENSACAG00000002199.3	ENSPTRG00000021177.6
OG0009427	ENSACAG00000026455.1	ENSPTRG00000021543.4
OG0009428	ENSACAG00000003658.3	ENSPTRG00000008230.4
OG0009429	ENSACAG00000025982.1	ENSPTRG00000010779.4
OG0009430	ENSACAG00000012253.2	ENSPTRG00000017551.6
OG0009431	ENSACAG00000002071.2	ENSPTRG00000009977.6
OG0009432	ENSACAG00000006376.3	ENSPTRG00000020100.6
OG0009433	ENSACAG00000009360.2	ENSPTRG00000013200.7
OG0009434	ENSACAG00000004543.3	ENSPTRG00000021166.7
OG0009435	ENSACAG00000006103.2	ENSPTRG00000016048.5
OG0009436	ENSACAG00000004279.3	ENSPTRG00000005772.4
OG0009437	ENSACAG00000016962.3	ENSPTRG00000000601.7
OG0009438	ENSACAG00000011579.1	ENSPTRG00000000838.5
OG0009439	ENSACAG00000006460.3	ENSPTRG00000047842.1
OG0009440	ENSACAG00000005999.3	ENSPTRG00000016053.5
OG0009441	ENSACAG00000011431.3	ENSPTRG00000000837.7
OG0009442	ENSACAG00000017994.3	ENSPTRG00000051855.1
OG0009443	ENSACAG00000011318.3	ENSPTRG00000043837.1
OG0009444	ENSACAG00000001913.2	ENSPTRG00000021234.6
OG0009445	ENSACAG00000005848.3	ENSPTRG00000016058.4
OG0009446	ENSACAG00000009054.3	ENSPTRG00000002349.6
OG0009447	ENSACAG00000011122.2	ENSPTRG00000000832.6
OG0009448	ENSACAG00000004130.1	ENSPTRG00000021175.5
OG0009450	ENSACAG00000029017.1	ENSPTRG00000002741.6
OG0009451	ENSACAG00000008938.3	ENSPTRG00000011150.6
OG0009452	ENSACAG00000017977.3	ENSPTRG00000020254.5
OG0009453	ENSACAG00000007890.3	ENSPTRG00000002747.5
OG0009454	ENSACAG00000001487.3	ENSPTRG00000007831.6
OG0009455	ENSACAG00000007886.1	ENSPTRG00000041574.2
OG0009456	ENSACAG00000004627.2	ENSPTRG00000047122.1
OG0009457	ENSACAG00000017969.3	ENSPTRG00000020249.5
OG0009458	ENSACAG00000001644.3	ENSPTRG00000007834.6
OG0009459	ENSACAG00000004497.3	ENSPTRG00000003376.6
OG0009460	ENSACAG00000017966.2	ENSPTRG00000038846.2
OG0009461	ENSACAG00000024206.1	ENSPTRG00000003379.2
OG0009462	ENSACAG00000007669.3	ENSPTRG00000002777.6
OG0009463	ENSACAG00000017961.3	ENSPTRG00000020245.4
OG0009464	ENSACAG00000007551.3	ENSPTRG00000002776.5
OG0009465	ENSACAG00000004180.3	ENSPTRG00000002278.6
OG0009467	ENSACAG00000004280.3	ENSPTRG00000002276.5
OG0009468	ENSACAG00000007404.3	ENSPTRG00000002775.7
OG0009469	ENSACAG00000007734.3	ENSPTRG00000012553.3
OG0009470	ENSACAG00000005223.3	ENSPTRG00000002330.5
OG0009471	ENSACAG00000007780.3	ENSPTRG00000012550.3
OG0009472	ENSACAG00000000774.3	ENSPTRG00000016706.7
OG0009473	ENSACAG00000007345.3	ENSPTRG00000002771.4
OG0009474	ENSACAG00000000729.3	ENSPTRG00000046893.1
OG0009475	ENSACAG00000007294.3	ENSPTRG00000002770.6
OG0009476	ENSACAG00000005072.3	ENSPTRG00000002327.7
OG0009477	ENSACAG00000004767.3	ENSPTRG00000002273.6
OG0009478	ENSACAG00000007069.2	ENSPTRG00000002769.7
OG0009479	ENSACAG00000006448.3	ENSPTRG00000007406.5
OG0009480	ENSACAG00000006476.2	ENSPTRG00000007405.5
OG0009481	ENSACAG00000007027.3	ENSPTRG00000002767.5
OG0009482	ENSACAG00000016491.3	ENSPTRG00000002321.2
OG0009483	ENSACAG00000000955.3	ENSPTRG00000001739.6
OG0009484	ENSACAG00000016457.3	ENSPTRG00000002320.6
OG0009485	ENSACAG00000003739.2	ENSPTRG00000030373.3
OG0009486	ENSACAG00000006907.3	ENSPTRG00000002763.5
OG0009487	ENSACAG00000002358.3	ENSPTRG00000018432.6
OG0009488	ENSACAG00000001245.3	ENSPTRG00000001732.7
OG0009489	ENSACAG00000008050.3	ENSPTRG00000016352.5
OG0009490	ENSACAG00000002273.3	ENSPTRG00000004375.7
OG0009491	ENSACAG00000005403.3	ENSPTRG00000014867.6
OG0009492	ENSACAG00000002354.1	ENSPTRG00000052137.1
OG0009493	ENSACAG00000001250.3	ENSPTRG00000001597.5
OG0009494	ENSACAG00000002300.3	ENSPTRG00000004374.6
OG0009495	ENSACAG00000005541.3	ENSPTRG00000004525.5
OG0009496	ENSACAG00000005643.1	ENSPTRG00000029334.3
OG0009497	ENSACAG00000005647.2	ENSPTRG00000009858.7
OG0009498	ENSACAG00000006951.3	ENSPTRG00000041536.2
OG0009499	ENSACAG00000008374.3	ENSPTRG00000010272.7
OG0009500	ENSACAG00000008330.2	ENSPTRG00000016346.4
OG0009501	ENSACAG00000014410.3	ENSPTRG00000008422.5
OG0009502	ENSACAG00000007633.1	ENSPTRG00000015666.6
OG0009503	ENSACAG00000007500.3	ENSPTRG00000015663.4
OG0009504	ENSACAG00000012414.3	ENSPTRG00000003384.6
OG0009505	ENSACAG00000000435.3	ENSPTRG00000000224.4
OG0009506	ENSACAG00000014843.3	ENSPTRG00000007882.7
OG0009507	ENSACAG00000005864.3	ENSPTRG00000019705.7
OG0009508	ENSACAG00000008603.3	ENSPTRG00000005425.6
OG0009509	ENSACAG00000015439.3	ENSPTRG00000001697.6
OG0009510	ENSACAG00000012682.3	ENSPTRG00000003328.6
OG0009511	ENSACAG00000015927.2	ENSPTRG00000019378.3
OG0009512	ENSACAG00000015410.2	ENSPTRG00000001700.5
OG0009513	ENSACAG00000012603.3	ENSPTRG00000003331.6
OG0009514	ENSACAG00000022295.2	ENSPTRG00000010665.5
OG0009515	ENSACAG00000015348.2	ENSPTRG00000001701.7
OG0009516	ENSACAG00000009124.3	ENSPTRG00000009431.3
OG0009517	ENSACAG00000009583.3	ENSPTRG00000010945.7
OG0009518	ENSACAG00000007135.3	ENSPTRG00000021578.6
OG0009519	ENSACAG00000002701.3	ENSPTRG00000003807.6
OG0009520	ENSACAG00000009248.2	ENSPTRG00000047881.1, ENSPTRG00000009433.4
OG0009521	ENSACAG00000007319.2	ENSPTRG00000004333.4
OG0009522	ENSACAG00000029309.1	ENSPTRG00000028390.4
OG0009523	ENSACAG00000023741.2	ENSPTRG00000013230.5
OG0009524	ENSACAG00000026489.2	ENSPTRG00000043329.1
OG0009525	ENSACAG00000004467.2	ENSPTRG00000047014.1, ENSPTRG00000019156.6
OG0009526	ENSACAG00000006779.3	ENSPTRG00000006354.3
OG0009527	ENSACAG00000014175.3	ENSPTRG00000003772.6, ENSPTRG00000046495.1
OG0009528	ENSACAG00000017814.3	ENSPTRG00000003721.5
OG0009529	ENSACAG00000014350.3	ENSPTRG00000011863.6
OG0009530	ENSACAG00000002018.3	ENSPTRG00000021368.6
OG0009531	ENSACAG00000027570.1, ENSACAG00000022691.2	ENSPTRG00000003860.6
OG0009532	ENSACAG00000006568.3	ENSPTRG00000006357.7
OG0009533	ENSACAG00000004040.3	ENSPTRG00000014832.3
OG0009534	ENSACAG00000004062.3	ENSPTRG00000014831.5
OG0009535	ENSACAG00000010853.2	ENSPTRG00000003865.4
OG0009536	ENSACAG00000007058.2	ENSPTRG00000010261.7
OG0009537	ENSACAG00000004024.2	ENSPTRG00000002628.6
OG0009538	ENSACAG00000006836.3	ENSPTRG00000007255.6
OG0009539	ENSACAG00000013916.3	ENSPTRG00000017372.6
OG0009540	ENSACAG00000004068.3	ENSPTRG00000002630.4
OG0009541	ENSACAG00000015034.3	ENSPTRG00000001707.6
OG0009542	ENSACAG00000006742.3	ENSPTRG00000007253.6
OG0009543	ENSACAG00000004210.2	ENSPTRG00000015651.6
OG0009544	ENSACAG00000014785.2	ENSPTRG00000001709.6
OG0009545	ENSACAG00000001354.2	ENSPTRG00000020844.6
OG0009546	ENSACAG00000012100.1	ENSPTRG00000050632.1
OG0009547	ENSACAG00000004318.3	ENSPTRG00000015650.2
OG0009548	ENSACAG00000015073.3	ENSPTRG00000011038.3
OG0009549	ENSACAG00000015646.2	ENSPTRG00000051323.1, ENSPTRG00000041391.2
OG0009550	ENSACAG00000028768.1	ENSPTRG00000007838.5
OG0009551	ENSACAG00000001263.1	ENSPTRG00000020846.4
OG0009553	ENSACAG00000015284.3	ENSPTRG00000011330.4
OG0009554	ENSACAG00000000860.3	ENSPTRG00000006757.6
OG0009555	ENSACAG00000001165.3	ENSPTRG00000021249.4
OG0009556	ENSACAG00000009318.3	ENSPTRG00000022314.3
OG0009557	ENSACAG00000014695.3	ENSPTRG00000001711.6
OG0009558	ENSACAG00000012332.3	ENSPTRG00000020235.4
OG0009559	ENSACAG00000001033.3	ENSPTRG00000009491.4
OG0009560	ENSACAG00000001571.3	ENSPTRG00000048461.1, ENSPTRG00000019315.6
OG0009561	ENSACAG00000005306.3	ENSPTRG00000006480.6
OG0009562	ENSACAG00000006120.3	ENSPTRG00000001039.6
OG0009563	ENSACAG00000013852.3	ENSPTRG00000017369.6
OG0009564	ENSACAG00000013851.3	ENSPTRG00000028540.2
OG0009565	ENSACAG00000012157.3	ENSPTRG00000020230.5
OG0009566	ENSACAG00000015088.3	ENSPTRG00000019531.7
OG0009567	ENSACAG00000016332.3	ENSPTRG00000011232.5
OG0009568	ENSACAG00000029259.1	ENSPTRG00000017368.7
OG0009569	ENSACAG00000002690.3	ENSPTRG00000004907.6
OG0009570	ENSACAG00000004031.2	ENSPTRG00000020066.6
OG0009571	ENSACAG00000015798.3	ENSPTRG00000004906.5
OG0009572	ENSACAG00000016357.3	ENSPTRG00000011229.6
OG0009573	ENSACAG00000026065.1	ENSPTRG00000006347.5
OG0009574	ENSACAG00000005162.3	ENSPTRG00000006483.6
OG0009575	ENSACAG00000015695.2	ENSPTRG00000004903.4
OG0009576	ENSACAG00000011230.3	ENSPTRG00000049359.1
OG0009577	ENSACAG00000010835.2	ENSPTRG00000033938.3
OG0009578	ENSACAG00000011336.2	ENSPTRG00000019273.6
OG0009579	ENSACAG00000012026.3	ENSPTRG00000020229.5
OG0009580	ENSACAG00000005155.3	ENSPTRG00000006485.6
OG0009581	ENSACAG00000011409.3	ENSPTRG00000049490.1, ENSPTRG00000019276.4
OG0009582	ENSACAG00000000485.3	ENSPTRG00000006753.5
OG0009583	ENSACAG00000005770.3	ENSPTRG00000001034.5
OG0009584	ENSACAG00000005145.2	ENSPTRG00000006487.5
OG0009585	ENSACAG00000012334.3	ENSPTRG00000014997.5
OG0009586	ENSACAG00000013127.3	ENSPTRG00000001188.7
OG0009587	ENSACAG00000016401.3	ENSPTRG00000020472.5
OG0009588	ENSACAG00000012904.2	ENSPTRG00000019402.5
OG0009589	ENSACAG00000003591.3	ENSPTRG00000007912.6
OG0009590	ENSACAG00000028682.1	ENSPTRG00000001032.6
OG0009591	ENSACAG00000011990.3	ENSPTRG00000020227.5
OG0009592	ENSACAG00000003586.2	ENSPTRG00000052817.1
OG0009593	ENSACAG00000013368.2	ENSPTRG00000008466.5
OG0009594	ENSACAG00000012413.3	ENSPTRG00000014996.6
OG0009595	ENSACAG00000012934.2	ENSPTRG00000019403.6
OG0009596	ENSACAG00000013401.3	ENSPTRG00000008465.5
OG0009597	ENSACAG00000015331.1	ENSPTRG00000011711.4
OG0009598	ENSACAG00000003492.3	ENSPTRG00000007655.6
OG0009599	ENSACAG00000016378.3	ENSPTRG00000020469.6
OG0009600	ENSACAG00000009550.2	ENSPTRG00000029538.4
OG0009601	ENSACAG00000012811.3	ENSPTRG00000001717.6
OG0009602	ENSACAG00000000214.3	ENSPTRG00000006748.5
OG0009603	ENSACAG00000015545.3	ENSPTRG00000045260.1
OG0009604	ENSACAG00000005005.3	ENSPTRG00000015641.5
OG0009605	ENSACAG00000017750.3	ENSPTRG00000003738.5
OG0009606	ENSACAG00000016542.2	ENSPTRG00000011436.3
OG0009607	ENSACAG00000012887.3	ENSPTRG00000008947.5
OG0009608	ENSACAG00000000772.3	ENSPTRG00000033811.3
OG0009609	ENSACAG00000012902.2	ENSPTRG00000001722.7
OG0009610	ENSACAG00000000792.3	ENSPTRG00000016713.4
OG0009611	ENSACAG00000015349.2	ENSPTRG00000008628.6
OG0009612	ENSACAG00000000805.2	ENSPTRG00000016711.6
OG0009613	ENSACAG00000017745.2	ENSPTRG00000003740.5
OG0009614	ENSACAG00000003445.3	ENSPTRG00000007587.5
OG0009615	ENSACAG00000016429.3	ENSPTRG00000015634.6
OG0009616	ENSACAG00000012445.2	ENSPTRG00000008952.6
OG0009617	ENSACAG00000013109.3	ENSPTRG00000001725.5
OG0009618	ENSACAG00000015463.2	ENSPTRG00000009516.4
OG0009619	ENSACAG00000013299.2	ENSPTRG00000001618.7
OG0009620	ENSACAG00000000202.2	ENSPTRG00000006746.6
OG0009621	ENSACAG00000027804.1	ENSPTRG00000004424.6
OG0009622	ENSACAG00000012151.2	ENSPTRG00000001727.6
OG0009623	ENSACAG00000017725.2	ENSPTRG00000051448.1
OG0009624	ENSACAG00000017304.3	ENSPTRG00000004768.5
OG0009625	ENSACAG00000006053.2	ENSPTRG00000021908.4
OG0009626	ENSACAG00000016771.3	ENSPTRG00000011237.4
OG0009627	ENSACAG00000017713.3	ENSPTRG00000003745.4
OG0009628	ENSACAG00000017883.3	ENSPTRG00000009962.5
OG0009629	ENSACAG00000012264.3	ENSPTRG00000001726.7
OG0009630	ENSACAG00000000180.2	ENSPTRG00000006743.2
OG0009631	ENSACAG00000016411.3	ENSPTRG00000015631.5
OG0009632	ENSACAG00000029603.1	ENSPTRG00000009961.6
OG0009633	ENSACAG00000028257.1	ENSPTRG00000001728.6
OG0009634	ENSACAG00000016405.2	ENSPTRG00000015630.4
OG0009635	ENSACAG00000000176.3	ENSPTRG00000024401.5
OG0009636	ENSACAG00000012335.3	ENSPTRG00000001729.7
OG0009637	ENSACAG00000013367.2	ENSPTRG00000001621.4
OG0009638	ENSACAG00000015420.3	ENSPTRG00000005063.4
OG0009639	ENSACAG00000012336.3	ENSPTRG00000001731.7
OG0009640	ENSACAG00000017880.3	ENSPTRG00000009958.5
OG0009641	ENSACAG00000002825.3	ENSPTRG00000049069.1
OG0009642	ENSACAG00000012867.2	ENSPTRG00000019451.4
OG0009643	ENSACAG00000013380.3	ENSPTRG00000001617.7
OG0009644	ENSACAG00000016311.3	ENSPTRG00000015629.6
OG0009645	ENSACAG00000015336.3	ENSPTRG00000005066.6
OG0009646	ENSACAG00000017691.3	ENSPTRG00000003749.6
OG0009647	ENSACAG00000015356.3	ENSPTRG00000004757.6
OG0009648	ENSACAG00000012941.3	ENSPTRG00000019453.6
OG0009649	ENSACAG00000005714.2	ENSPTRG00000005067.6
OG0009650	ENSACAG00000016232.3	ENSPTRG00000015626.7
OG0009651	ENSACAG00000005502.3	ENSPTRG00000005068.4
OG0009652	ENSACAG00000012043.3	ENSPTRG00000008956.6
OG0009653	ENSACAG00000012674.3	ENSPTRG00000013194.4
OG0009654	ENSACAG00000026793.2, ENSACAG00000028024.1, ENSACAG00000026057.1	ENSPTRG00000046125.1
OG0009655	ENSACAG00000011973.3	ENSPTRG00000008959.5
OG0009656	ENSACAG00000016875.3	ENSPTRG00000011485.7
OG0009657	ENSACAG00000017857.3	ENSPTRG00000009950.6
OG0009658	ENSACAG00000015482.3	ENSPTRG00000011522.4
OG0009659	ENSACAG00000017850.3	ENSPTRG00000009948.6
OG0009660	ENSACAG00000005368.2	ENSPTRG00000005073.6
OG0009661	ENSACAG00000005317.3	ENSPTRG00000005074.4
OG0009662	ENSACAG00000013610.3	ENSPTRG00000019410.6
OG0009663	ENSACAG00000011555.2	ENSPTRG00000008960.6
OG0009664	ENSACAG00000012884.3	ENSPTRG00000001666.6
OG0009665	ENSACAG00000016056.3	ENSPTRG00000015619.5
OG0009666	ENSACAG00000013695.3	ENSPTRG00000019411.6
OG0009667	ENSACAG00000005090.3	ENSPTRG00000005076.5
OG0009668	ENSACAG00000027389.2	ENSPTRG00000047956.1
OG0009669	ENSACAG00000017603.2	ENSPTRG00000003753.6
OG0009670	ENSACAG00000013993.3	ENSPTRG00000019420.6
OG0009671	ENSACAG00000015875.2, ENSACAG00000023136.1	ENSPTRG00000049957.1
OG0009672	ENSACAG00000017587.3	ENSPTRG00000003756.6
OG0009673	ENSACAG00000015794.2	ENSPTRG00000015611.4
OG0009674	ENSACAG00000012443.3, ENSACAG00000013713.2	ENSPTRG00000004222.6
OG0009675	ENSACAG00000014239.3	ENSPTRG00000013282.5
OG0009676	ENSACAG00000015781.3	ENSPTRG00000015610.4
OG0009677	ENSACAG00000015767.3	ENSPTRG00000015608.6
OG0009678	ENSACAG00000015750.3	ENSPTRG00000015607.6
OG0009679	ENSACAG00000004860.2	ENSPTRG00000010745.6
OG0009680	ENSACAG00000004770.3	ENSPTRG00000010744.4
OG0009681	ENSACAG00000004744.3	ENSPTRG00000013464.7
OG0009682	ENSACAG00000014355.3	ENSPTRG00000040496.2
OG0009683	ENSACAG00000014717.2	ENSPTRG00000019426.3
OG0009684	ENSACAG00000017514.3	ENSPTRG00000004748.5
OG0009685	ENSACAG00000004718.3	ENSPTRG00000010673.6
OG0009686	ENSACAG00000004623.2	ENSPTRG00000010747.5
OG0009687	ENSACAG00000002257.3	ENSPTRG00000014092.4
OG0009688	ENSACAG00000011400.2	ENSPTRG00000017351.5
OG0009689	ENSACAG00000001707.3	ENSPTRG00000014115.3
OG0009690	ENSACAG00000001551.2	ENSPTRG00000014122.7
OG0009691	ENSACAG00000017893.3	ENSPTRG00000015599.6
OG0009692	ENSACAG00000011763.3	ENSPTRG00000017349.3
OG0009693	ENSACAG00000013133.3	ENSPTRG00000018926.6
OG0009694	ENSACAG00000001461.3	ENSPTRG00000014121.4
OG0009695	ENSACAG00000013178.2	ENSPTRG00000051077.1
OG0009696	ENSACAG00000013179.2	ENSPTRG00000018929.5
OG0009697	ENSACAG00000013214.3	ENSPTRG00000018931.7
OG0009698	ENSACAG00000001224.3	ENSPTRG00000014118.5
OG0009699	ENSACAG00000017616.3	ENSPTRG00000015595.6
OG0009700	ENSACAG00000012351.3	ENSPTRG00000004819.6
OG0009701	ENSACAG00000017615.2	ENSPTRG00000015592.4
OG0009702	ENSACAG00000000408.2	ENSPTRG00000010717.5
OG0009703	ENSACAG00000003359.3	ENSPTRG00000011045.7
OG0009704	ENSACAG00000015821.3	ENSPTRG00000011248.4
OG0009705	ENSACAG00000000756.2	ENSPTRG00000014064.6
OG0009706	ENSACAG00000012501.3	ENSPTRG00000009191.5
OG0009707	ENSACAG00000012624.3	ENSPTRG00000004816.4
OG0009708	ENSACAG00000007390.2	ENSPTRG00000044537.1
OG0009709	ENSACAG00000012796.3	ENSPTRG00000004812.5
OG0009711	ENSACAG00000000288.1	ENSPTRG00000033843.2
OG0009712	ENSACAG00000015987.2	ENSPTRG00000008762.4
OG0009713	ENSACAG00000027779.2	ENSPTRG00000015584.4
OG0009714	ENSACAG00000012953.3	ENSPTRG00000004802.6
OG0009715	ENSACAG00000007333.1	ENSPTRG00000048684.1
OG0009716	ENSACAG00000016011.2	ENSPTRG00000049040.1
OG0009717	ENSACAG00000016022.2	ENSPTRG00000011243.5
OG0009718	ENSACAG00000009099.2	ENSPTRG00000023194.4
OG0009719	ENSACAG00000024920.2	ENSPTRG00000018945.6
OG0009720	ENSACAG00000007216.3	ENSPTRG00000033782.3
OG0009721	ENSACAG00000013056.3	ENSPTRG00000004800.6
OG0009722	ENSACAG00000007074.2	ENSPTRG00000015579.6
OG0009723	ENSACAG00000012646.3	ENSPTRG00000018951.6
OG0009724	ENSACAG00000016220.3	ENSPTRG00000048202.1
OG0009725	ENSACAG00000012640.3	ENSPTRG00000018952.6
OG0009726	ENSACAG00000006932.3	ENSPTRG00000022830.5
OG0009727	ENSACAG00000012587.3	ENSPTRG00000018953.4
OG0009728	ENSACAG00000026823.2	ENSPTRG00000015572.4
OG0009729	ENSACAG00000006829.3	ENSPTRG00000015570.6
OG0009730	ENSACAG00000006914.2	ENSPTRG00000015571.3
OG0009731	ENSACAG00000012199.3	ENSPTRG00000018957.6
OG0009732	ENSACAG00000006806.3	ENSPTRG00000043498.1
OG0009733	ENSACAG00000006780.3	ENSPTRG00000015565.3
OG0009734	ENSACAG00000001547.3	ENSPTRG00000015563.5
OG0009735	ENSACAG00000001488.3	ENSPTRG00000015561.6
OG0009736	ENSACAG00000001453.3	ENSPTRG00000048398.1
OG0009737	ENSACAG00000000034.2	ENSPTRG00000004507.7
