Orthogroup	A_carolinensis.pep	X_tropicalis.pep
OG0010642	ENSACAG00000002648.2	ENSXETG00000012862.1
OG0010643	ENSACAG00000010725.3	ENSXETG00000021212.1
OG0010644	ENSACAG00000002504.2	ENSXETG00000012921.1
OG0010645	ENSACAG00000010681.3	ENSXETG00000004171.1
OG0010646	ENSACAG00000010651.3	ENSXETG00000004220.1
OG0010647	ENSACAG00000010597.3	ENSXETG00000004236.1
OG0010648	ENSACAG00000002268.3	ENSXETG00000012990.1
OG0010649	ENSACAG00000010576.3	ENSXETG00000004301.1
OG0010650	ENSACAG00000002249.3	ENSXETG00000013010.1
OG0010651	ENSACAG00000002227.3	ENSXETG00000013021.1
OG0010652	ENSACAG00000010312.3	ENSXETG00000004403.1
OG0010653	ENSACAG00000013347.3	ENSXETG00000013624.1
OG0010654	ENSACAG00000010261.3	ENSXETG00000004769.1
OG0010655	ENSACAG00000010209.3	ENSXETG00000004813.1
OG0010656	ENSACAG00000010177.3	ENSXETG00000004871.1
OG0010657	ENSACAG00000005099.2	ENSXETG00000007518.1
OG0010658	ENSACAG00000010110.3	ENSXETG00000003941.1
OG0010659	ENSACAG00000010056.2	ENSXETG00000011116.1
OG0010660	ENSACAG00000009972.3	ENSXETG00000004980.1
OG0010661	ENSACAG00000009920.3	ENSXETG00000015103.1
OG0010662	ENSACAG00000016476.2	ENSXETG00000005273.1
OG0010663	ENSACAG00000027144.1	ENSXETG00000015019.1
OG0010664	ENSACAG00000009851.3	ENSXETG00000015138.1
OG0010665	ENSACAG00000014952.3	ENSXETG00000015177.1
OG0010666	ENSACAG00000004662.3	ENSXETG00000010859.1
OG0010667	ENSACAG00000004634.3	ENSXETG00000010849.1
OG0010668	ENSACAG00000004513.3	ENSXETG00000010796.1
OG0010669	ENSACAG00000004460.2	ENSXETG00000006058.1
OG0010670	ENSACAG00000004378.3	ENSXETG00000006073.1
OG0010671	ENSACAG00000004319.3	ENSXETG00000006138.1
OG0010672	ENSACAG00000016786.2	ENSXETG00000012363.1
OG0010673	ENSACAG00000016828.3	ENSXETG00000012412.1
OG0010674	ENSACAG00000003886.3	ENSXETG00000001331.1
OG0010675	ENSACAG00000016975.2	ENSXETG00000001141.1
OG0010676	ENSACAG00000004327.3	ENSXETG00000003061.1
OG0010677	ENSACAG00000015610.3	ENSXETG00000001213.1
OG0010678	ENSACAG00000015617.3	ENSXETG00000001286.1
OG0010679	ENSACAG00000015673.3	ENSXETG00000001321.1
OG0010680	ENSACAG00000004541.3	ENSXETG00000000988.1
OG0010681	ENSACAG00000015674.3	ENSXETG00000001334.1
OG0010682	ENSACAG00000015703.3	ENSXETG00000001364.1
OG0010683	ENSACAG00000015740.3	ENSXETG00000001549.1
OG0010684	ENSACAG00000015748.3	ENSXETG00000001680.1
OG0010685	ENSACAG00000004903.3	ENSXETG00000017288.1
OG0010686	ENSACAG00000005075.3	ENSXETG00000002218.1
OG0010687	ENSACAG00000002772.3	ENSXETG00000002141.1
OG0010688	ENSACAG00000002879.3	ENSXETG00000002910.1
OG0010689	ENSACAG00000002951.3	ENSXETG00000002934.1
OG0010690	ENSACAG00000005809.3	ENSXETG00000002293.1
OG0010691	ENSACAG00000004104.3	ENSXETG00000021346.1
OG0010692	ENSACAG00000009677.3	ENSXETG00000018078.1
OG0010693	ENSACAG00000003717.3	ENSXETG00000002187.1
OG0010694	ENSACAG00000003813.3	ENSXETG00000002299.1
OG0010695	ENSACAG00000001031.3	ENSXETG00000012332.1
OG0010696	ENSACAG00000003842.3	ENSXETG00000010132.1
OG0010697	ENSACAG00000003933.3	ENSXETG00000010153.1
OG0010698	ENSACAG00000001418.3	ENSXETG00000005610.1
OG0010699	ENSACAG00000011338.3	ENSXETG00000013875.1
OG0010700	ENSACAG00000011300.3	ENSXETG00000013858.1
OG0010701	ENSACAG00000001907.3	ENSXETG00000006270.1
OG0010702	ENSACAG00000002093.2	ENSXETG00000006280.1
OG0010704	ENSACAG00000002189.3	ENSXETG00000006315.1
OG0010705	ENSACAG00000002246.3	ENSXETG00000006433.1
OG0010706	ENSACAG00000011630.2	ENSXETG00000014138.1
OG0010707	ENSACAG00000029362.1	ENSXETG00000006607.1
OG0010708	ENSACAG00000011742.2	ENSXETG00000014148.1
OG0010709	ENSACAG00000011760.3	ENSXETG00000014220.1
OG0010710	ENSACAG00000011925.2	ENSXETG00000014387.1
OG0010711	ENSACAG00000011970.3	ENSXETG00000014484.1
OG0010712	ENSACAG00000002756.1	ENSXETG00000004559.1
OG0010713	ENSACAG00000002760.3	ENSXETG00000004432.1
OG0010714	ENSACAG00000002833.3	ENSXETG00000004401.1
OG0010715	ENSACAG00000003045.3	ENSXETG00000004214.1
OG0010716	ENSACAG00000003064.3	ENSXETG00000004190.1
OG0010717	ENSACAG00000012540.3	ENSXETG00000015621.1
OG0010718	ENSACAG00000003107.3	ENSXETG00000003601.1
OG0010719	ENSACAG00000003323.3	ENSXETG00000003377.1
OG0010720	ENSACAG00000011121.3	ENSXETG00000010292.1
OG0010721	ENSACAG00000012994.2	ENSXETG00000009615.1
OG0010722	ENSACAG00000011146.3	ENSXETG00000010297.1
OG0010723	ENSACAG00000011157.2	ENSXETG00000010299.1
OG0010724	ENSACAG00000012999.3	ENSXETG00000009577.1
OG0010725	ENSACAG00000013160.3	ENSXETG00000018780.1
OG0010726	ENSACAG00000011923.3	ENSXETG00000020652.1
OG0010727	ENSACAG00000013366.3	ENSXETG00000009047.1
OG0010728	ENSACAG00000013437.3	ENSXETG00000008779.1
OG0010729	ENSACAG00000013448.3	ENSXETG00000007040.1
OG0010730	ENSACAG00000013631.3	ENSXETG00000011991.1
OG0010731	ENSACAG00000010704.2	ENSXETG00000016490.1
OG0010732	ENSACAG00000013104.3	ENSXETG00000013504.1
OG0010733	ENSACAG00000010623.3	ENSXETG00000016001.1
OG0010734	ENSACAG00000010601.3	ENSXETG00000015908.1
OG0010735	ENSACAG00000024372.1	ENSXETG00000003516.1
OG0010736	ENSACAG00000013555.3	ENSXETG00000011502.1
OG0010737	ENSACAG00000010237.3	ENSXETG00000014652.1
OG0010738	ENSACAG00000014015.3	ENSXETG00000011266.1
OG0010739	ENSACAG00000014070.3	ENSXETG00000011773.1
OG0010740	ENSACAG00000010138.2	ENSXETG00000015376.1
OG0010741	ENSACAG00000014099.2	ENSXETG00000011787.1
OG0010743	ENSACAG00000012905.3	ENSXETG00000015865.1
OG0010744	ENSACAG00000012875.3	ENSXETG00000015886.1
OG0010745	ENSACAG00000014226.2	ENSXETG00000006647.1
OG0010746	ENSACAG00000012831.3	ENSXETG00000003451.1
OG0010747	ENSACAG00000012684.3	ENSXETG00000007311.1
OG0010748	ENSACAG00000012641.3	ENSXETG00000006641.1
OG0010749	ENSACAG00000014823.3	ENSXETG00000008962.1
OG0010750	ENSACAG00000014600.3	ENSXETG00000008990.1
OG0010751	ENSACAG00000006104.3	ENSXETG00000001088.1
OG0010752	ENSACAG00000012149.3	ENSXETG00000008951.1
OG0010753	ENSACAG00000012483.3	ENSXETG00000007107.1
OG0010754	ENSACAG00000028831.1	ENSXETG00000007100.1
OG0010755	ENSACAG00000014963.3	ENSXETG00000005770.1
OG0010756	ENSACAG00000015158.3	ENSXETG00000005894.1
OG0010757	ENSACAG00000012626.2	ENSXETG00000017125.1
OG0010758	ENSACAG00000015227.3	ENSXETG00000005987.1
OG0010759	ENSACAG00000002739.3	ENSXETG00000006101.1
OG0010760	ENSACAG00000012775.3	ENSXETG00000017223.1
OG0010761	ENSACAG00000002561.3	ENSXETG00000001666.1
OG0010762	ENSACAG00000002555.3	ENSXETG00000001718.1
OG0010763	ENSACAG00000012858.3	ENSXETG00000012802.1
OG0010764	ENSACAG00000002420.3	ENSXETG00000001733.1
OG0010765	ENSACAG00000012921.3	ENSXETG00000020358.1
OG0010766	ENSACAG00000027099.1	ENSXETG00000016897.1
OG0010767	ENSACAG00000013283.3	ENSXETG00000001859.1
OG0010768	ENSACAG00000001097.2	ENSXETG00000004655.1
OG0010769	ENSACAG00000001032.3	ENSXETG00000004694.1
OG0010770	ENSACAG00000000355.3	ENSXETG00000012527.1
OG0010771	ENSACAG00000007791.1	ENSXETG00000012504.1
OG0010772	ENSACAG00000017990.3	ENSXETG00000007995.1
OG0010773	ENSACAG00000028947.1	ENSXETG00000008086.1
OG0010774	ENSACAG00000014703.3	ENSXETG00000017639.1
OG0010775	ENSACAG00000014766.3	ENSXETG00000016843.1
OG0010777	ENSACAG00000014951.3	ENSXETG00000012579.1
OG0010778	ENSACAG00000015200.3	ENSXETG00000012847.1
OG0010779	ENSACAG00000015328.3	ENSXETG00000012942.1
OG0010780	ENSACAG00000015399.3	ENSXETG00000012988.1
OG0010781	ENSACAG00000015483.2	ENSXETG00000013030.1
OG0010782	ENSACAG00000015497.2	ENSXETG00000013037.1
OG0010783	ENSACAG00000015508.3	ENSXETG00000013041.1
OG0010784	ENSACAG00000015513.2	ENSXETG00000013045.1
OG0010785	ENSACAG00000015517.2	ENSXETG00000013052.1
OG0010786	ENSACAG00000015523.3	ENSXETG00000013071.1
OG0010787	ENSACAG00000003947.3	ENSXETG00000013203.1
OG0010788	ENSACAG00000004471.3	ENSXETG00000016834.1
OG0010789	ENSACAG00000011296.3	ENSXETG00000016839.1
OG0010790	ENSACAG00000010867.3	ENSXETG00000012606.1
OG0010792	ENSACAG00000010797.2	ENSXETG00000012615.1
OG0010793	ENSACAG00000010721.3	ENSXETG00000012655.1
OG0010794	ENSACAG00000010633.3	ENSXETG00000012678.1
OG0010795	ENSACAG00000010612.2	ENSXETG00000012690.1
OG0010797	ENSACAG00000010454.3	ENSXETG00000012913.1
OG0010798	ENSACAG00000010236.3	ENSXETG00000013065.1
OG0010799	ENSACAG00000010213.3	ENSXETG00000013092.1
OG0010800	ENSACAG00000026231.1	ENSXETG00000014898.1
OG0010801	ENSACAG00000008472.2	ENSXETG00000020389.1
OG0010802	ENSACAG00000009000.3	ENSXETG00000018671.1
OG0010803	ENSACAG00000009334.3	ENSXETG00000020933.1
OG0010804	ENSACAG00000015759.3	ENSXETG00000019273.1
OG0010805	ENSACAG00000015772.3	ENSXETG00000017956.1
OG0010806	ENSACAG00000015838.3	ENSXETG00000018335.1
OG0010807	ENSACAG00000016440.3	ENSXETG00000012935.1
OG0010808	ENSACAG00000016493.3	ENSXETG00000012956.1
OG0010809	ENSACAG00000016545.3	ENSXETG00000013231.1
OG0010810	ENSACAG00000016736.3	ENSXETG00000016004.1
OG0010811	ENSACAG00000016753.3	ENSXETG00000016269.1
OG0010812	ENSACAG00000016838.3	ENSXETG00000016509.1
OG0010813	ENSACAG00000012476.3	ENSXETG00000016546.1
OG0010814	ENSACAG00000007695.2	ENSXETG00000011233.1
OG0010815	ENSACAG00000007717.3	ENSXETG00000011297.1
OG0010816	ENSACAG00000007916.3	ENSXETG00000006739.1
OG0010817	ENSACAG00000007987.3	ENSXETG00000006761.1
OG0010818	ENSACAG00000007992.3	ENSXETG00000008306.1
OG0010819	ENSACAG00000008312.2	ENSXETG00000013193.1, ENSXETG00000000072.1
OG0010820	ENSACAG00000008315.3	ENSXETG00000000106.1
OG0010821	ENSACAG00000008393.3	ENSXETG00000000303.1
OG0010822	ENSACAG00000008942.2	ENSXETG00000017788.1
OG0010823	ENSACAG00000008952.3	ENSXETG00000020342.1
OG0010824	ENSACAG00000009305.3	ENSXETG00000002523.1
OG0010825	ENSACAG00000009351.3	ENSXETG00000002552.1
OG0010826	ENSACAG00000009434.2	ENSXETG00000019317.1
OG0010827	ENSACAG00000009564.3	ENSXETG00000020663.1
OG0010828	ENSACAG00000009713.3	ENSXETG00000010294.1
OG0010829	ENSACAG00000009787.3	ENSXETG00000010321.1
OG0010830	ENSACAG00000009855.3	ENSXETG00000010491.1
OG0010831	ENSACAG00000009948.3	ENSXETG00000010509.1
OG0010832	ENSACAG00000010379.3	ENSXETG00000020394.1
OG0010833	ENSACAG00000010998.3	ENSXETG00000015326.1
OG0010834	ENSACAG00000011150.3	ENSXETG00000016031.1
OG0010835	ENSACAG00000011432.3	ENSXETG00000016323.1
OG0010836	ENSACAG00000000583.3	ENSXETG00000010991.1
OG0010837	ENSACAG00000013646.2	ENSXETG00000011775.1
OG0010838	ENSACAG00000013629.3	ENSXETG00000011811.1
OG0010839	ENSACAG00000013431.2	ENSXETG00000007055.1
OG0010840	ENSACAG00000013255.3	ENSXETG00000009177.1
OG0010841	ENSACAG00000013015.2	ENSXETG00000009680.1
OG0010842	ENSACAG00000013011.3	ENSXETG00000009699.1
OG0010843	ENSACAG00000012942.3	ENSXETG00000009714.1
OG0010844	ENSACAG00000012731.2	ENSXETG00000009828.1
OG0010845	ENSACAG00000012299.3	ENSXETG00000004099.1
OG0010846	ENSACAG00000012000.3	ENSXETG00000004279.1
OG0010847	ENSACAG00000011917.3	ENSXETG00000003196.1
OG0010848	ENSACAG00000011827.3	ENSXETG00000001210.1
OG0010849	ENSACAG00000008310.3	ENSXETG00000018964.1
OG0010850	ENSACAG00000008991.3	ENSXETG00000011113.1, ENSXETG00000008121.1
OG0010851	ENSACAG00000029280.1	ENSXETG00000008112.1
OG0010852	ENSACAG00000002612.2	ENSXETG00000017407.1, ENSXETG00000017380.1
OG0010853	ENSACAG00000001491.3	ENSXETG00000000603.1
OG0010854	ENSACAG00000001484.3	ENSXETG00000000595.1
OG0010855	ENSACAG00000001424.3	ENSXETG00000000568.1
OG0010856	ENSACAG00000001052.3	ENSXETG00000012680.1
OG0010857	ENSACAG00000000922.3	ENSXETG00000012595.1
OG0010858	ENSACAG00000000768.3	ENSXETG00000012573.1
OG0010859	ENSACAG00000017794.3	ENSXETG00000018736.1
OG0010860	ENSACAG00000017792.2	ENSXETG00000018992.1
OG0010861	ENSACAG00000017780.3	ENSXETG00000017523.1
OG0010862	ENSACAG00000017770.3	ENSXETG00000010230.1
OG0010863	ENSACAG00000017765.3	ENSXETG00000010195.1
OG0010864	ENSACAG00000017752.3	ENSXETG00000012426.1
OG0010865	ENSACAG00000017738.3	ENSXETG00000003279.1
OG0010866	ENSACAG00000016619.2	ENSXETG00000012488.1
OG0010867	ENSACAG00000016536.2	ENSXETG00000016823.1
OG0010868	ENSACAG00000012700.2	ENSXETG00000018447.1
OG0010869	ENSACAG00000012890.2	ENSXETG00000019460.1
OG0010870	ENSACAG00000012929.3	ENSXETG00000017010.1
OG0010871	ENSACAG00000012947.1	ENSXETG00000017641.1
OG0010872	ENSACAG00000012983.3	ENSXETG00000018947.1
OG0010873	ENSACAG00000013146.3	ENSXETG00000012034.1
OG0010874	ENSACAG00000013209.3	ENSXETG00000017724.1
OG0010875	ENSACAG00000014344.2	ENSXETG00000018723.1
OG0010876	ENSACAG00000000371.3	ENSXETG00000019655.1
OG0010877	ENSACAG00000000424.3	ENSXETG00000021290.1
OG0010878	ENSACAG00000001185.3	ENSXETG00000018219.1
OG0010879	ENSACAG00000001474.1	ENSXETG00000018537.1
OG0010880	ENSACAG00000001835.3	ENSXETG00000018550.1
OG0010881	ENSACAG00000002000.3	ENSXETG00000020508.1
OG0010882	ENSACAG00000005379.3	ENSXETG00000009194.1
OG0010883	ENSACAG00000005328.3	ENSXETG00000009060.1
OG0010884	ENSACAG00000005230.3	ENSXETG00000011981.1
OG0010885	ENSACAG00000011929.3	ENSXETG00000010736.1
OG0010886	ENSACAG00000012708.3	ENSXETG00000015190.1
OG0010887	ENSACAG00000000916.2	ENSXETG00000013127.1
OG0010888	ENSACAG00000001025.3	ENSXETG00000012838.1
OG0010889	ENSACAG00000027513.2	ENSXETG00000012835.1
OG0010890	ENSACAG00000001924.3	ENSXETG00000018693.1
OG0010891	ENSACAG00000002356.2	ENSXETG00000018315.1
OG0010892	ENSACAG00000002401.3	ENSXETG00000017913.1
OG0010893	ENSACAG00000002411.3	ENSXETG00000020966.1
OG0010894	ENSACAG00000003015.3	ENSXETG00000021116.1
OG0010895	ENSACAG00000003138.3	ENSXETG00000017012.1
OG0010896	ENSACAG00000003433.3	ENSXETG00000018559.1
OG0010897	ENSACAG00000003578.3	ENSXETG00000020464.1
OG0010898	ENSACAG00000003988.3	ENSXETG00000020157.1
OG0010899	ENSACAG00000004131.3	ENSXETG00000017424.1
OG0010900	ENSACAG00000001848.3	ENSXETG00000008178.1
OG0010901	ENSACAG00000002011.3	ENSXETG00000020281.1
OG0010902	ENSACAG00000002575.3	ENSXETG00000018008.1
OG0010903	ENSACAG00000002587.3	ENSXETG00000021016.1
OG0010904	ENSACAG00000002726.3	ENSXETG00000019725.1
OG0010906	ENSACAG00000015281.2	ENSXETG00000020271.1
OG0010907	ENSACAG00000014832.3	ENSXETG00000016940.1
OG0010908	ENSACAG00000017299.2	ENSXETG00000012405.1
OG0010910	ENSACAG00000017458.2	ENSXETG00000004878.1
OG0010911	ENSACAG00000028763.1	ENSXETG00000020921.1
OG0010912	ENSACAG00000017506.2	ENSXETG00000000322.1
OG0010913	ENSACAG00000017629.2	ENSXETG00000014722.1
OG0010914	ENSACAG00000017699.3	ENSXETG00000001326.1
OG0010915	ENSACAG00000010691.2	ENSXETG00000018112.1
OG0010916	ENSACAG00000010697.2	ENSXETG00000002435.1
OG0010917	ENSACAG00000010781.3	ENSXETG00000002022.1
OG0010918	ENSACAG00000013485.3	ENSXETG00000021200.1
OG0010919	ENSACAG00000013090.3	ENSXETG00000000622.1
OG0010921	ENSACAG00000015722.3	ENSXETG00000000305.1
OG0010922	ENSACAG00000012447.3	ENSXETG00000016983.1
OG0010923	ENSACAG00000015789.2	ENSXETG00000000374.1
OG0010924	ENSACAG00000024248.2	ENSXETG00000019994.1
OG0010925	ENSACAG00000012289.3	ENSXETG00000020797.1
OG0010926	ENSACAG00000016032.2	ENSXETG00000001072.1
OG0010927	ENSACAG00000016144.2	ENSXETG00000000023.1
OG0010928	ENSACAG00000016191.3	ENSXETG00000010394.1
OG0010929	ENSACAG00000016205.3	ENSXETG00000021084.1
OG0010931	ENSACAG00000004726.2	ENSXETG00000000233.1
OG0010932	ENSACAG00000028749.1	ENSXETG00000005789.1
OG0010933	ENSACAG00000011013.3	ENSXETG00000005261.1
OG0010934	ENSACAG00000010862.3	ENSXETG00000004042.1
OG0010935	ENSACAG00000023141.2	ENSXETG00000004978.1
OG0010936	ENSACAG00000010735.3	ENSXETG00000008159.1
OG0010937	ENSACAG00000005869.3	ENSXETG00000015066.1
OG0010938	ENSACAG00000010605.2	ENSXETG00000012026.1
OG0010939	ENSACAG00000004070.2	ENSXETG00000021189.1
OG0010940	ENSACAG00000006087.2	ENSXETG00000020067.1
OG0010941	ENSACAG00000012996.3	ENSXETG00000020411.1
OG0010942	ENSACAG00000006227.3	ENSXETG00000015368.1
OG0010943	ENSACAG00000013033.3	ENSXETG00000017828.1
OG0010945	ENSACAG00000013258.3	ENSXETG00000021130.1
OG0010946	ENSACAG00000013287.2	ENSXETG00000017108.1
OG0010947	ENSACAG00000013421.3	ENSXETG00000018923.1
OG0010948	ENSACAG00000013423.3	ENSXETG00000021286.1
OG0010949	ENSACAG00000006761.2	ENSXETG00000005914.1
OG0010950	ENSACAG00000013085.2	ENSXETG00000002150.1
OG0010951	ENSACAG00000006993.2	ENSXETG00000006196.1
OG0010952	ENSACAG00000007021.3	ENSXETG00000006242.1
OG0010954	ENSACAG00000008665.2	ENSXETG00000019716.1
OG0010955	ENSACAG00000008832.1	ENSXETG00000018187.1
OG0010956	ENSACAG00000008890.3	ENSXETG00000018854.1
OG0010957	ENSACAG00000007594.3	ENSXETG00000004347.1
OG0010958	ENSACAG00000009245.3	ENSXETG00000002279.1
OG0010959	ENSACAG00000028193.1	ENSXETG00000004429.1
OG0010960	ENSACAG00000013390.3	ENSXETG00000004529.1
OG0010961	ENSACAG00000009426.3	ENSXETG00000002331.1
OG0010962	ENSACAG00000010955.1	ENSXETG00000004562.1
OG0010963	ENSACAG00000010927.3	ENSXETG00000004574.1
OG0010964	ENSACAG00000010855.3	ENSXETG00000004612.1
OG0010965	ENSACAG00000010848.3	ENSXETG00000004616.1
OG0010966	ENSACAG00000010840.2	ENSXETG00000004623.1
OG0010967	ENSACAG00000001291.3	ENSXETG00000004835.1
OG0010968	ENSACAG00000009878.2	ENSXETG00000006114.1
OG0010969	ENSACAG00000000899.3	ENSXETG00000005004.1
OG0010970	ENSACAG00000000610.3	ENSXETG00000005219.1
OG0010971	ENSACAG00000000606.2	ENSXETG00000005254.1
OG0010972	ENSACAG00000007554.3	ENSXETG00000013053.1
OG0010973	ENSACAG00000014666.3	ENSXETG00000005120.1
OG0010974	ENSACAG00000014772.3	ENSXETG00000004977.1
OG0010975	ENSACAG00000012806.3	ENSXETG00000004396.1
OG0010976	ENSACAG00000013021.3	ENSXETG00000004217.1
OG0010977	ENSACAG00000013195.2	ENSXETG00000004123.1
OG0010978	ENSACAG00000013297.3	ENSXETG00000004082.1
OG0010979	ENSACAG00000013306.3	ENSXETG00000004060.1
OG0010980	ENSACAG00000007654.1	ENSXETG00000009817.1
OG0010981	ENSACAG00000017454.3	ENSXETG00000008397.1
OG0010982	ENSACAG00000017443.3	ENSXETG00000008170.1
OG0010983	ENSACAG00000017393.2	ENSXETG00000008124.1
OG0010984	ENSACAG00000017286.3	ENSXETG00000002518.1
OG0010985	ENSACAG00000017276.2	ENSXETG00000002489.1
OG0010986	ENSACAG00000017257.3	ENSXETG00000001124.1
OG0010987	ENSACAG00000017210.2	ENSXETG00000001117.1
OG0010988	ENSACAG00000017209.3	ENSXETG00000001061.1
OG0010989	ENSACAG00000017170.2	ENSXETG00000000820.1
OG0010990	ENSACAG00000017158.3	ENSXETG00000000796.1
OG0010991	ENSACAG00000017136.3	ENSXETG00000000548.1
OG0010992	ENSACAG00000017127.2	ENSXETG00000000518.1
OG0010994	ENSACAG00000017090.3	ENSXETG00000000484.1
OG0010995	ENSACAG00000017053.3	ENSXETG00000000463.1
OG0010996	ENSACAG00000016921.3	ENSXETG00000002990.1
OG0010997	ENSACAG00000016846.3	ENSXETG00000002920.1
OG0010998	ENSACAG00000017166.3	ENSXETG00000019292.1
OG0010999	ENSACAG00000016798.3	ENSXETG00000002848.1
OG0011000	ENSACAG00000016769.3	ENSXETG00000002829.1
OG0011001	ENSACAG00000016610.3	ENSXETG00000001176.1
OG0011002	ENSACAG00000017040.3	ENSXETG00000002560.1
OG0011003	ENSACAG00000017001.2	ENSXETG00000002542.1
OG0011004	ENSACAG00000016423.2	ENSXETG00000006189.1
OG0011005	ENSACAG00000016903.3	ENSXETG00000016999.1
OG0011006	ENSACAG00000016339.3	ENSXETG00000006109.1
OG0011007	ENSACAG00000016307.3	ENSXETG00000005873.1
OG0011008	ENSACAG00000016225.2	ENSXETG00000005826.1
OG0011010	ENSACAG00000016164.3	ENSXETG00000005368.1
OG0011011	ENSACAG00000001583.3	ENSXETG00000018138.1
OG0011012	ENSACAG00000016557.3	ENSXETG00000010971.1
OG0011013	ENSACAG00000001481.2	ENSXETG00000019615.1
OG0011014	ENSACAG00000001391.3	ENSXETG00000019562.1
OG0011015	ENSACAG00000001324.3	ENSXETG00000017863.1
OG0011016	ENSACAG00000001256.3	ENSXETG00000018626.1
OG0011017	ENSACAG00000001160.3	ENSXETG00000020557.1
OG0011018	ENSACAG00000015893.2	ENSXETG00000021085.1
OG0011019	ENSACAG00000015972.3	ENSXETG00000017995.1
OG0011020	ENSACAG00000001186.3	ENSXETG00000017392.1
OG0011021	ENSACAG00000000687.3	ENSXETG00000019115.1
OG0011022	ENSACAG00000029596.1	ENSXETG00000017396.1
OG0011024	ENSACAG00000000673.3	ENSXETG00000019043.1
OG0011025	ENSACAG00000016064.3	ENSXETG00000014223.1
OG0011026	ENSACAG00000015935.3	ENSXETG00000016921.1
OG0011027	ENSACAG00000015917.3	ENSXETG00000018223.1
OG0011028	ENSACAG00000015876.2	ENSXETG00000020656.1
OG0011029	ENSACAG00000015347.2	ENSXETG00000006080.1
OG0011030	ENSACAG00000017439.3	ENSXETG00000015195.1
OG0011031	ENSACAG00000017466.3	ENSXETG00000009683.1
OG0011032	ENSACAG00000015390.3	ENSXETG00000001159.1
OG0011033	ENSACAG00000015381.2	ENSXETG00000001152.1
OG0011034	ENSACAG00000015350.3	ENSXETG00000014346.1
OG0011035	ENSACAG00000012397.3	ENSXETG00000005021.1
OG0011036	ENSACAG00000017562.3	ENSXETG00000011550.1
OG0011037	ENSACAG00000012611.3	ENSXETG00000004895.1
OG0011038	ENSACAG00000017600.3	ENSXETG00000008656.1
OG0011039	ENSACAG00000017648.3	ENSXETG00000005450.1
OG0011040	ENSACAG00000012950.2	ENSXETG00000009527.1, ENSXETG00000005032.1
OG0011041	ENSACAG00000017673.3	ENSXETG00000010738.1
OG0011042	ENSACAG00000014117.2	ENSXETG00000000284.1
OG0011043	ENSACAG00000004901.3	ENSXETG00000018477.1
OG0011044	ENSACAG00000004825.3	ENSXETG00000001100.1
OG0011045	ENSACAG00000003327.3	ENSXETG00000006202.1
OG0011046	ENSACAG00000007871.3	ENSXETG00000011585.1
OG0011047	ENSACAG00000016309.3	ENSXETG00000000597.1
OG0011048	ENSACAG00000016025.3	ENSXETG00000005872.1
OG0011049	ENSACAG00000015340.3	ENSXETG00000019631.1
OG0011050	ENSACAG00000009178.3	ENSXETG00000005631.1
OG0011051	ENSACAG00000009190.3	ENSXETG00000005638.1
OG0011052	ENSACAG00000015189.3	ENSXETG00000018365.1
OG0011053	ENSACAG00000009615.2	ENSXETG00000010604.1
OG0011054	ENSACAG00000012364.3	ENSXETG00000000789.1
OG0011055	ENSACAG00000003694.3	ENSXETG00000021152.1
OG0011056	ENSACAG00000003676.2	ENSXETG00000019659.1
OG0011057	ENSACAG00000004538.3	ENSXETG00000011466.1
OG0011058	ENSACAG00000004140.3	ENSXETG00000010957.1
OG0011059	ENSACAG00000003853.2	ENSXETG00000016287.1
OG0011060	ENSACAG00000009337.3	ENSXETG00000008899.1
OG0011061	ENSACAG00000009404.3	ENSXETG00000009100.1
OG0011062	ENSACAG00000003321.2	ENSXETG00000008011.1
OG0011063	ENSACAG00000003132.3	ENSXETG00000017603.1
OG0011064	ENSACAG00000002771.3	ENSXETG00000002516.1
OG0011065	ENSACAG00000002510.3	ENSXETG00000002424.1
OG0011066	ENSACAG00000001858.3	ENSXETG00000011219.1
OG0011067	ENSACAG00000017099.3	ENSXETG00000016863.1
OG0011068	ENSACAG00000000855.3	ENSXETG00000002700.1
OG0011069	ENSACAG00000017038.2	ENSXETG00000003101.1
OG0011070	ENSACAG00000014352.3	ENSXETG00000013268.1
OG0011071	ENSACAG00000014581.3	ENSXETG00000002926.1
OG0011072	ENSACAG00000014739.3	ENSXETG00000008080.1
OG0011073	ENSACAG00000014815.3	ENSXETG00000008070.1
OG0011074	ENSACAG00000014978.3	ENSXETG00000011602.1
OG0011075	ENSACAG00000000801.2	ENSXETG00000002082.1
OG0011076	ENSACAG00000015593.3	ENSXETG00000002597.1
OG0011077	ENSACAG00000005102.2	ENSXETG00000013358.1
OG0011078	ENSACAG00000005106.3	ENSXETG00000013365.1
OG0011079	ENSACAG00000005141.3	ENSXETG00000013385.1
OG0011080	ENSACAG00000016525.2	ENSXETG00000017105.1
OG0011081	ENSACAG00000005179.3	ENSXETG00000013395.1
OG0011082	ENSACAG00000016465.3	ENSXETG00000019175.1
OG0011083	ENSACAG00000004365.3	ENSXETG00000013493.1
OG0011084	ENSACAG00000027094.1	ENSXETG00000021119.1
OG0011085	ENSACAG00000026192.2	ENSXETG00000015246.1
OG0011086	ENSACAG00000016070.2	ENSXETG00000015280.1
OG0011087	ENSACAG00000016039.3	ENSXETG00000015315.1
OG0011088	ENSACAG00000007067.3	ENSXETG00000017731.1
OG0011089	ENSACAG00000015847.2	ENSXETG00000010096.1
