Orthogroup	M_musculus.pep	C_familiaris.pep
OG0013883	ENSMUSG00000037210.16	ENSCAFG00000014845.4
OG0013884	ENSMUSG00000021903.11	ENSCAFG00000005887.4
OG0013885	ENSMUSG00000032411.15	ENSCAFG00000007742.4
OG0013886	ENSMUSG00000079355.5	ENSCAFG00000006392.2
OG0013887	ENSMUSG00000032503.18	ENSCAFG00000004753.5
OG0013890	ENSMUSG00000032451.6	ENSCAFG00000007643.5
OG0013891	ENSMUSG00000053101.3	ENSCAFG00000003287.1
OG0013892	ENSMUSG00000100846.1, ENSMUSG00000044816.10	ENSCAFG00000013590.4
OG0013893	ENSMUSG00000034107.10	ENSCAFG00000012881.4
OG0013897	ENSMUSG00000038764.14	ENSCAFG00000002868.4
OG0013898	ENSMUSG00000028434.12	ENSCAFG00000002847.5
OG0013899	ENSMUSG00000073791.12, ENSMUSG00000116201.2	ENSCAFG00000018702.4
OG0013902	ENSMUSG00000054422.7	ENSCAFG00000007413.4
OG0013903	ENSMUSG00000054474.15	ENSCAFG00000007408.4
OG0013904	ENSMUSG00000035020.11	ENSCAFG00000003070.5
OG0013905	ENSMUSG00000052676.16	ENSCAFG00000017730.4
OG0013906	ENSMUSG00000029847.13	ENSCAFG00000003221.4
OG0013907	ENSMUSG00000078627.9	ENSCAFG00000013150.5
OG0013908	ENSMUSG00000011837.4	ENSCAFG00000031676.2
OG0013909	ENSMUSG00000017188.3	ENSCAFG00000010126.1, ENSCAFG00000014765.3
OG0013911	ENSMUSG00000018537.16	ENSCAFG00000016546.5
OG0013913	ENSMUSG00000047671.8	ENSCAFG00000004701.1
OG0013914	ENSMUSG00000020096.20	ENSCAFG00000014088.4
OG0013917	ENSMUSG00000029307.7	ENSCAFG00000009548.4
OG0013918	ENSMUSG00000040298.6	ENSCAFG00000012534.5
OG0013923	ENSMUSG00000033356.3	ENSCAFG00000009729.4
OG0013924	ENSMUSG00000043286.12	ENSCAFG00000001392.4
OG0013925	ENSMUSG00000036218.16	ENSCAFG00000009821.5
OG0013926	ENSMUSG00000079144.7	ENSCAFG00000030526.2
OG0013927	ENSMUSG00000000562.5	ENSCAFG00000013692.4
OG0013928	ENSMUSG00000038695.13	ENSCAFG00000002968.4
OG0013929	ENSMUSG00000038704.12	ENSCAFG00000002965.4
OG0013930	ENSMUSG00000008028.15	ENSCAFG00000029175.3
OG0013931	ENSMUSG00000051113.9	ENSCAFG00000002974.4
OG0013934	ENSMUSG00000048938.12	ENSCAFG00000009671.4
OG0013935	ENSMUSG00000029680.2	ENSCAFG00000024436.3
OG0013936	ENSMUSG00000097993.7	ENSCAFG00000010570.5
OG0013937	ENSMUSG00000042793.13	ENSCAFG00000010521.5
OG0013938	ENSMUSG00000013338.16	ENSCAFG00000008154.5
OG0013939	ENSMUSG00000030345.16	ENSCAFG00000015331.4
OG0013940	ENSMUSG00000000183.6	ENSCAFG00000015361.3
OG0013942	ENSMUSG00000000402.2	ENSCAFG00000011726.5
OG0013943	ENSMUSG00000031380.10	ENSCAFG00000011945.4
OG0013944	ENSMUSG00000022434.8	ENSCAFG00000000838.4
OG0013945	ENSMUSG00000022435.6	ENSCAFG00000000843.4
OG0013946	ENSMUSG00000022439.9	ENSCAFG00000000876.4
OG0013947	ENSMUSG00000108981.1	ENSCAFG00000012793.4
OG0013949	ENSMUSG00000047878.13	ENSCAFG00000000946.3
OG0013950	ENSMUSG00000048327.6	ENSCAFG00000007242.5
OG0013951	ENSMUSG00000044148.6	ENSCAFG00000014129.4
OG0013953	ENSMUSG00000062604.11	ENSCAFG00000004057.5
OG0013955	ENSMUSG00000016356.18	ENSCAFG00000012848.4
OG0013958	ENSMUSG00000029235.14	ENSCAFG00000002164.4
OG0013961	ENSMUSG00000109588.1	ENSCAFG00000029353.2
OG0013963	ENSMUSG00000037161.14	ENSCAFG00000003727.4
OG0013964	ENSMUSG00000034487.4	ENSCAFG00000014348.4
OG0013965	ENSMUSG00000044014.9	ENSCAFG00000029438.2
OG0013966	ENSMUSG00000034009.14	ENSCAFG00000008672.5
OG0013967	ENSMUSG00000058174.7, ENSMUSG00000058932.6, ENSMUSG00000065952.13	ENSCAFG00000047750.1, ENSCAFG00000007487.3
OG0013969	ENSMUSG00000045314.5	ENSCAFG00000008663.4
OG0013970	ENSMUSG00000050050.17	ENSCAFG00000008634.5
OG0013971	ENSMUSG00000078926.8	ENSCAFG00000006747.5
OG0013973	ENSMUSG00000091119.2	ENSCAFG00000023153.3
OG0013974	ENSMUSG00000109561.1	ENSCAFG00000009530.5
OG0013977	ENSMUSG00000053693.16	ENSCAFG00000017133.4
OG0013978	ENSMUSG00000024600.8	ENSCAFG00000000710.4
OG0013979	ENSMUSG00000001128.7	ENSCAFG00000015163.3
OG0013982	ENSMUSG00000078908.10	ENSCAFG00000020042.4
OG0013983	ENSMUSG00000031170.14	ENSCAFG00000015326.5
OG0013984	ENSMUSG00000036376.3	ENSCAFG00000029249.2
OG0013985	ENSMUSG00000063234.5	ENSCAFG00000006514.3
OG0013986	ENSMUSG00000023047.11	ENSCAFG00000006934.4
OG0013987	ENSMUSG00000002661.14	ENSCAFG00000018693.4
OG0013989	ENSMUSG00000034041.5	ENSCAFG00000043872.1
OG0013990	ENSMUSG00000052142.15	ENSCAFG00000015976.5
OG0013991	ENSMUSG00000032182.15	ENSCAFG00000017613.4
OG0013992	ENSMUSG00000044313.13	ENSCAFG00000009786.3
OG0013996	ENSMUSG00000039521.13	ENSCAFG00000015934.5
OG0013997	ENSMUSG00000039556.16	ENSCAFG00000015938.6
OG0013999	ENSMUSG00000023020.3	ENSCAFG00000045627.1, ENSCAFG00000030967.2
OG0014001	ENSMUSG00000022993.7	ENSCAFG00000008910.4
OG0014002	ENSMUSG00000035951.2	ENSCAFG00000024403.2
OG0014004	ENSMUSG00000058396.7	ENSCAFG00000024578.3
OG0014006	ENSMUSG00000057672.16	ENSCAFG00000016316.4
OG0014008	ENSMUSG00000019470.12	ENSCAFG00000018297.6
OG0014009	ENSMUSG00000022824.12	ENSCAFG00000012525.5
OG0014010	ENSMUSG00000090071.4	ENSCAFG00000014996.3
OG0014011	ENSMUSG00000061815.11	ENSCAFG00000024732.4
OG0014013	ENSMUSG00000027071.14	ENSCAFG00000007910.4
OG0014014	ENSMUSG00000075224.10	ENSCAFG00000031241.2
OG0014016	ENSMUSG00000060201.5	ENSCAFG00000029753.2
OG0014017	ENSMUSG00000044056.3	ENSCAFG00000016830.4
OG0014018	ENSMUSG00000020389.19	ENSCAFG00000001010.5
OG0014019	ENSMUSG00000026311.16	ENSCAFG00000012461.4
OG0014020	ENSMUSG00000005501.14	ENSCAFG00000011833.5
OG0014021	ENSMUSG00000067081.13	ENSCAFG00000012159.5
OG0014022	ENSMUSG00000049588.13	ENSCAFG00000017910.5
OG0014024	ENSMUSG00000020381.10	ENSCAFG00000000365.4
OG0014025	ENSMUSG00000036557.8	ENSCAFG00000002643.4
OG0014027	ENSMUSG00000033446.7	ENSCAFG00000029700.1
OG0014028	ENSMUSG00000032611.9	ENSCAFG00000011661.4
OG0014029	ENSMUSG00000023963.10	ENSCAFG00000002026.4
OG0014030	ENSMUSG00000035184.15	ENSCAFG00000004287.4
OG0014033	ENSMUSG00000020600.13	ENSCAFG00000003845.4
OG0014034	ENSMUSG00000015966.17	ENSCAFG00000008269.5
OG0014036	ENSMUSG00000071015.2	ENSCAFG00000003058.4
OG0014038	ENSMUSG00000019872.13	ENSCAFG00000001002.5
OG0014039	ENSMUSG00000045555.3	ENSCAFG00000003873.4
OG0014040	ENSMUSG00000039607.16	ENSCAFG00000005464.4
OG0014041	ENSMUSG00000090667.2	ENSCAFG00000030627.2
OG0014042	ENSMUSG00000059187.12	ENSCAFG00000030453.2
OG0014047	ENSMUSG00000024446.13	ENSCAFG00000000394.4
OG0014050	ENSMUSG00000005232.11	ENSCAFG00000011872.4
OG0014051	ENSMUSG00000045257.10	ENSCAFG00000006306.4
OG0014053	ENSMUSG00000068551.12	ENSCAFG00000004465.4
OG0014054	ENSMUSG00000055313.15	ENSCAFG00000011937.4, ENSCAFG00000003149.4
OG0014055	ENSMUSG00000047146.17	ENSCAFG00000013739.5
OG0014056	ENSMUSG00000079497.4	ENSCAFG00000046422.1
OG0014057	ENSMUSG00000018341.12	ENSCAFG00000018539.4
OG0014058	ENSMUSG00000035666.14	ENSCAFG00000019887.4
OG0014059	ENSMUSG00000020803.3	ENSCAFG00000046178.1
OG0014060	ENSMUSG00000079681.3	ENSCAFG00000031603.2
OG0014061	ENSMUSG00000027952.16	ENSCAFG00000017165.4
OG0014062	ENSMUSG00000042613.9	ENSCAFG00000017162.4
OG0014063	ENSMUSG00000028039.11	ENSCAFG00000017072.5
OG0014064	ENSMUSG00000027953.13	ENSCAFG00000017062.4
OG0014065	ENSMUSG00000007877.2	ENSCAFG00000016374.4
OG0014066	ENSMUSG00000072640.11	ENSCAFG00000030679.2
OG0014067	ENSMUSG00000036858.8	ENSCAFG00000031615.3
OG0014068	ENSMUSG00000042766.17	ENSCAFG00000017047.5
OG0014069	ENSMUSG00000073684.13	ENSCAFG00000028473.2
OG0014070	ENSMUSG00000029053.16	ENSCAFG00000019381.4
OG0014071	ENSMUSG00000094626.1	ENSCAFG00000025247.4
OG0014072	ENSMUSG00000033633.15	ENSCAFG00000020124.5
OG0014073	ENSMUSG00000043388.8	ENSCAFG00000015328.4
OG0014074	ENSMUSG00000099655.2	ENSCAFG00000048372.1
OG0014075	ENSMUSG00000030703.8	ENSCAFG00000017104.4
OG0014076	ENSMUSG00000042269.15	ENSCAFG00000019934.4
OG0014077	ENSMUSG00000031258.4	ENSCAFG00000030082.2
OG0014078	ENSMUSG00000074378.5, ENSMUSG00000078800.5	ENSCAFG00000031231.2
OG0014079	ENSMUSG00000052273.4	ENSCAFG00000017844.5
OG0014080	ENSMUSG00000046881.7, ENSMUSG00000051003.2, ENSMUSG00000070943.3	ENSCAFG00000028520.2
OG0014081	ENSMUSG00000045502.6	ENSCAFG00000007830.4
OG0014082	ENSMUSG00000079444.9, ENSMUSG00000096549.9	ENSCAFG00000001604.4
OG0014083	ENSMUSG00000070661.6	ENSCAFG00000015112.2
OG0014084	ENSMUSG00000036586.6	ENSCAFG00000016403.5
OG0014085	ENSMUSG00000032717.14	ENSCAFG00000001597.4
OG0014086	ENSMUSG00000043687.15, ENSMUSG00000097919.1	ENSCAFG00000019923.4
OG0014087	ENSMUSG00000018774.13	ENSCAFG00000016641.5
OG0014088	ENSMUSG00000096210.2	ENSCAFG00000046116.1
OG0014089	ENSMUSG00000041565.17	ENSCAFG00000018588.4
OG0014090	ENSMUSG00000029076.14	ENSCAFG00000019323.4
OG0014091	ENSMUSG00000116225.2, ENSMUSG00000043740.15, ENSMUSG00000115865.2, ENSMUSG00000073386.5, ENSMUSG00000116468.2, ENSMUSG00000043939.15	ENSCAFG00000032614.2
OG0014092	ENSMUSG00000072791.11	ENSCAFG00000002654.4
OG0014093	ENSMUSG00000034394.14	ENSCAFG00000030931.3
OG0014094	ENSMUSG00000028963.1	ENSCAFG00000048054.1
OG0014095	ENSMUSG00000020332.7	ENSCAFG00000032085.2
OG0014096	ENSMUSG00000035011.15	ENSCAFG00000024335.4
OG0014097	ENSMUSG00000018572.10	ENSCAFG00000016096.5
OG0014098	ENSMUSG00000010607.8	ENSCAFG00000041011.1
OG0014100	ENSMUSG00000094910.1	ENSCAFG00000041052.1
OG0014101	ENSMUSG00000094311.1	ENSCAFG00000004047.2
OG0014102	ENSMUSG00000046791.8	ENSCAFG00000016842.4
OG0014103	ENSMUSG00000039713.17	ENSCAFG00000019602.6
OG0014104	ENSMUSG00000029282.3	ENSCAFG00000002895.4
OG0014105	ENSMUSG00000028064.17	ENSCAFG00000016857.4
OG0014106	ENSMUSG00000018574.14	ENSCAFG00000016016.5
OG0014107	ENSMUSG00000020945.13	ENSCAFG00000013406.4
OG0014108	ENSMUSG00000028943.18	ENSCAFG00000019595.5
OG0014109	ENSMUSG00000030859.8, ENSMUSG00000030858.10	ENSCAFG00000030015.2
OG0014111	ENSMUSG00000023151.9	ENSCAFG00000009049.4
OG0014112	ENSMUSG00000045349.15	ENSCAFG00000015033.3
OG0014113	ENSMUSG00000103906.1	ENSCAFG00000001319.4
OG0014114	ENSMUSG00000024107.7	ENSCAFG00000002695.5
OG0014115	ENSMUSG00000029678.8, ENSMUSG00000029682.5	ENSCAFG00000001765.4
OG0014116	ENSMUSG00000044628.5	ENSCAFG00000019467.4
OG0014117	ENSMUSG00000036225.15	ENSCAFG00000030205.2
OG0014118	ENSMUSG00000020886.17	ENSCAFG00000015995.4
OG0014120	ENSMUSG00000044991.10	ENSCAFG00000005993.3
OG0014122	ENSMUSG00000030400.17	ENSCAFG00000004487.5
OG0014123	ENSMUSG00000027229.5	ENSCAFG00000013664.5
OG0014124	ENSMUSG00000047649.9	ENSCAFG00000004455.5
OG0014125	ENSMUSG00000078202.3	ENSCAFG00000019445.2
OG0014126	ENSMUSG00000026656.15, ENSMUSG00000059498.13	ENSCAFG00000013035.5
OG0014127	ENSMUSG00000073380.2	ENSCAFG00000023027.3
OG0014128	ENSMUSG00000053560.5	ENSCAFG00000023155.3
OG0014129	ENSMUSG00000004393.10	ENSCAFG00000029295.2
OG0014130	ENSMUSG00000028468.15	ENSCAFG00000002225.4
OG0014131	ENSMUSG00000038987.8	ENSCAFG00000020125.5
OG0014132	ENSMUSG00000053746.8	ENSCAFG00000020123.4
OG0014133	ENSMUSG00000070306.3	ENSCAFG00000023966.4
OG0014134	ENSMUSG00000020828.13	ENSCAFG00000015843.4
OG0014135	ENSMUSG00000031722.10	ENSCAFG00000020220.4
OG0014136	ENSMUSG00000049939.6	ENSCAFG00000001718.2
OG0014137	ENSMUSG00000049506.7	ENSCAFG00000013608.3
OG0014138	ENSMUSG00000059201.12	ENSCAFG00000001672.4
OG0014139	ENSMUSG00000058084.5, ENSMUSG00000059862.4	ENSCAFG00000044956.1, ENSCAFG00000041619.1, ENSCAFG00000046365.1
OG0014140	ENSMUSG00000031847.8	ENSCAFG00000020015.4
OG0014141	ENSMUSG00000033595.7	ENSCAFG00000009637.4
OG0014142	ENSMUSG00000046229.10	ENSCAFG00000012062.4, ENSCAFG00000028613.2, ENSCAFG00000008362.3
OG0014143	ENSMUSG00000028581.17	ENSCAFG00000011247.4
OG0014144	ENSMUSG00000079330.9	ENSCAFG00000025208.3
OG0014145	ENSMUSG00000102752.1	ENSCAFG00000013086.5
OG0014146	ENSMUSG00000040857.15	ENSCAFG00000031552.2
OG0014147	ENSMUSG00000055170.4	ENSCAFG00000000408.4
OG0014148	ENSMUSG00000047034.10	ENSCAFG00000007345.5
OG0014149	ENSMUSG00000033467.12	ENSCAFG00000011034.4
OG0014150	ENSMUSG00000026065.8	ENSCAFG00000029466.2
OG0014151	ENSMUSG00000038028.9	ENSCAFG00000029387.2
OG0014152	ENSMUSG00000034785.14	ENSCAFG00000049055.1
OG0014153	ENSMUSG00000118462.1	ENSCAFG00000003840.4
OG0014154	ENSMUSG00000029769.16	ENSCAFG00000023734.4
OG0014155	ENSMUSG00000003657.9	ENSCAFG00000020177.5
OG0014156	ENSMUSG00000031289.10	ENSCAFG00000018230.4
OG0014157	ENSMUSG00000029007.8	ENSCAFG00000016571.3
OG0014158	ENSMUSG00000014243.5	ENSCAFG00000018076.4
OG0014159	ENSMUSG00000116461.1, ENSMUSG00000022617.15	ENSCAFG00000000579.4
OG0014160	ENSMUSG00000090685.1	ENSCAFG00000030107.1
OG0014161	ENSMUSG00000070983.3	ENSCAFG00000048809.1, ENSCAFG00000048711.1, ENSCAFG00000042521.1
OG0014163	ENSMUSG00000031872.14	ENSCAFG00000032393.2
OG0014164	ENSMUSG00000043998.10	ENSCAFG00000014184.3
OG0014165	ENSMUSG00000029718.14	ENSCAFG00000014322.4
OG0014166	ENSMUSG00000074884.12	ENSCAFG00000000320.3, ENSCAFG00000045323.1, ENSCAFG00000049233.1
OG0014167	ENSMUSG00000091809.4	ENSCAFG00000001268.3
OG0014169	ENSMUSG00000042045.6	ENSCAFG00000044773.1
OG0014170	ENSMUSG00000085139.1	ENSCAFG00000046454.1
OG0014171	ENSMUSG00000029771.12	ENSCAFG00000001611.5
OG0014172	ENSMUSG00000035165.14	ENSCAFG00000005490.1
OG0014173	ENSMUSG00000039686.14	ENSCAFG00000020039.4
OG0014174	ENSMUSG00000030725.4	ENSCAFG00000005489.5
OG0014175	ENSMUSG00000035161.7	ENSCAFG00000025364.4
OG0014176	ENSMUSG00000086022.1	ENSCAFG00000032432.3
OG0014177	ENSMUSG00000050503.9	ENSCAFG00000016997.4
OG0014178	ENSMUSG00000091931.5, ENSMUSG00000098530.1, ENSMUSG00000041716.7	ENSCAFG00000032108.2
OG0014179	ENSMUSG00000035125.10	ENSCAFG00000008156.5
OG0014180	ENSMUSG00000051076.8	ENSCAFG00000009858.5
OG0014181	ENSMUSG00000015812.8	ENSCAFG00000008985.3
OG0014182	ENSMUSG00000006411.12	ENSCAFG00000012722.4
OG0014183	ENSMUSG00000033498.14	ENSCAFG00000013173.4
OG0014184	ENSMUSG00000035285.6	ENSCAFG00000002575.3
OG0014185	ENSMUSG00000042869.2, ENSMUSG00000045508.4, ENSMUSG00000048919.5, ENSMUSG00000059610.5	ENSCAFG00000024832.2
OG0014186	ENSMUSG00000039349.5	ENSCAFG00000031609.2
OG0014187	ENSMUSG00000109813.2, ENSMUSG00000108931.2	ENSCAFG00000049266.1, ENSCAFG00000043330.1, ENSCAFG00000007733.3, ENSCAFG00000045560.1
OG0014188	ENSMUSG00000107677.2, ENSMUSG00000107711.2, ENSMUSG00000108265.2, ENSMUSG00000064044.2	ENSCAFG00000001192.4
OG0014189	ENSMUSG00000062782.4, ENSMUSG00000062712.3, ENSMUSG00000054054.3	ENSCAFG00000001190.4
OG0014190	ENSMUSG00000096606.2	ENSCAFG00000024450.3
OG0014191	ENSMUSG00000060508.16, ENSMUSG00000054102.15, ENSMUSG00000040614.14	ENSCAFG00000024115.4, ENSCAFG00000046138.1
OG0014192	ENSMUSG00000116327.1, ENSMUSG00000116067.1, ENSMUSG00000116344.1, ENSMUSG00000082101.3	ENSCAFG00000018268.4
OG0014193	ENSMUSG00000022014.15	ENSCAFG00000044274.1
OG0014194	ENSMUSG00000053080.10	ENSCAFG00000015061.4
OG0014195	ENSMUSG00000034584.3	ENSCAFG00000014332.5
OG0014196	ENSMUSG00000073062.3	ENSCAFG00000016517.4
OG0014197	ENSMUSG00000045019.4	ENSCAFG00000018699.5
OG0014198	ENSMUSG00000073969.3	ENSCAFG00000043733.1
OG0014199	ENSMUSG00000024212.9	ENSCAFG00000018687.4
OG0014200	ENSMUSG00000059112.6, ENSMUSG00000061295.5, ENSMUSG00000051313.12	ENSCAFG00000028894.1, ENSCAFG00000029194.1, ENSCAFG00000008213.4
OG0014202	ENSMUSG00000075072.3	ENSCAFG00000045401.1, ENSCAFG00000049580.1
OG0014202	ENSMUSG00000042894.11	ENSCAFG00000029720.2
OG0014203	ENSMUSG00000031428.11, ENSMUSG00000036699.12	ENSCAFG00000023289.3
OG0014204	ENSMUSG00000023328.14	ENSCAFG00000014054.4
OG0014205	ENSMUSG00000007480.4	ENSCAFG00000000172.4
OG0014206	ENSMUSG00000044786.6	ENSCAFG00000005530.4
OG0014207	ENSMUSG00000046792.8	ENSCAFG00000002481.4
OG0014208	ENSMUSG00000056569.11	ENSCAFG00000012964.4
OG0014209	ENSMUSG00000066964.2	ENSCAFG00000024672.3
OG0014210	ENSMUSG00000029344.14	ENSCAFG00000011758.4
OG0014211	ENSMUSG00000052837.6	ENSCAFG00000028848.1
OG0014212	ENSMUSG00000053675.8	ENSCAFG00000012029.4
OG0014213	ENSMUSG00000039476.13	ENSCAFG00000019983.5
OG0014214	ENSMUSG00000050108.12	ENSCAFG00000001777.4
OG0014215	ENSMUSG00000080268.4	ENSCAFG00000043740.1, ENSCAFG00000012784.4
OG0014216	ENSMUSG00000046150.3, ENSMUSG00000049098.4	ENSCAFG00000011262.4
OG0014217	ENSMUSG00000028427.13	ENSCAFG00000001854.4
OG0014218	ENSMUSG00000108398.1	ENSCAFG00000038910.2
OG0014219	ENSMUSG00000032303.8	ENSCAFG00000001710.5
OG0014220	ENSMUSG00000072473.4	ENSCAFG00000025514.3
OG0014222	ENSMUSG00000033940.8	ENSCAFG00000005151.4
OG0014223	ENSMUSG00000031789.17	ENSCAFG00000008588.5
OG0014224	ENSMUSG00000090206.8	ENSCAFG00000031082.3
OG0014225	ENSMUSG00000073436.11	ENSCAFG00000045019.1
OG0014226	ENSMUSG00000028492.13	ENSCAFG00000001590.5
OG0014227	ENSMUSG00000078554.2	ENSCAFG00000048514.1
OG0014228	ENSMUSG00000074457.10	ENSCAFG00000017545.4
OG0014229	ENSMUSG00000031337.16	ENSCAFG00000019125.4
OG0014230	ENSMUSG00000062661.6	ENSCAFG00000019953.3
OG0014231	ENSMUSG00000024959.14	ENSCAFG00000014488.4
OG0014232	ENSMUSG00000006219.12	ENSCAFG00000016138.4
OG0014233	ENSMUSG00000025931.15	ENSCAFG00000030193.2
OG0014234	ENSMUSG00000058275.3	ENSCAFG00000019310.4
OG0014235	ENSMUSG00000024955.15	ENSCAFG00000014455.5
OG0014236	ENSMUSG00000079466.2	ENSCAFG00000023076.3
OG0014237	ENSMUSG00000026401.15, ENSMUSG00000026399.12	ENSCAFG00000024748.4
OG0014238	ENSMUSG00000019437.17	ENSCAFG00000029722.2
OG0014239	ENSMUSG00000044505.5	ENSCAFG00000012869.3
OG0014240	ENSMUSG00000079042.10	ENSCAFG00000046961.1, ENSCAFG00000047328.1
OG0014241	ENSMUSG00000052276.8	ENSCAFG00000014032.3
OG0014242	ENSMUSG00000026840.14	ENSCAFG00000019927.5
OG0014243	ENSMUSG00000019815.7	ENSCAFG00000000317.4
OG0014244	ENSMUSG00000073209.4	ENSCAFG00000024771.3
OG0014245	ENSMUSG00000051243.14	ENSCAFG00000017865.5
OG0014246	ENSMUSG00000068876.15	ENSCAFG00000012729.4
OG0014247	ENSMUSG00000024891.6	ENSCAFG00000012739.4
OG0014248	ENSMUSG00000032482.9	ENSCAFG00000013156.6
OG0014249	ENSMUSG00000071636.8	ENSCAFG00000044607.1
OG0014250	ENSMUSG00000043629.12	ENSCAFG00000031769.2
OG0014251	ENSMUSG00000073775.4	ENSCAFG00000003789.4
OG0014252	ENSMUSG00000078129.2	ENSCAFG00000007430.4
OG0014253	ENSMUSG00000025465.13	ENSCAFG00000013411.4
OG0014254	ENSMUSG00000107283.3	ENSCAFG00000032367.2
OG0014255	ENSMUSG00000038676.6	ENSCAFG00000023388.3
OG0014256	ENSMUSG00000034098.14	ENSCAFG00000008759.4
OG0014257	ENSMUSG00000098387.2	ENSCAFG00000043258.1
OG0014259	ENSMUSG00000036896.5	ENSCAFG00000014639.4
OG0014260	ENSMUSG00000029161.7	ENSCAFG00000004676.4
OG0014261	ENSMUSG00000046160.6	ENSCAFG00000031953.2
OG0014262	ENSMUSG00000115219.2	ENSCAFG00000046132.1
OG0014263	ENSMUSG00000053192.9	ENSCAFG00000024239.1
OG0014264	ENSMUSG00000053044.8	ENSCAFG00000007461.5
OG0014265	ENSMUSG00000045045.7	ENSCAFG00000011851.4
OG0014266	ENSMUSG00000048373.8	ENSCAFG00000015272.4
OG0014267	ENSMUSG00000015702.13	ENSCAFG00000012309.3
OG0014268	ENSMUSG00000027303.18	ENSCAFG00000006460.4
OG0014269	ENSMUSG00000024352.12, ENSMUSG00000117874.1	ENSCAFG00000005695.4
OG0014270	ENSMUSG00000107268.1, ENSMUSG00000024769.7	ENSCAFG00000014161.5
OG0014271	ENSMUSG00000061024.8	ENSCAFG00000007313.3
OG0014272	ENSMUSG00000071658.5	ENSCAFG00000014643.3
OG0014273	ENSMUSG00000024777.10, ENSMUSG00000107330.2	ENSCAFG00000014047.4
OG0014274	ENSMUSG00000035486.14	ENSCAFG00000023709.4
OG0014275	ENSMUSG00000020163.12	ENSCAFG00000019501.4
OG0014276	ENSMUSG00000029559.15	ENSCAFG00000042294.1
OG0014277	ENSMUSG00000060572.17	ENSCAFG00000015854.4
OG0014278	ENSMUSG00000078137.1	ENSCAFG00000029625.2
OG0014279	ENSMUSG00000024792.9	ENSCAFG00000013975.4
OG0014280	ENSMUSG00000069189.5	ENSCAFG00000024813.4
OG0014281	ENSMUSG00000051354.14	ENSCAFG00000001116.4
OG0014282	ENSMUSG00000049872.8	ENSCAFG00000000889.5
OG0014283	ENSMUSG00000037339.17	ENSCAFG00000015022.5
OG0014284	ENSMUSG00000038508.7	ENSCAFG00000014882.3
OG0014285	ENSMUSG00000028949.13	ENSCAFG00000004865.4
OG0014286	ENSMUSG00000030888.14	ENSCAFG00000006476.4
OG0014287	ENSMUSG00000041378.2	ENSCAFG00000042795.1
OG0014288	ENSMUSG00000030431.8	ENSCAFG00000024559.3
OG0014289	ENSMUSG00000043924.16	ENSCAFG00000028865.2
OG0014290	ENSMUSG00000035215.9	ENSCAFG00000019409.4
OG0014291	ENSMUSG00000067795.13	ENSCAFG00000034045.2
OG0014292	ENSMUSG00000039814.15	ENSCAFG00000030332.2
OG0014293	ENSMUSG00000096199.2	ENSCAFG00000024865.3
OG0014294	ENSMUSG00000037523.13	ENSCAFG00000006157.5
OG0014295	ENSMUSG00000043505.8, ENSMUSG00000039264.9	ENSCAFG00000024817.3
OG0014296	ENSMUSG00000038894.7	ENSCAFG00000006058.5
OG0014297	ENSMUSG00000056115.2, ENSMUSG00000046652.3, ENSMUSG00000043865.3	ENSCAFG00000032612.2
OG0014298	ENSMUSG00000075573.4	ENSCAFG00000047267.1
OG0014299	ENSMUSG00000030042.15	ENSCAFG00000008186.4
OG0014300	ENSMUSG00000056498.13	ENSCAFG00000008164.4
OG0014301	ENSMUSG00000000901.17	ENSCAFG00000014117.4
OG0014302	ENSMUSG00000009281.6	ENSCAFG00000004555.4
OG0014303	ENSMUSG00000075219.3, ENSMUSG00000075218.3, ENSMUSG00000075220.1	ENSCAFG00000044531.1
OG0014401	ENSMUSG00000001823.5	ENSCAFG00000013429.3
OG0014404	ENSMUSG00000045620.7	ENSCAFG00000018055.3
OG0014407	ENSMUSG00000026069.15	ENSCAFG00000002142.5
OG0014410	ENSMUSG00000030968.3	ENSCAFG00000018015.4
OG0014411	ENSMUSG00000043866.11	ENSCAFG00000006498.4
OG0014413	ENSMUSG00000034911.8	ENSCAFG00000015462.2
OG0014414	ENSMUSG00000109293.1	ENSCAFG00000017119.4
OG0014415	ENSMUSG00000078719.2	ENSCAFG00000030766.2
OG0014416	ENSMUSG00000040759.9	ENSCAFG00000011613.4
OG0014417	ENSMUSG00000031422.16	ENSCAFG00000017798.3
OG0014418	ENSMUSG00000073758.10	ENSCAFG00000003388.5
OG0014420	ENSMUSG00000028958.15	ENSCAFG00000004748.5
OG0014421	ENSMUSG00000058099.16	ENSCAFG00000000975.5
OG0014423	ENSMUSG00000023247.2	ENSCAFG00000002568.3
OG0014426	ENSMUSG00000040390.13	ENSCAFG00000048508.1
OG0014429	ENSMUSG00000067642.11	ENSCAFG00000004328.5
OG0014437	ENSMUSG00000051319.6	ENSCAFG00000048216.1
OG0014440	ENSMUSG00000027481.2	ENSCAFG00000007329.3
OG0014441	ENSMUSG00000076499.3	ENSCAFG00000029623.2
OG0014446	ENSMUSG00000018765.5	ENSCAFG00000016685.5
OG0014449	ENSMUSG00000076928.5	ENSCAFG00000025128.3
OG0014450	ENSMUSG00000038498.4	ENSCAFG00000013070.5
OG0014451	ENSMUSG00000039330.5	ENSCAFG00000013124.3
OG0014454	ENSMUSG00000053297.14	ENSCAFG00000041323.1
OG0014455	ENSMUSG00000028784.14	ENSCAFG00000010825.4
