Orthogroup	M_musculus.pep	P_Mucros.pep
OG0010598	ENSMUSG00000033249.10	XP_029141290.1
OG0010599	ENSMUSG00000031887.13	XP_015678437.1
OG0010600	ENSMUSG00000000544.14	XP_015675608.1
OG0010601	ENSMUSG00000069920.10	XP_015678445.2
OG0010602	ENSMUSG00000026564.9	XP_015675607.1
OG0010603	ENSMUSG00000026565.18	XP_015682050.1
OG0010604	ENSMUSG00000005763.15	XP_015682049.1
OG0010605	ENSMUSG00000026568.6	XP_015683601.1
OG0010606	ENSMUSG00000031594.9	XP_015686377.1
OG0010607	ENSMUSG00000022723.16	XP_015687399.1
OG0010608	ENSMUSG00000022722.18	XP_015687400.1
OG0010609	ENSMUSG00000047854.5	XP_015677846.1
OG0010610	ENSMUSG00000059920.9	XP_015674468.1
OG0010611	ENSMUSG00000079057.4, ENSMUSG00000031640.11	XP_015687266.1
OG0010612	ENSMUSG00000033177.13	XP_015685287.2, XP_015674477.1
OG0010613	ENSMUSG00000031639.12	XP_015687267.1
OG0010614	ENSMUSG00000033157.17	XP_015676953.1
OG0010615	ENSMUSG00000087141.1	XP_015681471.1, XP_015684602.1
OG0010616	ENSMUSG00000022656.15	XP_015685471.1
OG0010617	ENSMUSG00000033031.13	XP_015677904.1
OG0010618	ENSMUSG00000038291.16	XP_015687261.1
OG0010619	ENSMUSG00000031631.15	XP_015687281.1
OG0010620	ENSMUSG00000031629.14	XP_015687263.1
OG0010621	ENSMUSG00000038173.15	XP_015687289.1
OG0010622	ENSMUSG00000038143.16	XP_029143102.1
OG0010623	ENSMUSG00000038069.6	XP_015687297.1
OG0010624	ENSMUSG00000032965.11	XP_015677908.1
OG0010625	ENSMUSG00000031563.8	XP_015687299.1
OG0010626	ENSMUSG00000022641.15	XP_029141317.1
OG0010627	ENSMUSG00000022637.11	XP_015671375.1
OG0010628	ENSMUSG00000039396.11	XP_029139564.1
OG0010629	ENSMUSG00000031520.6	XP_029139565.1
OG0010630	ENSMUSG00000039375.16	XP_015669426.1
OG0010631	ENSMUSG00000064310.10	XP_015677275.1
OG0010632	ENSMUSG00000035356.17	XP_015668674.1
OG0010633	ENSMUSG00000064325.4	XP_015670006.1
OG0010634	ENSMUSG00000022752.9	XP_015685693.1
OG0010635	ENSMUSG00000022751.9	XP_015676293.1
OG0010636	ENSMUSG00000038250.9	XP_015672665.1
OG0010637	ENSMUSG00000035107.13	XP_015676298.1
OG0010638	ENSMUSG00000037940.17	XP_015672666.1, XP_029140221.1
OG0010639	ENSMUSG00000068196.5	XP_015676299.1
OG0010640	ENSMUSG00000022747.17	XP_015676300.1
OG0010641	ENSMUSG00000033222.16	XP_015685115.2
OG0010642	ENSMUSG00000047747.10	XP_015677034.1
OG0010643	ENSMUSG00000040843.10	XP_015671516.1
OG0010644	ENSMUSG00000031709.15	XP_015677070.1
OG0010645	ENSMUSG00000026574.5	XP_015671498.1
OG0010646	ENSMUSG00000026576.12	XP_015671487.1
OG0010647	ENSMUSG00000026575.15	XP_015671476.1
OG0010648	ENSMUSG00000061143.15	XP_029141163.1
OG0010649	ENSMUSG00000026577.13	XP_015671465.1
OG0010650	ENSMUSG00000037111.9	XP_015677776.1
OG0010651	ENSMUSG00000027739.9	XP_015677774.1
OG0010652	ENSMUSG00000026579.8	XP_029139968.1
OG0010653	ENSMUSG00000037892.13	XP_015669021.1
OG0010654	ENSMUSG00000022663.3	XP_015671396.1
OG0010655	ENSMUSG00000022665.15	XP_015671373.1
OG0010656	ENSMUSG00000048100.13	XP_015671349.1
OG0010657	ENSMUSG00000036437.6	XP_015679471.1
OG0010658	ENSMUSG00000022687.12	XP_015676807.1
OG0010659	ENSMUSG00000022900.14	XP_015670401.1
OG0010660	ENSMUSG00000036292.14	XP_015672348.1
OG0010661	ENSMUSG00000022704.16	XP_015672345.1
OG0010662	ENSMUSG00000027804.13	XP_015669825.1
OG0010663	ENSMUSG00000036304.14	XP_015672343.1
OG0010664	ENSMUSG00000022708.16	XP_015672347.1
OG0010665	ENSMUSG00000047261.9	XP_015669097.1
OG0010666	ENSMUSG00000049436.5	XP_015674667.1
OG0010667	ENSMUSG00000022799.4	XP_029140558.1
OG0010668	ENSMUSG00000022793.17	XP_015671666.1
OG0010669	ENSMUSG00000036615.6	XP_015671676.2
OG0010670	ENSMUSG00000027793.6	XP_015671673.2
OG0010671	ENSMUSG00000036580.15	XP_015671669.1
OG0010672	ENSMUSG00000028020.16	XP_015674825.1
OG0010673	ENSMUSG00000028019.9	XP_015674824.1
OG0010674	ENSMUSG00000033970.15	XP_015670723.1
OG0010675	ENSMUSG00000033910.13	XP_015672030.1
OG0010676	ENSMUSG00000034021.15	XP_015670720.1
OG0010677	ENSMUSG00000028003.6	XP_029140087.1
OG0010678	ENSMUSG00000033860.13	XP_029140625.1
OG0010679	ENSMUSG00000028001.16	XP_015675043.1
OG0010680	ENSMUSG00000041147.10	XP_015670735.1
OG0010681	ENSMUSG00000033831.5	XP_015675042.1
OG0010682	ENSMUSG00000027998.11	XP_015675034.1
OG0010683	ENSMUSG00000102692.1	XP_029140624.1
OG0010684	ENSMUSG00000027996.13	XP_015673844.2
OG0010685	ENSMUSG00000051950.10	XP_015670718.1
OG0010686	ENSMUSG00000060063.9	XP_015670712.1
OG0010687	ENSMUSG00000028085.12	XP_015680725.1
OG0010688	ENSMUSG00000051000.17	XP_015680724.1
OG0010689	ENSMUSG00000028082.14	XP_029140066.1
OG0010690	ENSMUSG00000001687.15	XP_015687166.1
OG0010691	ENSMUSG00000041313.14	XP_015687167.1
OG0010692	ENSMUSG00000029650.10	XP_015678840.1, XP_015678839.1
OG0010693	ENSMUSG00000037148.8	XP_015671934.1
OG0010694	ENSMUSG00000037134.17	XP_015671935.1
OG0010695	ENSMUSG00000035164.8	XP_015681187.2
OG0010696	ENSMUSG00000031617.16	XP_015671936.1
OG0010697	ENSMUSG00000037101.16	XP_015673673.1
OG0010698	ENSMUSG00000000365.9	XP_029140142.1
OG0010700	ENSMUSG00000049940.7	XP_015674943.1
OG0010701	ENSMUSG00000079184.10	XP_015672322.1
OG0010702	ENSMUSG00000021938.12	XP_015672316.1
OG0010703	ENSMUSG00000025757.13, ENSMUSG00000115951.2	XP_015674949.1
OG0010704	ENSMUSG00000021945.9	XP_015669898.1
OG0010705	ENSMUSG00000021947.11	XP_015669901.1
OG0010706	ENSMUSG00000046743.6	XP_029140462.1
OG0010707	ENSMUSG00000050222.11	XP_015669902.1
OG0010708	ENSMUSG00000044864.16	XP_015666981.1
OG0010709	ENSMUSG00000027722.14	XP_015666959.1
OG0010710	ENSMUSG00000051444.9	XP_015666935.1
OG0010711	ENSMUSG00000027719.15	XP_015666738.1
OG0010712	ENSMUSG00000021965.3	XP_015669905.2
OG0010713	ENSMUSG00000021969.8	XP_015669896.1
OG0010714	ENSMUSG00000021973.9	XP_015669897.1
OG0010715	ENSMUSG00000048279.19	XP_015670366.1
OG0010716	ENSMUSG00000060548.13	XP_015672514.1
OG0010717	ENSMUSG00000037325.10	XP_015681430.1
OG0010718	ENSMUSG00000021993.10	XP_015672519.1
OG0010719	ENSMUSG00000021986.9	XP_029140174.1
OG0010720	ENSMUSG00000025894.11	XP_015678973.1
OG0010721	ENSMUSG00000049001.5	XP_015684419.1
OG0010722	ENSMUSG00000025893.8	XP_015678974.1
OG0010723	ENSMUSG00000041124.11	XP_015678975.1
OG0010724	ENSMUSG00000029913.14	XP_029140449.1
OG0010725	ENSMUSG00000074269.10	XP_015674069.1
OG0010726	ENSMUSG00000047193.16	XP_015670205.1
OG0010727	ENSMUSG00000039701.11	XP_015674065.2
OG0010728	ENSMUSG00000050315.14	XP_015682475.2
OG0010729	ENSMUSG00000039234.11	XP_015678775.1
OG0010730	ENSMUSG00000028114.16	XP_015678774.1
OG0010731	ENSMUSG00000032826.19	XP_029139821.1
OG0010732	ENSMUSG00000039488.15	XP_029141216.1
OG0010733	ENSMUSG00000028028.11	XP_015670574.1
OG0010734	ENSMUSG00000074238.6	XP_015670575.1
OG0010735	ENSMUSG00000050549.8	XP_015670581.1
OG0010736	ENSMUSG00000031918.16	XP_029141629.1
OG0010737	ENSMUSG00000028024.14	XP_015682445.1
OG0010738	ENSMUSG00000013076.17	XP_015679310.2
OG0010739	ENSMUSG00000036912.17	XP_015679266.1
OG0010740	ENSMUSG00000093865.7	XP_015674464.1
OG0010741	ENSMUSG00000049307.6	XP_015679265.1
OG0010742	ENSMUSG00000031927.9	XP_015679264.1
OG0010743	ENSMUSG00000027999.15	XP_015666930.1
OG0010744	ENSMUSG00000027997.9	XP_015666700.1
OG0010745	ENSMUSG00000031934.14	XP_015682687.1
OG0010746	ENSMUSG00000027994.14	XP_015666813.1
OG0010747	ENSMUSG00000001052.15	XP_015666585.1
OG0010748	ENSMUSG00000058897.18	XP_015687374.1
OG0010749	ENSMUSG00000039977.16	XP_015678583.1
OG0010750	ENSMUSG00000043885.14	XP_015678584.1
OG0010751	ENSMUSG00000034687.8	XP_015683190.1
OG0010752	ENSMUSG00000029385.14	XP_015671864.2
OG0010753	ENSMUSG00000029381.16	XP_015671865.1
OG0010754	ENSMUSG00000047963.7	XP_015682638.1
OG0010755	ENSMUSG00000004651.6	XP_015670209.1
OG0010756	ENSMUSG00000030560.17	XP_029141386.1
OG0010757	ENSMUSG00000034826.14	XP_015682640.1
OG0010758	ENSMUSG00000039428.11	XP_015687598.1
OG0010759	ENSMUSG00000049791.4	XP_015687596.1
OG0010760	ENSMUSG00000029413.14	XP_015675633.2
OG0010761	ENSMUSG00000039391.11	XP_015679408.1
OG0010762	ENSMUSG00000062797.13	XP_015679407.1
OG0010763	ENSMUSG00000067149.6	XP_015679320.1
OG0010764	ENSMUSG00000030619.10	XP_015679406.1
OG0010765	ENSMUSG00000044221.14	XP_015679316.1
OG0010766	ENSMUSG00000044362.8	XP_015678244.1, XP_029142977.1
OG0010767	ENSMUSG00000035540.12	XP_015674054.2
OG0010768	ENSMUSG00000030641.10	XP_015682674.2
OG0010769	ENSMUSG00000061119.7	XP_015682676.1
OG0010770	ENSMUSG00000052738.14	XP_015682843.1
OG0010771	ENSMUSG00000060780.2	XP_015683996.1
OG0010772	ENSMUSG00000036880.10	XP_015667629.1
OG0010773	ENSMUSG00000036299.5	XP_015682794.1
OG0010774	ENSMUSG00000021754.17	XP_015676876.1
OG0010775	ENSMUSG00000049985.15	XP_029140959.1
OG0010776	ENSMUSG00000050377.8	XP_015679741.1
OG0010777	ENSMUSG00000021758.14	XP_015679740.1
OG0010778	ENSMUSG00000016018.4	XP_015679744.1
OG0010779	ENSMUSG00000042426.6	XP_015679739.1
OG0010780	ENSMUSG00000042417.5	XP_015667220.1
OG0010781	ENSMUSG00000042379.8	XP_015667264.1
OG0010782	ENSMUSG00000021763.17	XP_029139133.1, XP_015667258.1
OG0010783	ENSMUSG00000042364.11	XP_015678367.1
OG0010784	ENSMUSG00000051456.4	XP_015678369.1
OG0010785	ENSMUSG00000042348.10	XP_029141279.1
OG0010786	ENSMUSG00000021764.8	XP_015678368.1
OG0010787	ENSMUSG00000015533.9	XP_015670666.1
OG0010788	ENSMUSG00000021725.9	XP_029140677.1
OG0010789	ENSMUSG00000021728.8	XP_029140678.1
OG0010790	ENSMUSG00000025451.15	XP_015675454.2
OG0010791	ENSMUSG00000062822.8	XP_015684973.1, XP_029142915.1
OG0010792	ENSMUSG00000074634.12	XP_015672610.1
OG0010793	ENSMUSG00000095930.1	XP_015672609.1
OG0010794	ENSMUSG00000055737.12	XP_015672608.2
OG0010795	ENSMUSG00000022184.8	XP_015680744.1
OG0010796	ENSMUSG00000041935.10	XP_015680745.1, XP_015686250.1
OG0010797	ENSMUSG00000049148.8	XP_015675579.1
OG0010798	ENSMUSG00000050697.9	XP_029140717.1
OG0010799	ENSMUSG00000039942.15	XP_015675576.1
OG0010800	ENSMUSG00000022148.16	XP_029140144.1
OG0010801	ENSMUSG00000042590.17	XP_015674236.1
OG0010802	ENSMUSG00000021697.12	XP_015680573.1
OG0010803	ENSMUSG00000021701.8	XP_015670627.1
OG0010804	ENSMUSG00000021714.15	XP_015668161.1
OG0010805	ENSMUSG00000021713.9	XP_015668151.1
OG0010806	ENSMUSG00000021711.17	XP_015668156.1, XP_015668155.1
OG0010807	ENSMUSG00000045273.8	XP_015685446.1
OG0010808	ENSMUSG00000021703.9	XP_015685387.1
OG0010809	ENSMUSG00000021702.7	XP_015685397.1
OG0010810	ENSMUSG00000007617.18	XP_015671913.1
OG0010811	ENSMUSG00000021690.10	XP_029140063.1
OG0010812	ENSMUSG00000042082.7	XP_015671916.1
OG0010813	ENSMUSG00000021687.14	XP_015668182.1
OG0010814	ENSMUSG00000021685.11	XP_015668183.1
OG0010815	ENSMUSG00000042015.17	XP_015668179.1
OG0010816	ENSMUSG00000021680.8	XP_015678194.1
OG0010817	ENSMUSG00000048376.6	XP_015678199.1
OG0010818	ENSMUSG00000021676.10	XP_029141256.1
OG0010819	ENSMUSG00000021675.4	XP_015678202.1
OG0010820	ENSMUSG00000051111.16	XP_015678196.1, XP_015678197.1
OG0010821	ENSMUSG00000021671.9	XP_015675634.1
OG0010822	ENSMUSG00000091387.2	XP_015675628.1
OG0010823	ENSMUSG00000041817.14	XP_015675626.1
OG0010824	ENSMUSG00000021662.11	XP_015675635.1
OG0010825	ENSMUSG00000041747.3	XP_015674909.1
OG0010826	ENSMUSG00000021661.16	XP_015674910.1
OG0010827	ENSMUSG00000052485.7	XP_015674920.1
OG0010828	ENSMUSG00000050919.9	XP_015674050.1
OG0010829	ENSMUSG00000041632.7	XP_015674027.1
OG0010830	ENSMUSG00000052727.6	XP_015674028.1
OG0010831	ENSMUSG00000021646.9	XP_015674029.1
OG0010832	ENSMUSG00000021706.14	XP_015674042.1
OG0010833	ENSMUSG00000021620.4	XP_015670148.1
OG0010834	ENSMUSG00000078958.9	XP_015665399.1
OG0010835	ENSMUSG00000021613.9	XP_015665434.1
OG0010836	ENSMUSG00000035762.11	XP_015671622.1
OG0010837	ENSMUSG00000051098.6	XP_015679962.1
OG0010838	ENSMUSG00000035840.7	XP_015679964.1
OG0010839	ENSMUSG00000069170.14	XP_015679496.1
OG0010840	ENSMUSG00000021597.16	XP_015668165.1
OG0010841	ENSMUSG00000021592.18	XP_015687422.1
OG0010842	ENSMUSG00000043190.14	XP_015687430.2
OG0010843	ENSMUSG00000021589.13	XP_015687429.1
OG0010844	ENSMUSG00000021587.5	XP_015687426.1
OG0010845	ENSMUSG00000021583.7	XP_015687424.1
OG0010846	ENSMUSG00000023845.7	XP_015687423.1
OG0010847	ENSMUSG00000047786.12	XP_015669450.1
OG0010848	ENSMUSG00000048027.9	XP_015679903.1
OG0010849	ENSMUSG00000003809.14	XP_015668766.1
OG0010850	ENSMUSG00000003308.15	XP_029139568.1
OG0010851	ENSMUSG00000074476.6	XP_015669433.1
OG0010852	ENSMUSG00000069372.3	XP_015676897.1
OG0010853	ENSMUSG00000053441.5	XP_015670745.2
OG0010854	ENSMUSG00000050875.11	XP_015670746.1
OG0010855	ENSMUSG00000020267.6	XP_015677936.1
OG0010856	ENSMUSG00000021468.8	XP_029141203.1
OG0010857	ENSMUSG00000021464.14	XP_015677935.1
OG0010858	ENSMUSG00000021457.14	XP_015676527.1
OG0010859	ENSMUSG00000028403.15	XP_015673579.1
OG0010860	ENSMUSG00000038192.5	XP_015673581.2
OG0010861	ENSMUSG00000059049.14	XP_029140355.1
OG0010862	ENSMUSG00000038172.14	XP_015675523.2
OG0010863	ENSMUSG00000028483.13	XP_015675524.1
OG0010864	ENSMUSG00000052407.17	XP_029140704.1
OG0010865	ENSMUSG00000038070.15	XP_015677916.1
OG0010866	ENSMUSG00000021451.16	XP_015678499.1
OG0010867	ENSMUSG00000067586.4	XP_015678496.1
OG0010868	ENSMUSG00000032495.8	XP_015672441.1
OG0010869	ENSMUSG00000021476.9	XP_015681735.1
OG0010870	ENSMUSG00000044934.13	XP_015681736.1
OG0010871	ENSMUSG00000021470.19	XP_015680386.2
OG0010872	ENSMUSG00000021466.12	XP_015679330.1
OG0010873	ENSMUSG00000021461.17	XP_015676239.1
OG0010874	ENSMUSG00000021458.17	XP_015676238.1
OG0010875	ENSMUSG00000052957.8	XP_015674014.1
OG0010876	ENSMUSG00000021556.12	XP_015674010.1
OG0010877	ENSMUSG00000021555.15	XP_029140436.1
OG0010878	ENSMUSG00000021553.14	XP_029142279.1
OG0010879	ENSMUSG00000035367.9	XP_015683458.1
OG0010880	ENSMUSG00000021552.7	XP_015667995.1
OG0010881	ENSMUSG00000050002.14	XP_015667991.1, XP_015667992.1
OG0010882	ENSMUSG00000024725.13	XP_015669954.1
OG0010883	ENSMUSG00000037847.14	XP_015669953.1
OG0010884	ENSMUSG00000024727.9	XP_015669959.1
OG0010885	ENSMUSG00000024659.15	XP_015682978.1
OG0010886	ENSMUSG00000058624.13	XP_015672162.2
OG0010887	ENSMUSG00000033863.2	XP_015667965.1
OG0010888	ENSMUSG00000033053.4	XP_015682540.1, XP_015682542.1
OG0010889	ENSMUSG00000074925.4	XP_015682544.1
OG0010890	ENSMUSG00000052085.7	XP_015673516.1
OG0010891	ENSMUSG00000024837.15	XP_015673518.1
OG0010892	ENSMUSG00000042372.5	XP_015673520.1
OG0010893	ENSMUSG00000048138.10	XP_015673521.1
OG0010894	ENSMUSG00000024924.14	XP_015678870.1
OG0010895	ENSMUSG00000047298.3	XP_015678871.1
OG0010896	ENSMUSG00000024935.11	XP_015676110.1
OG0010897	ENSMUSG00000024780.7	XP_015676107.1
OG0010898	ENSMUSG00000038658.15	XP_015676105.1
OG0010899	ENSMUSG00000024806.4	XP_029140805.1
OG0010900	ENSMUSG00000021025.8	XP_015674568.1
OG0010901	ENSMUSG00000021022.9	XP_015674564.1
OG0010902	ENSMUSG00000054302.15	XP_015677570.1
OG0010903	ENSMUSG00000112187.1, ENSMUSG00000044408.7	XP_015677569.1
OG0010904	ENSMUSG00000035133.9	XP_015668561.1
OG0010905	ENSMUSG00000035142.18	XP_015668559.1, XP_015668560.1
OG0010906	ENSMUSG00000020956.14	XP_015668564.1
OG0010907	ENSMUSG00000020953.17	XP_015671628.1
OG0010908	ENSMUSG00000028381.8	XP_015674696.1
OG0010909	ENSMUSG00000044018.3	XP_015683027.1
OG0010910	ENSMUSG00000039611.2	XP_015682203.2
OG0010911	ENSMUSG00000028576.12	XP_015675067.1
OG0010912	ENSMUSG00000028577.13	XP_015675069.1
OG0010913	ENSMUSG00000038007.14	XP_015680584.1
OG0010914	ENSMUSG00000066113.16	XP_015680751.1
OG0010915	ENSMUSG00000045083.14	XP_015675072.1
OG0010916	ENSMUSG00000028300.14	XP_015675062.1
OG0010917	ENSMUSG00000038047.18	XP_015680749.1
OG0010918	ENSMUSG00000022479.15	XP_015676097.1
OG0010919	ENSMUSG00000006732.14	XP_015676143.1
OG0010920	ENSMUSG00000002804.4	XP_029141153.1, XP_029141154.1
OG0010921	ENSMUSG00000011158.8	XP_015678976.1
OG0010922	ENSMUSG00000023030.16	XP_015676009.1, XP_015676017.1
OG0010923	ENSMUSG00000056459.14	XP_015668812.1
OG0010924	ENSMUSG00000037353.9	XP_015676120.1
OG0010925	ENSMUSG00000009733.9	XP_015676652.1
OG0010926	ENSMUSG00000045690.8	XP_015677945.1
OG0010927	ENSMUSG00000048982.3	XP_015681830.1
OG0010928	ENSMUSG00000021113.5	XP_015679671.1
OG0010929	ENSMUSG00000021109.13	XP_015679670.1
OG0010930	ENSMUSG00000001131.11	XP_015682075.1
OG0010931	ENSMUSG00000009406.13	XP_015682738.1
OG0010932	ENSMUSG00000064326.13	XP_015687026.1
OG0010933	ENSMUSG00000021294.7	XP_029141987.1
OG0010934	ENSMUSG00000054003.13	XP_029140467.1
OG0010935	ENSMUSG00000091402.7	XP_015674196.1
OG0010936	ENSMUSG00000021287.12	XP_029139426.1
OG0010937	ENSMUSG00000042111.9	XP_015680271.1
OG0010938	ENSMUSG00000049792.6	XP_015668721.1
OG0010939	ENSMUSG00000061947.10	XP_015683130.1
OG0010940	ENSMUSG00000024560.7	XP_015679940.1
OG0010941	ENSMUSG00000021095.5	XP_015674557.1
OG0010942	ENSMUSG00000039201.9	XP_029142781.1
OG0010943	ENSMUSG00000041415.10	XP_015674552.1
OG0010944	ENSMUSG00000031165.6	XP_029142752.1
OG0010945	ENSMUSG00000054150.12	XP_015674556.1
OG0010946	ENSMUSG00000021070.6	XP_029141499.1
OG0010947	ENSMUSG00000044715.7	XP_015679246.1
OG0010948	ENSMUSG00000041323.6	XP_015679234.1
OG0010949	ENSMUSG00000045665.5	XP_015672640.1
OG0010950	ENSMUSG00000048251.15	XP_015675709.1
OG0010951	ENSMUSG00000046897.17	XP_015672624.1
OG0010952	ENSMUSG00000023044.2	XP_029140219.1
OG0010953	ENSMUSG00000096753.7	XP_029139922.1
OG0010954	ENSMUSG00000041669.15	XP_015671179.1
OG0010955	ENSMUSG00000046675.7	XP_029139921.1
OG0010956	ENSMUSG00000021192.16	XP_015682917.1
OG0010957	ENSMUSG00000000552.10	XP_015672628.1
OG0010958	ENSMUSG00000041781.9	XP_015682259.1
OG0010959	ENSMUSG00000058794.12	XP_015673755.2
OG0010960	ENSMUSG00000009575.14	XP_015673750.1
OG0010961	ENSMUSG00000021186.9	XP_015682206.1
OG0010962	ENSMUSG00000075394.4	XP_015673757.1
OG0010963	ENSMUSG00000022485.3	XP_015673754.1
OG0010964	ENSMUSG00000022484.7	XP_015673761.1
OG0010965	ENSMUSG00000001656.3	XP_015673763.1
OG0010966	ENSMUSG00000050328.2	XP_015673764.1
OG0010967	ENSMUSG00000023055.10	XP_015686445.1, XP_029141743.1
OG0010968	ENSMUSG00000021180.9	XP_015682129.2
OG0010969	ENSMUSG00000023050.9	XP_015675714.1
OG0010970	ENSMUSG00000001280.13	XP_015675695.2
OG0010971	ENSMUSG00000060284.7	XP_029140740.1
OG0010972	ENSMUSG00000062991.9	XP_015673959.1
OG0010973	ENSMUSG00000045404.16	XP_015676956.1
OG0010974	ENSMUSG00000021176.6	XP_015676962.1
OG0010975	ENSMUSG00000021013.16	XP_015679770.1
OG0010976	ENSMUSG00000021012.16	XP_015680971.1
OG0010977	ENSMUSG00000021009.15	XP_015680968.1
OG0010978	ENSMUSG00000021007.14	XP_015684033.1
OG0010979	ENSMUSG00000033854.10	XP_015684748.1
OG0010980	ENSMUSG00000047414.6	XP_015665403.1
OG0010981	ENSMUSG00000020964.14	XP_015681289.1
OG0010982	ENSMUSG00000020961.15	XP_015680278.1
OG0010983	ENSMUSG00000020963.15	XP_015680277.1
OG0010984	ENSMUSG00000021039.9	XP_015668098.1
OG0010985	ENSMUSG00000079036.10	XP_015668099.1
OG0010986	ENSMUSG00000050671.12	XP_029139297.1
OG0010987	ENSMUSG00000090812.8	XP_015668104.1
OG0010988	ENSMUSG00000034111.6	XP_015668094.1
OG0010989	ENSMUSG00000034126.5	XP_029139304.1
OG0010990	ENSMUSG00000021032.13	XP_015668096.1
OG0010991	ENSMUSG00000048483.6	XP_015683025.1
OG0010992	ENSMUSG00000059114.8	XP_015669726.1
OG0010993	ENSMUSG00000021257.14	XP_015669735.1
OG0010994	ENSMUSG00000021256.5	XP_015669734.2
OG0010995	ENSMUSG00000007867.9	XP_015669725.1
OG0010996	ENSMUSG00000021250.13	XP_015669717.1
OG0010997	ENSMUSG00000045064.5	XP_015677703.1
OG0010998	ENSMUSG00000003808.18	XP_015668767.2
OG0010999	ENSMUSG00000004788.11	XP_015677701.1
OG0011000	ENSMUSG00000019235.9	XP_015677689.1
OG0011001	ENSMUSG00000042350.13	XP_015677696.1
OG0011002	ENSMUSG00000001348.15	XP_029139435.1
OG0011003	ENSMUSG00000001349.5	XP_029139439.1
OG0011004	ENSMUSG00000021240.6	XP_015674864.1
OG0011005	ENSMUSG00000040146.9	XP_029139436.1
OG0011006	ENSMUSG00000085793.2	XP_015674861.1
OG0011007	ENSMUSG00000021238.11	XP_015674860.1
OG0011008	ENSMUSG00000021236.16	XP_015674859.1
OG0011009	ENSMUSG00000006241.16	XP_015668760.1
OG0011010	ENSMUSG00000021235.13	XP_015674858.1
OG0011011	ENSMUSG00000012076.8	XP_015668496.1
OG0011012	ENSMUSG00000079563.10	XP_015671081.1
OG0011013	ENSMUSG00000001497.18	XP_015672983.1
OG0011014	ENSMUSG00000035472.14	XP_015672985.1
OG0011015	ENSMUSG00000047022.18	XP_015672984.2
OG0011016	ENSMUSG00000035451.7	XP_015681694.1
OG0011017	ENSMUSG00000046782.14	XP_029141993.1
OG0011018	ENSMUSG00000035293.13	XP_015671637.2
OG0011019	ENSMUSG00000002688.8	XP_015671624.2
OG0011020	ENSMUSG00000046314.16	XP_015672102.1
OG0011021	ENSMUSG00000040383.16	XP_015669063.1
OG0011022	ENSMUSG00000057147.13	XP_015669062.1
OG0011023	ENSMUSG00000032714.6	XP_029139895.1
OG0011024	ENSMUSG00000040282.13	XP_015669061.1
OG0011025	ENSMUSG00000032763.11	XP_029139897.1
OG0011026	ENSMUSG00000027351.14	XP_015678656.1
OG0011027	ENSMUSG00000027349.5	XP_015671205.1
OG0011028	ENSMUSG00000027347.18	XP_015671193.1
OG0011029	ENSMUSG00000032185.15	XP_029141586.1, XP_015679783.1
OG0011030	ENSMUSG00000030116.14	XP_015672672.1
OG0011031	ENSMUSG00000007458.14	XP_029141704.1
OG0011032	ENSMUSG00000003604.14	XP_015681244.1
OG0011033	ENSMUSG00000074939.3	XP_015681267.1
OG0011034	ENSMUSG00000055943.5	XP_015681284.1
OG0011035	ENSMUSG00000025425.18	XP_029142085.1
OG0011036	ENSMUSG00000030160.7	XP_029141588.1
OG0011037	ENSMUSG00000025427.15	XP_015682630.1
OG0011038	ENSMUSG00000027750.16	XP_015677674.1
OG0011039	ENSMUSG00000027752.15	XP_015683112.1
OG0011040	ENSMUSG00000116264.1, ENSMUSG00000091055.2	XP_015682384.1
OG0011041	ENSMUSG00000002845.14	XP_015683040.1
OG0011042	ENSMUSG00000024261.6	XP_015677911.1
OG0011043	ENSMUSG00000042724.8	XP_015679007.1
OG0011044	ENSMUSG00000021140.9	XP_015679005.1
OG0011045	ENSMUSG00000033147.16	XP_015673565.1
OG0011046	ENSMUSG00000031162.14	XP_015670436.1
OG0011047	ENSMUSG00000042628.8	XP_015678864.1
OG0011048	ENSMUSG00000042507.15	XP_029142199.1
OG0011049	ENSMUSG00000062646.12	XP_015680569.1
OG0011050	ENSMUSG00000031383.8	XP_015670613.1
OG0011051	ENSMUSG00000049489.5	XP_015670599.1
OG0011052	ENSMUSG00000027291.15	XP_015680557.1
OG0011053	ENSMUSG00000031375.17	XP_015670600.1
OG0011054	ENSMUSG00000031386.14	XP_029139230.1
OG0011055	ENSMUSG00000014077.13	XP_015680918.1
OG0011056	ENSMUSG00000048647.9	XP_029143084.1
OG0011057	ENSMUSG00000027230.9	XP_015674773.1
OG0011058	ENSMUSG00000027239.14	XP_015672705.1
OG0011059	ENSMUSG00000027249.15	XP_015679609.1
OG0011060	ENSMUSG00000025260.10	XP_015667721.1
OG0011061	ENSMUSG00000041133.11	XP_015667718.1
OG0011062	ENSMUSG00000027253.15	XP_029141559.1
OG0011063	ENSMUSG00000002109.14	XP_015674137.1
OG0011064	ENSMUSG00000040687.16	XP_015674143.1
OG0011065	ENSMUSG00000002100.15	XP_029140461.1
OG0011066	ENSMUSG00000021065.16	XP_015681636.1
OG0011067	ENSMUSG00000023022.14	XP_015687339.1
OG0011068	ENSMUSG00000040174.14	XP_015673952.1
OG0011069	ENSMUSG00000023018.5	XP_015687331.1
OG0011070	ENSMUSG00000040310.12	XP_015687200.1
OG0011071	ENSMUSG00000027220.2	XP_015687196.2
OG0011072	ENSMUSG00000027223.15	XP_015682528.1
