Orthogroup	M_musculus.pep	X_tropicalis.pep
OG0009833	ENSMUSG00000035365.15	ENSXETG00000009368.1
OG0009834	ENSMUSG00000035383.7	ENSXETG00000009386.1
OG0009835	ENSMUSG00000032883.15	ENSXETG00000000141.1
OG0009836	ENSMUSG00000012187.13	ENSXETG00000000079.1, ENSXETG00000014776.1
OG0009837	ENSMUSG00000020051.17	ENSXETG00000005084.1
OG0009838	ENSMUSG00000026245.16	ENSXETG00000010585.1
OG0009839	ENSMUSG00000063406.11	ENSXETG00000020582.1
OG0009840	ENSMUSG00000056531.11	ENSXETG00000018382.1
OG0009841	ENSMUSG00000035459.18	ENSXETG00000003988.1
OG0009842	ENSMUSG00000029265.4	ENSXETG00000018168.1
OG0009843	ENSMUSG00000035919.16	ENSXETG00000000874.1
OG0009844	ENSMUSG00000031963.8	ENSXETG00000000780.1
OG0009845	ENSMUSG00000028121.8	ENSXETG00000019461.1
OG0009846	ENSMUSG00000031965.15	ENSXETG00000003357.1
OG0009847	ENSMUSG00000008429.8	ENSXETG00000010058.1
OG0009848	ENSMUSG00000032452.12	ENSXETG00000006409.1
OG0009849	ENSMUSG00000046402.10	ENSXETG00000003534.1
OG0009850	ENSMUSG00000028125.14	ENSXETG00000019051.1
OG0009851	ENSMUSG00000036411.10	ENSXETG00000007151.1
OG0009852	ENSMUSG00000020251.13	ENSXETG00000012388.1
OG0009853	ENSMUSG00000032458.6	ENSXETG00000009827.1
OG0009854	ENSMUSG00000036777.8	ENSXETG00000006957.1
OG0009855	ENSMUSG00000020246.13	ENSXETG00000012428.1
OG0009856	ENSMUSG00000021322.8	ENSXETG00000006857.1
OG0009857	ENSMUSG00000034612.7	ENSXETG00000001257.1
OG0009858	ENSMUSG00000039831.16	ENSXETG00000012053.1
OG0009859	ENSMUSG00000021319.7	ENSXETG00000011440.1
OG0009860	ENSMUSG00000020255.8	ENSXETG00000001811.1
OG0009861	ENSMUSG00000002808.7	ENSXETG00000011429.1
OG0009862	ENSMUSG00000021314.13	ENSXETG00000017185.1
OG0009863	ENSMUSG00000020263.14	ENSXETG00000003002.1
OG0009864	ENSMUSG00000028128.13	ENSXETG00000017675.1
OG0009865	ENSMUSG00000041236.8	ENSXETG00000002169.1
OG0009866	ENSMUSG00000034220.7	ENSXETG00000007566.1
OG0009867	ENSMUSG00000053931.11	ENSXETG00000017776.1
OG0009868	ENSMUSG00000046841.5	ENSXETG00000007744.1
OG0009869	ENSMUSG00000034212.14	ENSXETG00000007516.1
OG0009870	ENSMUSG00000039887.11	ENSXETG00000020485.1
OG0009872	ENSMUSG00000034453.8	ENSXETG00000009757.1
OG0009873	ENSMUSG00000028133.17	ENSXETG00000018109.1
OG0009874	ENSMUSG00000020037.15	ENSXETG00000009978.1
OG0009875	ENSMUSG00000041324.14	ENSXETG00000003792.1
OG0009876	ENSMUSG00000025949.16	ENSXETG00000011489.1
OG0009877	ENSMUSG00000035620.15	ENSXETG00000003339.1
OG0009878	ENSMUSG00000021318.15	ENSXETG00000003748.1
OG0009879	ENSMUSG00000049038.3	ENSXETG00000003483.1
OG0009880	ENSMUSG00000039182.6	ENSXETG00000003739.1
OG0009881	ENSMUSG00000020262.15	ENSXETG00000000993.1
OG0009882	ENSMUSG00000035529.10	ENSXETG00000018610.1
OG0009883	ENSMUSG00000033308.16	ENSXETG00000020404.1
OG0009885	ENSMUSG00000035455.12	ENSXETG00000002779.1
OG0009886	ENSMUSG00000001999.15	ENSXETG00000008769.1
OG0009887	ENSMUSG00000044667.12	ENSXETG00000020028.1
OG0009888	ENSMUSG00000001786.14	ENSXETG00000020268.1
OG0009890	ENSMUSG00000029270.10	ENSXETG00000020936.1
OG0009891	ENSMUSG00000005410.6	ENSXETG00000007370.1
OG0009892	ENSMUSG00000026278.14	ENSXETG00000018635.1
OG0009893	ENSMUSG00000034472.13	ENSXETG00000011381.1
OG0009894	ENSMUSG00000026281.15	ENSXETG00000002151.1
OG0009895	ENSMUSG00000073609.9	ENSXETG00000019030.1
OG0009897	ENSMUSG00000029276.13	ENSXETG00000018298.1
OG0009898	ENSMUSG00000021102.4	ENSXETG00000018310.1
OG0009899	ENSMUSG00000053774.9	ENSXETG00000001690.1
OG0009900	ENSMUSG00000089798.10	ENSXETG00000019137.1
OG0009901	ENSMUSG00000022787.10	ENSXETG00000002013.1
OG0009902	ENSMUSG00000035764.5	ENSXETG00000001992.1
OG0009903	ENSMUSG00000052384.14	ENSXETG00000001986.1
OG0009904	ENSMUSG00000035790.15	ENSXETG00000005870.1
OG0009905	ENSMUSG00000029287.14	ENSXETG00000020529.1
OG0009906	ENSMUSG00000043410.16	ENSXETG00000020800.1
OG0009907	ENSMUSG00000050830.17	ENSXETG00000002738.1
OG0009908	ENSMUSG00000049606.16	ENSXETG00000020093.1
OG0009909	ENSMUSG00000029290.12	ENSXETG00000020238.1
OG0009910	ENSMUSG00000018654.17	ENSXETG00000002758.1
OG0009911	ENSMUSG00000046079.16	ENSXETG00000012005.1, ENSXETG00000019490.1
OG0009912	ENSMUSG00000054720.12	ENSXETG00000017775.1
OG0009913	ENSMUSG00000028271.9	ENSXETG00000019802.1
OG0009914	ENSMUSG00000032547.12	ENSXETG00000000618.1
OG0009915	ENSMUSG00000032531.15	ENSXETG00000013388.1
OG0009916	ENSMUSG00000034152.6	ENSXETG00000003164.1
OG0009917	ENSMUSG00000037784.14	ENSXETG00000014202.1
OG0009918	ENSMUSG00000016637.7	ENSXETG00000011504.1
OG0009919	ENSMUSG00000037062.13	ENSXETG00000013425.1
OG0009920	ENSMUSG00000032473.13	ENSXETG00000014227.1
OG0009922	ENSMUSG00000004460.17	ENSXETG00000007905.1
OG0009923	ENSMUSG00000028343.10	ENSXETG00000004127.1
OG0009924	ENSMUSG00000092116.1	ENSXETG00000004142.1
OG0009925	ENSMUSG00000039740.6	ENSXETG00000004164.1
OG0009927	ENSMUSG00000028476.13	ENSXETG00000020544.1
OG0009928	ENSMUSG00000043460.7	ENSXETG00000010998.1
OG0009929	ENSMUSG00000009293.17	ENSXETG00000001977.1
OG0009930	ENSMUSG00000116069.1, ENSMUSG00000022436.16	ENSXETG00000014253.1
OG0009931	ENSMUSG00000036123.8	ENSXETG00000009295.1
OG0009933	ENSMUSG00000028528.17	ENSXETG00000017262.1
OG0009934	ENSMUSG00000042564.13	ENSXETG00000006141.1
OG0009935	ENSMUSG00000022426.6	ENSXETG00000006091.1
OG0009936	ENSMUSG00000026526.14	ENSXETG00000002149.1
OG0009937	ENSMUSG00000042535.9	ENSXETG00000005624.1
OG0009938	ENSMUSG00000028530.14	ENSXETG00000017142.1
OG0009939	ENSMUSG00000028419.5	ENSXETG00000018810.1
OG0009940	ENSMUSG00000046010.7	ENSXETG00000017199.1
OG0009941	ENSMUSG00000033618.7	ENSXETG00000004382.1
OG0009942	ENSMUSG00000022853.7	ENSXETG00000004478.1
OG0009943	ENSMUSG00000028532.14	ENSXETG00000002225.1
OG0009944	ENSMUSG00000033653.18	ENSXETG00000004707.1
OG0009945	ENSMUSG00000053411.16	ENSXETG00000001315.1
OG0009946	ENSMUSG00000069733.11	ENSXETG00000002190.1
OG0009947	ENSMUSG00000035305.5	ENSXETG00000020766.1
OG0009948	ENSMUSG00000000489.7	ENSXETG00000001339.1
OG0009949	ENSMUSG00000070287.3	ENSXETG00000014260.1
OG0009950	ENSMUSG00000032527.13	ENSXETG00000008579.1
OG0009951	ENSMUSG00000045589.7	ENSXETG00000020220.1
OG0009952	ENSMUSG00000042428.6	ENSXETG00000001799.1
OG0009953	ENSMUSG00000022412.14	ENSXETG00000001803.1
OG0009954	ENSMUSG00000029253.12	ENSXETG00000006602.1
OG0009955	ENSMUSG00000035898.13	ENSXETG00000003964.1
OG0009956	ENSMUSG00000022416.15	ENSXETG00000001928.1
OG0009957	ENSMUSG00000022408.7	ENSXETG00000000164.1
OG0009958	ENSMUSG00000028553.12	ENSXETG00000002377.1
OG0009959	ENSMUSG00000028560.11	ENSXETG00000010864.1
OG0009960	ENSMUSG00000035407.8	ENSXETG00000009643.1
OG0009961	ENSMUSG00000061859.17	ENSXETG00000008477.1
OG0009962	ENSMUSG00000042303.19	ENSXETG00000001069.1
OG0009963	ENSMUSG00000031864.16	ENSXETG00000012955.1
OG0009964	ENSMUSG00000036356.15	ENSXETG00000012967.1
OG0009965	ENSMUSG00000026308.8	ENSXETG00000020098.1
OG0009966	ENSMUSG00000028572.13	ENSXETG00000007028.1
OG0009967	ENSMUSG00000022400.9	ENSXETG00000004855.1
OG0009968	ENSMUSG00000028573.18	ENSXETG00000006657.1
OG0009969	ENSMUSG00000035069.3	ENSXETG00000011587.1
OG0009970	ENSMUSG00000029405.16	ENSXETG00000013332.1
OG0009971	ENSMUSG00000029656.13	ENSXETG00000016695.1
OG0009972	ENSMUSG00000022394.14	ENSXETG00000004901.1
OG0009973	ENSMUSG00000035031.15	ENSXETG00000017207.1
OG0009974	ENSMUSG00000034981.9	ENSXETG00000016541.1
OG0009975	ENSMUSG00000079436.3	ENSXETG00000010976.1
OG0009976	ENSMUSG00000028518.8	ENSXETG00000017911.1
OG0009977	ENSMUSG00000028517.8	ENSXETG00000017996.1
OG0009978	ENSMUSG00000026259.14	ENSXETG00000011005.1
OG0009979	ENSMUSG00000031668.14	ENSXETG00000012607.1
OG0009980	ENSMUSG00000061360.8	ENSXETG00000005565.1
OG0009981	ENSMUSG00000025418.7	ENSXETG00000018760.1
OG0009982	ENSMUSG00000035505.14	ENSXETG00000006095.1
OG0009983	ENSMUSG00000034926.3	ENSXETG00000010180.1
OG0009984	ENSMUSG00000042109.8	ENSXETG00000016752.1
OG0009985	ENSMUSG00000022474.15	ENSXETG00000016697.1
OG0009986	ENSMUSG00000021537.9	ENSXETG00000011751.1
OG0009987	ENSMUSG00000043572.7	ENSXETG00000010157.1
OG0009988	ENSMUSG00000029376.8	ENSXETG00000011488.1
OG0009989	ENSMUSG00000022463.8	ENSXETG00000004930.1
OG0009990	ENSMUSG00000029377.5	ENSXETG00000011464.1
OG0009991	ENSMUSG00000029378.5	ENSXETG00000011458.1
OG0009992	ENSMUSG00000002222.14	ENSXETG00000002897.1
OG0009994	ENSMUSG00000052852.8	ENSXETG00000002012.1
OG0009995	ENSMUSG00000052962.3	ENSXETG00000016910.1
OG0009996	ENSMUSG00000028619.15	ENSXETG00000002202.1
OG0009997	ENSMUSG00000063884.6	ENSXETG00000001663.1
OG0009998	ENSMUSG00000028617.10	ENSXETG00000002186.1
OG0009999	ENSMUSG00000049553.11	ENSXETG00000016873.1
OG0010000	ENSMUSG00000042770.8	ENSXETG00000005137.1
OG0010001	ENSMUSG00000052229.5	ENSXETG00000019222.1
OG0010002	ENSMUSG00000024400.16	ENSXETG00000021250.1
OG0010003	ENSMUSG00000030204.10	ENSXETG00000005185.1
OG0010004	ENSMUSG00000068747.14	ENSXETG00000013155.1
OG0010005	ENSMUSG00000024258.4	ENSXETG00000000733.1
OG0010006	ENSMUSG00000090698.2	ENSXETG00000005435.1
OG0010007	ENSMUSG00000024260.14	ENSXETG00000000829.1
OG0010008	ENSMUSG00000048796.7	ENSXETG00000013194.1
OG0010009	ENSMUSG00000020700.11	ENSXETG00000009864.1
OG0010010	ENSMUSG00000030219.13	ENSXETG00000000869.1
OG0010011	ENSMUSG00000001901.15	ENSXETG00000000076.1
OG0010012	ENSMUSG00000037503.12	ENSXETG00000011977.1
OG0010013	ENSMUSG00000027889.17	ENSXETG00000013546.1
OG0010014	ENSMUSG00000029848.11	ENSXETG00000020180.1
OG0010015	ENSMUSG00000043008.9	ENSXETG00000007257.1
OG0010016	ENSMUSG00000062901.3	ENSXETG00000007270.1
OG0010017	ENSMUSG00000053580.16	ENSXETG00000005515.1
OG0010018	ENSMUSG00000038759.15	ENSXETG00000000529.1
OG0010019	ENSMUSG00000047067.7	ENSXETG00000007503.1
OG0010020	ENSMUSG00000020695.14	ENSXETG00000010078.1
OG0010021	ENSMUSG00000025008.15	ENSXETG00000001970.1
OG0010022	ENSMUSG00000040600.9	ENSXETG00000014457.1
OG0010023	ENSMUSG00000014599.10	ENSXETG00000014472.1
OG0010024	ENSMUSG00000034931.15	ENSXETG00000002942.1
OG0010025	ENSMUSG00000025196.4	ENSXETG00000017144.1
OG0010026	ENSMUSG00000025195.9	ENSXETG00000018304.1
OG0010027	ENSMUSG00000025194.5	ENSXETG00000003758.1
OG0010028	ENSMUSG00000035189.17	ENSXETG00000016461.1
OG0010029	ENSMUSG00000025192.13	ENSXETG00000008956.1
OG0010030	ENSMUSG00000040414.8	ENSXETG00000008883.1
OG0010031	ENSMUSG00000074802.11	ENSXETG00000017848.1
OG0010032	ENSMUSG00000044052.3	ENSXETG00000004551.1
OG0010033	ENSMUSG00000027894.14	ENSXETG00000010794.1
OG0010034	ENSMUSG00000047638.15	ENSXETG00000018265.1
OG0010035	ENSMUSG00000025190.13	ENSXETG00000008251.1
OG0010036	ENSMUSG00000017167.6	ENSXETG00000011769.1
OG0010037	ENSMUSG00000027895.10	ENSXETG00000010807.1
OG0010038	ENSMUSG00000025189.9	ENSXETG00000008084.1
OG0010039	ENSMUSG00000019935.16	ENSXETG00000018438.1
OG0010040	ENSMUSG00000074852.4	ENSXETG00000008051.1
OG0010041	ENSMUSG00000006920.14	ENSXETG00000011034.1
OG0010042	ENSMUSG00000019951.10	ENSXETG00000008026.1
OG0010043	ENSMUSG00000042861.7	ENSXETG00000007435.1
OG0010044	ENSMUSG00000078656.11	ENSXETG00000010927.1
OG0010045	ENSMUSG00000025184.10	ENSXETG00000007844.1
OG0010046	ENSMUSG00000042401.8	ENSXETG00000007139.1
OG0010047	ENSMUSG00000019979.12	ENSXETG00000021308.1
OG0010048	ENSMUSG00000028730.14	ENSXETG00000018302.1
OG0010050	ENSMUSG00000018821.3	ENSXETG00000006749.1
OG0010051	ENSMUSG00000049670.9	ENSXETG00000006651.1
OG0010052	ENSMUSG00000019988.7	ENSXETG00000020873.1
OG0010053	ENSMUSG00000025209.5	ENSXETG00000005386.1
OG0010054	ENSMUSG00000025208.9	ENSXETG00000005371.1
OG0010055	ENSMUSG00000025207.16	ENSXETG00000004991.1
OG0010056	ENSMUSG00000035007.5	ENSXETG00000007207.1
OG0010057	ENSMUSG00000006392.16	ENSXETG00000018362.1
OG0010058	ENSMUSG00000010358.13	ENSXETG00000007197.1
OG0010059	ENSMUSG00000034993.7	ENSXETG00000007176.1
OG0010060	ENSMUSG00000017146.12	ENSXETG00000007146.1
OG0010061	ENSMUSG00000025231.17	ENSXETG00000004650.1
OG0010062	ENSMUSG00000020017.14	ENSXETG00000013035.1
OG0010063	ENSMUSG00000025036.7	ENSXETG00000004491.1
OG0010064	ENSMUSG00000003559.8	ENSXETG00000004106.1, ENSXETG00000004251.1, ENSXETG00000015516.1
OG0010065	ENSMUSG00000015890.2	ENSXETG00000012993.1
OG0010066	ENSMUSG00000036112.15	ENSXETG00000012910.1
OG0010067	ENSMUSG00000071415.6	ENSXETG00000020209.1
OG0010068	ENSMUSG00000025049.6	ENSXETG00000010030.1
OG0010069	ENSMUSG00000025047.9	ENSXETG00000009858.1
OG0010070	ENSMUSG00000005897.14	ENSXETG00000012688.1
OG0010071	ENSMUSG00000033326.15	ENSXETG00000005584.1
OG0010072	ENSMUSG00000006435.16	ENSXETG00000009793.1
OG0010073	ENSMUSG00000042694.17	ENSXETG00000009563.1
OG0010074	ENSMUSG00000025060.15	ENSXETG00000007348.1
OG0010075	ENSMUSG00000074785.5	ENSXETG00000016887.1
OG0010076	ENSMUSG00000028540.6	ENSXETG00000003982.1
OG0010077	ENSMUSG00000025064.15	ENSXETG00000006784.1
OG0010078	ENSMUSG00000020027.18	ENSXETG00000016878.1
OG0010079	ENSMUSG00000020926.16	ENSXETG00000008569.1
OG0010080	ENSMUSG00000028541.14	ENSXETG00000019439.1
OG0010081	ENSMUSG00000028542.17	ENSXETG00000020483.1
OG0010082	ENSMUSG00000036499.9	ENSXETG00000020587.1
OG0010083	ENSMUSG00000044948.17	ENSXETG00000013782.1
OG0010084	ENSMUSG00000009640.11	ENSXETG00000018038.1
OG0010085	ENSMUSG00000019929.16	ENSXETG00000017160.1
OG0010086	ENSMUSG00000036446.5	ENSXETG00000017917.1
OG0010087	ENSMUSG00000117975.1	ENSXETG00000010085.1
OG0010088	ENSMUSG00000046585.9	ENSXETG00000010088.1
OG0010089	ENSMUSG00000048772.15	ENSXETG00000020235.1
OG0010090	ENSMUSG00000060268.12	ENSXETG00000020236.1
OG0010091	ENSMUSG00000034685.4	ENSXETG00000018156.1
OG0010092	ENSMUSG00000034035.18	ENSXETG00000003816.1, ENSXETG00000011249.1
OG0010093	ENSMUSG00000019960.8	ENSXETG00000020258.1
OG0010094	ENSMUSG00000034765.6	ENSXETG00000005251.1
OG0010095	ENSMUSG00000028690.4	ENSXETG00000003628.1
OG0010096	ENSMUSG00000051378.10	ENSXETG00000007056.1
OG0010097	ENSMUSG00000020935.8	ENSXETG00000011334.1
OG0010098	ENSMUSG00000044921.5	ENSXETG00000002195.1
OG0010099	ENSMUSG00000036602.14	ENSXETG00000002179.1
OG0010100	ENSMUSG00000019894.14	ENSXETG00000010494.1
OG0010101	ENSMUSG00000036019.8	ENSXETG00000010468.1
OG0010102	ENSMUSG00000028681.11	ENSXETG00000007045.1
OG0010103	ENSMUSG00000036009.16	ENSXETG00000021332.1
OG0010104	ENSMUSG00000073771.11	ENSXETG00000011968.1
OG0010105	ENSMUSG00000028680.14	ENSXETG00000011248.1
OG0010106	ENSMUSG00000020941.7	ENSXETG00000011611.1
OG0010107	ENSMUSG00000024976.14	ENSXETG00000001558.1
OG0010108	ENSMUSG00000055805.15	ENSXETG00000011806.1
OG0010109	ENSMUSG00000035948.13	ENSXETG00000018711.1
OG0010110	ENSMUSG00000000435.1	ENSXETG00000019847.1
OG0010111	ENSMUSG00000035923.4	ENSXETG00000019913.1
OG0010112	ENSMUSG00000034042.16	ENSXETG00000003846.1
OG0010113	ENSMUSG00000035916.8	ENSXETG00000010455.1
OG0010114	ENSMUSG00000028696.12	ENSXETG00000003880.1
OG0010116	ENSMUSG00000019907.10	ENSXETG00000003105.1
OG0010117	ENSMUSG00000057337.13	ENSXETG00000004469.1
OG0010118	ENSMUSG00000020085.15	ENSXETG00000004477.1
OG0010119	ENSMUSG00000035873.8	ENSXETG00000003098.1
OG0010120	ENSMUSG00000028701.4	ENSXETG00000018401.1
OG0010121	ENSMUSG00000020086.6	ENSXETG00000004502.1
OG0010122	ENSMUSG00000028703.14	ENSXETG00000018976.1
OG0010123	ENSMUSG00000058806.15	ENSXETG00000004560.1
OG0010124	ENSMUSG00000020694.17	ENSXETG00000020027.1
OG0010125	ENSMUSG00000020151.16	ENSXETG00000007993.1
OG0010126	ENSMUSG00000010554.14	ENSXETG00000019469.1
OG0010127	ENSMUSG00000014198.15	ENSXETG00000003278.1
OG0010128	ENSMUSG00000020098.7	ENSXETG00000006734.1
OG0010129	ENSMUSG00000034127.15	ENSXETG00000008028.1
OG0010130	ENSMUSG00000020097.14	ENSXETG00000011010.1
OG0010131	ENSMUSG00000020140.15	ENSXETG00000008052.1
OG0010132	ENSMUSG00000006782.16	ENSXETG00000005672.1
OG0010133	ENSMUSG00000006784.14	ENSXETG00000005629.1
OG0010134	ENSMUSG00000020092.9	ENSXETG00000000122.1
OG0010135	ENSMUSG00000020091.15	ENSXETG00000000102.1
OG0010136	ENSMUSG00000037151.8	ENSXETG00000017611.1, ENSXETG00000019202.1
OG0010137	ENSMUSG00000006764.8	ENSXETG00000009269.1
OG0010138	ENSMUSG00000017176.17	ENSXETG00000005080.1
OG0010139	ENSMUSG00000034773.16	ENSXETG00000003361.1
OG0010140	ENSMUSG00000034757.15	ENSXETG00000003390.1
OG0010141	ENSMUSG00000044475.14	ENSXETG00000002473.1
OG0010142	ENSMUSG00000020107.10	ENSXETG00000019366.1
OG0010143	ENSMUSG00000020108.4	ENSXETG00000002498.1
OG0010144	ENSMUSG00000009654.4	ENSXETG00000019842.1
OG0010145	ENSMUSG00000020189.15	ENSXETG00000003378.1
OG0010146	ENSMUSG00000028567.8	ENSXETG00000001612.1
OG0010147	ENSMUSG00000020185.16	ENSXETG00000005869.1
OG0010148	ENSMUSG00000020181.18	ENSXETG00000006144.1
OG0010149	ENSMUSG00000063800.5	ENSXETG00000003084.1
OG0010150	ENSMUSG00000029335.5	ENSXETG00000012888.1
OG0010151	ENSMUSG00000073805.5	ENSXETG00000018411.1
OG0010152	ENSMUSG00000029334.14	ENSXETG00000012892.1
OG0010153	ENSMUSG00000050866.7	ENSXETG00000018316.1
OG0010154	ENSMUSG00000031004.8	ENSXETG00000019371.1
OG0010155	ENSMUSG00000059816.5	ENSXETG00000000583.1
OG0010156	ENSMUSG00000048351.14	ENSXETG00000000596.1
OG0010157	ENSMUSG00000029326.13	ENSXETG00000008375.1
OG0010158	ENSMUSG00000028603.15	ENSXETG00000020920.1
OG0010159	ENSMUSG00000003119.14	ENSXETG00000020675.1
OG0010160	ENSMUSG00000028600.15	ENSXETG00000020151.1
OG0010161	ENSMUSG00000008932.10	ENSXETG00000017585.1
OG0010162	ENSMUSG00000035297.14	ENSXETG00000012215.1
OG0010163	ENSMUSG00000018167.10	ENSXETG00000019532.1
OG0010164	ENSMUSG00000029319.8	ENSXETG00000003762.1
OG0010165	ENSMUSG00000038216.7	ENSXETG00000019766.1
OG0010166	ENSMUSG00000035273.14	ENSXETG00000008417.1
OG0010167	ENSMUSG00000028613.15	ENSXETG00000000011.1
OG0010168	ENSMUSG00000062312.5	ENSXETG00000020741.1
OG0010169	ENSMUSG00000029314.14	ENSXETG00000011386.1
OG0010170	ENSMUSG00000002580.7	ENSXETG00000017373.1
OG0010171	ENSMUSG00000063172.13	ENSXETG00000002182.1
OG0010172	ENSMUSG00000042115.4	ENSXETG00000007836.1
OG0010173	ENSMUSG00000009772.15	ENSXETG00000007816.1
OG0010174	ENSMUSG00000029330.8	ENSXETG00000011533.1
OG0010175	ENSMUSG00000019312.10	ENSXETG00000001106.1
OG0010176	ENSMUSG00000042066.16	ENSXETG00000007803.1
OG0010177	ENSMUSG00000042046.15	ENSXETG00000011629.1
OG0010178	ENSMUSG00000043940.15	ENSXETG00000011823.1
OG0010179	ENSMUSG00000049571.18	ENSXETG00000006684.1
OG0010180	ENSMUSG00000017221.14	ENSXETG00000009929.1
OG0010181	ENSMUSG00000038067.2	ENSXETG00000003708.1
OG0010182	ENSMUSG00000053024.14	ENSXETG00000019057.1
OG0010183	ENSMUSG00000017210.14	ENSXETG00000002259.1
OG0010184	ENSMUSG00000063179.13	ENSXETG00000002482.1
OG0010185	ENSMUSG00000026442.14	ENSXETG00000018922.1
OG0010186	ENSMUSG00000034573.14	ENSXETG00000007848.1
OG0010187	ENSMUSG00000020889.11	ENSXETG00000004076.1
OG0010188	ENSMUSG00000050100.14	ENSXETG00000016970.1
OG0010189	ENSMUSG00000029313.18	ENSXETG00000007049.1
OG0010190	ENSMUSG00000078676.9	ENSXETG00000004143.1
OG0010191	ENSMUSG00000038020.5	ENSXETG00000004307.1
OG0010192	ENSMUSG00000029312.12	ENSXETG00000006960.1
OG0010193	ENSMUSG00000030930.14	ENSXETG00000001125.1
OG0010194	ENSMUSG00000041757.17	ENSXETG00000019517.1
OG0010195	ENSMUSG00000048528.7	ENSXETG00000010420.1
OG0010196	ENSMUSG00000030946.13	ENSXETG00000010415.1
OG0010197	ENSMUSG00000070645.5	ENSXETG00000020370.1
OG0010198	ENSMUSG00000030965.19	ENSXETG00000010395.1
OG0010199	ENSMUSG00000070643.11	ENSXETG00000021311.1
OG0010200	ENSMUSG00000029306.8	ENSXETG00000013271.1
OG0010201	ENSMUSG00000030967.15	ENSXETG00000002562.1
OG0010202	ENSMUSG00000017493.12	ENSXETG00000005314.1
OG0010203	ENSMUSG00000037944.8	ENSXETG00000005322.1
OG0010204	ENSMUSG00000039990.16	ENSXETG00000018575.1
OG0010205	ENSMUSG00000030983.4	ENSXETG00000019299.1
OG0010206	ENSMUSG00000037826.5	ENSXETG00000012931.1
OG0010207	ENSMUSG00000041559.7	ENSXETG00000012934.1
OG0010209	ENSMUSG00000043162.7	ENSXETG00000003482.1
OG0010210	ENSMUSG00000045441.5	ENSXETG00000012510.1
OG0010211	ENSMUSG00000054641.10	ENSXETG00000012497.1
OG0010212	ENSMUSG00000039578.17	ENSXETG00000012491.1
OG0010213	ENSMUSG00000030850.17	ENSXETG00000007545.1
OG0010214	ENSMUSG00000023980.7	ENSXETG00000012999.1
OG0010215	ENSMUSG00000023988.8	ENSXETG00000013007.1
OG0010216	ENSMUSG00000055319.8	ENSXETG00000003453.1
OG0010217	ENSMUSG00000052430.15	ENSXETG00000019480.1
OG0010218	ENSMUSG00000078619.10	ENSXETG00000000725.1
OG0010219	ENSMUSG00000020708.12	ENSXETG00000002479.1
OG0010220	ENSMUSG00000020706.13	ENSXETG00000020207.1
OG0010221	ENSMUSG00000051236.13	ENSXETG00000014112.1
OG0010222	ENSMUSG00000048661.14	ENSXETG00000014137.1
OG0010223	ENSMUSG00000020218.11	ENSXETG00000014204.1
OG0010224	ENSMUSG00000030844.11	ENSXETG00000008973.1
OG0010225	ENSMUSG00000020704.13	ENSXETG00000000363.1
OG0010226	ENSMUSG00000007570.16	ENSXETG00000016943.1
OG0010227	ENSMUSG00000022016.16	ENSXETG00000000156.1
OG0010228	ENSMUSG00000025795.8	ENSXETG00000015559.1
OG0010229	ENSMUSG00000058997.8	ENSXETG00000012235.1
OG0010230	ENSMUSG00000024219.16	ENSXETG00000021140.1
OG0010231	ENSMUSG00000053684.8	ENSXETG00000013975.1
OG0010233	ENSMUSG00000020121.15	ENSXETG00000013301.1
OG0010234	ENSMUSG00000036461.16	ENSXETG00000004911.1
OG0010235	ENSMUSG00000035355.15	ENSXETG00000014445.1
OG0010236	ENSMUSG00000024215.14	ENSXETG00000018879.1
OG0010237	ENSMUSG00000020123.6	ENSXETG00000016977.1
OG0010238	ENSMUSG00000040276.15	ENSXETG00000017479.1
OG0010241	ENSMUSG00000035566.7	ENSXETG00000004808.1
OG0010242	ENSMUSG00000001751.9	ENSXETG00000010682.1
OG0010244	ENSMUSG00000020124.10	ENSXETG00000010734.1
OG0010246	ENSMUSG00000042644.9	ENSXETG00000018074.1
OG0010247	ENSMUSG00000022019.16	ENSXETG00000004133.1
OG0010248	ENSMUSG00000049807.16	ENSXETG00000018891.1
OG0010249	ENSMUSG00000020105.9	ENSXETG00000008077.1
OG0010250	ENSMUSG00000048218.6	ENSXETG00000008247.1
OG0010251	ENSMUSG00000022464.14	ENSXETG00000008313.1
OG0010253	ENSMUSG00000022129.4	ENSXETG00000011765.1
OG0010254	ENSMUSG00000022462.7	ENSXETG00000008791.1
OG0010255	ENSMUSG00000022131.3	ENSXETG00000011308.1
OG0010256	ENSMUSG00000001444.2	ENSXETG00000019904.1
OG0010257	ENSMUSG00000071172.13	ENSXETG00000003858.1
OG0010259	ENSMUSG00000033237.19	ENSXETG00000003841.1
OG0010260	ENSMUSG00000024011.17	ENSXETG00000015856.1
OG0010262	ENSMUSG00000020877.11	ENSXETG00000018441.1
OG0010263	ENSMUSG00000029086.15	ENSXETG00000008085.1
OG0010264	ENSMUSG00000038560.7	ENSXETG00000017992.1
OG0010265	ENSMUSG00000018659.12	ENSXETG00000019408.1
OG0010266	ENSMUSG00000047040.9	ENSXETG00000017514.1
OG0010267	ENSMUSG00000042156.16	ENSXETG00000019181.1
OG0010268	ENSMUSG00000018973.2	ENSXETG00000016955.1
OG0010269	ENSMUSG00000075588.6	ENSXETG00000018603.1
OG0010270	ENSMUSG00000038700.4	ENSXETG00000017959.1
OG0010271	ENSMUSG00000036158.12	ENSXETG00000006226.1
