M_musculus.pep,P_Mucros.pep
ENSMUSG00000021646,XP_015674029.1
ENSMUSG00000021706,XP_015674042.1
ENSMUSG00000021620,XP_015670148.1
ENSMUSG00000078958,XP_015665399.1
ENSMUSG00000021613,XP_015665434.1
ENSMUSG00000035762,XP_015671622.1
ENSMUSG00000051098,XP_015679962.1
ENSMUSG00000035840,XP_015679964.1
ENSMUSG00000069170,XP_015679496.1
ENSMUSG00000021597,XP_015668165.1
ENSMUSG00000021592,XP_015687422.1
ENSMUSG00000043190,XP_015687430.2
ENSMUSG00000021589,XP_015687429.1
ENSMUSG00000021587,XP_015687426.1
ENSMUSG00000021583,XP_015687424.1
ENSMUSG00000023845,XP_015687423.1
ENSMUSG00000047786,XP_015669450.1
ENSMUSG00000048027,XP_015679903.1
ENSMUSG00000003809,XP_015668766.1
ENSMUSG00000003308,XP_029139568.1
ENSMUSG00000074476,XP_015669433.1
ENSMUSG00000069372,XP_015676897.1
ENSMUSG00000053441,XP_015670745.2
ENSMUSG00000050875,XP_015670746.1
ENSMUSG00000020267,XP_015677936.1
ENSMUSG00000021468,XP_029141203.1
ENSMUSG00000021464,XP_015677935.1
ENSMUSG00000021457,XP_015676527.1
ENSMUSG00000028403,XP_015673579.1
ENSMUSG00000038192,XP_015673581.2
ENSMUSG00000059049,XP_029140355.1
ENSMUSG00000038172,XP_015675523.2
ENSMUSG00000028483,XP_015675524.1
ENSMUSG00000052407,XP_029140704.1
ENSMUSG00000038070,XP_015677916.1
ENSMUSG00000021451,XP_015678499.1
ENSMUSG00000067586,XP_015678496.1
ENSMUSG00000032495,XP_015672441.1
ENSMUSG00000021476,XP_015681735.1
ENSMUSG00000044934,XP_015681736.1
ENSMUSG00000021470,XP_015680386.2
ENSMUSG00000021466,XP_015679330.1
ENSMUSG00000021461,XP_015676239.1
ENSMUSG00000021458,XP_015676238.1
ENSMUSG00000052957,XP_015674014.1
ENSMUSG00000021556,XP_015674010.1
ENSMUSG00000021555,XP_029140436.1
ENSMUSG00000021553,XP_029142279.1
ENSMUSG00000035367,XP_015683458.1
ENSMUSG00000021552,XP_015667995.1
ENSMUSG00000024725,XP_015669954.1
ENSMUSG00000037847,XP_015669953.1
ENSMUSG00000024727,XP_015669959.1
ENSMUSG00000024659,XP_015682978.1
ENSMUSG00000058624,XP_015672162.2
ENSMUSG00000033863,XP_015667965.1
ENSMUSG00000074925,XP_015682544.1
ENSMUSG00000052085,XP_015673516.1
ENSMUSG00000024837,XP_015673518.1
ENSMUSG00000042372,XP_015673520.1
ENSMUSG00000048138,XP_015673521.1
ENSMUSG00000024924,XP_015678870.1
ENSMUSG00000047298,XP_015678871.1
ENSMUSG00000024935,XP_015676110.1
ENSMUSG00000024780,XP_015676107.1
ENSMUSG00000038658,XP_015676105.1
ENSMUSG00000024806,XP_029140805.1
ENSMUSG00000021025,XP_015674568.1
ENSMUSG00000021022,XP_015674564.1
ENSMUSG00000054302,XP_015677570.1
ENSMUSG00000035133,XP_015668561.1
ENSMUSG00000020956,XP_015668564.1
ENSMUSG00000020953,XP_015671628.1
ENSMUSG00000028381,XP_015674696.1
ENSMUSG00000044018,XP_015683027.1
ENSMUSG00000039611,XP_015682203.2
ENSMUSG00000028576,XP_015675067.1
ENSMUSG00000028577,XP_015675069.1
ENSMUSG00000038007,XP_015680584.1
ENSMUSG00000066113,XP_015680751.1
ENSMUSG00000045083,XP_015675072.1
ENSMUSG00000028300,XP_015675062.1
ENSMUSG00000038047,XP_015680749.1
ENSMUSG00000022479,XP_015676097.1
ENSMUSG00000006732,XP_015676143.1
ENSMUSG00000011158,XP_015678976.1
ENSMUSG00000056459,XP_015668812.1
ENSMUSG00000037353,XP_015676120.1
ENSMUSG00000009733,XP_015676652.1
ENSMUSG00000045690,XP_015677945.1
ENSMUSG00000048982,XP_015681830.1
ENSMUSG00000021113,XP_015679671.1
ENSMUSG00000021109,XP_015679670.1
ENSMUSG00000001131,XP_015682075.1
ENSMUSG00000009406,XP_015682738.1
ENSMUSG00000064326,XP_015687026.1
ENSMUSG00000021294,XP_029141987.1
ENSMUSG00000054003,XP_029140467.1
ENSMUSG00000091402,XP_015674196.1
ENSMUSG00000021287,XP_029139426.1
ENSMUSG00000042111,XP_015680271.1
ENSMUSG00000049792,XP_015668721.1
ENSMUSG00000061947,XP_015683130.1
ENSMUSG00000024560,XP_015679940.1
ENSMUSG00000021095,XP_015674557.1
ENSMUSG00000039201,XP_029142781.1
ENSMUSG00000041415,XP_015674552.1
ENSMUSG00000031165,XP_029142752.1
ENSMUSG00000054150,XP_015674556.1
ENSMUSG00000021070,XP_029141499.1
ENSMUSG00000044715,XP_015679246.1
ENSMUSG00000041323,XP_015679234.1
ENSMUSG00000045665,XP_015672640.1
ENSMUSG00000048251,XP_015675709.1
ENSMUSG00000046897,XP_015672624.1
ENSMUSG00000023044,XP_029140219.1
ENSMUSG00000096753,XP_029139922.1
ENSMUSG00000041669,XP_015671179.1
ENSMUSG00000046675,XP_029139921.1
ENSMUSG00000021192,XP_015682917.1
ENSMUSG00000000552,XP_015672628.1
ENSMUSG00000041781,XP_015682259.1
ENSMUSG00000058794,XP_015673755.2
ENSMUSG00000009575,XP_015673750.1
ENSMUSG00000021186,XP_015682206.1
ENSMUSG00000075394,XP_015673757.1
ENSMUSG00000022485,XP_015673754.1
ENSMUSG00000022484,XP_015673761.1
ENSMUSG00000001656,XP_015673763.1
ENSMUSG00000050328,XP_015673764.1
ENSMUSG00000021180,XP_015682129.2
ENSMUSG00000023050,XP_015675714.1
ENSMUSG00000001280,XP_015675695.2
ENSMUSG00000060284,XP_029140740.1
ENSMUSG00000062991,XP_015673959.1
ENSMUSG00000045404,XP_015676956.1
ENSMUSG00000021176,XP_015676962.1
ENSMUSG00000021013,XP_015679770.1
ENSMUSG00000021012,XP_015680971.1
ENSMUSG00000021009,XP_015680968.1
ENSMUSG00000021007,XP_015684033.1
ENSMUSG00000033854,XP_015684748.1
ENSMUSG00000047414,XP_015665403.1
ENSMUSG00000020964,XP_015681289.1
ENSMUSG00000020961,XP_015680278.1
ENSMUSG00000020963,XP_015680277.1
ENSMUSG00000021039,XP_015668098.1
ENSMUSG00000079036,XP_015668099.1
ENSMUSG00000050671,XP_029139297.1
ENSMUSG00000090812,XP_015668104.1
ENSMUSG00000034111,XP_015668094.1
ENSMUSG00000034126,XP_029139304.1
ENSMUSG00000021032,XP_015668096.1
ENSMUSG00000048483,XP_015683025.1
ENSMUSG00000059114,XP_015669726.1
ENSMUSG00000021257,XP_015669735.1
ENSMUSG00000021256,XP_015669734.2
ENSMUSG00000007867,XP_015669725.1
ENSMUSG00000021250,XP_015669717.1
ENSMUSG00000045064,XP_015677703.1
ENSMUSG00000003808,XP_015668767.2
ENSMUSG00000004788,XP_015677701.1
ENSMUSG00000019235,XP_015677689.1
ENSMUSG00000042350,XP_015677696.1
ENSMUSG00000001348,XP_029139435.1
ENSMUSG00000001349,XP_029139439.1
ENSMUSG00000021240,XP_015674864.1
ENSMUSG00000040146,XP_029139436.1
ENSMUSG00000085793,XP_015674861.1
ENSMUSG00000021238,XP_015674860.1
ENSMUSG00000021236,XP_015674859.1
ENSMUSG00000006241,XP_015668760.1
ENSMUSG00000021235,XP_015674858.1
ENSMUSG00000012076,XP_015668496.1
ENSMUSG00000079563,XP_015671081.1
ENSMUSG00000001497,XP_015672983.1
ENSMUSG00000035472,XP_015672985.1
ENSMUSG00000047022,XP_015672984.2
ENSMUSG00000035451,XP_015681694.1
ENSMUSG00000046782,XP_029141993.1
ENSMUSG00000035293,XP_015671637.2
ENSMUSG00000002688,XP_015671624.2
ENSMUSG00000046314,XP_015672102.1
ENSMUSG00000040383,XP_015669063.1
ENSMUSG00000057147,XP_015669062.1
ENSMUSG00000032714,XP_029139895.1
ENSMUSG00000040282,XP_015669061.1
ENSMUSG00000032763,XP_029139897.1
ENSMUSG00000027351,XP_015678656.1
ENSMUSG00000027349,XP_015671205.1
ENSMUSG00000027347,XP_015671193.1
ENSMUSG00000030116,XP_015672672.1
ENSMUSG00000007458,XP_029141704.1
ENSMUSG00000003604,XP_015681244.1
ENSMUSG00000074939,XP_015681267.1
ENSMUSG00000055943,XP_015681284.1
ENSMUSG00000025425,XP_029142085.1
ENSMUSG00000030160,XP_029141588.1
ENSMUSG00000025427,XP_015682630.1
ENSMUSG00000027750,XP_015677674.1
ENSMUSG00000027752,XP_015683112.1
ENSMUSG00000002845,XP_015683040.1
ENSMUSG00000024261,XP_015677911.1
ENSMUSG00000042724,XP_015679007.1
ENSMUSG00000021140,XP_015679005.1
ENSMUSG00000033147,XP_015673565.1
ENSMUSG00000031162,XP_015670436.1
ENSMUSG00000042628,XP_015678864.1
ENSMUSG00000042507,XP_029142199.1
ENSMUSG00000062646,XP_015680569.1
ENSMUSG00000031383,XP_015670613.1
ENSMUSG00000049489,XP_015670599.1
ENSMUSG00000027291,XP_015680557.1
ENSMUSG00000031375,XP_015670600.1
ENSMUSG00000031386,XP_029139230.1
ENSMUSG00000014077,XP_015680918.1
ENSMUSG00000048647,XP_029143084.1
ENSMUSG00000027230,XP_015674773.1
ENSMUSG00000027239,XP_015672705.1
ENSMUSG00000027249,XP_015679609.1
ENSMUSG00000025260,XP_015667721.1
ENSMUSG00000041133,XP_015667718.1
ENSMUSG00000027253,XP_029141559.1
ENSMUSG00000002109,XP_015674137.1
ENSMUSG00000040687,XP_015674143.1
ENSMUSG00000002100,XP_029140461.1
ENSMUSG00000021065,XP_015681636.1
ENSMUSG00000023022,XP_015687339.1
ENSMUSG00000040174,XP_015673952.1
ENSMUSG00000023018,XP_015687331.1
ENSMUSG00000040310,XP_015687200.1
ENSMUSG00000027220,XP_015687196.2
ENSMUSG00000027223,XP_015682528.1
ENSMUSG00000027222,XP_015682532.1
ENSMUSG00000058318,XP_015682527.1
ENSMUSG00000050587,XP_015671297.1
ENSMUSG00000027194,XP_015673949.1
ENSMUSG00000032864,XP_015677970.1
ENSMUSG00000061311,XP_015677971.2
ENSMUSG00000032841,XP_029141215.1
ENSMUSG00000025389,XP_015675469.1
ENSMUSG00000027163,XP_015676571.1
ENSMUSG00000039994,XP_029140676.1
ENSMUSG00000005089,XP_015674788.1
ENSMUSG00000031074,XP_015686058.1
ENSMUSG00000050917,XP_015669563.1
ENSMUSG00000031072,XP_015669561.1
ENSMUSG00000005682,XP_015675319.1
ENSMUSG00000031090,XP_015679276.1
ENSMUSG00000036815,XP_015682465.1
ENSMUSG00000030470,XP_015679281.1
ENSMUSG00000046179,XP_029141477.1
ENSMUSG00000030507,XP_015683949.1
ENSMUSG00000030505,XP_029141852.1
ENSMUSG00000039728,XP_015681093.2
ENSMUSG00000055489,XP_015678785.1
ENSMUSG00000025373,XP_015678401.1
ENSMUSG00000027120,XP_015675502.1
ENSMUSG00000027167,XP_015678418.2
ENSMUSG00000025366,XP_015678395.1
ENSMUSG00000016458,XP_029142408.1
ENSMUSG00000074994,XP_015687041.1
ENSMUSG00000027173,XP_029142971.1
ENSMUSG00000027175,XP_015687022.1
ENSMUSG00000022997,XP_015671812.1
ENSMUSG00000032671,XP_015685572.1
ENSMUSG00000003354,XP_015669397.1
ENSMUSG00000054855,XP_015669452.1
ENSMUSG00000003352,XP_015669439.1
ENSMUSG00000005609,XP_015676683.1
ENSMUSG00000030788,XP_015676686.1
ENSMUSG00000011960,XP_015675406.1
ENSMUSG00000025395,XP_015678385.1
ENSMUSG00000030671,XP_015679796.2
ENSMUSG00000051910,XP_029139765.1
ENSMUSG00000045659,XP_015674750.1
ENSMUSG00000090862,XP_015674761.1
ENSMUSG00000037525,XP_015677397.1
ENSMUSG00000023011,XP_015677395.1
ENSMUSG00000030839,XP_015681634.2
ENSMUSG00000041592,XP_029138996.1
ENSMUSG00000034714,XP_029139853.1
ENSMUSG00000000202,XP_029139823.1
ENSMUSG00000051043,XP_015670705.1
ENSMUSG00000010307,XP_015675109.1
ENSMUSG00000039670,XP_015670828.1
ENSMUSG00000039703,XP_015670682.1
ENSMUSG00000025384,XP_015670794.1
ENSMUSG00000061306,XP_015670640.1
ENSMUSG00000025377,XP_015670764.1
ENSMUSG00000025375,XP_029139808.1
ENSMUSG00000025372,XP_015670604.1
ENSMUSG00000009246,XP_029141347.1
ENSMUSG00000025582,XP_029139855.1
ENSMUSG00000037706,XP_015678692.1
ENSMUSG00000000214,XP_015678732.1
ENSMUSG00000048583,XP_015683865.1
ENSMUSG00000005043,XP_015672937.1
ENSMUSG00000037991,XP_015672836.1
ENSMUSG00000039976,XP_029140256.1
ENSMUSG00000039989,XP_015675388.1
ENSMUSG00000025578,XP_015675390.1
ENSMUSG00000025577,XP_015675391.1
ENSMUSG00000025139,XP_015669840.1
ENSMUSG00000033857,XP_029140943.1
ENSMUSG00000017466,XP_015676761.1
ENSMUSG00000017715,XP_015674375.1
ENSMUSG00000025574,XP_015679650.1
ENSMUSG00000025512,XP_015676701.1
ENSMUSG00000025572,XP_015679649.2
ENSMUSG00000025510,XP_015667462.1
ENSMUSG00000057594,XP_029141564.1
ENSMUSG00000048200,XP_015667450.1
ENSMUSG00000025509,XP_015667439.1
ENSMUSG00000060240,XP_015667484.1
ENSMUSG00000051007,XP_015667415.1
ENSMUSG00000058886,XP_015667473.1
ENSMUSG00000005483,XP_015677048.1
ENSMUSG00000025496,XP_015667349.1
ENSMUSG00000033938,XP_015677045.1
ENSMUSG00000045098,XP_015680698.1
ENSMUSG00000035372,XP_015669566.1
ENSMUSG00000033210,XP_029139597.1
ENSMUSG00000024905,XP_029140156.1
ENSMUSG00000002625,XP_015686143.1
ENSMUSG00000024829,XP_015683023.1
ENSMUSG00000024831,XP_029140898.1
ENSMUSG00000039275,XP_015678265.2
ENSMUSG00000025173,XP_015678264.1
ENSMUSG00000049303,XP_015676542.1
ENSMUSG00000025494,XP_029140711.1
ENSMUSG00000020549,XP_015678259.1
ENSMUSG00000025485,XP_015679118.1
ENSMUSG00000022906,XP_029140552.1
ENSMUSG00000022807,XP_015674620.1
ENSMUSG00000022811,XP_015674617.1
ENSMUSG00000022832,XP_015673089.1
ENSMUSG00000022833,XP_015673083.1
ENSMUSG00000046207,XP_015670684.1
ENSMUSG00000020901,XP_015670701.1
ENSMUSG00000035376,XP_015673087.1
ENSMUSG00000022844,XP_015669463.1
ENSMUSG00000033389,XP_029139838.1
ENSMUSG00000042189,XP_015680984.1
ENSMUSG00000022848,XP_015674402.1
ENSMUSG00000022899,XP_015674404.1
ENSMUSG00000039238,XP_015665690.1
ENSMUSG00000020542,XP_029138844.1
ENSMUSG00000026374,XP_015674408.1
ENSMUSG00000048402,XP_015673124.1
ENSMUSG00000037035,XP_015673126.1
ENSMUSG00000036975,XP_015679974.1
ENSMUSG00000032470,XP_015679975.1
ENSMUSG00000006546,XP_029140784.1
ENSMUSG00000047021,XP_015675968.2
ENSMUSG00000033276,XP_029140782.1
ENSMUSG00000026171,XP_015675962.1
ENSMUSG00000026172,XP_015675963.1
ENSMUSG00000026135,XP_029140780.1
ENSMUSG00000026174,XP_015675960.1
ENSMUSG00000033066,XP_015677119.1
ENSMUSG00000049928,XP_029141008.1
ENSMUSG00000026179,XP_015675972.1
ENSMUSG00000025169,XP_015673249.1
ENSMUSG00000039321,XP_015673257.1
ENSMUSG00000025571,XP_029140844.1
ENSMUSG00000020818,XP_015685602.1
ENSMUSG00000090266,XP_015685583.1
ENSMUSG00000001436,XP_015676676.1
ENSMUSG00000009588,XP_015685546.1
ENSMUSG00000057286,XP_029142868.1
ENSMUSG00000020804,XP_015674390.1
ENSMUSG00000020802,XP_029140505.1
ENSMUSG00000031026,XP_029139139.1
ENSMUSG00000041488,XP_015675204.1
ENSMUSG00000052949,XP_029142704.1
ENSMUSG00000024687,XP_015680811.1
ENSMUSG00000034227,XP_015675195.1
ENSMUSG00000024691,XP_015680508.1
ENSMUSG00000020780,XP_015675188.1
ENSMUSG00000050043,XP_015680503.1
ENSMUSG00000034075,XP_015676038.1
ENSMUSG00000027079,XP_029140789.1
ENSMUSG00000027075,XP_015676027.1
ENSMUSG00000050896,XP_029141863.1
ENSMUSG00000020775,XP_015675198.1
ENSMUSG00000020770,XP_015674559.1
ENSMUSG00000020755,XP_015674659.1
ENSMUSG00000046756,XP_015677316.1
ENSMUSG00000045775,XP_015670532.1
ENSMUSG00000018858,XP_015670534.1
ENSMUSG00000050910,XP_015670535.1
ENSMUSG00000034586,XP_015670536.1
ENSMUSG00000036908,XP_029141608.1
ENSMUSG00000045288,XP_015670546.1
ENSMUSG00000044788,XP_029139812.1
ENSMUSG00000018861,XP_029139813.1
ENSMUSG00000021062,XP_015679920.1
ENSMUSG00000021061,XP_015679923.1
ENSMUSG00000045980,XP_015675342.1
ENSMUSG00000015542,XP_015675343.1
ENSMUSG00000020868,XP_015667274.1
ENSMUSG00000024414,XP_015667265.1
ENSMUSG00000039055,XP_029139121.1
ENSMUSG00000039084,XP_015667158.1
ENSMUSG00000039096,XP_015667182.1
ENSMUSG00000039110,XP_015667170.1
ENSMUSG00000020867,XP_015667589.1
ENSMUSG00000006576,XP_015670672.1
ENSMUSG00000020866,XP_029139204.1
ENSMUSG00000026213,XP_029139836.1
ENSMUSG00000032968,XP_015670678.2
ENSMUSG00000032997,XP_015670669.1
ENSMUSG00000026208,XP_015672188.1
ENSMUSG00000026209,XP_015672187.1
ENSMUSG00000026204,XP_029140106.1
ENSMUSG00000020863,XP_029141324.1
ENSMUSG00000044177,XP_029139923.1
ENSMUSG00000037573,XP_015671188.1
ENSMUSG00000033257,XP_015682860.1
ENSMUSG00000059474,XP_015672997.1
ENSMUSG00000036155,XP_015667932.1
ENSMUSG00000026347,XP_015667936.1
ENSMUSG00000025153,XP_015673004.1
ENSMUSG00000036104,XP_015667928.2
ENSMUSG00000026353,XP_029139264.1
ENSMUSG00000025158,XP_015673010.1
ENSMUSG00000026356,XP_015667920.1
ENSMUSG00000042988,XP_015681010.1
ENSMUSG00000069132,XP_015669605.1
ENSMUSG00000025130,XP_015680645.1
ENSMUSG00000061111,XP_015680648.1
ENSMUSG00000026866,XP_015674312.2
ENSMUSG00000036890,XP_029139618.1
ENSMUSG00000026872,XP_015673355.1
ENSMUSG00000020328,XP_015678225.1
ENSMUSG00000042032,XP_015678226.1
ENSMUSG00000018849,XP_015674819.1
ENSMUSG00000069911,XP_015669599.2
ENSMUSG00000018848,XP_015674817.1
ENSMUSG00000002699,XP_015669065.1
ENSMUSG00000042211,XP_015672365.1
ENSMUSG00000026322,XP_015672366.1
ENSMUSG00000045094,XP_029140612.1
ENSMUSG00000026004,XP_015686591.1
ENSMUSG00000026003,XP_015686569.1
ENSMUSG00000033032,XP_015677040.1
ENSMUSG00000032735,XP_015677041.1
ENSMUSG00000025991,XP_015686530.2
ENSMUSG00000045730,XP_015678290.1
ENSMUSG00000044949,XP_015681242.1
ENSMUSG00000040711,XP_015677910.1
ENSMUSG00000024190,XP_015679414.1
ENSMUSG00000001576,XP_015674202.1
ENSMUSG00000048249,XP_015674183.1
ENSMUSG00000025997,XP_029142989.1
ENSMUSG00000053153,XP_015686547.1
ENSMUSG00000015579,XP_015674232.1
ENSMUSG00000050296,XP_029140585.1
ENSMUSG00000020303,XP_015674140.1
ENSMUSG00000029141,XP_015672127.1
ENSMUSG00000029135,XP_015674981.1
ENSMUSG00000026193,XP_029141011.1
ENSMUSG00000036585,XP_015686049.1
ENSMUSG00000024427,XP_015670748.1
ENSMUSG00000024425,XP_015670749.1
ENSMUSG00000048495,XP_015668514.1
ENSMUSG00000054770,XP_015676288.1
ENSMUSG00000018239,XP_015670755.1
ENSMUSG00000036264,XP_015669763.2
ENSMUSG00000026313,XP_015687671.1
ENSMUSG00000020392,XP_015679825.1
ENSMUSG00000034292,XP_015678727.1
ENSMUSG00000026103,XP_015673410.1
ENSMUSG00000044337,XP_015683843.1
ENSMUSG00000041439,XP_015676667.1
ENSMUSG00000020128,XP_015667805.1
ENSMUSG00000026100,XP_015672625.1
ENSMUSG00000026098,XP_015672612.1
ENSMUSG00000020321,XP_015667838.1
ENSMUSG00000026096,XP_015672684.1
ENSMUSG00000020319,XP_015667849.1
ENSMUSG00000020300,XP_015674111.1
ENSMUSG00000042302,XP_015667861.1
ENSMUSG00000051650,XP_015667873.1
ENSMUSG00000049811,XP_015678163.1
ENSMUSG00000039954,XP_015676628.1
ENSMUSG00000055333,XP_015680307.1
ENSMUSG00000042596,XP_015679804.1
ENSMUSG00000041809,XP_015669248.1
ENSMUSG00000041779,XP_015669247.1
ENSMUSG00000033126,XP_015681049.1
ENSMUSG00000001150,XP_015680992.1
ENSMUSG00000024604,XP_015684832.1
ENSMUSG00000043079,XP_015682292.2
ENSMUSG00000036412,XP_015678585.1
ENSMUSG00000026303,XP_015676223.1
ENSMUSG00000052026,XP_015674936.1
ENSMUSG00000024620,XP_015679764.1
ENSMUSG00000042363,XP_015667782.1
ENSMUSG00000024621,XP_015683421.1
ENSMUSG00000020142,XP_015667744.1
ENSMUSG00000045671,XP_015670994.1
ENSMUSG00000078970,XP_029138975.1
ENSMUSG00000020357,XP_015681358.1
ENSMUSG00000044629,XP_015666581.1
ENSMUSG00000020120,XP_015666465.1
ENSMUSG00000027419,XP_015666525.1
ENSMUSG00000074766,XP_015677924.1
ENSMUSG00000037376,XP_015682213.1
ENSMUSG00000040610,XP_015671468.1
ENSMUSG00000020358,XP_015673177.1
ENSMUSG00000057967,XP_015671462.2
ENSMUSG00000012282,XP_015673186.1
ENSMUSG00000007836,XP_015673183.1
ENSMUSG00000024357,XP_015674176.1
ENSMUSG00000024146,XP_015671896.1
ENSMUSG00000021999,XP_015674168.1
ENSMUSG00000024350,XP_015674166.1
ENSMUSG00000015599,XP_015671888.1
ENSMUSG00000027742,XP_015674182.1
ENSMUSG00000044167,XP_015674160.1
ENSMUSG00000031533,XP_015674159.1
ENSMUSG00000015605,XP_015671902.1
ENSMUSG00000031479,XP_015674155.1
ENSMUSG00000037725,XP_029140463.1
ENSMUSG00000063362,XP_015681916.1
ENSMUSG00000051379,XP_015682608.1
ENSMUSG00000070806,XP_029140754.1
ENSMUSG00000027276,XP_015670155.1
ENSMUSG00000002763,XP_015682041.1
ENSMUSG00000074771,XP_015679016.1
ENSMUSG00000002769,XP_015682047.1
ENSMUSG00000039913,XP_015669033.1
ENSMUSG00000027395,XP_015681143.1
ENSMUSG00000027270,XP_015669028.1
ENSMUSG00000039943,XP_015669032.1
ENSMUSG00000027261,XP_015669027.1
ENSMUSG00000022108,XP_015667822.1
ENSMUSG00000034675,XP_029140764.1
ENSMUSG00000034686,XP_015675880.1
ENSMUSG00000034997,XP_029139247.1
ENSMUSG00000021484,XP_015679982.1
ENSMUSG00000024370,XP_029141509.1
ENSMUSG00000038773,XP_015673373.1
ENSMUSG00000038555,XP_015673383.1
ENSMUSG00000038418,XP_015673384.1
ENSMUSG00000039952,XP_015673375.1
ENSMUSG00000032594,XP_015673376.1
ENSMUSG00000041528,XP_029140249.1
ENSMUSG00000032593,XP_015672804.1
ENSMUSG00000043972,XP_015667837.1
ENSMUSG00000030286,XP_029140250.1
ENSMUSG00000032612,XP_015672811.1
ENSMUSG00000023913,XP_015667778.1
ENSMUSG00000040140,XP_029139241.1
ENSMUSG00000032584,XP_015674908.1
ENSMUSG00000032583,XP_015674907.1
ENSMUSG00000023926,XP_015669246.1
ENSMUSG00000091155,XP_029141231.1
ENSMUSG00000014547,XP_015681915.1
ENSMUSG00000021932,XP_015678038.1
ENSMUSG00000037361,XP_015678039.1
ENSMUSG00000010064,XP_015678075.1
ENSMUSG00000052812,XP_015678043.1
ENSMUSG00000032589,XP_029140257.1
ENSMUSG00000043673,XP_015668545.1
ENSMUSG00000047002,XP_015668539.1
ENSMUSG00000051235,XP_029139389.1
ENSMUSG00000020589,XP_015671842.1
ENSMUSG00000010044,XP_015672843.1
ENSMUSG00000010057,XP_015672841.1
ENSMUSG00000020576,XP_015671844.1
ENSMUSG00000037190,XP_015672842.1
ENSMUSG00000032579,XP_015672668.2
ENSMUSG00000020607,XP_015675366.1
ENSMUSG00000020601,XP_015677118.1
ENSMUSG00000036523,XP_029141495.1
ENSMUSG00000074102,XP_015668063.1
ENSMUSG00000051726,XP_015679521.1
ENSMUSG00000020571,XP_015679526.1
ENSMUSG00000040813,XP_015684431.1
ENSMUSG00000023192,XP_015675589.2
ENSMUSG00000061458,XP_015679522.1
ENSMUSG00000023249,XP_015675482.1
ENSMUSG00000011179,XP_015678772.1
ENSMUSG00000023495,XP_029140727.1
ENSMUSG00000059669,XP_015675742.1
ENSMUSG00000020258,XP_015679512.1
ENSMUSG00000054309,XP_015671639.1
ENSMUSG00000032786,XP_015684675.1
ENSMUSG00000091898,XP_015671352.1
ENSMUSG00000020646,XP_015671642.1
ENSMUSG00000021910,XP_015671337.1
ENSMUSG00000020642,XP_015682941.1
ENSMUSG00000020641,XP_015682939.1
ENSMUSG00000042286,XP_029139953.1
ENSMUSG00000044938,XP_015676705.1
ENSMUSG00000032350,XP_015676706.1
ENSMUSG00000023333,XP_015676714.1
ENSMUSG00000021916,XP_015671344.1
ENSMUSG00000021917,XP_015671346.2
ENSMUSG00000031465,XP_015672659.1
ENSMUSG00000066643,XP_015668542.1
ENSMUSG00000042485,XP_015675175.1
ENSMUSG00000006527,XP_015675176.1
ENSMUSG00000066637,XP_015674731.1
ENSMUSG00000020585,XP_015674730.1
ENSMUSG00000052395,XP_015677826.1
ENSMUSG00000020594,XP_015679487.1
ENSMUSG00000021948,XP_015677825.1
ENSMUSG00000020605,XP_015676470.1
ENSMUSG00000025647,XP_015677823.1
ENSMUSG00000020609,XP_029140879.1
ENSMUSG00000043631,XP_015677819.1
ENSMUSG00000021388,XP_015677818.1
ENSMUSG00000048368,XP_015677817.2
ENSMUSG00000037851,XP_015676821.1
ENSMUSG00000055675,XP_015674635.1
ENSMUSG00000050052,XP_015668143.1
ENSMUSG00000053004,XP_015672312.1
ENSMUSG00000043061,XP_015678229.1
ENSMUSG00000020674,XP_015672361.1
ENSMUSG00000030315,XP_015672302.2
ENSMUSG00000000440,XP_015678918.1
ENSMUSG00000036613,XP_015678784.1
ENSMUSG00000089997,XP_029140062.1
ENSMUSG00000027710,XP_015671908.1
ENSMUSG00000042197,XP_029141695.1
ENSMUSG00000034312,XP_015671907.1
ENSMUSG00000073725,XP_015675232.1
ENSMUSG00000040640,XP_029140295.1
ENSMUSG00000026155,XP_015681048.1
ENSMUSG00000040651,XP_015682340.1
ENSMUSG00000026156,XP_015681047.1
ENSMUSG00000021895,XP_015681333.1
ENSMUSG00000026158,XP_029140110.1
ENSMUSG00000040717,XP_029142521.1
ENSMUSG00000040726,XP_015684345.1
ENSMUSG00000038774,XP_015673491.1
ENSMUSG00000019913,XP_015673493.1
ENSMUSG00000028246,XP_015680864.1
ENSMUSG00000040410,XP_015684500.1
ENSMUSG00000040387,XP_015673225.2
ENSMUSG00000040372,XP_015682060.1
ENSMUSG00000028284,XP_015687450.1
ENSMUSG00000040270,XP_015672871.1
ENSMUSG00000040183,XP_015672865.1
ENSMUSG00000054659,XP_015681598.1
ENSMUSG00000028291,XP_015668336.1
ENSMUSG00000025279,XP_015671818.1
ENSMUSG00000025277,XP_015671819.1
ENSMUSG00000028293,XP_015668339.1
ENSMUSG00000028294,XP_015668340.1
ENSMUSG00000039967,XP_015668344.1
ENSMUSG00000028298,XP_015668352.1
ENSMUSG00000040520,XP_015679258.1
ENSMUSG00000039697,XP_029140347.1
ENSMUSG00000000295,XP_015669653.1
ENSMUSG00000063760,XP_015677114.1
ENSMUSG00000019877,XP_015674893.1
ENSMUSG00000019878,XP_015674894.1
ENSMUSG00000050953,XP_015683189.1
ENSMUSG00000038122,XP_015675392.1
ENSMUSG00000030060,XP_015677616.1
