Orthogroup	M_musculus.pep	P_troglodytes.pep
OG0010799	ENSMUSG00000039942.15	ENSPTRG00000016819.3
OG0010800	ENSMUSG00000022148.16	ENSPTRG00000045930.1
OG0010801	ENSMUSG00000042590.17	ENSPTRG00000016915.6
OG0010802	ENSMUSG00000021697.12	ENSPTRG00000016902.5
OG0010803	ENSMUSG00000021701.8	ENSPTRG00000016896.5
OG0010804	ENSMUSG00000021714.15	ENSPTRG00000016929.4
OG0010805	ENSMUSG00000021713.9	ENSPTRG00000016930.3
OG0010806	ENSMUSG00000021711.17	ENSPTRG00000016932.6
OG0010807	ENSMUSG00000045273.8	ENSPTRG00000016943.2
OG0010808	ENSMUSG00000021703.9	ENSPTRG00000017032.6
OG0010809	ENSMUSG00000021702.7	ENSPTRG00000017031.6
OG0010810	ENSMUSG00000007617.18	ENSPTRG00000017026.6
OG0010811	ENSMUSG00000021690.10	ENSPTRG00000017025.6
OG0010812	ENSMUSG00000042082.7	ENSPTRG00000017019.7
OG0010813	ENSMUSG00000021687.14	ENSPTRG00000047664.1
OG0010814	ENSMUSG00000021685.11	ENSPTRG00000017012.3
OG0010815	ENSMUSG00000042015.17	ENSPTRG00000017011.2
OG0010816	ENSMUSG00000021680.8	ENSPTRG00000017007.4
OG0010817	ENSMUSG00000048376.6	ENSPTRG00000017004.5
OG0010818	ENSMUSG00000021676.10	ENSPTRG00000017002.7
OG0010819	ENSMUSG00000021675.4	ENSPTRG00000017003.2
OG0010820	ENSMUSG00000051111.16	ENSPTRG00000017000.6
OG0010821	ENSMUSG00000021671.9	ENSPTRG00000016999.6
OG0010822	ENSMUSG00000091387.2	ENSPTRG00000040943.2
OG0010823	ENSMUSG00000041817.14	ENSPTRG00000016991.6
OG0010824	ENSMUSG00000021662.11	ENSPTRG00000034340.3
OG0010825	ENSMUSG00000041747.3	ENSPTRG00000016982.4
OG0010826	ENSMUSG00000021661.16	ENSPTRG00000016981.3
OG0010827	ENSMUSG00000052485.7	ENSPTRG00000016977.4
OG0010828	ENSMUSG00000050919.9	ENSPTRG00000016969.5
OG0010829	ENSMUSG00000041632.7	ENSPTRG00000016967.6
OG0010830	ENSMUSG00000052727.6	ENSPTRG00000016966.7
OG0010831	ENSMUSG00000021646.9	ENSPTRG00000016963.6
OG0010832	ENSMUSG00000021706.14	ENSPTRG00000017038.5
OG0010833	ENSMUSG00000021620.4	ENSPTRG00000017048.4
OG0010834	ENSMUSG00000078958.9	ENSPTRG00000050446.1
OG0010835	ENSMUSG00000021613.9	ENSPTRG00000017056.4
OG0010836	ENSMUSG00000035762.11	ENSPTRG00000017064.5
OG0010837	ENSMUSG00000051098.6	ENSPTRG00000017067.6
OG0010838	ENSMUSG00000035840.7	ENSPTRG00000017069.5
OG0010839	ENSMUSG00000069170.14	ENSPTRG00000017070.7
OG0010840	ENSMUSG00000021597.16	ENSPTRG00000017079.7
OG0010841	ENSMUSG00000021592.18	ENSPTRG00000017084.6
OG0010842	ENSMUSG00000043190.14	ENSPTRG00000017085.5
OG0010843	ENSMUSG00000021589.13	ENSPTRG00000017087.4
OG0010844	ENSMUSG00000021587.5	ENSPTRG00000017091.5
OG0010845	ENSMUSG00000021583.7	ENSPTRG00000017095.3
OG0010846	ENSMUSG00000023845.7	ENSPTRG00000017097.5
OG0010847	ENSMUSG00000047786.12	ENSPTRG00000017099.4
OG0010848	ENSMUSG00000048027.9	ENSPTRG00000017102.5
OG0010849	ENSMUSG00000003809.14	ENSPTRG00000010548.5
OG0010850	ENSMUSG00000003308.15	ENSPTRG00000010473.5
OG0010851	ENSMUSG00000074476.6	ENSPTRG00000010491.6
OG0010852	ENSMUSG00000069372.3	ENSPTRG00000051055.1
OG0010853	ENSMUSG00000053441.5	ENSPTRG00000017203.4
OG0010854	ENSMUSG00000050875.11	ENSPTRG00000049324.1
OG0010855	ENSMUSG00000020267.6	ENSPTRG00000017206.5
OG0010856	ENSMUSG00000021468.8	ENSPTRG00000021103.6
OG0010857	ENSMUSG00000021464.14	ENSPTRG00000021101.6
OG0010858	ENSMUSG00000021457.14	ENSPTRG00000021098.7
OG0010859	ENSMUSG00000028403.15	ENSPTRG00000020779.6
OG0010860	ENSMUSG00000038192.5	ENSPTRG00000020781.3
OG0010861	ENSMUSG00000059049.14	ENSPTRG00000020782.6
OG0010862	ENSMUSG00000038172.14	ENSPTRG00000020784.6
OG0010863	ENSMUSG00000028483.13	ENSPTRG00000020785.7
OG0010864	ENSMUSG00000052407.17	ENSPTRG00000020787.7
OG0010865	ENSMUSG00000038070.15	ENSPTRG00000020791.6
OG0010866	ENSMUSG00000021451.16	ENSPTRG00000022584.4
OG0010867	ENSMUSG00000067586.4	ENSPTRG00000034511.2
OG0010868	ENSMUSG00000032495.8	ENSPTRG00000014852.5
OG0010869	ENSMUSG00000021476.9	ENSPTRG00000021154.7
OG0010870	ENSMUSG00000044934.13	ENSPTRG00000021153.4
OG0010871	ENSMUSG00000021470.19	ENSPTRG00000048689.1
OG0010872	ENSMUSG00000021466.12	ENSPTRG00000046951.1
OG0010873	ENSMUSG00000021461.17	ENSPTRG00000021140.5
OG0010874	ENSMUSG00000021458.17	ENSPTRG00000021139.7
OG0010875	ENSMUSG00000052957.8	ENSPTRG00000045567.1
OG0010876	ENSMUSG00000021556.12	ENSPTRG00000021072.5
OG0010877	ENSMUSG00000021555.15	ENSPTRG00000021071.7
OG0010878	ENSMUSG00000021553.14	ENSPTRG00000023914.4
OG0010879	ENSMUSG00000035367.9	ENSPTRG00000021062.5
OG0010880	ENSMUSG00000021552.7	ENSPTRG00000021056.7
OG0010882	ENSMUSG00000024725.13	ENSPTRG00000021031.4
OG0010883	ENSMUSG00000037847.14	ENSPTRG00000021030.6
OG0010884	ENSMUSG00000024727.9	ENSPTRG00000021026.6
OG0010885	ENSMUSG00000024659.15	ENSPTRG00000021024.7
OG0010886	ENSMUSG00000058624.13	ENSPTRG00000021020.6
OG0010887	ENSMUSG00000033863.2	ENSPTRG00000044252.1
OG0010888	ENSMUSG00000033053.4	ENSPTRG00000029247.2
OG0010889	ENSMUSG00000074925.4	ENSPTRG00000052727.1
OG0010890	ENSMUSG00000052085.7	ENSPTRG00000020725.6
OG0010891	ENSMUSG00000024837.15	ENSPTRG00000020728.5
OG0010892	ENSMUSG00000042372.5	ENSPTRG00000020729.6
OG0010893	ENSMUSG00000048138.10	ENSPTRG00000020730.6
OG0010894	ENSMUSG00000024924.14	ENSPTRG00000020732.7
OG0010895	ENSMUSG00000047298.3	ENSPTRG00000020734.4
OG0010896	ENSMUSG00000024935.11	ENSPTRG00000020739.6
OG0010897	ENSMUSG00000024780.7	ENSPTRG00000020741.7
OG0010898	ENSMUSG00000038658.15	ENSPTRG00000020757.5
OG0010899	ENSMUSG00000024806.4	ENSPTRG00000020761.5
OG0010900	ENSMUSG00000021025.8	ENSPTRG00000006265.6
OG0010901	ENSMUSG00000021022.9	ENSPTRG00000006261.4
OG0010902	ENSMUSG00000054302.15	ENSPTRG00000006252.6
OG0010903	ENSMUSG00000112187.1, ENSMUSG00000044408.7	ENSPTRG00000006251.6
OG0010904	ENSMUSG00000035133.9	ENSPTRG00000006246.6
OG0010905	ENSMUSG00000035142.18	ENSPTRG00000006245.6
OG0010906	ENSMUSG00000020956.14	ENSPTRG00000006244.4
OG0010907	ENSMUSG00000020953.17	ENSPTRG00000006237.6
OG0010908	ENSMUSG00000028381.8	ENSPTRG00000021261.5
OG0010909	ENSMUSG00000044018.3	ENSPTRG00000043662.1, ENSPTRG00000050419.1
OG0010910	ENSMUSG00000039611.2	ENSPTRG00000021202.4
OG0010911	ENSMUSG00000028576.12	ENSPTRG00000020833.7
OG0010912	ENSMUSG00000028577.13	ENSPTRG00000020832.4
OG0010913	ENSMUSG00000038007.14	ENSPTRG00000020804.6
OG0010914	ENSMUSG00000066113.16	ENSPTRG00000020794.6
OG0010915	ENSMUSG00000045083.14	ENSPTRG00000020840.5
OG0010916	ENSMUSG00000028300.14	ENSPTRG00000020839.6
OG0010917	ENSMUSG00000038047.18	ENSPTRG00000020800.6
OG0010918	ENSMUSG00000022479.15	ENSPTRG00000042814.1
OG0010919	ENSMUSG00000006732.14	ENSPTRG00000005150.6, ENSPTRG00000045518.1
OG0010920	ENSMUSG00000002804.4	ENSPTRG00000006785.6
OG0010921	ENSMUSG00000011158.8	ENSPTRG00000006786.7
OG0010922	ENSMUSG00000023030.16	ENSPTRG00000004946.6
OG0010923	ENSMUSG00000056459.14	ENSPTRG00000006437.4
OG0010924	ENSMUSG00000037353.9	ENSPTRG00000004947.7
OG0010925	ENSMUSG00000009733.9	ENSPTRG00000004949.6
OG0010926	ENSMUSG00000045690.8	ENSPTRG00000006427.3
OG0010927	ENSMUSG00000048982.3	ENSPTRG00000046283.1
OG0010928	ENSMUSG00000021113.5	ENSPTRG00000006420.4
OG0010929	ENSMUSG00000021109.13	ENSPTRG00000006419.5
OG0010930	ENSMUSG00000001131.11	ENSPTRG00000048487.1, ENSPTRG00000044804.1
OG0010931	ENSMUSG00000009406.13	ENSPTRG00000021850.6
OG0010932	ENSMUSG00000064326.13	ENSPTRG00000006774.6
OG0010933	ENSMUSG00000021294.7	ENSPTRG00000033926.3
OG0010934	ENSMUSG00000054003.13	ENSPTRG00000006765.7
OG0010935	ENSMUSG00000091402.7	ENSPTRG00000047159.1
OG0010936	ENSMUSG00000021287.12	ENSPTRG00000006761.5
OG0010937	ENSMUSG00000042111.9	ENSPTRG00000012450.4
OG0010938	ENSMUSG00000049792.6	ENSPTRG00000006758.6
OG0010939	ENSMUSG00000061947.10	ENSPTRG00000006677.3
OG0010940	ENSMUSG00000024560.7	ENSPTRG00000010022.6
OG0010941	ENSMUSG00000021095.5	ENSPTRG00000006687.2
OG0010942	ENSMUSG00000039201.9	ENSPTRG00000048815.1
OG0010943	ENSMUSG00000041415.10	ENSPTRG00000023484.4
OG0010944	ENSMUSG00000031165.6	ENSPTRG00000045037.1, ENSPTRG00000050143.1
OG0010945	ENSMUSG00000054150.12	ENSPTRG00000006691.4
OG0010946	ENSMUSG00000021070.6	ENSPTRG00000047114.1
OG0010947	ENSMUSG00000044715.7	ENSPTRG00000006701.4
OG0010948	ENSMUSG00000041323.6	ENSPTRG00000006703.3
OG0010949	ENSMUSG00000045665.5	ENSPTRG00000005008.5
OG0010950	ENSMUSG00000048251.15	ENSPTRG00000006707.5
OG0010951	ENSMUSG00000046897.17	ENSPTRG00000005005.6
OG0010952	ENSMUSG00000023044.2	ENSPTRG00000005004.6
OG0010953	ENSMUSG00000096753.7	ENSPTRG00000006667.5
OG0010954	ENSMUSG00000041669.15	ENSPTRG00000006666.6
OG0010955	ENSMUSG00000046675.7	ENSPTRG00000006660.5
OG0010956	ENSMUSG00000021192.16	ENSPTRG00000006656.6
OG0010957	ENSMUSG00000000552.10	ENSPTRG00000005039.6
OG0010958	ENSMUSG00000041781.9	ENSPTRG00000006651.4
OG0010959	ENSMUSG00000058794.12	ENSPTRG00000005036.6
OG0010960	ENSMUSG00000009575.14	ENSPTRG00000005034.4
OG0010961	ENSMUSG00000021186.9	ENSPTRG00000006643.7
OG0010962	ENSMUSG00000075394.4	ENSPTRG00000048069.1
OG0010963	ENSMUSG00000022485.3	ENSPTRG00000052329.1
OG0010964	ENSMUSG00000022484.7	ENSPTRG00000005028.5
OG0010965	ENSMUSG00000001656.3	ENSPTRG00000005027.3
OG0010966	ENSMUSG00000050328.2	ENSPTRG00000005026.2
OG0010967	ENSMUSG00000023055.10	ENSPTRG00000005024.6
OG0010968	ENSMUSG00000021180.9	ENSPTRG00000006631.5
OG0010969	ENSMUSG00000023050.9	ENSPTRG00000005019.5
OG0010970	ENSMUSG00000001280.13	ENSPTRG00000005014.5
OG0010971	ENSMUSG00000060284.7	ENSPTRG00000050925.1
OG0010972	ENSMUSG00000062991.9	ENSPTRG00000020146.7
OG0010973	ENSMUSG00000045404.16	ENSPTRG00000006622.3
OG0010974	ENSMUSG00000021176.6	ENSPTRG00000006619.6
OG0010975	ENSMUSG00000021013.16	ENSPTRG00000006610.6
OG0010976	ENSMUSG00000021012.16	ENSPTRG00000006608.6
OG0010977	ENSMUSG00000021009.15	ENSPTRG00000006607.5
OG0010978	ENSMUSG00000021007.14	ENSPTRG00000006606.6
OG0010979	ENSMUSG00000033854.10	ENSPTRG00000006604.6
OG0010980	ENSMUSG00000047414.6	ENSPTRG00000045540.1
OG0010981	ENSMUSG00000020964.14	ENSPTRG00000006599.6
OG0010982	ENSMUSG00000020961.15	ENSPTRG00000006598.4
OG0010983	ENSMUSG00000020963.15	ENSPTRG00000006595.6
OG0010984	ENSMUSG00000021039.9	ENSPTRG00000006587.4
OG0010985	ENSMUSG00000079036.10	ENSPTRG00000006586.4
OG0010986	ENSMUSG00000050671.12	ENSPTRG00000006583.6
OG0010987	ENSMUSG00000090812.8	ENSPTRG00000006579.6
OG0010988	ENSMUSG00000034111.6	ENSPTRG00000006578.5
OG0010989	ENSMUSG00000034126.5	ENSPTRG00000006576.5
OG0010990	ENSMUSG00000021032.13	ENSPTRG00000006575.5
OG0010991	ENSMUSG00000048483.6	ENSPTRG00000039596.2
OG0010992	ENSMUSG00000059114.8	ENSPTRG00000006570.7
OG0010993	ENSMUSG00000021257.14	ENSPTRG00000006569.5
OG0010994	ENSMUSG00000021256.5	ENSPTRG00000048893.1
OG0010995	ENSMUSG00000007867.9	ENSPTRG00000006563.4
OG0010996	ENSMUSG00000021250.13	ENSPTRG00000047703.1
OG0010997	ENSMUSG00000045064.5	ENSPTRG00000006550.4
OG0010998	ENSMUSG00000003808.18	ENSPTRG00000010550.5
OG0010999	ENSMUSG00000004788.11	ENSPTRG00000006547.7
OG0011000	ENSMUSG00000019235.9	ENSPTRG00000024146.6
OG0011001	ENSMUSG00000042350.13	ENSPTRG00000006539.5
OG0011002	ENSMUSG00000001348.15	ENSPTRG00000010513.4
OG0011003	ENSMUSG00000001349.5	ENSPTRG00000010511.4
OG0011004	ENSMUSG00000021240.6	ENSPTRG00000006533.7
OG0011005	ENSMUSG00000040146.9	ENSPTRG00000010502.6
OG0011006	ENSMUSG00000085793.2	ENSPTRG00000030700.4
OG0011007	ENSMUSG00000021238.11	ENSPTRG00000006531.5
OG0011008	ENSMUSG00000021236.16	ENSPTRG00000006528.6
OG0011009	ENSMUSG00000006241.16	ENSPTRG00000040791.2
OG0011010	ENSMUSG00000021235.13	ENSPTRG00000006527.5
OG0011011	ENSMUSG00000012076.8	ENSPTRG00000006272.5
OG0011012	ENSMUSG00000079563.10	ENSPTRG00000010624.3
OG0011013	ENSMUSG00000001497.18	ENSPTRG00000006281.7
OG0011014	ENSMUSG00000035472.14	ENSPTRG00000006283.4
OG0011015	ENSMUSG00000047022.18	ENSPTRG00000006284.6
OG0011016	ENSMUSG00000035451.7	ENSPTRG00000006285.4
OG0011017	ENSMUSG00000046782.14	ENSPTRG00000006287.6
OG0011018	ENSMUSG00000035293.13	ENSPTRG00000006234.5
OG0011019	ENSMUSG00000002688.8	ENSPTRG00000006232.6
OG0011020	ENSMUSG00000046314.16	ENSPTRG00000006227.6
OG0011021	ENSMUSG00000040383.16	ENSPTRG00000006891.5
OG0011022	ENSMUSG00000057147.13	ENSPTRG00000006895.6
OG0011023	ENSMUSG00000032714.6	ENSPTRG00000010613.6
OG0011024	ENSMUSG00000040282.13	ENSPTRG00000006899.6
OG0011025	ENSMUSG00000032763.11	ENSPTRG00000010614.6
OG0011026	ENSMUSG00000027351.14	ENSPTRG00000006903.6
OG0011027	ENSMUSG00000027349.5	ENSPTRG00000006904.6
OG0011028	ENSMUSG00000027347.18	ENSPTRG00000006905.6
OG0011029	ENSMUSG00000032185.15	ENSPTRG00000010485.5
OG0011030	ENSMUSG00000030116.14	ENSPTRG00000023433.5
OG0011031	ENSMUSG00000007458.14	ENSPTRG00000004648.4
OG0011032	ENSMUSG00000003604.14	ENSPTRG00000006873.3
OG0011033	ENSMUSG00000074939.3	ENSPTRG00000006874.4
OG0011034	ENSMUSG00000055943.5	ENSPTRG00000006875.3
OG0011035	ENSMUSG00000025425.18	ENSPTRG00000009997.5
OG0011036	ENSMUSG00000030160.7	ENSPTRG00000004669.6
OG0011037	ENSMUSG00000025427.15	ENSPTRG00000009994.4
OG0011038	ENSMUSG00000027750.16	ENSPTRG00000005794.7
OG0011039	ENSMUSG00000027752.15	ENSPTRG00000005790.5
OG0011040	ENSMUSG00000116264.1, ENSMUSG00000091055.2	ENSPTRG00000024035.4
OG0011041	ENSMUSG00000002845.14	ENSPTRG00000015253.5
OG0011042	ENSMUSG00000024261.6	ENSPTRG00000009985.5
OG0011043	ENSMUSG00000042724.8	ENSPTRG00000006499.7
OG0011044	ENSMUSG00000021140.9	ENSPTRG00000006500.7
OG0011045	ENSMUSG00000033147.16	ENSPTRG00000001150.5
OG0011046	ENSMUSG00000031162.14	ENSPTRG00000048542.1
OG0011047	ENSMUSG00000042628.8	ENSPTRG00000006508.5
OG0011048	ENSMUSG00000042507.15	ENSPTRG00000006523.6
OG0011049	ENSMUSG00000062646.12	ENSPTRG00000006973.4
OG0011050	ENSMUSG00000031383.8	ENSPTRG00000045215.1, ENSPTRG00000050474.1
OG0011051	ENSMUSG00000049489.5	ENSPTRG00000043565.1
OG0011052	ENSMUSG00000027291.15	ENSPTRG00000006971.7
OG0011053	ENSMUSG00000031375.17	ENSPTRG00000022541.4
OG0011054	ENSMUSG00000031386.14	ENSPTRG00000043866.1, ENSPTRG00000022421.6
OG0011055	ENSMUSG00000014077.13	ENSPTRG00000006942.5
OG0011056	ENSMUSG00000048647.9	ENSPTRG00000006941.5
OG0011057	ENSMUSG00000027230.9	ENSPTRG00000003543.6
OG0011058	ENSMUSG00000027239.14	ENSPTRG00000047115.1
OG0011059	ENSMUSG00000027249.15	ENSPTRG00000003552.6
OG0011060	ENSMUSG00000025260.10	ENSPTRG00000021929.7
OG0011061	ENSMUSG00000041133.11	ENSPTRG00000021927.6
OG0011062	ENSMUSG00000027253.15	ENSPTRG00000003554.5
OG0011063	ENSMUSG00000002109.14	ENSPTRG00000003558.7
OG0011064	ENSMUSG00000040687.16	ENSPTRG00000003561.6
OG0011065	ENSMUSG00000002100.15	ENSPTRG00000003562.5
OG0011066	ENSMUSG00000021065.16	ENSPTRG00000006454.7
OG0011067	ENSMUSG00000023022.14	ENSPTRG00000004928.6
OG0011068	ENSMUSG00000040174.14	ENSPTRG00000003523.6
OG0011069	ENSMUSG00000023018.5	ENSPTRG00000004924.5
OG0011070	ENSMUSG00000040310.12	ENSPTRG00000003529.7
OG0011071	ENSMUSG00000027220.2	ENSPTRG00000003534.4
OG0011072	ENSMUSG00000027223.15	ENSPTRG00000003538.4
OG0011073	ENSMUSG00000027222.14	ENSPTRG00000003539.5
OG0011074	ENSMUSG00000058318.15	ENSPTRG00000003542.6
OG0011075	ENSMUSG00000050587.14	ENSPTRG00000003515.4
OG0011076	ENSMUSG00000027194.16	ENSPTRG00000003518.6
OG0011077	ENSMUSG00000032864.4	ENSPTRG00000003513.5
OG0011078	ENSMUSG00000061311.6	ENSPTRG00000050436.1
OG0011079	ENSMUSG00000032841.15	ENSPTRG00000003509.6
OG0011080	ENSMUSG00000025389.7	ENSPTRG00000005099.4
OG0011081	ENSMUSG00000027163.13	ENSPTRG00000049063.1
OG0011082	ENSMUSG00000039994.15	ENSPTRG00000022963.4
OG0011083	ENSMUSG00000005089.15	ENSPTRG00000003502.6
OG0011084	ENSMUSG00000047631.4	ENSPTRG00000005096.5
OG0011085	ENSMUSG00000031074.14	ENSPTRG00000004001.3
OG0011086	ENSMUSG00000050917.5	ENSPTRG00000004000.2
OG0011087	ENSMUSG00000031072.14	ENSPTRG00000003997.5
OG0011088	ENSMUSG00000005682.9	ENSPTRG00000052054.1
OG0011089	ENSMUSG00000031090.14	ENSPTRG00000004014.5
OG0011090	ENSMUSG00000036815.17	ENSPTRG00000012390.6
OG0011091	ENSMUSG00000030470.15	ENSPTRG00000003434.5
OG0011092	ENSMUSG00000046179.17	ENSPTRG00000003435.6
OG0011093	ENSMUSG00000030507.6	ENSPTRG00000044088.1
OG0011094	ENSMUSG00000030505.17	ENSPTRG00000003439.7
OG0011095	ENSMUSG00000039728.15	ENSPTRG00000003440.3
OG0011096	ENSMUSG00000055489.8	ENSPTRG00000003443.5
OG0011097	ENSMUSG00000025373.14	ENSPTRG00000005082.5
OG0011098	ENSMUSG00000027120.6	ENSPTRG00000003463.4
OG0011099	ENSMUSG00000027167.11	ENSPTRG00000003473.6
OG0011100	ENSMUSG00000025366.8	ENSPTRG00000005079.6
OG0011101	ENSMUSG00000016458.14	ENSPTRG00000003476.7
OG0011102	ENSMUSG00000074994.6	ENSPTRG00000003481.7
OG0011103	ENSMUSG00000027173.7	ENSPTRG00000003482.5
OG0011104	ENSMUSG00000027175.10	ENSPTRG00000003483.6
OG0011105	ENSMUSG00000022997.9	ENSPTRG00000004893.5
OG0011106	ENSMUSG00000032671.5	ENSPTRG00000003489.6
OG0011107	ENSMUSG00000003354.6	ENSPTRG00000004889.6
OG0011108	ENSMUSG00000054855.13	ENSPTRG00000004888.3
OG0011109	ENSMUSG00000003352.14	ENSPTRG00000004886.4
OG0011110	ENSMUSG00000005609.16	ENSPTRG00000023779.4
OG0011111	ENSMUSG00000030788.16	ENSPTRG00000003357.4
OG0011112	ENSMUSG00000011960.12	ENSPTRG00000004883.5
OG0011113	ENSMUSG00000022992.17	ENSPTRG00000004882.6
OG0011114	ENSMUSG00000025395.14	ENSPTRG00000022987.5
OG0011115	ENSMUSG00000030671.9	ENSPTRG00000003386.5
OG0011116	ENSMUSG00000051910.13	ENSPTRG00000003393.6
OG0011117	ENSMUSG00000045659.18	ENSPTRG00000003396.6
OG0011118	ENSMUSG00000090862.3	ENSPTRG00000044626.1
OG0011119	ENSMUSG00000037525.5	ENSPTRG00000004916.5
OG0011120	ENSMUSG00000023011.8	ENSPTRG00000004917.5
OG0011121	ENSMUSG00000030839.12	ENSPTRG00000003408.4
OG0011122	ENSMUSG00000041592.16	ENSPTRG00000009600.6
OG0011123	ENSMUSG00000034714.9	ENSPTRG00000009603.3
OG0011124	ENSMUSG00000000202.9	ENSPTRG00000030786.3
OG0011125	ENSMUSG00000051043.16	ENSPTRG00000009607.6
OG0011126	ENSMUSG00000010307.7	ENSPTRG00000003428.3
OG0011127	ENSMUSG00000039670.2	ENSPTRG00000030740.3
OG0011128	ENSMUSG00000039703.15	ENSPTRG00000009764.6
OG0011129	ENSMUSG00000025384.15	ENSPTRG00000009763.6
OG0011130	ENSMUSG00000061306.16	ENSPTRG00000043854.1
OG0011131	ENSMUSG00000025377.14	ENSPTRG00000009755.6
OG0011132	ENSMUSG00000025375.15	ENSPTRG00000009752.5
OG0011133	ENSMUSG00000025372.16	ENSPTRG00000009750.5
OG0011134	ENSMUSG00000009246.14	ENSPTRG00000003179.6
OG0011135	ENSMUSG00000025582.4	ENSPTRG00000009746.5
OG0011136	ENSMUSG00000037706.17	ENSPTRG00000003177.6
OG0011137	ENSMUSG00000000214.11	ENSPTRG00000003173.7
OG0011138	ENSMUSG00000048583.16	ENSPTRG00000047625.1
OG0011139	ENSMUSG00000005043.13	ENSPTRG00000009739.4
OG0011140	ENSMUSG00000037991.9	ENSPTRG00000007770.6
OG0011141	ENSMUSG00000039976.4	ENSPTRG00000009733.6
OG0011142	ENSMUSG00000039989.7	ENSPTRG00000040905.2
OG0011143	ENSMUSG00000025578.9	ENSPTRG00000009731.5
OG0011144	ENSMUSG00000025577.7	ENSPTRG00000009730.5
OG0011145	ENSMUSG00000025139.14	ENSPTRG00000043986.1
OG0011146	ENSMUSG00000033857.12	ENSPTRG00000009725.7
OG0011147	ENSMUSG00000017466.9	ENSPTRG00000040748.2
OG0011148	ENSMUSG00000017715.11	ENSPTRG00000009710.6
OG0011149	ENSMUSG00000025574.13	ENSPTRG00000009704.6
OG0011150	ENSMUSG00000025512.15	ENSPTRG00000003143.6
OG0011151	ENSMUSG00000025572.17	ENSPTRG00000009700.7
OG0011152	ENSMUSG00000025510.14	ENSPTRG00000003140.4
OG0011153	ENSMUSG00000057594.12	ENSPTRG00000030016.4
OG0011154	ENSMUSG00000048200.12	ENSPTRG00000051145.1
OG0011155	ENSMUSG00000025509.15	ENSPTRG00000003138.6
OG0011156	ENSMUSG00000060240.12	ENSPTRG00000048997.1, ENSPTRG00000028767.2
OG0011157	ENSMUSG00000051007.15	ENSPTRG00000044353.1
OG0011158	ENSMUSG00000058886.9	ENSPTRG00000003129.7
OG0011159	ENSMUSG00000005483.10	ENSPTRG00000010594.5
OG0011160	ENSMUSG00000025496.5	ENSPTRG00000003128.5
OG0011161	ENSMUSG00000033938.5	ENSPTRG00000010596.3
OG0011163	ENSMUSG00000045098.19	ENSPTRG00000003981.6
OG0011164	ENSMUSG00000035372.2	ENSPTRG00000003982.5
OG0011165	ENSMUSG00000033210.16	ENSPTRG00000015215.6
OG0011166	ENSMUSG00000024905.15	ENSPTRG00000003986.5
OG0011167	ENSMUSG00000002625.10	ENSPTRG00000010621.6
OG0011168	ENSMUSG00000024829.12	ENSPTRG00000003988.6
OG0011169	ENSMUSG00000024831.14	ENSPTRG00000003989.3
OG0011170	ENSMUSG00000039275.9	ENSPTRG00000009806.7
OG0011171	ENSMUSG00000025173.13	ENSPTRG00000009807.6
OG0011172	ENSMUSG00000049303.10	ENSPTRG00000003943.6
OG0011173	ENSMUSG00000025494.8	ENSPTRG00000003115.6
OG0011174	ENSMUSG00000020549.14	ENSPTRG00000008788.5
OG0011175	ENSMUSG00000025485.13	ENSPTRG00000003104.6
OG0011176	ENSMUSG00000022906.15	ENSPTRG00000015294.4
OG0011177	ENSMUSG00000022807.9	ENSPTRG00000015321.6
OG0011178	ENSMUSG00000022811.17	ENSPTRG00000049121.1
OG0011179	ENSMUSG00000022832.11	ENSPTRG00000015326.5, ENSPTRG00000015309.5
OG0011180	ENSMUSG00000022833.7	ENSPTRG00000015308.6
OG0011181	ENSMUSG00000046207.14	ENSPTRG00000043647.1
OG0011182	ENSMUSG00000020901.13	ENSPTRG00000008751.5
OG0011183	ENSMUSG00000035376.10	ENSPTRG00000030147.4
OG0011184	ENSMUSG00000020904.11	ENSPTRG00000008755.5
OG0011185	ENSMUSG00000022844.8	ENSPTRG00000015302.6
OG0011186	ENSMUSG00000033389.16	ENSPTRG00000008787.6
OG0011187	ENSMUSG00000042189.5	ENSPTRG00000008794.4
OG0011188	ENSMUSG00000022848.8	ENSPTRG00000015299.6
OG0011189	ENSMUSG00000022899.9	ENSPTRG00000015284.4
OG0011190	ENSMUSG00000039238.6	ENSPTRG00000009812.4
OG0011191	ENSMUSG00000020542.18	ENSPTRG00000008786.7
OG0011192	ENSMUSG00000026374.14	ENSPTRG00000012420.3
OG0011193	ENSMUSG00000048402.14	ENSPTRG00000012413.7
OG0011194	ENSMUSG00000037035.5	ENSPTRG00000046739.1
OG0011196	ENSMUSG00000036975.5	ENSPTRG00000045331.1
OG0011197	ENSMUSG00000032470.17	ENSPTRG00000015445.6
OG0011198	ENSMUSG00000006546.3	ENSPTRG00000012934.5
OG0011199	ENSMUSG00000047021.14	ENSPTRG00000012937.5
OG0011200	ENSMUSG00000033276.18	ENSPTRG00000012926.6
OG0011201	ENSMUSG00000026171.12	ENSPTRG00000012925.3
OG0011202	ENSMUSG00000026172.12	ENSPTRG00000012924.7
OG0011203	ENSMUSG00000026135.17	ENSPTRG00000012923.5
OG0011204	ENSMUSG00000026174.9	ENSPTRG00000012921.7
OG0011205	ENSMUSG00000033066.15	ENSPTRG00000008763.6
OG0011206	ENSMUSG00000049928.15	ENSPTRG00000008761.5
OG0011207	ENSMUSG00000073650.8	ENSPTRG00000012916.4
