Orthogroup	M_musculus.pep	G_gallus.pep
OG0009129	ENSMUSG00000032680.11	ENSGALG00000006203.7
OG0009130	ENSMUSG00000024085.13	ENSGALG00000000255.6
OG0009131	ENSMUSG00000026478.14	ENSGALG00000004620.6
OG0009132	ENSMUSG00000024044.19	ENSGALG00000038678.2
OG0009134	ENSMUSG00000006641.12	ENSGALG00000040541.2
OG0009135	ENSMUSG00000035443.10	ENSGALG00000001529.6
OG0009136	ENSMUSG00000026437.11	ENSGALG00000000692.6
OG0009137	ENSMUSG00000024259.9	ENSGALG00000000253.4
OG0009138	ENSMUSG00000038299.16	ENSGALG00000000247.5
OG0009139	ENSMUSG00000037600.16	ENSGALG00000000902.7
OG0009140	ENSMUSG00000040093.16	ENSGALG00000014537.6
OG0009141	ENSMUSG00000031988.10	ENSGALG00000001521.6
OG0009143	ENSMUSG00000003279.17	ENSGALG00000014793.5
OG0009144	ENSMUSG00000059149.17	ENSGALG00000000695.6
OG0009145	ENSMUSG00000042684.8	ENSGALG00000004614.6
OG0009147	ENSMUSG00000040133.2	ENSGALG00000009619.6
OG0009148	ENSMUSG00000024049.15	ENSGALG00000014847.8
OG0009149	ENSMUSG00000027344.14	ENSGALG00000009624.6
OG0009150	ENSMUSG00000028854.9	ENSGALG00000034251.2
OG0009151	ENSMUSG00000026433.13	ENSGALG00000000712.6
OG0009152	ENSMUSG00000035024.16	ENSGALG00000001491.6
OG0009153	ENSMUSG00000005871.15	ENSGALG00000000220.6
OG0009154	ENSMUSG00000055932.15	ENSGALG00000041036.3
OG0009155	ENSMUSG00000039706.11	ENSGALG00000014485.6
OG0009156	ENSMUSG00000042268.10	ENSGALG00000000745.5
OG0009157	ENSMUSG00000031990.15	ENSGALG00000001472.5
OG0009158	ENSMUSG00000032875.8	ENSGALG00000017326.6
OG0009159	ENSMUSG00000031738.14	ENSGALG00000048295.1
OG0009160	ENSMUSG00000022041.10	ENSGALG00000016565.8
OG0009161	ENSMUSG00000031740.8	ENSGALG00000003580.7
OG0009162	ENSMUSG00000052688.12	ENSGALG00000000769.6
OG0009163	ENSMUSG00000024052.17	ENSGALG00000014836.7
OG0009164	ENSMUSG00000030691.15	ENSGALG00000017329.6
OG0009165	ENSMUSG00000004552.16	ENSGALG00000000786.7
OG0009166	ENSMUSG00000071856.10	ENSGALG00000000208.6
OG0009167	ENSMUSG00000028845.15	ENSGALG00000002319.6
OG0009168	ENSMUSG00000042558.16	ENSGALG00000002304.5
OG0009169	ENSMUSG00000070436.12	ENSGALG00000011214.6
OG0009170	ENSMUSG00000024537.5	ENSGALG00000013863.7
OG0009171	ENSMUSG00000024539.17	ENSGALG00000013867.6
OG0009172	ENSMUSG00000055407.14	ENSGALG00000007441.6
OG0009173	ENSMUSG00000049686.14	ENSGALG00000004240.5
OG0009174	ENSMUSG00000030718.9	ENSGALG00000017312.5
OG0009175	ENSMUSG00000029477.14	ENSGALG00000004247.7
OG0009176	ENSMUSG00000079614.4	ENSGALG00000013872.7
OG0009177	ENSMUSG00000026427.16	ENSGALG00000000856.7
OG0009178	ENSMUSG00000063605.5	ENSGALG00000029999.3
OG0009179	ENSMUSG00000033949.12	ENSGALG00000008188.6
OG0009180	ENSMUSG00000021418.15	ENSGALG00000036074.3
OG0009181	ENSMUSG00000024477.4	ENSGALG00000008197.6
OG0009183	ENSMUSG00000035539.14	ENSGALG00000054650.1
OG0009184	ENSMUSG00000066148.3	ENSGALG00000008857.7
OG0009185	ENSMUSG00000024542.9	ENSGALG00000035625.2
OG0009186	ENSMUSG00000001558.5	ENSGALG00000003624.6
OG0009187	ENSMUSG00000033319.5	ENSGALG00000008204.4
OG0009189	ENSMUSG00000036502.14	ENSGALG00000008604.7
OG0009190	ENSMUSG00000016529.5	ENSGALG00000000892.7
OG0009191	ENSMUSG00000019731.13	ENSGALG00000003794.7
OG0009192	ENSMUSG00000033184.14	ENSGALG00000028484.3
OG0009193	ENSMUSG00000066149.11	ENSGALG00000053517.1
OG0009194	ENSMUSG00000033022.8	ENSGALG00000002358.6
OG0009195	ENSMUSG00000066150.12	ENSGALG00000008844.7
OG0009196	ENSMUSG00000036551.6	ENSGALG00000020261.6
OG0009197	ENSMUSG00000045569.7	ENSGALG00000035569.2
OG0009198	ENSMUSG00000057604.9	ENSGALG00000008349.6
OG0009199	ENSMUSG00000029440.15	ENSGALG00000004352.3
OG0009200	ENSMUSG00000026417.13	ENSGALG00000000919.7
OG0009201	ENSMUSG00000046691.14	ENSGALG00000000632.6
OG0009202	ENSMUSG00000049287.5	ENSGALG00000005328.5
OG0009203	ENSMUSG00000043448.13	ENSGALG00000005331.5
OG0009204	ENSMUSG00000036860.14	ENSGALG00000038820.3
OG0009205	ENSMUSG00000042705.9	ENSGALG00000002308.5
OG0009206	ENSMUSG00000020441.6	ENSGALG00000037519.2
OG0009207	ENSMUSG00000019647.16	ENSGALG00000002294.7
OG0009208	ENSMUSG00000041130.10	ENSGALG00000005598.6
OG0009210	ENSMUSG00000033697.16	ENSGALG00000039346.3
OG0009211	ENSMUSG00000026312.17	ENSGALG00000013782.6
OG0009212	ENSMUSG00000040888.10	ENSGALG00000005579.7
OG0009213	ENSMUSG00000063409.12	ENSGALG00000054378.1
OG0009214	ENSMUSG00000035769.9	ENSGALG00000006173.7
OG0009215	ENSMUSG00000035168.16	ENSGALG00000012570.6
OG0009216	ENSMUSG00000026791.14	ENSGALG00000000853.7
OG0009217	ENSMUSG00000020225.10	ENSGALG00000009879.6
OG0009218	ENSMUSG00000035984.14	ENSGALG00000043569.2
OG0009219	ENSMUSG00000031770.16	ENSGALG00000001220.6
OG0009220	ENSMUSG00000034848.17	ENSGALG00000010956.6
OG0009221	ENSMUSG00000039257.11	ENSGALG00000032402.2
OG0009223	ENSMUSG00000031703.8	ENSGALG00000004049.6
OG0009224	ENSMUSG00000028630.9	ENSGALG00000009901.4
OG0009225	ENSMUSG00000063550.8	ENSGALG00000040018.2
OG0009226	ENSMUSG00000020212.14	ENSGALG00000009905.6
OG0009227	ENSMUSG00000038702.6	ENSGALG00000042505.2
OG0009228	ENSMUSG00000049106.7	ENSGALG00000009463.5
OG0009229	ENSMUSG00000024507.6	ENSGALG00000002187.6
OG0009230	ENSMUSG00000030990.18	ENSGALG00000027762.4
OG0009231	ENSMUSG00000052798.13	ENSGALG00000009934.7
OG0009232	ENSMUSG00000029186.12	ENSGALG00000031538.2
OG0009233	ENSMUSG00000024165.9	ENSGALG00000009346.6
OG0009234	ENSMUSG00000029439.14	ENSGALG00000002487.6
OG0009235	ENSMUSG00000024614.7	ENSGALG00000013757.7
OG0009236	ENSMUSG00000073565.5	ENSGALG00000002183.3
OG0009237	ENSMUSG00000022545.13	ENSGALG00000002981.7
OG0009238	ENSMUSG00000059060.15	ENSGALG00000009491.6
OG0009239	ENSMUSG00000009569.14	ENSGALG00000003026.6
OG0009240	ENSMUSG00000055531.12	ENSGALG00000019355.5
OG0009241	ENSMUSG00000046070.9	ENSGALG00000002325.6
OG0009242	ENSMUSG00000024534.15	ENSGALG00000005330.6
OG0009243	ENSMUSG00000032360.16	ENSGALG00000016297.6
OG0009244	ENSMUSG00000031697.12	ENSGALG00000004342.6
OG0009245	ENSMUSG00000021120.11	ENSGALG00000009510.7
OG0009246	ENSMUSG00000034484.8	ENSGALG00000005337.7
OG0009247	ENSMUSG00000021125.6	ENSGALG00000009519.6
OG0009248	ENSMUSG00000031696.9	ENSGALG00000004375.6
OG0009249	ENSMUSG00000020170.4	ENSGALG00000009966.6
OG0009250	ENSMUSG00000029775.14	ENSGALG00000008013.6
OG0009251	ENSMUSG00000032179.7	ENSGALG00000016293.5
OG0009253	ENSMUSG00000034391.12	ENSGALG00000013720.5
OG0009254	ENSMUSG00000022322.8	ENSGALG00000004444.6
OG0009255	ENSMUSG00000029507.16	ENSGALG00000002354.7
OG0009256	ENSMUSG00000037331.15	ENSGALG00000040109.2
OG0009257	ENSMUSG00000024645.5	ENSGALG00000013709.7
OG0009258	ENSMUSG00000069378.14	ENSGALG00000005351.6
OG0009259	ENSMUSG00000055435.6	ENSGALG00000026258.3
OG0009260	ENSMUSG00000039178.9	ENSGALG00000029673.3
OG0009261	ENSMUSG00000048799.8	ENSGALG00000005368.6
OG0009262	ENSMUSG00000031758.10	ENSGALG00000012978.6
OG0009263	ENSMUSG00000061576.15	ENSGALG00000041791.2
OG0009264	ENSMUSG00000021118.7	ENSGALG00000009562.6
OG0009265	ENSMUSG00000047992.11	ENSGALG00000013703.6
OG0009266	ENSMUSG00000060187.4	ENSGALG00000047495.1
OG0009267	ENSMUSG00000031756.5	ENSGALG00000013494.6
OG0009268	ENSMUSG00000037275.14	ENSGALG00000003937.6
OG0009269	ENSMUSG00000021116.10	ENSGALG00000009565.4
OG0009270	ENSMUSG00000052713.9	ENSGALG00000005016.6
OG0009271	ENSMUSG00000056162.14	ENSGALG00000013697.6
OG0009272	ENSMUSG00000075324.13	ENSGALG00000011069.5
OG0009273	ENSMUSG00000043323.17	ENSGALG00000002205.6
OG0009274	ENSMUSG00000021114.9	ENSGALG00000009570.7
OG0009275	ENSMUSG00000046982.11	ENSGALG00000013672.6
OG0009276	ENSMUSG00000014668.15	ENSGALG00000002180.6
OG0009277	ENSMUSG00000058881.13	ENSGALG00000013660.7
OG0009278	ENSMUSG00000006095.12	ENSGALG00000054044.1
OG0009279	ENSMUSG00000041258.18	ENSGALG00000013657.6
OG0009280	ENSMUSG00000021112.9	ENSGALG00000009581.7
OG0009281	ENSMUSG00000058230.12	ENSGALG00000036101.2
OG0009282	ENSMUSG00000029130.12	ENSGALG00000006387.7
OG0009283	ENSMUSG00000008036.11	ENSGALG00000048394.1
OG0009284	ENSMUSG00000052557.11	ENSGALG00000013437.6
OG0009285	ENSMUSG00000047454.12	ENSGALG00000009587.7
OG0009287	ENSMUSG00000024553.8	ENSGALG00000026011.3
OG0009289	ENSMUSG00000029500.16	ENSGALG00000002137.6
OG0009290	ENSMUSG00000034330.10	ENSGALG00000033507.2
OG0009291	ENSMUSG00000039000.8	ENSGALG00000006461.6
OG0009292	ENSMUSG00000056553.14	ENSGALG00000030054.2
OG0009293	ENSMUSG00000020411.2	ENSGALG00000039687.2
OG0009294	ENSMUSG00000042029.7	ENSGALG00000006525.7
OG0009295	ENSMUSG00000011256.16	ENSGALG00000003744.6
OG0009296	ENSMUSG00000053950.10	ENSGALG00000035669.2
OG0009297	ENSMUSG00000031901.12	ENSGALG00000048067.1
OG0009298	ENSMUSG00000060708.4	ENSGALG00000013591.7
OG0009299	ENSMUSG00000056214.9	ENSGALG00000013594.6
OG0009300	ENSMUSG00000021337.8	ENSGALG00000013598.7
OG0009301	ENSMUSG00000044847.13	ENSGALG00000038954.2
OG0009302	ENSMUSG00000031902.10	ENSGALG00000003396.7
OG0009303	ENSMUSG00000006169.20	ENSGALG00000003702.6
OG0009304	ENSMUSG00000021338.17	ENSGALG00000013605.6
OG0009305	ENSMUSG00000037791.15	ENSGALG00000031368.2
OG0009306	ENSMUSG00000031906.9	ENSGALG00000034950.2
OG0009307	ENSMUSG00000033106.6	ENSGALG00000035575.2
OG0009308	ENSMUSG00000041231.15	ENSGALG00000003672.7
OG0009309	ENSMUSG00000036006.20	ENSGALG00000013624.6
OG0009310	ENSMUSG00000019132.11	ENSGALG00000013628.7
OG0009311	ENSMUSG00000022515.6	ENSGALG00000000643.6
OG0009313	ENSMUSG00000035958.3	ENSGALG00000013637.6
OG0009314	ENSMUSG00000031871.9	ENSGALG00000032349.2
OG0009315	ENSMUSG00000035936.6	ENSGALG00000032544.2
OG0009316	ENSMUSG00000021147.17	ENSGALG00000006749.6
OG0009317	ENSMUSG00000021339.4	ENSGALG00000040084.3
OG0009318	ENSMUSG00000035910.15	ENSGALG00000042454.2
OG0009319	ENSMUSG00000048978.14	ENSGALG00000037811.2
OG0009320	ENSMUSG00000028431.11	ENSGALG00000001947.5
OG0009321	ENSMUSG00000076431.4	ENSGALG00000036497.3
OG0009322	ENSMUSG00000038732.15	ENSGALG00000012681.6
OG0009323	ENSMUSG00000038068.15	ENSGALG00000012683.5
OG0009324	ENSMUSG00000038080.17	ENSGALG00000012685.6
OG0009325	ENSMUSG00000044231.3	ENSGALG00000012688.7
OG0009326	ENSMUSG00000030714.14	ENSGALG00000020590.6
OG0009327	ENSMUSG00000042078.14	ENSGALG00000034278.2
OG0009328	ENSMUSG00000031584.16	ENSGALG00000037781.3
OG0009330	ENSMUSG00000025812.18	ENSGALG00000007125.8
OG0009331	ENSMUSG00000049184.6	ENSGALG00000027562.2
OG0009332	ENSMUSG00000063200.4	ENSGALG00000012695.7
OG0009333	ENSMUSG00000036550.16	ENSGALG00000002301.7
OG0009334	ENSMUSG00000031583.13	ENSGALG00000040909.3
OG0009336	ENSMUSG00000015396.4	ENSGALG00000046032.2
OG0009337	ENSMUSG00000050335.17	ENSGALG00000012173.6
OG0009338	ENSMUSG00000003437.14	ENSGALG00000037879.2
OG0009339	ENSMUSG00000015766.14	ENSGALG00000013091.6
OG0009341	ENSMUSG00000016933.17	ENSGALG00000003750.7
OG0009342	ENSMUSG00000037544.14	ENSGALG00000012165.5
OG0009343	ENSMUSG00000031516.11	ENSGALG00000010298.7
OG0009344	ENSMUSG00000037536.14	ENSGALG00000032563.2
OG0009345	ENSMUSG00000038175.10	ENSGALG00000012704.6
OG0009346	ENSMUSG00000037526.7	ENSGALG00000012148.6
OG0009347	ENSMUSG00000090523.2	ENSGALG00000011566.6
OG0009348	ENSMUSG00000030340.16	ENSGALG00000040424.3
OG0009349	ENSMUSG00000046876.16	ENSGALG00000012709.6
OG0009350	ENSMUSG00000035877.17	ENSGALG00000039155.2
OG0009351	ENSMUSG00000050271.12	ENSGALG00000019003.6
OG0009352	ENSMUSG00000055976.6	ENSGALG00000042123.2
OG0009354	ENSMUSG00000024382.13	ENSGALG00000011515.7
OG0009355	ENSMUSG00000021373.16	ENSGALG00000012715.6
OG0009356	ENSMUSG00000031527.7	ENSGALG00000011448.6
OG0009358	ENSMUSG00000038252.13	ENSGALG00000039448.3
OG0009359	ENSMUSG00000024240.13	ENSGALG00000007169.6
OG0009360	ENSMUSG00000031530.6	ENSGALG00000011419.7
OG0009361	ENSMUSG00000021579.4	ENSGALG00000035393.2
OG0009362	ENSMUSG00000059325.14	ENSGALG00000011404.5
OG0009363	ENSMUSG00000026188.11	ENSGALG00000011493.7
OG0009364	ENSMUSG00000026187.9	ENSGALG00000011492.6
OG0009366	ENSMUSG00000050700.11	ENSGALG00000030012.2
OG0009367	ENSMUSG00000063820.11	ENSGALG00000026653.3
OG0009368	ENSMUSG00000041225.16	ENSGALG00000007254.6
OG0009369	ENSMUSG00000051335.6	ENSGALG00000012730.5
OG0009370	ENSMUSG00000000567.5	ENSGALG00000004386.6
OG0009371	ENSMUSG00000041695.2	ENSGALG00000004376.2
OG0009372	ENSMUSG00000038279.10	ENSGALG00000037807.3
OG0009373	ENSMUSG00000051497.15	ENSGALG00000004373.4
OG0009374	ENSMUSG00000054728.17	ENSGALG00000012732.5
OG0009375	ENSMUSG00000031532.6	ENSGALG00000011395.7
OG0009376	ENSMUSG00000027643.9	ENSGALG00000003842.6
OG0009377	ENSMUSG00000036285.10	ENSGALG00000038585.3
OG0009378	ENSMUSG00000027646.15	ENSGALG00000003855.7
OG0009379	ENSMUSG00000033960.6	ENSGALG00000007346.6
OG0009380	ENSMUSG00000024235.11	ENSGALG00000007356.6
OG0009381	ENSMUSG00000024232.2	ENSGALG00000040993.3
OG0009382	ENSMUSG00000022269.13	ENSGALG00000042584.2
OG0009383	ENSMUSG00000043556.10	ENSGALG00000031947.2
OG0009384	ENSMUSG00000035863.14	ENSGALG00000026055.4
OG0009385	ENSMUSG00000022265.7	ENSGALG00000012964.6
OG0009386	ENSMUSG00000039005.13	ENSGALG00000007001.4
OG0009387	ENSMUSG00000030329.11	ENSGALG00000014466.5
OG0009389	ENSMUSG00000042002.11	ENSGALG00000005062.7
OG0009390	ENSMUSG00000004895.9	ENSGALG00000040696.3
OG0009391	ENSMUSG00000029026.16	ENSGALG00000001006.6
OG0009392	ENSMUSG00000040688.16	ENSGALG00000005558.6
OG0009393	ENSMUSG00000037216.5	ENSGALG00000016758.5
OG0009394	ENSMUSG00000030034.11	ENSGALG00000040646.2
OG0009395	ENSMUSG00000026088.15	ENSGALG00000016759.6
OG0009396	ENSMUSG00000022677.15	ENSGALG00000006532.6
OG0009397	ENSMUSG00000044149.7	ENSGALG00000008645.7
OG0009398	ENSMUSG00000031093.14	ENSGALG00000006017.6
OG0009399	ENSMUSG00000033579.16	ENSGALG00000002775.7
OG0009400	ENSMUSG00000070319.6	ENSGALG00000034475.2
OG0009401	ENSMUSG00000028863.13	ENSGALG00000002013.6
OG0009402	ENSMUSG00000022887.9	ENSGALG00000007419.7
OG0009403	ENSMUSG00000026779.6	ENSGALG00000007507.6
OG0009404	ENSMUSG00000029213.11	ENSGALG00000026279.3
OG0009405	ENSMUSG00000005220.10	ENSGALG00000014144.6
OG0009406	ENSMUSG00000028869.13	ENSGALG00000001973.5
OG0009407	ENSMUSG00000039205.16	ENSGALG00000042325.2
OG0009408	ENSMUSG00000063659.11	ENSGALG00000010705.6
OG0009409	ENSMUSG00000044730.17	ENSGALG00000045165.2
OG0009410	ENSMUSG00000028889.17	ENSGALG00000029001.3
OG0009411	ENSMUSG00000021431.15	ENSGALG00000013005.6
OG0009413	ENSMUSG00000026787.3	ENSGALG00000040436.3
OG0009416	ENSMUSG00000035776.14	ENSGALG00000009075.6
OG0009418	ENSMUSG00000026495.8	ENSGALG00000028017.4
OG0009419	ENSMUSG00000048550.17	ENSGALG00000007677.7
OG0009420	ENSMUSG00000039774.12	ENSGALG00000013197.6
OG0009421	ENSMUSG00000031189.12	ENSGALG00000009168.7
OG0009422	ENSMUSG00000068122.10	ENSGALG00000005936.5
OG0009423	ENSMUSG00000035653.16	ENSGALG00000012505.6
OG0009424	ENSMUSG00000032643.12	ENSGALG00000035187.3
OG0009425	ENSMUSG00000028907.7	ENSGALG00000001502.5
OG0009426	ENSMUSG00000039809.10	ENSGALG00000013200.6
OG0009427	ENSMUSG00000036352.16	ENSGALG00000042564.3
OG0009428	ENSMUSG00000031891.6	ENSGALG00000028326.4
OG0009429	ENSMUSG00000030423.7	ENSGALG00000041972.3
OG0009430	ENSMUSG00000034987.4	ENSGALG00000024171.4
OG0009431	ENSMUSG00000024271.8	ENSGALG00000039034.2
OG0009432	ENSMUSG00000045875.13	ENSGALG00000000469.6
OG0009433	ENSMUSG00000027318.17	ENSGALG00000030602.2
OG0009434	ENSMUSG00000035495.15	ENSGALG00000002110.6
OG0009436	ENSMUSG00000058488.7	ENSGALG00000017068.6
OG0009437	ENSMUSG00000000085.16	ENSGALG00000000672.6
OG0009438	ENSMUSG00000028521.17	ENSGALG00000011121.6
OG0009439	ENSMUSG00000030708.14	ENSGALG00000017317.6
OG0009440	ENSMUSG00000029156.11	ENSGALG00000013968.6
OG0009441	ENSMUSG00000028522.16	ENSGALG00000011118.5
OG0009442	ENSMUSG00000003282.9	ENSGALG00000015407.6
OG0009443	ENSMUSG00000035126.19	ENSGALG00000045792.2
OG0009444	ENSMUSG00000038827.11	ENSGALG00000054779.1
OG0009445	ENSMUSG00000049907.8	ENSGALG00000013948.5
OG0009446	ENSMUSG00000026740.12	ENSGALG00000007914.6
OG0009447	ENSMUSG00000028524.21	ENSGALG00000011113.6
OG0009448	ENSMUSG00000028337.14	ENSGALG00000001933.5
OG0009450	ENSMUSG00000024798.15	ENSGALG00000040549.3
OG0009452	ENSMUSG00000025902.13	ENSGALG00000032994.2
OG0009453	ENSMUSG00000041180.13	ENSGALG00000038043.2
OG0009454	ENSMUSG00000030650.18	ENSGALG00000006911.6
OG0009455	ENSMUSG00000067279.3	ENSGALG00000006670.4
OG0009456	ENSMUSG00000098132.1	ENSGALG00000039822.2
OG0009457	ENSMUSG00000033793.12	ENSGALG00000013621.6
OG0009458	ENSMUSG00000033904.16	ENSGALG00000006925.6
OG0009459	ENSMUSG00000055116.8	ENSGALG00000005378.7
OG0009460	ENSMUSG00000025905.14	ENSGALG00000015269.6
OG0009461	ENSMUSG00000059077.6	ENSGALG00000042878.2
OG0009462	ENSMUSG00000048720.8	ENSGALG00000034044.2
OG0009463	ENSMUSG00000033740.17	ENSGALG00000015254.6
OG0009464	ENSMUSG00000024999.7	ENSGALG00000035667.2
OG0009465	ENSMUSG00000025782.12	ENSGALG00000006731.7
OG0009466	ENSMUSG00000021610.8	ENSGALG00000013187.7
OG0009467	ENSMUSG00000037262.7	ENSGALG00000030702.2
OG0009468	ENSMUSG00000024998.17	ENSGALG00000039528.2
OG0009469	ENSMUSG00000026832.12	ENSGALG00000012545.6
OG0009470	ENSMUSG00000003418.11	ENSGALG00000008671.6
OG0009471	ENSMUSG00000026828.11	ENSGALG00000012544.7
OG0009472	ENSMUSG00000021606.8	ENSGALG00000013191.6
OG0009473	ENSMUSG00000067242.11	ENSGALG00000031720.2
OG0009474	ENSMUSG00000021604.15	ENSGALG00000022896.4
OG0009475	ENSMUSG00000054237.6	ENSGALG00000006622.6
OG0009476	ENSMUSG00000026723.10	ENSGALG00000008686.7
OG0009477	ENSMUSG00000025780.7	ENSGALG00000006891.6
OG0009478	ENSMUSG00000024992.13	ENSGALG00000006626.3
OG0009479	ENSMUSG00000038763.12	ENSGALG00000037950.2
OG0009480	ENSMUSG00000005621.11	ENSGALG00000031589.2
OG0009481	ENSMUSG00000054200.7	ENSGALG00000026733.4
OG0009482	ENSMUSG00000026768.10	ENSGALG00000008747.7
OG0009483	ENSMUSG00000033684.14	ENSGALG00000003933.5
OG0009484	ENSMUSG00000050530.14	ENSGALG00000008764.6
OG0009485	ENSMUSG00000074480.4	ENSGALG00000014016.5
OG0009486	ENSMUSG00000024987.6	ENSGALG00000033695.3
OG0009487	ENSMUSG00000040359.14	ENSGALG00000015580.6
OG0009488	ENSMUSG00000060985.15	ENSGALG00000033634.2
OG0009489	ENSMUSG00000027985.14	ENSGALG00000031960.2
OG0009490	ENSMUSG00000032105.5	ENSGALG00000006779.6
OG0009491	ENSMUSG00000032489.17	ENSGALG00000005517.6
OG0009492	ENSMUSG00000055373.8	ENSGALG00000042116.3
OG0009493	ENSMUSG00000038463.8	ENSGALG00000002667.6
OG0009494	ENSMUSG00000032109.15	ENSGALG00000044053.2
OG0009495	ENSMUSG00000041477.14	ENSGALG00000050288.1
OG0009496	ENSMUSG00000050088.9	ENSGALG00000011193.2
OG0009497	ENSMUSG00000024098.6	ENSGALG00000052629.1
OG0009498	ENSMUSG00000027233.4	ENSGALG00000002167.6
OG0009499	ENSMUSG00000034889.8	ENSGALG00000024391.4
OG0009500	ENSMUSG00000028031.6	ENSGALG00000028041.3
OG0009501	ENSMUSG00000031825.16	ENSGALG00000032143.3
OG0009502	ENSMUSG00000022686.14	ENSGALG00000032526.2
OG0009503	ENSMUSG00000041247.8	ENSGALG00000008759.4
OG0009504	ENSMUSG00000030754.9	ENSGALG00000006015.7
OG0009505	ENSMUSG00000073733.4	ENSGALG00000046964.1
OG0009506	ENSMUSG00000063317.7	ENSGALG00000006286.6
OG0009507	ENSMUSG00000025608.9	ENSGALG00000006409.6
OG0009508	ENSMUSG00000029577.13	ENSGALG00000013851.6
OG0009509	ENSMUSG00000026708.16	ENSGALG00000038411.3
OG0009510	ENSMUSG00000048330.14	ENSGALG00000005971.7
OG0009511	ENSMUSG00000092094.5	ENSGALG00000009004.8
OG0009512	ENSMUSG00000043467.19	ENSGALG00000004597.5
OG0009514	ENSMUSG00000046295.13	ENSGALG00000051336.1
OG0009515	ENSMUSG00000026715.12	ENSGALG00000004591.7
OG0009516	ENSMUSG00000000276.11	ENSGALG00000003131.5
OG0009517	ENSMUSG00000015149.14	ENSGALG00000029761.2
OG0009518	ENSMUSG00000026942.13	ENSGALG00000042838.2
OG0009520	ENSMUSG00000033983.14	ENSGALG00000049473.1
OG0009521	ENSMUSG00000046480.6	ENSGALG00000007409.6
OG0009522	ENSMUSG00000018999.14	ENSGALG00000038187.2
OG0009523	ENSMUSG00000027350.8	ENSGALG00000046616.2
OG0009525	ENSMUSG00000000378.15	ENSGALG00000005612.6
OG0009526	ENSMUSG00000037722.8	ENSGALG00000012414.6
OG0009527	ENSMUSG00000071647.5	ENSGALG00000037549.2
OG0009528	ENSMUSG00000024732.7	ENSGALG00000036935.2
OG0009529	ENSMUSG00000032624.16	ENSGALG00000009915.6
OG0009530	ENSMUSG00000026753.5	ENSGALG00000001013.6
OG0009532	ENSMUSG00000037697.19	ENSGALG00000012426.6
OG0009533	ENSMUSG00000035498.10	ENSGALG00000040447.2
OG0009534	ENSMUSG00000025784.5	ENSGALG00000030969.2
OG0009535	ENSMUSG00000075227.6	ENSGALG00000053365.1
OG0009536	ENSMUSG00000055053.18	ENSGALG00000041643.3
OG0009537	ENSMUSG00000039543.16	ENSGALG00000002551.7
OG0009538	ENSMUSG00000025235.8	ENSGALG00000001798.7
OG0009539	ENSMUSG00000024493.9	ENSGALG00000007494.6
OG0009540	ENSMUSG00000021815.4	ENSGALG00000002597.7
OG0009541	ENSMUSG00000026725.17	ENSGALG00000004538.6
OG0009542	ENSMUSG00000025234.11	ENSGALG00000001901.6
OG0009543	ENSMUSG00000027674.16	ENSGALG00000043386.2
OG0009544	ENSMUSG00000015829.13	ENSGALG00000004526.7
OG0009546	ENSMUSG00000045613.9	ENSGALG00000012894.4
OG0009547	ENSMUSG00000056900.13	ENSGALG00000008909.6
OG0009550	ENSMUSG00000073856.11	ENSGALG00000028197.4
OG0009551	ENSMUSG00000071014.10	ENSGALG00000002033.6
OG0009552	ENSMUSG00000090247.7	ENSGALG00000047704.1
OG0009553	ENSMUSG00000002205.16	ENSGALG00000035029.2
OG0009554	ENSMUSG00000060950.12	ENSGALG00000011522.6
OG0009555	ENSMUSG00000038668.14	ENSGALG00000015729.7
OG0009556	ENSMUSG00000031130.3	ENSGALG00000006406.3
OG0009557	ENSMUSG00000040782.12	ENSGALG00000004500.6
OG0009558	ENSMUSG00000022676.7	ENSGALG00000030902.2
OG0009559	ENSMUSG00000000094.12	ENSGALG00000005285.6
OG0009560	ENSMUSG00000019178.17	ENSGALG00000001963.7
OG0009561	ENSMUSG00000032705.9	ENSGALG00000009456.6
OG0009562	ENSMUSG00000040389.15	ENSGALG00000002129.6
OG0009563	ENSMUSG00000057719.11	ENSGALG00000043904.2
OG0009564	ENSMUSG00000073574.4	ENSGALG00000045847.2
OG0009565	ENSMUSG00000022673.5	ENSGALG00000012915.6
OG0009569	ENSMUSG00000051934.5	ENSGALG00000033957.2
OG0009570	ENSMUSG00000022089.9	ENSGALG00000052825.1
OG0009571	ENSMUSG00000038009.7	ENSGALG00000049231.1
OG0009573	ENSMUSG00000037759.6	ENSGALG00000012396.5
OG0009574	ENSMUSG00000048833.9	ENSGALG00000009438.6
OG0009575	ENSMUSG00000023484.14	ENSGALG00000039571.2
OG0009576	ENSMUSG00000073007.10	ENSGALG00000007157.6
OG0009577	ENSMUSG00000071451.10	ENSGALG00000042232.2
OG0009578	ENSMUSG00000005374.13	ENSGALG00000031263.3
OG0009579	ENSMUSG00000022672.8	ENSGALG00000042469.3
OG0009580	ENSMUSG00000066438.6	ENSGALG00000009431.6
OG0009581	ENSMUSG00000005378.17	ENSGALG00000037510.2
OG0009582	ENSMUSG00000021282.17	ENSGALG00000011464.7
OG0009583	ENSMUSG00000027882.18	ENSGALG00000002001.7
OG0009584	ENSMUSG00000021133.9	ENSGALG00000009428.6
OG0009585	ENSMUSG00000021901.10	ENSGALG00000004366.6
OG0009586	ENSMUSG00000038170.15	ENSGALG00000052302.1
OG0009587	ENSMUSG00000022280.9	ENSGALG00000038772.3
