M_musculus.pep P_Mucros.pep
ENSMUSG00000026258.5 XP_015669215.1
ENSMUSG00000048546.8 XP_015669087.1
ENSMUSG00000044254.6 XP_015670518.1
ENSMUSG00000085933.3 XP_015670525.1
ENSMUSG00000054362.9 XP_029141447.1
ENSMUSG00000034919.2 XP_015679134.1
ENSMUSG00000034871.2 XP_015666343.2
ENSMUSG00000050947.9 XP_015671304.2
ENSMUSG00000057137.9 XP_015669921.1
ENSMUSG00000025185.14 XP_015671769.1
ENSMUSG00000040724.5 XP_015666875.1
ENSMUSG00000050854.9 XP_015666860.1
ENSMUSG00000019975.12 XP_015674928.1
ENSMUSG00000006389.13 XP_029139044.1
ENSMUSG00000025171.2 XP_015680005.1
ENSMUSG00000001313.12 XP_015669694.1
ENSMUSG00000033033.10 XP_015668280.1
ENSMUSG00000078588.10 XP_029139041.1
ENSMUSG00000033423.16 XP_015666833.2
ENSMUSG00000025027.18 XP_015674314.1
ENSMUSG00000046567.10 XP_015666452.1
ENSMUSG00000056912.12 XP_029138976.1
ENSMUSG00000047143.3 XP_015666354.1
ENSMUSG00000020132.10 XP_015667273.1
ENSMUSG00000020087.5 XP_015681134.1
ENSMUSG00000058297.16 XP_015683126.1
ENSMUSG00000028587.18 XP_029138960.1
ENSMUSG00000028597.11 XP_015666351.1
ENSMUSG00000073804.5 XP_015673006.1
ENSMUSG00000048377.7 XP_015673017.1
ENSMUSG00000036196.16 XP_029138959.1
ENSMUSG00000017400.10 XP_015687795.1
ENSMUSG00000028608.15 XP_015666374.1
ENSMUSG00000018168.8 XP_015687683.1
ENSMUSG00000048174.2 XP_015673292.2
ENSMUSG00000026443.3 XP_015687652.1
ENSMUSG00000038013.14 XP_015687759.1
ENSMUSG00000026447.16 XP_015687644.1
ENSMUSG00000030956.15 XP_015686191.1
ENSMUSG00000017607.9 XP_015687764.1
ENSMUSG00000030976.3 XP_015673175.1
ENSMUSG00000053111.13 XP_015673095.1
ENSMUSG00000020423.6 XP_015678644.1
ENSMUSG00000073043.5 XP_029139919.1
ENSMUSG00000022013.4 XP_015666569.1
ENSMUSG00000002250.16 XP_015687466.1
ENSMUSG00000022015.8 XP_015666566.1
ENSMUSG00000038677.14 XP_015687460.1
ENSMUSG00000022022.3 XP_015666565.1
ENSMUSG00000024210.3 XP_015671006.1
ENSMUSG00000023169.15 XP_015672391.1
ENSMUSG00000045608.7 XP_015672395.2
ENSMUSG00000019823.17 XP_015673216.1
ENSMUSG00000049604.3 XP_015665878.1
ENSMUSG00000014351.12 XP_029138876.1
ENSMUSG00000075486.10 XP_029143202.1
ENSMUSG00000046719.7 XP_015665958.1
ENSMUSG00000052759.7 XP_029140301.1
ENSMUSG00000022070.7 XP_029143201.1
ENSMUSG00000053253.16 XP_015687809.1
ENSMUSG00000047181.12 XP_015665900.1
ENSMUSG00000038994.6 XP_015673912.1
ENSMUSG00000048216.13 XP_015679383.1
ENSMUSG00000026818.5 XP_029142578.1
ENSMUSG00000017724.14 XP_015665952.1
ENSMUSG00000001493.9 XP_015665872.1
ENSMUSG00000001494.6 XP_015665871.1
ENSMUSG00000010841.13 XP_029138872.1
ENSMUSG00000048458.8 XP_015677124.1
ENSMUSG00000050350.8 XP_015676383.1
ENSMUSG00000041650.15 XP_015683451.1
ENSMUSG00000004473.10 XP_015665659.1
ENSMUSG00000030731.13 XP_015665696.1
ENSMUSG00000027845.15 XP_015684725.1
ENSMUSG00000038670.11 XP_015665629.1
ENSMUSG00000026049.11 XP_015678532.2
ENSMUSG00000046828.3 XP_015665643.1
ENSMUSG00000005687.14 XP_015667535.1
ENSMUSG00000038644.14 XP_015665662.1
ENSMUSG00000022610.10 XP_015670161.1
ENSMUSG00000003863.18 XP_015665668.1
ENSMUSG00000074121.3 XP_015665699.1
ENSMUSG00000073557.12 XP_015668004.1
ENSMUSG00000031451.6 XP_015681988.1
ENSMUSG00000031506.11 XP_015673789.1
ENSMUSG00000026429.9 XP_015673796.1
ENSMUSG00000027900.15 XP_015673792.1
ENSMUSG00000038010.9 XP_015675309.1
ENSMUSG00000041879.13 XP_015671072.1
ENSMUSG00000027610.17 XP_015669269.1
ENSMUSG00000063897.3 XP_015680948.1
ENSMUSG00000030301.17 XP_015683545.2
ENSMUSG00000062760.10 XP_015679028.1
ENSMUSG00000027843.13 XP_015675423.1
ENSMUSG00000058388.14 XP_015675421.1
ENSMUSG00000074625.10 XP_015680587.1
ENSMUSG00000018322.10 XP_015671847.1
ENSMUSG00000118554.1 XP_015683298.1
ENSMUSG00000030255.13 XP_015679907.1
ENSMUSG00000040187.15 XP_029142581.1
ENSMUSG00000047344.9 XP_015679397.1
ENSMUSG00000017969.13 XP_015675236.1
ENSMUSG00000039463.14 XP_015675237.1
ENSMUSG00000037358.6 XP_015670350.1
ENSMUSG00000000730.13 XP_029139776.1
ENSMUSG00000015647.9 XP_015681414.1
ENSMUSG00000042345.15 XP_015677410.1
ENSMUSG00000038932.13 XP_029141810.1
ENSMUSG00000027577.14 XP_015685230.1
ENSMUSG00000027584.17 XP_015683049.1
ENSMUSG00000022914.17 XP_015669293.1
ENSMUSG00000027583.13 XP_015679560.1
ENSMUSG00000029202.12 XP_015687443.1
ENSMUSG00000002489.16 XP_015674895.1
ENSMUSG00000091204.8 XP_029141517.1
ENSMUSG00000036377.19 XP_029142475.1
ENSMUSG00000034064.14 XP_029140299.1
ENSMUSG00000075122.5 XP_015673194.1
ENSMUSG00000052013.15 XP_015674479.1
ENSMUSG00000070044.15 XP_015687260.1
ENSMUSG00000033149.17 XP_029140973.1
ENSMUSG00000050914.16 XP_015687275.1
ENSMUSG00000047171.8 XP_015687262.1
ENSMUSG00000075033.4 XP_015668685.1
ENSMUSG00000040848.11 XP_015671507.1
ENSMUSG00000005131.4 XP_015668501.1
ENSMUSG00000014907.10 XP_015682552.1
ENSMUSG00000047293.7 XP_015670339.1
ENSMUSG00000061175.12 XP_029139643.1
ENSMUSG00000022705.5 XP_029140145.1
ENSMUSG00000056306.5 XP_015671675.1
ENSMUSG00000029660.10 XP_015670732.1
ENSMUSG00000029659.16 XP_015670713.1
ENSMUSG00000042817.15 XP_015671139.1
ENSMUSG00000037211.12 XP_015666970.1
ENSMUSG00000037225.13 XP_015666749.1
ENSMUSG00000021974.15 XP_015670365.1
ENSMUSG00000027715.9 XP_015681429.1
ENSMUSG00000025898.6 XP_015682251.1
ENSMUSG00000044162.12 XP_015681831.2
ENSMUSG00000023057.5 XP_015674071.1
ENSMUSG00000070323.11 XP_015670206.1
ENSMUSG00000027967.8 XP_015670579.2
ENSMUSG00000032009.8 XP_015680020.1
ENSMUSG00000046441.5 XP_015683163.2
ENSMUSG00000029484.12 XP_015687846.1
ENSMUSG00000039405.7 XP_015684511.1
ENSMUSG00000070697.4 XP_015679319.1
ENSMUSG00000030643.14 XP_015682675.1
ENSMUSG00000035528.4 XP_015683083.2
ENSMUSG00000074651.3 XP_029139132.1
ENSMUSG00000015536.14 XP_015670667.1
ENSMUSG00000074715.3 XP_015672606.1
ENSMUSG00000022151.16 XP_015675575.1
ENSMUSG00000021696.9 XP_015680574.1
ENSMUSG00000021624.9 XP_015667687.2
ENSMUSG00000045312.12 XP_015668184.1
ENSMUSG00000021686.6 XP_029139309.1
ENSMUSG00000012422.14 XP_015665436.1
ENSMUSG00000021590.7 XP_015687421.1
ENSMUSG00000003824.12 XP_015668754.1
ENSMUSG00000019362.8 XP_015669437.1
ENSMUSG00000005994.14 XP_015672304.1
ENSMUSG00000048706.3 XP_015672306.1
ENSMUSG00000062248.5 XP_015678495.1
ENSMUSG00000038843.18 XP_015669960.1
ENSMUSG00000064202.15 XP_015676109.1
ENSMUSG00000028397.13 XP_015683987.1
ENSMUSG00000043753.2 XP_015680027.2
ENSMUSG00000027166.14 XP_015678417.1
ENSMUSG00000006724.12 XP_015676154.1
ENSMUSG00000078429.9 XP_015675954.1
ENSMUSG00000033454.6 XP_015668813.1
ENSMUSG00000021057.15 XP_029139442.1
ENSMUSG00000021298.8 XP_015687025.1
ENSMUSG00000031066.10 XP_015681353.1
ENSMUSG00000026126.15 XP_015680051.2
ENSMUSG00000031166.13 XP_015685056.1
ENSMUSG00000001661.5 XP_015673758.1
ENSMUSG00000047014.7 XP_029142176.1
ENSMUSG00000001655.6 XP_015673765.1
ENSMUSG00000021185.16 XP_015682139.1
ENSMUSG00000023052.8 XP_029143205.1
ENSMUSG00000021886.7 XP_015675617.1
ENSMUSG00000005824.7 XP_029140089.1
ENSMUSG00000044279.15 XP_015678221.1
ENSMUSG00000002658.9 XP_029142305.1
ENSMUSG00000012889.8 XP_015682964.1
ENSMUSG00000072919.4 XP_029139298.1
ENSMUSG00000021254.9 XP_029139624.1
ENSMUSG00000021253.7 XP_015669722.1
ENSMUSG00000042320.17 XP_029141144.1
ENSMUSG00000033751.5 XP_015668773.1
ENSMUSG00000001911.16 XP_015668774.1
ENSMUSG00000071235.12 XP_015674867.1
ENSMUSG00000039632.13 XP_015668783.1
ENSMUSG00000051238.6 XP_015668796.1
ENSMUSG00000040563.13 XP_029139440.1
ENSMUSG00000032193.9 XP_015671074.1
ENSMUSG00000045930.3 XP_029141782.1
ENSMUSG00000004567.16 XP_015671076.1
ENSMUSG00000020950.10 XP_015671636.1
ENSMUSG00000035047.9 XP_015676125.1
ENSMUSG00000096472.2 XP_015676126.1
ENSMUSG00000048429.10 XP_015679779.1
ENSMUSG00000040627.14 XP_015672522.2
ENSMUSG00000036632.9 XP_015683050.1
ENSMUSG00000021483.8 XP_015670437.1
ENSMUSG00000031161.15 XP_015670435.1
ENSMUSG00000019088.13 XP_015670611.1
ENSMUSG00000090843.2 XP_015674437.2
ENSMUSG00000002010.17 XP_015670591.1
ENSMUSG00000027284.16 XP_029141455.1
ENSMUSG00000002014.12 XP_015667738.1
ENSMUSG00000002006.12 XP_015667753.1
ENSMUSG00000031391.18 XP_029139231.1
ENSMUSG00000033902.12 XP_015671415.1
ENSMUSG00000001964.14 XP_015667723.2
ENSMUSG00000040495.4 XP_015672709.1
ENSMUSG00000031143.4 XP_015667722.1
ENSMUSG00000075040.9 XP_015679612.2
ENSMUSG00000025257.5 XP_015667719.1
ENSMUSG00000041115.16 XP_015667695.1
ENSMUSG00000056158.14 XP_015672981.1
ENSMUSG00000068735.14 XP_015687202.1
ENSMUSG00000043144.6 XP_015673653.1
ENSMUSG00000027221.5 XP_015680342.1
ENSMUSG00000049922.8 XP_015674931.1
ENSMUSG00000000532.11 XP_029140698.1
ENSMUSG00000044005.13 XP_015675379.2
ENSMUSG00000051346.9 XP_015675369.1
ENSMUSG00000075012.4 XP_015679788.1
ENSMUSG00000092118.1 XP_015666060.1
ENSMUSG00000030498.15 XP_015677632.1
ENSMUSG00000042604.5 XP_015675501.1
ENSMUSG00000045106.12 XP_015685673.1
ENSMUSG00000059213.7 XP_029141285.1
ENSMUSG00000068373.15 XP_029142958.1
ENSMUSG00000030787.4 XP_015676685.1
ENSMUSG00000031016.9 XP_015678145.1
ENSMUSG00000007279.14 XP_029141468.1
ENSMUSG00000031021.13 XP_029142456.1
ENSMUSG00000031022.15 XP_015683673.1
ENSMUSG00000044617.8 XP_015677948.1
ENSMUSG00000096146.2 XP_015684471.1
ENSMUSG00000030838.19 XP_015682421.1
ENSMUSG00000009487.10 XP_015680862.1
ENSMUSG00000037185.9 XP_029142905.1
ENSMUSG00000041629.7 XP_015666580.1
ENSMUSG00000041598.7 XP_015666582.1
ENSMUSG00000014402.15 XP_015675102.1
ENSMUSG00000010021.13 XP_029139818.1
ENSMUSG00000034677.9 XP_029139825.1
ENSMUSG00000030854.17 XP_029140635.1
ENSMUSG00000025314.16 XP_015678171.2
ENSMUSG00000037606.18 XP_015682487.1
ENSMUSG00000013483.14 XP_029140260.1
ENSMUSG00000045777.14 XP_015675181.1
ENSMUSG00000053113.3 XP_015674379.1
ENSMUSG00000017716.15 XP_015674381.1
ENSMUSG00000025505.16 XP_015667372.1
ENSMUSG00000019464.6 XP_015677873.1
ENSMUSG00000024913.16 XP_029139596.1
ENSMUSG00000038146.8 XP_015686080.1
ENSMUSG00000054065.12 XP_015675549.1
ENSMUSG00000056267.14 XP_015674628.1
ENSMUSG00000049502.17 XP_015674624.1
ENSMUSG00000046490.7 XP_015685092.1
ENSMUSG00000022808.5 XP_015674618.1
ENSMUSG00000022817.15 XP_029141739.1
ENSMUSG00000048329.7 XP_015670683.1
ENSMUSG00000018217.12 XP_029141566.1
ENSMUSG00000026380.10 XP_015673127.1
ENSMUSG00000006538.12 XP_015675982.1
ENSMUSG00000026176.13 XP_015675957.1
ENSMUSG00000064272.3 XP_015675978.1
ENSMUSG00000037916.14 XP_015675210.1
ENSMUSG00000079415.2 XP_015680501.1
ENSMUSG00000086598.9 XP_029141735.1
ENSMUSG00000020773.11 XP_015674603.1
ENSMUSG00000034341.17 XP_015674614.1
ENSMUSG00000090258.7 XP_015679922.1
ENSMUSG00000052609.9 XP_029141609.1
ENSMUSG00000018925.3 XP_029139126.1
ENSMUSG00000026201.12 XP_015672181.1
ENSMUSG00000051510.13 XP_015679125.1
ENSMUSG00000025138.14 XP_015679128.1
ENSMUSG00000049744.15 XP_015669699.1
ENSMUSG00000046589.7 XP_015675600.1
ENSMUSG00000069910.2 XP_015669598.2
ENSMUSG00000033871.14 XP_029140148.1
ENSMUSG00000062209.15 XP_015686521.1
ENSMUSG00000045648.15 XP_015686504.1
ENSMUSG00000029136.9 XP_015672130.1
ENSMUSG00000052139.18 XP_015672131.1
ENSMUSG00000036452.18 XP_029142939.1
ENSMUSG00000038305.15 XP_015676289.1
ENSMUSG00000000782.16 XP_029141594.1
ENSMUSG00000026035.15 XP_015676286.1
ENSMUSG00000045954.7 XP_015673417.1
ENSMUSG00000001119.7 XP_015681026.1
ENSMUSG00000024613.16 XP_015682191.1
ENSMUSG00000049800.13 XP_015667754.1
ENSMUSG00000027357.16 XP_015682212.1
ENSMUSG00000050087.3 XP_029141985.1
ENSMUSG00000020362.13 XP_015669608.1
ENSMUSG00000071862.3 XP_015674178.1
ENSMUSG00000023972.10 XP_015666762.1
ENSMUSG00000031478.16 XP_015674154.1
ENSMUSG00000023971.9 XP_015681144.1
ENSMUSG00000023973.13 XP_015682048.1
ENSMUSG00000021488.8 XP_029141733.1
ENSMUSG00000027358.6 XP_015669035.1
ENSMUSG00000021490.11 XP_015675888.1
ENSMUSG00000034300.17 XP_015673371.1
ENSMUSG00000031504.6 XP_015667809.1
ENSMUSG00000039461.12 XP_015672803.1
ENSMUSG00000046168.9 XP_015667842.1
ENSMUSG00000020640.10 XP_015667801.1
ENSMUSG00000057969.15 XP_029140854.1
ENSMUSG00000020627.10 XP_015678044.1
ENSMUSG00000036091.8 XP_015672862.1
ENSMUSG00000020257.13 XP_015679513.1
ENSMUSG00000020253.15 XP_015679510.1
ENSMUSG00000053716.9 XP_015671336.1
ENSMUSG00000020638.8 XP_015682940.1
ENSMUSG00000037660.5 XP_029140878.1
ENSMUSG00000030314.16 XP_029140134.1
ENSMUSG00000030317.8 XP_015684688.1
ENSMUSG00000000439.9 XP_015680349.1
ENSMUSG00000030055.16 XP_015678447.1
ENSMUSG00000015970.19 XP_015671687.1
ENSMUSG00000026147.16 XP_029141786.1
ENSMUSG00000040478.14 XP_015675652.1
ENSMUSG00000028277.13 XP_015681003.1
ENSMUSG00000044288.6 XP_015679711.1
ENSMUSG00000028264.16 XP_015679710.1
ENSMUSG00000019789.9 XP_015673560.1
ENSMUSG00000043429.7 XP_015674899.1
ENSMUSG00000038583.13 XP_015684618.1
ENSMUSG00000002332.16 XP_015678208.1
ENSMUSG00000056643.5 XP_015676603.1
ENSMUSG00000038240.13 XP_015672385.1
ENSMUSG00000030098.15 XP_029140989.1
ENSMUSG00000034063.8 XP_029140341.1
ENSMUSG00000030101.15 XP_015681129.1
ENSMUSG00000056880.12 XP_015667906.1
ENSMUSG00000072872.3 XP_015673804.1
ENSMUSG00000044086.8 XP_015687248.1
ENSMUSG00000060579.13 XP_015670272.1
ENSMUSG00000049511.5 XP_015677219.1
ENSMUSG00000040365.14 XP_015673895.1
ENSMUSG00000015290.15 XP_015670583.1
ENSMUSG00000032806.13 XP_015670605.2
ENSMUSG00000037243.17 XP_029141064.1
ENSMUSG00000034245.10 XP_015677473.1
ENSMUSG00000013646.17 XP_015677472.1
ENSMUSG00000078442.3 XP_015681422.1
ENSMUSG00000025265.14 XP_015677614.1
ENSMUSG00000025264.12 XP_015677613.1
ENSMUSG00000025269.16 XP_015670449.1
ENSMUSG00000025270.13 XP_015670432.1
ENSMUSG00000031145.15 XP_015670433.1
ENSMUSG00000051169.14 XP_015681926.1
ENSMUSG00000030281.16 XP_029140683.1
ENSMUSG00000045009.9 XP_029142792.1
ENSMUSG00000050994.20 XP_015681369.1
ENSMUSG00000047712.8 XP_015671406.1
ENSMUSG00000023826.16 XP_015679882.2
ENSMUSG00000023827.8 XP_015679880.1
ENSMUSG00000023828.3 XP_015676614.2
ENSMUSG00000073460.5 XP_029142183.1
ENSMUSG00000034265.8 XP_015676697.1
ENSMUSG00000091530.2 XP_015678635.1
ENSMUSG00000023800.15 XP_029141342.1
ENSMUSG00000046916.9 XP_029141037.1
ENSMUSG00000055214.15 XP_015680290.1
ENSMUSG00000031853.5 XP_015676098.1
ENSMUSG00000031971.15 XP_015679883.1
ENSMUSG00000050751.14 XP_015680396.1
ENSMUSG00000014771.13 XP_015674529.1
ENSMUSG00000023886.10 XP_015677941.1
ENSMUSG00000048826.7 XP_015673762.1
ENSMUSG00000023938.8 XP_015679402.1
ENSMUSG00000044477.12 XP_015678993.1
ENSMUSG00000023952.13 XP_015673575.1
ENSMUSG00000023953.9 XP_015673515.1
ENSMUSG00000071074.9 XP_015673547.1
ENSMUSG00000071073.5 XP_015673586.1
ENSMUSG00000047428.14 XP_029140426.1
ENSMUSG00000024072.9 XP_015671469.1
ENSMUSG00000024070.15 XP_015671990.1
ENSMUSG00000036430.8 XP_015670258.1
ENSMUSG00000037624.15 XP_015673509.1
ENSMUSG00000047539.9 XP_015675845.1
ENSMUSG00000039770.6 XP_015676434.1
ENSMUSG00000053963.7 XP_015675672.1
ENSMUSG00000047369.17 XP_029142589.1
ENSMUSG00000038733.14 XP_029141162.1
ENSMUSG00000034998.18 XP_015674463.1
ENSMUSG00000020461.10 XP_015686911.1
ENSMUSG00000032673.5 XP_015686932.1
ENSMUSG00000064090.14 XP_029143023.1
ENSMUSG00000040919.13 XP_029139517.1
ENSMUSG00000064363.1 YP_008081109.1
ENSMUSG00000064358.1 YP_008081106.1
ENSMUSG00000064370.1 YP_008081112.1
ENSMUSG00000051373.5 XP_015680805.1
ENSMUSG00000053129.5 XP_015671141.1
ENSMUSG00000021506.7 XP_015670414.1
ENSMUSG00000005705.10 XP_015667677.1
ENSMUSG00000027937.15 XP_029139450.1
ENSMUSG00000027935.14 XP_015668869.1
ENSMUSG00000046280.9 XP_029139449.1
ENSMUSG00000029047.13 XP_015678541.1
ENSMUSG00000043648.7 XP_015673313.1
ENSMUSG00000029054.8 XP_015675085.1
ENSMUSG00000087687.3 XP_015680995.1
ENSMUSG00000028563.16 XP_029139887.1
ENSMUSG00000040447.15 XP_015686813.1
ENSMUSG00000032403.8 XP_029139149.1
ENSMUSG00000057778.14 XP_015676553.1
ENSMUSG00000031828.9 XP_015666078.1
ENSMUSG00000003131.7 XP_015668392.1
ENSMUSG00000037347.7 XP_015667757.1
ENSMUSG00000073568.2 XP_015677625.1
ENSMUSG00000050908.12 XP_015667470.2
ENSMUSG00000033475.15 XP_015678653.1
ENSMUSG00000031257.14 XP_015676081.1
ENSMUSG00000037296.7 XP_015680238.1
ENSMUSG00000042790.16 XP_029139343.1
ENSMUSG00000056708.5 XP_015668603.1
ENSMUSG00000041161.8 XP_015675872.1
ENSMUSG00000072082.7 XP_015682435.1
ENSMUSG00000032398.7 XP_015667376.1
ENSMUSG00000071489.1 XP_029140307.1
ENSMUSG00000005917.15 XP_015667894.1
ENSMUSG00000031253.15 XP_029140794.1
ENSMUSG00000048148.18 XP_015665402.1
ENSMUSG00000043621.13 XP_015675875.2
ENSMUSG00000026922.13 XP_015680083.1
ENSMUSG00000090121.10 XP_015678066.1
ENSMUSG00000034854.8 XP_015665418.1
ENSMUSG00000034881.8 XP_015665553.2
ENSMUSG00000078786.9 XP_015669382.1
ENSMUSG00000015083.11 XP_015687143.1
ENSMUSG00000028351.5 XP_015669462.1
ENSMUSG00000036587.13 XP_015682097.1
ENSMUSG00000026890.19 XP_015679827.1
ENSMUSG00000048562.7 XP_015666300.1
ENSMUSG00000034958.11 XP_029141763.1
ENSMUSG00000026887.9 XP_015679845.2
ENSMUSG00000051323.16 XP_015676075.2
ENSMUSG00000009075.2 XP_015672953.1
ENSMUSG00000050147.9 XP_015665530.2
ENSMUSG00000032204.13 XP_015666532.1
ENSMUSG00000047777.9 XP_015668253.1
ENSMUSG00000022103.10 XP_015666602.1
ENSMUSG00000098188.1 XP_015671966.1
ENSMUSG00000040010.10 XP_015677498.1
ENSMUSG00000028348.7 XP_015677176.1
ENSMUSG00000008601.12 XP_015675340.1
ENSMUSG00000005804.14 XP_015685491.1
ENSMUSG00000049551.2 XP_029139336.1
ENSMUSG00000028940.2 XP_015668215.1
ENSMUSG00000021721.5 XP_015668132.1
ENSMUSG00000048756.11 XP_015676797.1
ENSMUSG00000023947.8 XP_015680797.1
ENSMUSG00000078201.5 XP_015687131.1
ENSMUSG00000032062.2 XP_029139290.1
ENSMUSG00000032436.17 XP_015667917.1
ENSMUSG00000007950.9 XP_015682223.1
ENSMUSG00000034880.7 XP_015665544.1
ENSMUSG00000036151.15 XP_029139468.1
ENSMUSG00000030612.6 XP_029142890.1
ENSMUSG00000020477.10 XP_015666608.1
ENSMUSG00000042804.13 XP_015668212.1
ENSMUSG00000045917.17 XP_015678815.1
ENSMUSG00000047591.5 XP_015683890.1
ENSMUSG00000029386.15 XP_015669126.1
ENSMUSG00000019579.13 XP_015681903.1
ENSMUSG00000078653.4 XP_015669693.1
ENSMUSG00000007610.15 XP_015665410.1
ENSMUSG00000025340.14 XP_015671047.1
ENSMUSG00000041396.13 XP_029143146.1
ENSMUSG00000025754.11 XP_015667649.1
ENSMUSG00000074211.4 XP_015676514.1
ENSMUSG00000043664.7 XP_015666180.1
ENSMUSG00000034845.6 XP_015665482.1
ENSMUSG00000046854.16 XP_015683783.1
ENSMUSG00000036805.13 XP_015681611.1
ENSMUSG00000020396.8 XP_029140267.1
ENSMUSG00000026932.14 XP_029141595.1
ENSMUSG00000087679.2 XP_015679839.1
ENSMUSG00000031734.13 XP_015683140.1
ENSMUSG00000027398.13 XP_029139011.1
ENSMUSG00000066233.6 XP_015678854.1
ENSMUSG00000075307.3 XP_015682808.1
ENSMUSG00000036850.4 XP_015683517.1
ENSMUSG00000027397.14 XP_015666640.1
ENSMUSG00000018604.18 XP_015682554.1
ENSMUSG00000033730.4 XP_015673466.1
ENSMUSG00000039016.5 XP_015668064.1
ENSMUSG00000041961.14 XP_015671264.2
ENSMUSG00000026586.16 XP_015687514.1
ENSMUSG00000022613.8 XP_015682015.1
ENSMUSG00000046275.2 XP_015683874.1
ENSMUSG00000018287.12 XP_015668646.1
ENSMUSG00000020484.19 XP_015671262.2
ENSMUSG00000026928.14 XP_029140916.1
ENSMUSG00000029003.11 XP_015678857.1
ENSMUSG00000020482.4 XP_015671296.1
ENSMUSG00000039715.8 XP_015683766.1
ENSMUSG00000004891.16 XP_029142601.1
ENSMUSG00000031841.19 XP_015665943.1
ENSMUSG00000028394.9 XP_015687155.2
ENSMUSG00000030546.14 XP_029139850.1
ENSMUSG00000074064.6 XP_015665966.1
ENSMUSG00000044468.14 XP_015669556.1
ENSMUSG00000025739.13 XP_015673743.1
ENSMUSG00000059327.9 XP_015666253.1
ENSMUSG00000071719.2 XP_029138938.1
ENSMUSG00000051669.6 XP_029141661.1
ENSMUSG00000041168.10 XP_029138800.1
ENSMUSG00000018509.8 XP_015684185.1
ENSMUSG00000020697.16 XP_029140289.1
ENSMUSG00000015337.5 XP_015684177.1
ENSMUSG00000037787.14 XP_015668722.1
ENSMUSG00000024112.16 XP_029140312.1
ENSMUSG00000039481.5 XP_015680695.1
ENSMUSG00000078713.8 XP_015686673.1
ENSMUSG00000031883.13 XP_015673053.1
ENSMUSG00000006412.10 XP_015678487.1
ENSMUSG00000028318.14 XP_015675717.1
ENSMUSG00000034910.5 XP_015666478.1
ENSMUSG00000054723.6 XP_015665406.2
ENSMUSG00000029048.3 XP_015678543.1
ENSMUSG00000031880.7 XP_015673079.1
ENSMUSG00000020807.15 XP_029139770.1
ENSMUSG00000046546.3 XP_015676211.1
ENSMUSG00000030001.4 XP_015666592.1
ENSMUSG00000029999.14 XP_015666595.1
ENSMUSG00000021448.8 XP_029141302.1
ENSMUSG00000002949.15 XP_029142188.1
ENSMUSG00000048644.8 XP_015685929.2
ENSMUSG00000068749.9 XP_015687138.1
ENSMUSG00000075302.10 XP_015667356.1
ENSMUSG00000030606.8 XP_015684071.1
ENSMUSG00000070576.4 XP_015671258.1
ENSMUSG00000032298.13 XP_015685779.1
ENSMUSG00000021983.16 XP_015672525.2
ENSMUSG00000066152.11 XP_015683873.2
ENSMUSG00000032299.10 XP_015685835.1
ENSMUSG00000006423.15 XP_015684379.1
ENSMUSG00000028589.2 XP_015675865.1
ENSMUSG00000034384.11 XP_015675049.1
ENSMUSG00000020682.17 XP_029140500.1
ENSMUSG00000063808.14 XP_029141013.1
ENSMUSG00000027160.16 XP_015670866.1
ENSMUSG00000026857.9 XP_015678152.1
ENSMUSG00000058153.15 XP_015671255.1
ENSMUSG00000024517.17 XP_015682482.1
ENSMUSG00000064225.6 XP_015677362.1
ENSMUSG00000020787.14 XP_015676373.1
ENSMUSG00000020783.14 XP_015670317.1
ENSMUSG00000020310.9 XP_015684424.1
ENSMUSG00000047260.4 XP_015681986.1
ENSMUSG00000016239.11 XP_029141239.1
ENSMUSG00000040158.12 XP_015681985.1
ENSMUSG00000005949.9 XP_015681984.1
ENSMUSG00000035594.10 XP_029142895.1
ENSMUSG00000024906.10 XP_029142057.1
ENSMUSG00000024910.5 XP_029142059.1
ENSMUSG00000058669.7 XP_015672986.1
ENSMUSG00000018543.8 XP_015670256.1
ENSMUSG00000021276.10 XP_015682864.1
ENSMUSG00000024526.9 XP_015679661.1
ENSMUSG00000021997.4 XP_029140466.1
ENSMUSG00000021127.7 XP_015669578.1
ENSMUSG00000020774.9 XP_015681784.1
ENSMUSG00000039183.6 XP_015678472.1
ENSMUSG00000024525.7 XP_015679662.1
ENSMUSG00000074622.4 XP_015675619.1
ENSMUSG00000062939.11 XP_015673414.1
ENSMUSG00000027932.14 XP_015668830.1
ENSMUSG00000043391.10 XP_015669646.1
ENSMUSG00000002504.15 XP_015687217.1
ENSMUSG00000049691.8 XP_029141416.1
ENSMUSG00000023274.14 XP_029139586.1
ENSMUSG00000020282.18 XP_015667475.1
ENSMUSG00000026117.10 XP_015665428.1
ENSMUSG00000050592.8 XP_015680806.1
ENSMUSG00000037206.15 XP_015685855.1
ENSMUSG00000051506.17 XP_029141337.1
ENSMUSG00000024038.17 XP_015681668.1
ENSMUSG00000063506.14 XP_015678621.1
ENSMUSG00000030125.11 XP_015669547.1
ENSMUSG00000045903.9 XP_015687220.1
ENSMUSG00000072980.3 XP_015680916.1
ENSMUSG00000044165.12 XP_015684704.1
ENSMUSG00000050240.16 XP_015678054.1
ENSMUSG00000068129.5 XP_015669317.1
ENSMUSG00000053166.14 XP_015680954.1
ENSMUSG00000021678.9 XP_015678198.1
ENSMUSG00000028878.11 XP_015671451.1
ENSMUSG00000020325.10 XP_015666189.1
ENSMUSG00000020323.14 XP_029138923.1
