Orthogroup	M_musculus.pep	N_naja.pep
OG0009022	ENSMUSG00000050390.12	Nana29828-RA
OG0009023	ENSMUSG00000049411.15	Nana16196-RA
OG0009024	ENSMUSG00000032487.8	Nana15087-RA
OG0009025	ENSMUSG00000040957.15	Nana16194-RA
OG0009026	ENSMUSG00000025076.11	Nana19706-RA
OG0009027	ENSMUSG00000027376.15	Nana28104-RA
OG0009028	ENSMUSG00000060402.8	Nana31062-RA
OG0009029	ENSMUSG00000006007.14	Nana15088-RA
OG0009030	ENSMUSG00000063931.14	Nana31072-RA
OG0009031	ENSMUSG00000051890.13	Nana05954-RA
OG0009032	ENSMUSG00000049134.15	Nana19707-RA
OG0009033	ENSMUSG00000030512.13	Nana33374-RA
OG0009034	ENSMUSG00000032014.6	Nana28806-RA
OG0009035	ENSMUSG00000024294.14	Nana16174-RA
OG0009036	ENSMUSG00000006005.18	Nana15090-RA
OG0009037	ENSMUSG00000075701.9	Nana33375-RA
OG0009038	ENSMUSG00000029469.14	Nana34830-RA
OG0009039	ENSMUSG00000045744.11	Nana33824-RC
OG0009040	ENSMUSG00000025075.14	Nana19708-RA
OG0009041	ENSMUSG00000034308.13	Nana31621-RA
OG0009042	ENSMUSG00000037552.17	Nana30870-RA
OG0009043	ENSMUSG00000042942.18	Nana16170-RA
OG0009044	ENSMUSG00000031827.13	Nana31653-RA
OG0009045	ENSMUSG00000031549.16	Nana28192-RA, Nana28191-RA
OG0009046	ENSMUSG00000011263.16	Nana30915-RA
OG0009047	ENSMUSG00000056313.5	Nana28194-RA
OG0009048	ENSMUSG00000036962.12	Nana03717-RA
OG0009049	ENSMUSG00000066842.18	Nana15097-RA
OG0009050	ENSMUSG00000050777.7	Nana03715-RA
OG0009051	ENSMUSG00000022553.16	Nana17217-RA
OG0009052	ENSMUSG00000039137.18	Nana36697-RA
OG0009053	ENSMUSG00000023967.9	Nana01396-RA
OG0009054	ENSMUSG00000027314.6	Nana05063-RA
OG0009055	ENSMUSG00000039158.11	Nana36700-RA
OG0009056	ENSMUSG00000034216.12	Nana05065-RA
OG0009057	ENSMUSG00000026971.15	Nana03521-RA
OG0009058	ENSMUSG00000026389.16	Nana03712-RA
OG0009059	ENSMUSG00000027315.13	Nana05068-RA
OG0009060	ENSMUSG00000023336.6	Nana31651-RA
OG0009061	ENSMUSG00000023150.14	Nana15101-RA
OG0009062	ENSMUSG00000045246.11	Nana31649-RA
OG0009063	ENSMUSG00000037287.15	Nana28783-RE
OG0009064	ENSMUSG00000071724.5	Nana17222-RA, Nana17222-RB, Nana17222-RC, Nana17222-RE, Nana17222-RD
OG0009065	ENSMUSG00000052748.14	Nana15102-RA, Nana15102-RB
OG0009066	ENSMUSG00000037705.13	Nana28779-RA
OG0009067	ENSMUSG00000015950.13	Nana00435-RA
OG0009068	ENSMUSG00000038060.15	Nana21169-RA
OG0009069	ENSMUSG00000047879.17	Nana16162-RA
OG0009070	ENSMUSG00000035835.14	Nana06108-RA
OG0009071	ENSMUSG00000026484.13	Nana15104-RA
OG0009072	ENSMUSG00000024979.13	Nana19719-RA
OG0009073	ENSMUSG00000032898.9	Nana35088-RA
OG0009074	ENSMUSG00000046814.3	Nana05071-RA
OG0009075	ENSMUSG00000029361.18	Nana35091-RA
OG0009076	ENSMUSG00000036103.9	Nana16160-RA
OG0009077	ENSMUSG00000070730.11	Nana05073-RA
OG0009078	ENSMUSG00000043019.12	Nana15107-RB
OG0009079	ENSMUSG00000021987.9	Nana25131-RA
OG0009080	ENSMUSG00000025747.12	Nana16157-RA
OG0009081	ENSMUSG00000032021.14	Nana28760-RA
OG0009082	ENSMUSG00000019873.8	Nana19122-RA
OG0009083	ENSMUSG00000027326.13	Nana05076-RA
OG0009084	ENSMUSG00000054360.4	Nana28754-RA
OG0009085	ENSMUSG00000044461.6	Nana25127-RA
OG0009086	ENSMUSG00000029364.15	Nana35117-RA
OG0009087	ENSMUSG00000066894.14	Nana34668-RA, Nana35118-RA
OG0009088	ENSMUSG00000051185.9	Nana12022-RA
OG0009089	ENSMUSG00000040693.7	Nana12018-RA
OG0009090	ENSMUSG00000032869.15	Nana13280-RA
OG0009091	ENSMUSG00000018076.12	Nana35066-RC
OG0009092	ENSMUSG00000040111.17	Nana28739-RA
OG0009093	ENSMUSG00000044364.5	Nana13279-RA
OG0009094	ENSMUSG00000024256.7	Nana16152-RA
OG0009095	ENSMUSG00000038628.8	Nana34629-RA
OG0009096	ENSMUSG00000040007.8	Nana05080-RA
OG0009097	ENSMUSG00000028634.17	Nana30260-RA
OG0009098	ENSMUSG00000025280.8	Nana18987-RC
OG0009099	ENSMUSG00000055660.9	Nana16141-RA
OG0009100	ENSMUSG00000052135.8	Nana30275-RA
OG0009101	ENSMUSG00000037855.15	Nana18905-RA
OG0009102	ENSMUSG00000043241.14	Nana29206-RA
OG0009103	ENSMUSG00000024056.10	Nana16140-RA
OG0009104	ENSMUSG00000052581.13	Nana28374-RA
OG0009105	ENSMUSG00000037846.18	Nana18906-RA
OG0009106	ENSMUSG00000027331.15	Nana05084-RA
OG0009107	ENSMUSG00000054966.13	Nana29097-RA
OG0009108	ENSMUSG00000029641.8	Nana25102-RA
OG0009109	ENSMUSG00000040648.14	Nana12012-RA
OG0009110	ENSMUSG00000019947.10	Nana18825-RB
OG0009111	ENSMUSG00000016520.7	Nana25094-RA
OG0009112	ENSMUSG00000026895.7	Nana36779-RA
OG0009113	ENSMUSG00000026974.11	Nana36954-RA
OG0009114	ENSMUSG00000044768.16	Nana12011-RA
OG0009115	ENSMUSG00000045201.6	Nana21996-RA
OG0009116	ENSMUSG00000029644.7	Nana25083-RA
OG0009117	ENSMUSG00000020312.12	Nana38804-RA
OG0009118	ENSMUSG00000021786.13	Nana21985-RA
OG0009119	ENSMUSG00000042751.14	Nana15122-RA
OG0009121	ENSMUSG00000021785.8	Nana21984-RA
OG0009122	ENSMUSG00000030842.12	Nana25576-RA
OG0009123	ENSMUSG00000040061.17	Nana05093-RA
OG0009124	ENSMUSG00000027465.13	Nana13272-RA
OG0009126	ENSMUSG00000048915.12	Nana11990-RA
OG0009127	ENSMUSG00000045994.17	Nana28719-RA
OG0009128	ENSMUSG00000074923.10	Nana05096-RA
OG0009129	ENSMUSG00000032680.11	Nana13264-RA
OG0009130	ENSMUSG00000024085.13	Nana11974-RA
OG0009131	ENSMUSG00000026478.14	Nana15126-RA
OG0009132	ENSMUSG00000024044.19	Nana16125-RA
OG0009133	ENSMUSG00000045691.14	Nana39498-RA, Nana39498-RB
OG0009134	ENSMUSG00000006641.12	Nana00683-RA
OG0009135	ENSMUSG00000035443.10	Nana28716-RA
OG0009136	ENSMUSG00000026437.11	Nana14133-RA
OG0009137	ENSMUSG00000024259.9	Nana11972-RA
OG0009138	ENSMUSG00000038299.16	Nana11970-RB
OG0009139	ENSMUSG00000037600.16	Nana30128-RA
OG0009140	ENSMUSG00000040093.16	Nana05100-RA
OG0009141	ENSMUSG00000031988.10	Nana28715-RB
OG0009142	ENSMUSG00000042699.11	Nana15130-RA
OG0009143	ENSMUSG00000003279.17	Nana16130-RA
OG0009144	ENSMUSG00000059149.17	Nana14132-RA
OG0009145	ENSMUSG00000042684.8	Nana15131-RA
OG0009147	ENSMUSG00000040133.2	Nana05104-RA
OG0009148	ENSMUSG00000024049.15	Nana16134-RA
OG0009149	ENSMUSG00000027344.14	Nana05105-RA
OG0009150	ENSMUSG00000028854.9	Nana30132-RA
OG0009151	ENSMUSG00000026433.13	Nana14124-RA
OG0009152	ENSMUSG00000035024.16	Nana28712-RC
OG0009153	ENSMUSG00000005871.15	Nana11961-RA
OG0009154	ENSMUSG00000055932.15	Nana31580-RA
OG0009156	ENSMUSG00000042268.10	Nana14119-RA
OG0009157	ENSMUSG00000031990.15	Nana28709-RA
OG0009158	ENSMUSG00000032875.8	Nana25504-RA
OG0009159	ENSMUSG00000031738.14	Nana13132-RA
OG0009160	ENSMUSG00000022041.10	Nana00746-RA
OG0009161	ENSMUSG00000031740.8	Nana31616-RA
OG0009162	ENSMUSG00000052688.12	Nana14114-RA
OG0009163	ENSMUSG00000024052.17	Nana16135-RA
OG0009164	ENSMUSG00000030691.15	Nana25490-RA
OG0009165	ENSMUSG00000004552.16	Nana14110-RA
OG0009166	ENSMUSG00000071856.10	Nana11957-RA
OG0009167	ENSMUSG00000028845.15	Nana29975-RA
OG0009168	ENSMUSG00000042558.16	Nana29976-RA
OG0009169	ENSMUSG00000070436.12	Nana25485-RA
OG0009170	ENSMUSG00000024537.5	Nana16076-RA
OG0009171	ENSMUSG00000024539.17	Nana16075-RA
OG0009172	ENSMUSG00000055407.14	Nana39040-RA
OG0009173	ENSMUSG00000049686.14	Nana34818-RA
OG0009174	ENSMUSG00000030718.9	Nana25521-RA
OG0009175	ENSMUSG00000029477.14	Nana34817-RA
OG0009176	ENSMUSG00000079614.4	Nana16072-RA
OG0009177	ENSMUSG00000026427.16	Nana14097-RA
OG0009178	ENSMUSG00000063605.5	Nana31111-RA
OG0009179	ENSMUSG00000033949.12	Nana11951-RA
OG0009180	ENSMUSG00000021418.15	Nana15778-RA
OG0009181	ENSMUSG00000024477.4	Nana11950-RA
OG0009182	ENSMUSG00000027022.14	Nana03465-RA, Nana03465-RB
OG0009183	ENSMUSG00000035539.14	Nana36916-RA
OG0009184	ENSMUSG00000066148.3	Nana36933-RA
OG0009185	ENSMUSG00000024542.9	Nana16070-RA
OG0009186	ENSMUSG00000001558.5	Nana33966-RA
OG0009187	ENSMUSG00000033319.5	Nana11948-RA
OG0009188	ENSMUSG00000056130.10	Nana11947-RA
OG0009189	ENSMUSG00000036502.14	Nana32401-RA
OG0009190	ENSMUSG00000016529.5	Nana14092-RA
OG0009191	ENSMUSG00000019731.13	Nana06012-RA
OG0009192	ENSMUSG00000033184.14	Nana11946-RA
OG0009193	ENSMUSG00000066149.11	Nana36935-RA
OG0009194	ENSMUSG00000033022.8	Nana11944-RA
OG0009195	ENSMUSG00000066150.12	Nana36938-RA
OG0009196	ENSMUSG00000036551.6	Nana32405-RA
OG0009197	ENSMUSG00000045569.7	Nana16057-RA
OG0009198	ENSMUSG00000057604.9	Nana08214-RA
OG0009199	ENSMUSG00000029440.15	Nana34810-RA
OG0009200	ENSMUSG00000026417.13	Nana14086-RA
OG0009201	ENSMUSG00000046691.14	Nana31828-RA
OG0009202	ENSMUSG00000049287.5	Nana21128-RA
OG0009203	ENSMUSG00000043448.13	Nana21126-RA
OG0009204	ENSMUSG00000036860.14	Nana21123-RA
OG0009205	ENSMUSG00000042705.9	Nana11937-RA
OG0009206	ENSMUSG00000020441.6	Nana21122-RA
OG0009207	ENSMUSG00000019647.16	Nana11933-RA
OG0009208	ENSMUSG00000041130.10	Nana33700-RA
OG0009209	ENSMUSG00000022215.6	Nana24256-RA
OG0009210	ENSMUSG00000033697.16	Nana17138-RA
OG0009211	ENSMUSG00000026312.17	Nana16051-RA
OG0009212	ENSMUSG00000040888.10	Nana33696-RA
OG0009213	ENSMUSG00000063409.12	Nana34801-RA
OG0009214	ENSMUSG00000035769.9	Nana21207-RA
OG0009215	ENSMUSG00000035168.16	Nana03534-RA
OG0009216	ENSMUSG00000026791.14	Nana36477-RC
OG0009217	ENSMUSG00000020225.10	Nana26779-RA
OG0009218	ENSMUSG00000035984.14	Nana08874-RA
OG0009219	ENSMUSG00000031770.16	Nana31142-RB
OG0009220	ENSMUSG00000034848.17	Nana03477-RC
OG0009221	ENSMUSG00000039257.11	Nana31429-RA
OG0009222	ENSMUSG00000075249.12, ENSMUSG00000079606.1	Nana00616-RA
OG0009223	ENSMUSG00000031703.8	Nana31469-RA
OG0009224	ENSMUSG00000028630.9	Nana26771-RA
OG0009225	ENSMUSG00000063550.8	Nana25587-RB
OG0009226	ENSMUSG00000020212.14	Nana26904-RA
OG0009227	ENSMUSG00000038702.6	Nana16043-RA
OG0009228	ENSMUSG00000049106.7	Nana04944-RA
OG0009229	ENSMUSG00000024507.6	Nana11913-RA
OG0009230	ENSMUSG00000030990.18	Nana13519-RA, Nana03681-RA
OG0009231	ENSMUSG00000052798.13	Nana26906-RA
OG0009232	ENSMUSG00000029186.12	Nana18423-RA
OG0009233	ENSMUSG00000024165.9	Nana34074-RA
OG0009234	ENSMUSG00000029439.14	Nana35319-RA
OG0009235	ENSMUSG00000024614.7	Nana16037-RA
OG0009236	ENSMUSG00000073565.5	Nana11909-RA
OG0009237	ENSMUSG00000022545.13	Nana34085-RA
OG0009238	ENSMUSG00000059060.15	Nana04936-RA
OG0009239	ENSMUSG00000009569.14	Nana34087-RA
OG0009240	ENSMUSG00000055531.12	Nana26911-RA
OG0009241	ENSMUSG00000046070.9	Nana34090-RA
OG0009242	ENSMUSG00000024534.15	Nana11899-RA
OG0009243	ENSMUSG00000032360.16	Nana02399-RA
OG0009244	ENSMUSG00000031697.12	Nana31453-RA
OG0009245	ENSMUSG00000021120.11	Nana04934-RA
OG0009246	ENSMUSG00000034484.8	Nana11897-RA
OG0009247	ENSMUSG00000021125.6	Nana04933-RA
OG0009248	ENSMUSG00000031696.9	Nana31452-RA
OG0009249	ENSMUSG00000020170.4	Nana26914-RA
OG0009250	ENSMUSG00000029775.14	Nana27847-RA
OG0009251	ENSMUSG00000032179.7	Nana02395-RA
OG0009253	ENSMUSG00000034391.12	Nana16001-RA
OG0009254	ENSMUSG00000022322.8	Nana31449-RA
OG0009255	ENSMUSG00000029507.16	Nana35300-RA
OG0009256	ENSMUSG00000037331.15	Nana08779-RA
OG0009257	ENSMUSG00000024645.5	Nana16000-RA
OG0009258	ENSMUSG00000069378.14	Nana11890-RA
OG0009259	ENSMUSG00000055435.6	Nana31275-RA
OG0009260	ENSMUSG00000039178.9	Nana18563-RA
OG0009261	ENSMUSG00000048799.8	Nana11888-RA
OG0009262	ENSMUSG00000031758.10	Nana31262-RA
OG0009264	ENSMUSG00000021118.7	Nana04928-RA
OG0009265	ENSMUSG00000047992.11	Nana15997-RA
OG0009266	ENSMUSG00000060187.4	Nana26916-RA
OG0009267	ENSMUSG00000031756.5	Nana31260-RA
OG0009268	ENSMUSG00000037275.14	Nana08777-RA
OG0009269	ENSMUSG00000021116.10	Nana04927-RA
OG0009270	ENSMUSG00000052713.9	Nana11884-RA
OG0009271	ENSMUSG00000056162.14	Nana15993-RA
OG0009272	ENSMUSG00000075324.13	Nana03494-RA
OG0009273	ENSMUSG00000043323.17	Nana35273-RA
OG0009274	ENSMUSG00000021114.9	Nana04926-RA
OG0009275	ENSMUSG00000046982.11	Nana15978-RA
OG0009276	ENSMUSG00000014668.15	Nana35271-RA
OG0009277	ENSMUSG00000058881.13	Nana15970-RA
OG0009278	ENSMUSG00000006095.12	Nana30848-RA
OG0009279	ENSMUSG00000041258.18	Nana15969-RA
OG0009280	ENSMUSG00000021112.9	Nana04925-RA
OG0009281	ENSMUSG00000058230.12	Nana30842-RA
OG0009282	ENSMUSG00000029130.12	Nana21255-RA
OG0009283	ENSMUSG00000008036.11	Nana30839-RA
OG0009284	ENSMUSG00000052557.11	Nana31252-RA
OG0009285	ENSMUSG00000047454.12	Nana04922-RA
OG0009286	ENSMUSG00000001918.17	Nana30837-RA
OG0009287	ENSMUSG00000024553.8	Nana15966-RA
OG0009288	ENSMUSG00000020395.13	Nana08766-RA
OG0009289	ENSMUSG00000029500.16	Nana35260-RA
OG0009290	ENSMUSG00000034330.10	Nana31239-RA
OG0009291	ENSMUSG00000039000.8	Nana21260-RA
OG0009293	ENSMUSG00000020411.2	Nana08763-RA
OG0009294	ENSMUSG00000042029.7	Nana21269-RA
OG0009295	ENSMUSG00000011256.16	Nana08762-RA
OG0009296	ENSMUSG00000053950.10	Nana15938-RA
OG0009297	ENSMUSG00000031901.12	Nana31232-RA
OG0009298	ENSMUSG00000060708.4	Nana15937-RA
OG0009299	ENSMUSG00000056214.9	Nana15936-RA
OG0009300	ENSMUSG00000021337.8	Nana15930-RA
OG0009301	ENSMUSG00000044847.13	Nana08757-RA
OG0009302	ENSMUSG00000031902.10	Nana31227-RB
OG0009303	ENSMUSG00000006169.20	Nana08756-RA
OG0009304	ENSMUSG00000021338.17	Nana15928-RA
OG0009305	ENSMUSG00000037791.15	Nana00118-RA
OG0009306	ENSMUSG00000031906.9	Nana31213-RA
OG0009307	ENSMUSG00000033106.6	Nana31207-RA
OG0009308	ENSMUSG00000041231.15	Nana08748-RA
OG0009309	ENSMUSG00000036006.20	Nana15922-RA
OG0009310	ENSMUSG00000019132.11	Nana15919-RA
OG0009311	ENSMUSG00000022515.6	Nana33985-RA
OG0009312	ENSMUSG00000030741.15	Nana23541-RA
OG0009314	ENSMUSG00000031871.9	Nana31317-RA
OG0009315	ENSMUSG00000035936.6	Nana15916-RA
OG0009316	ENSMUSG00000021147.17	Nana21286-RA
OG0009317	ENSMUSG00000021339.4	Nana15914-RA
OG0009318	ENSMUSG00000035910.15	Nana15912-RA
OG0009319	ENSMUSG00000048978.14	Nana15911-RA
OG0009320	ENSMUSG00000028431.11	Nana11197-RA
OG0009321	ENSMUSG00000076431.4	Nana15895-RA
OG0009322	ENSMUSG00000038732.15	Nana15880-RA
OG0009324	ENSMUSG00000038080.17	Nana15869-RA
OG0009325	ENSMUSG00000044231.3	Nana15867-RA
OG0009326	ENSMUSG00000030714.14	Nana23517-RA
OG0009327	ENSMUSG00000042078.14	Nana34732-RA
OG0009328	ENSMUSG00000031584.16	Nana11188-RA
OG0009329	ENSMUSG00000013629.16	Nana00680-RA
OG0009330	ENSMUSG00000025812.18	Nana21324-RA
OG0009331	ENSMUSG00000049184.6	Nana11185-RA
OG0009332	ENSMUSG00000063200.4	Nana15862-RA
OG0009333	ENSMUSG00000036550.16	Nana30984-RA
OG0009334	ENSMUSG00000031583.13	Nana11184-RA
OG0009335	ENSMUSG00000023908.8	Nana23509-RA
OG0009336	ENSMUSG00000015396.4	Nana15856-RA
OG0009338	ENSMUSG00000003437.14	Nana30875-RA
OG0009339	ENSMUSG00000015766.14	Nana27555-RA
OG0009340	ENSMUSG00000071506.4	Nana11118-RA
OG0009341	ENSMUSG00000016933.17	Nana13706-RB
OG0009342	ENSMUSG00000037544.14	Nana05883-RA
OG0009343	ENSMUSG00000031516.11	Nana11179-RA
OG0009344	ENSMUSG00000037536.14	Nana05876-RA
OG0009345	ENSMUSG00000038175.10	Nana15848-RA
OG0009346	ENSMUSG00000037526.7	Nana05875-RA
OG0009347	ENSMUSG00000090523.2	Nana03822-RA
OG0009348	ENSMUSG00000030340.16	Nana11112-RA
OG0009349	ENSMUSG00000046876.16	Nana15846-RA
OG0009350	ENSMUSG00000035877.17	Nana13705-RA
OG0009351	ENSMUSG00000050271.12	Nana11178-RA
OG0009353	ENSMUSG00000070056.6	Nana11172-RA
OG0009354	ENSMUSG00000024382.13	Nana03826-RA
OG0009355	ENSMUSG00000021373.16	Nana15841-RA
OG0009356	ENSMUSG00000031527.7	Nana11171-RA
OG0009357	ENSMUSG00000021850.14	Nana05866-RA
OG0009358	ENSMUSG00000038252.13	Nana11109-RA
OG0009359	ENSMUSG00000024240.13	Nana21346-RA
OG0009360	ENSMUSG00000031530.6	Nana11161-RA
OG0009361	ENSMUSG00000021579.4	Nana11159-RA
OG0009362	ENSMUSG00000059325.14	Nana11156-RA
OG0009363	ENSMUSG00000026188.11	Nana03829-RA
OG0009364	ENSMUSG00000026187.9	Nana03831-RA
OG0009365	ENSMUSG00000029248.14	Nana11155-RA
OG0009366	ENSMUSG00000050700.11	Nana13702-RA
OG0009367	ENSMUSG00000063820.11	Nana11154-RA
OG0009368	ENSMUSG00000041225.16	Nana21353-RA
OG0009369	ENSMUSG00000051335.6	Nana15833-RA
OG0009370	ENSMUSG00000000567.5	Nana09773-RA
OG0009371	ENSMUSG00000041695.2	Nana09783-RA
OG0009372	ENSMUSG00000038279.10	Nana11105-RA
OG0009373	ENSMUSG00000051497.15	Nana09785-RA
OG0009375	ENSMUSG00000031532.6	Nana11149-RA
OG0009376	ENSMUSG00000027643.9	Nana13700-RA
OG0009377	ENSMUSG00000036285.10	Nana11147-RA
OG0009378	ENSMUSG00000027646.15	Nana13697-RA
OG0009379	ENSMUSG00000033960.6	Nana21361-RA
OG0009380	ENSMUSG00000024235.11	Nana21365-RA
OG0009381	ENSMUSG00000024232.2	Nana21369-RA
OG0009382	ENSMUSG00000022269.13	Nana15622-RA
OG0009383	ENSMUSG00000043556.10	Nana15621-RA
OG0009384	ENSMUSG00000035863.14	Nana06103-RA
OG0009385	ENSMUSG00000022265.7	Nana15618-RA
OG0009386	ENSMUSG00000039005.13	Nana36642-RA
OG0009387	ENSMUSG00000030329.11	Nana11098-RA
OG0009388	ENSMUSG00000109336.1	Nana30877-RB, Nana30877-RA
OG0009389	ENSMUSG00000042002.11	Nana34726-RA
OG0009390	ENSMUSG00000004895.9	Nana36342-RA
OG0009391	ENSMUSG00000029026.16	Nana37155-RA
OG0009392	ENSMUSG00000040688.16	Nana33692-RA
OG0009393	ENSMUSG00000037216.5	Nana26075-RA
OG0009394	ENSMUSG00000030034.11	Nana17512-RA
OG0009395	ENSMUSG00000026088.15	Nana26076-RA
OG0009397	ENSMUSG00000044149.7	Nana32415-RA
OG0009398	ENSMUSG00000031093.14	Nana32625-RA
OG0009399	ENSMUSG00000033579.16	Nana31088-RA
OG0009400	ENSMUSG00000070319.6	Nana10756-RA
OG0009401	ENSMUSG00000028863.13	Nana29871-RA
OG0009402	ENSMUSG00000022887.9	Nana39445-RA
OG0009403	ENSMUSG00000026779.6	Nana21396-RA
OG0009404	ENSMUSG00000029213.11	Nana37577-RA
OG0009405	ENSMUSG00000005220.10	Nana18611-RA
OG0009406	ENSMUSG00000028869.13	Nana29874-RA
OG0009407	ENSMUSG00000039205.16	Nana36541-RA
OG0009408	ENSMUSG00000063659.11	Nana01507-RA
OG0009409	ENSMUSG00000044730.17	Nana29730-RA
OG0009410	ENSMUSG00000028889.17	Nana29730-RB
OG0009411	ENSMUSG00000021431.15	Nana15595-RA
OG0009413	ENSMUSG00000026787.3	Nana21409-RA
OG0009414	ENSMUSG00000024816.12	Nana35616-RA
OG0009415	ENSMUSG00000030590.15	Nana30744-RA
OG0009416	ENSMUSG00000035776.14	Nana32463-RA
OG0009417	ENSMUSG00000030589.15	Nana30746-RA
OG0009418	ENSMUSG00000026495.8	Nana01497-RA
OG0009419	ENSMUSG00000048550.17	Nana21420-RA
OG0009420	ENSMUSG00000039774.12	Nana15589-RA
OG0009421	ENSMUSG00000031189.12	Nana32498-RA
OG0009422	ENSMUSG00000068122.10	Nana32640-RA
OG0009423	ENSMUSG00000035653.16	Nana05989-RA
OG0009424	ENSMUSG00000032643.12	Nana29737-RA
OG0009425	ENSMUSG00000028907.7	Nana29738-RA
OG0009426	ENSMUSG00000039809.10	Nana15585-RA
OG0009427	ENSMUSG00000036352.16	Nana36797-RA
OG0009428	ENSMUSG00000031891.6	Nana31017-RA
OG0009429	ENSMUSG00000030423.7	Nana31426-RA
OG0009430	ENSMUSG00000034987.4	Nana08740-RA
OG0009431	ENSMUSG00000024271.8	Nana15583-RA
OG0009432	ENSMUSG00000045875.13	Nana28365-RA
OG0009434	ENSMUSG00000035495.15	Nana11216-RA
OG0009435	ENSMUSG00000029153.11	Nana18595-RA
OG0009436	ENSMUSG00000058488.7	Nana25021-RA
OG0009437	ENSMUSG00000000085.16	Nana30282-RA
OG0009438	ENSMUSG00000028521.17	Nana14678-RA
OG0009439	ENSMUSG00000030708.14	Nana25515-RA
OG0009440	ENSMUSG00000029156.11	Nana18593-RA
OG0009441	ENSMUSG00000028522.16	Nana14676-RA
OG0009442	ENSMUSG00000003282.9	Nana16340-RA
OG0009443	ENSMUSG00000035126.19	Nana14675-RA
OG0009444	ENSMUSG00000038827.11	Nana15579-RA
OG0009445	ENSMUSG00000049907.8	Nana18589-RA
OG0009446	ENSMUSG00000026740.12	Nana21540-RA
OG0009447	ENSMUSG00000028524.21	Nana14672-RA
OG0009448	ENSMUSG00000028337.14	Nana11204-RA
OG0009450	ENSMUSG00000024798.15	Nana19322-RA
OG0009451	ENSMUSG00000040734.14	Nana30905-RA, Nana30905-RB
OG0009452	ENSMUSG00000025902.13	Nana16319-RA
OG0009453	ENSMUSG00000041180.13	Nana19337-RA
OG0009454	ENSMUSG00000030650.18	Nana34126-RA
OG0009455	ENSMUSG00000067279.3	Nana19338-RA
OG0009456	ENSMUSG00000098132.1	Nana04571-RA
OG0009457	ENSMUSG00000033793.12	Nana16313-RA
OG0009458	ENSMUSG00000033904.16	Nana34169-RB, Nana34169-RA
OG0009459	ENSMUSG00000055116.8	Nana04577-RA
OG0009460	ENSMUSG00000025905.14	Nana16312-RA
OG0009461	ENSMUSG00000059077.6	Nana04579-RA
OG0009462	ENSMUSG00000048720.8	Nana19346-RA
OG0009463	ENSMUSG00000033740.17	Nana16307-RA
OG0009464	ENSMUSG00000024999.7	Nana19347-RA
OG0009465	ENSMUSG00000025782.12	Nana27717-RA
OG0009466	ENSMUSG00000021610.8	Nana15569-RA
OG0009467	ENSMUSG00000037262.7	Nana27723-RA
OG0009468	ENSMUSG00000024998.17	Nana19349-RA
OG0009469	ENSMUSG00000026832.12	Nana03546-RA
OG0009470	ENSMUSG00000003418.11	Nana21485-RA
OG0009471	ENSMUSG00000026828.11	Nana03548-RA
OG0009472	ENSMUSG00000021606.8	Nana15567-RA
OG0009473	ENSMUSG00000067242.11	Nana19359-RA
OG0009474	ENSMUSG00000021604.15	Nana15566-RA
OG0009475	ENSMUSG00000054237.6	Nana19362-RA
OG0009476	ENSMUSG00000026723.10	Nana21482-RA
OG0009477	ENSMUSG00000025780.7	Nana27727-RA
OG0009478	ENSMUSG00000024992.13	Nana19363-RA
OG0009479	ENSMUSG00000038763.12	Nana33061-RB, Nana33061-RE
OG0009480	ENSMUSG00000005621.11	Nana33064-RA
OG0009481	ENSMUSG00000054200.7	Nana19367-RA
OG0009482	ENSMUSG00000026768.10	Nana21473-RA
OG0009483	ENSMUSG00000033684.14	Nana15194-RA
OG0009484	ENSMUSG00000050530.14	Nana21471-RA
OG0009485	ENSMUSG00000074480.4	Nana35692-RA
OG0009486	ENSMUSG00000024987.6	Nana19374-RA
OG0009487	ENSMUSG00000040359.14	Nana02202-RA
OG0009488	ENSMUSG00000060985.15	Nana15207-RA
OG0009489	ENSMUSG00000027985.14	Nana17852-RA
OG0009490	ENSMUSG00000032105.5	Nana28852-RA
OG0009491	ENSMUSG00000032489.17	Nana21044-RA
OG0009492	ENSMUSG00000055373.8	Nana02204-RA
OG0009493	ENSMUSG00000038463.8	Nana15275-RA
OG0009494	ENSMUSG00000032109.15	Nana28854-RA
OG0009495	ENSMUSG00000041477.14	Nana27517-RA
OG0009496	ENSMUSG00000050088.9	Nana01648-RA
OG0009497	ENSMUSG00000024098.6	Nana16109-RA
OG0009498	ENSMUSG00000027233.4	Nana33079-RA
OG0009499	ENSMUSG00000034889.8	Nana06128-RA
OG0009500	ENSMUSG00000028031.6	Nana17843-RA
OG0009501	ENSMUSG00000031825.16	Nana31658-RA
OG0009502	ENSMUSG00000022686.14	Nana20695-RA
OG0009503	ENSMUSG00000041247.8	Nana20691-RA
OG0009504	ENSMUSG00000030754.9	Nana04464-RA
OG0009505	ENSMUSG00000073733.4	Nana37564-RA
OG0009506	ENSMUSG00000063317.7	Nana33754-RA
OG0009507	ENSMUSG00000025608.9	Nana27775-RA
OG0009508	ENSMUSG00000029577.13	Nana34723-RA
OG0009509	ENSMUSG00000026708.16	Nana15265-RA
OG0009510	ENSMUSG00000048330.14	Nana04472-RA
OG0009511	ENSMUSG00000092094.5	Nana21452-RA
OG0009512	ENSMUSG00000043467.19	Nana15262-RA
OG0009513	ENSMUSG00000031027.15	Nana04496-RA
OG0009514	ENSMUSG00000046295.13	Nana06627-RA
