Orthogroup	M_musculus.pep	A_carolinensis.pep
OG0009437	ENSMUSG00000000085.16	ENSACAG00000016962.3
OG0009438	ENSMUSG00000028521.17	ENSACAG00000011579.1
OG0009439	ENSMUSG00000030708.14	ENSACAG00000006460.3
OG0009440	ENSMUSG00000029156.11	ENSACAG00000005999.3
OG0009441	ENSMUSG00000028522.16	ENSACAG00000011431.3
OG0009442	ENSMUSG00000003282.9	ENSACAG00000017994.3
OG0009443	ENSMUSG00000035126.19	ENSACAG00000011318.3
OG0009444	ENSMUSG00000038827.11	ENSACAG00000001913.2
OG0009445	ENSMUSG00000049907.8	ENSACAG00000005848.3
OG0009446	ENSMUSG00000026740.12	ENSACAG00000009054.3
OG0009447	ENSMUSG00000028524.21	ENSACAG00000011122.2
OG0009448	ENSMUSG00000028337.14	ENSACAG00000004130.1
OG0009450	ENSMUSG00000024798.15	ENSACAG00000029017.1
OG0009451	ENSMUSG00000040734.14	ENSACAG00000008938.3
OG0009452	ENSMUSG00000025902.13	ENSACAG00000017977.3
OG0009453	ENSMUSG00000041180.13	ENSACAG00000007890.3
OG0009454	ENSMUSG00000030650.18	ENSACAG00000001487.3
OG0009455	ENSMUSG00000067279.3	ENSACAG00000007886.1
OG0009456	ENSMUSG00000098132.1	ENSACAG00000004627.2
OG0009457	ENSMUSG00000033793.12	ENSACAG00000017969.3
OG0009458	ENSMUSG00000033904.16	ENSACAG00000001644.3
OG0009459	ENSMUSG00000055116.8	ENSACAG00000004497.3
OG0009460	ENSMUSG00000025905.14	ENSACAG00000017966.2
OG0009461	ENSMUSG00000059077.6	ENSACAG00000024206.1
OG0009462	ENSMUSG00000048720.8	ENSACAG00000007669.3
OG0009463	ENSMUSG00000033740.17	ENSACAG00000017961.3
OG0009464	ENSMUSG00000024999.7	ENSACAG00000007551.3
OG0009465	ENSMUSG00000025782.12	ENSACAG00000004180.3
OG0009466	ENSMUSG00000021610.8	ENSACAG00000000974.3
OG0009467	ENSMUSG00000037262.7	ENSACAG00000004280.3
OG0009468	ENSMUSG00000024998.17	ENSACAG00000007404.3
OG0009469	ENSMUSG00000026832.12	ENSACAG00000007734.3
OG0009470	ENSMUSG00000003418.11	ENSACAG00000005223.3
OG0009471	ENSMUSG00000026828.11	ENSACAG00000007780.3
OG0009472	ENSMUSG00000021606.8	ENSACAG00000000774.3
OG0009473	ENSMUSG00000067242.11	ENSACAG00000007345.3
OG0009474	ENSMUSG00000021604.15	ENSACAG00000000729.3
OG0009475	ENSMUSG00000054237.6	ENSACAG00000007294.3
OG0009476	ENSMUSG00000026723.10	ENSACAG00000005072.3
OG0009477	ENSMUSG00000025780.7	ENSACAG00000004767.3
OG0009478	ENSMUSG00000024992.13	ENSACAG00000007069.2
OG0009479	ENSMUSG00000038763.12	ENSACAG00000006448.3
OG0009480	ENSMUSG00000005621.11	ENSACAG00000006476.2
OG0009481	ENSMUSG00000054200.7	ENSACAG00000007027.3
OG0009482	ENSMUSG00000026768.10	ENSACAG00000016491.3
OG0009483	ENSMUSG00000033684.14	ENSACAG00000000955.3
OG0009484	ENSMUSG00000050530.14	ENSACAG00000016457.3
OG0009485	ENSMUSG00000074480.4	ENSACAG00000003739.2
OG0009486	ENSMUSG00000024987.6	ENSACAG00000006907.3
OG0009487	ENSMUSG00000040359.14	ENSACAG00000002358.3
OG0009488	ENSMUSG00000060985.15	ENSACAG00000001245.3
OG0009489	ENSMUSG00000027985.14	ENSACAG00000008050.3
OG0009490	ENSMUSG00000032105.5	ENSACAG00000002273.3
OG0009491	ENSMUSG00000032489.17	ENSACAG00000005403.3
OG0009492	ENSMUSG00000055373.8	ENSACAG00000002354.1
OG0009493	ENSMUSG00000038463.8	ENSACAG00000001250.3
OG0009494	ENSMUSG00000032109.15	ENSACAG00000002300.3
OG0009495	ENSMUSG00000041477.14	ENSACAG00000005541.3
OG0009496	ENSMUSG00000050088.9	ENSACAG00000005643.1
OG0009497	ENSMUSG00000024098.6	ENSACAG00000005647.2
OG0009498	ENSMUSG00000027233.4	ENSACAG00000006951.3
OG0009499	ENSMUSG00000034889.8	ENSACAG00000008374.3
OG0009500	ENSMUSG00000028031.6	ENSACAG00000008330.2
OG0009501	ENSMUSG00000031825.16	ENSACAG00000014410.3
OG0009502	ENSMUSG00000022686.14	ENSACAG00000007633.1
OG0009503	ENSMUSG00000041247.8	ENSACAG00000007500.3
OG0009504	ENSMUSG00000030754.9	ENSACAG00000012414.3
OG0009505	ENSMUSG00000073733.4	ENSACAG00000000435.3
OG0009506	ENSMUSG00000063317.7	ENSACAG00000014843.3
OG0009507	ENSMUSG00000025608.9	ENSACAG00000005864.3
OG0009508	ENSMUSG00000029577.13	ENSACAG00000008603.3
OG0009509	ENSMUSG00000026708.16	ENSACAG00000015439.3
OG0009510	ENSMUSG00000048330.14	ENSACAG00000012682.3
OG0009511	ENSMUSG00000092094.5	ENSACAG00000015927.2
OG0009512	ENSMUSG00000043467.19	ENSACAG00000015410.2
OG0009513	ENSMUSG00000031027.15	ENSACAG00000012603.3
OG0009514	ENSMUSG00000046295.13	ENSACAG00000022295.2
OG0009515	ENSMUSG00000026715.12	ENSACAG00000015348.2
OG0009516	ENSMUSG00000000276.11	ENSACAG00000009124.3
OG0009517	ENSMUSG00000015149.14	ENSACAG00000009583.3
OG0009518	ENSMUSG00000026942.13	ENSACAG00000007135.3
OG0009519	ENSMUSG00000024759.14	ENSACAG00000002701.3
OG0009520	ENSMUSG00000033983.14	ENSACAG00000009248.2
OG0009521	ENSMUSG00000046480.6	ENSACAG00000007319.2
OG0009522	ENSMUSG00000018999.14	ENSACAG00000029309.1
OG0009523	ENSMUSG00000027350.8	ENSACAG00000023741.2
OG0009525	ENSMUSG00000000378.15	ENSACAG00000004467.2
OG0009526	ENSMUSG00000037722.8	ENSACAG00000006779.3
OG0009527	ENSMUSG00000071647.5	ENSACAG00000014175.3
OG0009528	ENSMUSG00000024732.7	ENSACAG00000017814.3
OG0009529	ENSMUSG00000032624.16	ENSACAG00000014350.3
OG0009530	ENSMUSG00000026753.5	ENSACAG00000002018.3
OG0009531	ENSMUSG00000024791.10	ENSACAG00000027570.1, ENSACAG00000022691.2
OG0009532	ENSMUSG00000037697.19	ENSACAG00000006568.3
OG0009533	ENSMUSG00000035498.10	ENSACAG00000004040.3
OG0009534	ENSMUSG00000025784.5	ENSACAG00000004062.3
OG0009535	ENSMUSG00000075227.6	ENSACAG00000010853.2
OG0009536	ENSMUSG00000055053.18	ENSACAG00000007058.2
OG0009537	ENSMUSG00000039543.16	ENSACAG00000004024.2
OG0009538	ENSMUSG00000025235.8	ENSACAG00000006836.3
OG0009539	ENSMUSG00000024493.9	ENSACAG00000013916.3
OG0009540	ENSMUSG00000021815.4	ENSACAG00000004068.3
OG0009541	ENSMUSG00000026725.17	ENSACAG00000015034.3
OG0009542	ENSMUSG00000025234.11	ENSACAG00000006742.3
OG0009543	ENSMUSG00000027674.16	ENSACAG00000004210.2
OG0009544	ENSMUSG00000015829.13	ENSACAG00000014785.2
OG0009545	ENSMUSG00000040296.15	ENSACAG00000001354.2
OG0009546	ENSMUSG00000045613.9	ENSACAG00000012100.1
OG0009547	ENSMUSG00000056900.13	ENSACAG00000004318.3
OG0009548	ENSMUSG00000003379.7	ENSACAG00000015073.3
OG0009549	ENSMUSG00000040367.2	ENSACAG00000015646.2
OG0009550	ENSMUSG00000073856.11	ENSACAG00000028768.1
OG0009551	ENSMUSG00000071014.10	ENSACAG00000001263.1
OG0009552	ENSMUSG00000090247.7	ENSACAG00000010015.3
OG0009553	ENSMUSG00000002205.16	ENSACAG00000015284.3
OG0009554	ENSMUSG00000060950.12	ENSACAG00000000860.3
OG0009555	ENSMUSG00000038668.14	ENSACAG00000001165.3
OG0009556	ENSMUSG00000031130.3	ENSACAG00000009318.3
OG0009557	ENSMUSG00000040782.12	ENSACAG00000014695.3
OG0009558	ENSMUSG00000022676.7	ENSACAG00000012332.3
OG0009559	ENSMUSG00000000094.12	ENSACAG00000001033.3
OG0009560	ENSMUSG00000019178.17	ENSACAG00000001571.3
OG0009561	ENSMUSG00000032705.9	ENSACAG00000005306.3
OG0009562	ENSMUSG00000040389.15	ENSACAG00000006120.3
OG0009563	ENSMUSG00000057719.11	ENSACAG00000013852.3
OG0009564	ENSMUSG00000073574.4	ENSACAG00000013851.3
OG0009565	ENSMUSG00000022673.5	ENSACAG00000012157.3
OG0009566	ENSMUSG00000029705.17	ENSACAG00000015088.3
OG0009567	ENSMUSG00000002781.19	ENSACAG00000016332.3
OG0009568	ENSMUSG00000056671.7	ENSACAG00000029259.1
OG0009569	ENSMUSG00000051934.5	ENSACAG00000002690.3
OG0009570	ENSMUSG00000022089.9	ENSACAG00000004031.2
OG0009571	ENSMUSG00000038009.7	ENSACAG00000015798.3
OG0009572	ENSMUSG00000040189.18	ENSACAG00000016357.3
OG0009573	ENSMUSG00000037759.6	ENSACAG00000026065.1
OG0009574	ENSMUSG00000048833.9	ENSACAG00000005162.3
OG0009575	ENSMUSG00000023484.14	ENSACAG00000015695.2
OG0009576	ENSMUSG00000073007.10	ENSACAG00000011230.3
OG0009577	ENSMUSG00000071451.10	ENSACAG00000010835.2
OG0009578	ENSMUSG00000005374.13	ENSACAG00000011336.2
OG0009579	ENSMUSG00000022672.8	ENSACAG00000012026.3
OG0009580	ENSMUSG00000066438.6	ENSACAG00000005155.3
OG0009581	ENSMUSG00000005378.17	ENSACAG00000011409.3
OG0009582	ENSMUSG00000021282.17	ENSACAG00000000485.3
OG0009583	ENSMUSG00000027882.18	ENSACAG00000005770.3
OG0009584	ENSMUSG00000021133.9	ENSACAG00000005145.2
OG0009585	ENSMUSG00000021901.10	ENSACAG00000012334.3
OG0009586	ENSMUSG00000038170.15	ENSACAG00000013127.3
OG0009587	ENSMUSG00000022280.9	ENSACAG00000016401.3
OG0009588	ENSMUSG00000044156.14	ENSACAG00000012904.2
OG0009589	ENSMUSG00000030750.13	ENSACAG00000003591.3
OG0009590	ENSMUSG00000027881.14	ENSACAG00000028682.1
OG0009591	ENSMUSG00000041974.10	ENSACAG00000011990.3
OG0009592	ENSMUSG00000030745.9	ENSACAG00000003586.2
OG0009593	ENSMUSG00000006589.8	ENSACAG00000013368.2
OG0009594	ENSMUSG00000019027.8	ENSACAG00000012413.3
OG0009595	ENSMUSG00000001376.17	ENSACAG00000012934.2
OG0009596	ENSMUSG00000006585.3	ENSACAG00000013401.3
OG0009597	ENSMUSG00000020639.14	ENSACAG00000015331.1
OG0009598	ENSMUSG00000024122.16	ENSACAG00000003492.3
OG0009599	ENSMUSG00000048230.6	ENSACAG00000016378.3
OG0009600	ENSMUSG00000042744.16	ENSACAG00000009550.2
OG0009601	ENSMUSG00000070565.11	ENSACAG00000012811.3
OG0009602	ENSMUSG00000021279.5	ENSACAG00000000214.3
OG0009603	ENSMUSG00000023000.5	ENSACAG00000015545.3
OG0009604	ENSMUSG00000027663.12	ENSACAG00000005005.3
OG0009605	ENSMUSG00000034371.9	ENSACAG00000017750.3
OG0009606	ENSMUSG00000069806.5, ENSMUSG00000096998.3	ENSACAG00000016542.2
OG0009607	ENSMUSG00000037857.16	ENSACAG00000012887.3
OG0009608	ENSMUSG00000052981.6	ENSACAG00000000772.3
OG0009609	ENSMUSG00000026594.14	ENSACAG00000012902.2
OG0009610	ENSMUSG00000021598.9	ENSACAG00000000792.3
OG0009611	ENSMUSG00000020817.16	ENSACAG00000015349.2
OG0009612	ENSMUSG00000034525.7	ENSACAG00000000805.2
OG0009613	ENSMUSG00000024666.6	ENSACAG00000017745.2
OG0009614	ENSMUSG00000015120.15	ENSACAG00000003445.3
OG0009615	ENSMUSG00000027699.19	ENSACAG00000016429.3
OG0009616	ENSMUSG00000011877.13	ENSACAG00000012445.2
OG0009617	ENSMUSG00000033557.17	ENSACAG00000013109.3
OG0009618	ENSMUSG00000001983.7	ENSACAG00000015463.2
OG0009619	ENSMUSG00000052428.10	ENSACAG00000013299.2
OG0009620	ENSMUSG00000021277.16	ENSACAG00000000202.2
OG0009621	ENSMUSG00000011114.18	ENSACAG00000027804.1
OG0009622	ENSMUSG00000026596.13	ENSACAG00000012151.2
OG0009623	ENSMUSG00000090291.3	ENSACAG00000017725.2
OG0009624	ENSMUSG00000030275.6	ENSACAG00000017304.3
OG0009625	ENSMUSG00000023279.7	ENSACAG00000006053.2
OG0009626	ENSMUSG00000058743.6	ENSACAG00000016771.3
OG0009627	ENSMUSG00000024743.16	ENSACAG00000017713.3
OG0009628	ENSMUSG00000045215.17	ENSACAG00000017883.3
OG0009629	ENSMUSG00000060519.11	ENSACAG00000012264.3
OG0009630	ENSMUSG00000037904.14	ENSACAG00000000180.2
OG0009631	ENSMUSG00000039304.11	ENSACAG00000016411.3
OG0009632	ENSMUSG00000024306.13	ENSACAG00000029603.1
OG0009633	ENSMUSG00000026600.12	ENSACAG00000028257.1
OG0009634	ENSMUSG00000051136.1	ENSACAG00000016405.2
OG0009635	ENSMUSG00000021275.16	ENSACAG00000000176.3
OG0009636	ENSMUSG00000026601.14	ENSACAG00000012335.3
OG0009637	ENSMUSG00000060568.14	ENSACAG00000013367.2
OG0009638	ENSMUSG00000025352.6	ENSACAG00000015420.3
OG0009639	ENSMUSG00000026602.9	ENSACAG00000012336.3
OG0009640	ENSMUSG00000042680.8	ENSACAG00000017880.3
OG0009641	ENSMUSG00000042190.12	ENSACAG00000002825.3
OG0009642	ENSMUSG00000038722.17	ENSACAG00000012867.2
OG0009643	ENSMUSG00000026687.14	ENSACAG00000013380.3
OG0009644	ENSMUSG00000039286.12	ENSACAG00000016311.3
OG0009645	ENSMUSG00000025355.7	ENSACAG00000015336.3
OG0009646	ENSMUSG00000036098.15	ENSACAG00000017691.3
OG0009647	ENSMUSG00000041671.13	ENSACAG00000015356.3
OG0009648	ENSMUSG00000029625.16	ENSACAG00000012941.3
OG0009649	ENSMUSG00000064030.15	ENSACAG00000005714.2
OG0009650	ENSMUSG00000027695.16	ENSACAG00000016232.3
OG0009651	ENSMUSG00000025357.8	ENSACAG00000005502.3
OG0009652	ENSMUSG00000050944.14	ENSACAG00000012043.3
OG0009653	ENSMUSG00000074797.11	ENSACAG00000012674.3
OG0009654	ENSMUSG00000040828.10	ENSACAG00000026793.2, ENSACAG00000028024.1, ENSACAG00000026057.1
OG0009655	ENSMUSG00000020840.10	ENSACAG00000011973.3
OG0009656	ENSMUSG00000006154.13	ENSACAG00000016875.3
OG0009657	ENSMUSG00000056124.5	ENSACAG00000017857.3
OG0009658	ENSMUSG00000035228.15	ENSACAG00000015482.3
OG0009659	ENSMUSG00000044393.15	ENSACAG00000017850.3
OG0009660	ENSMUSG00000049858.8	ENSACAG00000005368.2
OG0009661	ENSMUSG00000002578.18	ENSACAG00000005317.3
OG0009662	ENSMUSG00000015189.12	ENSACAG00000013610.3
OG0009663	ENSMUSG00000020839.16	ENSACAG00000011555.2
OG0009664	ENSMUSG00000026585.13	ENSACAG00000012884.3
OG0009665	ENSMUSG00000069072.9	ENSACAG00000016056.3
OG0009666	ENSMUSG00000004631.15	ENSACAG00000013695.3
OG0009667	ENSMUSG00000018166.8	ENSACAG00000005090.3
OG0009668	ENSMUSG00000032827.15	ENSACAG00000027389.2
OG0009669	ENSMUSG00000024665.8	ENSACAG00000017603.2
OG0009670	ENSMUSG00000042607.15	ENSACAG00000013993.3
OG0009671	ENSMUSG00000050089.13	ENSACAG00000015875.2, ENSACAG00000023136.1
OG0009672	ENSMUSG00000037418.6	ENSACAG00000017587.3
OG0009673	ENSMUSG00000027706.8	ENSACAG00000015794.2
OG0009674	ENSMUSG00000050578.10	ENSACAG00000012443.3, ENSACAG00000013713.2
OG0009675	ENSMUSG00000027425.18	ENSACAG00000014239.3
OG0009676	ENSMUSG00000051860.13	ENSACAG00000015781.3
OG0009677	ENSMUSG00000074653.10	ENSACAG00000015767.3
OG0009678	ENSMUSG00000027703.16	ENSACAG00000015750.3
OG0009679	ENSMUSG00000031861.16	ENSACAG00000004860.2
OG0009680	ENSMUSG00000031860.17	ENSACAG00000004770.3
OG0009681	ENSMUSG00000027635.15	ENSACAG00000004744.3
OG0009682	ENSMUSG00000051375.15	ENSACAG00000014355.3
OG0009683	ENSMUSG00000029755.10	ENSACAG00000014717.2
OG0009684	ENSMUSG00000041741.10	ENSACAG00000017514.3
OG0009685	ENSMUSG00000031813.8	ENSACAG00000004718.3
OG0009686	ENSMUSG00000031862.11	ENSACAG00000004623.2
OG0009687	ENSMUSG00000022766.14	ENSACAG00000002257.3
OG0009688	ENSMUSG00000024451.9	ENSACAG00000011400.2
OG0009689	ENSMUSG00000041774.16	ENSACAG00000001707.3
OG0009690	ENSMUSG00000022779.16	ENSACAG00000001551.2
OG0009691	ENSMUSG00000027834.15	ENSACAG00000017893.3
OG0009692	ENSMUSG00000044024.16	ENSACAG00000011763.3
OG0009693	ENSMUSG00000042447.13	ENSACAG00000013133.3
OG0009694	ENSMUSG00000026181.13	ENSACAG00000001461.3
OG0009695	ENSMUSG00000107705.1, ENSMUSG00000089862.8	ENSACAG00000013178.2
OG0009696	ENSMUSG00000029638.17	ENSACAG00000013179.2
OG0009697	ENSMUSG00000062995.12	ENSACAG00000013214.3
OG0009698	ENSMUSG00000022771.17	ENSACAG00000001224.3
OG0009699	ENSMUSG00000034151.13	ENSACAG00000017616.3
OG0009700	ENSMUSG00000022792.16	ENSACAG00000012351.3
OG0009701	ENSMUSG00000048304.8	ENSACAG00000017615.2
OG0009702	ENSMUSG00000035964.8	ENSACAG00000000408.2
OG0009703	ENSMUSG00000008496.19	ENSACAG00000003359.3
OG0009704	ENSMUSG00000003273.14	ENSACAG00000015821.3
OG0009705	ENSMUSG00000000028.15	ENSACAG00000000756.2
OG0009706	ENSMUSG00000017830.15	ENSACAG00000012501.3
OG0009707	ENSMUSG00000022788.16	ENSACAG00000012624.3
OG0009708	ENSMUSG00000027788.6	ENSACAG00000007390.2
OG0009709	ENSMUSG00000039958.17	ENSACAG00000012796.3
OG0009711	ENSMUSG00000050761.4	ENSACAG00000000288.1
OG0009712	ENSMUSG00000020907.1	ENSACAG00000015987.2
OG0009713	ENSMUSG00000027784.10	ENSACAG00000027779.2
OG0009714	ENSMUSG00000030309.16	ENSACAG00000012953.3
OG0009715	ENSMUSG00000098207.1	ENSACAG00000007333.1
OG0009716	ENSMUSG00000053550.13	ENSACAG00000016011.2
OG0009717	ENSMUSG00000054161.12	ENSACAG00000016022.2
OG0009718	ENSMUSG00000037995.15	ENSACAG00000009099.2
OG0009719	ENSMUSG00000050103.18	ENSACAG00000024920.2
OG0009720	ENSMUSG00000034317.14	ENSACAG00000007216.3
OG0009721	ENSMUSG00000030306.14	ENSACAG00000013056.3
OG0009722	ENSMUSG00000034349.14	ENSACAG00000007074.2
OG0009723	ENSMUSG00000020547.5	ENSACAG00000012646.3
OG0009724	ENSMUSG00000002771.12	ENSACAG00000016220.3
OG0009725	ENSMUSG00000020577.17	ENSACAG00000012640.3
OG0009726	ENSMUSG00000027775.9	ENSACAG00000006932.3
OG0009727	ENSMUSG00000020581.11	ENSACAG00000012587.3
OG0009728	ENSMUSG00000049404.7	ENSACAG00000026823.2
OG0009729	ENSMUSG00000027774.16	ENSACAG00000006829.3
OG0009730	ENSMUSG00000047557.2	ENSACAG00000006914.2
OG0009731	ENSMUSG00000020590.16	ENSACAG00000012199.3
OG0009732	ENSMUSG00000034544.17	ENSACAG00000006806.3
OG0009733	ENSMUSG00000027832.5	ENSACAG00000006780.3
OG0009734	ENSMUSG00000027829.15	ENSACAG00000001547.3
OG0009735	ENSMUSG00000034640.9	ENSACAG00000001488.3
OG0009736	ENSMUSG00000027828.12	ENSACAG00000001453.3
OG0009737	ENSMUSG00000030180.15	ENSACAG00000000034.2
OG0009738	ENSMUSG00000046518.3	ENSACAG00000011821.2
OG0009739	ENSMUSG00000020561.8	ENSACAG00000011817.3
OG0009740	ENSMUSG00000048004.15	ENSACAG00000011804.3
OG0009741	ENSMUSG00000001383.9	ENSACAG00000012747.3
OG0009742	ENSMUSG00000027823.9	ENSACAG00000000556.3
OG0009743	ENSMUSG00000048581.12	ENSACAG00000000431.3
OG0009744	ENSMUSG00000036834.16	ENSACAG00000004239.3
OG0009745	ENSMUSG00000006850.8	ENSACAG00000012987.3
OG0009746	ENSMUSG00000030019.6	ENSACAG00000026772.1
OG0009747	ENSMUSG00000117679.1	ENSACAG00000013016.2
OG0009748	ENSMUSG00000021175.15	ENSACAG00000014127.3
OG0009749	ENSMUSG00000006050.12	ENSACAG00000013148.3
OG0009750	ENSMUSG00000043441.5	ENSACAG00000006974.3
OG0009751	ENSMUSG00000027770.5	ENSACAG00000006905.2
OG0009752	ENSMUSG00000028986.12	ENSACAG00000013755.3
OG0009753	ENSMUSG00000027765.6	ENSACAG00000011271.1
OG0009754	ENSMUSG00000029816.10	ENSACAG00000013625.3
OG0009755	ENSMUSG00000027761.4	ENSACAG00000008002.3
OG0009756	ENSMUSG00000029190.19	ENSACAG00000002090.3
OG0009757	ENSMUSG00000043850.15	ENSACAG00000007794.2
OG0009758	ENSMUSG00000038388.14	ENSACAG00000013302.3
OG0009759	ENSMUSG00000029196.9	ENSACAG00000002074.2
OG0009760	ENSMUSG00000029198.3	ENSACAG00000002048.3
OG0009761	ENSMUSG00000029821.15	ENSACAG00000013246.3
OG0009762	ENSMUSG00000029093.14	ENSACAG00000001646.3
OG0009763	ENSMUSG00000029822.15	ENSACAG00000013080.3
OG0009764	ENSMUSG00000029828.4	ENSACAG00000027782.2
OG0009765	ENSMUSG00000029832.16	ENSACAG00000013068.2
OG0009766	ENSMUSG00000074736.10	ENSACAG00000001510.2
OG0009767	ENSMUSG00000038301.15	ENSACAG00000012971.3
OG0009768	ENSMUSG00000036513.15	ENSACAG00000007548.3
OG0009769	ENSMUSG00000023940.14	ENSACAG00000000014.3
OG0009770	ENSMUSG00000027803.14	ENSACAG00000007527.3
OG0009771	ENSMUSG00000002728.14	ENSACAG00000005272.2
OG0009772	ENSMUSG00000044957.3	ENSACAG00000000016.3
OG0009773	ENSMUSG00000002897.5	ENSACAG00000012196.3
OG0009774	ENSMUSG00000001767.5	ENSACAG00000005284.3
OG0009775	ENSMUSG00000023931.5	ENSACAG00000000018.3
OG0009776	ENSMUSG00000035580.10	ENSACAG00000000019.3
OG0009777	ENSMUSG00000071226.11	ENSACAG00000012297.3
OG0009778	ENSMUSG00000037110.20	ENSACAG00000005439.3
OG0009779	ENSMUSG00000074749.10	ENSACAG00000028994.1
OG0009780	ENSMUSG00000009112.4	ENSACAG00000012487.3
OG0009781	ENSMUSG00000021906.14	ENSACAG00000007757.3
OG0009782	ENSMUSG00000021905.14	ENSACAG00000007752.2
OG0009783	ENSMUSG00000045414.7	ENSACAG00000009738.2
OG0009784	ENSMUSG00000014496.8	ENSACAG00000002496.2
OG0009785	ENSMUSG00000051586.17	ENSACAG00000012542.3
OG0009786	ENSMUSG00000037034.16	ENSACAG00000010563.3
OG0009787	ENSMUSG00000027435.8	ENSACAG00000023847.1
OG0009788	ENSMUSG00000021900.10	ENSACAG00000002449.2
OG0009789	ENSMUSG00000015354.8	ENSACAG00000004684.3
OG0009790	ENSMUSG00000038074.16	ENSACAG00000000953.3
OG0009791	ENSMUSG00000019124.10	ENSACAG00000000877.3
OG0009792	ENSMUSG00000034617.7	ENSACAG00000010211.3
OG0009793	ENSMUSG00000086040.8	ENSACAG00000000853.3
OG0009794	ENSMUSG00000066235.7	ENSACAG00000003118.1
OG0009795	ENSMUSG00000038233.10	ENSACAG00000003100.3
OG0009796	ENSMUSG00000038871.5	ENSACAG00000011974.3
OG0009797	ENSMUSG00000032409.15	ENSACAG00000004915.3
OG0009798	ENSMUSG00000041608.8	ENSACAG00000002991.3
OG0009799	ENSMUSG00000021532.11	ENSACAG00000010201.3
OG0009800	ENSMUSG00000038058.14	ENSACAG00000002919.3
OG0009801	ENSMUSG00000021891.8	ENSACAG00000002806.3
OG0009802	ENSMUSG00000030222.13	ENSACAG00000011754.2
OG0009803	ENSMUSG00000021892.14	ENSACAG00000002737.3
OG0009804	ENSMUSG00000021595.18	ENSACAG00000000677.3
OG0009805	ENSMUSG00000032413.12	ENSACAG00000005140.3
OG0009806	ENSMUSG00000040433.16	ENSACAG00000005397.2
OG0009807	ENSMUSG00000026220.6	ENSACAG00000005398.3
OG0009808	ENSMUSG00000032571.14	ENSACAG00000002333.3
OG0009809	ENSMUSG00000045658.16	ENSACAG00000005749.3
OG0009810	ENSMUSG00000026163.17	ENSACAG00000014852.3
OG0009811	ENSMUSG00000042599.8	ENSACAG00000012823.3
OG0009812	ENSMUSG00000053161.16	ENSACAG00000014780.3
OG0009813	ENSMUSG00000026248.9	ENSACAG00000004173.3
OG0009814	ENSMUSG00000038456.9	ENSACAG00000011024.3
OG0009815	ENSMUSG00000032567.16	ENSACAG00000001748.3
OG0009816	ENSMUSG00000090150.10	ENSACAG00000000712.3
OG0009817	ENSMUSG00000032557.13	ENSACAG00000000484.3
OG0009818	ENSMUSG00000026142.15	ENSACAG00000003827.3
OG0009819	ENSMUSG00000061436.15	ENSACAG00000016940.3
OG0009820	ENSMUSG00000054414.4	ENSACAG00000003124.3
OG0009821	ENSMUSG00000029925.13	ENSACAG00000016841.3
OG0009822	ENSMUSG00000027963.14	ENSACAG00000003137.2
OG0009823	ENSMUSG00000068696.6	ENSACAG00000003261.2
OG0009824	ENSMUSG00000000339.14	ENSACAG00000003290.3
OG0009825	ENSMUSG00000032498.9	ENSACAG00000010048.3
OG0009826	ENSMUSG00000027961.7	ENSACAG00000003456.2
OG0009827	ENSMUSG00000004364.14	ENSACAG00000004212.3
OG0009828	ENSMUSG00000032497.19	ENSACAG00000009967.3
OG0009829	ENSMUSG00000043230.2	ENSACAG00000004322.2
OG0009830	ENSMUSG00000035311.16	ENSACAG00000016592.3
OG0009831	ENSMUSG00000073643.11	ENSACAG00000004456.3
OG0009832	ENSMUSG00000047330.8	ENSACAG00000004626.3
OG0009833	ENSMUSG00000035365.15	ENSACAG00000029455.1
OG0009834	ENSMUSG00000035383.7	ENSACAG00000016532.2
OG0009835	ENSMUSG00000032883.15	ENSACAG00000004628.3
OG0009836	ENSMUSG00000012187.13	ENSACAG00000004749.3
OG0009837	ENSMUSG00000020051.17	ENSACAG00000016374.3
OG0009838	ENSMUSG00000026245.16	ENSACAG00000004769.3
OG0009839	ENSMUSG00000063406.11	ENSACAG00000005685.3
OG0009840	ENSMUSG00000056531.11	ENSACAG00000005571.3
OG0009841	ENSMUSG00000035459.18	ENSACAG00000016328.3
OG0009842	ENSMUSG00000029265.4	ENSACAG00000005545.2
OG0009843	ENSMUSG00000035919.16	ENSACAG00000009261.3
OG0009844	ENSMUSG00000031963.8	ENSACAG00000009181.3
OG0009845	ENSMUSG00000028121.8	ENSACAG00000005406.3
OG0009846	ENSMUSG00000031965.15	ENSACAG00000007473.2
OG0009847	ENSMUSG00000008429.8	ENSACAG00000007436.3
OG0009848	ENSMUSG00000032452.12	ENSACAG00000003514.3
OG0009849	ENSMUSG00000046402.10	ENSACAG00000003511.3
OG0009850	ENSMUSG00000028125.14	ENSACAG00000005200.3
OG0009851	ENSMUSG00000036411.10	ENSACAG00000007307.3
OG0009852	ENSMUSG00000020251.13	ENSACAG00000016095.3
OG0009853	ENSMUSG00000032458.6	ENSACAG00000003341.3
OG0009854	ENSMUSG00000036777.8	ENSACAG00000003566.3
OG0009855	ENSMUSG00000020246.13	ENSACAG00000016051.3
OG0009856	ENSMUSG00000021322.8	ENSACAG00000021042.2
OG0009857	ENSMUSG00000034612.7	ENSACAG00000015912.3
OG0009858	ENSMUSG00000039831.16	ENSACAG00000005112.3
OG0009859	ENSMUSG00000021319.7	ENSACAG00000017668.2
