Orthogroup	X_tropicalis.pep	P_troglodytes.pep
OG0010060	ENSXETG00000007146.1	ENSPTRG00000009236.7
OG0010061	ENSXETG00000004650.1	ENSPTRG00000002895.5
OG0010062	ENSXETG00000013035.1	ENSPTRG00000005320.6
OG0010063	ENSXETG00000004491.1	ENSPTRG00000002898.4
OG0010064	ENSXETG00000004106.1, ENSXETG00000004251.1, ENSXETG00000015516.1	ENSPTRG00000033989.3
OG0010065	ENSXETG00000012993.1	ENSPTRG00000005319.3
OG0010066	ENSXETG00000012910.1	ENSPTRG00000005313.7
OG0010067	ENSXETG00000020209.1	ENSPTRG00000009079.5
OG0010068	ENSXETG00000010030.1	ENSPTRG00000002909.7
OG0010069	ENSXETG00000009858.1	ENSPTRG00000002911.6
OG0010070	ENSXETG00000012688.1	ENSPTRG00000005307.7
OG0010071	ENSXETG00000005584.1	ENSPTRG00000000643.5
OG0010072	ENSXETG00000009793.1	ENSPTRG00000049609.1
OG0010073	ENSXETG00000009563.1	ENSPTRG00000002919.3
OG0010074	ENSXETG00000007348.1	ENSPTRG00000002920.6
OG0010075	ENSXETG00000016887.1	ENSPTRG00000005301.4
OG0010076	ENSXETG00000003982.1	ENSPTRG00000046825.1
OG0010077	ENSXETG00000006784.1	ENSPTRG00000002921.7
OG0010078	ENSXETG00000016878.1	ENSPTRG00000005299.6
OG0010079	ENSXETG00000008569.1	ENSPTRG00000009284.6
OG0010080	ENSXETG00000019439.1	ENSPTRG00000000649.6
OG0010081	ENSXETG00000020483.1	ENSPTRG00000022644.6
OG0010082	ENSXETG00000020587.1	ENSPTRG00000005295.7
OG0010083	ENSXETG00000013782.1	ENSPTRG00000002924.6
OG0010084	ENSXETG00000018038.1	ENSPTRG00000023040.6
OG0010085	ENSXETG00000017160.1	ENSPTRG00000005290.7
OG0010086	ENSXETG00000017917.1	ENSPTRG00000005289.4
OG0010087	ENSXETG00000010085.1	ENSPTRG00000049544.1
OG0010088	ENSXETG00000010088.1	ENSPTRG00000002928.5
OG0010089	ENSXETG00000020235.1	ENSPTRG00000000657.7
OG0010090	ENSXETG00000020236.1	ENSPTRG00000022898.4
OG0010091	ENSXETG00000018156.1	ENSPTRG00000009274.6
OG0010092	ENSXETG00000003816.1, ENSXETG00000011249.1	ENSPTRG00000000679.7
OG0010093	ENSXETG00000020258.1	ENSPTRG00000005282.5
OG0010094	ENSXETG00000005251.1	ENSPTRG00000043212.1
OG0010095	ENSXETG00000003628.1	ENSPTRG00000052080.1
OG0010096	ENSXETG00000007056.1	ENSPTRG00000009290.7
OG0010097	ENSXETG00000011334.1	ENSPTRG00000009294.6
OG0010098	ENSXETG00000002195.1	ENSPTRG00000005273.3
OG0010099	ENSXETG00000002179.1	ENSPTRG00000005272.6
OG0010100	ENSXETG00000010494.1	ENSPTRG00000005269.6
OG0010101	ENSXETG00000010468.1	ENSPTRG00000005268.6
OG0010102	ENSXETG00000007045.1	ENSPTRG00000000664.5
OG0010103	ENSXETG00000021332.1	ENSPTRG00000005267.4
OG0010104	ENSXETG00000011968.1	ENSPTRG00000040664.2
OG0010105	ENSXETG00000011248.1	ENSPTRG00000000662.4
OG0010106	ENSXETG00000011611.1	ENSPTRG00000034405.3
OG0010107	ENSXETG00000001558.1	ENSPTRG00000002941.5
OG0010108	ENSXETG00000011806.1	ENSPTRG00000009300.6
OG0010109	ENSXETG00000018711.1	ENSPTRG00000005263.4
OG0010110	ENSXETG00000019847.1	ENSPTRG00000005261.4
OG0010111	ENSXETG00000019913.1	ENSPTRG00000005260.3
OG0010112	ENSXETG00000003846.1	ENSPTRG00000000680.6
OG0010113	ENSXETG00000010455.1	ENSPTRG00000039205.2
OG0010114	ENSXETG00000003880.1	ENSPTRG00000024149.6
OG0010116	ENSXETG00000003105.1	ENSPTRG00000005252.6
OG0010117	ENSXETG00000004469.1	ENSPTRG00000002607.4
OG0010118	ENSXETG00000004477.1	ENSPTRG00000002582.6
OG0010119	ENSXETG00000003098.1	ENSPTRG00000005250.4
OG0010120	ENSXETG00000018401.1	ENSPTRG00000000688.6
OG0010121	ENSXETG00000004502.1	ENSPTRG00000002581.6
OG0010122	ENSXETG00000018976.1	ENSPTRG00000000690.5
OG0010123	ENSXETG00000004560.1	ENSPTRG00000002579.7
OG0010124	ENSXETG00000020027.1	ENSPTRG00000009506.6, ENSPTRG00000046339.1
OG0010125	ENSXETG00000007993.1	ENSPTRG00000005221.5
OG0010126	ENSXETG00000019469.1	ENSPTRG00000008550.6
OG0010127	ENSXETG00000003278.1	ENSPTRG00000009190.6
OG0010128	ENSXETG00000006734.1	ENSPTRG00000002599.4
OG0010129	ENSXETG00000008028.1	ENSPTRG00000005222.5
OG0010130	ENSXETG00000011010.1	ENSPTRG00000002598.4
OG0010131	ENSXETG00000008052.1	ENSPTRG00000005223.6
OG0010132	ENSXETG00000005672.1	ENSPTRG00000009187.3
OG0010133	ENSXETG00000005629.1	ENSPTRG00000030946.4
OG0010134	ENSXETG00000000122.1	ENSPTRG00000002594.6
OG0010135	ENSXETG00000000102.1	ENSPTRG00000002590.3
OG0010136	ENSXETG00000017611.1, ENSXETG00000019202.1	ENSPTRG00000002588.6
OG0010137	ENSXETG00000009269.1	ENSPTRG00000044968.1
OG0010138	ENSXETG00000005080.1	ENSPTRG00000009181.6
OG0010139	ENSXETG00000003361.1	ENSPTRG00000009264.6
OG0010140	ENSXETG00000003390.1	ENSPTRG00000009266.6
OG0010141	ENSXETG00000002473.1	ENSPTRG00000002609.6
OG0010142	ENSXETG00000019366.1	ENSPTRG00000045745.1
OG0010143	ENSXETG00000002498.1	ENSPTRG00000002611.3
OG0010144	ENSXETG00000019842.1	ENSPTRG00000002617.4
OG0010145	ENSXETG00000003378.1	ENSPTRG00000005242.6
OG0010146	ENSXETG00000001612.1	ENSPTRG00000000733.2
OG0010147	ENSXETG00000005869.1	ENSPTRG00000005245.6
OG0010148	ENSXETG00000006144.1	ENSPTRG00000005247.7
OG0010149	ENSXETG00000003084.1	ENSPTRG00000000739.6
OG0010150	ENSXETG00000012888.1	ENSPTRG00000016210.6
OG0010151	ENSXETG00000018411.1	ENSPTRG00000003050.2
OG0010152	ENSXETG00000012892.1	ENSPTRG00000016212.3
OG0010153	ENSXETG00000018316.1	ENSPTRG00000043819.1
OG0010154	ENSXETG00000019371.1	ENSPTRG00000003055.6
OG0010155	ENSXETG00000000583.1	ENSPTRG00000000744.7
OG0010156	ENSXETG00000000596.1	ENSPTRG00000000745.4
OG0010157	ENSXETG00000008375.1	ENSPTRG00000051134.1, ENSPTRG00000016218.6
OG0010158	ENSXETG00000020920.1	ENSPTRG00000000748.6
OG0010159	ENSXETG00000020675.1	ENSPTRG00000009093.4
OG0010160	ENSXETG00000020151.1	ENSPTRG00000000749.6
OG0010161	ENSXETG00000017585.1	ENSPTRG00000000750.7
OG0010162	ENSXETG00000012215.1	ENSPTRG00000016224.3
OG0010163	ENSXETG00000019532.1	ENSPTRG00000009096.6
OG0010164	ENSXETG00000003762.1	ENSPTRG00000016227.6
OG0010165	ENSXETG00000019766.1	ENSPTRG00000009098.6
OG0010166	ENSXETG00000008417.1	ENSPTRG00000016229.6
OG0010167	ENSXETG00000000011.1	ENSPTRG00000000754.6
OG0010168	ENSXETG00000020741.1	ENSPTRG00000009100.5
OG0010169	ENSXETG00000011386.1	ENSPTRG00000016236.5
OG0010170	ENSXETG00000017373.1	ENSPTRG00000009101.4
OG0010171	ENSXETG00000002182.1	ENSPTRG00000000762.5
OG0010172	ENSXETG00000007836.1	ENSPTRG00000001898.6
OG0010173	ENSXETG00000007816.1	ENSPTRG00000001897.5
OG0010174	ENSXETG00000011533.1	ENSPTRG00000016240.5
OG0010175	ENSXETG00000001106.1	ENSPTRG00000009102.6
OG0010176	ENSXETG00000007803.1	ENSPTRG00000001896.7
OG0010177	ENSXETG00000011629.1	ENSPTRG00000001895.6
OG0010178	ENSXETG00000011823.1	ENSPTRG00000016241.6
OG0010179	ENSXETG00000006684.1	ENSPTRG00000043088.1
OG0010180	ENSXETG00000009929.1	ENSPTRG00000009109.5
OG0010181	ENSXETG00000003708.1	ENSPTRG00000024346.5
OG0010182	ENSXETG00000019057.1	ENSPTRG00000001892.4
OG0010183	ENSXETG00000002259.1	ENSPTRG00000009111.7
OG0010184	ENSXETG00000002482.1	ENSPTRG00000003018.5
OG0010185	ENSXETG00000018922.1	ENSPTRG00000001891.7
OG0010186	ENSXETG00000007848.1	ENSPTRG00000016249.6
OG0010187	ENSXETG00000004076.1	ENSPTRG00000009113.5
OG0010188	ENSXETG00000016970.1	ENSPTRG00000047334.1
OG0010189	ENSXETG00000007049.1	ENSPTRG00000016255.6
OG0010190	ENSXETG00000004143.1	ENSPTRG00000009115.6
OG0010191	ENSXETG00000004307.1	ENSPTRG00000009116.4
OG0010192	ENSXETG00000006960.1	ENSPTRG00000016256.4
OG0010193	ENSXETG00000001125.1	ENSPTRG00000023167.5
OG0010194	ENSXETG00000019517.1	ENSPTRG00000001886.5
OG0010195	ENSXETG00000010420.1	ENSPTRG00000046548.1
OG0010196	ENSXETG00000010415.1	ENSPTRG00000003030.6
OG0010197	ENSXETG00000020370.1	ENSPTRG00000001883.7
OG0010198	ENSXETG00000010395.1	ENSPTRG00000003033.6
OG0010199	ENSXETG00000021311.1	ENSPTRG00000001881.6
OG0010200	ENSXETG00000013271.1	ENSPTRG00000016263.4
OG0010201	ENSXETG00000002562.1	ENSPTRG00000003034.5
OG0010202	ENSXETG00000005314.1	ENSPTRG00000009123.5
OG0010203	ENSXETG00000005322.1	ENSPTRG00000009125.4
OG0010204	ENSXETG00000018575.1	ENSPTRG00000003040.7
OG0010205	ENSXETG00000019299.1	ENSPTRG00000003043.6
OG0010206	ENSXETG00000012931.1	ENSPTRG00000016271.6
OG0010207	ENSXETG00000012934.1	ENSPTRG00000001872.5
OG0010209	ENSXETG00000003482.1	ENSPTRG00000044806.1, ENSPTRG00000016275.5
OG0010210	ENSXETG00000012510.1	ENSPTRG00000048747.1
OG0010211	ENSXETG00000012497.1	ENSPTRG00000016284.6
OG0010212	ENSXETG00000012491.1	ENSPTRG00000016285.6
OG0010213	ENSXETG00000007545.1	ENSPTRG00000003005.7
OG0010214	ENSXETG00000012999.1	ENSPTRG00000018165.7
OG0010215	ENSXETG00000013007.1	ENSPTRG00000018163.4
OG0010216	ENSXETG00000003453.1	ENSPTRG00000003001.5
OG0010217	ENSXETG00000019480.1	ENSPTRG00000016293.5
OG0010218	ENSXETG00000000725.1	ENSPTRG00000009526.7
OG0010219	ENSXETG00000002479.1	ENSPTRG00000009525.5
OG0010220	ENSXETG00000020207.1	ENSPTRG00000009524.5
OG0010221	ENSXETG00000014112.1	ENSPTRG00000005181.6
OG0010222	ENSXETG00000014137.1	ENSPTRG00000005180.4
OG0010223	ENSXETG00000014204.1	ENSPTRG00000005179.5
OG0010224	ENSXETG00000008973.1	ENSPTRG00000002995.6
OG0010225	ENSXETG00000000363.1	ENSPTRG00000008996.6
OG0010226	ENSXETG00000016943.1	ENSPTRG00000018084.5
OG0010227	ENSXETG00000000156.1	ENSPTRG00000005824.6
OG0010228	ENSXETG00000015559.1	ENSPTRG00000005175.5
OG0010229	ENSXETG00000012235.1	ENSPTRG00000005820.6
OG0010230	ENSXETG00000021140.1	ENSPTRG00000018076.6
OG0010231	ENSXETG00000013975.1	ENSPTRG00000005171.4
OG0010233	ENSXETG00000013301.1	ENSPTRG00000005170.5
OG0010234	ENSXETG00000004911.1	ENSPTRG00000005811.5
OG0010235	ENSXETG00000014445.1	ENSPTRG00000009195.3
OG0010236	ENSXETG00000018879.1	ENSPTRG00000018065.3
OG0010237	ENSXETG00000016977.1	ENSPTRG00000005167.6
OG0010238	ENSXETG00000017479.1	ENSPTRG00000018064.4
OG0010241	ENSXETG00000004808.1	ENSPTRG00000005914.6
OG0010242	ENSXETG00000010682.1	ENSPTRG00000009203.5
OG0010244	ENSXETG00000010734.1	ENSPTRG00000005163.6
OG0010246	ENSXETG00000018074.1	ENSPTRG00000018054.4
OG0010247	ENSXETG00000004133.1	ENSPTRG00000005918.6
OG0010248	ENSXETG00000018891.1	ENSPTRG00000050966.1
OG0010249	ENSXETG00000008077.1	ENSPTRG00000005159.6
OG0010250	ENSXETG00000008247.1	ENSPTRG00000048648.1
OG0010251	ENSXETG00000008313.1	ENSPTRG00000004858.6
OG0010253	ENSXETG00000011765.1	ENSPTRG00000005966.7
OG0010254	ENSXETG00000008791.1	ENSPTRG00000004856.7
OG0010255	ENSXETG00000011308.1	ENSPTRG00000048877.1
OG0010256	ENSXETG00000019904.1	ENSPTRG00000009335.2
OG0010257	ENSXETG00000003858.1	ENSPTRG00000018106.6
OG0010259	ENSXETG00000003841.1	ENSPTRG00000004853.7
OG0010260	ENSXETG00000015856.1	ENSPTRG00000018114.3
OG0010262	ENSXETG00000018441.1	ENSPTRG00000009339.6
OG0010263	ENSXETG00000008085.1	ENSPTRG00000015932.6
OG0010264	ENSXETG00000017992.1	ENSPTRG00000009340.5
OG0010265	ENSXETG00000019408.1	ENSPTRG00000009343.5
OG0010266	ENSXETG00000017514.1	ENSPTRG00000047216.1
OG0010267	ENSXETG00000019181.1	ENSPTRG00000005974.6
OG0010268	ENSXETG00000016955.1	ENSPTRG00000009351.3
OG0010269	ENSXETG00000018603.1	ENSPTRG00000009352.6
OG0010270	ENSXETG00000017959.1	ENSPTRG00000009355.6
OG0010271	ENSXETG00000006226.1	ENSPTRG00000004840.4
OG0010272	ENSXETG00000007462.1	ENSPTRG00000005943.7
OG0010273	ENSXETG00000021216.1	ENSPTRG00000009365.6
OG0010274	ENSXETG00000006406.1	ENSPTRG00000004836.5
OG0010275	ENSXETG00000008800.1	ENSPTRG00000005939.4
OG0010276	ENSXETG00000006601.1	ENSPTRG00000004834.6
OG0010277	ENSXETG00000013729.1	ENSPTRG00000001825.5
OG0010278	ENSXETG00000009105.1	ENSPTRG00000005932.7
OG0010279	ENSXETG00000020686.1	ENSPTRG00000005929.7
OG0010280	ENSXETG00000003369.1	ENSPTRG00000005927.6
OG0010281	ENSXETG00000017785.1	ENSPTRG00000009377.5
OG0010282	ENSXETG00000003494.1	ENSPTRG00000005926.6
OG0010283	ENSXETG00000018621.1	ENSPTRG00000009381.6
OG0010285	ENSXETG00000000696.1	ENSPTRG00000019589.7
OG0010286	ENSXETG00000008486.1	ENSPTRG00000001040.6
OG0010287	ENSXETG00000008207.1	ENSPTRG00000001041.5
OG0010288	ENSXETG00000011831.1	ENSPTRG00000005957.2
OG0010289	ENSXETG00000011835.1	ENSPTRG00000005955.6
OG0010290	ENSXETG00000011841.1	ENSPTRG00000005954.4
OG0010291	ENSXETG00000005571.1	ENSPTRG00000014640.5
OG0010292	ENSXETG00000007498.1	ENSPTRG00000001043.5
OG0010293	ENSXETG00000011849.1	ENSPTRG00000005951.2
OG0010294	ENSXETG00000000019.1	ENSPTRG00000028417.4
OG0010295	ENSXETG00000012017.1	ENSPTRG00000005949.6
OG0010296	ENSXETG00000006886.1	ENSPTRG00000005948.6
OG0010297	ENSXETG00000009277.1	ENSPTRG00000009391.7
OG0010298	ENSXETG00000007318.1	ENSPTRG00000050671.1
OG0010299	ENSXETG00000013217.1	ENSPTRG00000023820.4
OG0010300	ENSXETG00000018912.1	ENSPTRG00000019601.6
OG0010301	ENSXETG00000013199.1	ENSPTRG00000052549.1
OG0010302	ENSXETG00000013196.1	ENSPTRG00000001938.4
OG0010303	ENSXETG00000018443.1	ENSPTRG00000019604.4
OG0010304	ENSXETG00000017573.1	ENSPTRG00000044767.1
OG0010305	ENSXETG00000020367.1	ENSPTRG00000005988.5
OG0010306	ENSXETG00000008723.1	ENSPTRG00000009260.4
OG0010307	ENSXETG00000021386.1	ENSPTRG00000019608.7
OG0010308	ENSXETG00000019974.1	ENSPTRG00000047353.1
OG0010309	ENSXETG00000004505.1	ENSPTRG00000038773.2
OG0010310	ENSXETG00000013160.1	ENSPTRG00000018166.4
OG0010311	ENSXETG00000020212.1	ENSPTRG00000040031.2
OG0010312	ENSXETG00000020535.1	ENSPTRG00000001098.6
OG0010313	ENSXETG00000018943.1	ENSPTRG00000019613.6
OG0010314	ENSXETG00000019495.1	ENSPTRG00000001099.7
OG0010315	ENSXETG00000009508.1	ENSPTRG00000009262.4
OG0010316	ENSXETG00000020782.1	ENSPTRG00000001105.5
OG0010317	ENSXETG00000020057.1	ENSPTRG00000019614.7
OG0010318	ENSXETG00000018225.1	ENSPTRG00000001107.5
OG0010319	ENSXETG00000008815.1	ENSPTRG00000009523.6
OG0010320	ENSXETG00000000030.1	ENSPTRG00000005996.5
OG0010321	ENSXETG00000018089.1	ENSPTRG00000019619.6
OG0010322	ENSXETG00000018657.1	ENSPTRG00000009083.6
OG0010323	ENSXETG00000018222.1	ENSPTRG00000019624.5
OG0010325	ENSXETG00000002962.1	ENSPTRG00000006005.7
OG0010326	ENSXETG00000011057.1	ENSPTRG00000011346.6
OG0010327	ENSXETG00000002915.1	ENSPTRG00000024336.6
OG0010328	ENSXETG00000018932.1	ENSPTRG00000001120.4
OG0010329	ENSXETG00000011509.1	ENSPTRG00000014527.6
OG0010330	ENSXETG00000011180.1	ENSPTRG00000044273.1
OG0010331	ENSXETG00000013929.1	ENSPTRG00000011343.6
OG0010332	ENSXETG00000011086.1	ENSPTRG00000014529.6
OG0010333	ENSXETG00000002582.1	ENSPTRG00000006010.6
OG0010334	ENSXETG00000003367.1	ENSPTRG00000001131.5
OG0010335	ENSXETG00000010958.1	ENSPTRG00000029395.3
OG0010337	ENSXETG00000016793.1	ENSPTRG00000014532.5
OG0010338	ENSXETG00000016661.1	ENSPTRG00000014534.6
OG0010339	ENSXETG00000008391.1	ENSPTRG00000001137.6
OG0010340	ENSXETG00000001867.1	ENSPTRG00000006022.7
OG0010341	ENSXETG00000011215.1	ENSPTRG00000001139.6
OG0010342	ENSXETG00000014768.1	ENSPTRG00000050510.1, ENSPTRG00000011310.4
OG0010343	ENSXETG00000012459.1	ENSPTRG00000006036.6
OG0010344	ENSXETG00000012159.1	ENSPTRG00000006039.6
OG0010345	ENSXETG00000018669.1	ENSPTRG00000047925.1
OG0010346	ENSXETG00000006562.1	ENSPTRG00000049498.1, ENSPTRG00000011286.6
OG0010347	ENSXETG00000017406.1	ENSPTRG00000019649.4
OG0010348	ENSXETG00000020948.1	ENSPTRG00000019646.4
OG0010349	ENSXETG00000016092.1	ENSPTRG00000001144.4
OG0010352	ENSXETG00000004996.1	ENSPTRG00000047424.1, ENSPTRG00000006049.7
OG0010353	ENSXETG00000004984.1	ENSPTRG00000045053.1, ENSPTRG00000006050.3
OG0010354	ENSXETG00000004951.1	ENSPTRG00000046605.1, ENSPTRG00000006051.4
OG0010355	ENSXETG00000011382.1	ENSPTRG00000001833.4
OG0010356	ENSXETG00000011405.1	ENSPTRG00000001834.6
OG0010357	ENSXETG00000004261.1	ENSPTRG00000006055.6
OG0010358	ENSXETG00000004232.1	ENSPTRG00000006056.6
OG0010359	ENSXETG00000015247.1	ENSPTRG00000001837.6
OG0010360	ENSXETG00000010357.1	ENSPTRG00000045155.1
OG0010361	ENSXETG00000013960.1	ENSPTRG00000011303.3
OG0010362	ENSXETG00000013981.1	ENSPTRG00000011305.6
OG0010363	ENSXETG00000006644.1	ENSPTRG00000001843.6
OG0010364	ENSXETG00000017334.1	ENSPTRG00000019629.6
OG0010365	ENSXETG00000014073.1, ENSXETG00000014331.1	ENSPTRG00000011309.6
OG0010366	ENSXETG00000020823.1	ENSPTRG00000009081.5
OG0010367	ENSXETG00000012012.1	ENSPTRG00000001845.3
OG0010368	ENSXETG00000020659.1	ENSPTRG00000022727.4
OG0010369	ENSXETG00000019975.1	ENSPTRG00000030923.3
OG0010370	ENSXETG00000020490.1	ENSPTRG00000050483.1
OG0010371	ENSXETG00000000419.1	ENSPTRG00000006072.7
OG0010372	ENSXETG00000006768.1	ENSPTRG00000014515.3
OG0010373	ENSXETG00000007077.1	ENSPTRG00000014513.4
OG0010374	ENSXETG00000003620.1	ENSPTRG00000001086.6
OG0010375	ENSXETG00000000847.1	ENSPTRG00000052016.1
OG0010376	ENSXETG00000003901.1	ENSPTRG00000001866.4
OG0010377	ENSXETG00000003554.1	ENSPTRG00000048480.1
OG0010378	ENSXETG00000018726.1	ENSPTRG00000015957.6
OG0010379	ENSXETG00000002329.1	ENSPTRG00000015955.5
OG0010380	ENSXETG00000003683.1	ENSPTRG00000001842.6
OG0010381	ENSXETG00000002394.1	ENSPTRG00000015954.4
OG0010382	ENSXETG00000003705.1	ENSPTRG00000001841.7
OG0010383	ENSXETG00000003712.1	ENSPTRG00000001839.5
OG0010384	ENSXETG00000006217.1	ENSPTRG00000012325.5
OG0010385	ENSXETG00000004349.1	ENSPTRG00000001860.3
OG0010386	ENSXETG00000006275.1	ENSPTRG00000012318.5
OG0010387	ENSXETG00000006323.1	ENSPTRG00000012317.3
OG0010388	ENSXETG00000000277.1	ENSPTRG00000012313.4
OG0010389	ENSXETG00000019350.1	ENSPTRG00000012260.5
OG0010390	ENSXETG00000011265.1	ENSPTRG00000013437.5
OG0010391	ENSXETG00000015282.1	ENSPTRG00000015942.4
OG0010392	ENSXETG00000011218.1	ENSPTRG00000013439.2
OG0010393	ENSXETG00000005136.1	ENSPTRG00000013440.6
OG0010394	ENSXETG00000010745.1	ENSPTRG00000015940.4
OG0010395	ENSXETG00000018461.1	ENSPTRG00000030356.4
OG0010396	ENSXETG00000019898.1	ENSPTRG00000006832.7
OG0010399	ENSXETG00000008711.1	ENSPTRG00000041848.2
OG0010400	ENSXETG00000015843.1	ENSPTRG00000013488.6
OG0010401	ENSXETG00000003512.1	ENSPTRG00000021833.4
OG0010402	ENSXETG00000005509.1	ENSPTRG00000004530.5
OG0010403	ENSXETG00000016253.1	ENSPTRG00000013504.6
OG0010404	ENSXETG00000003657.1	ENSPTRG00000042945.1
OG0010405	ENSXETG00000003682.1	ENSPTRG00000050696.1
OG0010406	ENSXETG00000018716.1	ENSPTRG00000051312.1
OG0010407	ENSXETG00000006532.1	ENSPTRG00000050816.1
OG0010408	ENSXETG00000006486.1	ENSPTRG00000013465.6
OG0010409	ENSXETG00000003915.1	ENSPTRG00000052053.1
OG0010410	ENSXETG00000018334.1	ENSPTRG00000004553.5
OG0010411	ENSXETG00000013918.1, ENSXETG00000016644.1	ENSPTRG00000049561.1
OG0010412	ENSXETG00000016581.1	ENSPTRG00000028324.5
OG0010413	ENSXETG00000004673.1	ENSPTRG00000045040.1
OG0010414	ENSXETG00000017138.1	ENSPTRG00000004564.6
OG0010415	ENSXETG00000014266.1	ENSPTRG00000021645.4
OG0010416	ENSXETG00000020356.1	ENSPTRG00000004567.5
OG0010417	ENSXETG00000020142.1	ENSPTRG00000051528.1
OG0010418	ENSXETG00000019623.1	ENSPTRG00000021653.6
OG0010419	ENSXETG00000020615.1	ENSPTRG00000021658.6
OG0010420	ENSXETG00000020550.1	ENSPTRG00000021663.6
OG0010421	ENSXETG00000003409.1	ENSPTRG00000004699.5
OG0010422	ENSXETG00000010050.1	ENSPTRG00000013429.6
OG0010423	ENSXETG00000020684.1	ENSPTRG00000048272.1
OG0010424	ENSXETG00000007359.1	ENSPTRG00000021680.5
OG0010425	ENSXETG00000015802.1	ENSPTRG00000021681.5
OG0010426	ENSXETG00000015719.1	ENSPTRG00000013400.5
OG0010427	ENSXETG00000001958.1	ENSPTRG00000014505.6
OG0010428	ENSXETG00000006126.1	ENSPTRG00000014500.6
OG0010429	ENSXETG00000016967.1	ENSPTRG00000015280.6
OG0010431	ENSXETG00000018937.1	ENSPTRG00000014497.5
OG0010432	ENSXETG00000017455.1	ENSPTRG00000014496.6
OG0010433	ENSXETG00000014772.1	ENSPTRG00000014489.4
OG0010434	ENSXETG00000015181.1	ENSPTRG00000021688.4
OG0010436	ENSXETG00000021358.1	ENSPTRG00000013418.6
OG0010437	ENSXETG00000021123.1	ENSPTRG00000013421.6
OG0010438	ENSXETG00000010501.1	ENSPTRG00000013423.7
OG0010439	ENSXETG00000002653.1	ENSPTRG00000013459.5
OG0010440	ENSXETG00000003431.1	ENSPTRG00000021700.6
OG0010441	ENSXETG00000011155.1	ENSPTRG00000033708.2
OG0010442	ENSXETG00000005814.1	ENSPTRG00000044714.1
OG0010443	ENSXETG00000003942.1	ENSPTRG00000021705.6
OG0010444	ENSXETG00000011709.1	ENSPTRG00000021711.6
OG0010445	ENSXETG00000011989.1	ENSPTRG00000021713.5
OG0010446	ENSXETG00000019575.1	ENSPTRG00000001121.7
OG0010447	ENSXETG00000017747.1	ENSPTRG00000013497.7
OG0010448	ENSXETG00000020143.1	ENSPTRG00000021716.6
OG0010449	ENSXETG00000021281.1	ENSPTRG00000038644.2
OG0010450	ENSXETG00000017254.1	ENSPTRG00000019351.6
OG0010451	ENSXETG00000020827.1	ENSPTRG00000013492.2
OG0010452	ENSXETG00000013547.1	ENSPTRG00000019353.6
OG0010453	ENSXETG00000001793.1	ENSPTRG00000048773.1
OG0010454	ENSXETG00000010715.1	ENSPTRG00000019354.4
OG0010457	ENSXETG00000011167.1	ENSPTRG00000013541.7
OG0010458	ENSXETG00000011150.1	ENSPTRG00000013534.6
OG0010459	ENSXETG00000017311.1	ENSPTRG00000021733.4
OG0010460	ENSXETG00000020465.1	ENSPTRG00000047975.1
OG0010461	ENSXETG00000017209.1	ENSPTRG00000021735.5
OG0010462	ENSXETG00000005189.1	ENSPTRG00000023150.4
OG0010463	ENSXETG00000020025.1	ENSPTRG00000021737.4
OG0010464	ENSXETG00000011975.1	ENSPTRG00000049325.1
OG0010465	ENSXETG00000011302.1	ENSPTRG00000013526.6
OG0010466	ENSXETG00000006197.1	ENSPTRG00000021744.5
OG0010467	ENSXETG00000008641.1	ENSPTRG00000013522.3
OG0010468	ENSXETG00000008979.1	ENSPTRG00000050927.1
OG0010469	ENSXETG00000009085.1	ENSPTRG00000013517.3
OG0010470	ENSXETG00000009133.1	ENSPTRG00000013516.5
OG0010471	ENSXETG00000009290.1	ENSPTRG00000013585.4
OG0010472	ENSXETG00000020626.1	ENSPTRG00000013586.7
OG0010473	ENSXETG00000015286.1	ENSPTRG00000004782.6
OG0010474	ENSXETG00000010966.1	ENSPTRG00000013588.6
OG0010475	ENSXETG00000015990.1	ENSPTRG00000004783.6
OG0010476	ENSXETG00000015551.1	ENSPTRG00000013589.7
OG0010477	ENSXETG00000010754.1	ENSPTRG00000045701.1
OG0010478	ENSXETG00000015106.1	ENSPTRG00000004785.5, ENSPTRG00000050452.1
OG0010479	ENSXETG00000010984.1	ENSPTRG00000044033.1
OG0010480	ENSXETG00000009246.1	ENSPTRG00000021771.6
OG0010481	ENSXETG00000019144.1	ENSPTRG00000013592.7
OG0010482	ENSXETG00000003362.1	ENSPTRG00000021768.6, ENSPTRG00000048201.1
OG0010483	ENSXETG00000010700.1	ENSPTRG00000021767.6
OG0010484	ENSXETG00000010235.1	ENSPTRG00000050032.1
OG0010485	ENSXETG00000003400.1	ENSPTRG00000050517.1
OG0010486	ENSXETG00000003432.1	ENSPTRG00000021792.4
OG0010487	ENSXETG00000002251.1	ENSPTRG00000021796.6
OG0010488	ENSXETG00000010377.1	ENSPTRG00000021803.4
OG0010489	ENSXETG00000007790.1	ENSPTRG00000013599.5
OG0010490	ENSXETG00000010289.1	ENSPTRG00000021805.4
OG0010491	ENSXETG00000000004.1	ENSPTRG00000013609.5
OG0010492	ENSXETG00000021223.1	ENSPTRG00000019341.5
OG0010493	ENSXETG00000019009.1	ENSPTRG00000013611.5
OG0010494	ENSXETG00000019779.1	ENSPTRG00000019340.7
OG0010495	ENSXETG00000019014.1	ENSPTRG00000013613.3
OG0010496	ENSXETG00000010605.1	ENSPTRG00000021811.4
