Orthogroup	X_tropicalis.pep	H_sapiens.pep
OG0011309	ENSXETG00000017323.1	ENSG00000144452.15
OG0011310	ENSXETG00000016904.1	ENSG00000113739.10
OG0011311	ENSXETG00000005578.1	ENSG00000163798.13
OG0011312	ENSXETG00000005824.1	ENSG00000075426.12
OG0011313	ENSXETG00000017137.1	ENSG00000115414.20
OG0011314	ENSXETG00000004812.1	ENSG00000113578.18
OG0011315	ENSXETG00000004824.1	ENSG00000187678.9
OG0011316	ENSXETG00000004844.1	ENSG00000131507.11
OG0011317	ENSXETG00000009259.1	ENSG00000162971.11
OG0011318	ENSXETG00000011903.1	ENSG00000155729.13
OG0011319	ENSXETG00000006572.1	ENSG00000163535.18
OG0011320	ENSXETG00000006341.1	ENSG00000155329.12
OG0011321	ENSXETG00000013567.1	ENSG00000053108.17
OG0011322	ENSXETG00000009601.1	ENSG00000068024.16
OG0011323	ENSXETG00000001729.1	ENSG00000237190.4
OG0011324	ENSXETG00000018637.1	ENSG00000204104.12
OG0011325	ENSXETG00000004745.1	ENSG00000115419.13
OG0011326	ENSXETG00000019629.1	ENSG00000144476.6
OG0011328	ENSXETG00000021404.1	ENSG00000151690.15
OG0011329	ENSXETG00000006824.1	ENSG00000143952.20
OG0011330	ENSXETG00000017560.1	ENSG00000138379.5
OG0011331	ENSXETG00000010655.1	ENSG00000064933.17
OG0011332	ENSXETG00000011492.1	ENSG00000014641.20
OG0011333	ENSXETG00000000108.1	ENSG00000128694.12
OG0011334	ENSXETG00000011123.1	ENSG00000143951.16
OG0011335	ENSXETG00000016890.1	ENSG00000113742.14
OG0011336	ENSXETG00000016881.1	ENSG00000170091.11
OG0011337	ENSXETG00000016765.1	ENSG00000115504.14
OG0011338	ENSXETG00000017482.1	ENSG00000170340.11
OG0011339	ENSXETG00000010466.1	ENSG00000170264.13
OG0011340	ENSXETG00000013211.1	ENSG00000169302.16
OG0011341	ENSXETG00000006735.1	ENSG00000086570.12
OG0011342	ENSXETG00000001338.1	ENSG00000008197.4
OG0011343	ENSXETG00000005052.1	ENSG00000096093.16
OG0011344	ENSXETG00000005024.1	ENSG00000065308.5
OG0011345	ENSXETG00000020633.1	ENSG00000182362.14
OG0011346	ENSXETG00000018590.1	ENSG00000160294.11
OG0011347	ENSXETG00000012009.1	ENSG00000145901.15
OG0011348	ENSXETG00000005128.1	ENSG00000086589.12
OG0011349	ENSXETG00000006827.1	ENSG00000171992.13
OG0011350	ENSXETG00000001819.1	ENSG00000183876.9
OG0011351	ENSXETG00000020907.1	ENSG00000115648.14
OG0011352	ENSXETG00000003847.1	ENSG00000011083.9
OG0011353	ENSXETG00000010043.1	ENSG00000113721.14
OG0011354	ENSXETG00000006912.1	ENSG00000119862.13
OG0011355	ENSXETG00000009244.1	ENSG00000182578.13
OG0011356	ENSXETG00000007030.1	ENSG00000115902.11
OG0011357	ENSXETG00000007187.1	ENSG00000198369.10
OG0011358	ENSXETG00000007510.1	ENSG00000243667.7
OG0011359	ENSXETG00000016479.1	ENSG00000037280.16
OG0011360	ENSXETG00000007585.1	ENSG00000119865.9
OG0011361	ENSXETG00000007613.1	ENSG00000115956.10
OG0011362	ENSXETG00000007950.1	ENSG00000125851.10
OG0011363	ENSXETG00000003808.1	ENSG00000101230.6
OG0011364	ENSXETG00000005144.1	ENSG00000089195.15
OG0011365	ENSXETG00000006970.1	ENSG00000164438.6
OG0011366	ENSXETG00000013608.1	ENSG00000197451.12
OG0011368	ENSXETG00000016138.1	ENSG00000061492.12
OG0011369	ENSXETG00000013626.1	ENSG00000177733.7
OG0011370	ENSXETG00000006295.1	ENSG00000120725.13
OG0011371	ENSXETG00000020997.1	ENSG00000119878.6
OG0011372	ENSXETG00000000692.1	ENSG00000080618.16
OG0011375	ENSXETG00000007224.1	ENSG00000133103.17
OG0011376	ENSXETG00000007014.1	ENSG00000150907.10
OG0011377	ENSXETG00000007007.1	ENSG00000102738.8
OG0011378	ENSXETG00000001913.1	ENSG00000112658.8
OG0011379	ENSXETG00000011914.1	ENSG00000136100.14
OG0011380	ENSXETG00000011826.1	ENSG00000136108.15
OG0011381	ENSXETG00000011339.1	ENSG00000197168.13
OG0011382	ENSXETG00000011313.1	ENSG00000253710.4
OG0011383	ENSXETG00000003564.1	ENSG00000125848.10
OG0011384	ENSXETG00000016477.1	ENSG00000066185.13
OG0011385	ENSXETG00000001479.1	ENSG00000101384.12
OG0011386	ENSXETG00000002033.1	ENSG00000124587.14
OG0011387	ENSXETG00000001256.1	ENSG00000132623.16
OG0011388	ENSXETG00000015000.1	ENSG00000124713.6
OG0011389	ENSXETG00000001207.1	ENSG00000101349.16
OG0011390	ENSXETG00000014031.1	ENSG00000125630.16
OG0011391	ENSXETG00000001189.1	ENSG00000125869.10
OG0011392	ENSXETG00000012142.1	ENSG00000101333.16
OG0011393	ENSXETG00000006294.1	ENSG00000101323.5
OG0011394	ENSXETG00000019845.1	ENSG00000136156.15
OG0011395	ENSXETG00000016024.1	ENSG00000113758.13
OG0011396	ENSXETG00000015997.1	ENSG00000131188.12
OG0011397	ENSXETG00000002526.1	ENSG00000102468.10
OG0011398	ENSXETG00000021289.1	ENSG00000169223.15
OG0011399	ENSXETG00000018823.1	ENSG00000094880.11
OG0011400	ENSXETG00000017587.1	ENSG00000158402.20
OG0011401	ENSXETG00000020347.1	ENSG00000120733.14
OG0011402	ENSXETG00000017292.1	ENSG00000132563.16
OG0011403	ENSXETG00000019227.1	ENSG00000120738.8
OG0011404	ENSXETG00000021336.1	ENSG00000173402.12
OG0011405	ENSXETG00000017339.1	ENSG00000176095.12
OG0011406	ENSXETG00000017481.1	ENSG00000185614.6
OG0011407	ENSXETG00000020092.1	ENSG00000164068.16
OG0011408	ENSXETG00000017926.1	ENSG00000176020.9
OG0011409	ENSXETG00000001367.1	ENSG00000124818.15
OG0011410	ENSXETG00000019089.1	ENSG00000125037.12
OG0011411	ENSXETG00000010284.1	ENSG00000114316.13
OG0011412	ENSXETG00000001634.1	ENSG00000146070.17
OG0011413	ENSXETG00000001689.1	ENSG00000180113.16
OG0011414	ENSXETG00000017780.1	ENSG00000164078.13
OG0011415	ENSXETG00000018836.1	ENSG00000164077.14
OG0011416	ENSXETG00000011272.1	ENSG00000112077.17
OG0011417	ENSXETG00000013049.1	ENSG00000253309.6
OG0011418	ENSXETG00000013093.1	ENSG00000139668.9
OG0011419	ENSXETG00000013040.1	ENSG00000136104.21
OG0011420	ENSXETG00000006605.1	ENSG00000115128.7
OG0011421	ENSXETG00000021177.1	ENSG00000188338.15
OG0011422	ENSXETG00000006302.1	ENSG00000173960.14
OG0011423	ENSXETG00000004634.1	ENSG00000119778.15
OG0011424	ENSXETG00000017593.1	ENSG00000164061.5
OG0011425	ENSXETG00000007626.1	ENSG00000170745.12
OG0011426	ENSXETG00000007549.1	ENSG00000151379.4
OG0011427	ENSXETG00000007477.1	ENSG00000178295.15
OG0011428	ENSXETG00000011039.1	ENSG00000197872.11
OG0011430	ENSXETG00000016560.1	ENSG00000114383.10
OG0011431	ENSXETG00000016604.1	ENSG00000068028.17
OG0011432	ENSXETG00000016768.1	ENSG00000004838.14
OG0011433	ENSXETG00000003178.1	ENSG00000114388.14
OG0011434	ENSXETG00000018097.1	ENSG00000151779.13
OG0011435	ENSXETG00000003165.1	ENSG00000114395.10
OG0011436	ENSXETG00000001902.1	ENSG00000114735.9
OG0011437	ENSXETG00000019679.1	ENSG00000162981.14
OG0011438	ENSXETG00000018526.1	ENSG00000071575.11
OG0011439	ENSXETG00000016956.1	ENSG00000196208.14
OG0011440	ENSXETG00000006675.1	ENSG00000259956.2
OG0011441	ENSXETG00000020427.1	ENSG00000150873.12
OG0011442	ENSXETG00000019380.1	ENSG00000162975.5
OG0011443	ENSXETG00000019432.1	ENSG00000143870.12
OG0011444	ENSXETG00000010547.1	ENSG00000164081.12
OG0011445	ENSXETG00000010551.1	ENSG00000164082.15
OG0011446	ENSXETG00000010510.1	ENSG00000115761.16
OG0011447	ENSXETG00000020071.1	ENSG00000041880.14
OG0011448	ENSXETG00000020310.1	ENSG00000115758.13
OG0011450	ENSXETG00000017942.1	ENSG00000115750.17
OG0011451	ENSXETG00000000690.1	ENSG00000168237.18
OG0011452	ENSXETG00000000429.1	ENSG00000119203.14
OG0011453	ENSXETG00000019511.1	ENSG00000023330.15
OG0011454	ENSXETG00000018471.1	ENSG00000114854.8
OG0011455	ENSXETG00000002023.1	ENSG00000143797.12
OG0011456	ENSXETG00000006478.1	ENSG00000010322.16
OG0011457	ENSXETG00000001980.1	ENSG00000151692.15
OG0011458	ENSXETG00000001853.1	ENSG00000134321.12
OG0011460	ENSXETG00000019705.1	ENSG00000124743.6
OG0011461	ENSXETG00000016966.1	ENSG00000001084.13
OG0011463	ENSXETG00000020816.1	ENSG00000137270.11
OG0011465	ENSXETG00000014771.1	ENSG00000114902.14
OG0011466	ENSXETG00000002208.1	ENSG00000091879.13
OG0011467	ENSXETG00000007830.1	ENSG00000118965.14
OG0011468	ENSXETG00000011597.1	ENSG00000272573.6
OG0011469	ENSXETG00000011658.1	ENSG00000163935.14
OG0011470	ENSXETG00000007677.1	ENSG00000183891.6
OG0011471	ENSXETG00000008139.1	ENSG00000068697.7
OG0011472	ENSXETG00000011822.1	ENSG00000163933.10
OG0011473	ENSXETG00000008371.1	ENSG00000055917.15
OG0011474	ENSXETG00000007080.1	ENSG00000163932.15
OG0011475	ENSXETG00000009917.1	ENSG00000118960.13
OG0011477	ENSXETG00000010061.1	ENSG00000084674.15
OG0011478	ENSXETG00000005614.1	ENSG00000106823.12
OG0011479	ENSXETG00000005681.1	ENSG00000106819.13
OG0011480	ENSXETG00000005700.1	ENSG00000127083.7
OG0011481	ENSXETG00000005798.1	ENSG00000196305.17
OG0011482	ENSXETG00000021233.1	ENSG00000176595.4, ENSG00000273645.2
OG0011483	ENSXETG00000017684.1	ENSG00000180190.11
OG0011484	ENSXETG00000015406.1	ENSG00000196639.6
OG0011485	ENSXETG00000005800.1	ENSG00000151353.15
OG0011486	ENSXETG00000006533.1	ENSG00000130508.11
OG0011487	ENSXETG00000008515.1	ENSG00000144560.15
OG0011488	ENSXETG00000001991.1	ENSG00000132170.21
OG0011489	ENSXETG00000001424.1	ENSG00000032389.12
OG0011491	ENSXETG00000009733.1	ENSG00000114656.12
OG0011493	ENSXETG00000009093.1	ENSG00000112200.17
OG0011495	ENSXETG00000001550.1	ENSG00000168216.13
OG0011496	ENSXETG00000016523.1	ENSG00000187672.13
OG0011497	ENSXETG00000002956.1	ENSG00000112305.15
OG0011498	ENSXETG00000015991.1	ENSG00000163946.13
OG0011499	ENSXETG00000003006.1	ENSG00000112309.11
OG0011500	ENSXETG00000015327.1	ENSG00000163947.11
OG0011501	ENSXETG00000003020.1	ENSG00000119900.9
OG0011502	ENSXETG00000001825.1	ENSG00000144730.18
OG0011503	ENSXETG00000001882.1	ENSG00000163666.10
OG0011504	ENSXETG00000020602.1	ENSG00000112249.14
OG0011505	ENSXETG00000002423.1	ENSG00000112246.9
OG0011506	ENSXETG00000003053.1	ENSG00000239388.9
OG0011507	ENSXETG00000016474.1	ENSG00000146267.12
OG0011508	ENSXETG00000015992.1	ENSG00000112234.9
OG0011509	ENSXETG00000016259.1	ENSG00000186231.17
OG0011510	ENSXETG00000016206.1	ENSG00000112218.9
OG0011511	ENSXETG00000013459.1	ENSG00000135341.18
OG0011512	ENSXETG00000013410.1	ENSG00000112182.15
OG0011513	ENSXETG00000001369.1	ENSG00000135299.17
OG0011514	ENSXETG00000016608.1	ENSG00000146281.6
OG0011515	ENSXETG00000010929.1	ENSG00000135334.9
OG0011516	ENSXETG00000010434.1	ENSG00000163687.14
OG0011517	ENSXETG00000010413.1	ENSG00000163686.15
OG0011518	ENSXETG00000007113.1	ENSG00000164414.18
OG0011519	ENSXETG00000004338.1	ENSG00000272514.6, ENSG00000213204.8
OG0011520	ENSXETG00000007122.1	ENSG00000188994.13
OG0011521	ENSXETG00000007144.1	ENSG00000135346.8
OG0011522	ENSXETG00000014261.1	ENSG00000172469.16
OG0011523	ENSXETG00000010855.1	ENSG00000111911.7
OG0011524	ENSXETG00000010912.1	ENSG00000111912.20
OG0011525	ENSXETG00000010975.1	ENSG00000111906.18
OG0011526	ENSXETG00000010952.1	ENSG00000146373.16
OG0011527	ENSXETG00000007171.1	ENSG00000111897.7
OG0011528	ENSXETG00000006878.1	ENSG00000025156.13
OG0011529	ENSXETG00000004639.1	ENSG00000152661.9
OG0011530	ENSXETG00000011156.1	ENSG00000146350.14
OG0011531	ENSXETG00000001164.1	ENSG00000183624.14
OG0011532	ENSXETG00000003292.1	ENSG00000163902.12
OG0011533	ENSXETG00000009324.1	ENSG00000111879.20
OG0011534	ENSXETG00000009110.1	ENSG00000111860.14
OG0011535	ENSXETG00000008681.1	ENSG00000164465.18
OG0011536	ENSXETG00000008250.1	ENSG00000170162.14
OG0011537	ENSXETG00000008107.1	ENSG00000185002.10
OG0011538	ENSXETG00000012413.1	ENSG00000187715.13
OG0011539	ENSXETG00000012400.1	ENSG00000074416.14
OG0011540	ENSXETG00000012113.1	ENSG00000114626.18
OG0011541	ENSXETG00000006617.1	ENSG00000073111.14
OG0011542	ENSXETG00000004314.1	ENSG00000111816.8
OG0011543	ENSXETG00000006507.1	ENSG00000163870.16
OG0011544	ENSXETG00000004467.1	ENSG00000249853.7
OG0011545	ENSXETG00000005090.1	ENSG00000277443.3
OG0011546	ENSXETG00000015198.1	ENSG00000057657.17
OG0011547	ENSXETG00000007157.1	ENSG00000070476.15
OG0011548	ENSXETG00000006987.1	ENSG00000159650.9
OG0011549	ENSXETG00000014352.1	ENSG00000178409.13
OG0011550	ENSXETG00000014206.1	ENSG00000025796.14
OG0011551	ENSXETG00000006882.1	ENSG00000163528.13
OG0011552	ENSXETG00000014132.1	ENSG00000081087.15
OG0011553	ENSXETG00000011855.1	ENSG00000154767.14
OG0011554	ENSXETG00000014004.1	ENSG00000118690.13
OG0011555	ENSXETG00000013885.1	ENSG00000080546.13
OG0011556	ENSXETG00000010744.1	ENSG00000177463.15
OG0011557	ENSXETG00000013648.1	ENSG00000112367.10
OG0011558	ENSXETG00000016774.1	ENSG00000131368.8
OG0011559	ENSXETG00000013595.1	ENSG00000112290.13
OG0011560	ENSXETG00000013518.1	ENSG00000168438.15
OG0011561	ENSXETG00000019255.1	ENSG00000134109.11
OG0011562	ENSXETG00000013452.1	ENSG00000203797.10
OG0011563	ENSXETG00000013442.1	ENSG00000004809.14
OG0011564	ENSXETG00000001282.1	ENSG00000112394.17
OG0011565	ENSXETG00000018056.1	ENSG00000175928.6
OG0011566	ENSXETG00000020644.1	ENSG00000072756.17
OG0011567	ENSXETG00000006081.1	ENSG00000112761.20
OG0011568	ENSXETG00000004873.1	ENSG00000011198.10
OG0011569	ENSXETG00000004903.1	ENSG00000173769.4
OG0011570	ENSXETG00000005169.1	ENSG00000179152.20
OG0011571	ENSXETG00000005290.1	ENSG00000206557.6
OG0011572	ENSXETG00000005349.1	ENSG00000182973.18
OG0011573	ENSXETG00000006046.1	ENSG00000091317.8
OG0011574	ENSXETG00000006079.1	ENSG00000170293.9
OG0011575	ENSXETG00000006137.1	ENSG00000144645.14
OG0011576	ENSXETG00000016228.1	ENSG00000172986.13
OG0011577	ENSXETG00000002654.1	ENSG00000163513.19
OG0011578	ENSXETG00000000100.1	ENSG00000163512.14
OG0011579	ENSXETG00000000129.1	ENSG00000163508.13
OG0011580	ENSXETG00000008132.1	ENSG00000114541.15
OG0011581	ENSXETG00000008264.1	ENSG00000144746.7
OG0011582	ENSXETG00000008615.1	ENSG00000144747.17
OG0011583	ENSXETG00000008581.1	ENSG00000135324.6
OG0011584	ENSXETG00000008274.1	ENSG00000065609.14
OG0011585	ENSXETG00000009395.1	ENSG00000163378.14
OG0011586	ENSXETG00000008185.1	ENSG00000146250.7
OG0011587	ENSXETG00000002107.1	ENSG00000163376.11
OG0011588	ENSXETG00000007539.1	ENSG00000118420.17
OG0011589	ENSXETG00000019795.1	ENSG00000168306.13
OG0011590	ENSXETG00000006829.1	ENSG00000083123.15
OG0011591	ENSXETG00000012004.1	ENSG00000112742.10
OG0011592	ENSXETG00000011757.1	ENSG00000118402.6
OG0011593	ENSXETG00000011617.1	ENSG00000118418.14
OG0011594	ENSXETG00000010400.1	ENSG00000163684.11
OG0011595	ENSXETG00000013502.1	ENSG00000146243.14
OG0011596	ENSXETG00000016374.1	ENSG00000269964.3
OG0011597	ENSXETG00000019518.1	ENSG00000178537.10
OG0011598	ENSXETG00000018065.1	ENSG00000177479.19
OG0011599	ENSXETG00000019634.1	ENSG00000178467.18
OG0011600	ENSXETG00000021380.1	ENSG00000178252.18
OG0011601	ENSXETG00000020776.1	ENSG00000178149.17
OG0011602	ENSXETG00000003709.1	ENSG00000111799.21
OG0011603	ENSXETG00000018680.1	ENSG00000198218.11
OG0011604	ENSXETG00000000274.1	ENSG00000009844.16
OG0011605	ENSXETG00000000254.1	ENSG00000112414.15
OG0011606	ENSXETG00000006796.1	ENSG00000010818.10
OG0011607	ENSXETG00000006780.1	ENSG00000189007.16
OG0011608	ENSXETG00000011990.1	ENSG00000034693.15
OG0011609	ENSXETG00000017123.1	ENSG00000112282.18
OG0011610	ENSXETG00000020956.1	ENSG00000177352.10
OG0011612	ENSXETG00000015883.1	ENSG00000232112.3, ENSG00000225528.3
OG0011613	ENSXETG00000013993.1	ENSG00000168137.17
OG0011614	ENSXETG00000013537.1	ENSG00000163719.19
OG0011615	ENSXETG00000019581.1	ENSG00000114026.21
OG0011616	ENSXETG00000012181.1	ENSG00000135604.10
OG0011617	ENSXETG00000012356.1	ENSG00000152818.18
OG0011619	ENSXETG00000021049.1	ENSG00000171135.15
OG0011620	ENSXETG00000020505.1	ENSG00000163701.19
OG0011621	ENSXETG00000017866.1	ENSG00000163703.18
OG0011622	ENSXETG00000010651.1	ENSG00000112425.15
OG0011623	ENSXETG00000018402.1	ENSG00000146414.16
OG0011624	ENSXETG00000013509.1	ENSG00000111961.18
OG0011625	ENSXETG00000015152.1	ENSG00000112530.11
OG0011626	ENSXETG00000021213.1	ENSG00000112110.10
OG0011627	ENSXETG00000011200.1	ENSG00000164694.17
OG0011628	ENSXETG00000020064.1	ENSG00000146433.8
OG0011629	ENSXETG00000001127.1	ENSG00000130338.13
OG0011630	ENSXETG00000000946.1	ENSG00000122335.17
OG0011631	ENSXETG00000001195.1	ENSG00000078269.15
OG0011632	ENSXETG00000010646.1	ENSG00000130340.16
OG0011633	ENSXETG00000005394.1	ENSG00000049618.23
OG0011635	ENSXETG00000017552.1	ENSG00000029639.11
OG0011636	ENSXETG00000000239.1	ENSG00000112038.18
OG0011637	ENSXETG00000002243.1	ENSG00000112029.10
OG0011638	ENSXETG00000002261.1	ENSG00000146469.13
OG0011640	ENSXETG00000014596.1	ENSG00000054277.14
OG0011641	ENSXETG00000013641.1	ENSG00000143315.8
OG0011643	ENSXETG00000004776.1	ENSG00000116984.13
OG0011644	ENSXETG00000002847.1	ENSG00000186197.14
OG0011645	ENSXETG00000020221.1	ENSG00000086619.14
OG0011646	ENSXETG00000020450.1	ENSG00000116962.15
OG0011647	ENSXETG00000018453.1	ENSG00000059588.10
OG0011648	ENSXETG00000006908.1	ENSG00000135750.15
OG0011649	ENSXETG00000017755.1	ENSG00000135778.12
OG0011650	ENSXETG00000018556.1	ENSG00000116991.10
OG0011652	ENSXETG00000020425.1	ENSG00000116918.15
OG0011653	ENSXETG00000018333.1	ENSG00000010072.16
OG0011654	ENSXETG00000020241.1	ENSG00000116903.7
OG0011655	ENSXETG00000014188.1	ENSG00000069248.12
OG0011657	ENSXETG00000002545.1	ENSG00000135763.10
OG0011658	ENSXETG00000017541.1	ENSG00000135775.14
OG0011659	ENSXETG00000021164.1	ENSG00000135744.8
OG0011660	ENSXETG00000002581.1	ENSG00000135773.13
OG0011661	ENSXETG00000004782.1	ENSG00000173409.14
OG0011662	ENSXETG00000007000.1	ENSG00000143633.13
OG0011663	ENSXETG00000007542.1	ENSG00000008018.9
OG0011664	ENSXETG00000021183.1	ENSG00000115163.15
OG0011665	ENSXETG00000018750.1	ENSG00000186479.5
OG0011666	ENSXETG00000015437.1	ENSG00000180992.7
OG0011667	ENSXETG00000005192.1	ENSG00000146221.10
OG0011668	ENSXETG00000003655.1	ENSG00000112130.17
OG0011669	ENSXETG00000010776.1	ENSG00000137200.13
OG0011670	ENSXETG00000000929.1	ENSG00000183826.18
OG0011671	ENSXETG00000000935.1	ENSG00000124767.7
OG0011672	ENSXETG00000005205.1	ENSG00000124688.13
OG0011673	ENSXETG00000005267.1	ENSG00000171453.20
OG0011674	ENSXETG00000000658.1	ENSG00000049323.16
OG0011675	ENSXETG00000001659.1	ENSG00000163171.8
OG0011676	ENSXETG00000001642.1	ENSG00000115841.20
OG0011677	ENSXETG00000021008.1	ENSG00000008869.12
OG0011678	ENSXETG00000004754.1	ENSG00000205221.12
OG0011679	ENSXETG00000018355.1	ENSG00000003509.16
OG0011680	ENSXETG00000020885.1	ENSG00000115828.17
OG0011681	ENSXETG00000002871.1	ENSG00000152683.14
OG0011682	ENSXETG00000011316.1	ENSG00000021574.12
OG0011683	ENSXETG00000004758.1	ENSG00000277893.2
OG0011684	ENSXETG00000006281.1	ENSG00000162878.13
OG0011685	ENSXETG00000005839.1	ENSG00000112619.8
OG0011686	ENSXETG00000008922.1	ENSG00000124496.12
OG0011687	ENSXETG00000005923.1	ENSG00000143469.19
OG0011688	ENSXETG00000008618.1	ENSG00000143493.13
OG0011689	ENSXETG00000008169.1	ENSG00000143476.18
OG0011690	ENSXETG00000007625.1	ENSG00000065600.12
OG0011691	ENSXETG00000007665.1	ENSG00000117691.10
OG0011692	ENSXETG00000007567.1	ENSG00000117697.15
OG0011693	ENSXETG00000007283.1	ENSG00000174606.14
OG0011694	ENSXETG00000007058.1	ENSG00000117707.16
OG0011695	ENSXETG00000006826.1	ENSG00000152104.12
OG0011696	ENSXETG00000016726.1	ENSG00000067533.6
OG0011697	ENSXETG00000016692.1	ENSG00000092969.12
OG0011698	ENSXETG00000021369.1	ENSG00000196660.10
OG0011699	ENSXETG00000000955.1	ENSG00000162819.12
OG0011700	ENSXETG00000000937.1	ENSG00000154309.8
OG0011701	ENSXETG00000000919.1	ENSG00000143502.15
OG0011702	ENSXETG00000002764.1	ENSG00000143514.17
OG0011703	ENSXETG00000017090.1	ENSG00000163072.15, ENSG00000275326.4
OG0011704	ENSXETG00000017957.1	ENSG00000172318.5
OG0011705	ENSXETG00000019019.1	ENSG00000112167.10
OG0011706	ENSXETG00000019007.1	ENSG00000164626.9
OG0011707	ENSXETG00000005418.1	ENSG00000095981.10
OG0011708	ENSXETG00000005301.1	ENSG00000164627.18
OG0011709	ENSXETG00000005536.1	ENSG00000156564.9
OG0011710	ENSXETG00000011451.1	ENSG00000189350.12
OG0011711	ENSXETG00000011479.1	ENSG00000179270.7
OG0011712	ENSXETG00000011498.1	ENSG00000115295.20
OG0011713	ENSXETG00000007085.1	ENSG00000213626.13
OG0011714	ENSXETG00000007925.1	ENSG00000158125.10
OG0011715	ENSXETG00000012070.1	ENSG00000183814.15
OG0011716	ENSXETG00000003314.1	ENSG00000182827.9
OG0011717	ENSXETG00000001172.1	ENSG00000143751.10
OG0011719	ENSXETG00000002588.1	ENSG00000143771.12
OG0011720	ENSXETG00000002609.1	ENSG00000143748.18
OG0011721	ENSXETG00000001723.1	ENSG00000152154.11
OG0011722	ENSXETG00000001777.1	ENSG00000011566.15
OG0011723	ENSXETG00000003078.1	ENSG00000115904.13
OG0011724	ENSXETG00000003960.1	ENSG00000163214.21
OG0011725	ENSXETG00000003906.1	ENSG00000152147.11
OG0011726	ENSXETG00000009695.1	ENSG00000143889.16
OG0011727	ENSXETG00000014359.1	ENSG00000119787.14
OG0011728	ENSXETG00000011591.1	ENSG00000101003.10
OG0011729	ENSXETG00000011630.1	ENSG00000100997.20
OG0011730	ENSXETG00000007312.1	ENSG00000100987.14
OG0011731	ENSXETG00000007449.1	ENSG00000101474.12
OG0011732	ENSXETG00000002281.1	ENSG00000095002.15
OG0011733	ENSXETG00000002154.1	ENSG00000184261.5
OG0011734	ENSXETG00000002158.1	ENSG00000116062.16
OG0011735	ENSXETG00000004444.1	ENSG00000085760.15
OG0011736	ENSXETG00000004497.1	ENSG00000115355.17
OG0011737	ENSXETG00000000047.1	ENSG00000115380.20
OG0011738	ENSXETG00000000056.1	ENSG00000055813.6
OG0011739	ENSXETG00000002484.1	ENSG00000115392.11
OG0011740	ENSXETG00000002550.1	ENSG00000119866.22
OG0011741	ENSXETG00000020441.1	ENSG00000115421.13
OG0011742	ENSXETG00000009308.1	ENSG00000285482.2, ENSG00000185000.12
OG0011743	ENSXETG00000010462.1	ENSG00000068781.21, ENSG00000242441.8
OG0011744	ENSXETG00000013485.1	ENSG00000170820.12
OG0011745	ENSXETG00000013630.1	ENSG00000143942.5
OG0011746	ENSXETG00000014024.1	ENSG00000068878.15
OG0011747	ENSXETG00000021454.1	ENSG00000198786.2
OG0011748	ENSXETG00000015847.1	ENSG00000181915.5
OG0011749	ENSXETG00000013106.1	ENSG00000285377.2, ENSG00000100908.14
OG0011750	ENSXETG00000007680.1	ENSG00000106400.12
OG0011751	ENSXETG00000010841.1	ENSG00000173406.15
OG0011752	ENSXETG00000006608.1	ENSG00000160741.17
OG0011753	ENSXETG00000004830.1	ENSG00000167807.15, ENSG00000267673.6
OG0011754	ENSXETG00000009439.1	ENSG00000108474.17
OG0011755	ENSXETG00000018907.1	ENSG00000109083.13
OG0011757	ENSXETG00000009503.1	ENSG00000151418.11, ENSG00000263014.5
OG0011758	ENSXETG00000007818.1	ENSG00000162598.13
OG0011759	ENSXETG00000008669.1	ENSG00000160345.13
OG0011760	ENSXETG00000013148.1	ENSG00000140600.17
OG0011761	ENSXETG00000019093.1	ENSG00000128563.13
OG0011762	ENSXETG00000000256.1	ENSG00000185985.10
OG0011763	ENSXETG00000005879.1	ENSG00000123349.14
OG0011764	ENSXETG00000021322.1	ENSG00000160993.4
OG0011765	ENSXETG00000006531.1	ENSG00000198944.6
OG0011766	ENSXETG00000020826.1	ENSG00000161036.13
OG0011767	ENSXETG00000007835.1	ENSG00000102390.11
OG0011768	ENSXETG00000018090.1	ENSG00000164877.19
OG0011769	ENSXETG00000001383.1	ENSG00000164393.8, ENSG00000153294.12
OG0011770	ENSXETG00000021100.1	ENSG00000185721.13
OG0011771	ENSXETG00000009675.1	ENSG00000106211.9
OG0011772	ENSXETG00000021220.1	ENSG00000100105.18
OG0011773	ENSXETG00000011307.1	ENSG00000125952.20
OG0011774	ENSXETG00000013934.1	ENSG00000173614.14
OG0011775	ENSXETG00000020274.1	ENSG00000182108.11
OG0011777	ENSXETG00000020534.1	ENSG00000100100.13
OG0011778	ENSXETG00000018180.1	ENSG00000182541.18
OG0011780	ENSXETG00000010854.1	ENSG00000278535.5, ENSG00000275397.2
OG0011781	ENSXETG00000010988.1	ENSG00000275600.2, ENSG00000277161.2
OG0011782	ENSXETG00000013084.1	ENSG00000072954.7
OG0011783	ENSXETG00000000221.1	ENSG00000000003.15
OG0011784	ENSXETG00000018420.1	ENSG00000185681.13
OG0011785	ENSXETG00000001789.1	ENSG00000158816.15
OG0011786	ENSXETG00000002095.1	ENSG00000174292.12, ENSG00000283781.1
OG0011787	ENSXETG00000009103.1	ENSG00000160588.10
OG0011789	ENSXETG00000019582.1	ENSG00000119446.14
OG0011790	ENSXETG00000018915.1, ENSXETG00000016683.1	ENSG00000103375.11
OG0011791	ENSXETG00000005142.1	ENSG00000186141.9
OG0011792	ENSXETG00000009250.1	ENSG00000126603.8, ENSG00000274636.2
