Orthogroup	X_tropicalis.pep	M_musculus.pep
OG0010262	ENSXETG00000018441.1	ENSMUSG00000020877.11
OG0010263	ENSXETG00000008085.1	ENSMUSG00000029086.15
OG0010264	ENSXETG00000017992.1	ENSMUSG00000038560.7
OG0010265	ENSXETG00000019408.1	ENSMUSG00000018659.12
OG0010266	ENSXETG00000017514.1	ENSMUSG00000047040.9
OG0010267	ENSXETG00000019181.1	ENSMUSG00000042156.16
OG0010268	ENSXETG00000016955.1	ENSMUSG00000018973.2
OG0010269	ENSXETG00000018603.1	ENSMUSG00000075588.6
OG0010270	ENSXETG00000017959.1	ENSMUSG00000038700.4
OG0010271	ENSXETG00000006226.1	ENSMUSG00000036158.12
OG0010272	ENSXETG00000007462.1	ENSMUSG00000033004.16
OG0010273	ENSXETG00000021216.1	ENSMUSG00000014349.7
OG0010274	ENSXETG00000006406.1	ENSMUSG00000036197.16
OG0010275	ENSXETG00000008800.1	ENSMUSG00000022126.6
OG0010276	ENSXETG00000006601.1	ENSMUSG00000055022.14
OG0010277	ENSXETG00000013729.1	ENSMUSG00000041642.18
OG0010278	ENSXETG00000009105.1	ENSMUSG00000033083.16
OG0010279	ENSXETG00000020686.1	ENSMUSG00000072294.5
OG0010280	ENSXETG00000003369.1	ENSMUSG00000022064.10
OG0010281	ENSXETG00000017785.1	ENSMUSG00000000120.6
OG0010282	ENSXETG00000003494.1	ENSMUSG00000033166.11
OG0010283	ENSXETG00000018621.1	ENSMUSG00000020873.15
OG0010285	ENSXETG00000000696.1	ENSMUSG00000020598.16
OG0010286	ENSXETG00000008460.1	ENSMUSG00000068732.5
OG0010287	ENSXETG00000008207.1	ENSMUSG00000027886.7
OG0010288	ENSXETG00000011831.1	ENSMUSG00000033214.10
OG0010289	ENSXETG00000011835.1	ENSMUSG00000045871.5
OG0010290	ENSXETG00000011841.1	ENSMUSG00000075478.3
OG0010291	ENSXETG00000005571.1	ENSMUSG00000030091.17
OG0010292	ENSXETG00000007498.1	ENSMUSG00000068739.13
OG0010293	ENSXETG00000011849.1	ENSMUSG00000022114.5
OG0010294	ENSXETG00000000019.1	ENSMUSG00000036295.5
OG0010295	ENSXETG00000012017.1	ENSMUSG00000022119.15
OG0010296	ENSXETG00000006886.1	ENSMUSG00000022120.4
OG0010297	ENSXETG00000009277.1	ENSMUSG00000001508.15
OG0010298	ENSXETG00000007318.1	ENSMUSG00000049530.6
OG0010299	ENSXETG00000013217.1	ENSMUSG00000026639.18
OG0010300	ENSXETG00000018912.1	ENSMUSG00000001627.12
OG0010301	ENSXETG00000013199.1	ENSMUSG00000009633.3
OG0010302	ENSXETG00000013196.1	ENSMUSG00000016194.14
OG0010303	ENSXETG00000018443.1	ENSMUSG00000029569.9
OG0010304	ENSXETG00000017573.1	ENSMUSG00000042742.7
OG0010305	ENSXETG00000020367.1	ENSMUSG00000063410.8
OG0010306	ENSXETG00000008723.1	ENSMUSG00000020921.6
OG0010307	ENSXETG00000021386.1	ENSMUSG00000029563.16
OG0010308	ENSXETG00000019974.1	ENSMUSG00000029553.10
OG0010309	ENSXETG00000004505.1	ENSMUSG00000003518.13
OG0010310	ENSXETG00000013160.1	ENSMUSG00000034382.14
OG0010311	ENSXETG00000020212.1	ENSMUSG00000000058.6
OG0010312	ENSXETG00000020535.1	ENSMUSG00000000561.14
OG0010313	ENSXETG00000018943.1	ENSMUSG00000007655.16
OG0010314	ENSXETG00000019495.1	ENSMUSG00000000563.17
OG0010315	ENSXETG00000009508.1	ENSMUSG00000034793.15
OG0010316	ENSXETG00000020782.1	ENSMUSG00000027905.15
OG0010317	ENSXETG00000020057.1	ENSMUSG00000009376.15
OG0010318	ENSXETG00000018225.1	ENSMUSG00000062127.11
OG0010319	ENSXETG00000008815.1	ENSMUSG00000020705.6
OG0010320	ENSXETG00000000030.1	ENSMUSG00000051212.8
OG0010321	ENSXETG00000018089.1	ENSMUSG00000041301.15
OG0010322	ENSXETG00000018657.1	ENSMUSG00000017417.14
OG0010323	ENSXETG00000018222.1	ENSMUSG00000029669.14
OG0010325	ENSXETG00000002962.1	ENSMUSG00000000197.8
OG0010326	ENSXETG00000011057.1	ENSMUSG00000047085.14
OG0010327	ENSXETG00000002915.1	ENSMUSG00000032925.16
OG0010328	ENSXETG00000018932.1	ENSMUSG00000032913.13
OG0010329	ENSXETG00000011509.1	ENSMUSG00000035805.13
OG0010330	ENSXETG00000011180.1	ENSMUSG00000015365.15
OG0010331	ENSXETG00000013929.1	ENSMUSG00000008140.18
OG0010332	ENSXETG00000011086.1	ENSMUSG00000058441.7
OG0010333	ENSXETG00000002582.1	ENSMUSG00000047343.4
OG0010334	ENSXETG00000003367.1	ENSMUSG00000027848.12
OG0010335	ENSXETG00000010958.1	ENSMUSG00000035757.16
OG0010337	ENSXETG00000016793.1	ENSMUSG00000051786.15
OG0010338	ENSXETG00000016661.1	ENSMUSG00000062906.12
OG0010339	ENSXETG00000008391.1	ENSMUSG00000007379.15
OG0010340	ENSXETG00000001867.1	ENSMUSG00000040459.11
OG0010341	ENSXETG00000011215.1	ENSMUSG00000070385.12
OG0010342	ENSXETG00000014768.1	ENSMUSG00000003190.12
OG0010343	ENSXETG00000012459.1	ENSMUSG00000045969.8
OG0010344	ENSXETG00000012159.1	ENSMUSG00000031511.15
OG0010345	ENSXETG00000018669.1	ENSMUSG00000036606.17
OG0010346	ENSXETG00000006562.1	ENSMUSG00000038260.10
OG0010347	ENSXETG00000017406.1	ENSMUSG00000039841.14
OG0010348	ENSXETG00000020948.1	ENSMUSG00000039904.9
OG0010349	ENSXETG00000016092.1	ENSMUSG00000027857.10
OG0010350	ENSXETG00000018513.1	ENSMUSG00000029679.7
OG0010352	ENSXETG00000004996.1	ENSMUSG00000031443.7
OG0010353	ENSXETG00000004984.1	ENSMUSG00000031444.16
OG0010354	ENSXETG00000004951.1	ENSMUSG00000031445.5
OG0010355	ENSXETG00000011382.1	ENSMUSG00000041782.14
OG0010356	ENSXETG00000011405.1	ENSMUSG00000026418.16
OG0010357	ENSXETG00000004261.1	ENSMUSG00000031447.7
OG0010358	ENSXETG00000004232.1	ENSMUSG00000038515.10
OG0010359	ENSXETG00000015247.1	ENSMUSG00000009418.16
OG0010360	ENSXETG00000010357.1	ENSMUSG00000038457.17
OG0010361	ENSXETG00000013960.1	ENSMUSG00000019539.11
OG0010362	ENSXETG00000013981.1	ENSMUSG00000007837.11
OG0010363	ENSXETG00000006644.1	ENSMUSG00000041926.15
OG0010364	ENSXETG00000017334.1	ENSMUSG00000068748.7
OG0010365	ENSXETG00000014073.1, ENSXETG00000014331.1	ENSMUSG00000003184.15
OG0010366	ENSXETG00000020823.1	ENSMUSG00000038366.15
OG0010367	ENSXETG00000012012.1	ENSMUSG00000026424.8
OG0010368	ENSXETG00000020659.1	ENSMUSG00000029672.16
OG0010369	ENSXETG00000019975.1	ENSMUSG00000070336.3
OG0010370	ENSXETG00000020490.1	ENSMUSG00000090336.5
OG0010371	ENSXETG00000000419.1	ENSMUSG00000038416.15
OG0010372	ENSXETG00000006768.1	ENSMUSG00000035891.16
OG0010373	ENSXETG00000007077.1	ENSMUSG00000035900.18
OG0010374	ENSXETG00000003620.1	ENSMUSG00000056260.15
OG0010375	ENSXETG00000000847.1	ENSMUSG00000047710.8
OG0010376	ENSXETG00000003901.1	ENSMUSG00000026459.5
OG0010377	ENSXETG00000003554.1	ENSMUSG00000003227.4
OG0010378	ENSXETG00000018726.1	ENSMUSG00000045790.10
OG0010379	ENSXETG00000002329.1	ENSMUSG00000029169.11
OG0010380	ENSXETG00000003683.1	ENSMUSG00000062580.9
OG0010381	ENSXETG00000002394.1	ENSMUSG00000029167.13
OG0010382	ENSXETG00000003705.1	ENSMUSG00000048096.7
OG0010383	ENSXETG00000003712.1	ENSMUSG00000041889.7
OG0010384	ENSXETG00000006217.1	ENSMUSG00000023945.7
OG0010385	ENSXETG00000004349.1	ENSMUSG00000042229.9
OG0010386	ENSXETG00000006275.1	ENSMUSG00000057363.12
OG0010387	ENSXETG00000006323.1	ENSMUSG00000026051.8
OG0010388	ENSXETG00000000277.1	ENSMUSG00000070939.9
OG0010389	ENSXETG00000019350.1	ENSMUSG00000026116.11
OG0010390	ENSXETG00000011265.1	ENSMUSG00000074647.3
OG0010391	ENSXETG00000015282.1	ENSMUSG00000015880.13
OG0010392	ENSXETG00000011218.1	ENSMUSG00000038259.4
OG0010393	ENSXETG00000005136.1	ENSMUSG00000038241.16
OG0010394	ENSXETG00000010745.1	ENSMUSG00000015879.8
OG0010395	ENSXETG00000018461.1	ENSMUSG00000025324.8
OG0010396	ENSXETG00000019898.1	ENSMUSG00000055078.7
OG0010397	ENSXETG00000008739.1	ENSMUSG00000074643.12
OG0010399	ENSXETG00000008711.1	ENSMUSG00000048721.2
OG0010400	ENSXETG00000015843.1	ENSMUSG00000027652.15
OG0010401	ENSXETG00000003512.1	ENSMUSG00000060090.16
OG0010402	ENSXETG00000005509.1	ENSMUSG00000001518.12
OG0010403	ENSXETG00000016253.1	ENSMUSG00000057133.14
OG0010404	ENSXETG00000003657.1	ENSMUSG00000064247.14
OG0010405	ENSXETG00000003682.1	ENSMUSG00000033434.15
OG0010406	ENSXETG00000018716.1	ENSMUSG00000001517.14
OG0010407	ENSXETG00000006532.1	ENSMUSG00000074628.9
OG0010408	ENSXETG00000006486.1	ENSMUSG00000055485.6
OG0010410	ENSXETG00000018334.1	ENSMUSG00000030347.6
OG0010413	ENSXETG00000004673.1	ENSMUSG00000030352.15
OG0010414	ENSXETG00000017138.1	ENSMUSG00000049107.13
OG0010416	ENSXETG00000020356.1	ENSMUSG00000030342.8
OG0010417	ENSXETG00000020142.1	ENSMUSG00000025333.10
OG0010419	ENSXETG00000020615.1	ENSMUSG00000031355.16
OG0010420	ENSXETG00000020550.1	ENSMUSG00000049176.16
OG0010421	ENSXETG00000003409.1	ENSMUSG00000030199.16
OG0010422	ENSXETG00000010050.1	ENSMUSG00000038324.13
OG0010423	ENSXETG00000020684.1	ENSMUSG00000040621.14
OG0010424	ENSXETG00000007359.1	ENSMUSG00000047757.17
OG0010425	ENSXETG00000015802.1	ENSMUSG00000061778.10
OG0010426	ENSXETG00000015719.1	ENSMUSG00000027488.12
OG0010427	ENSXETG00000001958.1	ENSMUSG00000022383.13
OG0010428	ENSXETG00000006126.1	ENSMUSG00000016541.10
OG0010429	ENSXETG00000016967.1	ENSMUSG00000034243.17
OG0010431	ENSXETG00000018937.1	ENSMUSG00000022431.3
OG0010432	ENSXETG00000017455.1	ENSMUSG00000022432.7
OG0010433	ENSXETG00000014772.1	ENSMUSG00000016624.15
OG0010434	ENSXETG00000015181.1	ENSMUSG00000015405.15
OG0010436	ENSXETG00000021358.1	ENSMUSG00000038383.16
OG0010437	ENSXETG00000021123.1	ENSMUSG00000038369.14
OG0010438	ENSXETG00000010501.1	ENSMUSG00000027603.15
OG0010439	ENSXETG00000002653.1	ENSMUSG00000062175.13
OG0010440	ENSXETG00000003431.1	ENSMUSG00000031357.3
OG0010441	ENSXETG00000011155.1	ENSMUSG00000078938.9
OG0010442	ENSXETG00000005814.1	ENSMUSG00000016763.15
OG0010443	ENSXETG00000003942.1	ENSMUSG00000059493.13
OG0010444	ENSXETG00000011709.1	ENSMUSG00000031292.14
OG0010445	ENSXETG00000011989.1	ENSMUSG00000031293.13
OG0010446	ENSXETG00000019575.1	ENSMUSG00000052539.15
OG0010447	ENSXETG00000017747.1	ENSMUSG00000027655.14
OG0010448	ENSXETG00000020143.1	ENSMUSG00000031298.15
OG0010449	ENSXETG00000021281.1	ENSMUSG00000037754.13
OG0010450	ENSXETG00000017254.1	ENSMUSG00000061601.15
OG0010451	ENSXETG00000020827.1	ENSMUSG00000037771.11
OG0010452	ENSXETG00000013547.1	ENSMUSG00000063531.7
OG0010453	ENSXETG00000001793.1	ENSMUSG00000040990.17
OG0010454	ENSXETG00000010715.1	ENSMUSG00000028883.17
OG0010457	ENSXETG00000011167.1	ENSMUSG00000016995.17
OG0010458	ENSXETG00000011150.1	ENSMUSG00000040164.3
OG0010459	ENSXETG00000017311.1	ENSMUSG00000047485.6
OG0010460	ENSXETG00000020465.1	ENSMUSG00000041476.12
OG0010461	ENSXETG00000017209.1	ENSMUSG00000046873.18
OG0010462	ENSXETG00000005189.1	ENSMUSG00000026669.14
OG0010463	ENSXETG00000020025.1	ENSMUSG00000057457.11
OG0010464	ENSXETG00000011975.1	ENSMUSG00000025289.15
OG0010465	ENSXETG00000011302.1	ENSMUSG00000027656.7
OG0010466	ENSXETG00000006197.1	ENSMUSG00000043929.16
OG0010467	ENSXETG00000008641.1	ENSMUSG00000017707.9
OG0010468	ENSXETG00000008979.1	ENSMUSG00000017679.16
OG0010469	ENSXETG00000009085.1	ENSMUSG00000078949.2
OG0010470	ENSXETG00000009133.1	ENSMUSG00000048486.6
OG0010471	ENSXETG00000009290.1	ENSMUSG00000027670.4
OG0010472	ENSXETG00000020626.1	ENSMUSG00000018459.15
OG0010473	ENSXETG00000015286.1	ENSMUSG00000040250.14
OG0010474	ENSXETG00000010966.1	ENSMUSG00000027661.4
OG0010475	ENSXETG00000015990.1	ENSMUSG00000040242.14
OG0010476	ENSXETG00000015551.1	ENSMUSG00000017897.18
OG0010477	ENSXETG00000010754.1	ENSMUSG00000035277.15
OG0010478	ENSXETG00000015106.1	ENSMUSG00000030291.12
OG0010479	ENSXETG00000010984.1	ENSMUSG00000045103.19
OG0010480	ENSXETG00000009246.1	ENSMUSG00000035476.9
OG0010481	ENSXETG00000019144.1	ENSMUSG00000027678.17
OG0010482	ENSXETG00000003362.1	ENSMUSG00000025058.4
OG0010483	ENSXETG00000010700.1	ENSMUSG00000025056.4
OG0010484	ENSXETG00000010235.1	ENSMUSG00000006800.14
OG0010485	ENSXETG00000003400.1	ENSMUSG00000015342.6
OG0010486	ENSXETG00000003432.1	ENSMUSG00000015340.10
OG0010487	ENSXETG00000002251.1	ENSMUSG00000090084.7
OG0010488	ENSXETG00000010377.1	ENSMUSG00000031007.2
OG0010489	ENSXETG00000007790.1	ENSMUSG00000002718.14
OG0010490	ENSXETG00000010289.1	ENSMUSG00000064127.13
OG0010491	ENSXETG00000000004.1	ENSMUSG00000017929.13
OG0010492	ENSXETG00000021223.1	ENSMUSG00000040003.18
OG0010493	ENSXETG00000019009.1	ENSMUSG00000047030.15
OG0010494	ENSXETG00000019779.1	ENSMUSG00000039987.15
OG0010495	ENSXETG00000019014.1	ENSMUSG00000006418.17
OG0010496	ENSXETG00000010605.1	ENSMUSG00000051228.5
OG0010497	ENSXETG00000019423.1	ENSMUSG00000045435.9
OG0010498	ENSXETG00000017003.1	ENSMUSG00000028771.13
OG0010499	ENSXETG00000019836.1	ENSMUSG00000090213.1
OG0010500	ENSXETG00000001527.1	ENSMUSG00000027525.18
OG0010501	ENSXETG00000001493.1	ENSMUSG00000049999.4
OG0010502	ENSXETG00000001484.1	ENSMUSG00000070476.10
OG0010503	ENSXETG00000001328.1, ENSXETG00000002620.1	ENSMUSG00000039155.15
OG0010504	ENSXETG00000001841.1	ENSMUSG00000039108.14
OG0010505	ENSXETG00000001905.1	ENSMUSG00000039086.9
OG0010506	ENSXETG00000001978.1	ENSMUSG00000039041.15, ENSMUSG00000042165.8
OG0010508	ENSXETG00000002133.1	ENSMUSG00000000374.8
OG0010509	ENSXETG00000002073.1	ENSMUSG00000001211.15
OG0010510	ENSXETG00000003434.1	ENSMUSG00000002076.12
OG0010512	ENSXETG00000002726.1	ENSMUSG00000038990.14
OG0010513	ENSXETG00000002745.1	ENSMUSG00000038980.1
OG0010514	ENSXETG00000003312.1	ENSMUSG00000038963.15
OG0010517	ENSXETG00000020480.1	ENSMUSG00000041119.12
OG0010518	ENSXETG00000011836.1	ENSMUSG00000024033.10
OG0010519	ENSXETG00000011609.1	ENSMUSG00000024034.13
OG0010520	ENSXETG00000011804.1	ENSMUSG00000024030.7
OG0010521	ENSXETG00000002572.1	ENSMUSG00000038914.15
OG0010522	ENSXETG00000007099.1	ENSMUSG00000046962.16
OG0010523	ENSXETG00000005097.1	ENSMUSG00000023393.15
OG0010524	ENSXETG00000015707.1	ENSMUSG00000038840.7
OG0010525	ENSXETG00000007278.1	ENSMUSG00000005251.15
OG0010526	ENSXETG00000014912.1	ENSMUSG00000027575.19
OG0010527	ENSXETG00000018387.1	ENSMUSG00000002997.15
OG0010528	ENSXETG00000012485.1	ENSMUSG00000022938.8
OG0010529	ENSXETG00000012490.1	ENSMUSG00000040605.7
OG0010530	ENSXETG00000017188.1	ENSMUSG00000020659.16
OG0010532	ENSXETG00000012908.1	ENSMUSG00000023147.17
OG0010533	ENSXETG00000010265.1	ENSMUSG00000020664.10
OG0010534	ENSXETG00000013232.1	ENSMUSG00000022895.16
OG0010535	ENSXETG00000015669.1	ENSMUSG00000046470.5
OG0010536	ENSXETG00000010572.1	ENSMUSG00000002900.16
OG0010537	ENSXETG00000013267.1	ENSMUSG00000040732.20
OG0010538	ENSXETG00000013313.1	ENSMUSG00000062609.14
OG0010539	ENSXETG00000008857.1	ENSMUSG00000043301.16
OG0010540	ENSXETG00000013334.1	ENSMUSG00000022897.15
OG0010541	ENSXETG00000013408.1	ENSMUSG00000022898.13
OG0010542	ENSXETG00000013478.1	ENSMUSG00000022940.17
OG0010543	ENSXETG00000013496.1	ENSMUSG00000040820.16
OG0010544	ENSXETG00000013507.1	ENSMUSG00000062713.8
OG0010545	ENSXETG00000013519.1	ENSMUSG00000022945.12
OG0010547	ENSXETG00000009443.1	ENSMUSG00000022629.17
OG0010548	ENSXETG00000013570.1	ENSMUSG00000039456.10
OG0010549	ENSXETG00000009588.1	ENSMUSG00000022951.16
OG0010550	ENSXETG00000009572.1	ENSMUSG00000039639.7
OG0010552	ENSXETG00000016550.1	ENSMUSG00000039672.12
OG0010553	ENSXETG00000009550.1	ENSMUSG00000116930.1, ENSMUSG00000039680.10
OG0010554	ENSXETG00000008546.1	ENSMUSG00000022386.12
OG0010555	ENSXETG00000004483.1	ENSMUSG00000029203.16
OG0010556	ENSXETG00000000978.1	ENSMUSG00000031517.8
OG0010557	ENSXETG00000006235.1	ENSMUSG00000037795.14
OG0010558	ENSXETG00000006272.1	ENSMUSG00000029204.7
OG0010559	ENSXETG00000006339.1	ENSMUSG00000070780.11
OG0010560	ENSXETG00000001113.1	ENSMUSG00000038193.4
OG0010561	ENSXETG00000009801.1	ENSMUSG00000039851.11
OG0010562	ENSXETG00000004239.1	ENSMUSG00000022972.10
OG0010563	ENSXETG00000012966.1	ENSMUSG00000002064.10
OG0010564	ENSXETG00000004281.1	ENSMUSG00000039903.17
OG0010565	ENSXETG00000005411.1	ENSMUSG00000022978.11
OG0010566	ENSXETG00000013169.1	ENSMUSG00000037593.12
OG0010567	ENSXETG00000012465.1	ENSMUSG00000012520.10
OG0010568	ENSXETG00000005503.1	ENSMUSG00000022983.16
OG0010569	ENSXETG00000003195.1	ENSMUSG00000037720.16
OG0010570	ENSXETG00000005988.1	ENSMUSG00000022982.10
OG0010571	ENSXETG00000001413.1	ENSMUSG00000092060.4
OG0010572	ENSXETG00000014752.1	ENSMUSG00000025610.7
OG0010573	ENSXETG00000001915.1	ENSMUSG00000068082.12
OG0010574	ENSXETG00000001918.1	ENSMUSG00000037653.7
OG0010575	ENSXETG00000015667.1	ENSMUSG00000052299.9
OG0010576	ENSXETG00000020249.1	ENSMUSG00000029228.15
OG0010577	ENSXETG00000016426.1	ENSMUSG00000022894.6
OG0010578	ENSXETG00000016542.1	ENSMUSG00000022893.14
OG0010579	ENSXETG00000015339.1	ENSMUSG00000029231.15
OG0010580	ENSXETG00000010961.1	ENSMUSG00000005672.12
OG0010581	ENSXETG00000007356.1	ENSMUSG00000062960.10
OG0010582	ENSXETG00000003468.1	ENSMUSG00000022857.13
OG0010583	ENSXETG00000003647.1	ENSMUSG00000022860.15
OG0010584	ENSXETG00000006089.1	ENSMUSG00000022883.11
OG0010585	ENSXETG00000005391.1	ENSMUSG00000022707.16
OG0010586	ENSXETG00000005247.1	ENSMUSG00000091243.2
OG0010587	ENSXETG00000005184.1	ENSMUSG00000004843.7
OG0010588	ENSXETG00000005145.1	ENSMUSG00000004842.18
OG0010589	ENSXETG00000005141.1	ENSMUSG00000050783.5
OG0010590	ENSXETG00000004654.1	ENSMUSG00000039530.17
OG0010591	ENSXETG00000004702.1	ENSMUSG00000039478.15
OG0010592	ENSXETG00000011499.1	ENSMUSG00000049908.6
OG0010593	ENSXETG00000011518.1	ENSMUSG00000057123.14
OG0010594	ENSXETG00000004927.1	ENSMUSG00000039431.16
OG0010596	ENSXETG00000002242.1	ENSMUSG00000034189.5
OG0010597	ENSXETG00000013378.1	ENSMUSG00000031831.6
OG0010598	ENSXETG00000013321.1	ENSMUSG00000033249.10
OG0010599	ENSXETG00000013225.1	ENSMUSG00000031887.13
OG0010600	ENSXETG00000015411.1	ENSMUSG00000000544.14
OG0010601	ENSXETG00000019193.1	ENSMUSG00000069920.10
OG0010602	ENSXETG00000001829.1	ENSMUSG00000026564.9
OG0010603	ENSXETG00000015747.1	ENSMUSG00000026565.18
OG0010604	ENSXETG00000016789.1	ENSMUSG00000005763.15
OG0010605	ENSXETG00000006740.1	ENSMUSG00000026568.6
OG0010606	ENSXETG00000005217.1	ENSMUSG00000031594.9
OG0010607	ENSXETG00000003803.1	ENSMUSG00000022723.16
OG0010608	ENSXETG00000003831.1	ENSMUSG00000022722.18
OG0010609	ENSXETG00000003983.1	ENSMUSG00000047854.5
OG0010610	ENSXETG00000005119.1	ENSMUSG00000059920.9
OG0010611	ENSXETG00000012317.1	ENSMUSG00000079057.4, ENSMUSG00000031640.11
OG0010613	ENSXETG00000001419.1	ENSMUSG00000031639.12
OG0010614	ENSXETG00000012546.1	ENSMUSG00000033157.17
OG0010615	ENSXETG00000012542.1	ENSMUSG00000087141.1
OG0010616	ENSXETG00000012540.1	ENSMUSG00000022656.15
OG0010617	ENSXETG00000006158.1	ENSMUSG00000033031.13
OG0010618	ENSXETG00000002115.1	ENSMUSG00000038291.16
OG0010619	ENSXETG00000002707.1	ENSMUSG00000031631.15
OG0010620	ENSXETG00000000170.1	ENSMUSG00000031629.14
OG0010621	ENSXETG00000000234.1	ENSMUSG00000038173.15
OG0010622	ENSXETG00000000248.1	ENSMUSG00000038143.16
OG0010623	ENSXETG00000000455.1	ENSMUSG00000038069.6
OG0010624	ENSXETG00000005965.1	ENSMUSG00000032965.11
OG0010625	ENSXETG00000000519.1	ENSMUSG00000031563.8
OG0010626	ENSXETG00000005902.1	ENSMUSG00000022641.15
OG0010627	ENSXETG00000005501.1	ENSMUSG00000022637.11
OG0010628	ENSXETG00000000846.1	ENSMUSG00000039396.11
OG0010629	ENSXETG00000000859.1	ENSMUSG00000031520.6
OG0010630	ENSXETG00000000922.1	ENSMUSG00000039375.16
OG0010631	ENSXETG00000004465.1	ENSMUSG00000064310.10
OG0010632	ENSXETG00000004231.1	ENSMUSG00000035356.17
OG0010633	ENSXETG00000018578.1	ENSMUSG00000064325.4
OG0010634	ENSXETG00000015474.1	ENSMUSG00000022752.9
OG0010635	ENSXETG00000016416.1	ENSMUSG00000022751.9
OG0010636	ENSXETG00000012630.1	ENSMUSG00000038250.9
OG0010637	ENSXETG00000018957.1	ENSMUSG00000035107.13
OG0010638	ENSXETG00000012755.1	ENSMUSG00000037940.17
OG0010639	ENSXETG00000019788.1	ENSMUSG00000068196.5
OG0010640	ENSXETG00000017004.1	ENSMUSG00000022747.17
OG0010641	ENSXETG00000008692.1	ENSMUSG00000033222.16
OG0010642	ENSXETG00000012862.1	ENSMUSG00000047747.10
OG0010643	ENSXETG00000021212.1	ENSMUSG00000040843.10
OG0010644	ENSXETG00000012921.1	ENSMUSG00000031709.15
OG0010645	ENSXETG00000004171.1	ENSMUSG00000026574.5
OG0010646	ENSXETG00000004220.1	ENSMUSG00000026576.12
OG0010647	ENSXETG00000004236.1	ENSMUSG00000026575.15
OG0010648	ENSXETG00000012990.1	ENSMUSG00000061143.15
OG0010649	ENSXETG00000004301.1	ENSMUSG00000026577.13
OG0010650	ENSXETG00000013010.1	ENSMUSG00000037111.9
OG0010651	ENSXETG00000013021.1	ENSMUSG00000027739.9
OG0010652	ENSXETG00000004403.1	ENSMUSG00000026579.8
OG0010653	ENSXETG00000013624.1	ENSMUSG00000037892.13
OG0010654	ENSXETG00000004769.1	ENSMUSG00000022663.3
OG0010655	ENSXETG00000004813.1	ENSMUSG00000022665.15
OG0010656	ENSXETG00000004871.1	ENSMUSG00000048100.13
OG0010657	ENSXETG00000007518.1	ENSMUSG00000036437.6
OG0010658	ENSXETG00000003941.1	ENSMUSG00000022687.12
OG0010659	ENSXETG00000011116.1	ENSMUSG00000022900.14
OG0010660	ENSXETG00000004980.1	ENSMUSG00000036292.14
OG0010661	ENSXETG00000015103.1	ENSMUSG00000022704.16
OG0010662	ENSXETG00000005273.1	ENSMUSG00000027804.13
OG0010663	ENSXETG00000015019.1	ENSMUSG00000036304.14
OG0010664	ENSXETG00000015138.1	ENSMUSG00000022708.16
OG0010665	ENSXETG00000015177.1	ENSMUSG00000047261.9
OG0010666	ENSXETG00000010859.1	ENSMUSG00000049436.5
OG0010667	ENSXETG00000010849.1	ENSMUSG00000022799.4
OG0010668	ENSXETG00000010796.1	ENSMUSG00000022793.17
OG0010669	ENSXETG00000006058.1	ENSMUSG00000036615.6
OG0010670	ENSXETG00000006073.1	ENSMUSG00000027793.6
OG0010671	ENSXETG00000006138.1	ENSMUSG00000036580.15
OG0010672	ENSXETG00000012363.1	ENSMUSG00000028020.16
OG0010673	ENSXETG00000012412.1	ENSMUSG00000028019.9
OG0010674	ENSXETG00000001331.1	ENSMUSG00000033970.15
OG0010675	ENSXETG00000001141.1	ENSMUSG00000033910.13
OG0010676	ENSXETG00000003061.1	ENSMUSG00000034021.15
OG0010677	ENSXETG00000001213.1	ENSMUSG00000028003.6
OG0010678	ENSXETG00000001286.1	ENSMUSG00000033860.13
OG0010679	ENSXETG00000001321.1	ENSMUSG00000028001.16
OG0010680	ENSXETG00000000988.1	ENSMUSG00000041147.10
OG0010681	ENSXETG00000001334.1	ENSMUSG00000033831.5
OG0010682	ENSXETG00000001364.1	ENSMUSG00000027998.11
OG0010683	ENSXETG00000001549.1	ENSMUSG00000102692.1
OG0010684	ENSXETG00000001680.1	ENSMUSG00000027996.13
OG0010685	ENSXETG00000017288.1	ENSMUSG00000051950.10
OG0010686	ENSXETG00000002218.1	ENSMUSG00000060063.9
OG0010687	ENSXETG00000002141.1	ENSMUSG00000028085.12
OG0010688	ENSXETG00000002910.1	ENSMUSG00000051000.17
OG0010689	ENSXETG00000002934.1	ENSMUSG00000028082.14
OG0010690	ENSXETG00000002293.1	ENSMUSG00000001687.15
OG0010691	ENSXETG00000021346.1	ENSMUSG00000041313.14
OG0010692	ENSXETG00000018078.1	ENSMUSG00000029650.10
OG0010693	ENSXETG00000002187.1	ENSMUSG00000037148.8
OG0010694	ENSXETG00000002299.1	ENSMUSG00000037134.17
OG0010695	ENSXETG00000012332.1	ENSMUSG00000035164.8
OG0010696	ENSXETG00000010132.1	ENSMUSG00000031617.16
OG0010697	ENSXETG00000010153.1	ENSMUSG00000037101.16
OG0010698	ENSXETG00000005610.1	ENSMUSG00000000365.9
OG0010700	ENSXETG00000013858.1	ENSMUSG00000049940.7
OG0010701	ENSXETG00000006270.1	ENSMUSG00000079184.10
OG0010702	ENSXETG00000006280.1	ENSMUSG00000021938.12
OG0010704	ENSXETG00000006315.1	ENSMUSG00000021945.9
OG0010705	ENSXETG00000006433.1	ENSMUSG00000021947.11
OG0010706	ENSXETG00000014138.1	ENSMUSG00000046743.6
OG0010707	ENSXETG00000006607.1	ENSMUSG00000050222.11
