Orthogroup	X_tropicalis.pep	N_naja.pep
OG0009770	ENSXETG00000006354.1	Nana20376-RA
OG0009772	ENSXETG00000020717.1	Nana21936-RA
OG0009773	ENSXETG00000003193.1	Nana27525-RA
OG0009774	ENSXETG00000000624.1	Nana15521-RA
OG0009775	ENSXETG00000017177.1	Nana21933-RA
OG0009776	ENSXETG00000021236.1	Nana21930-RA
OG0009777	ENSXETG00000012372.1	Nana27530-RA
OG0009778	ENSXETG00000000746.1	Nana15525-RA
OG0009779	ENSXETG00000000843.1	Nana15527-RA
OG0009780	ENSXETG00000012447.1	Nana27534-RA
OG0009781	ENSXETG00000018428.1	Nana21907-RA
OG0009783	ENSXETG00000007453.1	Nana20323-RA
OG0009784	ENSXETG00000019375.1	Nana21905-RA
OG0009785	ENSXETG00000006153.1	Nana27538-RA
OG0009786	ENSXETG00000001014.1	Nana15531-RA
OG0009787	ENSXETG00000004761.1	Nana15537-RA
OG0009788	ENSXETG00000017597.1	Nana21904-RA
OG0009789	ENSXETG00000011997.1	Nana20316-RA
OG0009790	ENSXETG00000016939.1	Nana21899-RA
OG0009791	ENSXETG00000004500.1	Nana21898-RA
OG0009792	ENSXETG00000004014.1	Nana15543-RA
OG0009793	ENSXETG00000004507.1	Nana21897-RA
OG0009794	ENSXETG00000004680.1	Nana22084-RA
OG0009795	ENSXETG00000004672.1	Nana22088-RA
OG0009796	ENSXETG00000011258.1	Nana27547-RA
OG0009797	ENSXETG00000011194.1	Nana20314-RC
OG0009798	ENSXETG00000004333.1	Nana22091-RA
OG0009799	ENSXETG00000003940.1	Nana15544-RA
OG0009800	ENSXETG00000004272.1	Nana22095-RA
OG0009801	ENSXETG00000004225.1	Nana22102-RA
OG0009802	ENSXETG00000009987.1	Nana27552-RA
OG0009803	ENSXETG00000004203.1	Nana22106-RA
OG0009804	ENSXETG00000002650.1	Nana15550-RA
OG0009805	ENSXETG00000005343.1	Nana20306-RA
OG0009806	ENSXETG00000005174.1	Nana20305-RA
OG0009807	ENSXETG00000005164.1	Nana20303-RA
OG0009808	ENSXETG00000003781.1	Nana22122-RA
OG0009809	ENSXETG00000004732.1	Nana20297-RA
OG0009810	ENSXETG00000003663.1	Nana20294-RA
OG0009811	ENSXETG00000010616.1	Nana27420-RA
OG0009812	ENSXETG00000003791.1	Nana20293-RA
OG0009813	ENSXETG00000004537.1	Nana20290-RA
OG0009815	ENSXETG00000008339.1	Nana22127-RA
OG0009816	ENSXETG00000019239.1	Nana22150-RA
OG0009817	ENSXETG00000016766.1	Nana22153-RA
OG0009818	ENSXETG00000016624.1	Nana20285-RA
OG0009819	ENSXETG00000004416.1	Nana27408-RA
OG0009820	ENSXETG00000011838.1	Nana14943-RA
OG0009822	ENSXETG00000011807.1	Nana14942-RA
OG0009823	ENSXETG00000011777.1	Nana14940-RA
OG0009824	ENSXETG00000011539.1	Nana14938-RA
OG0009825	ENSXETG00000000373.1	Nana22293-RA
OG0009826	ENSXETG00000011337.1	Nana14937-RB
OG0009827	ENSXETG00000012299.1	Nana20264-RA
OG0009828	ENSXETG00000000523.1	Nana22294-RA
OG0009829	ENSXETG00000003239.1	Nana20262-RA
OG0009830	ENSXETG00000008874.1	Nana27396-RA
OG0009831	ENSXETG00000000713.1	Nana20258-RA
OG0009832	ENSXETG00000000695.1	Nana20252-RA
OG0009833	ENSXETG00000009368.1	Nana27392-RA
OG0009834	ENSXETG00000009386.1	Nana27391-RA
OG0009835	ENSXETG00000000141.1	Nana20251-RA
OG0009837	ENSXETG00000005084.1	Nana27389-RA
OG0009838	ENSXETG00000010585.1	Nana20248-RA
OG0009839	ENSXETG00000020582.1	Nana14927-RA
OG0009840	ENSXETG00000018382.1	Nana14926-RA
OG0009841	ENSXETG00000003988.1	Nana27386-RA
OG0009842	ENSXETG00000018168.1	Nana14925-RA
OG0009843	ENSXETG00000000874.1	Nana22364-RA
OG0009844	ENSXETG00000000780.1	Nana22374-RA
OG0009845	ENSXETG00000019461.1	Nana14922-RA
OG0009846	ENSXETG00000003357.1	Nana22386-RA
OG0009847	ENSXETG00000010058.1	Nana22403-RA
OG0009848	ENSXETG00000006409.1	Nana20216-RA
OG0009849	ENSXETG00000003534.1	Nana20209-RA
OG0009850	ENSXETG00000019051.1	Nana14917-RA
OG0009851	ENSXETG00000007151.1	Nana22412-RA
OG0009852	ENSXETG00000012388.1	Nana27381-RA
OG0009853	ENSXETG00000009827.1	Nana20205-RA
OG0009854	ENSXETG00000006957.1	Nana22415-RA
OG0009855	ENSXETG00000012428.1	Nana27380-RA
OG0009857	ENSXETG00000001257.1	Nana27375-RA
OG0009858	ENSXETG00000012053.1	Nana14916-RA
OG0009859	ENSXETG00000011440.1	Nana22430-RA
OG0009860	ENSXETG00000001811.1	Nana27373-RA
OG0009861	ENSXETG00000011429.1	Nana22434-RA
OG0009862	ENSXETG00000017185.1	Nana22443-RA
OG0009863	ENSXETG00000003002.1	Nana27370-RA
OG0009864	ENSXETG00000017675.1	Nana14914-RA
OG0009865	ENSXETG00000002169.1	Nana22444-RA
OG0009866	ENSXETG00000007566.1	Nana20166-RA
OG0009867	ENSXETG00000017776.1	Nana14912-RA
OG0009868	ENSXETG00000007744.1	Nana27367-RA
OG0009869	ENSXETG00000007516.1	Nana20165-RA
OG0009870	ENSXETG00000020485.1	Nana14911-RA
OG0009872	ENSXETG00000009757.1	Nana27363-RA
OG0009873	ENSXETG00000018109.1	Nana14908-RA
OG0009874	ENSXETG00000009978.1	Nana27362-RA
OG0009875	ENSXETG00000003792.1	Nana22483-RA
OG0009876	ENSXETG00000011489.1	Nana03089-RA
OG0009877	ENSXETG00000003339.1	Nana27361-RA
OG0009878	ENSXETG00000003748.1	Nana22494-RA
OG0009879	ENSXETG00000003483.1	Nana27359-RA
OG0009880	ENSXETG00000003739.1	Nana22513-RA
OG0009881	ENSXETG00000000993.1	Nana02962-RA
OG0009882	ENSXETG00000018610.1	Nana27354-RA
OG0009883	ENSXETG00000020404.1	Nana14894-RA
OG0009884	ENSXETG00000004593.1, ENSXETG00000008812.1	Nana22522-RA
OG0009885	ENSXETG00000002779.1	Nana22527-RA
OG0009886	ENSXETG00000008769.1	Nana22528-RA
OG0009887	ENSXETG00000020028.1	Nana14877-RA
OG0009888	ENSXETG00000020268.1	Nana27349-RA
OG0009890	ENSXETG00000020936.1	Nana14872-RA
OG0009891	ENSXETG00000007370.1	Nana27338-RA
OG0009892	ENSXETG00000018635.1	Nana20147-RA
OG0009893	ENSXETG00000011381.1	Nana27337-RA
OG0009894	ENSXETG00000002151.1	Nana20143-RA
OG0009895	ENSXETG00000019030.1	Nana20141-RA
OG0009897	ENSXETG00000018298.1	Nana14867-RA
OG0009898	ENSXETG00000018310.1	Nana22584-RA
OG0009899	ENSXETG00000001690.1	Nana20136-RA
OG0009900	ENSXETG00000019137.1	Nana14865-RA
OG0009901	ENSXETG00000002013.1	Nana20133-RA
OG0009902	ENSXETG00000001992.1	Nana20132-RA
OG0009903	ENSXETG00000001986.1	Nana20131-RA
OG0009904	ENSXETG00000005870.1	Nana20130-RA
OG0009905	ENSXETG00000020529.1	Nana14860-RA
OG0009906	ENSXETG00000020800.1	Nana14858-RA
OG0009907	ENSXETG00000002738.1	Nana22644-RA
OG0009908	ENSXETG00000020093.1	Nana14856-RA
OG0009909	ENSXETG00000020238.1	Nana14850-RA
OG0009910	ENSXETG00000002758.1	Nana22649-RA
OG0009911	ENSXETG00000012005.1, ENSXETG00000019490.1	Nana14848-RA
OG0009912	ENSXETG00000017775.1	Nana14845-RA
OG0009913	ENSXETG00000019802.1	Nana14842-RA
OG0009914	ENSXETG00000000618.1	Nana20120-RA
OG0009915	ENSXETG00000013388.1	Nana20118-RA
OG0009916	ENSXETG00000003164.1	Nana22660-RA
OG0009917	ENSXETG00000014202.1	Nana20103-RA
OG0009918	ENSXETG00000011504.1	Nana27325-RA
OG0009919	ENSXETG00000013425.1	Nana14831-RA
OG0009920	ENSXETG00000014227.1	Nana20102-RA
OG0009922	ENSXETG00000007905.1	Nana20090-RA
OG0009923	ENSXETG00000004127.1	Nana22668-RA
OG0009924	ENSXETG00000004142.1	Nana22671-RA
OG0009925	ENSXETG00000004164.1	Nana22672-RA
OG0009927	ENSXETG00000020544.1	Nana22675-RA
OG0009928	ENSXETG00000010998.1	Nana27312-RA
OG0009929	ENSXETG00000001977.1	Nana20082-RA
OG0009931	ENSXETG00000009295.1	Nana22685-RA
OG0009933	ENSXETG00000017262.1	Nana14666-RA
OG0009934	ENSXETG00000006141.1	Nana27274-RA
OG0009935	ENSXETG00000006091.1	Nana27271-RA
OG0009936	ENSXETG00000002149.1	Nana22693-RA
OG0009937	ENSXETG00000005624.1	Nana27270-RA
OG0009938	ENSXETG00000017142.1	Nana14662-RA
OG0009939	ENSXETG00000018810.1	Nana22692-RA
OG0009940	ENSXETG00000017199.1	Nana22690-RA
OG0009941	ENSXETG00000004382.1	Nana20062-RA
OG0009942	ENSXETG00000004478.1	Nana20061-RA
OG0009943	ENSXETG00000002225.1	Nana14659-RA
OG0009944	ENSXETG00000004707.1	Nana20058-RA
OG0009945	ENSXETG00000001315.1	Nana27264-RA
OG0009946	ENSXETG00000002190.1	Nana14656-RA
OG0009947	ENSXETG00000020766.1	Nana14655-RA
OG0009948	ENSXETG00000001339.1	Nana27263-RA
OG0009949	ENSXETG00000014260.1	Nana20056-RA
OG0009950	ENSXETG00000008579.1	Nana20054-RA
OG0009951	ENSXETG00000020220.1	Nana22687-RA
OG0009952	ENSXETG00000001799.1	Nana27257-RA
OG0009953	ENSXETG00000001803.1	Nana27256-RA
OG0009954	ENSXETG00000006602.1	Nana22720-RA
OG0009955	ENSXETG00000003964.1	Nana22722-RA
OG0009956	ENSXETG00000001928.1	Nana27250-RA
OG0009957	ENSXETG00000000164.1	Nana27245-RA
OG0009958	ENSXETG00000002377.1	Nana14625-RA
OG0009959	ENSXETG00000010864.1	Nana14622-RA
OG0009960	ENSXETG00000009643.1	Nana14620-RA
OG0009961	ENSXETG00000008477.1	Nana14616-RA
OG0009962	ENSXETG00000001069.1	Nana27239-RA
OG0009963	ENSXETG00000012955.1	Nana22763-RA
OG0009964	ENSXETG00000012967.1	Nana22764-RA
OG0009965	ENSXETG00000020098.1	Nana20030-RA
OG0009966	ENSXETG00000007028.1	Nana14593-RA
OG0009967	ENSXETG00000004855.1	Nana27232-RA
OG0009968	ENSXETG00000006657.1	Nana14589-RA
OG0009969	ENSXETG00000011587.1	Nana14580-RA
OG0009970	ENSXETG00000013332.1	Nana22770-RA
OG0009971	ENSXETG00000016695.1	Nana14572-RA
OG0009972	ENSXETG00000004901.1	Nana27227-RA
OG0009973	ENSXETG00000017207.1	Nana14570-RA
OG0009974	ENSXETG00000016541.1	Nana22778-RA
OG0009975	ENSXETG00000010976.1	Nana20021-RA
OG0009976	ENSXETG00000017911.1	Nana14567-RA
OG0009977	ENSXETG00000017996.1	Nana14566-RA
OG0009978	ENSXETG00000011005.1	Nana20015-RA
OG0009979	ENSXETG00000012607.1	Nana22788-RA
OG0009980	ENSXETG00000005565.1	Nana27220-RA
OG0009981	ENSXETG00000018760.1	Nana14562-RA
OG0009982	ENSXETG00000006095.1	Nana22790-RA
OG0009983	ENSXETG00000010180.1	Nana14557-RA
OG0009984	ENSXETG00000016752.1	Nana27218-RA
OG0009985	ENSXETG00000016697.1	Nana27217-RA
OG0009986	ENSXETG00000011751.1	Nana12085-RA
OG0009987	ENSXETG00000010157.1	Nana14553-RA
OG0009988	ENSXETG00000011488.1	Nana22804-RA
OG0009989	ENSXETG00000004930.1	Nana27209-RA
OG0009990	ENSXETG00000011464.1	Nana22807-RA
OG0009991	ENSXETG00000011458.1	Nana22811-RA
OG0009992	ENSXETG00000002897.1	Nana22814-RA
OG0009994	ENSXETG00000002012.1	Nana22818-RA
OG0009995	ENSXETG00000016910.1	Nana22821-RA
OG0009996	ENSXETG00000002202.1	Nana14541-RA
OG0009997	ENSXETG00000001663.1	Nana22823-RA
OG0009998	ENSXETG00000002186.1	Nana14538-RA
OG0009999	ENSXETG00000016873.1	Nana22824-RA
OG0010000	ENSXETG00000005137.1	Nana27160-RA
OG0010001	ENSXETG00000019222.1	Nana20000-RA
OG0010002	ENSXETG00000021250.1	Nana19996-RA
OG0010003	ENSXETG00000005185.1	Nana27156-RA
OG0010004	ENSXETG00000013155.1	Nana14304-RA
OG0010005	ENSXETG00000000733.1	Nana19995-RA
OG0010007	ENSXETG00000000829.1	Nana19993-RA
OG0010009	ENSXETG00000009864.1	Nana22831-RA
OG0010010	ENSXETG00000000869.1	Nana27142-RA
OG0010011	ENSXETG00000000076.1	Nana22833-RA
OG0010012	ENSXETG00000011977.1	Nana19984-RA
OG0010013	ENSXETG00000013546.1	Nana14315-RA
OG0010014	ENSXETG00000020180.1	Nana27133-RA
OG0010015	ENSXETG00000007257.1	Nana19977-RA
OG0010016	ENSXETG00000007270.1	Nana19976-RA
OG0010017	ENSXETG00000005515.1	Nana22838-RA
OG0010018	ENSXETG00000000529.1	Nana27118-RA
OG0010019	ENSXETG00000007503.1	Nana19972-RA
OG0010020	ENSXETG00000010078.1	Nana22848-RA
OG0010021	ENSXETG00000001970.1	Nana19969-RA
OG0010022	ENSXETG00000014457.1	Nana14318-RA
OG0010023	ENSXETG00000014472.1	Nana14319-RA
OG0010024	ENSXETG00000002942.1	Nana22850-RA
OG0010025	ENSXETG00000017144.1	Nana19967-RA
OG0010026	ENSXETG00000018304.1	Nana19964-RA
OG0010027	ENSXETG00000003758.1	Nana19963-RD
OG0010028	ENSXETG00000016461.1	Nana27112-RA
OG0010029	ENSXETG00000008956.1	Nana19959-RA
OG0010030	ENSXETG00000008883.1	Nana19958-RA
OG0010031	ENSXETG00000017848.1	Nana27109-RA
OG0010032	ENSXETG00000004551.1	Nana22857-RA
OG0010033	ENSXETG00000010794.1	Nana14322-RA
OG0010034	ENSXETG00000018265.1	Nana27107-RA
OG0010035	ENSXETG00000008251.1	Nana19956-RA
OG0010036	ENSXETG00000011769.1	Nana22859-RA
OG0010037	ENSXETG00000010807.1	Nana14324-RA
OG0010038	ENSXETG00000008084.1	Nana19955-RA
OG0010039	ENSXETG00000018438.1	Nana27106-RA
OG0010040	ENSXETG00000008051.1	Nana19952-RA
OG0010041	ENSXETG00000011034.1	Nana22860-RA
OG0010042	ENSXETG00000008026.1	Nana27103-RA
OG0010043	ENSXETG00000007435.1	Nana14331-RA
OG0010044	ENSXETG00000010927.1	Nana22875-RA
OG0010045	ENSXETG00000007844.1	Nana19946-RA
OG0010046	ENSXETG00000007139.1	Nana19944-RA
OG0010047	ENSXETG00000021308.1	Nana27093-RA
OG0010048	ENSXETG00000018302.1	Nana14340-RA
OG0010050	ENSXETG00000006749.1	Nana19939-RA
OG0010051	ENSXETG00000006651.1	Nana19937-RA
OG0010052	ENSXETG00000020873.1	Nana27086-RA
OG0010053	ENSXETG00000005386.1	Nana19842-RA
OG0010054	ENSXETG00000005371.1	Nana19841-RA
OG0010055	ENSXETG00000004991.1	Nana19840-RB
OG0010056	ENSXETG00000007207.1	Nana22887-RA
OG0010057	ENSXETG00000018362.1	Nana14347-RA
OG0010058	ENSXETG00000007197.1	Nana22890-RA
OG0010059	ENSXETG00000007176.1	Nana22891-RA
OG0010060	ENSXETG00000007146.1	Nana22896-RA
OG0010061	ENSXETG00000004650.1	Nana19830-RA
OG0010062	ENSXETG00000013035.1	Nana27080-RA
OG0010063	ENSXETG00000004491.1	Nana19821-RA
OG0010065	ENSXETG00000012993.1	Nana27079-RA
OG0010066	ENSXETG00000012910.1	Nana27072-RA
OG0010068	ENSXETG00000010030.1	Nana19807-RA
OG0010069	ENSXETG00000009858.1	Nana19805-RA
OG0010070	ENSXETG00000012688.1	Nana27070-RB
OG0010071	ENSXETG00000005584.1	Nana14363-RB
OG0010072	ENSXETG00000009793.1	Nana19791-RA
OG0010073	ENSXETG00000009563.1	Nana19786-RA
OG0010074	ENSXETG00000007348.1	Nana19785-RA
OG0010075	ENSXETG00000016887.1	Nana27065-RA
OG0010076	ENSXETG00000003982.1	Nana14370-RA
OG0010077	ENSXETG00000006784.1	Nana19783-RA
OG0010078	ENSXETG00000016878.1	Nana27063-RA
OG0010079	ENSXETG00000008569.1	Nana22923-RA
OG0010080	ENSXETG00000019439.1	Nana14372-RA
OG0010081	ENSXETG00000020483.1	Nana14376-RA
OG0010082	ENSXETG00000020587.1	Nana27059-RA
OG0010083	ENSXETG00000013782.1	Nana19781-RA
OG0010084	ENSXETG00000018038.1	Nana14381-RA
OG0010085	ENSXETG00000017160.1	Nana27054-RA
OG0010086	ENSXETG00000017917.1	Nana27053-RA
OG0010087	ENSXETG00000010085.1	Nana19778-RA
OG0010088	ENSXETG00000010088.1	Nana19777-RA
OG0010089	ENSXETG00000020235.1	Nana14392-RA
OG0010090	ENSXETG00000020236.1	Nana14393-RA
OG0010091	ENSXETG00000018156.1	Nana22935-RA
OG0010092	ENSXETG00000003816.1, ENSXETG00000011249.1	Nana14395-RA
OG0010093	ENSXETG00000020258.1	Nana27039-RA
OG0010094	ENSXETG00000005251.1	Nana19742-RA
OG0010095	ENSXETG00000003628.1	Nana14408-RA
OG0010096	ENSXETG00000007056.1	Nana22943-RA
OG0010097	ENSXETG00000011334.1	Nana22947-RA
OG0010098	ENSXETG00000002195.1	Nana27019-RA
OG0010099	ENSXETG00000002179.1	Nana27015-RA
OG0010100	ENSXETG00000010494.1	Nana27011-RA
OG0010101	ENSXETG00000010468.1	Nana27007-RA
OG0010102	ENSXETG00000007045.1	Nana14413-RA
OG0010103	ENSXETG00000021332.1	Nana27003-RA
OG0010104	ENSXETG00000011968.1	Nana14418-RA
OG0010105	ENSXETG00000011248.1	Nana14421-RA
OG0010106	ENSXETG00000011611.1	Nana22959-RA
OG0010107	ENSXETG00000001558.1	Nana19726-RA
OG0010108	ENSXETG00000011806.1	Nana22960-RA
OG0010109	ENSXETG00000018711.1	Nana26998-RA
OG0010110	ENSXETG00000019847.1	Nana26996-RA
OG0010111	ENSXETG00000019913.1	Nana26994-RA
OG0010112	ENSXETG00000003846.1	Nana14425-RA
OG0010113	ENSXETG00000010455.1	Nana26992-RA
OG0010114	ENSXETG00000003880.1	Nana14427-RA
OG0010116	ENSXETG00000003105.1	Nana26985-RA
OG0010117	ENSXETG00000004469.1	Nana19182-RA
OG0010118	ENSXETG00000004477.1	Nana19180-RA
OG0010119	ENSXETG00000003098.1	Nana26982-RA, Nana26984-RA
OG0010120	ENSXETG00000018401.1	Nana14440-RA
OG0010121	ENSXETG00000004502.1	Nana19179-RA
OG0010122	ENSXETG00000018976.1	Nana14443-RA
OG0010123	ENSXETG00000004560.1	Nana19177-RA
OG0010125	ENSXETG00000007993.1	Nana26925-RA
OG0010126	ENSXETG00000019469.1	Nana22981-RA
OG0010127	ENSXETG00000003278.1	Nana22982-RA
OG0010128	ENSXETG00000006734.1	Nana19204-RA
OG0010129	ENSXETG00000008028.1	Nana26926-RA
OG0010130	ENSXETG00000011010.1	Nana19205-RA
OG0010131	ENSXETG00000008052.1	Nana26928-RA
OG0010132	ENSXETG00000005672.1	Nana22985-RA
OG0010133	ENSXETG00000005629.1	Nana22987-RA
OG0010134	ENSXETG00000000122.1	Nana19214-RA
OG0010135	ENSXETG00000000102.1	Nana19215-RA
OG0010137	ENSXETG00000009269.1	Nana26933-RA
OG0010138	ENSXETG00000005080.1	Nana23001-RA
OG0010139	ENSXETG00000003361.1	Nana23003-RA
OG0010140	ENSXETG00000003390.1	Nana23005-RA, Nana23005-RB
OG0010141	ENSXETG00000002473.1	Nana19225-RA
OG0010142	ENSXETG00000019366.1	Nana19228-RA
OG0010143	ENSXETG00000002498.1	Nana19230-RA
OG0010144	ENSXETG00000019842.1	Nana19238-RA
OG0010145	ENSXETG00000003378.1	Nana26956-RA
OG0010146	ENSXETG00000001612.1	Nana14507-RA
OG0010147	ENSXETG00000005869.1	Nana26961-RA
OG0010148	ENSXETG00000006144.1	Nana26970-RA
OG0010149	ENSXETG00000003084.1	Nana14511-RA
OG0010150	ENSXETG00000012888.1	Nana17640-RA
OG0010151	ENSXETG00000018411.1	Nana19501-RA
OG0010152	ENSXETG00000012892.1	Nana17641-RA
OG0010153	ENSXETG00000018316.1	Nana19495-RA
OG0010154	ENSXETG00000019371.1	Nana19493-RA
OG0010155	ENSXETG00000000583.1	Nana14515-RA
OG0010156	ENSXETG00000000596.1	Nana14516-RA
OG0010158	ENSXETG00000020920.1	Nana14519-RA
OG0010159	ENSXETG00000020675.1	Nana23031-RA
OG0010160	ENSXETG00000020151.1	Nana14520-RA
OG0010161	ENSXETG00000017585.1	Nana14521-RA
OG0010162	ENSXETG00000012215.1	Nana17658-RA
OG0010163	ENSXETG00000019532.1	Nana23038-RA
OG0010164	ENSXETG00000003762.1	Nana17664-RA
OG0010165	ENSXETG00000019766.1	Nana23041-RA
OG0010166	ENSXETG00000008417.1	Nana17665-RA
OG0010167	ENSXETG00000000011.1	Nana14526-RA
OG0010168	ENSXETG00000020741.1	Nana23044-RA
OG0010169	ENSXETG00000011386.1	Nana17670-RA
OG0010170	ENSXETG00000017373.1	Nana23045-RA
OG0010171	ENSXETG00000002182.1	Nana14537-RA
OG0010172	ENSXETG00000007836.1	Nana14138-RA
OG0010173	ENSXETG00000007816.1	Nana14139-RA
OG0010174	ENSXETG00000011533.1	Nana17676-RA
OG0010175	ENSXETG00000001106.1	Nana23047-RA, Nana23047-RB
OG0010176	ENSXETG00000007803.1	Nana14143-RA
OG0010177	ENSXETG00000011629.1	Nana14147-RA
OG0010178	ENSXETG00000011823.1	Nana17677-RA
OG0010179	ENSXETG00000006684.1	Nana19428-RA
OG0010180	ENSXETG00000009929.1	Nana23058-RA
OG0010181	ENSXETG00000003708.1	Nana23059-RA
OG0010182	ENSXETG00000019057.1	Nana14149-RA
OG0010183	ENSXETG00000002259.1	Nana23060-RA
OG0010184	ENSXETG00000002482.1	Nana19572-RA
OG0010185	ENSXETG00000018922.1	Nana14151-RA
OG0010186	ENSXETG00000007848.1	Nana17693-RA
OG0010187	ENSXETG00000004076.1	Nana23063-RA
OG0010188	ENSXETG00000016970.1	Nana19553-RA
OG0010189	ENSXETG00000007049.1	Nana17696-RA
OG0010190	ENSXETG00000004143.1	Nana23065-RA
OG0010191	ENSXETG00000004307.1	Nana23068-RA
OG0010192	ENSXETG00000006960.1	Nana17697-RA
OG0010193	ENSXETG00000001125.1	Nana19542-RA, Nana19541-RA
OG0010194	ENSXETG00000019517.1	Nana14163-RA
OG0010195	ENSXETG00000010420.1	Nana19536-RA
OG0010196	ENSXETG00000010415.1	Nana19535-RA
OG0010197	ENSXETG00000020370.1	Nana14166-RA
OG0010198	ENSXETG00000010395.1	Nana19530-RA
OG0010199	ENSXETG00000021311.1	Nana14169-RA
OG0010200	ENSXETG00000013271.1	Nana17712-RA
OG0010201	ENSXETG00000002562.1	Nana19524-RA
OG0010202	ENSXETG00000005314.1	Nana23080-RA
OG0010203	ENSXETG00000005322.1	Nana23082-RA
OG0010204	ENSXETG00000018575.1	Nana19515-RA
OG0010205	ENSXETG00000019299.1	Nana19513-RA
OG0010206	ENSXETG00000012931.1	Nana17720-RA
OG0010207	ENSXETG00000012934.1	Nana14179-RA
OG0010209	ENSXETG00000003482.1	Nana17725-RA
OG0010210	ENSXETG00000012510.1	Nana17731-RA
OG0010211	ENSXETG00000012497.1	Nana17738-RA, Nana17735-RA
OG0010212	ENSXETG00000012491.1	Nana17740-RA
OG0010213	ENSXETG00000007545.1	Nana19591-RB
OG0010214	ENSXETG00000012999.1	Nana14184-RB
OG0010215	ENSXETG00000013007.1	Nana14186-RA
OG0010216	ENSXETG00000003453.1	Nana19599-RA
OG0010217	ENSXETG00000019480.1	Nana17766-RA
OG0010218	ENSXETG00000000725.1	Nana23124-RA
OG0010219	ENSXETG00000002479.1	Nana23125-RB
OG0010220	ENSXETG00000020207.1	Nana23126-RA
OG0010221	ENSXETG00000014112.1	Nana26790-RA
OG0010222	ENSXETG00000014137.1	Nana26792-RA
OG0010223	ENSXETG00000014204.1	Nana26795-RA
OG0010224	ENSXETG00000008973.1	Nana19604-RA
OG0010225	ENSXETG00000000363.1	Nana23129-RA
OG0010226	ENSXETG00000016943.1	Nana14210-RA
OG0010227	ENSXETG00000000156.1	Nana26630-RA
OG0010228	ENSXETG00000015559.1	Nana26801-RA
OG0010229	ENSXETG00000012235.1	Nana26767-RA
OG0010230	ENSXETG00000021140.1	Nana14220-RA
OG0010231	ENSXETG00000013975.1	Nana26807-RA
OG0010233	ENSXETG00000013301.1	Nana26808-RA
OG0010234	ENSXETG00000004911.1	Nana26617-RA
OG0010235	ENSXETG00000014445.1	Nana23149-RA
OG0010236	ENSXETG00000018879.1	Nana14228-RA
OG0010237	ENSXETG00000016977.1	Nana26812-RA
OG0010238	ENSXETG00000017479.1	Nana14230-RA
OG0010241	ENSXETG00000004808.1	Nana26577-RA
OG0010242	ENSXETG00000010682.1	Nana23152-RA
OG0010244	ENSXETG00000010734.1	Nana26818-RA
OG0010246	ENSXETG00000018074.1	Nana14244-RA, Nana14244-RC
OG0010247	ENSXETG00000004133.1	Nana26557-RA
OG0010248	ENSXETG00000018891.1	Nana23166-RA
OG0010249	ENSXETG00000008077.1	Nana26844-RB, Nana26844-RA
OG0010250	ENSXETG00000008247.1	Nana26853-RA
OG0010251	ENSXETG00000008313.1	Nana26860-RA
OG0010253	ENSXETG00000011765.1	Nana26361-RA
OG0010254	ENSXETG00000008791.1	Nana26870-RA
OG0010255	ENSXETG00000011308.1	Nana26357-RA
OG0010256	ENSXETG00000019904.1	Nana23183-RA
OG0010257	ENSXETG00000003858.1	Nana14254-RA
OG0010259	ENSXETG00000003841.1	Nana26876-RA
OG0010260	ENSXETG00000015856.1	Nana14259-RA
OG0010262	ENSXETG00000018441.1	Nana23187-RA
OG0010263	ENSXETG00000008085.1	Nana18739-RA
OG0010264	ENSXETG00000017992.1	Nana23188-RA
OG0010265	ENSXETG00000019408.1	Nana23192-RA
OG0010266	ENSXETG00000017514.1	Nana23193-RA
OG0010267	ENSXETG00000019181.1	Nana26332-RA
OG0010268	ENSXETG00000016955.1	Nana23205-RA
OG0010269	ENSXETG00000018603.1	Nana23206-RA
OG0010270	ENSXETG00000017959.1	Nana23211-RA
OG0010271	ENSXETG00000006226.1	Nana26894-RA
OG0010272	ENSXETG00000007462.1	Nana26437-RA
OG0010273	ENSXETG00000021216.1	Nana23226-RB
OG0010274	ENSXETG00000006406.1	Nana26900-RA
OG0010275	ENSXETG00000008800.1	Nana26447-RA
OG0010276	ENSXETG00000006601.1	Nana29696-RA
OG0010277	ENSXETG00000013729.1	Nana14287-RA
OG0010278	ENSXETG00000009105.1	Nana26461-RA
OG0010279	ENSXETG00000020686.1	Nana39435-RA
OG0010280	ENSXETG00000003369.1	Nana26477-RA
OG0010281	ENSXETG00000017785.1	Nana23240-RA
OG0010282	ENSXETG00000003494.1	Nana26478-RA
OG0010283	ENSXETG00000018621.1	Nana23244-RA
OG0010285	ENSXETG00000000696.1	Nana29701-RA
OG0010287	ENSXETG00000008207.1	Nana14291-RA, Nana14291-RB
OG0010288	ENSXETG00000011831.1	Nana26390-RA, Nana26389-RA
OG0010289	ENSXETG00000011835.1	Nana26397-RA
OG0010290	ENSXETG00000011841.1	Nana26404-RA
OG0010291	ENSXETG00000005571.1	Nana08425-RA
OG0010292	ENSXETG00000007498.1	Nana14294-RA
OG0010293	ENSXETG00000011849.1	Nana26421-RA
OG0010294	ENSXETG00000000019.1	Nana29706-RA
OG0010295	ENSXETG00000012017.1	Nana26426-RA
OG0010296	ENSXETG00000006886.1	Nana26431-RA
OG0010297	ENSXETG00000009277.1	Nana23258-RA
