Orthogroup	X_tropicalis.pep	G_gallus.pep
OG0013142	ENSXETG00000014342.1	ENSGALG00000015313.6
OG0013143	ENSXETG00000011462.1	ENSGALG00000037545.2
OG0013145	ENSXETG00000019209.1	ENSGALG00000008286.6
OG0013146	ENSXETG00000012140.1	ENSGALG00000011447.6
OG0013149	ENSXETG00000008458.1	ENSGALG00000007172.6
OG0013150	ENSXETG00000016367.1	ENSGALG00000015895.4
OG0013151	ENSXETG00000003282.1	ENSGALG00000015897.7
OG0013168	ENSXETG00000013498.1	ENSGALG00000012345.6
OG0013174	ENSXETG00000003295.1	ENSGALG00000013695.6
OG0013177	ENSXETG00000010283.1	ENSGALG00000013603.6
OG0013179	ENSXETG00000018704.1	ENSGALG00000010741.6
OG0013182	ENSXETG00000020742.1	ENSGALG00000011111.6
OG0013189	ENSXETG00000005464.1	ENSGALG00000010151.6
OG0013190	ENSXETG00000000939.1	ENSGALG00000047908.1
OG0013198	ENSXETG00000005847.1	ENSGALG00000048103.1
OG0013199	ENSXETG00000006791.1	ENSGALG00000009687.6
OG0013200	ENSXETG00000002717.1	ENSGALG00000009331.7
OG0013201	ENSXETG00000005438.1	ENSGALG00000010068.6
OG0013202	ENSXETG00000016719.1	ENSGALG00000008979.6
OG0013203	ENSXETG00000007071.1	ENSGALG00000009047.3
OG0013204	ENSXETG00000006523.1	ENSGALG00000009219.6
OG0013206	ENSXETG00000002055.1	ENSGALG00000043081.3
OG0013207	ENSXETG00000019164.1	ENSGALG00000008942.7
OG0013209	ENSXETG00000004452.1	ENSGALG00000051779.1
OG0013210	ENSXETG00000019026.1	ENSGALG00000032770.3
OG0013212	ENSXETG00000021450.1	ENSGALG00000036229.1
OG0013213	ENSXETG00000021445.1	ENSGALG00000035334.1
OG0013214	ENSXETG00000021457.1	ENSGALG00000032079.1
OG0013215	ENSXETG00000016545.1	ENSGALG00000018700.5
OG0013216	ENSXETG00000016394.1	ENSGALG00000029779.2
OG0013217	ENSXETG00000012251.1	ENSGALG00000030237.2
OG0013220	ENSXETG00000018886.1	ENSGALG00000002244.6
OG0013223	ENSXETG00000009046.1	ENSGALG00000036125.2
OG0013225	ENSXETG00000013994.1	ENSGALG00000001223.7
OG0013226	ENSXETG00000008693.1, ENSXETG00000013838.1	ENSGALG00000052641.1
OG0013227	ENSXETG00000016222.1	ENSGALG00000001282.5
OG0013230	ENSXETG00000008304.1	ENSGALG00000051415.1
OG0013231	ENSXETG00000011695.1	ENSGALG00000001387.6
OG0013232	ENSXETG00000007422.1	ENSGALG00000028141.3
OG0013233	ENSXETG00000006821.1	ENSGALG00000001479.7
OG0013235	ENSXETG00000003039.1	ENSGALG00000005651.6
OG0013236	ENSXETG00000011691.1	ENSGALG00000027918.4
OG0013239	ENSXETG00000009142.1	ENSGALG00000031375.2
OG0013241	ENSXETG00000001255.1	ENSGALG00000046464.2
OG0013243	ENSXETG00000012896.1	ENSGALG00000053928.1
OG0013244	ENSXETG00000020277.1	ENSGALG00000007216.7
OG0013245	ENSXETG00000012981.1	ENSGALG00000043002.2
OG0013247	ENSXETG00000011346.1	ENSGALG00000006707.6
OG0013248	ENSXETG00000019041.1	ENSGALG00000003245.6
OG0013249	ENSXETG00000011992.1	ENSGALG00000036993.3
OG0013250	ENSXETG00000010229.1	ENSGALG00000023725.4
OG0013253	ENSXETG00000001258.1	ENSGALG00000043920.2
OG0013254	ENSXETG00000018979.1	ENSGALG00000038502.2
OG0013255	ENSXETG00000008219.1	ENSGALG00000007695.4
OG0013256	ENSXETG00000000771.1	ENSGALG00000029768.2
OG0013257	ENSXETG00000011042.1	ENSGALG00000028817.4
OG0013258	ENSXETG00000002383.1	ENSGALG00000006796.6
OG0013261	ENSXETG00000001248.1	ENSGALG00000023708.5
OG0013262	ENSXETG00000020562.1	ENSGALG00000023517.4
OG0013264	ENSXETG00000018380.1	ENSGALG00000020342.5
OG0013265	ENSXETG00000020083.1	ENSGALG00000000795.6
OG0013266	ENSXETG00000019807.1	ENSGALG00000037888.2
OG0013268	ENSXETG00000014550.1	ENSGALG00000040644.2
OG0013269	ENSXETG00000020050.1	ENSGALG00000006997.5
OG0013271	ENSXETG00000006928.1	ENSGALG00000034975.2
OG0013272	ENSXETG00000018307.1	ENSGALG00000001347.6
OG0013273	ENSXETG00000017508.1	ENSGALG00000035725.3
OG0013274	ENSXETG00000017922.1	ENSGALG00000001812.7
OG0013275	ENSXETG00000019688.1	ENSGALG00000001333.7
OG0013276	ENSXETG00000000136.1	ENSGALG00000006822.5
OG0013277	ENSXETG00000008772.1	ENSGALG00000040463.2
OG0013278	ENSXETG00000003930.1	ENSGALG00000053706.1
OG0013279	ENSXETG00000012489.1	ENSGALG00000044485.2
OG0013281	ENSXETG00000003609.1	ENSGALG00000004261.6
OG0013282	ENSXETG00000002913.1	ENSGALG00000028148.3
OG0013283	ENSXETG00000009232.1	ENSGALG00000047356.1
OG0013284	ENSXETG00000002672.1	ENSGALG00000032856.2
OG0013285	ENSXETG00000000854.1	ENSGALG00000026360.3
OG0013286	ENSXETG00000019426.1	ENSGALG00000005845.7
OG0013287	ENSXETG00000000755.1	ENSGALG00000026452.3
OG0013289	ENSXETG00000010317.1	ENSGALG00000029812.3
OG0013290	ENSXETG00000017340.1	ENSGALG00000049204.1
OG0013291	ENSXETG00000007213.1	ENSGALG00000041927.2
OG0013292	ENSXETG00000001175.1	ENSGALG00000047204.1
OG0013294	ENSXETG00000006377.1	ENSGALG00000015537.6
OG0013295	ENSXETG00000017624.1	ENSGALG00000014742.6
OG0013296	ENSXETG00000002405.1	ENSGALG00000036355.2
OG0013297	ENSXETG00000014018.1	ENSGALG00000015297.6
OG0013299	ENSXETG00000015509.1	ENSGALG00000044525.2
OG0013300	ENSXETG00000016212.1	ENSGALG00000008925.5
OG0013301	ENSXETG00000014012.1	ENSGALG00000032467.2
OG0013302	ENSXETG00000006066.1	ENSGALG00000011488.3
OG0013304	ENSXETG00000007265.1	ENSGALG00000036297.2
OG0013306	ENSXETG00000007276.1	ENSGALG00000036004.2
OG0013307	ENSXETG00000008539.1	ENSGALG00000029015.4
OG0013308	ENSXETG00000017994.1	ENSGALG00000006782.7
OG0013309	ENSXETG00000018852.1	ENSGALG00000052064.1
OG0013310	ENSXETG00000012164.1	ENSGALG00000032060.2
OG0013311	ENSXETG00000012438.1	ENSGALG00000007186.6
OG0013312	ENSXETG00000006949.1	ENSGALG00000026264.4
OG0013313	ENSXETG00000009933.1	ENSGALG00000023683.5
OG0013314	ENSXETG00000019176.1	ENSGALG00000004263.3
OG0013315	ENSXETG00000010861.1	ENSGALG00000043285.3
OG0013316	ENSXETG00000007757.1	ENSGALG00000037256.2
OG0013317	ENSXETG00000012863.1	ENSGALG00000021611.6
OG0013318	ENSXETG00000004069.1	ENSGALG00000035963.2
OG0013320	ENSXETG00000018389.1	ENSGALG00000006819.6
OG0013324	ENSXETG00000007788.1	ENSGALG00000045684.2
OG0013326	ENSXETG00000016355.1	ENSGALG00000008952.6
OG0013330	ENSXETG00000020904.1	ENSGALG00000001728.4
OG0013331	ENSXETG00000017266.1	ENSGALG00000032627.2
OG0013332	ENSXETG00000008078.1	ENSGALG00000042045.2
OG0013333	ENSXETG00000018487.1	ENSGALG00000029940.2
OG0013335	ENSXETG00000002645.1	ENSGALG00000038813.2
OG0013336	ENSXETG00000004451.1	ENSGALG00000051567.1
OG0013337	ENSXETG00000018640.1	ENSGALG00000013740.6
OG0013339	ENSXETG00000012178.1	ENSGALG00000036043.3
OG0013340	ENSXETG00000018037.1	ENSGALG00000037437.3
OG0013343	ENSXETG00000002966.1	ENSGALG00000005803.6
OG0013344	ENSXETG00000000719.1	ENSGALG00000003324.7
OG0013345	ENSXETG00000000795.1	ENSGALG00000041965.2
OG0013346	ENSXETG00000017149.1	ENSGALG00000047441.1
OG0013348	ENSXETG00000003016.1	ENSGALG00000005796.5
OG0013350	ENSXETG00000019625.1	ENSGALG00000001889.7
OG0013352	ENSXETG00000010224.1	ENSGALG00000004640.7
OG0013353	ENSXETG00000003030.1	ENSGALG00000005784.4
OG0013355	ENSXETG00000020254.1	ENSGALG00000004702.6
OG0013358	ENSXETG00000010228.1	ENSGALG00000005483.7
OG0013360	ENSXETG00000001098.1	ENSGALG00000008873.5
OG0013361	ENSXETG00000018268.1	ENSGALG00000023395.5
OG0013362	ENSXETG00000010216.1	ENSGALG00000005494.6
OG0013363	ENSXETG00000011768.1	ENSGALG00000014453.7
OG0013364	ENSXETG00000004610.1	ENSGALG00000005293.5
OG0013365	ENSXETG00000005607.1	ENSGALG00000035966.2
OG0013366	ENSXETG00000005604.1	ENSGALG00000041437.2
OG0013368	ENSXETG00000012954.1	ENSGALG00000040492.2
OG0013369	ENSXETG00000009464.1	ENSGALG00000004503.6
OG0013370	ENSXETG00000009529.1	ENSGALG00000002288.7
OG0013372	ENSXETG00000010189.1	ENSGALG00000026221.3
OG0013373	ENSXETG00000012029.1	ENSGALG00000044519.2
OG0013374	ENSXETG00000012127.1	ENSGALG00000005215.6
OG0013375	ENSXETG00000012995.1	ENSGALG00000021647.5
OG0013376	ENSXETG00000001629.1	ENSGALG00000026300.3
OG0013377	ENSXETG00000019260.1	ENSGALG00000033720.2
OG0013378	ENSXETG00000005352.1	ENSGALG00000026374.4
OG0013379	ENSXETG00000001705.1	ENSGALG00000005395.7
OG0013380	ENSXETG00000001040.1	ENSGALG00000004369.7
OG0013384	ENSXETG00000013983.1	ENSGALG00000021683.6
OG0013385	ENSXETG00000019104.1	ENSGALG00000005140.6
OG0013388	ENSXETG00000013096.1	ENSGALG00000006011.6
OG0013389	ENSXETG00000000196.1	ENSGALG00000041898.2
OG0013390	ENSXETG00000009983.1	ENSGALG00000052295.1
OG0013392	ENSXETG00000008612.1	ENSGALG00000024024.4
OG0013393	ENSXETG00000016841.1	ENSGALG00000010688.6
OG0013395	ENSXETG00000016973.1	ENSGALG00000000352.6
OG0013396	ENSXETG00000021368.1	ENSGALG00000000337.5
OG0013397	ENSXETG00000013173.1	ENSGALG00000039624.2
OG0013398	ENSXETG00000006171.1	ENSGALG00000052557.1
OG0013400	ENSXETG00000018075.1	ENSGALG00000021135.5
OG0013402	ENSXETG00000001446.1	ENSGALG00000026119.3
OG0013403	ENSXETG00000012398.1	ENSGALG00000001586.7
OG0013405	ENSXETG00000011362.1	ENSGALG00000017106.6
OG0013406	ENSXETG00000000752.1	ENSGALG00000030176.3
OG0013407	ENSXETG00000012319.1	ENSGALG00000001572.6
OG0013408	ENSXETG00000005550.1	ENSGALG00000008652.6
OG0013409	ENSXETG00000016045.1	ENSGALG00000004102.6
OG0013411	ENSXETG00000021172.1	ENSGALG00000040069.2
OG0013412	ENSXETG00000007619.1	ENSGALG00000002081.6
OG0013414	ENSXETG00000013481.1	ENSGALG00000004839.6
OG0013415	ENSXETG00000004533.1	ENSGALG00000012194.7
OG0013417	ENSXETG00000013719.1	ENSGALG00000017611.7
OG0013418	ENSXETG00000004474.1	ENSGALG00000032415.2
OG0013419	ENSXETG00000005167.1	ENSGALG00000040959.2
OG0013421	ENSXETG00000006686.1	ENSGALG00000021180.5
OG0013422	ENSXETG00000003738.1	ENSGALG00000001573.6
OG0013423	ENSXETG00000012834.1	ENSGALG00000002653.4
OG0013425	ENSXETG00000016527.1	ENSGALG00000028341.4
OG0013426	ENSXETG00000003425.1	ENSGALG00000026492.4
OG0013428	ENSXETG00000018788.1	ENSGALG00000008860.6
OG0013429	ENSXETG00000013839.1	ENSGALG00000004618.6
OG0013430	ENSXETG00000013849.1	ENSGALG00000004628.6
OG0013431	ENSXETG00000018178.1	ENSGALG00000003063.7
OG0013432	ENSXETG00000000054.1	ENSGALG00000003021.6
OG0013437	ENSXETG00000019110.1	ENSGALG00000028483.4
OG0013439	ENSXETG00000017661.1	ENSGALG00000011372.7
OG0013440	ENSXETG00000013462.1	ENSGALG00000034500.2
OG0013441	ENSXETG00000002478.1	ENSGALG00000047120.1
OG0013442	ENSXETG00000014095.1	ENSGALG00000039228.3
OG0013444	ENSXETG00000014307.1	ENSGALG00000004669.6
OG0013445	ENSXETG00000005680.1	ENSGALG00000002316.4
OG0013446	ENSXETG00000013488.1	ENSGALG00000013814.6
OG0013447	ENSXETG00000007346.1, ENSXETG00000007360.1, ENSXETG00000007379.1, ENSXETG00000007633.1	ENSGALG00000008516.7
OG0013448	ENSXETG00000010426.1	ENSGALG00000003670.7
OG0013449	ENSXETG00000007794.1	ENSGALG00000033087.3
OG0013452	ENSXETG00000004487.1	ENSGALG00000050049.1
OG0013453	ENSXETG00000000348.1	ENSGALG00000005608.7
OG0013455	ENSXETG00000016289.1	ENSGALG00000054597.1
OG0013456	ENSXETG00000010107.1	ENSGALG00000031859.3
OG0013459	ENSXETG00000002621.1	ENSGALG00000014477.6
OG0013460	ENSXETG00000020752.1	ENSGALG00000007434.6
OG0013461	ENSXETG00000013705.1	ENSGALG00000001486.7
OG0013464	ENSXETG00000002269.1	ENSGALG00000006165.8
OG0013465	ENSXETG00000008690.1	ENSGALG00000022813.4
OG0013466	ENSXETG00000002240.1	ENSGALG00000006137.6
OG0013467	ENSXETG00000001914.1	ENSGALG00000043468.2
OG0013469	ENSXETG00000009554.1	ENSGALG00000041074.2
OG0013470	ENSXETG00000021154.1	ENSGALG00000008579.5
OG0013473	ENSXETG00000010625.1	ENSGALG00000033416.2
OG0013474	ENSXETG00000007492.1	ENSGALG00000008660.5
OG0013476	ENSXETG00000014440.1	ENSGALG00000007211.6
OG0013477	ENSXETG00000006748.1	ENSGALG00000014984.6
OG0013481	ENSXETG00000011043.1	ENSGALG00000042356.3
OG0013482	ENSXETG00000012809.1	ENSGALG00000035762.2
OG0013483	ENSXETG00000016770.1	ENSGALG00000013848.7
OG0013484	ENSXETG00000010704.1	ENSGALG00000029944.3
OG0013485	ENSXETG00000016942.1	ENSGALG00000031863.3
OG0013486	ENSXETG00000005057.1	ENSGALG00000053595.1
OG0013487	ENSXETG00000016849.1	ENSGALG00000001998.6
OG0013488	ENSXETG00000016473.1	ENSGALG00000006992.7
OG0013490	ENSXETG00000000262.1	ENSGALG00000039108.2
OG0013491	ENSXETG00000007178.1	ENSGALG00000036133.3
OG0013492	ENSXETG00000001200.1	ENSGALG00000031768.2
OG0013493	ENSXETG00000004689.1	ENSGALG00000013663.6
OG0013494	ENSXETG00000020756.1	ENSGALG00000049063.1
OG0013495	ENSXETG00000005112.1	ENSGALG00000013208.6
OG0013497	ENSXETG00000007018.1	ENSGALG00000006836.7
OG0013498	ENSXETG00000006862.1	ENSGALG00000006430.6
OG0013500	ENSXETG00000020467.1	ENSGALG00000042858.2
OG0013501	ENSXETG00000007167.1	ENSGALG00000043357.3
OG0013502	ENSXETG00000010416.1	ENSGALG00000041932.2
OG0013503	ENSXETG00000013256.1	ENSGALG00000016001.7
OG0013505	ENSXETG00000005409.1	ENSGALG00000046479.2
OG0013506	ENSXETG00000001020.1	ENSGALG00000030889.2
OG0013507	ENSXETG00000006038.1	ENSGALG00000012308.6
OG0013508	ENSXETG00000003047.1	ENSGALG00000024298.4
OG0013509	ENSXETG00000016276.1	ENSGALG00000017363.6
OG0013511	ENSXETG00000014091.1	ENSGALG00000052296.1
OG0013512	ENSXETG00000006424.1	ENSGALG00000012304.7
OG0013513	ENSXETG00000004766.1	ENSGALG00000053640.1
OG0013515	ENSXETG00000020148.1	ENSGALG00000041232.2
OG0013516	ENSXETG00000021180.1	ENSGALG00000036749.2
OG0013517	ENSXETG00000014454.1	ENSGALG00000013869.6
OG0013518	ENSXETG00000008833.1	ENSGALG00000039294.2
OG0013520	ENSXETG00000016748.1	ENSGALG00000016105.8
OG0013521	ENSXETG00000016598.1	ENSGALG00000034671.2
OG0013522	ENSXETG00000018767.1	ENSGALG00000038595.3
OG0013523	ENSXETG00000008636.1	ENSGALG00000000788.7
OG0013525	ENSXETG00000017067.1	ENSGALG00000015710.5
OG0013526	ENSXETG00000018851.1	ENSGALG00000048459.1
OG0013527	ENSXETG00000017964.1	ENSGALG00000015709.6
OG0013528	ENSXETG00000009914.1	ENSGALG00000026973.3
OG0013529	ENSXETG00000017495.1	ENSGALG00000001925.6
OG0013530	ENSXETG00000013760.1	ENSGALG00000021679.5
OG0013532	ENSXETG00000018019.1	ENSGALG00000035104.2
OG0013534	ENSXETG00000019843.1	ENSGALG00000001988.7
OG0013536	ENSXETG00000018244.1	ENSGALG00000015708.6
OG0013538	ENSXETG00000006833.1	ENSGALG00000034918.2
OG0013539	ENSXETG00000006837.1	ENSGALG00000026146.4
OG0013541	ENSXETG00000020111.1	ENSGALG00000000470.6
OG0013542	ENSXETG00000006850.1	ENSGALG00000033270.3
OG0013544	ENSXETG00000018367.1	ENSGALG00000054270.1
OG0013545	ENSXETG00000012444.1	ENSGALG00000001651.6
OG0013546	ENSXETG00000013044.1	ENSGALG00000000558.6
OG0013548	ENSXETG00000010979.1	ENSGALG00000003153.5
OG0013549	ENSXETG00000011140.1	ENSGALG00000003074.7
OG0013550	ENSXETG00000008803.1	ENSGALG00000003024.6
OG0013551	ENSXETG00000008288.1	ENSGALG00000014581.7
OG0013552	ENSXETG00000010860.1	ENSGALG00000036876.3
OG0013553	ENSXETG00000010990.1	ENSGALG00000030406.2
OG0013554	ENSXETG00000015455.1	ENSGALG00000048069.1
OG0013556	ENSXETG00000006812.1	ENSGALG00000002085.7
OG0013557	ENSXETG00000008333.1	ENSGALG00000027375.3
OG0013558	ENSXETG00000001324.1	ENSGALG00000029012.3
OG0013559	ENSXETG00000016489.1	ENSGALG00000004882.6
OG0013560	ENSXETG00000016559.1	ENSGALG00000004874.6
OG0013561	ENSXETG00000013853.1	ENSGALG00000004800.6
OG0013562	ENSXETG00000009044.1	ENSGALG00000053116.1
OG0013563	ENSXETG00000000157.1	ENSGALG00000051454.1
OG0013566	ENSXETG00000015235.1	ENSGALG00000023622.4, ENSGALG00000028039.3, ENSGALG00000026655.3, ENSGALG00000025945.3
OG0013568	ENSXETG00000011345.1	ENSGALG00000037998.3
OG0013569	ENSXETG00000006889.1	ENSGALG00000035441.2
OG0013570	ENSXETG00000013086.1	ENSGALG00000043456.2
OG0013571	ENSXETG00000007048.1	ENSGALG00000006835.5
OG0013572	ENSXETG00000011062.1, ENSXETG00000012512.1	ENSGALG00000040832.2
OG0013573	ENSXETG00000020519.1	ENSGALG00000036791.2
OG0013610	ENSXETG00000009084.1	ENSGALG00000009091.6
OG0013616	ENSXETG00000007953.1	ENSGALG00000053165.1
OG0013619	ENSXETG00000017759.1	ENSGALG00000040880.3
OG0013623	ENSXETG00000020059.1	ENSGALG00000029764.3
OG0013624	ENSXETG00000003643.1	ENSGALG00000040662.2
OG0013627	ENSXETG00000002683.1	ENSGALG00000037246.2
OG0013633	ENSXETG00000009891.1	ENSGALG00000013883.6
OG0013636	ENSXETG00000015629.1	ENSGALG00000004489.6
OG0013644	ENSXETG00000012000.1	ENSGALG00000007022.6
OG0013648	ENSXETG00000006974.1	ENSGALG00000006848.6
OG0013649	ENSXETG00000020496.1	ENSGALG00000000906.5
OG0013659	ENSXETG00000011299.1	ENSGALG00000048613.1
OG0013661	ENSXETG00000019600.1	ENSGALG00000006399.3
OG0013689	ENSXETG00000005603.1	ENSGALG00000021230.6
OG0013704	ENSXETG00000016304.1	ENSGALG00000024049.4
OG0013711	ENSXETG00000007787.1	ENSGALG00000002532.5
OG0013715	ENSXETG00000004151.1	ENSGALG00000007575.6
OG0013717	ENSXETG00000001579.1	ENSGALG00000027260.3
OG0013720	ENSXETG00000007267.1	ENSGALG00000007570.6
OG0013723	ENSXETG00000004013.1	ENSGALG00000011808.4
OG0013728	ENSXETG00000018609.1	ENSGALG00000049840.1
OG0013729	ENSXETG00000011103.1	ENSGALG00000042330.3
OG0013730	ENSXETG00000014528.1	ENSGALG00000029498.3
OG0013731	ENSXETG00000008998.1	ENSGALG00000007406.7
OG0013733	ENSXETG00000019680.1	ENSGALG00000034673.2
OG0013735	ENSXETG00000002631.1	ENSGALG00000028803.4
OG0013738	ENSXETG00000006660.1	ENSGALG00000036418.3
OG0013740	ENSXETG00000014883.1	ENSGALG00000034377.2
OG0013744	ENSXETG00000018660.1	ENSGALG00000048972.1
OG0013747	ENSXETG00000002063.1	ENSGALG00000030546.2
OG0013748	ENSXETG00000000826.1	ENSGALG00000041528.2
OG0013754	ENSXETG00000015287.1	ENSGALG00000052935.1
OG0013755	ENSXETG00000002660.1	ENSGALG00000009955.6
OG0013756	ENSXETG00000002960.1	ENSGALG00000009958.6
OG0013759	ENSXETG00000018663.1	ENSGALG00000052330.1
OG0013760	ENSXETG00000020008.1	ENSGALG00000015925.6
OG0013770	ENSXETG00000011669.1	ENSGALG00000016570.6
OG0013772	ENSXETG00000007467.1	ENSGALG00000001551.6
OG0013780	ENSXETG00000018445.1	ENSGALG00000034224.3
OG0013784	ENSXETG00000020395.1	ENSGALG00000012021.6
OG0013791	ENSXETG00000003139.1	ENSGALG00000015315.6
OG0013796	ENSXETG00000020547.1	ENSGALG00000000731.6
OG0013799	ENSXETG00000002528.1	ENSGALG00000006838.5
OG0013800	ENSXETG00000015243.1	ENSGALG00000052156.1
OG0013804	ENSXETG00000013920.1	ENSGALG00000049270.1
OG0013807	ENSXETG00000003562.1	ENSGALG00000006792.7
OG0013808	ENSXETG00000019858.1	ENSGALG00000051905.1
OG0013811	ENSXETG00000004624.1	ENSGALG00000053078.1
OG0013814	ENSXETG00000003641.1	ENSGALG00000013356.7
OG0013815	ENSXETG00000001491.1	ENSGALG00000017332.6
OG0013816	ENSXETG00000019400.1	ENSGALG00000007174.6
OG0013818	ENSXETG00000016157.1	ENSGALG00000009885.5
OG0013820	ENSXETG00000010671.1	ENSGALG00000022991.4
OG0013821	ENSXETG00000017704.1	ENSGALG00000011052.7
OG0013822	ENSXETG00000021255.1	ENSGALG00000003972.5
OG0013823	ENSXETG00000006936.1	ENSGALG00000019352.5
OG0013824	ENSXETG00000013522.1	ENSGALG00000005408.6
OG0013831	ENSXETG00000012203.1	ENSGALG00000011454.4
OG0013832	ENSXETG00000021416.1	ENSGALG00000011532.7
OG0013838	ENSXETG00000020556.1	ENSGALG00000001606.6
OG0013844	ENSXETG00000000097.1, ENSXETG00000000112.1	ENSGALG00000045280.2, ENSGALG00000027747.2, ENSGALG00000028411.3
OG0013847	ENSXETG00000019760.1	ENSGALG00000008602.7
OG0013853	ENSXETG00000007759.1	ENSGALG00000024428.4
OG0013854	ENSXETG00000013820.1	ENSGALG00000032592.2
OG0013860	ENSXETG00000000743.1	ENSGALG00000039536.2
OG0013864	ENSXETG00000009766.1	ENSGALG00000040180.2
OG0013865	ENSXETG00000019080.1	ENSGALG00000004035.6
OG0013866	ENSXETG00000006220.1	ENSGALG00000013226.6
OG0013872	ENSXETG00000011573.1	ENSGALG00000015153.5
OG0013873	ENSXETG00000016592.1	ENSGALG00000051748.1
OG0013875	ENSXETG00000005786.1	ENSGALG00000009733.4
OG0013876	ENSXETG00000005830.1	ENSGALG00000027620.4
OG0013877	ENSXETG00000018988.1	ENSGALG00000009468.7
OG0013878	ENSXETG00000013064.1	ENSGALG00000002622.7
OG0013883	ENSXETG00000020733.1	ENSGALG00000015667.6
OG0013884	ENSXETG00000018031.1	ENSGALG00000011235.6
OG0013885	ENSXETG00000001317.1	ENSGALG00000025759.3
OG0013886	ENSXETG00000016669.1	ENSGALG00000041491.3
OG0013888	ENSXETG00000000325.1	ENSGALG00000034493.2
OG0013891	ENSXETG00000011465.1	ENSGALG00000032363.2
OG0013895	ENSXETG00000008675.1	ENSGALG00000013403.7
OG0013896	ENSXETG00000011486.1	ENSGALG00000012522.6
OG0013897	ENSXETG00000018796.1	ENSGALG00000022909.4
OG0013898	ENSXETG00000002417.1	ENSGALG00000029935.2
OG0013902	ENSXETG00000012515.1	ENSGALG00000015937.4
OG0013903	ENSXETG00000012521.1	ENSGALG00000015939.7
OG0013904	ENSXETG00000011477.1	ENSGALG00000010859.3
OG0013906	ENSXETG00000017394.1	ENSGALG00000011717.6
OG0013919	ENSXETG00000012506.1	ENSGALG00000010379.6
OG0013923	ENSXETG00000006025.1	ENSGALG00000009577.6
OG0013925	ENSXETG00000006418.1	ENSGALG00000009530.6
OG0013927	ENSXETG00000021058.1, ENSXETG00000020484.1	ENSGALG00000001462.6
OG0013934	ENSXETG00000016235.1	ENSGALG00000002170.6
OG0013940	ENSXETG00000016836.1	ENSGALG00000017287.4
OG0013941	ENSXETG00000014339.1	ENSGALG00000016618.5
OG0013942	ENSXETG00000020914.1	ENSGALG00000016584.6
OG0013943	ENSXETG00000015626.1	ENSGALG00000016558.7
OG0013945	ENSXETG00000020442.1	ENSGALG00000014227.7
OG0013946	ENSXETG00000009663.1	ENSGALG00000014203.7
OG0013947	ENSXETG00000004094.1	ENSGALG00000016541.6
OG0013948	ENSXETG00000004105.1	ENSGALG00000016538.4
OG0013949	ENSXETG00000000971.1	ENSGALG00000014128.5
OG0013950	ENSXETG00000017460.1	ENSGALG00000050615.1
OG0013953	ENSXETG00000020762.1	ENSGALG00000008154.6
OG0013956	ENSXETG00000003321.1	ENSGALG00000005849.5
OG0013960	ENSXETG00000001390.1	ENSGALG00000015418.6
OG0013961	ENSXETG00000015139.1	ENSGALG00000015287.7
OG0013962	ENSXETG00000013015.1	ENSGALG00000009792.6
OG0013963	ENSXETG00000013454.1	ENSGALG00000046580.2
OG0013964	ENSXETG00000001786.1	ENSGALG00000017158.7
OG0013965	ENSXETG00000007507.1	ENSGALG00000009499.6
OG0013966	ENSXETG00000006174.1	ENSGALG00000009429.7
OG0013971	ENSXETG00000013000.1	ENSGALG00000046188.2
OG0013975	ENSXETG00000015938.1	ENSGALG00000027714.4
OG0013978	ENSXETG00000000681.1	ENSGALG00000000184.7
OG0013995	ENSXETG00000019618.1, ENSXETG00000020655.1	ENSGALG00000008599.6
OG0013998	ENSXETG00000005359.1	ENSGALG00000044141.2
OG0014005	ENSXETG00000005304.1	ENSGALG00000006602.6
OG0014019	ENSXETG00000017203.1	ENSGALG00000004272.6
OG0014020	ENSXETG00000018775.1	ENSGALG00000004228.5
OG0014021	ENSXETG00000018117.1	ENSGALG00000046564.2
OG0014026	ENSXETG00000013059.1	ENSGALG00000017000.6
OG0014029	ENSXETG00000001778.1	ENSGALG00000016710.7
OG0014030	ENSXETG00000013047.1	ENSGALG00000017016.5
OG0014032	ENSXETG00000007642.1	ENSGALG00000019873.5
OG0014033	ENSXETG00000009893.1	ENSGALG00000016483.6
OG0014037	ENSXETG00000007149.1	ENSGALG00000015826.5
OG0014038	ENSXETG00000007875.1	ENSGALG00000049882.1
OG0014039	ENSXETG00000013460.1	ENSGALG00000041120.3
OG0014040	ENSXETG00000002713.1	ENSGALG00000011439.7
OG0014043	ENSXETG00000010393.1	ENSGALG00000048013.1
OG0014051	ENSXETG00000004351.1	ENSGALG00000040307.2
OG0014052	ENSXETG00000013943.1	ENSGALG00000008165.6
OG0014058	ENSXETG00000007306.1	ENSGALG00000031016.2
OG0014062	ENSXETG00000010815.1	ENSGALG00000050763.1
OG0014066	ENSXETG00000019092.1	ENSGALG00000041802.3
OG0014069	ENSXETG00000014057.1	ENSGALG00000048246.1
OG0014070	ENSXETG00000014279.1	ENSGALG00000001270.6
OG0014073	ENSXETG00000002419.1	ENSGALG00000003569.7
OG0014077	ENSXETG00000011319.1	ENSGALG00000006637.4
OG0014084	ENSXETG00000010042.1	ENSGALG00000004279.6
OG0014090	ENSXETG00000016165.1	ENSGALG00000001872.4
OG0014094	ENSXETG00000000718.1	ENSGALG00000000556.3
OG0014098	ENSXETG00000003509.1	ENSGALG00000026229.3
OG0014099	ENSXETG00000016064.1, ENSXETG00000016173.1	ENSGALG00000007698.7
