"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9"
"13345","107297291","Mov10 RISC complex RNA helicase",91,320,331,96,224,90,44,491,84,189,2827,174,1257,190,637,1350,35,28,445,58,207,1660,808,385,500,939,265,17,172,27
"13346","107297292","ras homolog family member C",1337,1406,1838,889,454,781,218,359,1026,167,893,1501,813,476,413,291,523,297,1373,423,464,1022,1928,1403,1033,1162,749,726,861,943
"13347","107297295","A-Raf proto-oncogene serine/threonine kinase",516,434,686,152,482,453,212,279,232,286,578,1104,322,317,272,427,248,317,877,371,166,557,1347,675,1241,263,444,303,417,218
"13348","107297297","ADP-ribosylation factor 6-like",0,5,2,2,3,2,2,0,0,0,1,6,3,1,0,0,1,2,0,3,1,2,5,2,7,2,1,5,1,0
"13349","107297298","SPARC-related modular calcium-binding protein 1-like",0,4,4,5,0,5,1,1,3,9,3,0,1,0,2,1,0,2,2,1,1,2,5,8,15,4,0,3,17,0
"13350","107297299","G protein-coupled receptor 68",166,187,275,99,68,94,22,55,147,37,186,148,111,61,44,50,87,64,269,37,33,181,589,249,160,212,33,2,231,100
"13351","107297300","NFKB inhibitor beta",46,13,31,14,30,17,24,22,44,16,23,32,15,23,23,20,16,13,23,13,10,24,35,26,47,19,22,106,9,52
"13352","107297301","seryl-tRNA synthetase 2 mitochondrial",2,1,7,2,4,0,2,2,1,2,3,5,3,2,1,1,2,6,8,1,3,3,8,6,3,7,4,4,3,3
"13353","107297302","glutaminyl-peptide cyclotransferase-like",261,44,50,145,170,20,113,61,132,74,44,35,19,140,78,63,105,122,27,28,49,29,76,32,83,30,73,344,26,331
"13354","107297303","F-box protein 46",3,4,9,7,4,3,2,3,3,8,9,8,4,4,2,4,3,0,8,4,4,8,36,6,9,4,7,14,11,2
"13355","107297304","coiled-coil domain containing 61",5,6,7,5,6,5,2,8,10,5,19,7,6,3,1,5,0,2,15,6,6,14,14,19,7,5,1,6,4,6
"13356","107297306","coiled-coil glutamate rich protein 2",0,2.21,3.02,0,2,0,0,1,1,1,2,0,1,0,0,0,0,1.5,1,0,3,1,3.03,1.02,1.38,2,2.03,0,6.09,1.02
"13357","107297307","sirtuin 2",276.49,802.46,511.62,202.16,249.93,357.26,134.78,369,332.63,240.33,546.33,564.84,339.9,170.77,231.59,423.56,154.46,124.23,878.39,344.1,299.72,813,757.04,453.37,456.29,384.02,288.76,31.63,535.98,57.21
"13358","107297309","l(3)mbt-like 3 (Drosophila)",21,113,51,49,11,40,16,11,65,16,61,42,33,16,34,23,34,29,61,47,32,47,98,60,41,30,43,18,44,26
"13359","107297310","transcription factor 24",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0
"13360","107297311","ADP ribosylation factor guanine nucleotide exchange factor 1",1744,1354,1501,1402,1037,898,411,715,1010,561,1209,891,857,615,642,679,680,842,1227,645,644,1418,1950,1159,1715,1398,1029,721,1208,1045
"13361","107297312","protein phosphatase 1 regulatory subunit 42",1,23,9,30,6,7,3,25,24,5,24,7,14,7,8,25,0,4,36,6,25,52,13,14,8,21,21,1,2,2
"13362","107297313","COP9 signalosome subunit 5",1154,1037,1360,898,792,589,252,458,764,326,980,1099,729,488,383,361,475,336,1155,381,460,984,1608,987,1011,1206,688,624,1025,622
"13363","107297314","centrosome and spindle pole associated protein 1",194,542,560,378,157,484,55,207,361,146,397,333,379,119,122,259,103,89,578,119,208,594,518,539,356,665,220,82,416,128
"13364","107297315","cell adhesion molecule L1 like",22,77.67,109.68,20,28.53,31.2,13,34,84.96,11,120.85,31.69,56,35,20,24.5,5.47,13,105.6,31,31,120,141.01,28.84,29,31.92,15.38,3.19,40,20.9
"13365","107297317","coiled-coil domain containing 88C",298.62,546.71,683.46,338.16,230.97,331.96,66,343.25,417.14,213.51,946.33,254.07,348.98,234.63,189.09,317.74,171.71,129.56,618.32,175.78,328.67,643.2,469.26,645.87,707.34,507.78,359.57,94.35,359.67,150
"13366","107297318","zinc finger protein 2 homolog",10.15,57.18,94.29,15.23,12.47,40.47,10.88,15.19,36.12,12.23,59.26,15.98,50.88,26.06,23.54,21.81,4.01,7.49,51.11,17.3,11.45,32.38,155.04,52.32,88.88,28.83,17.46,4.63,29.65,4.51
"13367","107297320","uncharacterized LOC107297320",353.16,697.73,1081.42,274.47,376,652.71,141.42,310.83,507.94,232.05,705.86,414.72,493.63,289.03,253,335.65,251.48,203.76,970.97,409.54,251.43,741.44,1326.4,722.26,933.38,657.5,514.98,70.83,731.57,159.39
"13368","107297322","zinc finger protein 850-like",145.56,226.55,287.61,153.64,83.91,234.63,54.4,104.91,167.02,115.35,142.15,177.69,138.27,81.53,126.53,99.85,69.01,52.83,283.47,104.91,130.6,170.04,191.73,168.1,167.92,233.57,150.6,34.42,155.95,59.76
"13369","107297326","zinc finger protein 658B-like",26.88,57.88,72.45,36.47,23.08,55.42,10.37,25.01,52.25,15.95,34.54,45.97,21.54,25.21,14.18,50.73,21.77,16.44,73.61,17.52,16.54,35.99,98.9,75.34,66.44,50.35,39.55,16.11,38.46,16.5
"13370","107297327","zinc finger protein 84-like",21.13,54.07,74.04,12.92,12.76,25.94,1.27,29.08,45.98,10.79,39.71,44.23,41.04,14.97,8.02,22.91,19,6.18,76.05,13.74,7.43,35.86,68.4,37.05,41.71,39.93,23.82,5.61,45.07,7.29
"13371","107297328","protein phosphatase 4 regulatory subunit 3A",216,273,334,209,129,177,71,127,281,80,263,225,181,137,158,158,134,119,247,110,131,222,484,185,263,213,220,134,224,200
"13372","107297329","uncharacterized LOC107297329",60.96,60.39,66.83,30.08,36.61,49.77,7.55,31.73,59.07,13.21,63.01,32.07,40.47,33.69,15.7,27.8,40.66,19.98,78.53,29.17,27.43,51.14,88.89,71.45,64.48,68.97,34.71,43.36,58.81,29.08
"13373","107297330","cyclin-dependent kinase 1",29,98,100,82,51,218,34,335,163,36,803,129,591,174,78,287,60,37,450,121,265,1158,289,282,47,124,107,26,141,13
"13374","107297331","Rho related BTB domain containing 1",0,1,1,2,4,5,0,1,3,0,2,0,0,4,0,0,0,0,0,0,0,3,4.25,10,2,2,0,8,0,0
"13375","107297333","rab-like protein 2A",2,8.56,19,9,4,14,0,4.58,9,0,17,3,6,4,2,8,7,13,23,7,8,29,11,26,0,5.84,7,4,11,0
"13376","107297334","NME/NM23 nucleoside diphosphate kinase 6",0,0,1,2,2,1,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,4,0,1,0,1,0,1,0
"13377","107297336","olfactory receptor 5V1-like",3.36,2,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1.33,0,0,0,10.26,0,0,0,0,0,0
"13378","107297337","ribosomal protein S21",393,345,511,689,300,315,177,227,506,199,236,301,212,280,258,201,189,120,393,127,226,300,306,267,312,442,264,1196,257,651
"13379","107297338","tandem C2 domains nuclear",178,178,237,72,29,40,17,136,79,16,116,211,99,67,61,46,91,69,417,37,146,97,116,378,464,223,282,18,122,50
"13380","107297339","complement factor H-like",89.64,84.36,75.67,5.59,2.59,24.57,0,43.2,34.72,3.96,330.97,22.02,221.15,53.8,44.42,44.52,0,0,69.21,28.39,59.05,43.93,127.83,53.83,20.76,75.02,5.35,0,33.29,10.23
"13381","107297340","uncharacterized LOC107297340",0,130.33,0.06,0,0,0,0,0,0,0,0,0,0,1.66,2.91,0,3.35,0,5.85,5.07,0,0,568.83,3.66,10.12,0,0,0,0,0
"13382","107297341","general transcription factor IIH subunit 5",30,62,83,76,47,60,28,57,39,57,58,49,43,44,29,42,24,35,90,22,70,113,98,75,57,105,43,22,65,15
"13383","107297342","serine active site containing 1",47,133,166,27,26,81,12,46,62,22,102,81,84,50,41,34,16,32,184,50,35,144,219,77,116,90,69,7,116,41
"13384","107297343","synaptojanin 2",42,105,108,34,18,42,17,33,54,24,74,19,35,26,25,36,19,21,97,43,22,95,167,55,104,59,51,12,71,49
"13385","107297344","taste receptor type 2 member 1-like",0,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0
"13386","107297346","treacle protein-like",232,46,76,63,168,68,65,62,69,95,89,100,49,100,37,91,86,122,97,77,53,120,277,82,255,67,78,113,93,87
"13387","107297347","histone-lysine N-methyltransferase EHMT1-like",19,43,33,29,18,25,10,22,53,21,45,54,26,27,12,19,29,15,44,31,12,28,89,39,39,27,41,38,59,27
"13388","107297348","hepatitis A virus cellular receptor 2",13,89,107,37,28,34,13,82,45,36,457,18,205.98,91,31,22,9,19,65,32,64,204,95,125,32,79,74,22,67,13
"13389","107297349","mediator complex subunit 7",387,554,654,360,220,318,124,205,357,153,372,368,370,224,203,246,183,183,540,170,255,419,606,668,485,514,349,132,526,205
"13390","107297350","zinc finger protein 208-like",422.88,674.16,868.59,374.24,302.96,517.35,126.19,307.92,526.93,210.33,821.94,576.21,456.77,300.92,324.87,437.38,262.46,224.2,729.63,260.88,196.54,657.31,1049.33,671.96,737.24,649.83,398.97,225.7,611.31,281.36
"13391","107297351","zinc finger protein 420-like",19.02,52,106.34,34.82,14.17,29.63,14.74,13.05,53.51,12.37,61.56,39.49,32.56,18.51,21.2,38.87,14.66,22.29,41.94,31.63,23.18,74.61,90.94,79.89,59.09,49.05,34.01,19.44,51.55,34.89
"13392","107297352","fibulin 5",164,1087,901,248,102,341,119,99,546,155,561,207,406,270,294,174,171,79,1064,203,162,638,819,388,259,475,350,72,314,134
"13393","107297353","transmembrane protein 246",21,34,56,19,20,24,9,18,19,10,23,20,27,18,20,32,13,21,43,15,11,31,77,39,41,13,26,7,26,12
"13394","107297354","ring finger protein 20",717,842,809,568,484,610,241,313,742,267,781,561,440,332,462,451,353,302,938,410,303,596,851,617,883,721,506,547,644,667
"13395","107297355","calmodulin-like protein 12",37,975,1640.31,275,147,581,37,190,307,72,404,522.11,545.11,95,121,191,51,27,767,336,158,409,963,497,344,750,65,44,498,23
"13396","107297356","neuroepithelial cell transforming 1",17,34,45,25,10,30,14,27,40,19,42,26,27,29,16,24,28,18,60,33,19,38,93,28,47,27,28,24,61,12
"13397","107297359","fermitin family member 1",37,47,66,50,29,30,40,44,45,27,46,39,45,34,89,54,51,50,89,46,46,39,121,48,75,14,60,3,23,28
"13398","107297360","leucine rich repeat neuronal 4",0,12,14,0,1,1,0,2,9,2,5,5,8,1,1,0,2,3,10,4,1,4,53,15,11,3,3,1,5,4
"13399","107297361","minichromosome maintenance 8 homologous recombination repair factor",6,37.4,21.74,15,8.34,36,7,12.8,22.76,5,49.24,7,32.59,7.45,15,10.7,2,1,21.37,15.54,18,56.89,55.54,37.28,15.66,11.35,10,0,28,0
"13400","107297362","cardiolipin synthase 1",129,52,88,47,28,18,27,21,27,46,46,18.99,27,45,35,45,70,30,41,24,28,32,75,61,73,37,53,67,28,34
"13401","107297363","thyroid hormone receptor interactor 11",1200,514,677,675,458,352,356,397,782,395,566,605,289,600,527,345,483,670,532,401,377,430,892,452,819,340,813,351,603,615
"13402","107297364","tRNA methyltransferase 6",465,552,531,271,223,313,123,180,373,109,327,427,274,205,258,191,179,174,470,250,210,297,617,329,384,393,275,368,288,305
"13403","107297365","chromogranin B",95,242,121,43,597,532,22,54,134,17,84,94,85,61,10,16,10,12,371,48,3,106,73,108,253,108,7,59,800,15
"13404","107297366","DNA mismatch repair protein Msh3-like",70,131,156,95,67,96,19,67,107,36,104,83,68,65,62,46,60,38,139,60,38,100,151,109,118,83,66,30,105,53
"13405","107297368","BRISC and BRCA1 A complex member 1",5,0,2.6,1,1,3,0,0,3,1,0,2.3,1,3,0,1.24,0,1,4,0,1,1,0,2,0,3,4,6,0,0
"13406","107297370","C-C motif chemokine 3-like",6,80.9,108.65,58.19,17.18,21.98,5,25.94,34.46,19.68,129.74,39.41,46.64,13.65,9.11,7,10.2,10.66,82.09,44.35,19.55,43.87,71.74,165.75,51.25,34.24,21.24,62.92,49.32,14.55
"13407","107297371","C-C motif chemokine 3-like",0,15.03,41.2,9.91,2.23,7.04,0,9.42,6.26,3.09,50.93,13.18,17.78,6.31,6.89,0,6.39,5.34,19.87,46.46,9.86,17.93,11.83,57.66,18.83,31.44,7.94,28.38,18.47,9.74
"13408","107297372","occludin-like",0,3,1,1,0,1,0,1,3,0,2,0,1,0,0,2,3,1,0,1,0,1,4,3,0,5,1,1,2,2
"13409","107297374","ataxin 3",1084.08,1910,2365.41,891.1,559,1098.19,323.21,713.49,1135.75,481.52,1494,839,1127,529,796,667.16,587,650,2010.08,805.93,613,1158,2406.16,1452.09,1391,1489.17,1179.99,109.47,1403.45,740
"13410","107297375","lipase member H-like",14,25,49.54,41,30,19,23,38,26,40,40.51,14,19,18.63,19,25,36,52,26,44,29,18,39,33,24,78,12,14,32,16
"13411","107297376","zinc transporter ZIP4-like",6,33,38,6,6,8,0,9,5,2,47,48,24,3,4,2,6,4,26,8,11,30,102,39,25,4,1,1,46,1
"13412","107297378","leukocyte antigen CD37-like",0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,1.06,3.92,0,2.24,0,0.99,0,4.41
"13413","107297379","teneurin-4",1,6,7,1,4,7,1,4,3,0,6,1,2,2,2,3,0,2,1,4,3,3,13,2,4,4,2,1,3,0
"13414","107297380","probable asparagine--tRNA ligase mitochondrial",88.06,54.09,49.21,50.58,76.36,36.03,43.57,64.58,50.47,38.82,62.22,90.6,58.13,47.5,52.92,57.39,31.14,46.94,83.62,40.16,63.72,98.97,117.46,59.07,93.18,30.37,83.88,36.11,63.46,36.03
"13415","107297381","patatin-like phospholipase domain-containing protein 2",15,7,8,3,8,4,4,2,4,1,3,28,0,1,0,7,0,2,0,2,1,2,6,4,16,0,4,11,4,2
"13416","107297382","SAMM50 sorting and assembly machinery component",903,858,1160,511,536,777,286,265,485,302,505,1108,445,392,510,318,377,404,776,430,313,550,1272,802,746,772,531,433,880,613
"13417","107297384","methenyltetrahydrofolate synthetase domain containing",44,16,33,32,34,28,17,16,20,24,18,18,8,15,11,17,27,16,36,27,6,18,35,31,37,13,24,35,29,25
"13418","107297385","forkhead box F1",0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,6,2,1,0,0,0,1,0
"13419","107297387","myoblast determination protein 1 homolog",6.84,0,20.27,37.63,7.23,63.7,0,11.43,0,0,0,0,7.49,0,2.78,5.8,0,0,23.62,0,0,0,3,28.14,0,18.95,3,13.9,70.47,0
"13420","107297388","kelch domain containing 8B",2,5,13,0,3,2,1,0,2,4,9,10,10,2,1,0,0,1,12,4,4,5,44,14,16,3,5,0,9,0
"13421","107297389","uncharacterized LOC107297389",89.91,335.74,499.96,155.02,429.4,102,85.67,851.68,81,468.88,3536.97,667.48,2733.33,305,1114,2565.04,59,22,1231,53,287,3012.95,1187.96,1097.75,1203.79,1724.95,407.02,31,152,132
"13422","107297390","dermatan sulfate epimerase-like",121,901,528,96,116,168,71,48,232,24,261,150,156,113,93,115,128,58,458,597,35,212,1792,778,197,177,138,28,201,84
"13423","107297391","semaphorin 3A",3,5,9,0,1,3,0,0,8,0,7,5,3,4,0,0,0,1,2,1,3,3,22,5,5,2,1,1,5,0
"13424","107297392","SWI/SNF related matrix associated actin dependent regulator of chromatin subfamily c member 1",18,15,13,11,8,10,5,9,19,5,10,12,14,4,4,11,4,7,17,4,1,14,35,14,27,5,6,56,11,27
"13425","107297393","attractin-like",4,0,5,0,2,4,0,1,1,1,0,1,1,3,0,0,0,0,1,0,0,2,1,2,0,2,3,0,3,0
"13426","107297395","vitelline membrane outer layer protein 1-like",0,1,1.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.99,3,1.6,0,0,0,0,0,0,1.38,0,0
"13427","107297397","alkB homolog 8 tRNA methyltransferase",67.22,203.56,136.55,54.81,64.04,87.9,30.2,78.27,96.74,54.15,137.66,180.65,63.81,67.32,88.36,67.02,50.92,66.39,135.78,66.95,43.81,112.18,288.3,92.07,129.86,120.11,101.02,25,127.43,63.74
"13428","107297398","CWF19-like 2 cell cycle control (S. pombe)",393,645,578,256,213,456,148,187,323,169,327,433,212,195,273,146,140,198,409,229,204,288,466,223,508,383,306,131,337,244
"13429","107297399","polymerase (RNA) III subunit A",61.64,61.13,123.04,55.14,51.3,32.45,31.5,20.39,64.55,44.19,107.29,58.25,75.83,38.27,26.83,47.81,31.5,56.61,86.33,31.5,27.95,39.67,250.72,77.42,73.65,99.4,23.34,39.26,89.31,105.07
"13430","107297400","ribosomal protein S24",2664,3054,3624,4097,2048,2952,1342,1288,3459,1160,1387,2479,1410,1782,2058,1292,967,778,3930,1258,1483,1778,2151,1558,2403,3297,2363,10607,1828,2341
"13431","107297402","cleavage and polyadenylation specific factor 2",1092,746,944,692,447,476,245,353,624,297,527,677,413,376,399,373,463,535,654,341,401,518,1206,581,874,958,527,351,675,547
"13432","107297403","folate receptor alpha-like",61.57,31.08,34.12,73.34,34.02,46.25,163.37,117,33.3,84.96,69.85,54.1,44.5,128.62,87,96.24,90.36,134.61,68.52,102.54,76.49,38,100.61,63.93,64.25,22.85,61.91,71,29.95,67.33
"13433","107297404","anaphase-promoting complex subunit 15",2,0,6,0,0.5,1,0,0.5,0,1,4,7,0.5,4,1,0,1,0,0,1,0.5,0.5,0,0,2,3,0,5.34,4,1.5
"13434","107297406","microtubule-associated protein tau-like",1,9,18,0,7,3,0,0,3.39,4,4.35,2,4.57,2,3,2,1,1,11,3.71,2,1,4,9,3,1,5,0,7,0
"13435","107297407","KAT8 regulatory NSL complex subunit 1-like",4.98,11,15,0,5,0,5,0,15,0,19.98,5,11,6,7,5,6,0,7,8,0,1,4.09,18.45,16,1,20,12,0,4
"13436","107297408","stromal antigen 2",65,97,112,73,57,50,39,49,86,39,103,27,59,86,59,54,46,103,62,57,36,66,152,71,140,54,78,43,64,39
"13437","107297409","X-linked inhibitor of apoptosis",6,3,16,10,5,14,4,11,2,2,21,7,6,2,7,9,1,7,13,12,5,1,37,7,13,3,12,7,9,0
"13438","107297410","THO complex 2",1289,1035.01,1227,946.01,579.01,670,397.01,557.01,1088,490,1044.01,1231,581,534,533.04,517,574,656.32,1030,422.02,489.02,786,1612.02,971,1643,879,828,829,1126.01,1185.04
"13439","107297411","glutamate receptor 3",2,25,10,3,4,10,0,3,2,5,11,7,3,3.27,1,7,1,3,2,2,0,3,21,8.61,5,7.91,2,1,6,0
"13440","107297414","bone gamma-carboxyglutamate protein",1,0,0,0,0,0,0,0,70,1,0,32,23,0,0,2,0,0,2,0,0,31,209,0,0,0,0,0,0,0
"13441","107297415","polyamine-modulated factor 1",2,3,2,8,0,6,2,2,1,3,4,1,5,6,0,1,1,1,2,2,1,7,6,5,1,1,0,2,1,1
"13442","107297416","semaphorin 4A",3,3,2,1,1,3,0,2,3,2,13,2,1,2,1,3,3,2,2,2,2,9,8,7,0,3,2,8,5,0
"13443","107297417","lamin A/C",68.35,52,55.62,45.37,25.24,20.56,6,13.04,44.63,13.16,58,46.2,30.8,15.91,16,28,26.42,11.54,38.02,15,15.95,81,135.93,37.07,77.29,63,27,104.38,49.78,45.42
"13444","107297418","solute carrier family 25 member 44",10,0,3,1,2,3,1,1,2,6,0,3,1,3,2,6,0,0,3,0,2,4,12,0,9,5,3,14,1,2
"13445","107297419","potassium calcium-activated channel subfamily N member 4",273.92,266.57,428,185,241,184,103.41,98.46,269,197,243,442,100.14,159.69,221.11,231,202.38,293.42,713,221,206,170,691,755.02,674,66.53,364,228,238,292
"13446","107297420","vomeronasal type-2 receptor 26-like",11,33.19,13.71,41.76,11,7.29,28.92,31.33,13.5,33,11.47,1,11.82,0,8.26,7.4,0,8,0,8.41,0,8.52,14.19,1,11.9,13.69,1,10.54,11.21,0
"13447","107297422","vomeronasal type-2 receptor 26-like",0,22.02,8.62,7.24,0,3.71,7.08,6.67,2.5,14,10.42,0,1.18,1,1.74,4.61,3,0,2,11.59,3,2.48,8.8,0,12.1,14.31,1,4.2,3.79,3
"13448","107297426","minichromosome maintenance 10 replication initiation factor",0,3,7,0,0,3,2,6,2,0,22,2,2,0,1,2,0,0,4,1,4,9,13,10,1,1,1,0,6,0
"13449","107297427","optineurin",35,60,69,26,31,41,16,32,44,17,82,58,37,27,27,23,23,16,46,20,26,62,90,60,63,59,36,24,69,30
"13450","107297428","complement component 3a receptor 1",2,4,2,2,2,1,0,1,1,0,10,3,9,0,2,1,0,1,2,2,1,4,0,13,5,1,3,0,2,0
"13451","107297430","lamin B receptor",373,863,973,431,314,524,179,350,581,251,798,338,621,290,296,222,224,200,603,265,299,885,954,629,553,587,437,49,470,246
"13452","107297431","partitioning defective 6 homolog gamma-like",10,15,20,3,8,14,2,12,11,4,18,13,10,6,3,2,4,13,16,12,2,11,25,11,16,13,14,0,13,5
"13453","107297433","uncharacterized LOC107297433",19,81,51,40,26,87,6,30,14,39,72,19,23,25,7,18,16,7,45,21,16,52,36,66,66,98,8,115,184,2
"13454","107297434","solute carrier family 2 facilitated glucose transporter member 3-like",0,3,4,9,2,1,0,1,5,0,11,3,4,1,3,1,2,4,19,1,1,4,5,12,7,5,2,8,1,3
"13455","107297435","forkhead box J2",5,11,5,6,4,3,4,6,3,9,7,7,5,1,2,3,9,7,7,1,3,5,5,5,11,4,5,33,9,3
"13456","107297437","zinc finger protein 660-like",2.4,18.45,15.67,5.45,1.15,7.11,4,5.25,5.38,0,31.08,1.37,10.4,6.39,5,2,2,0,14.05,1.08,8.47,19.44,13.45,20.73,18.55,11.72,13.18,6.04,22.55,0
"13457","107297438","zinc finger protein 91-like",12.7,45.12,72.94,13.82,23.46,43.99,13.16,27.31,20.83,7,88.02,31.92,36.78,23.56,21.28,33.03,13.19,6.05,30.22,28.99,22.92,42.48,103.99,87.61,67.66,49.13,47.76,13.19,49.65,14.08
"13458","107297439","DNA-binding protein RFX2-like",0,4,6,0,3,2,1,8,5,4,4,3,8,1,0,8,0,0,10,1,2,9,13,20,3,13,2,1,3,0
"13459","107297441","carboxymethylenebutenolidase homolog",2,53,90,136,12,309.99,14.71,29,43.76,66.43,91,11,23,8.83,1,26,13,9,82,43.29,10,117,22,1098,5,66,50,22,243.62,16.82
"13460","107297442","PQ loop repeat containing 1",0,0,0,1,1.63,3.69,2,1.73,3.39,0,5.82,0,3.04,0,1.18,2,3.42,0,2.21,2.68,0,8.28,0,0,1,3.55,2,1.44,4.08,6.4
"13461","107297443","nuclear transcription factor X-box binding 1",38,64,86,59,33,39,30,53,64,31,142,39,42,29,27,40,32,41,45,46,31,59,98,42,82,56,45,41,49,48
"13462","107297444","synaptopodin",787,2515,1691,674,1091,4744,218,926,295,899,3214,378,1661,730,612,746,104,149,1041,712,277,2741,1126,2948,5303,1766,911,330,8932,103
"13463","107297445","adenylosuccinate synthetase isozyme 2",498,1204,1391,531,424,746,104,448,629,155,854,540,738,375,234,400,319,138,1028,372,372,1314,2510,1055,810,1759,437,67,870,210
"13464","107297446","exocyst complex component 6B",1,2.32,2,1,1,4,0,1,3,1,3,4,0,2,1,1.16,1.16,1,6.96,0,0,2,6.96,6.59,4,8,6.96,3.48,2,1
"13465","107297448","RNA-directed DNA polymerase homolog",1,10.01,4,1,2,0,3,1,1,0,5,0,1,1,0,0,3,3,4.88,6,0,2.9,6.6,5.58,7,2.75,1.38,3,2,2
"13466","107297449","interleukin-1 family member 10-like",0,0,0,1,16.85,2,0,1,1,0,0,0,0,7.08,0,9.1,0,0,4.98,0,0,3,2,2.39,1,2.72,0,0,0,0
"13467","107297450","interleukin-1 family member 10-like",3.43,0,2,0,50.07,1,0,0,0,0,4.6,0,0,56.59,0,16.52,0,0,72.8,0,0,0,0,2.58,0,2.37,0,0,0,45.19
"13468","107297452","apoptosis-associated speck-like protein containing a CARD",4.86,4.79,9.91,6,2.96,8,1,7.93,4.11,1.65,7.87,4,2.36,0,0,5,0,0,5.26,0,20.31,33.63,18.84,4.37,18.88,11,7.4,0,17.16,0
"13469","107297453","interleukin-1 family member 10-like",0,6,9,6,2,3,0,6,4,1,119,10,14,12,6,6,3,0,13,1,9,25,6,13,6,13,7,0,7,1
"13470","107297454","interleukin-36 alpha-like",2165,144,89,144,478,93,13,67,75,39,351,283,140,48,152,263,30,11,93,29,85,188,170,125,619,859,191,157,78,170
"13471","107297455","leucine zipper putative tumor suppressor 1",6,9,21,1,10,2,1,0,22,2,11,17,14,3,4,2,4,1,13,2,5,15,68,6,9,2,5,3,6,3
"13472","107297456","oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)",901.09,490.27,649.08,492.34,630.57,578.8,348.54,354.15,418.53,627.24,770.75,637.86,423.97,515.42,258.37,474.34,437.37,543.75,614.86,527.98,319.81,994.75,1833.21,653.07,1473.02,571.68,482.02,536.63,834.83,566.31
"13473","107297457","uncharacterized LOC107297457",8.51,27.72,35.41,17.86,21.13,4.2,0,17.05,16.08,2.14,7.25,8.53,5.81,1.07,0,1.08,1.26,2.2,15.7,9.7,2.19,3.25,25.95,13.48,49.01,110.29,10.54,17.32,4.17,1.03
"13474","107297458","interleukin-1 family member 10-like",14,25,37,7,7,10,0,44,15,1,56,48,47,27,13,17,9,2,22,2,25,42,15,40,67,178,11,1,79,1
"13475","107297459","interleukin-36 receptor antagonist protein-like",17,101,52,38,22,28,8,30,20,5,135,35,11,13,8,19,5,1,54,9,19,44,40,69,42,108,22,22,43,10
"13476","107297460","ATPase H+ transporting V1 subunit B1",545,112,144,204,257,130,112,110,206,97,211,226,60,130,110,141,277,217,201,278,145,91,178,154,371,96,215,475,81,331
"13477","107297461","coiled-coil domain-containing protein 180-like",1,7,16,18,2,2,4,16,8,3,20,11,21,7,4,15,4,3,14,9,14,45,8,32,3,16,4,2,7,1
"13478","107297462","serine/threonine kinase-like domain containing 1",2,2,0,0,1,2,1,1,3,0,2,0,3,1,1,0,2,4,1,3,1,0,4,1,2,5,0,0,1,1
"13479","107297463","SMG9 nonsense mediated mRNA decay factor",185,100,136,59,134,71,63,94,105,48,118,183,61,86,55,96,32,73,134,91,36,101,239,123,262,70,150,185,90,97
"13480","107297464","surfeit 6",323,62,82,107,124,73,46,61,106,60,51,171,77,71,31,56,72,106,102,48,67,110,185,151,218,115,80,232,102,103
"13481","107297465","mediator complex subunit 22",175,153,204,180,109,120,43,88,188,66,141,154,79,101,40,65,15,43,205,43,101,169,134,171,143,161,84,297,173,89
"13482","107297466","surfeit 1",230,166,167,141,97,143,70,129,138,80,138,220,136,103,95,154,61,57,246,95,177,378,238,205,232,187,194,104,188,64
"13483","107297467","surfeit 4",1339,279,393,848,802,266,357,355,486,448,348,465,215,574,360,384,371,489,420,380,339,283,720,337,740,312,517,837,215,924
"13484","107297468","ribosomal protein L7a",3244,1966,2593,2659,2229,1911,1610,1157,2583,1458,1289,2423,990,2119,2015,1207,1187,774,2290,1315,1193,1388,1914,1334,2323,1629,2055,7939,1383,2941
"13485","107297469","surfeit 2",268,87,113,165,132,64,49,47,106,106,54,107,37,81,55,72,103,129,105,47,71,49,105,103,152,98,54,412,96,145
"13486","107297470","REX4 homolog 3'-5' exonuclease",952,211,270,240,576,185,153,150,215,166,267,461,173,186,194,198,274,278,301,128,184,188,510,224,748,264,261,299,239,365
"13487","107297471","phosphoglucomutase 2",6.08,15.92,13.2,1.58,9.27,4.76,3.19,3.87,6.85,4.8,3.44,8.76,9.49,4.61,0,2.09,8.84,1.28,13.14,2.37,4.29,6.29,7.66,5.49,18.45,3.98,9.46,1.24,2.71,1.16
