"","gene","description","Pm_1_liver","Pm_10_liver","Pm_3_liver","Pm_5_liver","Pm_8_liver","Mus_livr_1","Mus_livr_2","Mus_livr_3","Mus_livr_4","Homo_livr_1","Homo_livr_2","Homo_livr_3","Canis_livr_1","Canis_livr_2","Canis_livr_3"
"2967",107294782,"bone morphogenetic protein receptor type 1B",1,0,1,10,1,0,0,0,0,0.0891829,0.1473467,0.187226,0.4138533,0.251579,0.494656
"2968",107294784,"dynactin subunit 6",319,381,183,461,467,15.434303,12.699625,15.841902,14.997738,15.47536,23.07664,19.2059144,45.45906,29.431086,23.3477
"2969",107294787,"PHD finger protein 2",21,37,35,21,57,4.76475,5.6095,6.29446,5.68869,4.61631,1.280767,3.07385,3.04444,3.01355,1.64144
"2970",107294788,"dynein, cytoplasmic 1, heavy chain 1",152,315,209,351.72,477.86,39.831391,54.223184,54.92135,62.253501,41.121,14.27888,28.7506,0,0.0553047,20.62589
"2971",107294813,"zinc finger CCCH-type and G-patch domain containing",2.39,4.71,1,4.7,4.99,15.614374,18.703634,19.347327,18.996797,63.57342,8.580001,90.59721,17.99087,40.768542,25.805049
"2972",107294814,"ADP ribosylation factor related protein 1",43,109,38,209,82,11.312991,12.856972,15.884262,12.892395,24.898724,11.56085421,13.151103,18.5669,14.5089,23.9328
"2973",107294816,"zinc finger and BTB domain containing 18",1,1,4,4,6,20.89544,9.769005,13.69481611,11.1245848,5.27047,1.221052,5.80463,0,0,4.837615
"2974",107294817,"hyaluronan synthase 2",0,0,0,0,0,0.0114559,0.0266186,0.0150439,0.0242068,0.0149373,0.0251609,0.0380776,0,0.0307827,0.0211646
"2975",107294822,"makorin ring finger protein 1",399,758,326,470,861,11.62117117,13.072326,15.025527,13.700397,28.013932,12.8188074,15.6374265,25.97722,27.00579,11.781027
"2976",107294825,"methylthioadenosine phosphorylase",245,294,251,268,344,6.701645,2.99001,2.91357,3.43101,12.0250625,3.316558,5.990427,46.301213,44.353832,15.949197
"2977",107294829,"nuclear receptor subfamily 2 group C member 2",1,7,7,7,4,5.2645936,4.992254,5.254039,4.6077481,5.962209,0.6341088,3.241003,1.50036,2.50951,2.34322
"2978",107294832,"golgi brefeldin A resistant guanine nucleotide exchange factor 1",73.8,179,102,162.24,174,32.4167846,46.0147555,48.3069655,48.4813148,9.798071003,2.196110184,3.7471,9.788491,14.15227873,9.597000002
"2979",107294833,"pleckstrin and Sec7 domain containing",0,0,0,0,0,2.4023938,4.00194,2.1256026,2.124903,2.585287015,0.28033896,0.461881554,1.05788,2.101311,2.023691
"2980",107294834,"F-box and leucine-rich repeat protein 15",18,99,36,87,83,18.50113,12.56675,14.00813,13.9497,15.06223102,5.192363031,2.948993179,5.14966,8.18982,8.41498
"2981",107294835,"nuclear factor of kappa light polypeptide gene enhancer in B-cells 2",71,96,143,128,169,6.635253,7.454530764,8.410816512,7.902703,7.367449,3.70082,4.8274478,4.68015,8.0423,6.28568
"2982",107294838,"bicaudal D homolog 2 (Drosophila)",5,10,7,9,17,5.21379,7.2002,6.83769,7.77557424,5.250813,1.018965,2.410457,6.1986,6.792452,2.956912
"2983",107294839,"FYVE, RhoGEF and PH domain containing 3",17,80,102,109,87,0.402466,0.4688345,0.420291,0.5342805,1.497023,0.5082359,0.7487614,0.726334,0.799482,0.69806
"2984",107294840,"roundabout guidance receptor 2",14,36,31,28,80,0.4840602,0.710387825,1.1826234,1.11789644,0.1830026,0.0141326,0.2163066,1.999211,1.7609278,2.5693674
"2985",107294844,"cholinergic receptor nicotinic alpha 6 subunit",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0155262
"2986",107294846,"THAP domain containing, apoptosis associated protein 1",44,41,37,53,59,7.802872,10.4835,10.03621,10.906089,1.85508,2.74438,2.9643906,10.78619,4.541671,3.4291142
"2987",107294850,"roundabout guidance receptor 1",51.79,26.11,26.11,23.93,47.87,2.4698842,4.3305447,4.4135769,3.2719451,1.582355,0.5818145,0.5989617,12.4731526,15.48401,8.676048
"2988",107294856,"LDL receptor related protein 4",2,7,2,0,1,4.7105402,4.726891,4.820023,5.129082,1.1093,0.1614095,0.1630243,0.8050297,2.321379,3.319929
"2989",107294857,"glucan (1,4-alpha-), branching enzyme 1",1113,855,574,557,1322,47.9716765,58.642927,62.216128,48.185723,47.995853,20.473291,33.8140072,59.663016,49.0711004,58.83226
"2990",107294859,"coagulation factor II, thrombin",14588,32637,17742,15485,25292,1678.65286,1748.4856,1720.85669,1737.12924,1009.047,513.698,786.525,1086.783,1619.093,1132.98
"2991",107294861,"zinc finger protein 408",8,16,15,12,32,3.023821,5.62127,6.29862,5.711789,5.603153,3.306536,3.576432,4.72034,9.10732,3.954012
"2992",107294867,"jade family PHD finger 2",28,51,44,52,89,2.8928274,3.643685203,3.399815755,3.569200665,5.082454668,0.725228694,1.4329983,7.123323,6.424135,7.950591674
"2993",107294869,"transmembrane protein 218",15,11,9,14,11,1.86669,0.944807,1.41314,1.16795,9.201141428,4.9462696,8.6011124,3.90285,0.688397,5.095
"2994",107294872,"zinc finger HIT-type containing 3",44,79,59,64,88,3.634068,5.700125,5.495963,5.060612,10.10269,5.103765,6.559833,0,0,10.60692
"2995",107294879,"claspin",4,0,0,0,0,0.0552912,0.0975996,0.3275356,0.10160412,0.2377999,0,0.2182216,0.287399,0.256212131,0.229076
"2996",107294881,"neurochondrin",2,0,0,2,2,7.999584,11.626579,10.779395,11.272754,3.090067008,1.015001,1.3902429,5.112212,6.63696,3.53756
"2997",107294883,"chromosome unknown open reading frame, human C1orf216",13,9,8,32,5,3.96455,4.160787,4.48557,4.112254,3.252875,1.23999,1.441008,0.337028,0,0
"2998",107294885,"proteasome subunit beta 2",489,646,352,582,733,124.010152,159.38535,158.57172,156.470512,28.0915,24.1064,29.13797,118.998,109.542,108.183
"2999",107294888,"chromosome unknown open reading frame, human C5orf15",814,605,735,411,403,102.41974,90.12303,91.804654,95.11891,36.24903,18.04734,26.65709,127.567,80.5599,41.7083
"3000",107294892,"ADP ribosylation factor like GTPase 16",27,50,10,20,30,12.131463,10.49981301,9.85832,9.232538,17.28262,5.928215,15.66299,0,0,7.50739
"3001",107294893,"transmembrane channel like 6",7,97,103,36,42,13.391774,9.77249,10.149444,11.79374,14.015387,1.5889814,8.122491509,0,0,6.74885
"3002",107294895,"thymidine kinase 1, soluble",27.68,24,13.74,15.7,17.28,62.930567,38.626066,43.437442,43.280305,4.01536,1.870302,6.24644,0.411981,0.360139,3.47014
"3003",107294898,"voltage dependent anion channel 1",274,633,373,243,1152,70.600827,64.829038,61.064166,66.011105,99.93137,62.50497,62.11074,146.417533,136.9375,84.38829
"3004",107294900,"peripheral myelin protein 22",7,11,3,14,28,2.064978,3.3033787,1.80512,2.869953,3.0787541,2.57136766,2.9386848,0,0,2.63066
"3005",107294903,"heat shock protein family A (Hsp70) member 9",1481,1994,1840,1254,1839,68.7342195,77.283507,77.297492,78.510343,175.863713,52.2093826,80.045829,83.095778,87.88533,91.41575
"3006",107294915,"hypoxia inducible factor 1 alpha subunit",1114.23,1199.34,762.05,919.52,652,5.960325,11.879714,10.479821,8.516368,6.525045058,23.6642308,6.330382207,0.0184666,0.110862,7.21655
"3007",107294916,"small nuclear RNA activating complex polypeptide 1",265,261,128,127,238,5.405243,6.544951,6.513003,5.864638,0.61578,1.22116,1.13306,0,0,3.91194
"3008",107294917,"synaptotagmin 16",2,2,0,0,3,0,0,0,0,0.00851209,0,0.00181273,0,0,0.0520594
"3009",107294921,"ubiquitin specific peptidase 34",89,113,85,104,141,2.9863401,3.3691995,10.1929387,3.9679132,9.5962639,6.1812486,18.090387,6.311967,7.933189,5.20742196
"3010",107294925,"biogenesis of lysosomal organelles complex 1 subunit 1",232,342,197,194,352,168.85513,153.813301,160.204223,155.474592,175.138936,127.44791,145.229267,37.84983,46.78818,18.35022
"3011",107294926,"retinol dehydrogenase 5",33,46,0,1,4,78.594149,74.611392,75.24191,76.959151,39.769431,10.39666027,53.52657842,18.4168,28.4632,24.2929
"3012",107294934,"glutathione peroxidase 3",7181,6434,6055,3123,5456,3.026122,2.43972,2.04412,2.27471,138.205,380.2686,120.0475,5442.31,9.72917,2479.41
"3013",107294940,"solute carrier organic anion transporter family member 3A1",3,20,18,9,21,3.756814,3.3649286,3.647148,3.6432705,2.871759,1.112248,1.237097,0.363432,0.446965,0.528246
"3014",107294951,"UBX domain protein 7",72,98,79,76,110,3.0542434,3.6473419,4.138176,2.7831115,1.384362,0.300588,1.49369,4.29078,3.54894,2.93574
"3015",107294953,"ubiquitin conjugating enzyme E2B",2642,513,333,409,262,39.50936,50.53361,56.28668,56.49937,24.164064,84.541654,49.060185,138.263,39.5058,31.5413
"3016",107294960,"D-2-hydroxyglutarate dehydrogenase",150,366,176,198,334,29.207953,27.169414,24.2637,26.711002,22.72265,3.751508,10.83764,10.8753,21.1405,14.4028
"3017",107294964,"transmembrane 4 L six family member 19",44,158,133,310,126,0,0,0.0565348,0,0.342012,0.0265057,0.1430748,0.0664752,0.170089,0.0423312
"3018",107294968,"p21 protein (Cdc42/Rac)-activated kinase 2",517,426,507,477,424,5.172403,5.687019,6.55262,5.34494,17.82062,6.84954,5.78014,29.029,31.1737,13.04222
"3019",107294973,"DEAH-box helicase 29",102,104,98,62,120,1.54828,2.01492,1.54543,1.88727,3.19887943,2.46315,3.638073,7.33297,8.263344,4.39372
"3020",107294974,"DEAD-box helicase 4",0,0,0,0,0,0,0,0.0236241,0,0,0,0.53685558,0,0,0
"3021",107294977,"Ski2 like RNA helicase 2",200.51,257.89,289.18,179.08,298,3.153674,3.824059,2.765083,3.06792,9.24533,13.249335,14.18539,15.0202,13.1396,7.3026
"3022",107294979,"proteasome 26S subunit, non-ATPase 2",69,129,86,120,165,77.812255,71.7102,67.044386,73.105993,48.92309,24.04949,30.12359,44.0095,66.7191,41.1769
"3023",107294985,"SEC24 homolog A, COPII coat complex component",640,959,848,795,910,31.36215426,28.26190616,28.3045478,26.6934627,5.366243,8.108181,6.27596,25.2785,19.05002,16.583358
"3024",107294986,"synuclein beta",0,1,0,0,0,0,0,0,0,0,0,0,0.0550409,0,0.0692578
"3025",107294988,"regulatory factor X3",3,2,6,0,3,0.961390732,1.3176701,1.2096497,0.81168,0.194892554,0.186618829,0.213784417,0.901079857,1.141887004,1.273496
"3026",107294995,"calcium modulating ligand",57,90,46,57,54,10.591544,11.604682,12.49673,11.934228,7.91207,15.25723,18.79224,26.9909,25.8513,13.8298
"3027",107294998,"tetratricopeptide repeat domain 8",7,17,7,7,20,3.3523092,7.5295892,5.421086,6.540757,8.013767,3.654354,6.856463,0,0,0.290386
"3028",107295000,"unc-5 netrin receptor B",0,0,0,0,1,0.906528,0.854892,0.98398864,0.773577,1.16653,0.138848,0.3439731,1.912168,0.0232858,0.793056
"3029",107295006,"leucine rich repeat and Ig domain containing 1",0,0,0,0,0,1.62445,2.2457827,1.1160286,3.2616738,0.98582,0.0140122,0.146071,0.230706399,0.610739,0.243186679
"3030",107295019,"MIER family member 2",1,3,1,0,1,17.392468,38.48359,35.93551039,35.053395,5.142826,0.88704,0.724986,2.971778,3.492063,5.554824
"3031",107295022,"phosphodiesterase 3B",229,165,95,93,177,16.0904088,17.850737,11.226529,13.9319787,6.8319811,1.73156,8.7152392,91.05284,181.41735,62.62145
"3032",107295025,"proteasome subunit alpha 1",1105,1242,896,1071,1101,79.708399,71.930786,69.107802,75.640846,40.889782,74.4249972,75.83387,193.257,173.3991,88.36293
"3033",107295027,"coatomer protein complex subunit beta 1",681,1228,811,1445,1279,20.055507,19.422705,18.980011,20.306993,11.0311951,18.7263767,16.9426551,73.703,67.0063,32.0537
"3034",107295032,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3",46,28,26,41,78,12.0189965,12.6128256,10.8151459,13.6492233,7.7382704,2.208527,8.4199074,0.0213402,0,6.405337
"3035",107295043,"protease, serine 35",18,19,12,5,10,0.0943571,0.0515301,0.0207446,0.076917,0.0829663,0.0155735,0.294925,0.2327461,0,0
"3036",107295049,"quiescin sulfhydryl oxidase 2",41,55,41,57,75,4.16428,4.17876,3.93329,3.67076,2.76084,0.457484,1.43322,1.386899,0.7704752,12.2573
"3037",107295065,"DAB2 interacting protein",8,4,7,3,7,6.139599078,6.559052005,7.638412947,7.619585554,10.927572,1.56419361,1.9357515,0,0,0.9341777
"3038",107295082,"solute carrier family 26 member 9",1,2,0,2,3,0.0230723,0.0677162,0,0.0874437,0.0155871,0.0175551,0.0199471,0,0,0
"3039",107295083,"peptidase M20 domain containing 1",293,1045,514,581,666,73.28981,56.258669,51.9557,57.3101,0,0,0.0423354,6.56492,8.575214,9.681039
"3040",107295094,"cilia and flagella associated protein 99",34,3,5,0,34,0,0,0,0,0.2489202,0.0615187,0.1966682,0,0.0295374,0.0201228
"3041",107295101,"1-acylglycerol-3-phosphate O-acyltransferase 4",4,0,1,4,3,0.68310724,0.567877,0.59848,0.8474057,0.4976176,0.1870887,0.22907051,0.975652,1.19237,0.61535
"3042",107295104,"URB2 ribosome biogenesis 2 homolog (S. cerevisiae)",40,67,81,32,126,1.572514,2.284475,2.209237,2.153473,1.65287,0.435511,0.390138,7.61575,0.0142709,3.45349
"3043",107295107,"nucleoporin 133kDa",105,170,137,163,284,2.822324,2.869913,2.16593,3.0355312,2.453886,4.4356573,5.959359,7.73541,0.0553215,4.40282
"3044",107295111,"alcohol dehydrogenase, iron containing 1",2063,1191,535,556,1451,62.83514,74.166419,72.763382,72.499627,32.06113583,22.4421863,44.8086074,67.1452,84.9214,35.3297
"3045",107295113,"minichromosome maintenance domain containing 2",19,2,12,8,9,1.5489148,2.9758254,1.504497,1.0870009,0.1161934,0.1452283,0.141079,0,0.179452,0.0408002
"3046",107295115,"valosin containing protein (p97)/p47 complex interacting protein 1",48,102,103,104,124,1.41689,1.2371,1.14849,1.29167,1.2498,1.36385,1.75527,12.0878,9.56171,5.09101
"3047",107295126,"proline rich 16",0,0,0,0,0,14.6077,13.73335,13.495288,12.04904,0.0817277,0.326033,0.1070074,31.4318,50.1576,17.9771
"3048",107295135,"RAB15, member RAS oncogene family",36,201,4,213,36,0.05200156,0,0,0.162309,5.792609653,1.8314521,3.750700182,0,0,2.08808
"3049",107295140,"pleckstrin homology and RhoGEF domain containing G3",55,100,61.01,64,143,12.3334719,15.3577589,15.595843,14.74299,14.70970611,2.3709958,8.0557,0,0.0138197,10.150014
"3050",107295146,"inhibitor of growth protein 5-like",6,10,4,10,9,2.06041075,2.294700001,2.3068488,2.54632868,7.511337,1.603218,5.241737,1.92932,1.9608,2.52822
"3051",107295154,"ATPase family, AAA domain containing 2",21,85.25,44,135,189,0.2716428,0.2866942,0.30666336,0.2689289,1.9672819,0.852679,2.4121348,0.63467,0.731207,0.574845
"3052",107295159,"zinc fingers and homeoboxes 2",128,238,135,173,311,22.25511,17.73859,11.42114,10.04918,10.1142,3.16872,3.99438,2.71949,6.02462,3.31644
"3053",107295162,"F-box protein 32",857,111,640,416,535,0.162718,0.163855,0.178622,0.138961,1.0826946,0.6779592,0.7181979,5.23055,0.86417,2.35461
"3054",107295173,"adhesion G protein-coupled receptor V1",1,0,0,1,0,1.728445,1.951768,1.1148533,1.5874471,19.1882211,5.92458219,15.87086801,0.281646,0.3490392,0.2173354
"3055",107295175,"centrin 3",69,40,46,66,60,3.022501,1.613584,2.3117575,4.696251,2.799941,10.067333,14.538957,49.88303,30.92679,17.381374
"3056",107295176,"LysM domain containing 3",279,229,201,230,206,9.170744,9.781643,7.764946,7.970178,10.09205,6.84575,5.886312,32.3889,11.4702,4.8606
"3057",107295177,"SMG8 nonsense mediated mRNA decay factor",1.62,7,11,11,5,2.87771,3.50239,3.29346,3.6639651,2.404289,1.798251,2.566018,0,0,2.756228
"3058",107295179,"protein phosphatase, Mg2+/Mn2+ dependent 1E",1,2,0,0,0,0.0150715,0.043808,0.00990318,0.0316952,0.226841,0.0382024,0.0703254,0,0,0.0209453
"3059",107295186,"muscle RAS oncogene homolog",1519,2176,1019,1462,965,4.394066,2.714897,4.165286,2.959887,1.470989333,0.3116682,0.64387767,3.86288,4.64754,2.26143
"3060",107295192,"lectin, mannose binding 2",2100,2876,1801,1774,3720,117.527014,124.32924,121.36011,121.0409,184.2711,115.7354,91.17523,145.9311,0.3084356,100.9481
"3061",107295203,"highly divergent homeobox",7,5,4,22,9,0.013990601,0,0.00920792,0.0221052,0.2665379,0.2976497,0.2430656,0.060239441,0.082493596,0.0978634
"3062",107295210,"strawberry notch homolog 2 (Drosophila)",3,5,2,0,5,17.141943,23.8853353,25.00216804,24.4249087,9.884737117,3.428078835,1.156752308,125.8655,199.8326,298.7216
"3063",107295212,"SRY-box 8",0,0,0,0,4,0,0.0191382,0,0.0649859,0.0423028,0,0.02706774,0,0,0
"3064",107295221,"MORN repeat containing 4",0,0,1,0,3,0.256928,0.509398,0.604694,0.521478,0.954892,0.345377,1.544328,9.5521,4.393927,4.80861
"3065",107295225,"myotubularin related protein 2",1,1,3,0,19,21.893883,26.337358,35.949504,25.4763574,0.52096072,0.820192,0.913621,1.61654,1.485061,0.324579
"3066",107295249,"polymerase (RNA) II subunit C",548,869,442.97,473.31,914.84,51.028217,56.340756,46.662904,48.171573,26.728137,16.4876237,32.285372,15.4525,12.462,9.68031
"3067",107295252,"solute carrier family 7 member 6",2,12,5,28,8,0.4338766,1.320859,0.7210746,0.82748,2.989159599,0.1470314,0.592854238,0,0,0.392747
"3068",107295253,"solute carrier family 7 member 6 opposite strand",38,84,28,86,89,8.444165,6.74363,7.548668,7.06524,2.622008,0.944445,1.957011,0,0.0642993,4.80576
"3069",107295254,"sphingomyelin phosphodiesterase 3",0,0,0,1,0,0.405456,0.853972,0.915255,0.806217,1.310974,0.992025,0.624219,0,0,0.0674097
"3070",107295255,"nucleoporin 93kDa",23,39,37,22,71,3.508547,4.828517,6.18786,4.735387,5.938976,5.568706256,5.4517273,1.5287248,2.7917108,2.08051
"3071",107295284,"zinc finger and BTB domain containing 21",79,55,77,55,139,6.60391803,10.143111,11.027595,11.085438,3.468623,4.473267,1.124557,1.64299,1.15381,0.822989
"3072",107295286,"family with sequence similarity 69 member B",0,1,0,0,1,0.258625,0.597753,1.203752,0.604735,12.43322,1.178147,4.73693,0,0,5.8176
"3073",107295294,"defective in cullin neddylation 1 domain containing 3",14,18,3,13,7,5.3878807,4.622111,5.00551,8.71647,7.18416,0.783142,1.824068,0,0.130558,4.57399
"3074",107295296,"SHQ1, H/ACA ribonucleoprotein assembly factor",78,59,51,53,121,3.452945,2.881371,3.408929,2.841391,2.990408,1.947448,2.0910391,12.0642,8.07171,3.60027
"3075",107295297,"glucoside xylosyltransferase 2",30,12,25,11,21,0.0943366,0.168542,0.198283,0.206582,0.154783,0.0222816,0.096235,0,0.0554726,0.0412392
"3076",107295298,"protein phosphatase 4 regulatory subunit 2",310,359,345,463,239,6.208504,7.693553,8.678437,6.975189,15.717568,12.157238,13.9034307,26.10186,22.95852,16.05584
"3077",107295303,"TAM41 mitochondrial translocator assembly and maintenance homolog",35,46,40,37,50,8.4552648,7.4355289,8.148005,7.699932,1.8605199,2.6939984,3.1294315,11.7475,12.4733,7.803212
"3078",107295309,"myosin VIIB",3,8,4,4,19,0.0144227,0.0335401,0.056865,0.0379163,0.680685,0.207221,0.1339337,0.325901591,0.049315996,0.212219
"3079",107295310,"G protein-coupled receptor 17",0,4,0,1,1,0.379974,0.49552,0.693725,0.769565,1.228546,0,0.6061943,0.369794,0.151312,1.27139
"3080",107295314,"hepatic and glial cell adhesion molecule",0,0,0,0,1,0.0146822,0,0,0,10.05595,0.802197,8.696961,0,0,0.0445489
"3081",107295316,"zinc finger protein 326",470,418,427,192,325,4.7982323,5.7229481,5.9680423,5.4373201,6.6922697,3.098604534,5.580074,0,0.121439,19.3524
"3082",107295317,"leucine-rich repeat containing 8 family member D",149,499,154,434,512,8.164551,6.424495,7.8612915,7.812467,7.693662,1.861144,7.133785,0,0,10.2209
"3083",107295324,"sphingosine-1-phosphate receptor 4",0,0,0,4,1,1.16172,1.23865,1.4346,1.27183,0.955016,0.484015,0.657305,1.01712,0.458351,0.706355
"3084",107295335,"inter-alpha-trypsin inhibitor heavy chain family member 5",9,19,15,15,100,1.59732,4.06947,3.51908,3.77252,0.6175749,0.4399761,0.66068,1.67207,1.59788,1.00298
"3085",107295339,"N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase",0,0,0,0,1,18.432663,19.074973,19.779913,19.288174,5.079689,2.4807892,2.9242856,0,0,9.56866
"3086",107295346,"junctophilin 1",30,16,21,8,22,0.130498,0.13248,0.145032,0.0949416,0.0545937,0.281613,0.0465762,0,0,0.02185
"3087",107295347,"ganglioside induced differentiation associated protein 1",1,18,3,4,7,0.0270119,0.0482582,0.110637,0.0710336,0.655077,0.48471,0.449596,0,0,0
"3088",107295350,"sorting nexin 20",1,15,6,13,12,0.702658,1.3566949,1.377049,0.880722,0.4543084,0.2732844,0.7930658,1.41105284,3.37624,1.565485
"3089",107295351,"CYLD lysine 63 deubiquitinase",14,28,40,32,84,2.775657,2.883845177,2.934678559,2.7244402,4.67092,3.393108398,4.540075247,10.823555,9.732279,8.131034016
"3090",107295378,"phospholipid phosphatase 5",36,92,28,73,38,44.960571,68.817738,61.967819,67.94594,11.3405276,28.541487,10.8998226,53.87605,37.406229,48.09781
"3091",107295404,"C-x(9)-C motif containing 4",9,15,9,13,31,2.19031,2.98271,2.415191,1.964274,12.30799,35.11927,24.28616,0.70283,0.460498,13.2732
"3092",107295412,"CTD nuclear envelope phosphatase 1",1,2,1,1,0,33.821846,40.69671,39.374441,39.993778,11.18671,9.810706,9.954714,0,0.286728,41.320231
"3093",107295414,"ring finger protein 2",397,290,227,323,400,4.720153,7.3880411,6.871128,6.584058,3.244899,1.856654,1.959155,2.4979,3.07851,3.68411
"3094",107295417,"influenza virus NS1A binding protein",628,507,346,424,571,10.244757,14.137706,14.808501,14.997011,8.2860564,21.516246,13.466499,0,0.530668,21.67079
"3095",107295419,"transmembrane and coiled-coil domains 4",2,0,2,7,2,12.568771,13.32464,12.83114,13.914306,4.945747,2.3267181,3.857256,1.66659,3.28331,1.56047
"3096",107295430,"nitric oxide synthase 1",1,0,0,2,0,0.0421064,0.130743,0.196906,0.128153,0.122468,0,0.0249615,0.0333163,0.020816,0
"3097",107295432,"F-box protein 21",64,81,54,81,107,37.1155,72.661565,73.875091,74.867165,7.512013,1.9481577,6.5073239,42.0427,77.7432,47.5488
"3098",107295436,"LSM1 homolog, mRNA degradation associated",47,80,25,49,34,3.74754,5.88784,5.5487,5.41868,20.30853,19.69525,18.09709,86.6834,54.9738,22.326
"3099",107295442,"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1",0,1,0,0,0,65.205036,64.889889,63.145109,65.448907,0.79667,0.0100322,0.255732,13.4649,7.82177,10.9576
"3100",107295459,"inositol-trisphosphate 3-kinase A",16,42,24,25,26,1.39375,3.09436,3.72114,3.15497,0.2307319,0.259863,0.8366,0.641781,0.364087,0.971215
"3101",107295464,"transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)",0,0,0,0,0,0,0,0,0,0.207433,0.0259581,0.029495,0,0.0422914,0.0300469
"3102",107295469,"eukaryotic translation initiation factor 2 subunit beta",824,809,625,1240,745,6.5088305,6.5332517,6.258409,7.3333814,19.4224,18.465,15.6052,38.5939,33.1214,25.9269
"3103",107295475,"thyrotropin receptor-like",2,0,0,0,1,0,0,0.125385,0.267425,0.7989364,0.0419782,0.1384194,0,0,0
"3104",107295482,"heterogeneous nuclear ribonucleoprotein L",95,115,63,57,186,73.033329,96.54973,95.489071,100.701157,21.848469,16.3510952,24.844696,59.0669,73.391,51.5879
"3105",107295496,"primase, DNA, polypeptide 2 (58kDa)",1,2.33,0,1.23,5.7,1.389314,1.367378,1.439056,1.56172,0.4113518,0.8265174,1.4445174,3.211965,4.37932,3.09928
"3106",107295497,"BCL2 associated athanogene 2",23,23,11,5,8,3.2709004,5.1701086,5.49181,5.2581121,1.33805,0.741106,1.92683,57.7229,39.976,10.0099
"3107",107295502,"coiled-coil domain containing 69",40,134,39,84,149,0.093864,0.5078698,0.4259607,0.3189,11.09717,7.231469,8.379405,1.03312,0,0.5181476
"3108",107295505,"FAT atypical cadherin 2",3,0,0,0,5,0,0,0.004287139,0,0.0386726,0.0217776,0.01649664,0.0126805,0,0.00297678
"3109",107295510,"SCY1 like pseudokinase 1",10,25,11,11,19,36.495661,43.520716,41.467932,46.453877,48.017815,37.4698137,30.3268611,10.9538,11.5963,12.0262
"3110",107295526,"sideroflexin 1",46,67,74,70,83,34.6476217,22.163687,21.0934662,24.4731984,77.44609,8.40892,28.88396,35.504052,0.259653,22.669151
"3111",107295533,"acid sensing ion channel subunit family member 4",0,1,0,2,5,0,0,0,0,0.0478189,0,0.0370576,0.0932601,0.1597586,0.0749137
"3112",107295535,"makorin ring finger protein 2",255,503,327,340,513,37.86753,50.70322,51.234019,47.65867,6.90448,3.75122,5.21463,15.81803,32.7108,14.081065
"3113",107295541,"negative elongation factor complex member C/D",29.75,87.63,43.19,88.74,103.49,30.13227,36.724348,34.349533,37.665288,24.340522,14.2112312,22.9349452,18.8636,36.606714,20.170305
"3114",107295560,"transcription factor 4",22,21,30,28,41,5.095249864,7.1812056,5.5403212,5.6711412,2.917151,0.6357401,1.586141,2.1191508,2.82428,3.9866063
"3115",107295566,"core-binding factor, runt domain, alpha subunit 2; translocated to, 2",22,19,11,13,36,4.987015,4.5356375,5.301239842,5.569885689,3.419306115,0.622496744,1.219451801,2.364281,3.86603,2.9798
"3116",107295574,"vacuolar protein sorting 72 homolog (S. cerevisiae)",0,0,0,0,2,23.330517,26.431972,25.977672,25.734964,13.2228315,6.26484,7.17839,33.8568,41.0718,17.8476
"3117",107295583,"tropomodulin 4",0,1,0,0,5,0.789449,1.76314,0.761523,2.005818,0.359811,0,0.3061089,1.11026,0.124729,1.18787
"3118",107295591,"mannosidase alpha class 1C member 1",353,563,317,593,650,0.676398,1.286307133,1.337343,1.0359006,8.0625162,3.9049483,19.7589693,75.5087,18.7559,21.7742
"3119",107295592,"calpain 9",11.92,2,3.01,1,7.9,0.021649,0,0,0,0,0.0178923,0.1257242,0,0,0
"3120",107295593,"chromosome unknown open reading frame, human C1orf198",61,92,89,55,110,9.94829,9.3039,9.81408,9.97449,2.3136512,1.592343,1.280674,5.01380005,0,2.79967
"3121",107295597,"polypeptide N-acetylgalactosaminyltransferase 2",128,306,196,279,269,20.5869,14.494848,23.76816,10.803496,34.2138501,31.8900971,9.862916,11.327769,0.0450806,12.433509
"3122",107295599,"mediator complex subunit 13-like",3,10,5,0,15,2.550403,3.2147125,3.655999,3.566839,6.80754679,1.98769992,4.166031881,7.302717157,7.981290016,4.487294814
"3123",107295611,"deoxynucleotidyltransferase, terminal, interacting protein 2",904,820,808,465,1003,3.5584545,3.026422207,3.161709,3.314046,7.106388,16.073525,13.959955,0.0336346,0.0303036,7.61034
"3124",107295612,"UBX domain protein 11",1,0,0,0,0,0.3252647,0.943476,0.420793,1.2963416,5.411040017,2.563838735,5.138079,0.0539797,0.0506612,0.488505
"3125",107295615,"NHS like 1",184,179,179,86,261,1.60558111,2.4706766,2.7518212,2.495176,14.390496,0.5674164,5.494291,6.894613,6.929224369,4.343234411
"3126",107295618,"coiled-coil domain containing 28A",145,215,118,225,141,17.065729,18.68061,17.293843,18.2946,6.323637418,19.08985094,20.6899,39.4579,27.39133,26.362987
"3127",107295619,"zinc finger MIZ-type containing 1",11,20,29,8,17,9.807197,9.772453,10.975469,8.956154,10.1051696,1.289841,2.389949,1.477584328,0.0420183,3.72699462
