"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_kidn_1","Mus_kidn_2","Mus_kidn_3","Homo_kidn_1","Homo_kidn_2","Homo_kidn_3","Canis_kidn_1","Canis_kidn_2","Canis_kidn_3"
"3399",107297312,"protein phosphatase 1 regulatory subunit 42",1,23,9,30,6,7,3,25,24,5,24,7,14,7,8,25,0,4,36,6,25,52,13,14,8,21,21,1,2,2,0.0304257,0,0.10947,0.418659,1.58878,0.989159,0.121846,0.2079411,0.4488815
"3400",107297313,"COP9 signalosome subunit 5",1154,1037,1360,898,792,589,252,458,764,326,980,1099,729,488,383,361,475,336,1155,381,460,984,1608,987,1011,1206,688,624,1025,622,29.383159,30.464417,28.295374,57.825885,34.86121097,78.408174,41.2199,111.6613,50.1183
"3401",107297314,"centrosome and spindle pole associated protein 1",194,542,560,378,157,484,55,207,361,146,397,333,379,119,122,259,103,89,578,119,208,594,518,539,356,665,220,82,416,128,12.27835,12.8517999,10.4115961,6.000691,4.323515,11.104932,7.624180827,4.123862058,9.337381
"3402",107297315,"cell adhesion molecule L1 like",22,77.67,109.68,20,28.53,31.2,13,34,84.96,11,120.85,31.69,56,35,20,24.5,5.47,13,105.6,31,31,120,141.01,28.84,29,31.92,15.38,3.19,40,20.9,0.3399048,0.2799505,0.2531485,10.7100814,2.2370938,23.950149,0.1468326,0.8667499,1.6945072
"3403",107297331,"Rho related BTB domain containing 1",0,1,1,2,4,5,0,1,3,0,2,0,0,4,0,0,0,0,0,0,0,3,4.25,10,2,2,0,8,0,0,20.702781,18.294102,24.384105,35.98337,13.683383,53.2972,33.293973,85.694536,7.02279
"3404",107297337,"ribosomal protein S21",393,345,511,689,300,315,177,227,506,199,236,301,212,280,258,201,189,120,393,127,226,300,306,267,312,442,264,1196,257,651,1651.963199,1560.799089,1640.417403,290.9943,372.2878,46.66016,2419.9,1512.19,1172.42
"3405",107297342,"serine active site containing 1",47,133,166,27,26,81,12,46,62,22,102,81,84,50,41,34,16,32,184,50,35,144,219,77,116,90,69,7,116,41,3.166406017,3.318238,2.5315774,4.227653026,2.200384,5.156813184,5.153679,8.968498,3.61214
"3406",107297343,"synaptojanin 2",42,105,108,34,18,42,17,33,54,24,74,19,35,26,25,36,19,21,97,43,22,95,167,55,104,59,51,12,71,49,1.6190709,1.5333056,1.5563603,2.424488,2.8214721,2.171938209,1.0440793,2.696923,1.2807934
"3407",107297352,"fibulin 5",164,1087,901,248,102,341,119,99,546,155,561,207,406,270,294,174,171,79,1064,203,162,638,819,388,259,475,350,72,314,134,205.8426,200.33101,208.8125,75.149089,153.124404,63.467917,115.6446457,0.195754706,170.4884744
"3408",107297354,"ring finger protein 20",717,842,809,568,484,610,241,313,742,267,781,561,440,332,462,451,353,302,938,410,303,596,851,617,883,721,506,547,644,667,10.8113405,12.345176,11.367807,19.481902,14.41232,21.733792,13.047,20.7272,14.4378
"3409",107297356,"neuroepithelial cell transforming 1",17,34,45,25,10,30,14,27,40,19,42,26,27,29,16,24,28,18,60,33,19,38,93,28,47,27,28,24,61,12,28.416324,30.102035,28.143983,32.32982,13.10299,45.5303,15.07956,35.24981,45.42593
"3410",107297365,"chromogranin B",95,242,121,43,597,532,22,54,134,17,84,94,85,61,10,16,10,12,371,48,3,106,73,108,253,108,7,59,800,15,0.103051,0.0632743,0.194621,3.9130991,5.588161,2.5857013,0.4325817,0.4443,0.529897
"3411",107297382,"SAMM50 sorting and assembly machinery component",903,858,1160,511,536,777,286,265,485,302,505,1108,445,392,510,318,377,404,776,430,313,550,1272,802,746,772,531,433,880,613,20.199473,17.466523,19.277217,59.828589,63.499615,51.087765,50.409856,30.450546,36.619328
"3412",107297388,"kelch domain containing 8B",2,5,13,0,3,2,1,0,2,4,9,10,10,2,1,0,0,1,12,4,4,5,44,14,16,3,5,0,9,0,26.8793234,24.4690984,26.1731125,31.76557,33.89047,19.46004,9.78801,25.9301,11.6948
"3413",107297391,"semaphorin 3A",3,5,9,0,1,3,0,0,8,0,7,5,3,4,0,0,0,1,2,1,3,3,22,5,5,2,1,1,5,0,1.9684813,1.2610453,1.5586918,0.0643065,0,0.132714,0.145728,1.1701,1.06726
"3414",107297399,"polymerase (RNA) III subunit A",61.64,61.13,123.04,55.14,51.3,32.45,31.5,20.39,64.55,44.19,107.29,58.25,75.83,38.27,26.83,47.81,31.5,56.61,86.33,31.5,27.95,39.67,250.72,77.42,73.65,99.4,23.34,39.26,89.31,105.07,6.530247,6.469166,6.967122,7.470056,7.198698,4.9333975,4.172545,3.35027,3.417361
"3415",107297402,"cleavage and polyadenylation specific factor 2",1092,746,944,692,447,476,245,353,624,297,527,677,413,376,399,373,463,535,654,341,401,518,1206,581,874,958,527,351,675,547,3.62219,3.55042,3.3528,12.10846,3.01712,17.5422,14.3914,0.019109,11.3236
"3416",107297426,"minichromosome maintenance 10 replication initiation factor",0,3,7,0,0,3,2,6,2,0,22,2,2,0,1,2,0,0,4,1,4,9,13,10,1,1,1,0,6,0,2.0081681,1.8931162,1.5429372,0.025193,0.146296116,0.035447838,0.633957,1.5550294,0.3336774
"3417",107297455,"leucine zipper, putative tumor suppressor 1",6,9,21,1,10,2,1,0,22,2,11,17,14,3,4,2,4,1,13,2,5,15,68,6,9,2,5,3,6,3,0.786314,1.111087,1.058274,0.714304,1.455616,0.704726,1.1204963,1.021695,0.1981055
"3418",107297467,"surfeit 4",1339,279,393,848,802,266,357,355,486,448,348,465,215,574,360,384,371,489,420,380,339,283,720,337,740,312,517,837,215,924,126.59088,125.6964,128.9318,52.624017,50.88422,58.345192,161.26,0.207484,49.2263
"3419",107297468,"ribosomal protein L7a",3244,1966,2593,2659,2229,1911,1610,1157,2583,1458,1289,2423,990,2119,2015,1207,1187,774,2290,1315,1193,1388,1914,1334,2323,1629,2055,7939,1383,2941,594.780223,577.058497,603.038509,506.041352,650.116586,814.16544,472.424,128.832,1393.71
"3420",107297469,"surfeit 2",268,87,113,165,132,64,49,47,106,106,54,107,37,81,55,72,103,129,105,47,71,49,105,103,152,98,54,412,96,145,21.41379,23.331565,22.780155,28.591266,18.55811,12.424036,13.0489,0,13.3169
"3421",107297473,"NACHT and WD repeat domain containing 2",0,19,6,0,2,15,0,4,5,5,5,2,4,1,0,7,1,0,0,0,0,0,4,0,24,5,2,6,3,0,0,0,0,0,0,0,0.0993831,0.0323704,0.151746
"3422",107297493,"family with sequence similarity 208 member A",390,790.98,869,442.99,230,334,177,286,549,205,614,405,429,315,406,261,275,238,631,318,265,562,1030,472,542,545.99,420,161,505.99,315,3.0350138,3.1319677,3.2945814,7.039761,4.101651,24.919789,7.042930001,16.44223,6.8476498
"3423",107297494,"thioredoxin like 4A",364,162,218,233,164,148,90,119,174,127,146,143,156,254,118,114,138,106,226,105,105,207,203,232,182,211,205,423,209,100,15.78925,16.59435,16.66964,149.44603,94.99557,138.741066,49.94528,96.15051,92.27271
"3424",107297502,"RecQ like helicase 4",4,3,17,5,3,5,1,3,8,3,11,0,2,3,3,3,2,1,15,4,3,7,20,13,8,2,6,1,12,6,0.452970029,0.536458,0.39535899,6.895484103,16.49989,4.819617,0.278715,1.44787,0.505384
"3425",107297517,"N-terminal asparagine amidase",70,66,97,52,43,23,14,41,61,22,85,84,42,36,35,32,31,35,81,41,54,106,114,76,101,49,44.27,36,97,39,73.251561,74.955244,74.178718,11.11835571,5.311587523,8.52289717,166.753,22.885,85.8489
"3426",107297523,"heterochromatin protein 1 binding protein 3",29.25,21.01,20,14.01,12,15,8,6,17.99,8,10.94,9,18,10,3.02,12,7,5,14.97,2,7,12,20,18,22,8.35,9,21,4,14,45.06150245,43.669222,43.80206795,82.213716,32.91627,83.3194526,32.094677,31.503886,37.930815
"3427",107297530,"dihydrouridine synthase 3 like",79,58,86,66,58,54,24,49,80,44,69,83,42,62,35,56,46,39,100,27,38,79,155,97,111,66,53,78,69,71,30.7303,26.55097,32.05183,30.02783945,24.438921,17.852813,5.285732,4.4139,3.59871
"3428",107297532,"ubiquitin specific peptidase 19",2,8,15,5,5,1,3,6,0,3,11,7,6,2,1,4,3,2,6,2,1,12,16,10,7,6,3,6,17,10,78.41733378,76.78673297,82.036174,37.94976,33.30432,36.04326,25.581603,21.96097,15.44841
"3429",107297539,"progesterone receptor membrane component 1",32,31,17,18,13,14,11,16,22,12,10,25,15,9,9,13,12,13,20,7,18,13,47,24,29,12,18,61,7,14,87.8901,80.9739,89.1329,105.2584,76.02931,216.01047,501.934,29.1261,134.32
"3430",107297548,"polymerase (RNA) II subunit J",359,265,351,325,188,242,96,169,311,119,311,232,226,168,126,148,139,122,373,97,190,277,285,354,324,439,222,733,418,176,70.911898,72.045117,71.89395,77.12561,71.35637,39.670005,53.45943,56.31821,74.25722
"3431",107297552,"ADNP homeobox 2",7,34,55,15,15,12,9,20,22,11,31,14,20,9,16,14,9,11,18,11,12,25,30,25,30,28,14,8,22,10,4.94926,5.02571,4.77954,4.533306,3.511994,6.907896,5.39251,10.4356,3.16231
"3432",107297554,"thiosulfate sulfurtransferase (rhodanese)-like domain containing 2",579,156,245,281,340,168,194,121,252,180,200,231,96,421,133,152,407,527,174,296,159,163,547,141,496,104,354,175,114,300,12.9722434,13.06166126,14.542218,5.195428,3.949892,9.486766,5.939987,14.07817,7.31577
"3433",107297555,"tropomodulin 1",3168.12,4768.5,3867.95,2730.97,2511.72,5978.02,1057.17,1043.05,1475.47,1301.49,1989.64,2134.84,1673.01,1526.98,1522.02,1160.37,832.05,638.03,3233.61,1303.05,700.27,2788.61,978.97,2898.81,4191.89,4415.83,2726.79,1609.3,4611.43,1128.12,2.1938,1.7799369,2.03221,2.17781244,2.80644,3.24226,1.70564,2.44607,15.4833
"3434",107297563,"T-box 2",7,12,16,8,4,4,2,2,17,2,4,16,12,5,1,3,1,2,9,5,2,17,50,12,9,5,4,7,10,1,42.7634,39.8716,44.819,93.187533,50.61126836,45.82967516,22.9879,0,3.452
"3435",107297568,"KH domain containing, RNA binding, signal transduction associated 3",279.4,623.69,644.88,338.56,229.61,383.07,109.43,248.83,314.84,159.15,437.97,363.28,325.53,215.47,266.65,297.43,154.93,164.94,450.16,208.59,249.17,425.93,636.58,378.23,325.29,437.32,267.56,463.13,368.99,220,14.952289,13.690802,13.6606937,25.6985817,10.2195681,20.75693316,5.370526,11.012807,7.196155
"3436",107297575,"USH1 protein network component harmonin",32,82,63,52,24,46,4,42,10,13,32,21,36,19,26,9,6,9,142,29,7,58,34,134,30,41,16,5,48,1,41.7418863,39.728151,42.242764,145.805663,121.4177241,125.7083,62.39573,16.724212,24.243566
"3437",107297593,"zinc finger and AT-hook domain containing",53,41,44,33,30,39,20,22,32,13,64,42,41,31,27,40,46,50,38,29,32,57,139,58,70,35,41,21,48,56,1.4967604,1.2050894,1.4412069,19.66248056,23.50384347,17.30223602,4.2078433,4.08721,3.584674
"3438",107297597,"kinesin family member 3A",125,220,215,161,123,172,48,149,173,77,278,136,198,129,75,140,90,173,241,116,89,413,396,206,185,199,151,73,169,118,5.32638,5.1463306,5.0512659,3.429158,2.162094,6.576301,1.810144,5.38712,3.75443
"3439",107297602,"mitochondrial ribosomal protein L18",473,344,495,317,222,297,84,208,409,122,390,456,272,181,137,204,180,131,612,150,205,358,473,388,399,425,357,711,393,224,41.509195,35.889538,40.137437,108.8855,26.851468,87.22064,122.363,305.417,117.112
"3440",107297603,"t-complex 1",18691.59,9521.66,10638.21,9894.81,7710.76,8421.65,2060.9,3324.99,8067.41,3787.21,6361.55,14095.74,6184.78,4373.24,4023.53,3346.24,2900.48,2686.3,13433.1,3377.29,3526.4,7622.41,11929.03,10922.48,16413.05,8391.09,9201.52,5955.71,11728.74,6088.41,61.121931,54.393745,56.790721,109.9381378,70.955422,174.452474,70.7512,69.3614,49.67780007
"3441",107297607,"septin 5",10.82,8,17,8,2,13,6.27,8,5,12,11,4.41,8,6,7,5,4,2,15,6,3,18.82,16.55,10,9,10.94,6,2,10,7.77,2.361761,2.40665,2.064131,11.37439,7.428357,4.131609,10.1395,8.82749,14.0744
"3442",107297628,"synaptopodin 2",1125,3386,2963,1641,1972,4289,308,827,1141,920,2471,741,1522,650,453,664,128,298,5822,533,283,2597,1289,7305,4748,2646,1100,682,7392,170,4.173621,3.573049,3.6001875,3.323211,3.129823,2.556776,0.944696,6.155736548,3.322834
"3443",107297632,"tribbles pseudokinase 1",1,3,3,1,0,0,2,0,1,3,0,4,0,0,2,1,0,1,0,1,1,1,3,4,1,3,0,3,2,0,6.315028,5.984135,6.164071,12.10199,7.6376,15.3236,17.1214,41.5943,11.9655
"3444",107297636,"paired box 1",0,9,14,0,2,1,0,2,1,1,1,0,1,0,0,1,0,0,2,0,2,3,4,6,1,1,1,0,2,1,0.0909171,0.0912934,0.0625495,0,0.0325952,0.00972119,0.139607,0.481248,0.222303
"3445",107297646,"brain and acute leukemia, cytoplasmic",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,3,0,0.252791,0.192766,0.306833,1.858223,2.320415,3.513099,0.263789,0.700549,2.12842
"3446",107297647,"frizzled class receptor 6",105,199,348,111,76,123,43,110,231,110,301,173,220,89,107,145,55,92,285,115,123,265,444,262,200,172,108,57,153,59,2.074721,2.6385054,2.2780811,7.097934,2.296968,11.59615,13.8936,41.4244,15.9834
"3447",107297657,"TBC1 domain family member 19",3,16,19,5,14,14,6,26,12,7,47,5,23,8,2,35,10,5,32,9,9,98,31,41,11,23,5,1,15,0,12.99230374,15.29898263,15.7046986,8.045469,3.8743814,17.205736,13.7793,3.28626,12.3366
"3448",107297674,"ELM2 and Myb/SANT-like domain containing 1",22,53,69,25.32,33,33.02,20,48,47,19,88,43.01,41,32,14,40,26,23,36,29,23,54,116,48,94.02,29,37,22,60,27,5.927762,5.541326,6.380866,8.542106,5.869384,9.36599,2.655332,0,3.4567417
"3449",107297680,"family with sequence similarity 103 member A1",144,394,451,150,176,327,65,182,331,90,313,431,254,140,122,155,101,115,607,162,119,315,537,581,349,325,186,147,619,86,16.1317,16.0392,15.2901,12.939,6.93353,14.8527,32.5942,116.202,62.5827
"3450",107297685,"peroxisomal biogenesis factor 16",256,302,322,180,111,140.99,79,134,260,111,251,345,166,110,130,127,123,115,286,115,185,282,345,290,267,144,194,81,267,118,61.49191,59.0229,62.03294,69.34849,39.151902,26.562773,11.60041,14.323665,12.56301
"3451",107297689,"GDP-mannose pyrophosphorylase A",282,35,83,61,286,81,178,133,63,84,83,65,51,82,47,104,78,135,125,74,45,58,220,188,512,32,122,255,79,94,75.569642,71.803704,62.938694,30.52784503,32.04721,28.06006556,59.039067,29.915656,44.6444
"3452",107297691,"FAST kinase domains 3",207,247,290,165,132,146,73,111,141,68,205,169,157,129,159,106,126,96,230,123,80,152,357,214,184,201,163,79,186,111,7.411565303,8.104262,5.889201,3.944773,1.761113,31.374754,3.495327,8.775458,2.768439
"3453",107297693,"ADP-dependent glucokinase",139,9,20,92,96,16,96,76,41,196,32,48,8,53,48,38,190,153,18,42,46,17,42,21,51,16,46,192,24,149,7.8312343,7.3129677,7.9996865,19.50362,19.14071065,32.39312,15.7521,35.71523,14.857229
"3454",107297695,"protein prenyltransferase alpha subunit repeat containing 1",75,118,51,74,22,77,10,13,34,45,40,39,17,40,61,22,20,32,54,37,39,38,52,69,56,86,32,20,25,39,3.729852,4.453173,3.279485,3.172855,2.07587,12.21551,2.2887,4.85384,1.58282012
"3455",107297698,"seryl-tRNA synthetase",1337.78,734.74,895.36,1041.19,731.89,606.2,758.66,525.94,783.86,674.58,872.12,686.63,605.15,968.38,1153.66,832.61,1242.24,726.19,715.14,991.53,717.68,668.16,961.43,535.67,1290.69,747.65,762.65,493.11,414.27,673.66,47.554893,46.464093,46.97087,94.637048,85.416278,84.015089,31.9991,0.0885273,40.31356
"3456",107297701,"5-methyltetrahydrofolate-homocysteine methyltransferase reductase",275,215,151,121,103,125,55,63,105,63,73,130,78,85,85,82,93,109,128,79,79,106,251,110,156,109,110,60,82,76,7.287195,8.081191,7.788604,38.99769978,10.73124363,44.854125,19.141836,23.425763,7.510836
"3457",107297703,"interleukin 10",1,0,1,1,0,0,1,2,1,0,20,0,4,1,0,0,1,0,7,0,3,1,0,2,3,1,2,0,0,1,0,0,0,0.288608,0.3256832,0.143893,0.631484,0,0.602143
"3458",107297710,"heparan sulfate-glucosamine 3-sulfotransferase 5",10,15,38,13,4,27,2,5,32,6,7,22,29,10,11,12,2,3,36,5,8,19,48,28,19,25,12,3,29,13,0.101564,0.0181885,0.110837,0.0199102,0.1022215,0,0.0945513,0.193223,0.0823921
"3459",107297740,"chaperonin containing TCP1 subunit 5",3936.18,1979.09,2381.6,2417.49,2103.1,1725.71,882.6,899.51,4363,1391.94,2609,2387.35,1542.09,3004,1361.94,872.21,843.8,776.43,2241.09,1143.9,1245.89,3268.89,4136.49,2008.14,3070.83,2275.15,1749.05,1308.87,3227.38,2167.48,66.78925,71.0069,71.230476,97.43994118,60.775489,98.273041,86.49643,87.809104,69.28181
"3460",107297748,"stromal interaction molecule 2",869,639,511,604.99,434.99,904,131.99,328,410,408,672.98,287,464.97,218,126,225,246,193,538.99,144,208,543,461,943,937.97,1109,238.98,402,1634,394,8.381107509,8.342114,8.280203,11.970931,4.796209,12.970738,5.5099999,7.513163,6.989005
"3461",107297761,"fibronectin leucine rich transmembrane protein 3",22,42,41,9,19,14,3,4,59,15,23,22,39,13,20,9,15,13,28,8,8,53,147,22,42,10,21,2,36,17,1.100938,1.00099,0.806189925,5.513667,3.150893,14.89176,0.487135,1.22567,1.24576
"3462",107297763,"BMS1, ribosome biogenesis factor",55,94,109,45,62,52,25,47,81,37,106,89,74,53,29,46,54,62,78,55,40,109,282,92,169,60,50,51,93,76,4.29922,3.1693078,4.289733,7.31788,3.5239,6.56231,7.40267,16.40248,7.954789
"3463",107297770,"phosphatidylinositol 4-kinase type 2 beta",90,37,39,36,77,38,30,19,52,41,33,15,12,26,24,42,42,17,27,34,45,19,47,40,76,22,51,55,16,55,6.195083,6.972987,7.043836,6.54045,1.259031,15.63456,13.9871,25.6799,17.5249
"3464",107297772,"kizuna centrosomal protein",310,769,783,432,288,482,77,345,451,147,621,244,449,200,152,364,149,104,919,200,280,837,692,621,361,852,281,43,567,160,6.978325,6.906184,6.671985,6.26306,3.88743,10.99084575,21.1107,26.52180001,17.477831
"3465",107297774,"Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase",27,25,28,9,21,27,10,25,24,22,28,56,25,15,20,19,12,10,52,28,26,22,61,70.99,37,11,35,28,22,6,8.3393586,9.265976883,8.242939,5.901296,2.5441976,10.67426401,24.1295,35.4009,13.1872
"3466",107297783,"Ral GTPase activating protein catalytic alpha subunit 2",165,259,324,135,61,146,86,179,193,116,249,130,131,111,147,127,156,160,266,126,118,107,235,163,286,186,253,88,218,116,10.2423968,11.0917162,11.5238596,9.050213,7.794872,11.03623,9.75241503,6.706960854,3.7697243
"3467",107297786,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",97,14,45,65,102,45,42,60,43,45,39,39,10,70,56,54,118,75,62,42,41,58,74,64,102,27,92,57,74,39,0.8739606,1.6006373,1.0114963,0.26108,0.158857,0.333406,0.3025291,2.93092,0.681521
"3468",107297790,"nucleoporin 54kDa",395,274,324,148,272,201,144,132,167,168,219,337,162,201,158,144,129,186,253,135,99,341,535,220,480,203,204,181,166,181,14.03092,17.79098162,13.44411,15.74146533,4.94806,34.2667365,21.446749,26.82214,24.6446
"3469",107297794,"cilia and flagella associated protein 61",61,564,316,334,135,320,31,193,263,87,359,86,364,72,47,320,90,48,723,157,177,867,318,424,138,571,148,27,253,31,0.8796605,0.8479611,0.7374226,1.660360595,0.38420221,2.8236297,0.647601,0.839626,0.439213
"3470",107297795,"A-kinase anchoring protein 10",25.16,31.99,53.02,16.19,27.8,18.32,15.49,21.85,25.41,22.88,56.16,34.15,31.36,6,24.71,15.29,20.78,16.01,32.96,26.78,20.62,40.34,99.79,42.12,43.7,27.91,15.7,8.79,61.09,20,11.962593,11.911705,11.274757,8.696729,5.65545,15.36154161,7.01365,12.99853,5.66397
"3471",107297797,"branched chain amino-acid transaminase 1, cytosolic",9,9,3,13,5,7,0,12,8,2,6,4,7,3,6,2,1,5,1,5,7,10,6,8,11,5,6,14,4,8,8.183019,7.826947,7.3797049,0.6113504,0.7690153,0.943364,0.6528282,5.026808,2.144895
"3472",107297798,"RecQ like helicase",299.16,120.17,168.81,103.27,226.82,60.63,51.14,63.3,69.03,140.33,154.24,130.28,102.34,108.39,42.63,115.46,158.01,136.63,142.82,73.63,62.09,166.7,497.89,191.14,337.04,78.88,92.68,56.29,116.32,160.55,9.289031,10.580723,9.102067,7.561734,1.0690017,12.71687,1.287328,4.25055,3.37457
"3473",107297799,"golgi transport 1B",3023,152.94,299,840,616,136,244,274,511,304,234,746,133,454,322,430,685,645,143,224,225,162,473,198,1306,345,594,886,200,811,3.72818,4.003201,3.7332,4.29471,1.998093,17.851753,5.70264,28.2457,10.0263
"3474",107297805,"crooked neck pre-mRNA splicing factor 1",457,499,796,428,249,284,169,259,588,152,469,437,393,293,234,237,287,260,657,232,234,461,867,758,610,559,455,76,470,314,4.103239,3.37154,3.5390351,11.23556153,5.979007,17.00524677,8.51437,16.1904,9.65805
"3475",107297812,"DEAD/H-box helicase 11",53,44,26,24,56,37,5,26,31,8,22,32,42,23,14,17,21,17,24,7,17,48,70,58,44,23,25,29,40,44,2.0405425,2.257309,2.0361147,9.556259483,11.40413115,9.249533,5.721464432,6.632622,8.74919
"3476",107297819,"WAS protein family member 1",8,17,3,2,5,1,6,7,14,8,4,9,3,4,4,3,6,4,3,15,3,1,8,9,4,2,7,8,5,11,1.076149,0.883824,0.966099,6.85124145,1.96357023,6.9093676,0.811364,1.75566,1.25886
"3477",107297827,"DNA damage induced apoptosis suppressor",1,1,9,0,4,2,1,3,4,1,8,7,5,2,0,1,4,0,15,0,1,9,4,6,12,5,2,1,6,0,0.0579052,0.1790815,0.0358158,0.5289038,1.849801,0.8555829,0,0.134248,0.0463815
"3478",107297828,"solute carrier family 24 member 3",6,11,2,12,5,6,2,3,3,1,3,2,5,10,10,6,4,8,7,5,3,3,14,6,9,2,18,6,1,6,2.8127361,2.525399,2.677289,1.16779,1.268035,1.163626,0.60071,1.20419,1.85507
"3479",107297830,"prolylcarboxypeptidase",0,7,2,0,1,0,0,1,2,1,0,1,3,0,0,2,0,0,1,1,0,5,3,5,2,1,2,2,4,0,32.520253,33.600482,31.543796,160.100665,93.218479,220.1024387,11.424946,16.952247,34.2496828
"3480",107297832,"checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase",3,25,23,8,15,25,7,15,6,13,29,6,16,6,9,9,4,11,20,20,7,23,65,40,33,6,10,11,29,5,19.38910608,19.51488222,21.033487,19.580035,11.90281744,17.118602,8.558168,10.072716,8.68534
"3481",107297833,"fibrosin-like 1",43,23,25,20,43,25,23,20,30,38,28,14,14,35,31,12,34,19,25,24,45,7,36,41,45,20,31,65,19,47,30.85815,26.635258,31.07282702,28.39935,33.99724,15.82561,13.49327,7.980255,7.542351
"3482",107297836,"neuroplastin",1105,802,1062,1004,733,431,468,453,1060,292,626,654,754,610,597,447,470,388,903,427,467,717,1164,853,750,690,779,1105,765,1540,339.790058,309.296308,335.239703,140.924223,48.03307818,121.360548,38.92891,51.81448,54.36877
"3483",107297838,"pannexin 1",10.41,86.15,59.04,38.55,23.37,132.5,5,17.14,39.94,26.49,103.12,15.86,42.37,19,16.2,5.61,5.98,5.78,73.73,13.99,5.42,66.17,68.99,75.14,104.03,75.18,22.36,11.13,63.7,0,6.413229,4.648802,4.428673,3.477516,1.90336,5.6027385,1.605613,4.5979,1.379785
"3484",107297846,"SEC13 homolog, nuclear pore and COPII coat complex component",5707,1095,1517,3480,3014,863,1001,1119,1652,1095,1223,1808,976,1521,897,1088,1868,1747,1458,897,1195,1753,2296,1502,2665,2051,1700,4226,1161,3026,107.410221,103.0179595,105.4889636,119.0665983,120.3844884,95.250733,31.3344,110.711,58.82
"3485",107297871,"CD93 molecule",2,23,10,8,7,11,0,8,12,11,8,18,3,8,13,11,15,7,21,14,3,27,54,10,19,10,16,2,4,7,7.01753,7.00311,6.82836,12.3942,6.56558,12.8174,2.79917,26.3326,33.0755
"3486",107297878,"Josephin domain containing 1",506,647,600,312,257,410,157,267,398,192,484,271,307,171,249,316,211,172,576,313,248,506,761,635,427,425,352,90,353,159,13.7427,13.5938,14.398,13.794792,16.301148,18.99247,25.4744,64.2495,49.5255
"3487",107297880,"GTP binding protein 1",181,123,152,55,113,109,49,92,87,102,186,85,65,69,70,59,93,160,156,183,35,150,540,101,312,65,87,36,132,39,25.6210919,28.171746,28.155605,42.6486392,21.108441,17.852926,10.141508,11.952084,12.695742
"3488",107297885,"cell division cycle 25B",0,3,1,1,0,0,0,0,0,0,2,0,3,2,0,0,1,0,2,0,1,2,4,2,2,1,1,1,0,0,8.848097,9.5773641,8.83501,19.934808,11.073872,17.349731,1.059122,3.519788,3.518928
"3489",107297893,"integrator complex subunit 2",14,16,17,13,14,12,16,11,10,19,16,17,12,18,10,18,19,20,18,26,6,30,93,22,24,5,13,12,15,9,19.575384,23.779533,24.111369,1.4147873,0.408542,3.274608507,2.53502,0.01365772,1.679034
"3490",107297894,"mediator complex subunit 13",136,181,221,129,94,127,47,104,189,74,263,141,136,88,74,96,81,75,188,68,93,147,368.99,180,304,176,138,85,204.99,133,13.48298,15.91351,14.45122,5.82873,2.352559,9.659443,8.4286,0.00723059,5.3822048
"3491",107297896,"TNF alpha induced protein 6",34,110,76,51,19,39,3,4,29,8,42,85,41,16,7,12,15,3,173,24,14,78,208,42,51,88,16,2,79,14,0.173707,0.267519,0.328575,0,0,0.136372,0.0947765,0.598339,0.282124
"3492",107297897,"N-myc and STAT interactor",237,335,555,225,164,383,66,145,275,141,844,410,298,143,267,341,135,63,482,95,288,486,263,594,521,654,218,85,289,100,4.218521,5.075266,4.29219,5.648478,0.676106,12.77513776,67.455544,71.753,74.00211
"3493",107297901,"ciliary neurotrophic factor receptor",0,1,2,1,0,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,1,0,4,0,1,4,1,3,1,12.495702,11.982635,13.015107,0.74608889,5.131316,0.375041474,2.00595,3.53723,7.97087
"3494",107297908,"NudC domain containing 1",1269.18,984.25,1281.87,762.97,474.61,709.73,280.07,454,677.86,412.03,714.59,1159.43,677.73,434.58,444.93,326.68,376.71,454,851.28,424.44,404.86,793.61,1440.89,809.9,1150.02,730.39,607.6,336.16,810.82,363.56,3.7801793,4.0285795,3.9370582,3.03611,0.7936868,8.49369,4.236685,9.51397,7.08987
"3495",107297910,"mitochondrial ribosomal protein L23",499,243,324,400,219,206,128,178,365,141,267,286,228,209,188,203,200,178,324,135,224,327,335,285,325,340,200,688,348,259,11.437182,9.948326,11.76646,38.52949,41.14187,21.82545,86.836862,32.61285,157.396444
"3496",107297916,"SUMO/sentrin peptidase family member, NEDD8 specific",191,79,112,111,82,66,38,47,107,91,98,96,125,49,55,47,85,106,228,56,68,141,217,115,112,103,74,56,134,93,3.7760998,4.207574,4.847769,2.816076,2.7269,4.933232,29.2743,83.2341,36.3618
