Orthogroup,Genes.1,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,Genes.2,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies
OG0001933,N_naja_pep_Nana04049-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana04049-RI, N_naja_pep_Nana04049-RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001933,N_naja_pep_Nana04049-RI,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana04049-RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001933,P_Mucros_pep_XP_015681490.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015681491.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001943,H_sapiens_pep_ENSG00000282130.1, H_sapiens_pep_ENSG00000185115.6, M_musculus_pep_ENSMUSG00000070520.4,,,,,,,,,,,,,,,,,,,M_musculus_pep_ENSMUSG00000100937.1, C_familiaris_pep_ENSCAFG00000013194.5, H_sapiens_pep_ENSG00000177383.5, P_troglodytes_pep_ENSPTRG00000015697.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001943,H_sapiens_pep_ENSG00000282130.1,,,,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000185115.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001943,N_naja_pep_Nana10608-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana10608-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001943,P_Mucros_pep_XP_015670427.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015670426.1, P_Mucros_pep_XP_015670425.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001943,P_Mucros_pep_XP_015670426.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015670425.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002057,N_naja_pep_Nana19932-RD,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana19932-RC, N_naja_pep_Nana19932-RB, N_naja_pep_Nana19932-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002057,N_naja_pep_Nana19932-RC, N_naja_pep_Nana19932-RB,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana19932-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002057,N_naja_pep_Nana19932-RC,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana19932-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002057,P_Mucros_pep_XP_015678938.1, P_Mucros_pep_XP_015678937.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015678939.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002057,P_Mucros_pep_XP_015678938.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015678937.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002071,P_Mucros_pep_XP_015677144.1, P_Mucros_pep_XP_015677147.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015677146.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002071,P_Mucros_pep_XP_015677144.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015677147.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002108,H_sapiens_pep_ENSG00000076554.15,,,,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000276418.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002108,N_naja_pep_Nana16513-RD, N_naja_pep_Nana16513-RC, P_Mucros_pep_XP_015687544.1, P_Mucros_pep_XP_015687542.1,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015687543.1, A_carolinensis_pep_ENSACAG00000029182.1, G_gallus_pep_ENSGALG00000040167.2, N_naja_pep_Nana14310-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002108,N_naja_pep_Nana16513-RD,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana16513-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002108,P_Mucros_pep_XP_015687544.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015687542.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002113,N_naja_pep_Nana16417-RD, N_naja_pep_Nana16417-RE, N_naja_pep_Nana16417-RA,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana16417-RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002113,N_naja_pep_Nana16417-RD, N_naja_pep_Nana16417-RE,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana16417-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002113,N_naja_pep_Nana16417-RD,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana16417-RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002113,P_Mucros_pep_XP_015679898.1, P_Mucros_pep_XP_015679896.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015679899.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002113,P_Mucros_pep_XP_015679898.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015679896.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002128,N_naja_pep_Nana15115-RC, N_naja_pep_Nana15115-RB,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana15115-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002128,N_naja_pep_Nana15115-RC,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana15115-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002128,P_Mucros_pep_XP_015668607.1, P_Mucros_pep_XP_015668610.1, P_Mucros_pep_XP_015668609.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015668606.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002128,P_Mucros_pep_XP_015668607.1, P_Mucros_pep_XP_015668610.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015668609.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002128,P_Mucros_pep_XP_015668607.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015668610.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002137,N_naja_pep_Nana11195-RB, N_naja_pep_Nana11195-RA,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana11195-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002137,N_naja_pep_Nana11195-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana11195-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002137,P_Mucros_pep_XP_015669305.1, P_Mucros_pep_XP_015669307.1, P_Mucros_pep_XP_015669304.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015669306.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002137,P_Mucros_pep_XP_015669305.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015669307.1, P_Mucros_pep_XP_015669304.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002137,P_Mucros_pep_XP_015669307.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015669304.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002185,N_naja_pep_Nana19733-RD, N_naja_pep_Nana19733-RA, N_naja_pep_Nana19733-RC,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana19733-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002185,N_naja_pep_Nana19733-RD, N_naja_pep_Nana19733-RA,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana19733-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002185,N_naja_pep_Nana19733-RD,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana19733-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002185,P_Mucros_pep_XP_015673602.1, P_Mucros_pep_XP_015673601.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673600.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002185,P_Mucros_pep_XP_015673602.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673601.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002191,N_naja_pep_Nana26805-RD, N_naja_pep_Nana26805-RC,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana26805-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002191,N_naja_pep_Nana26805-RD,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana26805-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002191,P_troglodytes_pep_ENSPTRG00000046749.1, P_troglodytes_pep_ENSPTRG00000049416.1,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000005173.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002191,P_troglodytes_pep_ENSPTRG00000046749.1,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000049416.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002205,P_Mucros_pep_XP_015680834.1, P_Mucros_pep_XP_015680838.1, P_Mucros_pep_XP_015680839.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015680848.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002205,P_Mucros_pep_XP_015680834.1, P_Mucros_pep_XP_015680838.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015680839.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002205,P_Mucros_pep_XP_015680834.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015680838.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002205,N_naja_pep_Nana25852-RA, N_naja_pep_Nana25852-RC,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana25852-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002205,N_naja_pep_Nana25852-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana25852-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002210,P_troglodytes_pep_ENSPTRG00000050876.1, P_troglodytes_pep_ENSPTRG00000044924.1, P_troglodytes_pep_ENSPTRG00000048049.1, P_troglodytes_pep_ENSPTRG00000048495.1,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000013795.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002210,P_troglodytes_pep_ENSPTRG00000050876.1, P_troglodytes_pep_ENSPTRG00000044924.1,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000048049.1, P_troglodytes_pep_ENSPTRG00000048495.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002210,P_troglodytes_pep_ENSPTRG00000050876.1,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000044924.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002210,P_troglodytes_pep_ENSPTRG00000048049.1,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000048495.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002210,P_Mucros_pep_XP_015669611.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015669612.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002214,N_naja_pep_Nana18210-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana18210-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002214,P_Mucros_pep_XP_015687294.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015687292.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002214,C_familiaris_pep_ENSCAFG00000010782.2,,,,,,,,,,,,,,,,,,,,,C_familiaris_pep_ENSCAFG00000007880.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002214,P_troglodytes_pep_ENSPTRG00000016632.6,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000049835.1, P_troglodytes_pep_ENSPTRG00000049435.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002214,P_troglodytes_pep_ENSPTRG00000049835.1,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000049435.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002235,N_naja_pep_Nana05408-RA, N_naja_pep_Nana05408-RD, N_naja_pep_Nana05408-RE, N_naja_pep_Nana05408-RC,,,,,,,,,,,,,,,,,,N_naja_pep_Nana05408-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002235,N_naja_pep_Nana05408-RA, N_naja_pep_Nana05408-RD, N_naja_pep_Nana05408-RE,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana05408-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002235,N_naja_pep_Nana05408-RA, N_naja_pep_Nana05408-RD,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana05408-RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002235,N_naja_pep_Nana05408-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana05408-RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002235,P_Mucros_pep_XP_015668103.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015668102.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002261,P_Mucros_pep_XP_015675356.1, P_Mucros_pep_XP_015675360.1, P_Mucros_pep_XP_015675358.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675359.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002261,P_Mucros_pep_XP_015675356.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675360.1, P_Mucros_pep_XP_015675358.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002261,P_Mucros_pep_XP_015675360.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675358.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002261,N_naja_pep_Nana07918-RC,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana07918-RB, N_naja_pep_Nana07918-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002261,N_naja_pep_Nana07918-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana07918-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002327,P_Mucros_pep_XP_015676466.1, P_Mucros_pep_XP_015676464.1, P_Mucros_pep_XP_015676465.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015676462.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002327,P_Mucros_pep_XP_015676466.1, P_Mucros_pep_XP_015676464.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015676465.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002327,P_Mucros_pep_XP_015676466.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015676464.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002327,N_naja_pep_Nana03234-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana03234-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002461,P_Mucros_pep_XP_015675456.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675457.1, P_Mucros_pep_XP_029140691.1, P_Mucros_pep_XP_029140690.1, P_Mucros_pep_XP_029140689.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002461,P_Mucros_pep_XP_015675457.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_029140691.1, P_Mucros_pep_XP_029140690.1, P_Mucros_pep_XP_029140689.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002461,P_Mucros_pep_XP_029140691.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_029140690.1, P_Mucros_pep_XP_029140689.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002461,P_Mucros_pep_XP_029140690.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_029140689.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002476,N_naja_pep_Nana16406-RB, N_naja_pep_Nana16406-RD, N_naja_pep_Nana16406-RC,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana16406-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002476,N_naja_pep_Nana16406-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana16406-RD, N_naja_pep_Nana16406-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002476,N_naja_pep_Nana16406-RD,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana16406-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002476,P_Mucros_pep_XP_015673105.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673104.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002485,P_Mucros_pep_XP_015676944.1, P_Mucros_pep_XP_015676943.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015676942.1, P_Mucros_pep_XP_015676941.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002485,P_Mucros_pep_XP_015676944.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015676943.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002485,P_Mucros_pep_XP_015676942.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015676941.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002485,N_naja_pep_Nana28562-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana28562-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002493,H_sapiens_pep_ENSG00000281484.2,,,,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000154640.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002493,P_Mucros_pep_XP_015677897.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015677898.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002493,X_tropicalis_pep_ENSXETG00000008432.1,,,,,,,,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000008461.1, X_tropicalis_pep_ENSXETG00000008447.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002493,X_tropicalis_pep_ENSXETG00000008461.1,,,,,,,,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000008447.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002506,N_naja_pep_Nana31568-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana31568-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002506,P_Mucros_pep_XP_015674229.1, P_Mucros_pep_XP_015674228.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_029140475.1, P_Mucros_pep_XP_029140474.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002506,P_Mucros_pep_XP_015674229.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015674228.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002506,P_Mucros_pep_XP_029140475.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_029140474.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002508,X_tropicalis_pep_ENSXETG00000016833.1,,,,,,,,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000007988.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002508,P_Mucros_pep_XP_015673275.1, A_carolinensis_pep_ENSACAG00000012373.2, N_naja_pep_Nana14129-RA, N_naja_pep_Nana14129-RB,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673274.1, A_carolinensis_pep_ENSACAG00000027261.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002508,N_naja_pep_Nana14129-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana14129-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002624,P_Mucros_pep_XP_015673480.1, P_Mucros_pep_XP_015673481.1, P_Mucros_pep_XP_015673483.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_029140338.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002624,P_Mucros_pep_XP_015673480.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673481.1, P_Mucros_pep_XP_015673483.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002624,P_Mucros_pep_XP_015673481.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673483.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002624,N_naja_pep_Nana13895-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana13895-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002625,P_Mucros_pep_XP_015682827.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015682826.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002642,P_Mucros_pep_XP_015675065.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675073.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002642,H_sapiens_pep_ENSG00000262911.5,,,,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000177692.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002642,P_troglodytes_pep_ENSPTRG00000013870.6,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000044482.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002642,C_familiaris_pep_ENSCAFG00000045160.1,,,,,,,,,,,,,,,,,,,,,C_familiaris_pep_ENSCAFG00000047350.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002675,N_naja_pep_Nana05729-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana05729-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002675,P_Mucros_pep_XP_015685612.1, P_Mucros_pep_XP_015674192.1, P_Mucros_pep_XP_015685611.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015685713.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002675,P_Mucros_pep_XP_015685612.1, P_Mucros_pep_XP_015674192.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015685611.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002675,P_Mucros_pep_XP_015685612.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015674192.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002683,N_naja_pep_Nana10941-RA, P_Mucros_pep_XP_015683010.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015683005.1, N_naja_pep_Nana10940-RA, N_naja_pep_Nana10940-RB, N_naja_pep_Nana10940-RC, G_gallus_pep_ENSGALG00000050235.1,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002683,N_naja_pep_Nana10940-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana10940-RB, N_naja_pep_Nana10940-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002683,N_naja_pep_Nana10940-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana10940-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002709,P_Mucros_pep_XP_015680312.1, P_Mucros_pep_XP_015680310.1, P_Mucros_pep_XP_015680311.1, P_Mucros_pep_XP_015680309.1,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015680308.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002709,P_Mucros_pep_XP_015680312.1, P_Mucros_pep_XP_015680310.1, P_Mucros_pep_XP_015680311.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015680309.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002709,P_Mucros_pep_XP_015680312.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015680310.1, P_Mucros_pep_XP_015680311.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002709,P_Mucros_pep_XP_015680310.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015680311.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002710,N_naja_pep_Nana02795-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana02794-RA, P_Mucros_pep_XP_015666548.1, P_Mucros_pep_XP_015666556.1, P_Mucros_pep_XP_015666563.1, P_Mucros_pep_XP_015666571.1,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002710,N_naja_pep_Nana02794-RA, P_Mucros_pep_XP_015666548.1, P_Mucros_pep_XP_015666556.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015666563.1, P_Mucros_pep_XP_015666571.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002710,P_Mucros_pep_XP_015666548.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015666556.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002710,P_Mucros_pep_XP_015666563.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015666571.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002711,P_Mucros_pep_XP_015681385.1, P_Mucros_pep_XP_015681378.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015681399.1, P_Mucros_pep_XP_015681392.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002711,P_Mucros_pep_XP_015681385.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015681378.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002711,P_Mucros_pep_XP_015681399.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015681392.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002711,H_sapiens_pep_ENSG00000284260.2,,,,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000176783.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002715,N_naja_pep_Nana08626-RE,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana08626-RG, N_naja_pep_Nana08626-RD, N_naja_pep_Nana08626-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002715,N_naja_pep_Nana08626-RG, N_naja_pep_Nana08626-RD,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana08626-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0002715,N_naja_pep_Nana08626-RG,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana08626-RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
