"","gene","description","Pm_1_heart","Pm_10_heart","Pm_3_heart","Pm_5_heart","Pm_8_heart","Mus_hrt_1","Mus_hrt_2","Mus_hrt_3","Homo_hrt_1","Homo_hrt_2","Homo_hrt_3","Canis_hrt_1","Canis_hrt_2","Canis_hrt_3"
"3629",107299022,"solute carrier family 31 member 2",8,3,12,50,15,12.0450827,13.558292,15.18659,3.612704,3.608071,2.22172,8.26154,9.24721,93.4364
"3630",107299030,"muscleblind like splicing regulator 2",31,9,33,12,20,56.180049,55.101866,53.443022,14.487554,16.10175283,15.84173,5.205866,28.976014,85.081824
"3631",107299035,"interleukin 1 receptor accessory protein",0,0,1,11,2,1.357847,1.1210409,1.1276346,2.250861,4.000368,3.163462,0.3330171,1.63382,1.8816913
"3632",107299040,"transmembrane protein 164",6,6,4,11,4,11.550239,9.468691007,8.996578,9.715703011,16.067458,15.785887,3.31074,9.96881,0
"3633",107299071,"ras homolog family member H",1,7,3,84,3,0.3132869,0.6925923,0.5232034,0.9524176,0.346958,0.8777011,0.122766,0.397059,0.797882
"3634",107299078,"protocadherin 7",0,4,0,2,1,29.11275,23.641806,25.259187,6.269406,30.55993,34.71706,4.452217,35.24258,48.41381
"3635",107299081,"coiled-coil domain containing 50",7,0,9,18,7,5.2438701,4.931105,5.838579,16.58926,12.16366,12.14983,6.8870068,13.7335873,16.209356
"3636",107299084,"SH3-domain GRB2-like (endophilin) interacting protein 1",0,0,1,1,0,2.6276652,2.837979,2.93565091,2.092382038,1.864669,2.3865607,0.3244257,1.242073,0.5208418
"3637",107299087,"regulatory factor X6",0,0,1,6,0,0,0,0,0,0,0,0,0,0
"3638",107299104,"SH3 domain binding glutamate rich protein like",71,338,126,435,156,7.9121,5.59458,5.1753,16.511655,8.293460089,7.37798,4.721973,2.970101,0.828394
"3639",107299109,"glycine dehydrogenase (decarboxylating)",2,2,22,29,22,0.1182607,0.0951265,0.0971787,0.6963107,1.179022,2.908844,0.071362,0.163449,0.390525665
"3640",107299125,"interleukin 17 receptor D",0,3,8,6,11,1.5594828,1.2315748,1.2381768,2.77507,3.5322075,4.793939001,0.141709,2.51014,1.87193
"3641",107299134,"rabphilin 3A-like (without C2 domains)",2,3,6,5,5,2.837607,4.8828646,3.9584949,4.732868,3.635618,3.466834,9.99835,5.142934,0
"3642",107299136,"VPS53 GARP complex subunit",0,0,1,2.64,0,9.3590683,10.422354,11.702011,9.2669982,5.7532629,8.2593227,0.655378,4.25188,0
"3643",107299151,"tec protein tyrosine kinase",61,108,46,74,95,3.944578785,3.103932,3.0280388,0.439572578,1.898902,0.625061,0.215491,0.358762,0.763519
"3644",107299152,"RELT like 2",3,7,6,2,4,0,0.1073706,0.0956149,1.174977,1.384718,1.229289,1.04491,1.09052,2.59671
"3645",107299164,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",284,184,294,118,338,38.06709,51.238521,50.136649,20.16678005,17.31403,17.9848,4.396808,8.198162,6.5279
"3646",107299175,"nucleolar complex associated 4 homolog",75,45,57,59,46,10.257968,14.8298495,14.565534,4.226967,7.988439,5.386031,0.585116,1.646651,1.527111
"3647",107299176,"pseudouridylate synthase 1",31,49,25,43,38,6.0373997,8.749706,9.072421,9.572798,12.39632,10.90526,5.11643,7.34253,15.1393
"3648",107299178,"unc-51 like autophagy activating kinase 1",8,1,5,58,7,23.618593,37.530859,37.44884,28.93063,42.0979,42.59462,5.34993,19.951313,34.17559
"3649",107299181,"DnaJ heat shock protein family (Hsp40) member B5",6,1,7,5,6,18.11429,25.0793571,24.769071,8.712554989,26.2773562,31.506105,45.8872329,33.256194,109.389727
"3650",107299182,"valosin containing protein",54,125,110,126,84,76.674517,68.728259,68.731773,128.8442,156.1269,152.6768,51.6182,90.4691,134.977
"3651",107299192,"wntless Wnt ligand secretion mediator",286.33,412.41,253.81,352,257.59,24.5091375,16.4999922,16.094606,23.459166,48.512796,36.368247,23.39122,33.07055,51.80063
"3652",107299203,"dual specificity phosphatase 19",203,171,118,57,173,3.985118,2.777549,2.738006,1.429196,1.610957,1.232224,0.786389,3.88547,11.8418
"3653",107299213,"adhesion regulating molecule 1",191,197,255,229,198,20.002814,43.888966,42.830323,75.861616,89.45159427,88.759363,42.3559877,56.28907,70.343489
"3654",107299215,"DLC1 Rho GTPase activating protein",14,1,12,74,17,19.2028188,16.8121606,16.0739499,17.47329,25.66714,15.40475,9.1573568,22.4708,54.706449
"3655",107299216,"SH3-domain GRB2-like endophilin B1",2036,2511,2014,682,1682,49.36274,54.73819,53.84913,20.56328002,15.882,13.94334244,31.47544,51.09102,101.118
"3656",107299220,"hyaluronan and proteoglycan link protein 3",0,13,17,18,0,0.877205,0.4429167,0.7576318,7.31481,2.611023,3.145444,0.490266,0.590371,2.554628
"3657",107299235,"Rho related BTB domain containing 2",18,25,16,67,10,6.488204,8.51509,8.326185,15.973375,22.132728,21.621082,2.0935718,5.32008,15.8747493
"3658",107299298,"DENN domain containing 2A",2,3,4,15,3,5.597234,4.8285045,4.1373672,14.72499,20.0276562,14.252083,2.8545151,5.1944148,5.551778004
"3659",107299301,"guanine nucleotide binding protein (G protein), gamma 12",89,48,81,58,87,8.262861,8.173384,8.358077,6.25753,4.37903,4.30729,28.2248,116.004,186.756
"3660",107299310,"Rho GTPase activating protein 17",52,161,25,91,56,5.7627682,6.156377,6.107054129,16.567451,11.21784402,12.257213,3.277624808,8.73668,4.903946
"3661",107299311,"v-myc avian myelocytomatosis viral oncogene homolog",60,41,25,73,35,0.6867312,1.93734361,1.9027144,53.50555404,16.9326,12.0343837,1.27802,5.0311,8.81173
"3662",107299314,"gem nuclear organelle associated protein 4",10,26,6,30,7,2.89567,1.81759,1.21817,6.26218,10.65475,11.29057,0.54198,1.33387,0.016113
"3663",107299323,"ral guanine nucleotide dissociation stimulator",4,5.61,4.49,5.61,2.24,9.9982872,10.8545236,10.59067848,29.448418,28.70639808,32.278997,2.193264,8.367271,0.056039
"3664",107299347,"death associated protein 3",118,98,129,64,81,41.198445,36.5283486,37.6577051,56.086568,90.140316,88.397258,8.440455,16.776329,6.90486
"3665",107299351,"KIAA0907 ortholog",1,9,8,45.39,4,19.276142,19.018983,17.82292,20.06725201,21.154007,22.303961,4.08306,6.932673,11.244221
"3666",107299353,"gon-4-like (C. elegans)",2,20,6,60,16,7.082429,5.984622,6.213294656,9.771124002,10.94269473,8.816259001,1.854883,5.12774,9.69442
"3667",107299370,"potassium voltage-gated channel subfamily J member 8",1,0,1,18,4,16.92534,17.5273,17.514462,42.12534,62.30294,62.685922,125.331,127.144,513.728
"3668",107299384,"RAR related orphan receptor B",0,0,0,0,0,0.1171853,0.1462414,0.091912505,0.310029,0.938068,0.685267,0.0204007,0.0204029,0.254127
"3669",107299394,"papillary renal cell carcinoma (translocation-associated)",0,0,1,13,0,12.4986,15.6459,13.9553,32.082428,22.876336,22.521542,5.19843,7.085797,14.302276
"3670",107299396,"hepatoma-derived growth factor",24,35,11.81,23,13,36.782233,35.152559,35.135321,120.586222,62.258559,64.518202,33.6924394,60.94884,106.308456
"3671",107299408,"nuclear receptor coactivator 5",3,10,8,20,6,7.51351,8.728484,9.961377,10.68478,6.16508,6.920027,3.6289192,6.641452,17.2582
"3672",107299416,"ADAM metallopeptidase with thrombospondin type 1 motif 4",12,4,0,10,2,0.4542618,0.647141132,0.562696428,29.5399,0.985145,0.996435,0.194571,0.628137,1.42973
"3673",107299443,"FGFR1 oncogene partner 2",285,576,156,189,274,21.158085,24.57200718,23.742682,14.544237,10.407634,11.463897,12.85084,21.94373,82.31195
"3674",107299445,"asunder spermatogenesis regulator",210.29,137.94,208.96,136.32,235.55,8.997223002,5.3301422,5.5264978,8.55041,6.632287,5.8730319,2.34735,5.03692,11.9656
"3675",107299455,"guanine nucleotide binding protein (G protein), alpha z polypeptide",0,1,0,0,1,0.424092,0.439659,0.529595,6.79498,0.985385,3.58209,0.0727768,0.234571,0.501768
"3676",107299475,"CSRP2 binding protein",128,118,149,132,127,9.596409,9.423799,8.81279055,4.943178001,4.961499,3.4643706,5.8709383,7.891982,25.730727
"3677",107299480,"scavenger receptor class B member 1",7,3,6,7,2,28.0078154,31.958362,30.5948068,12.220424,17.04841,16.8783879,4.9846521,11.336574,6.425820562
"3678",107299482,"GA binding protein transcription factor, beta subunit 1",37.16,36,18,94.54,34.66,4.076153,3.776409,3.882294786,3.253498,3.85877848,3.187543,1.53279,3.6896,5.17453
"3679",107299500,"HESX homeobox 1",3,0,3,0,1,0.0843433,0,0,0,0.158403,0.323053,0,0,0
"3680",107299508,"deoxynucleotidyltransferase, terminal, interacting protein 1",37,65,42,44,31,7.226295,10.838482,11.879888,15.584654,18.734866,15.02975,9.81074,11.1748,12.4487
"3681",107299511,"ubiquitin conjugating enzyme E2C",0,1,0,23,0,1.38064,4.4130937,3.7641499,0,0.750791,0.499442,0,1.15915,0.526667
"3682",107299514,"COMM domain containing 7",176,194,169,54,138,5.59598,7.67105,7.58664,0.497376,0.466214,0.3548481,26.81616,33.1093,63.55083
"3683",107299530,"NFKB repressing factor",4,1,0,7,1,0.590699,0.368581,0.407123,1.421131,1.65886,1.68501,1.261626,1.451181,0
"3684",107299541,"myozenin 1",11,105,55,8,31,0.324687,0.310633,0.418492,0.714093,2.23637,3.08162,15.0826,4.59407,128.539
"3685",107299545,"leucine rich repeat neuronal 3",38,54,33,18,34,0.134842,0.100302,0.0973987,1.366626,1.534135,1.897864,0,0,0.0875998
"3686",107299555,"glycerophosphodiester phosphodiesterase domain containing 1",27,7,24,34,12,4.67561,4.19266,4.17393,0.877125,1.257079,0.819781,0.542925,0.546613,0.0447584
"3687",107299560,"dihydrolipoamide dehydrogenase",203,89,166,156,291,69.265268,49.490394,50.538076,38.778544,89.52508,94.400136,67.35037537,287.680538,211.649098
"3688",107299565,"neuron-derived neurotrophic factor",6,0,0,4,10,3.244281,2.303581,1.435686,1.61839,1.759545,1.89505,0.195137,1.54187,0.876087
"3689",107299568,"membrane associated ring-CH-type finger 8",93,173,95,153,92,16.678095,14.046926,14.09081,7.500038,11.41098,11.23493,1.4881158,4.56731,8.657769
"3690",107299581,"testis expressed 264",15,13,14,16,14,28.141621,34.0478229,34.7786998,24.806176,52.90744072,42.38462629,10.68211,16.56327,29.47656
"3691",107299624,"ATP binding cassette subfamily C member 8",1946.08,916.6,2271.09,100.54,1688.87,23.696814,22.6673,24.977981,0.643759134,3.6746586,3.149516251,4.188491,4.365063013,0.209897
"3692",107299643,"dedicator of cytokinesis 10",30.87,37.97,81.85,325.68,103,1.519982259,1.4565609,1.4049635,1.09271639,1.52881849,0.84812492,0.114003,0.7512748,0.225788
"3693",107299644,"C-X-C motif chemokine ligand 14",0,4192,21,728,2229,8.30468,8.876504,8.73966,1.0110362,6.081537,4.978199,1.44985,2.45223,5.02294
"3694",107299658,"F-box and leucine-rich repeat protein 4",40,9,62,103,78,6.34708,7.348716,7.059582,1.596415,2.154996,2.800423,2.8191651,5.247047,25.049241
"3695",107299677,"protease, serine 23",1,0,6,13,4,19.82589,27.879251,28.999366,11.191978,6.90508,5.648845,2.70296,2.70889,17.6989
"3696",107299694,"fibromodulin",1,45,19,24,138,5.89065,7.70591,7.29165,11.6455,19.78347,20.29404,1.60259,3.87547,1.98618
"3697",107299705,"hydroxysteroid (17-beta) dehydrogenase 3",0,0,3,0,0,0,0,0,2.469582,1.359088,0.3185079,1.7925775,1.7731014,3.9258236
"3698",107299722,"unconventional myosin-VIIa-like",7,5,8,10,6,4.3974925,4.729184916,3.5443154,1.202433,1.598654573,1.670684,0.19738,0.91732,0.0821702
"3699",107299724,"chromosome unknown open reading frame, human C15orf59",0,0,0,0,0,6.607661,7.56045,7.176799,59.58884,69.98837,65.99971,9.78741,20.0096,70.4888
"3700",107299743,"transforming growth factor beta regulator 4",10,24,6,16,13,53.675687,67.36099,65.6829,21.5537657,46.81299443,44.323089,18.395476,30.132663,0.06000435
"3701",107299773,"transglutaminase 2",25,9,19,40,27,71.531423,83.236458,83.625679,328.1466,385.9204,414.2081,45.02577,135.2766,154.5497
"3702",107299781,"TBC1 domain family member 20",7,5,10,15,10,23.383357,22.720762,23.077933,7.783514,8.749397,10.153123,3.70309,6.82277,23.7301
"3703",107299794,"solute carrier family 35 member D1",47,14,82,68,60,3.0153597,2.1637136,2.1983786,0.937998,1.50247,1.58537,9.85682,4.99456,27.1975
"3704",107299830,"BicC family RNA binding protein 1",4,4,7,83,38,6.863893001,7.743024,7.994688,1.77581,1.77004,2.569356,0.5895501,2.165074,3.062647162
"3705",107299847,"5'-aminolevulinate synthase 1",6447,2592,3585,1714,7379,205.4189087,273.89477,271.817127,29.53725,113.2987044,108.94506,35.104038,75.34275,114.064366
"3706",107299869,"dynactin subunit 3",48,11,91,23,55,22.764317,31.118255,32.373584,56.896032,96.415678,102.623099,67.232357,92.0219,73.7614
"3707",107299886,"tsukushi, small leucine rich proteoglycan",43,53,5,27,10,1.8909359,4.068509,4.233472,17.23513,19.70182,25.45584,1.90784,1.90929,4.75585
"3708",107299887,"leucine-rich repeats and IQ motif containing 4",0,0,0,0,0,0,0.0353531,0,0.0458794,0.102631,0,0,0.0916244,0
"3709",107299890,"myoneurin",31,13,27,56,38,5.961668,4.2037792,6.073240726,2.437439,3.730655,3.2453045,2.476204,3.785423,15.464588
"3710",107299891,"DNA cross-link repair 1B",14,26,25,29,24,3.4990852,4.2714096,4.5115776,0.583048,0.564851047,0.87671,0.928715,2.83373,7.64214
"3711",107299895,"MIER1 transcriptional regulator",754,644,679,522,888,9.095252,5.687965,8.4100646,5.304251,3.375732,3.438304,2.723012,4.923903,11.85347
"3712",107299902,"ATP binding cassette subfamily A member 4",0,2,2,4,6,2.0372671,2.71029377,2.364989,0.0972993,0.223327,0.0432847,0.0350559,0.0345663,0.222828
"3713",107299903,"transmembrane protein 33",12.69,22.57,18.09,32.16,7.44,36.99644981,33.18289752,33.6961172,2.266127,5.93029,6.802592,4.079787,16.11608,48.18524
"3714",107299920,"potassium two pore domain channel subfamily K member 10",1,0,0,0,0,0.0181468,0.08114413,0.08914445,0.133148,0.0864301,0.0637319,0.00785123,0,0
"3715",107299922,"Rho GTPase activating protein 29",461,677,621,510,683,23.601336,16.8638969,16.6082063,4.348397,3.430358,3.484239,6.569125,8.116987,13.17782
"3716",107299930,"carboxypeptidase Z",1,5,0,1,3,0.676976,1.156446,1.20605,1.382430168,1.285350057,1.171829141,0.0219614,0.087967,0.0314419
"3717",107299933,"ATP binding cassette subfamily D member 3",264,113,402,248,386,12.614247,10.9695332,11.691197,4.9008727,8.21403,7.934948,2.62831,7.68898,5.109729
"3718",107299944,"coagulation factor III, tissue factor",2,28,2,27,7,8.236382,15.27021,16.54882,11.09921,16.062289,18.12121,6.6195,12.5108,29.62145
"3719",107299952,"potassium voltage-gated channel modifier subfamily V member 1",1,13,4,1,1,0,0.013503,0,0.125311,0.245615,0.116126,0.00891229,0.0537368,0.110812
"3720",107299954,"chromatin assembly factor 1 subunit A",7,2,0,9,0,0.4093166,0.3471432,0.4653768,3.20968,9.251794,3.866009,0.189645,0.520714,1.63799
"3721",107299960,"solute carrier family 45 member 4",20,8,13,49,19,8.405546052,13.100113,13.349687,9.76494,6.73514,9.105516,0.6374583,3.720439,6.223299
"3722",107299963,"KIAA2013 ortholog",2,1,1,18,2,14.6483,23.4036,23.7857,18.631646,42.99579,44.24821,7.55823,21.098325,40.133176
"3723",107299981,"exocyst complex component 4-like",1,2,1,5,2,5.3729892,5.4206563,5.28199861,4.471675,6.400563467,9.967033,3.8251,5.8314609,12.2291152
"3724",107299985,"calponin 3",3653,3976,2812,1636,3167,28.251081,25.132759,24.92772752,96.23422,48.97797,41.44253946,33.13612,28.36497,76.99819
"3725",107299996,"ALG14, UDP-N-acetylglucosaminyltransferase subunit",29,11,44,14,19,6.975657,8.05773,6.93314,2.2748,0.955792,0.921246,1.862104,4.05339,12.38464
"3726",107300003,"RNA binding motif protein 22",149.73,54.05,294.79,111.84,195.8,7.712922,8.386325,9.483038,13.343756,12.58187,17.57245,5.4396,9.88617,26.0883
"3727",107300022,"solute carrier organic anion transporter family member 4A1",2,1,3,18.36,1.29,0.07055525,0.5862165,0.41828283,46.118682,9.701865461,8.695615,0.244299,0.118779,0.626539
"3728",107300037,"TBC1 domain family member 25",0,2,1,23,5,2.893127,4.701920004,4.498656,8.90016,14.3974,16.31829,1.89352,4.39584,0.0267419
"3729",107300069,"solute carrier family 46 (folate transporter), member 1",1,0,1,0,0,2.9894109,4.156003,4.2954955,3.2619733,9.413293,3.248011,2.13767,5.43855,0
"3730",107300105,"phosphodiesterase 4B",464,91,130,98,91,11.1515085,9.1171717,9.474741,2.168937,4.71063,5.822102,0.3660606,2.776463,4.96962
"3731",107300113,"transmembrane protein 209",5,4,11,36,17,13.4359047,8.10641399,9.0155248,2.300637048,5.205434,3.649347,1.230411,5.535710749,9.5448955
"3732",107300118,"mitochondrial ribosomal protein S25",206,413,266,57,211,13.93534,10.62142,12.06053,46.2298,95.70006,98.765565,84.6807,42.2247,200.122
"3733",107300201,"CDK5 regulatory subunit associated protein 1",1,3,1,2,2,14.090858,7.86335,6.144951,12.92026635,24.570712,23.046524,8.05228,12.6063,21.6737
"3734",107300213,"retinal pigment epithelium-specific protein 65kDa",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"3735",107300229,"WD repeat domain 13",151,260,185,143,130,29.425268,38.8295732,38.98895186,109.365735,219.84587,214.076637,18.0673,31.3644,0.191427
"3736",107300236,"SH3 domain and tetratricopeptide repeats 1",3,1,1,7,14,2.9380734,3.720002,3.7313268,4.6107978,6.66090772,8.520258382,0.1827819,1.675406,0.994093
"3737",107300269,"ring finger protein 222",1,0,0,0,0,0.0712346,0.0433233,0.173185,0.028232,0.196221,0,0,0,0.181825
"3738",107300285,"Wiskott-Aldrich syndrome",11,36,16,228,14,0.928714,1.37104,1.3782271,3.60014,4.21695,5.35944,0.3718004,0.747576,0.626995
"3739",107300293,"transcription termination factor, RNA polymerase II",0,15.78,11,34,6,1.0866257,0.923079,0.8292965,1.7526206,2.1045338,1.11603469,1.709363321,3.389661,6.13645
"3740",107300294,"G protein-coupled receptor 161",56,83,49,35,57,1.082619,1.206664,1.36688,1.516309857,3.1641197,1.9061396,0.229265,0.843736,0.951433
"3741",107300299,"autism susceptibility candidate 2",2,5,3,19,11,6.73521325,7.989742454,9.71291818,3.656029201,8.993948312,9.705053301,1.03546,9.050676,4.293183489
"3742",107300340,"R3H domain containing-like",2,0,0,1,6,0,0,0,0,0,0,0.0542698,0,0.259817
"3743",107300385,"DNL-type zinc finger protein-like",19,8.98,0,5.37,1,8.935021,15.223478,13.860012,5.16071,2.71206,3.1969,4.95076,12.5717,0
"3744",107300415,"R3H domain and coiled-coil containing 1",30,41,35,32,24,7.0129917,10.875977,10.809218,19.2814,28.011907,22.82822693,6.678210001,6.907114002,17.332128
"3745",107300418,"tocopherol (alpha) transfer protein-like",199,246,258,313,249,5.745223,8.723451,8.057419,1.350927,1.440235,1.402373,3.13236,7.14957,15.9234
"3746",107300431,"serine incorporator 3",1639,2456,2257,1584,1834,155.261485,145.97398,143.2705,59.26,77.6075,68.9065,24.3264,72.32729,131.27525
"3747",107300461,"galactose-1-phosphate uridylyltransferase",6,2,2,7,1,46.436443,74.257909,71.14821,23.57324,56.09453,50.03669,10.7839938,13.88022,20.17723
"3748",107300526,"citrate synthase",3009.71,2045.73,2578.33,1885.7,3106.21,598.027025,615.670104,606.132186,93.522604,422.2223353,391.5037476,94.5527,438.467,781.016
"3749",107300560,"cysteine and histidine-rich domain-containing protein 1-like",14.59,9.32,29.6,18.13,28.36,18.7830641,15.014647,15.006838,6.144722489,6.618253,6.3892491,15.3980786,52.441198,72.28612
"3750",107300584,"serine incorporator 5",177,201,93,73,107,5.811789,5.7754,5.3867735,1.553066,2.819298,4.529428,0.852744,3.31062,4.57077
"3751",107300595,"thrombospondin 4",38,4,1,50,3,2.76972,2.71565,2.73774,29.22982846,41.83706,43.79427,0.686163,2.85326,0.540378
"3752",107300642,"zinc finger C3HC-type containing 1",11,3,6,5,0,6.934841,8.34859011,8.672772,3.8257118,8.074002,6.990027482,16.3619,31.600024,48.984148
"3753",107300649,"centromere protein H",10,18,7,24,6,0.7375472,0.6104307,0.5308465,0.641788,0.880786,1.324310134,0.539247,1.20626712,0.745308
"3754",107300669,"phosphodiesterase 12",26,64,47,29,35,0.624827,0.569216,0.623016,3.038698,5.155747,5.57267,1.09496,4.57516,11.3916
"3755",107300792,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",0,6,5,6,1,101.269493,135.598767,132.137282,48.369986,101.04231,111.034649,137.403,148.669,171.6792
"3756",107300825,"major facilitator superfamily domain containing 11",7,17,13,24,11,13.9693546,15.082242,13.962494,9.696204396,12.255577,15.824687,1.87785,3.79642,7.59729
"3757",107300868,"coiled-coil domain containing 73",20,19,16,3,15,2.937016,3.12271,1.917165,0.0201201,0,0,0.20853,0.337699387,1.29002
"3758",107300922,"electron transfer flavoprotein alpha subunit",741,404,672,196,696,218.06653,169.085108,169.83726,154.325628,198.3995262,204.691595,137.5086535,197.8194273,307.1713
"3759",107301007,"mannosidase alpha class 2C member 1",22,12,36,18,26,50.244082,82.299886,81.651029,91.87890517,90.3033,96.02408092,3.61851,6.729696,2.03184
"3760",107301019,"nei like DNA glycosylase 1",10,26,17,46,10,4.117878,5.33683,5.29689,12.102206,14.832087,13.2614743,0.5247546,1.0592523,2.74485
"3761",107301086,"ubiquitin protein ligase E3A",927,1064,757,556,832,10.4441533,24.4495837,22.85826546,25.09282405,18.67731988,25.81737963,8.3839617,15.251796,42.255143
"3762",107301132,"ankyrin repeat and LEM domain containing 1",0,0,0,2,0,0.493878,0.576084004,0.667638,1.733982735,3.1681,2.76448,0.418437,0.276977,1.365963
"3763",107301137,"arrestin domain containing 1",4,2,0,7.88,0,8.675522406,16.960298,14.677683,25.60047,34.78762,34.79075,1.03006,2.32916,0.0883847
"3764",107301157,"aldehyde dehydrogenase 9 family member A1",1114,920,1548,339,972,24.398894,20.733128,20.707258,23.16973,25.76207,26.06136,26.736003,29.468634,38.89562
"3765",107301166,"transmembrane and coiled-coil domains 1",509,569,509,197,448,44.361403,36.38428,29.713299,22.752644,18.794966,20.299655,24.832,25.2182,127.733
"3766",107301177,"protein kinase AMP-activated non-catalytic subunit beta 2",682,547,733,130,783,18.51211,12.93596,12.651776,3.737188,6.79152,6.16072,4.1469402,20.6509,56.651259
"3767",107301295,"nuclear receptor subfamily 3 group C member 1",464,490,598,469,549,10.013536,8.27311,8.645544,4.8373437,6.837615,6.658703,5.43317,12.48015,27.10396
"3768",107301303,"transmembrane protein 131",794,471,802,551,817,6.6793679,7.6243447,7.354339,4.979772,14.56692,8.42942,1.776902326,9.59261032,9.903115507
"3769",107301307,"Yip1 domain family member 5",589.03,505.06,446,272.32,362.29,5.4383063,4.105589,4.366776,5.443578,9.086231,15.006952,5.01527,8.76712,19.0383
"3770",107301319,"fibroblast growth factor 1",7,3,14,23,2,49.109696,47.4276781,45.703688,16.43823624,15.28248031,14.20901501,20.1865,93.2176,169.759
"3771",107301342,"anoctamin 1, calcium activated chloride channel",3,8,7,12,12,7.198513,9.493384,8.80474,12.89925,11.796637,10.646959,0.502812,1.930208814,1.269247001
"3772",107301383,"ATP synthase F(0) complex subunit C3, mitochondrial-like",12790,15341,10371,1391,16047,1638.350038,1513.022943,1495.522171,339.19003,1076.69669,1136.51378,372.29726,435.74819,906.10928
"3773",107301404,"bromodomain containing 4",337,501,512,695,346,6.8260606,11.908424,13.151724,35.960542,38.514449,38.704274,3.927304,31.625767,26.662998
"3774",107301448,"NK1 homeobox 2",23,41,12,18,16,0.0386365,0.103059,0.0532369,0,0,0.0352119,0,0.0107023,0
"3775",107301475,"phospholysine phosphohistidine inorganic pyrophosphate phosphatase",478,447,358,189,705,10.118705,12.287952,11.8760455,8.834599,8.934657,9.71363,1.206219,2.440768,7.487942
"3776",107301542,"family with sequence similarity 175 member B",305,462,326,152,280,6.3230615,5.3129501,5.2508629,2.05326,2.84888,2.51395,1.638427,4.77523,13.73544
"3777",107301565,"RAD18, E3 ubiquitin protein ligase",94,105,106,105,138,0.2103087,0.3747642,0.3941882,0.62971,0.660517,0.811056,0.1853969,0.341812,0.9930815
"3778",107301598,"major facilitator superfamily domain containing 2A",42,14,21,24,16,0,0.0723855,0.106603,0.2263163,2.161657,0.9545768,0.1152468,0.2514321,0.1446558
"3779",107301699,"fibrinogen like 1",25,206,32,60,73,0.2817159,0.109198,0.140076,0,0,0,16.9702,5.12201,36.9989
"3780",107301709,"microtubule associated tumor suppressor 1",569,789,579,168,821,58.295362,52.533137,53.6015594,48.6534354,40.052111,35.1508487,13.917512,33.354649,78.0731049
"3781",107301769,"vacuolar protein sorting 37 homolog A (S. cerevisiae)",233,228,182,215,156,3.57554,3.14546,3.09411,12.44090219,17.86785,18.6565321,6.29581,12.304229,20.05469
"3782",107301780,"CCR4-NOT transcription complex subunit 7",155,46,115,65,153,11.707886,9.1176644,9.3692044,13.60659,28.24568,24.01669,9.07219,14.204,62.4413
"3783",107301792,"mitochondrial calcium uptake family member 3",308,120,292,98,326,0.845239,1.139889,1.005484,0.557834,0.861118,0.691751,0.88855,5.55459,3.93627
"3784",107301803,"myotubularin related protein 7",0,2,2,2,2,0.369326,0.3423399,0.2898418,0.130117,0.6057654,0.05575303,0.4692149,1.373173,2.35443
"3785",107301853,"IKAROS family zinc finger 2",1,7,11,15,5,0.9451151,1.723392,0.731308,1.212737343,0.6563158,0.7986223,0.743069,1.867637,1.31624
"3786",107301875,"carbamoyl-phosphate synthase 1",0,0,4,3,3,0.153782,0.0158482,0.0055574,0.864388001,1.1555064,2.7105312,0.362031,1.14798,1.73979461
"3787",107301898,"sperm associated antigen 16",96,31,71,27,127,0.1027467,0.2750602,0.247765,16.709682,15.3004321,17.0871302,0.318964,0.468193,0.231918
"3788",107301928,"acyl-CoA dehydrogenase, long chain",314,173,203,69,271,175.5507,172.6086,174.1862,0.3912283,1.711284,1.354097,3.9487083,17.3857484,41.588287
"3789",107301959,"KAT8 regulatory NSL complex subunit 1 like",276,180,219,203,177,4.083002,3.279501,2.825648,4.197637,5.282181,4.645807,1.841033,2.978969,7.67563
"3790",107301970,"myosin light chain 1",0,232,0,12,0,28.089064,79.830905,69.7637127,0,0,0.38916,0.98488,7.29772,2.945457
"3791",107301996,"peroxisomal trans-2-enoyl-CoA reductase",54,43,27,14,32,5.605289,5.91722,5.871858,2.558305,6.0978,5.088635,3.97012,7.40292,43.9398
"3792",107302000,"TP53 regulated inhibitor of apoptosis 1",56,162,72,38,71,7.80624,7.42103,7.3721,5.507063,4.359216,3.780897,22.6696,24.0639,393.808
"3793",107302031,"ribosomal protein L37a",2838,4604,3214,1056,3874,134.619612,199.719934,206.033574,1374.073,990.8324,889.2641,514.639,384.4162,421.8609
"3794",107302042,"X-ray repair complementing defective repair in Chinese hamster cells 5",355,161,290,54,200,2.89691,2.00377,2.05739,60.023027,53.459527,66.2586,2.863263,6.81831012,6.00245
"3795",107302054,"mitogen-activated protein kinase kinase kinase 2",22,18,26,125,45,1.407119,1.0128569,1.0446337,2.52975,3.84855,6.75872,0.333925,1.72673,1.30365
"3796",107302093,"cytochrome c oxidase subunit 7C, mitochondrial",1849,2654,2206,131,1966,889.653483,1164.590004,1183.199587,626.056814,716.468008,705.29247,419.084,536.283,1681.31
"3797",107302145,"transmembrane protein 169",2,4,5,1,2,0.0665489,0.0103609,0.0435973,0.145824,0.18121,0.0728081,0.0974386,0.35619,1.53785
"3798",107302184,"polyribonucleotide nucleotidyltransferase 1",271,211,276,136,244,5.204204,8.155154,5.980816,3.778391,11.193595,5.963069,2.23176,6.50708,6.22603
