Orthogroup	P_Mucros.pep	M_musculus.pep
OG0011914	XP_015668391.1	ENSMUSG00000032083.8
OG0011916	XP_015682746.1	ENSMUSG00000027327.16
OG0011917	XP_015685686.1	ENSMUSG00000028953.10
OG0011918	XP_015682124.1	ENSMUSG00000025939.18
OG0011920	XP_029141927.1	ENSMUSG00000071341.4
OG0011921	XP_015665520.1	ENSMUSG00000035242.15
OG0011922	XP_015675581.1	ENSMUSG00000030970.16
OG0011923	XP_015681681.1	ENSMUSG00000046822.13
OG0011925	XP_015666190.1	ENSMUSG00000003575.13
OG0011926	XP_029138926.1	ENSMUSG00000058301.8
OG0011929	XP_015674250.2	ENSMUSG00000015943.11
OG0011930	XP_015666211.1	ENSMUSG00000057788.13
OG0011931	XP_015667929.1	ENSMUSG00000051590.10
OG0011932	XP_015666195.1	ENSMUSG00000002346.16
OG0011933	XP_015666213.1	ENSMUSG00000002342.17
OG0011934	XP_029138927.1	ENSMUSG00000036120.10
OG0011935	XP_015680324.1	ENSMUSG00000028104.14
OG0011936	XP_015665503.1, XP_015665502.1	ENSMUSG00000078440.10
OG0011938	XP_015672080.1, XP_015672081.1	ENSMUSG00000070803.6
OG0011939	XP_015671060.1	ENSMUSG00000034110.8
OG0011940	XP_015671099.1	ENSMUSG00000025533.15
OG0011941	XP_015671259.1	ENSMUSG00000029521.7
OG0011942	XP_015667836.1, XP_015667835.1	ENSMUSG00000096140.2
OG0011943	XP_015669058.1	ENSMUSG00000053128.15, ENSMUSG00000072476.6, ENSMUSG00000111409.1
OG0011944	XP_015682270.2	ENSMUSG00000028066.15
OG0011985	XP_029138814.1, XP_015665430.1	ENSMUSG00000092519.2
OG0011986	XP_029141973.1	ENSMUSG00000059555.6
OG0011987	XP_015678797.1	ENSMUSG00000037628.10
OG0011988	XP_015666255.1	ENSMUSG00000031204.3
OG0011989	XP_015670463.1	ENSMUSG00000001819.4
OG0011990	XP_015678796.1	ENSMUSG00000021838.17
OG0011991	XP_015670466.1	ENSMUSG00000001815.15
OG0011992	XP_015668390.1	ENSMUSG00000032080.6
OG0011993	XP_015684305.1	ENSMUSG00000018476.7
OG0011995	XP_029141202.1, XP_029140818.1	ENSMUSG00000022155.9
OG0011996	XP_029139415.1	ENSMUSG00000040829.14
OG0011997	XP_015676175.1	ENSMUSG00000046699.14
OG0011998	XP_015676243.1	ENSMUSG00000055334.4
OG0011999	XP_015682897.1	ENSMUSG00000009555.16
OG0012000	XP_015687114.1	ENSMUSG00000028356.4
OG0012001	XP_015676972.1	ENSMUSG00000071652.8
OG0012002	XP_015673478.1	ENSMUSG00000032320.7
OG0012003	XP_015687883.1	ENSMUSG00000031433.15
OG0012004	XP_015683090.1	ENSMUSG00000044147.8
OG0012005	XP_015668531.1	ENSMUSG00000025983.11
OG0012006	XP_015676788.1	ENSMUSG00000024121.13
OG0012007	XP_015668511.1	ENSMUSG00000042807.15
OG0012008	XP_029139387.1	ENSMUSG00000026094.14
OG0012010	XP_015667146.1	ENSMUSG00000028797.20
OG0012011	XP_015683064.1	ENSMUSG00000019710.13
OG0012012	XP_015667157.1	ENSMUSG00000000411.7
OG0012013	XP_015677727.1	ENSMUSG00000022204.9
OG0012014	XP_029141306.1	ENSMUSG00000068290.11
OG0012015	XP_015679095.1	ENSMUSG00000045664.5
OG0012016	XP_015668517.1	ENSMUSG00000038349.10
OG0012017	XP_015671331.1	ENSMUSG00000028467.15
OG0012018	XP_029139388.1	ENSMUSG00000025977.15
OG0012019	XP_029139113.1	ENSMUSG00000028861.13
OG0012020	XP_015676509.1	ENSMUSG00000040891.6
OG0012021	XP_029141544.1	ENSMUSG00000072494.7
OG0012022	XP_029139067.1	ENSMUSG00000031970.16
OG0012023	XP_015682565.1	ENSMUSG00000060534.16
OG0012024	XP_015667373.1	ENSMUSG00000032359.14
OG0012025	XP_029142270.1	ENSMUSG00000040525.13
OG0012027	XP_015677088.1	ENSMUSG00000069678.10
OG0012028	XP_015667174.1	ENSMUSG00000050212.4
OG0012029	XP_015678135.1	ENSMUSG00000032556.11
OG0012030	YP_008081107.1	ENSMUSG00000064360.1
OG0012031	YP_008081103.1	ENSMUSG00000064354.1
OG0012032	YP_008081102.1	ENSMUSG00000064351.1
OG0012033	YP_008081101.1	ENSMUSG00000064345.1
OG0012034	YP_008081100.1	ENSMUSG00000064341.1
OG0012036	XP_015676500.2	ENSMUSG00000014353.15
OG0012037	XP_015667380.1	ENSMUSG00000058444.8
OG0012039	XP_029139058.1	ENSMUSG00000006587.6
OG0012040	XP_029139167.1	ENSMUSG00000032246.14
OG0012041	XP_015672778.1	ENSMUSG00000030897.5
OG0012042	XP_015680028.1	ENSMUSG00000005237.14
OG0012043	XP_015682317.1	ENSMUSG00000002210.11
OG0012044	XP_015668485.1	ENSMUSG00000045763.8
OG0012045	XP_015675018.1	ENSMUSG00000050022.16
OG0012046	XP_015684517.1, XP_015685161.1	ENSMUSG00000057454.5
OG0012047	XP_015684527.2	ENSMUSG00000074277.4
OG0012048	XP_015677862.1	ENSMUSG00000064254.6
OG0012049	XP_015683179.1	ENSMUSG00000063626.6
OG0012050	XP_015669396.1	ENSMUSG00000049130.6
OG0012051	XP_015669354.2	ENSMUSG00000046410.10
OG0012052	XP_015669376.1	ENSMUSG00000089832.8
OG0012053	XP_015677158.1	ENSMUSG00000001802.16
OG0012054	XP_015678512.1	ENSMUSG00000050370.5
OG0012056	XP_029141314.1	ENSMUSG00000070808.4
OG0012057	XP_015668516.1	ENSMUSG00000038331.15
OG0012058	XP_015676975.1, XP_015676974.1	ENSMUSG00000071655.12
OG0012059	XP_015669393.1	ENSMUSG00000008384.8
OG0012060	XP_015675133.1	ENSMUSG00000028669.15
OG0012061	XP_015669057.1	ENSMUSG00000079592.9
OG0012062	XP_015672156.1	ENSMUSG00000036816.4
OG0012063	XP_015671491.1	ENSMUSG00000031077.7
OG0012064	XP_029140963.1	ENSMUSG00000044700.15
OG0012065	XP_029142139.1	ENSMUSG00000032481.17
OG0012066	XP_029138775.1	ENSMUSG00000042903.8
OG0012067	XP_015669348.1	ENSMUSG00000063160.12
OG0012068	XP_015678026.1	ENSMUSG00000032308.9
OG0012069	XP_015675095.1	ENSMUSG00000047361.16
OG0012070	XP_015683642.1	ENSMUSG00000041000.8
OG0012071	XP_015667460.1	ENSMUSG00000005982.14
OG0012073	XP_015672150.1	ENSMUSG00000036923.12
OG0012074	XP_029139144.1	ENSMUSG00000058145.16
OG0012075	XP_015669344.1	ENSMUSG00000058709.11
OG0012076	XP_029140311.1	ENSMUSG00000042371.12
OG0012077	XP_015666925.1	ENSMUSG00000015016.8
OG0012079	XP_015687120.1	ENSMUSG00000048707.9
OG0012080	XP_015678342.1	ENSMUSG00000026788.13
OG0012081	XP_015671506.1	ENSMUSG00000027184.14
OG0012082	XP_015679792.1	ENSMUSG00000045767.9
OG0012084	XP_029139983.1	ENSMUSG00000032724.5
OG0012085	XP_029139177.1	ENSMUSG00000044172.7
OG0012086	XP_015683364.1	ENSMUSG00000054999.2
OG0012087	XP_015667466.1	ENSMUSG00000022498.16
OG0012088	XP_029139064.1	ENSMUSG00000033594.11
OG0012089	XP_015677754.1	ENSMUSG00000048834.16
OG0012090	XP_015676164.1	ENSMUSG00000030602.13
OG0012091	XP_015677753.1	ENSMUSG00000049537.10
OG0012092	XP_015665401.1	ENSMUSG00000019732.14
OG0012093	XP_015673536.1	ENSMUSG00000021953.14
OG0012094	XP_015681848.2	ENSMUSG00000025722.16
OG0012096	XP_029142017.1	ENSMUSG00000047528.13
OG0012097	XP_015676278.1	ENSMUSG00000026032.8
OG0012098	XP_015676279.1	ENSMUSG00000038174.14
OG0012100	XP_029142031.1	ENSMUSG00000028053.13
OG0012101	XP_015684750.1, XP_029142884.1	ENSMUSG00000061028.7
OG0012102	XP_029140327.1	ENSMUSG00000029701.15
OG0012103	XP_029141874.1	ENSMUSG00000002983.17
OG0012104	XP_015670787.1	ENSMUSG00000015709.9
OG0012105	XP_029141600.1	ENSMUSG00000000957.11
OG0012106	XP_029140883.1	ENSMUSG00000031150.13
OG0012107	XP_015676607.1	ENSMUSG00000000134.17
OG0012108	XP_015680059.1	ENSMUSG00000002608.8
OG0012109	XP_029140209.1	ENSMUSG00000075590.4
OG0012110	XP_015665516.1	ENSMUSG00000035278.9
OG0012111	XP_029140894.1	ENSMUSG00000037020.16
OG0012112	XP_015684080.1	ENSMUSG00000030816.8
OG0012113	XP_015680065.1	ENSMUSG00000057229.11
OG0012114	XP_029141853.1, XP_029138856.1	ENSMUSG00000038292.14
OG0012115	XP_015670439.1, XP_015670438.1	ENSMUSG00000031157.10
OG0012117	XP_029138848.1	ENSMUSG00000089989.10, ENSMUSG00000110206.1
OG0012118	XP_029142013.1	ENSMUSG00000022249.14
OG0012120	XP_015670990.1	ENSMUSG00000030701.17
OG0012121	XP_029139410.1	ENSMUSG00000029722.15
OG0012122	XP_029138853.1	ENSMUSG00000030827.5
OG0012123	XP_015679946.1	ENSMUSG00000071757.10
OG0012127	XP_029142253.1	ENSMUSG00000004562.16
OG0012128	XP_015672954.1	ENSMUSG00000009076.10
OG0012130	XP_015668997.1	ENSMUSG00000044664.7, ENSMUSG00000058398.6, ENSMUSG00000032493.8
OG0012131	XP_015684450.1	ENSMUSG00000028973.18
OG0012132	XP_015683500.1	ENSMUSG00000001829.17
OG0012133	XP_029140555.1	ENSMUSG00000032392.11
OG0012135	XP_015674646.1	ENSMUSG00000042254.14
OG0012136	XP_015670874.1	ENSMUSG00000074971.4
OG0012137	XP_015667561.2	ENSMUSG00000034957.10
OG0012138	XP_015673465.1	ENSMUSG00000031546.6
OG0012139	XP_015682569.1	ENSMUSG00000041420.18
OG0012140	XP_015683418.1	ENSMUSG00000062866.16
OG0012141	XP_015666200.1	ENSMUSG00000020150.13
OG0012142	XP_029139884.1	ENSMUSG00000030737.17
OG0012143	XP_015683764.1	ENSMUSG00000046618.7
OG0012144	XP_015670968.1	ENSMUSG00000047767.17
OG0012145	XP_015682436.1	ENSMUSG00000024118.14
OG0012146	XP_015685143.1	ENSMUSG00000036062.13
OG0012147	XP_015674271.1	ENSMUSG00000031239.5
OG0012149	XP_015674276.1	ENSMUSG00000073008.11
OG0012150	XP_015678021.1	ENSMUSG00000036244.5
OG0012151	XP_015686048.1, XP_015678028.1	ENSMUSG00000032334.10
OG0012152	XP_029141672.1	ENSMUSG00000031196.13
OG0012153	XP_015687635.1	ENSMUSG00000030214.7
OG0012154	XP_015682230.1	ENSMUSG00000018995.12
OG0012155	XP_015678032.1	ENSMUSG00000040188.10
OG0012156	XP_029140675.1	ENSMUSG00000066129.15
OG0012157	XP_015679717.1	ENSMUSG00000046345.5
OG0012158	XP_029140747.1	ENSMUSG00000052921.13
OG0012160	XP_015683560.1	ENSMUSG00000032892.14
OG0012161	XP_029138866.1	ENSMUSG00000041895.15
OG0012162	XP_029139962.1	ENSMUSG00000057132.16
OG0012163	XP_029142058.1	ENSMUSG00000024912.6
OG0012164	XP_015672453.1	ENSMUSG00000006649.17
OG0012165	XP_015685347.1, XP_015684586.1	ENSMUSG00000074673.15
OG0012166	XP_015683155.1	ENSMUSG00000042631.7
OG0012167	XP_015674882.1	ENSMUSG00000021737.4
OG0012168	XP_015679325.1	ENSMUSG00000051413.17
OG0012169	XP_015669234.1, XP_015669236.1, XP_015669235.1	ENSMUSG00000037816.10
OG0012170	XP_015683258.1	ENSMUSG00000026228.6
OG0012171	XP_015672093.1	ENSMUSG00000036835.7
OG0012172	XP_015672058.2	ENSMUSG00000006307.16
OG0012173	XP_015676634.1	ENSMUSG00000030877.11
OG0012174	XP_015679590.1	ENSMUSG00000037933.16
OG0012175	XP_015677300.1	ENSMUSG00000022223.9
OG0012176	XP_015675462.1	ENSMUSG00000009214.9
OG0012177	XP_015673233.1	ENSMUSG00000049265.7
OG0012179	XP_015673227.1	ENSMUSG00000029182.10
OG0012180	XP_015677291.1	ENSMUSG00000027134.4
OG0012181	XP_029140116.1	ENSMUSG00000026077.15
OG0012182	XP_015684620.1	ENSMUSG00000022175.9
OG0012183	XP_015676487.1	ENSMUSG00000030410.16
OG0012184	XP_015687231.1	ENSMUSG00000024853.10
OG0012185	XP_015686128.1, XP_015680828.1	ENSMUSG00000024787.14
OG0012186	XP_029140887.1	ENSMUSG00000030409.16
OG0012188	XP_029141981.1	ENSMUSG00000036002.12
OG0012189	XP_015687229.1	ENSMUSG00000006463.13
OG0012190	XP_015684430.1	ENSMUSG00000037493.6
OG0012191	XP_015678804.1	ENSMUSG00000022179.5
OG0012192	XP_015675591.1	ENSMUSG00000001946.14
OG0012194	XP_029143087.1	ENSMUSG00000024889.5
OG0012195	XP_015680518.1	ENSMUSG00000071470.4
OG0012196	XP_015680516.1	ENSMUSG00000036023.6
OG0012197	XP_015668647.1	ENSMUSG00000014606.14
OG0012198	XP_029140529.1	ENSMUSG00000040690.15
OG0012199	XP_029140953.1	ENSMUSG00000007589.9
OG0012200	XP_015673970.2	ENSMUSG00000037379.7
OG0012201	XP_015676886.1	ENSMUSG00000090799.2
OG0012202	XP_015679620.1	ENSMUSG00000032121.9
OG0012203	XP_015668219.1	ENSMUSG00000073700.3
OG0012204	XP_015666900.1	ENSMUSG00000037447.16
OG0012205	XP_015676363.1	ENSMUSG00000033307.7
OG0012206	XP_015665674.1	ENSMUSG00000011658.16
OG0012207	XP_015668822.1	ENSMUSG00000027939.11
OG0012208	XP_029139960.1	ENSMUSG00000039981.6
OG0012209	XP_029141901.1	ENSMUSG00000072572.9
OG0012210	XP_015679219.1	ENSMUSG00000019850.11
OG0012211	XP_015674590.1	ENSMUSG00000001034.17
OG0012212	XP_015679113.1	ENSMUSG00000046613.19
OG0012213	XP_015687154.1	ENSMUSG00000026961.6
OG0012214	XP_015671407.1	ENSMUSG00000019762.4
OG0012215	XP_015677310.1	ENSMUSG00000040675.17
OG0012216	XP_029141018.1	ENSMUSG00000042289.11
OG0012217	XP_015676162.1	ENSMUSG00000052214.9
OG0012218	XP_015684771.1	ENSMUSG00000041346.11
OG0012219	XP_029140657.1	ENSMUSG00000027875.12
OG0012220	XP_015668259.1	ENSMUSG00000028967.10
OG0012221	XP_015667587.1	ENSMUSG00000031790.8
OG0012222	XP_029140892.1	ENSMUSG00000078794.4
OG0012223	XP_015667632.1	ENSMUSG00000036223.16
OG0012224	XP_015684250.1, XP_015681064.1	ENSMUSG00000030805.14
OG0012226	XP_015665533.1	ENSMUSG00000042333.16
OG0012227	XP_015681743.2	ENSMUSG00000024968.14
OG0012228	XP_015667631.1	ENSMUSG00000024558.12
OG0012229	XP_015681062.2	ENSMUSG00000049728.14
OG0012230	XP_029139946.1	ENSMUSG00000037253.8
OG0012231	XP_029142740.1, XP_029142324.1	ENSMUSG00000032782.19
OG0012232	XP_015683929.1, XP_015679036.1	ENSMUSG00000044139.12
OG0012233	XP_015667668.1	ENSMUSG00000031879.14
OG0012234	XP_015680276.1	ENSMUSG00000037393.2
OG0012235	XP_015684190.2	ENSMUSG00000044367.7
OG0012236	XP_015681373.2	ENSMUSG00000040373.12
OG0012237	XP_015681127.1, XP_015679033.1	ENSMUSG00000030800.10
OG0012238	XP_015672445.1	ENSMUSG00000020720.13
OG0012239	XP_029143096.1	ENSMUSG00000069706.3
OG0012241	XP_015672787.1	ENSMUSG00000030894.5
OG0012242	XP_015682372.1	ENSMUSG00000028759.13
OG0012243	XP_015679785.1	ENSMUSG00000022422.13
OG0012244	XP_029142516.1	ENSMUSG00000036480.9
OG0012245	XP_015669821.1	ENSMUSG00000070720.4
OG0012247	XP_015667982.1	ENSMUSG00000028435.8
OG0012248	XP_015679025.2	ENSMUSG00000028862.6
OG0012250	XP_015674089.1	ENSMUSG00000038930.11
OG0012251	XP_029143160.1	ENSMUSG00000027517.13
OG0012252	XP_029140433.1	ENSMUSG00000070777.5
OG0012253	XP_015682727.1	ENSMUSG00000068264.11
OG0012254	XP_015681030.1	ENSMUSG00000045287.6
OG0012255	XP_029141515.1	ENSMUSG00000040441.11
OG0012256	XP_015679464.1	ENSMUSG00000025417.8
OG0012257	XP_015681754.1	ENSMUSG00000040620.15
OG0012258	XP_015668891.1	ENSMUSG00000028150.14
OG0012259	XP_015673171.1	ENSMUSG00000034108.6
OG0012260	XP_015671326.2	ENSMUSG00000028463.14
OG0012261	XP_015675439.1	ENSMUSG00000025403.5
OG0012262	XP_029142323.1	ENSMUSG00000015850.11
OG0012263	XP_015678443.1	ENSMUSG00000025239.3
OG0012264	XP_015674677.1	ENSMUSG00000071192.6
OG0012265	XP_015668017.1	ENSMUSG00000042298.18
OG0012266	XP_015684572.1	ENSMUSG00000028136.15
OG0012267	XP_015678250.1	ENSMUSG00000009741.15
OG0012268	XP_015684696.1	ENSMUSG00000028447.11
OG0012269	XP_029141087.1	ENSMUSG00000038902.14
OG0012271	XP_015684516.1	ENSMUSG00000015001.17
OG0012272	XP_015684738.1	ENSMUSG00000072511.3
OG0012273	XP_015683473.1	ENSMUSG00000028441.12
OG0012275	XP_029142208.1	ENSMUSG00000107167.3
OG0012276	XP_015668402.1	ENSMUSG00000032096.16
OG0012277	XP_015667358.1	ENSMUSG00000041911.3
OG0012278	XP_015680171.1	ENSMUSG00000031574.8
OG0012279	XP_029139359.1	ENSMUSG00000037129.7
OG0012281	XP_015666906.1	ENSMUSG00000035930.9
OG0012282	XP_015676994.1	ENSMUSG00000071657.12
OG0012283	XP_029141300.1	ENSMUSG00000039148.5
OG0012284	XP_015667578.1	ENSMUSG00000031796.7
OG0012285	XP_015667707.1	ENSMUSG00000063804.8
OG0012286	XP_015683359.1	ENSMUSG00000022602.14
OG0012288	XP_015673316.1	ENSMUSG00000062115.15
OG0012290	XP_015673315.1	ENSMUSG00000061650.6
OG0012291	XP_015682810.1	ENSMUSG00000072568.4
OG0012293	XP_015675623.1	ENSMUSG00000041248.9
OG0012294	XP_015675620.1	ENSMUSG00000016087.13
OG0012295	XP_029140237.1	ENSMUSG00000037032.16
OG0012296	XP_015684169.1	ENSMUSG00000026816.14
OG0012298	XP_015676985.1	ENSMUSG00000071649.6
OG0012300	XP_015679944.1	ENSMUSG00000022361.14, ENSMUSG00000116334.1
OG0012301	XP_015666929.1	ENSMUSG00000078931.4
OG0012302	XP_029139463.1	ENSMUSG00000028186.14
OG0012303	XP_015682025.1	ENSMUSG00000054409.5
OG0012304	XP_015668453.1	ENSMUSG00000033054.7
OG0012306	XP_015681614.1	ENSMUSG00000035236.17
OG0012307	XP_015668906.1	ENSMUSG00000036832.5
OG0012308	XP_029142457.1	ENSMUSG00000041014.17
OG0012309	XP_015675942.1	ENSMUSG00000070737.10
OG0012310	XP_015678906.1	ENSMUSG00000043418.4
OG0012311	XP_029141401.1	ENSMUSG00000041044.9
OG0012312	XP_015670833.1	ENSMUSG00000001910.5
OG0012313	XP_015671566.1	ENSMUSG00000036733.16
OG0012314	XP_015670816.1	ENSMUSG00000059355.13
OG0012315	XP_015670815.1	ENSMUSG00000005150.16
OG0012316	XP_015682730.1	ENSMUSG00000073795.11, ENSMUSG00000027329.9
OG0012317	XP_015677321.1	ENSMUSG00000022305.13
OG0012318	XP_029141033.1	ENSMUSG00000022304.13
OG0012319	XP_015670823.1	ENSMUSG00000052819.6
OG0012320	XP_015681918.1	ENSMUSG00000030654.9
OG0012321	XP_015672909.1	ENSMUSG00000051675.13
OG0012322	XP_015684173.1	ENSMUSG00000026815.14
OG0012323	XP_015665426.1	ENSMUSG00000035262.5
OG0012324	XP_015671075.1	ENSMUSG00000061126.5
OG0012325	XP_015680635.1	ENSMUSG00000037348.15
OG0012326	XP_015670826.1	ENSMUSG00000046491.10
OG0012328	XP_015672947.1	ENSMUSG00000034175.13
OG0012330	XP_015680488.1	ENSMUSG00000028836.14
OG0012331	XP_015680222.1	ENSMUSG00000041120.6
OG0012332	XP_029141916.1	ENSMUSG00000026806.15
OG0012333	XP_015672943.2	ENSMUSG00000003581.14
OG0012335	XP_015671856.1	ENSMUSG00000061923.4
OG0012336	XP_015682338.1	ENSMUSG00000022615.7
OG0012338	XP_015676415.2	ENSMUSG00000010142.12
OG0012340	XP_015677431.1	ENSMUSG00000062252.9
OG0012341	XP_015677536.2	ENSMUSG00000045281.5
OG0012342	XP_015666526.2	ENSMUSG00000032224.15
OG0012344	XP_015683693.1	ENSMUSG00000038705.13
OG0012345	XP_015675023.1	ENSMUSG00000048988.8
OG0012347	XP_015675026.1	ENSMUSG00000018143.10
OG0012348	XP_015686631.1	ENSMUSG00000020439.17
OG0012349	XP_015669149.1	ENSMUSG00000035692.7
OG0012350	XP_015668571.1	ENSMUSG00000024131.8
OG0012351	XP_029140563.1	ENSMUSG00000038598.9
OG0012352	XP_015679574.1	ENSMUSG00000048388.3
OG0012353	XP_015679562.1, XP_015679585.1	ENSMUSG00000034552.8
OG0012355	XP_015675760.1	ENSMUSG00000050232.6
OG0012356	XP_029142658.1	ENSMUSG00000059323.14
OG0012357	XP_015685031.1, XP_015683180.1	ENSMUSG00000022759.15
OG0012358	XP_015674960.1	ENSMUSG00000072437.4
OG0012359	XP_029142164.1, XP_015685352.2	ENSMUSG00000019080.8
OG0012360	XP_015682350.1	ENSMUSG00000033762.8
OG0012361	XP_015677193.1, XP_015677201.1	ENSMUSG00000006315.9
OG0012362	XP_015686035.1, XP_015678475.1	ENSMUSG00000083282.3
OG0012364	XP_029138980.1	ENSMUSG00000032221.14
OG0012365	XP_029142165.1	ENSMUSG00000033728.14
OG0012367	XP_015682348.1	ENSMUSG00000033707.9
OG0012368	XP_015666998.1	ENSMUSG00000057329.7
OG0012369	XP_015679438.1	ENSMUSG00000034259.8
OG0012370	XP_015682921.1	ENSMUSG00000043715.12
OG0012370	XP_015670849.1	ENSMUSG00000071494.5
OG0012371	XP_015683784.1	ENSMUSG00000026810.12
OG0012372	XP_015680239.1	ENSMUSG00000018750.14
OG0012374	XP_015674727.1	ENSMUSG00000008658.16
OG0012375	XP_015681533.1	ENSMUSG00000064068.14
OG0012376	XP_029140983.1	ENSMUSG00000034918.8
OG0012378	XP_015676906.1	ENSMUSG00000028982.9
OG0012379	XP_029141156.1	ENSMUSG00000026765.12
OG0012380	XP_015677575.1	ENSMUSG00000050447.15
OG0012381	XP_015681464.1	ENSMUSG00000022711.16
OG0012382	XP_015666600.1	ENSMUSG00000045211.5
OG0012383	XP_029143133.1	ENSMUSG00000018171.9
OG0012384	XP_015677002.2	ENSMUSG00000010095.13
OG0012385	XP_015673613.1	ENSMUSG00000044641.7
OG0012388	XP_015674756.2	ENSMUSG00000022540.16
OG0012389	XP_015677768.1	ENSMUSG00000022061.8
OG0012390	XP_015668949.1	ENSMUSG00000022325.14
OG0012391	XP_015678096.1	ENSMUSG00000029538.14
OG0012392	XP_015668586.1	ENSMUSG00000028226.15
OG0012393	XP_029139392.1	ENSMUSG00000073991.4
OG0012394	XP_029139391.1	ENSMUSG00000056494.7
OG0012395	XP_015681539.1	ENSMUSG00000042642.13
OG0012396	XP_015683749.1	ENSMUSG00000029600.10
OG0012397	XP_015683507.1	ENSMUSG00000049760.6
OG0012398	XP_029142474.1	ENSMUSG00000032754.14
OG0012399	XP_015683745.1	ENSMUSG00000029598.12
OG0012400	XP_015680121.2	ENSMUSG00000044199.6
OG0012401	XP_029139292.1	ENSMUSG00000060594.6
OG0012402	XP_029139293.1	ENSMUSG00000036027.13
OG0012403	XP_015678627.1	ENSMUSG00000044519.8
OG0012404	XP_015668711.1	ENSMUSG00000040374.13
OG0012406	XP_015681946.1	ENSMUSG00000063904.4
OG0012409	XP_015668727.1	ENSMUSG00000025001.11
OG0012410	XP_015687350.1	ENSMUSG00000073988.13
OG0012411	XP_015666162.1	ENSMUSG00000003070.6
OG0012412	XP_015669772.1	ENSMUSG00000049555.10
OG0012413	XP_015687887.1	ENSMUSG00000044348.14
OG0012414	XP_015668599.1	ENSMUSG00000042708.12
OG0012416	XP_029140890.1	ENSMUSG00000004328.15
OG0012417	XP_015683099.1	ENSMUSG00000027333.18
OG0012418	XP_029140285.1	ENSMUSG00000036442.8
OG0012419	XP_015673046.1	ENSMUSG00000031893.7
OG0012420	XP_015676480.1	ENSMUSG00000043017.9
OG0012421	XP_015675781.1	ENSMUSG00000028801.14
OG0012422	XP_015673043.1	ENSMUSG00000005699.16
OG0012423	XP_015683215.1	ENSMUSG00000020844.6
OG0012424	XP_029141984.1	ENSMUSG00000079608.10
OG0012425	XP_015675382.1	ENSMUSG00000034442.11
OG0012426	XP_015681643.1	ENSMUSG00000044906.6
OG0012427	XP_029141983.1	ENSMUSG00000024511.15
OG0012428	XP_015681645.2	ENSMUSG00000038903.13
OG0012429	XP_015680358.1	ENSMUSG00000053477.17
OG0012430	XP_015684521.1	ENSMUSG00000026344.9
OG0012432	XP_029142707.1	ENSMUSG00000024588.9
OG0012433	XP_015675587.1	ENSMUSG00000001942.8
OG0012435	XP_015677887.1	ENSMUSG00000030134.11
OG0012436	XP_015665424.1	ENSMUSG00000020167.14
OG0012437	XP_029140860.1	ENSMUSG00000021795.10
OG0012438	XP_029140544.1	ENSMUSG00000067813.3
OG0012439	XP_015674241.1	ENSMUSG00000038526.14
OG0012440	XP_015679833.1	ENSMUSG00000026958.13
OG0012441	XP_015683646.1	ENSMUSG00000039270.9
OG0012442	XP_015677748.1	ENSMUSG00000028334.10
OG0012443	XP_015666112.1	ENSMUSG00000037905.13
OG0012444	XP_015675155.1	ENSMUSG00000037157.8
OG0012445	XP_015668191.1	ENSMUSG00000034457.10
OG0012446	XP_015667493.1	ENSMUSG00000039179.13
OG0012447	XP_015676225.2	ENSMUSG00000047940.13
OG0012448	XP_029141457.1	ENSMUSG00000033590.8
OG0012449	XP_015669127.1	ENSMUSG00000029387.10
OG0012450	XP_015674722.1	ENSMUSG00000047161.12
OG0012452	XP_015674347.1	ENSMUSG00000057751.14
OG0012453	XP_029142244.1	ENSMUSG00000074259.10
OG0012454	XP_029140496.1	ENSMUSG00000029032.12
OG0012456	XP_015673947.1	ENSMUSG00000032292.8
OG0012457	XP_015677447.1	ENSMUSG00000044252.18
OG0012458	XP_015666167.2	ENSMUSG00000020135.13
OG0012459	XP_015671944.1	ENSMUSG00000021822.3
OG0012460	XP_015666336.1	ENSMUSG00000046573.7
OG0012461	XP_015672100.1	ENSMUSG00000037752.4
OG0012463	XP_029139634.1	ENSMUSG00000000126.11
OG0012465	XP_015672099.1	ENSMUSG00000054428.12
OG0012467	XP_015680691.1	ENSMUSG00000030032.12
OG0012468	XP_015679552.1	ENSMUSG00000057156.10
OG0012469	XP_015669142.1	ENSMUSG00000066278.6
OG0012470	XP_015681737.1	ENSMUSG00000047787.8
OG0012471	XP_015666551.1	ENSMUSG00000037621.8
OG0012472	XP_015684843.1	ENSMUSG00000021773.11
OG0012473	XP_015683909.1	ENSMUSG00000037349.9
OG0012474	XP_029142503.1	ENSMUSG00000024963.12
OG0012475	XP_015681723.1	ENSMUSG00000063458.13
OG0012476	XP_015671307.1	ENSMUSG00000035283.5
OG0012477	XP_029142703.1	ENSMUSG00000031555.15
OG0012478	XP_015688002.1	ENSMUSG00000032514.11
OG0012479	XP_015666065.1	ENSMUSG00000034105.9
OG0012480	XP_015684600.1	ENSMUSG00000027651.16
OG0012481	XP_015679423.1	ENSMUSG00000022551.8
OG0012482	XP_015675444.1	ENSMUSG00000034226.7
OG0012483	XP_015670084.1	ENSMUSG00000024981.6
OG0012484	XP_015679432.1, XP_029141502.1	ENSMUSG00000022564.7
OG0012485	XP_015670019.1, XP_015670018.1	ENSMUSG00000055926.3
OG0012486	XP_015669182.1	ENSMUSG00000040533.7
OG0012487	XP_015667897.1	ENSMUSG00000010660.3
OG0012488	XP_029139753.1	ENSMUSG00000060703.12
OG0012489	XP_015672124.1	ENSMUSG00000032666.16
