Orthogroup	P_Mucros.pep	N_naja.pep
OG0013048	XP_015686080.1	Nana09311-RA
OG0013049	XP_015675549.1	Nana04264-RA
OG0013050	XP_015674628.1	Nana03719-RA
OG0013051	XP_015674624.1	Nana03722-RA
OG0013052	XP_015685092.1	Nana09341-RA
OG0013053	XP_015674618.1	Nana03731-RA
OG0013055	XP_029141739.1	Nana03744-RA
OG0013056	XP_015670683.1	Nana09348-RA
OG0013057	XP_029139839.1	Nana09367-RA
OG0013057	XP_029141823.1, XP_015670697.1, XP_015670696.1	Nana09368-RA, Nana09369-RA
OG0013058	XP_029141566.1	Nana09381-RA
OG0013059	XP_015673127.1	Nana03796-RA
OG0013060	XP_015675982.1	Nana03889-RA
OG0013061	XP_015675957.1	Nana03867-RA
OG0013062	XP_015675978.1	Nana03855-RA
OG0013063	XP_015675210.1	Nana04114-RA
OG0013064	XP_015680501.1	Nana04090-RA
OG0013065	XP_029141735.1	Nana04085-RA
OG0013066	XP_015676028.1, XP_015676031.1	Nana04075-RA
OG0013067	XP_015674603.1	Nana09491-RA
OG0013068	XP_015674614.1	Nana09492-RA
OG0013069	XP_015679922.1	Nana04009-RA
OG0013070	XP_029141609.1	Nana04007-RA
OG0013071	XP_029139126.1	Nana09551-RA
OG0013072	XP_015672181.1	Nana03932-RA
OG0013074	XP_015679125.1	Nana09611-RA
OG0013075	XP_015679128.1	Nana09613-RC
OG0013077	XP_015675600.1	Nana09275-RA
OG0013078	XP_015669598.2	Nana09151-RA
OG0013079	XP_029140148.1	Nana09100-RA
OG0013085	XP_015676289.1	Nana03197-RA
OG0013088	XP_015676286.1	Nana03192-RA
OG0013089	XP_015673417.1	Nana03250-RA
OG0013090	XP_015681026.1	Nana02990-RA, Nana02989-RA
OG0013093	XP_015667754.1	Nana02834-RA
OG0013094	XP_015682212.1	Nana02734-RA
OG0013095	XP_029141985.1	Nana32068-RA
OG0013096	XP_015669608.1	Nana08861-RA
OG0013097	XP_015678724.1, XP_015673185.1	Nana08871-RA
OG0013098	XP_015674178.1	Nana02703-RA
OG0013099	XP_015666762.1	Nana00977-RA
OG0013100	XP_015674154.1	Nana02674-RA
OG0013101	XP_015681144.1	Nana00970-RA
OG0013103	XP_015682048.1	Nana00961-RA
OG0013104	XP_029141733.1	Nana08702-RA
OG0013106	XP_015675888.1	Nana08684-RA
OG0013107	XP_015673371.1	Nana08665-RA, Nana08665-RB
OG0013108	XP_015667809.1	Nana02957-RA
OG0013109	XP_015672803.1	Nana08651-RA, Nana08651-RB
OG0013110	XP_015667842.1	Nana02950-RA
OG0013113	XP_029140854.1	Nana08616-RA
OG0013114	XP_015678044.1	Nana02654-RA
OG0013115	XP_015672862.1	Nana08606-RA
OG0013116	XP_015675556.1, XP_015675548.1	Nana08543-RA
OG0013117	XP_015679513.1	Nana08522-RA
OG0013118	XP_015679510.1	Nana08521-RA
OG0013119	XP_015671336.1	Nana08515-RA
OG0013120	XP_015682940.1	Nana02514-RA
OG0013121	XP_015675177.1, XP_015675178.2	Nana08495-RA
OG0013122	XP_029140878.1	Nana02635-RA
OG0013124	XP_015674615.2	Nana02642-RA
OG0013125	XP_029140134.1	Nana08455-RA
OG0013126	XP_015684688.1	Nana08447-RA
OG0013127	XP_015680349.1	Nana08441-RA
OG0013128	XP_015678447.1	Nana08436-RA
OG0013131	XP_015671687.1	Nana08394-RA
OG0013132	XP_029141786.1	Nana02337-RA
OG0013133	XP_015675652.1	Nana02166-RA
OG0013134	XP_015681003.1	Nana02227-RA
OG0013135	XP_015679711.1	Nana02241-RA
OG0013136	XP_015679710.1	Nana02242-RA
OG0013137	XP_015673560.1	Nana02002-RA
OG0013138	XP_015674899.1	Nana02020-RA
OG0013140	XP_015678208.1	Nana02052-RA
OG0013141	XP_015676603.1	Nana08285-RA
OG0013144	XP_029140341.1	Nana08258-RA
OG0013148	XP_015687248.1	Nana08075-RA
OG0013150	XP_015677219.1	Nana02304-RA
OG0013152	XP_015673895.1	Nana07838-RA
OG0013153	XP_015670583.1	Nana10633-RA
OG0013154	XP_015670605.2	Nana10632-RA
OG0013155	XP_029141064.1	Nana07865-RA
OG0013156	XP_015677473.1	Nana07870-RA
OG0013157	XP_015677472.1	Nana07877-RA
OG0013158	XP_015681422.1	Nana07883-RA
OG0013159	XP_015677614.1	Nana10617-RA
OG0013160	XP_015677613.1	Nana10616-RA, Nana10616-RB
OG0013161	XP_015670449.1	Nana10604-RA
OG0013162	XP_015670432.1	Nana10603-RA
OG0013163	XP_015670433.1	Nana10601-RA
OG0013164	XP_015681926.1	Nana07925-RA
OG0013165	XP_029140683.1	Nana07931-RA
OG0013166	XP_029142792.1	Nana07936-RA
OG0013167	XP_015681369.1	Nana01828-RB
OG0013170	XP_015679880.1	Nana01697-RA
OG0013171	XP_015676614.2	Nana01701-RA
OG0013173	XP_029142183.1	Nana01708-RA
OG0013175	XP_015678635.1	Nana01742-RA
OG0013176	XP_029141342.1	Nana01745-RA
OG0013178	XP_015680290.1	Nana01519-RA
OG0013179	XP_015680292.1	Nana01520-RA
OG0013180	XP_015676098.1	Nana01593-RA
OG0013181	XP_015679883.1	Nana01615-RA
OG0013183	XP_015674529.1	Nana01637-RA
OG0013184	XP_015677941.1	Nana01656-RA
OG0013185	XP_015673762.1	Nana01660-RA
OG0013186	XP_015685662.1, XP_015673907.1	Nana01662-RA
OG0013187	XP_029140406.1, XP_015685499.1	Nana01663-RA
OG0013188	XP_015679402.1	Nana01369-RA
OG0013191	XP_015673575.1	Nana01401-RA
OG0013192	XP_015673515.1	Nana01402-RA
OG0013193	XP_015673547.1	Nana01405-RA
OG0013194	XP_015673586.1	Nana01406-RA
OG0013195	XP_029140426.1	Nana01410-RA
OG0013196	XP_015671469.1	Nana01428-RA
OG0013197	XP_015671990.1	Nana01478-RA
OG0013201	XP_015675114.1	Nana01345-RA
OG0013202	XP_029142266.1	Nana01311-RA
OG0013203	XP_015676434.1	Nana01299-RA
OG0013205	XP_029142589.1	Nana01258-RA
OG0013208	XP_015686911.1	Nana00860-RA
OG0013209	XP_015686932.1	Nana00857-RA
OG0013211	XP_029139517.1	Nana00872-RA
OG0013215	XP_015680805.1	Nana37128-RA
OG0013216	XP_015671141.1	Nana25089-RA
OG0013217	XP_015670414.1	Nana08911-RA
OG0013219	XP_015670331.1, XP_015670330.1	Nana00640-RA
OG0013220	XP_015667677.1	Nana31020-RA
OG0013223	XP_029139449.1	Nana36047-RA
OG0013224	XP_029143183.1, XP_015687741.1	Nana23037-RA
OG0013225	XP_015678541.1	Nana37307-RA
OG0013227	XP_015675085.1	Nana37328-RA
OG0013230	XP_029139887.1	Nana14615-RA
OG0013231	XP_015686813.1	Nana00451-RA
OG0013232	XP_029139149.1	Nana33558-RA
OG0013233	XP_015676553.1	Nana00458-RA
OG0013234	XP_015680657.1	Nana10500-RA
OG0013235	XP_015666078.1	Nana31654-RA
OG0013236	XP_015668392.1	Nana29024-RA
OG0013239	XP_015667757.1	Nana26039-RA
OG0013243	XP_015677625.1	Nana11938-RA
OG0013244	XP_015667470.2	Nana34575-RA
OG0013245	XP_015678653.1	Nana14190-RA
OG0013246	XP_015672769.1, XP_015686053.1	Nana27307-RA
OG0013247	XP_015676081.1	Nana32292-RB
OG0013248	XP_015680238.1	Nana28389-RA
OG0013249	XP_029139343.1	Nana29028-RA
OG0013250	XP_015668603.1	Nana15180-RA
OG0013252	XP_029139500.1	Nana34840-RA
OG0013253	XP_015675872.1	Nana37623-RB
OG0013254	XP_015682435.1	Nana34031-RA
OG0013255	XP_015667376.1	Nana33537-RA
OG0013256	XP_029140307.1	Nana05915-RA
OG0013257	XP_015667894.1	Nana02847-RA
OG0013258	XP_029140794.1	Nana32297-RA
OG0013259	XP_015665402.1	Nana06017-RA
OG0013261	XP_015675875.2	Nana37631-RA
OG0013262	XP_015680083.1	Nana37049-RA
OG0013264	XP_015678066.1	Nana05933-RA
OG0013265	XP_015665418.1	Nana06139-RA
OG0013266	XP_015665553.2	Nana06132-RA
OG0013267	XP_015669382.1	Nana30928-RA, Nana30928-RB
OG0013268	XP_015687143.1	Nana36742-RA
OG0013269	XP_015669462.1	Nana36623-RA
OG0013270	XP_029141958.1	Nana00359-RA
OG0013271	XP_015682097.1	Nana36758-RA
OG0013272	XP_015679827.1	Nana36782-RA
OG0013273	XP_015666300.1	Nana21749-RA
OG0013274	XP_029141763.1	Nana06518-RA
OG0013275	XP_015679845.2	Nana36785-RA
OG0013276	XP_015676075.2	Nana32301-RA
OG0013277	XP_015672953.1	Nana34951-RA
OG0013279	XP_015665530.2	Nana06019-RA
OG0013280	XP_015683663.1, XP_015683664.1	Nana27732-RA
OG0013281	XP_015666532.1	Nana32775-RA
OG0013282	XP_015668253.1	Nana37587-RA
OG0013284	XP_015666602.1	Nana28039-RA
OG0013285	XP_015671966.1	Nana26180-RA
OG0013286	XP_015677498.1	Nana31729-RA
OG0013287	XP_015677176.1	Nana15576-RA
OG0013288	XP_015670131.1, XP_015670133.1	Nana11317-RA
OG0013289	XP_015675340.1	Nana35688-RA
OG0013290	XP_015685491.1	Nana33208-RB
OG0013291	XP_029139336.1	Nana00622-RA
OG0013292	XP_015668215.1	Nana37596-RA
OG0013295	XP_015668132.1	Nana12293-RA
OG0013297	XP_015676797.1	Nana02111-RA
OG0013299	XP_015680797.1	Nana01375-RA
OG0013300	XP_015687131.1	Nana36721-RA
OG0013301	XP_029139290.1	Nana28885-RA
OG0013302	XP_015667917.1	Nana22052-RA
OG0013304	XP_015682223.1	Nana06625-RA
OG0013305	XP_015675335.1	Nana35659-RA
OG0013306	XP_015665544.1	Nana06087-RA
OG0013307	XP_029139468.1	Nana06243-RA
OG0013308	XP_029142890.1	Nana33337-RA
OG0013309	XP_015666608.1	Nana28067-RA
OG0013310	XP_015668212.1	Nana37658-RA
OG0013311	XP_015678815.1	Nana36694-RA
OG0013312	XP_015683890.1	Nana38816-RA
OG0013313	XP_015669126.1	Nana34872-RA
OG0013314	XP_015681903.1	Nana06409-RA
OG0013315	XP_015669693.1	Nana22878-RA
OG0013316	XP_015665410.1	Nana06091-RA
OG0013317	XP_015671047.1	Nana00559-RA
OG0013318	XP_029143146.1	Nana15305-RA
OG0013320	XP_015667649.1	Nana33356-RA
OG0013321	XP_029139007.1, XP_029139002.1	Nana28060-RA
OG0013323	XP_015666180.1	Nana06253-RA
OG0013324	XP_015665482.1	Nana06093-RA
OG0013325	XP_015683783.1	Nana36579-RA, Nana36578-RA
OG0013326	XP_015681611.1	Nana36965-RA
OG0013328	XP_029140267.1	Nana34663-RA
OG0013330	XP_029141595.1	Nana36795-RA
OG0013331	XP_015679839.1	Nana36793-RA
OG0013332	XP_015683140.1	Nana31590-RA
OG0013333	XP_029139011.1	Nana28042-RA
OG0013334	XP_015678854.1	Nana22225-RA
OG0013335	XP_015682808.1	Nana03446-RB
OG0013336	XP_015683517.1	Nana36956-RA
OG0013337	XP_015666640.1	Nana28069-RA
OG0013339	XP_015682554.1	Nana35055-RA
OG0013340	XP_015673466.1	Nana28220-RA
OG0013341	XP_015668064.1	Nana28890-RA
OG0013342	XP_029139401.1, XP_029142802.1	Nana24343-RA
OG0013343	XP_015671264.2	Nana34672-RA
OG0013344	XP_015687514.1	Nana15296-RA
OG0013345	XP_015682015.1	Nana27888-RA
OG0013346	XP_015683874.1	Nana38587-RA
OG0013347	XP_015668646.1	Nana38621-RB, Nana38621-RA
OG0013348	XP_015671262.2	Nana34673-RA
OG0013350	XP_029140916.1	Nana37039-RA
OG0013352	XP_015678857.1	Nana37140-RA
OG0013353	XP_015671296.1	Nana34674-RA
OG0013355	XP_015683766.1	Nana36529-RA
OG0013356	XP_029142601.1	Nana36345-RA, Nana36345-RB
OG0013358	XP_015665943.1	Nana31639-RA
OG0013360	XP_015687155.2	Nana36710-RA
OG0013361	XP_029139850.1	Nana33302-RA
OG0013362	XP_015665966.1	Nana31643-RA
OG0013363	XP_015669556.1	Nana11050-RA
OG0013364	XP_015673743.1	Nana33681-RA
OG0013365	XP_015666253.1	Nana32003-RA
OG0013366	XP_029138938.1	Nana31997-RA
OG0013367	XP_029141661.1	Nana33927-RA
OG0013368	XP_029138800.1	Nana06050-RA
OG0013369	XP_015684185.1	Nana00130-RA
OG0013370	XP_029140289.1	Nana00549-RA
OG0013371	XP_015687486.1	Nana36491-RA
OG0013372	XP_015684177.1	Nana36805-RA
OG0013373	XP_015668722.1	Nana05726-RA
OG0013374	XP_029140312.1	Nana34547-RA
OG0013375	XP_015680695.1	Nana39051-RA
OG0013377	XP_015673053.1	Nana31328-RA
OG0013378	XP_015678487.1	Nana35750-RA
OG0013379	XP_015675717.1	Nana11246-RA
OG0013380	XP_015666478.1	Nana32754-RA
OG0013381	XP_015665406.2	Nana06055-RA
OG0013382	XP_015687654.2	Nana14165-RA
OG0013384	XP_015678543.1	Nana37308-RA
OG0013385	XP_015673079.1	Nana31331-RA
OG0013386	XP_015685537.1, XP_015680511.1	Nana30576-RA
OG0013388	XP_029139770.1	Nana00636-RB
OG0013389	XP_015676211.1	Nana20928-RA
OG0013390	XP_015666592.1	Nana28001-RA
OG0013392	XP_015666595.1	Nana28016-RA
OG0013393	XP_029141302.1	Nana11815-RA
OG0013394	XP_015680208.1	Nana32243-RB, Nana32243-RA
OG0013395	XP_029142188.1	Nana06529-RA
OG0013396	XP_015685929.2	Nana06531-RA
OG0013397	XP_015687138.1	Nana14305-RA
OG0013399	XP_015667356.1	Nana03432-RA, Nana03432-RB
OG0013400	XP_015684071.1	Nana33325-RA
OG0013402	XP_015671258.1	Nana34684-RA
OG0013403	XP_015685779.1	Nana32953-RA
OG0013406	XP_015683873.2	Nana36398-RA
OG0013407	XP_015685835.1	Nana32954-RA
OG0013408	XP_015684379.1	Nana32417-RA
OG0013409	XP_015675865.1	Nana37655-RA
OG0013411	XP_015675049.1	Nana14853-RA
OG0013414	XP_029141013.1	Nana31381-RA
OG0013415	XP_015670866.1	Nana04663-RA
OG0013417	XP_015678152.1	Nana36827-RA
OG0013418	XP_015671255.1	Nana34701-RA
OG0013419	XP_015682482.1	Nana12493-RA
OG0013420	XP_015686280.1, XP_015681954.1	Nana35914-RC
OG0013421	XP_015677362.1	Nana20317-RA
OG0013422	XP_015676373.1	Nana00508-RA
OG0013423	XP_015670317.1	Nana00646-RA
OG0013425	XP_015684424.1	Nana06350-RA
OG0013426	XP_015681986.1	Nana00140-RA
OG0013428	XP_029141239.1	Nana32426-RA
OG0013429	XP_015681985.1	Nana00141-RA
OG0013430	XP_015681984.1	Nana00142-RA
OG0013432	XP_029142895.1	Nana32948-RA
OG0013433	XP_029142057.1	Nana35894-RB, Nana35894-RA
OG0013434	XP_015666596.1	Nana28018-RA
OG0013435	XP_029142059.1	Nana35901-RA
OG0013436	XP_015686045.1, XP_015681950.1	Nana35897-RA
OG0013437	XP_015672986.1	Nana05269-RA
OG0013438	XP_015670256.1	Nana22907-RA
OG0013439	XP_015682864.1	Nana05695-RA
OG0013440	XP_015679661.1	Nana16087-RA
OG0013441	XP_029140466.1	Nana02691-RA
OG0013442	XP_015669578.1	Nana04939-RA
OG0013443	XP_015674536.1, XP_015685481.2	Nana09490-RA
OG0013444	XP_015681784.1	Nana00149-RA
OG0013445	XP_015678472.1	Nana34091-RA
OG0013446	XP_015679662.1	Nana16089-RA
OG0013448	XP_015675619.1	Nana13711-RA
OG0013449	XP_015673414.1	Nana03263-RA
OG0013450	XP_015668830.1	Nana39941-RA
OG0013451	XP_015681842.1, XP_015681843.1	Nana37562-RD
OG0013452	XP_015669646.1	Nana20059-RA
OG0013453	XP_015687217.1	Nana33711-RA
OG0013456	XP_029141416.1	Nana18715-RA
OG0013457	XP_029139114.1, XP_015667136.1	Nana29824-RA
OG0013459	XP_029139586.1	Nana11088-RA
OG0013460	XP_015667475.1	Nana34630-RA
OG0013461	XP_015665428.1	Nana06208-RA
OG0013462	XP_015680806.1	Nana37130-RA, Nana37130-RB
OG0013463	XP_015685855.1	Nana32961-RA
OG0013464	XP_029141337.1	Nana26755-RA
OG0013465	XP_015681668.1	Nana24539-RA
OG0013466	XP_015678621.1	Nana26756-RA
OG0013467	XP_015669547.1	Nana11081-RA
OG0013469	XP_015687220.1	Nana35891-RA
OG0013470	XP_015680916.1	Nana05058-RA
OG0013472	XP_015684704.1	Nana13975-RA, Nana13976-RA
OG0013473	XP_015678054.1	Nana35184-RA
OG0013474	XP_015669317.1	Nana11189-RA
OG0013476	XP_015680954.1	Nana13048-RA
OG0013477	XP_015678198.1	Nana12220-RA
OG0013479	XP_015686769.1	Nana35802-RC, Nana35802-RD
OG0013480	XP_015671451.1	Nana30168-RA, Nana30168-RB
OG0013481	XP_015666189.1	Nana06289-RA
OG0013482	XP_029138923.1	Nana06291-RA
OG0013483	XP_015671280.1	Nana34721-RA
OG0013484	XP_015671281.1	Nana34718-RA
OG0013485	XP_029141606.1	Nana16418-RA
OG0013486	XP_015675033.1	Nana17823-RA
OG0013488	XP_015683009.2	Nana13125-RA
OG0013490	XP_029142920.1	Nana06683-RA
OG0013491	XP_015678578.1	Nana08281-RA
OG0013492	XP_015680906.2	Nana13565-RA
OG0013493	XP_015686496.1	Nana18139-RA
OG0013494	XP_015670037.1	Nana05091-RA
OG0013496	XP_015681219.1, XP_015681218.1	Nana17398-RA
OG0013497	XP_029142355.1	Nana13155-RA
OG0013498	XP_029140455.1	Nana35554-RA
OG0013500	XP_015676010.1	Nana15840-RA
OG0013501	XP_015671289.1	Nana34713-RA
OG0013502	XP_029141989.1	Nana06653-RA
OG0013503	XP_015683993.1	Nana17404-RA
OG0013504	XP_015686203.1, XP_015681692.1	Nana06649-RA
OG0013506	XP_015682729.1	Nana15534-RA
OG0013507	XP_015683867.1	Nana17810-RA
OG0013508	XP_015678251.1	Nana06782-RA
OG0013509	XP_015674452.1	Nana31455-RA
OG0013510	XP_015682601.1	Nana15535-RA
OG0013511	XP_015665557.1	Nana06178-RA
OG0013512	XP_015683855.1	Nana17809-RA
OG0013513	XP_015671466.1	Nana02727-RA
OG0013514	XP_015672088.1	Nana30309-RA
OG0013515	XP_015676967.1	Nana36012-RA
OG0013516	XP_029143156.1	Nana16513-RB, Nana16513-RA
OG0013517	XP_029141460.1	Nana01921-RA
OG0013518	XP_015674371.1	Nana20042-RA
OG0013519	XP_029142914.1, XP_029142026.1	Nana37559-RB
OG0013520	XP_029142785.1	Nana17327-RA
OG0013521	XP_015676968.1	Nana36017-RA
OG0013522	XP_015676516.1	Nana30850-RA
OG0013523	XP_015676945.1	Nana14109-RA
OG0013525	XP_015683815.1	Nana21086-RA
OG0013526	XP_015685326.1	Nana00713-RA
OG0013527	XP_029142466.1	Nana26711-RA
OG0013528	XP_015683963.1	Nana00710-RA
OG0013529	XP_015679080.1	Nana35228-RA
OG0013530	XP_015665562.1	Nana06199-RA
OG0013532	XP_015675403.1	Nana08781-RA
OG0013533	XP_015682571.1	Nana13258-RA
OG0013536	XP_015685159.1	Nana26712-RA
OG0013538	XP_015666209.1	Nana06287-RA
OG0013539	XP_015666169.1	Nana06286-RA
OG0013541	XP_015678246.1	Nana06748-RB
OG0013542	XP_029138931.1	Nana06282-RA
OG0013543	XP_015681679.1, XP_015686878.1	Nana06700-RA
OG0013544	XP_015681680.1	Nana06709-RA
OG0013545	XP_015676535.1	Nana28457-RA
OG0013546	XP_015665471.1	Nana06052-RA
OG0013547	XP_015674261.1, XP_015674249.1	Nana36373-RA
OG0013548	XP_015666191.1	Nana06269-RA
OG0013549	XP_015666176.1	Nana06266-RA
OG0013550	XP_015666212.1	Nana06261-RA
OG0013551	XP_015666214.1	Nana06252-RA
OG0013553	XP_015666792.1	Nana28090-RA
OG0013554	XP_015680855.1	Nana35612-RB
OG0013555	XP_015680854.1	Nana35612-RA
OG0013556	XP_015665497.1	Nana06135-RA
OG0013557	XP_015666216.1	Nana06250-RA
OG0013558	XP_015667841.1	Nana02945-RA
OG0013559	XP_015675849.1	Nana37619-RA
OG0013560	XP_015675871.1	Nana37622-RA
OG0013561	XP_015674350.1	Nana37161-RA
OG0013562	XP_015681587.1	Nana39547-RA
OG0013563	XP_029140204.1	Nana03285-RD
OG0013566	XP_029142291.1	Nana12885-RA, Nana12875-RA
OG0013568	XP_015671283.1	Nana34716-RA
OG0013569	XP_015687831.1, XP_015687832.1	Nana26432-RA
OG0013570	XP_015665527.1	Nana06014-RA
OG0013571	XP_015684355.1, XP_015684354.1	Nana13157-RA
OG0013573	XP_015686247.1	Nana26069-RA
OG0013584	XP_029140166.1, XP_015672460.2	Nana30347-RA
OG0013591	XP_015680255.1	Nana00823-RA, Nana00824-RA, Nana00821-RA, Nana00822-RA, Nana07015-RA, Nana38429-RA, Nana07014-RA
OG0013596	XP_029141333.1, XP_015678614.1	Nana30456-RA, Nana30459-RA, Nana30457-RA, Nana30457-RB, Nana30462-RA, Nana30460-RA
OG0013597	XP_015665433.1, XP_015668938.1, XP_029138815.1, XP_029143048.1, XP_015686843.1, XP_015668936.1, XP_015685592.1	Nana06217-RA
OG0013598	XP_015668948.1	Nana17157-RA, Nana17154-RA, Nana06222-RA
OG0013601	XP_029141634.1, XP_015680050.1, XP_015680049.1	Nana31199-RC, Nana31199-RB, Nana31199-RA
OG0013602	XP_015673026.1	Nana31363-RG, Nana31363-RB, Nana31363-RF, Nana31363-RE, Nana31363-RC, Nana31363-RD, Nana31363-RA
OG0013611	XP_029139499.1	Nana15771-RA
OG0013612	XP_015670790.1	Nana15772-RA
OG0013613	XP_015670911.1	Nana34781-RA
OG0013614	XP_015680460.1	Nana17192-RA
OG0013614	XP_015680456.2	Nana17188-RB, Nana17188-RA, Nana17187-RA
OG0013616	XP_029141308.1, XP_029141307.1	Nana17329-RA
OG0013618	XP_029140900.1	Nana00453-RA
OG0013621	XP_029139935.1	Nana34740-RA
OG0013624	XP_015668192.1	Nana31895-RB, Nana31895-RA, Nana31895-RC
OG0013626	XP_015668631.1	Nana38909-RA
OG0013630	XP_015675014.2	Nana34367-RA
OG0013631	XP_029140620.1	Nana34366-RA
OG0013636	XP_015677339.1, XP_015677337.1, XP_015677338.1	Nana31419-RA
OG0013637	XP_015683906.1	Nana35830-RA
OG0013638	XP_029140511.1	Nana31501-RA
OG0013641	XP_015678550.1	Nana30726-RA
OG0013642	XP_015669351.1	Nana30945-RA
OG0013645	XP_015683640.1	Nana37245-RA
OG0013647	XP_015684813.2, XP_029142702.1, XP_029142228.1, XP_029142595.1	Nana23902-RA, Nana23840-RA
OG0013650	XP_029141623.1	Nana08914-RA
OG0013651	XP_015679601.1	Nana19174-RA
OG0013652	XP_029139457.1	Nana36169-RA
OG0013655	XP_015675682.1	Nana24206-RB, Nana24206-RC, Nana24206-RD, Nana24206-RE, Nana24206-RA
OG0013656	XP_015684751.1	Nana30687-RA
OG0013657	XP_015676637.1	Nana10564-RA
OG0013658	XP_015680001.1	Nana06335-RA
OG0013663	XP_015670448.1	Nana10582-RA
OG0013664	XP_015676517.1	Nana30853-RA
OG0013665	XP_015680055.2	Nana30978-RA
OG0013666	XP_015670442.1	Nana10584-RA
OG0013668	XP_015668659.1	Nana38897-RA
OG0013669	XP_029140261.1	Nana17790-RA
OG0013670	XP_015684477.1	Nana21091-RA
OG0013673	XP_029142022.1, XP_029138901.1	Nana23812-RB, Nana23812-RC, Nana23812-RD, Nana23812-RA
OG0013674	XP_015665718.1	Nana23605-RA
OG0013677	XP_015682493.1	Nana02501-RA
OG0013679	XP_015682507.1	Nana12932-RA
OG0013680	XP_015686373.1	Nana17283-RB, Nana17283-RA
OG0013680	XP_015685358.1	Nana08752-RA, Nana19479-RA
OG0013681	XP_029142310.1	Nana36360-RA
OG0013688	XP_015684110.1	Nana30337-RA
OG0013690	XP_015672092.1	Nana30331-RA
OG0013692	XP_015673164.1	Nana35860-RA
OG0013695	XP_015678812.1	Nana24230-RA
OG0013699	XP_015671905.2	Nana00997-RA
OG0013703	XP_015683116.1	Nana24352-RA
OG0013706	XP_015675470.1	Nana00721-RA
OG0013707	XP_015667624.2	Nana12577-RA
OG0013708	XP_029142269.1	Nana30669-RA
OG0013709	XP_015671729.1	Nana01992-RA
OG0013711	XP_015675937.1	Nana29944-RA
OG0013713	XP_029141898.1	Nana37272-RA
OG0013714	XP_015687565.1	Nana13542-RA
OG0013715	XP_015687564.1	Nana13545-RA
OG0013716	XP_015676693.1	Nana13557-RA
OG0013719	XP_015678101.2	Nana10349-RC, Nana10349-RB, Nana10349-RD, Nana10349-RA
OG0013720	XP_015687975.1	Nana32683-RB, Nana32683-RA, Nana32683-RC
OG0013721	XP_015682019.1, XP_015682020.1, XP_015682021.1, XP_015683960.1	Nana32186-RA
OG0013722	XP_015675441.1	Nana10379-RA
OG0013729	XP_015676015.1, XP_015676016.1	Nana03408-RA
OG0013732	XP_015666877.1	Nana28112-RA
OG0013734	XP_015683551.1	Nana17104-RA
OG0013736	XP_015683132.2	Nana16877-RA
OG0013736	XP_029140722.1	Nana08528-RA
OG0013739	XP_029140699.1	Nana29938-RA
OG0013742	XP_015676917.1	Nana37510-RA
OG0013744	XP_015685985.1	Nana38608-RA
OG0013745	XP_015671568.1	Nana28585-RA, Nana30397-RC, Nana30397-RD, Nana30397-RB
OG0013746	XP_015668091.1	Nana14261-RA
OG0013747	XP_015681989.1	Nana34135-RA
OG0013750	XP_015683461.1	Nana34323-RA
OG0013751	XP_015682594.1	Nana13302-RA
OG0013752	XP_015683044.2	Nana13303-RA
OG0013753	XP_015682842.1	Nana37450-RA
OG0013757	XP_029142568.1	Nana12876-RA
OG0013762	XP_029139998.1	Nana30404-RA
OG0013763	XP_015682085.1	Nana38862-RA
OG0013765	XP_015677225.1	Nana30410-RA
OG0013770	XP_015680551.1	Nana00749-RA
OG0013771	XP_015685131.1	Nana10534-RA
OG0013773	XP_015676966.1	Nana36008-RB
OG0013776	XP_015668061.1	Nana28865-RA
OG0013777	XP_015678319.1	Nana33817-RA
OG0013778	XP_015673052.1	Nana31336-RA
OG0013784	XP_015676731.1	Nana05830-RA
OG0013784	XP_015678106.2	Nana05829-RA
OG0013786	XP_029142906.1	Nana28539-RA
OG0013788	XP_015677746.1	Nana11263-RA
OG0013789	XP_015675078.1	Nana37338-RA
OG0013792	XP_029141553.1	Nana19093-RA
OG0013797	XP_029140771.1	Nana16210-RA
OG0013798	XP_029140234.1	Nana25651-RA
OG0013799	XP_015683041.2, XP_015684333.2	Nana35510-RA
OG0013800	XP_015680690.1	Nana17502-RA, Nana39826-RA
OG0013803	XP_029141372.1	Nana24237-RA
OG0013804	XP_015683908.1	Nana35991-RA
OG0013809	XP_015668955.1	Nana16156-RA
OG0013812	XP_029142417.1	Nana36952-RA
OG0013813	XP_015684624.1	Nana13267-RA
OG0013817	XP_029140652.1	Nana31478-RA
OG0013819	XP_015685626.1, XP_015685541.1	Nana10389-RA
OG0013825	XP_029140407.1	Nana15921-RA
OG0013826	XP_029140572.1	Nana33971-RA
OG0013827	XP_015669316.1	Nana11196-RA
OG0013832	XP_015686643.1	Nana03825-RA
OG0013833	XP_015671229.1	Nana13703-RA
OG0013834	XP_015670853.1	Nana39082-RA, Nana11140-RA
OG0013835	XP_029139232.1	Nana10752-RA
OG0013836	XP_015681522.1	Nana36152-RA
OG0013837	XP_015666265.1	Nana15653-RA
OG0013839	XP_015667093.1	Nana21582-RA
OG0013841	XP_029142871.1	Nana14680-RA
OG0013843	XP_029140092.1	Nana30284-RA
OG0013845	XP_015677102.1	Nana15016-RA
OG0013845	XP_029139530.1, XP_015683711.1	Nana15024-RA
OG0013846	XP_029139096.1	Nana21523-RA
OG0013848	XP_029139018.1, XP_029139017.1, XP_015666710.2	Nana21490-RB, Nana21490-RA
OG0013849	XP_015683117.1	Nana39797-RB, Nana39797-RA
