Orthogroup	P_Mucros.pep	X_tropicalis.pep
OG0009064	XP_029141504.1	ENSXETG00000005103.1
OG0009066	XP_015669221.1	ENSXETG00000013693.1
OG0009067	XP_015678687.1	ENSXETG00000010996.1
OG0009068	XP_029139257.1	ENSXETG00000017023.1
OG0009069	XP_015668959.1	ENSXETG00000018359.1
OG0009070	XP_015665548.1	ENSXETG00000012538.1
OG0009071	XP_015680214.1	ENSXETG00000014002.1
OG0009072	XP_015670082.1	ENSXETG00000010080.1
OG0009073	XP_015680232.1	ENSXETG00000006939.1
OG0009074	XP_015670021.1	ENSXETG00000018066.1
OG0009075	XP_029141675.1	ENSXETG00000008088.1
OG0009076	XP_015668956.1	ENSXETG00000019852.1
OG0009077	XP_015670022.1	ENSXETG00000019839.1
OG0009078	XP_015672125.1	ENSXETG00000014097.1
OG0009079	XP_015672515.1	ENSXETG00000009496.1
OG0009080	XP_015668963.1	ENSXETG00000018630.1
OG0009081	XP_015676893.1	ENSXETG00000014089.1
OG0009082	XP_015668729.1	ENSXETG00000014650.1
OG0009083	XP_029139714.1	ENSXETG00000019368.1
OG0009084	XP_015676895.1	ENSXETG00000014071.1
OG0009085	XP_015672524.1	ENSXETG00000009171.1
OG0009086	XP_015677446.1	ENSXETG00000012380.1
OG0009087	XP_015677445.1	ENSXETG00000012408.1
OG0009088	XP_015678107.1	ENSXETG00000010129.1
OG0009089	XP_015671147.1	ENSXETG00000019967.1
OG0009091	XP_029141714.1	ENSXETG00000006347.1
OG0009092	XP_015670347.1	ENSXETG00000018053.1
OG0009093	XP_015679259.1, XP_015684490.1	ENSXETG00000015342.1
OG0009094	XP_015668962.1	ENSXETG00000020224.1
OG0009095	XP_015667449.1	ENSXETG00000004463.1
OG0009096	XP_029139716.1	ENSXETG00000018970.1
OG0009097	XP_029141136.1	ENSXETG00000006579.1
OG0009098	XP_029142140.1	ENSXETG00000019225.1
OG0009099	XP_015668953.1	ENSXETG00000020551.1
OG0009100	XP_015672091.1	ENSXETG00000006571.1
OG0009101	XP_015671954.1	ENSXETG00000015919.1
OG0009102	XP_015681897.1	ENSXETG00000003090.1
OG0009103	XP_015668952.1	ENSXETG00000004894.1
OG0009104	XP_015673015.1	ENSXETG00000015239.1
OG0009105	XP_015671948.1	ENSXETG00000016073.1
OG0009106	XP_015670035.1	ENSXETG00000020926.1
OG0009107	XP_015681898.1	ENSXETG00000000576.1
OG0009108	XP_015681705.1	ENSXETG00000016439.1
OG0009109	XP_029141015.1	ENSXETG00000002347.1
OG0009110	XP_015677810.1	ENSXETG00000016322.1
OG0009111	XP_015671140.1	ENSXETG00000016410.1
OG0009112	XP_015679841.1	ENSXETG00000021068.1
OG0009113	XP_015683514.1	ENSXETG00000011329.1
OG0009114	XP_015677184.1, XP_015677183.1	ENSXETG00000016996.1
OG0009115	XP_015667209.1	ENSXETG00000021372.1
OG0009116	XP_029139905.1	ENSXETG00000016389.1
OG0009117	XP_015684512.1, XP_029142445.1	ENSXETG00000015281.1
OG0009118	XP_015667208.1	ENSXETG00000021193.1
OG0009119	XP_015668623.1	ENSXETG00000015798.1
OG0009120	XP_015677709.1	ENSXETG00000006722.1
OG0009121	XP_015667192.2	ENSXETG00000020380.1
OG0009122	XP_015685568.1	ENSXETG00000015928.1
OG0009123	XP_015670038.1	ENSXETG00000020154.1
OG0009124	XP_015684605.1	ENSXETG00000001332.1
OG0009125	XP_015682171.1, XP_015682172.1	ENSXETG00000013869.1
OG0009126	XP_015673173.1	ENSXETG00000019224.1
OG0009127	XP_015677803.1	ENSXETG00000021334.1
OG0009128	XP_015675225.1	ENSXETG00000017094.1
OG0009130	XP_015678323.2	ENSXETG00000000008.1
OG0009131	XP_029139398.1	ENSXETG00000016376.1
OG0009132	XP_029140524.1	ENSXETG00000012418.1
OG0009133	XP_015677726.1	ENSXETG00000011524.1
OG0009134	XP_015670307.1	ENSXETG00000019140.1
OG0009135	XP_015677805.1	ENSXETG00000009325.1
OG0009136	XP_015673280.1	ENSXETG00000007949.1
OG0009137	XP_015681648.1	ENSXETG00000018618.1
OG0009138	XP_015681647.1	ENSXETG00000000853.1
OG0009139	XP_015674203.1	ENSXETG00000007029.1
OG0009140	XP_015675231.1	ENSXETG00000018985.1
OG0009141	XP_015677806.1	ENSXETG00000009283.1
OG0009142	XP_015668600.1	ENSXETG00000010916.1
OG0009143	XP_015678679.1	ENSXETG00000001293.1
OG0009144	XP_015673278.1	ENSXETG00000007971.1
OG0009145	XP_015668613.1	ENSXETG00000011026.1
OG0009147	XP_015681338.1	ENSXETG00000001143.1
OG0009148	XP_015678676.1	ENSXETG00000001501.1
OG0009149	XP_015681328.1	ENSXETG00000015275.1
OG0009150	XP_015679021.1	ENSXETG00000007217.1
OG0009151	XP_015673288.1	ENSXETG00000008023.1
OG0009152	XP_029141164.1	ENSXETG00000008060.1
OG0009153	XP_015677874.1	ENSXETG00000000344.1
OG0009154	XP_015674230.1	ENSXETG00000008041.1
OG0009155	XP_015673144.1, XP_015673143.1	ENSXETG00000007342.1
OG0009156	XP_015679861.1	ENSXETG00000008534.1
OG0009157	XP_015677802.1	ENSXETG00000007887.1
OG0009158	XP_015670975.1	ENSXETG00000006310.1
OG0009159	XP_015680527.1	ENSXETG00000008101.1
OG0009160	XP_029141243.1	ENSXETG00000011810.1
OG0009161	XP_015680526.1	ENSXETG00000008175.1
OG0009162	XP_015676948.1	ENSXETG00000008562.1
OG0009163	XP_015678681.1	ENSXETG00000000089.1
OG0009164	XP_015674056.1	ENSXETG00000016299.1
OG0009165	XP_015676946.1	ENSXETG00000008598.1
OG0009166	XP_015677879.1	ENSXETG00000000175.1
OG0009167	XP_015679492.1	ENSXETG00000009841.1
OG0009168	XP_015679493.1	ENSXETG00000009783.1
OG0009169	XP_015674059.1	ENSXETG00000010963.1
OG0009170	XP_015672245.1	ENSXETG00000002888.1
OG0009171	XP_015672244.1	ENSXETG00000002818.1
OG0009172	XP_015674058.1	ENSXETG00000001453.1
OG0009173	XP_015670943.1	ENSXETG00000000111.1
OG0009174	XP_015670982.1	ENSXETG00000010614.1
OG0009176	XP_015672247.1, XP_015672248.1	ENSXETG00000002774.1
OG0009177	XP_015669972.1	ENSXETG00000003722.1
OG0009178	XP_015671374.1	ENSXETG00000003204.1
OG0009179	XP_015675326.1	ENSXETG00000010643.1
OG0009180	XP_015666337.1	ENSXETG00000014321.1
OG0009181	XP_015675325.1, XP_015675324.1	ENSXETG00000010582.1
OG0009182	XP_015677840.1	ENSXETG00000019576.1
OG0009183	XP_015682311.1	ENSXETG00000004561.1
OG0009184	XP_015687438.1	ENSXETG00000014553.1
OG0009185	XP_029140120.1	ENSXETG00000001848.1
OG0009186	XP_015674736.1	ENSXETG00000014791.1
OG0009187	XP_015675322.1	ENSXETG00000012925.1
OG0009188	XP_015675321.1	ENSXETG00000021408.1
OG0009189	XP_015687388.1	ENSXETG00000000615.1
OG0009190	XP_015682549.2	ENSXETG00000004747.1
OG0009191	XP_015665462.1	ENSXETG00000013091.1
OG0009192	XP_015675320.1	ENSXETG00000012918.1
OG0009194	XP_015675318.1	ENSXETG00000012912.1
OG0009196	XP_015687382.1	ENSXETG00000020287.1
OG0009197	XP_015674416.1	ENSXETG00000001706.1
OG0009198	XP_015678147.1	ENSXETG00000019128.1
OG0009199	XP_015670940.1	ENSXETG00000002823.1
OG0009200	XP_015679564.1	ENSXETG00000013572.1
OG0009201	XP_015666898.1	ENSXETG00000006910.1
OG0009202	XP_015669779.2	ENSXETG00000011714.1
OG0009203	XP_015669780.1	ENSXETG00000011718.1
OG0009204	XP_015669784.1	ENSXETG00000010824.1
OG0009205	XP_015677628.1	ENSXETG00000012893.1
OG0009206	XP_015669785.1	ENSXETG00000010803.1
OG0009207	XP_015677626.1	ENSXETG00000012852.1
OG0009208	XP_015671731.1	ENSXETG00000000319.1
OG0009209	XP_015677720.1	ENSXETG00000013115.1
OG0009210	XP_015684000.1	ENSXETG00000010953.1
OG0009211	XP_015672262.1	ENSXETG00000001692.1
OG0009212	XP_015671738.1	ENSXETG00000004572.1
OG0009213	XP_015670916.1	ENSXETG00000002636.1
OG0009214	XP_015688023.1	ENSXETG00000000539.1
OG0009215	XP_015670222.1	ENSXETG00000018574.1
OG0009216	XP_015675492.1	ENSXETG00000020801.1
OG0009217	XP_015670359.1	ENSXETG00000014077.1
OG0009218	XP_015673191.1	ENSXETG00000016163.1
OG0009219	XP_015678440.1	ENSXETG00000019462.1
OG0009220	XP_015679121.1	ENSXETG00000021078.1
OG0009221	XP_029141487.1	ENSXETG00000015727.1
OG0009223	XP_015674444.1	ENSXETG00000011792.1
OG0009224	XP_015667957.1	ENSXETG00000011406.1
OG0009225	XP_015683279.1	ENSXETG00000005434.1
OG0009226	XP_029139268.1	ENSXETG00000011463.1
OG0009227	XP_015682241.1	ENSXETG00000001394.1
OG0009228	XP_015669573.1	ENSXETG00000012197.1
OG0009229	XP_015679067.1	ENSXETG00000012604.1
OG0009231	XP_015667950.1	ENSXETG00000011560.1
OG0009232	XP_015682618.1	ENSXETG00000011970.1
OG0009233	XP_015676787.1	ENSXETG00000006631.1
OG0009234	XP_015678667.1	ENSXETG00000015530.1
OG0009235	XP_015673736.1	ENSXETG00000001335.1
OG0009236	XP_015679913.1	ENSXETG00000012557.1
OG0009237	XP_015678470.1	ENSXETG00000011095.1
OG0009239	XP_029141298.1	ENSXETG00000010972.1
OG0009240	XP_015667944.1	ENSXETG00000011740.1
OG0009241	XP_029141297.1	ENSXETG00000006364.1
OG0009242	XP_015677599.1	ENSXETG00000012520.1
OG0009243	XP_015682044.1	ENSXETG00000008677.1
OG0009244	XP_015674450.1	ENSXETG00000016242.1
OG0009245	XP_015669584.1	ENSXETG00000020736.1
OG0009246	XP_015677324.1	ENSXETG00000016898.1
OG0009247	XP_015669585.1	ENSXETG00000010001.1
OG0009248	XP_015674442.1	ENSXETG00000016068.1
OG0009249	XP_015667288.1	ENSXETG00000011913.1
OG0009250	XP_015684865.1	ENSXETG00000021073.1
OG0009251	XP_015675375.1	ENSXETG00000008959.1
OG0009252	XP_015683665.1	ENSXETG00000005721.1, ENSXETG00000008974.1
OG0009253	XP_015681025.1	ENSXETG00000009662.1
OG0009254	XP_015674445.1	ENSXETG00000015823.1
OG0009255	XP_029142537.1	ENSXETG00000015081.1
OG0009256	XP_029140680.1	ENSXETG00000020005.1
OG0009257	XP_015681024.1	ENSXETG00000009638.1
OG0009258	XP_015677326.1	ENSXETG00000017607.1
OG0009259	XP_015672264.1	ENSXETG00000014122.1
OG0009260	XP_015682504.1	ENSXETG00000016257.1
OG0009261	XP_015677327.1	ENSXETG00000020163.1
OG0009262	XP_015672266.1	ENSXETG00000014107.1
OG0009263	XP_015688015.1	ENSXETG00000020115.1
OG0009265	XP_015676201.1	ENSXETG00000008102.1
OG0009266	XP_015667300.1	ENSXETG00000012003.1
OG0009267	XP_015672270.1	ENSXETG00000014081.1
OG0009268	XP_029140679.1	ENSXETG00000011459.1
OG0009269	XP_015669590.1	ENSXETG00000015453.1
OG0009270	XP_029139593.1	ENSXETG00000019313.1
OG0009271	XP_029140823.1	ENSXETG00000007105.1
OG0009272	XP_015672914.1	ENSXETG00000019356.1
OG0009273	XP_029142227.1	ENSXETG00000013062.1
OG0009274	XP_015669591.1	ENSXETG00000015527.1
OG0009275	XP_015677739.1	ENSXETG00000016621.1
OG0009276	XP_015682679.1	ENSXETG00000013004.1
OG0009277	XP_015671873.1	ENSXETG00000016600.1
OG0009278	XP_015676515.1	ENSXETG00000018771.1
OG0009279	XP_015669026.1	ENSXETG00000016309.1
OG0009280	XP_015669592.1	ENSXETG00000015737.1
OG0009281	XP_015676475.1	ENSXETG00000012353.1
OG0009282	XP_029138788.1	ENSXETG00000013359.1
OG0009283	XP_015676483.1	ENSXETG00000012365.1
OG0009284	XP_015677200.1	ENSXETG00000013500.1
OG0009285	XP_029139599.1	ENSXETG00000016232.1
OG0009286	XP_015676494.1, XP_015676481.1	ENSXETG00000012390.1
OG0009287	XP_015669024.1	ENSXETG00000016168.1
OG0009288	XP_015687602.1, XP_029142746.1	ENSXETG00000007351.1
OG0009289	XP_029141679.1	ENSXETG00000012904.1
OG0009290	XP_015677198.1	ENSXETG00000010309.1
OG0009291	XP_015688009.1	ENSXETG00000013538.1
OG0009293	XP_015687611.1	ENSXETG00000007720.1
OG0009294	XP_015666969.1	ENSXETG00000013632.1
OG0009295	XP_029143169.1	ENSXETG00000007886.1
OG0009296	XP_015682402.1	ENSXETG00000018910.1
OG0009297	XP_015677205.1	ENSXETG00000000671.1
OG0009298	XP_015682336.1	ENSXETG00000003479.1
OG0009299	XP_015682327.2	ENSXETG00000003465.1
OG0009300	XP_029142042.1	ENSXETG00000003438.1
OG0009301	XP_029143168.1	ENSXETG00000008427.1
OG0009302	XP_015679808.1	ENSXETG00000007928.1
OG0009303	XP_015687605.1	ENSXETG00000008472.1
OG0009304	XP_015684637.1	ENSXETG00000007186.1
OG0009305	XP_015682431.1	ENSXETG00000012509.1
OG0009306	XP_015680047.1	ENSXETG00000020011.1
OG0009307	XP_015680046.1	ENSXETG00000018250.1
OG0009308	XP_015683630.1	ENSXETG00000008716.1
OG0009309	XP_015673862.1	ENSXETG00000016785.1
OG0009310	XP_015673865.1	ENSXETG00000018839.1
OG0009311	XP_015674757.1	ENSXETG00000010086.1
OG0009312	XP_015676532.1, XP_015665783.1	ENSXETG00000017865.1
OG0009313	XP_015673866.1	ENSXETG00000003528.1
OG0009314	XP_015673042.1	ENSXETG00000015598.1
OG0009315	XP_015673871.1	ENSXETG00000004364.1
OG0009316	XP_015666984.1	ENSXETG00000007358.1
OG0009317	XP_015673868.1	ENSXETG00000003947.1
OG0009318	XP_029140409.1	ENSXETG00000003921.1
OG0009319	XP_015673875.1	ENSXETG00000003912.1
OG0009320	XP_015669302.1	ENSXETG00000012622.1
OG0009321	XP_015687179.1	ENSXETG00000003885.1
OG0009322	XP_015687178.1	ENSXETG00000018247.1
OG0009323	XP_015670187.1, XP_015670188.1	ENSXETG00000019574.1
OG0009324	XP_015670182.1	ENSXETG00000017772.1
OG0009325	XP_015670192.1	ENSXETG00000021158.1
OG0009326	XP_015665842.1	ENSXETG00000011145.1
OG0009327	XP_015671270.1	ENSXETG00000012535.1
OG0009328	XP_015669311.1	ENSXETG00000012321.1
OG0009329	XP_015670305.1, XP_015670306.1	ENSXETG00000004896.1
OG0009330	XP_029139190.1	ENSXETG00000008493.1
OG0009331	XP_015669313.1	ENSXETG00000013263.1
OG0009332	XP_015670190.1	ENSXETG00000012351.1
OG0009333	XP_015667671.1	ENSXETG00000005382.1
OG0009334	XP_015669314.2	ENSXETG00000013161.1
OG0009335	XP_015681100.1, XP_015665799.1	ENSXETG00000014676.1
OG0009337	XP_015678304.1	ENSXETG00000009586.1
OG0009338	XP_015676170.1	ENSXETG00000004202.1
OG0009339	XP_029141772.1	ENSXETG00000009749.1
OG0009341	XP_029139930.1	ENSXETG00000017528.1
OG0009342	XP_015678305.1	ENSXETG00000009537.1
OG0009343	XP_015679534.1	ENSXETG00000001221.1
OG0009344	XP_015687622.1	ENSXETG00000009512.1
OG0009345	XP_015670173.1	ENSXETG00000017599.1
OG0009346	XP_015687630.2	ENSXETG00000009500.1
OG0009347	XP_015673859.1	ENSXETG00000016923.1
OG0009348	XP_015669540.1	ENSXETG00000015045.1
OG0009349	XP_015670170.1	ENSXETG00000017291.1
OG0009350	XP_015671230.1	ENSXETG00000010478.1
OG0009351	XP_015679544.2	ENSXETG00000012192.1
OG0009352	XP_015673819.1, XP_015673820.1	ENSXETG00000002343.1
OG0009353	XP_029140400.1	ENSXETG00000002340.1
OG0009354	XP_015686678.1	ENSXETG00000020642.1
OG0009355	XP_015676003.1	ENSXETG00000020128.1
OG0009356	XP_015669321.1	ENSXETG00000013585.1
OG0009357	XP_029143171.1	ENSXETG00000017910.1
OG0009358	XP_015669482.1	ENSXETG00000002748.1
OG0009359	XP_015667510.1	ENSXETG00000010392.1
OG0009360	XP_015669324.1	ENSXETG00000013276.1
OG0009361	XP_015669335.1	ENSXETG00000017790.1
OG0009362	XP_015669337.1	ENSXETG00000011472.1
OG0009363	XP_015686749.1	ENSXETG00000019918.1
OG0009364	XP_015686661.1	ENSXETG00000018196.1
OG0009366	XP_029139933.1	ENSXETG00000002607.1
OG0009367	XP_015669329.1	ENSXETG00000011461.1
OG0009368	XP_015666149.1	ENSXETG00000020182.1
OG0009369	XP_015675994.1	ENSXETG00000012302.1
OG0009370	XP_015666577.1, XP_015666576.1	ENSXETG00000003502.1
OG0009371	XP_015665867.1	ENSXETG00000003493.1
OG0009372	XP_015669487.1	ENSXETG00000013829.1
OG0009373	XP_015665868.1	ENSXETG00000003481.1
OG0009374	XP_015666305.1, XP_015676007.1	ENSXETG00000012229.1
OG0009375	XP_015669334.1	ENSXETG00000001149.1
OG0009376	XP_029139932.1	ENSXETG00000012149.1
OG0009377	XP_015670847.1	ENSXETG00000017033.1
OG0009378	XP_015671231.1	ENSXETG00000004104.1
OG0009379	XP_029138920.1	ENSXETG00000010300.1
OG0009380	XP_029138916.1	ENSXETG00000010329.1
OG0009381	XP_015666160.1	ENSXETG00000010336.1
OG0009382	XP_015668482.1	ENSXETG00000006567.1
OG0009383	XP_015668490.1	ENSXETG00000006581.1
OG0009384	XP_015665412.1	ENSXETG00000012805.1
OG0009385	XP_015668483.1	ENSXETG00000006604.1
OG0009387	XP_029139585.1	ENSXETG00000002652.1
OG0009388	XP_015676169.1	ENSXETG00000004135.1
OG0009389	XP_029139941.1	ENSXETG00000016332.1
OG0009390	XP_015684245.1	ENSXETG00000008243.1
OG0009391	XP_015674353.1	ENSXETG00000000757.1
OG0009392	XP_015671732.1	ENSXETG00000005640.1
OG0009393	XP_015686930.1	ENSXETG00000018673.1
OG0009395	XP_015686939.1	ENSXETG00000020501.1
OG0009396	XP_029139189.1	ENSXETG00000020430.1
OG0009397	XP_029142629.1	ENSXETG00000020264.1
OG0009398	XP_015687938.1	ENSXETG00000017143.1
OG0009399	XP_029139954.1	ENSXETG00000009072.1
OG0009400	XP_015667705.1	ENSXETG00000013139.1
OG0009401	XP_015667153.1	ENSXETG00000018002.1
OG0009402	XP_015683572.1	ENSXETG00000010117.1
OG0009403	XP_029138919.1	ENSXETG00000020410.1
OG0009404	XP_015668234.1	ENSXETG00000000351.1
OG0009405	XP_029140927.1	ENSXETG00000000963.1
OG0009406	XP_015667124.1	ENSXETG00000017124.1
OG0009408	XP_015679565.1	ENSXETG00000012054.1
OG0009409	XP_015667104.1	ENSXETG00000017717.1
OG0009410	XP_015667149.1	ENSXETG00000018799.1
OG0009411	XP_015676770.1	ENSXETG00000005643.1
OG0009412	XP_015683235.1	ENSXETG00000012551.1, ENSXETG00000018148.1
OG0009413	XP_015666157.1	ENSXETG00000018262.1
OG0009414	XP_015680857.1	ENSXETG00000000376.1
OG0009415	XP_015678590.1	ENSXETG00000001836.1
OG0009416	XP_029140906.1	ENSXETG00000017385.1
OG0009417	XP_029141329.1	ENSXETG00000001875.1
OG0009418	XP_015670641.1	ENSXETG00000005276.1
OG0009419	XP_015666155.2	ENSXETG00000012022.1
OG0009420	XP_015676346.2	ENSXETG00000013434.1
OG0009421	XP_015676174.1	ENSXETG00000000384.1
OG0009422	XP_029138777.1	ENSXETG00000019268.1
OG0009423	XP_015678334.1	ENSXETG00000021375.1
OG0009424	XP_015667121.1	ENSXETG00000019941.1
OG0009425	XP_015667105.1	ENSXETG00000017236.1
OG0009426	XP_015675564.1	ENSXETG00000000430.1
OG0009427	XP_015679838.1	ENSXETG00000000230.1
OG0009428	XP_015667655.1	ENSXETG00000002290.1
OG0009429	XP_015679345.1	ENSXETG00000015686.1
OG0009430	XP_015679527.2	ENSXETG00000013689.1
OG0009431	XP_015675563.1	ENSXETG00000000502.1
OG0009432	XP_015679775.1	ENSXETG00000017509.1
OG0009433	XP_015684939.1, XP_015684818.1	ENSXETG00000004321.1
OG0009434	XP_015682400.1	ENSXETG00000009906.1
OG0009435	XP_015684752.1, XP_015684753.1	ENSXETG00000017165.1
OG0009436	XP_015670739.1	ENSXETG00000002943.1
OG0009437	XP_015672083.1	ENSXETG00000006149.1
OG0009438	XP_015684655.1	ENSXETG00000018858.1
OG0009439	XP_015670984.1	ENSXETG00000000168.1
OG0009440	XP_015681113.2	ENSXETG00000019831.1
OG0009441	XP_029142809.1	ENSXETG00000012047.1
OG0009442	XP_015667864.1	ENSXETG00000017868.1
OG0009443	XP_029142883.1	ENSXETG00000012041.1
OG0009444	XP_029141014.1	ENSXETG00000000685.1
OG0009445	XP_015680532.1	ENSXETG00000018277.1
OG0009446	XP_015667043.1	ENSXETG00000018897.1
OG0009447	XP_029142902.1	ENSXETG00000012021.1
OG0009448	XP_015669300.1	ENSXETG00000010100.1
OG0009450	XP_015681443.2	ENSXETG00000017930.1
OG0009451	XP_029140814.1	ENSXETG00000002544.1
OG0009452	XP_029141032.1	ENSXETG00000019188.1
OG0009453	XP_015674295.1	ENSXETG00000020100.1
OG0009454	XP_015681788.1	ENSXETG00000006140.1
OG0009455	XP_015674294.1	ENSXETG00000019878.1
OG0009456	XP_015675541.1	ENSXETG00000020734.1
OG0009457	XP_015675638.1	ENSXETG00000017148.1
OG0009458	XP_015681970.1	ENSXETG00000003521.1
OG0009459	XP_029140708.1	ENSXETG00000009598.1
OG0009460	XP_015673369.1	ENSXETG00000018625.1
OG0009461	XP_029140705.1	ENSXETG00000009877.1
OG0009462	XP_029141250.1	ENSXETG00000010461.1
OG0009463	XP_015678187.1	ENSXETG00000000873.1
OG0009464	XP_015678178.1	ENSXETG00000017107.1
OG0009465	XP_015681417.1	ENSXETG00000020799.1
OG0009466	XP_015676657.1	ENSXETG00000005632.1
OG0009467	XP_015681418.1	ENSXETG00000016941.1
OG0009468	XP_015678180.2	ENSXETG00000018146.1
OG0009469	XP_015673856.1	ENSXETG00000016298.1
OG0009470	XP_029139016.1	ENSXETG00000018013.1
OG0009471	XP_015673855.1	ENSXETG00000016310.1
OG0009472	XP_015677868.1	ENSXETG00000003022.1
OG0009473	XP_029141249.1	ENSXETG00000018418.1
OG0009474	XP_015677867.1	ENSXETG00000003026.1
OG0009475	XP_015678181.1	ENSXETG00000020525.1
OG0009476	XP_015666702.1	ENSXETG00000013405.1
OG0009477	XP_029141659.1	ENSXETG00000017309.1
OG0009478	XP_015678182.1	ENSXETG00000017515.1
OG0009480	XP_015678764.1	ENSXETG00000017252.1
OG0009481	XP_015666783.1	ENSXETG00000018766.1
OG0009482	XP_015666671.1	ENSXETG00000005381.1
OG0009483	XP_015666756.1	ENSXETG00000010507.1
OG0009484	XP_015666670.1	ENSXETG00000005309.1
OG0009485	XP_015678731.1	ENSXETG00000005377.1
OG0009486	XP_015666780.1	ENSXETG00000015026.1
OG0009487	XP_015676820.1	ENSXETG00000014486.1
OG0009488	XP_029139031.1	ENSXETG00000021120.1
OG0009489	XP_015687256.1	ENSXETG00000010698.1
OG0009490	XP_015669047.1	ENSXETG00000000352.1
OG0009491	XP_029139633.1	ENSXETG00000008497.1
OG0009492	XP_015676818.1	ENSXETG00000014268.1
OG0009493	XP_015687499.2	ENSXETG00000011454.1
OG0009494	XP_029139491.1	ENSXETG00000000345.1
OG0009495	XP_015677112.1	ENSXETG00000018619.1
OG0009496	XP_015683199.1	ENSXETG00000008173.1
OG0009497	XP_015669750.1	ENSXETG00000016193.1
OG0009498	XP_029140421.1	ENSXETG00000014191.1
OG0009499	XP_015665496.1	ENSXETG00000018340.1
OG0009500	XP_015665655.1	ENSXETG00000004433.1
OG0009501	XP_015666034.1	ENSXETG00000001658.1
OG0009502	XP_015684778.1	ENSXETG00000020887.1
OG0009503	XP_015677890.2	ENSXETG00000004834.1
OG0009504	XP_015679800.1	ENSXETG00000006963.1
OG0009505	XP_015681835.1	ENSXETG00000015358.1
OG0009506	XP_015687207.1	ENSXETG00000017522.1
OG0009507	XP_029141439.1	ENSXETG00000020346.1
OG0009508	XP_015671279.1	ENSXETG00000016549.1
OG0009509	XP_015687523.1	ENSXETG00000017978.1
OG0009510	XP_029141371.1	ENSXETG00000003918.1
OG0009511	XP_029139145.1	ENSXETG00000006330.1
OG0009512	XP_015687522.1	ENSXETG00000019241.1
OG0009513	XP_015667904.1, XP_015667830.1	ENSXETG00000003071.1
OG0009514	XP_015685881.1	ENSXETG00000014347.1
OG0009515	XP_015687488.1	ENSXETG00000021367.1
OG0009516	XP_015672712.1	ENSXETG00000007821.1
OG0009517	XP_015682155.1	ENSXETG00000004000.1
OG0009518	XP_015687145.1	ENSXETG00000004173.1
OG0009519	XP_015678309.1	ENSXETG00000015642.1
OG0009521	XP_015668426.1	ENSXETG00000009069.1
OG0009522	XP_015683525.1	ENSXETG00000020524.1
OG0009523	XP_015682214.1	ENSXETG00000005113.1
OG0009525	XP_015683695.1	ENSXETG00000008565.1
OG0009526	XP_015673261.1	ENSXETG00000012196.1
OG0009527	XP_029140977.1	ENSXETG00000003447.1
OG0009528	XP_015677259.1	ENSXETG00000003256.1
OG0009529	XP_015668593.1	ENSXETG00000006326.1
OG0009530	XP_015681608.1	ENSXETG00000015985.1
OG0009531	XP_029141788.1	ENSXETG00000001899.1
OG0009532	XP_029140306.1	ENSXETG00000003008.1
OG0009533	XP_029141357.1	ENSXETG00000011860.1
OG0009534	XP_015678397.1	ENSXETG00000011872.1
OG0009535	XP_015680821.1	ENSXETG00000002295.1
OG0009536	XP_015665421.1	ENSXETG00000013598.1
OG0009537	XP_029140573.1	ENSXETG00000007026.1
OG0009538	XP_015682537.1	ENSXETG00000017375.1
OG0009539	XP_015676496.1	ENSXETG00000001750.1
OG0009540	XP_015674763.1	ENSXETG00000007553.1
OG0009541	XP_015671299.1	ENSXETG00000020811.1
OG0009542	XP_015682538.1	ENSXETG00000020852.1
OG0009543	XP_015677001.1	ENSXETG00000015763.1
OG0009544	XP_015671298.1	ENSXETG00000017549.1
OG0009545	XP_015681774.1	ENSXETG00000004912.1
OG0009546	XP_015678873.1	ENSXETG00000002457.1
OG0009547	XP_015676951.1	ENSXETG00000015289.1
OG0009548	XP_015674002.2	ENSXETG00000011543.1
OG0009549	XP_029138914.1	ENSXETG00000001571.1
OG0009550	XP_015681885.1	ENSXETG00000006111.1
OG0009551	XP_015680927.1	ENSXETG00000003813.1
OG0009552	XP_015679680.1	ENSXETG00000010581.1
OG0009553	XP_015674679.1	ENSXETG00000010438.1
OG0009554	XP_015668725.1	ENSXETG00000012025.1
OG0009555	XP_015686550.1	ENSXETG00000004109.1
OG0009556	XP_015687913.1	ENSXETG00000019642.1
OG0009557	XP_029140434.1	ENSXETG00000018407.1
OG0009558	XP_015673422.1	ENSXETG00000000735.1
OG0009559	XP_015681453.1	ENSXETG00000020164.1
OG0009560	XP_015674358.1	ENSXETG00000008229.1
OG0009561	XP_015669572.1	ENSXETG00000012207.1
OG0009562	XP_015679429.1	ENSXETG00000009994.1
OG0009563	XP_015674150.1	ENSXETG00000001537.1
OG0009564	XP_015674153.1	ENSXETG00000001533.1
OG0009565	XP_015673544.1	ENSXETG00000010629.1
OG0009566	XP_015676902.1	ENSXETG00000017270.1
OG0009567	XP_015665732.1, XP_029138968.1	ENSXETG00000003760.1
OG0009568	XP_015674152.1	ENSXETG00000001522.1
OG0009569	XP_015678278.1	ENSXETG00000002589.1
OG0009570	XP_015673449.1	ENSXETG00000018940.1
OG0009571	XP_015678279.1	ENSXETG00000002059.1
OG0009572	XP_015665733.1, XP_029138970.1	ENSXETG00000003860.1
OG0009573	XP_015686636.1	ENSXETG00000000764.1
OG0009574	XP_015675507.1	ENSXETG00000003246.1
OG0009575	XP_015670237.1	ENSXETG00000002010.1
OG0009576	XP_015674278.1	ENSXETG00000002327.1
