Orthogroup	P_Mucros.pep	P_troglodytes.pep
OG0012536	XP_015684374.2	ENSPTRG00000041671.2
OG0012538	XP_029140824.1	ENSPTRG00000029279.4
OG0012539	XP_029141016.1	ENSPTRG00000043634.1
OG0012540	XP_029138790.1	ENSPTRG00000049992.1, ENSPTRG00000045928.1
OG0012541	XP_015667299.1	ENSPTRG00000049179.1
OG0012542	XP_015676477.1	ENSPTRG00000050198.1
OG0012543	XP_015676479.1, XP_015676478.1	ENSPTRG00000011192.5
OG0012544	XP_015671410.1	ENSPTRG00000010129.5
OG0012545	XP_015671412.1	ENSPTRG00000010134.4
OG0012546	XP_015677195.1	ENSPTRG00000008258.3
OG0012547	XP_015687606.1	ENSPTRG00000017471.3
OG0012548	XP_029142135.1	ENSPTRG00000008442.4
OG0012549	XP_015672098.1	ENSPTRG00000000323.5
OG0012550	XP_015678434.1	ENSPTRG00000008404.6
OG0012551	XP_015678423.1	ENSPTRG00000008406.3
OG0012552	XP_015665782.1, XP_015665781.1	ENSPTRG00000007945.4
OG0012553	XP_029139082.1	ENSPTRG00000002241.6
OG0012555	XP_015687177.1	ENSPTRG00000017765.6
OG0012556	XP_015667501.2	ENSPTRG00000002420.7
OG0012557	XP_029142056.1	ENSPTRG00000028521.3
OG0012558	XP_015675908.1	ENSPTRG00000004735.6
OG0012560	XP_015678300.1	ENSPTRG00000043978.1
OG0012561	XP_015670191.1	ENSPTRG00000045372.1
OG0012562	XP_015674494.1	ENSPTRG00000022780.6
OG0012563	XP_015686669.1	ENSPTRG00000012427.5
OG0012564	XP_015669880.1	ENSPTRG00000015258.4
OG0012565	XP_015671222.1	ENSPTRG00000013544.7
OG0012566	XP_015670973.1	ENSPTRG00000051065.1
OG0012567	XP_015667709.1	ENSPTRG00000010457.6
OG0012568	XP_015670970.1	ENSPTRG00000004063.4
OG0012570	XP_015667653.1	ENSPTRG00000008176.4
OG0012571	XP_015671367.1	ENSPTRG00000008353.6
OG0012572	XP_015667706.1	ENSPTRG00000010459.6
OG0012573	XP_015667708.1	ENSPTRG00000040877.2
OG0012574	XP_015671356.1	ENSPTRG00000008349.6
OG0012575	XP_015682747.1	ENSPTRG00000013202.5
OG0012576	XP_015678477.1	ENSPTRG00000001568.5
OG0012578	XP_015678592.1	ENSPTRG00000044218.1, ENSPTRG00000010926.5
OG0012579	XP_015676590.1	ENSPTRG00000022368.7
OG0012580	XP_015687219.1	ENSPTRG00000047346.1
OG0012581	XP_015676347.1	ENSPTRG00000021178.6
OG0012582	XP_015666126.1	ENSPTRG00000002366.6
OG0012584	XP_015684755.1	ENSPTRG00000016047.4
OG0012585	XP_015667845.1	ENSPTRG00000020265.2
OG0012586	XP_015684866.1	ENSPTRG00000050524.1
OG0012587	XP_015681310.1	ENSPTRG00000015860.4
OG0012588	XP_015669301.1	ENSPTRG00000021176.6
OG0012589	XP_015682650.1	ENSPTRG00000019873.6
OG0012590	XP_015677281.1	ENSPTRG00000020257.4
OG0012591	XP_015667040.2	ENSPTRG00000002342.5
OG0012592	XP_015678177.1	ENSPTRG00000002750.4
OG0012593	XP_015673857.1	ENSPTRG00000012551.6
OG0012594	XP_015678175.1	ENSPTRG00000002772.5
OG0012595	XP_029141362.1	ENSPTRG00000007247.6
OG0012596	XP_015679615.1	ENSPTRG00000003314.4
OG0012597	XP_029142313.1	ENSPTRG00000008693.5
OG0012598	XP_029139637.1	ENSPTRG00000014868.5
OG0012599	XP_029139034.1	ENSPTRG00000041446.2
OG0012600	XP_015668079.1	ENSPTRG00000004373.3
OG0012601	XP_015674478.1	ENSPTRG00000052846.1
OG0012602	XP_015666712.1	ENSPTRG00000019370.6
OG0012603	XP_015687492.1	ENSPTRG00000001695.7
OG0012604	XP_015687490.1	ENSPTRG00000001696.5
OG0012606	XP_015676442.1	ENSPTRG00000017376.3
OG0012607	XP_029139400.1	ENSPTRG00000047463.1
OG0012608	XP_015679469.1	ENSPTRG00000005143.5
OG0012609	XP_015672711.1	ENSPTRG00000009430.5
OG0012610	XP_015687239.1	ENSPTRG00000003921.5
OG0012611	XP_015687146.1	ENSPTRG00000021577.5
OG0012612	XP_029139402.1	ENSPTRG00000050515.1, ENSPTRG00000019486.6
OG0012613	XP_015687144.2	ENSPTRG00000021579.6
OG0012614	XP_015668229.1	ENSPTRG00000045299.1
OG0012615	XP_015687487.1	ENSPTRG00000001702.5
OG0012616	XP_015682147.1	ENSPTRG00000010946.6
OG0012617	XP_029139857.1	ENSPTRG00000008974.5
OG0012619	XP_015684006.1	ENSPTRG00000030014.2
OG0012620	XP_015680825.1	ENSPTRG00000003867.5
OG0012621	XP_015679144.1	ENSPTRG00000002262.7
OG0012622	XP_029141289.1	ENSPTRG00000039641.2
OG0012623	XP_029142097.1	ENSPTRG00000044781.1
OG0012624	XP_015678167.1	ENSPTRG00000033985.3
OG0012625	XP_015679390.1	ENSPTRG00000008965.4
OG0012626	XP_029141790.1	ENSPTRG00000003864.6
OG0012627	XP_029141388.1	ENSPTRG00000019736.4
OG0012628	XP_015673453.1	ENSPTRG00000020055.4
OG0012629	XP_015673471.1	ENSPTRG00000022613.4
OG0012630	XP_029141027.1	ENSPTRG00000003726.5
OG0012631	XP_029140741.1, XP_029138896.1	ENSPTRG00000007967.3
OG0012633	XP_015680955.1	ENSPTRG00000019471.2
OG0012634	XP_015687559.2	ENSPTRG00000000330.6
OG0012635	XP_029141025.1	ENSPTRG00000003729.5
OG0012636	XP_015668667.1, XP_015668668.1	ENSPTRG00000008611.6
OG0012637	XP_015680435.1	ENSPTRG00000004774.6
OG0012638	XP_015677531.1	ENSPTRG00000001264.4
OG0012639	XP_029141575.1	ENSPTRG00000004909.5
OG0012641	XP_015665705.2, XP_029138974.1	ENSPTRG00000011233.3
OG0012642	XP_015686559.1	ENSPTRG00000008944.4
OG0012643	XP_029140719.1	ENSPTRG00000014999.3
OG0012644	XP_015686009.1	ENSPTRG00000017366.3
OG0012645	XP_015676138.1	ENSPTRG00000011145.6
OG0012646	XP_015669411.1	ENSPTRG00000015644.5
OG0012647	XP_015684222.1	ENSPTRG00000004763.4
OG0012650	XP_015670241.1	ENSPTRG00000004897.3
OG0012651	XP_015680600.1	ENSPTRG00000004765.4
OG0012652	XP_015680601.1	ENSPTRG00000050648.1
OG0012653	XP_015677256.1	ENSPTRG00000003739.6
OG0012654	XP_015672913.1	ENSPTRG00000015635.6
OG0012655	XP_015677255.1	ENSPTRG00000003741.6
OG0012656	XP_029138849.1, XP_029142196.1	ENSPTRG00000011240.6
OG0012657	XP_015685936.1	ENSPTRG00000044921.1
OG0012658	XP_015671144.1	ENSPTRG00000006747.5
OG0012659	XP_029140078.1	ENSPTRG00000003744.5
OG0012660	XP_029139876.1	ENSPTRG00000005476.6
OG0012661	XP_015677416.1	ENSPTRG00000051590.1
OG0012663	XP_015681247.1	ENSPTRG00000015623.7
OG0012664	XP_015674938.1	ENSPTRG00000001690.7
OG0012665	XP_029138847.1	ENSPTRG00000011497.6
OG0012666	XP_015677578.1	ENSPTRG00000050838.1
OG0012668	XP_029140694.1	ENSPTRG00000020108.5
OG0012670	XP_029139370.1	ENSPTRG00000005078.2
OG0012671	XP_015674611.2	ENSPTRG00000015613.6
OG0012672	XP_015684309.1	ENSPTRG00000013285.7
OG0012673	XP_029140590.1	ENSPTRG00000050442.1
OG0012674	XP_015671197.1	ENSPTRG00000010450.6
OG0012675	XP_029142570.1	ENSPTRG00000045831.1
OG0012676	XP_015666433.1	ENSPTRG00000011246.6
OG0012677	XP_015666423.1	ENSPTRG00000011245.6
OG0012679	XP_029141063.1	ENSPTRG00000011044.5
OG0012680	XP_015671153.1, XP_015671152.1	ENSPTRG00000004813.6
OG0012681	XP_015671149.1	ENSPTRG00000004801.5
OG0012682	XP_015666281.1	ENSPTRG00000018946.3
OG0012683	XP_015665810.1	ENSPTRG00000011236.4
OG0012684	XP_015666289.1	ENSPTRG00000018954.3
OG0012685	XP_015666097.1	ENSPTRG00000018985.4
OG0012686	XP_029139211.1	ENSPTRG00000017306.6
OG0012687	XP_015667634.1	ENSPTRG00000017305.6
OG0012688	XP_015676391.1, XP_015676392.1	ENSPTRG00000017304.6
OG0012690	XP_015669804.1	ENSPTRG00000015537.4
OG0012691	XP_015669806.1	ENSPTRG00000015535.5
OG0012692	XP_015668023.1	ENSPTRG00000020278.3
OG0012693	XP_015669813.1	ENSPTRG00000045536.1
OG0012694	XP_029141453.1	ENSPTRG00000015530.6
OG0012695	XP_015666051.1	ENSPTRG00000018998.4
OG0012696	XP_015673229.1	ENSPTRG00000030099.4
OG0012697	XP_015668281.1	ENSPTRG00000014688.5
OG0012698	XP_015678826.1	ENSPTRG00000015515.3
OG0012699	XP_015672428.1	ENSPTRG00000014036.5
OG0012700	XP_015668430.1	ENSPTRG00000015511.6
OG0012701	XP_015666230.1	ENSPTRG00000014673.5
OG0012702	XP_015677798.1	ENSPTRG00000015491.6
OG0012703	XP_015677363.1	ENSPTRG00000043559.1
OG0012705	XP_029138933.1	ENSPTRG00000030295.5
OG0012706	XP_015682697.1	ENSPTRG00000034032.2
OG0012707	XP_015674303.1	ENSPTRG00000016717.6
OG0012709	XP_015678156.1	ENSPTRG00000015399.7
OG0012710	XP_015687100.1	ENSPTRG00000001014.5
OG0012711	XP_029139814.1	ENSPTRG00000012988.6
OG0012712	XP_029142659.1	ENSPTRG00000012987.6
OG0012713	XP_029139123.1	ENSPTRG00000014737.5
OG0012714	XP_029139124.1	ENSPTRG00000014741.6
OG0012715	XP_015673713.1	ENSPTRG00000024078.6
OG0012716	XP_029139134.1	ENSPTRG00000019052.5
OG0012717	XP_029139125.1	ENSPTRG00000019053.6
OG0012718	XP_029140316.1	ENSPTRG00000012972.6
OG0012719	XP_015667262.1	ENSPTRG00000019073.6
OG0012720	XP_015666653.1	ENSPTRG00000019091.7
OG0012721	XP_015677954.1	ENSPTRG00000043334.1
OG0012722	XP_015681658.1	ENSPTRG00000013018.6
OG0012723	XP_015681660.1	ENSPTRG00000015720.4
OG0012725	XP_015668286.1	ENSPTRG00000019830.6
OG0012726	XP_015687257.1	ENSPTRG00000023553.6
OG0012727	XP_029140537.1	ENSPTRG00000043053.1
OG0012729	XP_015680058.1	ENSPTRG00000019165.7
OG0012730	XP_015680080.1	ENSPTRG00000019166.6
OG0012732	XP_015669620.1	ENSPTRG00000013431.4
OG0012733	XP_015669621.1	ENSPTRG00000022972.5
OG0012734	XP_015687504.1	ENSPTRG00000029436.3
OG0012735	XP_015687442.1	ENSPTRG00000014333.6
OG0012736	XP_029140232.1	ENSPTRG00000014336.7
OG0012737	XP_015669655.1	ENSPTRG00000013978.5
OG0012738	XP_015669644.1	ENSPTRG00000013980.7
OG0012740	XP_015685576.1, XP_015672757.1	ENSPTRG00000014346.6
OG0012741	XP_015677030.1	ENSPTRG00000051110.1
OG0012743	XP_015669073.1	ENSPTRG00000014407.7
OG0012744	XP_015669076.1	ENSPTRG00000014412.4
OG0012745	XP_015685998.1	ENSPTRG00000013974.6
OG0012746	XP_015669085.1	ENSPTRG00000023600.4
OG0012747	XP_015669215.1	ENSPTRG00000050656.1
OG0012749	XP_015670518.1	ENSPTRG00000000783.7
OG0012750	XP_015670525.1	ENSPTRG00000043722.1
OG0012751	XP_029141447.1	ENSPTRG00000000778.6
OG0012752	XP_015679134.1	ENSPTRG00000000777.6
OG0012753	XP_015666343.2	ENSPTRG00000000772.6
OG0012754	XP_015671304.2	ENSPTRG00000001053.3
OG0012755	XP_015669921.1	ENSPTRG00000046203.1
OG0012756	XP_015671769.1	ENSPTRG00000002823.5
OG0012758	XP_015666860.1	ENSPTRG00000052836.1
OG0012759	XP_015674928.1	ENSPTRG00000050617.1
OG0012760	XP_029139044.1	ENSPTRG00000052236.1
OG0012761	XP_015680005.1	ENSPTRG00000002811.2
OG0012762	XP_015669694.1	ENSPTRG00000046585.1
OG0012763	XP_015669691.1, XP_015669692.1, XP_015669690.1	ENSPTRG00000048688.1
OG0012764	XP_015668280.1	ENSPTRG00000002913.6
OG0012765	XP_029139041.1	ENSPTRG00000000650.5
OG0012766	XP_015666833.2	ENSPTRG00000000655.7
OG0012767	XP_015674314.1	ENSPTRG00000002934.7
OG0012768	XP_015666452.1	ENSPTRG00000005277.5
OG0012769	XP_029138976.1	ENSPTRG00000005276.4
OG0012770	XP_015666865.1	ENSPTRG00000000661.3
OG0012773	XP_015666354.1	ENSPTRG00000000724.5
OG0012774	XP_015667273.1	ENSPTRG00000005227.6
OG0012775	XP_015681134.1	ENSPTRG00000002583.5
OG0012776	XP_015683126.1	ENSPTRG00000002608.5
OG0012777	XP_029138960.1	ENSPTRG00000000738.4
OG0012778	XP_015666351.1	ENSPTRG00000000741.5
OG0012779	XP_015673006.1	ENSPTRG00000033882.2
OG0012780	XP_015673017.1	ENSPTRG00000003052.5
OG0012781	XP_029138959.1	ENSPTRG00000018095.7
OG0012782	XP_015687795.1	ENSPTRG00000009087.4
OG0012783	XP_015666374.1	ENSPTRG00000000752.7
OG0012785	XP_015687683.1	ENSPTRG00000009103.6
OG0012786	XP_015673292.2	ENSPTRG00000041103.2
OG0012788	XP_015687652.1	ENSPTRG00000030219.3
OG0012789	XP_015687759.1	ENSPTRG00000009117.6
OG0012790	XP_015687644.1	ENSPTRG00000001888.6
OG0012791	XP_015686191.1	ENSPTRG00000003031.7
OG0012792	XP_015687764.1	ENSPTRG00000009124.6
OG0012793	XP_015673175.1	ENSPTRG00000003037.5
OG0012794	XP_015673095.1	ENSPTRG00000029661.5
OG0012795	XP_015678644.1	ENSPTRG00000001871.5
OG0012796	XP_029139919.1	ENSPTRG00000031141.3
OG0012797	XP_015666569.1	ENSPTRG00000047723.1
OG0012798	XP_015687466.1	ENSPTRG00000018082.6
OG0012799	XP_015666566.1	ENSPTRG00000005827.5
OG0012800	XP_015687460.1	ENSPTRG00000018079.6
OG0012801	XP_015666565.1	ENSPTRG00000005815.6
OG0012802	XP_015671006.1	ENSPTRG00000018056.4
OG0012803	XP_015672391.1	ENSPTRG00000004855.6
OG0012805	XP_015672395.2	ENSPTRG00000004849.4
OG0012808	XP_015673216.1	ENSPTRG00000018486.7
OG0012809	XP_015665878.1	ENSPTRG00000009360.4
OG0012810	XP_029138876.1	ENSPTRG00000009367.4
OG0012811	XP_029143202.1	ENSPTRG00000052463.1, ENSPTRG00000049225.1
OG0012812	XP_015665958.1	ENSPTRG00000050792.1
OG0012813	XP_029140301.1	ENSPTRG00000001823.3
OG0012814	XP_029143201.1	ENSPTRG00000005925.6
OG0012815	XP_015687809.1	ENSPTRG00000005950.6
OG0012816	XP_015665900.1	ENSPTRG00000009389.6
OG0012817	XP_015673912.1	ENSPTRG00000046816.1
OG0012820	XP_015665952.1	ENSPTRG00000009247.6
OG0012821	XP_015665872.1	ENSPTRG00000009248.5
OG0012822	XP_015665871.1	ENSPTRG00000009249.3
OG0012823	XP_029138872.1	ENSPTRG00000039467.2
OG0012825	XP_015677124.1	ENSPTRG00000001104.5
OG0012826	XP_015676383.1	ENSPTRG00000005995.6
OG0012827	XP_015683451.1	ENSPTRG00000006001.6
OG0012828	XP_015665659.1	ENSPTRG00000011350.5
OG0012829	XP_015665696.1	ENSPTRG00000011349.4
OG0012830	XP_015684725.1	ENSPTRG00000001128.4
OG0012831	XP_015665629.1	ENSPTRG00000044699.1
OG0012832	XP_015678532.2	ENSPTRG00000006014.7
OG0012833	XP_015665643.1	ENSPTRG00000051474.1
OG0012834	XP_015667535.1	ENSPTRG00000001136.5
OG0012835	XP_015665662.1	ENSPTRG00000011338.5
OG0012836	XP_015670161.1	ENSPTRG00000014535.6
OG0012837	XP_015665668.1	ENSPTRG00000011280.6
OG0012838	XP_015665699.1	ENSPTRG00000011274.4
OG0012839	XP_015668004.1	ENSPTRG00000001851.7
OG0012841	XP_015673789.1	ENSPTRG00000001848.6
OG0012842	XP_015673796.1	ENSPTRG00000001850.3
OG0012843	XP_015673792.1	ENSPTRG00000001087.5
OG0012844	XP_015675309.1	ENSPTRG00000012333.5
OG0012845	XP_015671072.1	ENSPTRG00000023652.4
OG0012847	XP_015673966.1	ENSPTRG00000021620.7
OG0012849	XP_015669269.1	ENSPTRG00000013426.5
OG0012850	XP_015680948.1	ENSPTRG00000051860.1
OG0012852	XP_015683545.2	ENSPTRG00000004795.6
OG0012855	XP_015679028.1	ENSPTRG00000014485.5
OG0012858	XP_015675423.1	ENSPTRG00000001125.6
OG0012859	XP_015680668.1	ENSPTRG00000021710.6
OG0012860	XP_015675421.1	ENSPTRG00000001123.6
OG0012861	XP_015680587.1	ENSPTRG00000013490.5
OG0012862	XP_015671847.1	ENSPTRG00000013532.6
OG0012864	XP_015683298.1	ENSPTRG00000048338.1
OG0012866	XP_015679907.1	ENSPTRG00000004780.5
OG0012867	XP_029142581.1	ENSPTRG00000004788.6
OG0012868	XP_015679397.1	ENSPTRG00000021790.4
OG0012869	XP_015675236.1	ENSPTRG00000013608.5
OG0012870	XP_015675237.1	ENSPTRG00000023101.5
OG0012871	XP_015670350.1	ENSPTRG00000034190.3
OG0012872	XP_029139776.1	ENSPTRG00000013973.4
OG0012873	XP_015681414.1	ENSPTRG00000049805.1
OG0012874	XP_015677410.1	ENSPTRG00000013943.6
OG0012875	XP_029141810.1	ENSPTRG00000023366.5
OG0012876	XP_015685230.1	ENSPTRG00000013735.7
OG0012877	XP_015685674.1, XP_015685949.1	ENSPTRG00000048800.1
OG0012878	XP_015683049.1	ENSPTRG00000049284.1
OG0012879	XP_015669293.1	ENSPTRG00000013912.5
OG0012880	XP_015681826.1	ENSPTRG00000019588.6
OG0012881	XP_015679560.1	ENSPTRG00000013754.5
OG0012882	XP_015682587.1, XP_015682588.1	ENSPTRG00000024386.2
OG0012883	XP_015687443.1	ENSPTRG00000015999.5
OG0012886	XP_015674895.1	ENSPTRG00000013846.6
OG0012887	XP_029141517.1	ENSPTRG00000046040.1
OG0012888	XP_029142475.1	ENSPTRG00000016078.5
OG0012889	XP_029140299.1	ENSPTRG00000015254.4
OG0012890	XP_015673194.1	ENSPTRG00000015256.7
OG0012891	XP_015674479.1	ENSPTRG00000015219.6
OG0012892	XP_015687260.1	ENSPTRG00000049170.1
OG0012893	XP_029140973.1	ENSPTRG00000015207.6
OG0012894	XP_015687275.1	ENSPTRG00000016651.4
OG0012895	XP_015687262.1	ENSPTRG00000044593.1
OG0012896	XP_015668685.1	ENSPTRG00000015178.5
OG0012897	XP_015671507.1	ENSPTRG00000034187.3
OG0012898	XP_015685379.1, XP_015671338.1	ENSPTRG00000042723.1
OG0012899	XP_015668501.1	ENSPTRG00000004252.5
OG0012901	XP_015682552.1	ENSPTRG00000016560.3
OG0012902	XP_015670339.1	ENSPTRG00000015150.4
OG0012903	XP_029139643.1	ENSPTRG00000016555.6
OG0012904	XP_029140145.1	ENSPTRG00000015241.7
OG0012906	XP_015671675.1	ENSPTRG00000051107.1
OG0012908	XP_015670732.1	ENSPTRG00000005759.3
OG0012909	XP_015670713.1	ENSPTRG00000005758.4
OG0012910	XP_015671139.1	ENSPTRG00000005740.7
OG0012911	XP_015666970.1	ENSPTRG00000052327.1
OG0012912	XP_015666749.1	ENSPTRG00000051807.1
OG0012913	XP_015670365.1	ENSPTRG00000005698.5
OG0012914	XP_015681429.1	ENSPTRG00000016410.4
OG0012915	XP_015682251.1	ENSPTRG00000004239.5
OG0012916	XP_015681831.2	ENSPTRG00000016405.5
OG0012917	XP_015674071.1	ENSPTRG00000016399.4
OG0012918	XP_015670206.1	ENSPTRG00000004217.3
OG0012919	XP_015670211.1	ENSPTRG00000004208.4
OG0012920	XP_015670579.2	ENSPTRG00000047838.1
OG0012921	XP_015680020.1	ENSPTRG00000004192.6
OG0012924	XP_015687846.1	ENSPTRG00000016202.6
OG0012927	XP_015682675.1	ENSPTRG00000004125.4
OG0012928	XP_015683083.2	ENSPTRG00000016145.6
OG0012929	XP_015676879.1	ENSPTRG00000016892.4
OG0012930	XP_029139132.1	ENSPTRG00000040660.2
OG0012931	XP_015670667.1	ENSPTRG00000016862.4
OG0012932	XP_015672606.1	ENSPTRG00000046280.1
OG0012933	XP_015675575.1	ENSPTRG00000016820.3
OG0012934	XP_015680574.1	ENSPTRG00000016903.6
OG0012935	XP_015667687.2	ENSPTRG00000016939.5
OG0012936	XP_015668184.1	ENSPTRG00000045309.1
OG0012937	XP_029139309.1	ENSPTRG00000017015.4
OG0012938	XP_015665436.1	ENSPTRG00000044250.1
OG0012939	XP_015687421.1	ENSPTRG00000017086.7
OG0012940	XP_015668754.1	ENSPTRG00000010549.5
OG0012941	XP_015669437.1	ENSPTRG00000010565.5
OG0012942	XP_015672304.1	ENSPTRG00000020774.7
OG0012943	XP_015672306.1	ENSPTRG00000020775.6
OG0012944	XP_015678495.1	ENSPTRG00000021093.3
OG0012945	XP_015669960.1	ENSPTRG00000043705.1
OG0012947	XP_015676109.1	ENSPTRG00000020740.6
OG0012948	XP_015683987.1	ENSPTRG00000023432.5
OG0012950	XP_015680027.2	ENSPTRG00000050201.1
OG0012951	XP_015678417.1	ENSPTRG00000003471.3
OG0012952	XP_015676154.1	ENSPTRG00000005149.4
OG0012953	XP_015675954.1	ENSPTRG00000005155.4
OG0012954	XP_015668813.1	ENSPTRG00000006438.6
OG0012955	XP_029139442.1	ENSPTRG00000030719.4
OG0012956	XP_015687025.1	ENSPTRG00000048987.1
OG0012957	XP_015681353.1	ENSPTRG00000047301.1
OG0012958	XP_015680051.2	ENSPTRG00000012452.5
OG0012959	XP_015685056.1	ENSPTRG00000021865.6
OG0012960	XP_015673758.1	ENSPTRG00000022997.4
OG0012961	XP_029142176.1	ENSPTRG00000006640.5
OG0012962	XP_015673765.1	ENSPTRG00000005025.3
OG0012963	XP_015682139.1	ENSPTRG00000006632.6
OG0012964	XP_029143205.1	ENSPTRG00000005021.4
OG0012965	XP_015675617.1	ENSPTRG00000047008.1
OG0012966	XP_029140089.1	ENSPTRG00000010372.5
OG0012967	XP_015678221.1	ENSPTRG00000010367.5
OG0012968	XP_029142305.1	ENSPTRG00000010362.6
OG0012969	XP_015682964.1	ENSPTRG00000010572.5
OG0012970	XP_029139298.1	ENSPTRG00000006580.4
OG0012971	XP_029139624.1	ENSPTRG00000006565.6
OG0012972	XP_015669722.1	ENSPTRG00000006562.3
OG0012973	XP_029141144.1	ENSPTRG00000006542.5
OG0012974	XP_015668773.1	ENSPTRG00000010553.3
OG0012975	XP_015668774.1	ENSPTRG00000010555.6
OG0012976	XP_015674867.1	ENSPTRG00000030698.3
OG0012977	XP_015668783.1	ENSPTRG00000010504.7
OG0012978	XP_015668796.1	ENSPTRG00000043387.1
OG0012979	XP_029139440.1	ENSPTRG00000048424.1
OG0012980	XP_015671074.1	ENSPTRG00000010490.4
OG0012981	XP_029141782.1	ENSPTRG00000022713.2
OG0012982	XP_015671076.1	ENSPTRG00000010392.6
OG0012983	XP_015671636.1	ENSPTRG00000030783.4
OG0012984	XP_015676125.1	ENSPTRG00000010476.6
OG0012985	XP_015676126.1	ENSPTRG00000010477.5
OG0012986	XP_015679779.1	ENSPTRG00000010487.5
OG0012987	XP_015672522.2	ENSPTRG00000004640.6
OG0012988	XP_015683050.1	ENSPTRG00000005789.3
OG0012990	XP_015670437.1	ENSPTRG00000021084.6
OG0012991	XP_015670435.1	ENSPTRG00000021870.7
OG0012992	XP_015670611.1	ENSPTRG00000042704.1
OG0012993	XP_015674437.2	ENSPTRG00000006515.5
OG0012994	XP_015670591.1	ENSPTRG00000024398.6
OG0012995	XP_029141455.1	ENSPTRG00000006981.6
OG0012996	XP_015667738.1	ENSPTRG00000022412.6
OG0012997	XP_015667753.1	ENSPTRG00000022413.6
OG0012998	XP_029139231.1	ENSPTRG00000022416.7
OG0013000	XP_015671415.1	ENSPTRG00000047942.1
OG0013001	XP_015667723.2	ENSPTRG00000049057.1
OG0013002	XP_015672709.1	ENSPTRG00000038696.2
OG0013003	XP_015667722.1	ENSPTRG00000021889.4
OG0013004	XP_015679612.2	ENSPTRG00000003551.4
OG0013005	XP_015667719.1	ENSPTRG00000021928.5
OG0013006	XP_015667695.1	ENSPTRG00000021926.5
OG0013007	XP_015672981.1	ENSPTRG00000009419.5
OG0013008	XP_015687202.1	ENSPTRG00000003532.6
OG0013009	XP_015673653.1	ENSPTRG00000004920.6
OG0013010	XP_015680342.1	ENSPTRG00000003535.6
OG0013011	XP_015674931.1	ENSPTRG00000003536.4
OG0013012	XP_029140698.1	ENSPTRG00000004964.4
OG0013013	XP_015675379.2	ENSPTRG00000005101.5
OG0013014	XP_015675369.1	ENSPTRG00000005100.5
OG0013015	XP_015679788.1	ENSPTRG00000041394.2
OG0013016	XP_015666060.1	ENSPTRG00000003445.3
OG0013017	XP_015677632.1	ENSPTRG00000003446.4
OG0013019	XP_015685673.1	ENSPTRG00000003479.6
OG0013020	XP_029141285.1	ENSPTRG00000004894.5
OG0013021	XP_029142958.1	ENSPTRG00000003487.6
OG0013022	XP_015676685.1	ENSPTRG00000003359.3
OG0013023	XP_015678145.1	ENSPTRG00000003350.5
OG0013024	XP_029141468.1	ENSPTRG00000003342.6
OG0013025	XP_029142456.1	ENSPTRG00000003340.4
OG0013026	XP_015683673.1	ENSPTRG00000003338.5
OG0013027	XP_015677948.1	ENSPTRG00000044060.1
OG0013028	XP_015684471.1	ENSPTRG00000028707.3
OG0013029	XP_015682421.1	ENSPTRG00000003404.7
OG0013030	XP_015680862.1	ENSPTRG00000003405.6
OG0013031	XP_029142905.1	ENSPTRG00000004968.6
OG0013032	XP_015666580.1	ENSPTRG00000051372.1
OG0013034	XP_015675102.1	ENSPTRG00000003424.6
OG0013035	XP_029139818.1	ENSPTRG00000051390.1
OG0013036	XP_029139825.1	ENSPTRG00000009605.6
OG0013037	XP_029140635.1	ENSPTRG00000003430.6
OG0013038	XP_015678171.2	ENSPTRG00000003578.6
OG0013039	XP_015682487.1	ENSPTRG00000044094.1
OG0013040	XP_029140260.1	ENSPTRG00000009738.4
OG0013043	XP_015674379.1	ENSPTRG00000052259.1
OG0013044	XP_015674381.1	ENSPTRG00000009707.5
OG0013045	XP_015667372.1	ENSPTRG00000003130.6
OG0013046	XP_015677873.1	ENSPTRG00000045625.1
OG0013047	XP_029139596.1	ENSPTRG00000003983.7
OG0013048	XP_015686080.1	ENSPTRG00000010617.4
OG0013049	XP_015675549.1	ENSPTRG00000049947.1
OG0013050	XP_015674628.1	ENSPTRG00000015448.3
OG0013051	XP_015674624.1	ENSPTRG00000015295.6
OG0013052	XP_015685092.1	ENSPTRG00000008743.3
OG0013053	XP_015674618.1	ENSPTRG00000015320.2
OG0013055	XP_029141739.1	ENSPTRG00000015313.5
OG0013056	XP_015670683.1	ENSPTRG00000008749.5
OG0013059	XP_015673127.1	ENSPTRG00000012415.5
OG0013060	XP_015675982.1	ENSPTRG00000012938.6
OG0013061	XP_015675957.1	ENSPTRG00000012918.3
OG0013062	XP_015675978.1	ENSPTRG00000038735.2
OG0013063	XP_015675210.1	ENSPTRG00000003969.4
OG0013064	XP_015680501.1	ENSPTRG00000040291.2
OG0013065	XP_029141735.1	ENSPTRG00000041861.2
OG0013066	XP_015676028.1, XP_015676031.1	ENSPTRG00000034232.3
OG0013067	XP_015674603.1	ENSPTRG00000009661.3
OG0013068	XP_015674614.1	ENSPTRG00000009660.5
OG0013069	XP_015679922.1	ENSPTRG00000045004.1
OG0013070	XP_029141609.1	ENSPTRG00000006441.7
OG0013071	XP_029139126.1	ENSPTRG00000009028.6
OG0013072	XP_015672181.1	ENSPTRG00000012948.6
OG0013073	XP_015681012.1, XP_015686177.1, XP_015681013.1	ENSPTRG00000009783.6
OG0013074	XP_015679125.1	ENSPTRG00000052436.1
OG0013075	XP_015679128.1	ENSPTRG00000030739.4
