Orthogroup	P_Mucros.pep	C_familiaris.pep
OG0010857	XP_015677935.1	ENSCAFG00000002163.5
OG0010858	XP_015676527.1	ENSCAFG00000002171.5
OG0010859	XP_015673579.1	ENSCAFG00000001532.3
OG0010860	XP_015673581.2	ENSCAFG00000001535.3
OG0010861	XP_029140355.1	ENSCAFG00000001537.4
OG0010862	XP_015675523.2	ENSCAFG00000001545.5
OG0010863	XP_015675524.1	ENSCAFG00000001548.4
OG0010864	XP_029140704.1	ENSCAFG00000001557.5
OG0010865	XP_015677916.1	ENSCAFG00000001566.5
OG0010866	XP_015678499.1	ENSCAFG00000002180.4
OG0010867	XP_015678496.1	ENSCAFG00000002204.3
OG0010868	XP_015672441.1	ENSCAFG00000013716.4
OG0010869	XP_015681735.1	ENSCAFG00000001205.4
OG0010870	XP_015681736.1	ENSCAFG00000001213.6
OG0010871	XP_015680386.2	ENSCAFG00000001219.5
OG0010872	XP_015679330.1	ENSCAFG00000001246.4
OG0010873	XP_015676239.1	ENSCAFG00000001286.5
OG0010874	XP_015676238.1	ENSCAFG00000023549.4
OG0010875	XP_015674014.1	ENSCAFG00000023269.3
OG0010876	XP_015674010.1	ENSCAFG00000001350.4
OG0010877	XP_029140436.1	ENSCAFG00000001344.4
OG0010878	XP_029142279.1	ENSCAFG00000046655.1
OG0010879	XP_015683458.1	ENSCAFG00000001390.3
OG0010880	XP_015667995.1	ENSCAFG00000001425.5
OG0010881	XP_015667991.1, XP_015667992.1	ENSCAFG00000029948.2
OG0010882	XP_015669954.1	ENSCAFG00000001699.5
OG0010883	XP_015669953.1	ENSCAFG00000001702.4
OG0010884	XP_015669959.1	ENSCAFG00000001751.5
OG0010885	XP_015682978.1	ENSCAFG00000001778.4
OG0010886	XP_015672162.2	ENSCAFG00000001815.5
OG0010887	XP_015667965.1	ENSCAFG00000001867.4
OG0010888	XP_015682540.1, XP_015682542.1	ENSCAFG00000001893.4
OG0010889	XP_015682544.1	ENSCAFG00000001895.5
OG0010890	XP_015673516.1	ENSCAFG00000001957.4
OG0010891	XP_015673518.1	ENSCAFG00000001982.5
OG0010892	XP_015673520.1	ENSCAFG00000023150.3
OG0010893	XP_015673521.1	ENSCAFG00000001988.4
OG0010894	XP_015678870.1	ENSCAFG00000002028.5
OG0010895	XP_015678871.1	ENSCAFG00000002032.4
OG0010896	XP_015676110.1	ENSCAFG00000002067.2
OG0010897	XP_015676107.1	ENSCAFG00000002081.4
OG0010898	XP_015676105.1	ENSCAFG00000002128.5
OG0010899	XP_029140805.1	ENSCAFG00000001354.3
OG0010900	XP_015674568.1	ENSCAFG00000013418.4
OG0010901	XP_015674564.1	ENSCAFG00000013360.4
OG0010902	XP_015677570.1	ENSCAFG00000013203.4
OG0010904	XP_015668561.1	ENSCAFG00000013151.4
OG0010905	XP_015668559.1, XP_015668560.1	ENSCAFG00000013144.4
OG0010906	XP_015668564.1	ENSCAFG00000030216.2
OG0010907	XP_015671628.1	ENSCAFG00000012762.4
OG0010908	XP_015674696.1	ENSCAFG00000003010.4
OG0010909	XP_015683027.1	ENSCAFG00000032597.2
OG0010910	XP_015682203.2	ENSCAFG00000002603.3
OG0010911	XP_015675067.1	ENSCAFG00000001706.4
OG0010912	XP_015675069.1	ENSCAFG00000001698.5
OG0010913	XP_015680584.1	ENSCAFG00000029621.2
OG0010914	XP_015680751.1	ENSCAFG00000001581.4
OG0010915	XP_015675072.1	ENSCAFG00000001727.3
OG0010916	XP_015675062.1	ENSCAFG00000001720.4
OG0010917	XP_015680749.1	ENSCAFG00000001598.4
OG0010918	XP_015676097.1	ENSCAFG00000009103.5
OG0010919	XP_015676143.1	ENSCAFG00000000290.4
OG0010920	XP_029141153.1, XP_029141154.1	ENSCAFG00000018404.3
OG0010921	XP_015678976.1	ENSCAFG00000018408.5
OG0010922	XP_015676009.1, XP_015676017.1	ENSCAFG00000007902.4
OG0010923	XP_015668812.1	ENSCAFG00000016027.3
OG0010924	XP_015676120.1	ENSCAFG00000007872.4
OG0010925	XP_015676652.1	ENSCAFG00000007831.5
OG0010926	XP_015677945.1	ENSCAFG00000015791.1
OG0010927	XP_015681830.1	ENSCAFG00000015780.3
OG0010928	XP_015679671.1	ENSCAFG00000015722.4
OG0010929	XP_015679670.1	ENSCAFG00000015718.4
OG0010930	XP_015682075.1	ENSCAFG00000015155.4
OG0010931	XP_015682738.1	ENSCAFG00000015178.4
OG0010932	XP_015687026.1	ENSCAFG00000047800.1
OG0010933	XP_029141987.1	ENSCAFG00000018325.5
OG0010934	XP_029140467.1	ENSCAFG00000018311.5
OG0010935	XP_015674196.1	ENSCAFG00000029769.2
OG0010936	XP_029139426.1	ENSCAFG00000018290.4
OG0010937	XP_015680271.1	ENSCAFG00000031832.2
OG0010938	XP_015668721.1	ENSCAFG00000018279.3
OG0010940	XP_015679940.1	ENSCAFG00000018892.4
OG0010941	XP_015674557.1	ENSCAFG00000017684.5
OG0010942	XP_029142781.1	ENSCAFG00000015483.5
OG0010943	XP_015674552.1	ENSCAFG00000017701.4
OG0010944	XP_029142752.1	ENSCAFG00000015519.5
OG0010945	XP_015674556.1	ENSCAFG00000017714.4
OG0010946	XP_029141499.1	ENSCAFG00000029786.2
OG0010947	XP_015679246.1	ENSCAFG00000017735.3
OG0010948	XP_015679234.1	ENSCAFG00000017744.4
OG0010949	XP_015672640.1	ENSCAFG00000007035.3
OG0010950	XP_015675709.1	ENSCAFG00000017809.7
OG0010951	XP_015672624.1	ENSCAFG00000007070.4
OG0010952	XP_029140219.1	ENSCAFG00000007077.5
OG0010953	XP_029139922.1	ENSCAFG00000017609.4
OG0010954	XP_015671179.1	ENSCAFG00000032722.2
OG0010955	XP_029139921.1	ENSCAFG00000017588.4
OG0010956	XP_015682917.1	ENSCAFG00000011030.4
OG0010957	XP_015672628.1	ENSCAFG00000029158.3
OG0010958	XP_015682259.1	ENSCAFG00000010909.4
OG0010959	XP_015673755.2	ENSCAFG00000030927.2
OG0010960	XP_015673750.1	ENSCAFG00000006593.4
OG0010961	XP_015682206.1	ENSCAFG00000010853.4
OG0010962	XP_015673757.1	ENSCAFG00000006611.3
OG0010963	XP_015673754.1	ENSCAFG00000028496.2
OG0010964	XP_015673761.1	ENSCAFG00000006648.5
OG0010965	XP_015673763.1	ENSCAFG00000025599.2
OG0010966	XP_015673764.1	ENSCAFG00000006645.4
OG0010967	XP_015686445.1, XP_029141743.1	ENSCAFG00000006699.4
OG0010968	XP_015682129.2	ENSCAFG00000017543.4
OG0010969	XP_015675714.1	ENSCAFG00000006918.4
OG0010970	XP_015675695.2	ENSCAFG00000006950.4
OG0010971	XP_029140740.1	ENSCAFG00000025559.3
OG0010972	XP_015673959.1	ENSCAFG00000006371.5
OG0010973	XP_015676956.1	ENSCAFG00000032734.2
OG0010974	XP_015676962.1	ENSCAFG00000031111.2
OG0010975	XP_015679770.1	ENSCAFG00000017478.5
OG0010976	XP_015680971.1	ENSCAFG00000017415.4
OG0010977	XP_015680968.1	ENSCAFG00000017377.5
OG0010978	XP_015684033.1	ENSCAFG00000017354.4
OG0010979	XP_015684748.1	ENSCAFG00000017343.6
OG0010980	XP_015665403.1	ENSCAFG00000017329.1
OG0010981	XP_015681289.1	ENSCAFG00000017315.4
OG0010982	XP_015680278.1	ENSCAFG00000017308.4
OG0010983	XP_015680277.1	ENSCAFG00000017302.5
OG0010984	XP_015668098.1	ENSCAFG00000030409.2
OG0010985	XP_015668099.1	ENSCAFG00000017229.4
OG0010986	XP_029139297.1	ENSCAFG00000017222.4
OG0010987	XP_015668104.1	ENSCAFG00000017196.4
OG0010988	XP_015668094.1	ENSCAFG00000017191.3
OG0010989	XP_029139304.1	ENSCAFG00000017178.5
OG0010990	XP_015668096.1	ENSCAFG00000017168.5
OG0010991	XP_015683025.1	ENSCAFG00000032369.2
OG0010992	XP_015669726.1	ENSCAFG00000017152.5
OG0010993	XP_015669735.1	ENSCAFG00000017147.5
OG0010994	XP_015669734.2	ENSCAFG00000017144.4
OG0010995	XP_015669725.1	ENSCAFG00000017116.4
OG0010996	XP_015669717.1	ENSCAFG00000017040.4
OG0010997	XP_015677703.1	ENSCAFG00000017024.4
OG0010998	XP_015668767.2	ENSCAFG00000017096.4
OG0010999	XP_015677701.1	ENSCAFG00000016998.4
OG0011000	XP_015677689.1	ENSCAFG00000016994.3
OG0011001	XP_015677696.1	ENSCAFG00000016962.4
OG0011002	XP_029139435.1	ENSCAFG00000017319.4
OG0011003	XP_029139439.1	ENSCAFG00000017326.4
OG0011004	XP_015674864.1	ENSCAFG00000016923.4
OG0011005	XP_029139436.1	ENSCAFG00000017405.4
OG0011006	XP_015674861.1	ENSCAFG00000044256.1
OG0011007	XP_015674860.1	ENSCAFG00000016901.5
OG0011008	XP_015674859.1	ENSCAFG00000025238.4
OG0011009	XP_015668760.1	ENSCAFG00000017432.4
OG0011010	XP_015674858.1	ENSCAFG00000016885.4
OG0011011	XP_015668496.1	ENSCAFG00000029732.2
OG0011012	XP_015671081.1	ENSCAFG00000015962.5
OG0011013	XP_015672983.1	ENSCAFG00000013690.4
OG0011014	XP_015672985.1	ENSCAFG00000028962.2
OG0011015	XP_015672984.2	ENSCAFG00000013731.4
OG0011016	XP_015681694.1	ENSCAFG00000013743.4
OG0011017	XP_029141993.1	ENSCAFG00000013753.4
OG0011018	XP_015671637.2	ENSCAFG00000012582.4
OG0011019	XP_015671624.2	ENSCAFG00000012553.5
OG0011020	XP_015672102.1	ENSCAFG00000029607.2
OG0011021	XP_015669063.1	ENSCAFG00000008304.4
OG0011022	XP_015669062.1	ENSCAFG00000008398.5
OG0011023	XP_029139895.1	ENSCAFG00000016147.4
OG0011024	XP_015669061.1	ENSCAFG00000008431.4
OG0011025	XP_029139897.1	ENSCAFG00000016130.4
OG0011026	XP_015678656.1	ENSCAFG00000008643.4
OG0011027	XP_015671205.1	ENSCAFG00000008649.5
OG0011028	XP_015671193.1	ENSCAFG00000008674.5
OG0011029	XP_029141586.1, XP_015679783.1	ENSCAFG00000017621.4
OG0011030	XP_015672672.1	ENSCAFG00000013892.5
OG0011031	XP_029141704.1	ENSCAFG00000013806.4
OG0011032	XP_015681244.1	ENSCAFG00000049605.1
OG0011033	XP_015681267.1	ENSCAFG00000008002.2
OG0011034	XP_015681284.1	ENSCAFG00000029792.2
OG0011035	XP_029142085.1	ENSCAFG00000017615.3
OG0011036	XP_029141588.1	ENSCAFG00000013488.4
OG0011037	XP_015682630.1	ENSCAFG00000017635.4
OG0011038	XP_015677674.1	ENSCAFG00000006073.5
OG0011039	XP_015683112.1	ENSCAFG00000006115.5
OG0011040	XP_015682384.1	ENSCAFG00000017663.5
OG0011041	XP_015683040.1	ENSCAFG00000010926.4
OG0011042	XP_015677911.1	ENSCAFG00000017681.4
OG0011043	XP_015679007.1	ENSCAFG00000016679.5
OG0011044	XP_015679005.1	ENSCAFG00000016702.4
OG0011045	XP_015673565.1	ENSCAFG00000009784.4
OG0011046	XP_015670436.1	ENSCAFG00000015572.4
OG0011047	XP_015678864.1	ENSCAFG00000016802.4
OG0011048	XP_029142199.1	ENSCAFG00000016864.5
OG0011049	XP_015680569.1	ENSCAFG00000010104.5
OG0011050	XP_015670613.1	ENSCAFG00000019241.5
OG0011051	XP_015670599.1	ENSCAFG00000019239.4
OG0011052	XP_015680557.1	ENSCAFG00000010031.5
OG0011053	XP_015670600.1	ENSCAFG00000019189.4
OG0011054	XP_029139230.1	ENSCAFG00000019428.5
OG0011055	XP_015680918.1	ENSCAFG00000009525.4
OG0011056	XP_029143084.1	ENSCAFG00000009510.4
OG0011057	XP_015674773.1	ENSCAFG00000009282.6
OG0011058	XP_015672705.1	ENSCAFG00000020060.4
OG0011059	XP_015679609.1	ENSCAFG00000009122.5
OG0011060	XP_015667721.1	ENSCAFG00000016277.4
OG0011061	XP_015667718.1	ENSCAFG00000016241.4
OG0011062	XP_029141559.1	ENSCAFG00000008977.5
OG0011063	XP_015674137.1	ENSCAFG00000008852.4
OG0011064	XP_015674143.1	ENSCAFG00000008656.5
OG0011065	XP_029140461.1	ENSCAFG00000008769.5
OG0011066	XP_015681636.1	ENSCAFG00000016231.4
OG0011067	XP_015687339.1	ENSCAFG00000008230.4
OG0011068	XP_015673952.1	ENSCAFG00000006657.5
OG0011069	XP_015687331.1	ENSCAFG00000008306.6
OG0011070	XP_015687200.1	ENSCAFG00000009453.5
OG0011071	XP_015687196.2	ENSCAFG00000009393.4
OG0011072	XP_015682528.1	ENSCAFG00000009363.4
OG0011073	XP_015682532.1	ENSCAFG00000009349.4
OG0011074	XP_015682527.1	ENSCAFG00000009313.4
OG0011075	XP_015671297.1	ENSCAFG00000006768.2
OG0011076	XP_015673949.1	ENSCAFG00000006730.5
OG0011077	XP_015677970.1	ENSCAFG00000006803.1
OG0011078	XP_015677971.2	ENSCAFG00000006808.2
OG0011079	XP_029141215.1	ENSCAFG00000006825.4
OG0011080	XP_015675469.1	ENSCAFG00000000128.4
OG0011081	XP_015676571.1	ENSCAFG00000006832.3
OG0011082	XP_029140676.1	ENSCAFG00000000124.6
OG0011083	XP_015674788.1	ENSCAFG00000006881.5
OG0011085	XP_015686058.1	ENSCAFG00000010688.3
OG0011086	XP_015669563.1	ENSCAFG00000029983.2
OG0011087	XP_015669561.1	ENSCAFG00000010698.4
OG0011088	XP_015675319.1	ENSCAFG00000000119.5
OG0011089	XP_015679276.1	ENSCAFG00000010388.4
OG0011090	XP_015682465.1	ENSCAFG00000004970.4
OG0011091	XP_015679281.1	ENSCAFG00000009424.4
OG0011092	XP_029141477.1	ENSCAFG00000009431.4
OG0011093	XP_015683949.1	ENSCAFG00000009813.5
OG0011094	XP_029141852.1	ENSCAFG00000009831.6
OG0011095	XP_015681093.2	ENSCAFG00000009856.4
OG0011096	XP_015678785.1	ENSCAFG00000010053.5
OG0011097	XP_015678401.1	ENSCAFG00000000111.4
OG0011098	XP_015675502.1	ENSCAFG00000010282.4
OG0011099	XP_015678418.2	ENSCAFG00000007510.5
OG0011100	XP_015678395.1	ENSCAFG00000000108.5
OG0011101	XP_029142408.1	ENSCAFG00000007426.4
OG0011102	XP_015687041.1	ENSCAFG00000007315.4
OG0011103	XP_029142971.1	ENSCAFG00000007308.5
OG0011104	XP_015687022.1	ENSCAFG00000007298.4
OG0011105	XP_015671812.1	ENSCAFG00000008760.6
OG0011106	XP_015685572.1	ENSCAFG00000029988.2
OG0011107	XP_015669397.1	ENSCAFG00000008801.4
OG0011108	XP_015669452.1	ENSCAFG00000008811.4
OG0011109	XP_015669439.1	ENSCAFG00000008857.4
OG0011110	XP_015676683.1	ENSCAFG00000007638.4
OG0011111	XP_015676686.1	ENSCAFG00000007573.4
OG0011112	XP_015675406.1	ENSCAFG00000008923.5
OG0011113	XP_015675407.1, XP_015675409.1	ENSCAFG00000008937.5
OG0011114	XP_015678385.1	ENSCAFG00000000142.4
OG0011115	XP_015679796.2	ENSCAFG00000008487.4
OG0011116	XP_029139765.1	ENSCAFG00000008607.4
OG0011117	XP_015674750.1	ENSCAFG00000008664.4
OG0011118	XP_015674761.1	ENSCAFG00000042900.1
OG0011119	XP_015677397.1	ENSCAFG00000008389.4
OG0011120	XP_015677395.1	ENSCAFG00000008382.4
OG0011121	XP_015681634.2	ENSCAFG00000050025.1
OG0011122	XP_029138996.1	ENSCAFG00000004464.5
OG0011123	XP_029139853.1	ENSCAFG00000004524.4
OG0011124	XP_029139823.1	ENSCAFG00000004553.2
OG0011125	XP_015670705.1	ENSCAFG00000004556.4
OG0011126	XP_015675109.1	ENSCAFG00000031339.2
OG0011127	XP_015670828.1	ENSCAFG00000024663.2
OG0011128	XP_015670682.1	ENSCAFG00000005759.5
OG0011129	XP_015670794.1	ENSCAFG00000005752.5
OG0011130	XP_015670640.1	ENSCAFG00000005725.4
OG0011131	XP_015670764.1	ENSCAFG00000005719.4
OG0011132	XP_029139808.1	ENSCAFG00000005705.5
OG0011133	XP_015670604.1	ENSCAFG00000005700.5
OG0011134	XP_029141347.1	ENSCAFG00000010197.5
OG0011135	XP_029139855.1	ENSCAFG00000005689.5
OG0011136	XP_015678692.1	ENSCAFG00000010121.4
OG0011137	XP_015678732.1	ENSCAFG00000010099.4
OG0011138	XP_015683865.1	ENSCAFG00000010090.5
OG0011139	XP_015672937.1	ENSCAFG00000005640.4
OG0011140	XP_015672836.1	ENSCAFG00000018912.4
OG0011141	XP_029140256.1	ENSCAFG00000005578.5
OG0011142	XP_015675388.1	ENSCAFG00000005572.5
OG0011143	XP_015675390.1	ENSCAFG00000031851.2
OG0011144	XP_015675391.1	ENSCAFG00000032086.2
OG0011145	XP_015669840.1	ENSCAFG00000009960.4
OG0011146	XP_029140943.1	ENSCAFG00000005545.4
OG0011147	XP_015676761.1	ENSCAFG00000005528.4
OG0011148	XP_015674375.1	ENSCAFG00000005312.5
OG0011149	XP_015679650.1	ENSCAFG00000005294.4
OG0011150	XP_015676701.1	ENSCAFG00000009586.4
OG0011151	XP_015679649.2	ENSCAFG00000005252.3
OG0011152	XP_015667462.1	ENSCAFG00000023924.4
OG0011153	XP_029141564.1	ENSCAFG00000024784.3
OG0011154	XP_015667450.1	ENSCAFG00000009553.5
OG0011155	XP_015667439.1	ENSCAFG00000009547.5
OG0011157	XP_015667415.1	ENSCAFG00000031406.2, ENSCAFG00000006633.5
OG0011158	XP_015667473.1	ENSCAFG00000006569.5
OG0011159	XP_015677048.1	ENSCAFG00000016286.4
OG0011161	XP_015677045.1	ENSCAFG00000016258.4
OG0011163	XP_015680698.1	ENSCAFG00000010920.5
OG0011164	XP_015669566.1	ENSCAFG00000010913.4
OG0011165	XP_029139597.1	ENSCAFG00000010447.5
OG0011166	XP_029140156.1	ENSCAFG00000010766.5
OG0011168	XP_015683023.1	ENSCAFG00000031492.2
OG0011169	XP_029140898.1	ENSCAFG00000010745.5
OG0011170	XP_015678265.2	ENSCAFG00000012985.5
OG0011171	XP_015678264.1	ENSCAFG00000013002.4
OG0011172	XP_015676542.1	ENSCAFG00000011840.4
OG0011173	XP_029140711.1	ENSCAFG00000006505.5
OG0011174	XP_015678259.1	ENSCAFG00000017886.4
OG0011175	XP_015679118.1	ENSCAFG00000006439.4
OG0011176	XP_029140552.1	ENSCAFG00000011940.4
OG0011177	XP_015674620.1	ENSCAFG00000012701.4
OG0011178	XP_015674617.1	ENSCAFG00000012574.4
OG0011179	XP_015673089.1	ENSCAFG00000028478.2
OG0011180	XP_015673083.1	ENSCAFG00000012197.5
OG0011181	XP_015670684.1	ENSCAFG00000017382.4
OG0011182	XP_015670701.1	ENSCAFG00000017387.5
OG0011183	XP_015673087.1	ENSCAFG00000012091.5
OG0011184	XP_015670688.1, XP_015670687.1	ENSCAFG00000017427.4
OG0011185	XP_015669463.1	ENSCAFG00000012051.4
OG0011186	XP_029139838.1	ENSCAFG00000017875.4
OG0011187	XP_015680984.1	ENSCAFG00000017923.4
OG0011188	XP_015674402.1	ENSCAFG00000011989.4
OG0011189	XP_015674404.1	ENSCAFG00000011672.4
OG0011190	XP_015665690.1	ENSCAFG00000013098.4
OG0011191	XP_029138844.1	ENSCAFG00000017863.5
OG0011192	XP_015674408.1	ENSCAFG00000004700.4
OG0011193	XP_015673124.1	ENSCAFG00000004821.5
OG0011194	XP_015673126.1	ENSCAFG00000004840.4
OG0011196	XP_015679974.1	ENSCAFG00000004879.3
OG0011197	XP_015679975.1	ENSCAFG00000007541.4
OG0011198	XP_029140784.1	ENSCAFG00000014999.6
OG0011199	XP_015675968.2	ENSCAFG00000015006.4
OG0011200	XP_029140782.1	ENSCAFG00000014919.5
OG0011201	XP_015675962.1	ENSCAFG00000014887.4
OG0011202	XP_015675963.1	ENSCAFG00000014876.4
OG0011203	XP_029140780.1	ENSCAFG00000014861.6
OG0011204	XP_015675960.1	ENSCAFG00000014816.5
OG0011205	XP_015677119.1	ENSCAFG00000017455.4
OG0011206	XP_029141008.1	ENSCAFG00000017446.4
OG0011207	XP_015685760.1, XP_029140781.1	ENSCAFG00000030038.2
OG0011208	XP_015675972.1	ENSCAFG00000014632.4
OG0011209	XP_015673249.1	ENSCAFG00000012948.3
OG0011210	XP_015673257.1	ENSCAFG00000012945.4
OG0011211	XP_029140844.1	ENSCAFG00000005224.6
OG0011212	XP_015685602.1	ENSCAFG00000005155.4
OG0011213	XP_015685583.1	ENSCAFG00000005145.4
OG0011214	XP_015676676.1	ENSCAFG00000011898.4
OG0011215	XP_015685546.1	ENSCAFG00000005132.4
OG0011216	XP_029142868.1	ENSCAFG00000005122.5
OG0011217	XP_015674390.1	ENSCAFG00000005090.3
OG0011218	XP_029140505.1	ENSCAFG00000005078.4
OG0011219	XP_029139139.1	ENSCAFG00000006919.5
OG0011220	XP_015675204.1	ENSCAFG00000030417.2
OG0011221	XP_029142704.1	ENSCAFG00000005055.4
OG0011222	XP_015680811.1	ENSCAFG00000007604.4
OG0011223	XP_015675195.1	ENSCAFG00000005050.4
OG0011224	XP_015680502.1	ENSCAFG00000007649.2
OG0011225	XP_015680508.1	ENSCAFG00000025213.4
OG0011226	XP_015675188.1	ENSCAFG00000005027.4
OG0011227	XP_015680503.1	ENSCAFG00000025148.3
OG0011228	XP_015676038.1	ENSCAFG00000042658.1
OG0011229	XP_029140789.1	ENSCAFG00000007815.4
OG0011230	XP_015676027.1	ENSCAFG00000007862.5
OG0011231	XP_029141863.1	ENSCAFG00000030969.2
OG0011232	XP_015685547.1, XP_015673245.1	ENSCAFG00000007878.4
OG0011233	XP_015675198.1	ENSCAFG00000004960.5
OG0011234	XP_015674559.1	ENSCAFG00000004925.4
OG0011235	XP_015674659.1	ENSCAFG00000028956.2
OG0011237	XP_015677316.1	ENSCAFG00000004752.3
OG0011238	XP_029141265.1, XP_015685304.2	ENSCAFG00000011599.3
OG0011239	XP_015670532.1	ENSCAFG00000004718.5
OG0011240	XP_015670534.1	ENSCAFG00000004699.5
OG0011241	XP_015670535.1	ENSCAFG00000030285.2
OG0011242	XP_015670536.1	ENSCAFG00000004691.4
OG0011243	XP_029141608.1	ENSCAFG00000011210.4
OG0011244	XP_015670546.1	ENSCAFG00000004654.3
OG0011245	XP_029139812.1	ENSCAFG00000025133.3
OG0011246	XP_029139813.1	ENSCAFG00000004638.4
OG0011247	XP_015679920.1	ENSCAFG00000016170.4
OG0011248	XP_015679923.1	ENSCAFG00000016120.4
OG0011249	XP_015675342.1	ENSCAFG00000004604.4
OG0011250	XP_015675343.1	ENSCAFG00000004601.4
OG0011251	XP_015667274.1	ENSCAFG00000017026.4
OG0011252	XP_015667265.1	ENSCAFG00000017031.4
OG0011253	XP_029139121.1	ENSCAFG00000017033.4
OG0011254	XP_015667158.1	ENSCAFG00000017064.3
OG0011255	XP_015667182.1	ENSCAFG00000042893.1
OG0011256	XP_015667170.1	ENSCAFG00000046501.1
OG0011257	XP_015667589.1	ENSCAFG00000017090.5
OG0011258	XP_015670672.1	ENSCAFG00000015723.6
OG0011259	XP_029139204.1	ENSCAFG00000017120.6
OG0011260	XP_029139836.1	ENSCAFG00000015687.5
OG0011261	XP_015670678.2	ENSCAFG00000015653.4
OG0011262	XP_015670669.1	ENSCAFG00000045731.1
OG0011263	XP_015682535.1	ENSCAFG00000032436.2
OG0011264	XP_015672188.1	ENSCAFG00000015475.4
OG0011265	XP_015672187.1	ENSCAFG00000015399.4
OG0011266	XP_029140106.1	ENSCAFG00000015244.6
OG0011267	XP_029141324.1	ENSCAFG00000017220.6
OG0011268	XP_029139923.1	ENSCAFG00000017224.2
OG0011269	XP_015671188.1	ENSCAFG00000017140.5
OG0011271	XP_015672997.1	ENSCAFG00000017314.5
OG0011272	XP_015667932.1	ENSCAFG00000005008.4
OG0011273	XP_015667936.1	ENSCAFG00000005012.4
OG0011274	XP_015673004.1	ENSCAFG00000006006.4
OG0011275	XP_015667928.2	ENSCAFG00000005042.5
OG0011276	XP_029139264.1	ENSCAFG00000005113.4
OG0011277	XP_015673010.1	ENSCAFG00000005933.4
OG0011278	XP_015667920.1	ENSCAFG00000005161.4
OG0011279	XP_015681010.1	ENSCAFG00000005913.4
OG0011280	XP_015669605.1	ENSCAFG00000005201.3
OG0011281	XP_015680645.1	ENSCAFG00000005859.4
OG0011282	XP_015680648.1	ENSCAFG00000005850.4
OG0011283	XP_015674312.2	ENSCAFG00000005466.4
OG0011284	XP_029139618.1	ENSCAFG00000025502.4
OG0011285	XP_015673355.1	ENSCAFG00000005497.3
OG0011286	XP_015678225.1	ENSCAFG00000017205.4
OG0011287	XP_015678226.1	ENSCAFG00000017181.4
OG0011288	XP_015674819.1	ENSCAFG00000017082.4
OG0011289	XP_015669599.2	ENSCAFG00000023142.3
OG0011290	XP_015674817.1	ENSCAFG00000017058.5
OG0011291	XP_015669065.1	ENSCAFG00000016961.5
OG0011292	XP_015672365.1	ENSCAFG00000018356.4
OG0011293	XP_015672366.1	ENSCAFG00000018345.5
OG0011294	XP_029140612.1	ENSCAFG00000018281.4
OG0011295	XP_015686591.1	ENSCAFG00000013836.4
OG0011296	XP_015686569.1	ENSCAFG00000013856.3
OG0011297	XP_015677040.1	ENSCAFG00000018303.4
OG0011298	XP_015677041.1	ENSCAFG00000018323.5
OG0011299	XP_015686530.2	ENSCAFG00000013966.4
OG0011300	XP_015678290.1	ENSCAFG00000018339.4
OG0011301	XP_015681242.1	ENSCAFG00000016829.4
OG0011302	XP_015677910.1	ENSCAFG00000016825.4
OG0011303	XP_015679414.1	ENSCAFG00000029826.2
OG0011304	XP_015674202.1	ENSCAFG00000016813.4
OG0011305	XP_015674183.1	ENSCAFG00000016798.4
OG0011306	XP_029142989.1	ENSCAFG00000014224.4
OG0011307	XP_015686547.1	ENSCAFG00000014255.5
OG0011308	XP_015674232.1	ENSCAFG00000031960.2
OG0011309	XP_029140585.1	ENSCAFG00000014278.4
OG0011310	XP_015674140.1	ENSCAFG00000031727.2
OG0011311	XP_015672127.1	ENSCAFG00000005180.6
OG0011312	XP_015674981.1	ENSCAFG00000005212.4
OG0011313	XP_029141011.1	ENSCAFG00000014345.5
OG0011314	XP_015686049.1	ENSCAFG00000031965.2
OG0011315	XP_015670748.1	ENSCAFG00000006250.4
OG0011316	XP_015670749.1	ENSCAFG00000006249.4
OG0011317	XP_015668514.1	ENSCAFG00000011001.2
OG0011318	XP_015676288.1	ENSCAFG00000011061.4
OG0011320	XP_015670755.1	ENSCAFG00000031203.2
OG0011321	XP_015669763.2	ENSCAFG00000000968.5
OG0011322	XP_015687671.1	ENSCAFG00000012546.4
OG0011323	XP_015679825.1	ENSCAFG00000001020.4
OG0011324	XP_015678727.1	ENSCAFG00000012447.5
OG0011325	XP_015673410.1	ENSCAFG00000009513.5
OG0011326	XP_015683843.1	ENSCAFG00000012206.4
OG0011327	XP_015685437.2, XP_015676656.1	ENSCAFG00000009493.5
OG0011328	XP_015676667.1	ENSCAFG00000009484.5
OG0011329	XP_015667805.1	ENSCAFG00000003153.5
OG0011330	XP_015672625.1	ENSCAFG00000009398.3
OG0011331	XP_015672612.1	ENSCAFG00000009394.4
OG0011332	XP_015667838.1	ENSCAFG00000003129.5
OG0011333	XP_015672684.1	ENSCAFG00000009380.4
OG0011334	XP_015667849.1	ENSCAFG00000003119.4
OG0011335	XP_015674111.1	ENSCAFG00000016761.5
OG0011336	XP_015674213.1, XP_015674221.1	ENSCAFG00000030421.2
OG0011337	XP_015667861.1	ENSCAFG00000003106.5
OG0011338	XP_015667873.1	ENSCAFG00000003094.3
OG0011339	XP_015678163.1	ENSCAFG00000003079.5
OG0011340	XP_015676628.1	ENSCAFG00000006592.4
OG0011341	XP_015680307.1	ENSCAFG00000017871.6
OG0011342	XP_015679804.1	ENSCAFG00000002153.3
OG0011343	XP_015669248.1	ENSCAFG00000002210.5
OG0011344	XP_015669247.1	ENSCAFG00000002214.4
