Orthogroup	P_Mucros.pep	G_gallus.pep
OG0012858	XP_015675423.1	ENSGALG00000021656.6
OG0012859	XP_015680668.1	ENSGALG00000016537.6
OG0012860	XP_015675421.1	ENSGALG00000001845.6
OG0012861	XP_015680587.1	ENSGALG00000003550.6
OG0012862	XP_015671847.1	ENSGALG00000004110.6
OG0012866	XP_015679907.1	ENSGALG00000014042.7
OG0012867	XP_029142581.1	ENSGALG00000014096.5
OG0012868	XP_015679397.1	ENSGALG00000016265.6
OG0012870	XP_015675237.1	ENSGALG00000008045.7
OG0012871	XP_015670350.1	ENSGALG00000016215.7
OG0012873	XP_015681414.1	ENSGALG00000005321.6
OG0012874	XP_015677410.1	ENSGALG00000016173.7
OG0012875	XP_029141810.1	ENSGALG00000045499.2
OG0012876	XP_015685230.1	ENSGALG00000005801.5
OG0012878	XP_015683049.1	ENSGALG00000027965.3
OG0012879	XP_015669293.1	ENSGALG00000016065.6
OG0012880	XP_015681826.1	ENSGALG00000007917.6
OG0012881	XP_015679560.1	ENSGALG00000006062.6
OG0012882	XP_015682587.1, XP_015682588.1	ENSGALG00000034083.2
OG0012883	XP_015687443.1	ENSGALG00000014286.7
OG0012886	XP_015674895.1	ENSGALG00000015842.5
OG0012887	XP_029141517.1	ENSGALG00000026176.4
OG0012888	XP_029142475.1	ENSGALG00000013771.6
OG0012889	XP_029140299.1	ENSGALG00000015480.6
OG0012890	XP_015673194.1	ENSGALG00000015474.6
OG0012892	XP_015687260.1	ENSGALG00000013503.7
OG0012893	XP_029140973.1	ENSGALG00000015377.6
OG0012895	XP_015687262.1	ENSGALG00000046793.1
OG0012896	XP_015668685.1	ENSGALG00000015344.7
OG0012897	XP_015671507.1	ENSGALG00000019228.5
OG0012898	XP_015685379.1, XP_015671338.1	ENSGALG00000015244.5
OG0012901	XP_015682552.1	ENSGALG00000009496.7
OG0012902	XP_015670339.1	ENSGALG00000015133.6
OG0012903	XP_029139643.1	ENSGALG00000020251.6
OG0012904	XP_029140145.1	ENSGALG00000015117.7
OG0012906	XP_015671675.1	ENSGALG00000032028.2
OG0012910	XP_015671139.1	ENSGALG00000035726.3
OG0012911	XP_015666970.1	ENSGALG00000042067.2
OG0012912	XP_015666749.1	ENSGALG00000011835.7
OG0012913	XP_015670365.1	ENSGALG00000025748.3
OG0012914	XP_015681429.1	ENSGALG00000011881.6
OG0012915	XP_015682251.1	ENSGALG00000017171.6
OG0012916	XP_015681831.2	ENSGALG00000011961.7
OG0012917	XP_015674071.1	ENSGALG00000011986.6
OG0012918	XP_015670206.1	ENSGALG00000019060.6
OG0012919	XP_015670211.1	ENSGALG00000017191.5
OG0012921	XP_015680020.1	ENSGALG00000017204.6
OG0012923	XP_015683163.2	ENSGALG00000002356.4
OG0012925	XP_015684511.1	ENSGALG00000017244.4
OG0012926	XP_015679319.1	ENSGALG00000047103.1
OG0012927	XP_015682675.1	ENSGALG00000017248.6
OG0012928	XP_015683083.2	ENSGALG00000011616.6
OG0012929	XP_015676879.1	ENSGALG00000014719.7
OG0012931	XP_015670667.1	ENSGALG00000014906.6
OG0012933	XP_015675575.1	ENSGALG00000014826.5
OG0012934	XP_015680574.1	ENSGALG00000014730.7
OG0012935	XP_015667687.2	ENSGALG00000023411.4
OG0012936	XP_015668184.1	ENSGALG00000004437.6
OG0012937	XP_029139309.1	ENSGALG00000004390.5
OG0012938	XP_015665436.1	ENSGALG00000027332.4
OG0012941	XP_015669437.1	ENSGALG00000048899.1
OG0012942	XP_015672304.1	ENSGALG00000015205.5
OG0012943	XP_015672306.1	ENSGALG00000029932.2
OG0012944	XP_015678495.1	ENSGALG00000038817.3
OG0012945	XP_015669960.1	ENSGALG00000015166.5
OG0012948	XP_015683987.1	ENSGALG00000020557.5
OG0012951	XP_015678417.1	ENSGALG00000012130.6
OG0012954	XP_015668813.1	ENSGALG00000011718.7
OG0012955	XP_029139442.1	ENSGALG00000011721.6
OG0012956	XP_015687025.1	ENSGALG00000027407.3
OG0012959	XP_015685056.1	ENSGALG00000044536.2
OG0012962	XP_015673765.1	ENSGALG00000036082.2
OG0012963	XP_015682139.1	ENSGALG00000010703.6
OG0012964	XP_029143205.1	ENSGALG00000032606.3
OG0012965	XP_015675617.1	ENSGALG00000010595.6
OG0012971	XP_029139624.1	ENSGALG00000010350.6
OG0012972	XP_015669722.1	ENSGALG00000010346.7
OG0012975	XP_015668774.1	ENSGALG00000041630.2
OG0012976	XP_015674867.1	ENSGALG00000010232.7
OG0012982	XP_015671076.1	ENSGALG00000034328.3
OG0012983	XP_015671636.1	ENSGALG00000036364.3
OG0012987	XP_015672522.2	ENSGALG00000014280.6
OG0012988	XP_015683050.1	ENSGALG00000017049.7
OG0012990	XP_015670437.1	ENSGALG00000053478.1
OG0013000	XP_015671415.1	ENSGALG00000052873.1
OG0013002	XP_015672709.1	ENSGALG00000008365.5
OG0013007	XP_015672981.1	ENSGALG00000002993.6
OG0013008	XP_015687202.1	ENSGALG00000014069.6
OG0013010	XP_015680342.1	ENSGALG00000008440.6
OG0013011	XP_015674931.1	ENSGALG00000008438.6
OG0013012	XP_029140698.1	ENSGALG00000029599.2
OG0013015	XP_015679788.1	ENSGALG00000039032.2
OG0013016	XP_015666060.1	ENSGALG00000003660.5
OG0013017	XP_015677632.1	ENSGALG00000003655.6
OG0013018	XP_015675501.1	ENSGALG00000012142.6
OG0013019	XP_015685673.1	ENSGALG00000012103.8
OG0013021	XP_029142958.1	ENSGALG00000012020.6
OG0013022	XP_015676685.1	ENSGALG00000005643.5
OG0013023	XP_015678145.1	ENSGALG00000005769.7
OG0013024	XP_029141468.1	ENSGALG00000032161.3
OG0013025	XP_029142456.1	ENSGALG00000005908.5
OG0013026	XP_015683673.1	ENSGALG00000044914.2
OG0013027	XP_015677948.1	ENSGALG00000035502.2
OG0013028	XP_015684471.1	ENSGALG00000020505.5
OG0013029	XP_015682421.1	ENSGALG00000006192.6
OG0013030	XP_015680862.1	ENSGALG00000049578.1
OG0013031	XP_029142905.1	ENSGALG00000039634.2
OG0013032	XP_015666580.1	ENSGALG00000026401.3
OG0013033	XP_015666582.1	ENSGALG00000023364.5
OG0013034	XP_015675102.1	ENSGALG00000006312.7
OG0013036	XP_029139825.1	ENSGALG00000022536.4
OG0013037	XP_029140635.1	ENSGALG00000006368.6
OG0013038	XP_015678171.2	ENSGALG00000006382.6
OG0013039	XP_015682487.1	ENSGALG00000006401.6
OG0013041	XP_015675181.1	ENSGALG00000031657.3
OG0013043	XP_015674379.1	ENSGALG00000027786.4
OG0013044	XP_015674381.1	ENSGALG00000008713.7
OG0013045	XP_015667372.1	ENSGALG00000053398.1
OG0013050	XP_015674628.1	ENSGALG00000012087.6
OG0013051	XP_015674624.1	ENSGALG00000012075.6
OG0013053	XP_015674618.1	ENSGALG00000012052.6
OG0013055	XP_029141739.1	ENSGALG00000029766.3
OG0013058	XP_029141566.1	ENSGALG00000031425.3
OG0013059	XP_015673127.1	ENSGALG00000011635.6
OG0013060	XP_015675982.1	ENSGALG00000011347.6
OG0013064	XP_015680501.1	ENSGALG00000026207.2
OG0013067	XP_015674603.1	ENSGALG00000028301.3
OG0013068	XP_015674614.1	ENSGALG00000002219.7
OG0013069	XP_015679922.1	ENSGALG00000042309.2
OG0013073	XP_015681012.1, XP_015686177.1, XP_015681013.1	ENSGALG00000043607.2
OG0013074	XP_015679125.1	ENSGALG00000031475.3
OG0013075	XP_015679128.1	ENSGALG00000007286.8
OG0013076	XP_015669699.1	ENSGALG00000012421.7
OG0013078	XP_015669598.2	ENSGALG00000001942.6
OG0013080	XP_015686521.1	ENSGALG00000003126.6
OG0013081	XP_015686504.1	ENSGALG00000003472.7
OG0013082	XP_015672130.1	ENSGALG00000010043.7
OG0013083	XP_015672131.1	ENSGALG00000010039.7
OG0013084	XP_029142939.1	ENSGALG00000033938.3
OG0013085	XP_015676289.1	ENSGALG00000008152.7
OG0013087	XP_029141594.1	ENSGALG00000006480.5
OG0013088	XP_015676286.1	ENSGALG00000008228.4
OG0013089	XP_015673417.1	ENSGALG00000028174.3
OG0013090	XP_015681026.1	ENSGALG00000005974.6
OG0013091	XP_015682191.1	ENSGALG00000005535.7
OG0013093	XP_015667754.1	ENSGALG00000026298.3
OG0013094	XP_015682212.1	ENSGALG00000009214.6
OG0013096	XP_015669608.1	ENSGALG00000034316.2
OG0013098	XP_015674178.1	ENSGALG00000002455.4
OG0013099	XP_015666762.1	ENSGALG00000008609.6
OG0013100	XP_015674154.1	ENSGALG00000017024.6
OG0013101	XP_015681144.1	ENSGALG00000028056.3
OG0013103	XP_015682048.1	ENSGALG00000028471.4
OG0013105	XP_015669035.1	ENSGALG00000029301.2
OG0013106	XP_015675888.1	ENSGALG00000003075.6
OG0013108	XP_015667809.1	ENSGALG00000016844.6
OG0013110	XP_015667842.1	ENSGALG00000017012.6
OG0013111	XP_015667801.1	ENSGALG00000016504.6
OG0013115	XP_015672862.1	ENSGALG00000029000.3
OG0013117	XP_015679513.1	ENSGALG00000025904.3
OG0013118	XP_015679510.1	ENSGALG00000033277.2
OG0013119	XP_015671336.1	ENSGALG00000041650.2
OG0013120	XP_015682940.1	ENSGALG00000028982.3
OG0013122	XP_029140878.1	ENSGALG00000047554.1
OG0013124	XP_015674615.2	ENSGALG00000016492.6
OG0013125	XP_029140134.1	ENSGALG00000004932.7
OG0013126	XP_015684688.1	ENSGALG00000004969.6
OG0013127	XP_015680349.1	ENSGALG00000004991.6
OG0013128	XP_015678447.1	ENSGALG00000005021.6
OG0013129	XP_029141293.1, XP_029141292.1	ENSGALG00000005022.5
OG0013131	XP_015671687.1	ENSGALG00000005363.6
OG0013132	XP_029141786.1	ENSGALG00000015970.6
OG0013133	XP_015675652.1	ENSGALG00000038476.2
OG0013134	XP_015681003.1	ENSGALG00000015775.6
OG0013135	XP_015679711.1	ENSGALG00000049848.1
OG0013136	XP_015679710.1	ENSGALG00000043839.2
OG0013137	XP_015673560.1	ENSGALG00000034716.2
OG0013139	XP_015684618.1	ENSGALG00000027583.3
OG0013141	XP_015676603.1	ENSGALG00000029632.2
OG0013142	XP_015672385.1	ENSGALG00000015313.6
OG0013143	XP_029140989.1	ENSGALG00000037545.2
OG0013145	XP_015681129.1	ENSGALG00000008286.6
OG0013146	XP_015667906.1	ENSGALG00000011447.6
OG0013147	XP_015673804.1	ENSGALG00000033025.2
OG0013148	XP_015687248.1	ENSGALG00000018946.6
OG0013149	XP_015670272.1	ENSGALG00000007172.6
OG0013150	XP_015677219.1	ENSGALG00000015895.4
OG0013152	XP_015673895.1	ENSGALG00000030569.2
OG0013155	XP_029141064.1	ENSGALG00000041845.2
OG0013156	XP_015677473.1	ENSGALG00000005092.6
OG0013167	XP_015681369.1	ENSGALG00000012317.6
OG0013168	XP_015671406.1	ENSGALG00000012345.6
OG0013169	XP_015676792.1	ENSGALG00000011562.6
OG0013170	XP_015679880.1	ENSGALG00000011571.6
OG0013171	XP_015676614.2	ENSGALG00000020002.6
OG0013173	XP_029142183.1	ENSGALG00000011624.7
OG0013174	XP_015676697.1	ENSGALG00000013695.6
OG0013175	XP_015678635.1	ENSGALG00000047280.1
OG0013176	XP_029141342.1	ENSGALG00000036005.2
OG0013177	XP_029141037.1	ENSGALG00000013603.6
OG0013178	XP_015680290.1	ENSGALG00000010737.5
OG0013179	XP_015680292.1	ENSGALG00000010741.6
OG0013180	XP_015676098.1	ENSGALG00000011008.6
OG0013181	XP_015679883.1	ENSGALG00000011084.7
OG0013182	XP_015680396.1	ENSGALG00000011111.6
OG0013184	XP_015677941.1	ENSGALG00000011205.6
OG0013185	XP_015673762.1	ENSGALG00000011288.5
OG0013186	XP_015685662.1, XP_015673907.1	ENSGALG00000011296.6
OG0013187	XP_029140406.1, XP_015685499.1	ENSGALG00000011299.6
OG0013188	XP_015679402.1	ENSGALG00000035337.2
OG0013190	XP_015678993.1	ENSGALG00000047908.1
OG0013191	XP_015673575.1	ENSGALG00000010315.6
OG0013192	XP_015673515.1	ENSGALG00000010317.7
OG0013193	XP_015673547.1	ENSGALG00000041037.2
OG0013194	XP_015673586.1	ENSGALG00000043831.3
OG0013195	XP_029140426.1	ENSGALG00000010386.7
OG0013196	XP_015671469.1	ENSGALG00000010547.5
OG0013197	XP_015671990.1	ENSGALG00000010612.5
OG0013198	XP_015670258.1	ENSGALG00000048103.1
OG0013199	XP_015673509.1	ENSGALG00000009687.6
OG0013200	XP_015675845.1	ENSGALG00000009331.7
OG0013201	XP_015675114.1	ENSGALG00000010068.6
OG0013202	XP_029142266.1	ENSGALG00000008979.6
OG0013203	XP_015676434.1	ENSGALG00000009047.3
OG0013204	XP_015675672.1	ENSGALG00000009219.6
OG0013206	XP_029141162.1	ENSGALG00000043081.3
OG0013207	XP_015674463.1	ENSGALG00000008942.7
OG0013209	XP_015686932.1	ENSGALG00000051779.1
OG0013210	XP_029143023.1	ENSGALG00000032770.3
OG0013212	YP_008081109.1	ENSGALG00000036229.1
OG0013213	YP_008081106.1	ENSGALG00000035334.1
OG0013214	YP_008081112.1	ENSGALG00000032079.1
OG0013215	XP_015680805.1	ENSGALG00000018700.5
OG0013216	XP_015671141.1	ENSGALG00000029779.2
OG0013217	XP_015670414.1	ENSGALG00000030237.2
OG0013219	XP_015670331.1, XP_015670330.1	ENSGALG00000005928.7
OG0013220	XP_015667677.1	ENSGALG00000002244.6
OG0013221	XP_029139450.1	ENSGALG00000046828.1
OG0013223	XP_029139449.1	ENSGALG00000036125.2
OG0013225	XP_015678541.1	ENSGALG00000001223.7
OG0013226	XP_015673313.1	ENSGALG00000052641.1
OG0013227	XP_015675085.1	ENSGALG00000001282.5
OG0013230	XP_029139887.1	ENSGALG00000051415.1
OG0013231	XP_015686813.1	ENSGALG00000001387.6
OG0013232	XP_029139149.1	ENSGALG00000028141.3
OG0013233	XP_015676553.1	ENSGALG00000001479.7
OG0013235	XP_015666078.1	ENSGALG00000005651.6
OG0013236	XP_015668392.1	ENSGALG00000027918.4
OG0013239	XP_015667757.1	ENSGALG00000031375.2
OG0013241	XP_029142033.1	ENSGALG00000046464.2
OG0013243	XP_015677625.1	ENSGALG00000053928.1
OG0013244	XP_015667470.2	ENSGALG00000007216.7
OG0013245	XP_015678653.1	ENSGALG00000043002.2
OG0013246	XP_015672769.1, XP_015686053.1	ENSGALG00000023131.4
OG0013247	XP_015676081.1	ENSGALG00000006707.6
OG0013248	XP_015680238.1	ENSGALG00000003245.6
OG0013249	XP_029139343.1	ENSGALG00000036993.3
OG0013250	XP_015668603.1	ENSGALG00000023725.4
OG0013253	XP_015675872.1	ENSGALG00000043920.2
OG0013254	XP_015682435.1	ENSGALG00000038502.2
OG0013255	XP_015667376.1	ENSGALG00000007695.4
OG0013256	XP_029140307.1	ENSGALG00000029768.2
OG0013257	XP_015667894.1	ENSGALG00000028817.4
OG0013258	XP_029140794.1	ENSGALG00000006796.6
OG0013261	XP_015675875.2	ENSGALG00000023708.5
OG0013262	XP_015680083.1	ENSGALG00000023517.4
OG0013264	XP_015678066.1	ENSGALG00000020342.5
OG0013265	XP_015665418.1	ENSGALG00000000795.6
OG0013266	XP_015665553.2	ENSGALG00000037888.2
OG0013268	XP_015687143.1	ENSGALG00000040644.2
OG0013269	XP_015669462.1	ENSGALG00000006997.5
OG0013270	XP_029141958.1	ENSGALG00000035589.3
OG0013271	XP_015682097.1	ENSGALG00000034975.2
OG0013272	XP_015679827.1	ENSGALG00000001347.6
OG0013273	XP_015666300.1	ENSGALG00000035725.3
OG0013274	XP_029141763.1	ENSGALG00000001812.7
OG0013275	XP_015679845.2	ENSGALG00000001333.7
OG0013276	XP_015676075.2	ENSGALG00000006822.5
OG0013277	XP_015672953.1	ENSGALG00000040463.2
OG0013279	XP_015665530.2	ENSGALG00000044485.2
OG0013281	XP_015666532.1	ENSGALG00000004261.6
OG0013282	XP_015668253.1	ENSGALG00000028148.3
OG0013284	XP_015666602.1	ENSGALG00000032856.2
OG0013285	XP_015671966.1	ENSGALG00000026360.3
OG0013286	XP_015677498.1	ENSGALG00000005845.7
OG0013287	XP_015677176.1	ENSGALG00000026452.3
OG0013289	XP_015675340.1	ENSGALG00000029812.3
OG0013290	XP_015685491.1	ENSGALG00000049204.1
OG0013291	XP_029139336.1	ENSGALG00000041927.2
OG0013292	XP_015668215.1	ENSGALG00000047204.1
OG0013295	XP_015668132.1	ENSGALG00000014742.6
OG0013296	XP_015682130.1, XP_015687469.1	ENSGALG00000036355.2
OG0013297	XP_015676797.1	ENSGALG00000015297.6
OG0013299	XP_015680797.1	ENSGALG00000044525.2
OG0013300	XP_015687131.1	ENSGALG00000008925.5
OG0013301	XP_029139290.1	ENSGALG00000032467.2
OG0013302	XP_015667917.1	ENSGALG00000011488.3
OG0013304	XP_015682223.1	ENSGALG00000036297.2
OG0013306	XP_015665544.1	ENSGALG00000036004.2
OG0013307	XP_029139468.1	ENSGALG00000029015.4
OG0013308	XP_029142890.1	ENSGALG00000006782.7
OG0013309	XP_015666608.1	ENSGALG00000052064.1
OG0013310	XP_015668212.1	ENSGALG00000032060.2
OG0013311	XP_015678815.1	ENSGALG00000007186.6
OG0013312	XP_015683890.1	ENSGALG00000026264.4
OG0013313	XP_015669126.1	ENSGALG00000023683.5
OG0013314	XP_015681903.1	ENSGALG00000004263.3
OG0013315	XP_015669693.1	ENSGALG00000043285.3
OG0013316	XP_015665410.1	ENSGALG00000037256.2
OG0013317	XP_015671047.1	ENSGALG00000021611.6
OG0013318	XP_029143146.1	ENSGALG00000035963.2
OG0013320	XP_015667649.1	ENSGALG00000006819.6
OG0013324	XP_015665482.1	ENSGALG00000045684.2
OG0013326	XP_015681611.1	ENSGALG00000008952.6
OG0013328	XP_029140267.1	ENSGALG00000008085.6
OG0013330	XP_029141595.1	ENSGALG00000001728.4
OG0013331	XP_015679839.1	ENSGALG00000032627.2
OG0013332	XP_015683140.1	ENSGALG00000042045.2
OG0013333	XP_029139011.1	ENSGALG00000029940.2
OG0013334	XP_015678854.1	ENSGALG00000047642.1
OG0013335	XP_015682808.1	ENSGALG00000038813.2
OG0013336	XP_015683517.1	ENSGALG00000051567.1
OG0013337	XP_015666640.1	ENSGALG00000013740.6
OG0013339	XP_015682554.1	ENSGALG00000036043.3
OG0013340	XP_015673466.1	ENSGALG00000037437.3
OG0013343	XP_015671264.2	ENSGALG00000005803.6
OG0013344	XP_015687514.1	ENSGALG00000003324.7
OG0013345	XP_015682015.1	ENSGALG00000041965.2
OG0013346	XP_015683874.1	ENSGALG00000047441.1
OG0013348	XP_015671262.2	ENSGALG00000005796.5
OG0013350	XP_029140916.1	ENSGALG00000001889.7
OG0013352	XP_015678857.1	ENSGALG00000004640.7
OG0013353	XP_015671296.1	ENSGALG00000005784.4
OG0013355	XP_015683766.1	ENSGALG00000004702.6
OG0013358	XP_015665943.1	ENSGALG00000005483.7
OG0013360	XP_015687155.2	ENSGALG00000008873.5
OG0013361	XP_029139850.1	ENSGALG00000023395.5
OG0013362	XP_015665966.1	ENSGALG00000005494.6
OG0013363	XP_015669556.1	ENSGALG00000014453.7
OG0013364	XP_015673743.1	ENSGALG00000005293.5
OG0013365	XP_015666253.1	ENSGALG00000035966.2
OG0013366	XP_029138938.1	ENSGALG00000041437.2
OG0013367	XP_029141661.1	ENSGALG00000049514.1
OG0013368	XP_029138800.1	ENSGALG00000040492.2
OG0013369	XP_015684185.1	ENSGALG00000004503.6
OG0013370	XP_029140289.1	ENSGALG00000002288.7
OG0013371	XP_015687486.1	ENSGALG00000046223.2
OG0013372	XP_015684177.1	ENSGALG00000026221.3
OG0013373	XP_015668722.1	ENSGALG00000044519.2
OG0013374	XP_029140312.1	ENSGALG00000005215.6
OG0013375	XP_015680695.1	ENSGALG00000021647.5
OG0013376	XP_015686673.1	ENSGALG00000026300.3
OG0013377	XP_015673053.1	ENSGALG00000033720.2
OG0013378	XP_015678487.1	ENSGALG00000026374.4
OG0013379	XP_015675717.1	ENSGALG00000005395.7
OG0013380	XP_015666478.1	ENSGALG00000004369.7
OG0013384	XP_015678543.1	ENSGALG00000021683.6
OG0013385	XP_015673079.1	ENSGALG00000005140.6
OG0013388	XP_029139770.1	ENSGALG00000006011.6
OG0013389	XP_015676211.1	ENSGALG00000041898.2
OG0013390	XP_015666592.1	ENSGALG00000052295.1
OG0013392	XP_015666595.1	ENSGALG00000024024.4
OG0013393	XP_029141302.1	ENSGALG00000010688.6
OG0013394	XP_015680208.1	ENSGALG00000029502.2
OG0013395	XP_029142188.1	ENSGALG00000000352.6
OG0013396	XP_015685929.2	ENSGALG00000000337.5
OG0013397	XP_015687138.1	ENSGALG00000039624.2
OG0013400	XP_015684071.1	ENSGALG00000021135.5
OG0013402	XP_015671258.1	ENSGALG00000026119.3
OG0013403	XP_015685779.1	ENSGALG00000001586.7
OG0013405	XP_015672525.2	ENSGALG00000017106.6
OG0013406	XP_015683873.2	ENSGALG00000030176.3
OG0013407	XP_015685835.1	ENSGALG00000001572.6
OG0013408	XP_015684379.1	ENSGALG00000008652.6
OG0013409	XP_015675865.1	ENSGALG00000004102.6
OG0013411	XP_015675049.1	ENSGALG00000040069.2
OG0013412	XP_029140500.1	ENSGALG00000002081.6
OG0013414	XP_029141013.1	ENSGALG00000004839.6
OG0013415	XP_015670866.1	ENSGALG00000012194.7
OG0013417	XP_015678152.1	ENSGALG00000017611.7
OG0013418	XP_015671255.1	ENSGALG00000032415.2
OG0013419	XP_015682482.1	ENSGALG00000040959.2
OG0013421	XP_015677362.1	ENSGALG00000021180.5
OG0013422	XP_015676373.1	ENSGALG00000001573.6
OG0013423	XP_015670317.1	ENSGALG00000002653.4
OG0013425	XP_015684424.1	ENSGALG00000028341.4
OG0013426	XP_015681986.1	ENSGALG00000026492.4
OG0013428	XP_029141239.1	ENSGALG00000008860.6
OG0013429	XP_015681985.1	ENSGALG00000004618.6
OG0013430	XP_015681984.1	ENSGALG00000004628.6
OG0013432	XP_029142895.1	ENSGALG00000003021.6
OG0013437	XP_015672986.1	ENSGALG00000028483.4
OG0013439	XP_015682864.1	ENSGALG00000011372.7
OG0013440	XP_015679661.1	ENSGALG00000034500.2
OG0013441	XP_029140466.1	ENSGALG00000047120.1
OG0013442	XP_015669578.1	ENSGALG00000039228.3
OG0013444	XP_015681784.1	ENSGALG00000004669.6
OG0013445	XP_015678472.1	ENSGALG00000002316.4
OG0013446	XP_015679662.1	ENSGALG00000013814.6
OG0013448	XP_015675619.1	ENSGALG00000003670.7
OG0013449	XP_015673414.1	ENSGALG00000033087.3
OG0013450	XP_015668830.1	ENSGALG00000048178.1
OG0013451	XP_015681842.1, XP_015681843.1	ENSGALG00000003734.4
OG0013452	XP_015669646.1	ENSGALG00000050049.1
OG0013453	XP_015687217.1	ENSGALG00000005608.7
OG0013456	XP_029141416.1	ENSGALG00000031859.3
OG0013459	XP_029139586.1	ENSGALG00000014477.6
OG0013460	XP_015667475.1	ENSGALG00000007434.6
OG0013461	XP_015665428.1	ENSGALG00000001486.7
OG0013463	XP_015685855.1	ENSGALG00000021525.5
OG0013464	XP_029141337.1	ENSGALG00000006165.8
OG0013465	XP_015681668.1	ENSGALG00000022813.4
OG0013466	XP_015678621.1	ENSGALG00000006137.6
OG0013467	XP_015669547.1	ENSGALG00000043468.2
OG0013469	XP_015687220.1	ENSGALG00000041074.2
OG0013470	XP_015680916.1	ENSGALG00000008579.5
OG0013472	XP_015684704.1	ENSGALG00000050352.1
OG0013473	XP_015678054.1	ENSGALG00000033416.2
OG0013474	XP_015669317.1	ENSGALG00000008660.5
OG0013476	XP_015680954.1	ENSGALG00000007211.6
OG0013477	XP_015678198.1	ENSGALG00000014984.6
OG0013478	XP_015667642.1, XP_015667640.1, XP_015667641.1	ENSGALG00000036310.2
OG0013480	XP_015671451.1	ENSGALG00000040986.2
OG0013481	XP_015666189.1	ENSGALG00000042356.3
OG0013482	XP_029138923.1	ENSGALG00000035762.2
OG0013483	XP_015671280.1	ENSGALG00000013848.7
OG0013484	XP_015671281.1	ENSGALG00000029944.3
OG0013485	XP_029141606.1	ENSGALG00000031863.3
OG0013486	XP_015675033.1	ENSGALG00000053595.1
OG0013487	XP_015665490.1	ENSGALG00000001998.6
OG0013488	XP_015683009.2	ENSGALG00000006992.7
OG0013490	XP_029142920.1	ENSGALG00000039108.2
OG0013491	XP_015678578.1	ENSGALG00000036133.3
OG0013492	XP_015680906.2	ENSGALG00000031768.2
OG0013493	XP_015686496.1	ENSGALG00000013663.6
OG0013494	XP_015670037.1	ENSGALG00000049063.1
OG0013495	XP_015683746.1, XP_015683735.1	ENSGALG00000013208.6
OG0013496	XP_015681219.1, XP_015681218.1	ENSGALG00000014118.6
OG0013497	XP_029142355.1	ENSGALG00000006836.7
OG0013498	XP_029140455.1	ENSGALG00000006430.6
OG0013500	XP_015676010.1	ENSGALG00000042858.2
OG0013501	XP_015671289.1	ENSGALG00000043357.3
OG0013502	XP_029141989.1	ENSGALG00000041932.2
OG0013503	XP_015683993.1	ENSGALG00000016001.7
OG0013506	XP_015682729.1	ENSGALG00000030889.2
OG0013507	XP_015683867.1	ENSGALG00000012308.6
OG0013508	XP_015678251.1	ENSGALG00000024298.4
OG0013509	XP_015674452.1	ENSGALG00000017363.6
OG0013511	XP_015665557.1	ENSGALG00000052296.1
OG0013512	XP_015683855.1	ENSGALG00000012304.7
OG0013513	XP_015671466.1	ENSGALG00000053640.1
OG0013515	XP_015676967.1	ENSGALG00000041232.2
OG0013516	XP_029143156.1	ENSGALG00000036749.2
OG0013517	XP_029141460.1	ENSGALG00000013869.6
OG0013518	XP_015674371.1	ENSGALG00000039294.2
OG0013519	XP_029142914.1, XP_029142026.1	ENSGALG00000003774.7
OG0013520	XP_029142785.1	ENSGALG00000016105.8
OG0013521	XP_015676968.1	ENSGALG00000034671.2
OG0013522	XP_015676516.1	ENSGALG00000038595.3
OG0013523	XP_015676945.1	ENSGALG00000000788.7
OG0013525	XP_015683815.1	ENSGALG00000015710.5
OG0013526	XP_015685326.1	ENSGALG00000048459.1
OG0013527	XP_029142466.1	ENSGALG00000015709.6
OG0013528	XP_015683963.1	ENSGALG00000026973.3
OG0013529	XP_015679080.1	ENSGALG00000001925.6
OG0013530	XP_015665562.1	ENSGALG00000021679.5
OG0013532	XP_015675403.1	ENSGALG00000035104.2
OG0013533	XP_015682571.1	ENSGALG00000034661.3
OG0013534	XP_015679079.1	ENSGALG00000001988.7
OG0013536	XP_015685159.1	ENSGALG00000015708.6
OG0013538	XP_015666209.1	ENSGALG00000034918.2
OG0013539	XP_015666169.1	ENSGALG00000026146.4
OG0013541	XP_015678246.1	ENSGALG00000000470.6
OG0013542	XP_029138931.1	ENSGALG00000033270.3
OG0013543	XP_015681679.1, XP_015686878.1	ENSGALG00000029968.3
OG0013544	XP_015681680.1	ENSGALG00000054270.1
OG0013545	XP_015676535.1	ENSGALG00000001651.6
OG0013546	XP_015665471.1	ENSGALG00000000558.6
OG0013548	XP_015666191.1	ENSGALG00000003153.5
OG0013549	XP_015666176.1	ENSGALG00000003074.7
OG0013550	XP_015666212.1	ENSGALG00000003024.6
OG0013551	XP_015666214.1	ENSGALG00000014581.7
OG0013552	XP_015667059.1	ENSGALG00000036876.3
OG0013553	XP_015666792.1	ENSGALG00000030406.2
OG0013554	XP_015680855.1	ENSGALG00000048069.1
OG0013555	XP_015680854.1	ENSGALG00000036283.2
OG0013556	XP_015665497.1	ENSGALG00000002085.7
OG0013557	XP_015666216.1	ENSGALG00000027375.3
OG0013558	XP_015667841.1	ENSGALG00000029012.3
OG0013559	XP_015675849.1	ENSGALG00000004882.6
OG0013560	XP_015675871.1	ENSGALG00000004874.6
OG0013561	XP_015674350.1	ENSGALG00000004800.6
OG0013562	XP_015681587.1	ENSGALG00000053116.1
