logFC..venom...liver,logFC..venom...kidney,logFC..venom...heart,logCPM,F,PValue,genes,description,MM.turq
0.538899008,1.421475075,1.053835206,4.977562658,6.936705508,0.006011298,ERCC-00025,,0.65038158
-0.428546516,2.073846358,2.214606713,4.006642321,6.922809632,0.006091621,107297677,transmembrane protein 62-like,0.507321636
-1.281450041,-0.246060804,0.339510458,4.273518715,6.901071641,0.006128811,107297701,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,0.64185447
1.978118908,1.200898729,-0.349312896,2.470647291,6.904125187,0.006140374,107285136,nuclear factor I/X (CCAAT-binding transcription factor),0.669576068
6.299479391,4.515986322,3.476105103,3.359853983,6.892809043,0.006187812,107289872,cytoskeleton associated protein 2,0.701121596
-0.786391336,-1.389042897,0.317134579,5.648196595,6.858405296,0.00630031,107290892,adaptor related protein complex 3 sigma 1 subunit,0.598940841
1.499652145,-2.21179088,-1.470679834,0.538469516,6.839227985,0.006352851,107303113,transcription factor CP2-like protein 1,0.723863786
0.720265393,0.556622697,-1.659128341,3.692335765,6.831293522,0.006390647,107285706,vascular endothelial growth factor C,0.50334019
0.98798495,1.688091277,2.85149155,8.549639382,6.828468285,0.006400148,107295193,transmembrane p24 trafficking protein 9,0.972698446
0.432338559,1.341239138,2.131737311,5.040864749,6.817612066,0.006436807,107295160,derlin 1,0.858058783
-1.168000794,-3.201696823,-0.608810151,3.689611216,6.804891145,0.006480076,107295596,piggyBac transposable element derived 5,0.901652188
5.711174688,1.60491918,0.855379538,3.167996223,6.799346092,0.006499043,107292447,calmegin,0.894709746
1.974692812,1.978084325,0.554816282,4.06129069,6.796435332,0.006509025,107301284,Rho GTPase activating protein 26,0.859180022
5.660397095,5.142203239,-1.88245821,1.887326743,6.788688938,0.006535678,107291242,B-cell lymphoma/leukemia 11B-like,0.705975928
-1.375548211,-1.273369012,-1.057738213,5.338502586,6.771865377,0.006555454,107294284,zinc finger AN1-type containing 3,0.06133012
1.660948015,1.350410898,1.150556707,3.965537615,6.749991424,0.006647439,107294927,microspherule protein 1,0.315253995
1.539808259,1.595625001,0.909891094,4.234280938,6.753100653,0.006648223,107291914,CDC like kinase 3,0.800178326
5.052324099,2.784926922,2.234005277,2.824132203,6.75490241,0.006653425,107297419,potassium calcium-activated channel subfamily N member 4,0.445968743
2.767947193,1.569573014,0.48097946,2.665550874,6.75366455,0.006657785,107290281,uncharacterized LOC107290281,0.786328476
1.595172496,2.560023387,1.127574719,4.601751183,6.746401003,0.006683441,107292631,sperm-specific antigen 2 homolog,0.935419035
-0.583089793,0.790865149,0.847603104,3.55264662,6.735222557,0.006684097,107285743,receptor interacting serine/threonine kinase 2,0.754733509
14.36387879,14.36387879,14.36387879,5.887523155,12.02874858,0.00674514,107302083,snake venom metalloproteinase BjussuMP-2-like,0.527246002
2.281392887,0.38864736,-0.647524292,1.080132808,6.714628136,0.006757689,107286573,MAGI family member X-linked,0.105236993
-0.78498548,-0.353576077,0.853474155,5.964133562,6.710409059,0.006772882,107294751,trafficking protein particle complex 3,0.459431081
2.847475115,1.976145453,-0.287324548,1.790069681,6.711206545,0.006809395,107284611,oligophrenin 1,0.61837826
-2.149561817,-1.947843102,-0.295839421,5.679688215,6.710041326,0.006813612,107283448,hydroxypyruvate isomerase (putative),0.578480898
0.287102662,-0.727110376,1.111199582,3.933464361,6.698755153,0.006819863,107287081,PATJ crumbs cell polarity complex component,0.34167838
1.594578618,0.941779647,0.605129417,3.100535727,6.683029397,0.006872449,107287096,RAB guanine nucleotide exchange factor (GEF) 1,0.389580435
-2.610794855,1.996572629,-1.214789963,2.686340849,6.685520083,0.006903071,107292629,hydroxy-delta-5-steroid dehydrogenase 3 beta- and steroid delta-isomerase 7,0.09273613
-1.873862929,-0.446337857,0.214631991,8.520128322,6.672398183,0.006951505,107284127,adipocyte plasma membrane associated protein,0.799094262
4.809038091,1.482702393,4.509593643,5.776520478,6.655716758,0.007013651,107287667,lysophosphatidylcholine acyltransferase 2,0.901721206
2.553896646,3.016396081,3.02155767,7.894391134,6.648415726,0.007041054,107292587,solute carrier family 39 member 6,0.915998104
3.725077668,3.693621976,4.074488314,7.361586902,6.640416644,0.007071221,107293306,DnaJ heat shock protein family (Hsp40) member B9,0.894393282
1.282430616,0.522373577,-1.100051028,2.777098393,6.638936039,0.007076821,107285587,LIM domain binding 1,0.521392015
-2.59283446,-1.90357744,-2.464289042,7.266660169,6.612615754,0.007177244,107296590,ATP synthase H+ transporting mitochondrial F1 complex gamma polypeptide 1,0.136400746
1.659194113,0.467452404,-0.277550256,3.894558126,6.608116197,0.007182416,107288876,family with sequence similarity 65 member A,0.810660725
5.87447858,4.966785977,1.927024689,9.670803513,6.607991685,0.007195058,107287167,adenosylmethionine decarboxylase 1,0.960007014
0.43008935,-0.311544446,-0.845700002,5.717641932,6.594920048,0.007204641,107287423,MGA MAX dimerization protein,0.296729114
1.666251457,2.518407891,3.205654042,3.932989623,6.602590135,0.007215933,107298231,mannosyl (alpha-16-)-glycoprotein beta-12-N-acetylglucosaminyltransferase,0.85677782
-1.750108943,1.158705759,2.304840184,0.516250347,6.595306192,0.007244194,107296630,solute carrier family 5 (sodium/inositol cotransporter) member 11,0.307778628
-0.144764714,-1.212131353,0.960306837,5.104894643,6.59436092,0.007247871,107284090,abhydrolase domain containing 12,0.505887057
1.382330735,1.29362083,1.812167144,5.075685612,6.583064376,0.007291982,107291608,endoplasmic reticulum metallopeptidase 1,0.547206449
-3.210952423,-1.803559711,1.416021893,3.711186817,6.574569822,0.007325359,107297272,amine oxidase [flavin-containing] B-like,0.909731415
0.011004299,-0.565027666,-1.268791736,4.951186537,6.563023651,0.007329486,107287890,nuclear receptor subfamily 3 group C member 2,0.375251813
1.311625314,0.850406014,1.076971732,4.510303353,6.556992564,0.007353375,107290937,SprT-like N-terminal domain,0.707230263
1.14748101,1.104254971,2.557753611,6.758086467,6.553392534,0.007409346,107288947,mitochondrial fission regulator 1,0.849478857
0.534852067,0.364856238,-1.142885453,1.801938999,6.542304789,0.007411933,107295844,sex comb on midleg-like protein 2,0.680257038
4.344824832,1.803922611,0.989674842,-0.409698303,6.539839344,0.007421815,107303310,dipeptidyl peptidase like 6,0.302758429
-1.044397239,-0.060394113,2.364762714,2.670334108,6.542868553,0.007451501,107286842,lanosterol 14-alpha demethylase,0.483747493
2.418263103,4.987930975,2.298067121,2.40511763,6.540896549,0.007459431,107299022,solute carrier family 31 member 2,0.915576522
-1.695475273,1.55869404,-1.18923955,2.02520189,6.53943095,0.007465331,107288060,collagen beta(1-O)galactosyltransferase 2,0.555088653
-1.452685664,-1.122565348,1.122206351,4.044457783,6.539207953,0.007466229,107289869,GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-12-mannosyltransferase-like,0.788035802
1.426109605,3.33563562,1.390993748,2.026398923,6.538471511,0.007469196,107297026,farnesyl diphosphate synthase,0.772661517
2.985098489,1.14206488,3.689266355,5.237830789,6.537094389,0.007474749,107302807,uncharacterized LOC107302807,0.9286429
0.103420523,-1.023388225,-0.040550163,3.709100663,6.520605555,0.007499442,107291250,solute carrier family 25 member 51,0.580418555
0.544071527,-0.040178362,1.693842466,4.716805824,6.525248031,0.007522709,107301316,uncharacterized LOC107301316,0.850795877
-0.584723425,0.626619551,1.98503533,8.343493123,6.519440827,0.007546351,107294279,Sec61 translocon alpha 1 subunit,0.884430761
0.476238562,1.147136596,1.690504839,4.114690162,6.506622376,0.007568394,107289981,nodal modulator 3-like,0.836008288
-1.815956494,-0.969006713,-0.091708212,6.089728436,6.513900959,0.007568985,107298587,propionyl-CoA carboxylase alpha subunit,0.842452396
-1.688316788,-1.875327769,-0.743255886,5.382632101,6.513804156,0.007569381,107291865,ubiquitin-associated domain-containing protein 2-like,0.315387584
-1.027798418,0.279935752,-3.59968672,1.791526741,6.513513475,0.007570571,107302743,hepatic leukemia factor,0.47164213
-0.080702557,-0.180054771,1.30066991,6.07375565,6.501535136,0.007577346,107285142,protein kinase C substrate 80K-H,0.763916643
0.38449144,1.133517011,2.201800012,5.899532715,6.506813494,0.007598058,107293084,transmembrane p24 trafficking protein 10,0.881622991
-1.361839917,-1.359346566,0.505917453,5.365459325,6.506519112,0.007599268,107285375,reactive intermediate imine deaminase A homolog,0.698028542
1.03292224,-0.736391354,0.50903932,7.726339813,6.49405336,0.007608166,107293247,receptor accessory protein 5,0.685773726
1.866378026,1.78162534,2.217211716,5.049744619,6.495214702,0.007645918,107288527,major facilitator superfamily domain containing 5,0.913891724
-12.84461916,-8.675730222,-10.5354094,4.697134995,7.224959044,0.007658159,107287409,iodotyrosine deiodinase,0.126715527
2.705572528,2.786181057,1.372372032,2.413815233,6.483610098,0.007694153,107286967,calcium/calmodulin-dependent protein kinase kinase 2 beta,0.931092626
0.871325767,0.847658141,1.410998579,3.442949771,6.468930834,0.007712731,107296455,katanin p80 subunit B-like 1,0.70035925
4.177764675,1.727642029,1.966677505,-0.0063204,6.47183457,0.007719756,107298799,multiple EGF like domains 9,0.764436937
1.782049778,2.077949682,3.811940631,1.298167679,6.476554035,0.007723656,107283220,uncharacterized LOC107283220,0.936843056
2.309630269,1.856476094,1.067718537,1.417078742,6.465726105,0.00772619,107285703,zinc finger matrin-type 3,0.793164212
-0.871951802,-0.379239815,0.456752196,5.200671437,6.463099931,0.00773724,107295213,serine/threonine kinase 25,0.370518515
1.72066672,3.954801907,3.78391432,6.104948917,6.459918752,0.007793735,107285786,mannosidase alpha class 1A member 2,0.887048448
0.674508943,-0.187013024,-2.081034123,0.190256288,6.446186373,0.007808845,107287861,protein kinase C epsilon,0.37368811
1.284537818,-1.639321737,-1.700691823,1.452108275,6.434760691,0.007901131,107286653,cerebellar degeneration-related protein 2-like,0.138710335
0.642603386,-0.036800287,2.031199061,4.850788821,6.42249871,0.007954101,107282991,solute carrier family 35 member B3,0.815685731
-4.483880202,-2.294887487,-1.273818802,-0.096547355,6.405844882,0.008026707,107297587,dehydrogenase/reductase SDR family member 13-like,0.200816301
1.397072681,-0.28595341,-0.036890066,5.213435679,6.400408939,0.008029646,107284972,echinoderm microtubule associated protein like 4,0.825527575
0.858419675,1.34582835,-1.313037758,0.723336761,6.382933359,0.008083569,107302887,discoidin CUB and LCCL domain-containing protein 1-like,0.813745867
5.72250447,-2.626964666,2.130525732,0.39082964,7.087178254,0.008150131,107289212,adrenomedullin 2,0.465014211
1.394581668,1.285972382,1.887929217,2.378422397,6.344428275,0.008256321,107295205,ribosomal protein S6 kinase A6,0.575328931
-1.46212707,-0.996520191,-0.349752381,3.650490664,6.327224793,0.008334892,107283749,LSM10 U7 small nuclear RNA associated,0.688778229
0.897564383,1.341754409,2.928407234,7.497453929,6.324460985,0.008392828,107289650,peptidylprolyl isomerase B,0.930001182
-0.263877451,0.608386165,2.230757714,4.397857299,6.304613842,0.008485045,107287238,HIV-1 Tat interactive protein 2,0.490722685
0.103599179,1.146916921,2.122620694,6.200751066,6.29723683,0.008519622,107287152,defender against cell death 1,0.86759038
1.518357521,0.73970064,-0.913464323,1.427461627,6.272221818,0.008592009,107282221,Rho/Rac guanine nucleotide exchange factor 18,0.48491862
1.108727589,0.584013066,4.532842289,1.233524411,6.275289707,0.008623467,107284577,family with sequence similarity 110 member C,0.420923222
-1.473277505,0.283111279,0.324893898,7.292003297,6.273177445,0.008633539,107287902,adenosine kinase,0.884276421
0.111779325,-0.243307657,-1.77244168,1.692807893,6.258359474,0.008658261,107300079,cytoplasmic dynein 1 heavy chain 1-like,0.485416479
-0.288829097,1.105953876,1.387844391,6.233071204,6.243580345,0.008776119,107284379,STT3B catalytic subunit of the oligosaccharyltransferase complex,0.873265825
-0.769798234,-4.239881268,-2.649980176,0.696056275,6.23860934,0.008800335,107296436,chloride voltage-gated channel Ka,0.643792899
0.876548697,0.765839452,-1.27409057,3.435966336,6.217705663,0.008903021,107290879,proline rich coiled-coil 2A,0.785595642
1.181493646,1.254081614,-1.374062795,1.243485253,6.197909636,0.009001556,107303220,WD repeat domain 44,0.531983378
-1.346631263,0.654661062,-0.398376813,3.516628774,6.196928148,0.009006474,107295258,receptor-interacting serine/threonine-protein kinase 2-like,0.28074752
-0.615842435,0.105171485,1.421726068,3.397339914,6.177662242,0.009077305,107290039,rhomboid domain containing 2,0.557005662
-0.885929907,3.293697661,-0.006028889,2.928421929,6.170754404,0.009138796,107293392,chromosome unknown open reading frame human C15orf39,0.871977149
1.654062153,1.636269889,1.544438033,2.243451967,6.160410541,0.009143728,107289096,endoplasmic reticulum oxidoreductase alpha,0.244102273
-0.155205056,0.877050919,-0.781087963,4.100967093,6.154345195,0.009174819,107296658,slingshot protein phosphatase 3,0.811119578
4.190707677,3.020398947,4.935733221,2.535378846,6.160702523,0.009190215,107300207,claudin-7-like,0.342914454
1.129528065,1.201669554,1.324992663,4.997000472,6.149995581,0.009203046,107294777,nucleolar protein 10,0.853425516
3.195716766,2.952112509,2.39183457,0.970925374,6.154998169,0.009219545,107297693,ADP-dependent glucokinase,0.92947075
-0.992157797,-0.334241638,2.006438417,2.870494668,6.148241046,0.009254429,107296706,solute carrier family 50 member 1,0.587491923
-2.566580493,-2.685556945,-1.174963544,2.471347626,6.136004259,0.009317995,107293902,Kruppel-like factor 15,0.64642486
0.297771029,1.28443296,1.746901937,3.206895329,6.123126947,0.009343201,107291866,transmembrane 9 superfamily member 2-like,0.851983428
2.331331597,2.578155319,2.600398147,4.484239864,6.129479008,0.009352099,107298042,SRP receptor alpha subunit,0.933202659
1.342361653,5.690228536,1.744739849,-0.038794182,6.129434143,0.009352334,107284351,vasoactive intestinal peptide receptor 1,0.777198786
2.469957375,1.788549304,1.006139251,4.69180013,6.108984955,0.009460161,107294181,cAMP responsive element binding protein 3-like 2,0.704739134
0.036559163,-1.441312432,1.826740651,1.679272795,6.101534366,0.009499807,107283124,transient receptor potential cation channel subfamily M member 1,0.59950514
1.749765337,1.641493368,1.807800306,3.095437895,6.10006616,0.009507643,107297140,cystinosin lysosomal cystine transporter,0.327273641
-0.117274927,1.083257992,1.981836128,7.615924313,6.089191639,0.009565912,107285871,DnaJ heat shock protein family (Hsp40) member B11,0.806558217
0.899169858,1.522980263,2.993871253,5.855136228,6.076248384,0.00963581,107296710,keratinocyte associated protein 2,0.894600201
0.324714224,-0.123990286,1.86711362,7.610996459,6.075793174,0.009638279,107290342,thioredoxin,0.47070659
1.721390039,1.562205366,2.029112048,2.292175755,6.046847821,0.00978193,107302488,SAS-6 centriolar assembly protein,0.863158448
2.271372016,0.098391875,-0.112681613,3.452006182,6.038532163,0.009842911,107297511,heat shock factor binding protein 1-like 1,0.610029956
2.667587603,1.896485522,2.238208733,2.500664309,6.035601549,0.009859219,107296034,uncharacterized LOC107296034,0.916442595
0.338183962,1.1766677,2.934589167,4.590132573,6.031232428,0.009883591,107288052,translocon-associated protein subunit beta-like,0.769635471
-0.992713589,-1.070474275,0.75057542,2.155086652,6.013175185,0.009934458,107284852,endoplasmic reticulum to nucleus signaling 1,0.756800555
-1.53831045,-1.159289554,1.223151147,6.589089246,6.017728945,0.009959361,107297073,GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-12-mannosyltransferase-like,0.827381344
-0.236340405,2.29872891,1.478707223,6.691426347,6.012985608,0.009986136,107290862,lectin mannose binding 1,0.894046579
-1.098437313,-0.538361762,-0.069459739,4.08101769,6.002989379,0.009992046,107294960,D-2-hydroxyglutarate dehydrogenase,0.716637333
-0.126599473,-0.734556556,-3.621137838,5.991091942,6.011613415,0.009993898,107290494,acetyl-coenzyme A synthetase 2-like mitochondrial,0.940170684
4.506415489,0.937814383,-1.038751134,1.743770475,6.001141249,0.010053364,107283801,BMP binding endothelial regulator,0.884059577
1.624602336,1.343675427,1.835604299,4.216407269,5.98721089,0.010133109,107287684,galactokinase 2,0.552894344
1.8722527,1.239391676,1.944144289,5.204756691,5.985498664,0.010142961,107287353,glycosyltransferase 8 domain containing 1,0.816573702
1.563149441,1.89124307,0.670090307,6.937808686,5.982247982,0.010161697,107294978,phospholipid phosphatase 1,0.696381518
0.982270613,-1.269889271,1.192783898,3.736198499,5.982196994,0.010161991,107286324,histone deacetylase 10,0.954864418
-2.017290363,-2.914333118,-0.96700814,8.235436632,5.968859636,0.010239288,107290492,aldehyde dehydrogenase 6 family member A1,0.951449645
0.928393998,3.103451397,2.451861431,0.931407905,5.968189077,0.010243192,107294409,pyrroline-5-carboxylate reductase 1,0.870852174
0.130160385,-0.206624796,1.892745925,4.931858632,5.962372429,0.010277132,107302790,glutaredoxin,0.583854972
-2.351930321,-2.171263826,0.344624653,3.553352351,5.96016241,0.010290062,107293679,mitochondrial ribosomal protein S11,0.265409308
-2.571797055,-1.793355795,-0.070048623,9.041200539,5.948400233,0.010359197,107302669,acyl-CoA synthetase long-chain family member 1,0.802799494
-2.256284479,-0.716323226,-0.921000274,7.460687171,5.941612494,0.01039934,107286042,electron transfer flavoprotein dehydrogenase,0.611314593
1.526832228,1.642983183,3.588620834,2.485998439,5.941534734,0.010399801,107283214,zinc transporter ZIP11-like,0.957086371
-0.672050685,-0.008930163,1.528993533,6.767854875,5.938532823,0.010417613,107284623,magnesium transporter 1,0.871180406
-4.922787576,-4.895434753,-2.843818826,4.271554184,5.9361681,0.010431669,107301058,mitochondrial import receptor subunit TOM70-like,0.194258051
1.100835512,1.236076,1.46696704,3.98648235,5.927145104,0.010437692,107288112,serine/threonine kinase 16,0.832694755
3.005884715,4.209109868,2.806704071,2.290068601,5.928318169,0.010478489,107292110,nuclear envelope integral membrane protein 2-like,0.42355239
1.350005697,0.172549656,0.97491119,5.459238823,5.911908176,0.010529079,107285108,sphingomyelin synthase 1,0.606938778
0.121574773,2.803804661,-0.677551328,-0.522872075,5.909920865,0.010536646,107299007,testis-expressed sequence 264 protein-like,0.358279094
8.542384773,1.795580172,6.329313856,0.652408499,6.509336782,0.010676189,107287686,lysophosphatidylcholine acyltransferase 2-like,0.876280268
0.919006923,1.888722384,2.08457887,5.293017379,5.892628371,0.010694468,107296633,phosphomannomutase 2,0.895318323
-2.595459059,-2.381025313,-3.148802955,0.006935552,5.883217761,0.010699234,107293370,DNA (cytosine-5-)-methyltransferase 3 alpha,0.285951017
2.441299406,1.996966381,1.781047514,0.313908317,5.881356856,0.010710673,107300608,zinc finger CCCH-type with G patch domain-containing protein-like,0.506412953
2.834620764,1.107175837,3.629594878,4.666507325,5.881621591,0.01076212,107302795,small integral membrane protein 14,0.91011525
2.074522312,2.05990075,1.731433384,4.897091947,5.878609422,0.010780721,107284918,serine/threonine kinase 17b,0.757768858
0.688957061,-0.300775527,2.69956635,1.99256749,5.867843711,0.010847508,107287283,solute carrier family 2 facilitated glucose transporter member 11-like,0.891509047
-0.04801662,-0.336525108,0.850009673,6.219367516,5.851290152,0.010897483,107298298,solute carrier family 35 member F5,0.214167912
-0.889865186,0.000295998,2.407213499,4.424895051,5.84607663,0.010984023,107284894,Rho guanine nucleotide exchange factor 26,0.924663894
4.037385485,0.181492543,-1.739863963,1.854716305,5.843567741,0.010999886,107283863,SLIT and NTRK like family member 6,0.160651695
-1.806287088,-1.036405767,-0.286836736,3.396396649,5.806754477,0.011235746,107300667,eukaryotic translation initiation factor 5A-1-like,0.333617847
4.315133551,4.414337967,1.940222135,1.504727898,5.800691034,0.011275156,107289654,adaptor related protein complex 3 beta 2 subunit,0.912585503
1.105732803,0.990460626,0.449405026,4.508493871,5.790774103,0.011285109,107292300,RAB3 GTPase activating non-catalytic protein subunit 2,0.612950792
0.537553524,0.935738134,1.410131124,4.384964083,5.785089791,0.011322337,107293511,torsin family 1 member B,0.729264359
1.524984004,-0.114491953,2.492596121,2.264294318,5.789881574,0.011345815,107303189,CDP-diacylglycerol synthase 1,0.691752107
-1.894806183,-1.174008297,-1.021025789,3.134673165,5.775974109,0.011382337,107292976,mediator complex subunit 27,0.239753099
1.682471198,1.327924528,1.864123814,3.76907368,5.771365725,0.01146805,107297554,thiosulfate sulfurtransferase (rhodanese)-like domain containing 2,0.874339258
1.334251478,0.404816133,0.914338544,4.676158944,5.760371968,0.011485893,107294847,ring finger protein 170,0.821702784
0.739133869,1.319713261,1.2153165,5.248363198,5.738006377,0.011640965,107283140,M-phase phosphoprotein 10,0.586602608
0.734493369,-1.118543423,0.50501926,6.02977913,5.740701751,0.011673875,107291177,3-hydroxy-3-methylglutaryl-CoA reductase,0.26311903
-1.386746842,0.419420761,1.201539075,5.370348455,5.726754486,0.011768915,107286449,solute carrier family 5 member 6,0.88101165
2.589298225,1.904195632,0.135970122,1.488011719,5.722517755,0.011797963,107284839,protein phosphatase 1 regulatory subunit 16B,0.74862415
3.897483237,3.333548083,4.145892766,1.016402358,5.722058922,0.011801114,107291067,pleckstrin homology and coiled-coil domain containing D1,0.75328689
2.935940439,0.471170097,1.813755568,4.561677081,5.721862186,0.011802465,107292634,DnaJ heat shock protein family (Hsp40) member C10,0.841142981
1.685514427,1.547907901,1.028599728,2.218849706,5.713390809,0.01180441,107288207,interleukin-1 receptor type 1-like,0.746971859
-2.038500824,0.438642042,1.286751653,0.155854467,5.720870885,0.011809277,107289378,CCAAT/enhancer binding protein beta,0.218107116
-2.414738885,-1.028335499,0.304243524,7.001784458,5.709116203,0.0118904,107292169,sphingosine-1-phosphate lyase 1,0.494828375
-0.364402424,-1.291321308,0.065081222,7.826263489,5.696021697,0.011924763,107290820,LMBR1 domain containing 1,0.693783927
1.206900825,1.30850917,1.842327443,3.793695747,5.696332702,0.01197936,107300295,GDP-L-fucose synthase-like,0.723453112
-2.422481863,-1.062985678,-0.507419059,4.438847588,5.682493181,0.012076546,107286161,nicotinamide riboside kinase 1,0.707811669
-0.075545518,0.037171403,2.413031739,4.401768393,5.682127086,0.012079129,107283883,VCP interacting membrane selenoprotein,0.865949645
-1.041695491,-1.330688303,0.215048264,3.951263579,5.672691704,0.01214593,107297083,RNA pseudouridylate synthase domain containing 3,0.290233287
0.34599916,1.336790554,2.785936894,4.912649144,5.672491497,0.012147352,107291261,transmembrane p24 trafficking protein 5,0.909026658
-0.845615402,-0.639241133,0.935603085,7.228223492,5.645975304,0.012333623,107291673,ALG2 alpha-13/16-mannosyltransferase,0.687935146
2.925550695,-1.867580491,0.892678576,1.490730742,5.638621189,0.012390754,107291870,leucine rich repeat neuronal 1,0.424635064
0.689488749,-0.282248845,1.722646015,1.122478141,5.629122425,0.012401864,107299065,BCL2 associated agonist of cell death,0.09258382
1.281862466,1.306078231,1.978552972,3.296783544,5.636502889,0.012406164,107293199,RFT1 homolog,0.887308701
0.773423503,1.700123029,1.95171255,5.246935552,5.636359631,0.012407207,107296957,DnaJ heat shock protein family (Hsp40) member C21,0.770936966
-1.322111675,-0.046643725,1.383129298,2.597694504,5.630140957,0.012452581,107302924,phosphoacetylglucosamine mutase-like,0.770484491
-1.206769262,0.02222117,1.613861732,4.264905024,5.626389055,0.01248005,107295338,phosphoacetylglucosamine mutase-like,0.87355769
1.401856114,1.641330123,1.681929004,5.272816696,5.614060826,0.012570808,107298041,family with sequence similarity 118 member B,0.913612665
-1.339736836,-0.295333098,0.108954459,3.146761263,5.600535445,0.01261249,107287981,tripartite motif-containing protein 59-like,0.530520892
-1.093327179,-0.141761538,1.912203166,4.860457547,5.606530677,0.012626621,107285462,transmembrane p24 trafficking protein 2,0.942253169
-1.028829575,-0.17793687,0.401691931,4.693554187,5.583522813,0.01274479,107285263,F-box and WD repeat domain containing 4,0.713322198
1.70834895,-2.19969207,0.781693483,0.647660945,5.573877271,0.012872012,107293786,tachykinin receptor 2,0.401593843
0.499978038,-1.471022117,1.081511417,4.101402364,5.571477196,0.012890266,107282464,ceroid-lipofuscinosis neuronal 3,0.544881221
-1.763838882,-1.671860702,-2.157524183,1.697338768,5.561401513,0.012907615,107291662,PAF1 homolog Paf1/RNA polymerase II complex component,0.326522062
2.173994639,1.650147088,1.862896445,2.836772117,5.559582725,0.01298118,107286380,ORMDL sphingolipid biosynthesis regulator 2,0.489230357
0.821243717,1.717454422,3.042135948,1.811797008,5.557434432,0.01299768,107301607,uncharacterized LOC107301607,0.628383392
-0.071174245,-0.158720779,2.218242777,4.987645976,5.546781864,0.013079858,107284820,myelin protein zero like 3,0.813069548
-1.439835296,-0.435788472,0.988943614,2.361181138,5.545787966,0.013087556,107300825,major facilitator superfamily domain containing 11,0.479230772
-1.670389228,0.483971762,-2.895597472,0.108457621,5.538201066,0.013146494,107294045,von Willebrand factor A domain containing 7,0.648931621
-0.115943618,-1.185996414,-1.122798579,7.218804974,5.528293908,0.013163585,107296562,RUN and FYVE domain containing 1,0.19691745
-1.606491218,-0.945697113,-0.621936081,2.999428247,5.524718513,0.01319158,107287405,peptidylprolyl isomerase like 4,0.35989421
1.104869767,0.934719242,-0.317005803,3.73943985,5.524928958,0.013195015,107287650,neurobeachin,0.844731508
0.354507093,-2.099277087,-0.21896694,2.53302754,5.527963762,0.013226511,107289380,par-6 family cell polarity regulator beta,0.438754953
2.600513584,1.019058752,0.505211326,5.85519062,5.523456144,0.013261924,107283889,cytochrome b reductase 1,0.72890968
0.561937366,2.414724483,3.750671283,4.512956078,5.521826336,0.013274755,107285533,dipeptidyl peptidase 4-like,0.885790444
0.855259868,1.259676435,-0.690133258,3.505351514,5.52072131,0.013283463,107295598,nuclear receptor corepressor 2,0.390978816
1.17958311,1.724536235,2.153932899,5.895200049,5.520595045,0.013284458,107285582,ER degradation enhancer mannosidase alpha-like 2,0.892957055
3.757754415,-0.425012893,2.340756138,1.537522063,5.519045301,0.013296683,107293217,syntaxin 19,0.658114509
-1.764324544,-1.102585633,-0.34907622,2.697678615,5.501661149,0.013373791,107294462,sirtuin 3,0.134950792
0.626509087,1.208232681,2.819581063,3.672035359,5.503783521,0.013417773,107296690,vesicle-trafficking protein SEC22b-B-like,0.928570532
1.093432708,1.883765219,1.90242142,4.127921628,5.503393813,0.013420882,107286450,prolactin regulatory element binding,0.929028232
3.963243328,1.941864851,1.316972136,2.214795947,5.49484725,0.013489271,107290322,small integral membrane protein 5,0.290946401
1.39888595,0.088480207,-1.343776533,1.636151797,5.492211046,0.013510448,107286199,zinc finger protein 827,0.686130604
1.765628907,-1.023590751,1.571768194,3.414822127,5.489137139,0.01353519,107296058,erythrocyte membrane protein band 4.1 like 4A,0.595801532
-0.126702978,-2.623647168,-1.008432365,3.796743301,5.476781139,0.013635176,107283363,tudor domain containing 5,0.335513953
-1.294618671,-0.592128027,0.106534463,2.663698019,5.468747648,0.01363899,107288555,HemK methyltransferase family member 1,0.502028424
-1.966301518,-1.529104864,-0.357451705,2.133916727,5.465106837,0.013693409,107291776,Ras association domain family member 3,0.524122389
1.383748733,-0.03668517,1.043132021,4.218240116,5.465195527,0.013729711,107302909,charged multivesicular body protein 4C,0.215806136
1.400105189,0.702903238,-0.013160328,5.009658042,5.461474754,0.013730847,107284149,A-kinase anchoring protein 13,0.709961572
0.253561711,1.947163972,1.766135458,5.034633007,5.464788522,0.013733045,107296798,fucosyltransferase 8 (alpha (16) fucosyltransferase),0.945975141
-0.543189752,-0.655889527,-1.304471384,5.203036209,5.453048769,0.013767636,107302675,trafficking protein particle complex 11,0.415152378
-0.256051685,0.403969446,1.414040843,7.594138617,5.448241225,0.013807315,107295192,lectin mannose binding 2,0.901447291
1.14537123,-0.523570578,1.402045692,6.363429047,5.433787499,0.013989853,107289913,AKT interacting protein,0.94266459
-0.466295796,0.744346403,1.616754258,5.312032836,5.432240254,0.014002816,107298348,stromal cell derived factor 4,0.917099582
8.556053854,2.186101586,2.376893324,0.767340987,5.95270177,0.014051496,107300881,SEL1L family member 3,0.745847738
9.26757404,2.487195385,2.3092566,1.371814454,5.950791686,0.014065122,107288122,protein tyrosine phosphatase receptor type N,0.92421171
