logFC..venom...liver,logFC..venom...kidney,logFC..venom...heart,logCPM,F,PValue,genes,description
-0.559883033,-0.214083983,0.704866596,2.238039898,0.176043048,0.910522499,107301265,5'-nucleotidase domain-containing protein 1-like
-0.56060333,1.354642237,1.010778978,3.130166064,5.40918402,0.01419765,107290093,CTD nuclear envelope phosphatase 1 regulatory subunit 1
-0.56076753,-0.371847066,0.459206881,6.137389179,2.165191796,0.146239589,107298532,TGF-beta receptor type-1
-0.560964644,-0.268120957,1.248928326,1.231808312,1.007290551,0.423864142,107295576,unconventional myosin-Ie-like
-0.560990461,-0.320323033,-0.612553224,5.024977449,1.188149109,0.356190218,107289738,mitochondrial ribosomal protein S27
-0.561107838,-3.456466093,-0.370840044,3.679482183,29.07380826,9.94E-06,107293576,Rho GTPase activating protein 42
-0.561247608,1.058331942,2.044092942,2.988321887,1.269582183,0.329732911,107296740,proteasome subunit beta 9
-0.561258317,0.524376601,-1.305661582,1.86821282,1.362261547,0.302072587,107289594,family with sequence similarity 65 member B
-0.561657195,-1.332260486,2.521447971,0.801072553,3.145902796,0.065812857,107295031,transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
-0.562588033,1.072081352,1.262812494,0.660199688,1.586833446,0.245041713,107286277,BCL2 like 14
-0.5628147,0.020128203,-0.606017223,2.873354401,0.816323335,0.509743736,107294636,ZFP62 zinc finger protein
-0.562878963,0.2669103,-0.121827894,5.709576993,0.622402195,0.614220201,107299055,FK506 binding protein 2
-0.56291804,-1.128829422,0.574415637,4.561810029,7.642414093,0.004204444,107285580,glutathione synthetase
-0.563383801,-0.023274406,0.07740489,5.657504934,0.642961623,0.602284269,107286206,zinc finger FYVE-type containing 19
-0.564329496,0.272545068,-1.140882838,8.654638997,2.613739163,0.100321081,107290105,cytochrome b-c1 complex subunit Rieske mitochondrial
-0.564686188,-0.147377858,-1.614004236,4.70725193,4.96503137,0.018644847,107293430,inositol 145-trisphosphate receptor type 1
-0.564771527,-0.121959889,0.172651415,4.276740033,1.259699958,0.332770726,107302937,tRNA selenocysteine 1 associated protein 1
-0.564986084,-0.659501682,-0.684663613,3.577261961,0.64367803,0.601872033,107286885,transportin 2
-0.565212622,-0.820968201,0.282787271,4.420476955,2.510485908,0.109216953,107300584,serine incorporator 5
-0.566658796,-0.52895209,-1.30619303,2.743601668,2.480044898,0.111872704,107286194,methylmalonic aciduria (cobalamin deficiency) cblA type
-0.566813477,0.578132402,-0.675089819,2.15365289,0.759338329,0.538574069,107293703,Kruppel-like factor 3 (basic)
-0.566993392,-0.021059791,-0.38042588,2.625999861,0.450176152,0.721910889,107287309,tyrosylprotein sulfotransferase 2
-0.567132009,-2.279232826,2.576571855,2.533813319,6.9868824,0.005891964,107289105,NUAK family SNF1-like kinase 2
-0.567177444,0.172369087,-0.533253068,0.041544723,0.414975527,0.745447947,107302174,zinc finger protein 708-like
-0.567193001,-0.535998719,-0.818331345,4.246573992,1.57191971,0.248284851,107289291,potassium channel tetramerization domain containing 3
-0.567317768,0.025428143,1.15011895,6.175223926,5.082307365,0.017329827,107284431,glycerol kinase
-0.567382558,-2.544539737,-0.605589609,1.889461058,8.800034685,0.00244301,107293756,uncharacterized LOC107293756
-0.567521751,-1.75984851,-3.198317175,0.487209021,3.420374109,0.053494347,107295602,selenoprotein N 1
-0.567652025,-0.80442906,0.79166313,6.418624984,5.921212951,0.010482365,107289547,synapse associated protein 1
-0.567853752,0.016963724,-1.045962099,0.521772327,0.62613991,0.61203509,107299535,zinc finger protein 157-like
-0.567985048,0.020030444,-0.75268591,2.708623635,1.551623263,0.252987743,107283193,nuclear fragile X mental retardation protein interacting protein 1
-0.568978996,-0.263120405,-0.196727093,4.281932496,0.159784578,0.92128539,107292150,chitinase domain containing 1
-0.569051738,1.349786407,-1.055115066,-0.44367054,1.072866845,0.397927852,107283495,UTP4 small subunit processome component
-0.569614498,-0.145689685,1.448122661,1.474544075,3.563643342,0.048015089,107291234,chromosome unknown open reading frame human C3orf14
-0.569869837,-0.121766165,0.095287926,3.621367407,1.210766617,0.348582111,107286810,replication factor C subunit 3
-0.569899047,-0.442108129,-0.230736078,5.5242993,0.621881908,0.614524899,107283990,nucleotide binding protein 1
-0.569920235,0.388947473,0.236551858,6.600004135,1.628149867,0.235908154,107295674,RAB24 member RAS oncogene family
-0.570535567,-1.075119421,0.74835596,5.073369081,3.820227098,0.040013686,107289332,nuclear receptor coactivator 7
-0.570710367,0.056959836,-1.035003074,0.596429151,1.524282569,0.259479824,107292201,endo-beta-N-acetylglucosaminidase
-0.570920905,0.374498425,-0.907386511,0.07029217,0.667763662,0.588157145,107285042,proline glutamate and leucine rich protein 1
-0.571715876,-0.712545183,-0.326923103,0.497967823,0.280585421,0.838390313,107300026,RWD domain containing 3
-0.572242818,-0.285492575,0.362179118,4.204090071,1.305797625,0.318609194,107301523,cytochrome c oxidase assembly factor 5
-0.572441629,0.437702508,1.717873618,8.913144378,2.45029104,0.114818989,107292484,protein disulfide isomerase family A member 4
-0.573599966,-0.408928286,0.105408468,5.341664707,0.877647639,0.480405408,107287669,polymerase (RNA) II subunit D
-0.574256515,0.906015797,0.806833481,3.828612495,5.135741014,0.016745966,107296611,ribonuclease P/MRP 30kDa subunit
-0.574408095,-0.336604287,-0.741156272,2.606055802,1.088365485,0.391936314,107294846,THAP domain containing apoptosis associated protein 1
-0.574522695,-0.832651578,-1.374398585,2.997492829,3.46663187,0.051568426,107295586,excision repair cross-complementation group 6 like 2
-0.574854952,-0.78341785,-0.788320705,2.089596007,1.463188257,0.274663502,107287702,ethylmalonyl-CoA decarboxylase 1
-0.575141065,0.458284032,0.774862948,3.95559805,3.038859887,0.07148389,107283498,dihydroorotate dehydrogenase (quinone)
-0.575474267,0.026612074,0.229247488,4.102986309,1.575444965,0.247496277,107297143,ER membrane protein complex subunit 6
-0.575690021,-0.378082605,-0.541077455,5.431933923,1.193773575,0.354281748,107300506,interleukin-6 receptor subunit beta-like
-0.575833696,-0.492867176,-1.011633553,6.22905388,1.980396166,0.171777037,107284845,nucleolar protein 11
-0.575859842,-0.456118887,0.355539255,7.137823189,2.7166123,0.092125099,107284288,karyopherin subunit alpha 3
-0.576492225,-0.505070103,-1.92229974,1.172999998,2.352894194,0.124594365,107290859,calcitonin gene-related peptide type 1 receptor-like
-0.577046515,6.941873184,6.941873184,0.016723943,5.440476009,0.025864419,107300861,40S ribosomal protein S12-like
-0.577200272,0.169635423,0.408954721,3.197952137,2.556941184,0.104952811,107290169,5-methyltetrahydrofolate-homocysteine methyltransferase
-0.578045548,-1.093532636,-0.651106525,6.994883499,2.752908069,0.089466199,107289038,ring finger protein 13
-0.578346924,-0.283168321,0.254191775,6.357017219,1.641938447,0.232860155,107302400,STE20-related kinase adaptor alpha
-0.578394799,-0.934676289,1.201098008,2.065813081,4.970286593,0.018518611,107283759,thyroid hormone receptor beta
-0.579236427,-0.5516607,0.846856072,7.793158736,7.100696009,0.005521504,107290970,CCR4-NOT transcription complex subunit 8
-0.579424831,-0.250297277,-2.496155361,0.529205949,3.509578296,0.050080875,107289268,proline-serine-threonine phosphatase interacting protein 1
-0.58014089,-0.34478986,0.553527969,5.337112509,3.759813119,0.041660316,107295298,protein phosphatase 4 regulatory subunit 2
-0.580175311,-0.431243701,-0.516497309,4.249386225,0.553002715,0.656000468,107290179,chromosome unknown open reading frame human C1orf131
-0.580359744,-0.01680198,-0.411096521,5.71345707,0.582957031,0.637687987,107292146,transmembrane protein 242
-0.581205489,0.209178156,-0.716719264,3.924371841,0.711800765,0.563808067,107289245,sorbin and SH3 domain containing 3
-0.581417173,-0.612632902,5.491667205,10.35119018,8.275647838,0.003126427,107288545,glutathione S-transferase-like
-0.58150587,0.188448846,-1.270247991,2.17884051,0.941629529,0.451597066,107288178,NCK associated protein 1 like
-0.581825086,-0.406391786,-1.445558907,5.607857894,3.839688297,0.03946541,107289546,CTP synthase 2
-0.582025405,-0.987264525,-0.604971853,8.176745419,1.504055358,0.264419369,107286523,ATPase H+ transporting accessory protein 2
-0.582210347,-1.000151759,-0.412377188,7.905189166,3.084486238,0.068862866,107300431,serine incorporator 3
-0.582804853,-0.152380773,0.802434545,3.937751915,5.367901457,0.014490491,107282482,HSPA (heat shock 70kDa) binding protein cytoplasmic cochaperone 1
-0.583089793,0.790865149,0.847603104,3.55264662,6.735222557,0.006684097,107285743,receptor interacting serine/threonine kinase 2
-0.583334009,0.044828835,-1.700663499,3.010802329,3.940545503,0.036759765,107287912,RAS p21 protein activator 3
-0.583447318,-0.714116239,-1.10105372,3.392749394,2.190183429,0.14296305,107288392,WWC family member 3
-0.583914044,1.362909606,2.329622987,0.560213156,1.278483966,0.326960158,107301948,uncharacterized LOC107301948
-0.583916322,-3.295533117,-0.01846928,4.32614134,24.81826251,2.23E-05,107290137,D-aspartate oxidase
-0.583944234,0.193037902,1.335599167,5.348000854,5.469170996,0.013697186,107286935,leucine-rich repeat containing G protein-coupled receptor 4
-0.58430809,0.021593491,0.295117295,2.642420763,0.726871924,0.555690309,107299547,ubiquitin carboxyl-terminal hydrolase 16-like
-0.584720346,-0.773201868,-0.13558154,1.368886375,0.469764736,0.709011599,107283265,family with sequence similarity 160 member B2
-0.584723425,0.626619551,1.98503533,8.343493123,6.519440827,0.007546351,107294279,Sec61 translocon alpha 1 subunit
-0.584757155,-0.02746053,1.233085316,2.494134989,2.736829317,0.090782296,107298998,zinc finger protein 850-like
-0.585099692,-0.353567309,-1.402826128,0.665977367,1.367019954,0.300681834,107298443,acyl-CoA thioesterase 8
-0.585133801,-1.114777327,-0.737746455,1.472838966,1.476410534,0.271295983,107301469,uncharacterized LOC107301469
-0.586058081,2.654899619,1.40564973,1.083679042,1.160125483,0.365981356,107301562,extracellular matrix protein 1-like
-0.587412408,-0.759948655,-2.909660717,1.357142191,8.985315172,0.002255191,107291113,neuron navigator 2-like
-0.587939871,-0.071497449,-0.900915238,7.217590832,0.885616688,0.47671845,107283600,cytochrome b-c1 complex subunit 6 mitochondrial
-0.587965276,0.057133271,0.025633851,5.090893727,0.23857094,0.867740983,107293842,interferon-induced protein with tetratricopeptide repeats 5-like
-0.588384302,-0.594674306,0.35815697,4.664171333,2.911294564,0.07886702,107282524,protein SCO1 homolog mitochondrial
-0.58842622,0.339770705,-0.352351659,0.608164081,0.441854281,0.72743587,107291011,GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein
-0.588537738,1.135792258,0.717077521,1.889495463,1.305418082,0.318723636,107300610,uveal autoantigen with coiled-coil domains and ankyrin repeats-like
-0.58863858,-1.199648039,-0.878772507,0.792601912,0.77644303,0.52975911,107295271,branched chain keto acid dehydrogenase E1 alpha polypeptide
-0.589372666,-8.002419251,1.71831853,3.473529397,48.24002482,6.91E-07,107282668,homeobox B7
-0.590409534,0.534292024,-2.416673681,0.855482143,4.076994299,0.033434396,107289562,WD repeat domain 81
-0.590870048,-0.652443583,-0.185704157,5.171752417,1.424011002,0.284932028,107297398,CWF19-like 2 cell cycle control (S. pombe)
-0.591095625,-0.128379269,-0.675370884,7.384391616,0.611189856,0.620815335,107288246,cytochrome c oxidase subunit 4 isoform 1 mitochondrial
-0.591457971,-0.430505154,0.259396663,3.720012998,1.48814593,0.268447298,107297907,enhancer of yellow 2 homolog (Drosophila)
-0.591729678,-1.710152767,-0.928896207,4.915309556,7.652768502,0.004185478,107302644,syntaxin 7
-0.591736677,-0.682835989,-0.07827332,6.646108297,0.705873033,0.567030964,107302378,heparan-alpha-glucosaminide N-acetyltransferase
-0.591760608,-0.928085686,-0.062711453,5.586562993,2.202682095,0.141594133,107286883,chromosome unknown open reading frame human C19orf43
-0.592973094,-1.430646624,-0.488614829,5.467979347,2.232048427,0.138072515,107290245,lactamase beta 2
-0.594196262,-0.216522515,0.053284021,5.590685216,1.175147207,0.360706454,107288770,KIAA0141 ortholog
-0.594435269,-0.208975532,-0.701210886,4.571194349,1.032124167,0.413840185,107295066,SET nuclear proto-oncogene
-0.594477868,-0.2939484,-1.246386964,6.852464802,1.594793874,0.24325176,107283666,NADH:ubiquinone oxidoreductase subunit A2
-0.594632855,-0.358886839,-0.432432594,5.475787395,0.546398304,0.660094097,107286060,mitochondrial ribosomal protein L3
-0.594693815,0.328728322,0.878759931,6.553946991,1.936955876,0.17855304,107286044,thioredoxin like 1
-0.596108864,-0.045461295,0.39091719,4.341766716,0.83194498,0.502106141,107301740,60S ribosomal protein L10a
-0.5978057,0.0087511,-0.525441894,8.255925991,0.846849972,0.494901746,107297064,eukaryotic translation elongation factor 2
-0.598165122,0.168173261,-0.154066003,1.346000523,0.423577476,0.739659629,107290917,RAB37 member RAS oncogene family
-0.598253828,-0.330303312,0.417355893,8.803570555,0.900731996,0.46980317,107282497,ferritin higher subunit-like
-0.59825523,-0.82032493,-0.207123343,7.502714172,1.644285082,0.232291571,107302410,MLX MAX dimerization protein
-0.598300677,-0.632973611,-0.340132601,5.824598899,1.801296164,0.201399325,107282639,aminopeptidase puromycin sensitive
-0.598396816,0.189185987,-0.375705265,6.1633452,0.571453151,0.64467124,107284716,mitochondrial ribosomal protein L42
-0.598777557,5.226857332,2.014777043,1.881870028,2.887242675,0.080508659,107302011,protein YIPF5-like
-0.599253722,0.703210847,-1.30782262,1.553011609,2.704689665,0.093168456,107302020,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4-like
-0.599253722,0.703210847,-1.30782262,1.553011609,2.704689665,0.093168456,107302108,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4-like
-0.599335922,0.161895958,-0.327151706,2.214697793,1.051693043,0.406011912,107294596,protein O-fucosyltransferase 1
-0.599445452,-1.196639892,-0.075620302,5.70005123,4.556483573,0.024150261,107283828,transmembrane protein 19
-0.599642428,-0.842548393,-0.832846006,4.954828538,3.464711977,0.051641757,107282989,zinc finger protein 518A
-0.599659523,0.393032972,0.022390613,4.170126016,0.718807829,0.560020231,107286234,zinc finger MIZ-type containing 2
-0.60001382,0.234522807,1.230140385,7.985714193,2.900745461,0.079653727,107285305,metadherin
-0.600035871,-0.393690284,0.556259559,2.97850994,0.351530529,0.788882346,107291196,uncharacterized LOC107291196
-0.60003603,-1.304325945,-0.475841869,5.155077347,3.495351795,0.050607984,107290571,major facilitator superfamily domain containing 8
-0.600161787,0.365554756,-1.775360886,0.825912926,2.333505812,0.126651964,107294940,solute carrier organic anion transporter family member 3A1
-0.600308525,0.506946425,0.318947698,5.561228545,3.918978777,0.037213008,107294623,nuclear transcription factor Y subunit beta
-0.600312388,-0.494125832,-0.529619382,3.12427524,0.519211756,0.677154002,107286875,PWWP domain containing 2A
-0.600876373,1.66268652,1.647672793,3.495388126,10.62193192,0.001144568,107285373,suppression of tumorigenicity 7
-0.601504497,-0.601324373,-0.748824797,4.918347319,2.140898241,0.149181181,107293571,karyopherin subunit alpha 5
-0.601766047,-2.690624154,-0.451222759,4.333089128,6.793794135,0.006518098,107296306,MER proto-oncogene tyrosine kinase
-0.601819949,0.039157728,-2.082262189,0.116064804,2.154296545,0.147621983,107290871,activin A receptor type IL
-0.602449301,-0.57185609,0.771113541,5.412443151,4.537121113,0.024534857,107303227,transmembrane 9 superfamily member 2-like
-0.602503386,-0.9884939,-0.399512732,4.110116681,2.174850533,0.144878956,107291193,ubiquitin specific peptidase 45
-0.602594538,-1.511402299,-1.630681086,3.015682027,4.329811127,0.028152228,107288317,interferon regulatory factor 2 binding protein 2
-0.603911403,-0.085729473,-0.985024104,1.635565437,0.697631537,0.571540085,107294786,ubiquitin associated protein 1
-0.603979698,-5.350872104,0.015999075,2.400203402,17.05274513,0.000138875,107303101,corticotropin releasing hormone receptor 1
-0.604215345,0.552891795,-0.370059832,0.094647852,0.796028854,0.519776817,107298061,importin-4-like
-0.604646376,-0.14836727,0.535235856,7.174209204,1.884999855,0.186994372,107283089,ribosomal protein L18
-0.604920777,-1.062359052,-3.649050623,4.987525946,17.8346421,0.000112365,107284851,platelet/endothelial cell adhesion molecule 1
-0.605013128,0.382252018,0.791457037,4.085087103,1.855334684,0.192015599,107288376,chromosome unknown open reading frame human C18orf21
-0.605304414,-1.044036808,-0.224682348,1.782928655,1.688172953,0.223153348,107294767,glycerate kinase
-0.605424279,-1.219569889,-1.215843859,6.745905438,3.165063658,0.064853426,107293700,KIAA1143 ortholog
-0.605566322,-2.260897861,-0.477423704,6.050157771,10.32990217,0.001285599,107296244,uncharacterized LOC107296244
-0.60639204,-0.307031275,-1.606456532,4.947717689,3.962778757,0.036192632,107297006,succinate dehydrogenase complex iron sulfur subunit B
-0.606552799,-0.607698774,0.028865137,6.752653586,1.519881183,0.260607947,107295114,serine/threonine-protein kinase Sgk3
-0.607477107,-0.247292052,-1.416020788,2.55538021,1.97326671,0.172909203,107295675,nuclear receptor binding SET domain protein 1
-0.608953955,-0.516118624,-3.670381232,4.787957624,36.09392332,3.25E-06,107295593,chromosome unknown open reading frame human C1orf198
-0.609282756,-0.077779122,-0.136821338,7.601392641,0.916448636,0.462634765,107282424,coiled-coil domain containing 47
-0.609803694,0.08649824,-0.842648812,1.69543722,0.137362883,0.935741142,107299962,protein Njmu-R1-like
-0.609837664,-0.087177793,0.161985562,5.291176792,1.58640477,0.245055357,107285789,WD repeat domain 3
-0.610045042,-0.577391363,-0.211823058,2.162616849,0.814941371,0.510354747,107284492,BEN domain containing 5
-0.610915717,0.104282693,1.697153647,2.670857621,3.344885687,0.056594449,107282180,major facilitator superfamily domain containing 12
-0.611757553,0.04198465,-6.474444203,1.70241645,21.53344067,4.52E-05,107296063,guanine nucleotide binding protein (G protein) alpha activating activity polypeptide O
-0.611901829,-0.534983332,-1.836842783,3.677702616,8.841006374,0.002396234,107298259,nucleoporin 210kDa
-0.61237016,1.631082374,1.19124913,-0.320515672,1.017165918,0.41984806,107292474,CUB and sushi domain-containing protein 3
-0.612385085,-0.676820419,-0.424084307,2.67079653,0.551615035,0.656858933,107285209,HCLS1 associated protein X-1
-0.612905361,-0.052630762,0.065463571,3.850343195,1.621195968,0.237266254,107291774,coproporphyrinogen oxidase
-0.613114058,-0.673011925,-0.616457883,3.298930441,1.03965201,0.41074838,107295789,C2 calcium-dependent domain containing 5
-0.613455161,-0.427374212,-0.612584606,5.801363875,1.321293919,0.313841884,107296135,protein O-fucosyltransferase 2
-0.614636292,-0.208583417,0.458643405,2.904314091,1.824421773,0.197251439,107286063,ADP ribosylation factor like GTPase 5A
-0.614877903,-0.591986426,-0.461417867,0.713805204,0.247113914,0.861792198,107295097,S-adenosylmethionine mitochondrial carrier protein-like
-0.615007344,0.838390356,-0.014546926,7.21665029,1.144625131,0.371450884,107283638,KIAA1217 ortholog
-0.615134649,1.383981133,-0.936757108,1.044436968,2.946495066,0.076833824,107282817,reelin
-0.615233183,-0.104118733,-0.615963199,1.157789785,0.035251727,0.990660601,107299470,uncharacterized LOC107299470
-0.615430212,-1.4923075,0.023111387,5.538704624,9.199896339,0.002044881,107303179,glycerol-3-phosphate acyltransferase 3
-0.615473995,-0.550031721,-0.446768859,4.380643094,0.907295818,0.466785398,107295969,zinc finger and BTB domain containing 49
-0.615555127,-1.069906352,0.315476184,7.824697558,3.850633981,0.039064993,107292448,KIAA1191 ortholog
-0.61565905,-0.884451837,-0.669943959,1.055225959,1.036334377,0.412063536,107300521,eIF-2-alpha kinase GCN2-like
-0.615842435,0.105171485,1.421726068,3.397339914,6.177662242,0.009077305,107290039,rhomboid domain containing 2
-0.616242603,-0.216121695,-0.974084472,1.248697945,1.44614745,0.279071708,107298509,zinc finger protein 397-like
-0.616702671,0.36807027,1.533626804,8.878525701,4.39729999,0.026910512,107294656,death-associated protein
-0.616733724,0.447221753,1.516699898,2.595667143,5.109057766,0.017024286,107283170,ubiquitin specific peptidase 3
-0.616770963,-1.315414117,-0.698765905,4.522282105,2.136318045,0.149935728,107293004,zinc finger protein 521
-0.617198495,1.038794252,2.253814768,0.704048809,2.663015745,0.096370535,107291003,interleukin 17 receptor E
-0.61773115,-0.41279379,-0.199277885,1.254431365,0.327124999,0.805844134,107285211,chromosome unknown open reading frame human C1orf43
-0.617806466,-0.331036486,0.306108585,3.71458015,2.557867792,0.104872682,107287485,Fas associated via death domain
-0.617965212,-0.364832703,-1.098592885,4.598301519,2.760489539,0.088993064,107287830,mitochondrial ribosomal protein L1
-0.618152928,2.100360397,-1.601102095,1.177797413,2.532398304,0.107255893,107282370,SH3 and multiple ankyrin repeat domains 1
-0.618909869,-0.326319593,0.622927054,6.764516022,3.254048984,0.06051557,107298335,PHD finger protein 10
-0.619154153,-0.115444584,0.3735894,1.566626851,1.484036473,0.269374505,107295625,uncharacterized LOC107295625
-0.61924061,1.195709847,0.725656004,2.2242776,1.505216918,0.264262359,107283777,tetratricopeptide repeat and ankyrin repeat containing 1
-0.619290223,-3.768119718,-4.735944271,0.313455961,12.69329728,0.000529945,107298162,PPARG coactivator 1 alpha
-0.619292132,0.850410367,-0.033541549,1.164728959,1.816892874,0.198591206,107294803,chromosome unknown open reading frame human C14orf119
-0.620025925,-0.321743342,-0.209722724,4.837396676,0.763672696,0.536327168,107292804,acidic residue methyltransferase 1
-0.620027851,-0.109713123,-1.580364514,3.065538427,5.743256609,0.011600757,107302227,vaccinia related kinase 2
-0.620066861,-0.997725657,-0.211214156,1.980154427,1.143042658,0.371980014,107291164,galactosylceramidase
-0.621609472,-0.703188045,-0.6611083,1.765230941,0.185037654,0.904486533,107292888,microtubule associated protein 1 light chain 3 beta
-0.622093276,0.348149128,0.858189268,1.818002234,1.851000488,0.192761868,107299314,gem nuclear organelle associated protein 4
-0.622335059,-0.232319809,-0.51964155,3.251501194,1.171799674,0.361800648,107300503,phosphatidylinositol 3-kinase catalytic subunit type 3-like
-0.623531254,-0.56046105,0.12246012,1.315958419,0.872691705,0.482633807,107299906,catenin beta like 1
-0.624261589,-1.090794353,-3.14097871,0.32465804,8.905573161,0.002328118,107283011,endothelin 1
-0.625460198,-1.178259054,-1.282828143,4.955202148,5.931738343,0.010405939,107290986,putative homeodomain transcription factor 1
-0.625499868,-1.31439736,-0.389645464,4.92041182,3.294938973,0.058759839,107289434,serum response factor binding protein 1
-0.625597234,1.119584376,-0.059464984,0.15323178,1.880525248,0.187582253,107295294,defective in cullin neddylation 1 domain containing 3
-0.625607147,-2.770860231,-2.130043409,3.964543711,19.62704619,6.99E-05,107293042,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
-0.625966489,-1.825846168,-3.476765687,-0.459084396,5.023144766,0.017979232,107285013,calmodulin binding transcription activator 2
-0.626065617,-0.525429935,-0.729596868,5.486666583,2.31552187,0.128435887,107295416,SWT1 RNA endoribonuclease homolog
-0.62629006,0.947713321,2.151428786,-0.062798347,0.603993534,0.625079978,107301412,nucleobindin-2-like
-0.62648878,-3.389801389,-1.074499496,0.360066824,6.872593775,0.006253628,107288640,BAI1 associated protein 2 like 2
-0.627460315,0.191023488,0.07738571,0.215576043,0.630226776,0.609612664,107299040,transmembrane protein 164
-0.628026231,-0.654576234,-0.752061469,1.299553842,0.379499393,0.769599745,107285507,transmembrane protein 39B
-0.628106813,-0.675966264,-1.25786259,5.243538968,0.97437208,0.437541375,107295987,succinate dehydrogenase complex assembly factor 4
-0.628190116,-0.905099576,-0.209067359,2.402062579,0.348054887,0.791291162,107292160,uncharacterized LOC107292160
-0.628305005,-0.286236495,-1.592235122,1.805388382,3.233003838,0.061458311,107289529,ADP ribosylation factor like GTPase 8A
-0.628600294,0.950226734,-0.798145249,3.156609919,2.103200521,0.154306541,107283150,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
-0.62922885,-0.028768601,1.627507684,2.723074847,4.602176,0.02351317,107285160,sphingosine-1-phosphate phosphatase 1-like
-0.630113255,-0.359811862,0.499683349,6.388239265,4.032501072,0.034376076,107285635,store-operated calcium entry-associated regulatory factor
-0.63041745,-0.562742301,-0.296860483,0.309248849,0.202993419,0.892295699,107298490,zinc finger protein OZF-like
-0.631247011,-0.413413708,0.509509851,2.896618766,1.816877686,0.198718412,107294439,E2F transcription factor 5
-0.631438024,-0.725717421,-0.287491479,7.205224397,0.563120608,0.649768117,107291099,interferon-induced transmembrane protein 3-like
-0.632109039,-0.256590268,1.158265664,4.946075837,0.113149831,0.950692077,107297887,WD repeat-containing protein 48-like
-0.632833079,-0.487349389,0.56974561,4.026780414,0.849026248,0.493883924,107291544,translocase of inner mitochondrial membrane 10 homolog (yeast)
-0.633735642,-0.078741061,-0.293531293,1.330679262,0.025436718,0.994212415,107295299,nucleolar transcription factor 1-like
-0.633937567,-0.650524031,0.369696685,3.40725927,2.996184311,0.073759856,107293417,ubiquitin fusion degradation 1 like (yeast)
-0.634522575,-0.39563324,-0.647410397,5.323462547,2.060805709,0.15995316,107284586,trafficking protein particle complex 13
-0.63461297,-0.243283569,0.033063666,8.074249157,0.771592928,0.532244494,107300125,60S ribosomal protein L23a
-0.634660304,-0.215159117,0.556469896,2.709405875,1.631044711,0.235282575,107287067,ETS variant 7
-0.634806729,-0.758741252,-1.757124752,2.515406949,4.116562168,0.032480983,107284532,bromodomain and PHD finger containing 3
-0.634903329,-0.494075088,-0.052444278,3.811600838,0.577271656,0.641131428,107298752,myelin protein zero-like protein 1
-0.635320721,-1.016903292,-0.139880548,2.254581078,1.928656485,0.179711489,107296410,apoptosis and caspase activation inhibitor
-0.635562097,0.27643573,0.810095337,3.031528428,2.850515018,0.082862964,107291338,exosome component 2
-0.635729444,-0.281640248,0.108422915,3.806730897,1.864035295,0.190367665,107300494,RAB10 member RAS oncogene family
-0.635806833,-0.347530222,0.132184721,1.80467867,0.740806001,0.548230504,107301679,uncharacterized LOC107301679
-0.635811741,-0.749524632,0.765365536,4.025866602,3.083483,0.069053893,107285979,G-patch domain and ankyrin repeats 1
-0.636052481,-0.205432789,0.100582686,1.576719078,0.098697527,0.959196704,107301490,uncharacterized LOC107301490
-0.636090417,-0.511996645,-0.428722527,3.899815427,0.22146256,0.879601378,107298995,antigen peptide transporter 2-like
-0.636696697,-3.851848281,1.256528234,9.203584862,24.02110221,2.63E-05,107301107,55 kDa erythrocyte membrane protein-like
-0.638313745,-0.65814451,0.383878998,2.740899988,2.208983428,0.140669607,107286837,claudin 12
-0.638383004,-0.389314133,-0.333872204,0.322061352,0.35915504,0.783603235,107283700,tRNA isopentenyltransferase 1
-0.638425733,1.504910549,3.703512641,6.542459778,5.964208432,0.010266405,107303176,placenta-specific gene 8 protein-like
-0.638868341,-0.445400272,-0.071915657,1.798885834,0.528447473,0.671307158,107296069,tRNA methyltransferase 44 homolog (S. cerevisiae)
-0.639794487,-0.890250611,-0.937770817,4.480818258,1.367831269,0.300492888,107288676,mitochondrial ribosomal protein S33
-0.639857636,-0.834557173,-1.391127472,1.084232601,1.483064808,0.269654855,107287115,arf-GAP with SH3 domain ANK repeat and PH domain-containing protein 1-like
-0.639960155,-0.267949949,0.229183287,3.209394748,0.831127871,0.502502832,107287832,probable phospholipid-transporting ATPase IF
-0.640151624,-0.553114008,-1.423616599,7.484036554,2.303181453,0.129948444,107292543,RAP1A member of RAS oncogene family
-0.640611098,-0.838854737,-1.066413615,8.161603136,1.171398163,0.362057671,107292486,glutaredoxin 5
-0.640706626,-0.490983251,-2.817177532,1.497549567,9.407030023,0.001876616,107294078,hippocalcin like 1
-0.640793591,-0.630511476,-0.707224086,2.37068765,1.384133443,0.29578306,107302709,activating transcription factor 1
-0.640877537,-0.405131919,-0.655088692,2.05350213,0.43819898,0.729870868,107287001,VPS33A CORVET/HOPS core subunit
-0.641141842,-0.876806707,-0.596079909,3.912661694,1.002932418,0.425649168,107298926,tectonin beta-propeller repeat-containing protein 2-like
-0.642043065,0.014030119,-0.551500917,1.606387187,1.002303408,0.425810064,107283493,transport and golgi organization 6 homolog
