Orthogroup	C_familiaris.pep	X_tropicalis.pep
OG0009794	ENSCAFG00000030823.2	ENSXETG00000004680.1
OG0009795	ENSCAFG00000005377.4	ENSXETG00000004672.1
OG0009796	ENSCAFG00000003165.4	ENSXETG00000011258.1
OG0009797	ENSCAFG00000007863.5	ENSXETG00000011194.1
OG0009798	ENSCAFG00000005128.3	ENSXETG00000004333.1
OG0009799	ENSCAFG00000010129.5	ENSXETG00000003940.1
OG0009800	ENSCAFG00000003074.3	ENSXETG00000004272.1
OG0009801	ENSCAFG00000018633.4	ENSXETG00000004225.1
OG0009802	ENSCAFG00000012854.5	ENSXETG00000009987.1
OG0009803	ENSCAFG00000006024.4	ENSXETG00000004203.1
OG0009804	ENSCAFG00000010334.4	ENSXETG00000002650.1
OG0009805	ENSCAFG00000007674.4	ENSXETG00000005343.1
OG0009806	ENSCAFG00000007664.4	ENSXETG00000005174.1
OG0009807	ENSCAFG00000010665.4	ENSXETG00000005164.1
OG0009808	ENSCAFG00000006049.4	ENSXETG00000003781.1
OG0009809	ENSCAFG00000030640.2	ENSXETG00000004732.1
OG0009810	ENSCAFG00000010532.4	ENSXETG00000003663.1
OG0009811	ENSCAFG00000003990.4	ENSXETG00000010616.1
OG0009812	ENSCAFG00000010512.4	ENSXETG00000003791.1
OG0009813	ENSCAFG00000016214.4	ENSXETG00000004537.1
OG0009815	ENSCAFG00000006097.4	ENSXETG00000008339.1
OG0009816	ENSCAFG00000023835.3	ENSXETG00000019239.1
OG0009817	ENSCAFG00000006405.4	ENSXETG00000016766.1
OG0009818	ENSCAFG00000010409.5	ENSXETG00000016624.1
OG0009819	ENSCAFG00000004038.4	ENSXETG00000004416.1
OG0009820	ENSCAFG00000019998.4	ENSXETG00000011838.1
OG0009822	ENSCAFG00000020002.6	ENSXETG00000011807.1
OG0009823	ENSCAFG00000030399.2	ENSXETG00000011777.1
OG0009824	ENSCAFG00000020010.4	ENSXETG00000011539.1
OG0009825	ENSCAFG00000004783.4	ENSXETG00000000373.1
OG0009826	ENSCAFG00000020018.5	ENSXETG00000011337.1
OG0009827	ENSCAFG00000010230.3	ENSXETG00000012299.1
OG0009828	ENSCAFG00000004793.5	ENSXETG00000000523.1
OG0009829	ENSCAFG00000010209.3	ENSXETG00000003239.1
OG0009830	ENSCAFG00000007248.5	ENSXETG00000008874.1
OG0009831	ENSCAFG00000016204.4	ENSXETG00000000713.1
OG0009832	ENSCAFG00000023427.3	ENSXETG00000000695.1
OG0009833	ENSCAFG00000007291.4	ENSXETG00000009368.1
OG0009834	ENSCAFG00000007297.2	ENSXETG00000009386.1
OG0009835	ENSCAFG00000029045.2	ENSXETG00000000141.1
OG0009836	ENSCAFG00000016139.3	ENSXETG00000000079.1, ENSXETG00000014776.1
OG0009837	ENSCAFG00000007310.4	ENSXETG00000005084.1
OG0009838	ENSCAFG00000016094.5	ENSXETG00000010585.1
OG0009839	ENSCAFG00000020146.4	ENSXETG00000020582.1
OG0009840	ENSCAFG00000020143.5	ENSXETG00000018382.1
OG0009841	ENSCAFG00000007334.5	ENSXETG00000003988.1
OG0009842	ENSCAFG00000020141.4	ENSXETG00000018168.1
OG0009843	ENSCAFG00000003161.4	ENSXETG00000000874.1
OG0009844	ENSCAFG00000003167.4	ENSXETG00000000780.1
OG0009845	ENSCAFG00000020133.4	ENSXETG00000019461.1
OG0009846	ENSCAFG00000028536.2	ENSXETG00000003357.1
OG0009847	ENSCAFG00000003194.4	ENSXETG00000010058.1
OG0009848	ENSCAFG00000007635.5	ENSXETG00000006409.1
OG0009849	ENSCAFG00000032569.2	ENSXETG00000003534.1
OG0009850	ENSCAFG00000020121.5	ENSXETG00000019051.1
OG0009851	ENSCAFG00000003232.4	ENSXETG00000007151.1
OG0009852	ENSCAFG00000007456.4	ENSXETG00000012388.1
OG0009853	ENSCAFG00000007602.4	ENSXETG00000009827.1
OG0009854	ENSCAFG00000003243.4	ENSXETG00000006957.1
OG0009855	ENSCAFG00000007476.5	ENSXETG00000012428.1
OG0009856	ENSCAFG00000003252.5	ENSXETG00000006857.1
OG0009857	ENSCAFG00000032127.2	ENSXETG00000001257.1
OG0009858	ENSCAFG00000020116.4	ENSXETG00000012053.1
OG0009859	ENSCAFG00000003646.4	ENSXETG00000011440.1
OG0009860	ENSCAFG00000001925.4	ENSXETG00000001811.1
OG0009861	ENSCAFG00000031158.2	ENSXETG00000011429.1
OG0009862	ENSCAFG00000003617.5	ENSXETG00000017185.1
OG0009863	ENSCAFG00000001885.4	ENSXETG00000003002.1
OG0009864	ENSCAFG00000020110.4	ENSXETG00000017675.1
OG0009865	ENSCAFG00000003582.4	ENSXETG00000002169.1
OG0009866	ENSCAFG00000012663.4	ENSXETG00000007566.1
OG0009867	ENSCAFG00000020104.5	ENSXETG00000017776.1
OG0009868	ENSCAFG00000001875.5	ENSXETG00000007744.1
OG0009869	ENSCAFG00000012669.5	ENSXETG00000007516.1
OG0009870	ENSCAFG00000020102.4	ENSXETG00000020485.1
OG0009872	ENSCAFG00000001851.4	ENSXETG00000009757.1
OG0009873	ENSCAFG00000028915.2	ENSXETG00000018109.1
OG0009874	ENSCAFG00000001813.5	ENSXETG00000009978.1
OG0009875	ENSCAFG00000003550.5	ENSXETG00000003792.1
OG0009876	ENSCAFG00000013684.4	ENSXETG00000011489.1
OG0009877	ENSCAFG00000001805.5	ENSXETG00000003339.1
OG0009878	ENSCAFG00000003535.5	ENSXETG00000003748.1
OG0009879	ENSCAFG00000001799.1	ENSXETG00000003483.1
OG0009880	ENSCAFG00000003519.4	ENSXETG00000003739.1
OG0009881	ENSCAFG00000011077.4	ENSXETG00000000993.1
OG0009882	ENSCAFG00000001788.5	ENSXETG00000018610.1
OG0009883	ENSCAFG00000020062.4	ENSXETG00000020404.1
OG0009884	ENSCAFG00000003480.5	ENSXETG00000004593.1, ENSXETG00000008812.1
OG0009885	ENSCAFG00000003379.3	ENSXETG00000002779.1
OG0009886	ENSCAFG00000003476.4	ENSXETG00000008769.1
OG0009887	ENSCAFG00000020056.5	ENSXETG00000020028.1
OG0009888	ENSCAFG00000001758.4	ENSXETG00000020268.1
OG0009890	ENSCAFG00000020148.4	ENSXETG00000020936.1
OG0009891	ENSCAFG00000001709.4	ENSXETG00000007370.1
OG0009892	ENSCAFG00000028721.2	ENSXETG00000018635.1
OG0009893	ENSCAFG00000032609.2	ENSXETG00000011381.1
OG0009894	ENSCAFG00000013076.4	ENSXETG00000002151.1
OG0009895	ENSCAFG00000013152.5	ENSXETG00000019030.1
OG0009897	ENSCAFG00000020159.4	ENSXETG00000018298.1
OG0009898	ENSCAFG00000023493.3	ENSXETG00000018310.1
OG0009899	ENSCAFG00000012996.4	ENSXETG00000001690.1
OG0009900	ENSCAFG00000028811.2	ENSXETG00000019137.1
OG0009902	ENSCAFG00000013028.4	ENSXETG00000001992.1
OG0009903	ENSCAFG00000013050.4	ENSXETG00000001986.1
OG0009904	ENSCAFG00000013046.4	ENSXETG00000005870.1
OG0009905	ENSCAFG00000020179.4	ENSXETG00000020529.1
OG0009906	ENSCAFG00000020187.5	ENSXETG00000020800.1
OG0009907	ENSCAFG00000003354.5	ENSXETG00000002738.1
OG0009908	ENSCAFG00000020190.5	ENSXETG00000020093.1
OG0009909	ENSCAFG00000020195.5	ENSXETG00000020238.1
OG0009910	ENSCAFG00000003374.4	ENSXETG00000002758.1
OG0009911	ENSCAFG00000024246.1	ENSXETG00000012005.1, ENSXETG00000019490.1
OG0009912	ENSCAFG00000020198.4	ENSXETG00000017775.1
OG0009913	ENSCAFG00000020209.4	ENSXETG00000019802.1
OG0009914	ENSCAFG00000006715.4	ENSXETG00000000618.1
OG0009915	ENSCAFG00000006720.5	ENSXETG00000013388.1
OG0009916	ENSCAFG00000010918.4	ENSXETG00000003164.1
OG0009917	ENSCAFG00000007496.4	ENSXETG00000014202.1
OG0009918	ENSCAFG00000001526.4	ENSXETG00000011504.1
OG0009919	ENSCAFG00000020239.4	ENSXETG00000013425.1
OG0009920	ENSCAFG00000028766.2	ENSXETG00000014227.1
OG0009922	ENSCAFG00000013546.5	ENSXETG00000007905.1
OG0009923	ENSCAFG00000002542.5	ENSXETG00000004127.1
OG0009924	ENSCAFG00000002533.3	ENSXETG00000004142.1
OG0009925	ENSCAFG00000002532.4	ENSXETG00000004164.1
OG0009927	ENSCAFG00000002281.4	ENSXETG00000020544.1
OG0009928	ENSCAFG00000001504.4	ENSXETG00000010998.1
OG0009929	ENSCAFG00000031752.2	ENSXETG00000001977.1
OG0009930	ENSCAFG00000001490.4	ENSXETG00000014253.1
OG0009931	ENSCAFG00000010902.4	ENSXETG00000009295.1
OG0009933	ENSCAFG00000018607.5	ENSXETG00000017262.1
OG0009934	ENSCAFG00000001385.4	ENSXETG00000006141.1
OG0009935	ENSCAFG00000001379.4	ENSXETG00000006091.1
OG0009936	ENSCAFG00000015704.4	ENSXETG00000002149.1
OG0009937	ENSCAFG00000001377.5	ENSXETG00000005624.1
OG0009938	ENSCAFG00000018615.5	ENSXETG00000017142.1
OG0009939	ENSCAFG00000001846.4	ENSXETG00000018810.1
OG0009940	ENSCAFG00000018337.4	ENSXETG00000017199.1
OG0009941	ENSCAFG00000013230.4	ENSXETG00000004382.1
OG0009942	ENSCAFG00000013218.5	ENSXETG00000004478.1
OG0009943	ENSCAFG00000018621.4	ENSXETG00000002225.1
OG0009944	ENSCAFG00000013170.5	ENSXETG00000004707.1
OG0009945	ENSCAFG00000001360.4	ENSXETG00000001315.1
OG0009946	ENSCAFG00000030707.3	ENSXETG00000002190.1
OG0009947	ENSCAFG00000018635.4	ENSXETG00000020766.1
OG0009948	ENSCAFG00000001356.4	ENSXETG00000001339.1
OG0009949	ENSCAFG00000007441.2	ENSXETG00000014260.1
OG0009950	ENSCAFG00000007170.4	ENSXETG00000008579.1
OG0009951	ENSCAFG00000002840.4	ENSXETG00000020220.1
OG0009952	ENSCAFG00000030441.2	ENSXETG00000001799.1
OG0009953	ENSCAFG00000031294.2	ENSXETG00000001803.1
OG0009955	ENSCAFG00000002765.4	ENSXETG00000003964.1
OG0009956	ENSCAFG00000001314.7	ENSXETG00000001928.1
OG0009957	ENSCAFG00000001288.4	ENSXETG00000000164.1
OG0009958	ENSCAFG00000018798.5	ENSXETG00000002377.1
OG0009959	ENSCAFG00000018804.5	ENSXETG00000010864.1
OG0009960	ENSCAFG00000018806.5	ENSXETG00000009643.1
OG0009961	ENSCAFG00000018822.5	ENSXETG00000008477.1
OG0009962	ENSCAFG00000001172.4	ENSXETG00000001069.1
OG0009963	ENSCAFG00000005369.4	ENSXETG00000012955.1
OG0009964	ENSCAFG00000005337.4	ENSXETG00000012967.1
OG0009965	ENSCAFG00000012386.4	ENSXETG00000020098.1
OG0009966	ENSCAFG00000018875.4	ENSXETG00000007028.1
OG0009967	ENSCAFG00000042866.1	ENSXETG00000004855.1
OG0009968	ENSCAFG00000018884.4	ENSXETG00000006657.1
OG0009969	ENSCAFG00000018911.4	ENSXETG00000011587.1
OG0009970	ENSCAFG00000008371.4	ENSXETG00000013332.1
OG0009971	ENSCAFG00000018937.3	ENSXETG00000016695.1
OG0009972	ENSCAFG00000001120.4	ENSXETG00000004901.1
OG0009973	ENSCAFG00000018949.4	ENSXETG00000017207.1
OG0009974	ENSCAFG00000031378.2	ENSXETG00000016541.1
OG0009975	ENSCAFG00000011577.4	ENSXETG00000010976.1
OG0009976	ENSCAFG00000018961.4	ENSXETG00000017911.1
OG0009977	ENSCAFG00000028754.2	ENSXETG00000017996.1
OG0009978	ENSCAFG00000011587.5	ENSXETG00000011005.1
OG0009979	ENSCAFG00000007383.4	ENSXETG00000012607.1
OG0009980	ENSCAFG00000001090.5	ENSXETG00000005565.1
OG0009981	ENSCAFG00000018989.4	ENSXETG00000018760.1
OG0009982	ENSCAFG00000002962.3	ENSXETG00000006095.1
OG0009983	ENSCAFG00000018994.4	ENSXETG00000010180.1
OG0009984	ENSCAFG00000001051.4	ENSXETG00000016752.1
OG0009985	ENSCAFG00000001049.5	ENSXETG00000016697.1
OG0009986	ENSCAFG00000008286.5	ENSXETG00000011751.1
OG0009987	ENSCAFG00000019000.4	ENSXETG00000010157.1
OG0009988	ENSCAFG00000028758.2	ENSXETG00000011488.1
OG0009989	ENSCAFG00000001013.5	ENSXETG00000004930.1
OG0009990	ENSCAFG00000031443.2	ENSXETG00000011464.1
OG0009991	ENSCAFG00000003075.5	ENSXETG00000011458.1
OG0009992	ENSCAFG00000007450.4	ENSXETG00000002897.1
OG0009994	ENSCAFG00000007549.5	ENSXETG00000002012.1
OG0009995	ENSCAFG00000007553.4	ENSXETG00000016910.1
OG0009996	ENSCAFG00000019056.4	ENSXETG00000002202.1
OG0009997	ENSCAFG00000007584.4	ENSXETG00000001663.1
OG0009998	ENSCAFG00000019068.4	ENSXETG00000002186.1
OG0009999	ENSCAFG00000007613.5	ENSXETG00000016873.1
OG0010000	ENSCAFG00000013215.4	ENSXETG00000005137.1
OG0010001	ENSCAFG00000004362.3	ENSXETG00000019222.1
OG0010002	ENSCAFG00000004326.4	ENSXETG00000021250.1
OG0010003	ENSCAFG00000013224.4	ENSXETG00000005185.1
OG0010004	ENSCAFG00000019835.4	ENSXETG00000013155.1
OG0010005	ENSCAFG00000004311.4	ENSXETG00000000733.1
OG0010006	ENSCAFG00000013241.3	ENSXETG00000005435.1
OG0010007	ENSCAFG00000004290.5	ENSXETG00000000829.1
OG0010008	ENSCAFG00000019828.4	ENSXETG00000013194.1
OG0010009	ENSCAFG00000012934.4	ENSXETG00000009864.1
OG0010010	ENSCAFG00000012892.4	ENSXETG00000000869.1
OG0010011	ENSCAFG00000012987.4	ENSXETG00000000076.1
OG0010012	ENSCAFG00000004222.4	ENSXETG00000011977.1
OG0010013	ENSCAFG00000019815.5	ENSXETG00000013546.1
OG0010014	ENSCAFG00000003213.5	ENSXETG00000020180.1
OG0010015	ENSCAFG00000011828.4	ENSXETG00000007257.1
OG0010016	ENSCAFG00000011850.4	ENSXETG00000007270.1
OG0010017	ENSCAFG00000013052.5	ENSXETG00000005515.1
OG0010018	ENSCAFG00000003235.5	ENSXETG00000000529.1
OG0010019	ENSCAFG00000029035.2	ENSXETG00000007503.1
OG0010020	ENSCAFG00000013256.5	ENSXETG00000010078.1
OG0010021	ENSCAFG00000008406.4	ENSXETG00000001970.1
OG0010022	ENSCAFG00000019805.6	ENSXETG00000014457.1
OG0010023	ENSCAFG00000019798.5	ENSXETG00000014472.1
OG0010024	ENSCAFG00000014556.6	ENSXETG00000002942.1
OG0010025	ENSCAFG00000009571.5	ENSXETG00000017144.1
OG0010026	ENSCAFG00000009561.4	ENSXETG00000018304.1
OG0010027	ENSCAFG00000009536.4	ENSXETG00000003758.1
OG0010028	ENSCAFG00000006923.4	ENSXETG00000016461.1
OG0010029	ENSCAFG00000009487.4	ENSXETG00000008956.1
OG0010030	ENSCAFG00000025373.4	ENSXETG00000008883.1
OG0010031	ENSCAFG00000006883.5	ENSXETG00000017848.1
OG0010032	ENSCAFG00000024958.3	ENSXETG00000004551.1
OG0010033	ENSCAFG00000019791.5	ENSXETG00000010794.1
OG0010034	ENSCAFG00000006835.5	ENSXETG00000018265.1
OG0010035	ENSCAFG00000009466.4	ENSXETG00000008251.1
OG0010036	ENSCAFG00000014854.5	ENSXETG00000011769.1
OG0010037	ENSCAFG00000019790.6	ENSXETG00000010807.1
OG0010038	ENSCAFG00000009428.4	ENSXETG00000008084.1
OG0010039	ENSCAFG00000006786.4	ENSXETG00000018438.1
OG0010040	ENSCAFG00000009386.4	ENSXETG00000008051.1
OG0010041	ENSCAFG00000014827.5	ENSXETG00000011034.1
OG0010042	ENSCAFG00000006703.4	ENSXETG00000008026.1
OG0010043	ENSCAFG00000019778.3	ENSXETG00000007435.1
OG0010045	ENSCAFG00000009302.4	ENSXETG00000007844.1
OG0010046	ENSCAFG00000009271.5	ENSXETG00000007139.1
OG0010047	ENSCAFG00000006556.5	ENSXETG00000021308.1
OG0010048	ENSCAFG00000005320.4	ENSXETG00000018302.1
OG0010050	ENSCAFG00000025349.3	ENSXETG00000006749.1
OG0010051	ENSCAFG00000009218.4	ENSXETG00000006651.1
OG0010052	ENSCAFG00000006509.4	ENSXETG00000020873.1
OG0010053	ENSCAFG00000009753.4	ENSXETG00000005386.1
OG0010054	ENSCAFG00000009742.4	ENSXETG00000005371.1
OG0010055	ENSCAFG00000009738.5	ENSXETG00000004991.1
OG0010056	ENSCAFG00000014631.5	ENSXETG00000007207.1
OG0010057	ENSCAFG00000005237.4	ENSXETG00000018362.1
OG0010058	ENSCAFG00000014624.4	ENSXETG00000007197.1
OG0010059	ENSCAFG00000014620.5	ENSXETG00000007176.1
OG0010060	ENSCAFG00000014600.5	ENSXETG00000007146.1
OG0010061	ENSCAFG00000010221.4	ENSXETG00000004650.1
OG0010062	ENSCAFG00000006412.4	ENSXETG00000013035.1
OG0010063	ENSCAFG00000010254.4	ENSXETG00000004491.1
OG0010064	ENSCAFG00000029785.2	ENSXETG00000004106.1, ENSXETG00000004251.1, ENSXETG00000015516.1
OG0010065	ENSCAFG00000006406.4	ENSXETG00000012993.1
OG0010066	ENSCAFG00000006353.5	ENSXETG00000012910.1
OG0010067	ENSCAFG00000010507.3, ENSCAFG00000028955.2	ENSXETG00000020209.1
OG0010068	ENSCAFG00000010393.4	ENSXETG00000010030.1
OG0010069	ENSCAFG00000010411.4	ENSXETG00000009858.1
OG0010070	ENSCAFG00000006244.4	ENSXETG00000012688.1
OG0010071	ENSCAFG00000004903.5	ENSXETG00000005584.1
OG0010072	ENSCAFG00000010460.6	ENSXETG00000009793.1
OG0010073	ENSCAFG00000010483.5	ENSXETG00000009563.1
OG0010074	ENSCAFG00000010516.6	ENSXETG00000007348.1
OG0010075	ENSCAFG00000006200.6	ENSXETG00000016887.1
OG0010076	ENSCAFG00000004862.4	ENSXETG00000003982.1
OG0010077	ENSCAFG00000010547.5	ENSXETG00000006784.1
OG0010078	ENSCAFG00000006180.4	ENSXETG00000016878.1
OG0010079	ENSCAFG00000014102.4	ENSXETG00000008569.1
OG0010080	ENSCAFG00000004833.5	ENSXETG00000019439.1
OG0010081	ENSCAFG00000004826.5	ENSXETG00000020483.1
OG0010082	ENSCAFG00000006163.5	ENSXETG00000020587.1
OG0010083	ENSCAFG00000010560.6	ENSXETG00000013782.1
OG0010084	ENSCAFG00000004811.4	ENSXETG00000018038.1
OG0010085	ENSCAFG00000006142.4	ENSXETG00000017160.1
OG0010086	ENSCAFG00000006138.4	ENSXETG00000017917.1
OG0010088	ENSCAFG00000010608.4	ENSXETG00000010088.1
OG0010089	ENSCAFG00000004791.4	ENSXETG00000020235.1
OG0010090	ENSCAFG00000004790.4	ENSXETG00000020236.1
OG0010091	ENSCAFG00000014156.6	ENSXETG00000018156.1
OG0010092	ENSCAFG00000004490.4	ENSXETG00000003816.1, ENSXETG00000011249.1
OG0010093	ENSCAFG00000006100.4	ENSXETG00000020258.1
OG0010094	ENSCAFG00000030565.2	ENSXETG00000005251.1
OG0010095	ENSCAFG00000004573.4	ENSXETG00000003628.1
OG0010096	ENSCAFG00000013954.5	ENSXETG00000007056.1
OG0010097	ENSCAFG00000032388.2	ENSXETG00000011334.1
OG0010098	ENSCAFG00000023322.4	ENSXETG00000002195.1
OG0010099	ENSCAFG00000005972.4	ENSXETG00000002179.1
OG0010100	ENSCAFG00000005946.5	ENSXETG00000010494.1
OG0010101	ENSCAFG00000005914.4	ENSXETG00000010468.1
OG0010102	ENSCAFG00000004694.4	ENSXETG00000007045.1
OG0010103	ENSCAFG00000005910.4	ENSXETG00000021332.1
OG0010104	ENSCAFG00000030713.2	ENSXETG00000011968.1
OG0010105	ENSCAFG00000004713.5	ENSXETG00000011248.1
OG0010106	ENSCAFG00000013774.4	ENSXETG00000011611.1
OG0010107	ENSCAFG00000010831.4	ENSXETG00000001558.1
OG0010108	ENSCAFG00000013819.6	ENSXETG00000011806.1
OG0010109	ENSCAFG00000005820.4	ENSXETG00000018711.1
OG0010110	ENSCAFG00000005808.4	ENSXETG00000019847.1
OG0010111	ENSCAFG00000005805.4	ENSXETG00000019913.1
OG0010112	ENSCAFG00000004466.4	ENSXETG00000003846.1
OG0010113	ENSCAFG00000005801.5	ENSXETG00000010455.1
OG0010114	ENSCAFG00000004445.4	ENSXETG00000003880.1
OG0010116	ENSCAFG00000005779.6	ENSXETG00000003105.1
OG0010117	ENSCAFG00000014410.3	ENSXETG00000004469.1
OG0010118	ENSCAFG00000014014.4	ENSXETG00000004477.1
OG0010120	ENSCAFG00000004284.4	ENSXETG00000018401.1
OG0010121	ENSCAFG00000014002.4	ENSXETG00000004502.1
OG0010122	ENSCAFG00000004263.4	ENSXETG00000018976.1
OG0010123	ENSCAFG00000013983.4	ENSXETG00000004560.1
OG0010124	ENSCAFG00000013137.4	ENSXETG00000020027.1
OG0010125	ENSCAFG00000023742.3	ENSXETG00000007993.1
OG0010126	ENSCAFG00000019296.4	ENSXETG00000019469.1
OG0010127	ENSCAFG00000015731.4	ENSXETG00000003278.1
OG0010128	ENSCAFG00000014104.4	ENSXETG00000006734.1
OG0010129	ENSCAFG00000000450.4	ENSXETG00000008028.1
OG0010130	ENSCAFG00000014100.4	ENSXETG00000011010.1
OG0010131	ENSCAFG00000000451.4	ENSXETG00000008052.1
OG0010132	ENSCAFG00000015757.4	ENSXETG00000005672.1
OG0010133	ENSCAFG00000015771.4	ENSXETG00000005629.1
OG0010134	ENSCAFG00000014067.4	ENSXETG00000000122.1
OG0010135	ENSCAFG00000014050.4	ENSXETG00000000102.1
OG0010136	ENSCAFG00000014045.5	ENSXETG00000017611.1, ENSXETG00000019202.1
OG0010137	ENSCAFG00000000462.4	ENSXETG00000009269.1
OG0010138	ENSCAFG00000015865.4	ENSXETG00000005080.1
OG0010139	ENSCAFG00000014286.4	ENSXETG00000003361.1
OG0010140	ENSCAFG00000014276.5	ENSXETG00000003390.1
OG0010141	ENSCAFG00000014415.5	ENSXETG00000002473.1
OG0010142	ENSCAFG00000014420.4	ENSXETG00000019366.1
OG0010143	ENSCAFG00000032469.2	ENSXETG00000002498.1
OG0010144	ENSCAFG00000014537.4	ENSXETG00000019842.1
OG0010145	ENSCAFG00000005707.6	ENSXETG00000003378.1
OG0010146	ENSCAFG00000029215.2	ENSXETG00000001612.1
OG0010147	ENSCAFG00000005718.4	ENSXETG00000005869.1
OG0010148	ENSCAFG00000005746.5	ENSXETG00000006144.1
OG0010149	ENSCAFG00000003740.4	ENSXETG00000003084.1
OG0010150	ENSCAFG00000008889.4	ENSXETG00000012888.1
OG0010151	ENSCAFG00000013123.4	ENSXETG00000018411.1
OG0010152	ENSCAFG00000008898.4	ENSXETG00000012892.1
OG0010153	ENSCAFG00000013127.3	ENSXETG00000018316.1
OG0010154	ENSCAFG00000013255.4	ENSXETG00000019371.1
OG0010155	ENSCAFG00000003728.4	ENSXETG00000000583.1
OG0010156	ENSCAFG00000030004.2	ENSXETG00000000596.1
OG0010157	ENSCAFG00000008974.4	ENSXETG00000008375.1
OG0010158	ENSCAFG00000032423.2	ENSXETG00000020920.1
OG0010159	ENSCAFG00000016411.5	ENSXETG00000020675.1
OG0010160	ENSCAFG00000019183.5	ENSXETG00000020151.1
OG0010161	ENSCAFG00000019177.4	ENSXETG00000017585.1
OG0010162	ENSCAFG00000009064.5	ENSXETG00000012215.1
OG0010163	ENSCAFG00000016383.4	ENSXETG00000019532.1
OG0010164	ENSCAFG00000009090.4	ENSXETG00000003762.1
OG0010165	ENSCAFG00000016368.4	ENSXETG00000019766.1
OG0010166	ENSCAFG00000009094.5	ENSXETG00000008417.1
OG0010167	ENSCAFG00000019142.5	ENSXETG00000000011.1
OG0010168	ENSCAFG00000016351.4	ENSXETG00000020741.1
OG0010169	ENSCAFG00000009133.4	ENSXETG00000011386.1
OG0010170	ENSCAFG00000016339.4	ENSXETG00000017373.1
OG0010171	ENSCAFG00000019072.4	ENSXETG00000002182.1
OG0010172	ENSCAFG00000010046.3	ENSXETG00000007836.1
OG0010173	ENSCAFG00000010038.4	ENSXETG00000007816.1
OG0010174	ENSCAFG00000009166.4	ENSXETG00000011533.1
OG0010175	ENSCAFG00000016328.4	ENSXETG00000001106.1
OG0010176	ENSCAFG00000010030.5	ENSXETG00000007803.1
OG0010177	ENSCAFG00000009999.4	ENSXETG00000011629.1
OG0010178	ENSCAFG00000009247.5	ENSXETG00000011823.1
OG0010179	ENSCAFG00000011158.5	ENSXETG00000006684.1
OG0010180	ENSCAFG00000016267.4	ENSXETG00000009929.1
OG0010181	ENSCAFG00000016261.4	ENSXETG00000003708.1
OG0010182	ENSCAFG00000024609.4	ENSXETG00000019057.1
OG0010183	ENSCAFG00000016239.4	ENSXETG00000002259.1
OG0010184	ENSCAFG00000012641.4	ENSXETG00000002482.1
OG0010185	ENSCAFG00000009901.6	ENSXETG00000018922.1
OG0010186	ENSCAFG00000009427.4	ENSXETG00000007848.1
OG0010187	ENSCAFG00000016150.4	ENSXETG00000004076.1
OG0010188	ENSCAFG00000012699.4	ENSXETG00000016970.1
OG0010189	ENSCAFG00000009476.5	ENSXETG00000007049.1
OG0010190	ENSCAFG00000016141.5	ENSXETG00000004143.1
OG0010191	ENSCAFG00000032290.2	ENSXETG00000004307.1
OG0010192	ENSCAFG00000009490.4	ENSXETG00000006960.1
OG0010194	ENSCAFG00000009649.5	ENSXETG00000019517.1
OG0010195	ENSCAFG00000031292.2	ENSXETG00000010420.1
OG0010196	ENSCAFG00000012748.4	ENSXETG00000010415.1
OG0010197	ENSCAFG00000009623.4	ENSXETG00000020370.1
OG0010198	ENSCAFG00000012760.4	ENSXETG00000010395.1
OG0010199	ENSCAFG00000009614.4	ENSXETG00000021311.1
OG0010200	ENSCAFG00000009558.4	ENSXETG00000013271.1
OG0010201	ENSCAFG00000012768.4	ENSXETG00000002562.1
OG0010202	ENSCAFG00000016071.4	ENSXETG00000005314.1
OG0010203	ENSCAFG00000030300.2	ENSXETG00000005322.1
OG0010204	ENSCAFG00000012820.5	ENSXETG00000018575.1
OG0010205	ENSCAFG00000012873.4	ENSXETG00000019299.1
OG0010206	ENSCAFG00000009605.4	ENSXETG00000012931.1
OG0010207	ENSCAFG00000009459.4	ENSXETG00000012934.1
OG0010209	ENSCAFG00000029755.2	ENSXETG00000003482.1
OG0010210	ENSCAFG00000009859.3	ENSXETG00000012510.1
OG0010212	ENSCAFG00000009949.4	ENSXETG00000012491.1
OG0010213	ENSCAFG00000012400.5	ENSXETG00000007545.1
OG0010214	ENSCAFG00000001622.4	ENSXETG00000012999.1
OG0010215	ENSCAFG00000001614.4	ENSXETG00000013007.1
OG0010216	ENSCAFG00000012270.4	ENSXETG00000003453.1
OG0010217	ENSCAFG00000010107.4	ENSXETG00000019480.1
OG0010218	ENSCAFG00000012708.4	ENSXETG00000000725.1
OG0010219	ENSCAFG00000012741.4	ENSXETG00000002479.1
OG0010220	ENSCAFG00000012770.5	ENSXETG00000020207.1
OG0010221	ENSCAFG00000029740.2	ENSXETG00000014112.1
OG0010222	ENSCAFG00000023702.4	ENSXETG00000014137.1
OG0010223	ENSCAFG00000000364.4	ENSXETG00000014204.1
OG0010224	ENSCAFG00000031204.3	ENSXETG00000008973.1
OG0010225	ENSCAFG00000018352.4	ENSXETG00000000363.1
OG0010226	ENSCAFG00000001313.4	ENSXETG00000016943.1
OG0010227	ENSCAFG00000004677.4	ENSXETG00000000156.1
OG0010228	ENSCAFG00000029982.2	ENSXETG00000015559.1
OG0010229	ENSCAFG00000004764.4	ENSXETG00000012235.1
OG0010230	ENSCAFG00000001277.4	ENSXETG00000021140.1
OG0010231	ENSCAFG00000031740.2	ENSXETG00000013975.1
OG0010233	ENSCAFG00000000345.5	ENSXETG00000013301.1
