Orthogroup	C_familiaris.pep	G_gallus.pep
OG0011619	ENSCAFG00000028684.2	ENSGALG00000031797.2
OG0011620	ENSCAFG00000005254.3	ENSGALG00000054572.1
OG0011622	ENSCAFG00000000329.4	ENSGALG00000012275.6
OG0011623	ENSCAFG00000000335.4	ENSGALG00000012289.6
OG0011624	ENSCAFG00000000366.4	ENSGALG00000012342.6
OG0011625	ENSCAFG00000000770.4	ENSGALG00000011560.7
OG0011626	ENSCAFG00000031434.2	ENSGALG00000011625.7
OG0011627	ENSCAFG00000000667.6	ENSGALG00000011663.6
OG0011628	ENSCAFG00000000655.5	ENSGALG00000013737.5
OG0011629	ENSCAFG00000000652.5	ENSGALG00000037377.2
OG0011630	ENSCAFG00000000647.4	ENSGALG00000013732.7
OG0011631	ENSCAFG00000000644.4	ENSGALG00000013727.6
OG0011632	ENSCAFG00000000627.5	ENSGALG00000013710.6
OG0011633	ENSCAFG00000000608.5	ENSGALG00000013683.7
OG0011634	ENSCAFG00000000589.5	ENSGALG00000013659.5
OG0011635	ENSCAFG00000000581.4	ENSGALG00000013647.7
OG0011636	ENSCAFG00000040985.1	ENSGALG00000013616.6
OG0011637	ENSCAFG00000000547.5	ENSGALG00000013607.6
OG0011638	ENSCAFG00000000538.3	ENSGALG00000013604.7
OG0011639	ENSCAFG00000029443.2	ENSGALG00000010760.7
OG0011640	ENSCAFG00000015729.4	ENSGALG00000010762.3
OG0011642	ENSCAFG00000015633.2	ENSGALG00000055021.1
OG0011643	ENSCAFG00000010464.4	ENSGALG00000014464.6
OG0011644	ENSCAFG00000011040.4	ENSGALG00000031763.2
OG0011645	ENSCAFG00000011072.5	ENSGALG00000040000.2
OG0011646	ENSCAFG00000011196.4	ENSGALG00000042079.3
OG0011647	ENSCAFG00000011533.7	ENSGALG00000011000.6
OG0011648	ENSCAFG00000011564.4	ENSGALG00000011005.5
OG0011649	ENSCAFG00000011612.4	ENSGALG00000053073.1
OG0011650	ENSCAFG00000011665.5	ENSGALG00000037506.2
OG0011651	ENSCAFG00000011736.5	ENSGALG00000039349.2
OG0011652	ENSCAFG00000030982.2	ENSGALG00000037177.3
OG0011653	ENSCAFG00000011786.4	ENSGALG00000011065.6
OG0011654	ENSCAFG00000011797.4	ENSGALG00000043280.2
OG0011655	ENSCAFG00000012151.4	ENSGALG00000011091.6
OG0011656	ENSCAFG00000012137.4	ENSGALG00000011096.6
OG0011657	ENSCAFG00000012118.4	ENSGALG00000011101.6
OG0011658	ENSCAFG00000012080.4	ENSGALG00000011114.6
OG0011659	ENSCAFG00000012068.4	ENSGALG00000011117.6
OG0011660	ENSCAFG00000012047.5	ENSGALG00000011136.6
OG0011661	ENSCAFG00000011897.4	ENSGALG00000011155.6
OG0011662	ENSCAFG00000011843.5	ENSGALG00000044278.2
OG0011663	ENSCAFG00000004116.4	ENSGALG00000011174.6
OG0011664	ENSCAFG00000004457.5	ENSGALG00000037735.2
OG0011665	ENSCAFG00000007290.4	ENSGALG00000027389.3
OG0011666	ENSCAFG00000031182.2	ENSGALG00000010285.6
OG0011667	ENSCAFG00000001987.4	ENSGALG00000010165.6
OG0011669	ENSCAFG00000001477.4	ENSGALG00000010149.6
OG0011670	ENSCAFG00000001492.4	ENSGALG00000010131.6
OG0011671	ENSCAFG00000029506.2	ENSGALG00000010127.7
OG0011672	ENSCAFG00000001922.4	ENSGALG00000027871.4
OG0011673	ENSCAFG00000001872.4	ENSGALG00000010349.7
OG0011674	ENSCAFG00000005843.4	ENSGALG00000010448.7
OG0011675	ENSCAFG00000006151.4	ENSGALG00000010551.6
OG0011676	ENSCAFG00000006160.4	ENSGALG00000010554.6
OG0011677	ENSCAFG00000005980.4	ENSGALG00000010571.6
OG0011678	ENSCAFG00000005925.5	ENSGALG00000010583.6
OG0011679	ENSCAFG00000006096.4	ENSGALG00000010609.7
OG0011680	ENSCAFG00000006145.5	ENSGALG00000032440.3
OG0011681	ENSCAFG00000005738.4	ENSGALG00000010618.4
OG0011682	ENSCAFG00000005713.5	ENSGALG00000010620.7
OG0011683	ENSCAFG00000032023.2	ENSGALG00000010625.6
OG0011684	ENSCAFG00000006479.5	ENSGALG00000042511.3
OG0011685	ENSCAFG00000001722.2	ENSGALG00000009909.3
OG0011686	ENSCAFG00000001642.5	ENSGALG00000009896.6
OG0011687	ENSCAFG00000012024.5	ENSGALG00000009884.6
OG0011688	ENSCAFG00000012176.5	ENSGALG00000009843.6
OG0011689	ENSCAFG00000012260.4	ENSGALG00000009837.5
OG0011690	ENSCAFG00000012330.3	ENSGALG00000009822.7
OG0011691	ENSCAFG00000012338.4	ENSGALG00000009821.6
OG0011692	ENSCAFG00000012352.4	ENSGALG00000009814.5
OG0011693	ENSCAFG00000012389.4	ENSGALG00000009802.7
OG0011694	ENSCAFG00000012445.4	ENSGALG00000009791.6
OG0011695	ENSCAFG00000012530.4	ENSGALG00000009784.6
OG0011696	ENSCAFG00000010835.4	ENSGALG00000009615.7
OG0011697	ENSCAFG00000010815.5	ENSGALG00000009612.6
OG0011698	ENSCAFG00000010842.4	ENSGALG00000026727.4
OG0011699	ENSCAFG00000013516.4	ENSGALG00000009413.6
OG0011700	ENSCAFG00000011358.5	ENSGALG00000054469.1
OG0011701	ENSCAFG00000011373.5	ENSGALG00000009388.7
OG0011702	ENSCAFG00000016404.4	ENSGALG00000042816.2
OG0011704	ENSCAFG00000011709.3	ENSGALG00000010931.2
OG0011705	ENSCAFG00000001549.4	ENSGALG00000028573.3
OG0011706	ENSCAFG00000029359.2	ENSGALG00000034077.2
OG0011707	ENSCAFG00000046962.1	ENSGALG00000020049.5
OG0011708	ENSCAFG00000001560.5	ENSGALG00000010057.6
OG0011709	ENSCAFG00000001571.4	ENSGALG00000010050.6
OG0011710	ENSCAFG00000005258.4	ENSGALG00000008998.6
OG0011711	ENSCAFG00000023626.4	ENSGALG00000009007.7
OG0011712	ENSCAFG00000005283.4	ENSGALG00000009024.6
OG0011713	ENSCAFG00000005309.4	ENSGALG00000009052.3
OG0011714	ENSCAFG00000005609.5	ENSGALG00000008701.5
OG0011715	ENSCAFG00000016108.5	ENSGALG00000009233.6
OG0011716	ENSCAFG00000016115.5	ENSGALG00000009246.4
OG0011717	ENSCAFG00000016123.4	ENSGALG00000009253.6
OG0011718	ENSCAFG00000016244.4	ENSGALG00000009305.6
OG0011719	ENSCAFG00000016346.4	ENSGALG00000030269.3
OG0011720	ENSCAFG00000016360.5	ENSGALG00000009322.6
OG0011722	ENSCAFG00000006426.5	ENSGALG00000039720.2
OG0011723	ENSCAFG00000006340.4	ENSGALG00000039450.2
OG0011724	ENSCAFG00000006228.4	ENSGALG00000041558.3
OG0011725	ENSCAFG00000029480.2	ENSGALG00000013821.5
OG0011726	ENSCAFG00000029666.2	ENSGALG00000008504.7
OG0011727	ENSCAFG00000006181.4	ENSGALG00000037289.2
OG0011728	ENSCAFG00000029334.2	ENSGALG00000008538.7
OG0011729	ENSCAFG00000004389.4	ENSGALG00000008525.6
OG0011730	ENSCAFG00000004368.3	ENSGALG00000037576.2
OG0011731	ENSCAFG00000004322.4	ENSGALG00000008651.7
OG0011732	ENSCAFG00000002659.4	ENSGALG00000008962.6
OG0011733	ENSCAFG00000029692.2	ENSGALG00000008960.6
OG0011734	ENSCAFG00000002664.5	ENSGALG00000008957.6
OG0011735	ENSCAFG00000002829.5	ENSGALG00000031265.2
OG0011736	ENSCAFG00000002796.4	ENSGALG00000043587.2
OG0011737	ENSCAFG00000002919.4	ENSGALG00000037901.3
OG0011738	ENSCAFG00000002927.4	ENSGALG00000043080.3
OG0011739	ENSCAFG00000002940.5	ENSGALG00000030022.3
OG0011740	ENSCAFG00000002955.6	ENSGALG00000034048.2
OG0011741	ENSCAFG00000002975.6	ENSGALG00000007853.6
OG0011743	ENSCAFG00000042623.1	ENSGALG00000026747.3
OG0011744	ENSCAFG00000002698.3	ENSGALG00000009100.4
OG0011745	ENSCAFG00000002722.4	ENSGALG00000008182.7
OG0011746	ENSCAFG00000002729.4	ENSGALG00000008163.6
OG0011747	ENSCAFG00000022739.1	ENSGALG00000029500.1
OG0011751	ENSCAFG00000018929.5	ENSGALG00000010857.6
OG0011752	ENSCAFG00000017402.4	ENSGALG00000054117.1
OG0011754	ENSCAFG00000018022.4, ENSCAFG00000041804.1	ENSGALG00000004492.6
OG0011755	ENSCAFG00000018659.4	ENSGALG00000005707.7
OG0011756	ENSCAFG00000012677.4	ENSGALG00000000251.2
OG0011757	ENSCAFG00000011322.4	ENSGALG00000002207.7
OG0011759	ENSCAFG00000032138.2	ENSGALG00000040773.2
OG0011760	ENSCAFG00000013237.5	ENSGALG00000006045.6
OG0011761	ENSCAFG00000032416.2	ENSGALG00000001833.4
OG0011762	ENSCAFG00000019048.3	ENSGALG00000009192.6
OG0011763	ENSCAFG00000007016.5, ENSCAFG00000013213.4	ENSGALG00000041924.2
OG0011764	ENSCAFG00000013712.4	ENSGALG00000001844.7
OG0011765	ENSCAFG00000000910.5	ENSGALG00000040802.3
OG0011766	ENSCAFG00000013699.4	ENSGALG00000001852.7
OG0011767	ENSCAFG00000012275.4, ENSCAFG00000017228.5	ENSGALG00000046740.1
OG0011768	ENSCAFG00000023057.4	ENSGALG00000004070.6
OG0011769	ENSCAFG00000002092.5, ENSCAFG00000002095.3	ENSGALG00000016723.6
OG0011770	ENSCAFG00000032601.3	ENSGALG00000006921.7
OG0011771	ENSCAFG00000013544.5	ENSGALG00000001926.6
OG0011772	ENSCAFG00000013087.5	ENSGALG00000006934.6
OG0011773	ENSCAFG00000016212.4	ENSGALG00000032249.2
OG0011774	ENSCAFG00000032251.2	ENSGALG00000043318.2
OG0011775	ENSCAFG00000018923.2	ENSGALG00000035113.2
OG0011776	ENSCAFG00000032517.2, ENSCAFG00000004320.4	ENSGALG00000005001.7
OG0011777	ENSCAFG00000013077.3	ENSGALG00000006942.5
OG0011778	ENSCAFG00000013044.5	ENSGALG00000006950.6
OG0011780	ENSCAFG00000017845.4	ENSGALG00000005403.4
OG0011781	ENSCAFG00000017836.2	ENSGALG00000023554.4
OG0011782	ENSCAFG00000030694.2	ENSGALG00000003778.5
OG0011783	ENSCAFG00000031531.2, ENSCAFG00000017521.4	ENSGALG00000006808.6
OG0011784	ENSCAFG00000020280.5	ENSGALG00000044151.2
OG0011785	ENSCAFG00000015069.5	ENSGALG00000052986.1
OG0011787	ENSCAFG00000012809.5	ENSGALG00000021271.5
OG0011789	ENSCAFG00000030041.2	ENSGALG00000028167.4
OG0011790	ENSCAFG00000017480.4	ENSGALG00000053053.1
OG0011791	ENSCAFG00000011257.5	ENSGALG00000052515.1
OG0011792	ENSCAFG00000019227.4	ENSGALG00000034737.2
OG0011795	ENSCAFG00000016882.4	ENSGALG00000000764.7
OG0011797	ENSCAFG00000029618.2	ENSGALG00000053058.1
OG0011800	ENSCAFG00000016851.4	ENSGALG00000052506.1
OG0011801	ENSCAFG00000013923.5	ENSGALG00000005824.6
OG0011802	ENSCAFG00000002970.4	ENSGALG00000027234.4
OG0011804	ENSCAFG00000016003.4	ENSGALG00000019716.5
OG0011806	ENSCAFG00000014601.6	ENSGALG00000049138.1
OG0011807	ENSCAFG00000001367.5	ENSGALG00000041604.2
OG0011809	ENSCAFG00000011960.4	ENSGALG00000026600.3
OG0011810	ENSCAFG00000019204.4	ENSGALG00000036502.2
OG0011812	ENSCAFG00000018524.4	ENSGALG00000000377.6
OG0011813	ENSCAFG00000015416.5	ENSGALG00000034615.2
OG0011814	ENSCAFG00000018177.4	ENSGALG00000006757.6
OG0011815	ENSCAFG00000014267.4	ENSGALG00000042900.2
OG0011817	ENSCAFG00000010761.4	ENSGALG00000002598.7
OG0011821	ENSCAFG00000020120.4	ENSGALG00000026424.4
OG0011822	ENSCAFG00000015964.4	ENSGALG00000050005.1
OG0011823	ENSCAFG00000015960.4	ENSGALG00000050001.1
OG0011824	ENSCAFG00000020093.1	ENSGALG00000027734.4
OG0011827	ENSCAFG00000019434.5	ENSGALG00000008936.6, ENSGALG00000008932.6, ENSGALG00000021274.4
OG0011828	ENSCAFG00000006320.4	ENSGALG00000032690.3
OG0011829	ENSCAFG00000018506.4	ENSGALG00000000619.6
OG0011830	ENSCAFG00000012475.4	ENSGALG00000051412.1
OG0011831	ENSCAFG00000023738.3	ENSGALG00000045045.2
OG0011832	ENSCAFG00000045671.1	ENSGALG00000049538.1
OG0011833	ENSCAFG00000003331.4	ENSGALG00000005099.6
OG0011834	ENSCAFG00000007750.5	ENSGALG00000010638.6
OG0011837	ENSCAFG00000007756.4	ENSGALG00000037094.2
OG0011838	ENSCAFG00000031516.2	ENSGALG00000004383.5
OG0011840	ENSCAFG00000016728.4	ENSGALG00000003046.6
OG0011841	ENSCAFG00000010156.4	ENSGALG00000002463.6
OG0011843	ENSCAFG00000017230.4	ENSGALG00000031238.3
OG0011844	ENSCAFG00000001954.5	ENSGALG00000028256.3
OG0011845	ENSCAFG00000016781.5	ENSGALG00000013234.7
OG0011846	ENSCAFG00000041379.1, ENSCAFG00000028831.2	ENSGALG00000032489.2
OG0011848	ENSCAFG00000015674.5	ENSGALG00000033569.3
OG0011849	ENSCAFG00000016539.4	ENSGALG00000004574.6
OG0011852	ENSCAFG00000014924.4	ENSGALG00000021074.6
OG0011854	ENSCAFG00000012716.4	ENSGALG00000054971.1, ENSGALG00000051056.1
OG0011855	ENSCAFG00000041053.1	ENSGALG00000021163.4
OG0011858	ENSCAFG00000012736.4	ENSGALG00000007585.6
OG0011859	ENSCAFG00000018753.4	ENSGALG00000021692.5
OG0011860	ENSCAFG00000015453.4	ENSGALG00000006034.6
OG0011861	ENSCAFG00000016433.5	ENSGALG00000044581.2
OG0011862	ENSCAFG00000041930.1	ENSGALG00000032061.2
OG0011863	ENSCAFG00000028922.2	ENSGALG00000020449.5
OG0011864	ENSCAFG00000032147.2	ENSGALG00000051919.1
OG0011865	ENSCAFG00000008715.5	ENSGALG00000030929.2
OG0011866	ENSCAFG00000014385.3, ENSCAFG00000008267.3, ENSCAFG00000015171.3	ENSGALG00000051800.1
OG0011867	ENSCAFG00000023827.3	ENSGALG00000026086.4
OG0011868	ENSCAFG00000044834.1	ENSGALG00000001003.6
OG0011869	ENSCAFG00000019990.4	ENSGALG00000053552.1
OG0011871	ENSCAFG00000019789.4	ENSGALG00000000401.6
OG0011872	ENSCAFG00000019719.4	ENSGALG00000026780.4
OG0011873	ENSCAFG00000023152.4	ENSGALG00000004613.4
OG0011874	ENSCAFG00000009013.4	ENSGALG00000028608.2
OG0011875	ENSCAFG00000046267.1	ENSGALG00000014650.5
OG0011876	ENSCAFG00000029836.2	ENSGALG00000027454.3
OG0011877	ENSCAFG00000016253.4	ENSGALG00000032832.2
OG0011878	ENSCAFG00000001673.4	ENSGALG00000008867.5
OG0011879	ENSCAFG00000028476.2	ENSGALG00000047273.1
OG0011880	ENSCAFG00000018211.5	ENSGALG00000003572.6
OG0011881	ENSCAFG00000017552.4	ENSGALG00000026613.3, ENSGALG00000037599.2
OG0011882	ENSCAFG00000003474.4	ENSGALG00000042773.3
OG0011883	ENSCAFG00000013517.4	ENSGALG00000039120.3
OG0011884	ENSCAFG00000019942.5	ENSGALG00000003941.6
OG0011885	ENSCAFG00000016122.4	ENSGALG00000035352.2
OG0011886	ENSCAFG00000023754.4	ENSGALG00000003408.3
OG0011887	ENSCAFG00000028925.2	ENSGALG00000036659.2
OG0011890	ENSCAFG00000012097.4	ENSGALG00000036955.2
OG0011891	ENSCAFG00000017888.4	ENSGALG00000034982.2
OG0011892	ENSCAFG00000030303.2	ENSGALG00000040632.2
OG0011893	ENSCAFG00000000493.4	ENSGALG00000037695.2
OG0011894	ENSCAFG00000049927.1	ENSGALG00000029199.2
OG0011895	ENSCAFG00000007624.4	ENSGALG00000026187.3
OG0011898	ENSCAFG00000004835.4	ENSGALG00000033203.3
OG0011899	ENSCAFG00000004619.3	ENSGALG00000023348.4
OG0011900	ENSCAFG00000004825.4	ENSGALG00000050178.1
OG0011901	ENSCAFG00000007538.4	ENSGALG00000031071.2
OG0011902	ENSCAFG00000031598.2	ENSGALG00000017411.6
OG0011903	ENSCAFG00000006390.4	ENSGALG00000016822.5
OG0011904	ENSCAFG00000010855.5	ENSGALG00000004248.6, ENSGALG00000010596.6
OG0011906	ENSCAFG00000008692.4	ENSGALG00000052558.1, ENSGALG00000045607.2, ENSGALG00000010338.6, ENSGALG00000029532.3
OG0011907	ENSCAFG00000010765.4	ENSGALG00000035049.3
OG0011908	ENSCAFG00000030600.2	ENSGALG00000028149.3
OG0011909	ENSCAFG00000007797.5	ENSGALG00000027140.3
OG0011910	ENSCAFG00000019529.4	ENSGALG00000009703.6
OG0011911	ENSCAFG00000032763.2	ENSGALG00000003161.4
OG0011912	ENSCAFG00000013269.4	ENSGALG00000035317.2
OG0011914	ENSCAFG00000013320.5	ENSGALG00000007114.7
OG0011916	ENSCAFG00000043071.1	ENSGALG00000047323.1
OG0011917	ENSCAFG00000004830.4	ENSGALG00000034573.2
OG0011918	ENSCAFG00000008119.5	ENSGALG00000040097.2
OG0011920	ENSCAFG00000031530.2	ENSGALG00000016086.7
OG0011921	ENSCAFG00000019411.5	ENSGALG00000000812.6
OG0011922	ENSCAFG00000012775.5	ENSGALG00000009738.6
OG0011923	ENSCAFG00000031660.2	ENSGALG00000020582.6
OG0011925	ENSCAFG00000014647.5	ENSGALG00000003304.6
OG0011926	ENSCAFG00000014578.4	ENSGALG00000003220.6
OG0011929	ENSCAFG00000046093.1	ENSGALG00000054703.1
OG0011930	ENSCAFG00000014512.4	ENSGALG00000003130.7
OG0011931	ENSCAFG00000005038.4	ENSGALG00000011502.6, ENSGALG00000054339.1
OG0011932	ENSCAFG00000014386.4	ENSGALG00000002621.6
OG0011933	ENSCAFG00000014369.4	ENSGALG00000025809.3
OG0011934	ENSCAFG00000014341.4	ENSGALG00000037261.3
OG0011936	ENSCAFG00000019225.3	ENSGALG00000017524.4
OG0011987	ENSCAFG00000014897.4	ENSGALG00000012220.6
OG0011988	ENSCAFG00000016550.4	ENSGALG00000007594.5
OG0011990	ENSCAFG00000014940.4	ENSGALG00000041790.2
OG0011994	ENSCAFG00000007053.4	ENSGALG00000006211.6
OG0011997	ENSCAFG00000019037.3	ENSGALG00000007242.6
OG0011998	ENSCAFG00000018035.4	ENSGALG00000029537.3
OG0011999	ENSCAFG00000030200.2	ENSGALG00000035576.2
OG0012000	ENSCAFG00000003303.5	ENSGALG00000030255.2
OG0012001	ENSCAFG00000015724.4	ENSGALG00000054017.1
OG0012002	ENSCAFG00000018077.4	ENSGALG00000039284.3
OG0012003	ENSCAFG00000017959.4	ENSGALG00000004832.6
OG0012004	ENSCAFG00000024150.2	ENSGALG00000026944.3
OG0012007	ENSCAFG00000010673.5	ENSGALG00000007944.5
OG0012008	ENSCAFG00000010652.4	ENSGALG00000007924.2
OG0012010	ENSCAFG00000010699.4	ENSGALG00000037052.2
OG0012011	ENSCAFG00000016747.3	ENSGALG00000030994.2
OG0012012	ENSCAFG00000010585.4	ENSGALG00000053648.1
OG0012014	ENSCAFG00000006407.4	ENSGALG00000016003.6
OG0012016	ENSCAFG00000010953.4	ENSGALG00000008113.6
OG0012017	ENSCAFG00000030134.2	ENSGALG00000002412.6
OG0012018	ENSCAFG00000010947.5	ENSGALG00000036160.2
OG0012019	ENSCAFG00000030390.2	ENSGALG00000044433.2
OG0012022	ENSCAFG00000019803.4	ENSGALG00000000528.6
OG0012024	ENSCAFG00000014076.4	ENSGALG00000033557.2
OG0012026	ENSCAFG00000014112.5	ENSGALG00000036645.2
OG0012027	ENSCAFG00000008457.4	ENSGALG00000030118.2
OG0012028	ENSCAFG00000030104.2	ENSGALG00000022440.4
OG0012030	ENSCAFG00000022732.2	ENSGALG00000030436.1
OG0012031	ENSCAFG00000022726.1	ENSGALG00000032456.1
OG0012032	ENSCAFG00000022723.1	ENSGALG00000032142.1
OG0012033	ENSCAFG00000022717.1	ENSGALG00000043768.2
OG0012034	ENSCAFG00000022713.1	ENSGALG00000042750.1
OG0012035	ENSCAFG00000016034.5	ENSGALG00000040770.2
OG0012037	ENSCAFG00000017454.5	ENSGALG00000007930.7
OG0012038	ENSCAFG00000019883.3	ENSGALG00000028465.3
OG0012040	ENSCAFG00000017469.4	ENSGALG00000007979.6
OG0012045	ENSCAFG00000016345.4	ENSGALG00000004358.7
OG0012049	ENSCAFG00000006252.4	ENSGALG00000001608.7
OG0012050	ENSCAFG00000004175.4	ENSGALG00000050637.1
OG0012052	ENSCAFG00000005141.5	ENSGALG00000041384.2
OG0012055	ENSCAFG00000015712.5	ENSGALG00000006351.5
OG0012057	ENSCAFG00000010971.5	ENSGALG00000008135.6
OG0012061	ENSCAFG00000032685.2	ENSGALG00000006758.7
OG0012062	ENSCAFG00000013555.3	ENSGALG00000052760.1
OG0012064	ENSCAFG00000019733.5	ENSGALG00000002527.5
OG0012065	ENSCAFG00000013136.5	ENSGALG00000032642.2
OG0012070	ENSCAFG00000029972.2	ENSGALG00000028437.4
OG0012071	ENSCAFG00000019277.4	ENSGALG00000042322.2
OG0012074	ENSCAFG00000010709.6	ENSGALG00000038688.2
OG0012076	ENSCAFG00000018248.4	ENSGALG00000005083.7
OG0012078	ENSCAFG00000018245.5	ENSGALG00000005087.7
OG0012081	ENSCAFG00000007104.4	ENSGALG00000013532.7
OG0012082	ENSCAFG00000025012.3	ENSGALG00000006371.7
OG0012083	ENSCAFG00000019845.4	ENSGALG00000054988.1
OG0012087	ENSCAFG00000018890.4	ENSGALG00000003154.7
OG0012089	ENSCAFG00000003456.4	ENSGALG00000041764.2
OG0012090	ENSCAFG00000005606.5	ENSGALG00000031328.2
OG0012091	ENSCAFG00000028953.2	ENSGALG00000038771.3
OG0012092	ENSCAFG00000015694.4	ENSGALG00000003914.6
OG0012093	ENSCAFG00000008018.4	ENSGALG00000016651.7
OG0012094	ENSCAFG00000012877.4	ENSGALG00000053132.1
OG0012097	ENSCAFG00000012111.4	ENSGALG00000008239.7
OG0012100	ENSCAFG00000016944.6	ENSGALG00000014638.6
OG0012101	ENSCAFG00000004587.4	ENSGALG00000050158.1
OG0012104	ENSCAFG00000013922.3	ENSGALG00000006445.6
OG0012106	ENSCAFG00000015776.3	ENSGALG00000047515.1
OG0012108	ENSCAFG00000005015.5	ENSGALG00000032223.2
OG0012109	ENSCAFG00000001405.4	ENSGALG00000029760.3
OG0012120	ENSCAFG00000005594.4	ENSGALG00000017321.5
OG0012123	ENSCAFG00000000967.2	ENSGALG00000043827.2
OG0012124	ENSCAFG00000000997.4	ENSGALG00000041748.2
OG0012128	ENSCAFG00000012343.4	ENSGALG00000008070.6
OG0012129	ENSCAFG00000005623.2	ENSGALG00000038667.2
OG0012131	ENSCAFG00000004698.4	ENSGALG00000031243.2
OG0012134	ENSCAFG00000010629.5	ENSGALG00000045606.2
OG0012135	ENSCAFG00000017138.4	ENSGALG00000007358.5
OG0012136	ENSCAFG00000010169.3	ENSGALG00000023904.4
OG0012137	ENSCAFG00000007407.4	ENSGALG00000047514.1
OG0012140	ENSCAFG00000000312.6	ENSGALG00000013768.6
OG0012142	ENSCAFG00000005437.4	ENSGALG00000017302.6
OG0012143	ENSCAFG00000028621.2	ENSGALG00000001048.6
OG0012145	ENSCAFG00000019368.4	ENSGALG00000053332.1
OG0012146	ENSCAFG00000001962.4	ENSGALG00000001900.6
OG0012148	ENSCAFG00000013640.4	ENSGALG00000009202.5
OG0012152	ENSCAFG00000019631.4	ENSGALG00000005077.6
OG0012153	ENSCAFG00000013089.4	ENSGALG00000029583.2
OG0012155	ENSCAFG00000017964.5	ENSGALG00000001689.6
OG0012159	ENSCAFG00000013730.5	ENSGALG00000054900.1
OG0012161	ENSCAFG00000011038.4	ENSGALG00000004215.7
OG0012165	ENSCAFG00000007107.4	ENSGALG00000006460.6
OG0012166	ENSCAFG00000007118.4	ENSGALG00000006467.7
OG0012168	ENSCAFG00000031042.2	ENSGALG00000006586.6
OG0012170	ENSCAFG00000010964.4	ENSGALG00000007681.6
OG0012173	ENSCAFG00000017726.4	ENSGALG00000007030.6
OG0012174	ENSCAFG00000002289.5	ENSGALG00000005249.6
OG0012176	ENSCAFG00000019781.4	ENSGALG00000021520.5
OG0012177	ENSCAFG00000023367.3	ENSGALG00000042705.2
OG0012181	ENSCAFG00000002223.5	ENSGALG00000016774.6
OG0012188	ENSCAFG00000002017.4	ENSGALG00000002069.6
OG0012190	ENSCAFG00000031428.2	ENSGALG00000026674.3
OG0012193	ENSCAFG00000031073.1	ENSGALG00000035650.3
OG0012197	ENSCAFG00000015836.4	ENSGALG00000029383.3
OG0012198	ENSCAFG00000010930.5	ENSGALG00000026836.3, ENSGALG00000054999.1
OG0012201	ENSCAFG00000028477.2	ENSGALG00000027742.3
OG0012203	ENSCAFG00000019619.5	ENSGALG00000035211.2
OG0012204	ENSCAFG00000006546.4	ENSGALG00000039206.2
OG0012207	ENSCAFG00000017362.4	ENSGALG00000041435.2
OG0012208	ENSCAFG00000000375.4	ENSGALG00000038782.2
OG0012210	ENSCAFG00000000267.3	ENSGALG00000013861.6
OG0012212	ENSCAFG00000012429.6	ENSGALG00000028294.4
OG0012213	ENSCAFG00000019509.3	ENSGALG00000045901.2
OG0012214	ENSCAFG00000000404.4	ENSGALG00000012392.6
OG0012215	ENSCAFG00000000413.4	ENSGALG00000012412.6
OG0012217	ENSCAFG00000004419.4	ENSGALG00000051947.1
OG0012218	ENSCAFG00000031192.3	ENSGALG00000054251.1
OG0012219	ENSCAFG00000010096.4	ENSGALG00000002960.7
OG0012220	ENSCAFG00000019676.4	ENSGALG00000000535.6
OG0012221	ENSCAFG00000008544.4	ENSGALG00000038758.2
OG0012225	ENSCAFG00000019470.5	ENSGALG00000001081.7
OG0012233	ENSCAFG00000020394.4	ENSGALG00000005132.6
OG0012234	ENSCAFG00000017813.3	ENSGALG00000004101.5
OG0012235	ENSCAFG00000015972.4	ENSGALG00000053914.1
OG0012236	ENSCAFG00000031724.2	ENSGALG00000003911.5
OG0012238	ENSCAFG00000011453.5	ENSGALG00000026225.4
OG0012239	ENSCAFG00000000187.3	ENSGALG00000013995.5
OG0012241	ENSCAFG00000006502.4	ENSGALG00000029731.2
OG0012242	ENSCAFG00000015005.4	ENSGALG00000010079.6
OG0012243	ENSCAFG00000000882.4	ENSGALG00000043799.2
OG0012246	ENSCAFG00000013185.4	ENSGALG00000006008.6
OG0012248	ENSCAFG00000012144.5	ENSGALG00000030706.2
OG0012253	ENSCAFG00000006159.5	ENSGALG00000030095.2
OG0012259	ENSCAFG00000012423.5	ENSGALG00000048002.1
OG0012260	ENSCAFG00000002077.5	ENSGALG00000021340.6
OG0012263	ENSCAFG00000014013.4	ENSGALG00000035623.2
OG0012264	ENSCAFG00000019660.3	ENSGALG00000000044.7
OG0012266	ENSCAFG00000043715.1	ENSGALG00000040687.3
OG0012267	ENSCAFG00000004598.4	ENSGALG00000035630.3
OG0012268	ENSCAFG00000001937.4	ENSGALG00000021365.6
OG0012269	ENSCAFG00000012719.5	ENSGALG00000036365.2
OG0012272	ENSCAFG00000025196.4	ENSGALG00000039224.3
OG0012274	ENSCAFG00000020031.4	ENSGALG00000005377.6
OG0012276	ENSCAFG00000012572.4	ENSGALG00000007430.7
OG0012277	ENSCAFG00000012935.4	ENSGALG00000018439.6
OG0012278	ENSCAFG00000006126.4	ENSGALG00000003242.5
OG0012280	ENSCAFG00000020066.5	ENSGALG00000000903.7
OG0012281	ENSCAFG00000020184.4	ENSGALG00000000901.5
OG0012284	ENSCAFG00000008517.4	ENSGALG00000032634.3
OG0012285	ENSCAFG00000003598.4	ENSGALG00000026761.3
OG0012287	ENSCAFG00000032433.2	ENSGALG00000045875.2
