Orthogroup	C_familiaris.pep	N_naja.pep
OG0012829	ENSCAFG00000002960.4	Nana23345-RA
OG0012830	ENSCAFG00000009277.4	Nana13973-RA
OG0012831	ENSCAFG00000002982.4	Nana23341-RA
OG0012833	ENSCAFG00000029362.2	Nana26274-RA
OG0012835	ENSCAFG00000002937.6	Nana23338-RA
OG0012837	ENSCAFG00000049909.1	Nana23326-RA
OG0012838	ENSCAFG00000003838.4	Nana23318-RA
OG0012839	ENSCAFG00000010497.5	Nana13935-RA
OG0012840	ENSCAFG00000006421.4	Nana26190-RA
OG0012841	ENSCAFG00000010591.5	Nana13917-RA
OG0012843	ENSCAFG00000030196.2	Nana13908-RA
OG0012844	ENSCAFG00000001978.5	Nana26173-RA
OG0012847	ENSCAFG00000015291.4	Nana26023-RA
OG0012850	ENSCAFG00000011067.4	Nana26017-RA
OG0012852	ENSCAFG00000010942.4	Nana29423-RA
OG0012853	ENSCAFG00000011746.5	Nana25905-RA
OG0012854	ENSCAFG00000011799.5	Nana25901-RA
OG0012855	ENSCAFG00000000873.5	Nana29492-RA
OG0012857	ENSCAFG00000012774.5	Nana25881-RA
OG0012858	ENSCAFG00000009255.4	Nana13977-RA
OG0012859	ENSCAFG00000012800.5	Nana25869-RA
OG0012860	ENSCAFG00000009197.4	Nana13979-RA
OG0012862	ENSCAFG00000009591.4	Nana13680-RA
OG0012863	ENSCAFG00000009526.4	Nana13677-RA
OG0012864	ENSCAFG00000013394.4	Nana25825-RA
OG0012865	ENSCAFG00000009480.4	Nana13671-RA
OG0012866	ENSCAFG00000011392.4	Nana29211-RA
OG0012867	ENSCAFG00000011089.5	Nana29223-RA
OG0012869	ENSCAFG00000011426.4	Nana13632-RA
OG0012871	ENSCAFG00000031215.2	Nana24495-RA
OG0012872	ENSCAFG00000010721.4	Nana24508-RA
OG0012874	ENSCAFG00000010403.4	Nana24545-RA
OG0012876	ENSCAFG00000012893.4	Nana13423-RA
OG0012879	ENSCAFG00000010037.5	Nana24574-RA
OG0012880	ENSCAFG00000003786.4	Nana29284-RA
OG0012881	ENSCAFG00000013065.4	Nana13330-RA
OG0012885	ENSCAFG00000001804.4	Nana18466-RA
OG0012886	ENSCAFG00000008853.5	Nana24681-RA
OG0012889	ENSCAFG00000010943.5	Nana24774-RA
OG0012890	ENSCAFG00000010997.4	Nana24776-RA
OG0012891	ENSCAFG00000010480.5	Nana24844-RB
OG0012893	ENSCAFG00000010394.4	Nana24852-RA
OG0012894	ENSCAFG00000007563.4	Nana18190-RA
OG0012899	ENSCAFG00000014425.4	Nana25195-RA
OG0012900	ENSCAFG00000008804.4	Nana18773-RA
OG0012902	ENSCAFG00000009180.1	Nana24940-RA
OG0012903	ENSCAFG00000008700.4	Nana18758-RA
OG0012904	ENSCAFG00000010787.4	Nana24949-RA
OG0012905	ENSCAFG00000010886.3	Nana24994-RA
OG0012907	ENSCAFG00000008484.4	Nana18671-RA
OG0012908	ENSCAFG00000006571.4	Nana25034-RA
OG0012909	ENSCAFG00000006579.4	Nana25035-RA
OG0012910	ENSCAFG00000006716.5	Nana25072-RA
OG0012916	ENSCAFG00000004160.3	Nana18114-RA
OG0012918	ENSCAFG00000015066.4	Nana25244-RA
OG0012919	ENSCAFG00000023699.4	Nana25260-RA
OG0012920	ENSCAFG00000025325.3	Nana17906-RA
OG0012923	ENSCAFG00000020174.3	Nana25311-RA
OG0012924	ENSCAFG00000008837.4	Nana17624-RA
OG0012925	ENSCAFG00000004402.5	Nana25370-RA
OG0012926	ENSCAFG00000002913.4	Nana17574-RA
OG0012929	ENSCAFG00000006922.4	Nana12331-RA
OG0012930	ENSCAFG00000023182.2	Nana12347-RA
OG0012935	ENSCAFG00000007594.4	Nana12260-RA
OG0012939	ENSCAFG00000007911.4	Nana12055-RA, Nana12055-RB
OG0012940	ENSCAFG00000017099.5	Nana10849-RA
OG0012941	ENSCAFG00000029030.2	Nana10796-RA
OG0012946	ENSCAFG00000001927.4	Nana11622-RA
OG0012947	ENSCAFG00000002072.5	Nana11583-RA
OG0012949	ENSCAFG00000001712.4	Nana11450-RA
OG0012950	ENSCAFG00000001681.4	Nana11462-RA
OG0012952	ENSCAFG00000000287.5	Nana10202-RA
OG0012953	ENSCAFG00000000308.4	Nana10194-RA
OG0012955	ENSCAFG00000016026.1	Nana05774-RA
OG0012957	ENSCAFG00000015021.5	Nana10509-RB, Nana10509-RA
OG0012958	ENSCAFG00000030121.2	Nana10493-RA
OG0012959	ENSCAFG00000015491.4	Nana10547-RA
OG0012960	ENSCAFG00000006622.3	Nana10264-RA
OG0012961	ENSCAFG00000010820.4	Nana05538-RA
OG0012966	ENSCAFG00000018627.3	Nana10825-RA
OG0012967	ENSCAFG00000049307.1	Nana10818-RA
OG0012968	ENSCAFG00000018681.6	Nana10814-RA
OG0012969	ENSCAFG00000016521.5	Nana10803-RA
OG0012970	ENSCAFG00000017198.4	Nana05407-RA
OG0012971	ENSCAFG00000017128.4	Nana05376-RA
OG0012972	ENSCAFG00000017101.4	Nana05361-RA
OG0012973	ENSCAFG00000016985.4	Nana01126-RA, Nana05332-RA
OG0012974	ENSCAFG00000017076.4	Nana10856-RA
OG0012976	ENSCAFG00000016930.3	Nana05310-RA
OG0012977	ENSCAFG00000017400.4	Nana10885-RA
OG0012978	ENSCAFG00000017428.4	Nana10891-RA
OG0012979	ENSCAFG00000017423.4	Nana10893-RA
OG0012980	ENSCAFG00000017539.5	Nana10905-RA
OG0012981	ENSCAFG00000013756.4	Nana05281-RA
OG0012984	ENSCAFG00000017764.6	Nana10928-RA
OG0012985	ENSCAFG00000044970.1	Nana10930-RA
OG0012986	ENSCAFG00000017610.4	Nana10968-RA
OG0012989	ENSCAFG00000010944.5	Nana10985-RA, Nana10985-RB
OG0012990	ENSCAFG00000002212.4	Nana10588-RA
OG0012991	ENSCAFG00000015620.4	Nana10591-RA
OG0012992	ENSCAFG00000019555.4	Nana10649-RA, Nana10649-RB
OG0012993	ENSCAFG00000016840.5	Nana04992-RA
OG0012994	ENSCAFG00000019286.5	Nana10652-RA
OG0012995	ENSCAFG00000011174.5	Nana05004-RA
OG0012996	ENSCAFG00000019288.4	Nana10691-RA
OG0012997	ENSCAFG00000019290.5	Nana10692-RA
OG0012998	ENSCAFG00000019362.4	Nana10696-RA
OG0012999	ENSCAFG00000009849.4	Nana05027-RC
OG0013000	ENSCAFG00000009695.5	Nana05032-RA
OG0013001	ENSCAFG00000032560.2	Nana10723-RA
OG0013002	ENSCAFG00000009203.3	Nana04874-RA
OG0013003	ENSCAFG00000015922.4	Nana10728-RA
OG0013004	ENSCAFG00000009143.4	Nana04879-RA
OG0013005	ENSCAFG00000016274.4	Nana10736-RA
OG0013006	ENSCAFG00000016179.4	Nana10742-RA
OG0013009	ENSCAFG00000008366.4	Nana10044-RA
OG0013013	ENSCAFG00000000131.4	Nana10075-RA
OG0013014	ENSCAFG00000000130.4	Nana10076-RA
OG0013018	ENSCAFG00000010276.4	Nana04642-RA
OG0013019	ENSCAFG00000007335.5	Nana04614-RA
OG0013020	ENSCAFG00000008757.5	Nana10105-RA
OG0013021	ENSCAFG00000007196.5	Nana04605-RA
OG0013023	ENSCAFG00000007416.5	Nana04528-RA
OG0013025	ENSCAFG00000006933.4	Nana04513-RA
OG0013026	ENSCAFG00000007013.4	Nana04511-RA
OG0013029	ENSCAFG00000008995.5	Nana04425-RA
OG0013030	ENSCAFG00000009037.5	Nana04422-RA
OG0013031	ENSCAFG00000007328.4	Nana10114-RA
OG0013033	ENSCAFG00000028834.3	Nana09761-RA
OG0013035	ENSCAFG00000030139.2	Nana09741-RB
OG0013037	ENSCAFG00000009391.5	Nana04393-RA
OG0013038	ENSCAFG00000008279.5	Nana04389-RA
OG0013039	ENSCAFG00000010329.5	Nana04386-RA
OG0013040	ENSCAFG00000005636.4	Nana09688-RA
OG0013041	ENSCAFG00000010028.4	Nana04348-RA
OG0013046	ENSCAFG00000016300.3	Nana09292-RA, Nana09292-RB
OG0013047	ENSCAFG00000010871.4	Nana04287-RA
OG0013048	ENSCAFG00000016107.5	Nana09311-RA
OG0013049	ENSCAFG00000006497.3	Nana04264-RA
OG0013050	ENSCAFG00000007569.4	Nana03719-RA
OG0013051	ENSCAFG00000011948.4	Nana03722-RA
OG0013052	ENSCAFG00000017068.4	Nana09341-RA
OG0013053	ENSCAFG00000012654.4	Nana03731-RA
OG0013054	ENSCAFG00000012542.4	Nana03742-RA
OG0013055	ENSCAFG00000012477.5	Nana03744-RA
OG0013056	ENSCAFG00000017379.3	Nana09348-RA
OG0013058	ENSCAFG00000017913.4	Nana09381-RA
OG0013059	ENSCAFG00000004788.4	Nana03796-RA
OG0013061	ENSCAFG00000014662.5	Nana03867-RA
OG0013062	ENSCAFG00000030268.2	Nana03855-RA
OG0013063	ENSCAFG00000011109.4	Nana04114-RA
OG0013065	ENSCAFG00000028691.2	Nana04085-RA
OG0013066	ENSCAFG00000007843.4	Nana04075-RA
OG0013067	ENSCAFG00000004953.5	Nana09491-RA
OG0013068	ENSCAFG00000004946.4	Nana09492-RA
OG0013070	ENSCAFG00000016048.6	Nana04007-RA
OG0013072	ENSCAFG00000015200.4	Nana03932-RA
OG0013074	ENSCAFG00000005893.4	Nana09611-RA
OG0013077	ENSCAFG00000018322.4	Nana09275-RA
OG0013079	ENSCAFG00000018275.5	Nana09100-RA
OG0013085	ENSCAFG00000011015.4	Nana03197-RA
OG0013092	ENSCAFG00000012268.4	Nana02993-RA
OG0013095	ENSCAFG00000000347.5	Nana32068-RA
OG0013096	ENSCAFG00000000464.4	Nana08861-RA
OG0013097	ENSCAFG00000000246.5	Nana08871-RA
OG0013098	ENSCAFG00000032660.2	Nana02703-RA
OG0013099	ENSCAFG00000001814.5	Nana00977-RA
OG0013101	ENSCAFG00000001763.5	Nana00970-RA
OG0013102	ENSCAFG00000025077.3	Nana02762-RA
OG0013103	ENSCAFG00000001736.4	Nana00961-RA
OG0013104	ENSCAFG00000016473.5	Nana08702-RA
OG0013106	ENSCAFG00000016412.3	Nana08684-RA
OG0013108	ENSCAFG00000006072.3	Nana02957-RA
OG0013109	ENSCAFG00000011493.4	Nana08651-RA, Nana08651-RB
OG0013112	ENSCAFG00000002126.4	Nana02905-RA
OG0013113	ENSCAFG00000010719.6	Nana08616-RA
OG0013114	ENSCAFG00000003916.5	Nana02654-RA
OG0013115	ENSCAFG00000010672.4	Nana08606-RA
OG0013118	ENSCAFG00000009855.5	Nana08521-RA
OG0013121	ENSCAFG00000025533.4	Nana08495-RA
OG0013123	ENSCAFG00000002313.4	Nana08473-RA
OG0013124	ENSCAFG00000030832.2	Nana02642-RA
OG0013125	ENSCAFG00000005018.4	Nana08455-RA
OG0013126	ENSCAFG00000005002.4	Nana08447-RA
OG0013127	ENSCAFG00000004967.3	Nana08441-RA
OG0013128	ENSCAFG00000024835.3	Nana08436-RA
OG0013130	ENSCAFG00000004343.3	Nana08435-RA, Nana08434-RA
OG0013131	ENSCAFG00000008296.4	Nana08394-RA
OG0013132	ENSCAFG00000002589.4	Nana02337-RA
OG0013134	ENSCAFG00000003101.5	Nana02227-RA
OG0013135	ENSCAFG00000003085.3	Nana02241-RA
OG0013136	ENSCAFG00000003084.5	Nana02242-RA
OG0013138	ENSCAFG00000032316.2	Nana02020-RA
OG0013140	ENSCAFG00000032262.2	Nana02052-RA
OG0013141	ENSCAFG00000028530.2	Nana08285-RA
OG0013144	ENSCAFG00000004503.5	Nana08258-RA
OG0013148	ENSCAFG00000006531.5	Nana08075-RA
OG0013151	ENSCAFG00000002768.4	Nana02307-RA
OG0013152	ENSCAFG00000012851.5	Nana07838-RA
OG0013153	ENSCAFG00000019590.4	Nana10633-RA
OG0013154	ENSCAFG00000019591.3	Nana10632-RA
OG0013155	ENSCAFG00000003155.5	Nana07865-RA
OG0013156	ENSCAFG00000004396.4	Nana07870-RA
OG0013157	ENSCAFG00000003160.4	Nana07877-RA
OG0013158	ENSCAFG00000016167.4	Nana07883-RA
OG0013159	ENSCAFG00000016444.4	Nana10617-RA
OG0013161	ENSCAFG00000014310.5	Nana10604-RA
OG0013162	ENSCAFG00000014308.4	Nana10603-RA
OG0013163	ENSCAFG00000015801.5	Nana10601-RA
OG0013164	ENSCAFG00000029733.2	Nana07925-RA
OG0013165	ENSCAFG00000005215.4	Nana07931-RA
OG0013166	ENSCAFG00000005211.5	Nana07936-RA
OG0013167	ENSCAFG00000023693.4	Nana01828-RB
OG0013170	ENSCAFG00000000765.4	Nana01697-RA
OG0013171	ENSCAFG00000023358.3	Nana01701-RA
OG0013173	ENSCAFG00000000740.4	Nana01708-RA
OG0013175	ENSCAFG00000000583.1	Nana01742-RA
OG0013176	ENSCAFG00000000577.4	Nana01745-RA
OG0013178	ENSCAFG00000015770.4	Nana01519-RA
OG0013179	ENSCAFG00000028843.2	Nana01520-RA
OG0013180	ENSCAFG00000011566.6	Nana01593-RA
OG0013181	ENSCAFG00000030050.2	Nana01615-RA
OG0013183	ENSCAFG00000030429.2	Nana01637-RA
OG0013184	ENSCAFG00000000868.5	Nana01656-RA
OG0013185	ENSCAFG00000000866.6	Nana01660-RA
OG0013186	ENSCAFG00000032080.2	Nana01662-RA
OG0013187	ENSCAFG00000000863.5	Nana01663-RA
OG0013188	ENSCAFG00000001989.4	Nana01369-RA
OG0013189	ENSCAFG00000030835.2	Nana01366-RA
OG0013191	ENSCAFG00000001918.4	Nana01401-RA
OG0013192	ENSCAFG00000001910.4	Nana01402-RA
OG0013193	ENSCAFG00000001868.5	Nana01405-RA
OG0013194	ENSCAFG00000024782.3	Nana01406-RA
OG0013195	ENSCAFG00000001858.3	Nana01410-RA
OG0013196	ENSCAFG00000005756.4	Nana01428-RA
OG0013197	ENSCAFG00000006119.4	Nana01478-RA
OG0013201	ENSCAFG00000001556.4	Nana01345-RA
OG0013202	ENSCAFG00000031908.2	Nana01311-RA
OG0013205	ENSCAFG00000016296.4	Nana01258-RA
OG0013208	ENSCAFG00000002819.4	Nana00860-RA
OG0013209	ENSCAFG00000002833.4	Nana00857-RA
OG0013211	ENSCAFG00000002740.4	Nana00872-RA
OG0013215	ENSCAFG00000019911.3	Nana37128-RA
OG0013216	ENSCAFG00000006749.4	Nana25089-RA
OG0013217	ENSCAFG00000001065.4	Nana08911-RA
OG0013219	ENSCAFG00000031602.2	Nana00640-RA
OG0013220	ENSCAFG00000020359.4	Nana31020-RA
OG0013223	ENSCAFG00000017182.5	Nana36047-RA
OG0013224	ENSCAFG00000016396.4	Nana23037-RA
OG0013225	ENSCAFG00000019398.3	Nana37307-RA
OG0013227	ENSCAFG00000019374.5	Nana37328-RA
OG0013230	ENSCAFG00000018838.5	Nana14615-RA
OG0013231	ENSCAFG00000015250.4	Nana00451-RA
OG0013232	ENSCAFG00000017431.4	Nana33558-RA
OG0013233	ENSCAFG00000015227.6	Nana00458-RA
OG0013234	ENSCAFG00000014834.4	Nana10500-RA
OG0013235	ENSCAFG00000019947.4	Nana31654-RA
OG0013236	ENSCAFG00000013226.4	Nana29024-RA
OG0013239	ENSCAFG00000014753.4	Nana26039-RA
OG0013243	ENSCAFG00000000198.3	Nana11938-RA
OG0013244	ENSCAFG00000018938.4	Nana34575-RA
OG0013245	ENSCAFG00000001605.4	Nana14190-RA
OG0013246	ENSCAFG00000031949.2	Nana27307-RA
OG0013247	ENSCAFG00000017568.4	Nana32292-RB
OG0013248	ENSCAFG00000006113.4	Nana28389-RA
OG0013249	ENSCAFG00000013110.4	Nana29028-RA
OG0013250	ENSCAFG00000029718.2	Nana15180-RA
OG0013252	ENSCAFG00000007817.5	Nana34840-RA
OG0013253	ENSCAFG00000015107.4	Nana37623-RB
OG0013254	ENSCAFG00000019372.4	Nana34031-RA
OG0013255	ENSCAFG00000017304.4	Nana33537-RA
OG0013256	ENSCAFG00000014692.5	Nana05915-RA
OG0013257	ENSCAFG00000029600.2	Nana02847-RA
OG0013258	ENSCAFG00000017527.4	Nana32297-RA
OG0013259	ENSCAFG00000015626.4	Nana06017-RA
OG0013260	ENSCAFG00000029542.2	Nana24920-RA
OG0013261	ENSCAFG00000015076.1	Nana37631-RA
OG0013262	ENSCAFG00000019569.4	Nana37049-RA
OG0013264	ENSCAFG00000014594.5	Nana05933-RA
OG0013265	ENSCAFG00000019217.4	Nana06139-RA
OG0013266	ENSCAFG00000019175.2	Nana06132-RA
OG0013267	ENSCAFG00000005103.4	Nana30928-RA, Nana30928-RB
OG0013268	ENSCAFG00000019537.5	Nana36742-RA
OG0013269	ENSCAFG00000003526.3	Nana36623-RA
OG0013270	ENSCAFG00000018623.1	Nana00359-RA
OG0013271	ENSCAFG00000019526.5	Nana36758-RA
OG0013272	ENSCAFG00000020277.5	Nana36782-RA
OG0013273	ENSCAFG00000045908.1	Nana21749-RA
OG0013274	ENSCAFG00000019150.5	Nana06518-RA
OG0013275	ENSCAFG00000032643.3	Nana36785-RA
OG0013276	ENSCAFG00000017514.5	Nana32301-RA
OG0013277	ENSCAFG00000012334.4	Nana34951-RA
OG0013279	ENSCAFG00000015606.3	Nana06019-RA
OG0013280	ENSCAFG00000005169.4	Nana27732-RA
OG0013281	ENSCAFG00000016556.3	Nana32775-RA
OG0013282	ENSCAFG00000028782.2	Nana37587-RA
OG0013283	ENSCAFG00000019224.2	Nana34616-RA
OG0013284	ENSCAFG00000010049.5	Nana28039-RA
OG0013285	ENSCAFG00000023435.2	Nana26180-RA
OG0013286	ENSCAFG00000019901.4	Nana31729-RA
OG0013287	ENSCAFG00000002581.3	Nana15576-RA
OG0013288	ENSCAFG00000002904.5	Nana11317-RA
OG0013289	ENSCAFG00000016866.4	Nana35688-RA
OG0013290	ENSCAFG00000013745.4	Nana33208-RB
OG0013291	ENSCAFG00000013159.3	Nana00622-RA
OG0013292	ENSCAFG00000019577.5	Nana37596-RA
OG0013295	ENSCAFG00000007276.4	Nana12293-RA
OG0013297	ENSCAFG00000003783.4	Nana02111-RA
OG0013299	ENSCAFG00000001985.4	Nana01375-RA
OG0013300	ENSCAFG00000019478.3	Nana36721-RA
OG0013301	ENSCAFG00000031968.1	Nana28885-RA
OG0013302	ENSCAFG00000005397.4	Nana22052-RA
OG0013304	ENSCAFG00000015430.4	Nana06625-RA
OG0013305	ENSCAFG00000016811.5	Nana35659-RA
OG0013306	ENSCAFG00000028802.2	Nana06087-RA
OG0013307	ENSCAFG00000014329.4	Nana06243-RA
OG0013308	ENSCAFG00000011492.4	Nana33337-RA
OG0013309	ENSCAFG00000002851.4	Nana28067-RA
OG0013310	ENSCAFG00000019572.4	Nana37658-RA
OG0013311	ENSCAFG00000003351.4	Nana36694-RA
OG0013312	ENSCAFG00000032457.1	Nana38816-RA
OG0013313	ENSCAFG00000023546.3	Nana34872-RA
OG0013314	ENSCAFG00000019008.5	Nana06409-RA
OG0013315	ENSCAFG00000014716.4	Nana22878-RA
OG0013316	ENSCAFG00000015378.4	Nana06091-RA
OG0013317	ENSCAFG00000010773.4	Nana00559-RA
OG0013318	ENSCAFG00000023327.2	Nana15305-RA
OG0013320	ENSCAFG00000011404.4	Nana33356-RA
OG0013321	ENSCAFG00000007292.5	Nana28060-RA
OG0013323	ENSCAFG00000015329.4	Nana06253-RA
OG0013324	ENSCAFG00000015337.5	Nana06093-RA
OG0013325	ENSCAFG00000020098.5	Nana36579-RA, Nana36578-RA
OG0013326	ENSCAFG00000019437.5	Nana36965-RA
OG0013328	ENSCAFG00000012243.5	Nana34663-RA
OG0013330	ENSCAFG00000030397.2	Nana36795-RA
OG0013331	ENSCAFG00000029970.2	Nana36793-RA
OG0013332	ENSCAFG00000032579.2	Nana31590-RA
OG0013333	ENSCAFG00000007249.4	Nana28042-RA
OG0013334	ENSCAFG00000014070.4	Nana22225-RA
OG0013335	ENSCAFG00000012305.4	Nana03446-RB
OG0013336	ENSCAFG00000019403.1	Nana36956-RA
OG0013337	ENSCAFG00000007200.4	Nana28069-RA
OG0013339	ENSCAFG00000009216.6	Nana35055-RA
OG0013340	ENSCAFG00000009272.3	Nana28220-RA
OG0013341	ENSCAFG00000031132.2	Nana28890-RA
OG0013342	ENSCAFG00000014449.5	Nana24343-RA
OG0013343	ENSCAFG00000011973.5	Nana34672-RA
OG0013344	ENSCAFG00000015002.5	Nana15296-RA
OG0013345	ENSCAFG00000000561.5	Nana27888-RA
OG0013346	ENSCAFG00000019071.4	Nana38587-RA
OG0013347	ENSCAFG00000015761.4	Nana38621-RB, Nana38621-RA
OG0013348	ENSCAFG00000011954.4	Nana34673-RA
OG0013350	ENSCAFG00000019685.3	Nana37039-RA
OG0013352	ENSCAFG00000016583.4	Nana37140-RA
OG0013353	ENSCAFG00000032399.2	Nana34674-RA
OG0013355	ENSCAFG00000020047.4	Nana36529-RA
OG0013356	ENSCAFG00000016769.5	Nana36345-RA, Nana36345-RB
OG0013358	ENSCAFG00000019974.4	Nana31639-RA
OG0013360	ENSCAFG00000030380.2	Nana36710-RA
OG0013361	ENSCAFG00000011986.4	Nana33302-RA
OG0013362	ENSCAFG00000019971.4	Nana31643-RA
OG0013363	ENSCAFG00000009883.4	Nana11050-RA
OG0013364	ENSCAFG00000019608.3	Nana33681-RA
OG0013365	ENSCAFG00000029925.3	Nana32003-RA
OG0013366	ENSCAFG00000016746.5	Nana31997-RA
OG0013367	ENSCAFG00000019120.4	Nana33927-RA
OG0013368	ENSCAFG00000018775.5	Nana06050-RA
OG0013369	ENSCAFG00000018019.5	Nana00130-RA
OG0013370	ENSCAFG00000018330.5	Nana00549-RA
OG0013371	ENSCAFG00000044828.1	Nana36491-RA
OG0013372	ENSCAFG00000020036.5	Nana36805-RA
OG0013373	ENSCAFG00000030884.2	Nana05726-RA
OG0013374	ENSCAFG00000019596.6	Nana34547-RA
OG0013375	ENSCAFG00000029745.2	Nana39051-RA
OG0013377	ENSCAFG00000020399.5	Nana31328-RA
OG0013378	ENSCAFG00000012733.4	Nana35750-RA
OG0013379	ENSCAFG00000002377.5	Nana11246-RA
OG0013380	ENSCAFG00000015935.4	Nana32754-RA
OG0013381	ENSCAFG00000018751.1	Nana06055-RA
OG0013382	ENSCAFG00000028492.2	Nana14165-RA
OG0013384	ENSCAFG00000032664.2	Nana37308-RA
OG0013385	ENSCAFG00000020395.4	Nana31331-RA
OG0013386	ENSCAFG00000031172.2	Nana30576-RA
OG0013388	ENSCAFG00000015422.5	Nana00636-RB
OG0013389	ENSCAFG00000013434.5	Nana20928-RA
OG0013390	ENSCAFG00000023073.3	Nana28001-RA
OG0013392	ENSCAFG00000003366.4	Nana28016-RA
OG0013393	ENSCAFG00000002201.5	Nana11815-RA
OG0013394	ENSCAFG00000029471.2	Nana32243-RB, Nana32243-RA
OG0013395	ENSCAFG00000018346.4	Nana06529-RA
OG0013396	ENSCAFG00000023386.1	Nana06531-RA
OG0013397	ENSCAFG00000019833.4	Nana14305-RA
OG0013399	ENSCAFG00000029641.2	Nana03432-RA, Nana03432-RB
OG0013400	ENSCAFG00000011542.4	Nana33325-RA
OG0013402	ENSCAFG00000011823.6	Nana34684-RA
OG0013403	ENSCAFG00000018001.4	Nana32953-RA
OG0013406	ENSCAFG00000003192.4	Nana36398-RA
OG0013407	ENSCAFG00000030862.2	Nana32954-RA
OG0013408	ENSCAFG00000018390.4	Nana32417-RA
OG0013409	ENSCAFG00000016366.4	Nana37655-RA
OG0013411	ENSCAFG00000020194.5	Nana14853-RA
OG0013414	ENSCAFG00000007457.4	Nana31381-RA
OG0013415	ENSCAFG00000010196.5	Nana04663-RA
OG0013417	ENSCAFG00000019986.4	Nana36827-RA
OG0013418	ENSCAFG00000011694.4	Nana34701-RA
OG0013419	ENSCAFG00000000099.5	Nana12493-RA
OG0013420	ENSCAFG00000013292.4	Nana35914-RC
OG0013421	ENSCAFG00000007944.5	Nana20317-RA
OG0013422	ENSCAFG00000019359.4	Nana00508-RA
OG0013423	ENSCAFG00000019371.5	Nana00646-RA
OG0013425	ENSCAFG00000019720.4	Nana06350-RA
OG0013426	ENSCAFG00000019349.3	Nana00140-RA
OG0013428	ENSCAFG00000018363.5	Nana32426-RA
OG0013429	ENSCAFG00000019347.4	Nana00141-RA
OG0013430	ENSCAFG00000019345.4	Nana00142-RA
OG0013431	ENSCAFG00000030589.2	Nana32950-RD, Nana32950-RE
OG0013432	ENSCAFG00000001745.5	Nana32948-RA
OG0013433	ENSCAFG00000013216.4	Nana35894-RB, Nana35894-RA
OG0013434	ENSCAFG00000007689.4, ENSCAFG00000045175.1	Nana28018-RA
OG0013435	ENSCAFG00000013168.4	Nana35901-RA
OG0013436	ENSCAFG00000013153.5	Nana35897-RA
OG0013437	ENSCAFG00000028557.2	Nana05269-RA
OG0013438	ENSCAFG00000016555.4	Nana22907-RA
OG0013439	ENSCAFG00000032274.2	Nana05695-RA
OG0013440	ENSCAFG00000018828.4	Nana16087-RA
OG0013441	ENSCAFG00000030857.2	Nana02691-RA
OG0013442	ENSCAFG00000016497.3	Nana04939-RA
OG0013443	ENSCAFG00000025460.4	Nana09490-RA
OG0013444	ENSCAFG00000019330.4	Nana00149-RA
OG0013445	ENSCAFG00000019494.4	Nana34091-RA
OG0013446	ENSCAFG00000018807.4	Nana16089-RA
OG0013448	ENSCAFG00000024903.4	Nana13711-RA
OG0013449	ENSCAFG00000009797.5	Nana03263-RA
OG0013450	ENSCAFG00000017442.5	Nana39941-RA
OG0013451	ENSCAFG00000015907.4	Nana37562-RD
OG0013452	ENSCAFG00000013207.3	Nana20059-RA
OG0013453	ENSCAFG00000019449.5	Nana33711-RA
OG0013454	ENSCAFG00000029015.2	Nana11967-RA
OG0013455	ENSCAFG00000024407.2	Nana36860-RA
OG0013456	ENSCAFG00000015412.5	Nana18715-RA
OG0013457	ENSCAFG00000010456.4	Nana29824-RA
OG0013459	ENSCAFG00000041713.1	Nana11088-RA
OG0013460	ENSCAFG00000019703.4	Nana34630-RA
OG0013461	ENSCAFG00000002371.4	Nana06208-RA
OG0013462	ENSCAFG00000029121.2	Nana37130-RA, Nana37130-RB
OG0013463	ENSCAFG00000017866.4	Nana32961-RA
OG0013464	ENSCAFG00000006576.5	Nana26755-RA
OG0013465	ENSCAFG00000010508.5	Nana24539-RA
OG0013466	ENSCAFG00000006568.5	Nana26756-RA
OG0013467	ENSCAFG00000014538.4	Nana11081-RA
OG0013469	ENSCAFG00000012711.4	Nana35891-RA
OG0013470	ENSCAFG00000009531.2	Nana05058-RA
OG0013472	ENSCAFG00000009264.4	Nana13975-RA, Nana13976-RA
OG0013473	ENSCAFG00000032493.2	Nana35184-RA
OG0013474	ENSCAFG00000004318.4	Nana11189-RA
OG0013476	ENSCAFG00000010175.5	Nana13048-RA
OG0013477	ENSCAFG00000009281.4	Nana12220-RA
OG0013480	ENSCAFG00000029112.3	Nana30168-RA, Nana30168-RB
OG0013481	ENSCAFG00000023272.3	Nana06289-RA
OG0013482	ENSCAFG00000019702.4	Nana06291-RA
OG0013483	ENSCAFG00000010834.5	Nana34721-RA
OG0013484	ENSCAFG00000010828.5	Nana34718-RA
OG0013485	ENSCAFG00000007371.4	Nana16418-RA
OG0013486	ENSCAFG00000031237.2	Nana17823-RA
OG0013488	ENSCAFG00000009905.5	Nana13125-RA
OG0013490	ENSCAFG00000015229.5	Nana06683-RA
OG0013491	ENSCAFG00000003807.3	Nana08281-RA
OG0013492	ENSCAFG00000012031.5	Nana13565-RA
OG0013493	ENSCAFG00000006845.3	Nana18139-RA
OG0013494	ENSCAFG00000045582.1	Nana05091-RA
OG0013496	ENSCAFG00000006438.4	Nana17398-RA
OG0013497	ENSCAFG00000009759.4	Nana13155-RA
OG0013498	ENSCAFG00000014932.5	Nana35554-RA
OG0013500	ENSCAFG00000029590.2	Nana15840-RA
OG0013501	ENSCAFG00000010637.4	Nana34713-RA
