Orthogroup	C_familiaris.pep	P_troglodytes.pep
OG0010548	ENSCAFG00000009660.4	ENSPTRG00000013890.5
OG0010549	ENSCAFG00000009559.5	ENSPTRG00000013881.6
OG0010550	ENSCAFG00000009554.3	ENSPTRG00000013880.3
OG0010551	ENSCAFG00000009551.2	ENSPTRG00000039422.2
OG0010552	ENSCAFG00000009549.4	ENSPTRG00000031433.2
OG0010553	ENSCAFG00000028779.2	ENSPTRG00000013877.6
OG0010554	ENSCAFG00000000779.4	ENSPTRG00000014510.5
OG0010555	ENSCAFG00000015961.5	ENSPTRG00000050230.1
OG0010556	ENSCAFG00000008497.4	ENSPTRG00000016609.5
OG0010557	ENSCAFG00000015929.5	ENSPTRG00000016001.5
OG0010558	ENSCAFG00000015923.1	ENSPTRG00000050417.1
OG0010559	ENSCAFG00000015898.4	ENSPTRG00000016006.6
OG0010560	ENSCAFG00000007858.5	ENSPTRG00000016601.6
OG0010561	ENSCAFG00000024277.2	ENSPTRG00000013862.6
OG0010562	ENSCAFG00000008998.4	ENSPTRG00000013857.7
OG0010564	ENSCAFG00000008978.4	ENSPTRG00000013854.6
OG0010565	ENSCAFG00000008878.5	ENSPTRG00000013850.4
OG0010566	ENSCAFG00000018729.4	ENSPTRG00000008925.5
OG0010567	ENSCAFG00000001795.5	ENSPTRG00000016011.3
OG0010568	ENSCAFG00000008863.5	ENSPTRG00000013848.5
OG0010569	ENSCAFG00000001796.4	ENSPTRG00000016012.4
OG0010570	ENSCAFG00000008859.4	ENSPTRG00000013847.6
OG0010571	ENSCAFG00000001802.4	ENSPTRG00000016015.7
OG0010572	ENSCAFG00000032403.2	ENSPTRG00000013823.6
OG0010573	ENSCAFG00000024975.2	ENSPTRG00000034129.3
OG0010574	ENSCAFG00000001828.4	ENSPTRG00000016020.4
OG0010575	ENSCAFG00000008609.7	ENSPTRG00000013819.6
OG0010576	ENSCAFG00000002039.4	ENSPTRG00000016062.6
OG0010577	ENSCAFG00000024758.4	ENSPTRG00000013814.4
OG0010578	ENSCAFG00000008586.4	ENSPTRG00000013813.5
OG0010579	ENSCAFG00000002057.4	ENSPTRG00000016066.4
OG0010580	ENSCAFG00000002065.5	ENSPTRG00000016067.6
OG0010581	ENSCAFG00000002079.4	ENSPTRG00000016069.4
OG0010582	ENSCAFG00000008337.4	ENSPTRG00000013800.3
OG0010583	ENSCAFG00000008319.4	ENSPTRG00000013799.5
OG0010584	ENSCAFG00000007903.4	ENSPTRG00000015118.7
OG0010585	ENSCAFG00000007846.4	ENSPTRG00000015119.5
OG0010586	ENSCAFG00000032508.2	ENSPTRG00000047510.1
OG0010587	ENSCAFG00000007786.4	ENSPTRG00000015122.5
OG0010588	ENSCAFG00000007781.3	ENSPTRG00000015123.3
OG0010589	ENSCAFG00000007780.4	ENSPTRG00000015124.5
OG0010590	ENSCAFG00000006815.4	ENSPTRG00000020012.6
OG0010591	ENSCAFG00000006864.5	ENSPTRG00000020015.4
OG0010592	ENSCAFG00000011071.3	ENSPTRG00000001225.5
OG0010593	ENSCAFG00000011069.3	ENSPTRG00000043079.1
OG0010594	ENSCAFG00000006915.4	ENSPTRG00000020020.6
OG0010595	ENSCAFG00000010977.3	ENSPTRG00000015255.3
OG0010596	ENSCAFG00000019965.4	ENSPTRG00000008409.5
OG0010597	ENSCAFG00000019964.4	ENSPTRG00000008410.5
OG0010598	ENSCAFG00000020379.5	ENSPTRG00000034007.2
OG0010599	ENSCAFG00000020382.3	ENSPTRG00000008215.6
OG0010600	ENSCAFG00000015579.4	ENSPTRG00000001630.4
OG0010601	ENSCAFG00000020383.4	ENSPTRG00000047547.1
OG0010602	ENSCAFG00000015574.6	ENSPTRG00000022532.5
OG0010603	ENSCAFG00000015512.5	ENSPTRG00000048706.1
OG0010604	ENSCAFG00000029072.2	ENSPTRG00000023523.6
OG0010605	ENSCAFG00000015358.4	ENSPTRG00000001640.4
OG0010606	ENSCAFG00000032313.2	ENSPTRG00000020025.6
OG0010607	ENSCAFG00000009117.6	ENSPTRG00000039227.2
OG0010608	ENSCAFG00000009111.4	ENSPTRG00000015139.5
OG0010609	ENSCAFG00000009025.3	ENSPTRG00000015130.2
OG0010610	ENSCAFG00000008412.4	ENSPTRG00000015126.4
OG0010612	ENSCAFG00000010419.5	ENSPTRG00000015212.3
OG0010613	ENSCAFG00000007406.4	ENSPTRG00000016658.3
OG0010614	ENSCAFG00000028739.2	ENSPTRG00000015210.4
OG0010616	ENSCAFG00000010345.4	ENSPTRG00000015204.5
OG0010617	ENSCAFG00000010253.5	ENSPTRG00000015193.6
OG0010618	ENSCAFG00000007582.4	ENSPTRG00000016649.7
OG0010619	ENSCAFG00000007591.4	ENSPTRG00000016647.6
OG0010620	ENSCAFG00000007735.4	ENSPTRG00000016643.6
OG0010621	ENSCAFG00000007793.4	ENSPTRG00000016636.6
OG0010622	ENSCAFG00000007807.5	ENSPTRG00000016634.4
OG0010623	ENSCAFG00000007890.5	ENSPTRG00000016629.4
OG0010624	ENSCAFG00000009895.4	ENSPTRG00000015189.4
OG0010625	ENSCAFG00000007906.5	ENSPTRG00000016626.7
OG0010626	ENSCAFG00000009867.4	ENSPTRG00000015187.7
OG0010627	ENSCAFG00000009793.4	ENSPTRG00000015184.6
OG0010628	ENSCAFG00000008392.5	ENSPTRG00000016617.3
OG0010629	ENSCAFG00000008409.5	ENSPTRG00000016616.3
OG0010630	ENSCAFG00000008450.5	ENSPTRG00000016611.6
OG0010631	ENSCAFG00000009666.4	ENSPTRG00000015180.5
OG0010632	ENSCAFG00000009634.5	ENSPTRG00000015179.6
OG0010633	ENSCAFG00000007557.4	ENSPTRG00000016479.5
OG0010634	ENSCAFG00000009301.4	ENSPTRG00000015162.4
OG0010635	ENSCAFG00000009292.4	ENSPTRG00000015161.5
OG0010636	ENSCAFG00000003622.4	ENSPTRG00000016470.6
OG0010637	ENSCAFG00000009214.4	ENSPTRG00000015154.6
OG0010638	ENSCAFG00000003624.4	ENSPTRG00000016469.6
OG0010639	ENSCAFG00000031675.2	ENSPTRG00000034541.3
OG0010640	ENSCAFG00000009190.4	ENSPTRG00000015153.7
OG0010641	ENSCAFG00000009845.4	ENSPTRG00000001162.6
OG0010642	ENSCAFG00000028804.3	ENSPTRG00000016465.6
OG0010643	ENSCAFG00000015268.5	ENSPTRG00000001644.7
OG0010644	ENSCAFG00000003662.5	ENSPTRG00000016464.6
OG0010645	ENSCAFG00000015259.3	ENSPTRG00000001651.3
OG0010646	ENSCAFG00000015258.5	ENSPTRG00000001653.6
OG0010647	ENSCAFG00000015252.5	ENSPTRG00000001655.5
OG0010648	ENSCAFG00000003700.4	ENSPTRG00000016459.6
OG0010649	ENSCAFG00000015247.5	ENSPTRG00000001656.7
OG0010650	ENSCAFG00000003703.4	ENSPTRG00000039601.2
OG0010651	ENSCAFG00000003706.3	ENSPTRG00000016455.5
OG0010652	ENSCAFG00000015215.4	ENSPTRG00000001659.6
OG0010653	ENSCAFG00000003758.4	ENSPTRG00000024162.5
OG0010654	ENSCAFG00000010493.4	ENSPTRG00000015220.5
OG0010655	ENSCAFG00000010530.4	ENSPTRG00000015222.5
OG0010656	ENSCAFG00000005833.1	ENSPTRG00000023965.5
OG0010657	ENSCAFG00000008791.4	ENSPTRG00000016561.4
OG0010658	ENSCAFG00000010582.4	ENSPTRG00000015226.5
OG0010659	ENSCAFG00000011730.5	ENSPTRG00000015285.5
OG0010660	ENSCAFG00000010735.5	ENSPTRG00000015236.5
OG0010661	ENSCAFG00000010759.4	ENSPTRG00000015240.5
OG0010662	ENSCAFG00000008691.4	ENSPTRG00000016554.4
OG0010663	ENSCAFG00000010750.4	ENSPTRG00000015237.6
OG0010664	ENSCAFG00000010823.4	ENSPTRG00000015244.6
OG0010665	ENSCAFG00000010848.5	ENSPTRG00000015246.7
OG0010666	ENSCAFG00000010888.4	ENSPTRG00000015250.4
OG0010667	ENSCAFG00000010917.5	ENSPTRG00000015252.5
OG0010668	ENSCAFG00000010905.4	ENSPTRG00000015251.6
OG0010669	ENSCAFG00000030114.2	ENSPTRG00000005787.5
OG0010670	ENSCAFG00000006189.4	ENSPTRG00000005784.4
OG0010671	ENSCAFG00000006178.5	ENSPTRG00000005782.5
OG0010672	ENSCAFG00000008617.4	ENSPTRG00000016547.4
OG0010673	ENSCAFG00000008612.5	ENSPTRG00000016546.3
OG0010674	ENSCAFG00000006271.4	ENSPTRG00000005774.6
OG0010675	ENSCAFG00000008527.4	ENSPTRG00000016541.6
OG0010676	ENSCAFG00000006351.4	ENSPTRG00000005771.6
OG0010677	ENSCAFG00000030403.2	ENSPTRG00000016537.4
OG0010678	ENSCAFG00000008440.4	ENSPTRG00000016536.6
OG0010679	ENSCAFG00000023178.4	ENSPTRG00000016535.7
OG0010680	ENSCAFG00000006383.4	ENSPTRG00000005766.7
OG0010681	ENSCAFG00000008424.5	ENSPTRG00000016534.5
OG0010682	ENSCAFG00000008399.5	ENSPTRG00000016533.6
OG0010683	ENSCAFG00000008359.5	ENSPTRG00000016532.6
OG0010684	ENSCAFG00000008353.4	ENSPTRG00000016530.5
OG0010685	ENSCAFG00000006522.4	ENSPTRG00000005761.6
OG0010686	ENSCAFG00000006585.4	ENSPTRG00000005757.4
OG0010687	ENSCAFG00000008088.4	ENSPTRG00000016513.6
OG0010688	ENSCAFG00000008071.5	ENSPTRG00000016512.6
OG0010689	ENSCAFG00000008019.5	ENSPTRG00000016509.5
OG0010690	ENSCAFG00000032748.3	ENSPTRG00000005751.6
OG0010691	ENSCAFG00000006660.4	ENSPTRG00000005750.6
OG0010692	ENSCAFG00000006691.4	ENSPTRG00000005746.6
OG0010693	ENSCAFG00000007789.5	ENSPTRG00000016497.5
OG0010694	ENSCAFG00000007779.4	ENSPTRG00000016496.5
OG0010695	ENSCAFG00000014297.4	ENSPTRG00000050494.1
OG0010696	ENSCAFG00000007773.4	ENSPTRG00000016495.4
OG0010697	ENSCAFG00000007765.4	ENSPTRG00000016493.6
OG0010698	ENSCAFG00000007418.5	ENSPTRG00000005713.7
OG0010699	ENSCAFG00000003831.5	ENSPTRG00000016437.6
OG0010700	ENSCAFG00000003822.4	ENSPTRG00000016438.6
OG0010701	ENSCAFG00000045568.1	ENSPTRG00000024080.5
OG0010702	ENSCAFG00000043712.1	ENSPTRG00000005677.7
OG0010703	ENSCAFG00000003896.4	ENSPTRG00000016433.3
OG0010704	ENSCAFG00000007342.5	ENSPTRG00000005680.6
OG0010705	ENSCAFG00000007288.4	ENSPTRG00000005684.7
OG0010706	ENSCAFG00000003962.5	ENSPTRG00000024046.5
OG0010707	ENSCAFG00000032032.2	ENSPTRG00000031245.2
OG0010708	ENSCAFG00000003966.4	ENSPTRG00000016426.5
OG0010709	ENSCAFG00000003988.4	ENSPTRG00000016423.4
OG0010710	ENSCAFG00000003998.4	ENSPTRG00000016420.4
OG0010711	ENSCAFG00000004013.5	ENSPTRG00000016417.5
OG0010712	ENSCAFG00000007184.5	ENSPTRG00000005693.6
OG0010713	ENSCAFG00000007179.5	ENSPTRG00000005695.6
OG0010714	ENSCAFG00000007172.4	ENSPTRG00000005696.6
OG0010715	ENSCAFG00000007146.4	ENSPTRG00000005703.5
OG0010716	ENSCAFG00000007136.4	ENSPTRG00000005704.7
OG0010717	ENSCAFG00000004128.4	ENSPTRG00000016411.6
OG0010718	ENSCAFG00000007132.4	ENSPTRG00000005705.6
OG0010719	ENSCAFG00000032600.2	ENSPTRG00000005717.5
OG0010720	ENSCAFG00000014775.4	ENSPTRG00000004236.4
OG0010721	ENSCAFG00000004165.4	ENSPTRG00000016404.4
OG0010722	ENSCAFG00000014788.4	ENSPTRG00000004235.5
OG0010723	ENSCAFG00000031997.2	ENSPTRG00000004234.6
OG0010724	ENSCAFG00000004179.5	ENSPTRG00000016403.5
OG0010725	ENSCAFG00000017805.5	ENSPTRG00000007259.5
OG0010726	ENSCAFG00000014962.5	ENSPTRG00000004224.6
OG0010727	ENSCAFG00000012449.4	ENSPTRG00000016397.5
OG0010728	ENSCAFG00000012424.5	ENSPTRG00000016394.5
OG0010729	ENSCAFG00000012345.4	ENSPTRG00000052560.1
OG0010730	ENSCAFG00000025409.3	ENSPTRG00000016391.5
OG0010731	ENSCAFG00000011769.5	ENSPTRG00000016382.6
OG0010732	ENSCAFG00000004018.5	ENSPTRG00000004201.6
OG0010733	ENSCAFG00000011670.4	ENSPTRG00000016375.6
OG0010734	ENSCAFG00000011643.4	ENSPTRG00000052840.1
OG0010735	ENSCAFG00000011636.3	ENSPTRG00000016372.5
OG0010736	ENSCAFG00000004092.5	ENSPTRG00000004195.5
OG0010737	ENSCAFG00000011580.4	ENSPTRG00000016370.5
OG0010738	ENSCAFG00000004137.6	ENSPTRG00000004188.6
OG0010739	ENSCAFG00000004147.4	ENSPTRG00000004187.6
OG0010740	ENSCAFG00000011519.4	ENSPTRG00000016366.4
OG0010741	ENSCAFG00000025166.3	ENSPTRG00000028425.4
OG0010742	ENSCAFG00000049240.1, ENSCAFG00000029788.2	ENSPTRG00000047025.1
OG0010743	ENSCAFG00000049531.1	ENSPTRG00000044543.1
OG0010744	ENSCAFG00000031783.2	ENSPTRG00000046752.1
OG0010745	ENSCAFG00000004176.4	ENSPTRG00000004181.5
OG0010746	ENSCAFG00000011415.4	ENSPTRG00000016360.5
OG0010747	ENSCAFG00000011407.5	ENSPTRG00000016359.6
OG0010748	ENSCAFG00000011361.5	ENSPTRG00000016356.6
OG0010749	ENSCAFG00000004239.5	ENSPTRG00000004172.6
OG0010750	ENSCAFG00000004243.4	ENSPTRG00000004171.6
OG0010751	ENSCAFG00000008752.5	ENSPTRG00000016200.7
OG0010752	ENSCAFG00000008685.4	ENSPTRG00000016196.7
OG0010753	ENSCAFG00000008652.4	ENSPTRG00000016190.6
OG0010754	ENSCAFG00000008624.5	ENSPTRG00000016188.4
OG0010755	ENSCAFG00000004373.3	ENSPTRG00000004155.7
OG0010756	ENSCAFG00000004384.5	ENSPTRG00000004152.6
OG0010757	ENSCAFG00000008595.4	ENSPTRG00000016185.5
OG0010758	ENSCAFG00000004393.4	ENSPTRG00000052201.1
OG0010759	ENSCAFG00000004399.5	ENSPTRG00000004148.5
OG0010761	ENSCAFG00000004449.4	ENSPTRG00000004145.4
OG0010762	ENSCAFG00000029906.2	ENSPTRG00000004144.6
OG0010763	ENSCAFG00000028568.2	ENSPTRG00000016134.4
OG0010764	ENSCAFG00000004471.4	ENSPTRG00000047379.1
OG0010765	ENSCAFG00000002922.4	ENSPTRG00000016136.6
OG0010766	ENSCAFG00000004512.3	ENSPTRG00000028447.2
OG0010767	ENSCAFG00000002949.5	ENSPTRG00000016143.5
OG0010768	ENSCAFG00000004621.5	ENSPTRG00000004124.5
OG0010769	ENSCAFG00000004628.4	ENSPTRG00000004123.4
OG0010770	ENSCAFG00000007987.4	ENSPTRG00000012121.4
OG0010771	ENSCAFG00000008098.3	ENSPTRG00000012118.5
OG0010773	ENSCAFG00000028743.2	ENSPTRG00000033700.3
OG0010774	ENSCAFG00000006917.4	ENSPTRG00000016891.6
OG0010775	ENSCAFG00000006908.5	ENSPTRG00000016888.4
OG0010776	ENSCAFG00000006888.4	ENSPTRG00000016886.6
OG0010777	ENSCAFG00000006875.4	ENSPTRG00000016884.6
OG0010778	ENSCAFG00000006818.4	ENSPTRG00000016878.5
OG0010779	ENSCAFG00000006710.6	ENSPTRG00000016875.3
OG0010780	ENSCAFG00000006753.3	ENSPTRG00000016874.6
OG0010781	ENSCAFG00000018381.4	ENSPTRG00000016869.6
OG0010783	ENSCAFG00000018388.5	ENSPTRG00000016868.4
OG0010784	ENSCAFG00000018389.2	ENSPTRG00000016867.3
OG0010785	ENSCAFG00000018394.2	ENSPTRG00000016866.5
OG0010786	ENSCAFG00000037499.2	ENSPTRG00000016864.5
OG0010787	ENSCAFG00000018423.4	ENSPTRG00000016860.5
OG0010788	ENSCAFG00000018465.4	ENSPTRG00000016857.5
OG0010789	ENSCAFG00000018487.4	ENSPTRG00000016856.3
OG0010790	ENSCAFG00000047361.1	ENSPTRG00000016850.5
OG0010791	ENSCAFG00000018563.4	ENSPTRG00000016849.5
OG0010792	ENSCAFG00000031067.2	ENSPTRG00000016848.5
OG0010793	ENSCAFG00000018576.2	ENSPTRG00000016843.3
OG0010794	ENSCAFG00000018579.5	ENSPTRG00000016836.7
OG0010795	ENSCAFG00000018584.4	ENSPTRG00000016833.6
OG0010796	ENSCAFG00000029142.2	ENSPTRG00000051599.1
OG0010797	ENSCAFG00000018593.4	ENSPTRG00000016827.7
OG0010798	ENSCAFG00000018614.4	ENSPTRG00000016821.6
OG0010799	ENSCAFG00000018619.5	ENSPTRG00000016819.3
OG0010800	ENSCAFG00000023062.4	ENSPTRG00000045930.1
OG0010801	ENSCAFG00000007240.4	ENSPTRG00000016915.6
OG0010802	ENSCAFG00000007133.4	ENSPTRG00000016902.5
OG0010803	ENSCAFG00000006975.5	ENSPTRG00000016896.5
OG0010804	ENSCAFG00000007392.5	ENSPTRG00000016929.4
OG0010805	ENSCAFG00000007415.4	ENSPTRG00000016930.3
OG0010806	ENSCAFG00000007463.4	ENSPTRG00000016932.6
OG0010807	ENSCAFG00000007717.5	ENSPTRG00000016943.2
OG0010808	ENSCAFG00000008891.4	ENSPTRG00000017032.6
OG0010809	ENSCAFG00000008975.4	ENSPTRG00000017031.6
OG0010810	ENSCAFG00000009074.4	ENSPTRG00000017026.6
OG0010811	ENSCAFG00000009055.6	ENSPTRG00000017025.6
OG0010812	ENSCAFG00000009168.4	ENSPTRG00000017019.7
OG0010813	ENSCAFG00000032395.2	ENSPTRG00000047664.1
OG0010814	ENSCAFG00000009215.5	ENSPTRG00000017012.3
OG0010815	ENSCAFG00000009227.5	ENSPTRG00000017011.2
OG0010816	ENSCAFG00000009274.4	ENSPTRG00000017007.4
OG0010817	ENSCAFG00000009284.4	ENSPTRG00000017004.5
OG0010818	ENSCAFG00000009293.4	ENSPTRG00000017002.7
OG0010819	ENSCAFG00000009306.4	ENSPTRG00000017003.2
OG0010820	ENSCAFG00000009330.4	ENSPTRG00000017000.6
OG0010821	ENSCAFG00000009352.5	ENSPTRG00000016999.6
OG0010822	ENSCAFG00000009534.4	ENSPTRG00000040943.2
OG0010823	ENSCAFG00000008316.4	ENSPTRG00000016991.6
OG0010824	ENSCAFG00000008274.5	ENSPTRG00000034340.3
OG0010825	ENSCAFG00000008250.4	ENSPTRG00000016982.4
OG0010826	ENSCAFG00000008224.4	ENSPTRG00000016981.3
OG0010827	ENSCAFG00000031156.2	ENSPTRG00000016977.4
OG0010828	ENSCAFG00000007986.4	ENSPTRG00000016969.5
OG0010829	ENSCAFG00000007967.4	ENSPTRG00000016967.6
OG0010830	ENSCAFG00000007950.4	ENSPTRG00000016966.7
OG0010831	ENSCAFG00000007887.4	ENSPTRG00000016963.6
OG0010832	ENSCAFG00000008834.4	ENSPTRG00000017038.5
OG0010833	ENSCAFG00000008698.4	ENSPTRG00000017048.4
OG0010834	ENSCAFG00000008646.4	ENSPTRG00000050446.1
OG0010835	ENSCAFG00000029131.2	ENSPTRG00000017056.4
OG0010836	ENSCAFG00000008333.4	ENSPTRG00000017064.5
OG0010837	ENSCAFG00000030454.2	ENSPTRG00000017067.6
OG0010838	ENSCAFG00000008275.4	ENSPTRG00000017069.5
OG0010839	ENSCAFG00000008218.4	ENSPTRG00000017070.7
OG0010840	ENSCAFG00000008034.4	ENSPTRG00000017079.7
OG0010841	ENSCAFG00000007914.4	ENSPTRG00000017084.6
OG0010842	ENSCAFG00000007913.3	ENSPTRG00000017085.5
OG0010843	ENSCAFG00000007909.4	ENSPTRG00000017087.4
OG0010844	ENSCAFG00000007882.4	ENSPTRG00000017091.5
OG0010845	ENSCAFG00000007810.4	ENSPTRG00000017095.3
OG0010846	ENSCAFG00000007770.5	ENSPTRG00000017097.5
OG0010847	ENSCAFG00000007759.4	ENSPTRG00000017099.4
OG0010848	ENSCAFG00000031933.3	ENSPTRG00000017102.5
OG0010849	ENSCAFG00000017106.4	ENSPTRG00000010548.5
OG0010850	ENSCAFG00000017784.4	ENSPTRG00000010473.5
OG0010851	ENSCAFG00000017538.4	ENSPTRG00000010491.6
OG0010853	ENSCAFG00000000722.5	ENSPTRG00000017203.4
OG0010854	ENSCAFG00000000723.5	ENSPTRG00000049324.1
OG0010855	ENSCAFG00000046564.1	ENSPTRG00000017206.5
OG0010856	ENSCAFG00000002160.4	ENSPTRG00000021103.6
OG0010857	ENSCAFG00000002163.5	ENSPTRG00000021101.6
OG0010858	ENSCAFG00000002171.5	ENSPTRG00000021098.7
OG0010859	ENSCAFG00000001532.3	ENSPTRG00000020779.6
OG0010860	ENSCAFG00000001535.3	ENSPTRG00000020781.3
OG0010861	ENSCAFG00000001537.4	ENSPTRG00000020782.6
OG0010862	ENSCAFG00000001545.5	ENSPTRG00000020784.6
OG0010863	ENSCAFG00000001548.4	ENSPTRG00000020785.7
OG0010864	ENSCAFG00000001557.5	ENSPTRG00000020787.7
OG0010865	ENSCAFG00000001566.5	ENSPTRG00000020791.6
OG0010866	ENSCAFG00000002180.4	ENSPTRG00000022584.4
OG0010867	ENSCAFG00000002204.3	ENSPTRG00000034511.2
OG0010868	ENSCAFG00000013716.4	ENSPTRG00000014852.5
OG0010869	ENSCAFG00000001205.4	ENSPTRG00000021154.7
OG0010870	ENSCAFG00000001213.6	ENSPTRG00000021153.4
OG0010871	ENSCAFG00000001219.5	ENSPTRG00000048689.1
OG0010872	ENSCAFG00000001246.4	ENSPTRG00000046951.1
OG0010873	ENSCAFG00000001286.5	ENSPTRG00000021140.5
OG0010874	ENSCAFG00000023549.4	ENSPTRG00000021139.7
OG0010875	ENSCAFG00000023269.3	ENSPTRG00000045567.1
OG0010876	ENSCAFG00000001350.4	ENSPTRG00000021072.5
OG0010877	ENSCAFG00000001344.4	ENSPTRG00000021071.7
OG0010878	ENSCAFG00000046655.1	ENSPTRG00000023914.4
OG0010879	ENSCAFG00000001390.3	ENSPTRG00000021062.5
OG0010880	ENSCAFG00000001425.5	ENSPTRG00000021056.7
OG0010882	ENSCAFG00000001699.5	ENSPTRG00000021031.4
OG0010883	ENSCAFG00000001702.4	ENSPTRG00000021030.6
OG0010884	ENSCAFG00000001751.5	ENSPTRG00000021026.6
OG0010885	ENSCAFG00000001778.4	ENSPTRG00000021024.7
OG0010886	ENSCAFG00000001815.5	ENSPTRG00000021020.6
OG0010887	ENSCAFG00000001867.4	ENSPTRG00000044252.1
OG0010888	ENSCAFG00000001893.4	ENSPTRG00000029247.2
OG0010889	ENSCAFG00000001895.5	ENSPTRG00000052727.1
OG0010890	ENSCAFG00000001957.4	ENSPTRG00000020725.6
OG0010891	ENSCAFG00000001982.5	ENSPTRG00000020728.5
OG0010892	ENSCAFG00000023150.3	ENSPTRG00000020729.6
OG0010893	ENSCAFG00000001988.4	ENSPTRG00000020730.6
OG0010894	ENSCAFG00000002028.5	ENSPTRG00000020732.7
OG0010895	ENSCAFG00000002032.4	ENSPTRG00000020734.4
OG0010896	ENSCAFG00000002067.2	ENSPTRG00000020739.6
OG0010897	ENSCAFG00000002081.4	ENSPTRG00000020741.7
OG0010898	ENSCAFG00000002128.5	ENSPTRG00000020757.5
OG0010899	ENSCAFG00000001354.3	ENSPTRG00000020761.5
OG0010900	ENSCAFG00000013418.4	ENSPTRG00000006265.6
OG0010901	ENSCAFG00000013360.4	ENSPTRG00000006261.4
OG0010902	ENSCAFG00000013203.4	ENSPTRG00000006252.6
OG0010904	ENSCAFG00000013151.4	ENSPTRG00000006246.6
OG0010905	ENSCAFG00000013144.4	ENSPTRG00000006245.6
OG0010906	ENSCAFG00000030216.2	ENSPTRG00000006244.4
OG0010907	ENSCAFG00000012762.4	ENSPTRG00000006237.6
OG0010908	ENSCAFG00000003010.4	ENSPTRG00000021261.5
OG0010909	ENSCAFG00000032597.2	ENSPTRG00000043662.1, ENSPTRG00000050419.1
OG0010910	ENSCAFG00000002603.3	ENSPTRG00000021202.4
OG0010911	ENSCAFG00000001706.4	ENSPTRG00000020833.7
OG0010912	ENSCAFG00000001698.5	ENSPTRG00000020832.4
OG0010913	ENSCAFG00000029621.2	ENSPTRG00000020804.6
OG0010914	ENSCAFG00000001581.4	ENSPTRG00000020794.6
OG0010915	ENSCAFG00000001727.3	ENSPTRG00000020840.5
OG0010916	ENSCAFG00000001720.4	ENSPTRG00000020839.6
OG0010917	ENSCAFG00000001598.4	ENSPTRG00000020800.6
OG0010918	ENSCAFG00000009103.5	ENSPTRG00000042814.1
OG0010919	ENSCAFG00000000290.4	ENSPTRG00000005150.6, ENSPTRG00000045518.1
OG0010920	ENSCAFG00000018404.3	ENSPTRG00000006785.6
OG0010921	ENSCAFG00000018408.5	ENSPTRG00000006786.7
OG0010922	ENSCAFG00000007902.4	ENSPTRG00000004946.6
OG0010923	ENSCAFG00000016027.3	ENSPTRG00000006437.4
OG0010924	ENSCAFG00000007872.4	ENSPTRG00000004947.7
OG0010925	ENSCAFG00000007831.5	ENSPTRG00000004949.6
OG0010926	ENSCAFG00000015791.1	ENSPTRG00000006427.3
OG0010927	ENSCAFG00000015780.3	ENSPTRG00000046283.1
OG0010928	ENSCAFG00000015722.4	ENSPTRG00000006420.4
OG0010929	ENSCAFG00000015718.4	ENSPTRG00000006419.5
OG0010930	ENSCAFG00000015155.4	ENSPTRG00000048487.1, ENSPTRG00000044804.1
OG0010931	ENSCAFG00000015178.4	ENSPTRG00000021850.6
OG0010932	ENSCAFG00000047800.1	ENSPTRG00000006774.6
OG0010933	ENSCAFG00000018325.5	ENSPTRG00000033926.3
OG0010934	ENSCAFG00000018311.5	ENSPTRG00000006765.7
OG0010935	ENSCAFG00000029769.2	ENSPTRG00000047159.1
OG0010936	ENSCAFG00000018290.4	ENSPTRG00000006761.5
OG0010937	ENSCAFG00000031832.2	ENSPTRG00000012450.4
OG0010938	ENSCAFG00000018279.3	ENSPTRG00000006758.6
OG0010940	ENSCAFG00000018892.4	ENSPTRG00000010022.6
OG0010941	ENSCAFG00000017684.5	ENSPTRG00000006687.2
OG0010942	ENSCAFG00000015483.5	ENSPTRG00000048815.1
OG0010943	ENSCAFG00000017701.4	ENSPTRG00000023484.4
OG0010944	ENSCAFG00000015519.5	ENSPTRG00000045037.1, ENSPTRG00000050143.1
OG0010945	ENSCAFG00000017714.4	ENSPTRG00000006691.4
OG0010946	ENSCAFG00000029786.2	ENSPTRG00000047114.1
OG0010947	ENSCAFG00000017735.3	ENSPTRG00000006701.4
OG0010948	ENSCAFG00000017744.4	ENSPTRG00000006703.3
OG0010949	ENSCAFG00000007035.3	ENSPTRG00000005008.5
OG0010950	ENSCAFG00000017809.7	ENSPTRG00000006707.5
OG0010951	ENSCAFG00000007070.4	ENSPTRG00000005005.6
OG0010952	ENSCAFG00000007077.5	ENSPTRG00000005004.6
OG0010953	ENSCAFG00000017609.4	ENSPTRG00000006667.5
OG0010954	ENSCAFG00000032722.2	ENSPTRG00000006666.6
OG0010955	ENSCAFG00000017588.4	ENSPTRG00000006660.5
OG0010956	ENSCAFG00000011030.4	ENSPTRG00000006656.6
OG0010957	ENSCAFG00000029158.3	ENSPTRG00000005039.6
OG0010958	ENSCAFG00000010909.4	ENSPTRG00000006651.4
OG0010959	ENSCAFG00000030927.2	ENSPTRG00000005036.6
OG0010960	ENSCAFG00000006593.4	ENSPTRG00000005034.4
OG0010961	ENSCAFG00000010853.4	ENSPTRG00000006643.7
OG0010962	ENSCAFG00000006611.3	ENSPTRG00000048069.1
OG0010963	ENSCAFG00000028496.2	ENSPTRG00000052329.1
OG0010964	ENSCAFG00000006648.5	ENSPTRG00000005028.5
OG0010965	ENSCAFG00000025599.2	ENSPTRG00000005027.3
