Orthogroup	C_familiaris.pep	H_sapiens.pep
OG0015294	ENSCAFG00000023636.4	ENSG00000005001.10, ENSG00000282937.5
OG0015295	ENSCAFG00000024263.1	ENSG00000213937.4
OG0015296	ENSCAFG00000019332.5	ENSG00000103145.10
OG0015297	ENSCAFG00000016298.1	ENSG00000181284.3, ENSG00000284228.2
OG0015298	ENSCAFG00000044001.1	ENSG00000181323.8, ENSG00000284598.2
OG0015299	ENSCAFG00000016297.4	ENSG00000283714.2, ENSG00000184560.8
OG0015300	ENSCAFG00000019283.4	ENSG00000130182.8
OG0015301	ENSCAFG00000023869.3	ENSG00000122386.10
OG0015302	ENSCAFG00000041149.1	ENSG00000085644.14
OG0015303	ENSCAFG00000041279.1	ENSG00000288511.1, ENSG00000182896.12
OG0015304	ENSCAFG00000024473.4	ENSG00000103313.12
OG0015305	ENSCAFG00000013396.3	ENSG00000106178.6
OG0015306	ENSCAFG00000032573.2	ENSG00000006606.8
OG0015309	ENSCAFG00000014953.4, ENSCAFG00000032141.1, ENSCAFG00000030401.2	ENSG00000170929.6
OG0015310	ENSCAFG00000004615.5	ENSG00000130208.9
OG0015311	ENSCAFG00000018968.3	ENSG00000165370.2
OG0015312	ENSCAFG00000012410.5	ENSG00000140577.16
OG0015313	ENSCAFG00000047672.1	ENSG00000176532.4
OG0015314	ENSCAFG00000002909.3	ENSG00000132464.12
OG0015315	ENSCAFG00000001574.3	ENSG00000112212.12
OG0015316	ENSCAFG00000001572.4	ENSG00000124602.10
OG0015317	ENSCAFG00000002882.4	ENSG00000109205.16
OG0015318	ENSCAFG00000043905.1, ENSCAFG00000043596.1, ENSCAFG00000001784.4	ENSG00000145908.12
OG0015319	ENSCAFG00000007294.4	ENSG00000145642.12
OG0015320	ENSCAFG00000029924.3	ENSG00000187533.14, ENSG00000282868.2
OG0015321	ENSCAFG00000015500.5	ENSG00000099330.9
OG0015322	ENSCAFG00000002881.4	ENSG00000283030.1, ENSG00000135222.6
OG0015323	ENSCAFG00000047836.1	ENSG00000286920.1, ENSG00000285064.2
OG0015324	ENSCAFG00000024137.3, ENSCAFG00000017885.4	ENSG00000123561.15
OG0015325	ENSCAFG00000008541.3	ENSG00000261846.2, ENSG00000197953.6
OG0015326	ENSCAFG00000023275.3	ENSG00000262164.6, ENSG00000196859.8
OG0015327	ENSCAFG00000025365.3	ENSG00000213088.12
OG0015328	ENSCAFG00000016018.4	ENSG00000274588.2
OG0015329	ENSCAFG00000015989.4	ENSG00000212901.4, ENSG00000262068.3
OG0015330	ENSCAFG00000002948.3	ENSG00000197576.14
OG0015331	ENSCAFG00000012319.5	ENSG00000110375.3
OG0015332	ENSCAFG00000045599.1, ENSCAFG00000041419.1	ENSG00000163515.6
OG0015333	ENSCAFG00000001762.3	ENSG00000234224.3
OG0015334	ENSCAFG00000019464.4	ENSG00000198569.10
OG0015335	ENSCAFG00000015363.4	ENSG00000242173.10
OG0015336	ENSCAFG00000019571.3	ENSG00000173673.8
OG0015337	ENSCAFG00000005834.5	ENSG00000139800.8
OG0015338	ENSCAFG00000015177.4	ENSG00000188404.10
OG0015339	ENSCAFG00000017121.4	ENSG00000186198.4
OG0015340	ENSCAFG00000001301.4	ENSG00000104518.11, ENSG00000278718.3
OG0015341	ENSCAFG00000005368.3	ENSG00000144648.16
OG0015342	ENSCAFG00000007309.5	ENSG00000125618.17
OG0015343	ENSCAFG00000018517.4	ENSG00000172301.11
OG0015344	ENSCAFG00000032533.2	ENSG00000169906.5
OG0015345	ENSCAFG00000012483.2	ENSG00000175877.4
OG0015346	ENSCAFG00000014535.5	ENSG00000213420.8
OG0015347	ENSCAFG00000029869.2	ENSG00000181638.19, ENSG00000264668.2
OG0015348	ENSCAFG00000016149.4	ENSG00000264230.9, ENSG00000265190.6
OG0015349	ENSCAFG00000020249.4	ENSG00000137975.8
OG0015350	ENSCAFG00000001292.5	ENSG00000176956.12, ENSG00000274488.4
OG0015351	ENSCAFG00000002190.5	ENSG00000196460.14
OG0015352	ENSCAFG00000030276.2	ENSG00000285458.1, ENSG00000163633.12
OG0015353	ENSCAFG00000005931.4	ENSG00000188766.12
OG0015354	ENSCAFG00000009448.3	ENSG00000145283.8
OG0015355	ENSCAFG00000002447.5	ENSG00000151917.18
OG0015356	ENSCAFG00000015973.4	ENSG00000174326.13
OG0015357	ENSCAFG00000015968.3	ENSG00000161940.11
OG0015358	ENSCAFG00000041938.1	ENSG00000285025.1
OG0015359	ENSCAFG00000031873.2	ENSG00000083838.16
OG0015360	ENSCAFG00000049512.1	ENSG00000204165.6
OG0015361	ENSCAFG00000009659.4	ENSG00000168453.15
OG0015362	ENSCAFG00000020088.4	ENSG00000148346.12
OG0015363	ENSCAFG00000050077.1	ENSG00000177721.4
OG0015364	ENSCAFG00000016447.4	ENSG00000073754.6
OG0015365	ENSCAFG00000031517.2	ENSG00000261667.1, ENSG00000282693.1
OG0015366	ENSCAFG00000049840.1	ENSG00000171388.12
OG0015367	ENSCAFG00000024725.3	ENSG00000074966.11
OG0015368	ENSCAFG00000015522.4	ENSG00000197905.9
OG0015370	ENSCAFG00000018466.4	ENSG00000184060.11
OG0015371	ENSCAFG00000011164.5	ENSG00000182179.13
OG0015372	ENSCAFG00000043706.1	ENSG00000267795.6
OG0015373	ENSCAFG00000017333.5	ENSG00000213658.11
OG0015374	ENSCAFG00000023098.3	ENSG00000198890.9
OG0015375	ENSCAFG00000009307.4	ENSG00000248235.6, ENSG00000241852.10
OG0015376	ENSCAFG00000003313.5	ENSG00000136883.14
OG0015377	ENSCAFG00000041282.1	ENSG00000181924.7
OG0015378	ENSCAFG00000048891.1, ENSCAFG00000042499.1, ENSCAFG00000049722.1	ENSG00000169688.11
OG0015379	ENSCAFG00000045230.1	ENSG00000235162.8
OG0015380	ENSCAFG00000003880.5	ENSG00000087074.8
OG0015381	ENSCAFG00000029038.3, ENSCAFG00000042440.1	ENSG00000160886.13
OG0015382	ENSCAFG00000013223.4	ENSG00000185860.13
OG0015383	ENSCAFG00000005642.5	ENSG00000282895.2, ENSG00000187994.14
OG0015384	ENSCAFG00000024408.3	ENSG00000284505.1, ENSG00000283992.2
OG0015385	ENSCAFG00000018327.5	ENSG00000274126.4, ENSG00000184601.10
OG0015386	ENSCAFG00000043476.1, ENSCAFG00000013553.4	ENSG00000256660.6
OG0015387	ENSCAFG00000024253.4, ENSCAFG00000025056.3	ENSG00000187791.13
OG0015388	ENSCAFG00000028639.2	ENSG00000235169.8
OG0015389	ENSCAFG00000023165.4	ENSG00000196388.8
OG0015390	ENSCAFG00000045748.1, ENSCAFG00000025379.3	ENSG00000197416.4
OG0015391	ENSCAFG00000013989.4	ENSG00000150783.10
OG0015392	ENSCAFG00000013976.5	ENSG00000179476.8
OG0015393	ENSCAFG00000017370.6	ENSG00000183035.13
OG0015394	ENSCAFG00000007000.5	ENSG00000166452.12
OG0015395	ENSCAFG00000002460.5	ENSG00000136932.14
OG0015396	ENSCAFG00000003250.5	ENSG00000157653.11
OG0015397	ENSCAFG00000015310.3	ENSG00000130035.8
OG0015398	ENSCAFG00000019973.4	ENSG00000230989.7
OG0015399	ENSCAFG00000010639.5	ENSG00000174718.12
OG0015400	ENSCAFG00000015415.4	ENSG00000188368.9
OG0015401	ENSCAFG00000012579.4	ENSG00000117090.15
OG0015402	ENSCAFG00000031077.1, ENSCAFG00000030606.2	ENSG00000186881.3
OG0015403	ENSCAFG00000009862.4	ENSG00000196693.15, ENSG00000189180.16
OG0015404	ENSCAFG00000024128.3	ENSG00000063127.16
OG0015405	ENSCAFG00000018347.5	ENSG00000108702.4
OG0015406	ENSCAFG00000003445.4	ENSG00000106013.15
OG0015407	ENSCAFG00000024255.3	ENSG00000179304.16, ENSG00000268350.7
OG0015409	ENSCAFG00000011751.5	ENSG00000114013.16
OG0015410	ENSCAFG00000046478.1	ENSG00000275244.1, ENSG00000273508.1, ENSG00000175143.4
OG0015411	ENSCAFG00000031101.2	ENSG00000117091.10
OG0015412	ENSCAFG00000012621.4	ENSG00000122224.18
OG0015413	ENSCAFG00000010136.4	ENSG00000288188.1, ENSG00000254585.5
OG0015414	ENSCAFG00000003238.4	ENSG00000148225.16
OG0015416	ENSCAFG00000020418.4	ENSG00000140932.10
OG0015417	ENSCAFG00000015091.5	ENSG00000133317.14
OG0015418	ENSCAFG00000018291.4	ENSG00000073598.6
OG0015419	ENSCAFG00000004765.5	ENSG00000204936.10
OG0015420	ENSCAFG00000049475.1	ENSG00000211898.7, ENSG00000278801.3
OG0015423	ENSCAFG00000032670.2	ENSG00000196071.5
OG0015424	ENSCAFG00000004256.4	ENSG00000105287.12
OG0015425	ENSCAFG00000014536.4	ENSG00000114204.14
OG0015426	ENSCAFG00000003681.4	ENSG00000104901.7
OG0015427	ENSCAFG00000014391.5	ENSG00000161653.11
OG0015428	ENSCAFG00000023396.3	ENSG00000283706.2, ENSG00000206549.13
OG0015429	ENSCAFG00000019589.4	ENSG00000007516.13
OG0015430	ENSCAFG00000007073.5	ENSG00000153093.18
OG0015431	ENSCAFG00000023219.3	ENSG00000173401.10
OG0015432	ENSCAFG00000047090.1	ENSG00000283567.1
OG0015434	ENSCAFG00000029980.2	ENSG00000174109.5
OG0015435	ENSCAFG00000020397.4	ENSG00000166589.13
OG0015436	ENSCAFG00000015816.5	ENSG00000205903.7
OG0015437	ENSCAFG00000012888.5	ENSG00000117616.18
OG0015438	ENSCAFG00000047968.1, ENSCAFG00000048621.1	ENSG00000155249.5
OG0015439	ENSCAFG00000028886.1, ENSCAFG00000032352.1	ENSG00000176281.4
OG0015440	ENSCAFG00000031764.2	ENSG00000187607.16, ENSG00000255104.8
OG0015441	ENSCAFG00000019184.4	ENSG00000063587.14
OG0015442	ENSCAFG00000018358.4	ENSG00000131142.13
OG0015443	ENSCAFG00000032278.2	ENSG00000284873.1, ENSG00000285029.1
OG0015444	ENSCAFG00000016429.4	ENSG00000120949.15
OG0015445	ENSCAFG00000016422.4	ENSG00000028137.19
OG0015446	ENSCAFG00000031124.2	ENSG00000138613.14
OG0015448	ENSCAFG00000016524.3	ENSG00000186767.7
OG0015449	ENSCAFG00000013368.5	ENSG00000189058.9
OG0015450	ENSCAFG00000023392.3	ENSG00000185742.7
OG0015452	ENSCAFG00000001653.3, ENSCAFG00000044433.1	ENSG00000171855.7
OG0015453	ENSCAFG00000008702.4	ENSG00000133742.13
OG0015454	ENSCAFG00000008754.4	ENSG00000102970.11
OG0015455	ENSCAFG00000012886.4	ENSG00000158874.11
OG0015456	ENSCAFG00000030826.2	ENSG00000284925.2, ENSG00000174500.13
OG0015458	ENSCAFG00000031547.2	ENSG00000166557.13
OG0015459	ENSCAFG00000032606.2	ENSG00000155754.15
OG0015460	ENSCAFG00000016486.1	ENSG00000187601.5
OG0015461	ENSCAFG00000015842.2	ENSG00000181215.15
OG0015462	ENSCAFG00000016631.6	ENSG00000276469.1, ENSG00000277399.4
OG0015463	ENSCAFG00000048009.1	ENSG00000270806.2
OG0015464	ENSCAFG00000029509.2	ENSG00000269711.1, ENSG00000183019.7
OG0015465	ENSCAFG00000018922.4	ENSG00000168792.5
OG0015466	ENSCAFG00000012751.3	ENSG00000127423.10
OG0015467	ENSCAFG00000006876.4	ENSG00000163632.14
OG0015468	ENSCAFG00000019728.5	ENSG00000105549.11
OG0015469	ENSCAFG00000016155.5	ENSG00000121895.8
OG0015470	ENSCAFG00000042498.1	ENSG00000259417.3
OG0015471	ENSCAFG00000024178.3	ENSG00000166681.14
OG0015473	ENSCAFG00000031374.2	ENSG00000181958.4
OG0015474	ENSCAFG00000019165.4	ENSG00000268089.3
OG0015475	ENSCAFG00000018028.5	ENSG00000260548.1, ENSG00000133124.11
OG0015476	ENSCAFG00000017778.3	ENSG00000158301.18
OG0015477	ENSCAFG00000019795.4	ENSG00000156150.9
OG0015478	ENSCAFG00000017782.2	ENSG00000198908.12, ENSG00000286237.1
OG0015479	ENSCAFG00000046876.1	ENSG00000268182.6
OG0015480	ENSCAFG00000019367.5	ENSG00000083457.12
OG0015481	ENSCAFG00000012972.4	ENSG00000111339.12
OG0015483	ENSCAFG00000029729.2	ENSG00000135045.7
OG0015484	ENSCAFG00000019772.4	ENSG00000143119.14
OG0015485	ENSCAFG00000014200.4	ENSG00000168811.7
OG0015486	ENSCAFG00000020365.4	ENSG00000159708.18
OG0015487	ENSCAFG00000024651.3	ENSG00000188993.3
OG0015488	ENSCAFG00000019151.4	ENSG00000147378.11
OG0015491	ENSCAFG00000028993.2	ENSG00000178690.3
OG0015493	ENSCAFG00000001997.4	ENSG00000109182.12
OG0015494	ENSCAFG00000044818.1	ENSG00000203909.4
OG0015496	ENSCAFG00000014010.4, ENSCAFG00000000034.3	ENSG00000240021.10
OG0015497	ENSCAFG00000048117.1	ENSG00000170920.2
OG0015498	ENSCAFG00000019950.5	ENSG00000148357.16
OG0015499	ENSCAFG00000048035.1	ENSG00000221823.11
OG0015500	ENSCAFG00000001843.3	ENSG00000122711.9
OG0015501	ENSCAFG00000014256.4, ENSCAFG00000025063.3	ENSG00000117335.19
OG0015502	ENSCAFG00000023067.3, ENSCAFG00000029639.2	ENSG00000283463.1, ENSG00000283697.2
OG0015503	ENSCAFG00000023554.2	ENSG00000172146.2
OG0015504	ENSCAFG00000017697.5	ENSG00000196440.11
OG0015505	ENSCAFG00000044662.1, ENSCAFG00000046628.1	ENSG00000219435.6
OG0015506	ENSCAFG00000013576.5	ENSG00000149305.7
OG0015507	ENSCAFG00000007048.4	ENSG00000105697.9
OG0015508	ENSCAFG00000015458.5	ENSG00000109684.15
OG0015509	ENSCAFG00000001627.4	ENSG00000167702.12
OG0015510	ENSCAFG00000045825.1	ENSG00000171606.18
OG0015511	ENSCAFG00000004428.4	ENSG00000152207.7
OG0015512	ENSCAFG00000003495.4	ENSG00000104960.15
OG0015513	ENSCAFG00000013584.4, ENSCAFG00000023523.3	ENSG00000188408.5
OG0015514	ENSCAFG00000028688.2	ENSG00000271303.1
OG0015515	ENSCAFG00000000318.4	ENSG00000118495.19
OG0015516	ENSCAFG00000023264.3	ENSG00000178796.13
OG0015517	ENSCAFG00000030759.2	ENSG00000198398.2
OG0015518	ENSCAFG00000012564.6	ENSG00000139144.10
OG0015519	ENSCAFG00000031318.3	ENSG00000110811.20
OG0015520	ENSCAFG00000012803.4	ENSG00000174791.11
OG0015521	ENSCAFG00000005414.4	ENSG00000089050.16
OG0015522	ENSCAFG00000010058.4	ENSG00000288149.1, ENSG00000149043.16
OG0015523	ENSCAFG00000006811.4	ENSG00000125775.15
OG0015524	ENSCAFG00000004874.4	ENSG00000157992.12
OG0015525	ENSCAFG00000003881.5	ENSG00000165076.14
OG0015526	ENSCAFG00000003856.4	ENSG00000257138.1
OG0015527	ENSCAFG00000003342.4	ENSG00000131400.8
OG0015528	ENSCAFG00000015302.5	ENSG00000161180.11
OG0015529	ENSCAFG00000005375.3	ENSG00000132631.6
OG0015530	ENSCAFG00000030047.2	ENSG00000278558.5, ENSG00000206140.11
OG0015531	ENSCAFG00000029918.2	ENSG00000149609.6
OG0015533	ENSCAFG00000004298.4	ENSG00000101435.5
OG0015534	ENSCAFG00000007734.3	ENSG00000279051.4
OG0015535	ENSCAFG00000030263.2	ENSG00000203733.5
OG0015536	ENSCAFG00000013440.4	ENSG00000151651.16
OG0015537	ENSCAFG00000016592.4	ENSG00000288505.1, ENSG00000187556.7
OG0015538	ENSCAFG00000024453.3	ENSG00000198183.12
OG0015539	ENSCAFG00000030192.2	ENSG00000163792.6
OG0015541	ENSCAFG00000042730.1	ENSG00000174562.13
OG0015542	ENSCAFG00000008705.4	ENSG00000164123.7
OG0015543	ENSCAFG00000019669.4	ENSG00000277571.2, ENSG00000197561.7
OG0015544	ENSCAFG00000048827.1, ENSCAFG00000043754.1	ENSG00000172324.5
OG0015545	ENSCAFG00000045147.1, ENSCAFG00000017654.4	ENSG00000187806.9
OG0015546	ENSCAFG00000007323.4	ENSG00000167098.12
OG0015547	ENSCAFG00000011271.5	ENSG00000171121.16
OG0015548	ENSCAFG00000031017.2	ENSG00000283288.1, ENSG00000288274.1
OG0015549	ENSCAFG00000023491.4	ENSG00000143443.10
OG0015550	ENSCAFG00000015786.4	ENSG00000149489.8
OG0015551	ENSCAFG00000002900.4	ENSG00000167755.15
OG0015552	ENSCAFG00000042298.1	ENSG00000269741.5, ENSG00000213022.6
OG0015553	ENSCAFG00000029552.2	ENSG00000214756.8
OG0015554	ENSCAFG00000015159.5	ENSG00000105639.19
OG0015555	ENSCAFG00000015719.4	ENSG00000162194.12
OG0015556	ENSCAFG00000015715.4	ENSG00000204922.5
OG0015557	ENSCAFG00000030127.1, ENSCAFG00000009724.3	ENSG00000180305.5
OG0015558	ENSCAFG00000031798.2	ENSG00000125945.15, ENSG00000283009.2
OG0015559	ENSCAFG00000031047.2	ENSG00000205857.2
OG0015560	ENSCAFG00000009941.4	ENSG00000230873.9
OG0015561	ENSCAFG00000015650.5	ENSG00000185670.9
OG0015562	ENSCAFG00000004940.4	ENSG00000106648.14
OG0015563	ENSCAFG00000000258.5	ENSG00000164485.15
OG0015564	ENSCAFG00000002861.4, ENSCAFG00000046424.1	ENSG00000179213.13
OG0015565	ENSCAFG00000012320.4	ENSG00000183396.4
OG0015566	ENSCAFG00000014907.4	ENSG00000130518.17
OG0015567	ENSCAFG00000023015.4	ENSG00000166634.6
OG0015568	ENSCAFG00000008373.5	ENSG00000104432.14
OG0015569	ENSCAFG00000040684.2	ENSG00000262874.2
OG0015570	ENSCAFG00000023436.3	ENSG00000166396.13
OG0015571	ENSCAFG00000010833.4	ENSG00000145506.14, ENSG00000276920.4
OG0015572	ENSCAFG00000003599.5	ENSG00000271741.1, ENSG00000163867.17
OG0015573	ENSCAFG00000037999.2	ENSG00000136002.19
OG0015574	ENSCAFG00000006605.4	ENSG00000105261.7
OG0015575	ENSCAFG00000015759.4	ENSG00000276747.1, ENSG00000280949.1
OG0015576	ENSCAFG00000030878.2	ENSG00000169981.11, ENSG00000281306.3
OG0015577	ENSCAFG00000043265.1	ENSG00000257115.1, ENSG00000130538.5, ENSG00000258453.3
OG0015578	ENSCAFG00000008584.4	ENSG00000169245.6
OG0015580	ENSCAFG00000035770.2	ENSG00000162456.9
OG0015581	ENSCAFG00000009683.4	ENSG00000124251.11
OG0015582	ENSCAFG00000008536.4	ENSG00000135436.8
OG0015583	ENSCAFG00000006462.4	ENSG00000104691.15
OG0015584	ENSCAFG00000004801.4	ENSG00000146926.11
OG0015585	ENSCAFG00000041782.1	ENSG00000180043.11, ENSG00000267706.3
OG0015586	ENSCAFG00000024709.3	ENSG00000285087.1, ENSG00000205884.2
OG0015587	ENSCAFG00000049537.1	ENSG00000205883.2, ENSG00000285365.1
OG0015588	ENSCAFG00000011554.3	ENSG00000175514.2
OG0015589	ENSCAFG00000023644.4	ENSG00000153495.11
OG0015590	ENSCAFG00000011535.4	ENSG00000172663.9
OG0015592	ENSCAFG00000006989.4, ENSCAFG00000025021.3	ENSG00000204548.4
OG0015593	ENSCAFG00000006528.5	ENSG00000273859.4, ENSG00000099849.15
OG0015594	ENSCAFG00000025097.3	ENSG00000178591.7
OG0015595	ENSCAFG00000004004.3	ENSG00000138684.9
OG0015596	ENSCAFG00000006526.4	ENSG00000185522.9, ENSG00000275873.2
OG0015597	ENSCAFG00000025122.2, ENSCAFG00000048142.1	ENSG00000125788.6
OG0015598	ENSCAFG00000003334.5	ENSG00000179869.15
OG0015599	ENSCAFG00000010461.3	ENSG00000168955.4
OG0015600	ENSCAFG00000003745.5	ENSG00000275482.4, ENSG00000106123.12
OG0015601	ENSCAFG00000003654.4	ENSG00000225781.1, ENSG00000277378.1
OG0015602	ENSCAFG00000008191.4	ENSG00000061656.10
OG0015603	ENSCAFG00000006295.4	ENSG00000181023.8
OG0015604	ENSCAFG00000014487.5	ENSG00000283034.2, ENSG00000185219.17
OG0015605	ENSCAFG00000044739.1	ENSG00000283428.1
OG0015606	ENSCAFG00000023201.3	ENSG00000173366.11, ENSG00000239732.3
OG0015607	ENSCAFG00000031409.2	ENSG00000002933.9
OG0015608	ENSCAFG00000028504.3	ENSG00000234409.7
OG0015609	ENSCAFG00000004585.5	ENSG00000106565.18
OG0015610	ENSCAFG00000028823.2	ENSG00000263328.2, ENSG00000150261.4
OG0015611	ENSCAFG00000006063.1	ENSG00000171864.5
OG0015612	ENSCAFG00000003963.4	ENSG00000115129.14
OG0015614	ENSCAFG00000031836.1, ENSCAFG00000047664.1	ENSG00000174937.4
OG0015615	ENSCAFG00000004579.4	ENSG00000133574.10
OG0015616	ENSCAFG00000006050.4	ENSG00000041515.16
OG0015617	ENSCAFG00000014130.2	ENSG00000128218.8
OG0015618	ENSCAFG00000004548.4	ENSG00000188707.6
OG0015619	ENSCAFG00000002574.4	ENSG00000044012.4
OG0015620	ENSCAFG00000002563.4	ENSG00000198815.9
OG0015621	ENSCAFG00000002557.5	ENSG00000177181.15
OG0015824	ENSCAFG00000005269.1	ENSG00000179240.12
OG0015940	ENSCAFG00000007162.2	ENSG00000176087.15
OG0015946	ENSCAFG00000011054.4	ENSG00000153404.14
OG0016009	ENSCAFG00000022728.1	ENSG00000228253.1
OG0016010	ENSCAFG00000004539.5	ENSG00000106479.11
OG0016011	ENSCAFG00000025145.3	ENSG00000196453.8
OG0016012	ENSCAFG00000003152.5	ENSG00000171161.13
OG0016013	ENSCAFG00000001081.4	ENSG00000255833.2
OG0016014	ENSCAFG00000029723.2	ENSG00000179165.11
OG0016015	ENSCAFG00000001393.4	ENSG00000189325.7
OG0016016	ENSCAFG00000017505.4	ENSG00000258484.4
OG0016017	ENSCAFG00000017920.5	ENSG00000130812.10
OG0016018	ENSCAFG00000001837.4	ENSG00000112667.12
OG0016019	ENSCAFG00000001348.4	ENSG00000196748.10
OG0016020	ENSCAFG00000011802.4	ENSG00000108622.11
OG0016021	ENSCAFG00000023226.4	ENSG00000275152.5, ENSG00000275095.2
OG0016022	ENSCAFG00000023065.2	ENSG00000203970.4
OG0016023	ENSCAFG00000023077.2	ENSG00000214642.1
OG0016024	ENSCAFG00000044583.1, ENSCAFG00000043068.1	ENSG00000177684.4
OG0016025	ENSCAFG00000028592.2	ENSG00000124812.15
OG0016026	ENSCAFG00000017135.6	ENSG00000184730.11
OG0016027	ENSCAFG00000017132.5	ENSG00000197272.2
OG0016028	ENSCAFG00000032120.2	ENSG00000133466.14
OG0016029	ENSCAFG00000017225.2	ENSG00000186675.7
OG0016030	ENSCAFG00000024587.3	ENSG00000204913.6
OG0016031	ENSCAFG00000008530.5	ENSG00000197430.11
OG0016032	ENSCAFG00000048428.1	ENSG00000263201.1
OG0016033	ENSCAFG00000000625.4	ENSG00000230561.4
OG0016034	ENSCAFG00000047839.1	ENSG00000177459.11
OG0016035	ENSCAFG00000046843.1	ENSG00000248109.3
OG0016037	ENSCAFG00000018905.4	ENSG00000173275.13
OG0016038	ENSCAFG00000031590.2	ENSG00000196800.6
OG0016039	ENSCAFG00000023524.2	ENSG00000205116.3
OG0016040	ENSCAFG00000031574.2	ENSG00000235098.8
OG0016041	ENSCAFG00000006674.5	ENSG00000133710.15
OG0016042	ENSCAFG00000042761.1	ENSG00000169154.7
OG0016043	ENSCAFG00000004068.3	ENSG00000105392.16
OG0016044	ENSCAFG00000006661.5	ENSG00000178776.5
OG0016045	ENSCAFG00000028623.2	ENSG00000119915.5
OG0016046	ENSCAFG00000039356.2	ENSG00000240045.2
OG0016048	ENSCAFG00000016275.5	ENSG00000196553.15
OG0016049	ENSCAFG00000030113.2	ENSG00000204671.2
OG0016050	ENSCAFG00000017677.5	ENSG00000103365.15
OG0016051	ENSCAFG00000006468.4	ENSG00000174885.12
OG0016052	ENSCAFG00000017083.5	ENSG00000167194.7
OG0016053	ENSCAFG00000031312.2	ENSG00000178279.4
OG0016054	ENSCAFG00000011610.4	ENSG00000166090.8
OG0016055	ENSCAFG00000006652.2	ENSG00000164265.9
OG0016056	ENSCAFG00000002068.4	ENSG00000153292.16
OG0016057	ENSCAFG00000024596.1	ENSG00000179930.6
OG0016058	ENSCAFG00000008331.5	ENSG00000174796.12
OG0016059	ENSCAFG00000007826.3	ENSG00000196917.6
OG0016060	ENSCAFG00000013831.5	ENSG00000168517.10
OG0016061	ENSCAFG00000013777.4	ENSG00000184361.13
OG0016062	ENSCAFG00000016670.4	ENSG00000141504.12
OG0016064	ENSCAFG00000005025.4	ENSG00000144671.10
OG0016065	ENSCAFG00000017843.4	ENSG00000154957.14
OG0016066	ENSCAFG00000016080.5	ENSG00000184205.14
OG0016067	ENSCAFG00000002996.4	ENSG00000173258.13
OG0016068	ENSCAFG00000002983.4	ENSG00000171133.3
OG0016069	ENSCAFG00000048667.1, ENSCAFG00000014800.3	ENSG00000255302.5
OG0016070	ENSCAFG00000016662.1	ENSG00000129194.8
OG0016071	ENSCAFG00000017007.4	ENSG00000174939.11
OG0016072	ENSCAFG00000020307.5	ENSG00000184939.16
OG0016073	ENSCAFG00000017151.4	ENSG00000242732.4
OG0016074	ENSCAFG00000017331.4	ENSG00000141200.8
OG0016075	ENSCAFG00000019366.5	ENSG00000162068.2
OG0016076	ENSCAFG00000015012.4	ENSG00000160908.15
OG0016077	ENSCAFG00000031556.2	ENSG00000166987.15
OG0016078	ENSCAFG00000023158.3	ENSG00000196652.11
OG0016079	ENSCAFG00000015097.4	ENSG00000158786.4
OG0016080	ENSCAFG00000000820.5	ENSG00000164400.6
OG0016081	ENSCAFG00000005210.5	ENSG00000134460.18
OG0016082	ENSCAFG00000029827.2	ENSG00000203908.4
OG0016083	ENSCAFG00000023615.3	ENSG00000262406.3
OG0016084	ENSCAFG00000012858.5	ENSG00000176371.14
OG0016085	ENSCAFG00000002021.4	ENSG00000112796.10
OG0016086	ENSCAFG00000017628.4	ENSG00000214212.9
OG0016087	ENSCAFG00000032005.2, ENSCAFG00000031355.2	ENSG00000204279.7
OG0016088	ENSCAFG00000019354.4	ENSG00000283056.1, ENSG00000162078.11
OG0016089	ENSCAFG00000005829.4	ENSG00000137496.18
OG0016090	ENSCAFG00000030752.2	ENSG00000162076.13
OG0016091	ENSCAFG00000019343.4	ENSG00000059122.16
OG0016092	ENSCAFG00000041304.1	ENSG00000236543.2
OG0016093	ENSCAFG00000019751.4	ENSG00000148386.9
OG0016094	ENSCAFG00000023132.3	ENSG00000262152.7
OG0016095	ENSCAFG00000019746.5	ENSG00000165643.11
OG0016096	ENSCAFG00000019563.3	ENSG00000204003.8, ENSG00000267206.6
OG0016097	ENSCAFG00000019560.5	ENSG00000204001.9
OG0016098	ENSCAFG00000031888.2	ENSG00000010539.11
OG0016099	ENSCAFG00000019292.4	ENSG00000006194.10
OG0016100	ENSCAFG00000032448.2, ENSCAFG00000028861.2	ENSG00000162086.15
OG0016101	ENSCAFG00000012813.5	ENSG00000160593.19
OG0016102	ENSCAFG00000019535.3	ENSG00000184925.12
OG0016103	ENSCAFG00000028614.2	ENSG00000103343.13
OG0016104	ENSCAFG00000032690.2	ENSG00000167981.7
OG0016105	ENSCAFG00000004660.5	ENSG00000213892.12
OG0016106	ENSCAFG00000019276.4	ENSG00000215131.11
OG0016107	ENSCAFG00000005049.5	ENSG00000167600.14
OG0016108	ENSCAFG00000019173.4	ENSG00000105278.11
OG0016109	ENSCAFG00000023141.4	ENSG00000189099.11
OG0016110	ENSCAFG00000012468.4	ENSG00000099985.4
OG0016111	ENSCAFG00000009805.4	ENSG00000177432.8
OG0016112	ENSCAFG00000014967.4	ENSG00000197037.11
OG0016113	ENSCAFG00000004617.4	ENSG00000130203.10
OG0016116	ENSCAFG00000041415.1	ENSG00000283654.3
OG0016117	ENSCAFG00000019625.4	ENSG00000041988.15
OG0016118	ENSCAFG00000017477.4	ENSG00000155592.16
