Orthogroup	C_familiaris.pep	M_musculus.pep
OG0012347	ENSCAFG00000016491.2	ENSMUSG00000018143.10
OG0012348	ENSCAFG00000012922.4	ENSMUSG00000020439.17
OG0012349	ENSCAFG00000019348.4	ENSMUSG00000035692.7
OG0012350	ENSCAFG00000002538.4	ENSMUSG00000024131.8
OG0012351	ENSCAFG00000003008.5	ENSMUSG00000038598.9
OG0012352	ENSCAFG00000028669.2	ENSMUSG00000048388.3
OG0012353	ENSCAFG00000014719.3	ENSMUSG00000034552.8
OG0012355	ENSCAFG00000017146.4	ENSMUSG00000050232.6
OG0012356	ENSCAFG00000001621.5	ENSMUSG00000059323.14
OG0012357	ENSCAFG00000014995.4	ENSMUSG00000022759.15
OG0012358	ENSCAFG00000025549.4	ENSMUSG00000072437.4
OG0012359	ENSCAFG00000001655.5	ENSMUSG00000019080.8
OG0012361	ENSCAFG00000006960.4	ENSMUSG00000006315.9
OG0012362	ENSCAFG00000012434.4	ENSMUSG00000083282.3
OG0012363	ENSCAFG00000016618.5	ENSMUSG00000089669.7
OG0012364	ENSCAFG00000016053.4	ENSMUSG00000032221.14
OG0012365	ENSCAFG00000001660.4	ENSMUSG00000033728.14
OG0012366	ENSCAFG00000019211.5	ENSMUSG00000023153.9
OG0012367	ENSCAFG00000028687.2	ENSMUSG00000033707.9
OG0012368	ENSCAFG00000000068.6	ENSMUSG00000057329.7
OG0012369	ENSCAFG00000001521.4	ENSMUSG00000034259.8
OG0012370	ENSCAFG00000019610.4	ENSMUSG00000043715.12
OG0012370	ENSCAFG00000049407.1	ENSMUSG00000071494.5
OG0012371	ENSCAFG00000020095.4	ENSMUSG00000026810.12
OG0012372	ENSCAFG00000016341.5	ENSMUSG00000018750.14
OG0012373	ENSCAFG00000006393.4	ENSMUSG00000031450.8
OG0012374	ENSCAFG00000019082.5	ENSMUSG00000008658.16
OG0012375	ENSCAFG00000016996.4	ENSMUSG00000064068.14
OG0012376	ENSCAFG00000016657.5	ENSMUSG00000034918.8
OG0012377	ENSCAFG00000014400.4	ENSMUSG00000047810.9
OG0012378	ENSCAFG00000019730.4	ENSMUSG00000028982.9
OG0012380	ENSCAFG00000029093.2	ENSMUSG00000050447.15
OG0012381	ENSCAFG00000019010.3	ENSMUSG00000022711.16
OG0012382	ENSCAFG00000009667.4	ENSMUSG00000045211.5
OG0012383	ENSCAFG00000017665.4	ENSMUSG00000018171.9
OG0012384	ENSCAFG00000015495.4	ENSMUSG00000010095.13
OG0012387	ENSCAFG00000008962.5	ENSMUSG00000048922.18
OG0012389	ENSCAFG00000009107.4	ENSMUSG00000022061.8
OG0012390	ENSCAFG00000000469.5	ENSMUSG00000022325.14
OG0012391	ENSCAFG00000010314.5	ENSMUSG00000029538.14
OG0012392	ENSCAFG00000008925.4	ENSMUSG00000028226.15
OG0012393	ENSCAFG00000008909.4	ENSMUSG00000073991.4
OG0012394	ENSCAFG00000008906.5	ENSMUSG00000056494.7
OG0012395	ENSCAFG00000017129.4	ENSMUSG00000042642.13
OG0012396	ENSCAFG00000031897.2	ENSMUSG00000029600.10
OG0012397	ENSCAFG00000018796.4	ENSMUSG00000049760.6
OG0012398	ENSCAFG00000009061.5	ENSMUSG00000032754.14
OG0012399	ENSCAFG00000009076.4	ENSMUSG00000029598.12
OG0012400	ENSCAFG00000019278.4	ENSMUSG00000044199.6
OG0012401	ENSCAFG00000030623.2	ENSMUSG00000060594.6
OG0012402	ENSCAFG00000014215.4	ENSMUSG00000036027.13
OG0012403	ENSCAFG00000016189.3	ENSMUSG00000044519.8
OG0012406	ENSCAFG00000012638.5	ENSMUSG00000063904.4
OG0012407	ENSCAFG00000007026.5	ENSMUSG00000061353.11
OG0012408	ENSCAFG00000028553.2, ENSCAFG00000049380.1	ENSMUSG00000055044.12
OG0012409	ENSCAFG00000008090.4	ENSMUSG00000025001.11
OG0012410	ENSCAFG00000028514.2	ENSMUSG00000073988.13
OG0012412	ENSCAFG00000013661.5	ENSMUSG00000049555.10
OG0012413	ENSCAFG00000017817.4	ENSMUSG00000044348.14
OG0012414	ENSCAFG00000013227.5	ENSMUSG00000042708.12
OG0012415	ENSCAFG00000014490.4	ENSMUSG00000039323.18
OG0012416	ENSCAFG00000045412.1	ENSMUSG00000004328.15
OG0012417	ENSCAFG00000006089.4	ENSMUSG00000027333.18
OG0012418	ENSCAFG00000020344.4	ENSMUSG00000036442.8
OG0012419	ENSCAFG00000020347.5	ENSMUSG00000031893.7
OG0012420	ENSCAFG00000004277.4	ENSMUSG00000043017.9
OG0012421	ENSCAFG00000012966.4	ENSMUSG00000028801.14
OG0012422	ENSCAFG00000031576.2	ENSMUSG00000005699.16
OG0012423	ENSCAFG00000019078.5	ENSMUSG00000020844.6
OG0012424	ENSCAFG00000000149.4	ENSMUSG00000079608.10
OG0012425	ENSCAFG00000015647.5	ENSMUSG00000034442.11
OG0012426	ENSCAFG00000000147.4	ENSMUSG00000044906.6
OG0012427	ENSCAFG00000000145.4	ENSMUSG00000024511.15
OG0012428	ENSCAFG00000000144.5	ENSMUSG00000038903.13
OG0012429	ENSCAFG00000000140.5	ENSMUSG00000053477.17
OG0012430	ENSCAFG00000005000.3	ENSMUSG00000026344.9
OG0012431	ENSCAFG00000015570.4	ENSMUSG00000021086.5
OG0012432	ENSCAFG00000000126.4	ENSMUSG00000024588.9
OG0012433	ENSCAFG00000011184.4	ENSMUSG00000001942.8
OG0012434	ENSCAFG00000000107.4	ENSMUSG00000032845.16
OG0012435	ENSCAFG00000007068.5	ENSMUSG00000030134.11
OG0012436	ENSCAFG00000019487.4	ENSMUSG00000020167.14
OG0012437	ENSCAFG00000015753.4	ENSMUSG00000021795.10
OG0012438	ENSCAFG00000025085.4	ENSMUSG00000067813.3
OG0012439	ENSCAFG00000011762.5	ENSMUSG00000038526.14
OG0012440	ENSCAFG00000019515.4	ENSMUSG00000026958.13
OG0012441	ENSCAFG00000049181.1	ENSMUSG00000039270.9
OG0012444	ENSCAFG00000030698.2	ENSMUSG00000037157.8
OG0012446	ENSCAFG00000018953.4	ENSMUSG00000039179.13
OG0012447	ENSCAFG00000010244.5	ENSMUSG00000047940.13
OG0012449	ENSCAFG00000042336.1	ENSMUSG00000029387.10
OG0012450	ENSCAFG00000018122.4	ENSMUSG00000047161.12
OG0012452	ENSCAFG00000019477.5	ENSMUSG00000057751.14
OG0012453	ENSCAFG00000017652.4	ENSMUSG00000074259.10
OG0012454	ENSCAFG00000019474.5	ENSMUSG00000029032.12
OG0012455	ENSCAFG00000014874.4	ENSMUSG00000063787.4
OG0012456	ENSCAFG00000043723.1	ENSMUSG00000032292.8
OG0012457	ENSCAFG00000014108.4	ENSMUSG00000044252.18
OG0012458	ENSCAFG00000019523.5	ENSMUSG00000020135.13
OG0012459	ENSCAFG00000015190.4	ENSMUSG00000021822.3
OG0012463	ENSCAFG00000031441.2	ENSMUSG00000000126.11
OG0012465	ENSCAFG00000032458.2	ENSMUSG00000054428.12
OG0012467	ENSCAFG00000008561.4	ENSMUSG00000030032.12
OG0012468	ENSCAFG00000011468.5	ENSMUSG00000057156.10
OG0012469	ENSCAFG00000046619.1	ENSMUSG00000066278.6
OG0012470	ENSCAFG00000014724.5	ENSMUSG00000047787.8
OG0012472	ENSCAFG00000015413.5	ENSMUSG00000021773.11
OG0012473	ENSCAFG00000014585.4	ENSMUSG00000037349.9
OG0012474	ENSCAFG00000014580.5	ENSMUSG00000024963.12
OG0012475	ENSCAFG00000015441.4	ENSMUSG00000063458.13
OG0012476	ENSCAFG00000011219.5	ENSMUSG00000035283.5
OG0012477	ENSCAFG00000005847.5	ENSMUSG00000031555.15
OG0012478	ENSCAFG00000005087.4	ENSMUSG00000032514.11
OG0012479	ENSCAFG00000019949.4	ENSMUSG00000034105.9
OG0012480	ENSCAFG00000008832.4	ENSMUSG00000027651.16
OG0012481	ENSCAFG00000001529.5	ENSMUSG00000022551.8
OG0012482	ENSCAFG00000029187.2	ENSMUSG00000034226.7
OG0012483	ENSCAFG00000010928.5	ENSMUSG00000024981.6
OG0012484	ENSCAFG00000001445.5	ENSMUSG00000022564.7
OG0012485	ENSCAFG00000009332.3	ENSMUSG00000055926.3
OG0012487	ENSCAFG00000004931.5	ENSMUSG00000010660.3
OG0012488	ENSCAFG00000030080.2	ENSMUSG00000060703.12
OG0012489	ENSCAFG00000013460.4	ENSMUSG00000032666.16
OG0012490	ENSCAFG00000011716.4	ENSMUSG00000032020.15
OG0012491	ENSCAFG00000006877.4	ENSMUSG00000027459.16
OG0012492	ENSCAFG00000011695.5	ENSMUSG00000032023.7
OG0012494	ENSCAFG00000006836.4	ENSMUSG00000032852.3
OG0012495	ENSCAFG00000007617.4	ENSMUSG00000040710.10
OG0012496	ENSCAFG00000002579.5	ENSMUSG00000028635.7
OG0012497	ENSCAFG00000006823.1	ENSMUSG00000041468.7
OG0012498	ENSCAFG00000009083.4	ENSMUSG00000040035.14
OG0012499	ENSCAFG00000009075.4	ENSMUSG00000045838.8
OG0012500	ENSCAFG00000013243.4	ENSMUSG00000026479.13
OG0012501	ENSCAFG00000008114.4	ENSMUSG00000046049.7
OG0012502	ENSCAFG00000005743.4	ENSMUSG00000032737.13
OG0012503	ENSCAFG00000006965.5	ENSMUSG00000032715.9
OG0012504	ENSCAFG00000008111.4	ENSMUSG00000021961.6
OG0012506	ENSCAFG00000006973.4	ENSMUSG00000051817.8
OG0012507	ENSCAFG00000009737.4	ENSMUSG00000036395.15
OG0012508	ENSCAFG00000012290.3	ENSMUSG00000047281.3
OG0012509	ENSCAFG00000019442.4	ENSMUSG00000062564.12
OG0012510	ENSCAFG00000007400.4	ENSMUSG00000045036.15
OG0012512	ENSCAFG00000005628.4	ENSMUSG00000048779.5
OG0012513	ENSCAFG00000005272.4	ENSMUSG00000061536.13
OG0012514	ENSCAFG00000005332.4	ENSMUSG00000032525.15
OG0012516	ENSCAFG00000019683.5	ENSMUSG00000036281.13
OG0012517	ENSCAFG00000014265.4	ENSMUSG00000089984.7
OG0012518	ENSCAFG00000000214.4	ENSMUSG00000071855.5
OG0012520	ENSCAFG00000023631.4	ENSMUSG00000048047.3
OG0012521	ENSCAFG00000011459.5	ENSMUSG00000026416.12
OG0012522	ENSCAFG00000046020.1, ENSCAFG00000044483.1	ENSMUSG00000016427.7
OG0012523	ENSCAFG00000020294.4	ENSMUSG00000031910.14
OG0012524	ENSCAFG00000011518.4	ENSMUSG00000026415.11
OG0012525	ENSCAFG00000017059.5	ENSMUSG00000042606.9
OG0012526	ENSCAFG00000029601.2	ENSMUSG00000052117.5
OG0012527	ENSCAFG00000019293.4	ENSMUSG00000034771.15
OG0012528	ENSCAFG00000019614.3	ENSMUSG00000041199.3
OG0012529	ENSCAFG00000004885.4	ENSMUSG00000038135.4
OG0012530	ENSCAFG00000023030.4	ENSMUSG00000069814.6
OG0012531	ENSCAFG00000004687.5	ENSMUSG00000028978.12
OG0012532	ENSCAFG00000002316.5	ENSMUSG00000032355.16
OG0012534	ENSCAFG00000000038.5	ENSMUSG00000034028.16
OG0012535	ENSCAFG00000002322.4	ENSMUSG00000032357.12
OG0012536	ENSCAFG00000001505.4	ENSMUSG00000039159.16
OG0012537	ENSCAFG00000002331.5	ENSMUSG00000059383.14
OG0012538	ENSCAFG00000023159.3	ENSMUSG00000117781.1
OG0012539	ENSCAFG00000020012.4	ENSMUSG00000034416.18
OG0012542	ENSCAFG00000004208.2	ENSMUSG00000048920.8
OG0012543	ENSCAFG00000004226.3	ENSMUSG00000030374.15
OG0012544	ENSCAFG00000000011.5	ENSMUSG00000033016.16
OG0012547	ENSCAFG00000017351.6	ENSMUSG00000040489.5
OG0012548	ENSCAFG00000019915.4	ENSMUSG00000097084.1
OG0012550	ENSCAFG00000019970.5	ENSMUSG00000074063.10
OG0012552	ENSCAFG00000017306.5	ENSMUSG00000030722.7
OG0012553	ENSCAFG00000029140.2	ENSMUSG00000052551.16
OG0012555	ENSCAFG00000010226.4	ENSMUSG00000006191.17
OG0012556	ENSCAFG00000003685.5	ENSMUSG00000063889.16
OG0012557	ENSCAFG00000028875.2	ENSMUSG00000056481.7
OG0012562	ENSCAFG00000013977.5	ENSMUSG00000020948.9
OG0012563	ENSCAFG00000004528.4	ENSMUSG00000024383.9
OG0012564	ENSCAFG00000011012.4	ENSMUSG00000002847.7
OG0012565	ENSCAFG00000009684.4	ENSMUSG00000017734.15
OG0012566	ENSCAFG00000005598.4	ENSMUSG00000029461.17
OG0012567	ENSCAFG00000017921.4	ENSMUSG00000038884.14
OG0012568	ENSCAFG00000005527.4	ENSMUSG00000051048.17
OG0012570	ENSCAFG00000008509.4	ENSMUSG00000036598.4
OG0012571	ENSCAFG00000020090.4	ENSMUSG00000031958.16
OG0012572	ENSCAFG00000043972.1	ENSMUSG00000004100.12
OG0012575	ENSCAFG00000006209.4	ENSMUSG00000074793.10
OG0012576	ENSCAFG00000012732.4	ENSMUSG00000045259.4
OG0012577	ENSCAFG00000019663.4	ENSMUSG00000025727.8
OG0012579	ENSCAFG00000019133.5	ENSMUSG00000015214.14
OG0012580	ENSCAFG00000013061.4	ENSMUSG00000047658.6
OG0012581	ENSCAFG00000002492.4	ENSMUSG00000066191.12
OG0012583	ENSCAFG00000008827.5	ENSMUSG00000063810.7
OG0012584	ENSCAFG00000001990.4	ENSMUSG00000029152.13
OG0012586	ENSCAFG00000018561.4	ENSMUSG00000028523.14
OG0012588	ENSCAFG00000002483.4	ENSMUSG00000039813.14
OG0012589	ENSCAFG00000004623.4	ENSMUSG00000028962.14
OG0012590	ENSCAFG00000006999.4	ENSMUSG00000051951.5
OG0012591	ENSCAFG00000004117.4	ENSMUSG00000026748.13
OG0012592	ENSCAFG00000007314.3	ENSMUSG00000047632.11
OG0012593	ENSCAFG00000031120.2	ENSMUSG00000026830.9
OG0012595	ENSCAFG00000017655.4	ENSMUSG00000025237.16
OG0012597	ENSCAFG00000016628.5	ENSMUSG00000005204.12
OG0012598	ENSCAFG00000013286.3	ENSMUSG00000054792.15
OG0012599	ENSCAFG00000013814.2	ENSMUSG00000015484.3
OG0012600	ENSCAFG00000012198.4	ENSMUSG00000032131.16
OG0012601	ENSCAFG00000007777.3	ENSMUSG00000054604.7
OG0012604	ENSCAFG00000014549.4	ENSMUSG00000026705.16
OG0012605	ENSCAFG00000015703.2	ENSMUSG00000071656.7
OG0012606	ENSCAFG00000006511.4	ENSMUSG00000042816.4
OG0012607	ENSCAFG00000013114.5	ENSMUSG00000042641.19
OG0012608	ENSCAFG00000000255.4	ENSMUSG00000006731.10
OG0012610	ENSCAFG00000012776.4	ENSMUSG00000047379.7, ENSMUSG00000117789.1
OG0012611	ENSCAFG00000019544.4	ENSMUSG00000015092.9
OG0012612	ENSCAFG00000014468.4	ENSMUSG00000037108.13
OG0012613	ENSCAFG00000019539.4	ENSMUSG00000015095.12
OG0012614	ENSCAFG00000023665.3	ENSMUSG00000070683.7
OG0012615	ENSCAFG00000014434.4	ENSMUSG00000040423.11
OG0012616	ENSCAFG00000005634.6	ENSMUSG00000030595.15
OG0012617	ENSCAFG00000018522.4	ENSMUSG00000017639.13
OG0012618	ENSCAFG00000001908.4	ENSMUSG00000040429.6, ENSMUSG00000053178.5
OG0012619	ENSCAFG00000005250.2	ENSMUSG00000044988.7
OG0012620	ENSCAFG00000013928.4	ENSMUSG00000007338.10
OG0012621	ENSCAFG00000005213.4	ENSMUSG00000023206.16
OG0012624	ENSCAFG00000012143.5	ENSMUSG00000039263.16
OG0012625	ENSCAFG00000018475.5	ENSMUSG00000046909.9
OG0012626	ENSCAFG00000013951.3	ENSMUSG00000024799.16
OG0012627	ENSCAFG00000003373.5	ENSMUSG00000038665.15
OG0012628	ENSCAFG00000009461.4	ENSMUSG00000003469.9
OG0012629	ENSCAFG00000009444.4	ENSMUSG00000033644.5
OG0012630	ENSCAFG00000016405.5	ENSMUSG00000024736.15
OG0012631	ENSCAFG00000016958.5	ENSMUSG00000030677.8
OG0012632	ENSCAFG00000011151.5	ENSMUSG00000041483.14
OG0012633	ENSCAFG00000014814.4	ENSMUSG00000019494.14
OG0012634	ENSCAFG00000013273.5	ENSMUSG00000018983.9
OG0012635	ENSCAFG00000016332.5	ENSMUSG00000024669.8
OG0012636	ENSCAFG00000015747.6	ENSMUSG00000020827.18
OG0012637	ENSCAFG00000011441.5	ENSMUSG00000043541.16
OG0012638	ENSCAFG00000012086.4	ENSMUSG00000038642.10
OG0012639	ENSCAFG00000008571.5	ENSMUSG00000037579.7
OG0012640	ENSCAFG00000016691.2	ENSMUSG00000028989.3
OG0012641	ENSCAFG00000004020.5	ENSMUSG00000040231.16
OG0012642	ENSCAFG00000018883.4	ENSMUSG00000017453.4
OG0012643	ENSCAFG00000009481.5	ENSMUSG00000021904.6
OG0012644	ENSCAFG00000006326.4	ENSMUSG00000051401.7
OG0012645	ENSCAFG00000004527.4	ENSMUSG00000030397.11
OG0012646	ENSCAFG00000011279.4	ENSMUSG00000027667.13
OG0012647	ENSCAFG00000031280.2	ENSMUSG00000030247.9
OG0012648	ENSCAFG00000017447.4	ENSMUSG00000030748.9
OG0012649	ENSCAFG00000023298.4	ENSMUSG00000020279.10
OG0012650	ENSCAFG00000008697.4	ENSMUSG00000023755.10
OG0012651	ENSCAFG00000011862.5	ENSMUSG00000030282.14
OG0012652	ENSCAFG00000011838.4	ENSMUSG00000030283.7
OG0012653	ENSCAFG00000016177.4	ENSMUSG00000034445.8
OG0012654	ENSCAFG00000015479.4	ENSMUSG00000039335.11
OG0012655	ENSCAFG00000050051.1	ENSMUSG00000024667.12
OG0012657	ENSCAFG00000002075.3	ENSMUSG00000040105.3
OG0012659	ENSCAFG00000016134.4	ENSMUSG00000035179.4
OG0012660	ENSCAFG00000008916.5	ENSMUSG00000029608.10
OG0012661	ENSCAFG00000031870.2	ENSMUSG00000033107.6
OG0012662	ENSCAFG00000002564.5	ENSMUSG00000074405.8
OG0012663	ENSCAFG00000014983.4	ENSMUSG00000027690.13
OG0012664	ENSCAFG00000014678.5	ENSMUSG00000000817.10
OG0012665	ENSCAFG00000002595.4	ENSMUSG00000046456.14
OG0012668	ENSCAFG00000008395.4	ENSMUSG00000034463.4
OG0012669	ENSCAFG00000005463.4	ENSMUSG00000027423.15
OG0012671	ENSCAFG00000014774.1	ENSMUSG00000037661.14
OG0012672	ENSCAFG00000005425.4	ENSMUSG00000037259.15
OG0012673	ENSCAFG00000012478.4	ENSMUSG00000030231.11
OG0012674	ENSCAFG00000023016.3	ENSMUSG00000066892.14
OG0012675	ENSCAFG00000006149.4	ENSMUSG00000024456.16
OG0012676	ENSCAFG00000003961.5	ENSMUSG00000057342.15
OG0012677	ENSCAFG00000003967.4	ENSMUSG00000059070.16
OG0012678	ENSCAFG00000006086.5	ENSMUSG00000102918.1, ENSMUSG00000023036.14
OG0012681	ENSCAFG00000010768.4	ENSMUSG00000040029.15
OG0012683	ENSCAFG00000004009.4	ENSMUSG00000053801.18
OG0012685	ENSCAFG00000002755.4	ENSMUSG00000029815.12
OG0012686	ENSCAFG00000005731.5	ENSMUSG00000060275.13
OG0012687	ENSCAFG00000005723.4	ENSMUSG00000024347.16
OG0012689	ENSCAFG00000005704.4	ENSMUSG00000024349.10
OG0012690	ENSCAFG00000008531.4	ENSMUSG00000036362.2
OG0012691	ENSCAFG00000008520.3	ENSMUSG00000050075.8
OG0012692	ENSCAFG00000014356.4	ENSMUSG00000050677.2
OG0012693	ENSCAFG00000029264.2	ENSMUSG00000101860.4
OG0012694	ENSCAFG00000008436.5	ENSMUSG00000070471.3
OG0012695	ENSCAFG00000002863.2	ENSMUSG00000029831.7
OG0012696	ENSCAFG00000041808.1	ENSMUSG00000074591.8
OG0012700	ENSCAFG00000008276.4	ENSMUSG00000002428.12
OG0012701	ENSCAFG00000005873.3	ENSMUSG00000039316.14
OG0012702	ENSCAFG00000008028.4	ENSMUSG00000031129.9
OG0012704	ENSCAFG00000016229.5	ENSMUSG00000067825.11
OG0012706	ENSCAFG00000010133.4	ENSMUSG00000021534.8
OG0012707	ENSCAFG00000010319.4	ENSMUSG00000034575.13
OG0012708	ENSCAFG00000010505.3	ENSMUSG00000026166.14
OG0012709	ENSCAFG00000006237.4	ENSMUSG00000032561.15
OG0012710	ENSCAFG00000019993.4	ENSMUSG00000045092.8
OG0012711	ENSCAFG00000010328.4	ENSMUSG00000054976.14
OG0012712	ENSCAFG00000010292.6	ENSMUSG00000038608.15
OG0012713	ENSCAFG00000004768.4	ENSMUSG00000032502.8
OG0012714	ENSCAFG00000004776.5	ENSMUSG00000062296.8
OG0012715	ENSCAFG00000007304.5	ENSMUSG00000020053.18
OG0012716	ENSCAFG00000031008.2	ENSMUSG00000002930.6
OG0012717	ENSCAFG00000003133.5	ENSMUSG00000004347.17
OG0012719	ENSCAFG00000003170.3	ENSMUSG00000043659.11
OG0012720	ENSCAFG00000003652.5	ENSMUSG00000041138.16
OG0012722	ENSCAFG00000028707.2	ENSMUSG00000026223.15
OG0012724	ENSCAFG00000031916.2	ENSMUSG00000044055.5
OG0012725	ENSCAFG00000025529.3	ENSMUSG00000029735.17
OG0012726	ENSCAFG00000001705.4	ENSMUSG00000018893.15
OG0012728	ENSCAFG00000009145.4	ENSMUSG00000074916.5
OG0012730	ENSCAFG00000012294.4	ENSMUSG00000020427.11
OG0012731	ENSCAFG00000025377.3	ENSMUSG00000021575.16
OG0012732	ENSCAFG00000007945.4	ENSMUSG00000027611.12
OG0012733	ENSCAFG00000010846.4	ENSMUSG00000020277.10
OG0012734	ENSCAFG00000001509.3	ENSMUSG00000044933.3
OG0012735	ENSCAFG00000001506.4	ENSMUSG00000018008.8
OG0012736	ENSCAFG00000001502.5	ENSMUSG00000033170.14
OG0012737	ENSCAFG00000031315.1	ENSMUSG00000051652.4
OG0012738	ENSCAFG00000011010.4	ENSMUSG00000069581.12
OG0012739	ENSCAFG00000010889.5	ENSMUSG00000021572.9
OG0012740	ENSCAFG00000001480.5	ENSMUSG00000033088.19
OG0012741	ENSCAFG00000046571.1	ENSMUSG00000089715.12
OG0012742	ENSCAFG00000017862.4	ENSMUSG00000040446.4
OG0012744	ENSCAFG00000001142.4	ENSMUSG00000022404.8
OG0012745	ENSCAFG00000010724.4	ENSMUSG00000000731.15
OG0012747	ENSCAFG00000031432.2	ENSMUSG00000026258.5
OG0012748	ENSCAFG00000001092.5	ENSMUSG00000048546.8
OG0012750	ENSCAFG00000018992.4	ENSMUSG00000085933.3
OG0012751	ENSCAFG00000018997.4	ENSMUSG00000054362.9
OG0012752	ENSCAFG00000018999.5	ENSMUSG00000034919.2
OG0012753	ENSCAFG00000019012.4	ENSMUSG00000034871.2
OG0012755	ENSCAFG00000003179.3	ENSMUSG00000057137.9
OG0012756	ENSCAFG00000009324.4	ENSMUSG00000025185.14
OG0012757	ENSCAFG00000019777.4	ENSMUSG00000040724.5
OG0012758	ENSCAFG00000005314.4	ENSMUSG00000050854.9
OG0012759	ENSCAFG00000006554.4	ENSMUSG00000019975.12
OG0012760	ENSCAFG00000023766.2	ENSMUSG00000006389.13
OG0012762	ENSCAFG00000014610.2	ENSMUSG00000001313.12
OG0012763	ENSCAFG00000014581.2	ENSMUSG00000034936.2
OG0012765	ENSCAFG00000046547.1	ENSMUSG00000078588.10
OG0012766	ENSCAFG00000004807.4	ENSMUSG00000033423.16
OG0012767	ENSCAFG00000010661.5	ENSMUSG00000025027.18
OG0012768	ENSCAFG00000005995.4	ENSMUSG00000046567.10
OG0012769	ENSCAFG00000005990.4	ENSMUSG00000056912.12
OG0012771	ENSCAFG00000014354.4	ENSMUSG00000020101.14
OG0012772	ENSCAFG00000013375.4	ENSMUSG00000040838.10, ENSMUSG00000020690.12
OG0012776	ENSCAFG00000014413.5	ENSMUSG00000058297.16
OG0012777	ENSCAFG00000003744.4	ENSMUSG00000028587.18
OG0012779	ENSCAFG00000031629.2	ENSMUSG00000073804.5
OG0012780	ENSCAFG00000013126.4	ENSMUSG00000048377.7
OG0012781	ENSCAFG00000001376.5	ENSMUSG00000036196.16
OG0012782	ENSCAFG00000016481.5	ENSMUSG00000017400.10
OG0012783	ENSCAFG00000019168.4	ENSMUSG00000028608.15
OG0012784	ENSCAFG00000011136.4	ENSMUSG00000025477.14
OG0012785	ENSCAFG00000016310.4	ENSMUSG00000018168.8
OG0012786	ENSCAFG00000009956.4	ENSMUSG00000048174.2
OG0012788	ENSCAFG00000009675.3	ENSMUSG00000026443.3
OG0012789	ENSCAFG00000016125.5	ENSMUSG00000038013.14
OG0012790	ENSCAFG00000009661.4	ENSMUSG00000026447.16
OG0012791	ENSCAFG00000012752.4	ENSMUSG00000030956.15
OG0012792	ENSCAFG00000016044.5	ENSMUSG00000017607.9
OG0012793	ENSCAFG00000032753.2	ENSMUSG00000030976.3
OG0012794	ENSCAFG00000012954.5	ENSMUSG00000053111.13
OG0012795	ENSCAFG00000009450.3	ENSMUSG00000020423.6
OG0012796	ENSCAFG00000010016.4	ENSMUSG00000073043.5
OG0012798	ENSCAFG00000001310.4	ENSMUSG00000002250.16
OG0012799	ENSCAFG00000004675.5	ENSMUSG00000022015.8
OG0012800	ENSCAFG00000001298.5	ENSMUSG00000038677.14
OG0012801	ENSCAFG00000004795.4	ENSMUSG00000022022.3
OG0012802	ENSCAFG00000001188.4	ENSMUSG00000024210.3
OG0012803	ENSCAFG00000009286.4	ENSMUSG00000023169.15
OG0012804	ENSCAFG00000009360.6	ENSMUSG00000064210.7
OG0012805	ENSCAFG00000009372.4	ENSMUSG00000045608.7
OG0012806	ENSCAFG00000009609.5	ENSMUSG00000063296.5
OG0012807	ENSCAFG00000005515.4	ENSMUSG00000044819.5
OG0012808	ENSCAFG00000003824.4	ENSMUSG00000019823.17
OG0012809	ENSCAFG00000016870.4	ENSMUSG00000049604.3
OG0012810	ENSCAFG00000016899.4	ENSMUSG00000014351.12
OG0012811	ENSCAFG00000029815.2	ENSMUSG00000075486.10
OG0012812	ENSCAFG00000030617.2	ENSMUSG00000046719.7
OG0012813	ENSCAFG00000032387.2	ENSMUSG00000052759.7
OG0012814	ENSCAFG00000004981.5	ENSMUSG00000022070.7
OG0012815	ENSCAFG00000005256.4	ENSMUSG00000053253.16
OG0012816	ENSCAFG00000029881.2	ENSMUSG00000047181.12
OG0012817	ENSCAFG00000017016.4	ENSMUSG00000038994.6
OG0012818	ENSCAFG00000003337.3	ENSMUSG00000048216.13
OG0012819	ENSCAFG00000019872.5	ENSMUSG00000026818.5
OG0012820	ENSCAFG00000014484.5	ENSMUSG00000017724.14
OG0012821	ENSCAFG00000014476.4	ENSMUSG00000001493.9
OG0012822	ENSCAFG00000028730.2	ENSMUSG00000001494.6
OG0012823	ENSCAFG00000014447.4	ENSMUSG00000010841.13
OG0012824	ENSCAFG00000031208.2	ENSMUSG00000116001.1, ENSMUSG00000047150.8, ENSMUSG00000118455.1, ENSMUSG00000118471.1
OG0012826	ENSCAFG00000005800.3	ENSMUSG00000050350.8
OG0012827	ENSCAFG00000005838.4	ENSMUSG00000041650.15
OG0012828	ENSCAFG00000002923.4	ENSMUSG00000004473.10
OG0012829	ENSCAFG00000002960.4	ENSMUSG00000030731.13
OG0012830	ENSCAFG00000009277.4	ENSMUSG00000027845.15
OG0012831	ENSCAFG00000002982.4	ENSMUSG00000038670.11
OG0012832	ENSCAFG00000005966.4	ENSMUSG00000026049.11
OG0012833	ENSCAFG00000029362.2	ENSMUSG00000046828.3
OG0012834	ENSCAFG00000009470.4	ENSMUSG00000005687.14
OG0012835	ENSCAFG00000002937.6	ENSMUSG00000038644.14
OG0012836	ENSCAFG00000000685.5	ENSMUSG00000022610.10
OG0012837	ENSCAFG00000049909.1	ENSMUSG00000003863.18
OG0012838	ENSCAFG00000003838.4	ENSMUSG00000074121.3
