Orthogroup	C_familiaris.pep	A_carolinensis.pep
OG0011191	ENSCAFG00000017863.5	ENSACAG00000017473.3
OG0011192	ENSCAFG00000004700.4	ENSACAG00000004757.3
OG0011193	ENSCAFG00000004821.5	ENSACAG00000004133.3
OG0011194	ENSCAFG00000004840.4	ENSACAG00000004094.3
OG0011196	ENSCAFG00000004879.3	ENSACAG00000003893.2
OG0011197	ENSCAFG00000007541.4	ENSACAG00000003841.2
OG0011198	ENSCAFG00000014999.6	ENSACAG00000005219.3
OG0011199	ENSCAFG00000015006.4	ENSACAG00000005192.3
OG0011200	ENSCAFG00000014919.5	ENSACAG00000002906.3
OG0011201	ENSCAFG00000014887.4	ENSACAG00000002824.3
OG0011202	ENSCAFG00000014876.4	ENSACAG00000002750.2
OG0011203	ENSCAFG00000014861.6	ENSACAG00000002711.3
OG0011204	ENSCAFG00000014816.5	ENSACAG00000002521.2
OG0011205	ENSCAFG00000017455.4	ENSACAG00000016997.3
OG0011206	ENSCAFG00000017446.4	ENSACAG00000016945.3
OG0011207	ENSCAFG00000030038.2	ENSACAG00000001693.3
OG0011208	ENSCAFG00000014632.4	ENSACAG00000001617.3
OG0011209	ENSCAFG00000012948.3	ENSACAG00000016853.3
OG0011210	ENSCAFG00000012945.4	ENSACAG00000011416.2
OG0011211	ENSCAFG00000005224.6	ENSACAG00000016198.3
OG0011212	ENSCAFG00000005155.4	ENSACAG00000008577.3
OG0011213	ENSCAFG00000005145.4	ENSACAG00000008533.3
OG0011214	ENSCAFG00000011898.4	ENSACAG00000010477.3
OG0011215	ENSCAFG00000005132.4	ENSACAG00000008451.3
OG0011216	ENSCAFG00000005122.5	ENSACAG00000008411.3
OG0011217	ENSCAFG00000005090.3	ENSACAG00000008380.3
OG0011218	ENSCAFG00000005078.4	ENSACAG00000008318.3
OG0011219	ENSCAFG00000006919.5	ENSACAG00000010014.3
OG0011220	ENSCAFG00000030417.2	ENSACAG00000009876.3
OG0011221	ENSCAFG00000005055.4	ENSACAG00000008137.3
OG0011222	ENSCAFG00000007604.4	ENSACAG00000006658.3
OG0011223	ENSCAFG00000005050.4	ENSACAG00000008123.2
OG0011224	ENSCAFG00000007649.2	ENSACAG00000006729.2
OG0011225	ENSCAFG00000025213.4	ENSACAG00000006795.2
OG0011226	ENSCAFG00000005027.4	ENSACAG00000007917.3
OG0011227	ENSCAFG00000025148.3	ENSACAG00000007023.3
OG0011228	ENSCAFG00000042658.1	ENSACAG00000007070.3
OG0011229	ENSCAFG00000007815.4	ENSACAG00000007139.2
OG0011230	ENSCAFG00000007862.5	ENSACAG00000007213.3
OG0011231	ENSCAFG00000030969.2	ENSACAG00000007277.3
OG0011232	ENSCAFG00000007878.4	ENSACAG00000007301.3
OG0011233	ENSCAFG00000004960.5	ENSACAG00000007563.3
OG0011234	ENSCAFG00000004925.4	ENSACAG00000007303.3
OG0011235	ENSCAFG00000028956.2	ENSACAG00000006967.3
OG0011237	ENSCAFG00000004752.3	ENSACAG00000006441.3
OG0011238	ENSCAFG00000011599.3	ENSACAG00000008155.2
OG0011239	ENSCAFG00000004718.5	ENSACAG00000006160.3
OG0011240	ENSCAFG00000004699.5	ENSACAG00000006044.3
OG0011241	ENSCAFG00000030285.2	ENSACAG00000005998.2
OG0011242	ENSCAFG00000004691.4	ENSACAG00000005900.3
OG0011243	ENSCAFG00000011210.4	ENSACAG00000008836.3
OG0011244	ENSCAFG00000004654.3	ENSACAG00000005831.3
OG0011245	ENSCAFG00000025133.3	ENSACAG00000005793.3
OG0011246	ENSCAFG00000004638.4	ENSACAG00000005719.3
OG0011247	ENSCAFG00000016170.4	ENSACAG00000009008.3
OG0011248	ENSCAFG00000016120.4	ENSACAG00000009068.3
OG0011249	ENSCAFG00000004604.4	ENSACAG00000005478.3
OG0011250	ENSCAFG00000004601.4	ENSACAG00000005464.3
OG0011251	ENSCAFG00000017026.4	ENSACAG00000005271.2
OG0011252	ENSCAFG00000017031.4	ENSACAG00000005266.2
OG0011253	ENSCAFG00000017033.4	ENSACAG00000005257.3
OG0011254	ENSCAFG00000017064.3	ENSACAG00000005236.2
OG0011255	ENSCAFG00000042893.1	ENSACAG00000005171.2
OG0011256	ENSCAFG00000046501.1	ENSACAG00000005166.3
OG0011257	ENSCAFG00000017090.5	ENSACAG00000005044.3
OG0011258	ENSCAFG00000015723.6	ENSACAG00000014380.3
OG0011259	ENSCAFG00000017120.6	ENSACAG00000004254.3
OG0011260	ENSCAFG00000015687.5	ENSACAG00000014337.3
OG0011261	ENSCAFG00000015653.4	ENSACAG00000014311.3
OG0011262	ENSCAFG00000045731.1	ENSACAG00000014206.2
OG0011263	ENSCAFG00000032436.2	ENSACAG00000028505.1
OG0011264	ENSCAFG00000015475.4	ENSACAG00000013847.3
OG0011265	ENSCAFG00000015399.4	ENSACAG00000013685.3
OG0011266	ENSCAFG00000015244.6	ENSACAG00000013525.3
OG0011267	ENSCAFG00000017220.6	ENSACAG00000001586.3
OG0011268	ENSCAFG00000017224.2	ENSACAG00000001679.3
OG0011269	ENSCAFG00000017140.5	ENSACAG00000001698.1
OG0011271	ENSCAFG00000017314.5	ENSACAG00000002284.3
OG0011272	ENSCAFG00000005008.4	ENSACAG00000002486.3
OG0011273	ENSCAFG00000005012.4	ENSACAG00000002453.2
OG0011274	ENSCAFG00000006006.4	ENSACAG00000009470.3
OG0011275	ENSCAFG00000005042.5	ENSACAG00000002073.3
OG0011276	ENSCAFG00000005113.4	ENSACAG00000001575.3
OG0011277	ENSCAFG00000005933.4	ENSACAG00000010094.3
OG0011278	ENSCAFG00000005161.4	ENSACAG00000000804.3
OG0011279	ENSCAFG00000005913.4	ENSACAG00000010278.3
OG0011280	ENSCAFG00000005201.3	ENSACAG00000000334.2
OG0011281	ENSCAFG00000005859.4	ENSACAG00000010570.3
OG0011282	ENSCAFG00000005850.4	ENSACAG00000010637.3
OG0011283	ENSCAFG00000005466.4	ENSACAG00000003164.3
OG0011284	ENSCAFG00000025502.4	ENSACAG00000003082.3
OG0011285	ENSCAFG00000005497.3	ENSACAG00000023811.2
OG0011286	ENSCAFG00000017205.4	ENSACAG00000028809.1
OG0011287	ENSCAFG00000017181.4	ENSACAG00000028511.1
OG0011288	ENSCAFG00000017082.4	ENSACAG00000004873.3
OG0011289	ENSCAFG00000023142.3	ENSACAG00000016094.2
OG0011290	ENSCAFG00000017058.5	ENSACAG00000004938.2
OG0011291	ENSCAFG00000016961.5	ENSACAG00000015930.3
OG0011292	ENSCAFG00000018356.4	ENSACAG00000015809.3
OG0011293	ENSCAFG00000018345.5	ENSACAG00000015764.3
OG0011294	ENSCAFG00000018281.4	ENSACAG00000015707.3
OG0011295	ENSCAFG00000013836.4	ENSACAG00000010727.3
OG0011296	ENSCAFG00000013856.3	ENSACAG00000010677.2
OG0011297	ENSCAFG00000018303.4	ENSACAG00000015542.3
OG0011298	ENSCAFG00000018323.5	ENSACAG00000015469.3
OG0011299	ENSCAFG00000013966.4	ENSACAG00000010170.3
OG0011300	ENSCAFG00000018339.4	ENSACAG00000015418.3
OG0011301	ENSCAFG00000016829.4	ENSACAG00000015415.3
OG0011302	ENSCAFG00000016825.4	ENSACAG00000015268.3
OG0011303	ENSCAFG00000029826.2	ENSACAG00000015246.3
OG0011304	ENSCAFG00000016813.4	ENSACAG00000015210.3
OG0011305	ENSCAFG00000016798.4	ENSACAG00000015164.2
OG0011306	ENSCAFG00000014224.4	ENSACAG00000025864.2
OG0011307	ENSCAFG00000014255.5	ENSACAG00000009635.3
OG0011308	ENSCAFG00000031960.2	ENSACAG00000015142.2
OG0011309	ENSCAFG00000014278.4	ENSACAG00000015468.3
OG0011310	ENSCAFG00000031727.2	ENSACAG00000029372.1
OG0011311	ENSCAFG00000005180.6	ENSACAG00000009669.3
OG0011312	ENSCAFG00000005212.4	ENSACAG00000009506.2
OG0011313	ENSCAFG00000014345.5	ENSACAG00000015637.3
OG0011314	ENSCAFG00000031965.2	ENSACAG00000013427.2
OG0011315	ENSCAFG00000006250.4	ENSACAG00000013420.2
OG0011316	ENSCAFG00000006249.4	ENSACAG00000013413.3
OG0011317	ENSCAFG00000011001.2	ENSACAG00000016013.3
OG0011318	ENSCAFG00000011061.4	ENSACAG00000016086.3
OG0011319	ENSCAFG00000011065.5	ENSACAG00000004660.2
OG0011320	ENSCAFG00000031203.2	ENSACAG00000013070.3
OG0011321	ENSCAFG00000000968.5	ENSACAG00000011477.3
OG0011322	ENSCAFG00000012546.4	ENSACAG00000009425.3
OG0011323	ENSCAFG00000001020.4	ENSACAG00000028964.1
OG0011324	ENSCAFG00000012447.5	ENSACAG00000009729.3
OG0011325	ENSCAFG00000009513.5	ENSACAG00000005717.3
OG0011326	ENSCAFG00000012206.4	ENSACAG00000010490.2
OG0011327	ENSCAFG00000009493.5	ENSACAG00000000840.3
OG0011328	ENSCAFG00000009484.5	ENSACAG00000000808.2
OG0011329	ENSCAFG00000003153.5	ENSACAG00000006033.3
OG0011330	ENSCAFG00000009398.3	ENSACAG00000004208.2
OG0011331	ENSCAFG00000009394.4	ENSACAG00000004022.3
OG0011332	ENSCAFG00000003129.5	ENSACAG00000005865.3
OG0011333	ENSCAFG00000009380.4	ENSACAG00000014332.3
OG0011334	ENSCAFG00000003119.4	ENSACAG00000005832.3
OG0011335	ENSCAFG00000016761.5	ENSACAG00000015039.3
OG0011336	ENSCAFG00000030421.2	ENSACAG00000015037.3
OG0011337	ENSCAFG00000003106.5	ENSACAG00000005744.3
OG0011338	ENSCAFG00000003094.3	ENSACAG00000005727.1
OG0011339	ENSCAFG00000003079.5	ENSACAG00000005568.3
OG0011340	ENSCAFG00000006592.4	ENSACAG00000014420.3
OG0011341	ENSCAFG00000017871.6	ENSACAG00000025202.2
OG0011342	ENSCAFG00000002153.3	ENSACAG00000005336.3
OG0011343	ENSCAFG00000002210.5	ENSACAG00000005118.3
OG0011344	ENSCAFG00000002214.4	ENSACAG00000005070.3
OG0011345	ENSCAFG00000012027.2	ENSACAG00000005066.3
OG0011346	ENSCAFG00000012015.6	ENSACAG00000004980.3
OG0011347	ENSCAFG00000017954.4	ENSACAG00000010675.3
OG0011348	ENSCAFG00000018082.3	ENSACAG00000014750.1
OG0011349	ENSCAFG00000018091.3	ENSACAG00000014813.2
OG0011350	ENSCAFG00000018123.5	ENSACAG00000015011.2
OG0011351	ENSCAFG00000012236.4	ENSACAG00000004551.3
OG0011352	ENSCAFG00000018203.4	ENSACAG00000015182.3
OG0011353	ENSCAFG00000018214.4	ENSACAG00000015352.3
OG0011354	ENSCAFG00000031586.2	ENSACAG00000001605.3
OG0011355	ENSCAFG00000018219.4	ENSACAG00000015531.3
OG0011356	ENSCAFG00000003180.4	ENSACAG00000001717.3
OG0011357	ENSCAFG00000003219.4	ENSACAG00000002009.3
OG0011358	ENSCAFG00000003248.4	ENSACAG00000001044.3
OG0011359	ENSCAFG00000000482.5	ENSACAG00000015792.3
OG0011360	ENSCAFG00000031669.2	ENSACAG00000000999.2
OG0011361	ENSCAFG00000003260.4	ENSACAG00000000871.3
OG0011362	ENSCAFG00000005498.4	ENSACAG00000000663.3
OG0011363	ENSCAFG00000005603.4	ENSACAG00000001110.3
OG0011364	ENSCAFG00000005969.4	ENSACAG00000000575.3
OG0011365	ENSCAFG00000016919.4	ENSACAG00000015608.2
OG0011368	ENSCAFG00000001162.4	ENSACAG00000016983.1
OG0011369	ENSCAFG00000001132.4	ENSACAG00000017109.3
OG0011370	ENSCAFG00000001330.4	ENSACAG00000016226.3
OG0011371	ENSCAFG00000002633.4	ENSACAG00000004247.3
OG0011372	ENSCAFG00000004499.4	ENSACAG00000016400.3
OG0011373	ENSCAFG00000005699.4	ENSACAG00000016481.1
OG0011374	ENSCAFG00000001839.6	ENSACAG00000004636.3
OG0011375	ENSCAFG00000005979.4	ENSACAG00000016560.3
OG0011376	ENSCAFG00000005965.5	ENSACAG00000016628.3
OG0011377	ENSCAFG00000005961.5	ENSACAG00000016639.3
OG0011378	ENSCAFG00000001829.4	ENSACAG00000004798.2
OG0011379	ENSCAFG00000005932.4	ENSACAG00000016762.3
OG0011380	ENSCAFG00000005898.4	ENSACAG00000016806.3
OG0011382	ENSCAFG00000004252.4	ENSACAG00000016829.3
OG0011383	ENSCAFG00000005560.3	ENSACAG00000016901.2
OG0011384	ENSCAFG00000002556.5	ENSACAG00000022673.1
OG0011385	ENSCAFG00000005627.4	ENSACAG00000001567.3
OG0011386	ENSCAFG00000001748.5	ENSACAG00000005472.3
OG0011387	ENSCAFG00000005668.4	ENSACAG00000001973.3
OG0011388	ENSCAFG00000001741.4	ENSACAG00000005587.3
OG0011389	ENSCAFG00000005685.4	ENSACAG00000002086.2
OG0011390	ENSCAFG00000007174.4	ENSACAG00000007117.3
OG0011391	ENSCAFG00000005690.3	ENSACAG00000002255.3
OG0011392	ENSCAFG00000005760.5	ENSACAG00000002271.3
OG0011393	ENSCAFG00000005890.4	ENSACAG00000003084.3
OG0011394	ENSCAFG00000004447.4	ENSACAG00000014770.2
OG0011395	ENSCAFG00000016357.6	ENSACAG00000006017.3
OG0011397	ENSCAFG00000028871.2	ENSACAG00000014570.2
OG0011398	ENSCAFG00000016430.5	ENSACAG00000006510.2
OG0011399	ENSCAFG00000001209.4	ENSACAG00000006880.3
OG0011400	ENSCAFG00000001220.4	ENSACAG00000006957.3
OG0011401	ENSCAFG00000001233.4	ENSACAG00000007076.3
OG0011402	ENSCAFG00000001244.4	ENSACAG00000007202.3
OG0011403	ENSCAFG00000001254.5	ENSACAG00000022061.2
OG0011404	ENSCAFG00000011207.4	ENSACAG00000007264.3
OG0011405	ENSCAFG00000011226.5	ENSACAG00000007267.3
OG0011406	ENSCAFG00000031572.2	ENSACAG00000029071.1
OG0011407	ENSCAFG00000011290.4	ENSACAG00000007557.3
OG0011408	ENSCAFG00000011248.4	ENSACAG00000007744.3
OG0011409	ENSCAFG00000002097.4	ENSACAG00000013496.3
OG0011410	ENSCAFG00000005202.5	ENSACAG00000007967.3
OG0011411	ENSCAFG00000024214.3	ENSACAG00000008007.3
OG0011412	ENSCAFG00000002037.5	ENSACAG00000013175.3
OG0011413	ENSCAFG00000002036.6	ENSACAG00000013170.2
OG0011414	ENSCAFG00000010974.5	ENSACAG00000008410.3
OG0011415	ENSCAFG00000010939.4	ENSACAG00000008460.3
OG0011416	ENSCAFG00000002141.5	ENSACAG00000012398.2
OG0011417	ENSCAFG00000028728.3	ENSACAG00000012150.3
OG0011418	ENSCAFG00000004282.4	ENSACAG00000011999.3
OG0011419	ENSCAFG00000004295.5	ENSACAG00000011679.3
OG0011420	ENSCAFG00000003957.4	ENSACAG00000011677.3
OG0011421	ENSCAFG00000010754.3	ENSACAG00000009348.3
OG0011423	ENSCAFG00000003926.5	ENSACAG00000011448.3
OG0011424	ENSCAFG00000011477.5	ENSACAG00000009108.3
OG0011425	ENSCAFG00000003752.2	ENSACAG00000001600.2
OG0011426	ENSCAFG00000003750.4	ENSACAG00000001604.2
OG0011427	ENSCAFG00000003748.4	ENSACAG00000001607.3
OG0011428	ENSCAFG00000003717.4	ENSACAG00000000956.3
OG0011429	ENSCAFG00000010599.4	ENSACAG00000021969.2
OG0011431	ENSCAFG00000010627.4	ENSACAG00000008638.3
OG0011432	ENSCAFG00000010609.4	ENSACAG00000006892.3
OG0011433	ENSCAFG00000010590.4	ENSACAG00000006950.3
OG0011434	ENSCAFG00000003657.5	ENSACAG00000010861.3
OG0011435	ENSCAFG00000010581.4	ENSACAG00000006995.3
OG0011436	ENSCAFG00000010296.4	ENSACAG00000028931.1
OG0011437	ENSCAFG00000003647.4	ENSACAG00000000402.3
OG0011438	ENSCAFG00000029053.2	ENSACAG00000000384.3
OG0011439	ENSCAFG00000003579.5	ENSACAG00000000267.3
OG0011440	ENSCAFG00000010266.5	ENSACAG00000007689.2
OG0011441	ENSCAFG00000003486.3	ENSACAG00000000194.1
OG0011442	ENSCAFG00000003483.3	ENSACAG00000013086.2
OG0011443	ENSCAFG00000003477.4	ENSACAG00000012985.3
OG0011444	ENSCAFG00000010100.4	ENSACAG00000011356.3
OG0011445	ENSCAFG00000010091.4	ENSACAG00000011406.3
OG0011446	ENSCAFG00000003435.4	ENSACAG00000012738.3
OG0011447	ENSCAFG00000010042.5	ENSACAG00000011554.3
OG0011448	ENSCAFG00000003415.4	ENSACAG00000012600.3
OG0011449	ENSCAFG00000010019.4	ENSACAG00000011701.3
OG0011450	ENSCAFG00000003390.4	ENSACAG00000000152.3
OG0011451	ENSCAFG00000031148.2	ENSACAG00000006619.2
OG0011452	ENSCAFG00000003375.4	ENSACAG00000001759.3
OG0011453	ENSCAFG00000009881.4	ENSACAG00000006743.3
OG0011454	ENSCAFG00000009404.4	ENSACAG00000006898.3
OG0011455	ENSCAFG00000003348.5	ENSACAG00000002267.3
OG0011456	ENSCAFG00000009389.7	ENSACAG00000006939.3
OG0011457	ENSCAFG00000003300.4	ENSACAG00000007048.2
OG0011458	ENSCAFG00000003293.3	ENSACAG00000007061.3
OG0011459	ENSCAFG00000009273.4	ENSACAG00000006988.3
OG0011460	ENSCAFG00000002300.3	ENSACAG00000008404.2
OG0011461	ENSCAFG00000002288.4	ENSACAG00000008412.3
OG0011462	ENSCAFG00000009149.4	ENSACAG00000007129.2
OG0011463	ENSCAFG00000002273.3	ENSACAG00000008561.3
OG0011464	ENSCAFG00000008946.5	ENSACAG00000007417.3
OG0011465	ENSCAFG00000008927.4	ENSACAG00000007470.2
OG0011466	ENSCAFG00000008597.4	ENSACAG00000009115.3
OG0011467	ENSCAFG00000003791.5	ENSACAG00000007095.3
OG0011468	ENSCAFG00000028930.2	ENSACAG00000008198.3
OG0011469	ENSCAFG00000008763.4	ENSACAG00000008228.3
OG0011470	ENSCAFG00000023413.3	ENSACAG00000014548.3
OG0011471	ENSCAFG00000003829.5	ENSACAG00000014474.3
OG0011472	ENSCAFG00000008732.4	ENSACAG00000008376.3
OG0011473	ENSCAFG00000003839.5	ENSACAG00000010491.3
OG0011474	ENSCAFG00000008689.4	ENSACAG00000008408.3
OG0011475	ENSCAFG00000003852.5	ENSACAG00000010669.3
OG0011476	ENSCAFG00000042902.1	ENSACAG00000008923.3
OG0011477	ENSCAFG00000003887.4	ENSACAG00000010692.3
OG0011478	ENSCAFG00000002301.5	ENSACAG00000009093.3
OG0011479	ENSCAFG00000002307.4	ENSACAG00000009126.3
OG0011480	ENSCAFG00000002309.4	ENSACAG00000009166.3
OG0011481	ENSCAFG00000002340.4	ENSACAG00000009212.3
OG0011483	ENSCAFG00000028467.2	ENSACAG00000005283.3
OG0011484	ENSCAFG00000005023.4	ENSACAG00000010219.2
OG0011485	ENSCAFG00000047413.1	ENSACAG00000029169.1
OG0011486	ENSCAFG00000003228.4	ENSACAG00000005554.3
OG0011487	ENSCAFG00000031595.2	ENSACAG00000010299.3
OG0011488	ENSCAFG00000004991.4	ENSACAG00000013360.3
OG0011489	ENSCAFG00000003251.4	ENSACAG00000005804.3
OG0011490	ENSCAFG00000031904.2	ENSACAG00000029532.1
OG0011491	ENSCAFG00000004347.4	ENSACAG00000013119.3
OG0011492	ENSCAFG00000004350.4	ENSACAG00000012998.3
OG0011493	ENSCAFG00000002451.4	ENSACAG00000006590.3
OG0011494	ENSCAFG00000004358.6	ENSACAG00000012926.2
OG0011495	ENSCAFG00000002545.4	ENSACAG00000008167.3
OG0011496	ENSCAFG00000008140.5	ENSACAG00000005894.3
OG0011497	ENSCAFG00000002612.5	ENSACAG00000008477.3
OG0011498	ENSCAFG00000008083.5	ENSACAG00000005826.3
OG0011499	ENSCAFG00000002616.4	ENSACAG00000008491.3
OG0011500	ENSCAFG00000008061.4	ENSACAG00000005759.3
OG0011501	ENSCAFG00000032206.2	ENSACAG00000008532.3
OG0011502	ENSCAFG00000008023.3	ENSACAG00000005729.2
OG0011503	ENSCAFG00000007995.3	ENSACAG00000005724.3
OG0011504	ENSCAFG00000003554.4	ENSACAG00000010080.3
OG0011505	ENSCAFG00000003538.4	ENSACAG00000010256.3
OG0011506	ENSCAFG00000007936.4	ENSACAG00000005604.3
OG0011507	ENSCAFG00000023253.3	ENSACAG00000010511.3
OG0011508	ENSCAFG00000003467.4	ENSACAG00000010524.2
OG0011509	ENSCAFG00000003452.4	ENSACAG00000002122.3
OG0011510	ENSCAFG00000003446.4	ENSACAG00000002117.2
OG0011511	ENSCAFG00000003123.5	ENSACAG00000008524.3
OG0011512	ENSCAFG00000003116.6	ENSACAG00000014366.3
OG0011513	ENSCAFG00000003105.4	ENSACAG00000014451.3
OG0011514	ENSCAFG00000003096.4	ENSACAG00000014701.3
OG0011515	ENSCAFG00000003082.5	ENSACAG00000014837.3
OG0011516	ENSCAFG00000007419.4	ENSACAG00000001921.3
OG0011517	ENSCAFG00000007394.4	ENSACAG00000001874.3
OG0011518	ENSCAFG00000003065.4	ENSACAG00000015094.3
OG0011519	ENSCAFG00000003061.4	ENSACAG00000015127.3
OG0011520	ENSCAFG00000003045.4	ENSACAG00000015199.2
OG0011521	ENSCAFG00000003040.2	ENSACAG00000015229.2
OG0011522	ENSCAFG00000031056.2	ENSACAG00000002330.3
OG0011524	ENSCAFG00000001047.4	ENSACAG00000001865.2
OG0011525	ENSCAFG00000001030.4	ENSACAG00000001787.3
OG0011526	ENSCAFG00000001028.5	ENSACAG00000001694.3
OG0011527	ENSCAFG00000000989.5	ENSACAG00000001363.3
OG0011528	ENSCAFG00000000969.4	ENSACAG00000001260.3
OG0011529	ENSCAFG00000000958.4	ENSACAG00000007625.2
OG0011530	ENSCAFG00000000955.5	ENSACAG00000007537.3
OG0011531	ENSCAFG00000004163.4	ENSACAG00000006015.3
OG0011532	ENSCAFG00000004148.4	ENSACAG00000005839.2
OG0011533	ENSCAFG00000000942.5	ENSACAG00000017700.3
OG0011534	ENSCAFG00000000935.4	ENSACAG00000017676.3
OG0011535	ENSCAFG00000000925.4	ENSACAG00000014255.3
OG0011536	ENSCAFG00000000920.5	ENSACAG00000014238.3
OG0011537	ENSCAFG00000000915.4	ENSACAG00000014185.3
OG0011538	ENSCAFG00000004105.4	ENSACAG00000007321.2
OG0011539	ENSCAFG00000004093.4	ENSACAG00000007334.3
OG0011540	ENSCAFG00000004082.4	ENSACAG00000007369.2
OG0011541	ENSCAFG00000004052.5	ENSACAG00000007455.3
OG0011542	ENSCAFG00000004055.5	ENSACAG00000012316.3
OG0011543	ENSCAFG00000004039.4	ENSACAG00000007501.3
OG0011544	ENSCAFG00000004054.2	ENSACAG00000012310.3
OG0011545	ENSCAFG00000049597.1	ENSACAG00000012165.3
OG0011546	ENSCAFG00000003694.4	ENSACAG00000005496.3
OG0011547	ENSCAFG00000003826.4	ENSACAG00000013807.3
OG0011548	ENSCAFG00000003843.4	ENSACAG00000013744.3
OG0011549	ENSCAFG00000029143.2	ENSACAG00000005763.3
OG0011551	ENSCAFG00000004438.4	ENSACAG00000013659.2
OG0011552	ENSCAFG00000003757.5	ENSACAG00000029292.1
OG0011553	ENSCAFG00000004467.3	ENSACAG00000013515.3
OG0011554	ENSCAFG00000003784.4	ENSACAG00000006072.3
OG0011555	ENSCAFG00000003793.4	ENSACAG00000006083.3
OG0011556	ENSCAFG00000004535.4	ENSACAG00000012082.3
OG0011557	ENSCAFG00000003842.5	ENSACAG00000006338.3
OG0011558	ENSCAFG00000028683.2	ENSACAG00000012285.2
OG0011559	ENSCAFG00000003854.4	ENSACAG00000010686.3
OG0011560	ENSCAFG00000003868.4	ENSACAG00000010739.2
OG0011561	ENSCAFG00000005608.5	ENSACAG00000012377.3
OG0011562	ENSCAFG00000003882.5	ENSACAG00000010896.3
OG0011563	ENSCAFG00000003892.5	ENSACAG00000010941.3
OG0011564	ENSCAFG00000003922.4	ENSACAG00000011354.3
OG0011565	ENSCAFG00000005960.2	ENSACAG00000026715.2
OG0011566	ENSCAFG00000005985.4	ENSACAG00000005657.3
OG0011567	ENSCAFG00000004005.5	ENSACAG00000011793.2
OG0011568	ENSCAFG00000004453.4	ENSACAG00000014950.3
OG0011569	ENSCAFG00000004424.5	ENSACAG00000014946.3
OG0011570	ENSCAFG00000004423.3	ENSACAG00000014913.3
OG0011571	ENSCAFG00000025466.3	ENSACAG00000014882.3
OG0011572	ENSCAFG00000004679.5	ENSACAG00000014782.3
OG0011573	ENSCAFG00000005396.4	ENSACAG00000014679.2
OG0011574	ENSCAFG00000005399.3	ENSACAG00000029558.1
OG0011575	ENSCAFG00000005411.4	ENSACAG00000014540.3
OG0011576	ENSCAFG00000006424.4	ENSACAG00000014845.3
OG0011577	ENSCAFG00000005449.4	ENSACAG00000014301.3
OG0011578	ENSCAFG00000005491.4	ENSACAG00000014247.3
OG0011579	ENSCAFG00000005510.6	ENSACAG00000014201.3
OG0011580	ENSCAFG00000006521.4	ENSACAG00000015389.3
OG0011581	ENSCAFG00000006541.4	ENSACAG00000015376.3
OG0011582	ENSCAFG00000006553.4	ENSACAG00000015244.3
OG0011583	ENSCAFG00000031854.2	ENSACAG00000003956.2
OG0011584	ENSCAFG00000002951.6	ENSACAG00000003998.3
OG0011585	ENSCAFG00000006563.4	ENSACAG00000015231.3
OG0011586	ENSCAFG00000002947.4	ENSACAG00000004285.2
OG0011587	ENSCAFG00000006668.4	ENSACAG00000015104.3
OG0011588	ENSCAFG00000002879.4	ENSACAG00000023044.2
OG0011589	ENSCAFG00000007261.4	ENSACAG00000011418.3
OG0011590	ENSCAFG00000002848.4	ENSACAG00000017347.3
OG0011591	ENSCAFG00000002842.5	ENSACAG00000017368.3
OG0011592	ENSCAFG00000030132.2	ENSACAG00000017409.3
OG0011593	ENSCAFG00000002809.4	ENSACAG00000004584.3
OG0011594	ENSCAFG00000007390.4	ENSACAG00000011880.2
OG0011595	ENSCAFG00000002793.4	ENSACAG00000004784.3
OG0011596	ENSCAFG00000002782.4	ENSACAG00000029103.1
OG0011597	ENSCAFG00000012076.3	ENSACAG00000012132.3
OG0011598	ENSCAFG00000012041.5	ENSACAG00000012184.3
OG0011599	ENSCAFG00000012018.5	ENSACAG00000012274.3
OG0011600	ENSCAFG00000011992.2	ENSACAG00000012328.3
OG0011601	ENSCAFG00000011969.4	ENSACAG00000012386.2
OG0011602	ENSCAFG00000002702.5	ENSACAG00000005078.3
OG0011603	ENSCAFG00000011906.4	ENSACAG00000012576.2
OG0011604	ENSCAFG00000000295.4	ENSACAG00000008420.3
OG0011605	ENSCAFG00000000296.4	ENSACAG00000008206.3
OG0011606	ENSCAFG00000000300.5	ENSACAG00000008187.2
OG0011607	ENSCAFG00000000305.4	ENSACAG00000028361.1
OG0011608	ENSCAFG00000000307.4	ENSACAG00000008093.3
OG0011609	ENSCAFG00000000380.4	ENSACAG00000001630.3
OG0011610	ENSCAFG00000011710.4	ENSACAG00000027709.1
OG0011611	ENSCAFG00000016311.6	ENSACAG00000004234.3
OG0011612	ENSCAFG00000047673.1, ENSCAFG00000029439.2	ENSACAG00000023361.1
OG0011613	ENSCAFG00000005486.5	ENSACAG00000010368.3
OG0011614	ENSCAFG00000005459.5	ENSACAG00000010288.3
OG0011615	ENSCAFG00000005344.4	ENSACAG00000009992.3
OG0011616	ENSCAFG00000000322.4	ENSACAG00000007944.2
OG0011617	ENSCAFG00000000326.5	ENSACAG00000007441.3
OG0011618	ENSCAFG00000023650.3	ENSACAG00000009874.2
OG0011619	ENSCAFG00000028684.2	ENSACAG00000009823.2
OG0011620	ENSCAFG00000005254.3	ENSACAG00000008673.3
OG0011622	ENSCAFG00000000329.4	ENSACAG00000007406.3
OG0011623	ENSCAFG00000000335.4	ENSACAG00000007386.3
OG0011624	ENSCAFG00000000366.4	ENSACAG00000007050.3
OG0011625	ENSCAFG00000000770.4	ENSACAG00000003319.3
