P_guttatus_protein,P_Mucros.pep,python_protein,Pm_geneid
XP_034278372.1,XP_015675120.1,XP_007428939.1,107290730
XP_034278077.1,XP_015675126.1,XP_007427482.1,107290733
XP_034278076.1,XP_015675138.1,XP_007427485.1,107290743
XP_034278074.1,XP_015675151.1,XP_007427607.1,107290751
XP_034258633.1,XP_015675168.1,XP_025026103.1,107290766
XP_034259704.1,XP_029140644.1,XP_007425295.1,107290768
XP_034294794.1,XP_015675176.1,XP_007441283.1,107290774
XP_034264508.1,XP_015675186.1,XP_007437685.1,107290783
XP_034264511.1,XP_015675198.1,XP_007437287.1,107290790
XP_034273770.1,XP_015675226.1,XP_007437204.1,107290815
XP_034273773.1,XP_015675230.1,XP_007434232.1,107290818
XP_034287867.1,XP_015675232.1,XP_025031864.1,107290820
XP_034295858.1,XP_015675256.1,XP_015744207.1,107290841
XP_034295860.1,XP_015675257.1,XP_007421093.1,107290843
XP_034295865.1,XP_015675259.1,XP_007421098.1,107290845
XP_034295895.1,XP_015675268.1,XP_007423302.1,107290850
XP_034295877.1,XP_015675271.2,XP_007421110.3,107290853
XP_034298332.1,XP_015675280.1,XP_007421773.1,107290862
XP_034268300.1,XP_015675296.2,XP_025026208.1,107290871
XP_034293042.1,XP_015675314.1,XP_007423846.1,107290888
XP_034268256.1,XP_015675319.1,XP_025020934.1,107290890
XP_034275273.1,XP_015675316.1,XP_025022074.1,107290891
XP_034288685.1,XP_015675317.1,XP_007441351.1,107290892
XP_034288684.1,XP_015675318.1,XP_007442153.2,107290893
XP_034288680.1,XP_015675322.1,XP_007442590.1,107290896
XP_034264605.1,XP_015675342.1,XP_007440776.2,107290915
XP_034287654.1,XP_015675351.1,XP_015743795.1,107290922
XP_034287649.1,XP_015675353.1,XP_025031220.1,107290924
XP_034284241.1,XP_015675367.1,XP_007424885.1,107290937
XP_034284238.1,XP_015675371.1,XP_025020295.1,107290939
XP_034284239.1,XP_015675372.1,XP_007424886.1,107290940
XP_034292588.1,XP_015675375.1,XP_025024670.1,107290943
XP_034289434.1,XP_015675380.1,XP_007434105.1,107290949
XP_034268281.1,XP_015675385.1,XP_007428334.1,107290952
XP_034289433.1,XP_015675383.1,XP_007436680.1,107290953
XP_034296731.1,XP_015675393.1,XP_007423427.1,107290964
XP_034296738.1,XP_029140677.1,XP_007438627.1,107290965
XP_034296735.1,XP_029140678.1,XP_007435342.1,107290966
XP_034257630.1,XP_029140679.1,XP_015747101.1,107290969
XP_034257697.1,XP_029140680.1,XP_025019237.1,107290971
XP_034268195.1,XP_015675406.1,XP_007421310.1,107290976
XP_034268186.1,XP_015675410.1,XP_025026311.1,107290978
XP_034296355.1,XP_015675432.1,XP_007437211.1,107290996
XP_034275152.1,XP_015675434.1,XP_015744006.1,107290998
XP_034275150.1,XP_029140684.1,XP_007430759.1,107291000
XP_034273722.1,XP_015675445.1,XP_007438297.1,107291010
XP_034273725.1,XP_015675446.1,XP_007443071.2,107291012
XP_034269425.1,XP_015675447.2,XP_025019685.1,107291013
XP_034268296.1,XP_029140698.1,XP_007434152.1,107291020
XP_034283075.1,XP_015675459.1,XP_007428492.1,107291023
XP_034283074.1,XP_015675463.1,XP_007428489.1,107291027
XP_034283092.1,XP_015675465.1,XP_007435160.1,107291029
XP_034295753.1,XP_015675482.1,XP_007425949.1,107291041
XP_034295571.1,XP_015675493.1,XP_025023169.1,107291052
XP_034272509.1,XP_015675492.1,XP_007423249.1,107291054
XP_034264748.1,XP_015675497.1,XP_007426745.1,107291057
XP_034273100.1,XP_015675502.1,XP_007444158.1,107291062
XP_034273537.1,XP_015675508.1,XP_025031023.1,107291067
XP_034273554.1,XP_015675514.1,XP_015744430.1,107291072
XP_034266360.1,XP_015675523.2,XP_007442604.1,107291081
XP_034266370.1,XP_029140704.1,XP_025021984.1,107291084
XP_034273006.1,XP_015675528.1,XP_007426430.1,107291085
XP_034273017.1,XP_029140708.1,XP_007439584.1,107291094
XP_034281637.1,XP_015675557.1,XP_007430909.1,107291109
XP_034267744.1,XP_015675563.1,XP_025020592.1,107291115
XP_034295547.1,XP_029140730.1,XP_025023167.1,107291126
XP_034296688.1,XP_029140717.1,XP_007437286.2,107291127
XP_034292316.1,XP_015675580.1,XP_025024204.1,107291132
XP_034277793.1,XP_015675592.1,XP_007431099.1,107291141
XP_034284223.1,XP_015675595.1,XP_007427015.1,107291143
XP_034284229.1,XP_029140721.1,XP_015745153.1,107291144
XP_034270027.1,XP_029140724.1,XP_007434533.2,107291159
XP_034277835.1,XP_015675621.1,XP_025019744.1,107291170
XP_034297034.1,XP_015675626.1,XP_007426442.1,107291174
XP_034297030.1,XP_015675628.1,XP_007426444.3,107291176
XP_034296996.1,XP_015675634.1,XP_007440822.1,107291181
XP_034297039.1,XP_015675637.1,XP_007426438.1,107291184
XP_034285663.1,XP_015675638.1,XP_007428281.1,107291185
XP_034285664.1,XP_015675644.1,XP_007428278.2,107291190
XP_034291922.1,XP_015675655.1,XP_025020783.1,107291199
XP_034283848.1,XP_015675658.1,XP_007431593.1,107291202
XP_034285489.1,XP_029140975.1,XP_007435376.1,107291204
XP_034283825.1,XP_015675668.1,XP_007438397.1,107291210
XP_034290527.1,XP_015675677.1,XP_025027429.1,107291219
XP_034277274.1,XP_015675681.1,XP_007439534.1,107291223
XP_034297921.1,XP_015675687.1,XP_007420601.2,107291231
XP_034264687.1,XP_015675690.1,XP_015745741.1,107291234
XP_034289205.1,XP_029140738.1,XP_007430290.1,107291238
XP_034268064.1,XP_015675695.2,XP_007423791.1,107291239
XP_034266657.1,XP_015675716.1,XP_025028498.1,107291247
XP_034266665.1,XP_015675722.1,XP_025028540.1,107291252
XP_034293207.1,XP_015675725.1,XP_007422909.1,107291255
XP_034293203.1,XP_015675726.1,XP_015742952.2,107291256
XP_034293209.1,XP_015675735.1,XP_007420337.1,107291261
XP_034292875.1,XP_015675737.1,XP_007432349.1,107291263
XP_034274351.1,XP_015675754.1,XP_025024260.1,107291275
XP_034290855.1,XP_015675772.1,XP_007435159.1,107291294
XP_034290969.1,XP_015675773.1,XP_025026895.1,107291295
XP_034274368.1,XP_029140757.1,XP_007433559.1,107291297
XP_034290970.1,XP_015675774.1,XP_007435156.1,107291298
XP_034269363.1,XP_029140745.1,XP_025019796.1,107291304
XP_034269380.1,XP_015675783.1,XP_007442172.2,107291305
XP_034258918.1,XP_029140751.1,XP_025030812.1,107291332
XP_034291970.1,XP_015675823.1,XP_007439019.1,107291344
XP_034274349.1,XP_015675840.1,XP_025028938.1,107291357
XP_034280121.1,XP_015675844.1,XP_025030525.1,107291362
XP_034280117.1,XP_015675867.1,XP_007440842.1,107291387
XP_034274357.1,XP_015675877.1,XP_007431164.1,107291393
XP_034298006.1,XP_029140764.1,XP_025020319.1,107291401
XP_034259695.1,XP_015675902.1,XP_007442235.1,107291421
XP_034266553.1,XP_015675915.1,XP_025019686.1,107291432
XP_034266549.1,XP_015675916.1,XP_025019689.1,107291433
XP_034271852.1,XP_015675923.1,XP_015745314.1,107291440
XP_034271876.1,XP_015675924.1,XP_007428376.1,107291441
XP_034269281.1,XP_029140778.1,XP_025022477.1,107291452
XP_034270177.1,XP_015675947.1,XP_007429992.1,107291463
XP_034277586.1,XP_015675951.1,XP_007433999.1,107291468
XP_034289593.1,XP_015675960.1,XP_007434642.1,107291475
XP_034289613.1,XP_015675962.1,XP_007443063.1,107291478
XP_034289603.1,XP_015675963.1,XP_025031912.1,107291479
XP_034289615.1,XP_015675964.1,XP_007419886.1,107291480
XP_034289621.1,XP_015675968.2,XP_025020638.1,107291482
XP_034289591.1,XP_015675980.1,XP_007434638.1,107291496
XP_034289623.1,XP_029140784.1,XP_025019291.1,107291500
XP_034285467.1,XP_015676029.1,XP_025020839.1,107291506
XP_034285051.1,XP_015675994.1,XP_007421654.1,107291510
XP_034285082.1,XP_015676003.1,XP_007421665.1,107291514
XP_034283326.1,XP_015676014.1,XP_007431143.1,107291524
XP_034298360.1,XP_015676021.1,XP_007427406.1,107291529
XP_034262944.1,XP_029140789.1,XP_007423132.1,107291539
XP_034276210.1,XP_015676038.1,XP_007423133.1,107291541
XP_034270454.1,XP_015676044.1,XP_007431251.1,107291547
XP_034296049.1,XP_015676046.1,XP_007434350.2,107291549
XP_034296056.1,XP_015676047.1,XP_007441954.1,107291550
XP_034296058.1,XP_015676055.1,XP_025030451.1,107291554
XP_034279969.1,XP_015676062.1,XP_025018733.1,107291559
XP_034279908.1,XP_015676063.1,XP_007422705.2,107291560
XP_034272545.1,XP_015676066.1,XP_007430193.1,107291563
XP_034279970.1,XP_015676073.1,XP_007422704.1,107291570
XP_034272547.1,XP_029140795.1,XP_025023643.1,107291579
XP_034279980.1,XP_015676090.2,XP_025026505.1,107291584
XP_034268081.1,XP_015676097.1,XP_025019531.1,107291589
XP_034279968.1,XP_029140793.1,XP_025018734.1,107291591
XP_034281135.1,XP_029140797.1,XP_025020076.1,107291592
XP_034266247.1,XP_015676105.1,XP_007428187.1,107291602
XP_034266231.1,XP_015676107.1,XP_007432042.1,107291604
XP_034266225.1,XP_015676110.1,XP_007436406.1,107291606
XP_034268108.1,XP_015676120.1,XP_007420785.1,107291612
XP_034267312.1,XP_015676122.1,XP_015746427.1,107291616
XP_034267314.1,XP_015676123.1,XP_025021985.1,107291617
XP_034294322.1,XP_015676166.2,XP_007438194.2,107291658
XP_034294509.1,XP_015676173.1,XP_025029403.1,107291666
XP_034272271.1,XP_015676180.1,XP_007441421.1,107291672
XP_034282660.1,XP_015676186.1,XP_007433896.1,107291679
XP_034258734.1,XP_015676195.1,XP_007436794.1,107291685
XP_034280447.1,XP_015676209.1,XP_025025373.1,107291695
XP_034280467.1,XP_015676213.1,XP_007440327.1,107291699
XP_034285477.1,XP_015676254.1,XP_007425730.1,107291702
XP_034282855.1,XP_015676223.1,XP_025027555.1,107291710
XP_034258775.1,XP_015676230.1,XP_007441917.3,107291714
XP_034277860.1,XP_015676233.1,XP_025028700.1,107291718
XP_034258706.1,XP_015676241.1,XP_007433473.1,107291723
XP_034265993.1,XP_015676239.1,XP_007431331.1,107291725
XP_034286478.1,XP_015676246.1,XP_015743039.1,107291730
XP_034294681.1,XP_015676257.1,XP_025020499.1,107291738
XP_034258940.1,XP_015676264.1,XP_007442929.2,107291745
XP_034292654.1,XP_015676265.1,XP_007425250.1,107291747
XP_034264427.1,XP_029140844.1,XP_025020428.1,107291752
XP_034264431.1,XP_015676272.1,XP_007425102.1,107291753
XP_034286220.1,XP_015676289.1,XP_015745158.1,107291765
XP_034268339.1,XP_015676293.1,XP_007427519.1,107291768
XP_034268305.1,XP_015676297.1,XP_007427515.1,107291770
XP_034268223.1,XP_015676298.1,XP_015743419.1,107291771
XP_034268196.1,XP_015676299.1,XP_007425875.1,107291772
XP_034268155.1,XP_015676300.1,XP_025020948.1,107291773
XP_034267753.1,XP_015676346.2,XP_015744916.1,107291827
XP_034258655.1,XP_015676364.1,XP_015746063.1,107291841
XP_034266617.1,XP_015676365.1,XP_015744193.1,107291845
XP_034266622.1,XP_029140859.1,XP_007443022.2,107291850
XP_034290712.1,XP_015676386.1,XP_007426172.1,107291862
XP_034260353.1,XP_015676393.1,XP_007434848.1,107291870
XP_034259268.1,XP_029140863.1,XP_007438782.2,107291875
XP_034286483.1,XP_015676410.1,XP_007440190.1,107291884
XP_034283371.1,XP_015676443.1,XP_007444983.1,107291907
XP_034283382.1,XP_015676445.1,XP_007435668.1,107291909
XP_034265438.1,XP_029140876.1,XP_007436923.1,107291914
XP_034265430.1,XP_015676458.1,XP_007430161.1,107291922
XP_034288078.1,XP_015676470.1,XP_025028603.1,107291931
XP_034288079.1,XP_015676472.1,XP_007433030.2,107291934
XP_034294071.1,XP_015676475.1,XP_007437533.1,107291936
XP_034260980.1,XP_015676496.1,XP_007434349.1,107291954
XP_034260991.1,XP_029140897.1,XP_007434348.1,107291965
XP_034265916.1,XP_015676527.1,XP_007432480.1,107291984
XP_034292704.1,XP_015676536.1,XP_007433793.1,107291994
XP_034272608.1,XP_015676542.1,XP_025023642.1,107291999
XP_034283922.1,XP_015676544.1,XP_015745810.1,107292001
XP_034273269.1,XP_015676571.1,XP_007435081.1,107292025
XP_034270515.1,XP_015676573.1,XP_007426697.1,107292027
XP_034270517.1,XP_015676578.1,XP_007426690.1,107292029
XP_034295201.1,XP_015676585.1,XP_007433186.2,107292039
XP_034291646.1,XP_015676588.1,XP_007437519.1,107292041
XP_034265011.1,XP_015676605.1,XP_007423411.1,107292059
XP_034265005.1,XP_015676606.1,XP_007423414.1,107292060
XP_034272287.1,XP_015676618.1,XP_007429300.1,107292072
XP_034261128.1,XP_015676628.1,XP_007434545.1,107292079
XP_034283060.1,XP_029140915.1,XP_007445080.1,107292086
XP_034294702.1,XP_015676631.1,XP_007425027.1,107292088
XP_034294716.1,XP_015676640.1,XP_025020385.1,107292095
XP_034268114.1,XP_015676650.1,XP_007420791.1,107292106
XP_034268110.1,XP_015676652.1,XP_007420787.1,107292108
XP_034267709.1,XP_029140926.1,XP_025019954.1,107292114
XP_034267706.1,XP_015676660.2,XP_015744655.2,107292116
XP_034267249.1,XP_015676663.1,XP_015745022.2,107292119
XP_034285366.1,XP_015676667.1,XP_007425368.1,107292120
XP_034289103.1,XP_015676681.1,XP_025026627.1,107292133
XP_034289114.1,XP_015676682.1,XP_007434780.1,107292134
XP_034272974.1,XP_015676683.1,XP_007429418.1,107292135
XP_034272969.1,XP_015676686.1,XP_007429423.1,107292137
XP_034284460.1,XP_029140931.1,XP_015746388.1,107292148
XP_034272732.1,XP_015676701.1,XP_025023293.1,107292150
XP_034292608.1,XP_015676706.1,XP_007436267.1,107292158
XP_034281913.1,XP_015676717.1,XP_007432814.1,107292169
XP_034257311.1,XP_029140934.1,XP_007428902.1,107292174
XP_034289391.1,XP_029140938.1,XP_025033470.1,107292182
XP_034289377.1,XP_029140936.1,XP_025033466.1,107292185
XP_034289368.1,XP_015676739.1,XP_007422519.1,107292188
XP_034287519.1,XP_015676748.1,XP_025031432.1,107292194
XP_034268395.1,XP_015676752.1,XP_007423551.2,107292198
XP_034285500.1,XP_015676789.1,XP_007435372.1,107292200
XP_034268742.1,XP_015676761.1,XP_007431028.1,107292204
XP_034267761.1,XP_015676770.1,XP_025031507.1,107292213
XP_034261025.1,XP_015676775.1,XP_025020650.1,107292216
XP_034286169.1,XP_015676787.1,XP_007423897.1,107292228
XP_034265022.1,XP_015676804.1,XP_025026170.1,107292241
XP_034267758.1,XP_015676807.1,XP_007426010.1,107292244
XP_034295349.1,XP_015676813.1,XP_015746516.1,107292247
XP_034264913.1,XP_015676818.1,XP_025025550.1,107292255
XP_034264921.1,XP_015676819.1,XP_025025497.1,107292256
XP_034295350.1,XP_015676824.1,XP_007422310.1,107292258
XP_034294430.1,XP_015676821.1,XP_015745796.2,107292259
XP_034278103.1,XP_015676823.1,XP_007422507.1,107292261
XP_034259598.1,XP_015676839.1,XP_025028816.1,107292275
XP_034258587.1,XP_015676841.1,XP_025023020.1,107292277
XP_034259605.1,XP_015676844.1,XP_007438052.1,107292280
XP_034283429.1,XP_015676846.1,XP_007430686.1,107292282
XP_034266526.1,XP_015676858.1,XP_025019758.1,107292291
XP_034283735.1,XP_015676862.1,XP_007424022.1,107292294
XP_034296791.1,XP_029140959.1,XP_007441118.2,107292309
XP_034296810.1,XP_015676881.1,XP_025033213.1,107292312
XP_034294771.1,XP_015676919.1,XP_007440881.1,107292352
XP_034294762.1,XP_015676926.1,XP_007420163.1,107292360
XP_034279856.1,XP_029140971.1,XP_007428043.1,107292362
XP_034294819.1,XP_015676939.1,XP_007422848.1,107292367
XP_034277823.1,XP_015676938.1,XP_015743458.2,107292370
XP_034270284.1,XP_015676947.1,XP_007440054.1,107292375
XP_034294815.1,XP_015676951.1,XP_007422845.1,107292376
XP_034270287.1,XP_015676948.1,XP_007422207.1,107292377
XP_034274195.1,XP_015676958.1,XP_025025815.1,107292386
XP_034274201.1,XP_015676964.1,XP_007437056.1,107292391
XP_034264774.1,XP_015677036.1,XP_025020312.1,107292462
XP_034261567.1,XP_015677040.1,XP_007421164.1,107292466
XP_034261551.1,XP_015677041.1,XP_025025245.1,107292467
XP_034263300.1,XP_015677048.1,XP_007432642.1,107292472
XP_034265094.1,XP_015677057.1,XP_007429122.1,107292478
XP_034265097.1,XP_015677061.1,XP_007429116.1,107292481
XP_034265102.1,XP_015677062.1,XP_007429119.1,107292482
XP_034272354.1,XP_015677064.1,XP_007428602.1,107292484
XP_034285501.1,XP_015677115.1,XP_007432312.1,107292496
XP_034294938.1,XP_015677101.1,XP_007433651.1,107292518
XP_034293359.1,XP_015677108.1,XP_007443378.2,107292524
XP_034271088.1,XP_015677109.1,XP_025031336.1,107292525
XP_034271091.1,XP_015677110.1,XP_025028646.1,107292526
XP_034288014.1,XP_015677118.1,XP_007440557.1,107292533
XP_034264395.1,XP_015677119.1,XP_025023270.1,107292534
XP_034270195.1,XP_015677127.1,XP_007437902.2,107292542
XP_034270199.1,XP_015677128.1,XP_007425587.1,107292543
XP_034276429.1,XP_015677138.1,XP_025027578.1,107292553
XP_034289344.1,XP_029141011.1,XP_015742886.1,107292554
XP_034289370.1,XP_015677140.1,XP_007424332.1,107292555
XP_034281666.1,XP_015677157.1,XP_025021910.1,107292567
XP_034281673.1,XP_015677165.1,XP_025021896.1,107292575
XP_034281662.1,XP_015677168.1,XP_025021915.1,107292578
XP_034281657.1,XP_015677171.1,XP_025021911.1,107292581
XP_034288587.1,XP_029141015.1,XP_025027610.1,107292592
XP_034281321.1,XP_015677198.1,XP_025030676.1,107292601
XP_034281312.1,XP_015677200.1,XP_007422617.1,107292603
XP_034281278.1,XP_015677205.1,XP_025021095.1,107292607
XP_034270665.1,XP_015677210.1,XP_025022009.1,107292613
XP_034270674.1,XP_015677211.1,XP_015743434.1,107292614
XP_034270664.1,XP_015677212.1,XP_007427582.1,107292615
XP_034284800.1,XP_029141021.1,XP_007422833.1,107292634
XP_034276103.1,XP_015677263.1,XP_025030903.1,107292666
XP_034261647.1,XP_029141029.1,XP_025026973.1,107292668
XP_034285506.1,XP_015677333.1,XP_007428011.1,107292700
XP_034264574.1,XP_015677316.1,XP_007434143.1,107292720
XP_034264563.1,XP_015677318.1,XP_007434149.1,107292723
XP_034265855.1,XP_015677325.1,XP_025021800.1,107292728
XP_034265859.1,XP_015677326.1,XP_007420618.1,107292729
XP_034265860.1,XP_015677327.1,XP_007420617.1,107292730
XP_034281630.1,XP_015677332.1,XP_025019538.1,107292733
XP_034281629.1,XP_015677335.1,XP_015745148.1,107292734
XP_034281623.1,XP_015677336.1,XP_015745149.1,107292735
XP_034266406.1,XP_015677343.1,XP_007425008.1,107292741
XP_034278202.1,XP_015677347.1,XP_025028294.1,107292744
XP_034278335.1,XP_015677349.1,XP_015745133.1,107292746
XP_034278334.1,XP_015677355.1,XP_007436817.1,107292753
XP_034295198.1,XP_015677361.1,XP_025025530.1,107292757
XP_034295194.1,XP_015677365.1,XP_007440153.1,107292760
XP_034287577.1,XP_015677372.1,XP_007439128.1,107292767
XP_034287598.1,XP_015677379.1,XP_007431438.1,107292774
XP_034287595.1,XP_015677381.1,XP_007431442.1,107292775
XP_034287574.1,XP_015677384.1,XP_007439125.1,107292777
XP_034287576.1,XP_015677385.1,XP_007439127.1,107292778
XP_034268946.1,XP_015677397.1,XP_007420799.1,107292788
XP_034274925.1,XP_015677417.1,XP_007432742.1,107292804
XP_034281907.1,XP_015677442.1,XP_025029418.1,107292829
XP_034281905.1,XP_015677443.1,XP_015745376.1,107292830
XP_034285521.1,XP_015677548.1,XP_007428016.1,107292901
XP_034280981.1,XP_015677514.1,XP_007427996.1,107292903
XP_034280836.1,XP_015677519.1,XP_025031071.1,107292905
XP_034274546.1,XP_015677542.1,XP_007431572.1,107292930
XP_034273440.1,XP_015677544.1,XP_007431573.1,107292932
XP_034273441.1,XP_015677546.1,XP_007431565.1,107292934
XP_034273897.1,XP_015677570.1,XP_007431160.2,107292953
XP_034287384.1,XP_015677586.1,XP_007421959.1,107292969
XP_034262133.1,XP_029141106.1,XP_007435530.1,107292970
XP_034262244.1,XP_015677590.1,XP_007422378.1,107292976
XP_034279681.1,XP_015677591.1,XP_007432454.1,107292977
XP_034291590.1,XP_015677595.1,XP_025028792.1,107292982
XP_034284142.1,XP_015677609.1,XP_025030576.1,107292993
XP_034287378.1,XP_015677616.1,XP_007421964.1,107292997
XP_034265324.1,XP_015677618.1,XP_007424584.1,107293002
XP_034265325.1,XP_015677619.1,XP_025020048.1,107293003
XP_034285526.1,XP_015677655.1,XP_007424365.1,107293004
XP_034265328.1,XP_015677620.2,XP_007434752.1,107293005
XP_034265322.1,XP_015677622.1,XP_007424587.1,107293007
XP_034283899.1,XP_015677624.1,XP_007441961.1,107293010
XP_034288701.1,XP_015677626.1,XP_025021495.1,107293012
XP_034274812.1,XP_015677662.1,XP_007423589.1,107293045
XP_034269617.1,XP_029141136.1,XP_025020627.1,107293046
XP_034269609.1,XP_015677664.1,XP_007425419.1,107293047
XP_034269663.1,XP_015677671.1,XP_007442843.2,107293053
XP_034267094.1,XP_015677674.1,XP_007438603.1,107293055
XP_034274011.1,XP_015677689.1,XP_025020670.1,107293070
XP_034273998.1,XP_015677696.1,XP_007435615.1,107293075
XP_034274018.1,XP_015677701.1,XP_025020673.1,107293079
XP_034286993.1,XP_015677735.1,XP_007420416.1,107293109
XP_034269384.1,XP_015677738.1,XP_007423430.1,107293116
XP_034266630.1,XP_015677749.1,XP_025028445.1,107293128
XP_034286965.1,XP_015677760.1,XP_007438355.1,107293139
XP_034286953.1,XP_015677763.1,XP_015742866.1,107293143
XP_034257237.1,XP_015677776.1,XP_007430430.1,107293153
XP_034279926.1,XP_015677790.1,XP_007435121.1,107293162
XP_034277905.1,XP_029141164.1,XP_007441455.1,107293172
XP_034261364.1,XP_015677806.1,XP_007441452.1,107293178
XP_034291209.1,XP_029141166.1,XP_007441331.1,107293179
XP_034291205.1,XP_015677810.1,XP_015743695.1,107293181
XP_034294547.1,XP_015677818.1,XP_007428722.1,107293190
XP_034294756.1,XP_015677825.1,XP_007441694.1,107293197
XP_034294768.1,XP_015677826.1,XP_007432819.1,107293199
XP_034257952.1,XP_015677829.1,XP_007425674.1,107293202
XP_034290496.1,XP_015677832.1,XP_007437020.1,107293204
XP_034269511.1,XP_015677846.1,XP_025019682.1,107293217
XP_034280528.1,XP_015677848.1,XP_007423409.1,107293219
XP_034288651.1,XP_015677874.1,XP_007429637.1,107293244
XP_034288667.1,XP_015677879.1,XP_007430447.1,107293249
XP_034264978.1,XP_015677884.1,XP_007433539.1,107293254
XP_034279341.1,XP_029141183.1,XP_007420807.1,107293256
XP_034294792.1,XP_015677893.1,XP_015743062.1,107293263
XP_034268981.1,XP_015677904.1,XP_007429330.1,107293271
XP_034261461.1,XP_015677910.1,XP_007431722.1,107293276
XP_034288279.1,XP_015677924.1,XP_007423980.1,107293285
XP_034288274.1,XP_015677928.1,XP_007425480.2,107293293
XP_034267119.1,XP_029141203.1,XP_007443410.2,107293301
XP_034265908.1,XP_015677935.1,XP_007429482.2,107293302
XP_034265901.1,XP_015677936.1,XP_007438420.1,107293303
XP_034289449.1,XP_015677945.1,XP_007437739.1,107293311
XP_034289447.1,XP_015677946.1,XP_007437741.1,107293312
XP_034264089.1,XP_015677961.1,XP_007439168.1,107293323
XP_034273282.1,XP_015677970.1,XP_007441947.2,107293335
XP_034273275.1,XP_029141215.1,XP_015744723.1,107293339
XP_034264759.1,XP_029141216.1,XP_007434652.2,107293341
XP_034265446.1,XP_015678027.1,XP_007435652.1,107293390
XP_034265454.1,XP_015678031.1,XP_025027171.1,107293394
XP_034288097.1,XP_015678038.1,XP_007421276.1,107293402
XP_034288089.1,XP_015678043.1,XP_007434041.1,107293406
XP_034291676.1,XP_029141233.1,XP_007422501.1,107293409
XP_034291682.1,XP_015678048.1,XP_025033464.1,107293411
XP_034291679.1,XP_015678051.1,XP_007422497.1,107293413
XP_034291740.1,XP_015678053.1,XP_007422502.1,107293415
XP_034291659.1,XP_015678055.1,XP_007422493.1,107293417
XP_034291674.1,XP_015678058.1,XP_025033461.1,107293421
XP_034279852.1,XP_015678073.1,XP_007430294.1,107293434
XP_034296646.1,XP_015678075.1,XP_007427743.2,107293436
XP_034279786.1,XP_029141237.1,XP_007426404.2,107293438
XP_034273310.1,XP_015678087.1,XP_025029987.1,107293449
XP_034273391.1,XP_015678089.1,XP_007440565.1,107293451
XP_034294355.1,XP_015678093.1,XP_025030085.1,107293455
XP_034272961.1,XP_029141245.1,XP_007428244.1,107293504
XP_034272962.1,XP_015678146.1,XP_007428247.1,107293507
XP_034287533.1,XP_015678147.1,XP_007431799.1,107293508
XP_034292003.1,XP_015678157.1,XP_007441053.1,107293518
XP_034288373.1,XP_015678162.1,XP_007436998.1,107293522
XP_034286285.1,XP_015678172.1,XP_025028662.1,107293532
XP_034286303.1,XP_029141249.1,XP_007439947.2,107293537
XP_034286291.1,XP_015678178.1,XP_007428125.1,107293539
XP_034286306.1,XP_015678181.1,XP_007439948.1,107293541
XP_034286230.1,XP_015678182.1,XP_007431818.1,107293542
XP_034260170.1,XP_015678183.1,XP_007426065.1,107293543
XP_034272998.1,XP_015678192.1,XP_007426424.1,107293553
XP_034296981.1,XP_015678194.1,XP_025027654.1,107293555
XP_034296988.1,XP_029141256.1,XP_007436704.1,107293561
XP_034278066.1,XP_015678213.1,XP_025020584.1,107293572
XP_034278068.1,XP_015678214.2,XP_007437539.1,107293573
XP_034264826.1,XP_015678217.1,XP_025023221.1,107293575
XP_034262168.1,XP_015678225.1,XP_007435622.1,107293581
XP_034262136.1,XP_015678226.1,XP_007435624.1,107293582
XP_034290607.1,XP_029141258.1,XP_025021765.1,107293588
XP_034296339.1,XP_015678237.1,XP_025022672.1,107293597
XP_034295291.1,XP_015678257.1,XP_007425638.1,107293616
XP_034260073.1,XP_015678261.1,XP_007426339.2,107293617
XP_034268442.1,XP_015678278.1,XP_007426286.1,107293635
XP_034268949.1,XP_015678279.1,XP_007426289.1,107293636
XP_034269715.1,XP_015678282.1,XP_007434690.1,107293640
XP_034269705.1,XP_015678283.1,XP_007438324.2,107293641
XP_034283734.1,XP_015678318.1,XP_015742830.2,107293669
XP_034288624.1,XP_015678322.1,XP_025023921.1,107293674
XP_034293403.1,XP_015678334.1,XP_007433138.1,107293686
XP_034272476.1,XP_015678342.1,XP_015747082.1,107293695
XP_034260084.1,XP_015678351.1,XP_007437594.1,107293700
XP_034263147.1,XP_015678350.1,XP_025028738.1,107293703
XP_034265086.1,XP_015678376.1,XP_007423533.1,107293728
XP_034260088.1,XP_015678397.1,XP_007425059.1,107293740
XP_034260049.1,XP_029141357.1,XP_025020405.1,107293749
XP_034281398.1,XP_015678421.1,XP_007437640.1,107293759
XP_034281393.1,XP_015678432.1,XP_007437643.1,107293769
XP_034281375.1,XP_015678437.1,XP_025023979.1,107293774
XP_034281380.1,XP_015678444.1,XP_007443016.1,107293779
XP_034260080.1,XP_015678453.1,XP_025028716.1,107293785
XP_034294535.1,XP_015678452.1,XP_007423218.1,107293788
XP_034286136.1,XP_015678469.1,XP_007426378.1,107293801
XP_034286152.1,XP_015678470.1,XP_007426369.1,107293802
XP_034260091.1,XP_015678483.1,XP_007437917.1,107293810
XP_034260057.1,XP_015678493.1,XP_007437920.1,107293820
XP_034286263.1,XP_015678513.1,XP_007435385.1,107293840
XP_034294374.1,XP_015678518.1,XP_007434936.1,107293844
XP_034294369.1,XP_015678520.2,XP_025026730.1,107293846
XP_034293985.1,XP_015678557.1,XP_025021674.1,107293880
XP_034268880.1,XP_015678574.1,XP_007433064.1,107293899
XP_034268870.1,XP_029141324.1,XP_007433067.1,107293900
