h_genes,m_genes,s_genes,g_gene,a_gene,x_gene,p_gene,dog_gene
140700,229011,107297284,428153,100557168,116408031,100609098,612565
140707,76809,107282797,416812,100557106,549843,736987,100688197
140710,320706,107285584,419159,100560451,100493417,458222,485860
140711,383766,107285571,101747236,100564787,100493022,469932,485861
140738,170706,107296253,770956,100561078,100487438,459575,610386
140739,67921,107302998,424015,100559377,496657,460054,477421
140767,22360,107289606,420822,100561757,779755,750895,478734
140803,225997,107286166,100859603,100562006,100487366,472957,484163
140823,67067,107287098,768833,100564190,100125151,458442,477215
140825,415115,107298444,101751906,100553812,100494896,469958,477248
140838,67311,107287482,421467,100556235,549940,745164,608182
140862,319909,107293285,416740,100565220,100487287,469883,485765
140876,69553,107289382,428169,100556791,100145316,458333,485925
140890,218543,107284187,427168,100562930,100329115,461839,487233
140893,271887,107296203,101747728,103278786,394605,737961,485960
140901,67333,107297746,771724,100560482,100497495,458041,609432
140902,100043899,107300340,100858089,100562357,100492715,469949,485883
142679,68082,107299203,423999,100559204,549071,742729,488433
142685,78910,107293120,417752,100551875,100486500,472496,482279
142686,142687,107297187,416003,100556827,100485487,470829,607136
142891,67630,107298678,428946,100565245,548951,466113,489056
143098,75739,107282824,420481,100563280,100127657,450377,487080
143187,53611,107286256,770885,100564204,779677,738194,100685447
143279,226098,107289978,427031,100567730,100127570,466158,486795
143282,72514,107293538,101751656,103279544,779638,739381,100855624
143384,78832,107290580,423926,100567677,100497029,450771,477836
143425,60510,107294864,423026,100566433,100497543,466425,485365
143458,241576,107292026,423160,100562401,100124916,740387,483423
143684,72826,107295226,418994,100556964,548701,451496,485117
143686,75747,107295230,428089,100557159,100038137,451495,485118
143879,69149,107294269,418976,100568237,100490420,451523,479456
143884,244672,107297398,418973,100567453,733944,466771,479454
143888,68304,107284825,418966,100560260,100145729,736831,489419
144100,233765,107290382,423069,100557212,100485457,104008427,476874
144108,101685,107290715,423083,100558985,779888,451067,476884
144110,67893,107290719,428847,100559177,100135356,466461,485407
144193,71761,107284568,417917,100566232,493273,467099,475432
144233,75284,107292788,431303,100562802,100489630,741514,100685234
144363,67636,107295637,776112,100563376,100135114,465349,477669
144406,269701,107286982,416855,100557915,100491337,465188,477466
144423,319804,107294381,416807,100556323,448395,740439,610050
144453,382427,107283835,417849,100554963,100302039,467066,481158
144455,52679,107290768,417868,100552787,100485885,452090,482575
144535,380654,107284564,417921,103278875,100490177,452148,102153340
144577,270802,107291841,417822,100554166,100379702,745077,474426
144699,101358,107294504,427926,100562751,100487109,107967399,486755
144715,231724,107287000,416868,100565399,100490318,452238,100855506
144717,231717,107286996,101748488,100567941,100487162,467132,486268
144811,210808,107283212,418840,100562047,100494552,452569,476928
145173,381694,107286806,428075,100555333,780006,452523,486017
145258,14836,107290208,396273,100560811,549458,467546,100683589
145270,170952,107287211,772317,100565476,100489669,104002150,610948
145282,73490,107288844,423331,100557996,100379932,452868,480294
145376,210762,107285168,776144,100553751,100497339,452967,611452
145389,625098,107290950,423519,100557044,493479,452955,612894
145407,67419,107302969,423545,103280200,100497155,467467,480336
145483,217705,107290487,423341,100556032,100492844,467505,490777
145497,627607,107285962,428893,103277576,100490780,743140,611994
145501,217738,107284534,428897,100566340,733812,743446,612047
145508,75216,107283946,428899,100565742,100145134,467522,490814
145567,104718,107297248,423407,100551785,100037906,453101,480417
145581,238205,107293686,423599,100565253,100495182,467440,490666
145645,74401,107294061,100857114,100563047,101733955,743640,478286
145748,75099,107283869,427510,100554448,100486000,453681,488709
145853,69478,107283900,101747767,100562774,100488454,748196,487616
145864,67666,107299220,415495,100551977,548802,453630,609165
146057,140810,107294465,423241,100555047,780299,453368,487520
146059,68968,107294466,423239,100558836,100489865,741717,608886
146167,234788,107293762,100857309,100555859,733502,100612142,489685
146177,233813,107292096,416616,100551839,100490749,454349,479813
146183,246190,107292101,416624,100563494,100490578,745342,608655
146223,97487,107288889,415794,100552804,100498042,467993,611358
146456,66269,107283548,101750075,100560744,496652,744308,610951
146664,268510,107291755,427801,100558987,100487001,740411,483337
146691,216810,107289147,416509,100554716,100485384,454481,489540
146705,78777,107286843,422072,100564570,100489372,746211,608257
146712,210004,107282433,417333,100555845,100144992,112206099,608396
146713,52897,107292199,100857589,100563001,100496414,454933,608803
146760,237847,107296195,427828,100555946,779975,468138,491197
146845,71860,107286778,417322,100554092,100127736,100614756,479500
146850,104709,107286775,769202,100553495,780316,746196,608225
146923,217201,107285922,107055304,100553127,100493791,454705,490955
146956,268465,107283761,422104,100560632,779752,747125,491079
147007,195040,107296965,417566,100565530,100145125,454526,491163
147111,77583,107296177,417385,100564438,100145278,100609059,483374
147179,68524,107303082,771898,100567663,100497072,455039,608186
147339,212163,107298476,416381,100566076,548782,455399,612962
147372,320924,107290863,770043,100562448,100495021,455449,610092
147381,12405,107288200,421019,100552982,100127549,468579,483936
147463,225187,107292496,428523,100561633,100496526,741576,606927
147495,494504,107285977,426765,100558168,448576,455287,480209
147841,67629,107285716,107050217,103277634,394654,746242,611174
147991,233115,107291109,768782,100552018,100493540,455919,611998
148113,68709,107282177,430666,100567824,100491609,107969843,484804
148223,66374,107282883,100858862,100563059,733955,455552,612297
148281,54524,107288369,428270,100551806,100488667,457140,483127
148304,319266,107292271,771943,100555536,496431,457700,100687793
148362,71678,107302772,421334,100553358,100125017,457760,478996
148418,75015,114923066,424541,100559336,100135078,456976,479974
148423,66421,107285245,424529,100555544,548713,736413,612531
148479,230936,107284667,101750144,100562170,448626,469786,479592
148523,229599,107289932,107055142,103281449,100489530,457271,100856543
148641,210027,107295945,421518,100558450,100491052,742632,488963
148789,97884,107288312,430770,100557470,496641,469715,479196
148808,213006,107289101,419831,100566315,595041,743171,478943
148811,212933,107295083,419838,100561313,100145660,457674,106557462
148867,66500,107302498,424464,100563076,394867,457061,479924
148870,381580,114922763,101751184,100553943,100489422,457236,489621
148932,100465,107284496,424615,100561563,100494365,742673,482508
148979,230587,107283039,424652,100561304,733550,738808,489582
149041,381305,107302845,424439,100553177,100485305,457530,480065
149069,100504491,107283708,770841,100557256,100496860,456712,611856
149076,230761,107291388,100859829,100554386,779803,743534,487299
149111,72978,107285128,421323,100568229,100497549,457772,100688604
149297,226610,107301232,769830,100555137,100496935,748100,608943
149345,77552,107289277,100859291,100556903,780140,738980,100683706
149371,102058,107290940,421531,100566595,100379923,456495,488973
149420,230809,107295695,419604,100551629,100145304,736983,100684736
149465,68625,107283457,424559,100565303,100496984,469174,475390
149466,66451,107283455,424561,103278681,733817,456818,610810
149483,622665,107283432,424601,100558340,100495562,741569,100684386
149499,74485,107298207,100857743,100554648,101732524,742812,612077
149951,99311,107299514,419286,100554008,116412615,465454,612903
149986,241846,107289388,771330,100568110,595068,458382,485957
149998,320355,107285593,418466,107983176,496511,742726,608069
150084,72058,107292363,418524,100558600,100495273,458555,610716
150209,72168,107299208,416999,100566706,100493696,458670,486440
150223,69101,107293422,771088,100562500,448202,470150,100685573
150275,104479,107287311,416917,103282888,100490526,748190,611823
150290,75219,107285482,417005,100558038,100491030,458760,486357
150365,74369,107285337,417985,100557757,100491257,470226,609694
150368,338368,107285353,427898,100553246,100488560,746709,481225
150383,72355,107286276,418246,100567590,100494076,458911,608872
150465,69737,107296307,416711,100561131,100135000,470483,483065
150572,12180,107302384,373960,100561699,100145429,459386,475758
150678,66915,107301805,770635,107982603,448732,743063,100682558
150684,17846,107293521,769006,100557145,779529,459266,403590
150696,192212,107283443,428200,100564795,100485371,738784,100856542
150726,330369,107296564,428805,100562459,779966,740348,483113
150763,215456,107283449,426550,103282489,100485671,741222,100856013
150864,72750,107290701,424088,100553325,100037848,459886,609222
151050,68691,107301959,424004,100561935,780033,459913,478894
151126,241494,107294306,424124,100560080,100485984,459788,488426
151194,67099,107295641,424094,100556015,100038275,459902,607933
151195,227210,107286158,424093,100554834,549673,737399,488492
151242,75276,107292632,424117,100558812,100170191,459796,100683308
151295,22626,107291497,429039,100567833,100486175,459956,100855597
151354,105005,107290936,421946,100561937,780010,745515,610235
151393,381110,107287465,421465,100556036,779922,470351,483037
151449,238057,107291932,428655,100558839,100496775,470322,102152821
151473,71781,107287770,424784,100562937,100491705,459995,486154
151525,72137,107286371,424331,100560931,100487088,459679,478761
151556,68526,107287385,426454,100558962,100497376,459754,488408
151613,67120,107292387,424970,100560963,733801,460864,478641
151648,72415,107282899,420650,100555610,100135357,460220,610343
151649,110332,107282895,428440,103279142,100490067,470767,477053
151651,211482,107282902,428439,100555998,100490241,460216,485648
151742,242083,107302698,429162,100556632,594892,742596,608708
151827,71827,107299888,424996,100551797,100127617,460841,488151
151835,211232,107290926,101747832,100554735,100125012,460150,610186
151887,67896,107287377,395074,100566609,548813,460586,478566
151903,72654,107286017,420402,103281237,100125177,460328,484785
151963,239796,107299440,424905,100567300,100496005,460937,100684351
151987,232314,107295298,416098,100563915,496569,738645,476556
152002,268880,107291698,424896,100556346,100495920,460947,609818
152006,73469,107293126,427281,100555150,594927,473232,474766
152100,67899,107283765,420659,100567181,100135408,460238,485633
152110,674895,107283750,776071,100553690,100489398,745900,485638
152137,67501,107299081,424906,100562176,100380052,460936,478675
152189,70031,107284382,420665,100551713,100380017,460249,485625
152206,100502861,107284367,420392,100565117,100489430,460296,609625
152404,207683,107287711,418346,100552779,100489577,470890,487989
152485,622675,107286199,422465,100557101,100485396,461664,610376
152503,27059,107287885,422478,100565576,100486995,461537,482645
152518,100978,107292119,100859761,100563424,100126060,107974329,100687977
152559,231474,107303163,770386,100555860,548889,471193,487820
152586,67555,107292436,422448,100567983,100145594,461502,102153780
152831,83379,107302797,425467,100555539,100493640,471168,479110
152926,243382,107290996,422614,100562753,100487567,461368,478473
152992,78890,107296069,422871,100560985,100124986,100611098,488791
153020,320292,107303166,100859744,100555663,549667,471188,607404
153090,69601,107295065,417117,100566271,100145038,473037,491356
153129,268706,107294976,427139,100556685,496801,461868,487210
153222,77128,107289870,416206,100557739,100490775,462272,612888
153241,225523,107292730,426802,100559873,100145455,462024,474659
153328,328258,107293994,416308,100566178,595080,471641,481518
153339,66074,107282197,770790,100560762,548921,104006391,610083
153364,72852,107295174,431565,100560032,100490709,738321,488914
153396,72745,107287614,426919,100556686,100488717,471485,488916
153443,67222,107289434,426795,100564135,496528,741904,608560
153527,66492,107283670,427602,100557888,448699,736814,607047
153572,16372,107287137,373975,100560923,493475,471446,488064
153642,77041,107302783,427116,100564766,100485065,461745,488903
153643,238726,107284596,431568,100561021,100498576,461747,488905
153733,240261,107290897,770644,100556522,100379711,462009,474638
153769,269016,107289848,416346,100566042,100497897,462165,478049
154007,67797,107292213,420925,100557948,100216024,462421,609283
154043,215748,107293014,421646,100563193,100216222,463086,484042
154091,353169,107289908,421696,100552601,100487147,472131,483994
154141,218121,107302573,420826,100552064,100495384,462465,488238
154214,268291,107292531,426209,100567694,100379757,462979,484112
154215,432450,107292532,421720,100567892,100487100,745961,100688012
154313,69329,107284745,421824,100557073,779532,462872,474990
154661,242819,107283334,420535,100555668,394681,746332,482285
154743,101148,107293992,417776,100558407,496879,735339,475290
154796,27494,107284625,422336,100561129,100144927,465814,481022
154810,75723,107294582,428091,100557354,100145436,451491,485122
154865,214704,107293097,417754,100552072,734104,472495,475306
155368,79565,107284699,770708,100565012,100135203,742769,100855952
155382,194309,107284715,100859879,103282155,101733750,472409,489806
155435,381626,107303307,420444,100557032,550090,739510,611426
157378,74868,107283775,428387,100559720,100145439,472856,609394
157506,98711,107288531,420183,100560710,496504,472795,486998
157567,68839,107285210,426304,100559288,100101770,464316,475050
157570,71988,107291038,422004,100559293,100158558,472926,486098
157574,50759,107295747,771262,100565014,100486001,100610516,608213
157638,399603,107297959,770776,100558733,101733578,740794,102157178
157657,67157,107289182,420235,100561631,100489713,739460,611815
157680,666173,107285252,420242,100561074,100490880,740973,481981
157695,72148,107284579,421905,100562199,549024,463957,609462
157697,234086,107291748,421904,100562000,100144976,463959,488554
157769,210998,107295155,770621,100560316,100135267,464374,482035
157777,240697,107295113,428360,100565763,105947627,464218,486982
157807,74438,107294152,421141,100565962,100037913,464201,486969
157869,226866,107288538,420181,100567912,100489582,748352,610426
157922,227634,107300222,417127,100560290,100488075,464848,491257
158038,242384,107290681,431646,100563652,100490134,473211,481570
158067,68870,107296495,430522,100559423,394708,464817,480689
158135,74410,107295053,417115,100558981,779533,473038,491355
158158,242505,107284440,427451,100559442,780339,464548,484152
158219,69863,107291081,427354,100558848,549556,473175,474710
158234,69934,107288647,768672,100556719,100493764,473128,481615
158326,329872,107289357,427355,100558655,100488523,464998,481547
158401,100155,114922780,101747858,103280687,116412367,464659,100687399
158427,272027,107297554,427380,100566129,549302,464600,481622
158471,353211,114922478,768768,100560825,780047,464537,484157
158747,76763,107290064,418627,100564710,493504,465505,491747
158798,434756,107302750,772147,100558118,100491740,736819,611085
158866,108672,107282940,422329,100551574,100488081,104003924,608203
159195,78787,107295622,423746,100567793,100497431,450899,479249
159296,18089,107287744,107053698,100564575,100486189,743725,100684882
159371,240660,107293535,423800,100552275,100487258,466164,100856181
159686,381229,107284682,423882,100556572,779580,450722,477815
159963,241612,107286940,431338,100560865,100495641,451085,476893
159989,234964,107293909,419006,100559921,100380182,736887,476771
160335,278279,107291745,417880,100562819,100124656,452104,482584
160418,237500,107283117,417888,100559068,100145573,467086,475421
160428,216188,107286673,418078,100552265,100127737,452195,474534
160518,320560,107287189,418139,100566874,100216203,465274,477651
160622,56149,107291011,107055398,100554540,100145424,739673,608273
160760,320717,107286978,416869,100565599,100488896,736888,100855437
160777,269693,107288805,416987,103280265,101731791,741687,477504
160851,380921,107283186,769506,100551725,100486581,452564,476932
160857,108811,107283190,428068,100561271,100495022,452568,485460
160897,58245,107293451,418792,100558138,100216054,467300,485522
161145,268567,107285837,423269,100558359,779772,100611528,490741
161176,212073,107290207,423439,100564492,100488509,107968244,490843
161357,320772,107291238,423563,100553868,100490514,467448,480310
161394,238333,107284546,423376,100566529,100491118,743687,480401
161436,319670,107294999,423400,100563770,100145498,453093,490824
161502,75556,107294678,415471,100566199,100145001,453588,610056
161582,67685,107283158,415409,100553549,496594,453458,487567
161725,170711,107283143,415380,100560933,779462,453287,488697
161823,75894,107293002,415391,100562116,100125134,453376,100856728
161835,71313,107296486,423286,100552539,100145648,737356,478256
161882,22761,107283475,415835,103281992,100485888,454304,100684205
162073,319622,107296975,771589,103281705,100493371,453964,100683434
162427,67998,107302413,772215,100558879,549426,741874,490964
162466,237928,107282586,395650,100563935,100492656,455200,491069
162494,246104,107296932,417411,100552010,101732375,747914,491155
162514,246788,107296321,771945,100562061,100487056,468159,491218
163259,329727,107284050,100858235,100552195,780108,469422,483130
163479,320181,107294638,424339,100565053,100492589,457078,490129
163486,329260,107287582,424351,100566253,101735275,469627,490259
163589,214575,107283363,424421,100565174,780220,457554,480050
163747,242602,107294413,424660,100552524,100491026,739637,610535
163782,242553,107287071,424684,100560908,779494,469206,100684819
163786,72776,107302488,424471,100558997,100145631,457053,490142
163859,208768,107291212,421318,100554996,100145674,457781,480111
163882,226744,107302482,421487,103283013,100494682,456499,611848
164045,330149,107294836,424509,100553376,779837,469233,479956
164312,320974,107297360,427686,100567441,100145335,747762,485776
164395,74711,107299760,771843,100557125,116408011,742763,477188
164656,71753,107302576,418046,100560846,100489045,458805,608593
164684,74716,107285349,770780,100553059,100135228,470227,100685691
164781,71227,107287760,424790,100558330,394975,459992,477397
165055,76138,107290885,107051972,103278310,100145464,459479,610991
165186,320159,107296235,421296,100553041,100495375,742593,483018
165257,226359,107299448,107053871,100561667,116407685,470520,483886
165324,217379,107293405,421973,100558518,448090,470326,482992
165545,93838,107292505,100859193,100554080,780200,470409,475784
165829,239845,114923300,418333,103280205,101730302,470896,488000
165918,70238,107294965,770166,100561030,100144920,743342,488029
166336,243548,107290514,771427,100560390,100126208,465217,484699
166348,74589,107302448,427587,100567966,100489900,739628,484625
166378,57815,107283542,422665,100558680,100494828,461474,483840
166379,241950,107283524,422667,100559268,100494407,471296,100686286
166614,70762,107287889,422473,100565968,100487296,461534,482642
166647,70693,107297976,422817,100557892,100492178,471156,488859
166785,109136,107286194,422464,100557298,100485077,471315,482635
166793,75079,107295969,422847,100559011,100125011,461090,488826
166863,633285,107287989,422404,103279025,779956,473494,475475
166929,74442,107282562,422529,100556412,496853,100613097,478505
166968,218613,107292312,427146,100561548,493448,471542,487215
167153,100715,107287871,427178,100564109,780377,461783,607764
167227,70640,107293248,769972,100561966,549617,462001,489086
167359,245269,107288501,768482,100559972,100491267,471558,489218
167410,66643,107285730,374264,100562996,100497418,471587,488894
167465,238803,107289759,431599,100552447,100491828,471521,487242
167555,73942,107289753,100859442,100558846,100487835,471831,479166
167681,244954,107295043,421839,100556951,100490438,472062,481902
167691,75782,107288220,421852,100558721,100496849,472060,481893
167838,378431,107293045,395515,100567009,100495851,463155,476224
168455,72123,114923597,101750427,100553775,100380119,744247,609657
168620,17341,107291742,107049029,100564876,100485413,472455,489869
168667,73230,107283801,420744,100557896,733449,463344,475280
168850,627049,107286327,417747,100564126,100151720,463695,475207
169044,69700,107296379,420315,100558670,101730582,464415,482056
169200,100201,107285749,770964,107982742,100492114,472814,487040
169355,209176,107289243,426785,100560005,448488,472744,482846
169522,240595,107294176,431642,100566149,100498412,473160,609438
169714,227638,107295049,417129,103281876,100158617,464853,607571
169792,226075,107291610,431643,100551985,100496527,464973,484179
170302,11878,107298565,107057587,100554099,100486727,107971188,608251
170392,18302,107295793,423706,100567386,100492443,736222,489044
170394,101631,107285732,423972,103278257,100486049,450837,102153266
170506,72162,107284893,425032,100552515,100495115,460791,477117
170591,268686,107293556,431598,100565884,100489987,471509,610592
170622,66200,107303144,769778,100556767,549218,452601,476946
170689,235130,107289308,419733,100557764,100489270,466853,489275
170691,233332,107283870,415515,100554641,100380150,453682,488708
170692,208936,107286398,100858277,100561111,100487298,737513,489704
170850,225030,107284975,421393,100551687,100485370,470361,483049
171017,269800,107285767,770350,100564812,448352,451790,486723
171019,240322,107286826,415600,100556238,100494209,462039,609332
171023,228790,107298441,428158,100558108,100379981,458168,100688017
171024,118449,107297628,428768,100567593,101733716,461456,611023
171177,228543,107291009,428868,100556070,100038217,467658,487502
171425,69634,107298608,418775,100566356,101731346,452639,476974
171568,78929,107291872,417990,100554623,779851,745514,607850
171586,106861,107293547,421068,100558142,613088,455330,480177
192111,72542,107295450,416789,100564276,448148,452388,486221
192286,67044,107292444,416227,100555372,100135147,471752,479281
195827,66129,107296649,427472,100554930,493529,465250,606835
195828,238673,107296899,100858851,100555320,100492222,473348,100856694
196051,381925,107288607,428987,100565428,100487728,741827,477846
196074,76894,107286939,421606,100564807,100145263,451096,476897
196294,66541,107293752,771365,100551982,549343,466478,475954
196383,80291,107285474,416824,100559274,780001,452344,610599
196385,56087,107285444,416818,100558093,100492440,452355,486244
196394,232566,107287190,418137,100560973,100485350,465272,489046
196441,216345,107283829,417855,100568178,100127555,452077,474449
196463,71772,107298899,417031,100561071,100491964,452273,477493
196500,319352,107285798,418282,100567094,780233,451791,611639
196513,319618,107292529,772197,100566873,100488205,451743,477734
196528,77044,107288301,417804,100556638,100486517,451847,100688573
196740,320736,107293943,423782,100562443,101732447,736357,100685876
197131,22222,107294463,423242,100558444,100490039,453369,487521
197135,67578,107289655,415327,107983536,100216240,742949,100856734
197257,52815,107287375,415689,103281504,100495564,454245,610390
197258,234730,107284158,770049,100558701,100497304,468015,489715
197322,257633,107283518,427561,100568268,100158470,454311,100683704
197335,106618,107295337,416407,100565192,100036617,467859,479894
197358,268857,107290380,416673,100562907,100158644,468110,490033
197370,67711,107302620,416584,100560743,394610,454004,479800
199857,66789,107299996,424484,100561366,100379745,457040,612241
199920,242594,107286635,424668,100551734,100493579,456885,610368
200008,242603,107283017,424658,100566029,100124830,112204095,489579
200010,230612,107284482,424625,100563480,100495397,743632,482502
200014,319965,107283052,772226,100557951,100489497,456856,482497
200081,109658,107283732,419648,100557649,100216167,100614679,487313
200162,74362,107285804,418315,100562296,100170502,457161,607737
200205,216792,107286009,420396,100566495,100489125,457796,482207
200373,226356,107296243,424272,100560681,101730578,459577,476113
200403,70853,107301196,418688,100553173,100494998,459430,474564
200407,263764,107294460,770646,100562972,100491889,459456,611525
200424,194388,107283256,425829,100555822,100036628,459329,483109
200558,72103,107283149,421264,103279496,100127823,459293,481405
200576,18711,107286153,424114,100566486,550069,459908,478890
200734,114716,107287053,421271,100562862,496441,459284,481397
200845,71393,107296583,416067,100556891,100216157,470833,100855620
200894,68146,107293216,418431,100554870,100124913,460534,487934
200916,68028,107296423,100858296,100567253,496910,744838,488163
200931,106407,107298123,424916,100560747,100497099,460958,609420
200933,268882,107294954,770111,100561230,100216147,471091,488031
200942,78267,107297388,416054,100554844,100488297,470818,484771
200959,328699,107302760,430981,100565369,100487991,470869,100684421
201134,76380,107288340,101749632,100553726,100135020,468302,480462
201140,68460,107292538,417304,100556174,100135266,455079,479501
201163,216805,107289144,416503,100551569,496819,454472,479529
201164,194908,107289131,107054610,103280783,549629,454471,489545
201176,544817,107286408,770740,100555277,779583,454752,100688313
201229,66274,107297928,101750365,100560999,100216103,738178,610463
201255,217366,107288863,770573,100551524,100379987,454981,483375
201294,70450,107290196,417369,100555716,100145635,454891,483319
201299,66599,107303100,395228,100566882,100379988,468223,480794
201456,50764,107296191,421017,100553176,779582,455471,100685224
201475,19328,107285985,421048,100556797,779581,736838,403865
201562,70757,107288930,424251,100554600,100216187,746499,608764
201595,68292,107284379,428444,100552304,100495934,746396,485628
201625,110083,107297189,416004,100557021,100216154,460471,484715
201626,211948,107300669,107054443,100564841,734133,461027,484714
201627,211922,107287787,416006,100557221,100497265,460472,476578
201895,68552,107302795,422793,100563864,548807,737705,479105
201931,73067,107291617,107053202,100551759,549127,471337,475489
201965,192174,107302676,428749,100564723,493313,471364,403525
201973,408022,107302671,422549,100559397,548674,471370,475632
202018,231225,107289982,422824,100555099,100491675,461128,488815
202151,223332,114922620,770629,100563815,100498481,471569,489227
202243,76041,107289751,427313,100554213,100170480,742317,487239
202333,76469,107287870,427177,100563913,101734478,461782,479170
202374,269019,107292079,416351,100560900,100490429,471687,487203
202500,21645,107295977,421437,100552901,100487694,462732,609664
202559,170771,107287393,428643,100563971,779662,462799,481859
202915,231832,107290613,769655,100553463,549153,107975669,100856376
203069,71843,107300415,419534,100566520,100488291,464052,477380
203197,230279,107294124,417248,100557255,100485830,464684,612595
203228,73205,107290673,427370,100564635,549016,465031,481569
203238,320226,107291084,427242,100559240,100379793,465003,474713
203259,71901,107298609,768856,100557712,100485411,745905,474748
203286,75691,107291828,420977,100560841,100170596,472991,612138
203427,194744,107297540,422371,100559368,100485727,736881,481030
203547,67048,107292041,422385,100566437,733545,107971223,481074
203859,233246,107294093,422973,100567373,100489787,451080,485416
204851,15257,107288368,419880,100564191,734033,743043,475803
204962,242259,107285067,429117,103279375,100145179,456953,490208
205147,211383,107287739,100859787,100562610,100491939,470536,100687585
205327,73467,107284919,424064,100556606,549281,745943,488462
205428,68861,107293170,424771,100561360,100145480,460752,611428
205564,320213,107296239,424955,100562838,100144689,471052,488033
205717,207806,107284115,418320,100556145,100145754,471060,100855550
206338,74574,107290901,431649,100557107,100496094,462012,481434
207063,236082,107296114,428007,100557092,100487450,473254,609792
219287,72125,107288420,418939,100566094,100038269,452495,100688297
219402,76366,107287173,418930,100553396,780770,452504,477328
219409,14842,107287180,107052208,100555551,734120,467245,100856362
219541,381379,107300630,428854,100556094,100124299,451200,612925
219578,207618,114922310,420539,103279110,100489906,472437,482288
219621,73287,107293180,423662,100562237,100486238,745687,489001
219623,327766,107293179,423663,100566375,100145269,450483,489000
219654,71918,107295621,423722,100557979,100496711,450547,610507
219670,71233,107282814,420498,100551877,100135370,466270,487104
219681,70882,107283637,420503,100567400,407950,450350,477980
219699,107449,107295000,423716,100558529,100492290,736094,479239
219736,216021,107288087,100858074,100565583,100495850,746534,489017
219743,71767,107296301,769373,100566606,100379910,746962,100687512
219770,225152,107284017,420465,100561890,394684,738077,606949
219771,67974,107284018,428412,100559793,100492064,450402,606967
219790,170799,107287905,423660,100565975,100145618,466285,479218
219854,66279,107294869,107055041,100567675,549465,451644,479400
219899,272589,107285545,429536,100566560,100125781,744604,489358
219927,353242,107298171,423000,103278561,549564,451383,476000
219931,233979,107294551,423141,100565414,100492057,747605,483683
219988,225929,107290795,426566,100564102,100124866,466618,609696
220001,71768,107292640,101748485,100553589,100488202,451233,483801
220042,74041,107297827,101750305,103278455,100498385,749000,485160
220047,75338,107299720,425232,103278451,100490826,749077,476781
220064,72284,107285822,423142,100563581,100170452,451387,611721
220164,623279,107289479,421025,100557095,100494237,455464,476173
220202,53404,107288093,395388,100562165,100493495,466090,489014
220213,71198,107283674,420502,103279102,100493984,466024,487102
220296,72927,107295314,428234,100552283,100493229,466840,489305
220323,102644,107285378,395161,100565380,613068,744430,489361
220382,58238,107297831,101751376,103278456,100498232,748983,608651
220388,70054,107293603,426393,100563858,100485641,466729,476782
220416,70859,114922758,107051902,100557071,101734566,452585,476920
220441,320311,107283576,420909,100558624,100486837,468559,609935
220963,66859,107290667,423667,103279757,100485780,450476,488992
220965,71721,107290665,423602,100553456,101730440,450475,488991
220972,71779,107299568,423770,100560251,448095,450431,606989
220988,229279,107286579,100859627,100561076,100144993,470592,608074
221002,70727,107293257,423631,100559801,734010,100615356,477759
221037,108829,107285094,423655,100565185,100487525,450489,479221
221078,74455,107286930,428419,100552396,493487,450336,100855876
221092,68693,107292420,395763,100561795,734041,451263,476053
221120,69113,107289669,423169,100557858,100495476,741336,475938
221143,68043,107286122,418951,100560575,100135122,452464,486048
221150,219114,107286123,418948,100561363,100144945,452468,609400
221154,68514,107286115,418946,100564909,100486652,452475,486044
221178,219140,107288416,418940,100565893,100485539,745230,486040
221184,234577,107293775,415646,100563956,100495261,454111,478115
221264,633979,107298140,771077,100563321,100144994,748497,475022
221294,319638,107292479,421746,100556034,100486902,462954,475036
221302,72580,107293570,421739,100554855,549978,462962,476272
221322,544696,107290962,421725,100552303,100127633,472114,484107
221391,353344,107284311,428670,100554017,100497642,739707,100856777
221400,210510,107284308,428669,100555188,105948404,472020,474925
221421,75564,107289267,421446,100554845,448532,462722,609573
221424,224813,107289359,421454,100555249,100145426,737036,100684893
221458,319991,107290721,428572,100564900,100127668,462668,481782
221656,218214,107286344,420829,100552653,100489838,462459,478733
221662,666794,107291515,420846,100563922,394612,750853,610452
221687,328234,107286349,771221,100563143,100124717,471860,488225
221749,66895,107286483,420880,100558752,100170479,744743,608512
221806,232585,107295792,420587,100563347,100495432,463267,482323
221830,28071,107282966,420603,100565906,100145052,463911,610923
221895,231986,107282773,420633,100567932,100496608,472646,475265
221955,231871,107285513,416625,103280799,100486166,472286,479756
221981,330267,107283858,420585,100554496,100495599,472294,100686606
222183,58212,107294591,417516,100564882,100488662,463485,607984
222223,231014,107298326,418645,100559195,100379878,472433,475216
222234,330050,107298952,417722,103278967,100145453,100613181,475901
222255,380753,107285480,427847,100553380,100498036,463644,475892
222256,68764,107285427,427846,103278968,100498191,463646,475891
222389,209645,107297066,419037,100561109,100493451,450314,102156489
222484,140887,107287179,101749023,100553593,780062,467244,486031
222537,319415,107297710,428621,100566144,100145790,744298,481968
222546,320995,107299087,421737,100554273,100487566,472210,484096
222553,215085,107299802,770279,100553487,779777,472111,484103
222584,208994,107297234,428645,100551957,100495584,462785,481850
222662,328789,107292819,378916,100553080,550023,747242,100856307
222894,114712,107282953,428429,100565706,100124312,472301,482340
223075,232016,114922300,101751288,103279159,100494931,746853,482388
223082,387524,107294005,420678,100558877,100487680,463326,611591
223117,108151,107290558,396332,100559000,100492784,107966132,475929
245711,70891,107298020,101748777,100552248,100127607,459119,100688090
