gene,description,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Pm_1_heart,Pm_10_heart,Pm_3_heart,Pm_5_heart,Pm_8_heart,Pm_1_kidney,Pm_10_kidney,Pm_3_kidney,Pm_5_kidney,Pm_8_kidney,Pm_1_liver,Pm_10_liver,Pm_3_liver,Pm_5_liver,Pm_8_liver,Naja_vg_1,Naja_vg_2,Naja_vg_3,Naja_vg_4,Naja_vg_5,Naja_vg_6,Naja_liv_1,Naja_liv_2,Naja_kid_1,Naja_kid_2,Naja_pan_1,Naja_pan_2,Naja_sg_1,Mus_sg_1,Mus_sg_2,Mus_sg_3,Mus_sg_4,Mus_hrt_1,Mus_hrt_2,Mus_hrt_3,Mus_kidn_1,Mus_kidn_2,Mus_kidn_3,Mus_livr_1,Mus_livr_2,Mus_livr_3,Mus_livr_4,Anole_hrt_1,Anole_hrt_2,Anole_hrt_3,Anole_hrt_4,Anole_kidn_1,Anole_kidn_2,Anole_kidn_3,Anole_kidn_4,Anole_livr_1,Anole_livr_2,Anole_livr_3,Gal_hrt_1,Gal_hrt_2,Gal_hrt_3,Gal_kidn_1,Gal_kidn_2,Gal_kidn_3,Gal_livr_1,Gal_livr_2,Gal_livr_3,Xeno_hrt_2,Xeno_hrt_3,Xeno_kidn_1,Xeno_kidn_2,Xeno_kidn_3,Xeno_livr_1,Xeno_livr_2,Xeno_livr_3,Pan_hrt_1,Pan_hrt_2,Pan_kid_1,Pan_kid_2,Pan_liv,Homo_sg_1,Homo_sg_2,Homo_hrt_1,Homo_hrt_2,Homo_hrt_3,Homo_kidn_1,Homo_kidn_2,Homo_kidn_3,Homo_livr_1,Homo_livr_2,Homo_livr_3,Canis_sg_1,Canis_sg_2,Canis_hrt_1,Canis_hrt_2,Canis_hrt_3,Canis_kidn_1,Canis_kidn_2,Canis_kidn_3,Canis_livr_1,Canis_livr_2,Canis_livr_3,py_sg1,py_sg2,pg_sg1,pg_sg2,mus_slg_1,mus_slg_2,mus_smg_1,mus_smg_2,mus_pg_1,mus_pg_2,gekko_sg1,gekko_sg2
107282413,tubulin folding cofactor D,2228.62,545.85,629.62,1889.44,1251.7,1019.47,2603.91,2745.77,1621.09,1492.39,1071.94,888.71,328.07,1243.69,3154.29,2054.24,3725.42,3132.22,758.01,1795.75,2540,514.43,787.55,524.34,1052.6,360.37,1938.01,1428.81,405.47,937.8,422.09,355.45,630.99,367.15,525.06,608.05,405.68,742.81,476.54,546.95,184.87,205.14,208.19,191.52,388.77,7.88447,3.43974,4.2162,11.9719,10.0523,6.03712,4.61498,3.87191,7.78887,11.8463,5.47845,2.86854,8.24077,5.046822,5.130111,5.4359738,4.908022,7.72008,9.981006,8.577864,38.899467,44.173369,36.841813,25.885425,24.266094,24.262416,27.03499,18.6316,31.6068,26.6311,19.2298,10.8745,56.1568,28.8992,19.4967,38.931,28.6085,22.265,5.214694,9.69623,17.30835,11.64048,22.33359,15.616443,4.64428,8.12097,9.63653,5.618599,6.078273,12.03257,12.65533,13.63046,4.30288,5.18615,7.279343,5.234365,7.1325,24.75390001,32.81515,13.83199903,26.9513007,45.1522738,32.940379,57.806419,63.86914542,32.84824,38.510023,45.4293068,18.8520899,5.6787149,15.90181573,0.621402,0.6653408,7.84427207,22.370591,1.114404,26.4973,1.2355465,10.397274,0.18517,0.265485,18.51665,5.77094,14.9956,3.2269,3.65556,17.0962043,18.856141,5.405647,9.457849,5.23861,3.646895,13.9739,9.77375
107282422,DEAD-box helicase 42,442.23,722.52,723.47,483,278.03,615.62,207,487.01,408.08,315.04,450.06,601.09,365,199,269,237.47,301.08,511,773.51,472.22,399,878.94,2438.04,485.01,608.85,684.25,362.97,135.03,601.51,418,401,588,785,1041,745,508,529,1208,1069,875,223,451,430,449,830,4.98852,6.48719,9.34375,6.99911,10.233,5.23557,9.04608,6.61235,11.7163,21.8611,7.30288,5.49415,24.1268,3.292621,2.92097,4.41407,3.18119,4.744086,3.469009,3.51271,7.539652,6.840598,7.065579,4.198,4.5941,4.66713,4.56239,7.75034,15.1676,17.2574,8.94975,7.97238,19.5904,16.0433,10.4502,10.6339,15.389,7.25568,17.9476,20.3155,19.9387,14.8414,35.2443,22.5277,12.1505,14.4619,13.9253,17.48492,21.9683,26.94756,30.67374,30.35694,13.97898,15.77172,19.11503,48.08931,35.86892032,59.731763,47.9619416,47.019991,37.74375,28.1461,35.05654,32.18392,32.90791,50.46079,33.64802,43.11882,25.35848,6.674152,17.79563,0.084167,0.145565,3.6497,10.058,22.1707,12.7651,0.16315,15.5372,0,0,7.76739,1.10397,8.75968,6.53997,2.78282,4.0168,3.91305,2.237074,4.42692,1.28605,1.472106,2.72173,1.13635
107282465,3'-phosphoadenosine 5'-phosphosulfate synthase 1,269,267,288,139,147,197,109,138,253,124,207,267,212,193,167,144,233,188,376,238,99,205,545,244,280,102,250,80,124,162,74,102,116,119,103,175,99,205,136,140,51,61,58,68,183,5.45131,0.51448,11.2358,9.35796,16.0571,3.78568,5.15956,4.73137,11.8468,14.6117,12.1742,3.30332,15.1265,13.52915,15.467918,15.801726,14.17955,5.32391,5.387017,4.466832,37.841167,37.783656,36.35836,5.910323,5.6865168,6.208272,6.010889729,9.86923,21.0823,15.1631,9.21034,19.5339,49.0454,55.721,18.2644,14.8948,12.6616,5.90177,6.91744,10.6283,16.9443,6.12993,18.9368,19.2379,2.42283,6.4384,6.05767,2.80723,5.948554,18.52135,17.24367,13.88646,3.53673,4.312266,6.161034,6.57642,6.317525,18.38422,27.1075,6.10922,31.3235593,26.7803773,9.160183,11.69789,7.071636,20.70553,16.388755,28.888974,3.283221,1.93207,3.097175,75.796137,44.83594,3.06409,4.674721,10.845348,12.121052,28.19898,25.365319,8.490719,10.310064,2.73725,6.89986,9.13211,1.58613,0,20.57102,23.63366,8.849045,39.071191,7.98346,8.550163,5.85624,2.89697
107282490,"ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent",192,198,270,213,127,149,58,113,170,56,191,146,181,117,95,102,61,72,269,82,142,257,286,163,175,334,168,78,120,116,144,202,140,99,134,468,311,455,438,296,361,235,229,260,194,1.55541,4.16768,3.60665,1.7303,7.8868,6.36204,1.92817,1.47368,2.91493,2.49364,2.6107,1.01317,2.96421,1.618356,1.673152,2.189608,2.383843,9.304415,6.855436,6.222584,16.5421,15.389745,15.727136,12.127897,17.655808,16.848502,19.272193,12.0838,14.8562,15.4125,12.1385,8.13256,8.75712,10.8104,11.3869,2.38861,5.14852,3.88232,4.99469,8.44353,8.87438,5.69483,18.62244,9.62135,3.248598,4.20927,4.158989,4.52758,6.097396,9.79435,10.81795,10.09878,9.44894,7.83232,5.986381,0.817387,0.522325,1.70832,2.20081,1.22514,4.06401,3.191392,1.675927,1.055408,1.229721,1.049248,1.058014,3.654694,3.745801,3.997258,4.849748,5.5129,8.75193,1.2589,2.09037,8.90553,3.39983,9.94643,4.67852,0,0,4.69281,0,0,1.21882,1.99738,5.821951,5.720116,2.500008,5.318422,1.687264,2.434604,1.79732,1.25606
107282516,myocardin,7,17,14,9,2,9,0,7,9,4,4,9,10,1,7,9,3,5,10,6,1,17,31,16,13,14,16,3,9,4,290,90,395,212,572,45,20,12,23,16,0,8,3,3,19,0.119942,0.0488412,0.104969,0.0828151,0.421414,0.121638,0.363472,0.341306,0.290113,0.698357,0.32127,0.0319402,0.292907,0,0.044435702,0,0,16.882539,19.967661,20.793548,0.1799672,0.2060387,0.267077902,0.0386942,0.0673074,0.0365689,0.0405754,8.02323,38.9758,31.0474,4.71292,0.706494,0.995221,1.0575,0.323657,0.302671,0.426712,0.279705,25.287623,15.836654,10.758703,0.525519,0.21993,0.892625,0.378653,0.518372,0.1790814,75.16164,68.32088,2.26276,2.59015,3.26726,0.537916,1.13058,2.166988,10.333367,6.69174,0.519712,0.3853245,0,0.65366091,0.0881223,3.826339,12.79372,13.71748,0.4748378,0.2864345,0.566158012,0.0938763,0.00401392,0.0547302,0,0,1.72467,15.182844,15.4123,0.141374,0.111401,1.29271,0,0,0.0779295,0,0.39385,0,0,0,0.0774934,0.0224148,0,0.0128509,0,0.0592323,0.0118815
107282562,sphingomyelin synthase 2,917,725,1032,627,366,406,171,451,420,235,875,556,578,322,344,344,300,329,618,264,233,470,1071,469,787,1235,553,216,538,548,116,213,81,192,82,142,96,124,196,94,379,486,134,213,263,1.115,1.68811,2.22834,1.73025,7.09624,1.63497,0.273742,0.146652,3.08092,1.98615,0.847061,0.439538,4.38155,0.481372,0.892886,1.361648,1.143125,0.212325,0.405193,0.283169,20.357316,18.154866,20.644666,16.241803,14.0424575,11.277133,9.8356809,1.89223,9.36967,4.14969,2.6219,0.741901,3.5708,1.96451,0.87321,1.63802,0.713766,0.613207,2.182775,7.12277,24.1797,1.31052,10.65622,11.08785,5.46487,29.32628,40.8463,1.26838,3.13539,8.90597,6.3508,8.10236,0.295466,0.892855,0.350985,2.62115,3.65282,7.06214,9.76696,5.85332,8.2378489,4.1742722,3.719591,9.421913,3.84144772,6.9591019,3.549287,13.471349,6.140008,1.9157516,3.511911,15.70185,7.52973,0.4707,1.856677,5.21671,11.52835,43.0481,17.7708,8.70842,9.54646,9.23289,1.79706,2.94376,1.4821,1.96898,2.464497,4.9353006,0.496439,2.7499647,0.158247,0.2348062,3.76497,1.19248
107282571,"guanine nucleotide binding protein (G protein), alpha 13",990,1622,1773,830,573,962,278,506,769,379,1023,440,609,410,546,388,571,559,913,509,410,1000,1789,700,1204,1513,805,252,1016,458,1060,958,1158,659,1089,1453,1249,2410,2260,1781,770,568,632,491,504,6.14821,4.72053,6.52622,10.1105,22.3394,2.16566,7.39575,4.13376,10.225,8.04329,8.28804,1.73308,14.2612,2.0502,2.10363,3.226604,3.34951,8.124781,8.02208,8.30239,22.15171,21.64255,22.09093,10.09079,14.65642,14.57067,12.97154,4.75882,19.6888,15.2624,3.3462,5.20871,28.0748,23.9353,9.1628,10.4716,12.2665,4.12882,5.5081,10.3524,14.6822,4.84408,15.9503,19.6204,4.60145,8.41354,11.3746,13.4655,12.6726,21.6982,15.9987,20.5974,10.0081,8.8252,13.179,5.40775,6.66205,10.3095,16.2827,10.449,9.1433,5.48178,2.68403,3.16114168,2.977804,5.64068,2.0589,13.6193789,3.824871,4.30258,3.53536,0.250228,0.0432741,0.737719,3.50828,7.8378,10.7209,0.18316,7.77278,0.0463474,0,2.80287,7.00377,15.2696,2.50031,1.70031,6.61478,6.70328,1.917546,5.50092,1.834876,2.33853,1.85308,1.18188
107282575,arylsulfatase G,1043,498,457,533,327,384,268,332,587,347,286,510,300,386,434,362,643,396,527,431,285,216,516,465,694,496,550,446,395,645,204,288,207,494,234,405,323,408,1016,589,209,189,218,263,290,13.6665,0.812103,16.8845,17.0631,23.9597,6.43485,13.2169,26.8324,17.9559,12.887,6.91457,2.20816,13.3125,0.385174463,0.424929463,0.658691156,0.703736416,0.729485086,0.990462001,0.898884774,14.49214514,13.678066,14.596052,7.061942,7.8794009,7.005919,6.347657,5.77869,11.2033,6.95075,6.84945,11.0223,17.5866,24.7348,19.6968,15.9766,9.72401,7.08904,4.537273,1.613147,1.824505736,4.80572,2.567859,2.136982,4.559534,1.451844,1.991041,2.89552,3.17233,3.31022,1.67702,2.47858,0.807409,1.33083,1.06459,4.60501,1.18665,2.10225,2.7083,0.956781,1.7850904,2.1013273,2.9497825,4.529514,4.070727,9.379939481,6.79713,6.20706255,2.347482,0.296824,1.3553251,0,0,0.514446,1.18261,2.48412,14.7437,0,6.55132,0,0,0.909734,4.27909,20.0274,0,0,1.277424,0.58847499,0.341351258,0.674777001,0.351913623,0.349775001,1.35648,0.854188
107282576,protein kinase cAMP-dependent type I regulatory subunit alpha,183,106,148,80,70,80,31,100,72,44,130,124,109,75,72,96,92,91,193,96,73,180,388,133,211,118,120,51,133,75,142,36,130,98,94,261,125,245,143,126,77,124,135,106,227,17.2173,11.2276,36.4805,27.2061,43.0878,14.8166,27.3997,19.9087,47.846,37.0617,25.9313,5.72082,48.1292,13.020089,15.385206,13.600301,15.896149,92.81893,91.45893,90.906323,70.32936,68.76041,70.23314,41.374252,49.373172,52.69665,49.360371,61.3574,88.0143,73.2934,27.0035,52.0861,91.5213,114.559,44.2241,80.7315,47.1248,36.6133,30.31035,53.795636,68.65104,57.83688,199.1889,186.26508,36.5204,67.39286,110.19438,97.27232,98.378,114.8659,111.6527,134.6507,36.00411,59.4269,65.89832,240.638,438.58,128.1396,130.495,38.72487,94.6482822,97.5195664,209.7731675,279.1313003,286.334012,225.7349603,60.4909,188.4816638,64.760756,32.9780218,37.84874832,0.737177,1.1402242,57.616786,88.15484,97.59803,106.197119,0.590511,197.94385,0.136599,0.46464,70.84772,17.6644,28.5085,0.0082009,2.41964,26.341147,31.681817,7.402614,18.610557,7.5802241,6.715295,21.58,11.3202
107282581,potassium voltage-gated channel subfamily J member 16,0,0,1,0,0,7,0,0,0,1,2,1,0,0,0,0,0,0,8,1,0,8.02,0,1,0,6,0,1,3.03,0,0,1,0,23,1,4208,3372,4495,2410,2149,1,1,4,3,4,0.0382354,0,0,0.0980574,0,3.19258,1.65397,0.583734,223.968,104.225,2.88471,0.235318,1.93639,1.19146,1.880118,2.21217,1.81683,0.068097907,0.0673476,0.037507308,120.4115,122.957515,122.93045,0.135762073,0.431199028,0.431988155,0.489502021,0.0910401,0,0.733534,0,146.504,319.99,302.313,170.135,0,1.0856,0.199854,0,0.100628,0.130627,84.6193,391.03,452.932,0.346513,0.69068,1.18062,0,0.390482,317.732,211.736,327.177,0,0.648126,1.12065,0.0662966,0.0467551,122.8755,128.2095,0.0611501,5.9039799,2.4067159,0.486728,0,0.1426573,74.66137,23.8310238,135.5265,0.805691,0.298557981,0.684788834,0.09044,0.175778,0.105467,0.537115,1.58681,32.7362,0.162717,10.2695,0.10084,0.0351468,0.458578,0,0,0,0,0.073331001,0.4034455,1.139302,13.69128,0.274359,0.358265,6.0186,7.60422
107282586,"phosphatase, orphan 1",4,6,5,6,5,13,1,5,83,2,8,42,6,2,0,4,0,1,5,1,5,22,244,4,18,13,3,0,15,1,0,3,12,17,13,5,4,9,9,5,1,1,1,3,6,0.508399,0.493408,1.59599,0.793162,2.58694,6.0045,1.27633,0.26121,0.294984,0.859186,1.02214,0.13689,29.1868,14.72525,12.58166,17.99163,15.40624,72.3487,132.64976,134.9957,27.1551074,27.095,28.8973,24.57037,24.35919,27.23258,20.62263,2.35149,6.405101,5.95088,5.60721,3.405379,2.668198,2.3807,1.50497,1.493,2.537232,0.405335,23.1574,19.6985,21.0415,32.9351,25.5554,29.4407,28.8522,34.9855,32.9744,3.03362,0.640419,2.20424,0.349298,1.5011,2.11634,0,0.242948,0.491379,0.162065,0.895593,0.465916,0.477355,0.2823959,0.127652,0.845272,1.367457,1.171997,1.104998,0.890982,0.733525,0.434787,0.707319,0.3273043,0,0,4.294082,16.50752,0.275442,0.964271,0,0.521615,0,0,0.625498,0,0,0,0,0,0.083937,0.149816,0.6893123,0,0.0971623,8.99143,13.4593
107282604,transmembrane protein 101,30,27,38,36,20,45,15,24,12,20,15,26,19,12,21,17,12,38,21,13,17,56,127,5,21,51,20,3,22,10,18,8,44,9,21,26,16,88,76,58,5,18,17,28,40,2.85161,6.13825,5.4991,3.84998,8.45434,2.59141,2.3691,3.08319,4.33481,7.30277,2.87906,1.51304,12.4199,1.83641,1.65511,1.80524,2.58056,7.722696,11.0021674,11.349002,14.0785495,12.43165,13.264158,13.444787,10.768331,9.580944,7.98524,15.3915,10.8149,14.418,9.2118,11.3049,15.6978,12.9249,9.89572,11.1695,10.5454,7.21946,32.0177,21.2428,15.4657,44.9906,24.2026,24.4213,33.0103,15.1718,13.5488,3.45495,3.85313,8.17778,5.65252,4.6974,3.19691,1.44922,2.52019,11.6586,14.1417,135.843,145.8,15.6756,4.0105863,10.0902814,10.117603,21.22924,21.634886,69.988802,56.579652,63.8629134,15.632556,7.7806434,10.16355,0.05001,0.10378,4.33273,7.4,18.3666,14.832,0,13.855,0.0555872,0,18.1262,1.96338,3.06306,3.11699,0.328188,6.0498566,7.25861,2.27452,4.551662,2.3159358,1.77605,1.63839,0.788768
107282607,protein phosphatase 1 regulatory subunit 9B,0,22,21,5,4,9,1,9,5,8,41,8,16,9,4,7,4,8,21,11.35,4,26,50,22,14,12,6,0,21,5,16,11,32,46,15,10,12,26,19,16,1,1,1,6.39,3,0.429221,0,0.445203,0.564497,0.701118,0.0725489,3.06051,0.814261,15.3999,30.0839,5.47473,1.21921,4.66695,5.824165,8.03199,7.16805,7.47371,8.78843,11.655457,11.93066,19.735203,18.57677,19.82466,2.569097,2.84048,3.15498,3.11653,1.29538,4.1963,1.66378,1.26648,1.052795,2.69037,3.19717,1.09177,1.66361,1.11254,0.68827,36.9254,13.2845,10.0814,25.4258,7.38985,8.05728,10.7606,3.01154,3.41013,7.38543,9.188652,4.95795,4.134372,8.416785,4.51071,5.82413,8.260661,16.1296,13.522,46.3554,23.6166,21.9994,1.798753,4.61654,58.405,29.0391,26.95728,91.138,33.04126,22.81404,7.654992,0.708845,2.493041,0,0,5.81418,14.04739,0.183911,5.1048,0.170493,17.72584,0,0,3.147249,0.868686,0.451743,0.588839,0.360135,0.9754822,0.4189129,1.132334,1.7927435,0.3703693,0.448317,0.249071,0.0962225
107282610,integrin subunit alpha 3,7,24,27,17,16,24,7,18,22,18,32,28,13,11,3,14,4,28,27,6,15,43,237,19,29,49,21,3,44,21,1,2,19,25,14,6,3,18,25,9,1,4,1,4,6,2.04643,0.0509799,3.18957,3.98866,2.65078,0.571341,0.80341,1.04331,2.19542,4.42863,0.826369,0.544534,14.3039,1.2410039,1.9680298,2.003578,2.103517134,6.264568,6.543246546,6.969497,34.85405,33.3197501,34.496273,7.605354001,4.889729,4.889916,7.158278,0.263642,2.25383,2.01926,0.464106,0.854318,4.03067,3.98845,1.17382,3.3764,2.41459,0.966188,8.258137,4.04441,2.621047,46.4027,13.99008,14.34711,12.67163,4.9575,3.360034,1.165269,3.744308,11.59958,11.96266,15.13766,4.519377,3.850291,3.570882,4.417409,2.27885,63.112788,48.4767,0.869414,6.1326419,4.5571329,6.602942,23.123311,16.549972,52.381715,87.7380914,33.68008663,2.6693481,0.7324362,0.6023476,0.0208035,0.0323823,0.501294,3.202909,0.0182695,21.35447,0.0904002,22.55841,0,0.0212033,0.8706636,1.74733,1.86671,0.0501841,0.0469452,1.361682,0.969405,0.92185,1.808203,0.922158,0.733604,0.281064,0.103093
107282615,solute carrier family 35 member B1,500,105,166,1319,272,277,227,743,242,656,127,501,89,431,305,256,454,725,160,206,520,253,355,136,267,268,304,323,195,395,83,121,192,108,248,181,197,513,535,432,149,209,332,485,570,36.1401,22.6627,49.4915,42.3773,70.9272,30.616,37.1312,40.715,34.7661,27.9619,27.3862,11.4797,39.0378,14.168742,17.26586,16.287297,18.244858,29.914383,27.361415,27.38301,43.965651,44.59312,44.469648,68.306725,85.2949,75.16291,82.428779,11.174,10.3865,12.262,9.6876,38.5685,37.4248,24.6849,39.3018,17.4885,16.377,17.5799,23.2543,30.5575,27.248,50.6132,74.305,73.4107,101.865,89.8872,108.346,13.2737,14.91409,39.41616,26.32397,32.00514,21.52994,47.0655,14.09975,55.5343,33.453,95.8577,40.242,97.4554,17.3377218,13.0896131,25.013571,36.31646408,33.6743593,50.28143502,33.23758613,76.87136501,53.19623644,57.30003503,28.75115421,0.0380593,0.177714,7.38763,12.6855,0.13526,16.545,0.0278065,15.1735,0.0422927,0.0375463,9.76756,62.315,190.437,21.8203,22.8015,33.166173,48.623418,22.786218,60.650577,29.47224,27.545739,13.9759,7.22084
107282616,speckle type BTB/POZ protein,54.07,52.08,49.17,42,31.91,32,23.15,24,41.47,21,56.75,58,25.03,12.99,15.74,23.35,21.58,9.77,57.54,33.45,18,61,112,52.59,51.79,37,28.7,7.43,51,19.45,14.23,4.42,17,22,10,18.98,7.38,33,16,14,1,16.51,5,15,12,4.19235,4.48619,8.21327,6.71768,8.17991,6.43283,9.31353,6.26544,5.62369,9.57237,5.54102,3.33386,16.0436,13.309489,15.076469,18.02724,12.09619,35.972549,36.349858,35.675239,38.617393,37.543528,45.700988,43.7704661,33.636938,34.352915,32.834387,9.4597,10.4521,14.7058,9.6336,3.35954,7.11722,5.14502,4.65975,3.30542,6.30323,2.22979,17.35589,24.7688,34.5955,24.88372,53.8414,49.0897,13.06049,18.58703,21.69659,9.37181,13.5869,16.2676,15.0344,16.7396,7.21139,10.1285,9.48351,16.9815,24.33705,22.12218,29.99343,13.3428,20.43893557,19.30689603,22.25319661,18.65512311,20.93702441,28.560483,10.621701,28.72965329,19.961218,7.0510705,11.30251131,0.338774,0.19773,6.23529,10.8616,0,15.6458,0.0620136,29.8857,0,0.165783,9.30795,0.260177,0,0,1.42904,27.691764,32.899472,13.39187,29.956944,17.242177,16.394226,5.32772,3.98749
107282630,CDK5 regulatory subunit associated protein 3,1165,579,813,880,574,1175,276,587,503,546,442,2457,281,424,533,300,370,1132,706,397,726,803,1695,580,801,778,687,578,945,474,552,364,1221,494,1184,990,792,3135,2190,2491,659,993,1196,1210,2097,23.2233,21.37,41.3792,31.3105,151.91,72.5069,31.3582,41.1756,25.0612,60.7403,13.8387,14.6206,34.7652,12.478817,15.742655,15.324075,13.2743651,6.81551,7.975333614,8.575162,26.549181,23.724479,25.92039411,31.96932864,47.843058,43.6775716,44.0072534,80.2708,100.107,88.975,91.9205,75.8741,187.559,177.513,154.793,102.087,140.373,79.4472,18.78091,10.81912,8.8373,55.25701,14.92063,14.57486,25.15927,10.69831,12.14933,16.5889,19.11224,27.92254,21.57954,26.1953,23,19.9607,20.57176,20.81536,18.070693,99.9854,87.9223445,68.909189,48.452615,48.9121301,55.8047711,67.6859159,61.65371201,112.257017,73.27589826,102.5025461,50.41543231,36.67722926,58.52558417,0.235616,0.244484,21.9119,22.5219,27.8653,26.5942,0.0287083,24.3444,0,0.115959,18.7199,30.4155,163.066,34.947,25.5875,55.905623,94.915504,14.213869,31.265511,18.568539,18.389463,24.3811,17.8129
107282631,proline rich 15 like,465,173,285,374,134,271,131,270,134,216,93,582,106,115,141,127,213,419,175,186,384,244,449,280,441,304,274,106,324,206,0,0,0,4,2,208,192,343,496,544,134,373,131,219,608,0,3.04099,0,0,13.1192,0,0,0,0,0,0,0,0,7.685379,9.449139,9.190497,10.11019,1.4379715,2.1737645,1.733889047,95.33886,91.181887,91.092915,1.1750419,2.737269,2.9715784,3.2701724,0,0,0,0,27.9053,9.74931,1.86916,3.62543,5.75453,0,0,0,0,0,64.9872,0.533089,0,65.3561,0,0,0,0,0,3.72901,0.513631,4.45625,0,0,0,0,0,2.01129,0,6.2869,8.96959,0.0577502,0.387558,0.343748,25.3359,34.0205,37.8462,0.641963,0.47274,0.674076,0,2.99389,0,1.004,0.615226,158.965,0.49957,735.778,0,0,5.68527,14.578,55.4032,12.5171,9.71911,71.592435,90.11885,16.0882,58.58086,12.3518771,11.0432507,131.149,152.798
107282642,SRC kinase signaling inhibitor 1,3,15,16,14,4,18,1,15,2,13,16,8,3,4,0,8,0,2,17,8,6,38,49,17,9,20,1,3,18,6,1,1,1,3,2,15,3,25,19,13,11,6,0,3,3,0,0,0.010527,0,0,0.466603,0.0385958,0,0.158981,3.28245,0.103562,0.23063,0.481536,0.12099,0.1674663,0.1512406,0.1253347,0.0866757,0.23014342,0.2192972,10.12517,9.570772,13.563028,0.0753322,0.1808814,0.1241564,0.187471,16.0616,41.2554,22.8921,30.1411,0.362116,1.45012,1.26446,0.114072,0,0.0427364,0,5.15535,15.18887,13.3243,6.448902,4.82251,4.172663,1.461004,0.3587249,0.345148,0.714183,0.6168228,21.81746,13.50284,16.25428,0.328478,0.2235772,0.503067,0.082397072,0.129607995,0.153074434,0.244755035,3.525231795,0.9173663,2.412664,0.1664383,0.5078703,0.8085913,0.4062282,0.197259,0.08961192,3.531003,0.6286561,0.8583714,0,0.01085628,0.1461288,0.1461436,0.1550136,0.5106664,0,0.4355485,0,0,0.1300528,0.228408,0,0,0,0.0065172,0,0.057422,0.0064032,0.01426387,0,0.494533,0.495998
107282646,CDGSH iron sulfur domain 3,14,23,47,84,13,51,9,64,31,23,25,64,23,22,13,39,21,38,54,19,38,77,95,49,31,101,30,32,76,14,33,35,100,17,95,42,35,101,79,84,80,36,80,70,99,0.503201,1.14163,0.863293,0.783515,0.540035,5.09408,12.6606,3.4507,19.0922,34.4438,2.99484,4.39652,6.11293,4.517058,6.789376,5.192284,5.81449125,37.0943,63.9935,58.49489,111.02626,110.97987,119.3106,82.86292,60.69427,66.0681,65.67956,8.56886,12.1844,14.4602,7.27826,14.823,28.113,39.0168,21.5433,43.5933,63.1571,31.2048,33.0347,13.0238,4.85316,131.937,21.9947,25.8654,36.5452,15.0803,11.4204,47.8341,74.8743,145.0852,152.2299,160.7113,15.94752,32.43325,47.36672,13.1289,12.7695,41.8016,52.3801,46.991911,1.101693,2.366605,11.8898,24.42167,21.72351,36.5633,56.65667,48.86511,60.4524,37.80938,48.67191,0,0,401.446,329.383,514.885,345.529,0.135197,323.077,0.38711,0.278563,315.911,45.5375,50.9495,30.8487,6.72227,41.558112,51.505033,91.42303,39.85463,20.199265,6.56806,53.6105,39.4364
107282649,lysine acetyltransferase 2A,92,100,161,97,69,145,23,64,87,61,104,169,95,48,41,38,51,62,89,52,50,208,511,72,172,198,63,41,177,46,35,57,73,124,64,56,43,137,95,85,41,56,62,61,110,0.670152,0.0865265,1.21908,1.06892,1.52261,0.32324,2.19691,1.09413,1.96406,5.08886,2.31729,0.961944,5.00378,3.413438,4.56644,3.912599,4.511546,8.084021,10.558295,10.569839,18.431734,17.425053,18.08998,13.31788,16.76257,15.90227,15.654652,1.89442,2.3526,2.19743,1.27499,2.19586,3.01232,3.41933,1.48922,1.06371,1.7605,0.557214,11.789,7.16669,7.02053,13.3566,9.02438,18.4826,9.65415,5.95673,6.20904,3.935485,4.62716,6.846218,7.7779489,6.872519125,3.561385,4.23098109,5.877332379,4.69307,8.10672,15.7569,50.3764,9.271456578,7.228097,8.9099815,17.974504,17.613239,17.75382,17.09214,22.032744,19.83897,25.45329,6.783354,16.76478,0,0.0308551,3.04773,6.27444,5.56684,3.4868,0,6.0779,0,0.0202414,5.15459,0.709799,2.07629,1.5324,1.04707,1.728966,1.319656,2.14924434,2.162753464,1.373569601,1.042142,0.876469,0.318139
107282663,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.755275,3.733081,3.244662,3.246431,5.690097,7.907535,7.474416,7.626017,7.99108,9.398673,3.579186,5.540762,4.7436931,4.752180836,0.482399,1.64817,0.271089,0.535358,0.0400361,0.279793,0.357729,0,0.604037,0.512513,0.184101,6.34017,9.25312,5.22244,12.6336,15.6233,7.94671,11.9039,14.1901,5.73815,0,0,0,0,0,0,0,0,1.3915,2.65782,3.56986,2.78818,5.13393,0.678895,0.260229,1.675542,1.05307,0.628922,1.823141,3.768407,1.570441,1.6179,0.172881,1.27746,0.228787,0.989166,2.99982,3.22105,0.271045,1.12147,0.696503,9.13844,0.169491,0.0376123,1.44698,0,0,0.316759,0,5.947772,1.7936472,9.5393144,4.1451758,2.198526,2.823904,0,0
