P_Mucros.pep,E_macularius_gene_v1.0.pep
XP_015668554.1,CCG007753.1
XP_015668552.1,CCG007755.1
XP_015668321.1,CCG002627.1
XP_015677607.1,CCG014251.1
XP_015668317.1,CCG002631.1
XP_015687234.1,CCG007953.1
XP_015679727.1,CCG006873.1
XP_015677066.1,CCG002116.1
XP_015674538.1,CCG014241.1
XP_015679715.1,CCG006878.1
XP_015679720.1,CCG006880.1
XP_015680058.1,CCG012457.1
XP_015683053.1,CCG000673.1
XP_015678363.1,CCG020952.1
XP_015669650.1,CCG009907.1
XP_015669619.1,CCG010750.1
XP_015676180.1,CCG004753.1
XP_015676181.1,CCG020944.1
XP_015682724.2,CCG004076.1
XP_015677030.1,CCG004080.1
XP_015672210.1,CCG004082.1
XP_015669641.1,CCG008502.1
XP_015669640.1,CCG008501.1
XP_029139889.1,CCG016725.1
XP_015669073.1,CCG006933.1
XP_015677110.1,CCG013067.1
XP_015669082.1,CCG006939.1
XP_015685998.1,CCG004941.1
XP_015670523.2,CCG000881.1
XP_015669215.1,CCG012588.1
XP_029139523.1,CCG012587.1
XP_029143059.1,CCG016349.1
XP_015669089.1,CCG006166.1
XP_015670517.1,CCG001281.1
XP_015679135.1,CCG001279.1
XP_029141447.1,CCG001278.1
XP_015679963.1,CCG003249.1
XP_015687012.2,CCG004256.1
XP_015686976.1,CCG004258.1
XP_015669020.2,CCG006156.1
XP_015686985.1,CCG012070.1
XP_029143060.1,CCG012068.1
XP_015666362.1,CCG017081.1
XP_015686989.1,CCG012067.3
XP_015673152.1,CCG010630.4
XP_015680102.1,CCG008630.2
XP_015673150.1,CCG010633.1
XP_015673990.1,CCG000725.1
XP_015671773.1,CCG000731.1
XP_029140863.1,CCG020603.1
XP_015671774.1,CCG000737.1
XP_015671763.1,CCG001540.1
XP_029140029.1,CCG001543.1
XP_015671754.1,CCG001549.1
XP_015687014.2,CCG004242.1
XP_015671755.1,CCG001551.1
XP_015670094.1,CCG022507.1
XP_015666875.1,CCG022508.1
XP_015669667.1,CCG004237.1
XP_015671770.1,CCG001561.1
XP_015666861.1,CCG022514.3
XP_015668930.1,CCG008480.1
XP_015669678.1,CCG008588.2
XP_015666851.1,CCG009561.1
XP_029139617.1,CCG008583.1
XP_015668127.1,CCG023407.1
XP_015668112.1,CCG009131.2
XP_015668233.1,CCG009129.1
XP_029139311.1,CCG022285.1
XP_015666834.1,CCG018222.2
XP_015668387.1,CCG005528.1
XP_015668267.1,CCG010278.1
XP_015666461.1,CCG005523.1
XP_015673595.1,CCG023724.1
XP_015670129.1,CCG000636.1
XP_015673683.1,CCG012384.1
XP_015666785.1,CCG004620.1
XP_015666865.1,CCG010586.1
XP_015667519.1,CCG004089.1
XP_015667525.1,CCG004090.1
XP_015669104.1,CCG009914.1
XP_015667529.1,CCG020489.1
XP_029139138.1,CCG019804.1
XP_015676720.1,CCG009623.1
XP_029139136.1,CCG019803.1
XP_015676717.1,CCG009624.1
XP_015687710.1,CCG008611.1
XP_015672165.1,CCG014966.1
XP_029141752.1,CCG007257.1
XP_015666382.1,CCG020654.1
XP_015687841.1,CCG005606.1
XP_029140268.1,CCG018268.1
XP_029138959.1,CCG012447.1
XP_015666349.1,CCG012448.1
XP_015666405.1,CCG008532.1
XP_015666376.1,CCG008528.1
XP_015687843.1,CCG013699.1
XP_015666374.1,CCG008524.1
XP_015666372.1,CCG008522.1
XP_015673281.1,CCG004795.2
XP_015673284.1,CCG004793.1
XP_015687752.1,CCG002732.2
XP_029143192.1,CCG012936.1
XP_015669714.1,CCG021606.1
XP_015687799.1,CCG000828.1
XP_029142952.1,CCG011261.1
XP_015687655.1,CCG017065.1
XP_015686239.1,CCG011257.1
XP_029140582.1,CCG010545.2
XP_015687763.1,CCG000825.1
XP_029143194.1,CCG000822.1
XP_015673085.1,CCG001779.1
XP_015673095.1,CCG001781.1
XP_015684524.1,CCG010914.1
XP_015687768.1,CCG000811.1
XP_015665550.1,CCG008919.1
XP_029139919.1,CCG013631.1
XP_015678649.2,CCG008669.1
XP_015678643.1,CCG023582.1
XP_015687785.1,CCG012592.1
XP_015676353.1,CCG007813.1
XP_015672737.1,CCG024497.1
XP_015676428.1,CCG018587.1
XP_015675909.1,CCG003461.1
XP_015665976.1,CCG021318.2
XP_015667981.1,CCG014139.1
XP_015672392.1,CCG017169.1
XP_015672391.1,CCG017168.1
XP_015668082.1,CCG010835.1
XP_015677036.1,CCG003912.1
XP_015665929.1,CCG017818.1
XP_015665926.1,CCG017821.1
XP_015665880.2,CCG012768.1
XP_015665972.2,CCG012769.1
XP_015687816.1,CCG006375.1
XP_015665906.1,CCG008241.1
XP_015667327.1,CCG011525.1
XP_015681629.1,CCG006015.1
XP_015682547.2,CCG021777.1
XP_015684392.1,CCG002669.1
XP_015687830.1,CCG010841.1
XP_015678531.1,CCG017929.1
XP_015678835.1,CCG023123.1
XP_015674984.1,CCG021537.1
XP_029140276.1,CCG020036.1
XP_015671926.1,CCG021197.1
XP_015665872.1,CCG012180.1
XP_015665893.1,CCG009300.1
XP_015671922.1,CCG017919.1
XP_015676828.1,CCG021546.1
XP_015676829.1,CCG021547.1
XP_015677124.1,CCG015075.1
XP_015677127.1,CCG015076.1
XP_015669036.1,CCG009524.1
XP_029138819.1,CCG009352.1
XP_015665659.1,CCG009349.1
XP_029141463.1,CCG018493.2
XP_015672464.1,CCG023176.1
XP_015667535.1,CCG010640.1
XP_015667311.1,CCG022258.1
XP_015670161.1,CCG003628.1
XP_015667537.1,CCG010638.1
XP_015665665.1,CCG009336.2
XP_015688014.2,CCG011175.1
XP_015667551.1,CCG003610.1
XP_015674811.1,CCG015286.1
XP_015671828.1,CCG024603.1
XP_015674807.1,CCG015290.1
XP_015681990.1,CCG015297.1
XP_015680665.1,CCG024594.1
XP_029141273.1,CCG009793.1
XP_015673787.1,CCG011355.1
XP_015665636.1,CCG009314.1
XP_015673790.2,CCG007919.1
XP_015673488.1,CCG007734.1
XP_015675316.1,CCG020984.1
XP_015675309.1,CCG020985.1
XP_015673485.1,CCG007729.1
XP_029142299.1,CCG003389.1
XP_015673490.1,CCG007726.1
XP_015671066.1,CCG007722.1
XP_015686065.1,CCG023728.1
XP_015671061.1,CCG019199.1
XP_015671057.1,CCG019196.1
XP_015671068.1,CCG019191.1
XP_015687044.2,CCG005385.4
XP_015683295.1,CCG019233.1
XP_015670104.1,CCG012797.1
XP_015669270.1,CCG018440.3
XP_015669271.1,CCG018439.2
XP_015679061.1,CCG000512.1
XP_015672486.1,CCG002321.1
XP_015672496.1,CCG002325.1
XP_029141822.1,CCG010165.2
XP_015671221.1,CCG016721.1
XP_015685231.1,CCG022895.1
XP_015682061.1,CCG007458.1
XP_015672137.1,CCG007461.1
XP_015683431.1,CCG000492.1
XP_015667977.1,CCG010680.1
XP_015667970.1,CCG019558.1
XP_015679398.1,CCG022809.1
XP_015679396.1,CCG005570.1
XP_015678283.1,CCG013260.1
XP_029139781.1,CCG015492.1
XP_015683135.1,CCG012506.1
XP_015681159.1,CCG002264.1
XP_029140357.1,CCG013241.1
XP_015681238.1,CCG024103.1
XP_015670249.1,CCG014699.1
XP_029141838.1,CCG024644.3
XP_015678073.1,CCG016481.3
XP_015672415.2,CCG015265.1
XP_015669298.1,CCG018655.1
XP_015682846.1,CCG020301.1
XP_015682585.1,CCG002444.1
XP_015682586.1,CCG002443.1
XP_015687444.1,CCG023508.1
XP_015669427.1,CCG009124.1
XP_015675185.1,CCG009149.1
XP_029140646.1,CCG021405.1
XP_015674917.1,CCG017654.1
XP_015684366.1,CCG007304.1
XP_015682849.1,CCG011394.1
XP_015670624.1,CCG012726.1
XP_015670623.1,CCG012725.1
XP_015678741.1,CCG015887.1
XP_015669616.1,CCG009948.2
XP_015673203.1,CCG015885.1
XP_015673209.1,CCG015879.1
XP_015686470.1,CCG006540.2
XP_029140299.1,CCG009184.1
XP_015678435.1,CCG018061.1
XP_029141290.1,CCG018062.1
XP_015675608.1,CCG006677.1
XP_015678445.2,CCG018065.1
XP_015675607.1,CCG006678.1
XP_015683601.1,CCG006685.1
XP_015687399.1,CCG006689.1
XP_015674479.1,CCG013529.1
XP_015687260.1,CCG015214.2
XP_015687273.2,CCG003542.1
XP_015677908.1,CCG015513.1
XP_015677275.1,CCG019379.1
XP_015670006.1,CCG008705.1
XP_015672665.1,CCG008702.1
XP_015685115.2,CCG022230.3
XP_015677034.1,CCG007720.1
XP_015671516.1,CCG022232.1
XP_015671498.1,CCG023903.1
XP_029141163.1,CCG013108.1
XP_015677774.1,CCG013113.1
XP_029139968.1,CCG023896.2
XP_015671396.1,CCG023895.1
XP_015668501.1,CCG019048.1
XP_015671373.1,CCG023893.1
XP_015671349.1,CCG023890.1
XP_015679471.1,CCG023148.1
XP_015682552.1,CCG023149.1
XP_015670339.1,CCG012238.1
XP_015669825.1,CCG009282.1
XP_015672347.1,CCG012247.1
XP_015669097.1,CCG017015.1
XP_029140558.1,CCG017024.1
XP_015671676.2,CCG008049.1
XP_015674824.1,CCG015145.1
XP_015670723.1,CCG013334.1
XP_029140087.1,CCG017703.1
XP_015675043.1,CCG017706.1
XP_015670735.1,CCG013340.1
XP_015675042.1,CCG017707.1
XP_015675034.1,CCG017708.1
XP_015673844.2,CCG019702.1
XP_029139842.1,CCG013904.1
XP_015670712.1,CCG013899.1
XP_015687166.1,CCG013895.1
XP_015687167.1,CCG013894.1
XP_015671934.1,CCG021261.1
XP_015671936.1,CCG021263.2
XP_015669901.1,CCG018865.1
XP_029140462.1,CCG002438.1
XP_015670366.1,CCG020466.1
XP_015672519.1,CCG020463.1
XP_029140174.1,CCG020460.1
XP_015681831.2,CCG004878.1
XP_015684419.1,CCG004879.1
XP_015682475.2,CCG004673.1
XP_015678774.1,CCG004675.1
XP_015670579.2,CCG003422.1
XP_015670581.1,CCG003417.1
XP_015682445.1,CCG003412.1
XP_015674464.1,CCG003409.1
XP_015666700.1,CCG003404.1
XP_015682687.1,CCG014535.2
XP_015682638.1,CCG020997.1
XP_029141386.1,CCG001079.1
XP_015682640.1,CCG021000.1
XP_015687596.1,CCG023653.1
XP_015684511.1,CCG023655.1
XP_015675633.2,CCG021002.1
XP_015679320.1,CCG021278.2
XP_015679406.1,CCG023659.1
XP_015682675.1,CCG011084.1
XP_015682676.1,CCG011082.1
XP_015682843.1,CCG002166.1
XP_015683996.1,CCG019077.1
XP_015667629.1,CCG007559.3
XP_015682794.1,CCG007562.1
XP_015676876.1,CCG001017.1
XP_015667220.1,CCG001006.1
XP_015667264.1,CCG002556.1
XP_015678367.1,CCG002554.1
XP_015678369.1,CCG002553.1
XP_015678368.1,CCG002550.1
XP_015675454.2,CCG015150.2
XP_015672610.1,CCG012365.1
XP_015675576.1,CCG006707.1
XP_015680573.1,CCG018564.1
XP_015668151.1,CCG023047.1
XP_015685387.1,CCG016754.1
XP_015671913.1,CCG016748.1
XP_015671916.1,CCG011992.1
XP_015668183.1,CCG006730.1
XP_015678194.1,CCG003290.1
XP_015678202.1,CCG008877.1
XP_015674909.1,CCG008093.1
XP_015674027.1,CCG007607.1
XP_015674028.1,CCG007606.1
XP_015670148.1,CCG007583.1
XP_015679962.1,CCG003250.1
XP_015687422.1,CCG002243.1
XP_015669450.1,CCG005843.1
XP_015670746.1,CCG008486.1
XP_015677936.1,CCG013819.1
XP_015677935.1,CCG018603.1
XP_015678496.1,CCG003620.1
XP_015672441.1,CCG020280.1
XP_015681736.1,CCG020285.1
XP_015674014.1,CCG020518.1
XP_015669961.1,CCG011032.1
XP_015682978.1,CCG007386.1
XP_015672162.2,CCG021096.2
XP_015682544.1,CCG021106.1
XP_015673520.1,CCG021119.1
XP_015676110.1,CCG007535.1
XP_015676105.1,CCG007546.1
XP_015674568.1,CCG017599.2
XP_015674564.1,CCG016887.1
XP_015677570.1,CCG020033.1
XP_015677569.1,CCG020032.1
XP_015668564.1,CCG006795.1
XP_015671628.1,CCG021737.1
XP_015674696.1,CCG001432.1
XP_015683027.1,CCG018237.1
XP_015675069.1,CCG006098.1
XP_015675062.1,CCG011945.1
XP_015676143.1,CCG020686.5
XP_029139442.1,CCG011532.1
XP_015676652.1,CCG020695.1
XP_015681830.1,CCG011541.1
XP_015679671.1,CCG012730.1
XP_015679670.1,CCG006460.1
XP_015687025.1,CCG014627.1
XP_015674196.1,CCG013717.1
XP_015683130.1,CCG009533.1
XP_015674557.1,CCG002111.1
XP_029142781.1,CCG019664.1
XP_029142752.1,CCG019666.1
XP_029141499.1,CCG023028.1
XP_029139922.1,CCG020905.1
XP_015671179.1,CCG007346.1
XP_015682206.1,CCG003182.1
XP_015673757.1,CCG000539.1
XP_029142176.1,CCG004396.1
XP_015673763.1,CCG000533.1
XP_015673764.1,CCG000532.1
XP_015675714.1,CCG008396.1
XP_029141257.1,CCG018535.1
XP_015668098.1,CCG008164.3
XP_015668099.1,CCG008163.1
XP_015668104.1,CCG008157.1
XP_029139304.1,CCG008153.1
XP_015668096.1,CCG008152.1
XP_015683025.1,CCG013654.1
XP_015669729.1,CCG001303.1
XP_015669727.1,CCG001304.2
XP_015669717.1,CCG001305.2
XP_015668767.2,CCG020419.1
XP_029139435.1,CCG013917.1
XP_015674867.1,CCG001324.1
XP_015674861.1,CCG010488.1
XP_015674859.1,CCG010491.1
XP_015672985.1,CCG001423.1
XP_015681694.1,CCG011459.1
XP_015669063.1,CCG008492.1
XP_015671205.1,CCG001356.1
XP_015671193.1,CCG017937.1
XP_015681244.1,CCG003908.1
XP_015681284.1,CCG009492.1
XP_015682630.1,CCG003006.1
XP_015683050.1,CCG003571.1
XP_015677911.1,CCG000992.1
XP_015670435.1,CCG006912.3
XP_015680557.1,CCG011269.1
XP_015670600.1,CCG007032.1
XP_015667753.1,CCG006617.1
XP_015680918.1,CCG022879.1
XP_015667722.1,CCG006592.1
XP_015679609.1,CCG002399.1
XP_015687200.1,CCG012789.1
XP_015682528.1,CCG017240.1
XP_015682532.1,CCG017239.1
XP_015673949.1,CCG012619.1
XP_015677971.2,CCG016939.1
XP_015675469.1,CCG020388.1
XP_015686058.1,CCG021067.1
XP_015669563.1,CCG004914.1
XP_015679276.1,CCG010462.1
XP_015679281.1,CCG010466.1
XP_015683949.1,CCG006743.1
XP_029141852.1,CCG006742.1
XP_015675502.1,CCG009511.1
XP_029142971.1,CCG017030.1
XP_015671812.1,CCG010120.1
XP_015685572.1,CCG019329.1
XP_015669397.1,CCG010124.2
XP_015669452.1,CCG001069.1
XP_015676683.1,CCG006302.2
XP_029141245.1,CCG014837.1
XP_015678145.1,CCG015322.2
XP_015677948.1,CCG020728.1
XP_015677397.1,CCG020709.1
XP_015666579.1,CCG019731.1
XP_029139823.1,CCG014799.1
XP_015675109.1,CCG016730.1
XP_015670828.1,CCG007657.1
XP_015670682.1,CCG007659.1
XP_029141347.1,CCG000596.1
XP_015678692.1,CCG000594.1
XP_015678732.1,CCG009730.1
XP_015683865.1,CCG009728.1
XP_015675388.1,CCG003337.1
XP_015675181.1,CCG006447.1
XP_015675390.1,CCG003338.1
XP_015675391.1,CCG003339.1
XP_015679650.1,CCG024636.1
XP_015667450.1,CCG006572.1
XP_015667439.1,CCG006571.1
XP_015677045.1,CCG005640.1
XP_029140898.1,CCG017637.1
XP_015678259.1,CCG000782.1
XP_029140710.1,CCG002639.1
XP_015673087.1,CCG019854.1
XP_015669463.1,CCG014341.1
XP_015680984.1,CCG003591.1
XP_015673127.1,CCG008963.2
XP_015673126.1,CCG003850.1
XP_029140780.1,CCG010931.1
XP_029141008.1,CCG023530.1
XP_015685546.1,CCG001832.1
XP_015680502.1,CCG011766.1
XP_015675188.1,CCG009662.2
XP_015680503.1,CCG013049.3
XP_015676038.1,CCG013048.1
XP_015673248.1,CCG019279.1
XP_015677316.1,CCG009765.1
XP_015670535.1,CCG009753.2
XP_015670536.1,CCG009752.1
XP_029139813.1,CCG009746.1
XP_015667274.1,CCG018461.1
XP_015667265.1,CCG004005.1
XP_015667182.1,CCG009273.2
XP_015667170.1,CCG009274.1
XP_015670678.2,CCG016429.1
XP_029140106.1,CCG016418.1
XP_029139923.1,CCG021243.1
XP_015667936.1,CCG015083.1
XP_015681010.1,CCG014297.1
XP_015669605.1,CCG017487.1
XP_015678225.1,CCG007490.1
XP_015678226.1,CCG007488.1
XP_015674816.1,CCG013923.1
XP_015686530.2,CCG019237.1
XP_015678290.1,CCG017208.1
XP_015679414.1,CCG023495.1
XP_015674202.1,CCG023496.1
XP_015686504.1,CCG019148.1
XP_015674140.1,CCG024039.2
XP_015672127.1,CCG001657.2
XP_015670748.1,CCG005789.1
XP_015670755.1,CCG005783.1
XP_015676286.1,CCG015099.1
XP_015667805.1,CCG023345.1
XP_015672625.1,CCG019741.1
XP_015667838.1,CCG020358.3
XP_015674111.1,CCG024041.1
XP_015680307.1,CCG003694.1
XP_015679804.1,CCG022776.1
XP_015684832.1,CCG004198.1
XP_015681026.1,CCG007742.1
XP_015678585.1,CCG002374.1
XP_015679764.1,CCG002370.1
XP_015670994.1,CCG017176.1
XP_029138975.1,CCG018385.3
XP_015666465.1,CCG013466.1
XP_015666525.1,CCG020580.1
XP_015677924.1,CCG000676.1
XP_015673186.1,CCG021614.1
XP_015673183.1,CCG014586.2
XP_015671896.1,CCG003206.1
XP_015674168.1,CCG008864.1
XP_015674182.1,CCG008873.1
XP_015674160.1,CCG017576.1
XP_015682608.1,CCG014960.1
XP_015679016.1,CCG014630.2
XP_015669028.1,CCG000082.1
XP_029139247.1,CCG023619.1
XP_015679982.1,CCG016955.1
XP_015673371.1,CCG003558.1
XP_015673384.1,CCG018698.2
XP_015672803.1,CCG017678.1
XP_015667837.1,CCG013687.1
XP_029139241.1,CCG004098.1
XP_015678039.1,CCG014768.1
XP_029140257.1,CCG013551.1
XP_015668539.1,CCG023063.1
XP_029139389.1,CCG023062.1
XP_015677118.1,CCG008790.1
XP_015668063.1,CCG006510.1
XP_015679521.1,CCG008693.1
XP_015679526.1,CCG008692.2
XP_015679513.1,CCG021071.1
XP_015671639.1,CCG006292.1
XP_015671352.1,CCG010269.1
XP_015682939.1,CCG010955.1
XP_015682940.1,CCG010954.2
XP_015676714.1,CCG014861.1
XP_015671346.2,CCG017130.1
XP_015668544.1,CCG022756.1
XP_015677826.1,CCG015823.1
XP_015677825.1,CCG006629.1
XP_029140879.1,CCG016467.1
XP_015674615.2,CCG012727.1
XP_015678229.1,CCG021035.1
XP_015680349.1,CCG014329.1
XP_015671908.1,CCG007614.1
XP_015671688.1,CCG014684.2
XP_029141322.1,CCG021685.1
XP_015680864.1,CCG017036.1
XP_015681003.1,CCG005314.1
XP_015668339.1,CCG013452.1
XP_015668352.1,CCG013458.1
XP_015669653.1,CCG013794.2
XP_015683189.1,CCG004677.1
XP_015677586.1,CCG012230.1
XP_029142510.1,CCG003858.1
XP_015687040.1,CCG009433.1
XP_015677057.1,CCG003723.2
XP_015678376.1,CCG004872.1
XP_015678579.2,CCG002309.1
XP_015680449.1,CCG002308.1
XP_015676608.1,CCG021799.1
XP_015676606.1,CCG021797.2
XP_015687595.1,CCG000720.2
XP_015684947.1,CCG016993.1
XP_015683762.1,CCG015724.1
XP_015671121.1,CCG019104.1
XP_029141651.1,CCG021061.1
XP_015667198.1,CCG004379.1
XP_015687248.1,CCG020867.1
XP_015680866.1,CCG019318.1
XP_015672296.1,CCG008511.1
XP_015672297.1,CCG008509.1
XP_015683753.1,CCG022128.1
XP_015677223.1,CCG011480.1
XP_029141017.1,CCG011481.1
XP_015677385.1,CCG013329.1
XP_015677372.1,CCG013327.1
XP_015683325.1,CCG013313.1
XP_015670583.1,CCG002411.1
XP_015670443.1,CCG010746.1
XP_015681926.1,CCG004591.1
XP_015681925.1,CCG004592.1
XP_015677850.1,CCG011522.1
XP_015671406.1,CCG010128.1
XP_015670087.1,CCG015835.1
XP_029142183.1,CCG010021.1
XP_015682449.1,CCG010022.1
XP_015672336.1,CCG011393.1
XP_015672176.1,CCG015157.1
XP_015675301.2,CCG009218.1
XP_015682698.1,CCG000668.1
XP_015676099.1,CCG006074.1
XP_015676098.1,CCG000413.1
XP_015675595.1,CCG019268.1
XP_015675372.1,CCG013386.1
XP_015679883.1,CCG010938.1
XP_015679887.2,CCG010940.1
XP_029141604.1,CCG010941.1
XP_015680393.1,CCG006504.1
XP_015674527.1,CCG018512.1
XP_015674529.1,CCG018514.1
XP_015674531.1,CCG018516.1
XP_029142282.1,CCG017189.1
XP_015673924.1,CCG009468.1
XP_015676543.1,CCG018718.1
XP_015673575.1,CCG014374.1
XP_015670269.1,CCG021602.1
XP_015670260.1,CCG012198.1
XP_015670150.1,CCG010778.1
XP_015678318.1,CCG015275.1
XP_015675845.1,CCG008574.1
XP_015675117.1,CCG015252.1
XP_015675118.1,CCG003019.1
XP_015675116.1,CCG017690.1
XP_029141844.1,CCG010604.1
XP_015676434.1,CCG015051.1
XP_015676436.1,CCG018932.1
XP_029142121.1,CCG022186.1
XP_015675668.1,CCG004112.1
XP_015675670.1,CCG004114.1
XP_015676443.1,CCG007023.1
XP_015667528.1,CCG024538.1
XP_015667552.1,CCG024533.2
XP_015684884.1,CCG016803.4
XP_015680805.1,CCG002786.1
XP_029139449.1,CCG015902.1
XP_015687789.1,CCG008590.1
XP_015671616.1,CCG004680.1
XP_015685987.1,CCG005871.1
XP_015683443.1,CCG012276.2
XP_015676177.1,CCG021039.1
XP_015682597.1,CCG005777.1
XP_015676553.1,CCG005946.1
XP_015668392.1,CCG013428.1
XP_015678140.1,CCG010356.1
XP_029141244.1,CCG010355.1
XP_015676042.1,CCG006824.1
XP_015679624.1,CCG013219.1
XP_015676076.1,CCG011732.1
XP_015671712.1,CCG015698.1
XP_015669382.1,CCG000869.1
XP_015681051.1,CCG012812.1
XP_015685213.1,CCG021644.1
XP_015685491.1,CCG015681.1
XP_015668132.1,CCG008402.1
XP_015680392.1,CCG018507.2
XP_015667457.1,CCG012039.1
XP_029142890.1,CCG001376.2
XP_015668664.1,CCG017345.1
XP_015678815.1,CCG004859.1
XP_015681903.1,CCG000470.1
XP_015669693.1,CCG004233.1
XP_015667418.1,CCG006068.1
XP_029140889.1,CCG022089.1
XP_015666640.1,CCG005993.1
XP_029140328.1,CCG013365.1
XP_015671071.1,CCG007083.1
XP_015667622.2,CCG008899.1
XP_015673464.2,CCG002514.1
XP_015669556.1,CCG018676.1
XP_015673743.1,CCG002125.1
XP_015687476.1,CCG016905.1
XP_015684177.1,CCG015960.1
XP_015670316.1,CCG021843.1
XP_029141673.1,CCG005038.3
XP_015666595.1,CCG018641.1
XP_029142188.1,CCG011294.1
XP_015682289.1,CCG011301.1
XP_029142209.1,CCG004993.1
XP_015684379.1,CCG024668.2
XP_015680405.1,CCG016156.1
XP_029141013.1,CCG023237.4
XP_015684424.1,CCG002773.1
XP_015681987.1,CCG010277.1
XP_015681984.1,CCG010274.2
XP_015687010.1,CCG016353.1
XP_029142057.1,CCG018815.1
XP_015673561.1,CCG011167.1
XP_015678084.1,CCG024660.1
XP_015667566.1,CCG003737.1
XP_015674536.1,CCG000401.1
XP_015685481.2,CCG009669.1
XP_029139332.1,CCG023522.3
XP_015675824.1,CCG009892.1
XP_015675619.1,CCG007552.1
XP_029141416.1,CCG012795.1
XP_015665428.1,CCG002830.1
XP_015680806.1,CCG002787.1
XP_029141088.1,CCG011791.1
XP_015685456.1,CCG019617.1
XP_015680916.1,CCG022878.1
XP_029138923.1,CCG019565.1
XP_015671281.1,CCG007521.1
XP_015672507.1,CCG015626.1
XP_015674815.1,CCG015296.1
XP_029143093.1,CCG007210.1
XP_029142920.1,CCG004028.1
XP_015671249.1,CCG007524.2
XP_015683993.1,CCG013965.1
XP_015666175.1,CCG014055.1
XP_015683867.1,CCG002927.1
XP_015687724.1,CCG024398.1
XP_015683855.1,CCG002926.1
XP_015680831.1,CCG021655.1
XP_015676968.1,CCG015860.1
XP_015685326.1,CCG010685.2
XP_015681681.1,CCG004021.1
XP_015674250.2,CCG010179.1
XP_015680324.1,CCG021625.1
XP_015680854.1,CCG021628.1
XP_015675849.1,CCG003886.1
XP_015665549.1,CCG000982.1
XP_015686275.1,CCG009238.1
XP_015669058.1,CCG017306.1
XP_015682270.2,CCG012215.2
XP_015671099.1,CCG007078.1
XP_015674410.1,CCG008967.1
XP_015678252.1,CCG011609.2
XP_015680612.1,CCG024129.1
XP_029138841.1,CCG009350.1
XP_029139982.1,CCG004559.1
XP_015678142.1,CCG010352.3
XP_015666255.1,CCG014130.1
XP_015670463.1,CCG009413.1
XP_015670466.1,CCG009412.1
XP_029139415.1,CCG023759.1
XP_015682897.1,CCG015930.1
XP_015687114.1,CCG018201.1
XP_015673478.1,CCG019004.1
XP_015676788.1,CCG017387.1
XP_015667146.1,CCG021152.1
XP_015683073.1,CCG002897.1
XP_015667157.1,CCG021160.1
XP_029141148.1,CCG023287.2
XP_015677727.1,CCG023286.1
XP_029141306.1,CCG013964.1
XP_029140900.1,CCG005943.1
XP_029139113.1,CCG021193.1
XP_015676509.1,CCG022080.1
XP_029139935.1,CCG007505.1
XP_029141544.1,CCG023277.1
XP_015667373.1,CCG006994.1
XP_029142270.1,CCG021993.3
XP_029139877.1,CCG006444.1
XP_015670915.1,CCG019344.1
XP_015678843.1,CCG014149.1
XP_015668631.1,CCG023788.4
XP_015678135.1,CCG013073.1
XP_015675002.1,CCG022730.1
XP_029139167.1,CCG006972.1
XP_015682317.1,CCG014995.1
XP_015667491.1,CCG012017.1
XP_015683906.1,CCG021642.1
XP_015678512.1,CCG012633.1
XP_015678550.1,CCG022044.1
XP_015672156.1,CCG002988.1
XP_029140632.1,CCG004925.1
XP_029138775.1,CCG022648.1
XP_015683642.1,CCG019611.3
XP_015678342.1,CCG012091.1
XP_029139063.1,CCG012887.2
XP_029139177.1,CCG012028.1
XP_015666922.1,CCG012894.3
XP_029139064.1,CCG012899.1
XP_015682805.2,CCG011499.1
XP_015670771.1,CCG001400.1
XP_029142031.1,CCG004447.1
XP_015680057.1,CCG022028.1
XP_015665516.1,CCG002836.1
XP_015681869.1,CCG004439.1
XP_015670442.1,CCG006918.1
XP_029142013.1,CCG015621.1
XP_015670990.1,CCG018310.1
XP_029138853.1,CCG007338.1
XP_015665718.1,CCG007333.1
XP_015683500.1,CCG001203.2
XP_015670874.1,CCG018847.1
XP_015673463.2,CCG002515.1
XP_015673465.1,CCG002512.2
XP_015683764.1,CCG024439.1
XP_015668890.1,CCG005437.4
XP_015682436.1,CCG024279.2
XP_015674271.1,CCG023428.1
XP_029142310.1,CCG002911.1
XP_029141672.1,CCG000228.1
XP_015687635.1,CCG004194.1
XP_029140675.1,CCG000746.2
XP_015679717.1,CCG006876.1
XP_029142058.1,CCG008129.1
XP_015672453.1,CCG002029.1
XP_015683155.1,CCG001800.1
XP_015674882.1,CCG009549.2
XP_015667135.1,CCG002466.1
XP_015673227.1,CCG015801.1
XP_029140116.1,CCG019655.1
XP_015684620.1,CCG023262.1
XP_015687231.1,CCG007218.1
XP_015671905.2,CCG012676.1
XP_015668647.1,CCG023770.3
XP_029140529.1,CCG016236.3
XP_015673970.2,CCG016943.1
XP_015676068.1,CCG011847.1
XP_015668219.1,CCG021818.1
XP_015666900.1,CCG002467.1
XP_015675470.1,CCG010696.1
XP_015668822.1,CCG002796.1
XP_029141901.1,CCG015178.2
XP_015687154.1,CCG008889.1
XP_015671407.1,CCG016577.1
XP_015676162.1,CCG014504.1
XP_015668259.1,CCG021829.2
XP_029140892.1,CCG011109.1
XP_015667632.1,CCG003148.4
XP_015671729.1,CCG023155.3
XP_015681373.2,CCG016680.1
XP_015672787.1,CCG006226.1
XP_015679785.1,CCG005281.1
XP_015667982.1,CCG013743.1
XP_015674089.1,CCG006060.1
XP_015676693.1,CCG006086.1
