geneid,proteinid
107296769,XP_015681606.1
107296771,XP_015681607.1
107296772,XP_015681608.1
107296773,XP_015681609.1
107296774,XP_015681610.1
107296775,XP_015681611.1
107296776,XP_015681616.1
107296777,XP_015681612.1
107296778,XP_015681613.1
107296779,XP_015681614.1
107296780,XP_015681617.1
107296781,XP_015681618.1
107296782,XP_015681619.1
107296783,XP_015681620.1
107296783,XP_015681621.1
107296784,XP_015681622.1
107296785,XP_015681623.1
107296786,XP_015681624.1
107296787,XP_015681628.1
107296788,XP_015681625.1
107296789,XP_015681626.1
107296790,XP_015681627.1
107296791,XP_015681629.1
107296792,XP_015681630.1
107296793,XP_015681631.1
107296793,XP_015681632.1
107296794,XP_015681633.1
107296795,XP_015681634.1
107296796,XP_015681635.1
107296798,XP_015681636.1
107296799,XP_015681637.1
107296800,XP_015681638.1
107296801,XP_015681639.1
107296802,XP_015681640.1
107296803,XP_015681641.1
107296804,XP_015681642.1
107296805,XP_015681646.1
107296806,XP_015681643.1
107296807,XP_015681644.1
107296808,XP_015681645.1
107296809,XP_015681647.1
107296810,XP_015681648.1
107296811,XP_015681649.1
107296812,XP_015681650.1
107296814,XP_015681651.1
107296815,XP_015681655.1
107296816,XP_015681652.1
107296816,XP_015681653.1
107296817,XP_015681654.1
107296818,XP_015681656.1
107296819,XP_015681657.1
107296820,XP_015681658.1
107296821,XP_015681659.1
107296822,XP_015681660.1
107296823,XP_015681661.1
107296824,XP_015681662.1
107296825,XP_015681667.1
107296826,XP_015681663.1
107296827,XP_015681664.1
107296828,XP_015681665.1
107296828,XP_015681666.1
107296829,XP_015681668.1
107296830,XP_015681669.1
107296831,XP_015681670.1
107296832,XP_015681671.1
107296833,XP_015681672.1
107296834,XP_015681673.1
107296835,XP_015681674.1
107296836,XP_015681678.1
107296837,XP_015681675.1
107296838,XP_015681676.1
107296839,XP_015681677.1
107296840,XP_015681679.1
107296841,XP_015681680.1
107296842,XP_015681681.1
107296843,XP_015681682.1
107296844,XP_015681683.1
107296845,XP_015681684.1
107296846,XP_015681685.1
107296846,XP_015681686.1
107296847,XP_015681690.1
107296848,XP_015681687.1
107296849,XP_015681688.1
107296850,XP_015681691.1
107296851,XP_015681692.1
107296852,XP_015681693.1
107296853,XP_015681694.1
107296854,XP_015681695.1
107296855,XP_015681696.1
107296856,XP_015681700.1
107296857,XP_015681697.1
107296858,XP_015681698.1
107296859,XP_015681699.1
107296860,XP_015681701.1
107296861,XP_015681702.1
107296862,XP_015681703.1
107296863,XP_015681704.1
107296864,XP_015681705.1
107296865,XP_015681706.1
107296866,XP_015681707.1
107296867,XP_015681710.1
107296869,XP_015681708.1
107296870,XP_015681709.1
107296871,XP_015681711.1
107296872,XP_015681712.1
107296873,XP_015681713.1
107296874,XP_015681714.1
107296875,XP_015681715.1
107296876,XP_015681716.1
107296877,XP_015681717.1
107296879,XP_015681718.1
107296880,XP_015681719.1
107296881,XP_015681720.1
107296882,XP_015681721.1
107296883,XP_015681722.1
107296884,XP_015681723.1
107296885,XP_015681724.1
107296886,XP_015681728.1
107296887,XP_015681725.1
107296888,XP_015681726.1
107296889,XP_015681727.1
107296890,XP_015681729.1
107296891,XP_015681730.1
107296892,XP_015681731.1
107296893,XP_015681732.1
107296894,XP_015681733.1
107296896,XP_015681734.1
107296897,XP_015681738.1
107296898,XP_015681735.1
107296899,XP_015681736.1
107296900,XP_015681737.1
107296902,XP_015681739.1
107296903,XP_015681740.1
107296904,XP_015681741.1
107296905,XP_015681742.1
107296906,XP_015681743.1
107296907,XP_015681744.1
107296908,XP_015681748.1
107296909,XP_015681745.1
107296910,XP_015681746.1
107296910,XP_015681747.1
107296910,XP_015681749.1
107296910,XP_015681750.1
107296910,XP_015681751.1
107296911,XP_015681752.1
107296911,XP_015681753.1
107296912,XP_015681754.1
107296913,XP_015681755.1
107296914,XP_015681756.1
107296915,XP_015681761.1
107296916,XP_015681757.1
107296917,XP_015681758.1
107296918,XP_015681759.1
107296919,XP_015681762.1
107296919,XP_015681763.1
107296920,XP_015681764.1
107296922,XP_015681765.1
107296923,XP_015681766.1
107296924,XP_015681767.1
107296924,XP_015681768.1
107296925,XP_015681771.1
107296926,XP_015681769.1
107296927,XP_015681770.1
107296928,XP_015681772.1
107296929,XP_015681773.1
107296930,XP_015681774.1
107296931,XP_015681775.1
107296932,XP_015681776.1
107296934,XP_015681777.1
107296935,XP_015681778.1
107296935,XP_015681779.1
107296936,XP_015681781.1
107296937,XP_015681780.1
107296940,XP_015681782.1
107296941,XP_015681783.1
107296942,XP_015681784.1
107296944,XP_015681788.1
107296945,XP_015681785.1
107296946,XP_015681786.1
107296947,XP_015681787.1
107296948,XP_015681789.1
107296949,XP_015681790.1
107296950,XP_015681791.1
107296951,XP_015681792.1
107296952,XP_015681793.1
107296953,XP_015681794.1
107296955,XP_015681798.1
107296956,XP_015681795.1
107296957,XP_015681796.1
107296957,XP_015681797.1
107296958,XP_015681799.1
107296959,XP_015681800.1
107296959,XP_015681801.1
107296959,XP_015681802.1
107296960,XP_015681803.1
107296961,XP_015681804.1
107296962,XP_015681805.1
107296963,XP_015681806.1
107296964,XP_015681810.1
107296965,XP_015681807.1
107296966,XP_015681808.1
107296967,XP_015681809.1
107296968,XP_015681811.1
107296969,XP_015681812.1
107296970,XP_015681813.1
107296972,XP_015681814.1
107296973,XP_015681815.1
107296974,XP_015681816.1
107296975,XP_015681820.1
107296976,XP_015681817.1
107296977,XP_015681818.1
107296978,XP_015681819.1
107296979,XP_015681821.1
107296982,XP_015681822.1
107296983,XP_015681823.1
107296984,XP_015681824.1
107296985,XP_015681861.1
107296986,XP_015681828.1
107296987,XP_015681825.1
107296988,XP_015681826.1
107296989,XP_015681827.1
107296990,XP_015681829.1
107296991,XP_015681830.1
107296992,XP_015681831.1
107296993,XP_015681832.1
107296994,XP_015681833.1
107296995,XP_015681834.1
107296996,XP_015681835.1
107296997,XP_015681839.1
107296998,XP_015681836.1
107296999,XP_015681837.1
107297000,XP_015681838.1
107297001,XP_015681840.1
107297002,XP_015681841.1
107297003,XP_015681842.1
107297003,XP_015681843.1
107297005,XP_015681844.1
107297006,XP_015681845.1
107297007,XP_015681846.1
107297008,XP_015681850.1
107297009,XP_015681847.1
107297010,XP_015681848.1
107297011,XP_015681849.1
107297012,XP_015681851.1
107297013,XP_015681852.1
107297014,XP_015681853.1
107297014,XP_015681854.1
107297015,XP_015681855.1
107297016,XP_015681856.1
107297017,XP_015681857.1
107297018,XP_015681862.1
107297019,XP_015681858.1
107297020,XP_015681859.1
107297021,XP_015681860.1
107297022,XP_015681863.1
107297023,XP_015681864.1
107297024,XP_015681865.1
107297025,XP_015681866.1
107297026,XP_015681867.1
107297027,XP_015681868.1
107297027,XP_015681869.1
107297028,XP_015681870.1
107297028,XP_015681871.1
107297029,XP_015681874.1
107297030,XP_015681872.1
107297031,XP_015681873.1
107297032,XP_015681875.1
107297033,XP_015681876.1
107297034,XP_015681877.1
107297035,XP_015681878.1
107297036,XP_015681879.1
107297037,XP_015681880.1
107297037,XP_015681881.1
107297038,XP_015681885.1
107297039,XP_015681882.1
107297040,XP_015681883.1
107297041,XP_015681884.1
107297042,XP_015681886.1
107297043,XP_015681887.1
107297044,XP_015681888.1
107297045,XP_015681889.1
107297046,XP_015681890.1
107297047,XP_015681891.1
107297048,XP_015681892.1
107297049,XP_015681896.1
107297050,XP_015681893.1
107297051,XP_015681894.1
107297052,XP_015681895.1
107297053,XP_015681897.1
107297054,XP_015681898.1
107297055,XP_015681899.1
107297056,XP_015681900.1
107297057,XP_015681901.1
107297058,XP_015681902.1
107297059,XP_015681903.1
107297060,XP_015681907.1
107297061,XP_015681904.1
107297062,XP_015681905.1
107297063,XP_015681906.1
107297064,XP_015681908.1
107297065,XP_015681909.1
107297066,XP_015681910.1
107297067,XP_015681911.1
107297068,XP_015681912.1
107297069,XP_015681913.1
107297070,XP_015681914.1
107297071,XP_015681918.1
107297072,XP_015681915.1
107297073,XP_015681916.1
107297074,XP_015681917.1
107297075,XP_015681919.1
107297076,XP_015681920.1
107297077,XP_015681921.1
107297078,XP_015681922.1
107297079,XP_015681923.1
107297080,XP_015681924.1
107297081,XP_015681925.1
107297082,XP_015681929.1
107297083,XP_015681926.1
107297084,XP_015681927.1
107297085,XP_015681928.1
107297086,XP_015681930.1
107297086,XP_015681931.1
107297087,XP_015681932.1
107297088,XP_015681933.1
107297089,XP_015681934.1
107297090,XP_015681935.1
107297091,XP_015681936.1
107297092,XP_015681937.1
107297093,XP_015681969.1
107297094,XP_015681941.1
107297095,XP_015681938.1
107297096,XP_015681939.1
107297097,XP_015681940.1
107297098,XP_015681942.1
107297099,XP_015681943.1
107297100,XP_015681944.1
107297101,XP_015681945.1
107297102,XP_015681947.1
107297103,XP_015681946.1
107297104,XP_015681948.1
107297105,XP_015681949.1
107297106,XP_015681950.1
107297107,XP_015681951.1
107297108,XP_015681952.1
107297109,XP_015681953.1
107297110,XP_015681954.1
107297111,XP_015681958.1
107297112,XP_015681955.1
107297113,XP_015681956.1
107297114,XP_015681957.1
107297115,XP_015681959.1
107297116,XP_015681960.1
107297117,XP_015681961.1
107297118,XP_015681962.1
107297119,XP_015681963.1
107297119,XP_015681964.1
107297120,XP_015681965.1
107297121,XP_015681970.1
107297122,XP_015681966.1
107297124,XP_015681967.1
107297125,XP_015681968.1
107297126,XP_015681971.1
107297127,XP_015681972.1
107297128,XP_015681973.1
107297129,XP_015681974.1
107297130,XP_015681975.1
107297131,XP_015681976.1
107297132,XP_015681977.1
107297133,XP_015681979.1
107297134,XP_015681978.1
107297135,XP_015681980.1
107297136,XP_015681981.1
107297138,XP_015681982.1
107297139,XP_015681983.1
107297140,XP_015681984.1
107297141,XP_015681985.1
107297142,XP_015681989.1
107297143,XP_015681986.1
107297144,XP_015681987.1
107297145,XP_015681988.1
107297146,XP_015681990.1
107297147,XP_015681991.1
107297148,XP_015681992.1
107297149,XP_015681993.1
107297150,XP_015681994.1
107297151,XP_015681995.1
107297152,XP_015681996.1
107297153,XP_015682000.1
107297154,XP_015681997.1
107297155,XP_015681998.1
107297156,XP_015681999.1
107297157,XP_015682001.1
107297158,XP_015682002.1
107297159,XP_015682003.1
107297160,XP_015682004.1
107297161,XP_015682005.1
107297162,XP_015682006.1
107297163,XP_015682007.1
107297164,XP_015682011.1
107297165,XP_015682008.1
107297166,XP_015682009.1
107297167,XP_015682010.1
107297168,XP_015682012.1
107297169,XP_015682013.1
107297170,XP_015682014.1
107297171,XP_015682015.1
107297172,XP_015682016.1
107297173,XP_015682017.1
107297174,XP_015682018.1
107297175,XP_015682023.1
107297176,XP_015682019.1
107297176,XP_015682020.1
107297176,XP_015682021.1
107297176,XP_015682022.1
107297177,XP_015682024.1
107297178,XP_015682025.1
107297179,XP_015682026.1
107297180,XP_015682027.1
107297181,XP_015682028.1
107297182,XP_015682029.1
107297183,XP_015682030.1
107297184,XP_015682033.1
107297185,XP_015682031.1
107297187,XP_015682032.1
107297188,XP_015682034.1
107297189,XP_015682035.1
107297190,XP_015682036.1
107297191,XP_015682037.1
107297192,XP_015682038.1
107297193,XP_015682039.1
107297194,XP_015682040.1
107297195,XP_015682075.1
107297196,XP_015682044.1
107297197,XP_015682041.1
107297198,XP_015682042.1
107297199,XP_015682043.1
107297199,XP_015682045.1
107297200,XP_015682046.1
107297201,XP_015682047.1
107297202,XP_015682048.1
107297203,XP_015682049.1
107297204,XP_015682050.1
107297206,XP_015682053.1
107297207,XP_015682051.1
107297208,XP_015682052.1
107297210,XP_015682054.1
107297212,XP_015682055.1
107297212,XP_015682056.1
107297213,XP_015682057.1
107297214,XP_015682058.1
107297215,XP_015682059.1
107297216,XP_015682060.1
107297217,XP_015682064.1
107297218,XP_015682061.1
107297219,XP_015682062.1
107297220,XP_015682063.1
107297221,XP_015682065.1
107297222,XP_015682066.1
107297223,XP_015682067.1
107297224,XP_015682068.1
107297225,XP_015682069.1
107297226,XP_015682070.1
107297227,XP_015682071.1
107297227,XP_015682072.1
107297227,XP_015682073.1
107297229,XP_015682074.1
107297231,XP_015682076.1
107297232,XP_015682077.1
107297233,XP_015682078.1
107297234,XP_015682083.1
107297234,XP_015682089.1
107297235,XP_015682079.1
107297236,XP_015682080.1
107297236,XP_015682081.1
107297236,XP_015682082.1
107297236,XP_015682084.1
107297237,XP_015682085.1
107297238,XP_015682086.1
107297239,XP_015682087.1
107297240,XP_015682088.1
107297241,XP_015682090.1
107297242,XP_015682091.1
107297243,XP_015682092.1
107297244,XP_015682093.1
107297245,XP_015682094.1
107297246,XP_015682095.1
107297247,XP_015682096.1
107297248,XP_015682100.1
107297249,XP_015682097.1
107297250,XP_015682098.1
107297251,XP_015682099.1
107297252,XP_015682101.1
107297253,XP_015682102.1
107297255,XP_015682103.1
107297256,XP_015682104.1
107297257,XP_015682105.1
107297258,XP_015682106.1
107297259,XP_015682110.1
107297260,XP_015682107.1
107297261,XP_015682108.1
107297262,XP_015682109.1
107297263,XP_015682111.1
107297263,XP_015682112.1
107297265,XP_015682113.1
107297265,XP_015682114.1
107297266,XP_015682115.1
107297267,XP_015682119.1
107297268,XP_015682116.1
107297269,XP_015682117.1
107297270,XP_015682118.1
107297271,XP_015682120.1
107297272,XP_015682121.1
107297273,XP_015682122.1
107297274,XP_015682123.1
107297275,XP_015682124.1
107297276,XP_015682125.1
107297277,XP_015682129.1
107297278,XP_015682126.1
107297279,XP_015682127.1
107297280,XP_015682128.1
107297282,XP_015682130.1
107297283,XP_015682131.1
107297284,XP_015682132.1
107297285,XP_015682133.1
107297286,XP_015682134.1
107297287,XP_015682135.1
107297288,XP_015682139.1
107297289,XP_015682136.1
107297290,XP_015682137.1
107297291,XP_015682138.1
107297292,XP_015682140.1
107297292,XP_015682141.1
107297293,XP_015682142.1
107297294,XP_015682143.1
107297295,XP_015682173.1
107297295,XP_015682247.1
107297295,XP_015682316.1
107297296,XP_015682144.1
107297297,XP_015682145.1
107297298,XP_015682146.1
107297299,XP_015682150.1
107297299,XP_015682158.1
107297300,XP_015682147.1
107297301,XP_015682148.1
107297302,XP_015682149.1
107297303,XP_015682151.1
107297304,XP_015682152.1
107297305,XP_015682153.1
107297306,XP_015682154.1
107297307,XP_015682155.1
107297308,XP_015682156.1
107297309,XP_015682157.1
107297310,XP_015682159.1
107297311,XP_015682160.1
107297312,XP_015682161.1
107297313,XP_015682162.1
107297314,XP_015682163.1
107297315,XP_015682164.1
107297317,XP_015682167.1
107297318,XP_015682165.1
107297320,XP_015682166.1
107297322,XP_015682168.1
107297326,XP_015682169.1
107297327,XP_015682170.1
107297328,XP_015682174.1
107297330,XP_015682171.1
107297330,XP_015682172.1
107297331,XP_015682175.1
107297332,XP_015682176.1
107297333,XP_015682177.1
107297334,XP_015682178.1
107297335,XP_015682179.1
107297336,XP_015682180.1
107297337,XP_015682181.1
107297338,XP_015682185.1
107297338,XP_015682193.1
107297339,XP_015682182.1
107297341,XP_015682183.1
107297341,XP_015682184.1
107297341,XP_015682186.1
107297342,XP_015682187.1
107297343,XP_015682188.1
107297344,XP_015682189.1
107297345,XP_015682190.1
107297346,XP_015682191.1
107297347,XP_015682192.1
107297348,XP_015682194.1
107297349,XP_015682195.1
107297349,XP_015682196.1
107297349,XP_015682197.1
107297349,XP_015682198.1
107297349,XP_015682199.1
107297349,XP_015682200.1
107297350,XP_015682201.1
107297351,XP_015682202.1
107297352,XP_015682206.1
107297353,XP_015682203.1
107297354,XP_015682204.1
107297355,XP_015682205.1
107297356,XP_015682207.1
107297357,XP_015682208.1
107297359,XP_015682209.1
107297360,XP_015682210.1
107297361,XP_015682211.1
107297362,XP_015682212.1
107297363,XP_015682216.1
107297364,XP_015682213.1
107297365,XP_015682214.1
107297366,XP_015682215.1
107297367,XP_015682217.1
107297368,XP_015682218.1
107297369,XP_015682219.1
107297370,XP_015682220.1
107297371,XP_015682221.1
107297372,XP_015682222.1
107297373,XP_015682223.1
107297374,XP_015682226.1
107297374,XP_015682240.1
107297374,XP_015682248.1
107297375,XP_015682224.1
107297376,XP_015682225.1
107297377,XP_015682227.1
107297378,XP_015682228.1
107297379,XP_015682229.1
107297380,XP_015682230.1
107297381,XP_015682231.1
107297382,XP_015682232.1
107297383,XP_015682233.1
107297384,XP_015682234.1
107297385,XP_015682235.1
107297386,XP_015682236.1
107297387,XP_015682237.1
107297388,XP_015682238.1
107297389,XP_015682239.1
107297390,XP_015682241.1
107297391,XP_015682242.1
107297392,XP_015682243.1
107297393,XP_015682244.1
107297394,XP_015682245.1
107297395,XP_015682246.1
107297396,XP_015682249.1
107297397,XP_015682250.1
107297398,XP_015682251.1
107297399,XP_015682252.1
107297400,XP_015682253.1
107297400,XP_015682254.1
107297401,XP_015682255.1
107297402,XP_015682259.1
107297402,XP_015682267.1
107297403,XP_015682256.1
107297404,XP_015682257.1
107297405,XP_015682258.1
107297406,XP_015682260.1
107297407,XP_015682261.1
107297408,XP_015682262.1
107297409,XP_015682263.1
107297410,XP_015682264.1
107297411,XP_015682265.1
107297411,XP_015682266.1
107297412,XP_015682268.1
107297414,XP_015682269.1
107297415,XP_015682270.1
107297416,XP_015682271.1
107297417,XP_015682272.1
107297418,XP_015682273.1
107297418,XP_015682274.1
107297419,XP_015682277.1
107297420,XP_015682275.1
107297422,XP_015682276.1
107297426,XP_015682278.1
107297427,XP_015682279.1
107297428,XP_015682280.1
107297429,XP_015682281.1
107297430,XP_015682634.1
107297430,XP_015683337.1
107297431,XP_015682284.1
107297432,XP_015682282.1
107297434,XP_015682283.1
107297435,XP_015682285.1
107297437,XP_015682286.1
107297438,XP_015682287.1
107297439,XP_015682288.1
107297440,XP_015682289.1
107297441,XP_015682290.1
107297442,XP_015682294.1
107297443,XP_015682291.1
107297444,XP_015682292.1
107297445,XP_015682293.1
107297445,XP_015682295.1
107297446,XP_015682296.1
107297447,XP_015682297.1
107297448,XP_015682298.1
107297449,XP_015682299.1
107297450,XP_015682300.1
107297451,XP_015682301.1
107297452,XP_015682305.1
107297453,XP_015682302.1
107297454,XP_015682303.1
107297455,XP_015682304.1
107297456,XP_015682306.1
107297458,XP_015682307.1
107297459,XP_015682308.1
107297459,XP_015682309.1
107297460,XP_015682310.1
107297461,XP_015682311.1
107297462,XP_015682312.1
107297463,XP_015682317.1
107297464,XP_015682313.1
107297465,XP_015682314.1
107297466,XP_015682315.1
107297467,XP_015682318.1
107297468,XP_015682319.1
107297469,XP_015682320.1
107297470,XP_015682321.1
107297471,XP_015682322.1
107297472,XP_015682323.1
107297473,XP_015682324.1
107297474,XP_015682327.1
107297475,XP_015682325.1
107297476,XP_015682326.1
107297477,XP_015682328.1
107297478,XP_015682329.1
107297479,XP_015682330.1
107297480,XP_015682331.1
107297482,XP_015682332.1
107297483,XP_015682336.1
107297484,XP_015682333.1
107297485,XP_015682334.1
107297486,XP_015682335.1
107297487,XP_015682337.1
107297488,XP_015682338.1
107297490,XP_015682339.1
107297493,XP_015682340.1
107297494,XP_015682345.1
107297494,XP_015682352.1
107297495,XP_015682341.1
107297495,XP_015682342.1
107297495,XP_015682343.1
107297496,XP_015682344.1
107297497,XP_015682346.1
107297499,XP_015682347.1
107297500,XP_015682348.1
107297501,XP_015682349.1
107297502,XP_015682350.1
107297503,XP_015682351.1
107297504,XP_015682353.1
107297505,XP_015682354.1
107297506,XP_015682355.1
107297507,XP_015682356.1
107297508,XP_015682357.1
107297509,XP_015682358.1
107297510,XP_015682359.1
107297511,XP_015682363.1
107297511,XP_015682370.1
107297512,XP_015682360.1
107297513,XP_015682361.1
107297514,XP_015682362.1
107297515,XP_015682364.1
107297517,XP_015682365.1
107297518,XP_015682366.1
107297519,XP_015682367.1
107297520,XP_015682368.1
107297521,XP_015682369.1
107297522,XP_015682371.1
107297523,XP_015682372.1
107297524,XP_015682373.1
107297525,XP_015682374.1
107297526,XP_015682375.1
107297527,XP_015682376.1
107297528,XP_015682377.1
107297529,XP_015682381.1
107297530,XP_015682378.1
107297531,XP_015682379.1
107297532,XP_015682380.1
107297533,XP_015682382.1
107297534,XP_015682383.1
107297535,XP_015682384.1
107297536,XP_015682385.1
107297537,XP_015682418.1
107297538,XP_015682386.1
107297539,XP_015682387.1
107297540,XP_015682388.1
107297541,XP_015682391.1
107297542,XP_015682389.1
107297544,XP_015682390.1
107297545,XP_015682392.1
107297546,XP_015682393.1
107297547,XP_015682394.1
107297548,XP_015682395.1
107297549,XP_015682396.1
107297550,XP_015682397.1
107297551,XP_015682398.1
107297552,XP_015682402.1
107297553,XP_015682399.1
107297554,XP_015682400.1
107297555,XP_015682401.1
107297556,XP_015682403.1
107297557,XP_015682404.1
107297558,XP_015682405.1
107297560,XP_015682406.1
107297561,XP_015682407.1
107297562,XP_015682411.1
107297563,XP_015682408.1
107297564,XP_015682409.1
107297565,XP_015682410.1
107297566,XP_015682412.1
107297567,XP_015682413.1
107297568,XP_015682414.1
107297569,XP_015682415.1
107297570,XP_015682416.1
107297571,XP_015682417.1
107297572,XP_015682422.1
107297573,XP_015682419.1
107297574,XP_015682420.1
107297575,XP_015682421.1
107297576,XP_015682423.1
107297577,XP_015682424.1
107297578,XP_015682425.1
107297579,XP_015682426.1
107297580,XP_015682427.1
107297581,XP_015682428.1
107297582,XP_015682429.1
107297583,XP_015682433.1
107297584,XP_015682430.1
107297585,XP_015682431.1
107297586,XP_015682432.1
107297587,XP_015682434.1
107297588,XP_015682435.1
107297589,XP_015682436.1
107297590,XP_015682437.1
107297591,XP_015682438.1
107297592,XP_015682439.1
107297593,XP_015682440.1
107297594,XP_015682444.1
107297595,XP_015682441.1
107297596,XP_015682442.1
107297597,XP_015682443.1
107297598,XP_015682445.1
107297599,XP_015682446.1
107297600,XP_015682447.1
107297601,XP_015682448.1
107297602,XP_015682449.1
107297603,XP_015682450.1
107297604,XP_015682451.1
107297605,XP_015682456.1
107297606,XP_015682452.1
107297606,XP_015682453.1
107297606,XP_015682454.1
107297607,XP_015682455.1
107297608,XP_015682457.1
107297609,XP_015682458.1
107297609,XP_015682459.1
107297610,XP_015682460.1
107297611,XP_015682461.1
107297612,XP_015682462.1
107297613,XP_015682463.1
107297614,XP_015682466.1
107297615,XP_015682464.1
107297617,XP_015682465.1
107297618,XP_015682467.1
107297619,XP_015682468.1
107297620,XP_015682469.1
107297621,XP_015682470.1
107297622,XP_015682471.1
107297623,XP_015682472.1
107297624,XP_015682473.1
107297625,XP_015682476.1
107297626,XP_015682474.1
107297628,XP_015682475.1
107297629,XP_015682477.1
107297630,XP_015682478.1
107297631,XP_015682479.1
107297632,XP_015682480.1
107297633,XP_015682481.1
107297634,XP_015682482.1
107297635,XP_015682483.1
107297636,XP_015682488.1
107297637,XP_015682484.1
107297638,XP_015682485.1
107297638,XP_015682486.1
107297639,XP_015682487.1
107297640,XP_015682489.1
107297641,XP_015682490.1
107297642,XP_015682491.1
107297643,XP_015682525.1
107297644,XP_015682492.1
107297645,XP_015682493.1
107297646,XP_015682494.1
107297647,XP_015682495.1
107297649,XP_015682496.1
107297650,XP_015682497.1
107297651,XP_015682498.1
107297652,XP_015682499.1
107297653,XP_015682500.1
107297654,XP_015682501.1
107297655,XP_015682502.1
107297656,XP_015682503.1
107297657,XP_015682504.1
107297658,XP_015682505.1
107297659,XP_015682509.1
107297660,XP_015682506.1
107297661,XP_015682507.1
107297662,XP_015682508.1
107297665,XP_015682510.1
107297666,XP_015682511.1
107297667,XP_015682512.1
107297668,XP_015682513.1
107297669,XP_015682514.1
107297670,XP_015682517.1
107297672,XP_015682515.1
107297673,XP_015682516.1
107297674,XP_015682518.1
107297675,XP_015682519.1
107297676,XP_015682520.1
107297677,XP_015682521.1
107297678,XP_015682522.1
107297679,XP_015682523.1
107297680,XP_015682524.1
107297680,XP_015682526.1
107297681,XP_015682530.1
107297682,XP_015682527.1
107297683,XP_015682528.1
107297684,XP_015682529.1
107297684,XP_015682531.1
107297685,XP_015682532.1
107297686,XP_015682533.1
107297687,XP_015682534.1
107297688,XP_015682535.1
107297689,XP_015682536.1
107297690,XP_015682537.1
107297691,XP_015682541.1
107297692,XP_015682538.1
107297693,XP_015682539.1
107297694,XP_015682540.1
107297694,XP_015682542.1
107297694,XP_015682543.1
107297695,XP_015682544.1
107297696,XP_015682545.1
107297697,XP_015682546.1
107297698,XP_015682547.1
107297701,XP_015682551.1
107297702,XP_015682548.1
107297703,XP_015682549.1
107297704,XP_015682550.1
107297705,XP_015682552.1
107297706,XP_015682553.1
107297707,XP_015682554.1
107297708,XP_015682555.1
107297709,XP_015682556.1
107297710,XP_015682557.1
107297711,XP_015682558.1
107297712,XP_015682562.1
107297713,XP_015682559.1
107297714,XP_015682560.1
107297715,XP_015682561.1
107297716,XP_015682563.1
107297717,XP_015682564.1
107297718,XP_015682565.1
107297719,XP_015682566.1
107297720,XP_015682567.1
107297720,XP_015682568.1
107297721,XP_015682569.1
107297722,XP_015682573.1
107297722,XP_015682580.1
107297723,XP_015682570.1
107297724,XP_015682571.1
107297725,XP_015682572.1
107297726,XP_015682574.1
107297728,XP_015682575.1
107297729,XP_015682576.1
107297730,XP_015682577.1
107297731,XP_015682578.1
107297732,XP_015682579.1
107297733,XP_015682581.1
107297734,XP_015682582.1
107297735,XP_015682583.1
107297736,XP_015682584.1
107297737,XP_015682585.1
107297738,XP_015682586.1
107297739,XP_015682587.1
107297739,XP_015682588.1
107297740,XP_015682590.1
107297742,XP_015682589.1
107297743,XP_015682591.1
107297744,XP_015682592.1
107297745,XP_015682593.1
107297746,XP_015682594.1
107297747,XP_015682595.1
107297748,XP_015682596.1
107297749,XP_015682597.1
107297750,XP_015682635.1
107297751,XP_015682601.1
107297752,XP_015682598.1
107297753,XP_015682599.1
107297754,XP_015682600.1
107297755,XP_015682602.1
107297756,XP_015682603.1
107297757,XP_015682604.1
107297758,XP_015682605.1
107297759,XP_015682606.1
107297760,XP_015682607.1
107297761,XP_015682608.1
107297762,XP_015682612.1
107297763,XP_015682609.1
107297764,XP_015682610.1
107297765,XP_015682611.1
107297766,XP_015682613.1
107297767,XP_015682614.1
107297767,XP_015682615.1
107297768,XP_015682616.1
107297769,XP_015682617.1
107297770,XP_015682618.1
107297771,XP_015682619.1
107297772,XP_015682623.1
107297773,XP_015682620.1
107297774,XP_015682621.1
107297775,XP_015682622.1
107297776,XP_015682624.1
107297777,XP_015682625.1
107297778,XP_015682626.1
107297779,XP_015682627.1
107297780,XP_015682628.1
107297781,XP_015682629.1
107297782,XP_015682630.1
107297783,XP_015682636.1
107297785,XP_015682631.1
107297786,XP_015682632.1
107297786,XP_015682633.1
107297787,XP_015682637.1
107297788,XP_015682638.1
107297789,XP_015682639.1
107297790,XP_015682640.1
107297791,XP_015682641.1
107297792,XP_015682642.1
107297793,XP_015682643.1
107297794,XP_015682647.1
107297795,XP_015682644.1
107297796,XP_015682645.1
107297797,XP_015682646.1
107297798,XP_015682648.1
107297799,XP_015682649.1
107297800,XP_015682650.1
107297801,XP_015682651.1
107297802,XP_015682652.1
107297803,XP_015682653.1
107297804,XP_015682654.1
107297805,XP_015682658.1
107297806,XP_015682655.1
107297807,XP_015682656.1
107297808,XP_015682657.1
107297809,XP_015682659.1
107297811,XP_015682660.1
107297812,XP_015682661.1
107297813,XP_015682662.1
107297814,XP_015682663.1
107297815,XP_015682664.1
107297816,XP_015682668.1
107297817,XP_015682665.1
107297818,XP_015682666.1
107297819,XP_015682667.1
107297820,XP_015682669.1
107297822,XP_015682670.1
107297823,XP_015682671.1
107297824,XP_015682672.1
107297826,XP_015682673.1
107297827,XP_015682674.1
107297828,XP_015682678.1
107297829,XP_015682675.1
107297830,XP_015682676.1
107297831,XP_015682677.1
107297832,XP_015682679.1
107297833,XP_015682680.1
107297835,XP_015682681.1
107297836,XP_015682682.1
107297837,XP_015682683.1
