P_Mucros.pep,P_guttatus.pep
XP_015677118.1,XP_034288014.1
XP_015668063.1,XP_034295966.1
XP_015679521.1,XP_034287985.1
XP_015679526.1,XP_034287980.1
XP_015679513.1,XP_034295413.1
XP_015671639.1,XP_034287958.1
XP_015671352.1,XP_034295248.1
XP_015682939.1,XP_034287940.1
XP_015676714.1,XP_034292562.1
XP_015671346.2,XP_034295149.1
XP_015668544.1,XP_034288050.1
XP_015677826.1,XP_034294768.1
XP_015677825.1,XP_034294756.1
XP_029140879.1,XP_034288082.1
XP_015678229.1,XP_034292684.1
XP_015680349.1,XP_034294013.1
XP_015671908.1,XP_034293779.1
XP_029141322.1,XP_034287865.1
XP_015680864.1,XP_034264944.1
XP_015668339.1,XP_034264839.1
XP_015668352.1,XP_034264827.1
XP_015673557.1,XP_034274640.1
XP_015669653.1,XP_034274630.1
XP_015683189.1,XP_034274597.1
XP_015677586.1,XP_034287384.1
XP_029142510.1,XP_034274566.1
XP_015687040.1,XP_034287418.1
XP_015677057.1,XP_034265094.1
XP_015678376.1,XP_034265086.1
XP_015678579.2,XP_034287436.1
XP_015680449.1,XP_034287440.1
XP_015676608.1,XP_034265004.1
XP_015676606.1,XP_034265005.1
XP_015687595.1,XP_034265039.1
XP_015684947.1,XP_034287467.1
XP_015683762.1,XP_034287538.1
XP_015671121.1,XP_034265061.1
XP_029141651.1,XP_034296449.1
XP_015667198.1,XP_034259943.1
XP_015680866.1,XP_034296502.1
XP_015672296.1,XP_034287738.1
XP_015672297.1,XP_034287744.1
XP_015683753.1,XP_034264661.1
XP_015677223.1,XP_034287754.1
XP_029141017.1,XP_034287721.1
XP_015677385.1,XP_034287576.1
XP_015677372.1,XP_034287577.1
XP_015683325.1,XP_034287615.1
XP_015670583.1,XP_034290038.1
XP_015670443.1,XP_034289996.1
XP_015681925.1,XP_034287637.1
XP_015677850.1,XP_034274855.1
XP_015670087.1,XP_034284395.1
XP_029142183.1,XP_034284424.1
XP_015682449.1,XP_034284427.1
XP_015672336.1,XP_034284450.1
XP_015672176.1,XP_034284158.1
XP_015675301.2,XP_034277417.1
XP_015682698.1,XP_034284191.1
XP_015676099.1,XP_034284219.1
XP_015676098.1,XP_034284220.1
XP_015675595.1,XP_034284223.1
XP_015675372.1,XP_034284239.1
XP_015679887.2,XP_034284252.1
XP_029141604.1,XP_034284253.1
XP_015680397.1,XP_034284257.1
XP_015680393.1,XP_034284261.1
XP_015680391.1,XP_034284262.1
XP_015674527.1,XP_034284276.1
XP_015674529.1,XP_034284277.1
XP_015674531.1,XP_034284283.1
XP_015679402.1,XP_034283940.1
XP_015676543.1,XP_034283924.1
XP_015673538.1,XP_034283988.1
XP_015670269.1,XP_034283589.1
XP_015670260.1,XP_034283596.1
XP_015670150.1,XP_034283675.1
XP_015678318.1,XP_034283734.1
XP_015675845.1,XP_034283797.1
XP_015675117.1,XP_034283171.1
XP_015675118.1,XP_034283912.1
XP_015675116.1,XP_034283150.1
XP_029141844.1,XP_034283864.1
XP_015676434.1,XP_034283860.1
XP_015676436.1,XP_034283859.1
XP_029142121.1,XP_034283146.1
XP_015675668.1,XP_034283825.1
XP_015675670.1,XP_034283823.1
XP_015676443.1,XP_034283371.1
XP_015667528.1,XP_034283344.1
XP_015667552.1,XP_034283336.1
XP_015684884.1,XP_034275918.1
XP_029139449.1,XP_034263904.1
XP_015687789.1,XP_034271889.1
XP_015671616.1,XP_034293337.1
XP_015685987.1,XP_034283044.1
XP_015683443.1,XP_034276755.1
XP_015676177.1,XP_034297485.1
XP_015682597.1,XP_034260538.1
XP_015668392.1,XP_034281102.1
XP_015678140.1,XP_034294388.1
XP_029141244.1,XP_034294386.1
XP_015679624.1,XP_034290457.1
XP_015676076.1,XP_034272561.1
XP_015681051.1,XP_034276609.1
XP_015668132.1,XP_034296863.1
XP_015680392.1,XP_034284263.1
XP_015667457.1,XP_034297304.1
XP_029142890.1,XP_034280573.1
XP_015678815.1,XP_034280505.1
XP_015681903.1,XP_034262372.1
XP_015673405.1,XP_034285993.1
XP_015667418.1,XP_034291447.1
XP_015680528.1,XP_034282408.1
XP_015679231.1,XP_034262661.1
XP_029140328.1,XP_034285926.1
XP_015671071.1,XP_034277266.1
XP_015667622.2,XP_034283101.1
XP_015673464.2,XP_034277977.1
XP_015669556.1,XP_034266936.1
XP_015687476.1,XP_034265851.1
XP_015684177.1,XP_034292044.1
XP_015670316.1,XP_034276957.1
XP_029141673.1,XP_034275796.1
XP_015666595.1,XP_034286564.1
XP_015682289.1,XP_034260754.1
XP_015680405.1,XP_034269656.1
XP_029141013.1,XP_034281605.1
XP_015684424.1,XP_034278456.1
XP_029142638.1,XP_034278566.1
XP_015681987.1,XP_034262908.1
XP_015681984.1,XP_034262916.1
XP_015670609.1,XP_034290039.1
XP_029142057.1,XP_034260518.1
XP_029142059.1,XP_034280244.1
XP_015673561.1,XP_034274942.1
XP_015682864.1,XP_034274403.1
XP_015678084.1,XP_034281821.1
XP_015685481.2,XP_034264513.1
XP_015668874.1,XP_034261971.1
XP_015675824.1,XP_034291972.1
XP_015675619.1,XP_034269821.1
XP_029141416.1,XP_034264776.1
XP_029138923.1,XP_034278472.1
XP_015672507.1,XP_034298313.1
XP_015674815.1,XP_034275125.1
XP_029143093.1,XP_034280241.1
XP_015671249.1,XP_034284823.1
XP_015683993.1,XP_034261006.1
XP_015666175.1,XP_034278471.1
XP_015683867.1,XP_034298078.1
XP_015687724.1,XP_034269519.1
XP_015674452.1,XP_034282339.1
XP_015676967.1,XP_034281229.1
XP_015668391.1,XP_034281110.1
XP_015680831.1,XP_034263183.1
XP_015681681.1,XP_034281744.1
XP_015680324.1,XP_034282884.1
XP_015680854.1,XP_034283131.1
XP_015675849.1,XP_034280171.1
XP_015665549.1,XP_034293546.1
XP_015687096.1,XP_034293252.1
XP_029140418.1,XP_034277622.1
XP_015673908.1,XP_034277621.1
XP_015686275.1,XP_034277345.1
XP_015669058.1,XP_034263096.1
XP_015682270.2,XP_034282932.1
XP_015671099.1,XP_034276862.1
XP_015678715.1,XP_034277938.1
XP_015685850.1,XP_034263072.1
XP_015670468.1,XP_034283977.1
XP_015666255.1,XP_034290974.1
XP_015670467.1,XP_034284002.1
XP_015670463.1,XP_034283846.1
XP_015670466.1,XP_034288987.1
XP_029142030.1,XP_034262546.1
XP_015682178.1,XP_034285938.1
XP_029139415.1,XP_034286709.1
XP_015666324.1,XP_034285003.1
XP_015682897.1,XP_034263436.1
XP_015687114.1,XP_034292152.1
XP_015681905.1,XP_034289280.1
XP_015673478.1,XP_034265379.1
XP_015676788.1,XP_034286186.1
XP_015667146.1,XP_034269216.1
XP_015667157.1,XP_034269084.1
XP_015677727.1,XP_034262211.1
XP_029141306.1,XP_034261000.1
XP_029139113.1,XP_034269201.1
XP_015667177.1,XP_034269199.1
XP_015676509.1,XP_034294050.1
XP_029139935.1,XP_034284522.1
XP_029141544.1,XP_034262234.1
XP_015667373.1,XP_034291423.1
XP_029142270.1,XP_034293921.1
XP_029139877.1,XP_034296275.1
XP_015670915.1,XP_034296273.1
XP_015668631.1,XP_034292503.1
XP_015678135.1,XP_034259811.1
XP_015675002.1,XP_034292477.1
XP_015667138.1,XP_034269168.1
XP_029139167.1,XP_034291374.1
XP_015682317.1,XP_034290836.1
XP_015667491.1,XP_034297351.1
XP_015683906.1,XP_034283108.1
XP_015678512.1,XP_034286228.1
XP_015679268.1,XP_034281849.1
XP_015675514.1,XP_034273554.1
XP_015672156.1,XP_034294581.1
XP_029140632.1,XP_034288479.1
XP_029138775.1,XP_034297591.1
XP_015683642.1,XP_034260628.1
XP_015678342.1,XP_034272476.1
XP_029139063.1,XP_034282531.1
XP_029139177.1,XP_034297324.1
XP_029139064.1,XP_034282558.1
XP_029139209.1,XP_034267014.1
XP_015682805.2,XP_034288389.1
XP_029142031.1,XP_034262859.1
XP_015665516.1,XP_034293642.1
XP_015681869.1,XP_034262862.1
XP_029142013.1,XP_034298303.1
XP_015670990.1,XP_034294667.1
XP_029138853.1,XP_034279134.1
XP_015665718.1,XP_034279124.1
XP_015683500.1,XP_034291843.1
XP_015670874.1,XP_034273123.1
XP_015673463.2,XP_034277978.1
XP_015673465.1,XP_034277974.1
XP_015666172.1,XP_034278448.1
XP_015683764.1,XP_034263232.1
XP_015682436.1,XP_034286116.1
XP_015674271.1,XP_034290886.1
XP_029142310.1,XP_034280871.1
XP_029141672.1,XP_034279941.1
XP_015687635.1,XP_034259424.1
XP_029140675.1,XP_034292237.1
XP_015679717.1,XP_034295455.1
XP_015672455.1,XP_034279437.1
XP_029142058.1,XP_034280243.1
XP_015672453.1,XP_034279551.1
XP_015683155.1,XP_034262001.1
XP_015674882.1,XP_034296540.1
XP_015667135.1,XP_034261520.1
XP_015673227.1,XP_034261519.1
XP_029140116.1,XP_034287173.1
XP_015684620.1,XP_034262221.1
XP_015687231.1,XP_034280242.1
XP_015671905.2,XP_034283163.1
XP_015668647.1,XP_034286678.1
XP_029140529.1,XP_034269649.1
XP_015673970.2,XP_034272116.1
XP_015676068.1,XP_034279911.1
XP_015668219.1,XP_034280090.1
XP_015666900.1,XP_034263421.1
XP_015676363.1,XP_034294482.1
XP_015668822.1,XP_034261976.1
XP_029141901.1,XP_034267400.1
XP_015687154.1,XP_034292190.1
XP_015671407.1,XP_034274952.1
XP_015676162.1,XP_034294152.1
XP_015668259.1,XP_034260685.1
XP_015667632.1,XP_034257654.1
XP_015665533.1,XP_034263903.1
XP_015671729.1,XP_034274957.1
XP_015683173.1,XP_034282963.1
XP_029140992.1,XP_034281915.1
XP_015681373.2,XP_034268541.1
XP_015672787.1,XP_034282279.1
XP_015679785.1,XP_034278126.1
XP_015667982.1,XP_034263091.1
XP_015674498.1,XP_034282100.1
XP_015674089.1,XP_034291450.1
XP_029142494.1,XP_034281922.1
XP_015681030.1,XP_034280382.1
XP_015681754.1,XP_034276792.1
XP_015675439.1,XP_034275142.1
XP_015678505.1,XP_034260045.1
XP_015674677.1,XP_034286206.1
XP_015668017.1,XP_034261958.1
XP_015684572.1,XP_034280826.1
XP_015681553.1,XP_034276638.1
XP_015684516.1,XP_034290697.1
XP_029142208.1,XP_034272533.1
XP_015668402.1,XP_034281053.1
XP_015667358.1,XP_034283279.1
XP_015680171.1,XP_034292760.1
XP_015682282.2,XP_034291861.1
XP_015681630.1,XP_034290711.1
XP_015676386.1,XP_034290712.1
XP_015676994.1,XP_034263918.1
XP_015676992.1,XP_034263934.1
XP_015683359.1,XP_034275814.1
XP_015673316.1,XP_034297422.1
XP_015673315.1,XP_034297429.1
XP_015682480.1,XP_034278184.1
XP_015675623.1,XP_034277909.1
XP_015680673.1,XP_034278181.1
XP_015684169.1,XP_034260264.1
XP_029140699.1,XP_034269265.1
XP_015687736.1,XP_034269515.1
XP_015668464.1,XP_034265425.1
XP_029139463.1,XP_034293390.1
XP_015682025.1,XP_034278205.1
XP_015681614.1,XP_034262428.1
XP_029142457.1,XP_034290634.1
XP_015675942.1,XP_034269279.1
XP_015678906.1,XP_034290611.1
XP_015671566.1,XP_034279576.1
XP_015674483.1,XP_034293020.1
XP_015672749.1,XP_034259023.1
XP_015677321.1,XP_034278065.1
XP_015681918.1,XP_034282124.1
XP_015665426.1,XP_034293643.1
XP_015674001.1,XP_034283167.1
XP_029141916.1,XP_034260835.1
XP_015680524.1,XP_034269413.1
XP_015675023.1,XP_034297477.1
XP_015666891.1,XP_034282554.1
XP_029142658.1,XP_034275994.1
XP_015674960.1,XP_034296144.1
XP_015675765.1,XP_034293925.1
XP_015674355.1,XP_034261187.1
XP_029138980.1,XP_034265236.1
XP_015666998.1,XP_034288836.1
XP_015681756.1,XP_034276787.1
XP_015666600.1,XP_034286509.1
XP_015677002.2,XP_034281231.1
XP_015679263.1,XP_034280850.1
XP_015673613.1,XP_034269676.1
XP_015677895.1,XP_034290816.1
XP_015673612.1,XP_034269683.1
XP_029142794.1,XP_034280345.1
XP_015668827.1,XP_034278385.1
XP_015677768.1,XP_034292687.1
XP_015668949.1,XP_034278390.1
XP_015678096.1,XP_034294349.1
XP_015683749.1,XP_034260562.1
XP_015683507.1,XP_034262378.1
XP_015683745.1,XP_034261925.1
XP_015680121.2,XP_034278581.1
XP_029139292.1,XP_034281171.1
XP_015668061.1,XP_034281003.1
XP_029139293.1,XP_034281012.1
XP_015678628.1,XP_034271559.1
XP_015681946.1,XP_034280309.1
XP_015669772.1,XP_034264050.1
XP_015683099.1,XP_034263435.1
XP_029140285.1,XP_034281704.1
XP_015678247.1,XP_034281733.1
XP_015673059.1,XP_034281697.1
XP_015676480.1,XP_034294102.1
XP_015673043.1,XP_034263627.1
XP_015674117.1,XP_034265479.1
XP_015674126.2,XP_034265488.1
XP_029142707.1,XP_034298372.1
XP_015682477.1,XP_034263244.1
XP_015681845.2,XP_034257462.1
XP_015683646.1,XP_034261213.1
XP_015666112.1,XP_034291128.1
XP_015684264.2,XP_034263935.1
XP_015680891.1,XP_034281281.1
XP_015673996.1,XP_034293902.1
XP_015672005.1,XP_034262263.1
XP_015671944.1,XP_034291288.1
XP_015672100.1,XP_034279494.1
XP_029139634.1,XP_034261484.1
XP_015673394.1,XP_034285936.1
XP_015666560.2,XP_034272207.1
XP_015684843.1,XP_034291133.1
XP_015681723.1,XP_034279896.1
XP_015683908.1,XP_034284894.1
XP_015671307.1,XP_034296061.1
XP_015677087.1,XP_034281942.1
XP_015672782.1,XP_034282278.1
XP_015679423.1,XP_034275933.1
XP_015678687.1,XP_034276712.1
XP_015676892.1,XP_034286371.1
XP_015677446.1,XP_034261862.1
XP_015678107.1,XP_034296630.1
XP_015667476.1,XP_034297270.1
XP_015672529.1,XP_034266563.1
XP_029139715.1,XP_034273758.1
XP_015669251.1,XP_034277196.1
XP_015674206.1,XP_034269466.1
XP_015670992.1,XP_034261675.1
XP_015667901.1,XP_034298486.1
XP_015677840.1,XP_034282653.1
XP_015683809.1,XP_034291846.1
XP_015687389.1,XP_034281798.1
XP_015666898.1,XP_034282594.1
XP_015677720.1,XP_034261312.1
XP_015687999.2,XP_034257610.1
XP_015679984.2,XP_034277260.1
XP_029142111.1,XP_034292553.1
XP_015674450.1,XP_034282334.1
XP_015683665.1,XP_034292587.1
XP_029140824.1,XP_034284930.1
XP_015682596.1,XP_034267195.1
XP_029141016.1,XP_034281275.1
XP_015667299.1,XP_034258876.1
XP_015677195.1,XP_034281327.1
XP_015678434.1,XP_034281385.1
XP_015678423.1,XP_034281284.1
XP_015673871.1,XP_034285161.1
XP_029140572.1,XP_034276358.1
XP_029142056.1,XP_034263358.1
XP_015675908.1,XP_034258778.1
XP_015674494.1,XP_034289197.1
XP_015669487.1,XP_034266837.1
XP_015671231.1,XP_034269667.1
XP_015671222.1,XP_034269792.1
XP_015670853.1,XP_034266782.1
XP_015684245.1,XP_034280912.1
XP_015667709.1,XP_034290194.1
XP_015683805.1,XP_034261499.1
XP_015671356.1,XP_034281300.1
XP_015667153.1,XP_034269066.1
XP_015667104.1,XP_034269213.1
XP_015678592.1,XP_034293990.1
XP_015667149.1,XP_034269212.1
XP_015666265.1,XP_034263040.1
XP_015667845.1,XP_034284939.1
XP_015681310.1,XP_034297793.1
XP_015677281.1,XP_034285676.1
XP_015673369.1,XP_034285662.1
XP_029139017.1,XP_034257720.1
XP_015678177.1,XP_034286287.1
XP_015681418.1,XP_034292540.1
XP_015673857.1,XP_034281335.1
XP_029141362.1,XP_034288451.1
XP_015679615.1,XP_034274507.1
XP_015683199.1,XP_034284302.1
XP_015666034.1,XP_034282442.1
XP_015687492.1,XP_034265679.1
XP_015687207.1,XP_034276597.1
XP_015676442.1,XP_034261047.1
XP_015672711.1,XP_034268382.1
XP_015687239.1,XP_034280293.1
XP_015678309.1,XP_034282063.1
XP_015668229.1,XP_034260674.1
XP_015668426.1,XP_034281038.1
XP_015682147.1,XP_034294037.1
XP_015680825.1,XP_034261685.1
XP_015678167.1,XP_034288995.1
XP_015679390.1,XP_034268408.1
XP_015679387.1,XP_034268407.1
XP_029141790.1,XP_034261700.1
XP_015673453.1,XP_034288818.1
XP_015677001.1,XP_034296171.1
XP_029141027.1,XP_034276112.1
XP_015679400.2,XP_034293328.1
XP_015687559.2,XP_034269518.1
XP_015680435.1,XP_034298036.1
XP_015686559.1,XP_034261554.1
XP_015686009.1,XP_034260880.1
XP_015671357.1,XP_034284968.1
XP_015684222.1,XP_034298030.1
XP_015680600.1,XP_034298031.1
XP_015680598.1,XP_034298038.1
XP_015680601.1,XP_034298033.1
XP_015671144.1,XP_034272584.1
XP_015674938.1,XP_034265841.1
XP_015677578.1,XP_034262131.1
XP_015668460.1,XP_034268493.1
XP_015674611.2,XP_034294896.1
XP_015671202.1,XP_034275243.1
XP_015677796.1,XP_034298493.1
XP_029142570.1,XP_034264723.1
XP_015666423.1,XP_034275436.1
XP_015672259.1,XP_034257907.1
XP_015665810.1,XP_034275364.1
XP_015666096.1,XP_034257950.1
XP_015666097.1,XP_034257706.1
XP_015669806.1,XP_034295117.1
XP_015668023.1,XP_034267608.1
XP_015669813.1,XP_034296199.1
XP_015666051.1,XP_034258204.1
XP_015677798.1,XP_034295190.1
XP_015677363.1,XP_034295191.1
XP_015682697.1,XP_034267685.1
XP_015670548.1,XP_034295269.1
XP_015673721.1,XP_034258933.1
XP_015680413.1,XP_034293195.1
XP_029139817.1,XP_034295337.1
XP_015666653.1,XP_034268208.1
XP_015677954.1,XP_034295366.1
XP_015687257.1,XP_034259014.1
XP_029140537.1,XP_034293126.1
XP_015679732.1,XP_034295463.1
XP_015680080.1,XP_034272334.1
XP_015676618.1,XP_034272287.1
XP_015669620.1,XP_034295496.1
XP_015687442.1,XP_034258920.1
XP_015669644.1,XP_034295503.1
XP_015671023.1,XP_034271141.1
XP_015669076.1,XP_034259597.1
XP_015686969.1,XP_034271992.1
XP_015669087.1,XP_034259525.1
XP_015670518.1,XP_034271056.1
XP_015679134.1,XP_034271047.1
XP_015671304.2,XP_034270662.1
XP_015670099.1,XP_034270682.1
XP_015669694.1,XP_034272112.1
XP_015668376.1,XP_034259134.1
XP_015666825.1,XP_034270811.1
XP_015666452.1,XP_034259546.1
XP_015667520.1,XP_034258810.1
XP_015667273.1,XP_034258895.1
XP_015681134.1,XP_034281892.1
XP_015687748.1,XP_034271723.1
XP_015673292.2,XP_034270340.1
XP_015687652.1,XP_034270367.1
XP_029143174.1,XP_034270378.1
XP_015678644.1,XP_034270422.1
XP_015687783.1,XP_034271593.1
XP_015666566.1,XP_034276027.1
XP_015671006.1,XP_034270534.1
XP_015673216.1,XP_034270611.1
XP_015665878.1,XP_034271415.1
XP_029143202.1,XP_034272834.1
XP_015665958.1,XP_034271369.1
XP_029140301.1,XP_034271187.1
XP_029143201.1,XP_034272747.1
XP_015665610.1,XP_034274284.1
XP_029142578.1,XP_034260270.1
XP_015665871.1,XP_034271315.1
XP_029138872.1,XP_034271311.1
XP_029139739.1,XP_034277336.1
XP_015665643.1,XP_034276268.1
XP_015667550.1,XP_034270132.1
XP_029140583.1,XP_034274918.1
XP_015681988.1,XP_034275139.1
XP_015671072.1,XP_034270035.1
XP_015673966.1,XP_034287312.1
XP_015680926.1,XP_034287324.1
XP_029139731.1,XP_034296293.1
XP_015673807.1,XP_034290669.1
XP_015671847.1,XP_034269785.1
XP_015679907.1,XP_034262110.1
XP_015684851.1,XP_034297160.1
XP_029141810.1,XP_034297217.1
XP_015685230.1,XP_034297186.1
XP_015683049.1,XP_034261407.1
XP_015681826.1,XP_034289563.1
XP_029139603.1,XP_034274558.1
XP_015673194.1,XP_034270170.1
XP_015687266.1,XP_034298559.1
XP_015687263.1,XP_034257176.1
XP_015671487.1,XP_034267967.1
XP_015671465.1,XP_034267955.1
XP_015676807.1,XP_034267758.1
XP_015671675.1,XP_034267302.1
XP_029140625.1,XP_034267303.1
XP_015670732.1,XP_034266896.1
XP_015670713.1,XP_034266882.1
XP_015666749.1,XP_034257190.1
XP_015681429.1,XP_034298646.1
XP_015674071.1,XP_034257280.1
XP_015670211.1,XP_034264847.1
XP_015687846.1,XP_034287104.1
XP_015671864.2,XP_034287112.1
XP_015679407.1,XP_034262919.1
XP_015679319.1,XP_034287137.1
XP_029139132.1,XP_034296640.1
XP_015667256.1,XP_034296766.1
XP_015670667.1,XP_034296749.1
XP_015670627.1,XP_034296821.1
XP_015667687.2,XP_034296645.1
XP_015687426.1,XP_034296604.1
XP_015668754.1,XP_034290455.1
XP_029139570.1,XP_034290244.1
XP_015669437.1,XP_034290281.1
XP_015672304.1,XP_034266320.1
XP_015672306.1,XP_034266321.1
XP_015669954.1,XP_034266117.1
XP_015673518.1,XP_034266193.1
XP_015680027.2,XP_034266415.1
XP_015678417.1,XP_034273090.1
XP_015676154.1,XP_034268095.1
XP_015680051.2,XP_034289819.1
XP_015679234.1,XP_034274319.1
XP_015673759.1,XP_034274999.1
XP_015673765.1,XP_034274986.1
XP_015675617.1,XP_034274526.1
XP_029140089.1,XP_034289793.1
XP_015678221.1,XP_034290454.1
XP_015682905.1,XP_034290319.1
XP_029139298.1,XP_034274114.1
XP_015669722.1,XP_034274052.1
XP_029141144.1,XP_034274008.1
XP_015668773.1,XP_034290380.1
XP_029141782.1,XP_034273944.1
XP_015671636.1,XP_034273840.1
XP_015679779.1,XP_034267104.1
XP_015672522.2,XP_034260313.1
XP_029142085.1,XP_034259765.1
XP_015670611.1,XP_034290057.1
XP_015667734.1,XP_034290119.1
XP_015672709.1,XP_034273354.1
XP_029139228.1,XP_034290154.1
XP_015674931.1,XP_034273321.1
XP_015675379.2,XP_034268275.1
XP_015675369.1,XP_034268274.1
XP_015679788.1,XP_034273266.1
XP_015675501.1,XP_034273101.1
XP_015676685.1,XP_034272968.1
XP_029141205.1,XP_034268150.1
XP_015684471.1,XP_034272853.1
XP_015680862.1,XP_034274531.1
XP_029142905.1,XP_034268135.1
XP_015675102.1,XP_034272827.1
XP_029139825.1,XP_034268637.1
XP_029139855.1,XP_034268686.1
XP_015674379.1,XP_034268750.1
XP_015667372.1,XP_034272694.1
XP_015677048.1,XP_034263300.1
XP_015680026.1,XP_034263322.1
XP_015674624.1,XP_034279253.1
XP_015685092.1,XP_034263765.1
XP_015674618.1,XP_034279087.1
XP_029141739.1,XP_034278999.1
XP_015677095.1,XP_034289625.1
XP_015675982.1,XP_034289619.1
XP_015675957.1,XP_034289585.1
XP_015675978.1,XP_034277598.1
XP_015675210.1,XP_034276149.1
XP_015674603.1,XP_034264514.1
XP_015674614.1,XP_034264515.1
XP_015679922.1,XP_034289741.1
XP_029139126.1,XP_034268955.1
XP_015667158.1,XP_034268906.1
XP_015682535.1,XP_034289575.1
XP_015672188.1,XP_034289679.1
XP_015679128.1,XP_034268785.1
XP_015674819.1,XP_034262066.1
XP_015682985.1,XP_034262007.1
XP_015673417.1,XP_034285623.1
XP_015682212.1,XP_034288223.1
XP_029141985.1,XP_034264625.1
XP_015682213.1,XP_034288221.1
XP_015666762.1,XP_034283497.1
XP_015682048.1,XP_034283452.1
XP_015669035.1,XP_034288235.1
XP_015667809.1,XP_034282741.1
XP_015667842.1,XP_034282728.1
XP_015672811.1,XP_034296931.1
XP_029141231.1,XP_034288441.1
XP_015672862.1,XP_034296511.1
XP_015679510.1,XP_034295377.1
XP_015671336.1,XP_034295275.1
XP_029140134.1,XP_034294178.1
XP_029141786.1,XP_034287864.1
XP_015675652.1,XP_034264951.1
XP_015679710.1,XP_034264845.1
XP_015668334.1,XP_034264834.1
XP_015673560.1,XP_034274631.1
XP_015674899.1,XP_034274604.1
XP_015673804.1,XP_034296456.1
XP_015673895.1,XP_034277542.1
XP_015677614.1,XP_034289999.1
XP_015677613.1,XP_034289998.1
XP_015675351.1,XP_034287654.1
XP_015670449.1,XP_034289986.1
XP_015676614.2,XP_034284417.1
XP_015680614.1,XP_034284491.1
XP_029141037.1,XP_034264363.1
XP_015680292.1,XP_034284153.1
XP_015680396.1,XP_034284258.1
XP_015673762.1,XP_034284317.1
XP_015673515.1,XP_034283987.1
XP_015673547.1,XP_034283990.1
XP_015671469.1,XP_034284030.1
XP_015687076.1,XP_034283174.1
XP_015670258.1,XP_034283597.1
XP_029139971.1,XP_034283680.1
XP_015675114.1,XP_034283910.1
XP_029142266.1,XP_034283877.1
XP_015676445.1,XP_034283382.1
XP_015686932.1,XP_034283247.1
XP_029139517.1,XP_034283160.1
XP_029140070.1,XP_034291284.1
XP_015671141.1,XP_034270996.1
XP_029142859.1,XP_034289138.1
XP_015675275.1,XP_034295890.1
XP_015678541.1,XP_034279993.1
XP_015673313.1,XP_034297223.1
XP_015675085.1,XP_034290732.1
XP_029139887.1,XP_034271112.1
XP_015686813.1,XP_034276736.1
XP_015666078.1,XP_034282441.1
XP_015667757.1,XP_034287285.1
XP_015678653.1,XP_034270441.1
XP_015676081.1,XP_034272552.1
XP_015680238.1,XP_034292757.1
XP_015668603.1,XP_034265569.1
XP_015680225.1,XP_034275799.1
XP_015682435.1,XP_034286198.1
XP_015667376.1,XP_034291349.1
XP_029142312.1,XP_034263137.1
XP_015665463.1,XP_034293448.1
XP_015665402.1,XP_034293392.1
XP_015674492.1,XP_034284919.1
XP_015665553.2,XP_034293659.1
XP_015687143.1,XP_034291965.1
XP_015682097.1,XP_034291963.1
XP_015668253.1,XP_034280091.1
XP_015671966.1,XP_034275220.1
XP_029139122.1,XP_034259857.1
XP_015677498.1,XP_034282486.1
XP_015677176.1,XP_034267731.1
XP_015668217.1,XP_034280096.1
XP_015675340.1,XP_034282920.1
XP_029139336.1,XP_034276948.1
XP_015682130.1,XP_034258596.1
XP_015676797.1,XP_034265013.1
XP_015680797.1,XP_034283958.1
XP_029140985.1,XP_034259625.1
XP_015667917.1,XP_034259896.1
XP_015675335.1,XP_034282901.1
XP_015665544.1,XP_034293530.1
XP_029139468.1,XP_034298445.1
XP_015666608.1,XP_034286631.1
XP_015668231.1,XP_034280099.1
XP_015676158.1,XP_034294160.1
XP_015681839.1,XP_034282115.1
XP_015666180.1,XP_034298443.1
XP_015665482.1,XP_034293395.1
XP_015668677.1,XP_034286708.1
XP_015668655.1,XP_034286719.1
XP_029140267.1,XP_034282013.1
XP_015679839.1,XP_034292060.1
XP_029139011.1,XP_034286609.1
XP_015678854.1,XP_034260121.1
XP_015683517.1,XP_034260269.1
XP_015668064.1,XP_034261543.1
XP_029140126.1,XP_034276415.1
XP_015671264.2,XP_034284888.1
XP_015682015.1,XP_034260889.1
XP_015671262.2,XP_034284887.1
XP_015678857.1,XP_034263635.1
XP_015683766.1,XP_034260360.1
XP_029142601.1,XP_034280911.1
XP_015687155.2,XP_034292211.1
XP_029139850.1,XP_034280529.1
XP_015665966.1,XP_034282424.1
XP_015668643.1,XP_034286751.1
XP_029138938.1,XP_034290863.1
XP_029138800.1,XP_034293476.1
XP_015680695.1,XP_034261403.1
XP_015686673.1,XP_034266675.1
XP_015673053.1,XP_034281238.1
XP_015678487.1,XP_034282202.1
XP_015665406.2,XP_034293482.1
XP_015683593.1,XP_034283751.1
XP_015666592.1,XP_034286539.1
XP_015687138.1,XP_034270654.1
XP_029142195.1,XP_034278039.1
XP_015667356.1,XP_034283096.1
XP_015671258.1,XP_034284863.1
XP_015683873.2,XP_034291585.1
XP_015675865.1,XP_034280225.1
XP_015682482.1,XP_034298264.1
XP_015677362.1,XP_034295197.1
XP_015670317.1,XP_034276974.1
XP_015681986.1,XP_034262920.1
XP_015681985.1,XP_034262918.1
XP_015666596.1,XP_034286565.1
XP_015672986.1,XP_034260893.1
XP_015670256.1,XP_034272131.1
XP_015684184.1,XP_034289133.1
XP_015679661.1,XP_034285319.1
XP_015669578.1,XP_034273525.1
XP_029141753.1,XP_034274519.1
XP_015679662.1,XP_034285320.1
XP_015669646.1,XP_034295545.1
