"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_livr_1","Mus_livr_2","Mus_livr_3","Mus_livr_4","Homo_livr_1","Homo_livr_2","Homo_livr_3","Canis_livr_1","Canis_livr_2","Canis_livr_3"
"3639",107299109,"glycine dehydrogenase (decarboxylating)",18,33,27,23,17,31,2,10,45,9,10,56,19,11,6,9,29,43,126,24,24,25,42,73,79,56.93,44,4,23,15,113.9725414,80.76926,79.972558,78.010959,83.10312,38.74983,71.90944,244.406441,440.361089,260.2834
"3640",107299125,"interleukin 17 receptor D",17,28,24,8,4,8,2,7,41,6,12,7,11,15,10,12,12,10,20,4,14,16,48,6,17,5,15,3,15,1,0.157111,0.2949063,0.2351774,0.2874207,0.105535,0.007902137,0.0388287,0.0345868,0.0933319,0.0852104
"3641",107299134,"rabphilin 3A-like (without C2 domains)",1,10,16,4,2,8,4,9,5,6,6,9,17,4,8,10,1,0,15,8,2,13,15,10,5,3,3,3,10,2,2.47435,3.5057311,4.480455,4.4052017,11.39937,4.333229,1.437905,0,0,2.11945
"3642",107299136,"VPS53 GARP complex subunit",0,1,0,0,0,0,0.58,0,2.15,1,0,1.72,0,1,0.58,0,2,0,1.15,0,0,1.58,0,0,0,0,2,0.1,0,3,17.623478,21.899566,20.272884,23.599344,3.8184534,0.51234119,0.92384102,0,0.0261583,4.93603
"3643",107299151,"tec protein tyrosine kinase",46,199,205,42,42,84,23,71,77,36,125,70,134,51,45,62,57,34,131,57,43,155,246,207,104,153,77,33,123,64,5.030166,6.072947,5.296138003,5.370184643,1.832732,1.367738,1.258415,0.322687,0.484788,0.339189
"3644",107299152,"RELT like 2",2,8,7,1,1,0,1,0,2,4,10,0,1,2,2,1,0,1,0,4,2,2,4,1,4,1,5,0,0,0,0.624520481,0.60724324,1.0334027,0.4374073,1.429552,0.2848484,0.5472367,1.69977,1.28474,1.49697
"3645",107299164,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",47,129,86,34,12,68,15,24,63,45,70,54,44,20,30,28,23,24,52,30,25,71,116,66,87,89,55,28,74,39,9.4621042,11.969104,11.961207,13.121631,2.662436,0.2189713,1.2040826,2.59401,2.326751,1.283355976
"3646",107299175,"nucleolar complex associated 4 homolog",415,102,220,135,114,168,85,53,94,82,148,141,74,131,70,111,112,189,207,118,100,102,284,225,234,120,107,290,128,162,26.599998,42.35972,38.757757,43.01398,6.767322,2.143869,2.182255,3.364731,2.155929,2.23755
"3647",107299176,"pseudouridylate synthase 1",215,89.93,97,55,90,52.97,41,34,99,53,96,109,38,58,70,51,57,86,55,40,36,74,87,108,184,101,73,189,90,146,12.90702,18.37394,16.196899,16.832718,34.75928,6.204017,5.745705,14.616901,11.3672,7.49415
"3648",107299178,"unc-51 like autophagy activating kinase 1",8,7,8,3,5,5,3,6,11,3,4,3,1,2,4,10,4,11,12,3,5,3,20,11,13,12,5,5,5,12,30.239862,42.141428,40.255454,48.4258,20.0894,1.58597,4.390245,13.6829,11.329709,20.048194
"3649",107299181,"DnaJ heat shock protein family (Hsp40) member B5",3,2,5,8,4,10,3,7,0,4,13,10,4,2,3,2,0,0,3,5,2,14,8,20,16,7,1,11,18,0,1.958206,2.3250849,3.857476,2.2262835,1.20755,0.687075,1.0772351,4.397092,5.293359,1.68475
"3650",107299182,"valosin containing protein",861,188,309,509,990,185,353,299,286,407,357,535,311,378,247,375,387,421,250,323,264,495,1185,433,1339,242,356,1469,265,1046,183.891725,170.039526,210.972579,180.629171,96.0643,59.15172,55.23765,83.7686,106.42,54.1144
"3651",107299192,"wntless Wnt ligand secretion mediator",513.27,1301,1251.85,329.42,238.58,368.96,148.75,331.28,886.86,232,695.76,1125.17,749,270.98,326.06,313.41,209.14,253,1339.78,353.33,338.93,1249.93,2790,835.75,592.55,564,571,76,543.85,480.38,1.0245898,1.5582101,1.261494,1.8603961,6.55937,5.952547,7.008149,0.05052953,0,26.37694
"3652",107299203,"dual specificity phosphatase 19",68,90,96,56,68,70,19,37,63,17,96,63,81,46,36,38,22,43,119,34,17,93,153,139,56,97,55,55,88,31,2.463578,3.059862,2.937809,3.063086,0.266868,0.1733855,0.31212,10.2155,9.15123,3.38166
"3653",107299213,"adhesion regulating molecule 1",791,651,880,850,1010,765,287,559,426,473,712,931,491,495,328,525,496,529,1145,316,292,794.99,1557,1082,1740.99,573,461,680,1460,565,78.22898,86.883474,96.69246,90.676678,177.969752,32.47193,42.44746,45.4961582,62.22998,46.799897
"3654",107299215,"DLC1 Rho GTPase activating protein",0,17,5,2,0,2,2,2,12,0,8,1,4,9,2,4,2,0,9,5,0,12,7,1,13,4,5,1,11,0,8.421423,10.3421042,9.001528,9.05355,7.124388,2.000262,2.680811,29.49285,21.41205,12.939362
"3655",107299216,"SH3-domain GRB2-like endophilin B1",3735,3704,3604,3201,1827,2809,918,1461,2201,1278,1971,3194,1763,1467,1485,1093,1242,1015,3344,1331,1317,2455,4494,3662,2712,3772,2018,1847,3213,1881,8.177792,5.395325,6.175579,7.892621,11.309485,12.898613,9.534194,0,0.158351,16.17601
"3656",107299220,"hyaluronan and proteoglycan link protein 3",2,20,109,28,22,16,4,2,30,11,42,57,30,22,15,8,6,13,139,7,9,38,206,53,25,40,36,2,27,26,0.1080631,0,0.0602134,0.04814859,0.257759726,0.1000736,0.1516124,0.681758,0.627244,0.0466279
"3657",107299235,"Rho related BTB domain containing 2",23,68,135,24,40,41,21,13,25,55,41,82,48,48,20,39,28,30,48,54,11,80,167,95,122,23,34,31,106,21,4.637587,5.293387,5.66551,4.719117,1.286222706,0.3341514,1.04388,1.100543,2.310718,1.3152534
"3658",107299298,"DENN domain containing 2A",1,12,5,2,3,7,0,3,19,3,7,13,9,3,1,0,4,6,5,5,0,8,30,3,2,2,6,3,1,3,1.717983,2.543023,2.721474,2.314317,1.6632115,0.655442,0.676888609,9.084346,21.000227,4.7426258
"3659",107299301,"guanine nucleotide binding protein (G protein), gamma 12",106,190,213,71,63,95,35,84,104,50,338,37,80,59,61,45,61,58,148,144,76,173,367,152,142,130,99,17,105,47,15.532878,12.222936,12.485949,14.139165,5.6226,3.66574,8.1962,0,0.291818,59.3478
"3660",107299310,"Rho GTPase activating protein 17",125,84,102,123,75,46,30,53,75,32,111,76,78,52,36,40,37,28,100,36,38,92,130,102,101,104,49,153,66,138,5.85282926,9.240306,9.193943,7.686839067,4.360401,1.6864335,2.7484411,0,0.050035,6.676661
"3661",107299311,"v-myc avian myelocytomatosis viral oncogene homolog",173.62,74,101,87,96,77,69,82,66,85,164,135,91,88.51,59,92,135,98,109,93,73,82,199,93,160,134.9,108,133,94,116,0.987129336,2.203609,1.9989758,1.40087,18.11228855,2.613963,2.11300627,33.7853,11.5978,13.3717
"3662",107299314,"gem nuclear organelle associated protein 4",48,27,41,35,43,27,12,26,19,28,41,50,31,45,19,20,54,21,46,18,20,63,72,69,72,42,48,79,46,74,4.96757,4.828552,4.20542,4.720089,3.801109,1.065961,3.031539,0,0,1.69774
"3663",107299323,"ral guanine nucleotide dissociation stimulator",23.66,8.91,4.47,5.64,13.54,9.4,7.9,12.41,22.36,11.28,14.35,14.52,5.64,12.41,9.02,6.77,14.65,7.67,19.99,9.02,3.38,12.41,54.53,14.53,20.36,7.9,18.04,5.64,19.17,9.95,1.3702103,2.841791,2.26039,2.649854,5.912630207,2.910709782,2.5685881,0,0,1.892103
"3664",107299347,"death associated protein 3",232,162,183,155,151,129,70,128,173,116,190,251,132,151,75,129,146,169,212,125,140,201,366,205,218,98,98,120,140,156,19.486488,31.070114,23.3813936,26.716213,68.391775,40.2080379,42.297998,0,0.0621834,17.356556
"3665",107299351,"KIAA0907 ortholog",11,10,10,3,4,3,2,5,9,3,7,5,2,7,0,4,1,4,10,5,4,7,11,14,6,3.02,8,10,8,7.06,23.903233,35.275119,35.649525,36.7191695,9.6691481,3.710589,6.717175864,0,0.0620633,9.014433
"3666",107299353,"gon-4-like (C. elegans)",3,7,6,3,3,7,2,7,12,6,16,0,4,7,4,7,2,3,9,5,4,5,8,6,5,7,4,13,12,5,3.4248886,3.733007,3.4400386,3.99097939,6.58006559,0.887511082,3.779833307,0,0,3.11809
"3667",107299370,"potassium voltage-gated channel subfamily J member 8",0,4,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,0,2,4,2,0,0,2,1,0,1.33622,2.71151,2.31805,2.30766,24.4109756,13.3257122,30.131981,67.6573,65.3169,61.5452
"3668",107299384,"RAR related orphan receptor B",2,3,1,5,0,3.67,0,0,2,2,2,3,1,1,0,1,0,1,3,0,0,6.25,2,13.7,2,4.3,1,2,4,0,0.0122176,0.0196085,0.0244287,0.0172658,0.0188973,0.00866089,0.0187483,0,0.10642,0.0739147
"3669",107299394,"papillary renal cell carcinoma (translocation-associated)",1,2,2,2,4,3,0,0,3,0,7,0,0,2,0,1,0,3,4,2,1,0,3,1,3,2,1,8,3,0,12.0107,12.817,13.6937,14.9947,23.066966,10.4789096,13.9347649,0.217832,0.101938,4.229851
"3670",107299396,"hepatoma-derived growth factor",18,15,16,16,6,13,6,11,15,9,18,14,16,4,12,5,8,5,21.63,4,11,12,17,21,17,14,14,42,24,11,75.241309,66.428167,67.382731,64.12915,158.2321504,37.6489678,90.04062576,0,0.23638,119.01337
"3671",107299408,"nuclear receptor coactivator 5",11,14,18,7,13,7,2,11,6,13,20,16,7,6,2,8,9,7,16,6,4,6,18,9,39,14,4,48,10,6,7.364531,9.0787978,8.9702669,10.6268303,7.831433,1.41782,3.49696,8.13138,9.998638,3.314333
"3672",107299416,"ADAM metallopeptidase with thrombospondin type 1 motif 4",3,6,8,1.21,0,1,1,1,2,0,4,4,0,1,1,1.21,1,1,10,1,0,0,5,3,4,0,2,0,3,1,0.143028237,0.3998259,0.500741,0.5654669,0.479044,0.235028,0.178258,0.136068,0.0541186,0.105821
"3673",107299443,"FGFR1 oncogene partner 2",768,444,506,864,573,321.99,567,625,712,531,461,431,318,566,653,572,691,611,578,565,624,363,408,413,625,395,618,714,308,944,37.512277,38.480919,39.732728,34.143934,15.677955,5.560775,8.6301127,24.43117,18.94732,9.138343
"3674",107299445,"asunder spermatogenesis regulator",523.3,305.24,365.7,349.31,209.67,296.85,276.94,319.62,316.08,432.82,242.11,511.85,128.53,234.7,388.42,277.45,331.67,427.27,343.61,330.95,277.56,168.5,304.21,272.69,452.28,171.53,388.29,248.95,223.72,281.64,5.0966439,4.744105,5.116373617,6.5250943,3.192951,8.171012,8.37083,9.0202,6.25661,5.14229
"3675",107299455,"guanine nucleotide binding protein (G protein), alpha z polypeptide",1,3,4,1,3,0,0,4,0,1,4,5,1,0,0,0,0,0,3,1,0,2,6,0,0,0,1,0,2,1,0.0765104,0.0884814,0.319117,0.335748,0.205282,0.0462399,0.183892,1.01826,0.196149,0.106945
"3676",107299475,"CSRP2 binding protein",297,337.22,390,184.73,186,238,95,148,211.45,108,243,201,222,160,108.88,133.48,173,106,326.37,183,117,306,402,223,386.42,299.61,221,111,239,93,9.788831,10.417812,10.018098,12.2571,8.512932,1.9294068,4.932081,7.849642,9.068801,4.226466
"3677",107299480,"scavenger receptor class B member 1",1,10,7,2,6,1,1,6,6,2,5,6,8,3,2,1,0,2,7,3,2,5,20,7,4,5,3,4,2,1,182.692533,157.130715,157.728629,156.998801,199.329382,259.392519,103.38892,44.81439,70.179539,55.445214
"3678",107299482,"GA binding protein transcription factor, beta subunit 1",142.36,101.78,173.48,74.26,89.49,49.97,30.06,40.71,68.06,31.73,80.04,78.62,70,61,40.02,48.15,36.36,40.5,126.91,49.27,38.68,77.18,179.52,93.41,141.69,95.2,59.57,37.39,102.33,106.92,6.1936234,4.342599098,4.4394073,5.277253,6.240948,2.2576247,3.126512,5.0626,5.31696,5.62265
"3679",107299500,"HESX homeobox 1",1,1,4,0,0,5,0,1,1,1,2,0,1,1,0,2,1,2,5,0,3,0,1,1,5,0,0,5,1,1,0,0,0,0,0.3712698,0.952529,1.226286,0,0,0
"3680",107299508,"deoxynucleotidyltransferase, terminal, interacting protein 1",32,39,38,77,24,75,6,17,82,57,27,42,18,39,31,21,10,34,116,7,44,23,34,150,46,58,41,87,32,72,14.630475,14.700351,15.531896,13.03454,12.455092,8.231786,6.727664,3.27173,3.42054,6.47796
"3681",107299511,"ubiquitin conjugating enzyme E2C",8,16,9,16,2,5,1,8,20,2,44,11,43,7,4,26,5,4,27,14,30,119,24,27,2,10,15,3,9,1,1.10504,1.12483,1.17965,1.14643,0.3302738,0.323227,1.455176,0.883935,0.466225,2.624037
"3682",107299514,"COMM domain containing 7",76,247,249,196,77,100,83,151,202,165,156,148,155,99,92,82,148,83,247,108,121,193,311,189,122,177,101,165,158,105,13.171945,13.12335,12.13834,12.33332,0.763013,0.029882,0.1993762,38.01448,40.80131,66.79345
"3683",107299530,"NFKB repressing factor",12,3,4,0,6,3,4,1,7,1,1,5,6,5,7,6,3,6,4,2,1,7,18,8,19,5,7,6,5,3,0.316231,0.4195,0.35563,0.284515,1.952845,1.436335,1.980565,0,0,0.9680087
"3684",107299541,"myozenin 1",1066,4837,3234,2525,1407,5867,287,1160,746,1294,2018,919,1991,710,802,878,134,152,3681,579,621,3354,663,3003,2654,5565,798,1732,7343,144,0,0,0.534897,0.426532,0.0610616,0,0.0520943,0.170581,0,1.16385
"3685",107299545,"leucine rich repeat neuronal 3",4,23,16,3,1,1,4,2,35,0,15,4,2,1,10,9,7,2,7,6,5,12,32,5,7,8,3,0,7,3,0.227061,0.161151,0.331186,0.145733,0.1653746,0.07243338,0.6323083,0.916063,0.722569,0.0452331
"3686",107299555,"glycerophosphodiester phosphodiesterase domain containing 1",13,3,7,3,8,4,0,5,3,8,3,16,4,8,6,2,6,5,15,13,5,8,19,4,11,5,2,1,2,4,0.129531,0.350318,0.565696,0.294142,0.540924,0.148191,0.4990861,0,0,0.104886
"3687",107299560,"dihydrolipoamide dehydrogenase",105,205,200,104,137,223,45,113,71,194,256,253,133,158,148,128,129,69,189,128,104,241,170,276,345,108,179,169,315,132,19.66343,15.381893,14.000533,14.826751,26.19345,27.49644981,34.0108036,108.965407,113.2789,89.005637
"3688",107299565,"neuron-derived neurotrophic factor",380,52,48,464,481,127,448,328,371,384,204,131,105,506,921,456,34,677,167,396,419,140,161,40,243,87,853,159,32,568,0.00488598,0.0220604,0.0130091,0.00511274,0.3407899,0,0.1222585,0.189976,0.0417962,0.0296458
"3689",107299568,"membrane associated ring-CH-type finger 8",182,406,425,273,176,204,110,189,250,113,369,221,249,130,215,214,171,151,515,158,263,272,235,293,260.99,320,233,49,228,220,54.5221442,51.20934,48.8270732,52.130866,9.764176,0.6336375,4.027257,12.050478,16.802806,13.05967
"3690",107299581,"testis expressed 264",28,17,20,17,13,6,4,16,23,16,7,11,11,8,12,4,7,11,16,7,4,13,35,11,24,7,20,6,11,8,132.080739,125.571571,133.903543,123.052432,45.56709704,24.020434,43.61427951,21.71103,24.51635,20.9072
"3691",107299624,"ATP binding cassette subfamily C member 8",138.85,158.07,77.9,53.31,151.79,444,17,41.81,22,17,45.92,26,14,21,128.13,142.52,69.81,89.82,72.95,175.42,13,85.81,41.74,34.69,107.93,61,46.38,29,672.98,26,0,0,0,0,0.4822525,0,0.0186167,0,0,0.00912661
"3692",107299643,"dedicator of cytokinesis 10",14.95,47.39,64.09,29.29,21,17.61,4,46.21,30.52,11.24,167.68,16.1,101.42,46.69,8.61,10.73,15,16,85.56,20.23,30.42,137.61,47.19,56.93,29.5,69.52,54.13,15,32.03,32,0.6640919,0.8582154,1.1409321,1.187817004,0.99552259,0.14590797,1.209965874,1.302117,1.370276,0.6154611
"3693",107299644,"C-X-C motif chemokine ligand 14",24,737,1329,41,119,288,23,6,937,41,161,605,733,39,88,50,44,33,1248,96,17,637,1152,838,154,815,34,21,798,23,1.64069,2.19353,2.1835,2.19052,15.61201,2.350159,29.87366,0,0.264242,0.648763
"3694",107299658,"F-box and leucine-rich repeat protein 4",128,181,177,65,68,111,35,70,68,70,77,35,59,68,65,46,88,58,103,111,74,117,177,105,184,78,131,14,113,21,20.415916,24.912133,19.7889623,23.325737,4.00327,1.683221,4.23678,10.589071,11.528123,7.926366
"3695",107299677,"protease, serine 23",11,22,29,1,6,6,4,3,9,6,36,12,24,7,10,11,7,8,27,33,8,40,89,23,42,9,17,0,39,1,5.651707981,5.388489,5.083557,5.054406184,2.6115808,1.229022,3.2950916,4.50387,5.05832,1.06113
"3696",107299694,"fibromodulin",65,338,133,82,47,213,68,29,399,91,92,215,48,121,115,118,79,19,121,88,32,132,1273,81,161,298,233,27,65,72,1.39202,0.991332,0.726275,0.796848,1.29499,2.839036,2.621021,21.5749,33.1331,2.94642
"3697",107299705,"hydroxysteroid (17-beta) dehydrogenase 3",0,18,22,0,0,8,0,1,8,3,6,7,7,0,2,0,0,0,6,2,0,5,5,2,8,31,1,0,13,2,0.24569,0,0,0,1.826404,0.6116851,1.4849462,6.79381,12.6376,7.122757
"3698",107299722,"unconventional myosin-VIIa-like",1,7,11,2,2,0,0,4,6,0,9,3,3,2,2,2,3,2,6,1,4,4,5,16,7,16,2,2,8,1,7.2668324,10.60561143,11.5918049,11.0024906,13.144766,1.6370982,4.480911,1.47864,1.260422,0.691491
"3699",107299724,"chromosome unknown open reading frame, human C15orf59",0,0,1,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,0,0.1532566,0,0,0,0.4652345,0.0658506,0.0945258,0.245809,0.25886,0.184442
"3700",107299743,"transforming growth factor beta regulator 4",21,10,18,21,19,10,4,10,17,13,14,14,11,11,9,15,11,5,27,3,9,16,29,17,23,12,9,73,12,50,45.598416,67.31399,64.80579,70.402466,33.958284,11.71410028,20.03255202,0,0.033670184,15.8776394
"3701",107299773,"transglutaminase 2",6,7,19,2,5,7,2,8,10,7,19,19,10,3,4,2,9,6,36,4,6,18,32,37,72,11,11,6,24,4,78.73792729,82.769636,88.158136,84.38158193,238.1733,247.153,29.49331,36.3485,29.94702,22.94494
"3702",107299781,"TBC1 domain family member 20",47,13,43,10,31,26,11,20,28,27,20,61,14,23,5,18,15,22,26,15,9,15,92,62,157,15,32,48,33,22,19.925018,21.162068,20.723917,22.619574,7.297216,2.63518,3.452315,23.7527,24.2754,6.39491
"3703",107299794,"solute carrier family 35 member D1",217,265,392,117,35,78,18,34,93,22,103,105,139,52,79,21,62,40,88,116,32,258,599,143,270,36,84,34,142,21,25.218815,24.867982,25.840325,26.000406,15.4573,4.68398,17.1747,0,0.149204,31.29919
"3704",107299830,"BicC family RNA binding protein 1",2,11,69,4,1,3,1,1,58,32,11,7,5,59,3,4,3,2,6,2,4,11,13,9,9,6,3,7,89,0,0.936211,0.743018,0.75987,0.662802,0.4511295,0.264223,0.336812,2.126528,0.115012,5.3870554
"3705",107299847,"5'-aminolevulinate synthase 1",1406,1516,1766,1189,1027,985,472,1259,2043,476,3453,6365,2683,830,988,847,1068,767,5110,722,1064,2512,6953,2131,1706,1804,1239,437,1809,850,594.591125,744.113818,743.005429,761.115497,109.81483,15.21992,76.30737072,482.23942,649.2538,114.0047
"3706",107299869,"dynactin subunit 3",89,53,73,64,56,52,23,31,62,27,58,86,37,45,34,50,35,28,67,19,47,56,91,50,66,36,63,87,63,44,36.4488,41.16087,43.459521,39.59198,34.232287,21.76498082,24.551271,37.361239,31.3445,29.715817
"3707",107299886,"tsukushi, small leucine rich proteoglycan",118,155,212,37,51,29,14,20,103,18,97,71,86,31,34,38,114,23,209,41,34,138,260,113,72,114,47,171,91,116,93.763907,55.277903,56.305639,54.991427,223.9132,12.88476,44.6071,127.339,14.2229,9.7921
"3708",107299887,"leucine-rich repeats and IQ motif containing 4",1,16,4,2,0,8,0,1,1,3,6,1,2,0,0,0,0,1,11,0,3,0,3,1,12,6,3,0,3,3,0,0,0,0,0.0392312,0,0,0,0,0
"3709",107299890,"myoneurin",23,10,31,14,12,22,11,24,14,16,33,8,7,25,9,27,15,33,31,17,30,34,36,20,36,6,30,13,16,15,4.77359,2.680220401,2.927544573,3.267112368,3.071509,3.432259,4.670392,13.32407,8.28507,4.032328
"3710",107299891,"DNA cross-link repair 1B",44,82,136,45,21,33,13,26,57,32,78,69,52,34,31,43,36,14,117,29,20,118,107,110,94,66,63,13,31,15,6.3435493,6.6150258,4.2184255,4.282321,1.225019,0.2001467,0.3837477,7.58818,8.5558,4.34974
"3711",107299895,"MIER1 transcriptional regulator",3054.04,2563,3810.93,1501.99,813.82,919.01,339,673.87,1447,414.67,1844,1411,1619,826,1039.88,641.02,927.94,581,1869.98,860.93,508.13,1996.03,3589.02,2106.87,2791.22,983.2,1183.92,331.01,2168.01,706.46,7.1852906,8.4481301,13.2811375,8.5234158,3.947647,6.414838,5.157569,0,0,10.0616
"3712",107299902,"ATP binding cassette subfamily A member 4",5,20,17,0,4,6,2,7,4,1,9,5,8,5,0,2,0,0,10,2,4,7,23,10,7,8,1,3,9,0,0.1936321,0.8326635,0.53486999,0.6517047,0.3327988,0.0953142,0.2534774,0.129322,0.202525,1.107636
"3713",107299903,"transmembrane protein 33",40.08,26.31,18.21,27.48,19.3,17.97,6.11,8.66,40.84,8.23,8.4,45.54,9.78,16.95,12.12,11.71,11.72,12.2,15.67,6.77,11.44,19.43,36.82,10.44,53,25.66,23.92,52,13.19,34.73,183.826039,146.862407,154.9578737,157.799438,29.74377,12.3819202,11.2392036,71.19747,49.200722,45.35573
"3714",107299920,"potassium two pore domain channel subfamily K member 10",0,2.01,3,0,2,2,0,0,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,1.9990356,0.7385268,0.6071418,1.1149233,0.008482,0,0.0138073,0,0,0
"3715",107299922,"Rho GTPase activating protein 29",168,456,482,169,109,179,57,113,230,90.99,407,204,261,152,110,116,96,93,485,131,131,327.97,699,374,419.99,266,298,40,284,103,11.6064528,14.711567,15.423149,13.8233909,3.065965,1.60176471,5.019314,0,0.0440907,10.90393
"3716",107299930,"carboxypeptidase Z",0,15,7,1,1,9,0,3,71,2,4,52,50,1,0,1,1,1,24,2,2,14,164,1,3,8,3,1,4,1,1.51038,1.28005,0.944935,0.873994,0.607026,0.127845,0.233516001,0.433312,0.562297,0.36574
"3717",107299933,"ATP binding cassette subfamily D member 3",668,586,626,248,242,413,134,171,229,196,327,309,210,258,258,165,292,252,390,293,169,425,881,456,797,232,592,322,409,103,50.6035124,43.588573,38.327533,42.711481,14.5659863,12.990893,29.16464,0.1279807,0.202389,45.3195
"3718",107299944,"coagulation factor III, tissue factor",138,1459,2365,312,218,722,50,144,601,76,589,1262,801,114,195,192,238,149,1124,508,191,703,2748,679,492,832,312,62,1294,154,3.234007,2.517237,2.248064,3.22609,0.538802,1.1593607,0.7424973,0,0,3.581727
"3719",107299952,"potassium voltage-gated channel modifier subfamily V member 1",0,7,4,0,3,5,1,1,4,6,10,2,4,1,1,4,1,0,2,1,6,2,15,5,14,8,4,3,1,2,0,0,0,0,0.0904767,0,0.0598199,0,0,0
"3720",107299954,"chromatin assembly factor 1 subunit A",18,11,17,15,4,10,5,17,9,8,37,22,23,8,3,5,8,13,16,4,5,53,52,40,37,15,8,32,14,21,0.3486919,0.604286,0.591361,0.5364775,1.727846,0.416999,1.052928,0.285795,0.528201,0.542878
"3721",107299960,"solute carrier family 45 member 4",12,15,21,13,12,4,8,5,11,11,7,9,2,13,8,7,13,6,23,8,9,22,22,26,33,14,0,25,31,12,7.776719,9.700562,9.076685,9.019539,0.2651392,0.15420236,0.1345373,5.092632,5.644792399,2.6644721
"3722",107299963,"KIAA2013 ortholog",11,4,4,2,4,10,0,3,2,6,14,11,2,4,4,1,2,5,6,4,4,10,12,8,24,4,3,3,16,4,28.9602,35.411,36.1532,32.8626,85.69994,11.34453,21.305619,21.286265,37.674925,26.925253
"3723",107299981,"exocyst complex component 4-like",2,4.28,3.64,0,2.16,2,3,0,5,0,7,10,3,1,2,1,1,2,10.57,4,1,0,7,6.53,13,1,4,0,2,1,2.864645725,2.9648576,3.0366855,3.4334577,5.362607,2.305932,4.7618333,9.57117,17.0277,6.34772
"3724",107299985,"calponin 3",16905,3863,4663,7351,3721,2139,2188,3741,4603,2196,2671,11162,2383,2252,4365,2441,4702,4616,7086,3846,4708,3120,14356,9156,9268,1739,7562,1936,2350,4832,94.39889,79.558704,79.167384,77.978284,30.70343,52.66418,43.124163,0,0.319955,49.06482
"3725",107299996,"ALG14, UDP-N-acetylglucosaminyltransferase subunit",174,69,85,89,126,48,125,105,98,133,94,173,74,88,39,144,90,107,161,96,168,166,178,77,327,79,107,36,85,88,21.728138,22.06432,20.48366,21.461859,2.192136,0.791309,0.893278,0.368274,0.0753898,7.292502
"3726",107300003,"RNA binding motif protein 22",619.37,415.12,467.85,188.22,238.37,332,82.98,109.99,230.88,139.46,276.61,583.65,207.5,192.64,174.66,182.39,95.33,136.92,415.18,142.3,211.42,305.84,367.8,242.64,514.65,289.37,355.07,90.11,200.17,106.9,7.446089,9.356375,9.429539,11.789258,9.699007,6.309758,9.015014,19.9995,14.8446,10.297
"3727",107300022,"solute carrier organic anion transporter family member 4A1",15.93,6,9.13,20.87,19,7.83,11.74,26.04,28,19.57,60.62,18.59,26.35,20.88,2.41,16.96,29.82,18.26,15.65,13,10,116.38,45.61,15.66,11.16,22.45,7.83,6.51,15.66,4,0.3460603,0.3077704,0.40731371,0.37690784,0.1676157,3.0977667,0.2450852,0.307096,0.250835,0.109404
"3728",107300037,"TBC1 domain family member 25",0,4,3,0,4,1,0,2,2,1,3,1,2,0,1,0,2,1,3,1,2,1,3,9,2,2,4,1,2,0,4.7878781,6.574785,6.903546,7.33401,4.7904,0.996295,1.821519,0,0,2.7925
"3729",107300069,"solute carrier family 46 (folate transporter), member 1",4,1,1,3,1,0,0,1,0,1,3,0,0,1,1,0,2,4,1,0,2,0,0,3,1,1,0,4,0,1,106.007856,117.90262,120.969635,117.145527,20.472087,5.9050509,13.6433652,0,0.0995177,35.89786
"3730",107300105,"phosphodiesterase 4B",213,691,990,387,286,328,47,141,134,178,360,466,261,130,103,85,110,25,1069,172,49,388,625,964,1582,481,223,33,426,66,6.3243094,6.7925179,7.012303315,6.7270957,0.908297,0.838551,1.218785,0,0.0445184,4.684565
"3731",107300113,"transmembrane protein 209",31,10,18,23,15,11,7,11,17,12,11,27,16,12,9,22,8,9,19,3,12,24,32,7,55,2,15,5,15,24,15.1518003,17.6351678,16.5123838,20.1901264,3.340002,1.6023438,3.3629132,11.12159,9.032422803,4.361381
"3732",107300118,"mitochondrial ribosomal protein S25",385,354,395,402,232,248,90,164,349,113,308,309,260,175,159,144,128,113,378,90,173,404,445,344,364,394,248,612,289,233,3.944862,4.814995,4.670634,4.924717,64.90721,22.8809264,31.55624,105.1063,94.3593,58.52028
"3733",107300201,"CDK5 regulatory subunit associated protein 1",1,2,6,2,1,3,1,0,1,2,3,2,3,3,4,5,0,3,4,0,2,6,3,3,6,3,0,3,3,2,10.237499,12.2600944,10.094677,11.983353,15.54139906,12.382641,10.17684746,13.3946,13.3069,4.982489
"3734",107300213,"retinal pigment epithelium-specific protein 65kDa",2,2,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,1,1,4,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0.0399639
