"","X","gene","description","class","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Pm_1_heart","Pm_10_heart","Pm_3_heart","Pm_5_heart","Pm_8_heart","Pm_1_kidney","Pm_10_kidney","Pm_3_kidney","Pm_5_kidney","Pm_8_kidney","Pm_1_liver","Pm_10_liver","Pm_3_liver","Pm_5_liver","Pm_8_liver","sg_1","sg_2","sg_3","sg_4","hrt_1","hr2_2","kidn_1","kidn_2","kidn_3","livr_1","livr_2","livr_3","Naja_vg_1","Naja_vg_2","Naja_vg_3","Naja_vg_4","Naja_vg_5","Naja_vg_6","Naja_liv_1","Naja_liv_2","Naja_kid_1","Naja_kid_2","Naja_pan_1","Naja_pan_2","Naja_sg_1"
"3521",5489,107298090,"radical S-adenosyl methionine domain containing 2",NA,3,23,44,8,29,4,0,50,21,52,213,34,101,16,37,313,0,0,49,6,40,220,49,14,63,262,20,0,26,6,7,1,9,17,0,1,0,12,53,7,8,11,7,48,8,2.7,1.76,2.85,1.18,14.78,9.72,31.88,29.38,31.87,20.46,16.93,17.48,0.0350067,0,0.088506,0,0.0420775,0,0.486742,1.32583,0,0.049995,0.130605,0,0.793828
"3522",5491,107298093,"ring finger protein 144A",NA,5,7,5,6,4,0,1,3,12,1,18,1,0,2,4,2,4,2,8,1,5,7,16,7,5,13,4,1,5,2,3,10,10,14,7,0,3,32,32,36,4,23,0,3,6,0.01,0,0.02,0,2.22,2.19,0.95,0.83,1.09,0.69,0.66,0.4,1.84401,1.58344,3.00596,2.2372,2.6989,1.38142,3.5452,1.17728,3.16505,7.93016,1.76118,0.525007,4.10475
"3523",5493,107298105,"F-box and leucine-rich repeat protein 18",NA,2,1,5,2,4,2,0,1,1,0,2.89,2.89,4,0,1,0,2,0,7,0,2,2.89,11,2.89,5,4,4,3,5,1,2,1,0,4,0,2,1,0,1,0,1,2,0,1,0,0.25,0.24,0.24,0.22,3.94,3.12,12.69,12.04,11.14,13.4,12.68,11.27,1.2354,1.60159,2.56565,1.50331,4.6063,0.415494,2.2494,1.51003,2.37833,2.07039,1.11308,0.290938,3.13018
"3524",5495,107298125,"transferrin receptor",NA,15,7,13,5,28,28,8,14,12,9,20,116,51,12,9,20,16,11,40,15,9,24,709,18,63,16,9,16,48,7,19,7,26,92,19,4,4,6,3,3,21,19,28,11,21,0,0,0,0,0.01,0.03,0.04,0.01,0.01,0.02,0.01,0,6.87907,6.36486,7.7805,7.69252,14.0627,2.60999,72.3642,15.7416,13.1142,15.8288,9.92334,4.2777,24.671
"3525",5497,107298127,"plexin B1",NA,9,13.09,13.95,7,4,3,1.52,5.57,11,6.02,11,14.11,13.51,5.57,1,6.62,6,4.57,14.81,4,4,14.95,32.95,6.36,25.3,2.29,13,8.7,15,7.01,9.76,20,12.55,50.77,18,41.44,51,28.78,31.21,18.42,0,2,1,1,4.51,0.7,0.61,0.59,0.54,4.27,4.44,7.31,7.5,8.23,5.39,3.93,5.1,5.23282,4.319771,2.414655,4.03946,5.80255,2.501142,0.762931,1.540177,40.1342,13.6755,1.989331,1.387668,7.27894
"3526",5498,107298129,"leptin receptor",NA,10,6,23,1,3,6,3,2,15,1,5,1,2,0,9,2,8,6,3,1,6,1,7,6,11,14,6,2,0,5,32,12,23,458,29,2,19,28,14,4,3,0,0,0,3,1.88,2.98,2.15,1.83,15,15.93,13.77,15.61,14.24,10.07,10.98,10.16,0.0531229,0,0.0723199,0.0943184,0.0687647,0,0,0,0,0,1.93111,0.763913,0.0463323
"3527",5501,107298152,"queuine tRNA-ribosyltransferase catalytic subunit 1",NA,213,267,333,191,139,182,128,127,219,101,180,324,150,143,223,148,127,119,296,169,115,207,277,180,159,230,216,97,176,130,150,152,131,83,127,246,176,300,227,234,158,218,144,168,288,4.09,5.28,4.86,3.9,3.81,3.67,9.72,9.85,10.22,10.79,12.24,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528",5502,107298154,"StAR related lipid transfer domain containing 4",NA,66,23,46,48,193,62,23,18,11,31,43,7,25,9,13,16,29,32,12,21,18,49,183,22,36,27,30,8,59,40,31,3,23,6,88,28,21,60,7,32,46,32,15,27,31,0.22,0.16,0.24,0.28,2.37,2.13,4.29,4.9,4.93,5.96,5.47,5.4,3.90173,2.13797,5.59703,4.36021,6.288,3.53859,8.33795,2.05511,3.5753,1.60645,1.38074,0.494971,6.66777
"3529",5503,107298162,"PPARG coactivator 1 alpha",NA,2,4,1,5,2,2,1,4,1,2,3,3,2,2,3,0,3,0,4,2,4,1,1,2,16,1,7,1,0,4,24,6,15,27,21,31,14,13,10,1,0,8,1,2,0,0.2,0.2,0.07,0.04,0.34,0.28,0.93,0.67,0.64,96.69,89.81,97.37,0.645124,3.85385,0.820255,0.660875,1.46138,0.245716,1.02358,1.38754,4.54217,8.82096,2.11975,1.02015,3.39892
"3530",5504,107298171,"mitochondrial ribosomal protein L21",NA,469,182,313,298,308,188,171,120,407,208,217,229,160,224,119,170,219,111,245,104,176,252,309,308,337,244,167,847,240,371,225,374,209,61,261,152,218,291,200,198,131,204,97,136,123,0,0,0,0,0.63,0.39,0.04,0,0.03,0,0,0,4.86975,16.0403,10.1232,9.15847,22.1127,1.42672,9.02802,29.9289,11.6667,4.3274,4.03739,1.74828,7.85269
"3531",5506,107298176,"phospholipid phosphatase related 1",NA,0,4,0,2,2,2,5,1,20,3,0,11,3,1,0,0,1,0,0,0,0,9,29,1,9,3,1,1,0,0,12,0,10,4,3,0,0,7,0,1,0,0,0,0,0,0.15,0.03,0.09,0.1,1.19,1.51,4.06,3.6,3.91,1.77,1.65,1.32,0,0.249049,0,0,0,0,0.109024,0,0,0.134378,0.0585074,0.108579,0.160026
"3532",5508,107298183,"transmembrane protein 39A",NA,1451,523,588,808,717,456,552,551,660,736,551,616,261,681,765,781,979,1332,714,875,585,301,710,561,1141,399,925,1029,270,910,278,269,286,150,230,373,254,408,380,213,288,380,235,306,389,3.47,2.05,4.19,2.91,83.39,62.42,77.32,71.6,70.97,64.06,61.62,66.24,21.3997,13.6185,33.3511,24.4668,46.5234,10.6952,18.3631,15.3243,13.535,15.3316,16.5309,9.06945,20.4008
"3533",5509,107298184,"transcriptional adaptor 3",NA,10,16,15,6,18,10,10,11,7,4,19,11,10,10,8,8,4,11,8,15,2,22,87,20,36,9,10,4,10,4,3,6,7,17,3,8,7,10,3,12,4,8,3,6,10,0.51,1.3,0.82,0.15,14.07,12.8,13.22,13.85,15.65,9.95,9.93,8.96,3.80567,3.90265,7.05257,6.02969,14.1063,3.94034,15.8837,14.8118,24.7478,22.594,10.2585,3.08101,16.9435
"3534",5511,107298199,"general transcription factor IIB",NA,3504,2550,3568,2523,1858,1710,788,1485,1811,1113,2218,3315,1791,1216,1127,1280,1607,1790,3241,1229,1658,2143,4772,3916,4011,3182,2019,765,2934,1415,2774,2564,2198,1742,3496,3621,4200,7603,6567,7234,1561,1798,1043,1698,1936,0.02,0,0.02,0,0.09,0.08,0.28,0.18,0.33,0,0,0,5.41312,7.84822,10.2316,6.9148,13.5278,4.94956,7.04921,7.87474,8.39482,9.22836,5.54514,1.82666,12.8285
"3535",5512,107298212,"cellular retinoic acid binding protein 2",NA,7,18,11,2,2,0,3,2,89,3,15,77,9,8,0,2,0,1,27,2,6,11,100,1,6,9,1,20,0,4,0,4,1,1,0,2,2,0,2,1,1,1,0,0,0,1.94,2.07,2.57,2.48,46.04,38.43,38.27,46.28,40.12,28.73,34.78,32.95,8.8179,5.0283,14.0888,9.90638,19.5995,34.3337,11.813,2.28676,6.93357,15.4647,1.69315,0.182684,65.3007
"3536",5513,107298221,"c-src tyrosine kinase",NA,5,17,20,9,4,8,4,13,13,7,37,11,10,13,14,6,8,5,8,13,12,28,42,15,20,11,3,5,12,10,5,8,4,56,4,21,9,7,14,12,9,11,7,9,12,3.58,2.08,4.34,2.93,4,4.25,42.37,40.68,45.23,35.68,33.39,35.55,2.68224,1.26066,4.62656,3.92156,9.49124,1.40458,9.23648,4.83532,8.92392,9.95253,11.3787,1.44635,24.0168
"3537",5515,107298228,"leucine rich repeat protein 1",NA,23,49,74,28,12,39,8,18,20,12,71,29,24,16,10,13,18,7,35,22,30,41,55,54,30,38,21,20,39,15,17,34,14,30,22,24,29,57,55,42,15,41,17,49,28,1.07,0.73,1.61,1.13,22.36,20.09,29.03,25.25,29.06,31.35,31.17,29.44,0.241633,0.284252,0.509092,0.447551,1.06494,0.442454,0.43552,0.520241,0.45226,0.728522,0.667775,0.278835,2.61793
"3538",5517,107298233,"DNA polymerase epsilon subunit 2-like",NA,9,269,332,37,19,111,3,98,35.56,66,139.33,30.44,84.37,45.17,21,17,60,12,84.5,21,37,116.39,423,150.93,30.94,76,20,3,262.14,7.26,1,232,197,39,231,6,152,283,19,158.95,3,118,92,4,146,0.33,0.45,0.36,0.29,4.99,3.54,14.3,12.87,14.04,10.89,11.13,10.11,0.101546,0.537553,0.513467,0.665521,0.0406854,0.0743761,0.104586,0.0397509,0.126707,0.0644546,0.308694,0.156239,2.35387
"3539",5519,107298249,"Ski2 like RNA helicase",NA,93,19,36,25,52,18,41,36,38,39,28,38,15,48,10,32,38,42,37,27,24,28,110,88,149,17,26,111,24,44,14,21,27,20,8,22,13,28,19,7,10,9,6,10,24,0.16,0.14,0.24,0.23,1.29,1.42,7.59,8.25,7.69,0.23,0.2,0.27,4.39965,2.57665,7.10337,4.35682,4.68378,1.75605,8.15159,4.03342,8.58499,6.6319,3.67027,1.27749,8.93324
"3540",5520,107298252,"exosome component 8",NA,802,950,1228,1059,624,648,207,425,830,313,614,722,533,424,370,382,325,277,1050,290,436,681,905,727,1012,1175,606,1039,675,484,792,1170,906,215,776,558,645,1031,715,568,498,592,364,554,478,0.19,0.11,0.42,0.12,3.33,2.43,31.4,26.25,29.61,12.55,9.82,10.6,7.46162,13.2604,16.7221,10.2881,81.8282,21.0418,17.7562,18.1422,16.0578,18.2536,24.4967,14.4677,10.9675
"3541",5524,107298259,"nucleoporin 210kDa",NA,70,170,92,62,57,94,23,56,60,41,111,50,50,41,60,56,41,55,117,57,29,83,145,89,165,103,101,19,70,41,232,99,253,118,342,76,70,157,169,122,62,117,64,85,134,7.69,6.44,7.88,5.41,34.94,28.68,67.03,65,69.07,58.16,52.99,57.79,0.716374,0.269549,1.21633,1.32836,1.24728,1.15743,1.95306,1.75372,1.82983,3.8717,4.10509,0.433594,4.57482
"3542",5525,107298269,"mitogen-activated protein kinase kinase kinase kinase 5-like",NA,116,286,290,68,45,170,37,52,104,78,235,178,79,79,91,121,110,84,204,142,72,104,306,163,246,108,120,51,201,63,78,67,92,132,90,146,73,180,150,138,44,96,44,62,126,0.35,0.28,0.38,0.34,5.48,4.5,5.61,6.17,5.43,2.87,2.17,3.04,12.252,6.19397,21.1567,20.9735,41.1131,7.67261,4.86929,4.47299,7.06527,13.8932,4.77671,1.81677,28.1234
"3543",5527,107298273,"transmembrane and immunoglobulin domain containing 1",NA,6,5,4,1,2,1,0,4,0,1,3,0,6,4,0,1,2,0,5,0,0,1,2,18,1,3,2,8,3,1,2,3,0,3,2,38,20,53,18,14,0,16,3,18,17,0.16,0.34,0.15,0.1,0.25,0.16,3.18,2.89,3.08,2.35,2.26,2.18,0.327425,0.216662,0.103477,0.209926,1.03309,6.07042,1.89691,12.6891,4.22856,22.7377,1.06888,1.79472,35.0823
"3544",5528,107298275,"transmembrane protein 60",NA,93,88,80,71,61,65,64,82,124,76,86,98,40,70,65,82,61,78,92,68,91,61,72,61,135,90,75,175,50,104,49,74,25,15,34,48,40,88,75,55,30,37,28,28,45,0.19,0.11,0.15,0.14,0.73,0.61,3.77,4.99,4.42,0.45,0.23,0.96,2.75612,12.0746,2.16254,3.89974,7.19681,5.01193,8.36913,10.3798,8.53834,6.51504,3.54575,0.877366,6.03439
"3545",5529,107298276,"putative homeodomain transcription factor 2",NA,16,51.55,65.02,16.01,40,34.73,5.41,19.42,50.77,13.79,69.4,90.15,171.93,12.01,15,26.81,23,32,37.62,40,26,114.18,263.92,47.75,33,14,32,10,59.39,17,14,37,18,66.4,34.45,7.65,8,17,10.06,11,5.41,12,3,11,11.99,0.09,0.04,0.01,0,0.39,0.41,2.1,1.97,1.54,0.01,0.02,0.03,0.76785,28.2732,1.29875,0.803868,0.578638,1.43536,1.45526,1.90571,1.29829,2.80878,2.13772,0.662934,2.53494
"3546",5530,107298304,"cap methyltransferase 2",NA,32,46,61,19,32,46,25,33,32,26,61,56,36,29,26,46,26,26,93,29,17,66,147,39,98,27,36,18,50,5,26,11,13,29,16,17,26,24,22,21,1,16,20,16,34,3.13,2.29,4.75,2.46,35.61,26.54,52.3,46.79,50.82,37.12,36.35,37.42,0.941943,0.264179,1.08822,1.37582,1.33465,0.246725,1.44558,1.04392,2.50792,2.86866,1.47396,0.547081,2.73011
"3547",5531,107298307,"alkaline ceramidase 3",NA,102,45,48,34,23,40,28,17,34,21,60,56,37,23,32,49,51,36,95,26,18,63,115,82,48,18,41,87,28,26,62,68,57,112,55,70,47,69,47,47,22,40,32,15,54,22.72,22.36,20.19,14.94,44.4,38.14,229.5,210.99,217.53,1701.44,1638.76,1662.13,16.3439,4.87893,13.981,27.2605,65.9513,14.9861,7.40411,13.4212,15.3182,27.7291,12.3787,7.65751,25.6369
"3548",5534,107298331,"extracellular matrix protein FRAS1-like",NA,1,18,13,3,5,3,1,10,19,4,13,5,8,1,2,4,0,0,13,4,1,3,37,7,17.98,15,1,3,16,0,3,5,2,12,2,7,6,8,2,3,1,0,0,0,0,0.67,0.27,0.87,0.85,0.99,2.95,0.43,0.28,0.36,0.03,0,0.03,0.0318697,0.084998,0.0805748,0.0336544,0.0450323,0,0.041343,0.0377125,3.98321,6.23286,0.26624,0.108166,0.190142
"3549",5535,107298333,"WD repeat domain 27",NA,0,1,8,7,0,8,1,0,3,4,10,2,3,1,0,0,3,0,1,1,3,0,6,3,1,2,1,0,5,0,2,0,0,0,0,0,3,4,2,3,0,0,0,0,1,0.57,0.4,0.4,0.37,14.93,12.88,18.57,17.64,16.25,20.65,20.86,20.62,0,0,0,0,0,0.127366,0,0,0.130188,0.191716,0.0961135,0.0445922,0.152205
"3550",5540,107298374,"peroxiredoxin 4",NA,671,136,156,575,392,169,643,483,627,538,261,162,130,660,746,518,577,502,292,466,555,124,120,172,272,130,431,1310,73,968,69,163,78,34,88,234,165,332,323,222,381,469,299,251,490,0,0,0,0,0.06,0.08,0.11,0.14,0.12,0,0.03,0.01,205.555,80.1666,246.368,256.056,641.134,309.602,332.805,423.306,120.51,143.944,377.601,346.447,171.846
"3551",5541,107298390,"dehydrogenase/reductase SDR family member 7B-like",NA,20,16,15,8,27,13,14,23,11,18,7,32,5,19,22,20,20,19,36,31,16,16,31,27,47,7,29,9,16,8,6,1,8,7,0,13,9,19,13,8,2,7,7,7,13,0.97,0.72,1.31,1.14,3.66,3.26,8.02,7.9,8.22,8.32,8.56,9.03,5.46282,3.69927,8.92482,7.64946,16.6579,5.09422,46.2782,87.6659,16.4327,17.4523,6.62552,5.03439,12.9963
"3552",5542,107298397,"proteasome 26S subunit, non-ATPase 1",NA,76.96,41.33,107,72.54,101.75,64.36,43.08,36.43,52.1,65.26,71.89,113.18,50.25,48.25,25,42.51,48.24,44.35,64.3,35,39.71,57.74,193.42,89.32,243.04,54.28,58,116.87,76,72.31,17.52,15.8,22.6,46,29,19.04,10,31.6,14,23,18.09,24.63,17.02,28.69,29,0.05,0.04,0,0,0.34,0.48,4.9,5.3,5.72,0,0,0,15.9586,22.6204,23.547,15.8117,27.2845,3.67906,18.3091,17.8196,22.4069,17.1869,7.98191,3.15983,28.8518
"3553",5543,107298399,"neurotrophin 3",NA,0,7,9,1,3,6,1,3,6,1,2,5,5,1,1,3,1,5,6,0,2,4,7,4,8,4,3,1,1,0,32,43,24,8,29,1,0,4,3,2,1,1,0,2,1,0.65,0.68,0.53,0.49,6.94,6.22,7.07,7.46,7.39,4.15,4.04,4.24,0.22068,0.649008,1.11587,0.251533,0.0884179,0.323269,16.9329,1752.79,1.37681,1.26066,11.9534,1.92406,2.78013
"3554",5544,107298403,"spermidine/spermine N1-acetyltransferase 1",NA,414,619,905,508,235,166,65,228,347,70,419,873,448,158,124,120,72,57,455,125,182,570,1273,372,766,943,317,324,384,401,158,289,94,203,137,2365,2533,3664,2045,2441,933,491,1001,452,706,0.25,0.32,0.3,0.36,3.83,3.8,5.6,5.64,5.11,1.39,1.26,1.27,4.77003,13.0512,14.2279,7.19324,54.8226,19.3138,30.4708,30.6211,105.49,82.9217,11.4642,4.57671,22.6868
"3555",5545,107298408,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",NA,22,118,112,44,14,35,11,11,31,14,51,74,29,29,6,34,18,21,52,10,8,17,158,71,55,103,26,30,52,17,2,4,10,48,7,10,12,77,29,26,2,4,3,11,8,0.93,1.78,0.96,1.02,6.68,6.66,7.13,7.36,7.18,1.99,1.95,2.78,1.80067,21.8882,5.92323,3.46439,19.925,2.25282,3.91561,0.706116,3.48034,4.9782,7.08952,0.68511,10.8043
"3556",5546,107298410,"polymerase (RNA) II subunit H",NA,47,39,56,39,20,34,13,23,38,24,46,38,31,26,15,25,9,13,51,12,31,32,52,28,38,46,38,21,35,27,22,11,25,8,30,46,26,48,27,44,22,41,20,21,43,2.39,2.47,2.59,2.19,39.03,16.17,62.47,65.64,68.85,9.34,10.75,7.29,11.3934,4.4294,13.2828,14.4225,27.4691,4.65268,15.3274,13.3125,22.5133,18.2878,9.81108,4.70296,15.6405
"3557",5548,107298415,"nucleoporin 98kDa",NA,2,8,7,2,2,2,1,1,1,0,1,2,0,0,1,1,2,2,2,0,0,3,12,5,7,4,4,15,3,3,2,6,4,81,2,5,2,6,5,0,5,5,5,8,7,10.57,7.34,11.49,11.49,1.97,2.12,25.56,26.19,26.48,10.24,8.8,9.43,7.42178,4.12216,11.2755,10.07127,25.81173,0.862771,16.02441,8.536091,20.59267,20.82322,9.490274,3.656021,19.90694
"3558",5551,107298430,"tetraspanin 9",NA,54,70,70,53,13,18,20,30,64,12,62,62,30,25,20,35,20,22,53,22,12,38,136,33,53,31,21,32,74,31,11,35,33,12,24,63,53,77,37,44,11,25,15,23,33,2.82,3.57,3.05,3.46,20.38,20.36,49.55,50.11,50.37,24.15,24.88,22.18,0.617861,2.28501,1.00812,0.850693,1.65643,0.481366,1.52362,0.926115,3.06692,4.29415,1.11528,0.293001,2.17994
"3559",5552,107298440,"kelch like family member 15",NA,83,352,296,141,75,152,26,73,181,64,134,58,113,38,51,94,35,50,331,89,48,190,310,176,133,193,87,19,119,44,73,61,69,81,60,85,43,107,85,41,29,22,26,23,20,1.22,0.7,1.33,1.36,8.43,7.53,17.09,15.83,19.12,9.21,10.28,12.18,3.17574,14.7519,2.80208,3.79655,18.0939,1.67442,4.27929,6.44874,4.51339,4.12528,3.03129,0.912623,9.11051
"3560",5555,107298444,"neuralized E3 ubiquitin protein ligase 2",NA,0,0,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6,0,0,1,1,1,0,0,0,0,2,1,0,1,0,2,6,0.42,0.15,0.06,0.35,20.83,16.91,34.42,31.3,33.83,52.98,56.33,54.33,0.584095,5.21602,1.55061,0.294493,0.292379,0.504641,4.28792,0.551763,2.12544,2.37523,2.65531,0.918429,2.5948
"3561",5557,107298461,"coiled-coil domain containing 71",NA,6,13,22,5,4,6,3,7,4,2,10,18,3,8,6,6,8,4,16,4,7,13,42,7,15,9,6,3,13,2,4,3,15,13,5,7,2,6,5,5,0,9,2,3,23,0.01,0,0.03,0,0.15,0.23,0.2,0.19,0.22,0.13,0.22,0.2,2.06121,0.575875,3.00821,2.81086,2.20935,2.24095,3.49782,3.23377,6.47628,7.11072,3.63582,1.41225,7.32089
"3562",5558,107298462,"zinc finger protein, X-linked",NA,289,418,465,341,177,237,107,171,323,120,233,192,213,151,132,133,161,136,269,144,126,280,367,256,304,317,240,78,235,202,133,364,172,133,168,205,168,250,222,184,93,119,98,101,172,0.11,0.13,0.18,0.07,2.25,1.92,1.93,2.77,2.33,1.14,1.26,1.36,1.60764,2.96962,2.73234,2.55556,3.30461,1.84304,2.44999,1.62908,2.4877,2.95377,2.75041,0.947222,4.15764
"3563",5561,107298481,"coiled-coil domain containing 149",NA,217,79,79,102,114,56,130,108,131,99,57,175,26,131,158,88,134,158,121,149,113,48,65,95,221,29,178,165,83,213,19,33,10,38,11,139,66,206,233,267,149,321,155,134,415,0.03,0.02,0.01,0.01,0.12,0.14,0.17,0.1,0.17,0.09,0.04,0.1,13.2711,4.20459,71.7402,17.7999,34.5685,9.99238,11.5007,6.79454,6.58769,15.7534,13.4283,9.39308,18.5996
"3564",5563,107298496,"phosphate cytidylyltransferase 1, choline, beta",NA,40,90,86,59,21,47,20,76,46,26,59,36,63,32,29,50,25,20,79,28,38,104,71,78,50,101,76,39,52,15,13,13,12,7,20,16,34,19,26,18,23,11,1,11,3,0.55,0.22,0.81,0.15,1.92,1,3.13,2.38,3.36,3.93,4.18,3.51,0.0473766,0,0.11978,0,0.170838,0,2.63494,0.0834567,0,0,0,0.328024,0.429733
"3565",5565,107298510,"phosphatidylinositol 3-kinase catalytic subunit type 3",NA,44.54,55.11,66.49,18,39.01,48,25,39,22,23.8,86.19,77.52,39,36.03,18,27,14,28,84.09,30.39,21,89,194.02,103,110.57,24,24,9,60.54,19,20,9,28,41.02,25,28,41,22,18,25,6,27,11,20,39.01,0.6,0.6,1.29,0.5,6.84,6.83,9.23,10.25,10.16,3.65,4.04,3.55,3.10999,1.82927,3.61941,2.532,6.70496,2.27788,9.83815,5.82628,10.0896,8.7421,2.7012,1.02537,9.51509
"3566",5566,107298521,"thyroid hormone receptor interactor 13",NA,11,42,45,33,8,100,8,65,38,15,99,39,67,28,16,20,6,17,44,15,54,176,143,36,9,61,10,3,73,6,10,12,9,66,25,85,126,109,137,121,12,24,42,38,117,0,0,0,0,0.02,0,0.03,0,0,0,0.02,0.02,0.0710414,0.0940182,0.628639,0.182191,0.128086,0.234151,0.246944,0.125144,0.35901,0.355103,0.176696,0,2.37618
"3567",5567,107298522,"parvin beta",NA,27,95,103,74,25,34,9,32,85,12,80,38,106,26,14,15,20,9,149,27,32,82,172,108,35,87,70,30,66,24,375,286,269,170,259,30,27,48,51,15,27,83,34,103,109,0.63,0.3,0.71,0.26,2.07,1.78,6.7,6.84,7.18,1.78,1.67,1.68,1.65056,5.07305,1.94216,1.74092,2.80513,5.56644,13.4985,7.08447,4.16834,4.99699,6.95677,1.65629,12.336
"3568",5568,107298529,"ribosomal L1 domain containing 1",NA,2720,401,682,883,981,361,249,220,543,325,454,1202,270,481,328,360,442,745,609,273,287,395,1288,488,1880,577,560,1288,698,1096,384,268,311,162,293,779,481,678,388,847,711,762,740,531,924,0.17,0.2,0.14,0.18,0.67,0.66,0.85,1.02,0.94,0.32,0.24,0.23,14.8965,7.68681,29.7151,17.2615,61.0054,4.72967,25.9697,63.5262,21.0262,43.0857,16.2735,14.4695,12.0477
"3569",5569,107298530,"sorting nexin 29",NA,37,68,99,59,55,45,9,38,104,36,62,134,62,44,23,41,23,46,129,30,20,122,226,116,137,47,50,59,85,43,21,41,28,45,30,66,37,78,57,49,20,33,29,44,63,0,0.01,0,0,0.87,0.74,3.16,3.19,3.18,0.64,0.58,0.45,1.98571,2.67573,3.28607,3.79623,4.83868,1.18997,4.01597,3.87955,12.3256,9.64206,3.54704,0.958234,4.7485
"3570",5570,107298535,"ribosomal protein S11",NA,3186,2278,2710,2887,2106,2380,1086,1080,3202,1270,1584,2371,1249,1582,1432,1468,1210,731,3106.84,1158,1235,1705,2189,2864.72,2526.86,2221,1626,9006.87,2003,2731,3231.84,7162.86,2832,1969,4411,12620.71,9905.57,12735.71,7917.86,6594.86,8022,9057,5349.39,4204,8291.54,4.9,4.91,1.94,2.31,9.8,10.32,16.37,13.81,16.34,9.48,11.11,8.06,72.1994,57.7508,0.0194433,0,1799.21,514.555,151.914,1266.93,231.761,378.937,4.18712,0,5.0018
"3571",5571,107298543,"reversion inducing cysteine rich protein with kazal motifs",NA,354,347,306,472,269,379,194,545,372,376,287,277,274,220,279,199,342,551,422,201,330,583,1039,377,386,414,358,68,590,165,401,318,728,463,979,356,285,765,499,472,304,346,550,554,851,0.12,0.12,0.12,0.16,0.33,0.44,5.81,6.27,6.21,47.1,45.56,46.34,0.442051,0.135657,0.404934,0.854361,1.04727,0.464547,0.415697,0.688415,1.58281,4.46496,1.19509,0.90193,3.15252
"3572",5572,107298558,"colony stimulating factor 1 receptor",NA,11.83,70.69,55.23,22.98,12.29,12,2.61,21.01,18,10,83.63,10.77,23.84,23.99,4,15,3,11.11,37.9,16.46,11.31,41.28,35.76,60.91,31.13,26.1,44.53,5,37.22,5,35.69,21.86,58.27,95.47,79.27,2.21,6.26,39.21,106,25.85,30.49,228.19,91.07,164.56,118.23,0.19,0.17,0.08,0.12,2.77,2.54,1.65,1.56,1.79,0.19,0.25,0.23,0.560026,0.0729004,2.43719,1.61281,2.34496,0.605191,5.68049,2.02964,1.47434,2.36008,4.71536,0.211884,9.77437
"3573",5574,107298570,"GAR1 ribonucleoprotein",NA,586,183,200,225,188,123,72,98,183,74,136,206,86,170,75,101,122,124,177,89,74,131,290,135,424,217,113,206,159,204,44,27,46,28,25,92,52,115,93,99,100,71,63,54,55,0.1,0.21,0.13,0.08,15.41,12.73,15.44,14.59,15.53,13.29,12.87,12.66,5.1611,11.2045,10.5096,8.49257,19.5351,3.51949,3.26991,8.36382,4.2399,7.5887,4.82172,2.3324,5.9959
"3574",5576,107298578,"Myb/SANT DNA binding domain containing 1",NA,3,4,9,1,2,3,1,7,6,3,2,5,5,6,0,5,0,4,15,1,1,11,2,2,7,2,6,9,2,3,3,7,0,9,4,11,7,15,23,12,2,4,21,26,47,0.05,0.04,0.03,0.04,0.04,0.11,0.83,0.49,0.62,0.06,0.09,0.03,0.758851,2.62663,7.79322,0.814304,5.46235,1.35796,2.03759,2.00324,6.51739,9.79404,2.67851,1.01345,23.3886
"3575",5579,107298585,"mitochondrial ribosomal protein S35",NA,207,90,123,158,93,102,35,57,121,48,107,97,47,65,52,56,97,79,151,73,88,106,82,92,123,128,124,267,125,210,348,385,271,78,421,462,384,485,358,374,365,459,293,289,441,0.43,0.01,0.06,0.11,0.28,0.31,0.48,0.62,0.78,0.42,0.76,0.46,8.09691,11.2676,12.1808,10.2903,31.2714,18.0127,20.7299,42.9923,21.9004,19.6766,9.15728,4.97877,15.7845
"3576",5582,107298597,"transmembrane 9 superfamily member 2",NA,6438.02,2309.56,3824.75,3024.96,3780.9,1816.04,1825.4,2187.43,1825.08,1930.58,2201.45,2515.16,1609.91,1944.83,2039.11,2059.63,2419.12,3102.12,3010.19,2367.36,1820.58,2718.96,5638.18,2928.5,4862.68,2475.79,4288.45,580.59,2413.31,2208.96,1124.7,707.43,1176.94,631.29,1248.6,1881.14,1128.62,2583.04,2136.82,1591.09,1283.88,1114.23,1603.3,1731.15,1299.49,0,0,0,0,0.02,0,0,0,0,0,0,0,29.6234,29.1827,50.8108,42.5003,31.9517,32.644,22.1053,13.7136,18.8777,17.0682,14.8205,4.36184,50.1768
