"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_hrt_1","Mus_hrt_2","Mus_hrt_3","Homo_hrt_1","Homo_hrt_2","Homo_hrt_3","Canis_hrt_1","Canis_hrt_2","Canis_hrt_3"
"2866",107294342,"leptin receptor overlapping transcript",262,204,540,104,316,212,73,66,369,95,282,134,228,74,169,174,67,250,630,113,162,357,354,459,167,261,475,28,271,164,21.8883212,21.0844,20.64,19.13432,25.92814,21.88264,8.251466,20.67622,54.44849
"2867",107294343,"structural maintenance of chromosomes 1B",0,8,5,0,2,1,1,2,2,1,2,0,3,2,1,0,0,0,5,4,1,4,3,9,2,7,0,1,5,1,0.00856393,0.20094808,0.0154661,0.0205994,0.0460804,0,0,0,0.0364675
"2868",107294345,"RIB43A domain with coiled-coils 2",17,62,74,168,21,98,11,143,108,30,156,47,216,34,21,192,41,34,237,59,219,531,66,320,33,211,86,18,109,12,0.16263,0.1789081,0.2079411,0,0.428718,0.3364704,0,0.189836,0
"2869",107294346,"DTW domain containing 2",281,43,79,70,64,49,60,47,67,68,56,49,15,125,76,55,105,88,96,47,37,38,43,79,99,31,98,46,42,61,0.989702179,1.1222541,1.1904584,0.8068,2.08245,2.019053,0.477389,4.71223,4.7775
"2870",107294349,"hydroxysteroid (17-beta) dehydrogenase 4",445,822,1030,278,301,443,198,254,570,190,658,575,477,267,267,345,344,294,1189,396,277,864,1389,894,651,376,513,88,453,241,16.718835,14.076528,15.138595,97.92126509,62.831869,64.78984069,7.211752611,17.919021,25.215094
"2871",107294353,"ubiquitin specific peptidase 18",12,14,23,4,47,13,5,28,3,47,263,20,153,27,50,275,8,1,66,11,31,260,107,65,82,77,22,0,19,0,3.174528,2.645079,2.830954,1.03349,2.3119,2.27345,1.087779,0.968463,6.62381
"2872",107294354,"bisphosphoglycerate mutase",40,146,64,93,47,124,54,89,55,59,73,39,50,67,113,41,32,31,54,48,51,119,70,59,84,82,38,66,108,32,8.2782144,43.4517622,37.900536,4.80513,4.56729,6.30107,1.8835839,3.40487,21.228874
"2873",107294370,"polymerase (DNA) alpha 2, accessory subunit",5,4,8,3,5,5,0,3,2,3,13,2,4,0,2,1,0,0,3,1,0,13,28,20,0,7,2,0,5,3,17.89142679,18.1054221,18.35939742,0.280089,1.4633,0.99681,1.3571,1.94254,4.57688
"2874",107294378,"calpain 1",44,67,121,16,37,60,23,34,34,34,102,62,60,43,36,46,20,34,87,56,25,114,212,67,121,46,30,18,89,25,10.264643,12.58092,13.169921,47.198003,73.154593,76.00919105,30.6769,42.2575,56.6703
"2875",107294382,"nuclear VCP-like",165.59,330.11,488.21,225.41,127.13,230.75,81.19,83.33,403.82,123.92,240.37,267.08,98.28,179.48,181.61,168.79,164.52,174.13,434.8,129.27,142.08,161.31,592.91,325.83,349.34,230.74,236.1,90.81,319.42,158.11,3.830849,3.290858,3.072071,4.916965,5.214478508,5.079682,2.1371585,3.550508,3.85732647
"2876",107294385,"transmembrane protein 132C-like",0,7,5,0,4,8,0,5,4,2,2,1,1,0,0,2,0,0,1,0,0,3,5,5,5,3,2,2,5,1,0.2422858,0.263814,0.2982101,2.87059,4.11631,4.05262,0,0.052772,0
"2877",107294386,"podocalyxin like",5,5,4,2,2,1,0,1,3,0,1,4,7,0,3,0,0,2,4,2,3,4,15,2,8,8,2,8,0,4,36.38778,29.6264,29.106838,39.734469,37.12179001,27.09582796,6.92098,22.75858,41.6466
"2878",107294397,"RIC8 guanine nucleotide exchange factor A",249,361,398,146,121,213,119,170,196,115,252,120,184,136,116,127,174,105,374,112,116,288,515,370,358,238,228,35,249,68,17.584933,23.04085,26.392029,20.89569,33.54623,31.3853,5.03883,8.90631,22.54796
"2879",107294401,"ALG3, alpha-1,3- mannosyltransferase",417,118,196,240,267,138,120,140,257,173,164,200,94,224,156,163,153,159,193,121,105,141,278,212,359,114,184,685,219,360,8.223556,11.4023682,11.5169418,10.60514,25.48544,18.95497,2.312001,6.399839,6.510615
"2880",107294403,"tetratricopeptide repeat domain 21B",42.53,246.21,208.75,100.05,54,98.95,24,76.65,143,41.57,219.27,69.32,158.62,54.84,34.01,98.21,40,21.22,213.55,88.91,79.57,359.45,182.5,197.98,93.7,159.49,82.08,20,135.01,59.03,1.617693,1.8291348,1.6667695,1.956259,3.48618,2.2267503,0.90654799,1.811596,2.76846
"2881",107294404,"polypeptide N-acetylgalactosaminyltransferase 3",105,467,902,306,143,371,52,298,273,62,352,67,361,117,90,160,48,51,402,150,163,602,449,328,258,685,217,6,500,89,0.0888054,0.2997273,0.3321906,0.3933505,0,0,0,0.245512,0.0478017
"2882",107294407,"v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G",4,3,2,2,0,4,1,0,1,0,4,4,1,2,1,0,1,0,7,1,0,0,7,2,1,5,4,1,4,1,19.047603,23.373318,23.509386,20.08804,12.23215,11.51842,3.01328,22.3757,49.9357
"2883",107294408,"proteasome 26S subunit, non-ATPase 13",741,344,615,391,359,253,71,172,286,94,355,266,251,151,116,204,153,142,410,166,112,321,630,276,605,399,167,269,420,246,29.665883,30.040357,29.567405,60.52711,46.57517,45.36887,50.7959576,53.73484,72.954869
"2884",107294413,"lymphocyte expansion molecule",3,12,10,11,2,16,3,19,18,7,25,5,26,11,3,21,1,3,50,14,26,51,12,31,2,32,10,0,13,3,0,0.04182608,0,0.0521001,0,0,0,0,0
"2885",107294417,"24-dehydrocholesterol reductase",457,360,424,1363,1796,627,599,353,485,674,319,365,360,364,260,213,720,671,330,351,353,687,1070,565,286,266,459,582,527,1189,1.9967,2.96973,2.82102,3.81556469,15.560101,9.3082783,0.968455,1.15554,0.755439
"2886",107294420,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta",37,281,316,103,44,137,16,67,167,27,171,249,158,33,28,57,30,32,349,44,75,183,376,129,134,260,75,10,129,47,9.791092,8.179914,8.2551204,20.636984,29.154643,31.269602,0.827320031,6.79131,1.70389
"2887",107294421,"frataxin",54,65,79,40,25,55,14,42,44,22,47,32,52,41,22,26,24,22,67,29,31,59,68,63,71,56,34,53,64,44,12.96857,16.470289,15.698376,8.166787,10.76406,13.41206,6.04158,12.6749,35.9168
"2888",107294435,"RALY RNA binding protein-like",0,6,13,7,1,4,3,7,15,2,15,4,8.99,5,3,4,4,0,11,2,3,14,8,10,0,20,2,0,4,5,0,0,0.0108949,0.415276,0.560638,0.378035,0.245259,0.226419,0
"2889",107294454,"eukaryotic translation initiation factor 2A",803.06,1017.27,767.93,496.55,413.6,426.19,228.49,310.84,566.68,324.43,702.9,844.31,334.23,425.92,478.21,390.23,333.8,263.31,657.62,353.8,304.49,609.45,1527.79,513.92,930.53,628.47,520.79,237,708.52,359.3,10.628717,5.787522,6.091292,21.39383303,27.010604,26.499563,7.66046,17.0112,33.4226
"2890",107294456,"glutamate rich 6",21,131,96,57,29,71,7,27,58,14,54,30,42,7,11,54,17,5,141,38,18,97,123,41,17,56,16,12,51,17,0.0660916,0.169903,0.044682,0.382369,0.731146,0.120664,0,0.0521782,0
"2891",107294460,"cellular repressor of E1A stimulated genes 2",0,1,2,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0.0560925,0.0241934,0.030435,0.0358045,0.357535,0.5684566,0,0.105325,0
"2892",107294465,"tau tubulin kinase 2",29,77,84.87,21.85,18.64,57.37,4,31,43.34,37.94,59.11,54,48,13,14.36,33.34,5.29,23,37.97,14,19.55,81.5,139,47.62,42.21,41.09,24.31,11,53.34,18.64,1.385682004,1.051930004,0.9471834,2.7225935,3.054741,2.644896352,1.093797,4.180963,5.8463709
"2893",107294466,"codanin 1",71,124,92,36,41,69,32,34,91,15,61,26,44,32,39,31,33,44,106,41,25,76,154,60.98,110,79,65,13,86,30,5.408441,9.2431134,8.319231,3.519995,4.926151,2.695583,0.756855,2.19354,1.4993
"2894",107294469,"listerin E3 ubiquitin protein ligase 1",11365.82,4599.1,3275.27,2123.02,3849.9,3928.26,1209.77,1757.23,2289.9,1875.67,2947.36,2455.1,1788.71,2105.33,2392.57,1535.65,1225.16,1603.74,3801.25,2083.41,1560.71,3208.53,2877.08,2530.18,11233.56,2662.44,5793.18,1345.16,3110.11,1179,2.99101,1.7877588,1.735669,0.9515916,2.592375,1.442778,1.00269,5.379043,8.23901
"2895",107294470,"N-6 adenine-specific DNA methyltransferase 1 (putative)",275,322,387,209,189,196,119,131,253,142,220,280,242,132,173,148,172,139,372,145,185,258,302,295,336,340,208,184,435,154,5.54801,5.948195,6.107957,3.248783,3.938652,3.85395,2.422758,4.68353,22.85661
"2896",107294473,"guanine nucleotide binding protein (G protein), beta 5",1,7,3,0,4,1,2,3,8,2,5,6,0,1,1,2,1,2,9,4,1,12,22,4,10,2,0,1,1,0,20.947862,17.867787,19.113168,7.873651,8.370619,5.426033,6.65633,35.58917,73.338465
"2897",107294482,"family with sequence similarity 214 member A",395,402,542,413,219,378,121,285,359,236,423,356,399,206,189,308,322,188,399,258,184,347,815,412,311,315,252,305,636,366,6.582993,6.424611,6.573502,17.80021649,12.05930646,13.8278693,5.487970101,13.1220472,57.839639
"2898",107294499,"peroxisomal biogenesis factor 7",105,188,259,60,57,148,50,87,132,72,155,60,106,58,84,73,79,55,207,129,77,182,258,118,165,91,96,28,108,30,25.0193006,25.5272947,26.7596219,7.13205,16.43197,19.12716,14.981,32.363883,22.875891
"2899",107294504,"F-box and leucine-rich repeat protein 14",4,1,0,0,1,0,0,1,0,1,0,4,0,0,0,2,0,0,0,0,1,2,1,2,5,0,2,8,5,0,6.97645,10.7145,10.6322,4.54166,7.23697,7.12868,1.618155,6.24612,17.77592
"2900",107294506,"adiponectin receptor 2",164,60,81,110,171,77,143,131,88,152,117,87,37,103,111,106,205,183,108,187,93,64,135,79,300,65,143,89,65,73,27.749782,31.4903487,30.316728,8.803551,8.938679,8.963041,12.816684,36.3781886,99.467307
"2901",107294507,"leucine-rich repeats and transmembrane domains 2",0,3,0,0,0,0,1,0,2,2,0,1,1,0,0,0,1,0,0,0,0,4,13,0,0,0,0,0,0,0,0.103024,0.293182,0.274285,0.0138922,0,0,0.00802083,0.0479605,0.1245
"2902",107294513,"Mov10 RISC complex RNA helicase like 1",62,12,25,2,70,10,40,9,46,4,22,15,6,43,14,12,68,35,21,8,9,14,91,18,49,20,28,23,29,14,44.45839,27.60195,29.2304313,0.0978624,0.6626618,0.8934747,0,0.0446051,0
"2903",107294515,"pannexin 2",3,10,7,0,3,9,0,2,4,0,7,6,8,4,0,6,0,3,3,0,0,7,14,2,10,8,4,5,15,1,0.804803,2.396103,2.169852,0.466218,0.40558,0.192714,0.0352826,0.238729,1.02817
"2904",107294521,"cadherin EGF LAG seven-pass G-type receptor 1",107,202,277,84,65,87,19,53,161,41,125,141,147,74,74,80,63,62,190,97,43,165,373,173,253,157,146,67,202,70,1.299091,2.880305,2.946554,2.43523,9.451092,5.678087,1.57776,10.8411,9.64052
"2905",107294522,"GSK3B interacting protein",1027,977,1080,976,622,571,447,485,693,415,575,830,610,557,439,482,395,447,932,551,605,823,1066,910,972,949,831,244,762,562,3.7708021,3.9310299,3.9913636,2.507579,4.090774,5.637057,4.8894,9.53415,61.2413
"2906",107294525,"tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase",27,14,19,9,10,18,6,5,7,6,10,12,6,9,9,13,12,9,21,11,13,9,28,22,26,13,10,3,19,27,18.2852558,16.608843,19.373122,26.03289083,32.4318657,26.46502413,2.76158,4.85757,5.77285
"2907",107294537,"mannosidase endo-alpha",108,164,199,170,80,94,63,163,136,58,164,153,139,72,100,57,97,110,152,115,96,349,266,217,179,167,137,23,202,56,2.954932,4.48672,4.25595,1.230903,2.261848,0.6193,0.920983,3.42299,9.36406
"2908",107294540,"methyl-CpG binding domain protein 5",38,58,53,40,52,46,14,22,38,28,53,26,29,25,25,28,21,27,54,29,16,59,116,50,77,43,47,26,51,28,5.2731326,4.910250611,4.844307,5.680073,7.129771,7.308061,0.638306,2.963567,6.851505676
"2909",107294542,"Rho family GTPase 3",465,1831,1805,881,638,787,281,300,1154,410,1143,947,1192,333,386,683,680,463,2049,367,130,2040,3933,1900,1137,1460,1145,123,1385,276,2.5167807,1.6090287,1.63546,4.316035,4.15268,5.989592,4.10597,28.0755,59.7656
"2910",107294551,"two pore segment channel 2",25,71,48.54,29.2,27,37.82,11,24.15,16,10,54.23,9.06,44.8,21.12,18,14.08,20.14,12,27,40,1,43.56,165.33,13,70.59,36.34,34,5.11,41,11.04,4.43707,5.05847,5.202964,2.761980728,4.599239776,5.487001,0.9016059,3.2179155,0.7883819
"2911",107294552,"E2F transcription factor 8",1,18,13,3,8,38,2,33,10,4,38,3,27,16,8,11,4,1,15,10,9,50,19,20,2,10,7,2,34,0,0.3158985,0.350256,0.296203,0.431606,0.965492,0.522953,0,0.0665009,0
"2912",107294555,"NAD synthetase 1",252,490,484.64,181.73,102.14,237.65,109.54,138.2,265,148,230.51,275.21,167.6,123.18,109.77,108.32,166.65,164.25,434.16,147.1,107.24,206.04,547.83,360.48,240.42,238.77,167.82,21.72,310.49,104.25,4.001945,4.1858745,4.724978,34.05806,30.17612,25.54503,1.906772816,4.662311,1.9100949
"2913",107294559,"cysteine and glycine rich protein 3",23,280,128,887,36,136,11,47,76,12,552,41,108,10,25,17,20,15,228,14,7,64,26,1152,29,112,28,9,61,11,292.46983,436.12543,422.93341,205.68625,931.48852,933.08774,1136.16,1192.2,1050.62
"2914",107294575,"death domain containing 1",3,10,8,6,4,2,0,11,5,4,20,6,12,1,0,7,4,1,20,9,4,27,20,11,9,4,2,0,13,0,0,0,0,0,0,0,0.0470995,0.0641917,2.0100094
"2915",107294579,"trans-L-3-hydroxyproline dehydratase-like",5.13,6.45,5.25,0,4.7,1.43,0,2.21,0,2.92,7.17,8.42,3.94,0,1.29,4.33,2.16,0,1.33,2.49,1.05,1.27,7.54,8.31,4.24,2.71,2.78,4.05,0,0,4.240182,5.356361,5.148583,6.925199,8.694575,8.6409,2.33863,6.76473,12.815
"2916",107294581,"dehydrogenase/reductase (SDR family) member 7",883.52,1307.05,1204.02,540.99,434.61,733.38,232.7,289.97,583.55,260.9,523.79,676.76,375.53,328.44,523.47,249.94,381.12,206.6,1632.2,356.81,423.25,609.09,1207.39,930.56,889.45,933.15,597.31,430.89,557.79,374.66,23.716481,27.601164,27.051679,44.71205,53.05506,55.32845,116.196721,120.5036,206.0851
"2917",107294583,"pecanex homolog 4 (Drosophila)",87.48,389.95,365.98,152.01,99.39,205.62,40.3,155.03,233.45,113.1,203.21,66.24,209.47,63.56,78.53,262.06,100.88,80.4,401.8,128.19,149.75,599.91,407.61,362.44,136.55,237.85,118.69,18.11,217.21,73.34,1.61507,1.39337,1.44403,4.797267,8.4208,9.140694939,1.12453,2.94047948,10.306826
"2918",107294584,"reticulon 1",3,16,11,0,1,3,1,0,7,1,9,7,10,2,0,1,0,0,10,3,1,11,60,1,6,2,2,0,7,0,1.962762,1.826568,2.689756,0.272518,1.0994857,1.3552274,0.1557614,0.5060676,0.646236
"2919",107294587,"G-rich RNA sequence binding factor 1",1393,381,362,899,524,316,329,301,719,262,430,693,290,479,447,337,464,349,536,260,298,347,568,591,663,545,388,1768,512,1451,45.311086,40.452083,38.468505,19.48351139,32.42852,32.963207,35.0555,71.619,122.897
"2920",107294592,"UTP3, small subunit processome component homolog (S. cerevisiae)",62,52,41,25,16,30,4,13,49,6,28,40,36,21,16,17,11,15,48,9,27,29,41,49,30,35,19,50,29,35,3.25393,3.91005,4.02992,9.45231,9.98242,8.63266,9.92766,15.7586,95.5238
"2921",107294593,"joining chain of multimeric IgA and IgM",553,1181,1068,1236,713,125,130,5624,512,149,2025,1896,3328,625,143,307,454,234,4787,249,3265,8662,2591,2681,824,2780,758,35,1324,215,1.2261687,2.145824,2.189735,3.193638794,3.061740017,2.68238562,26.41271,53.88973,194.9138
"2922",107294596,"protein O-fucosyltransferase 1",50,62,82,46,58,24,18,30,40,33,116,50,44,36,17,55,24,21,51,26,61,150,101,81,68,37,42,29,76,15,5.4532955,7.014995,6.375041,8.19262,16.911669,16.594818,2.783478,5.90868,12.24
"2923",107294598,"transmembrane 9 superfamily protein member 4",307.79,83.92,122.58,103.6,282.52,70.54,91.84,152.75,81.45,104.08,129.55,190.5,70.75,135.88,71.25,115.46,159.58,110.62,102.08,104.77,74.43,149.55,533.28,233.3,488.33,77.68,97.12,264.12,138.41,136.81,19.6633,20.8062924,20.8270004,11.196967,21.74882,16.976821,5.27665,16.6058,13.0042
"2924",107294599,"solute carrier family 2 member 9",3,5,59,3,7,8,2,23,5,4,4,4,29,1,0,2,1,1,9,3,3,9,8,49,4,71,0,0,7.98,1,0.602071,1.643413,0.886375,2.6476168,1.686586,3.2240667,0.33063,0.722284,0.921466
"2925",107294602,"WD repeat domain 1",6967,6017,8088,4209,3747,3449,2110,2998,3903,2136,5999,6364,4335,3185,2929,2583,4109,3550,6294,3319,2628,5481,13776,7027,6054,5041,4776,1442,4346,4253,62.694322,70.024934,69.411052,120.579522,179.597954,174.142929,23.30157,31.076939,37.661529
"2926",107294604,"patched 1",0,18,17,2,2,6,0,5,46,4,9,24,15,1,3,5,3,0,6,6,4,8,113,3,8,20,2,1,7,2,3.352837,3.8397594,3.6176075,5.870684,5.606716,7.003898,0.252974,2.049218,1.672255
"2927",107294606,"exosome component 10",56.16,32.57,66.5,33.59,40.2,33.62,18.45,19.88,18.55,33.19,18.62,48.38,15.72,47.23,14.41,17.31,38.56,22.33,36.42,29.97,25.92,12.6,89.2,34.55,69.16,31.91,35.65,32.5,38.72,45.89,12.6328714,12.54623344,13.532945,20.71747,14.68352,14.09007,9.1205642,19.05875,13.018397
"2928",107294611,"integrin subunit beta 6",117,271,247,118,101,99,13,124,143,27,264,86,116,81,56,46,82,119,252,93,60,234,462,132,264,189,227,11,171,60,8.948603,5.947341,5.9833456,0.0777947,0.880444,0.702757188,14.79101922,60.33760289,147.33195
"2929",107294615,"POP4 homolog, ribonuclease P/MRP subunit",400,160,191,200,133,112,92,141,162,69,116,268,142,97,92,121,109,91,202,72,176,143,156,196,272,149,161,271,112,118,6.89848,6.421033,6.946692,18.94636947,19.374497,25.402229,44.161157,47.824671,108.3993354
"2930",107294619,"glycosyltransferase 8 domain containing 2",57,191,142,70,33,97,19,38,197,32,112,142,106,45,82,46,50,27,247,50,37,122,311,163,52,119,67,30,102,20,1.5982011,1.7471194,2.1638264,5.311162,5.31879,7.57446,2.1735313,2.1211038,2.980842
"2931",107294621,"thymine DNA glycosylase",209,438,550,141,159,170,83,100,223,71,295,190,219,106,174,125,115,99,241,176,103,247,939,174,200,328,156,59,230,137,7.8939226,6.8802674,7.1601047,4.933569,7.072759,5.484217,0.913183,2.0323,4.54817
"2932",107294622,"host cell factor C2",71,53,83,40,41,40,12,35,35,33,73,35,42,38,40,21,44,40,52,35,30,89,138,46,92,37,60,9,68,24,7.40874,6.42627,5.96539,3.375919,2.321720009,4.265753,1.539609,2.95693,8.11279
"2933",107294625,"polypeptide N-acetylgalactosaminyltransferase 16",3,39,20,3,2,5,6,3,19,3,21,21,29,4,6,15,5,6,35,13,3,24,98,12,8,15,8,3,10,6,1.485617,2.220603,2.1316334,61.64319,114.49886,113.00903,0.9903957,4.112332,3.380903
"2934",107294629,"calmodulin regulated spectrin associated protein family member 2",9,61,57,14,16,20,24,12,75,7,49,14,47,12,11,15,17,4,64,17,8,56,170,50,16,29,28,3,40,9,2.9637498,2.4195189,2.2096931,4.14908,1.977276,3.087095001,0.742895,3.606333983,5.91805486
"2935",107294638,"fibronectin type III domain containing 7",1,6,1,3,0,12,0,0,1,2,7,2,1,4,0,4,0,0,6,0,5,6,3,3,3,7,0,0,6,2,0.1080523,0.2944907,0.309700001,0,0,0,0.0179181,0,0
"2936",107294639,"growth regulation by estrogen in breast cancer 1",1.48,25.22,3,2,4,5,1,2,2,1,3.07,0,0,6.61,1,3,0,0,1.08,0,0,2,2.45,3,7,7,3,1,6,0,0.184368402,0.225305,0.535130904,1.245832,4.000488,3.274285,0.06152623,0.12585791,0.3381786
"2937",107294644,"thyrotropin releasing hormone",0,0,0,1,0,2,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0.083374,0.851049,0.920138,3.34535
"2938",107294646,"G protein-coupled receptor 85",2,9,9,2,0,11,1,1,3,0,7,4,0,1,2,0,1,2,6,2,2,4,19,0,0,1,0,0,3,2,0.13420346,0.028748472,0.159811471,5.185802,1.175035,0.472824,0,0,0
"2939",107294647,"paired like homeodomain 2",11,5,15,6,4,5,2,3,14.97,6,3.92,18,14,7,6,7,7,3,9,5,2,14,12,15,16,4,7,14,4,3,0.554339,1.7189961,1.1308269,0.0440276,0,0.192596,0.0408882,0,0.129247
"2940",107294656,"death-associated protein",12319,4325,4836,13597,9953,3546,7017,4467,7156,4740,3025,4966,2333,6075,6132,4936,7678,5066,5639,4747,5276,2568,5708,5363,5974,3337,8070,7244,3060,9607,5.37913,12.407834,13.511063,11.3147084,16.41079,14.614967,12.2472,32.0554,33.219
"2941",107294658,"cytochrome b-245 heavy chain",1,66,48,43,9,19,3,17,12,1,76,9,20,18,3,4,3,5,91,7,14,67,74,32,18,29,18,1,21,0,1.402471,1.2283875,1.0964676,0.396494,0.964074,0.949155,0.185469,1.84807,0
"2942",107294659,"zinc finger protein 281",164,190,254,104,84,78,31,63,165,48,187,155,134,67,52,87,64,55,203,48,55,131,275,99,187,147,125,51,163,122,1.266435,1.129519808,1.181473,1.031509,1.51599614,1.794269,0.787363,3.76138,8.96501
"2943",107294664,"alanyl-tRNA synthetase 2, mitochondrial",39,124.99,188,58,41,108,9,55,60,30,83.99,106,92,53,39,47,30,53,136,56,60,148,315,114.99,98,89,66,21,125,38,7.225027,10.712771,10.978559,3.74486,5.53208,8.283226,2.39617,5.804574,5.829493
"2944",107294666,"cap methyltransferase 1",418,545,581,311,272,369,112,300,330,269,808,293,467,244,385,571,212,287,652,259,249,831,1085,619,728,571,449,70,464,241,19.418014,18.4211836,16.4756535,11.856709,15.83121,16.71644,4.4601662,7.309079,13.941673
"2945",107294668,"embryonic ectoderm development",15,101,11,98,74,82,1,53,14,29,109,11,13,6,24,36,4,123,20,32,9,18,15,18,23,22,97,2,10,88,7.527125,7.9363121,9.44697,6.1051723,4.74744,4.957286,3.17607,4.66982,6.22955
"2946",107294669,"chromosome unknown open reading frame, human C11orf73",298,339,279,268,218,286,87,148,268,144,278,219,192,169,150,197,124,134,549,142,221,371,348,398,339,289,211,167,298,201,39.50133,45.420332,32.4287973,16.572256,31.506041,21.120282,73.31262,41.09805,177.7249
"2947",107294677,"cell migration inducing protein, hyaluronan binding",2,13,4,4,1,1,0,1,42,3,7,43,33,3,2,5,2,2,27,6,6,38,121,7,11,8,5,2,6,2,0.03606906,0.1113853,0.12203658,1.323878789,0.17609066,0.331582426,0.00374113,0.0102007,0
"2948",107294685,"HGH1 homolog",3,3,2,3,1,2,0,0,9,2,0,2,0,7,8,4,4,1,3,2,4,3,1,1,3,4,1,17,1,20,2.348592,2.928598,3.124804,4.255186,11.3706,8.999032,1.62997,4.88858,7.04057
"2949",107294699,"MAF1 homolog, negative regulator of RNA polymerase III",1,2,12,2,1,3,2,2,3,0,1,6,5,0,0,6,1,3,4,0,1,6,7,7,7,5,1,7,6,1,44.097049,58.935001,55.164462,134.538,113.1222,122.0892,54.111,53.0043,89.2585
"2950",107294702,"cell division cycle 23",121.09,179.05,171.84,132.8,104.9,220.69,103.03,82.34,102.52,81.1,190.13,347.87,129.95,87.89,123.91,84.84,96.15,110.43,205.64,85.42,81.69,252.39,459.17,265.29,377.48,147.96,133.38,28.25,209.3,83.31,17.8916796,19.622624,20.1887759,3.884467,7.266094,6.603304,2.50238,4.19561,7.75814
"2951",107294706,"NHP2 ribonucleoprotein",4621,1362.96,2123,1487,1609.35,1147,430,684,1238.67,560.96,1023,1849,927,837,541,710,843,1206,1241.02,584.05,697,1048,2334.01,1380.01,2761.25,2338.98,1192.04,641.16,1355.43,1331,6.442391,10.63474,10.4625,76.253285,47.60143,56.6058,20.989487,27.50272,70.12354
"2952",107294707,"NEDD4 binding protein 3",165,145,210,131,130,78,81,116,162,100,92,280,89,122,84,132,80,145,236,150,83,105,534,213,439,89,215,82,125,95,3.886359,5.129009,5.133042,1.16477,2.22949,2.03703,0.574978,6.15724,5.89741
"2953",107294726,"AKNA domain containing 1",9,66,226,44,36,74,15,40,47,9,58,46,115,32,26,48,10,16,103,26,60,72,234,182,90,165,18,7,136,12,0.0765824,0.039876,0.0452296,0.25834,1.2827,1.9359081,0.0519271,0.1205197,0.0460181
"2954",107294729,"neuropeptide Y receptor Y1",3,22,23,3,1,9,0,2,3,2,9,3,5,0,0,5,0,0,11,3,2,2,19,1,9,6,6,0,6,1,1.628026,2.498851,2.487462,1.02504,0.9112672,1.304559,1.87101,1.40158,5.49653
"2955",107294741,"zinc finger protein 644",458,605,703,433,253,365,160,262,493,204,564,446,410,295,320,275,255,245,604,252,237,660,1052,657,473,454,441,186,531,345,6.854333001,5.118267,5.093183,2.99663,3.02656,3.457543997,6.768509,8.980917,45.96626
"2956",107294745,"pumilio RNA binding family member 2",1032,1218,1520.99,784,538,610,383,477.32,716,329,735,681,636,477,571,439,452,415,1005,557,387,698,1575,798,1071,964,680,315,781,530,25.59845635,20.9176531,22.80511462,11.501925,16.477215,16.771514,2.494686615,16.80932805,14.33973101
"2957",107294747,"collagen type VIII alpha 2",2,7,6,2,0,0,3,0,2,3,5,2,0,0,4,2,0,0,4,3,0,1,3,5,6,3,6,2,1,2,0.310944,0.232714,0.244811,0.446009,1.625899,1.25365,0.0589206,0.0898301,0.377998
"2958",107294751,"trafficking protein particle complex 3",833,755,805,476,387,508,243,308,463,285,561,263,341,332,346,308,334,351,573,361,332,534,1178,595,484,549,454,166,515,313,25.14774,23.96966,24.12536,31.985463,29.632931,26.780319,33.0447,37.9782,92.8249
"2959",107294755,"arrestin domain containing 3",438,1566,2384,366,536,741,274,507,657,238,1043,678,570,399,539,301,297,326,1190,594,345,886,2746,641,801,1890,622,83,1269,242,21.9546705,14.6684976,15.9769465,6.269469,9.28289,7.044158,2.8826,7.45702,19.0428
"2960",107294762,"ALS2, alsin Rho guanine nucleotide exchange factor",57,58,51,39,73,49,37,26,39,37,65,35,31,45,50,39,39,49,47,64,17,36,146,65,97,55.99,70,14,44,33,2.022505,1.752815,1.54322,8.676723,8.105408,11.809661,2.769305601,7.428506,29.73443531
"2961",107294767,"glycerate kinase",26,31,12,5,8,7,13,17,15,5,11,24,30,9,6,7,12,20,17,3,9,18,64,24,39,23,6,5,16,6,0.72577848,1.850275,2.871097,5.644141,10.1095,9.063019,2.04789,1.77594,8.06955
"2962",107294773,"PHD finger protein 21B",1,12,16,3,1,0,0,2,8,3,2,4,4,0,6,0,0,1,8,6,0,5,10,11,3,11,1,1,10,2,3.037288,2.746796,2.024049,0.0215513,0.66915201,0.445132801,0.0629835,0.615424,0.293228
"2963",107294777,"nucleolar protein 10",1060,475,658,719,494,351,248,328,509,402,351,694,293,432,388,338,688,601,462,356,396,389,778,440,829,563,598,203,458,543,1.8452,1.72886,1.488,3.26555,2.566628703,3.0645409,3.806216909,8.4101849,16.2090459
