Pm_pro,Pm_geneid,Pm_description,target_id,cro_vg.un.,cro_vg_1,cro_vg_2,cro_vg_3(surrogate)
XP_029139856.1,107286892,lysosomal alpha-mannosidase,crovir-protein-14033,5.5085,2.55824,2.82224,3.62966
XP_029139858.1,107286883,telomerase RNA component interacting RNase,crovir-protein-14043,21.3474,23.7686,27.5224,24.2128
XP_029139859.1,107286895,voltage-dependent P/Q-type calcium channel subunit alpha-1A,crovir-protein-14057,0.104993,0.131273,0.162038,0.132768
XP_029139860.1,107286636,centrosomal protein of 131 kDa,crovir-protein-14362,6.63015,10.8798,10.8875,9.465816667
XP_029139861.1,107286876,tetraspanin-10,crovir-protein-14378,0,0,0,0
XP_029139863.1,107286946,gliomedin,crovir-protein-11189,2.05841,0.389715,0.543929,0.997351333
XP_029139864.1,114922537,zinc finger protein 436-like,crovir-protein-215,6.3342,4.86697,6.21085,5.804006667
XP_029139865.1,107286992,TRAF-type zinc finger domain-containing protein 1,crovir-protein-16416,9.56257,6.95421,7.4022,7.972993333
XP_029139867.1,107286971,transmembrane protein 116,crovir-protein-16421,3.07425,1.95243,1.29638,2.107686667
XP_029139868.1,107286972,disintegrin and metalloproteinase domain-containing protein 21-like,crovir-protein-16409,0.233035,0.39002,0.468938,0.363997667
XP_029139869.1,107286993,acyl-CoA dehydrogenase family member 10,crovir-protein-16411,9.10078,11.4604,12.5601,11.04042667
XP_029139870.1,107286979,kinetochore-associated protein 1,crovir-protein-16394,0.385175,0.300911,0.208015,0.298033667
XP_029139871.1,107286981,LOW QUALITY PROTEIN: MLX-interacting protein,crovir-protein-16385,8.30521,8.15928,9.20555,8.55668
XP_029139872.1,107286982,cilia- and flagella-associated protein 251,crovir-protein-16384,0,0.236902,0.219024,0.151975333
XP_029139876.1,107286988,LOW QUALITY PROTEIN: rabphilin-3A,crovir-protein-16414,0.544767,0.0568942,0.028075,0.209912067
XP_029139878.1,107286973,SH2B adapter protein 3,crovir-protein-16415,5.13469,2.78204,3.68225,3.866326667
XP_029139879.1,107287012,protein piccolo,crovir-protein-17426,0,0.00830462,0.00410274,0.004135787
XP_029139881.1,107286965,cyclin-dependent kinase inhibitor 1,crovir-protein-17444,2.06759,4.44319,4.98205,3.830943333
XP_029139886.1,107287037,tumor necrosis factor receptor superfamily member 19L,crovir-protein-17320,0,0,0,0
XP_029139887.1,107287080,TM2 domain-containing protein 1,crovir-protein-5960,7.37412,9.83526,10.4318,9.213726667
XP_029139889.1,107287071,KN motif and ankyrin repeat domain-containing protein 4,crovir-protein-5953,2.02387,6.07745,5.70559,4.602303333
XP_029139890.1,107287089,breast carcinoma-amplified sequence 1,crovir-protein-6588,5.48101,8.50401,9.31107,7.765363333
XP_029139891.1,107287092,src-like-adapter 2,crovir-protein-6442,0,1.55478,1.8973,1.150693333
XP_029139892.1,107287115,"arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2-like",crovir-protein-6434,0.614365,0.320539,0.379695,0.438199667
XP_029139894.1,107287125,KN motif and ankyrin repeat domain-containing protein 2,crovir-protein-3344,0,0.304893,0.220668,0.175187
XP_029139895.1,107287128,rho GTPase-activating protein SYDE1,crovir-protein-15012,0.326194,0.725137,0.553814,0.535048333
XP_029139896.1,114922178,acetolactate synthase-like protein,crovir-protein-15010,43.6059,75.2838,86.095,68.32823333
XP_029139897.1,107287123,acetolactate synthase-like protein,crovir-protein-15011,6.45274,14.7175,15.594,12.25474667
XP_029139898.1,107287131,centrosomal protein of 63 kDa,crovir-protein-10686,0.585119,0.558716,0.744869,0.629568
XP_029139906.1,107287189,DENN domain-containing protein 5B isoform X1,crovir-protein-12252,0.764253,0.0662736,0.0834671,0.304664567
XP_029139909.1,107287193,protein bicaudal D homolog 1 isoform X4,crovir-protein-12251,0,0.119346,0.0662731,0.061873033
XP_029139910.1,107287198,caprin-2,crovir-protein-12257,0.0757482,0.0157706,0.0233649,0.038294567
XP_029139918.1,107287208,melanopsin,crovir-protein-4354,0,0,0,0
XP_029139919.1,114922548,protein atonal homolog 1,crovir-protein-4350,0,0,0,0
XP_029139920.1,107287212,protein unc-79 homolog isoform X1,crovir-protein-7154,0.0532799,0.0886809,0.188898,0.110286267
XP_029139923.1,107287222,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",crovir-protein-14273,0,0.0262062,0.0193875,0.0151979
XP_029139924.1,107287229,manganese-transporting ATPase 13A1,crovir-protein-14556,39.4824,26.9545,31.8349,32.75726667
XP_029139925.1,107287241,hepatic lectin-like,crovir-protein-14562,0,0,0,0
XP_029139926.1,107287242,hepatic lectin-like,crovir-protein-14560,8.62619,4.56702,4.91045,6.034553333
XP_029139928.1,107287234,GEM-interacting protein,crovir-protein-14542,1.94104,2.33238,2.36178,2.211733333
XP_029139929.1,107287248,GPI transamidase component PIG-T,crovir-protein-6510,17.3296,13.8582,16.3958,15.8612
XP_029139930.1,107287257,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",crovir-protein-6513,0.727569,0.745808,0.702062,0.725146333
XP_029139931.1,114922552,neuritin-like,crovir-protein-6508,0,0,0.197357,0.065785667
XP_029139932.1,107287255,somatoliberin,crovir-protein-6511,2.78713,1.83014,1.45311,2.02346
XP_029139933.1,107287256,EMILIN-3,crovir-protein-6514,0,0.019243,0,0.006414333
XP_029139934.1,107287262,chemokine-like receptor 1,crovir-protein-16438,1.49529,0.407595,0.443894,0.782259667
XP_029139935.1,114922553,P-selectin glycoprotein ligand 1,crovir-protein-16435,3.18403,0.125536,0.0309229,1.1134963
XP_029139936.1,107287273,uncharacterized protein KIAA1671 homolog,crovir-protein-16451,6.84116,1.64404,1.41395,3.299716667
XP_029139937.1,107287310,tetratricopeptide repeat protein 28,crovir-protein-16471,9.98766,10.9426,11.834,10.92142
XP_029139940.1,107287268,acetyl-CoA carboxylase 2,crovir-protein-16429,0.525351,0.76523,0.854905,0.715162
XP_029139941.1,107287295,forkhead box protein N4,crovir-protein-16440,0,0,0,0
XP_029139942.1,107287274,beta-adrenergic receptor kinase 2,crovir-protein-16456,0,0.125604,0.130102,0.085235333
XP_029139943.1,107287264,squamous cell carcinoma antigen recognized by T-cells 3,crovir-protein-16441,20.9853,14.6497,19.222,18.28566667
XP_029139945.1,107287324,coiled-coil domain-containing protein 172,crovir-protein-10475,0,0,0,0
XP_029139948.1,107287338,talin-1,crovir-protein-15912,15.8287,4.71388,5.64184,8.72814
XP_029139960.1,114922559,probable ribonuclease ZC3H12D,crovir-protein-9252,0,0.0195927,0.0290033,0.016198667
XP_029139961.1,107287401,nucleoporin Nup43,crovir-protein-9272,4.87907,2.25537,2.62444,3.25296
XP_029139962.1,114922558,"X-linked retinitis pigmentosa GTPase regulator-interacting protein 1-like, partial",crovir-protein-12334,0,0.056899,0.084175,0.047024667
XP_029139963.1,107287415,tyrosine-protein kinase receptor TYRO3,crovir-protein-7381,0.232455,4.44967,6.11692,3.599681667
XP_029139964.1,107287425,cytosolic phospholipase A2 beta-like,crovir-protein-7365,0,0.68941,0.734371,0.474593667
XP_029139965.1,107287431,cytosolic phospholipase A2 epsilon-like,crovir-protein-7448,0,0,0.0091396,0.003046533
XP_029139967.1,107287428,cytosolic phospholipase A2 epsilon-like,crovir-protein-7449,0,0,0.0156162,0.0052054
XP_029139968.1,107287406,coagulation factor V,crovir-protein-3864,1.01978,0.220499,0.0665448,0.435607933
XP_029139970.1,107287439,tubulinyl-Tyr carboxypeptidase 2,crovir-protein-9653,0.338586,1.27918,2.04905,1.222272
XP_029139971.1,107287437,kinetochore-associated protein NSL1 homolog,crovir-protein-9647,0,0.279653,0.442899,0.240850667
XP_029139972.1,107287451,LOW QUALITY PROTEIN: sestrin-2,crovir-protein-937,0.176713,0.332148,0.245862,0.251574333
XP_029139973.1,107287458,gamma-aminobutyric acid receptor subunit pi,crovir-protein-8704,0,0.151559,0,0.050519667
XP_029139974.1,107287459,ran-binding protein 17,crovir-protein-8701,2.47056,1.39231,1.17325,1.678706667
XP_029139975.1,107287465,regulator of microtubule dynamics protein 2,crovir-protein-9495,2.90216,2.46914,2.40091,2.590736667
XP_029139976.1,107287466,probable E3 SUMO-protein ligase RNF212,crovir-protein-9494,1.66885,0.352647,0.347047,0.789514667
XP_029139977.1,107287471,striatin,crovir-protein-9492,1.40691,1.29356,1.17511,1.29186
XP_029139981.1,107287484,protein SOGA3,crovir-protein-9486,0,0.0274827,0,0.0091609
XP_029139982.1,114922564,CD59 glycoprotein-like,crovir-protein-7574,1.20738,1.52351,1.50108,1.410656667
XP_029139983.1,107287502,LOW QUALITY PROTEIN: ankyrin repeat and BTB/POZ domain-containing protein 2,crovir-protein-7567,3.23186,2.61552,4.34798,3.398453333
XP_029139991.1,107287511,zinc finger protein 708-like,crovir-protein-14012,0.659016,0.558819,0.927397,0.715077333
XP_029139992.1,107287516,actin-related protein T2-like,crovir-protein-1038,0,0,0.084818,0.028272667
XP_029139996.1,107287556,protein Aster-A,crovir-protein-827,2.80562,0.586124,0.433825,1.275189667
XP_029139997.1,107287560,retroviral integration site protein Fli-1 homolog,crovir-protein-804,0,0.0626271,0.138945,0.0671907
XP_029139998.1,114922568,protein FAM187B,crovir-protein-805,0,0,0,0
XP_029140006.1,107287582,LOW QUALITY PROTEIN: DENN domain-containing protein 1B,crovir-protein-5718,0.673269,0.529888,0.417877,0.540344667
XP_029140007.1,107287626,"HEAT repeat-containing protein 5A, partial",crovir-protein-7325,1.44101,4.00802,3.3884,2.94581
XP_029140010.1,107287638,A disintegrin and metalloproteinase with thrombospondin motifs 16,crovir-protein-5473,0,0,0.0518207,0.017273567
XP_029140012.1,107287641,growth factor receptor-bound protein 10,crovir-protein-2310,4.84929,9.22657,8.28945,7.455103333
XP_029140013.1,114922574,spermatogenesis-associated protein 48,crovir-protein-2300,0,0,0,0
XP_029140014.1,107287663,thrombospondin type-1 domain-containing protein 7B,crovir-protein-8141,0,0,0.0279654,0.0093218
XP_029140015.1,107287665,UDP-glucose:glycoprotein glucosyltransferase 1,crovir-protein-10626,21.739,48.302,49.0261,39.68903333
XP_029140016.1,107287690,fibrillin-1,crovir-protein-8396,2.07371,0.525831,0.319931,0.973157333
XP_029140018.1,107287691,LOW QUALITY PROTEIN: centrosomal protein of 152 kDa,crovir-protein-8375,0.270798,0.404233,0.222819,0.299283333
XP_029140019.1,114922577,receptor-type tyrosine-protein phosphatase kappa-like,crovir-protein-9131,1.21845,1.39673,1.90636,1.50718
XP_029140023.1,114922578,protein LEG1 homolog,crovir-protein-9116,0,0.139356,0.34316,0.160838667
XP_029140027.1,107287676,calpain small subunit 1-like,crovir-protein-11482,11.1509,5.88613,8.40099,8.47934
XP_029140029.1,107287743,canalicular multispecific organic anion transporter 1,crovir-protein-10591,0,0.356028,0,0.118676
XP_029140032.1,107287740,MAP6 domain-containing protein 1,crovir-protein-10607,0.161057,0.302576,0.535107,0.332913333
XP_029140033.1,107287745,metal transporter CNNM1,crovir-protein-10589,0.227524,0.462395,0.632185,0.440701333
XP_029140034.1,107287738,cartilage acidic protein 1,crovir-protein-10588,0.271651,0.455192,0.378788,0.368543667
XP_029140038.1,107287765,A-kinase anchor protein SPHKAP,crovir-protein-10770,0.074114,0.00771478,0,0.02727626
XP_029140039.1,107287766,"collagen alpha-3(IV) chain, partial",crovir-protein-10765,0,0,0.0170326,0.005677533
XP_029140040.1,107287779,melanocyte protein PMEL,crovir-protein-14430,0,0.189908,0.0894631,0.0931237
XP_029140042.1,107287797,"troponin T, cardiac muscle",crovir-protein-6382,0,0.115842,0.170291,0.095377667
XP_029140045.1,107287819,ribonucleoside-diphosphate reductase subunit M2 B,crovir-protein-4918,3.90982,6.61228,6.1576,5.5599
XP_029140049.1,114922585,C-X-C motif chemokine 13,crovir-protein-4279,4.40284,0.593375,0.43605,1.810755
XP_029140060.1,107287859,LOW QUALITY PROTEIN: cullin-9-like,crovir-protein-9725,4.72925,7.41973,7.76958,6.63952
XP_029140061.1,114922594,protein STPG4,crovir-protein-9699,0.34458,0.325516,0.61499,0.428362
XP_029140062.1,107287869,uncharacterized protein KIAA1257 homolog,crovir-protein-13565,0,0,0,0
XP_029140063.1,107287874,junction-mediating and -regulatory protein,crovir-protein-15731,2.68145,4.47806,3.61721,3.59224
XP_029140064.1,107287890,mineralocorticoid receptor,crovir-protein-4454,0.565713,1.91323,1.32378,1.267574333
XP_029140065.1,107287915,myelin regulatory factor,crovir-protein-7850,0.0963136,0.421363,0.289796,0.269157533
XP_029140066.1,107287885,SH3 domain-containing protein 19,crovir-protein-4444,5.18061,5.6269,6.37973,5.72908
XP_029140069.1,114922179,lipopolysaccharide-responsive and beige-like anchor protein,crovir-protein-4448,0.150982,2.65616,3.36476,2.057300667
XP_029140074.1,107287926,LOW QUALITY PROTEIN: leucine-rich repeat-containing protein 56,crovir-protein-7825,0,0.0515363,0.0381515,0.029895933
XP_029140075.1,107287938,sulfotransferase 6B1,crovir-protein-9445,0,0.0763907,0.0565174,0.0443027
XP_029140078.1,107287894,protein phosphatase 1 regulatory subunit 32,crovir-protein-7926,0,0.0272206,0,0.009073533
XP_029140079.1,107287957,transcriptional activator protein Pur-beta,crovir-protein-12918,9.25308,3.00086,2.30125,4.85173
XP_029140080.1,107287961,tissue-type plasminogen activator,crovir-protein-12929,6.62331,2.39841,2.77721,3.932976667
XP_029140081.1,107287963,ankyrin-1-like,crovir-protein-12930,0.387572,0.181673,1.18112,0.583455
XP_029140082.1,107287965,myoferlin-like,crovir-protein-12934,0,0,0,0
XP_029140083.1,107287966,small serum protein 2-like,crovir-protein-12940,3.21,0,0,1.07
XP_029140088.1,107288011,ras-related and estrogen-regulated growth inhibitor-like protein,crovir-protein-16969,10.9056,16.2021,20.9462,16.01796667
XP_029140089.1,114922601,tumor necrosis factor ligand superfamily member 14,crovir-protein-14943,0.466448,0.113577,0.204205,0.26141
XP_029140090.1,107288006,leucine zipper protein 1,crovir-protein-877,0.159354,0.648616,0.590989,0.466319667
XP_029140092.1,114922602,schlafen-like protein 1,crovir-protein-885,0,0.108749,0.187589,0.098779333
XP_029140095.1,107288065,protein Niban,crovir-protein-5614,2.48258,4.4646,3.75646,3.56788
XP_029140096.1,107288079,ephrin type-A receptor 7,crovir-protein-8963,0,0,0.0242346,0.0080782
XP_029140099.1,107288092,myopalladin,crovir-protein-10238,0.0798659,0.13304,0.153984,0.122296633
XP_029140102.1,107288094,DNA replication ATP-dependent helicase/nuclease DNA2,crovir-protein-7652,0.943452,1.10314,1.3428,1.129797333
XP_029140104.1,107288106,WD repeat-containing protein 64,crovir-protein-9419,0,0,0,0
XP_029140105.1,107288121,dnaJ homolog subfamily B member 6-like,crovir-protein-8009,0,0,0,0
XP_029140106.1,107288122,receptor-type tyrosine-protein phosphatase-like N,crovir-protein-8006,51.1335,39.3901,41.468,43.9972
XP_029140108.1,107288111,ankyrin repeat and zinc finger domain-containing protein 1,crovir-protein-8062,3.42407,3.94805,4.15701,3.843043333
XP_029140110.1,107288130,opioid growth factor receptor-like protein 1,crovir-protein-8897,1.53576,1.77536,2.47509,1.928736667
XP_029140112.1,107288150,ankyrin repeat and MYND domain-containing protein 1,crovir-protein-10719,0,0.052463,0.0582732,0.036912067
XP_029140113.1,107288152,"sushi, nidogen and EGF-like domain-containing protein 1",crovir-protein-10724,0.12921,0.161672,0.169596,0.153492667
XP_029140114.1,107288154,LON peptidase N-terminal domain and RING finger protein 2,crovir-protein-3414,0,0.33324,1.14342,0.49222
XP_029140116.1,107288157,neuronal PAS domain-containing protein 2,crovir-protein-3410,0,0.0294331,0,0.009811033
XP_029140117.1,107288161,"AF4/FMR2 family member 3-like, partial",crovir-protein-3417,0,0,0,0
XP_029140119.1,107288170,protein spire homolog 1,crovir-protein-5236,0,0.0799654,0.0846021,0.054855833
XP_029140120.1,107288177,centrosomal protein of 192 kDa,crovir-protein-5231,1.18689,0.886515,0.904361,0.992588667
XP_029140125.1,107288199,LOW QUALITY PROTEIN: neuropilin and tolloid-like protein 1,crovir-protein-5248,1.56584,0.131358,0.07285,0.590016
XP_029140128.1,107288210,sodium/hydrogen exchanger 2,crovir-protein-3391,0,0.0123011,0.018219,0.010173367
XP_029140131.1,114922613,alanine and arginine-rich domain-containing protein,crovir-protein-4883,0,0,0,0
XP_029140133.1,107288228,multiple PDZ domain protein,crovir-protein-15381,0,0.0340954,0.0568258,0.030307067
XP_029140140.1,107288234,centromere protein J,crovir-protein-3986,0,0.642938,0.664536,0.435824667
XP_029140142.1,107288239,"RING finger protein 17, partial",crovir-protein-3987,0,0,0.00871651,0.002905503
XP_029140147.1,107288288,sulfate transporter,crovir-protein-13994,0.249918,0.221471,0.250824,0.240737667
XP_029140148.1,107288281,peroxisome proliferator-activated receptor gamma coactivator 1-beta,crovir-protein-13988,0,0.0514816,0.0381111,0.029864233
XP_029140149.1,107288285,LOW QUALITY PROTEIN: Kv channel-interacting protein 1,crovir-protein-13998,0,0,0,0
XP_029140150.1,107288286,serine protease inhibitor Kazal-type 12,crovir-protein-14000,0,0.266519,1.36008,0.542199667
XP_029140153.1,107288314,lysosomal-trafficking regulator,crovir-protein-9431,4.35854,5.17942,5.9768,5.171586667
XP_029140156.1,114922619,tesmin-like,crovir-protein-7845,0,0.0460679,0.0511336,0.0324005
XP_029140158.1,107288325,SITS-binding protein-like,crovir-protein-7843,0,0,0,0
XP_029140159.1,107288328,interleukin-17 receptor A,crovir-protein-12295,4.20239,3.95114,5.09552,4.41635
XP_029140160.1,107288337,ciliogenesis and planar polarity effector 1,crovir-protein-15839,0,0.0584959,0.160035,0.072843633
XP_029140161.1,114922620,"ran-binding protein 3-like, partial",crovir-protein-15843,0,0,0,0
XP_029140162.1,107288342,contactin-associated protein-like 4,crovir-protein-15508,0,0,0,0
XP_029140163.1,114922622,"protein FAM240A, partial",crovir-protein-15501,0,0,0,0
XP_029140164.1,107288346,probable helicase with zinc finger domain,crovir-protein-4515,2.57871,5.58071,6.26124,4.806886667
XP_029140165.1,107288358,IgGFc-binding protein,crovir-protein-851,0,0,0.0042426,0.0014142
XP_029140168.1,107288369,synaptotagmin-6,crovir-protein-6353,0,0,0,0
XP_029140169.1,114922624,complement receptor type 1-like,crovir-protein-6320,0.363381,0.0946125,0.0981102,0.1853679
XP_029140172.1,107288392,protein WWC3,crovir-protein-11778,1.07114,4.23285,3.36437,2.889453333
XP_029140173.1,107288400,atrial natriuretic peptide receptor 3,crovir-protein-15868,1.39678,0.801288,0.744311,0.980793
XP_029140174.1,107288420,APC membrane recruitment protein 2,crovir-protein-3959,0,0,0.0433037,0.014434567
XP_029140198.1,114922147,asparagine synthetase domain-containing protein 1,crovir-protein-8401,0.214327,1.25476,1.11092,0.860002333
XP_029140206.1,107288484,plectin,crovir-protein-16697,7.57256,8.49735,10.1237,8.731203333
XP_029140207.1,107288487,mitogen-activated protein kinase 15,crovir-protein-16703,2.88177,1.08254,1.05586,1.67339
XP_029140208.1,107288488,putative IQ motif and ankyrin repeat domain-containing protein LOC642574 homolog,crovir-protein-16710,0,0,0,0
XP_029140210.1,107288492,epiplakin,crovir-protein-16695,0.312074,0.331832,0.305279,0.316395
XP_029140211.1,107288485,tRNA wybutosine-synthesizing protein 4,crovir-protein-17056,6.39576,4.28724,6.41241,5.69847
XP_029140212.1,107288515,protein OS-9,crovir-protein-14621,46.7053,78.5913,85.371,70.22253333
XP_029140213.1,107288505,"ATP-dependent 6-phosphofructokinase, muscle type",crovir-protein-14622,1.89454,0.851389,0.709154,1.151694333
XP_029140218.1,107288516,separin,crovir-protein-14633,0,0.079848,0.0376422,0.0391634
XP_029140219.1,107288528,cysteine sulfinic acid decarboxylase,crovir-protein-14637,1.32263,2.43499,2.53486,2.097493333
XP_029140220.1,107288543,glutathione S-transferase 3-like,crovir-protein-5877,3.1048,1.03754,1.08856,1.743633333
XP_029140222.1,107288568,peripheral-type benzodiazepine receptor-associated protein 1,crovir-protein-9969,0,0.0323724,0.0299754,0.0207826
XP_029140223.1,107288569,LOW QUALITY PROTEIN: myeloperoxidase,crovir-protein-9970,8.31804,1.06912,1.3245,3.570553333
XP_029140225.1,107288588,diacylglycerol kinase zeta,crovir-protein-7454,1.21591,1.96193,2.77191,1.98325
XP_029140227.1,114922656,scavenger receptor cysteine-rich domain-containing group B protein-like,crovir-protein-10432,3.02675,0,0.0587637,1.028504567
XP_029140228.1,107288609,arginyl-tRNA--protein transferase 1,crovir-protein-10437,6.17114,9.11586,11.4109,8.8993
XP_029140229.1,107288611,BTB/POZ domain-containing protein 16,crovir-protein-10442,0,0,0,0
XP_029140230.1,107288613,NT-3 growth factor receptor,crovir-protein-11297,0,0,0,0
XP_029140231.1,107288664,FERM and PDZ domain-containing protein 1,crovir-protein-15214,0.123747,0.275544,0.240523,0.213271333
XP_029140235.1,114922657,LOW QUALITY PROTEIN: dynein heavy chain domain-containing protein 1,crovir-protein-17063,0.0364239,0.106039,0.0533183,0.0652604
XP_029140236.1,107288662,ankyrin repeat domain-containing protein 50-like,crovir-protein-17201,2.60565,0.0849912,0.490764,1.0604684
XP_029140237.1,107288665,amyloid-beta A4 precursor protein-binding family B member 1,crovir-protein-17324,69.1043,45.0679,47.2955,53.82256667
XP_029140246.1,107288693,LOW QUALITY PROTEIN: Fanconi anemia group D2 protein,crovir-protein-13702,0.438498,0.137084,0.101522,0.225701333
XP_029140249.1,107288690,E3 ubiquitin-protein ligase RNF123,crovir-protein-13703,1.66011,2.15779,2.43848,2.08546
XP_029140250.1,107288694,ER membrane protein complex subunit 3,crovir-protein-13693,37.266,27.3464,32.4169,32.3431
XP_029140251.1,114922664,uncharacterized protein C3orf62 homolog,crovir-protein-13689,6.19322,5.03685,6.78331,6.00446
XP_029140252.1,107288701,"NACHT, LRR and PYD domains-containing protein 12",crovir-protein-784,0,0,0.0882714,0.0294238
XP_029140253.1,107288702,myelin-associated glycoprotein-like,crovir-protein-781,0.241591,0,0,0.080530333
XP_029140255.1,107288709,fibronectin type-III domain-containing protein 3A,crovir-protein-85,27.6332,64.9153,72.3522,54.9669
XP_029140256.1,107288766,LOW QUALITY PROTEIN: TBC1 domain family member 16,crovir-protein-14348,1.95538,1.40261,1.31393,1.557306667
XP_029140257.1,107288728,protein bassoon,crovir-protein-13675,0,0,0,0
XP_029140258.1,107288746,nicastrin,crovir-protein-3170,49.887,24.5198,30.6989,35.03523333
XP_029140259.1,107288749,transmembrane protein 179B,crovir-protein-3183,116.771,37.0876,36.1057,63.32143333
XP_029140261.1,107288767,uncharacterized protein C4orf17 homolog,crovir-protein-4365,0,0.100909,0.0497422,0.050217067
XP_029140264.1,107288782,RNA-binding protein EWS,crovir-protein-16300,73.5985,56.0842,66.4527,65.37846667
XP_029140265.1,107288785,merlin,crovir-protein-16298,3.75856,3.4649,4.41821,3.880556667
XP_029140266.1,107288797,EMI domain-containing protein 1,crovir-protein-16297,5.41073,0.771766,1.02066,2.401052
XP_029140267.1,107288799,neurofilament heavy polypeptide,crovir-protein-16295,0,0,0.0154951,0.005165033
XP_029140268.1,107288875,clarin-3,crovir-protein-10399,0,0,0,0
XP_029140269.1,107288789,HORMA domain-containing protein 2,crovir-protein-16279,0.626335,0.0985183,0.0485667,0.257806667
XP_029140270.1,114922668,leukemia inhibitory factor,crovir-protein-16274,1.33929,0,0,0.44643
XP_029140271.1,114922669,uncharacterized protein LOC114922669,crovir-protein-16271,0.784645,0.0824813,0.0304774,0.299201233
XP_029140272.1,107288803,BICD family-like cargo adapter 1,crovir-protein-16263,0.945842,1.91767,1.85808,1.573864
XP_029140273.1,107288836,collagen alpha-1(XII) chain,crovir-protein-8950,0.353291,0.0737827,0.177499,0.201524233
XP_029140274.1,114922672,S1 RNA-binding domain-containing protein 1-like,crovir-protein-9665,6.21831,5.12698,4.93613,5.42714
XP_029140275.1,107288867,S1 RNA-binding domain-containing protein 1,crovir-protein-9666,0.391009,2.95927,2.58183,1.977369667
XP_029140277.1,107288960,inhibitory synaptic factor 2A,crovir-protein-10403,0,0.145402,0.279622,0.141674667
XP_029140282.1,107288901,chymotrypsin-like protease CTRL-1,crovir-protein-11566,0,1.49686,3.38051,1.62579
XP_029140283.1,114922673,leukotriene B4 receptor 1-like,crovir-protein-11554,0,0.535082,0.450936,0.328672667
XP_029140284.1,107288890,"thymidine kinase 2, mitochondrial",crovir-protein-11570,32.8651,27.1126,31.4604,30.47936667
XP_029140286.1,107288916,enhancer of mRNA-decapping protein 4,crovir-protein-11557,17.6768,25.4833,27.342,23.5007
XP_029140287.1,107288929,kalirin,crovir-protein-8150,1.86561,0.324991,0.240508,0.810369667
XP_029140288.1,114922674,tetraspanin-6-like,crovir-protein-8112,0,0,0.0609399,0.0203133
XP_029140289.1,107288940,DNA ligase 3,crovir-protein-9902,3.35674,4.22071,5.4712,4.34955
XP_029140290.1,107288943,DNA repair protein RAD51 homolog 4,crovir-protein-9985,2.01109,0.213241,0.209693,0.811341333
XP_029140291.1,107288952,dedicator of cytokinesis protein 1,crovir-protein-10404,0.969357,3.60542,3.44799,2.674255667
XP_029140293.1,107288957,catenin alpha-3,crovir-protein-8726,22.6128,27.1635,31.7216,27.16596667
XP_029140294.1,107288975,serine/threonine-protein kinase WNK2,crovir-protein-13553,0,0.0196063,0.00484175,0.00814935
XP_029140295.1,107288982,"ERC protein 2, partial",crovir-protein-13505,0,0,0,0
XP_029140296.1,114922684,coiled-coil domain-containing protein 87,crovir-protein-12385,0.185556,0.155051,0.301255,0.213954
XP_029140299.1,107289023,protein O-glucosyltransferase 1,crovir-protein-12288,8.13888,4.99571,4.36029,5.831626667
XP_029140305.1,107289077,hexosaminidase D,crovir-protein-14153,11.5157,19.0609,22.8517,17.80943333
XP_029140306.1,107289085,phospholipase DDHD1,crovir-protein-6974,3.85914,5.77292,6.50439,5.378816667
XP_029140307.1,107289094,prostaglandin D2 receptor,crovir-protein-6970,0,0,0.019325,0.006441667
XP_029140309.1,107289136,sterol regulatory element-binding protein 1,crovir-protein-1605,43.2577,31.4422,28.596,34.43196667
XP_029140310.1,107289138,LOW QUALITY PROTEIN: unconventional myosin-XV,crovir-protein-1600,0.466636,0.460693,0.35926,0.428863
XP_029140312.1,107289141,voltage-dependent T-type calcium channel subunit alpha-1H,crovir-protein-1617,0,0.00644685,0.0620901,0.02284565
XP_029140316.1,107289157,sphingosine-1-phosphate phosphatase 2,crovir-protein-10747,0,0.301265,0.519206,0.273490333
XP_029140317.1,107289169,putative malate dehydrogenase 1B,crovir-protein-10786,0,0,0,0
XP_029140319.1,107289197,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",crovir-protein-11935,0,0.119654,0.235826,0.118493333
XP_029140325.1,107289199,myotubularin-related protein 5,crovir-protein-15582,4.53988,5.17718,6.09883,5.271963333
XP_029140328.1,107289206,protein FAM71F2-like,crovir-protein-16692,0,0,0,0
XP_029140332.1,107289243,"LOW QUALITY PROTEIN: indoleamine 2,3-dioxygenase 2",crovir-protein-12905,0,0.129905,0.0959874,0.075297467
XP_029140333.1,107289239,cell cycle and apoptosis regulator protein 2,crovir-protein-12890,22.8055,12.6791,14.849,16.77786667
XP_029140334.1,107289258,uncharacterized protein LOC107289258,crovir-protein-12884,0,0.72775,0.686971,0.471573667
XP_029140335.1,107289247,ATPase family AAA domain-containing protein 1-A-like,crovir-protein-12883,0,0.0901588,0.155591,0.0819166
XP_029140337.1,107289263,inactive tyrosine-protein kinase PEAK1,crovir-protein-11102,0.593559,0.317859,0.444732,0.45205
XP_029140340.1,107289292,centromere protein F,crovir-protein-9622,0,0,0,0
XP_029140341.1,114922696,uncharacterized protein C3orf20 homolog,crovir-protein-13417,0.211609,0,0,0.070536333
XP_029140342.1,107289306,sorting nexin-19,crovir-protein-12712,0.546466,0.646824,0.619585,0.604291667
