ens_gene,Pm_geneid,Pm_geneid2,slg_1,slg_2,smg_1,smg_2,pg_1,pg_2,
ENSMUSG00000061462,XP_029139630.1,107285997,0.0163055,0,0.0314315,0,0.01696261,0.00167531,
ENSMUSG00000056724,XP_029139632.1,107286003,0.43320148,0.37172623,0.455271,3.207932725,0.10990809,0.17223897,
ENSMUSG00000032489,XP_029139633.1,107286006,1.0969566,1.5365959,0.294059,0.2232032,0.0678798,0.1483995,
ENSMUSG00000000126,XP_029139634.1,107285998,0.0862045,0.1199485,0.0953633,0.0845696,0.0546767,0.0734483,
ENSMUSG00000044037,XP_029139636.1,107286000,0.593226493,0.242356301,0.69667,1.3499187,0.41515,0.3472704,
ENSMUSG00000054792,XP_029139637.1,107286008,1.2820149,1.6146164,0.461755,0.982253018,0.3937417,0.39309813,
ENSMUSG00000056476,XP_029139640.1,107286033,0.0719072,0,0.071001906,0.1143097,0.011518977,0.0206386,
ENSMUSG00000036334,XP_029139641.1,107286035,0.722426,0.2680127,0.097893,0.13353,0.061816295,0.128953712,
ENSMUSG00000062232,XP_029139642.1,107286040,0.697390635,0.5373376,0.41542002,0.3736074,0.25797993,0.130773509,
ENSMUSG00000061175,XP_029139643.1,107286041,0.4012231,0.5266728,0.1517761,0.3048533,0.0920033,0.11427766,
ENSMUSG00000022803,XP_029139688.1,107286233,0.7348761,0.461075,0,0.56067708,0.281674,0.0212884,
ENSMUSG00000022812,XP_029139689.1,107286129,3.995784,3.2373956,5.636243,5.452162,1.716779,1.516568,
ENSMUSG00000029848,XP_029139690.1,107286144,0,0,0,0,0,0,
ENSMUSG00000024726,XP_029139692.1,107286160,2.08255,1.036704,1.29123,2.334869,0.963639,1.540247,
ENSMUSG00000039126,XP_029139693.1,114922478,0.2716442,0.1707187,0.499814,0.227459688,0.1908943,0.103583,
ENSMUSG00000036990,XP_029139712.1,107286196,1.500648556,1.0723805,1.2753328,1.4696704,0.4962668,0.4921459,
ENSMUSG00000027326,XP_029139714.1,114922489,0.09860832,0.0491545,0.1625847,0.0642623,0.00569582,0.015596,
ENSMUSG00000040035,XP_029139715.1,107286219,0,0.0338327,0,0,0,0,
ENSMUSG00000040007,XP_029139716.1,107286217,0.447941,0.297351,0.203022,0.459785,0.242443,0.147739,
ENSMUSG00000020473,XP_029139717.1,107286238,2.090153,0.4671924,1.175394,1.653907,0.746989,0.407557,
ENSMUSG00000020469,XP_029139718.1,107286245,0,0,0,0,0.110405,0,
ENSMUSG00000057897,XP_029139719.1,107286231,3.0123768,2.6952856,0.271219051,0.2663487,0.030726035,0.0610227,
ENSMUSG00000055799,XP_029139720.1,107286235,1.298412,2.0553265,0.4151863,1.0770397,0.2859534,0.255198,
ENSMUSG00000020476,XP_029139721.1,107286236,10.928245,9.96873,2.181881,5.471369,2.697344,1.9934018,
ENSMUSG00000032915,XP_029139726.1,114922492,0.108886,0.0189376,0.11296,0.0667719,0.0388577,0.0348018,
ENSMUSG00000027896,XP_029139727.1,107286261,0.1850132,0.496501,0.2133325,0.2242954,0.0920598,0.052614,
ENSMUSG00000037474,XP_029139735.1,107286292,0.124683331,0.152266227,0.131989593,0.08476915,0.0645495,0.0511708,
ENSMUSG00000015568,XP_029139736.1,107286300,7.2127103,4.4263303,7.5302148,7.980070302,15.2742701,3.180644,
ENSMUSG00000021708,XP_029139737.1,107286318,0.0726741,0.0308595,0.0132808,0.0669566,0.0152232,0.048006,
ENSMUSG00000051786,XP_029139738.1,107286322,1.4148089,1.3395044,1.22112425,1.992132,0.8309974,0.7151371,
ENSMUSG00000035757,XP_029139739.1,107286331,2.656205,1.945783,2.632053,2.706772,1.152217,1.509944,
ENSMUSG00000021375,XP_029139740.1,107286341,3.259272,2.554214,1.60134363,2.451674,0.845688,0.656808,
ENSMUSG00000040729,XP_029139750.1,107286351,0.1905299,0.111869,0.1537658,0.0751371,0.0886037,0,
ENSMUSG00000029287,XP_029139752.1,107286343,1.567973,0.6466369,0.643947,0.9175315,0.29669,0.291944,
ENSMUSG00000060703,XP_029139753.1,114922498,9.703995,3.048264,9.387415,7.661397,3.533726,2.41102,
ENSMUSG00000026980,XP_029139754.1,107286374,0.066664,0.0509765,0.055461,0.0196488,0.0381403,0.00768087,
ENSMUSG00000026987,XP_029139755.1,107286370,9.054256,8.87648,6.66769061,9.1529496,5.144884824,3.279958,
ENSMUSG00000054580,XP_029139756.1,107286373,0.4735865,0.1238629,0.2437103,0.1979449,0.01872543,0.03683226,
ENSMUSG00000002076,XP_029139757.1,107286410,0.9248976,1.1379875,0.748222,0.444478,0.233725,0.2465482,
ENSMUSG00000025352,XP_029139758.1,107286388,0.0579461,0.0564249,0.154001,0.0341261,0.0220704,0.0494339,
ENSMUSG00000116235,XP_029139759.1,107286415,0.078684,0.0273682,0.0653138,0.0772092,0.0249632,0,
ENSMUSG00000016262,XP_029139760.1,107286421,4.23737,1.803376,1.364328,1.964403,0.873827,1.624788,
ENSMUSG00000016200,XP_029139761.1,107286420,0.07563979,0.01840451,0.0396071,0,0,0.00497231,
ENSMUSG00000043059,XP_029139763.1,107286441,1.206137,0.340818,0.433725,0.76705101,0.368054767,0.310366,
ENSMUSG00000051910,XP_029139765.1,107286428,0.6374093,0.1400255,0.075467136,0.1415394,0.059873666,0.151246,
ENSMUSG00000029163,XP_029139768.1,107286481,1.0779584,0.1058142,0.9394774,0.6700592,0.1073425,0.0104548,
ENSMUSG00000039959,XP_029139769.1,107286424,0.60381633,0.4643904,1.052574,0.8584763,0.0707166,0.1487504,
ENSMUSG00000020807,XP_029139770.1,107286425,0.65348,1.356977,0.9596955,0.9312723,0.223863,0.2132409,
ENSMUSG00000045667,XP_029139771.1,107286430,0.2181095,0.0581229,0.344229,0.0202942,0.1097372,0.0314995,
ENSMUSG00000022885,XP_029139772.1,107286474,0.284191,0.1755637,0.243012,0.220914,0.0692729,0.124814,
ENSMUSG00000013622,XP_029139773.1,107286458,46.127034,60.074582,25.267646,45.464651,25.538035,20.622357,
ENSMUSG00000029165,XP_029139774.1,107286459,1.0903888,1.2294574,0.1469167,0.7648296,0.3308712,0.3782827,
ENSMUSG00000051228,XP_029139781.1,107286530,0.0393188,0.0249567,0.0596717,0.018035,0.00855037,0,
ENSMUSG00000044148,XP_029139782.1,107286524,6.29511,7.17367,2.43887,5.6064,2.90854,2.59637,
ENSMUSG00000026074,XP_029139783.1,107286534,1.9637777,0.8447864,2.4611038,1.88723,1.4347581,0.8276581,
ENSMUSG00000022220,XP_029139790.1,107286594,0.082854,0.062160202,0.206276022,0.0541936,0.091983409,0.5431107,
ENSMUSG00000022221,XP_029139797.1,107286631,0.4995353,0.153932416,0.2680954,0.1617271,0.151361,0.3795677,
ENSMUSG00000053754,XP_029139800.1,107286592,5.9748749,4.137649287,3.004747,6.128366,1.20338453,1.6053459,
ENSMUSG00000023411,XP_029139806.1,107286616,0.48321426,0.1949785,0.3320773,0.2586254,0.0355224,0.0888092,
ENSMUSG00000025375,XP_029139808.1,114922519,0.079048304,0.0169833,0.1282949,0.0367629,0.0636506,0.0162989,
ENSMUSG00000028514,XP_029139809.1,107286639,0.86072,0.599555028,0.714088287,1.317177646,0.287327049,0.3865634,
ENSMUSG00000016940,XP_029139811.1,107286657,1.498118,1.4396583,1.6239676,2.337972,0.85957,0.487719,
ENSMUSG00000044788,XP_029139812.1,107286660,0.7935945,0.5557732,0.76761,2.344133,0.266405,0.158587,
ENSMUSG00000018861,XP_029139813.1,107286655,1.5146683,1.3386987,0.6911045,1.546808,0.2505404,0.1173976,
ENSMUSG00000054976,XP_029139814.1,107286666,0.00611725,0.00976148,0,0,0,0,
ENSMUSG00000067158,XP_029139815.1,107286669,0.0540578,0.0720094,0.150024,0.150543,0.0300876,0.0308443,
ENSMUSG00000056755,XP_029139816.1,107286670,0.0223922,0,0,0,0.0436976,0,
ENSMUSG00000032451,XP_029139817.1,107286679,0,0,0,0,0,0,
ENSMUSG00000010021,XP_029139818.1,107286907,0.0767521,0.142573,0.084579,0.3067852,0.194107,0.195184,
ENSMUSG00000053819,XP_029139820.1,107286689,2.3084048,1.6379108,1.5559723,20.157996,2.1793408,0.7929396,
ENSMUSG00000032826,XP_029139821.1,107286690,18.2529585,15.0853962,2.2262295,0.90300197,0.35695395,0.137711,
ENSMUSG00000051278,XP_029139822.1,107286691,0.0530849,0.06758586,0.026613424,0.1101622,0.018153621,0.0245008,
ENSMUSG00000000202,XP_029139823.1,107286656,0,0,0,0,0,0,
ENSMUSG00000034677,XP_029139825.1,107286646,0,0,0,0,0,0,
ENSMUSG00000039850,XP_029139828.1,107286832,2.512909,1.9556793,0.557739371,1.051291201,0.6051449,0.4921877,
ENSMUSG00000021699,XP_029139831.1,107286725,20.8297461,19.903769,4.2257308,6.0689971,1.7790022,1.244828,
ENSMUSG00000026213,XP_029139836.1,107286764,1.746366,2.0505464,0.6237972,1.537083,0.600044,0.3861245,
ENSMUSG00000026211,XP_029139837.1,107286769,1.0943288,1.1157273,0.281911,0.1797061,0.2621533,0.4694418,
ENSMUSG00000033389,XP_029139838.1,107286784,4.336737,5.1161032,2.5625327,2.84306,1.335904,2.7583425,
ENSMUSG00000039741,XP_029139840.1,107286745,0.7368741,0.17809264,0.19229595,0.47812359,0.11031303,0.078910938,
ENSMUSG00000074746,XP_029139841.1,107286795,1.60767,1.34341,0.964183,1.13883,0.55259,0.535038,
ENSMUSG00000029658,XP_029139842.1,107286805,0,0.0273937,0,0,0.0197126,0.0176339,
ENSMUSG00000056586,XP_029139845.1,107286818,0,0,0,0,0,0,
ENSMUSG00000029655,XP_029139846.1,107286820,7.297636,5.5680474,4.464217,6.3201805,2.7662381,3.0255503,
ENSMUSG00000040407,XP_029139848.1,107286841,57.134564,95.0478752,18.244585,48.861403,29.89142,27.361081,
ENSMUSG00000050382,XP_029139849.1,107286855,0.0344896,0.014396603,0.086001491,0.03048801,0,0.0098081,
ENSMUSG00000030546,XP_029139850.1,114922529,0.360359,0.1455981,0.369603,0.457797,1.032885,0.0145884,
ENSMUSG00000039099,XP_029139851.1,107286856,0.19395,0.225075,0.107014,0.0844474,0.102306,0.0366021,
ENSMUSG00000097789,XP_029139852.1,114922530,0,0.0272283,0.0449657,0.051683,0.0124469,0.00615146,
ENSMUSG00000034714,XP_029139853.1,107286665,0.191107,0.256398,0.295229,0.53515,0.324307,0.383402,
ENSMUSG00000052837,XP_029139854.1,107286880,1.59573,0.429142,0.277419,0.356098,0.185723,0.0711155,
ENSMUSG00000025582,XP_029139855.1,107286625,0,0.0061967,0,0,0.00849237,0,
ENSMUSG00000005142,XP_029139856.1,107286892,15.2836926,20.071839,6.38561,77.2340046,6.4829101,6.6053857,
ENSMUSG00000017639,XP_029139857.1,107285330,0.629297,0.839194,0.854837,3.0049146,0.618476,1.04879,
ENSMUSG00000041203,XP_029139858.1,107286883,9.37201,4.7348,8.80919,6.95382,3.05196,2.98087,
ENSMUSG00000039781,XP_029139860.1,107286636,0.44123952,0.5161619,0.57249344,0.4857881,0.39768882,0.60825368,
ENSMUSG00000039691,XP_029139861.1,107286876,0.0304646,0,0,0,0,0,
ENSMUSG00000046167,XP_029139863.1,107286946,0,0,0,0,0,0,
ENSMUSG00000042726,XP_029139865.1,107286992,7.994936,5.3644811,6.416385,6.773224,7.7119014,2.778669,
ENSMUSG00000029452,XP_029139867.1,107286971,3.9699255,2.6522718,5.012619,8.537414,2.3244043,1.9840112,
ENSMUSG00000029414,XP_029139870.1,107286979,0.3794364,0.1458029,0.5764352,0.400531,0.30727814,0.36181136,
ENSMUSG00000038342,XP_029139871.1,107286981,2.434859,1.143451,1.665515,1.99536,1.0050884,1.0181241,
ENSMUSG00000029442,XP_029139872.1,107286982,0.862644404,0.208601745,0.6093913,0.5489738,0.1956096,0.1390431,
ENSMUSG00000029608,XP_029139876.1,107286988,0.0114876,0,0,0,0.011164933,0,
ENSMUSG00000003031,XP_029139877.1,107286956,4.65432,2.627386,2.390088,2.916968,1.264338,0.8236634,
ENSMUSG00000042594,XP_029139878.1,107286973,0.744311,0.2742617,0.704919,0.718783,0.310831,0.324935,
ENSMUSG00000061601,XP_029139879.1,107287012,0.157465,0.1538642,0.2046577,0.0951807,0.04421132,0.0367227,
ENSMUSG00000030704,XP_029139880.1,107287019,6.88097,4.455557,4.185661,6.234972,1.11922,0.9331262,
ENSMUSG00000030726,XP_029139883.1,107287041,4.18482,4.089343,1.0828716,3.419984,1.837357,1.10433,
ENSMUSG00000030737,XP_029139884.1,107287028,1.250876,0.6118214,0.4704127,1.042451,0.4330578,0.2919282,
ENSMUSG00000008318,XP_029139886.1,107287037,0.118429,0.0117742,0.19635,0.0498893,0.0483338,0.0216013,
ENSMUSG00000028563,XP_029139887.1,107287080,22.819736,27.104346,8.027771,15.090525,3.044038,4.09758,
ENSMUSG00000061859,XP_029139888.1,107287081,4.7433725,4.5421454,1.86506417,3.6293932,1.4246621,1.4838986,
ENSMUSG00000035407,XP_029139889.1,107287071,0.214136,0.2227326,0.2510906,0.229374,0.0834578,0.0332426,
ENSMUSG00000013523,XP_029139890.1,107287089,1.354279,1.241273283,0.183919,1.290418,0,0.2142669,
ENSMUSG00000027636,XP_029139891.1,107287092,0.072865,0.0270655,0.0801374,0.1072122,0.0669717,0.0195672,
ENSMUSG00000032194,XP_029139894.1,107287125,0.600803,0.490026,0.412124,0.462733,0.185382,0.15816,
ENSMUSG00000032714,XP_029139895.1,107287128,0.594934,0.171629,0.216703,0.284696,0.138053,0.0370875,
ENSMUSG00000032763,XP_029139897.1,107287123,8.0170407,8.289314005,3.2018158,4.746841,2.01982,2.1882414,
ENSMUSG00000032534,XP_029139898.1,107287131,4.2255006,5.9787462,3.051515,3.68541396,2.6149091,1.90248671,
ENSMUSG00000062074,XP_029139904.1,107287168,0.0370824,0,0,0.0362202,0.0701053,0.0312708,
ENSMUSG00000029644,XP_029139905.1,107287176,0,0,0,0,0,0,
ENSMUSG00000030309,XP_029139910.1,107287198,1.0451265,0.795393,0.99576135,0.528165,0.185918906,0.3164655,
ENSMUSG00000021799,XP_029139918.1,107287208,0,0,0,0,0,0,
ENSMUSG00000073043,XP_029139919.1,114922548,0,0,0,0,0,0,
ENSMUSG00000046675,XP_029139921.1,114922549,1.89565,1.67317,0.986038,1.55442,0.699943,0.831753,
ENSMUSG00000096753,XP_029139922.1,107287216,0,0,0,0,0,0,
ENSMUSG00000044177,XP_029139923.1,107287222,0.0828231,0.103447,0.0696464,0.0530137,0.0128548,0.0345397,
ENSMUSG00000031862,XP_029139924.1,107287229,4.32594,2.96708,3.30202,3.44153,2.46657,2.51803,
ENSMUSG00000036246,XP_029139928.1,107287234,2.062552,1.2521613,2.792293,1.7239384,5.1213806,4.8397489,
ENSMUSG00000017721,XP_029139929.1,107287248,7.1762692,6.411547,1.44526,4.0685176,1.8212657,2.4673773,
ENSMUSG00000016933,XP_029139930.1,107287257,1.52608,0.7790867,0.5647726,1.2018943,0.2886954,0.33858,
ENSMUSG00000027643,XP_029139932.1,107287255,0,0.436487,0,0,0,0,
ENSMUSG00000050700,XP_029139933.1,107287256,0,0,0,0.0137524,0.0133381,0,
ENSMUSG00000042190,XP_029139934.1,107287262,0.619167,0.577085,0.774894,0.552836,0.129823,0.250318,
ENSMUSG00000048163,XP_029139935.1,114922553,1.240611,0.855569,3.4132,1.282119,0.386885,0.4676283,
ENSMUSG00000051339,XP_029139936.1,107287273,1.0110063,0.6329012,0.538461,1.319147,0.4966536,0.3506009,
ENSMUSG00000033209,XP_029139937.1,107287310,1.1531069,1.962735534,0.148812287,0.363891839,0.883884341,0.711445788,
ENSMUSG00000044042,XP_029139938.1,107287249,1.309751,0.9349633,1.069779,4.2504752,0.1636539,0.1606696,
ENSMUSG00000004530,XP_029139939.1,107287289,4.563957,3.8256288,1.4450457,3.964653586,0.92852922,1.1102961,
ENSMUSG00000042010,XP_029139940.1,107287268,2.389522557,2.482919,1.991976,3.153100054,2.014213,2.728646,
ENSMUSG00000042002,XP_029139941.1,107287295,0,0,0,0.0432632,0,0,
ENSMUSG00000042249,XP_029139942.1,107287274,4.7891357,3.3366926,3.0190589,2.3258155,0.9827234,0.763565,
ENSMUSG00000018974,XP_029139943.1,107287264,1.058076,0.7096035,0.78907,0.6318725,0.280946028,0.1995426,
ENSMUSG00000025081,XP_029139944.1,107287329,0,0,0,0.009374831,0,0,
ENSMUSG00000025090,XP_029139945.1,107287324,0,0,0,0,0,0,
ENSMUSG00000037253,XP_029139946.1,107287333,1.6326,0.827536,1.82821,1.92506,0.518026,0.22662,
ENSMUSG00000051517,XP_029139947.1,107287336,0.620555,0.4923584,0.40878615,0.0725263,0.377076,0.2247816,
ENSMUSG00000028465,XP_029139948.1,107287338,5.03525,2.6813213,2.157049,4.435363,1.89243881,2.149225,
ENSMUSG00000041762,XP_029139959.1,107287385,27.014673,28.155369,13.1502079,23.22025875,0.496783136,0.108010322,
ENSMUSG00000039981,XP_029139960.1,114922559,0.942959,1.10405,0.152993,0.304762,0.208051,0.117727,
ENSMUSG00000057132,XP_029139962.1,114922558,0.8648395,0.6403909,1.8580465,1.1125905,0.2513735,0.22051328,
ENSMUSG00000027298,XP_029139963.1,107287415,0.670139,0.608053,0.3350359,0.417422,0.37133,0.151157,
ENSMUSG00000026579,XP_029139968.1,107287406,0.135904,0.137411,0.0205608,0.0546281,0.076587,0.0369813,
ENSMUSG00000037568,XP_029139970.1,107287439,0.1147478,0.0168453,0.0804389,0,0.034585,0,
ENSMUSG00000062510,XP_029139971.1,107287437,0.1138681,0.080900069,0.0159773,0.2679809,0,0.0164736,
ENSMUSG00000028893,XP_029139972.1,107287451,0.848011,0.523347,0.249727,0.496533,0.247303,0.12823,
ENSMUSG00000020159,XP_029139973.1,107287458,0.568859,0.54821,0,0.0285438,0.2306641,0.0123946,
ENSMUSG00000036368,XP_029139975.1,107287465,1.6972,1.6909601,0.37151,3.218091,0.2514141,0.5870265,
ENSMUSG00000055385,XP_029139976.1,107287466,0,0,0,0,0,0,
ENSMUSG00000024077,XP_029139977.1,107287471,0.715133,0.596612,0.661447,0.733971,0.242197,0.258315,
ENSMUSG00000038916,XP_029139981.1,107287484,0.2342766,0.215229,0,0.0112498,0.107887,0.00977799,
ENSMUSG00000032724,XP_029139983.1,107287502,0.7544552,0.6416171,0.611559,0.352732,0.283673,0.285381,
ENSMUSG00000029071,XP_029139993.1,107287527,2.0473161,1.0020273,1.603488,1.761276,0.971945058,0.705418,
ENSMUSG00000001249,XP_029139995.1,107287563,6.7833346,8.456052,1.001820239,5.452957,1.96418,1.624952,
ENSMUSG00000001248,XP_029139996.1,107287556,6.3185186,3.2172278,9.584919,8.1264368,2.1094795,2.4796251,
ENSMUSG00000046826,XP_029139998.1,114922568,6.533116,5.791763,2.2885708,6.1568557,2.5082467,2.744553,
ENSMUSG00000056268,XP_029140006.1,107287582,1.3102767,0.992677842,1.049571634,0.956006,1.051461034,0.5239179,
ENSMUSG00000035181,XP_029140007.1,107287626,5.860508,6.0572754,1.7384333,1.5490344,0.3727657,0.44157122,
ENSMUSG00000049538,XP_029140010.1,107287638,0,0.00650402,0.0155485,0.0250301,0.0268276,0,
ENSMUSG00000020176,XP_029140012.1,107287641,3.1712089,2.7828462,1.3144477,0.4767801,0.5283838,0.17474986,
ENSMUSG00000020191,XP_029140013.1,114922574,0,0.0256281,0,0.161041,0.0776244,0,
ENSMUSG00000042581,XP_029140014.1,107287663,0.0567384,0.0373704,0,0.096369,0.0190766,0,
ENSMUSG00000027204,XP_029140016.1,107287690,0.820406,0.237965,1.00155,0.7304087,0.242801,0.146513,
ENSMUSG00000068394,XP_029140018.1,107287691,0.160544,0.184174,0.12015,0.197111,0.0612102,0.0274366,
ENSMUSG00000019889,XP_029140019.1,114922577,3.9882247,3.939327,3.057806,4.6484439,3.6693153,2.1265398,
ENSMUSG00000015519,XP_029140023.1,114922578,35.758716,2.9561192,96.73531,4770.94363,7397.0798,7568.18728,
ENSMUSG00000078144,XP_029140027.1,107287676,3.05515,2.4122,0,0.275278,0.53184,0.283763,
ENSMUSG00000025194,XP_029140029.1,107287743,0.00571273,0.0181669,0.0430989,0.0510515,0,0,
ENSMUSG00000041205,XP_029140032.1,107287740,0,0.0101222,0,0.0142719,0,0,
ENSMUSG00000025189,XP_029140033.1,107287745,0.357609,0.115711,0,0,0.015613,0,
ENSMUSG00000042401,XP_029140034.1,107287738,0,0,0,0.0181937,0,0,
ENSMUSG00000026163,XP_029140038.1,107287765,0.04714378,0.0235685,0.0522732,0.0799331,0.016091,0.0288301,
ENSMUSG00000079465,XP_029140039.1,107287766,6.410216,3.818081,12.5810677,3.770573,2.8209296,2.8426755,
ENSMUSG00000049252,XP_029140041.1,107287789,0.104060763,0,0,0,0.01787496,0,
ENSMUSG00000026414,XP_029140042.1,107287797,0.217862202,0.5450043,0.3795646,1.219364641,0.1982028,0,
ENSMUSG00000022292,XP_029140045.1,107287819,2.721426133,2.5716487,1.4401965,2.2565634,1.1521799,0.715870507,
ENSMUSG00000023078,XP_029140049.1,114922585,4.96906,0.867448,4.15379,1.30405,0.225133,0.400978,
ENSMUSG00000036557,XP_029140061.1,114922594,0,0.0837183,0,0.114596,0,0,
ENSMUSG00000021690,XP_029140063.1,107287874,1.36916,0.839466,0.788655,0.992533,0.511516,0.650307,
ENSMUSG00000036098,XP_029140065.1,107287915,0.08496941,0.08521765,0.0501888,0.0454244,0.0287637,0.0128526,
ENSMUSG00000028082,XP_029140066.1,107287885,4.83579,3.338367,1.411387,1.449643,1.12093,1.460278,
ENSMUSG00000028080,XP_029140069.1,114922179,2.5873526,2.0852845,1.7494719,3.4716205,0.5248511,0.7727943,
ENSMUSG00000038637,XP_029140074.1,107287926,2.175016,2.0927655,0.3890738,0.7391084,0.5102489,0.2742661,
ENSMUSG00000035179,XP_029140078.1,107287894,0.0390315,0,0.0642176,0.0381098,0,0.0657711,
ENSMUSG00000094483,XP_029140079.1,107287957,4.24018,2.83638,2.51748,4.42083,1.3954,1.61374,
ENSMUSG00000031538,XP_029140080.1,107287961,1.5574757,0.8187078,1.18349,1.106701,0.3775245,0.279044,
ENSMUSG00000031543,XP_029140081.1,107287963,0.9297262,0.52870125,0.0757512,0.0132615,0.1366221,0.0115202,
ENSMUSG00000005824,XP_029140089.1,114922601,0.054685,0.0190502,0,0,0,0,
ENSMUSG00000001089,XP_029140090.1,107288006,6.878576,3.912198,1.926417,8.172709,2.158253,2.789401,
ENSMUSG00000047518,XP_029140092.1,114922602,0,0,0,0,0,0,
ENSMUSG00000048581,XP_029140094.1,107288050,3.59656,4.40374,0.319753,2.09585,0.979407,0.835952,
ENSMUSG00000028289,XP_029140096.1,107288079,6.850913,9.5857939,0.419015446,0.7409364,0.6158062,0.9845963,
ENSMUSG00000020067,XP_029140099.1,107288092,0.0354418,0,0,0,0.016887,0,
ENSMUSG00000047146,XP_029140101.1,107288095,0.2985588,0.2792211,0.6153583,0.664129287,0.0916948,0.06074728,
ENSMUSG00000036875,XP_029140102.1,107288094,0.4260275,0.4592587,0.0692468,0.12333639,0.133199,0.077323471,
ENSMUSG00000020109,XP_029140103.1,107288101,4.864512,5.7021,1.299026,4.189852,2.00299,1.78702133,
ENSMUSG00000026523,XP_029140104.1,107288106,0,0,0,0,0,0,
ENSMUSG00000026204,XP_029140106.1,107288122,0.2232585,0.0650284,0,0,0.2041163,0.0113829,
ENSMUSG00000026207,XP_029140107.1,107288123,1.3593131,1.54410841,2.7492835,3.1806199,0.3653248,2.07792228,
ENSMUSG00000026199,XP_029140108.1,107288111,3.737967,5.2765795,1.6671448,2.6506829,1.1766111,1.3078259,
ENSMUSG00000026158,XP_029140110.1,107288130,2.00939,1.07701,3.11478,1.86339,0.741582,0.61521,
ENSMUSG00000034212,XP_029140112.1,107288150,0.13349646,0.05810551,0,0,0,0,
ENSMUSG00000047793,XP_029140113.1,107288152,0.786113,0.203738111,0.621457,0.1268,0.3517764,0.094085,
ENSMUSG00000048814,XP_029140114.1,107288154,0.0208043,0,0.0110895,0.0398619,0,0.00866706,
ENSMUSG00000026077,XP_029140116.1,107288157,0.820469,0.532077,0.607855,0.3374,0.644094,0.567651,
ENSMUSG00000024533,XP_029140119.1,107288170,0.818897022,0.3978028,2.8703445,12.64693,0.2498969,0.1936823,
ENSMUSG00000024542,XP_029140120.1,107288177,1.706914,0.47071883,0.848068,1.0811973,0.3947067,0.304006,
ENSMUSG00000050321,XP_029140125.1,107288199,0.2530579,0.00381154,0,0.0107924,0,0,
ENSMUSG00000026065,XP_029140126.1,107288211,0.2689672,0.226943,0.547719,0.881378,0.1026227,0.5598616,
ENSMUSG00000026070,XP_029140127.1,107288208,0.0938308,0.0486624,0.431384103,0.150644738,0.1196862,0,
ENSMUSG00000026062,XP_029140128.1,107288210,0.0463968,0.012905,0.2999073,0.929442,0.0353665,0.0237737,
ENSMUSG00000068522,XP_029140131.1,114922613,0.0394113,0.027495,0,0,0,0,
ENSMUSG00000028402,XP_029140133.1,107288228,0.751048441,0.3448886,0.5786025,0.33421417,0.4446932,0.15694987,
ENSMUSG00000030314,XP_029140134.1,107288238,4.8410183,7.374041738,1.865087,5.0288863,1.910013671,1.810351,
ENSMUSG00000064128,XP_029140140.1,107288234,0.816705,1.0515335,0.957564156,0.277393468,0.5418092,0.1674844,
ENSMUSG00000000365,XP_029140142.1,107288239,0.096285,0.0774934,0,0.0757779,0.0895266,0.0192701,
ENSMUSG00000022705,XP_029140145.1,107288264,0,0,0,0,0,0,
ENSMUSG00000033871,XP_029140148.1,107288281,0.142534,0.288442,0.365718,1.269856,0.172667,0.154661,
ENSMUSG00000053519,XP_029140149.1,107288285,0,0,0,0.0112811,0,0,
ENSMUSG00000060201,XP_029140150.1,107288286,0,0,0,0,0,0,
ENSMUSG00000024905,XP_029140156.1,114922619,0,0.0829951,0.0491414,0,0,0,
ENSMUSG00000024907,XP_029140157.1,107288326,223.58044,448.10526,0.380289,0.189173,0.364836,0.387907,
ENSMUSG00000002897,XP_029140159.1,107288328,0.541862,0.2563654,0.3699669,0.20442,0.199767,0.1529761,
ENSMUSG00000039801,XP_029140160.1,107288337,0.893146,0.528334,1.582315,0.478372,0.2988531,0.120913,
ENSMUSG00000033063,XP_029140162.1,107288342,0,0,0,0,0,0.00621641,
ENSMUSG00000020721,XP_029140164.1,107288346,2.456249,3.118388,1.657757,2.0522724,1.171038341,1.4462506,
ENSMUSG00000027849,XP_029140168.1,107288369,0.0340241,0.0867159,0.0182929,0.010472951,0,0.0455234,
ENSMUSG00000027624,XP_029140171.1,107288390,1.043630247,0.64385218,1.099094098,1.6918481,0.3337569,0.5269576,
ENSMUSG00000022206,XP_029140173.1,107288400,0.0763139,0,0.022449,0.2003705,0.0254613,0,
ENSMUSG00000021986,XP_029140174.1,107288420,0.1703467,0.4622568,0.100961,0.3049667,0.0346443,0.0037067,
ENSMUSG00000056564,XP_029140192.1,114922644,0,0.00911948,0.0243099,0,0,0,
ENSMUSG00000117809,XP_029140204.1,107288474,0,0,0,0,0,0,
ENSMUSG00000022565,XP_029140206.1,107288484,4.918450019,4.242823829,1.210301984,7.389626098,3.2311029,1.909605717,
ENSMUSG00000063704,XP_029140207.1,107288487,0,0,0,0,0,0,
ENSMUSG00000102018,XP_029140208.1,107288488,0.9425967,0.519858,0.453889,1.644792,0.3085702,0.1721067,
ENSMUSG00000075590,XP_029140209.1,107288491,6.0278241,4.94754,5.484305538,8.53091584,4.704401,4.6872037,
ENSMUSG00000115388,XP_029140210.1,107288492,0.649595,0.419562,0.775197,2.027,0.58971,0.517912,
ENSMUSG00000074890,XP_029140211.1,107288485,1.996987,1.455486,0.402726,0.786899,0.119429,0.289177,
ENSMUSG00000040462,XP_029140212.1,107288515,32.11486,40.701283,8.27063,26.83595,9.58952,9.40627,
