Orthogroup	H_sapiens.pep	A_carolinensis.pep
OG0010110	ENSG00000111049.4	ENSACAG00000014431.3
OG0010111	ENSG00000111046.4	ENSACAG00000022851.2
OG0010112	ENSG00000159592.11	ENSACAG00000015710.3
OG0010113	ENSG00000139304.16	ENSACAG00000014272.3
OG0010114	ENSG00000197429.11	ENSACAG00000015733.2
OG0010115	ENSG00000179673.5	ENSACAG00000016741.2
OG0010116	ENSG00000058272.19	ENSACAG00000014016.3
OG0010117	ENSG00000122863.6	ENSACAG00000017793.2
OG0010118	ENSG00000042286.15	ENSACAG00000017786.3
OG0010119	ENSG00000177425.11	ENSACAG00000014001.2
OG0010120	ENSG00000171357.6	ENSACAG00000002422.3
OG0010121	ENSG00000099284.14	ENSACAG00000017782.3
OG0010122	ENSG00000132128.16	ENSACAG00000002210.3
OG0010123	ENSG00000197467.15	ENSACAG00000017768.3
OG0010124	ENSG00000146872.17	ENSACAG00000016868.3
OG0010125	ENSG00000153233.13	ENSACAG00000021144.3
OG0010126	ENSG00000127804.13	ENSACAG00000016895.2
OG0010127	ENSG00000187595.16	ENSACAG00000016919.3
OG0010128	ENSG00000166228.9	ENSACAG00000008843.3
OG0010129	ENSG00000127324.9	ENSACAG00000007164.3
OG0010130	ENSG00000166224.17	ENSACAG00000008740.2
OG0010131	ENSG00000139292.13	ENSACAG00000007193.3
OG0010132	ENSG00000173786.17	ENSACAG00000016984.2
OG0010133	ENSG00000204815.10	ENSACAG00000016998.3
OG0010134	ENSG00000107719.9	ENSACAG00000008406.3
OG0010135	ENSG00000148730.7	ENSACAG00000008388.3
OG0010136	ENSG00000172731.14	ENSACAG00000008384.3
OG0010137	ENSG00000139287.13	ENSACAG00000007531.3
OG0010138	ENSG00000141698.17	ENSACAG00000017097.3
OG0010139	ENSG00000125319.14	ENSACAG00000017163.3
OG0010140	ENSG00000168591.16	ENSACAG00000017177.3
OG0010141	ENSG00000138303.18	ENSACAG00000001244.3
OG0010142	ENSG00000166295.9	ENSACAG00000001222.2
OG0010143	ENSG00000168209.5	ENSACAG00000001209.3
OG0010144	ENSG00000138315.13	ENSACAG00000000811.3
OG0010145	ENSG00000091039.17	ENSACAG00000006790.2
OG0010146	ENSG00000117862.13	ENSACAG00000008073.3
OG0010147	ENSG00000165891.16	ENSACAG00000005414.3
OG0010148	ENSG00000067798.16	ENSACAG00000014617.3
OG0010149	ENSG00000134748.13	ENSACAG00000008249.3
OG0010150	ENSG00000152785.7	ENSACAG00000010162.3
OG0010151	ENSG00000188916.9	ENSACAG00000007298.3
OG0010152	ENSG00000138669.9	ENSACAG00000010172.3
OG0010153	ENSG00000180745.5	ENSACAG00000007466.3
OG0010154	ENSG00000148773.14	ENSACAG00000020986.3
OG0010155	ENSG00000182183.15	ENSACAG00000008331.3
OG0010156	ENSG00000162377.6	ENSACAG00000008332.3
OG0010157	ENSG00000145293.16	ENSACAG00000010419.3
OG0010158	ENSG00000116171.18	ENSACAG00000008469.3
OG0010159	ENSG00000167258.14	ENSACAG00000017541.2
OG0010160	ENSG00000174348.14	ENSACAG00000028131.2
OG0010161	ENSG00000162383.12	ENSACAG00000008623.3
OG0010162	ENSG00000138663.9	ENSACAG00000010628.2
OG0010163	ENSG00000131748.16	ENSACAG00000003823.3
OG0010164	ENSG00000173085.14	ENSACAG00000010708.3
OG0010165	ENSG00000141744.4	ENSACAG00000003800.2
OG0010166	ENSG00000173083.15	ENSACAG00000010731.2
OG0010167	ENSG00000157193.18	ENSACAG00000008779.3
OG0010168	ENSG00000141736.13	ENSACAG00000003496.3
OG0010169	ENSG00000138678.11	ENSACAG00000011022.3
OG0010170	ENSG00000141741.12	ENSACAG00000003485.3
OG0010171	ENSG00000081870.11	ENSACAG00000028858.1
OG0010172	ENSG00000162873.14	ENSACAG00000014572.3
OG0010173	ENSG00000163545.10	ENSACAG00000014491.3
OG0010174	ENSG00000163624.6	ENSACAG00000011274.3
OG0010175	ENSG00000141738.14	ENSACAG00000003395.2
OG0010176	ENSG00000133069.17	ENSACAG00000014434.3
OG0010177	ENSG00000133059.17	ENSACAG00000014313.3
OG0010178	ENSG00000163625.15	ENSACAG00000011422.3
OG0010179	ENSG00000171811.14	ENSACAG00000005868.3, ENSACAG00000005841.2
OG0010180	ENSG00000108344.15	ENSACAG00000003160.3
OG0010181	ENSG00000108342.12	ENSACAG00000026820.2
OG0010182	ENSG00000184144.12	ENSACAG00000013863.3
OG0010183	ENSG00000008838.20	ENSACAG00000003026.3
OG0010184	ENSG00000179988.14	ENSACAG00000017467.2
OG0010185	ENSG00000163531.15	ENSACAG00000013660.3
OG0010186	ENSG00000163629.13	ENSACAG00000012072.3
OG0010187	ENSG00000126368.6	ENSACAG00000002847.3
OG0010188	ENSG00000188816.3	ENSACAG00000017493.2
OG0010189	ENSG00000172493.21	ENSACAG00000012192.3
OG0010190	ENSG00000108349.17	ENSACAG00000002674.3
OG0010191	ENSG00000108352.12	ENSACAG00000002541.3
OG0010192	ENSG00000145332.14	ENSACAG00000012252.3
OG0010193	ENSG00000182022.18	ENSACAG00000017532.3
OG0010194	ENSG00000143850.16	ENSACAG00000007602.3
OG0010195	ENSG00000229544.9	ENSACAG00000022361.1
OG0010196	ENSG00000107902.14	ENSACAG00000017564.3
OG0010197	ENSG00000143839.15	ENSACAG00000007697.3
OG0010198	ENSG00000165660.8	ENSACAG00000014423.3
OG0010199	ENSG00000143842.15	ENSACAG00000010028.3
OG0010200	ENSG00000029559.7	ENSACAG00000012637.3
OG0010201	ENSG00000019995.6	ENSACAG00000014485.2
OG0010202	ENSG00000141753.7	ENSACAG00000016160.2
OG0010203	ENSG00000126353.3	ENSACAG00000016124.3
OG0010204	ENSG00000107938.18	ENSACAG00000000994.3
OG0010205	ENSG00000107949.17	ENSACAG00000000886.3
OG0010206	ENSG00000163644.15	ENSACAG00000012908.3
OG0010207	ENSG00000122176.12	ENSACAG00000002165.2
OG0010208	ENSG00000263309.6, ENSG00000108244.17	ENSACAG00000029308.1
OG0010209	ENSG00000145337.5	ENSACAG00000012968.2
OG0010210	ENSG00000185477.5	ENSACAG00000026743.2
OG0010211	ENSG00000138722.10	ENSACAG00000013371.3
OG0010212	ENSG00000184305.15	ENSACAG00000013418.3
OG0010213	ENSG00000107669.17	ENSACAG00000017242.3
OG0010214	ENSG00000137413.16	ENSACAG00000003170.2
OG0010215	ENSG00000112578.10	ENSACAG00000003079.3
OG0010216	ENSG00000107651.13	ENSACAG00000017131.3
OG0010217	ENSG00000138696.11	ENSACAG00000013701.3
OG0010218	ENSG00000108604.16	ENSACAG00000017920.2
OG0010219	ENSG00000087191.13	ENSACAG00000017921.3
OG0010220	ENSG00000108592.17	ENSACAG00000017930.3
OG0010221	ENSG00000174099.11	ENSACAG00000003504.3
OG0010222	ENSG00000174106.3	ENSACAG00000003477.3
OG0010223	ENSG00000156076.10	ENSACAG00000003473.3
OG0010224	ENSG00000148908.15	ENSACAG00000016977.3
OG0010225	ENSG00000108684.14	ENSACAG00000017932.3
OG0010226	ENSG00000112039.5	ENSACAG00000002350.3
OG0010227	ENSG00000023516.9	ENSACAG00000001911.3
OG0010228	ENSG00000153179.13	ENSACAG00000003364.3
OG0010229	ENSG00000102763.18	ENSACAG00000001188.3
OG0010230	ENSG00000064999.15	ENSACAG00000001592.3
OG0010231	ENSG00000174206.12	ENSACAG00000003116.3
OG0010232	ENSG00000065060.17	ENSACAG00000001504.3
OG0010233	ENSG00000196935.9	ENSACAG00000003011.3
OG0010234	ENSG00000120690.16	ENSACAG00000000719.3
OG0010235	ENSG00000089558.9	ENSACAG00000017957.3
OG0010236	ENSG00000124664.11	ENSACAG00000015770.3
OG0010237	ENSG00000166148.3	ENSACAG00000000443.3
OG0010238	ENSG00000124507.11	ENSACAG00000015801.2
OG0010239	ENSG00000272325.2	ENSACAG00000028344.1
OG0010241	ENSG00000118946.12	ENSACAG00000000482.2
OG0010242	ENSG00000108784.10	ENSACAG00000017964.3
OG0010243	ENSG00000161904.12	ENSACAG00000016140.2
OG0010244	ENSG00000135655.16	ENSACAG00000000802.3
OG0010245	ENSG00000137288.10	ENSACAG00000026095.2
OG0010246	ENSG00000096433.11	ENSACAG00000016163.3
OG0010247	ENSG00000083544.15	ENSACAG00000004923.3
OG0010248	ENSG00000275832.5, ENSG00000273780.2	ENSACAG00000007448.3
OG0010249	ENSG00000139263.11	ENSACAG00000001513.3
OG0010250	ENSG00000139211.6	ENSACAG00000001736.2
OG0010251	ENSG00000139209.16	ENSACAG00000001742.2
OG0010252	ENSG00000124596.17	ENSACAG00000016516.3
OG0010253	ENSG00000080166.16	ENSACAG00000002630.2
OG0010254	ENSG00000134294.14	ENSACAG00000002060.3
OG0010255	ENSG00000152749.8	ENSACAG00000002500.3
OG0010256	ENSG00000073861.3	ENSACAG00000007044.2
OG0010257	ENSG00000112081.17	ENSACAG00000016637.2
OG0010258	ENSG00000006025.12	ENSACAG00000006906.3
OG0010259	ENSG00000189079.17	ENSACAG00000002402.2
OG0010260	ENSG00000164530.15	ENSACAG00000016694.2
OG0010261	ENSG00000137409.19	ENSACAG00000029507.1
OG0010262	ENSG00000141295.14	ENSACAG00000006837.3
OG0010263	ENSG00000007062.11	ENSACAG00000012294.3
OG0010264	ENSG00000189120.5	ENSACAG00000006831.3
OG0010265	ENSG00000108439.10	ENSACAG00000006764.2
OG0010266	ENSG00000167183.3	ENSACAG00000006762.2
OG0010267	ENSG00000134874.17	ENSACAG00000001944.2
OG0010268	ENSG00000120094.9	ENSACAG00000029356.1, ENSACAG00000006529.3
OG0010269	ENSG00000173917.10	ENSACAG00000006521.2
OG0010270	ENSG00000120075.5	ENSACAG00000006484.3
OG0010271	ENSG00000139174.12	ENSACAG00000003086.2
OG0010272	ENSG00000005810.18	ENSACAG00000000646.3
OG0010273	ENSG00000159202.18	ENSACAG00000006311.2
OG0010274	ENSG00000151233.11	ENSACAG00000016426.3
OG0010275	ENSG00000102794.10	ENSACAG00000000470.3
OG0010276	ENSG00000018236.15	ENSACAG00000016139.3
OG0010277	ENSG00000116852.14	ENSACAG00000009963.3
OG0010278	ENSG00000136111.14	ENSACAG00000024802.2
OG0010279	ENSG00000118922.17	ENSACAG00000001764.3
OG0010280	ENSG00000083535.16	ENSACAG00000000825.3
OG0010281	ENSG00000064300.9	ENSACAG00000004836.3
OG0010282	ENSG00000083520.15	ENSACAG00000000649.3
OG0010283	ENSG00000121073.15	ENSACAG00000004966.3
OG0010284	ENSG00000163362.11	ENSACAG00000010063.3
OG0010285	ENSG00000091129.21	ENSACAG00000000007.3
OG0010286	ENSG00000215717.7	ENSACAG00000010122.3
OG0010287	ENSG00000179902.12	ENSACAG00000028489.1
OG0010288	ENSG00000165300.7	ENSACAG00000009886.2
OG0010289	ENSG00000184564.11	ENSACAG00000004440.2
OG0010290	ENSG00000178235.7	ENSACAG00000000332.2
OG0010291	ENSG00000132182.12	ENSACAG00000012756.3
OG0010292	ENSG00000031698.13	ENSACAG00000010269.3
OG0010293	ENSG00000136158.12	ENSACAG00000016066.1
OG0010294	ENSG00000173114.13	ENSACAG00000005217.1
OG0010295	ENSG00000139746.15	ENSACAG00000016128.3
OG0010296	ENSG00000152193.8	ENSACAG00000016170.3
OG0010297	ENSG00000108823.16	ENSACAG00000023160.1
OG0010298	ENSG00000249581.2	ENSACAG00000011194.1
OG0010299	ENSG00000196878.15	ENSACAG00000005756.2
OG0010300	ENSG00000006652.14	ENSACAG00000007037.3
OG0010301	ENSG00000123689.6	ENSACAG00000005822.2
OG0010302	ENSG00000117594.10	ENSACAG00000005823.2
OG0010303	ENSG00000146802.13	ENSACAG00000007031.1
OG0010304	ENSG00000164603.12	ENSACAG00000007011.3
OG0010305	ENSG00000102572.14	ENSACAG00000016454.3
OG0010306	ENSG00000091947.10	ENSACAG00000004948.2
OG0010307	ENSG00000128573.26	ENSACAG00000006713.3
OG0010308	ENSG00000105967.16	ENSACAG00000006672.3
OG0010309	ENSG00000108861.9	ENSACAG00000004781.3
OG0010310	ENSG00000188112.9	ENSACAG00000006038.3
OG0010311	ENSG00000105971.15	ENSACAG00000006587.3
OG0010312	ENSG00000116455.14	ENSACAG00000028755.1
OG0010313	ENSG00000105974.12	ENSACAG00000006576.2
OG0010314	ENSG00000116459.11	ENSACAG00000006135.3
OG0010315	ENSG00000141349.8	ENSACAG00000004570.3
OG0010316	ENSG00000064703.12	ENSACAG00000006235.3
OG0010317	ENSG00000105976.15	ENSACAG00000008309.3
OG0010318	ENSG00000143079.15	ENSACAG00000017923.3
OG0010319	ENSG00000198231.13	ENSACAG00000003994.2
OG0010320	ENSG00000169508.7	ENSACAG00000020972.3
OG0010321	ENSG00000001626.16	ENSACAG00000007652.3
OG0010322	ENSG00000161381.14	ENSACAG00000003812.3
OG0010323	ENSG00000106025.9	ENSACAG00000007124.3
OG0010324	ENSG00000277781.2, ENSG00000204839.9	ENSACAG00000003481.3
OG0010325	ENSG00000102452.17	ENSACAG00000003375.3
OG0010326	ENSG00000131409.13	ENSACAG00000012085.2
OG0010327	ENSG00000198542.14	ENSACAG00000003329.2
OG0010328	ENSG00000198799.12	ENSACAG00000017947.3
OG0010329	ENSG00000100427.15	ENSACAG00000002373.3
OG0010330	ENSG00000073146.16	ENSACAG00000002357.3
OG0010331	ENSG00000161671.16	ENSACAG00000012308.3
OG0010332	ENSG00000073150.14	ENSACAG00000002347.3
OG0010333	ENSG00000139780.7	ENSACAG00000002962.2
OG0010334	ENSG00000116774.12	ENSACAG00000002519.3
OG0010335	ENSG00000073169.14	ENSACAG00000002256.3
OG0010336	ENSG00000134901.13	ENSACAG00000002909.3
OG0010337	ENSG00000128159.12	ENSACAG00000002182.3
OG0010338	ENSG00000100429.18	ENSACAG00000002041.3
OG0010339	ENSG00000175984.15	ENSACAG00000002773.2
OG0010340	ENSG00000134884.15	ENSACAG00000002592.3
OG0010341	ENSG00000116748.21	ENSACAG00000002927.3
OG0010342	ENSG00000126453.9	ENSACAG00000028537.1
OG0010343	ENSG00000153487.12	ENSACAG00000006183.2
OG0010344	ENSG00000102606.18	ENSACAG00000006216.3
OG0010345	ENSG00000196576.15	ENSACAG00000001572.3
OG0010346	ENSG00000130529.16	ENSACAG00000012814.3
OG0010347	ENSG00000048405.10	ENSACAG00000001494.3
OG0010348	ENSG00000170775.3	ENSACAG00000001286.3
OG0010349	ENSG00000134200.4	ENSACAG00000003405.3
OG0010351	ENSG00000116857.17	ENSACAG00000003471.3
OG0010352	ENSG00000057593.13	ENSACAG00000024935.2
OG0010353	ENSG00000126218.12	ENSACAG00000006917.3
OG0010354	ENSG00000126231.14	ENSACAG00000000179.3
OG0010355	ENSG00000159166.15	ENSACAG00000028869.1
OG0010356	ENSG00000159173.19	ENSACAG00000003672.3
OG0010357	ENSG00000185896.11	ENSACAG00000000264.3
OG0010358	ENSG00000139835.14	ENSACAG00000000265.3
OG0010359	ENSG00000134369.15	ENSACAG00000003925.2
OG0010360	ENSG00000184497.13	ENSACAG00000000417.3
OG0010361	ENSG00000142552.8	ENSACAG00000013873.3
OG0010362	ENSG00000126460.11	ENSACAG00000028912.1
OG0010363	ENSG00000176393.11	ENSACAG00000004050.3
OG0010364	ENSG00000106278.12	ENSACAG00000006803.3
OG0010365	ENSG00000126456.16	ENSACAG00000014027.3
OG0010366	ENSG00000002834.18	ENSACAG00000014046.3
OG0010367	ENSG00000170075.9	ENSACAG00000004195.3
OG0010368	ENSG00000196937.11	ENSACAG00000006943.3
OG0010369	ENSG00000204952.3	ENSACAG00000014090.3
OG0010370	ENSG00000283361.2	ENSACAG00000029376.1
OG0010371	ENSG00000130177.16	ENSACAG00000001360.3
OG0010372	ENSG00000100422.14	ENSACAG00000004135.3
OG0010373	ENSG00000075240.17	ENSACAG00000004218.3
OG0010374	ENSG00000121931.16	ENSACAG00000004629.3
OG0010375	ENSG00000198824.7	ENSACAG00000001643.2
OG0010376	ENSG00000122180.5	ENSACAG00000004818.3
OG0010377	ENSG00000135960.10	ENSACAG00000001949.3
OG0010378	ENSG00000181982.18	ENSACAG00000000382.3
OG0010379	ENSG00000109606.13	ENSACAG00000000412.3
OG0010380	ENSG00000134375.11	ENSACAG00000004996.3
OG0010381	ENSG00000109819.9	ENSACAG00000000741.3
OG0010382	ENSG00000163431.13	ENSACAG00000005019.3
OG0010383	ENSG00000198892.6	ENSACAG00000005028.3
OG0010384	ENSG00000115665.9	ENSACAG00000002426.3
OG0010385	ENSG00000183155.5	ENSACAG00000005095.2
OG0010386	ENSG00000115652.14	ENSACAG00000010496.3
OG0010387	ENSG00000119147.10	ENSACAG00000010485.3
OG0010388	ENSG00000135966.13	ENSACAG00000010331.3
OG0010389	ENSG00000075568.17	ENSACAG00000012281.3
OG0010390	ENSG00000125998.8	ENSACAG00000005517.3
OG0010391	ENSG00000109805.10	ENSACAG00000002066.3
OG0010392	ENSG00000125965.9	ENSACAG00000005716.2
OG0010393	ENSG00000126001.16	ENSACAG00000005735.3
OG0010394	ENSG00000047662.5	ENSACAG00000011063.3
OG0010395	ENSG00000206190.12	ENSACAG00000011809.3
OG0010396	ENSG00000186297.12	ENSACAG00000011363.3
OG0010397	ENSG00000214078.12	ENSACAG00000006217.3
OG0010398	ENSG00000244462.8	ENSACAG00000006330.2
OG0010399	ENSG00000285868.1, ENSG00000172568.5	ENSACAG00000012666.1
OG0010400	ENSG00000170471.15	ENSACAG00000006739.3
OG0010401	ENSG00000102218.6	ENSACAG00000012096.3
OG0010402	ENSG00000111203.13	ENSACAG00000015272.3
OG0010403	ENSG00000124177.15	ENSACAG00000006842.2
OG0010404	ENSG00000182378.14	ENSACAG00000011874.3
OG0010405	ENSG00000178605.13	ENSACAG00000011834.3
OG0010406	ENSG00000111206.12	ENSACAG00000015333.3
OG0010407	ENSG00000101342.10	ENSACAG00000007093.3
OG0010408	ENSG00000149639.15	ENSACAG00000007120.3
OG0010409	ENSG00000185960.14	ENSACAG00000006055.3
OG0010410	ENSG00000047621.12	ENSACAG00000009479.3
OG0010411	ENSG00000214717.12	ENSACAG00000023513.2
OG0010412	ENSG00000002586.20	ENSACAG00000029016.1
OG0010413	ENSG00000011105.14	ENSACAG00000009352.3
OG0010414	ENSG00000185652.12	ENSACAG00000009280.3
OG0010415	ENSG00000011201.12	ENSACAG00000000439.3
OG0010416	ENSG00000010278.14	ENSACAG00000002099.2
OG0010417	ENSG00000101850.13	ENSACAG00000000735.3
OG0010418	ENSG00000047644.18	ENSACAG00000000828.3
OG0010419	ENSG00000047648.23	ENSACAG00000001367.3
OG0010420	ENSG00000169933.15	ENSACAG00000001515.3
OG0010421	ENSG00000139083.11	ENSACAG00000004675.3
OG0010422	ENSG00000100991.12	ENSACAG00000008237.3
OG0010423	ENSG00000046647.13	ENSACAG00000001988.3
OG0010424	ENSG00000181544.15	ENSACAG00000010624.3
OG0010425	ENSG00000130150.12	ENSACAG00000010632.3
OG0010426	ENSG00000101400.6	ENSACAG00000008475.3
OG0010427	ENSG00000186951.16	ENSACAG00000004788.2
OG0010428	ENSG00000130638.17	ENSACAG00000014377.3
OG0010429	ENSG00000173230.15	ENSACAG00000002219.3
OG0010430	ENSG00000077942.19	ENSACAG00000014456.2, ENSACAG00000024473.1
OG0010431	ENSG00000128408.9	ENSACAG00000014672.3
OG0010432	ENSG00000077935.17	ENSACAG00000014741.3
OG0010433	ENSG00000056487.16	ENSACAG00000015718.3
OG0010434	ENSG00000130234.11	ENSACAG00000016963.3
OG0010435	ENSG00000186654.21	ENSACAG00000026925.2
OG0010436	ENSG00000101464.10	ENSACAG00000009379.3
OG0010437	ENSG00000198646.14	ENSACAG00000009455.3
OG0010438	ENSG00000131067.17	ENSACAG00000009508.3
OG0010439	ENSG00000118707.10	ENSACAG00000009733.3
OG0010440	ENSG00000169895.6	ENSACAG00000011393.2
OG0010441	ENSG00000217442.4	ENSACAG00000028253.1
OG0010442	ENSG00000159307.19	ENSACAG00000015808.3
OG0010443	ENSG00000188158.15	ENSACAG00000011634.3
OG0010444	ENSG00000008086.13	ENSACAG00000011708.3
OG0010445	ENSG00000102104.9	ENSACAG00000011736.2
OG0010446	ENSG00000081026.19	ENSACAG00000000160.3
OG0010447	ENSG00000101452.15	ENSACAG00000014298.2
OG0010448	ENSG00000173698.18	ENSACAG00000011948.3
OG0010449	ENSG00000101445.10	ENSACAG00000014183.2
OG0010450	ENSG00000186472.20	ENSACAG00000016099.3
OG0010451	ENSG00000101438.4	ENSACAG00000014094.3
OG0010452	ENSG00000170381.14	ENSACAG00000016165.3
OG0010453	ENSG00000147010.18	ENSACAG00000012504.3
OG0010454	ENSG00000075213.11	ENSACAG00000016227.3
OG0010455	ENSG00000124145.6	ENSACAG00000012456.3
OG0010456	ENSG00000124232.11	ENSACAG00000012362.3
OG0010457	ENSG00000124159.15	ENSACAG00000012284.3
OG0010458	ENSG00000124134.9	ENSACAG00000012246.3
OG0010459	ENSG00000185915.5	ENSACAG00000016729.2
OG0010460	ENSG00000091482.8	ENSACAG00000016732.3
OG0010461	ENSG00000012174.12	ENSACAG00000016735.3
OG0010462	ENSG00000065328.16	ENSACAG00000001208.3
OG0010463	ENSG00000102174.9	ENSACAG00000007524.3
OG0010464	ENSG00000123131.13	ENSACAG00000007489.3
OG0010465	ENSG00000064205.10	ENSACAG00000016902.2
OG0010466	ENSG00000174010.9	ENSACAG00000007405.3
OG0010467	ENSG00000132824.14	ENSACAG00000016869.3
OG0010468	ENSG00000124120.11	ENSACAG00000016848.3
OG0010469	ENSG00000101074.4	ENSACAG00000016782.2
OG0010470	ENSG00000197296.6	ENSACAG00000016778.3
OG0010471	ENSG00000149635.3	ENSACAG00000016725.3
OG0010472	ENSG00000158296.14	ENSACAG00000016711.3
OG0010473	ENSG00000064102.15	ENSACAG00000012201.3
OG0010474	ENSG00000197496.6	ENSACAG00000016686.3
OG0010475	ENSG00000111790.14	ENSACAG00000012244.3
OG0010476	ENSG00000064655.19	ENSACAG00000016631.3
OG0010477	ENSG00000004848.8	ENSACAG00000008268.3
OG0010478	ENSG00000152944.9	ENSACAG00000012314.2
OG0010479	ENSG00000198947.15	ENSACAG00000007269.3
OG0010480	ENSG00000157625.15	ENSACAG00000007257.3
OG0010481	ENSG00000124151.19	ENSACAG00000016334.3
OG0010482	ENSG00000120280.6	ENSACAG00000007229.2
OG0010483	ENSG00000169297.8	ENSACAG00000007218.3
OG0010484	ENSG00000196562.14	ENSACAG00000016234.3
OG0010485	ENSG00000047597.7	ENSACAG00000014890.2
OG0010486	ENSG00000165168.8	ENSACAG00000014880.3
OG0010487	ENSG00000101955.15	ENSACAG00000014714.3
OG0010488	ENSG00000182220.15	ENSACAG00000014415.3
OG0010489	ENSG00000124207.17	ENSACAG00000015951.3
OG0010490	ENSG00000180182.11	ENSACAG00000014283.3
OG0010491	ENSG00000158470.5	ENSACAG00000015763.3
OG0010492	ENSG00000187391.21	ENSACAG00000009157.3
OG0010493	ENSG00000158480.11	ENSACAG00000015656.3
OG0010494	ENSG00000006576.16	ENSACAG00000006177.2
OG0010495	ENSG00000124226.11	ENSACAG00000015615.3
OG0010496	ENSG00000188937.5	ENSACAG00000017927.2
OG0010497	ENSG00000135211.6	ENSACAG00000006255.2
OG0010498	ENSG00000127947.16	ENSACAG00000006271.2
OG0010499	ENSG00000240849.11	ENSACAG00000015580.3
OG0010500	ENSG00000087495.17	ENSACAG00000003686.3
OG0010501	ENSG00000132825.7	ENSACAG00000003895.2
OG0010502	ENSG00000196227.11	ENSACAG00000025908.2
OG0010503	ENSG00000124215.17	ENSACAG00000003897.3
OG0010504	ENSG00000149657.20	ENSACAG00000016195.3
OG0010505	ENSG00000184402.15	ENSACAG00000016087.2
OG0010506	ENSG00000130706.13	ENSACAG00000004732.3
OG0010507	ENSG00000277117.5, ENSG00000160223.17	ENSACAG00000017873.3
OG0010508	ENSG00000160218.13	ENSACAG00000017858.3
OG0010509	ENSG00000160216.20	ENSACAG00000017856.3
OG0010510	ENSG00000160207.9	ENSACAG00000017849.3
OG0010511	ENSG00000275993.3, ENSG00000142178.9	ENSACAG00000017841.3
OG0010512	ENSG00000149679.11	ENSACAG00000005032.3
OG0010513	ENSG00000130701.4	ENSACAG00000005062.3
OG0010514	ENSG00000101187.16	ENSACAG00000005096.3
OG0010515	ENSG00000101189.7	ENSACAG00000005153.3
OG0010516	ENSG00000160193.12	ENSACAG00000002741.3
OG0010517	ENSG00000160191.18	ENSACAG00000002778.3
OG0010518	ENSG00000160188.10	ENSACAG00000002948.3
OG0010519	ENSG00000160183.16	ENSACAG00000003022.3
OG0010520	ENSG00000160179.18	ENSACAG00000003056.3
OG0010521	ENSG00000101191.17	ENSACAG00000005462.3
OG0010522	ENSG00000173276.14	ENSACAG00000003185.2
OG0010523	ENSG00000101194.18	ENSACAG00000005516.3
OG0010524	ENSG00000101197.13	ENSACAG00000005573.2
OG0010525	ENSG00000183421.12	ENSACAG00000005401.3
OG0010526	ENSG00000101199.13	ENSACAG00000005584.2
OG0010527	ENSG00000005249.13, ENSG00000284096.2	ENSACAG00000014916.3
OG0010528	ENSG00000183844.17	ENSACAG00000001496.2
OG0010529	ENSG00000182240.16	ENSACAG00000005800.3
OG0010530	ENSG00000105879.12	ENSACAG00000015209.3
OG0010531	ENSG00000157578.13	ENSACAG00000005442.3
OG0010532	ENSG00000182093.16, ENSG00000285815.1	ENSACAG00000005451.3
OG0010533	ENSG00000091140.14	ENSACAG00000015309.3
OG0010534	ENSG00000157557.13	ENSACAG00000009269.3
OG0010535	ENSG00000203883.7	ENSACAG00000006428.3
OG0010536	ENSG00000091136.14	ENSACAG00000004184.3
OG0010537	ENSG00000157554.19	ENSACAG00000009199.3
OG0010538	ENSG00000157551.19	ENSACAG00000009192.2
OG0010539	ENSG00000157542.11	ENSACAG00000009168.2
OG0010540	ENSG00000157540.21	ENSACAG00000009116.3
OG0010541	ENSG00000157538.14	ENSACAG00000009090.3
OG0010542	ENSG00000185808.13	ENSACAG00000008861.2
OG0010543	ENSG00000159267.14	ENSACAG00000008830.3
OG0010544	ENSG00000159263.16	ENSACAG00000008765.3
OG0010545	ENSG00000159259.8	ENSACAG00000012679.3
OG0010546	ENSG00000101150.17	ENSACAG00000003663.3, ENSACAG00000014657.1
OG0010547	ENSG00000139116.18	ENSACAG00000007925.3
OG0010548	ENSG00000159256.13	ENSACAG00000012615.3
OG0010549	ENSG00000159200.18	ENSACAG00000005089.3
OG0010550	ENSG00000276289.4, ENSG00000180509.12	ENSACAG00000005088.2
OG0010551	ENSG00000277277.3, ENSG00000222018.2	ENSACAG00000005087.1
OG0010552	ENSG00000159197.3	ENSACAG00000022923.1
OG0010553	ENSG00000243927.6	ENSACAG00000005071.3
OG0010554	ENSG00000100416.15	ENSACAG00000007720.3
OG0010555	ENSG00000078140.14	ENSACAG00000011290.3
OG0010556	ENSG00000150625.16	ENSACAG00000005690.3
OG0010557	ENSG00000078177.14	ENSACAG00000011734.3
OG0010558	ENSG00000168421.13	ENSACAG00000011782.1
OG0010559	ENSG00000163694.15	ENSACAG00000011833.2
OG0010560	ENSG00000164107.8	ENSACAG00000005500.3
OG0010561	ENSG00000262938.6, ENSG00000205929.11	ENSACAG00000003249.2
OG0010562	ENSG00000159079.19	ENSACAG00000002935.3
OG0010563	ENSG00000132581.10	ENSACAG00000013866.3
OG0010564	ENSG00000166979.13	ENSACAG00000002914.3
OG0010565	ENSG00000159055.4	ENSACAG00000002814.3
OG0010566	ENSG00000258472.9	ENSACAG00000014021.3
OG0010567	ENSG00000109132.7	ENSACAG00000012070.2
OG0010568	ENSG00000156304.15	ENSACAG00000002569.2
OG0010569	ENSG00000109133.13	ENSACAG00000012081.3
OG0010570	ENSG00000142168.14	ENSACAG00000002543.2
