Orthogroup	H_sapiens.pep	N_naja.pep
OG0009751	ENSG00000174953.14	Nana20417-RA
OG0009752	ENSG00000122550.18	Nana21771-RA
OG0009753	ENSG00000169860.7	Nana20409-RA
OG0009754	ENSG00000136235.16	Nana21773-RA
OG0009755	ENSG00000114771.14	Nana20404-RA
OG0009756	ENSG00000170871.12	Nana15503-RA
OG0009757	ENSG00000163646.11	Nana20395-RA
OG0009758	ENSG00000105926.15	Nana21788-RA
OG0009759	ENSG00000173011.12	Nana15506-RA
OG0009760	ENSG00000109519.13	Nana15507-RA
OG0009761	ENSG00000105928.16	Nana21789-RA
OG0009762	ENSG00000184985.16	Nana15509-RA
OG0009763	ENSG00000070882.13	Nana21792-RB
OG0009764	ENSG00000153790.12	Nana21795-RA
OG0009765	ENSG00000050344.9	Nana21810-RA
OG0009766	ENSG00000101463.6	Nana15511-RA
OG0009767	ENSG00000086300.15	Nana21815-RA
OG0009768	ENSG00000114744.9	Nana20379-RA
OG0009769	ENSG00000129810.15	Nana21941-RA
OG0009770	ENSG00000018408.14	Nana20376-RA
OG0009772	ENSG00000183977.14	Nana21936-RA
OG0009773	ENSG00000177663.14	Nana27525-RA
OG0009774	ENSG00000101343.14	Nana15521-RA
OG0009775	ENSG00000163576.18	Nana21933-RA
OG0009776	ENSG00000183960.9	Nana21930-RA
OG0009777	ENSG00000099954.18	Nana27530-RA
OG0009778	ENSG00000188559.15	Nana15525-RA
OG0009779	ENSG00000088970.16	Nana15527-RA
OG0009780	ENSG00000099968.18	Nana27534-RA
OG0009781	ENSG00000154814.14	Nana21907-RA
OG0009783	ENSG00000181744.8	Nana20323-RA
OG0009784	ENSG00000206560.11	Nana21905-RA
OG0009785	ENSG00000243156.9	Nana27538-RA
OG0009786	ENSG00000125813.13	Nana15531-RA
OG0009787	ENSG00000125810.10	Nana15537-RA
OG0009788	ENSG00000169814.15	Nana21904-RA
OG0009789	ENSG00000163710.9	Nana20316-RA
OG0009790	ENSG00000106080.11	Nana21899-RA
OG0009791	ENSG00000136193.17	Nana21898-RA
OG0009792	ENSG00000124275.15	Nana15543-RA
OG0009793	ENSG00000122574.10	Nana21897-RA
OG0009794	ENSG00000144647.6	Nana22084-RA
OG0009795	ENSG00000144649.9	Nana22088-RA
OG0009796	ENSG00000172331.12	Nana27547-RA
OG0009797	ENSG00000175054.16	Nana20314-RC
OG0009798	ENSG00000168032.10	Nana22091-RA
OG0009799	ENSG00000124279.12	Nana15544-RA
OG0009800	ENSG00000106100.11	Nana22095-RA
OG0009801	ENSG00000206562.11	Nana22102-RA
OG0009802	ENSG00000134533.6	Nana27552-RA
OG0009803	ENSG00000131370.16	Nana22106-RA
OG0009804	ENSG00000037474.15	Nana15550-RA
OG0009805	ENSG00000155903.13	Nana20306-RA
OG0009806	ENSG00000177311.11	Nana20305-RA
OG0009807	ENSG00000163053.11	Nana20303-RA
OG0009808	ENSG00000196455.8	Nana22122-RA
OG0009809	ENSG00000153823.18	Nana20297-RA
OG0009810	ENSG00000153820.13	Nana20294-RA
OG0009811	ENSG00000006459.11	Nana27420-RA
OG0009812	ENSG00000123977.10	Nana20293-RA
OG0009813	ENSG00000135900.4	Nana20290-RA
OG0009814	ENSG00000146966.13	Nana27425-RA
OG0009815	ENSG00000034533.11	Nana22127-RA
OG0009816	ENSG00000240303.8	Nana22150-RA
OG0009817	ENSG00000081307.12	Nana22153-RA
OG0009818	ENSG00000144468.17	Nana20285-RA
OG0009819	ENSG00000064393.16	Nana27408-RA
OG0009820	ENSG00000162695.12	Nana14943-RA
OG0009821	ENSG00000059377.17	Nana27401-RA, Nana27402-RA
OG0009822	ENSG00000162694.14	Nana14942-RA
OG0009823	ENSG00000181656.7	Nana14940-RA
OG0009824	ENSG00000137996.12	Nana14938-RA
OG0009825	ENSG00000076242.15	Nana22293-RA
OG0009826	ENSG00000122477.12	Nana14937-RB
OG0009827	ENSG00000036257.13	Nana20264-RA
OG0009828	ENSG00000093167.18	Nana22294-RA
OG0009829	ENSG00000124019.10	Nana20262-RA
OG0009830	ENSG00000111670.16	Nana27396-RA
OG0009831	ENSG00000085449.15	Nana20258-RA
OG0009832	ENSG00000152049.6	Nana20252-RA
OG0009833	ENSG00000185480.11	Nana27392-RA
OG0009834	ENSG00000183395.5	Nana27391-RA
OG0009835	ENSG00000123983.14	Nana20251-RA
OG0009837	ENSG00000171759.10	Nana27389-RA
OG0009838	ENSG00000116120.11	Nana20248-RA
OG0009839	ENSG00000117500.13	Nana14927-RA
OG0009840	ENSG00000122483.17	Nana14926-RA
OG0009841	ENSG00000136011.15	Nana27386-RA
OG0009842	ENSG00000117505.13	Nana14925-RA
OG0009843	ENSG00000122507.21	Nana22364-RA
OG0009844	ENSG00000164619.10	Nana22374-RA
OG0009845	ENSG00000137936.18	Nana14922-RA
OG0009846	ENSG00000164532.11	Nana22386-RA
OG0009847	ENSG00000122557.10	Nana22403-RA
OG0009848	ENSG00000158258.16	Nana20216-RA
OG0009849	ENSG00000114115.10	Nana20209-RA
OG0009850	ENSG00000198691.13	Nana14917-RA
OG0009851	ENSG00000164542.12	Nana22412-RA
OG0009852	ENSG00000120820.12	Nana27381-RA
OG0009853	ENSG00000184432.10	Nana20205-RA
OG0009854	ENSG00000011426.11	Nana22415-RA
OG0009855	ENSG00000111727.12	Nana27380-RA
OG0009857	ENSG00000171310.11	Nana27375-RA
OG0009858	ENSG00000137962.13	Nana14916-RA
OG0009859	ENSG00000106483.12	Nana22430-RA
OG0009860	ENSG00000151131.11	Nana27373-RA
OG0009861	ENSG00000086289.12	Nana22434-RA
OG0009862	ENSG00000078053.17	Nana22443-RA
OG0009863	ENSG00000136044.12	Nana27370-RA
OG0009864	ENSG00000117525.14	Nana14914-RA
OG0009865	ENSG00000006715.16	Nana22444-RA
OG0009866	ENSG00000063660.9	Nana20166-RA
OG0009867	ENSG00000117519.16	Nana14912-RA
OG0009868	ENSG00000136026.14	Nana27367-RA
OG0009869	ENSG00000144504.15	Nana20165-RA
OG0009870	ENSG00000172339.10	Nana14911-RA
OG0009871	ENSG00000172478.18	Nana20163-RA
OG0009872	ENSG00000013503.10	Nana27363-RA
OG0009873	ENSG00000122481.17	Nana14908-RA
OG0009874	ENSG00000111783.12	Nana27362-RA
OG0009875	ENSG00000122641.11	Nana22483-RA
OG0009876	ENSG00000115020.17	Nana03089-RA
OG0009877	ENSG00000111785.20	Nana27361-RA
OG0009878	ENSG00000106571.14	Nana22494-RA
OG0009879	ENSG00000120832.10	Nana27359-RA
OG0009880	ENSG00000136197.12	Nana22513-RA
OG0009881	ENSG00000197381.16	Nana02962-RA
OG0009882	ENSG00000110851.12	Nana27354-RA
OG0009883	ENSG00000188641.14	Nana14894-RA
OG0009884	ENSG00000164543.7	Nana22522-RA
OG0009885	ENSG00000132436.11	Nana22527-RA
OG0009886	ENSG00000106605.11	Nana22528-RA
OG0009887	ENSG00000117600.12	Nana14877-RA
OG0009888	ENSG00000100225.18	Nana27349-RA
OG0009889	ENSG00000006607.14	Nana20151-RA, Nana20151-RB
OG0009890	ENSG00000154511.12	Nana14872-RA
OG0009891	ENSG00000100297.16	Nana27338-RA
OG0009892	ENSG00000176720.6	Nana20147-RA
OG0009893	ENSG00000100302.7	Nana27337-RA
OG0009894	ENSG00000168393.13	Nana20143-RA
OG0009895	ENSG00000180902.18	Nana20141-RA
OG0009896	ENSG00000273331.1, ENSG00000145107.15	Nana20137-RA
OG0009897	ENSG00000174842.17	Nana14867-RA
OG0009898	ENSG00000182512.5	Nana22584-RA
OG0009899	ENSG00000163960.12	Nana20136-RA
OG0009900	ENSG00000203910.9	Nana14865-RA
OG0009901	ENSG00000185798.8	Nana20133-RA
OG0009902	ENSG00000174013.8	Nana20132-RA
OG0009903	ENSG00000174004.6	Nana20131-RA
OG0009904	ENSG00000174007.8	Nana20130-RA
OG0009905	ENSG00000069702.11	Nana14860-RA
OG0009906	ENSG00000162669.16	Nana14858-RA
OG0009907	ENSG00000188730.5	Nana22644-RA
OG0009908	ENSG00000122482.21	Nana14856-RA
OG0009909	ENSG00000162664.17	Nana14850-RA
OG0009910	ENSG00000185811.19	Nana22649-RA
OG0009911	ENSG00000171492.14	Nana14848-RA
OG0009912	ENSG00000171488.15	Nana14845-RA
OG0009913	ENSG00000137947.12	Nana14842-RA
OG0009914	ENSG00000163785.12	Nana20120-RA
OG0009915	ENSG00000114019.14	Nana20118-RA
OG0009916	ENSG00000180104.16	Nana22660-RA
OG0009917	ENSG00000158163.15	Nana20103-RA
OG0009918	ENSG00000100360.15	Nana27325-RA
OG0009919	ENSG00000097033.14	Nana14831-RA
OG0009920	ENSG00000066405.13	Nana20102-RA
OG0009921	ENSG00000213139.8	Nana20092-RA
OG0009922	ENSG00000090520.11	Nana20090-RA
OG0009923	ENSG00000023318.8	Nana22668-RA
OG0009924	ENSG00000106803.10	Nana22671-RA
OG0009925	ENSG00000119523.10	Nana22672-RA
OG0009926	ENSG00000100385.14	Nana27318-RA, Nana27318-RB
OG0009927	ENSG00000122707.12	Nana22675-RA
OG0009928	ENSG00000166897.15	Nana27312-RA
OG0009929	ENSG00000184787.19	Nana20082-RA
OG0009931	ENSG00000066230.12, ENSG00000281861.1	Nana22685-RA
OG0009932	ENSG00000244405.8	Nana20073-RA
OG0009933	ENSG00000116675.16	Nana14666-RA
OG0009934	ENSG00000184949.16	Nana27274-RA
OG0009935	ENSG00000100221.10	Nana27271-RA
OG0009936	ENSG00000091483.6	Nana22693-RA
OG0009937	ENSG00000100226.16	Nana27270-RA
OG0009938	ENSG00000162434.13	Nana14662-RA
OG0009939	ENSG00000086065.14	Nana22692-RA
OG0009940	ENSG00000198783.6	Nana22690-RA
OG0009941	ENSG00000073803.14	Nana20062-RA
OG0009942	ENSG00000113790.11	Nana20061-RA
OG0009943	ENSG00000158966.16	Nana14659-RA
OG0009944	ENSG00000156931.15	Nana20058-RA
OG0009945	ENSG00000100307.13	Nana27264-RA
OG0009946	ENSG00000177414.13	Nana14656-RA
OG0009947	ENSG00000185483.12	Nana14655-RA
OG0009948	ENSG00000100311.17	Nana27263-RA
OG0009949	ENSG00000168917.9	Nana20056-RA
OG0009950	ENSG00000114054.14	Nana20054-RA
OG0009951	ENSG00000260230.3	Nana22687-RA
OG0009952	ENSG00000128268.12	Nana27257-RA
OG0009953	ENSG00000100335.15	Nana27256-RA
OG0009954	ENSG00000145241.11	Nana22720-RA
OG0009955	ENSG00000033178.13	Nana22722-RA
OG0009956	ENSG00000100346.18	Nana27250-RA
OG0009957	ENSG00000133477.17	Nana27245-RA
OG0009958	ENSG00000132855.5	Nana14625-RA
OG0009959	ENSG00000162607.13	Nana14622-RA
OG0009960	ENSG00000132854.19	Nana14620-RA
OG0009961	ENSG00000132849.20	Nana14616-RA
OG0009962	ENSG00000100359.21	Nana27239-RA
OG0009963	ENSG00000104613.12	Nana22763-RA
OG0009964	ENSG00000147408.14	Nana22764-RA
OG0009965	ENSG00000168427.9	Nana20030-RA
OG0009966	ENSG00000134709.12	Nana14593-RA
OG0009967	ENSG00000100387.9	Nana27232-RA
OG0009968	ENSG00000172456.17	Nana14589-RA
OG0009969	ENSG00000162600.12	Nana14580-RA
OG0009970	ENSG00000138757.14	Nana22770-RA
OG0009971	ENSG00000021852.13	Nana14572-RA
OG0009972	ENSG00000100395.15	Nana27227-RA
OG0009973	ENSG00000157131.11	Nana14570-RA
OG0009974	ENSG00000169116.11	Nana22778-RA
OG0009975	ENSG00000115474.7	Nana20021-RA
OG0009976	ENSG00000162409.11	Nana14567-RA
OG0009977	ENSG00000162407.9	Nana14566-RA
OG0009978	ENSG00000066248.15	Nana20015-RA
OG0009979	ENSG00000172071.14	Nana22788-RA
OG0009980	ENSG00000100410.8	Nana27220-RA
OG0009981	ENSG00000162399.9	Nana14562-RA
OG0009982	ENSG00000163626.16	Nana22790-RA
OG0009983	ENSG00000116133.13	Nana14557-RA
OG0009984	ENSG00000172346.15	Nana27218-RA
OG0009985	ENSG00000100417.12	Nana27217-RA
OG0009986	ENSG00000153140.8	Nana12085-RA
OG0009987	ENSG00000162396.6	Nana14553-RA
OG0009988	ENSG00000163738.18	Nana22804-RA
OG0009989	ENSG00000198911.12	Nana27209-RA
OG0009990	ENSG00000124882.4	Nana22807-RA
OG0009991	ENSG00000109321.11	Nana22811-RA
OG0009992	ENSG00000153561.13	Nana22814-RA
OG0009993	ENSG00000215883.10	Nana38037-RA, Nana39132-RA
OG0009994	ENSG00000068615.18	Nana22818-RA
OG0009995	ENSG00000132313.15	Nana22821-RA
OG0009996	ENSG00000116205.14	Nana14541-RA
OG0009997	ENSG00000132300.19	Nana22823-RA
OG0009998	ENSG00000116212.15	Nana14538-RA
OG0009999	ENSG00000068654.16	Nana22824-RA
OG0010000	ENSG00000013583.10	Nana27160-RA
OG0010001	ENSG00000144230.16	Nana20000-RA
OG0010002	ENSG00000136709.12	Nana19996-RA
OG0010003	ENSG00000213782.7	Nana27156-RA
OG0010004	ENSG00000134243.12	Nana14304-RA
OG0010005	ENSG00000144231.11	Nana19995-RA
OG0010007	ENSG00000136715.18	Nana19993-RA
OG0010009	ENSG00000198909.7	Nana22831-RA
OG0010010	ENSG00000139055.7	Nana27142-RA
OG0010011	ENSG00000173826.14	Nana22833-RA
OG0010012	ENSG00000152102.18	Nana19984-RA
OG0010013	ENSG00000116337.19	Nana14315-RA
OG0010014	ENSG00000146857.4	Nana27133-RA
OG0010015	ENSG00000172578.12	Nana19977-RA
OG0010016	ENSG00000114796.16	Nana19976-RA
OG0010017	ENSG00000170921.15	Nana22838-RA
OG0010018	ENSG00000155561.15	Nana27118-RA
OG0010019	ENSG00000188542.9	Nana19972-RA
OG0010020	ENSG00000011028.14	Nana22848-RA
OG0010021	ENSG00000119977.21	Nana19969-RA
OG0010022	ENSG00000198758.10	Nana14318-RA
OG0010023	ENSG00000184371.14	Nana14319-RA
OG0010024	ENSG00000067596.12	Nana22850-RA
OG0010025	ENSG00000120054.12	Nana19967-RA
OG0010026	ENSG00000107554.17	Nana19964-RA
OG0010027	ENSG00000023839.12	Nana19963-RD
OG0010028	ENSG00000151572.18	Nana27112-RA
OG0010029	ENSG00000198018.7	Nana19959-RA
OG0010030	ENSG00000155287.11	Nana19958-RA
OG0010031	ENSG00000139354.11	Nana27109-RA
OG0010032	ENSG00000184451.5	Nana22857-RA
OG0010033	ENSG00000197106.7	Nana14322-RA
OG0010034	ENSG00000012504.15	Nana27107-RA
OG0010035	ENSG00000120053.12	Nana19956-RA
OG0010036	ENSG00000108797.12	Nana22859-RA
OG0010037	ENSG00000116396.14	Nana14324-RA
OG0010038	ENSG00000119946.11	Nana19955-RA
OG0010039	ENSG00000179520.11	Nana27106-RA
OG0010040	ENSG00000172987.12	Nana19952-RA
OG0010041	ENSG00000108799.13	Nana22860-RA
OG0010042	ENSG00000111647.13	Nana27103-RA
OG0010043	ENSG00000143105.7	Nana14331-RA
OG0010044	ENSG00000131475.7	Nana22875-RA
OG0010045	ENSG00000166024.13	Nana19946-RA
OG0010046	ENSG00000095713.14	Nana19944-RA
OG0010047	ENSG00000120868.13	Nana27093-RA
OG0010048	ENSG00000243710.7	Nana14340-RA
OG0010049	ENSG00000253313.6	Nana14342-RA
OG0010050	ENSG00000119986.7	Nana19939-RA
OG0010051	ENSG00000171160.18	Nana19937-RA
OG0010052	ENSG00000139350.11	Nana27086-RA
OG0010053	ENSG00000107815.10	Nana19842-RA
OG0010054	ENSG00000055950.16	Nana19841-RA
OG0010055	ENSG00000095539.15	Nana19840-RB
OG0010056	ENSG00000198863.7	Nana22887-RA
OG0010057	ENSG00000159479.17	Nana14347-RA
OG0010058	ENSG00000068079.7	Nana22890-RA
OG0010059	ENSG00000108828.16	Nana22891-RA
OG0010060	ENSG00000012048.23	Nana22896-RA
OG0010061	ENSG00000107882.11	Nana19830-RA
OG0010062	ENSG00000084110.11	Nana27080-RA
OG0010063	ENSG00000156398.13	Nana19821-RA
OG0010065	ENSG00000139344.8	Nana27079-RA
OG0010066	ENSG00000111142.14	Nana27072-RA
OG0010068	ENSG00000148835.11	Nana19807-RA
OG0010069	ENSG00000148843.15	Nana19805-RA
OG0010070	ENSG00000120798.17	Nana27070-RB
OG0010071	ENSG00000066135.13	Nana14363-RB
OG0010072	ENSG00000107954.10	Nana19791-RA
OG0010073	ENSG00000107960.11	Nana19786-RA
OG0010074	ENSG00000065613.15	Nana19785-RA
OG0010075	ENSG00000136040.9	Nana27065-RA
OG0010076	ENSG00000132768.14	Nana14370-RA
OG0010077	ENSG00000065618.21	Nana19783-RA
OG0010078	ENSG00000120833.14	Nana27063-RA
OG0010079	ENSG00000073670.14	Nana22923-RA
OG0010080	ENSG00000117411.16	Nana14372-RA
OG0010081	ENSG00000196517.12	Nana14376-RA
OG0010082	ENSG00000102189.17	Nana27059-RA
OG0010083	ENSG00000197748.13	Nana19781-RA
OG0010084	ENSG00000178028.14	Nana14381-RA
OG0010085	ENSG00000011465.17	Nana27054-RA
OG0010086	ENSG00000139329.5	Nana27053-RA
OG0010087	ENSG00000148841.17	Nana19778-RA
OG0010088	ENSG00000120051.15	Nana19777-RA
OG0010089	ENSG00000126106.14	Nana14392-RA
OG0010090	ENSG00000198520.12	Nana14393-RA
OG0010091	ENSG00000161682.15	Nana22935-RA
OG0010092	ENSG00000159588.15	Nana14395-RA
OG0010093	ENSG00000139318.8	Nana27039-RA
OG0010094	ENSG00000138166.6	Nana19742-RA
OG0010095	ENSG00000132763.15	Nana14408-RA
OG0010096	ENSG00000186185.14	Nana22943-RA
OG0010097	ENSG00000172992.12	Nana22947-RA
OG0010098	ENSG00000198774.5	Nana27019-RA
OG0010099	ENSG00000180318.4	Nana27015-RA
OG0010100	ENSG00000072041.17	Nana27011-RA
OG0010101	ENSG00000179104.9	Nana27007-RA
OG0010102	ENSG00000117425.14	Nana14413-RA
OG0010103	ENSG00000127720.8	Nana27003-RA
OG0010104	ENSG00000222009.8	Nana14418-RA
OG0010105	ENSG00000173846.13	Nana14421-RA
OG0010106	ENSG00000006062.17	Nana22959-RA
OG0010107	ENSG00000108061.11	Nana19726-RA
OG0010108	ENSG00000184922.14	Nana22960-RA
OG0010109	ENSG00000111058.8	Nana26998-RA
OG0010110	ENSG00000111049.4	Nana26996-RA
OG0010111	ENSG00000111046.4	Nana26994-RA
OG0010112	ENSG00000159592.11	Nana14425-RA
OG0010113	ENSG00000139304.16	Nana26992-RA
OG0010114	ENSG00000197429.11	Nana14427-RA
OG0010115	ENSG00000179673.5	Nana22971-RA
OG0010116	ENSG00000058272.19	Nana26985-RA
OG0010117	ENSG00000122863.6	Nana19182-RA
OG0010118	ENSG00000042286.15	Nana19180-RA
OG0010119	ENSG00000177425.11	Nana26982-RA, Nana26984-RA
OG0010120	ENSG00000171357.6	Nana14440-RA
OG0010121	ENSG00000099284.14	Nana19179-RA
OG0010122	ENSG00000132128.16	Nana14443-RA
OG0010123	ENSG00000197467.15	Nana19177-RA
OG0010125	ENSG00000153233.13	Nana26925-RA
OG0010126	ENSG00000127804.13	Nana22981-RA
OG0010127	ENSG00000187595.16	Nana22982-RA
OG0010128	ENSG00000166228.9	Nana19204-RA
OG0010129	ENSG00000127324.9	Nana26926-RA
OG0010130	ENSG00000166224.17	Nana19205-RA
OG0010131	ENSG00000139292.13	Nana26928-RA
OG0010132	ENSG00000173786.17	Nana22985-RA
OG0010133	ENSG00000204815.10	Nana22987-RA
OG0010134	ENSG00000107719.9	Nana19214-RA
OG0010135	ENSG00000148730.7	Nana19215-RA
OG0010137	ENSG00000139287.13	Nana26933-RA
OG0010138	ENSG00000141698.17	Nana23001-RA
OG0010139	ENSG00000125319.14	Nana23003-RA
OG0010140	ENSG00000168591.16	Nana23005-RA, Nana23005-RB
OG0010141	ENSG00000138303.18	Nana19225-RA
OG0010142	ENSG00000166295.9	Nana19228-RA
OG0010143	ENSG00000168209.5	Nana19230-RA
OG0010144	ENSG00000138315.13	Nana19238-RA
OG0010145	ENSG00000091039.17	Nana26956-RA
OG0010146	ENSG00000117862.13	Nana14507-RA
OG0010147	ENSG00000165891.16	Nana26961-RA
OG0010148	ENSG00000067798.16	Nana26970-RA
OG0010149	ENSG00000134748.13	Nana14511-RA
OG0010150	ENSG00000152785.7	Nana17640-RA
OG0010151	ENSG00000188916.9	Nana19501-RA
OG0010152	ENSG00000138669.9	Nana17641-RA
OG0010153	ENSG00000180745.5	Nana19495-RA
OG0010154	ENSG00000148773.14	Nana19493-RA
OG0010155	ENSG00000182183.15	Nana14515-RA
OG0010156	ENSG00000162377.6	Nana14516-RA
OG0010158	ENSG00000116171.18	Nana14519-RA
OG0010159	ENSG00000167258.14	Nana23031-RA
OG0010160	ENSG00000174348.14	Nana14520-RA
OG0010161	ENSG00000162383.12	Nana14521-RA
OG0010162	ENSG00000138663.9	Nana17658-RA
OG0010163	ENSG00000131748.16	Nana23038-RA
OG0010164	ENSG00000173085.14	Nana17664-RA
OG0010165	ENSG00000141744.4	Nana23041-RA
OG0010166	ENSG00000173083.15	Nana17665-RA
OG0010167	ENSG00000157193.18	Nana14526-RA
OG0010168	ENSG00000141736.13	Nana23044-RA
OG0010169	ENSG00000138678.11	Nana17670-RA
OG0010170	ENSG00000141741.12	Nana23045-RA
OG0010171	ENSG00000081870.11	Nana14537-RA
OG0010172	ENSG00000162873.14	Nana14138-RA
OG0010173	ENSG00000163545.10	Nana14139-RA
OG0010174	ENSG00000163624.6	Nana17676-RA
OG0010175	ENSG00000141738.14	Nana23047-RA, Nana23047-RB
OG0010176	ENSG00000133069.17	Nana14143-RA
OG0010177	ENSG00000133059.17	Nana14147-RA
OG0010178	ENSG00000163625.15	Nana17677-RA
OG0010179	ENSG00000171811.14	Nana19428-RA
OG0010180	ENSG00000108344.15	Nana23058-RA
OG0010181	ENSG00000108342.12	Nana23059-RA
OG0010182	ENSG00000184144.12	Nana14149-RA
OG0010183	ENSG00000008838.20	Nana23060-RA
OG0010184	ENSG00000179988.14	Nana19572-RA
OG0010185	ENSG00000163531.15	Nana14151-RA
OG0010186	ENSG00000163629.13	Nana17693-RA
OG0010187	ENSG00000126368.6	Nana23063-RA
OG0010188	ENSG00000188816.3	Nana19553-RA
OG0010189	ENSG00000172493.21	Nana17696-RA
OG0010190	ENSG00000108349.17	Nana23065-RA
OG0010191	ENSG00000108352.12	Nana23068-RA
OG0010192	ENSG00000145332.14	Nana17697-RA
OG0010193	ENSG00000182022.18	Nana19542-RA, Nana19541-RA
OG0010194	ENSG00000143850.16	Nana14163-RA
OG0010195	ENSG00000229544.9	Nana19536-RA
OG0010196	ENSG00000107902.14	Nana19535-RA
OG0010197	ENSG00000143839.15	Nana14166-RA
OG0010198	ENSG00000165660.8	Nana19530-RA
OG0010199	ENSG00000143842.15	Nana14169-RA
OG0010200	ENSG00000029559.7	Nana17712-RA
OG0010201	ENSG00000019995.6	Nana19524-RA
OG0010202	ENSG00000141753.7	Nana23080-RA
OG0010203	ENSG00000126353.3	Nana23082-RA
OG0010204	ENSG00000107938.18	Nana19515-RA
OG0010205	ENSG00000107949.17	Nana19513-RA
OG0010206	ENSG00000163644.15	Nana17720-RA
OG0010207	ENSG00000122176.12	Nana14179-RA
OG0010208	ENSG00000263309.6, ENSG00000108244.17	Nana23091-RA
OG0010209	ENSG00000145337.5	Nana17725-RA
OG0010210	ENSG00000185477.5	Nana17731-RA
OG0010211	ENSG00000138722.10	Nana17738-RA, Nana17735-RA
OG0010212	ENSG00000184305.15	Nana17740-RA
OG0010213	ENSG00000107669.17	Nana19591-RB
OG0010214	ENSG00000137413.16	Nana14184-RB
OG0010215	ENSG00000112578.10	Nana14186-RA
OG0010216	ENSG00000107651.13	Nana19599-RA
OG0010217	ENSG00000138696.11	Nana17766-RA
OG0010218	ENSG00000108604.16	Nana23124-RA
OG0010219	ENSG00000087191.13	Nana23125-RB
OG0010220	ENSG00000108592.17	Nana23126-RA
OG0010221	ENSG00000174099.11	Nana26790-RA
OG0010222	ENSG00000174106.3	Nana26792-RA
OG0010223	ENSG00000156076.10	Nana26795-RA
OG0010224	ENSG00000148908.15	Nana19604-RA
OG0010225	ENSG00000108684.14	Nana23129-RA
OG0010226	ENSG00000112039.5	Nana14210-RA
OG0010227	ENSG00000023516.9	Nana26630-RA
OG0010228	ENSG00000153179.13	Nana26801-RA
OG0010229	ENSG00000102763.18	Nana26767-RA
OG0010230	ENSG00000064999.15	Nana14220-RA
OG0010231	ENSG00000174206.12	Nana26807-RA
OG0010232	ENSG00000065060.17	Nana14223-RA, Nana14223-RB
OG0010233	ENSG00000196935.9	Nana26808-RA
OG0010234	ENSG00000120690.16	Nana26617-RA
OG0010235	ENSG00000089558.9	Nana23149-RA
OG0010236	ENSG00000124664.11	Nana14228-RA
OG0010237	ENSG00000166148.3	Nana26812-RA
OG0010238	ENSG00000124507.11	Nana14230-RA
OG0010239	ENSG00000272325.2	Nana14232-RA, Nana14232-RC
OG0010241	ENSG00000118946.12	Nana26577-RA
OG0010242	ENSG00000108784.10	Nana23152-RA
OG0010243	ENSG00000161904.12	Nana14240-RA
OG0010244	ENSG00000135655.16	Nana26818-RA
OG0010245	ENSG00000137288.10	Nana14243-RA
OG0010246	ENSG00000096433.11	Nana14244-RA, Nana14244-RC
OG0010247	ENSG00000083544.15	Nana26557-RA
OG0010248	ENSG00000275832.5, ENSG00000273780.2	Nana23166-RA
OG0010249	ENSG00000139263.11	Nana26844-RB, Nana26844-RA
OG0010250	ENSG00000139211.6	Nana26853-RA
OG0010251	ENSG00000139209.16	Nana26860-RA
OG0010252	ENSG00000124596.17	Nana14248-RA
OG0010253	ENSG00000080166.16	Nana26361-RA
OG0010254	ENSG00000134294.14	Nana26870-RA
OG0010255	ENSG00000152749.8	Nana26357-RA
OG0010256	ENSG00000073861.3	Nana23183-RA
OG0010257	ENSG00000112081.17	Nana14254-RA
OG0010258	ENSG00000006025.12	Nana23184-RA, Nana23184-RB
OG0010259	ENSG00000189079.17	Nana26876-RA
OG0010260	ENSG00000164530.15	Nana14259-RA
OG0010261	ENSG00000137409.19	Nana14260-RA
OG0010262	ENSG00000141295.14	Nana23187-RA
OG0010263	ENSG00000007062.11	Nana18739-RA
OG0010264	ENSG00000189120.5	Nana23188-RA
OG0010265	ENSG00000108439.10	Nana23192-RA
OG0010266	ENSG00000167183.3	Nana23193-RA
OG0010267	ENSG00000134874.17	Nana26332-RA
OG0010268	ENSG00000120094.9	Nana23205-RA
OG0010269	ENSG00000173917.10	Nana23206-RA
OG0010270	ENSG00000120075.5	Nana23211-RA
OG0010271	ENSG00000139174.12	Nana26894-RA
OG0010272	ENSG00000005810.18	Nana26437-RA
OG0010273	ENSG00000159202.18	Nana23226-RB
OG0010274	ENSG00000151233.11	Nana26900-RA
OG0010275	ENSG00000102794.10	Nana26447-RA
OG0010276	ENSG00000018236.15	Nana29696-RA
OG0010277	ENSG00000116852.14	Nana14287-RA
OG0010278	ENSG00000136111.14	Nana26461-RA
OG0010279	ENSG00000118922.17	Nana39435-RA
OG0010280	ENSG00000083535.16	Nana26477-RA
OG0010281	ENSG00000064300.9	Nana23240-RA
OG0010282	ENSG00000083520.15	Nana26478-RA
OG0010283	ENSG00000121073.15	Nana23244-RA
OG0010284	ENSG00000163362.11	Nana14288-RA
OG0010285	ENSG00000091129.21	Nana29701-RA
OG0010287	ENSG00000179902.12	Nana14291-RA, Nana14291-RB
OG0010288	ENSG00000165300.7	Nana26390-RA, Nana26389-RA
OG0010289	ENSG00000184564.11	Nana26397-RA
OG0010290	ENSG00000178235.7	Nana26404-RA
OG0010291	ENSG00000132182.12	Nana08425-RA
OG0010292	ENSG00000031698.13	Nana14294-RA
OG0010293	ENSG00000136158.12	Nana26421-RA
OG0010294	ENSG00000173114.13	Nana29706-RA
