Orthogroup	H_sapiens.pep	M_musculus.pep
OG0013581	ENSG00000239457.6, ENSG00000243612.5, ENSG00000241386.6, ENSG00000241106.8, ENSG00000243496.6, ENSG00000241910.5	ENSMUSG00000041538.16
OG0013582	ENSG00000175619.3	ENSMUSG00000075066.7, ENSMUSG00000075065.5, ENSMUSG00000080809.3, ENSMUSG00000075061.2, ENSMUSG00000075063.2, ENSMUSG00000075062.4
OG0013583	ENSG00000172208.6	ENSMUSG00000084336.2, ENSMUSG00000059910.4, ENSMUSG00000075067.4, ENSMUSG00000082980.5, ENSMUSG00000089859.5, ENSMUSG00000075064.5
OG0013584	ENSG00000011600.12	ENSMUSG00000030579.10
OG0013609	ENSG00000128645.15	ENSMUSG00000042448.5
OG0013610	ENSG00000165832.6	ENSMUSG00000025086.13
OG0013611	ENSG00000145975.15	ENSMUSG00000021414.8
OG0013612	ENSG00000185689.16	ENSMUSG00000021415.13
OG0013613	ENSG00000173093.13	ENSMUSG00000043036.13
OG0013615	ENSG00000136367.14	ENSMUSG00000040721.9
OG0013617	ENSG00000107175.12	ENSMUSG00000028466.15
OG0013618	ENSG00000182557.8	ENSMUSG00000020798.14
OG0013619	ENSG00000124205.18	ENSMUSG00000027524.9
OG0013620	ENSG00000163141.20	ENSMUSG00000028115.16
OG0013621	ENSG00000110876.9	ENSMUSG00000048163.13
OG0013622	ENSG00000092096.16	ENSMUSG00000022199.12
OG0013623	ENSG00000133105.8	ENSMUSG00000053368.13
OG0013625	ENSG00000183150.8	ENSMUSG00000032641.18
OG0013626	ENSG00000176125.6	ENSMUSG00000051502.7
OG0013627	ENSG00000122679.8	ENSMUSG00000041046.7
OG0013628	ENSG00000164916.11	ENSMUSG00000056493.9
OG0013629	ENSG00000189233.12	ENSMUSG00000061356.13
OG0013630	ENSG00000157927.17	ENSMUSG00000029576.17
OG0013631	ENSG00000136297.14	ENSMUSG00000039533.8
OG0013632	ENSG00000140955.10	ENSMUSG00000024266.8
OG0013634	ENSG00000232125.4	ENSMUSG00000069085.5
OG0013635	ENSG00000146555.19	ENSMUSG00000039683.16
OG0013637	ENSG00000116584.20	ENSMUSG00000028059.16
OG0013638	ENSG00000166152.4	ENSMUSG00000069971.5
OG0013639	ENSG00000166359.11	ENSMUSG00000118454.1
OG0013640	ENSG00000183230.17	ENSMUSG00000060843.11
OG0013641	ENSG00000118156.12	ENSMUSG00000078796.4
OG0013642	ENSG00000160396.9	ENSMUSG00000040424.15
OG0013644	ENSG00000183571.11	ENSMUSG00000030553.3
OG0013645	ENSG00000274386.5	ENSMUSG00000028642.7
OG0013646	ENSG00000077312.9	ENSMUSG00000061479.15
OG0013648	ENSG00000132801.7	ENSMUSG00000045822.4
OG0013649	ENSG00000136828.19	ENSMUSG00000038831.16
OG0013650	ENSG00000152705.8	ENSMUSG00000021499.12
OG0013651	ENSG00000171224.9	ENSMUSG00000020083.13
OG0013652	ENSG00000198837.10	ENSMUSG00000042404.16
OG0013653	ENSG00000175115.12	ENSMUSG00000024855.10
OG0013656	ENSG00000142252.11	ENSMUSG00000044709.6
OG0013657	ENSG00000068438.15	ENSMUSG00000031171.11
OG0013658	ENSG00000167468.17	ENSMUSG00000075706.10
OG0013659	ENSG00000127663.15	ENSMUSG00000024201.12
OG0013660	ENSG00000167601.12	ENSMUSG00000002602.16
OG0013661	ENSG00000140406.4	ENSMUSG00000070462.4
OG0013663	ENSG00000068308.13	ENSMUSG00000031154.15
OG0013665	ENSG00000177191.2	ENSMUSG00000059479.7
OG0013666	ENSG00000102100.16	ENSMUSG00000031156.18
OG0013667	ENSG00000142538.2	ENSMUSG00000038300.6
OG0013668	ENSG00000169871.13	ENSMUSG00000043279.9
OG0013669	ENSG00000138813.10	ENSMUSG00000012042.9
OG0013670	ENSG00000257594.4, ENSG00000259075.6	ENSMUSG00000090035.3
OG0013671	ENSG00000180096.12	ENSMUSG00000000486.13
OG0013672	ENSG00000197826.11	ENSMUSG00000057816.7
OG0013674	ENSG00000180089.6	ENSMUSG00000045282.7
OG0013675	ENSG00000197532.2	ENSMUSG00000066671.4
OG0013677	ENSG00000176887.7	ENSMUSG00000063632.6
OG0013678	ENSG00000160685.13	ENSMUSG00000028042.15
OG0013679	ENSG00000167104.11	ENSMUSG00000068009.11
OG0013681	ENSG00000162729.14	ENSMUSG00000038034.15
OG0013682	ENSG00000214827.11	ENSMUSG00000031200.16
OG0013683	ENSG00000173421.17	ENSMUSG00000047220.5
OG0013684	ENSG00000170236.16	ENSMUSG00000027364.14
OG0013685	ENSG00000105707.14	ENSMUSG00000001249.14
OG0013686	ENSG00000166262.16	ENSMUSG00000027209.17
OG0013687	ENSG00000204128.6	ENSMUSG00000026227.11
OG0013688	ENSG00000105668.7	ENSMUSG00000006313.5
OG0013689	ENSG00000166947.14	ENSMUSG00000023216.13
OG0013690	ENSG00000167595.15	ENSMUSG00000036864.16
OG0013691	ENSG00000004776.13	ENSMUSG00000036854.14
OG0013692	ENSG00000197136.4	ENSMUSG00000054874.12
OG0013693	ENSG00000163121.10	ENSMUSG00000047180.8
OG0013694	ENSG00000149735.7	ENSMUSG00000024784.13, ENSMUSG00000107297.3
OG0013696	ENSG00000100439.10	ENSMUSG00000040997.13
OG0013697	ENSG00000283934.3, ENSG00000140749.9	ENSMUSG00000035004.3
OG0013698	ENSG00000168061.16	ENSMUSG00000024790.8
OG0013699	ENSG00000284701.1	ENSMUSG00000037689.6
OG0013700	ENSG00000019102.12	ENSMUSG00000001943.8
OG0013701	ENSG00000139908.15, ENSG00000285140.2	ENSMUSG00000007591.15
OG0013702	ENSG00000157999.6	ENSMUSG00000029607.14
OG0013703	ENSG00000129255.16	ENSMUSG00000018761.14
OG0013704	ENSG00000134594.5	ENSMUSG00000031104.2
OG0013705	ENSG00000011478.12	ENSMUSG00000030407.2
OG0013706	ENSG00000120885.22	ENSMUSG00000022037.15
OG0013707	ENSG00000172361.6	ENSMUSG00000035394.11
OG0013708	ENSG00000069399.15	ENSMUSG00000053175.17
OG0013709	ENSG00000189367.15	ENSMUSG00000004360.9
OG0013710	ENSG00000141642.9	ENSMUSG00000036941.2
OG0013711	ENSG00000187513.9	ENSMUSG00000050234.7
OG0013712	ENSG00000140682.19	ENSMUSG00000030782.16
OG0013713	ENSG00000185519.9	ENSMUSG00000006218.4
OG0013716	ENSG00000124092.12	ENSMUSG00000070495.11
OG0013717	ENSG00000124089.4	ENSMUSG00000038537.1
OG0013718	ENSG00000179772.8	ENSMUSG00000074676.2
OG0013722	ENSG00000167779.9	ENSMUSG00000023046.6
OG0013723	ENSG00000173585.16	ENSMUSG00000029530.16
OG0013724	ENSG00000172215.6	ENSMUSG00000048521.8
OG0013725	ENSG00000105141.6	ENSMUSG00000005355.9
OG0013726	ENSG00000168329.13	ENSMUSG00000052336.7
OG0013727	ENSG00000183813.7	ENSMUSG00000047898.7
OG0013728	ENSG00000187808.5	ENSMUSG00000044400.1
OG0013730	ENSG00000213965.3	ENSMUSG00000034875.5
OG0013731	ENSG00000137648.18	ENSMUSG00000032091.15
OG0013732	ENSG00000158050.5	ENSMUSG00000027368.6
OG0013733	ENSG00000170801.10	ENSMUSG00000029096.15
OG0013734	ENSG00000130193.8	ENSMUSG00000056665.2
OG0013735	ENSG00000176383.9	ENSMUSG00000029431.5
OG0013739	ENSG00000142698.15	ENSMUSG00000028813.2
OG0013740	ENSG00000164756.12	ENSMUSG00000022315.3
OG0013742	ENSG00000178585.15	ENSMUSG00000028988.13
OG0013743	ENSG00000106366.9	ENSMUSG00000037411.10
OG0013746	ENSG00000146192.15	ENSMUSG00000024013.15
OG0013748	ENSG00000100258.18	ENSMUSG00000022614.8
OG0013749	ENSG00000197245.6	ENSMUSG00000050105.5
OG0013750	ENSG00000274180.1	ENSMUSG00000018931.3
OG0013751	ENSG00000125834.13	ENSMUSG00000037885.18
OG0013752	ENSG00000125531.7	ENSMUSG00000047841.8
OG0013753	ENSG00000237330.3	ENSMUSG00000110404.1
OG0013754	ENSG00000049249.8	ENSMUSG00000028965.13
OG0013755	ENSG00000138075.14	ENSMUSG00000040505.13
OG0013756	ENSG00000143921.9	ENSMUSG00000024254.15
OG0013757	ENSG00000204930.10	ENSMUSG00000043633.6
OG0013758	ENSG00000156218.13	ENSMUSG00000070469.12
OG0013759	ENSG00000010310.9	ENSMUSG00000030406.7
OG0013760	ENSG00000164430.16	ENSMUSG00000032344.17
OG0013761	ENSG00000162426.14	ENSMUSG00000039838.11
OG0013762	ENSG00000177558.3	ENSMUSG00000046826.7
OG0013763	ENSG00000239697.11	ENSMUSG00000097328.7
OG0013764	ENSG00000128617.2	ENSMUSG00000058831.13
OG0013765	ENSG00000105675.9	ENSMUSG00000005553.14
OG0013766	ENSG00000152292.17	ENSMUSG00000052631.15
OG0013767	ENSG00000129214.15	ENSMUSG00000005202.2
OG0013768	ENSG00000129244.9	ENSMUSG00000041329.13
OG0013769	ENSG00000104228.13	ENSMUSG00000022043.19
OG0013771	ENSG00000141316.13	ENSMUSG00000053184.15
OG0013772	ENSG00000221978.12	ENSMUSG00000029068.16
OG0013773	ENSG00000162302.13	ENSMUSG00000024952.13
OG0013774	ENSG00000173372.17	ENSMUSG00000036887.5
OG0013775	ENSG00000154274.15	ENSMUSG00000060512.7
OG0013776	ENSG00000214290.8	ENSMUSG00000079559.4
OG0013777	ENSG00000167971.16	ENSMUSG00000033597.9
OG0013778	ENSG00000125122.15	ENSMUSG00000041679.9
OG0013779	ENSG00000186635.14	ENSMUSG00000032812.18
OG0013780	ENSG00000169085.13	ENSMUSG00000067879.3
OG0013781	ENSG00000159753.14	ENSMUSG00000050357.9
OG0013782	ENSG00000146839.19	ENSMUSG00000079173.11
OG0013785	ENSG00000154146.13	ENSMUSG00000053310.11
OG0013786	ENSG00000283703.2	ENSMUSG00000098590.4
OG0013787	ENSG00000111432.4	ENSMUSG00000081683.5
OG0013788	ENSG00000185972.6	ENSMUSG00000070999.2
OG0013790	ENSG00000105246.6	ENSMUSG00000003206.7
OG0013791	ENSG00000106785.15	ENSMUSG00000039853.18
OG0013792	ENSG00000059915.17	ENSMUSG00000037126.16
OG0013793	ENSG00000159352.15	ENSMUSG00000005625.15
OG0013794	ENSG00000105404.11	ENSMUSG00000003380.11
OG0013795	ENSG00000163126.15	ENSMUSG00000109510.1, ENSMUSG00000067653.12
OG0013796	ENSG00000130775.16	ENSMUSG00000037731.5
OG0013797	ENSG00000154040.20	ENSMUSG00000024430.14
OG0013798	ENSG00000110169.11	ENSMUSG00000030895.9
OG0013801	ENSG00000188886.3	ENSMUSG00000050468.12
OG0013802	ENSG00000092068.20	ENSMUSG00000022180.7
OG0013803	ENSG00000139880.19	ENSMUSG00000059674.7
OG0013805	ENSG00000136874.11	ENSMUSG00000061455.13
OG0013806	ENSG00000144045.14	ENSMUSG00000009145.6
OG0013807	ENSG00000132821.12	ENSMUSG00000037843.6
OG0013808	ENSG00000166143.9	ENSMUSG00000027317.8
OG0013810	ENSG00000101280.8	ENSMUSG00000027460.7
OG0013811	ENSG00000173627.8	ENSMUSG00000055547.4
OG0013812	ENSG00000197768.10	ENSMUSG00000036770.11
OG0013813	ENSG00000125841.13	ENSMUSG00000059361.6
OG0013814	ENSG00000263528.8	ENSMUSG00000042349.13
OG0013815	ENSG00000149243.15	ENSMUSG00000035298.8
OG0013816	ENSG00000181634.8	ENSMUSG00000050395.8
OG0013817	ENSG00000140798.16	ENSMUSG00000036872.16
OG0013818	ENSG00000127311.9	ENSMUSG00000020228.11
OG0013820	ENSG00000250317.8	ENSMUSG00000061461.11
OG0013821	ENSG00000169507.9	ENSMUSG00000061171.15
OG0013822	ENSG00000170271.11	ENSMUSG00000086962.4
OG0013823	ENSG00000166268.11	ENSMUSG00000034057.8
OG0013824	ENSG00000135697.10	ENSMUSG00000031845.15
OG0013825	ENSG00000260286.4	ENSMUSG00000085861.1
OG0013826	ENSG00000103260.9	ENSMUSG00000002274.13
OG0013827	ENSG00000187003.7	ENSMUSG00000070979.5
OG0013828	ENSG00000182472.9	ENSMUSG00000054083.8
OG0013829	ENSG00000188991.3	ENSMUSG00000044378.12
OG0013830	ENSG00000283903.2, ENSG00000161958.11	ENSMUSG00000042826.13
OG0013831	ENSG00000177669.4	ENSMUSG00000071113.4
OG0013833	ENSG00000132793.11	ENSMUSG00000027412.12
OG0013835	ENSG00000117245.12	ENSMUSG00000028758.12
OG0013836	ENSG00000185499.16	ENSMUSG00000042784.9
OG0013838	ENSG00000204084.13	ENSMUSG00000028894.18
OG0013839	ENSG00000165312.6	ENSMUSG00000043415.5
OG0013840	ENSG00000104814.13, ENSG00000282928.2	ENSMUSG00000037337.11
OG0013841	ENSG00000162594.16	ENSMUSG00000049093.9
OG0013842	ENSG00000158315.11	ENSMUSG00000043333.12
OG0013843	ENSG00000171790.15	ENSMUSG00000047518.3
OG0013846	ENSG00000180592.17	ENSMUSG00000054074.9
OG0013847	ENSG00000148482.12	ENSMUSG00000036949.16
OG0013850	ENSG00000134398.15	ENSMUSG00000030866.8
OG0013851	ENSG00000174175.17	ENSMUSG00000026580.16
OG0013852	ENSG00000143450.16	ENSMUSG00000028141.11
OG0013853	ENSG00000214226.9	ENSMUSG00000072553.10
OG0013854	ENSG00000283267.1	ENSMUSG00000073234.4
OG0013855	ENSG00000155714.13, ENSG00000284316.2	ENSMUSG00000030887.4
OG0013856	ENSG00000106327.13	ENSMUSG00000029716.13
OG0013857	ENSG00000181481.14	ENSMUSG00000020707.6
OG0013858	ENSG00000188782.8	ENSMUSG00000048003.12
OG0013859	ENSG00000188133.6	ENSMUSG00000046593.3
OG0013861	ENSG00000173261.9	ENSMUSG00000059455.3
OG0013862	ENSG00000158941.16	ENSMUSG00000033712.6
OG0013863	ENSG00000066923.17	ENSMUSG00000036928.14
OG0013864	ENSG00000221869.5	ENSMUSG00000071637.5
OG0013865	ENSG00000108255.7	ENSMUSG00000000724.10
OG0013868	ENSG00000215187.11	ENSMUSG00000042788.12
OG0013869	ENSG00000186329.9	ENSMUSG00000043164.3
OG0013870	ENSG00000121351.8	ENSMUSG00000041681.2
OG0013873	ENSG00000203740.3	ENSMUSG00000040113.14
OG0013874	ENSG00000010932.17	ENSMUSG00000040181.14
OG0013876	ENSG00000196636.8	ENSMUSG00000042505.6
OG0013878	ENSG00000197948.11	ENSMUSG00000038524.13
OG0013881	ENSG00000136243.17	ENSMUSG00000048439.15
OG0013882	ENSG00000169313.9	ENSMUSG00000036353.13
OG0013883	ENSG00000125386.15	ENSMUSG00000037210.16
OG0013884	ENSG00000131386.19	ENSMUSG00000021903.11
OG0013885	ENSG00000114126.17	ENSMUSG00000032411.15
OG0013886	ENSG00000129048.7	ENSMUSG00000079355.5
OG0013887	ENSG00000172995.16	ENSMUSG00000032503.18
OG0013888	ENSG00000163673.7	ENSMUSG00000032500.10
OG0013889	ENSG00000023909.10	ENSMUSG00000028124.15
OG0013890	ENSG00000155890.4	ENSMUSG00000032451.6
OG0013891	ENSG00000187037.8	ENSMUSG00000053101.3
OG0013892	ENSG00000188674.11	ENSMUSG00000100846.1, ENSMUSG00000044816.10
OG0013893	ENSG00000146205.13	ENSMUSG00000034107.10
OG0013894	ENSG00000163964.15	ENSMUSG00000023791.16
OG0013895	ENSG00000066697.14	ENSMUSG00000039693.11
OG0013896	ENSG00000100362.13, ENSG00000274665.3	ENSMUSG00000005716.16
OG0013897	ENSG00000070159.14	ENSMUSG00000038764.14
OG0013898	ENSG00000095203.14	ENSMUSG00000028434.12
OG0013899	ENSG00000203965.13	ENSMUSG00000073791.12, ENSMUSG00000116201.2
OG0013900	ENSG00000144488.15	ENSMUSG00000049515.12
OG0013902	ENSG00000163586.10	ENSMUSG00000054422.7
OG0013903	ENSG00000144115.16	ENSMUSG00000054474.15
OG0013904	ENSG00000182585.10	ENSMUSG00000035020.11
OG0013905	ENSG00000166432.15	ENSMUSG00000052676.16
OG0013907	ENSG00000173838.12	ENSMUSG00000078627.9
OG0013908	ENSG00000104976.12	ENSMUSG00000011837.4
OG0013909	ENSG00000183978.8	ENSMUSG00000017188.3
OG0013910	ENSG00000155254.13	ENSMUSG00000044345.9
OG0013911	ENSG00000278644.2, ENSG00000277258.5	ENSMUSG00000018537.16
OG0013913	ENSG00000188396.3	ENSMUSG00000047671.8
OG0013914	ENSG00000166220.12	ENSMUSG00000020096.20
OG0013915	ENSG00000183153.7	ENSMUSG00000047197.1
OG0013916	ENSG00000143845.15	ENSMUSG00000070644.13
OG0013917	ENSG00000152592.14	ENSMUSG00000029307.7
OG0013918	ENSG00000138152.10	ENSMUSG00000040298.6
OG0013919	ENSG00000145335.16	ENSMUSG00000025889.13
OG0013923	ENSG00000129317.14	ENSMUSG00000033356.3
OG0013924	ENSG00000180316.12	ENSMUSG00000043286.12
OG0013925	ENSG00000165966.16	ENSMUSG00000036218.16
OG0013926	ENSG00000162757.4	ENSMUSG00000079144.7
OG0013927	ENSG00000282608.2	ENSMUSG00000000562.5
OG0013928	ENSG00000161677.11	ENSMUSG00000038695.13
OG0013929	ENSG00000204653.10	ENSMUSG00000038704.12
OG0013930	ENSG00000235034.7	ENSMUSG00000008028.15
OG0013931	ENSG00000142530.11	ENSMUSG00000051113.9
OG0013932	ENSG00000269404.7, ENSG00000142539.9	ENSMUSG00000008193.13
OG0013935	ENSG00000106302.10	ENSMUSG00000029680.2
OG0013937	ENSG00000133067.17	ENSMUSG00000042793.13
OG0013939	ENSG00000010219.13	ENSMUSG00000030345.16
OG0013940	ENSG00000111241.2	ENSMUSG00000000183.6
OG0013942	ENSG00000198759.12	ENSMUSG00000000402.2
OG0013943	ENSG00000165197.5	ENSMUSG00000031380.10
OG0013944	ENSG00000100376.12	ENSMUSG00000022434.8
OG0013945	ENSG00000100373.10	ENSMUSG00000022435.6
OG0013946	ENSG00000138964.17	ENSMUSG00000022439.9
OG0013947	ENSG00000177324.14	ENSMUSG00000108981.1
OG0013948	ENSG00000131831.18	ENSMUSG00000043518.7
OG0013949	ENSG00000128274.17	ENSMUSG00000047878.13
OG0013950	ENSG00000169607.13	ENSMUSG00000048327.6
OG0013951	ENSG00000185753.13	ENSMUSG00000044148.6
OG0013952	ENSG00000092758.18	ENSMUSG00000027570.15
OG0013953	ENSG00000135250.17	ENSMUSG00000062604.11
OG0013954	ENSG00000253276.3	ENSMUSG00000090946.3
OG0013955	ENSG00000101203.16	ENSMUSG00000016356.18
OG0013956	ENSG00000125534.10	ENSMUSG00000016344.14
OG0013957	ENSG00000196700.9	ENSMUSG00000000823.16
OG0013958	ENSG00000163440.12	ENSMUSG00000029235.14
OG0013959	ENSG00000284024.2	ENSMUSG00000051396.15
OG0013961	ENSG00000206535.8	ENSMUSG00000109588.1
OG0013963	ENSG00000137463.5	ENSMUSG00000037161.14
OG0013964	ENSG00000178202.13	ENSMUSG00000034487.4
OG0013965	ENSG00000164129.12	ENSMUSG00000044014.9
OG0013966	ENSG00000171509.16	ENSMUSG00000034009.14
OG0013968	ENSG00000151475.6	ENSMUSG00000116218.1, ENSMUSG00000069041.8
OG0013969	ENSG00000186212.4	ENSMUSG00000045314.5
OG0013970	ENSG00000163749.17	ENSMUSG00000050050.17
OG0013971	ENSG00000164287.12	ENSMUSG00000078926.8
OG0013972	ENSG00000152684.11	ENSMUSG00000042275.9
OG0013973	ENSG00000198865.10	ENSMUSG00000091119.2
OG0013974	ENSG00000145700.10	ENSMUSG00000109561.1
OG0013975	ENSG00000152348.16	ENSMUSG00000021619.6
OG0013976	ENSG00000178015.5	ENSMUSG00000045509.7
OG0013977	ENSG00000105613.10	ENSMUSG00000053693.16
OG0013978	ENSG00000113396.13	ENSMUSG00000024600.8
OG0013979	ENSG00000126759.13	ENSMUSG00000001128.7
OG0013981	ENSG00000185567.7	ENSMUSG00000072812.4, ENSMUSG00000116477.1, ENSMUSG00000116252.1
OG0013982	ENSG00000103111.15	ENSMUSG00000078908.10
OG0013983	ENSG00000017483.15	ENSMUSG00000031170.14
OG0013984	ENSG00000146109.5	ENSMUSG00000036376.3
OG0013985	ENSG00000139572.4	ENSMUSG00000063234.5
OG0013986	ENSG00000135409.11	ENSMUSG00000023047.11
OG0013987	ENSG00000125652.8	ENSMUSG00000002661.14
OG0013988	ENSG00000140044.13	ENSMUSG00000034271.16
OG0013989	ENSG00000104903.5	ENSMUSG00000034041.5
OG0013990	ENSG00000105122.13	ENSMUSG00000052142.15
OG0013991	ENSG00000130733.10	ENSMUSG00000032182.15
OG0013992	ENSG00000173212.4	ENSMUSG00000044313.13
OG0013993	ENSG00000102032.13	ENSMUSG00000031387.14
OG0013996	ENSG00000049768.16	ENSMUSG00000039521.13
OG0013997	ENSG00000049769.14	ENSMUSG00000039556.16
OG0013999	ENSG00000178449.9	ENSMUSG00000023020.3
OG0014000	ENSG00000139540.12	ENSMUSG00000039878.13
OG0014001	ENSG00000257987.6	ENSMUSG00000022993.7
OG0014002	ENSG00000176009.3	ENSMUSG00000035951.2
OG0014003	ENSG00000166863.12	ENSMUSG00000025400.11
OG0014004	ENSG00000166856.3	ENSMUSG00000058396.7
OG0014006	ENSG00000123143.12	ENSMUSG00000057672.16
OG0014007	ENSG00000099834.19, ENSG00000273572.4	ENSMUSG00000025497.15
OG0014008	ENSG00000076924.12	ENSMUSG00000019470.12
OG0014009	ENSG00000173702.7	ENSMUSG00000022824.12
OG0014010	ENSG00000171450.6	ENSMUSG00000090071.4
OG0014011	ENSG00000188282.12	ENSMUSG00000061815.11
OG0014012	ENSG00000211450.10	ENSMUSG00000076437.10
OG0014013	ENSG00000109991.9	ENSMUSG00000027071.14
OG0014014	ENSG00000183908.7	ENSMUSG00000075224.10
OG0014015	ENSG00000132744.8	ENSMUSG00000024866.10
OG0014016	ENSG00000145879.11	ENSMUSG00000060201.5
OG0014017	ENSG00000214360.5	ENSMUSG00000044056.3
OG0014018	ENSG00000006837.12	ENSMUSG00000020389.19
OG0014019	ENSG00000065802.12	ENSMUSG00000026311.16
OG0014020	ENSG00000085982.13	ENSMUSG00000005501.14
OG0014021	ENSG00000182177.14	ENSMUSG00000067081.13
OG0014022	ENSG00000198624.13	ENSMUSG00000049588.13
OG0014024	ENSG00000161010.15, ENSG00000283918.2	ENSMUSG00000020381.10
OG0014025	ENSG00000239605.11	ENSMUSG00000036557.8
OG0014026	ENSG00000136161.12	ENSMUSG00000022106.14
OG0014027	ENSG00000139679.15	ENSMUSG00000033446.7
OG0014028	ENSG00000188315.8	ENSMUSG00000032611.9
OG0014029	ENSG00000146233.8	ENSMUSG00000023963.10
OG0014030	ENSG00000150510.16	ENSMUSG00000035184.15
OG0014031	ENSG00000243477.5	ENSMUSG00000079334.8
OG0014032	ENSG00000240857.2	ENSMUSG00000020621.6
OG0014034	ENSG00000056736.10	ENSMUSG00000015966.17
OG0014035	ENSG00000146278.11	ENSMUSG00000040128.9
OG0014036	ENSG00000203872.7	ENSMUSG00000071015.2
OG0014038	ENSG00000172594.13	ENSMUSG00000019872.13
OG0014039	ENSG00000053328.8	ENSMUSG00000045555.3
OG0014040	ENSG00000144642.22	ENSMUSG00000039607.16
OG0014041	ENSG00000242120.4	ENSMUSG00000090667.2
OG0014042	ENSG00000183662.11	ENSMUSG00000059187.12
OG0014043	ENSG00000255154.7	ENSMUSG00000023156.4
OG0014044	ENSG00000172943.19	ENSMUSG00000041229.15
OG0014046	ENSG00000203727.4	ENSMUSG00000060487.7
OG0014047	ENSG00000241370.5	ENSMUSG00000024446.13
OG0014048	ENSG00000091106.19	ENSMUSG00000039193.9
OG0014049	ENSG00000196570.3	ENSMUSG00000044444.6
OG0014050	ENSG00000278373.4, ENSG00000152254.11	ENSMUSG00000005232.11
OG0014051	ENSG00000188010.14	ENSMUSG00000045257.10
OG0014052	ENSG00000119737.6	ENSMUSG00000043999.6
OG0014053	ENSG00000181444.13	ENSMUSG00000068551.12
OG0014054	ENSG00000137338.5, ENSG00000185220.12	ENSMUSG00000055313.15
OG0014055	ENSG00000138336.9	ENSMUSG00000047146.17
OG0014056	ENSG00000283526.1	ENSMUSG00000079497.4
OG0014057	ENSG00000081985.11	ENSMUSG00000018341.12
OG0014058	ENSG00000125484.12	ENSMUSG00000035666.14
OG0014059	ENSG00000129235.11	ENSMUSG00000020803.3
OG0014060	ENSG00000220201.7	ENSMUSG00000079681.3
OG0014061	ENSG00000163344.6	ENSMUSG00000027952.16
OG0014062	ENSG00000163346.17	ENSMUSG00000042613.9
OG0014063	ENSG00000251246.1, ENSG00000143590.14	ENSMUSG00000028039.11
OG0014064	ENSG00000169241.19	ENSMUSG00000027953.13
OG0014065	ENSG00000173991.6	ENSMUSG00000007877.2
OG0014066	ENSG00000232859.9	ENSMUSG00000072640.11
OG0014067	ENSG00000171611.9	ENSMUSG00000036858.8
OG0014068	ENSG00000163462.18	ENSMUSG00000042766.17
OG0014069	ENSG00000162585.17	ENSMUSG00000073684.13
OG0014070	ENSG00000067606.17	ENSMUSG00000029053.16
OG0014071	ENSG00000183307.4	ENSMUSG00000094626.1
OG0014072	ENSG00000140839.11, ENSG00000157335.20, ENSG00000157322.17	ENSMUSG00000033633.15
OG0014073	ENSG00000166448.14	ENSMUSG00000043388.8
OG0014074	ENSG00000120055.7	ENSMUSG00000099655.2
OG0014075	ENSG00000102886.15	ENSMUSG00000030703.8
OG0014076	ENSG00000153789.13	ENSMUSG00000042269.15
OG0014077	ENSG00000182489.9	ENSMUSG00000031258.4
OG0014078	ENSG00000188334.3	ENSMUSG00000074378.5, ENSMUSG00000078800.5
OG0014079	ENSG00000158486.13	ENSMUSG00000052273.4
OG0014080	ENSG00000168124.2	ENSMUSG00000046881.7, ENSMUSG00000051003.2
OG0014081	ENSG00000255398.3, ENSG00000182782.8	ENSMUSG00000045502.6
OG0014082	ENSG00000278224.7, ENSG00000124593.16	ENSMUSG00000079444.9, ENSMUSG00000096549.9
OG0014083	ENSG00000178828.7	ENSMUSG00000070661.6
OG0014084	ENSG00000275572.1	ENSMUSG00000036586.6
OG0014085	ENSG00000112559.14	ENSMUSG00000032717.14
OG0014086	ENSG00000154102.11	ENSMUSG00000043687.15, ENSMUSG00000097919.1
OG0014087	ENSG00000129226.14	ENSMUSG00000018774.13
OG0014088	ENSG00000189060.5	ENSMUSG00000096210.2
OG0014089	ENSG00000154655.15	ENSMUSG00000041565.17
OG0014090	ENSG00000078808.17	ENSMUSG00000029076.14
OG0014092	ENSG00000004846.16	ENSMUSG00000072791.11
OG0014093	ENSG00000128342.5	ENSMUSG00000034394.14
OG0014094	ENSG00000049247.13	ENSMUSG00000028963.1
OG0014095	ENSG00000239642.6	ENSMUSG00000020332.7
OG0014096	ENSG00000178951.9	ENSMUSG00000035011.15
OG0014097	ENSG00000040633.13	ENSMUSG00000018572.10
OG0014098	ENSG00000255072.1	ENSMUSG00000010607.8
OG0014100	ENSG00000227051.6	ENSMUSG00000094910.1
OG0014101	ENSG00000281613.2, ENSG00000251258.2	ENSMUSG00000094311.1
OG0014102	ENSG00000170468.8	ENSMUSG00000046791.8
OG0014103	ENSG00000171680.22	ENSMUSG00000039713.17
OG0014104	ENSG00000187689.10	ENSMUSG00000029282.3
OG0014105	ENSG00000196189.13	ENSMUSG00000028064.17
OG0014106	ENSG00000072778.20	ENSMUSG00000018574.14
OG0014107	ENSG00000275722.5, ENSG00000277042.2	ENSMUSG00000020945.13
OG0014108	ENSG00000187017.17	ENSMUSG00000028943.18
OG0014109	ENSG00000203795.3, ENSG00000213185.7	ENSMUSG00000030859.8, ENSMUSG00000030858.10
OG0014111	ENSG00000214954.8	ENSMUSG00000023151.9
OG0014112	ENSG00000189410.12	ENSMUSG00000045349.15
OG0014113	ENSG00000278016.2, ENSG00000179886.6	ENSMUSG00000103906.1
