Orthogroup	H_sapiens.pep	C_familiaris.pep
OG0014192	ENSG00000236320.3	ENSCAFG00000018268.4
OG0014193	ENSG00000133106.14	ENSCAFG00000044274.1
OG0014194	ENSG00000188070.9	ENSCAFG00000015061.4
OG0014195	ENSG00000110723.12	ENSCAFG00000014332.5
OG0014196	ENSG00000198455.4, ENSG00000198205.6	ENSCAFG00000016517.4
OG0014197	ENSG00000167769.5	ENSCAFG00000018699.5
OG0014198	ENSG00000226288.2, ENSG00000232268.6	ENSCAFG00000043733.1
OG0014199	ENSG00000130382.9	ENSCAFG00000018687.4
OG0014200	ENSG00000260811.3	ENSCAFG00000028894.1, ENSCAFG00000029194.1, ENSCAFG00000008213.4
OG0014201	ENSG00000267508.5	ENSCAFG00000031289.2
OG0014202	ENSG00000176540.3	ENSCAFG00000029720.2
OG0014203	ENSG00000174460.4, ENSG00000166707.11	ENSCAFG00000023289.3
OG0014204	ENSG00000087085.15	ENSCAFG00000014054.4
OG0014205	ENSG00000176136.6	ENSCAFG00000000172.4
OG0014206	ENSG00000128016.7	ENSCAFG00000005530.4
OG0014207	ENSG00000142409.6	ENSCAFG00000002481.4
OG0014208	ENSG00000158887.18	ENSCAFG00000012964.4
OG0014209	ENSG00000206069.6	ENSCAFG00000024672.3
OG0014210	ENSG00000128294.16	ENSCAFG00000011758.4
OG0014211	ENSG00000171223.6	ENSCAFG00000028848.1
OG0014212	ENSG00000104055.16	ENSCAFG00000012029.4
OG0014213	ENSG00000167157.11	ENSCAFG00000019983.5
OG0014214	ENSG00000184459.8	ENSCAFG00000001777.4
OG0014215	ENSG00000174744.14	ENSCAFG00000043740.1, ENSCAFG00000012784.4
OG0014216	ENSG00000284680.1, ENSG00000284609.1	ENSCAFG00000011262.4
OG0014217	ENSG00000259916.1, ENSG00000165269.13	ENSCAFG00000001854.4
OG0014218	ENSG00000282872.1	ENSCAFG00000038910.2
OG0014219	ENSG00000080644.16	ENSCAFG00000001710.5
OG0014220	ENSG00000178645.13	ENSCAFG00000025514.3
OG0014221	ENSG00000174255.6, ENSG00000204524.7, ENSG00000083844.10	ENSCAFG00000030732.2
OG0014222	ENSG00000254999.4	ENSCAFG00000005151.4
OG0014223	ENSG00000070729.14	ENSCAFG00000008588.5
OG0014224	ENSG00000159648.11	ENSCAFG00000031082.3
OG0014225	ENSG00000197774.13	ENSCAFG00000045019.1
OG0014226	ENSG00000155875.15	ENSCAFG00000001590.5
OG0014227	ENSG00000225828.1	ENSCAFG00000048514.1
OG0014228	ENSG00000188643.11	ENSCAFG00000017545.4
OG0014229	ENSG00000171100.14	ENSCAFG00000019125.4
OG0014230	ENSG00000107130.10	ENSCAFG00000019953.3
OG0014231	ENSG00000002330.13	ENSCAFG00000014488.4
OG0014232	ENSG00000162458.13	ENSCAFG00000016138.4
OG0014233	ENSG00000170915.9	ENSCAFG00000030193.2
OG0014234	ENSG00000184166.2, ENSG00000262628.1	ENSCAFG00000019310.4
OG0014235	ENSG00000173153.15	ENSCAFG00000014455.5
OG0014236	ENSG00000130711.4	ENSCAFG00000023076.3
OG0014237	ENSG00000196352.15	ENSCAFG00000024748.4
OG0014238	ENSG00000160606.11	ENSCAFG00000029722.2
OG0014239	ENSG00000213171.2	ENSCAFG00000012869.3
OG0014240	ENSG00000248329.6	ENSCAFG00000046961.1, ENSCAFG00000047328.1
OG0014241	ENSG00000188729.6	ENSCAFG00000014032.3
OG0014242	ENSG00000050555.18	ENSCAFG00000019927.5
OG0014243	ENSG00000118491.10	ENSCAFG00000000317.4
OG0014244	ENSG00000266265.3	ENSCAFG00000024771.3
OG0014245	ENSG00000167178.16	ENSCAFG00000017865.5
OG0014246	ENSG00000143375.15	ENSCAFG00000012729.4
OG0014247	ENSG00000174669.12	ENSCAFG00000012739.4
OG0014248	ENSG00000114646.10	ENSCAFG00000013156.6
OG0014249	ENSG00000183246.6, ENSG00000274600.1, ENSG00000275793.1	ENSCAFG00000044607.1
OG0014250	ENSG00000187699.10	ENSCAFG00000031769.2
OG0014251	ENSG00000198841.4, ENSG00000285839.1	ENSCAFG00000003789.4
OG0014252	ENSG00000182584.5	ENSCAFG00000007430.4
OG0014253	ENSG00000127884.5	ENSCAFG00000013411.4
OG0014254	ENSG00000115204.15	ENSCAFG00000032367.2
OG0014255	ENSG00000163794.6	ENSCAFG00000023388.3
OG0014256	ENSG00000168843.14	ENSCAFG00000008759.4
OG0014257	ENSG00000232838.4	ENSCAFG00000043258.1
OG0014259	ENSG00000159189.12	ENSCAFG00000014639.4
OG0014260	ENSG00000138028.16	ENSCAFG00000004676.4
OG0014261	ENSG00000184221.13	ENSCAFG00000031953.2
OG0014262	ENSG00000284753.1	ENSCAFG00000046132.1
OG0014263	ENSG00000213190.4	ENSCAFG00000024239.1
OG0014264	ENSG00000254126.8, ENSG00000172116.23	ENSCAFG00000007461.5
OG0014265	ENSG00000173621.9	ENSCAFG00000011851.4
OG0014266	ENSG00000137440.5	ENSCAFG00000015272.4
OG0014267	ENSG00000143412.10	ENSCAFG00000012309.3
OG0014268	ENSG00000132670.20	ENSCAFG00000006460.4
OG0014269	ENSG00000170469.10	ENSCAFG00000005695.4
OG0014270	ENSG00000171219.9	ENSCAFG00000014161.5
OG0014271	ENSG00000179041.4	ENSCAFG00000007313.3
OG0014272	ENSG00000162188.6	ENSCAFG00000014643.3
OG0014273	ENSG00000068971.14	ENSCAFG00000014047.4
OG0014274	ENSG00000185988.15	ENSCAFG00000023709.4
OG0014275	ENSG00000267059.2, ENSG00000127540.12	ENSCAFG00000019501.4
OG0014276	ENSG00000157895.11	ENSCAFG00000042294.1
OG0014277	ENSG00000117122.14	ENSCAFG00000015854.4
OG0014278	ENSG00000230778.1	ENSCAFG00000029625.2
OG0014279	ENSG00000162300.13	ENSCAFG00000013975.4
OG0014280	ENSG00000188818.12, ENSG00000206077.11, ENSG00000286094.1	ENSCAFG00000024813.4
OG0014281	ENSG00000164483.17	ENSCAFG00000001116.4
OG0014282	ENSG00000178033.6	ENSCAFG00000000889.5
OG0014283	ENSG00000288492.1, ENSG00000174137.12	ENSCAFG00000015022.5
OG0014284	ENSG00000130513.6	ENSCAFG00000014882.3
OG0014285	ENSG00000082014.16	ENSCAFG00000004865.4
OG0014286	ENSG00000132275.11	ENSCAFG00000006476.4
OG0014287	ENSG00000184113.9	ENSCAFG00000042795.1
OG0014288	ENSG00000233493.4	ENSCAFG00000024559.3
OG0014289	ENSG00000184454.7	ENSCAFG00000028865.2
OG0014290	ENSG00000130332.15	ENSCAFG00000019409.4
OG0014291	ENSG00000274443.4	ENSCAFG00000034045.2
OG0014292	ENSG00000285327.1, ENSG00000275591.5	ENSCAFG00000030332.2
OG0014293	ENSG00000184924.5	ENSCAFG00000024865.3
OG0014294	ENSG00000088888.18	ENSCAFG00000006157.5
OG0014295	ENSG00000196329.11, ENSG00000281887.3	ENSCAFG00000024817.3
OG0014296	ENSG00000185950.9	ENSCAFG00000006058.5
OG0014297	ENSG00000128519.3	ENSCAFG00000032612.2
OG0014298	ENSG00000233050.1, ENSG00000285249.1, ENSG00000232948.1	ENSCAFG00000047267.1
OG0014299	ENSG00000115350.12	ENSCAFG00000008186.4
OG0014300	ENSG00000170006.12	ENSCAFG00000008164.4
OG0014301	ENSG00000099953.10, ENSG00000275365.3	ENSCAFG00000014117.4
OG0014302	ENSG00000106538.10	ENSCAFG00000004555.4
OG0014303	ENSG00000181273.2	ENSCAFG00000044531.1
OG0014401	ENSG00000170178.7	ENSCAFG00000013429.3
OG0014404	ENSG00000182950.3	ENSCAFG00000018055.3
OG0014407	ENSG00000115602.17	ENSCAFG00000002142.5
OG0014410	ENSG00000169340.10	ENSCAFG00000018015.4
OG0014411	ENSG00000166337.10	ENSCAFG00000006498.4
OG0014413	ENSG00000130307.12	ENSCAFG00000015462.2
OG0014414	ENSG00000163354.15	ENSCAFG00000017119.4
OG0014415	ENSG00000215183.5	ENSCAFG00000030766.2
OG0014416	ENSG00000166091.21	ENSCAFG00000011613.4
OG0014417	ENSG00000123562.17	ENSCAFG00000017798.3
OG0014418	ENSG00000214193.11	ENSCAFG00000003388.5
OG0014420	ENSG00000164897.14	ENSCAFG00000004748.5
OG0014421	ENSG00000235568.7	ENSCAFG00000000975.5
OG0014423	ENSG00000197273.4	ENSCAFG00000002568.3
OG0014426	ENSG00000130758.8	ENSCAFG00000048508.1
OG0014429	ENSG00000173567.15	ENSCAFG00000004328.5
OG0014437	ENSG00000175701.10	ENSCAFG00000048216.1
OG0014440	ENSG00000078898.7	ENSCAFG00000007329.3
OG0014441	ENSG00000282297.1, ENSG00000237254.2	ENSCAFG00000029623.2
OG0014446	ENSG00000129245.12	ENSCAFG00000016685.5
OG0014449	ENSG00000277734.8	ENSCAFG00000025128.3
OG0014450	ENSG00000175294.6	ENSCAFG00000013070.5
OG0014451	ENSG00000175513.9	ENSCAFG00000013124.3
OG0014454	ENSG00000284691.1	ENSCAFG00000041323.1
OG0014455	ENSG00000134668.12	ENSCAFG00000010825.4
OG0014457	ENSG00000260220.6	ENSCAFG00000019701.5
OG0014459	ENSG00000120049.19	ENSCAFG00000009952.4
OG0014461	ENSG00000165512.5	ENSCAFG00000028867.2
OG0014464	ENSG00000141371.13	ENSCAFG00000017772.4
OG0014466	ENSG00000173705.9	ENSCAFG00000004639.5
OG0014467	ENSG00000171115.4	ENSCAFG00000004572.3
OG0014468	ENSG00000165071.14	ENSCAFG00000001113.5
OG0014470	ENSG00000123600.19	ENSCAFG00000012636.5
OG0014471	ENSG00000171045.16	ENSCAFG00000001264.4
OG0014475	ENSG00000131724.11	ENSCAFG00000018359.4
OG0014479	ENSG00000101327.9	ENSCAFG00000006748.5
OG0014483	ENSG00000012124.17	ENSCAFG00000007036.4
OG0014484	ENSG00000173264.14	ENSCAFG00000014472.5
OG0014490	ENSG00000186806.5	ENSCAFG00000023923.4
OG0014492	ENSG00000188107.15	ENSCAFG00000002495.3
OG0014493	ENSG00000139767.10	ENSCAFG00000023113.5
OG0014494	ENSG00000060558.4	ENSCAFG00000019279.3
OG0014497	ENSG00000215375.6	ENSCAFG00000016772.4
OG0014498	ENSG00000168754.15	ENSCAFG00000002390.4
OG0014500	ENSG00000076258.10	ENSCAFG00000014980.4
OG0014501	ENSG00000079101.16	ENSCAFG00000018338.5
OG0014504	ENSG00000181781.9	ENSCAFG00000019722.5
OG0014506	ENSG00000106952.7	ENSCAFG00000003367.4
OG0014507	ENSG00000054690.14	ENSCAFG00000016410.4
OG0014509	ENSG00000151360.10	ENSCAFG00000003277.4
OG0014510	ENSG00000196900.5	ENSCAFG00000000592.3
OG0014511	ENSG00000168539.4	ENSCAFG00000015467.3
OG0014513	ENSG00000177455.15	ENSCAFG00000017303.4
OG0014515	ENSG00000166246.14	ENSCAFG00000019195.5
OG0014516	ENSG00000133863.8	ENSCAFG00000006448.6
OG0014517	ENSG00000054938.15	ENSCAFG00000005475.4
OG0014518	ENSG00000162241.12	ENSCAFG00000028559.2
OG0014519	ENSG00000148450.13	ENSCAFG00000004215.5
OG0014520	ENSG00000164896.20	ENSCAFG00000004739.4
OG0014524	ENSG00000262484.1, ENSG00000283099.1	ENSCAFG00000042209.1
OG0014530	ENSG00000134548.11	ENSCAFG00000012247.2
OG0014532	ENSG00000100652.5	ENSCAFG00000016597.4
OG0014534	ENSG00000205436.7	ENSCAFG00000018184.5
OG0014535	ENSG00000179943.8	ENSCAFG00000002561.4
OG0014537	ENSG00000161652.12	ENSCAFG00000003346.4
OG0014538	ENSG00000177938.5	ENSCAFG00000012506.3
OG0014541	ENSG00000106603.18	ENSCAFG00000031110.2
OG0014543	ENSG00000179256.2	ENSCAFG00000012980.3
OG0014545	ENSG00000161692.18	ENSCAFG00000045804.1
OG0014546	ENSG00000131097.7	ENSCAFG00000014086.4
OG0014549	ENSG00000126337.13	ENSCAFG00000023409.3
OG0014551	ENSG00000179813.7	ENSCAFG00000004671.4
OG0014553	ENSG00000135973.3	ENSCAFG00000002119.4
OG0014555	ENSG00000101846.7	ENSCAFG00000011287.5
OG0014556	ENSG00000087842.11	ENSCAFG00000011975.4
OG0014557	ENSG00000102010.15	ENSCAFG00000012063.4
OG0014558	ENSG00000165623.10	ENSCAFG00000004749.4
OG0014560	ENSG00000174236.4	ENSCAFG00000048521.1
OG0014561	ENSG00000125520.14	ENSCAFG00000013059.4
OG0014562	ENSG00000156282.5	ENSCAFG00000008803.1
OG0014563	ENSG00000109255.11	ENSCAFG00000032445.2
OG0014564	ENSG00000153283.13	ENSCAFG00000010358.5
OG0014565	ENSG00000114487.10	ENSCAFG00000010316.7
OG0014566	ENSG00000234828.8	ENSCAFG00000007842.4
OG0014571	ENSG00000122952.17	ENSCAFG00000015521.4
OG0014572	ENSG00000205744.10	ENSCAFG00000018636.4
OG0014574	ENSG00000099203.7	ENSCAFG00000017631.4
OG0014575	ENSG00000152214.14	ENSCAFG00000017685.5
OG0014577	ENSG00000185958.10	ENSCAFG00000029116.3
OG0014578	ENSG00000166326.7	ENSCAFG00000006848.4
OG0014579	ENSG00000170959.14	ENSCAFG00000007521.5
OG0014580	ENSG00000174788.10	ENSCAFG00000018302.4
OG0014583	ENSG00000172772.3	ENSCAFG00000007715.4
OG0014584	ENSG00000186919.13	ENSCAFG00000005030.2
OG0014591	ENSG00000124839.13	ENSCAFG00000012255.4
OG0014592	ENSG00000228672.4	ENSCAFG00000024193.3
OG0014593	ENSG00000163377.16	ENSCAFG00000006573.5
OG0014598	ENSG00000112486.16	ENSCAFG00000030966.2
OG0014601	ENSG00000122862.5	ENSCAFG00000013817.4
OG0014602	ENSG00000130997.16	ENSCAFG00000014903.5
OG0014603	ENSG00000181733.3	ENSCAFG00000003164.4
OG0014604	ENSG00000185264.12	ENSCAFG00000001517.4
OG0014605	ENSG00000159761.15	ENSCAFG00000023935.3
OG0014606	ENSG00000116151.14	ENSCAFG00000019391.5
OG0014607	ENSG00000204007.7	ENSCAFG00000029005.2
OG0014608	ENSG00000176046.8	ENSCAFG00000017130.4
OG0014609	ENSG00000107874.11	ENSCAFG00000010189.4
OG0014610	ENSG00000163106.11	ENSCAFG00000010032.4
OG0014612	ENSG00000100079.7	ENSCAFG00000001484.4
OG0014613	ENSG00000182566.13	ENSCAFG00000018312.4, ENSCAFG00000030089.2, ENSCAFG00000028482.2
OG0014614	ENSG00000273173.5, ENSG00000214265.11	ENSCAFG00000044611.1
OG0014615	ENSG00000176153.12	ENSCAFG00000016165.4
OG0014616	ENSG00000122783.16	ENSCAFG00000003181.4
OG0014617	ENSG00000169435.14	ENSCAFG00000003025.4
OG0014619	ENSG00000188076.3, ENSG00000268320.3, ENSG00000277730.2	ENSCAFG00000006415.4
OG0014621	ENSG00000167925.16	ENSCAFG00000015612.4
OG0014622	ENSG00000163743.13	ENSCAFG00000032536.3
OG0014623	ENSG00000215277.8	ENSCAFG00000023903.4
OG0014624	ENSG00000125931.11, ENSG00000285547.1	ENSCAFG00000017153.4
OG0014625	ENSG00000183644.13	ENSCAFG00000014208.4
OG0014626	ENSG00000062038.14	ENSCAFG00000020303.4
OG0014628	ENSG00000236980.10	ENSCAFG00000011675.4
OG0014629	ENSG00000197696.10	ENSCAFG00000030848.2
OG0014630	ENSG00000176022.7	ENSCAFG00000019318.3
OG0014631	ENSG00000125733.18	ENSCAFG00000018610.5
OG0014632	ENSG00000203907.9	ENSCAFG00000043778.1, ENSCAFG00000024700.3
OG0014633	ENSG00000272647.3, ENSG00000197343.11	ENSCAFG00000031787.2
OG0014634	ENSG00000156925.12	ENSCAFG00000018979.6
OG0014635	ENSG00000124731.13	ENSCAFG00000001591.4
OG0014636	ENSG00000137731.14	ENSCAFG00000012859.4
OG0014637	ENSG00000179526.17	ENSCAFG00000001536.5
OG0014638	ENSG00000233932.6	ENSCAFG00000030028.1
OG0014639	ENSG00000007038.11, ENSG00000282838.2	ENSCAFG00000019353.5, ENSCAFG00000048190.1
OG0014640	ENSG00000170175.11, ENSG00000283946.2	ENSCAFG00000016315.4
OG0014641	ENSG00000244187.8	ENSCAFG00000028849.2
OG0014642	ENSG00000007264.15	ENSCAFG00000019187.5
OG0014643	ENSG00000171657.6	ENSCAFG00000014406.4
OG0014644	ENSG00000049246.14	ENSCAFG00000019666.4
OG0014645	ENSG00000186364.12	ENSCAFG00000011285.4
OG0014646	ENSG00000234906.10, ENSG00000224916.9	ENSCAFG00000004610.4
OG0014647	ENSG00000172425.11	ENSCAFG00000012650.5
OG0014648	ENSG00000133169.6	ENSCAFG00000014243.3, ENSCAFG00000047807.1
OG0014649	ENSG00000108786.10	ENSCAFG00000014961.4
OG0014650	ENSG00000105255.11	ENSCAFG00000019098.4
OG0014651	ENSG00000205038.12	ENSCAFG00000024786.4
OG0014652	ENSG00000147443.13	ENSCAFG00000010024.4
OG0014653	ENSG00000169752.17	ENSCAFG00000030043.2
OG0014654	ENSG00000249481.7	ENSCAFG00000031540.3
OG0014655	ENSG00000215788.10	ENSCAFG00000019599.5
OG0014656	ENSG00000177202.3	ENSCAFG00000030190.2
OG0014657	ENSG00000268480.3	ENSCAFG00000041922.1
OG0014658	ENSG00000152595.16	ENSCAFG00000047433.1
OG0014659	ENSG00000068137.15	ENSCAFG00000014679.4
OG0014660	ENSG00000281991.2	ENSCAFG00000044619.1
OG0014661	ENSG00000178988.11, ENSG00000179010.14	ENSCAFG00000032015.1
OG0014662	ENSG00000183260.7	ENSCAFG00000029781.2
OG0014663	ENSG00000273047.1, ENSG00000203896.10	ENSCAFG00000031222.2
OG0014664	ENSG00000204640.1	ENSCAFG00000023251.3
OG0014665	ENSG00000274684.4, ENSG00000153406.13	ENSCAFG00000019210.4
OG0014666	ENSG00000104237.11	ENSCAFG00000006995.5
OG0014667	ENSG00000158714.11	ENSCAFG00000011795.4
OG0014668	ENSG00000100399.16	ENSCAFG00000001104.6
OG0014669	ENSG00000266524.3	ENSCAFG00000016196.5
OG0014670	ENSG00000183971.8	ENSCAFG00000030278.2
OG0014671	ENSG00000277276.3, ENSG00000089723.10	ENSCAFG00000017619.4
OG0014672	ENSG00000146826.17	ENSCAFG00000030613.2
OG0014673	ENSG00000274209.4	ENSCAFG00000023889.2
OG0014674	ENSG00000177807.10	ENSCAFG00000029844.2
OG0014675	ENSG00000221843.4	ENSCAFG00000023355.3, ENSCAFG00000043504.1, ENSCAFG00000024291.2
OG0014677	ENSG00000075826.17	ENSCAFG00000009685.4
OG0014678	ENSG00000179168.15	ENSCAFG00000024052.3
OG0014679	ENSG00000083812.12, ENSG00000249471.8	ENSCAFG00000002360.4
OG0014681	ENSG00000106328.10	ENSCAFG00000001721.4
OG0014682	ENSG00000166265.13	ENSCAFG00000031264.2
OG0014683	ENSG00000283297.2	ENSCAFG00000025041.2
OG0014684	ENSG00000086730.17	ENSCAFG00000012003.4
OG0014685	ENSG00000113555.5	ENSCAFG00000006239.5
OG0014686	ENSG00000182768.8	ENSCAFG00000012103.3
OG0014687	ENSG00000141219.15	ENSCAFG00000004505.5
OG0014688	ENSG00000213413.2	ENSCAFG00000014498.4
OG0014689	ENSG00000171792.11	ENSCAFG00000015622.4
OG0014690	ENSG00000237452.2	ENSCAFG00000029398.2
OG0014691	ENSG00000198146.4	ENSCAFG00000029228.1
OG0014692	ENSG00000176842.15	ENSCAFG00000009443.6
OG0014693	ENSG00000134250.20	ENSCAFG00000010476.5
OG0014694	ENSG00000136918.7	ENSCAFG00000020213.3
OG0014695	ENSG00000167123.19	ENSCAFG00000020061.4
OG0014696	ENSG00000137038.8	ENSCAFG00000029609.2
OG0014697	ENSG00000167625.11	ENSCAFG00000004891.4
OG0014698	ENSG00000183762.12	ENSCAFG00000011994.4
OG0014699	ENSG00000104499.7	ENSCAFG00000029388.2, ENSCAFG00000031361.2
OG0014700	ENSG00000250021.7, ENSG00000242498.8	ENSCAFG00000012034.4
OG0014701	ENSG00000166925.9	ENSCAFG00000014443.5
OG0014702	ENSG00000117152.13	ENSCAFG00000029969.2
OG0014703	ENSG00000211829.9	ENSCAFG00000011098.5
OG0014704	ENSG00000040199.18	ENSCAFG00000020189.5
OG0014705	ENSG00000132031.13	ENSCAFG00000003825.4
OG0014706	ENSG00000128165.9	ENSCAFG00000000609.4
OG0014707	ENSG00000205899.3	ENSCAFG00000023646.2
OG0014708	ENSG00000102891.4	ENSCAFG00000009118.1, ENSCAFG00000045990.1
OG0014709	ENSG00000187186.15	ENSCAFG00000048940.1
OG0014710	ENSG00000205307.12	ENSCAFG00000014343.5
OG0014711	ENSG00000176894.10	ENSCAFG00000006130.3
OG0014712	ENSG00000167720.13	ENSCAFG00000029796.2
OG0014713	ENSG00000183918.16	ENSCAFG00000029891.2
OG0014714	ENSG00000060140.9	ENSCAFG00000013417.4
OG0014715	ENSG00000124935.4, ENSG00000168515.3	ENSCAFG00000029389.2, ENSCAFG00000028795.2
OG0014716	ENSG00000173762.8	ENSCAFG00000029286.2
OG0014717	ENSG00000183318.11	ENSCAFG00000032179.2, ENSCAFG00000030253.3
OG0014718	ENSG00000189253.7, ENSG00000204450.8, ENSG00000214891.9	ENSCAFG00000004356.5
OG0014719	ENSG00000119431.9	ENSCAFG00000003244.2
OG0014720	ENSG00000148136.5	ENSCAFG00000002678.3
OG0014720	ENSG00000204246.3	ENSCAFG00000002677.4
OG0014721	ENSG00000027869.11	ENSCAFG00000023568.4
OG0014723	ENSG00000278689.1, ENSG00000278659.1, ENSG00000198104.3	ENSCAFG00000001263.4
OG0014724	ENSG00000119411.11	ENSCAFG00000003242.4
OG0014725	ENSG00000184716.13	ENSCAFG00000013370.4
OG0014726	ENSG00000282419.3	ENSCAFG00000029138.2
OG0014727	ENSG00000122223.13	ENSCAFG00000012647.4
OG0014728	ENSG00000271605.6	ENSCAFG00000011727.5
OG0014729	ENSG00000106330.12	ENSCAFG00000014199.3
OG0014730	ENSG00000158769.18	ENSCAFG00000012666.4
OG0014731	ENSG00000212123.4	ENSCAFG00000024169.3
OG0014732	ENSG00000141293.16	ENSCAFG00000016837.5
OG0014733	ENSG00000196666.5, ENSG00000284938.2	ENSCAFG00000032106.2
OG0014734	ENSG00000172336.5	ENSCAFG00000014205.2
OG0014735	ENSG00000108849.7	ENSCAFG00000014396.4
OG0014736	ENSG00000157368.10	ENSCAFG00000020152.4
OG0014737	ENSG00000276192.2, ENSG00000211891.6	ENSCAFG00000018448.4
OG0014738	ENSG00000276977.3, ENSG00000188389.11	ENSCAFG00000013184.4
OG0014739	ENSG00000205442.12	ENSCAFG00000028528.2
OG0014740	ENSG00000123685.9	ENSCAFG00000032161.2
OG0014741	ENSG00000188086.15	ENSCAFG00000013645.4
OG0014742	ENSG00000069869.16	ENSCAFG00000015977.4
OG0014743	ENSG00000157870.16, ENSG00000275125.4	ENSCAFG00000019423.4
OG0014744	ENSG00000261949.5	ENSCAFG00000031563.2
OG0014745	ENSG00000059145.18	ENSCAFG00000019581.4
OG0014746	ENSG00000277421.3, ENSG00000275004.4	ENSCAFG00000013594.3
OG0014747	ENSG00000124444.16	ENSCAFG00000044320.1
OG0014748	ENSG00000177275.4	ENSCAFG00000041843.1
OG0014749	ENSG00000089335.21, ENSG00000197841.15	ENSCAFG00000031202.2
OG0014752	ENSG00000134253.10	ENSCAFG00000009851.4
OG0014754	ENSG00000261652.3	ENSCAFG00000046635.1
OG0014755	ENSG00000134222.16	ENSCAFG00000019839.4
OG0014756	ENSG00000141294.10	ENSCAFG00000030744.2
OG0014757	ENSG00000168005.9	ENSCAFG00000015053.4
OG0014758	ENSG00000164898.13	ENSCAFG00000047437.1
OG0014760	ENSG00000158869.11	ENSCAFG00000012878.3
OG0014761	ENSG00000280021.1	ENSCAFG00000006112.4
OG0014762	ENSG00000276780.2, ENSG00000182261.4, ENSG00000281166.2	ENSCAFG00000006882.4
OG0014763	ENSG00000100053.10	ENSCAFG00000011573.4
OG0014764	ENSG00000196431.4	ENSCAFG00000011809.4
OG0014765	ENSG00000221954.2, ENSG00000284255.1	ENSCAFG00000030834.1
OG0014766	ENSG00000221996.6	ENSCAFG00000049798.1, ENSCAFG00000047416.1
OG0014767	ENSG00000240204.3	ENSCAFG00000038351.2
OG0014768	ENSG00000100122.7	ENSCAFG00000011779.5
OG0014769	ENSG00000152969.20	ENSCAFG00000015859.4
OG0014770	ENSG00000104921.15	ENSCAFG00000030055.2
OG0014771	ENSG00000170209.5	ENSCAFG00000013898.4
OG0014772	ENSG00000107018.8, ENSG00000107014.9	ENSCAFG00000002115.4
OG0014773	ENSG00000130748.7	ENSCAFG00000004185.5
OG0014774	ENSG00000165863.17	ENSCAFG00000011870.4
OG0014775	ENSG00000162493.16	ENSCAFG00000016363.5
OG0014776	ENSG00000159618.16	ENSCAFG00000008706.5
OG0014777	ENSG00000181903.5	ENSCAFG00000008217.3, ENSCAFG00000043912.1
OG0014778	ENSG00000132846.6, ENSG00000177494.6	ENSCAFG00000030690.2
OG0014779	ENSG00000177602.5	ENSCAFG00000019370.4
OG0014780	ENSG00000241224.8	ENSCAFG00000034613.2
OG0014781	ENSG00000072840.13	ENSCAFG00000015745.4
OG0014782	ENSG00000102109.9	ENSCAFG00000015657.5
OG0014783	ENSG00000144820.8	ENSCAFG00000009327.4
OG0014784	ENSG00000173040.13	ENSCAFG00000015738.4
OG0014785	ENSG00000214866.9	ENSCAFG00000003283.5
OG0014786	ENSG00000152953.13	ENSCAFG00000015725.4
OG0014787	ENSG00000197956.10	ENSCAFG00000017557.3
OG0014788	ENSG00000163519.14	ENSCAFG00000030882.2
OG0014789	ENSG00000135740.17	ENSCAFG00000020369.3
OG0014790	ENSG00000215475.5	ENSCAFG00000004514.5
OG0014791	ENSG00000137948.18	ENSCAFG00000020168.4
OG0014792	ENSG00000179564.4	ENSCAFG00000010695.4
OG0014793	ENSG00000170891.11	ENSCAFG00000015706.4
OG0014794	ENSG00000175602.4	ENSCAFG00000013138.5
OG0014795	ENSG00000236782.7	ENSCAFG00000047764.1
OG0014796	ENSG00000120563.10, ENSG00000151033.10	ENSCAFG00000003964.4
OG0014797	ENSG00000183607.10	ENSCAFG00000003273.4
OG0014798	ENSG00000267952.1, ENSG00000198723.11	ENSCAFG00000018229.5
OG0014799	ENSG00000157017.16	ENSCAFG00000005129.4
OG0014800	ENSG00000166049.11	ENSCAFG00000030186.2
OG0014801	ENSG00000165120.5	ENSCAFG00000001494.4
OG0014802	ENSG00000102445.18	ENSCAFG00000004480.4
OG0014803	ENSG00000130544.12, ENSG00000167785.9	ENSCAFG00000030395.2
OG0014804	ENSG00000164411.12	ENSCAFG00000003051.5
OG0014805	ENSG00000105219.10	ENSCAFG00000030355.2
OG0014806	ENSG00000136141.15	ENSCAFG00000004478.5
OG0014807	ENSG00000109511.12	ENSCAFG00000008973.4
OG0014808	ENSG00000141510.17	ENSCAFG00000016714.4
OG0014809	ENSG00000174667.4	ENSCAFG00000032058.1, ENSCAFG00000023013.2
OG0014810	ENSG00000183621.15	ENSCAFG00000004017.5
OG0014811	ENSG00000178163.8	ENSCAFG00000015463.3
OG0014812	ENSG00000182450.13	ENSCAFG00000014465.4
OG0014813	ENSG00000247595.4	ENSCAFG00000046748.1
OG0014814	ENSG00000235118.8	ENSCAFG00000041399.1
OG0014815	ENSG00000248771.5	ENSCAFG00000031670.2
OG0014816	ENSG00000188958.9	ENSCAFG00000014036.5
OG0014817	ENSG00000101251.12	ENSCAFG00000005566.5
OG0014818	ENSG00000139192.12	ENSCAFG00000015143.4
OG0014819	ENSG00000269855.2	ENSCAFG00000002363.3
OG0014820	ENSG00000198743.7	ENSCAFG00000045409.1, ENSCAFG00000009546.2
OG0014821	ENSG00000180116.15	ENSCAFG00000010000.4
OG0014822	ENSG00000164096.13	ENSCAFG00000044884.1, ENSCAFG00000012457.2
