Orthogroup	H_sapiens.pep	X_tropicalis.pep
OG0009625	ENSG00000130385.6	ENSXETG00000009383.1
OG0009626	ENSG00000182324.7	ENSXETG00000009949.1
OG0009627	ENSG00000011347.10	ENSXETG00000014201.1
OG0009628	ENSG00000141431.12	ENSXETG00000008188.1
OG0009629	ENSG00000186283.14	ENSXETG00000013917.1
OG0009630	ENSG00000156381.9	ENSXETG00000018169.1
OG0009631	ENSG00000121858.11	ENSXETG00000002178.1
OG0009632	ENSG00000166960.16	ENSXETG00000008119.1
OG0009633	ENSG00000057252.13	ENSXETG00000017960.1
OG0009634	ENSG00000121853.4	ENSXETG00000002165.1
OG0009635	ENSG00000196663.16	ENSXETG00000018371.1
OG0009636	ENSG00000162779.22	ENSXETG00000021353.1
OG0009637	ENSG00000188859.7	ENSXETG00000006929.1
OG0009638	ENSG00000135414.10	ENSXETG00000020928.1
OG0009639	ENSG00000116218.13	ENSXETG00000021349.1
OG0009640	ENSG00000141441.16	ENSXETG00000007935.1
OG0009641	ENSG00000174600.14	ENSXETG00000011802.1
OG0009642	ENSG00000106245.11	ENSXETG00000011193.1
OG0009643	ENSG00000143149.12	ENSXETG00000006789.1
OG0009644	ENSG00000075420.13	ENSXETG00000002411.1
OG0009645	ENSG00000123342.16	ENSXETG00000021204.1, ENSXETG00000017804.1
OG0009646	ENSG00000124920.13	ENSXETG00000013787.1
OG0009648	ENSG00000160917.15	ENSXETG00000003125.1
OG0009649	ENSG00000170473.17	ENSXETG00000018352.1
OG0009650	ENSG00000075651.16	ENSXETG00000009376.1
OG0009651	ENSG00000065357.20	ENSXETG00000019360.1
OG0009652	ENSG00000176927.15	ENSXETG00000017901.1
OG0009653	ENSG00000125877.13	ENSXETG00000014323.1
OG0009655	ENSG00000108578.15	ENSXETG00000020416.1
OG0009656	ENSG00000131037.15	ENSXETG00000014693.1
OG0009657	ENSG00000118276.11	ENSXETG00000011457.1
OG0009658	ENSG00000173581.8	ENSXETG00000011021.1
OG0009659	ENSG00000046604.13	ENSXETG00000019734.1
OG0009660	ENSG00000139531.13	ENSXETG00000018881.1
OG0009661	ENSG00000123411.15	ENSXETG00000019418.1
OG0009662	ENSG00000127995.17	ENSXETG00000007148.1
OG0009663	ENSG00000182271.13	ENSXETG00000017476.1
OG0009664	ENSG00000075945.13	ENSXETG00000010667.1
OG0009665	ENSG00000013293.6	ENSXETG00000018905.1
OG0009666	ENSG00000127990.19	ENSXETG00000007343.1
OG0009667	ENSG00000065361.15	ENSXETG00000019183.1
OG0009668	ENSG00000158528.12	ENSXETG00000007755.1
OG0009669	ENSG00000134824.14	ENSXETG00000001511.1
OG0009670	ENSG00000005981.13	ENSXETG00000008034.1
OG0009672	ENSG00000167995.16	ENSXETG00000002732.1
OG0009673	ENSG00000008952.17	ENSXETG00000017647.1
OG0009674	ENSG00000137745.12	ENSXETG00000018991.1
OG0009675	ENSG00000149474.13	ENSXETG00000019398.1
OG0009676	ENSG00000187033.9	ENSXETG00000021359.1
OG0009677	ENSG00000114248.10	ENSXETG00000018122.1
OG0009678	ENSG00000188306.6	ENSXETG00000019029.1, ENSXETG00000004266.1
OG0009679	ENSG00000064547.14	ENSXETG00000000131.1
OG0009681	ENSG00000149636.15	ENSXETG00000000940.1
OG0009682	ENSG00000156453.13	ENSXETG00000013565.1
OG0009683	ENSG00000105880.7	ENSXETG00000005812.1
OG0009685	ENSG00000141971.13	ENSXETG00000016935.1
OG0009686	ENSG00000105726.17	ENSXETG00000000686.1
OG0009687	ENSG00000099937.11	ENSXETG00000010607.1
OG0009688	ENSG00000120318.16	ENSXETG00000013317.1
OG0009689	ENSG00000161179.14	ENSXETG00000010642.1
OG0009690	ENSG00000100038.19	ENSXETG00000019654.1
OG0009691	ENSG00000163536.12	ENSXETG00000019420.1
OG0009692	ENSG00000164620.9	ENSXETG00000013085.1
OG0009693	ENSG00000164654.16	ENSXETG00000005976.1
OG0009694	ENSG00000100034.14	ENSXETG00000000275.1
OG0009695	ENSG00000219545.11	ENSXETG00000006106.1
OG0009696	ENSG00000106415.13	ENSXETG00000006116.1
OG0009697	ENSG00000003147.19	ENSXETG00000006131.1
OG0009698	ENSG00000100023.19	ENSXETG00000000340.1
OG0009699	ENSG00000169064.12	ENSXETG00000017742.1
OG0009700	ENSG00000139131.13	ENSXETG00000005345.1
OG0009701	ENSG00000121871.4	ENSXETG00000019071.1
OG0009702	ENSG00000105696.9	ENSXETG00000006845.1
OG0009703	ENSG00000028277.21	ENSXETG00000012440.1
OG0009704	ENSG00000063180.9	ENSXETG00000011208.1
OG0009705	ENSG00000093009.10	ENSXETG00000001043.1
OG0009706	ENSG00000108771.13	ENSXETG00000001281.1
OG0009707	ENSG00000139132.14	ENSXETG00000004997.1
OG0009708	ENSG00000182447.4	ENSXETG00000021063.1
OG0009709	ENSG00000139160.13	ENSXETG00000015808.1
OG0009711	ENSG00000203618.6	ENSXETG00000020793.1
OG0009712	ENSG00000109047.8	ENSXETG00000011481.1, ENSXETG00000009388.1
OG0009713	ENSG00000163590.14	ENSXETG00000013444.1
OG0009714	ENSG00000110888.17	ENSXETG00000017110.1
OG0009715	ENSG00000179674.4	ENSXETG00000013476.1
OG0009716	ENSG00000187902.11	ENSXETG00000011448.1
OG0009717	ENSG00000105523.3	ENSXETG00000004902.1
OG0009718	ENSG00000085552.17	ENSXETG00000004059.1
OG0009719	ENSG00000187546.14	ENSXETG00000018032.1
OG0009720	ENSG00000213186.8	ENSXETG00000013640.1
OG0009721	ENSG00000133687.16	ENSXETG00000017710.1
OG0009722	ENSG00000113810.16	ENSXETG00000013774.1
OG0009723	ENSG00000136261.15	ENSXETG00000020679.1
OG0009724	ENSG00000105464.3	ENSXETG00000003580.1
OG0009725	ENSG00000106537.8	ENSXETG00000017749.1
OG0009726	ENSG00000118855.21	ENSXETG00000014250.1
OG0009727	ENSG00000106541.12	ENSXETG00000018538.1
OG0009728	ENSG00000118849.10	ENSXETG00000014353.1
OG0009729	ENSG00000168827.14	ENSXETG00000014557.1
OG0009730	ENSG00000079257.8	ENSXETG00000015681.1
OG0009731	ENSG00000071189.21	ENSXETG00000020812.1
OG0009732	ENSG00000174891.13	ENSXETG00000015735.1
OG0009733	ENSG00000163661.4	ENSXETG00000015934.1
OG0009734	ENSG00000163660.11	ENSXETG00000016041.1
OG0009735	ENSG00000163659.13	ENSXETG00000016338.1
OG0009736	ENSG00000114850.6	ENSXETG00000016348.1
OG0009737	ENSG00000073614.13	ENSXETG00000009534.1
OG0009738	ENSG00000146618.3	ENSXETG00000019256.1
OG0009739	ENSG00000105849.6	ENSXETG00000019252.1
OG0009740	ENSG00000173452.13	ENSXETG00000018863.1
OG0009741	ENSG00000146007.11	ENSXETG00000016912.1
OG0009742	ENSG00000163655.16	ENSXETG00000016783.1
OG0009743	ENSG00000174928.16	ENSXETG00000011153.1
OG0009744	ENSG00000114805.17	ENSXETG00000011323.1
OG0009745	ENSG00000113119.12	ENSXETG00000004843.1
OG0009746	ENSG00000171823.7	ENSXETG00000018432.1
OG0009747	ENSG00000113108.19	ENSXETG00000004883.1
OG0009748	ENSG00000164649.20	ENSXETG00000004629.1
OG0009749	ENSG00000213523.10	ENSXETG00000005364.1
OG0009750	ENSG00000174948.6	ENSXETG00000006816.1
OG0009751	ENSG00000174953.14	ENSXETG00000006875.1
OG0009752	ENSG00000122550.18	ENSXETG00000001614.1
OG0009753	ENSG00000169860.7	ENSXETG00000007101.1
OG0009754	ENSG00000136235.16	ENSXETG00000001554.1
OG0009755	ENSG00000114771.14	ENSXETG00000007205.1
OG0009756	ENSG00000170871.12	ENSXETG00000018414.1
OG0009757	ENSG00000163646.11	ENSXETG00000020253.1
OG0009758	ENSG00000105926.15	ENSXETG00000006128.1
OG0009759	ENSG00000173011.12	ENSXETG00000000799.1
OG0009760	ENSG00000109519.13	ENSXETG00000000788.1
OG0009761	ENSG00000105928.16	ENSXETG00000006041.1
OG0009762	ENSG00000184985.16	ENSXETG00000001412.1
OG0009763	ENSG00000070882.13	ENSXETG00000005541.1
OG0009764	ENSG00000153790.12	ENSXETG00000005468.1
OG0009765	ENSG00000050344.9	ENSXETG00000005422.1
OG0009766	ENSG00000101463.6	ENSXETG00000007511.1
OG0009767	ENSG00000086300.15	ENSXETG00000005332.1
OG0009768	ENSG00000114744.9	ENSXETG00000006369.1
OG0009769	ENSG00000129810.15	ENSXETG00000017451.1
OG0009770	ENSG00000018408.14	ENSXETG00000006354.1
OG0009771	ENSG00000173418.12	ENSXETG00000000605.1
OG0009772	ENSG00000183977.14	ENSXETG00000020717.1
OG0009773	ENSG00000177663.14	ENSXETG00000003193.1
OG0009774	ENSG00000101343.14	ENSXETG00000000624.1
OG0009775	ENSG00000163576.18	ENSXETG00000017177.1
OG0009776	ENSG00000183960.9	ENSXETG00000021236.1
OG0009777	ENSG00000099954.18	ENSXETG00000012372.1
OG0009778	ENSG00000188559.15	ENSXETG00000000746.1
OG0009779	ENSG00000088970.16	ENSXETG00000000843.1
OG0009780	ENSG00000099968.18	ENSXETG00000012447.1
OG0009781	ENSG00000154814.14	ENSXETG00000018428.1
OG0009782	ENSG00000154813.10	ENSXETG00000017640.1
OG0009783	ENSG00000181744.8	ENSXETG00000007453.1
OG0009784	ENSG00000206560.11	ENSXETG00000019375.1
OG0009785	ENSG00000243156.9	ENSXETG00000006153.1
OG0009786	ENSG00000125813.13	ENSXETG00000001014.1
OG0009787	ENSG00000125810.10	ENSXETG00000004761.1
OG0009788	ENSG00000169814.15	ENSXETG00000017597.1
OG0009789	ENSG00000163710.9	ENSXETG00000011997.1
OG0009790	ENSG00000106080.11	ENSXETG00000016939.1
OG0009791	ENSG00000136193.17	ENSXETG00000004500.1
OG0009792	ENSG00000124275.15	ENSXETG00000004014.1
OG0009793	ENSG00000122574.10	ENSXETG00000004507.1
OG0009794	ENSG00000144647.6	ENSXETG00000004680.1
OG0009795	ENSG00000144649.9	ENSXETG00000004672.1
OG0009796	ENSG00000172331.12	ENSXETG00000011258.1
OG0009797	ENSG00000175054.16	ENSXETG00000011194.1
OG0009798	ENSG00000168032.10	ENSXETG00000004333.1
OG0009799	ENSG00000124279.12	ENSXETG00000003940.1
OG0009800	ENSG00000106100.11	ENSXETG00000004272.1
OG0009801	ENSG00000206562.11	ENSXETG00000004225.1
OG0009802	ENSG00000134533.6	ENSXETG00000009987.1
OG0009803	ENSG00000131370.16	ENSXETG00000004203.1
OG0009804	ENSG00000037474.15	ENSXETG00000002650.1
OG0009805	ENSG00000155903.13	ENSXETG00000005343.1
OG0009806	ENSG00000177311.11	ENSXETG00000005174.1
OG0009807	ENSG00000163053.11	ENSXETG00000005164.1
OG0009808	ENSG00000196455.8	ENSXETG00000003781.1
OG0009809	ENSG00000153823.18	ENSXETG00000004732.1
OG0009810	ENSG00000153820.13	ENSXETG00000003663.1
OG0009811	ENSG00000006459.11	ENSXETG00000010616.1
OG0009812	ENSG00000123977.10	ENSXETG00000003791.1
OG0009813	ENSG00000135900.4	ENSXETG00000004537.1
OG0009815	ENSG00000034533.11	ENSXETG00000008339.1
OG0009816	ENSG00000240303.8	ENSXETG00000019239.1
OG0009817	ENSG00000081307.12	ENSXETG00000016766.1
OG0009818	ENSG00000144468.17	ENSXETG00000016624.1
OG0009819	ENSG00000064393.16	ENSXETG00000004416.1
OG0009820	ENSG00000162695.12	ENSXETG00000011838.1
OG0009822	ENSG00000162694.14	ENSXETG00000011807.1
OG0009823	ENSG00000181656.7	ENSXETG00000011777.1
OG0009824	ENSG00000137996.12	ENSXETG00000011539.1
OG0009825	ENSG00000076242.15	ENSXETG00000000373.1
OG0009826	ENSG00000122477.12	ENSXETG00000011337.1
OG0009827	ENSG00000036257.13	ENSXETG00000012299.1
OG0009828	ENSG00000093167.18	ENSXETG00000000523.1
OG0009829	ENSG00000124019.10	ENSXETG00000003239.1
OG0009830	ENSG00000111670.16	ENSXETG00000008874.1
OG0009831	ENSG00000085449.15	ENSXETG00000000713.1
OG0009832	ENSG00000152049.6	ENSXETG00000000695.1
OG0009833	ENSG00000185480.11	ENSXETG00000009368.1
OG0009834	ENSG00000183395.5	ENSXETG00000009386.1
OG0009835	ENSG00000123983.14	ENSXETG00000000141.1
OG0009836	ENSG00000124003.13	ENSXETG00000000079.1, ENSXETG00000014776.1
OG0009837	ENSG00000171759.10	ENSXETG00000005084.1
OG0009838	ENSG00000116120.11	ENSXETG00000010585.1
OG0009839	ENSG00000117500.13	ENSXETG00000020582.1
OG0009840	ENSG00000122483.17	ENSXETG00000018382.1
OG0009841	ENSG00000136011.15	ENSXETG00000003988.1
OG0009842	ENSG00000117505.13	ENSXETG00000018168.1
OG0009843	ENSG00000122507.21	ENSXETG00000000874.1
OG0009844	ENSG00000164619.10	ENSXETG00000000780.1
OG0009845	ENSG00000137936.18	ENSXETG00000019461.1
OG0009846	ENSG00000164532.11	ENSXETG00000003357.1
OG0009847	ENSG00000122557.10	ENSXETG00000010058.1
OG0009848	ENSG00000158258.16	ENSXETG00000006409.1
OG0009849	ENSG00000114115.10	ENSXETG00000003534.1
OG0009850	ENSG00000198691.13	ENSXETG00000019051.1
OG0009851	ENSG00000164542.12	ENSXETG00000007151.1
OG0009852	ENSG00000120820.12	ENSXETG00000012388.1
OG0009853	ENSG00000184432.10	ENSXETG00000009827.1
OG0009854	ENSG00000011426.11	ENSXETG00000006957.1
OG0009855	ENSG00000111727.12	ENSXETG00000012428.1
OG0009856	ENSG00000136250.12	ENSXETG00000006857.1
OG0009857	ENSG00000171310.11	ENSXETG00000001257.1
OG0009858	ENSG00000137962.13	ENSXETG00000012053.1
OG0009859	ENSG00000106483.12	ENSXETG00000011440.1
OG0009860	ENSG00000151131.11	ENSXETG00000001811.1
OG0009861	ENSG00000086289.12	ENSXETG00000011429.1
OG0009862	ENSG00000078053.17	ENSXETG00000017185.1
OG0009863	ENSG00000136044.12	ENSXETG00000003002.1
OG0009864	ENSG00000117525.14	ENSXETG00000017675.1
OG0009865	ENSG00000006715.16	ENSXETG00000002169.1
OG0009866	ENSG00000063660.9	ENSXETG00000007566.1
OG0009867	ENSG00000117519.16	ENSXETG00000017776.1
OG0009868	ENSG00000136026.14	ENSXETG00000007744.1
OG0009869	ENSG00000144504.15	ENSXETG00000007516.1
OG0009870	ENSG00000172339.10	ENSXETG00000020485.1
OG0009872	ENSG00000013503.10	ENSXETG00000009757.1
OG0009873	ENSG00000122481.17	ENSXETG00000018109.1
OG0009874	ENSG00000111783.12	ENSXETG00000009978.1
OG0009875	ENSG00000122641.11	ENSXETG00000003792.1
OG0009876	ENSG00000115020.17	ENSXETG00000011489.1
OG0009877	ENSG00000111785.20	ENSXETG00000003339.1
OG0009878	ENSG00000106571.14	ENSXETG00000003748.1
OG0009879	ENSG00000120832.10	ENSXETG00000003483.1
OG0009880	ENSG00000136197.12	ENSXETG00000003739.1
OG0009881	ENSG00000197381.16	ENSXETG00000000993.1
OG0009882	ENSG00000110851.12	ENSXETG00000018610.1
OG0009883	ENSG00000188641.14	ENSXETG00000020404.1
OG0009884	ENSG00000164543.7	ENSXETG00000004593.1, ENSXETG00000008812.1
OG0009885	ENSG00000132436.11	ENSXETG00000002779.1
OG0009886	ENSG00000106605.11	ENSXETG00000008769.1
OG0009887	ENSG00000117600.12	ENSXETG00000020028.1
OG0009888	ENSG00000100225.18	ENSXETG00000020268.1
OG0009890	ENSG00000154511.12	ENSXETG00000020936.1
OG0009891	ENSG00000100297.16	ENSXETG00000007370.1
OG0009892	ENSG00000176720.6	ENSXETG00000018635.1
OG0009893	ENSG00000100302.7	ENSXETG00000011381.1
OG0009894	ENSG00000168393.13	ENSXETG00000002151.1
OG0009895	ENSG00000180902.18	ENSXETG00000019030.1
OG0009897	ENSG00000174842.17	ENSXETG00000018298.1
OG0009898	ENSG00000182512.5	ENSXETG00000018310.1
OG0009899	ENSG00000163960.12	ENSXETG00000001690.1
OG0009900	ENSG00000203910.9	ENSXETG00000019137.1
OG0009901	ENSG00000185798.8	ENSXETG00000002013.1
OG0009902	ENSG00000174013.8	ENSXETG00000001992.1
OG0009903	ENSG00000174004.6	ENSXETG00000001986.1
OG0009904	ENSG00000174007.8	ENSXETG00000005870.1
OG0009905	ENSG00000069702.11	ENSXETG00000020529.1
OG0009906	ENSG00000162669.16	ENSXETG00000020800.1
OG0009907	ENSG00000188730.5	ENSXETG00000002738.1
OG0009908	ENSG00000122482.21	ENSXETG00000020093.1
OG0009909	ENSG00000162664.17	ENSXETG00000020238.1
OG0009910	ENSG00000185811.19	ENSXETG00000002758.1
OG0009911	ENSG00000171492.14	ENSXETG00000012005.1, ENSXETG00000019490.1
OG0009912	ENSG00000171488.15	ENSXETG00000017775.1
OG0009913	ENSG00000137947.12	ENSXETG00000019802.1
OG0009914	ENSG00000163785.12	ENSXETG00000000618.1
OG0009915	ENSG00000114019.14	ENSXETG00000013388.1
OG0009916	ENSG00000180104.16	ENSXETG00000003164.1
OG0009917	ENSG00000158163.15	ENSXETG00000014202.1
OG0009918	ENSG00000100360.15	ENSXETG00000011504.1
OG0009919	ENSG00000097033.14	ENSXETG00000013425.1
OG0009920	ENSG00000066405.13	ENSXETG00000014227.1
OG0009922	ENSG00000090520.11	ENSXETG00000007905.1
OG0009923	ENSG00000023318.8	ENSXETG00000004127.1
OG0009924	ENSG00000106803.10	ENSXETG00000004142.1
OG0009925	ENSG00000119523.10	ENSXETG00000004164.1
OG0009927	ENSG00000122707.12	ENSXETG00000020544.1
OG0009928	ENSG00000166897.15	ENSXETG00000010998.1
OG0009929	ENSG00000184787.19	ENSXETG00000001977.1
OG0009930	ENSG00000285304.1, ENSG00000100092.23	ENSXETG00000014253.1
OG0009931	ENSG00000066230.12, ENSG00000281861.1	ENSXETG00000009295.1
OG0009933	ENSG00000116675.16	ENSXETG00000017262.1
OG0009934	ENSG00000184949.16	ENSXETG00000006141.1
OG0009935	ENSG00000100221.10	ENSXETG00000006091.1
OG0009936	ENSG00000091483.6	ENSXETG00000002149.1
OG0009937	ENSG00000100226.16	ENSXETG00000005624.1
OG0009938	ENSG00000162434.13	ENSXETG00000017142.1
OG0009939	ENSG00000086065.14	ENSXETG00000018810.1
OG0009940	ENSG00000198783.6	ENSXETG00000017199.1
OG0009941	ENSG00000073803.14	ENSXETG00000004382.1
OG0009942	ENSG00000113790.11	ENSXETG00000004478.1
OG0009943	ENSG00000158966.16	ENSXETG00000002225.1
OG0009944	ENSG00000156931.15	ENSXETG00000004707.1
OG0009945	ENSG00000100307.13	ENSXETG00000001315.1
OG0009946	ENSG00000177414.13	ENSXETG00000002190.1
OG0009947	ENSG00000185483.12	ENSXETG00000020766.1
OG0009948	ENSG00000100311.17	ENSXETG00000001339.1
OG0009949	ENSG00000168917.9	ENSXETG00000014260.1
OG0009950	ENSG00000114054.14	ENSXETG00000008579.1
OG0009951	ENSG00000260230.3	ENSXETG00000020220.1
OG0009952	ENSG00000128268.12	ENSXETG00000001799.1
OG0009953	ENSG00000100335.15	ENSXETG00000001803.1
OG0009954	ENSG00000145241.11	ENSXETG00000006602.1
OG0009955	ENSG00000033178.13	ENSXETG00000003964.1
OG0009956	ENSG00000100346.18	ENSXETG00000001928.1
OG0009957	ENSG00000133477.17	ENSXETG00000000164.1
OG0009958	ENSG00000132855.5	ENSXETG00000002377.1
OG0009959	ENSG00000162607.13	ENSXETG00000010864.1
OG0009960	ENSG00000132854.19	ENSXETG00000009643.1
OG0009961	ENSG00000132849.20	ENSXETG00000008477.1
OG0009962	ENSG00000100359.21	ENSXETG00000001069.1
OG0009963	ENSG00000104613.12	ENSXETG00000012955.1
OG0009964	ENSG00000147408.14	ENSXETG00000012967.1
OG0009965	ENSG00000168427.9	ENSXETG00000020098.1
OG0009966	ENSG00000134709.12	ENSXETG00000007028.1
OG0009967	ENSG00000100387.9	ENSXETG00000004855.1
OG0009968	ENSG00000172456.17	ENSXETG00000006657.1
OG0009969	ENSG00000162600.12	ENSXETG00000011587.1
OG0009970	ENSG00000138757.14	ENSXETG00000013332.1
OG0009971	ENSG00000021852.13	ENSXETG00000016695.1
OG0009972	ENSG00000100395.15	ENSXETG00000004901.1
OG0009973	ENSG00000157131.11	ENSXETG00000017207.1
OG0009974	ENSG00000169116.11	ENSXETG00000016541.1
OG0009975	ENSG00000115474.7	ENSXETG00000010976.1
OG0009976	ENSG00000162409.11	ENSXETG00000017911.1
OG0009977	ENSG00000162407.9	ENSXETG00000017996.1
OG0009978	ENSG00000066248.15	ENSXETG00000011005.1
OG0009979	ENSG00000172071.14	ENSXETG00000012607.1
OG0009980	ENSG00000100410.8	ENSXETG00000005565.1
OG0009981	ENSG00000162399.9	ENSXETG00000018760.1
OG0009982	ENSG00000163626.16	ENSXETG00000006095.1
OG0009983	ENSG00000116133.13	ENSXETG00000010180.1
OG0009984	ENSG00000172346.15	ENSXETG00000016752.1
OG0009985	ENSG00000100417.12	ENSXETG00000016697.1
OG0009986	ENSG00000153140.8	ENSXETG00000011751.1
OG0009987	ENSG00000162396.6	ENSXETG00000010157.1
OG0009988	ENSG00000163738.18	ENSXETG00000011488.1
OG0009989	ENSG00000198911.12	ENSXETG00000004930.1
OG0009990	ENSG00000124882.4	ENSXETG00000011464.1
OG0009991	ENSG00000109321.11	ENSXETG00000011458.1
OG0009992	ENSG00000153561.13	ENSXETG00000002897.1
OG0009994	ENSG00000068615.18	ENSXETG00000002012.1
OG0009995	ENSG00000132313.15	ENSXETG00000016910.1
OG0009996	ENSG00000116205.14	ENSXETG00000002202.1
OG0009997	ENSG00000132300.19	ENSXETG00000001663.1
OG0009998	ENSG00000116212.15	ENSXETG00000002186.1
OG0009999	ENSG00000068654.16	ENSXETG00000016873.1
OG0010000	ENSG00000013583.10	ENSXETG00000005137.1
OG0010001	ENSG00000144230.16	ENSXETG00000019222.1
OG0010002	ENSG00000136709.12	ENSXETG00000021250.1
OG0010003	ENSG00000213782.7	ENSXETG00000005185.1
OG0010004	ENSG00000134243.12	ENSXETG00000013155.1
OG0010005	ENSG00000144231.11	ENSXETG00000000733.1
OG0010006	ENSG00000178878.12	ENSXETG00000005435.1
OG0010007	ENSG00000136715.18	ENSXETG00000000829.1
OG0010008	ENSG00000174151.14	ENSXETG00000013194.1
OG0010009	ENSG00000198909.7	ENSXETG00000009864.1
OG0010010	ENSG00000139055.7	ENSXETG00000000869.1
OG0010011	ENSG00000173826.14	ENSXETG00000000076.1
OG0010012	ENSG00000152102.18	ENSXETG00000011977.1
OG0010013	ENSG00000116337.19	ENSXETG00000013546.1
OG0010014	ENSG00000146857.4	ENSXETG00000020180.1
OG0010015	ENSG00000172578.12	ENSXETG00000007257.1
OG0010016	ENSG00000114796.16	ENSXETG00000007270.1
OG0010017	ENSG00000170921.15	ENSXETG00000005515.1
OG0010018	ENSG00000155561.15	ENSXETG00000000529.1
OG0010019	ENSG00000188542.9	ENSXETG00000007503.1
OG0010020	ENSG00000011028.14	ENSXETG00000010078.1
OG0010021	ENSG00000119977.21	ENSXETG00000001970.1
OG0010022	ENSG00000198758.10	ENSXETG00000014457.1
OG0010023	ENSG00000184371.14	ENSXETG00000014472.1
OG0010024	ENSG00000067596.12	ENSXETG00000002942.1
OG0010025	ENSG00000120054.12	ENSXETG00000017144.1
OG0010026	ENSG00000107554.17	ENSXETG00000018304.1
OG0010027	ENSG00000023839.12	ENSXETG00000003758.1
OG0010028	ENSG00000151572.18	ENSXETG00000016461.1
OG0010029	ENSG00000198018.7	ENSXETG00000008956.1
OG0010030	ENSG00000155287.11	ENSXETG00000008883.1
OG0010031	ENSG00000139354.11	ENSXETG00000017848.1
OG0010032	ENSG00000184451.5	ENSXETG00000004551.1
OG0010033	ENSG00000197106.7	ENSXETG00000010794.1
OG0010034	ENSG00000012504.15	ENSXETG00000018265.1
OG0010035	ENSG00000120053.12	ENSXETG00000008251.1
OG0010036	ENSG00000108797.12	ENSXETG00000011769.1
OG0010037	ENSG00000116396.14	ENSXETG00000010807.1
OG0010038	ENSG00000119946.11	ENSXETG00000008084.1
OG0010039	ENSG00000179520.11	ENSXETG00000018438.1
OG0010040	ENSG00000172987.12	ENSXETG00000008051.1
OG0010041	ENSG00000108799.13	ENSXETG00000011034.1
OG0010042	ENSG00000111647.13	ENSXETG00000008026.1
OG0010043	ENSG00000143105.7	ENSXETG00000007435.1
OG0010044	ENSG00000131475.7	ENSXETG00000010927.1
OG0010045	ENSG00000166024.13	ENSXETG00000007844.1
OG0010046	ENSG00000095713.14	ENSXETG00000007139.1
OG0010047	ENSG00000120868.13	ENSXETG00000021308.1
OG0010048	ENSG00000243710.7	ENSXETG00000018302.1
OG0010050	ENSG00000119986.7	ENSXETG00000006749.1
OG0010051	ENSG00000171160.18	ENSXETG00000006651.1
OG0010052	ENSG00000139350.11	ENSXETG00000020873.1
OG0010053	ENSG00000107815.10	ENSXETG00000005386.1
OG0010054	ENSG00000055950.16	ENSXETG00000005371.1
OG0010055	ENSG00000095539.15	ENSXETG00000004991.1
OG0010056	ENSG00000198863.7	ENSXETG00000007207.1
OG0010057	ENSG00000159479.17	ENSXETG00000018362.1
OG0010058	ENSG00000068079.7	ENSXETG00000007197.1
OG0010059	ENSG00000108828.16	ENSXETG00000007176.1
OG0010060	ENSG00000012048.23	ENSXETG00000007146.1
OG0010061	ENSG00000107882.11	ENSXETG00000004650.1
OG0010062	ENSG00000084110.11	ENSXETG00000013035.1
OG0010063	ENSG00000156398.13	ENSXETG00000004491.1
OG0010064	ENSG00000214435.8	ENSXETG00000004106.1, ENSXETG00000004251.1, ENSXETG00000015516.1
OG0010065	ENSG00000139344.8	ENSXETG00000012993.1
OG0010066	ENSG00000111142.14	ENSXETG00000012910.1
OG0010067	ENSG00000125691.13	ENSXETG00000020209.1
OG0010068	ENSG00000148835.11	ENSXETG00000010030.1
OG0010069	ENSG00000148843.15	ENSXETG00000009858.1
OG0010070	ENSG00000120798.17	ENSXETG00000012688.1
OG0010071	ENSG00000066135.13	ENSXETG00000005584.1
OG0010072	ENSG00000107954.10	ENSXETG00000009793.1
OG0010073	ENSG00000107960.11	ENSXETG00000009563.1
OG0010074	ENSG00000065613.15	ENSXETG00000007348.1
OG0010075	ENSG00000136040.9	ENSXETG00000016887.1
OG0010076	ENSG00000132768.14	ENSXETG00000003982.1
OG0010077	ENSG00000065618.21	ENSXETG00000006784.1
OG0010078	ENSG00000120833.14	ENSXETG00000016878.1
OG0010079	ENSG00000073670.14	ENSXETG00000008569.1
OG0010080	ENSG00000117411.16	ENSXETG00000019439.1
OG0010081	ENSG00000196517.12	ENSXETG00000020483.1
OG0010082	ENSG00000102189.17	ENSXETG00000020587.1
OG0010083	ENSG00000197748.13	ENSXETG00000013782.1
OG0010084	ENSG00000178028.14	ENSXETG00000018038.1
OG0010085	ENSG00000011465.17	ENSXETG00000017160.1
OG0010086	ENSG00000139329.5	ENSXETG00000017917.1
OG0010087	ENSG00000148841.17	ENSXETG00000010085.1
OG0010088	ENSG00000120051.15	ENSXETG00000010088.1
OG0010089	ENSG00000126106.14	ENSXETG00000020235.1
OG0010090	ENSG00000198520.12	ENSXETG00000020236.1
OG0010091	ENSG00000161682.15	ENSXETG00000018156.1
OG0010092	ENSG00000159588.15	ENSXETG00000003816.1, ENSXETG00000011249.1
OG0010093	ENSG00000139318.8	ENSXETG00000020258.1
OG0010094	ENSG00000138166.6	ENSXETG00000005251.1
OG0010095	ENSG00000132763.15	ENSXETG00000003628.1
OG0010096	ENSG00000186185.14	ENSXETG00000007056.1
OG0010097	ENSG00000172992.12	ENSXETG00000011334.1
OG0010098	ENSG00000198774.5	ENSXETG00000002195.1
OG0010099	ENSG00000180318.4	ENSXETG00000002179.1
OG0010100	ENSG00000072041.17	ENSXETG00000010494.1
OG0010101	ENSG00000179104.9	ENSXETG00000010468.1
